Orthogroup	Mus_musculus	Ornithorhynchus_anatinus
OG0007508	sp|Q61585|G0S2_MOUSE	tr|A0A6I8NA08|A0A6I8NA08_ORNAN
OG0007509	sp|Q68FE6|RIPR1_MOUSE	tr|A0A6I8N805|A0A6I8N805_ORNAN
OG0007510	sp|Q6TDP3|KLH17_MOUSE	tr|F7CVQ6|F7CVQ6_ORNAN
OG0007511	sp|Q6ZQ88|KDM1A_MOUSE	tr|A0A6I8NBE5|A0A6I8NBE5_ORNAN
OG0007512	sp|Q70UZ7|VWA2_MOUSE	tr|F7G7J7|F7G7J7_ORNAN
OG0007513	sp|Q80UN1|KCTD9_MOUSE	tr|A0A6I8PCF6|A0A6I8PCF6_ORNAN
OG0007514	sp|Q80UX8|ABHDD_MOUSE	tr|A0A6I8N4X9|A0A6I8N4X9_ORNAN
OG0007515	sp|Q8BH60|GOPC_MOUSE	tr|F7DY98|F7DY98_ORNAN
OG0007516	sp|Q8C8N2|SCAI_MOUSE	tr|A0A6I8P121|A0A6I8P121_ORNAN
OG0007517	sp|Q8CCX5|KT222_MOUSE	tr|F6TH03|F6TH03_ORNAN
OG0007518	sp|Q8CGI1|F193A_MOUSE	tr|F6V4J4|F6V4J4_ORNAN
OG0007519	sp|Q8CHY7|TTC23_MOUSE	tr|F7B226|F7B226_ORNAN
OG0007520	sp|Q8K0C8|COX19_MOUSE	tr|F7FA95|F7FA95_ORNAN
OG0007521	sp|Q8K4K4|TRIB1_MOUSE	tr|F7FXS8|F7FXS8_ORNAN
OG0007522	sp|Q8R4C2|RUFY2_MOUSE	tr|A0A6I8NXA2|A0A6I8NXA2_ORNAN
OG0007523	sp|Q8VDU5|SNRK_MOUSE	tr|A0A6I8PK41|A0A6I8PK41_ORNAN
OG0007524	sp|Q91WL0|ES8L3_MOUSE	tr|F7APU5|F7APU5_ORNAN
OG0007525	sp|Q920V1|B3GL1_MOUSE	tr|F7F2E2|F7F2E2_ORNAN
OG0007526	sp|Q99KK2|NEUA_MOUSE	tr|F7FSB7|F7FSB7_ORNAN
OG0007527	sp|Q99LH1|NOG2_MOUSE	tr|F7ANI9|F7ANI9_ORNAN
OG0007528	sp|Q9CPY4|CDKA2_MOUSE	tr|A0A6I8P0J5|A0A6I8P0J5_ORNAN
OG0007529	sp|Q9CRG1|TM7S3_MOUSE	tr|A0A6I8PLD3|A0A6I8PLD3_ORNAN
OG0007530	sp|Q9D379|HYEP_MOUSE	tr|F7F209|F7F209_ORNAN
OG0007531	sp|Q9D600|PSF2_MOUSE	tr|F6U3N1|F6U3N1_ORNAN
OG0007532	sp|Q9D7X8|GGCT_MOUSE	tr|A0A6I8PCI6|A0A6I8PCI6_ORNAN
OG0007533	sp|Q9D8X2|CC124_MOUSE	tr|A0A6I8N0M5|A0A6I8N0M5_ORNAN
OG0007534	sp|Q9DBI0|TMPS6_MOUSE	tr|A0A6I8NWI8|A0A6I8NWI8_ORNAN
OG0007535	sp|Q9EP64|TNMD_MOUSE	tr|F6T0G6|F6T0G6_ORNAN
OG0007536	sp|Q9ERI5|JMJD6_MOUSE	tr|F7A3E7|F7A3E7_ORNAN
OG0007537	sp|Q9JII7|ZFN2A_MOUSE	tr|F6V232|F6V232_ORNAN
OG0007538	sp|Q9QZL9|DKKL1_MOUSE	tr|A0A6I8PJX1|A0A6I8PJX1_ORNAN
OG0007539	sp|Q9R061|NUBP2_MOUSE	tr|A0A6I8N3H9|A0A6I8N3H9_ORNAN
OG0007540	tr|A0A1B0GRB6|A0A1B0GRB6_MOUSE	tr|A0A6I8ND33|A0A6I8ND33_ORNAN
OG0007541	tr|A0A1L1SR01|A0A1L1SR01_MOUSE	tr|F6XHQ5|F6XHQ5_ORNAN
OG0007542	tr|A2AGD7|A2AGD7_MOUSE	tr|A0A6I8P6R1|A0A6I8P6R1_ORNAN
OG0007543	tr|B1AUN2|B1AUN2_MOUSE	tr|A0A6I8P546|A0A6I8P546_ORNAN
OG0007544	tr|E9Q7M2|E9Q7M2_MOUSE	tr|A0A6I8PG65|A0A6I8PG65_ORNAN
OG0007545	sp|O70279|ESS2_MOUSE	tr|A0A6I8PQR0|A0A6I8PQR0_ORNAN
OG0007546	sp|O70373|XIRP1_MOUSE	tr|A0A6I8N6G6|A0A6I8N6G6_ORNAN
OG0007547	sp|P10284|HXB4_MOUSE	tr|A0A6I8P2V8|A0A6I8P2V8_ORNAN
OG0007548	sp|P10518|HEM2_MOUSE	tr|A0A6I8NG01|A0A6I8NG01_ORNAN
OG0007549	sp|P25916|BMI1_MOUSE	tr|A0A6I8PIH0|A0A6I8PIH0_ORNAN
OG0007550	sp|P26339|CMGA_MOUSE	tr|F7CR56|F7CR56_ORNAN
OG0007551	sp|P31230|AIMP1_MOUSE	tr|A0A6I8P8Z7|A0A6I8P8Z7_ORNAN
OG0007552	sp|P56400|GP1BB_MOUSE	tr|A0A6I8NWU0|A0A6I8NWU0_ORNAN
OG0007553	sp|P56857|CLD18_MOUSE	tr|A0A6I8P8K5|A0A6I8P8K5_ORNAN
OG0007554	sp|P97328|KHK_MOUSE	tr|F7CVJ4|F7CVJ4_ORNAN
OG0007555	sp|Q01338|ADA2A_MOUSE	tr|A0A6I8NH37|A0A6I8NH37_ORNAN
OG0007556	tr|Q14AF1|Q14AF1_MOUSE	tr|A0A6I8P4M3|A0A6I8P4M3_ORNAN
OG0007557	sp|Q1HKZ5|M3K13_MOUSE	tr|F6UHX1|F6UHX1_ORNAN
OG0007558	sp|Q3THG9|AASD1_MOUSE	tr|F6S764|F6S764_ORNAN
OG0007559	sp|Q3URQ7|MTHSD_MOUSE	tr|F7D3U7|F7D3U7_ORNAN
OG0007561	sp|Q3V1L6|MTMRB_MOUSE	tr|A0A6I8P030|A0A6I8P030_ORNAN
OG0007562	sp|Q5SVD0|RFLB_MOUSE	tr|F7FTA3|F7FTA3_ORNAN
OG0007563	sp|Q60787|LCP2_MOUSE	tr|A0A6I8N3C1|A0A6I8N3C1_ORNAN
OG0007564	sp|Q62523|ZYX_MOUSE	tr|A0A6I8NZ58|A0A6I8NZ58_ORNAN
OG0007565	sp|Q64237|DOPO_MOUSE	tr|F6U9C9|F6U9C9_ORNAN
OG0007566	sp|Q64347|CLCN1_MOUSE	tr|A0A6I8P592|A0A6I8P592_ORNAN
OG0007567	sp|Q6P8Y7|SNX31_MOUSE	tr|F6YQY9|F6YQY9_ORNAN
OG0007568	sp|Q78YZ6|SCOC_MOUSE	tr|A0A6I8PHR9|A0A6I8PHR9_ORNAN
OG0007569	sp|Q7TN73|CASD1_MOUSE	tr|F7ARW9|F7ARW9_ORNAN
OG0007570	sp|Q810K3|SGPP2_MOUSE	tr|F7GEB9|F7GEB9_ORNAN
OG0007571	sp|Q8BFX3|KCTD3_MOUSE	tr|A0A6I8P8T0|A0A6I8P8T0_ORNAN
OG0007572	sp|Q8BVC4|CCD68_MOUSE	tr|K7EDT1|K7EDT1_ORNAN
OG0007573	sp|Q8C5Q4|GRSF1_MOUSE	tr|F7G193|F7G193_ORNAN
OG0007574	sp|Q8C753|KATIP_MOUSE	tr|A0A6I8N1L2|A0A6I8N1L2_ORNAN
OG0007575	sp|Q8C9S4|CC186_MOUSE	tr|F7G7H2|F7G7H2_ORNAN
OG0007576	sp|Q8K4K3|TRIB2_MOUSE	tr|F7DA20|F7DA20_ORNAN
OG0007577	sp|Q8R2Z5|VWA1_MOUSE	tr|A0A6I8NJM1|A0A6I8NJM1_ORNAN
OG0007578	sp|Q91VA1|CTL4_MOUSE	tr|A0A6I8PL82|A0A6I8PL82_ORNAN
OG0007579	sp|Q91VY9|ZN622_MOUSE	tr|F7ESX1|F7ESX1_ORNAN
OG0007580	sp|Q91YN5|UAP1_MOUSE	tr|A0A6I8NG92|A0A6I8NG92_ORNAN
OG0007581	sp|Q91YR7|PRP6_MOUSE	tr|F7FMB9|F7FMB9_ORNAN
OG0007582	sp|Q91ZV3|DCBD2_MOUSE	tr|F6TK38|F6TK38_ORNAN
OG0007583	sp|Q9CZU4|ERAL1_MOUSE	tr|F6PHD3|F6PHD3_ORNAN
OG0007584	sp|Q9D099|ACER3_MOUSE	tr|A0A6I8P357|A0A6I8P357_ORNAN
OG0007585	sp|Q9D0C1|RN115_MOUSE	tr|A0A6I8PLI7|A0A6I8PLI7_ORNAN
OG0007586	sp|Q9D2Q3|PAAT_MOUSE	tr|A0A6I8N9V9|A0A6I8N9V9_ORNAN
OG0007587	sp|Q9D3X5|PACRL_MOUSE	tr|F6WEM6|F6WEM6_ORNAN
OG0007588	sp|Q9D4J7|PHF6_MOUSE	tr|F7AT65|F7AT65_ORNAN
OG0007589	sp|Q9D5Q8|CA141_MOUSE	tr|K7EHG8|K7EHG8_ORNAN
OG0007590	sp|Q9D6J5|NDUB8_MOUSE	tr|A0A6I8PLT8|A0A6I8PLT8_ORNAN
OG0007591	sp|Q9D7H4|AVPI1_MOUSE	tr|A0A6I8P4F5|A0A6I8P4F5_ORNAN
OG0007592	sp|Q9D7J6|DNSL1_MOUSE	tr|A0A6I8P783|A0A6I8P783_ORNAN
OG0007593	sp|Q9D8N2|DEN10_MOUSE	tr|F6SX83|F6SX83_ORNAN
OG0007594	sp|Q9JL70|FANCA_MOUSE	tr|A0A6I8NZ73|A0A6I8NZ73_ORNAN
OG0007595	sp|Q9R1N9|CODA1_MOUSE	tr|A0A6I8P5M5|A0A6I8P5M5_ORNAN
OG0007596	sp|Q9Z1P4|LGR5_MOUSE	tr|F6TAJ7|F6TAJ7_ORNAN
OG0007597	tr|A0A087WQY2|A0A087WQY2_MOUSE	tr|F6YFP1|F6YFP1_ORNAN
OG0007598	tr|A0A1D5RMN0|A0A1D5RMN0_MOUSE	tr|A0A6I8N7K2|A0A6I8N7K2_ORNAN
OG0007599	sp|E9Q137|TX264_MOUSE	tr|A0A6I8PAP6|A0A6I8PAP6_ORNAN
OG0007600	sp|O08715|AKAP1_MOUSE	tr|A0A6I8NFQ2|A0A6I8NFQ2_ORNAN
OG0007601	sp|O35284|BATF_MOUSE	tr|A0A6I8PHY9|A0A6I8PHY9_ORNAN
OG0007602	sp|O35857|TIM44_MOUSE	tr|A0A6I8PBJ5|A0A6I8PBJ5_ORNAN
OG0007603	sp|O54865|GCYB1_MOUSE	tr|A0A6I8PPV7|A0A6I8PPV7_ORNAN
OG0007604	sp|O70172|PI42A_MOUSE	tr|F7CLH9|F7CLH9_ORNAN
OG0007605	sp|P14602|HSPB1_MOUSE	tr|A0A6I8N901|A0A6I8N901_ORNAN
OG0007606	sp|P27773|PDIA3_MOUSE	tr|F6SUD7|F6SUD7_ORNAN
OG0007607	sp|P29037|TBP_MOUSE	tr|F6U214|F6U214_ORNAN
OG0007608	sp|P97953|VEGFC_MOUSE	tr|F7EX88|F7EX88_ORNAN
OG0007609	sp|Q07813|BAX_MOUSE	tr|A0A6I8NRV7|A0A6I8NRV7_ORNAN
OG0007610	sp|Q0P557|MIEAP_MOUSE	tr|A0A6I8PPF9|A0A6I8PPF9_ORNAN
OG0007611	sp|Q14AT5|ANO7_MOUSE	tr|A0A6I8P569|A0A6I8P569_ORNAN
OG0007612	sp|Q61247|A2AP_MOUSE	tr|F7AER8|F7AER8_ORNAN
OG0007613	sp|Q640P4|GL8D2_MOUSE	tr|F6RSH4|F6RSH4_ORNAN
OG0007614	sp|Q64264|5HT1A_MOUSE	tr|A0A6I8NYQ3|A0A6I8NYQ3_ORNAN
OG0007615	sp|Q6AXC6|DDX11_MOUSE	tr|F6XQR3|F6XQR3_ORNAN
OG0007616	sp|Q6PGH2|JUPI2_MOUSE	tr|A0A6I8NU72|A0A6I8NU72_ORNAN
OG0007617	sp|Q6ZQ03|FNBP4_MOUSE	tr|A0A6I8PI25|A0A6I8PI25_ORNAN
OG0007618	sp|Q7TQK4|EXOS3_MOUSE	tr|A0A6I8N2Z6|A0A6I8N2Z6_ORNAN
OG0007619	sp|Q810A5|MACAP_MOUSE	tr|F6QHM6|F6QHM6_ORNAN
OG0007620	sp|Q8BMZ5|SEN34_MOUSE	tr|F7EPS7|F7EPS7_ORNAN
OG0007621	sp|Q8BWH0|S38A7_MOUSE	tr|F7FA13|F7FA13_ORNAN
OG0007622	sp|Q8BWT1|THIM_MOUSE	tr|F7FL61|F7FL61_ORNAN
OG0007623	sp|Q8C796|RCOR2_MOUSE	tr|A0A6I8NVW2|A0A6I8NVW2_ORNAN
OG0007624	sp|Q8CII9|CRLF2_MOUSE	tr|F7AV46|F7AV46_ORNAN
OG0007625	sp|Q8K2W6|PHF13_MOUSE	tr|A0A6I8NUS6|A0A6I8NUS6_ORNAN
OG0007626	sp|Q8R0J1|PKHG6_MOUSE	tr|A0A6I8N0F3|A0A6I8N0F3_ORNAN
OG0007627	sp|Q8R0X7|SGPL1_MOUSE	tr|F7D7E6|F7D7E6_ORNAN
OG0007628	sp|Q8R3F5|FABD_MOUSE	tr|A0A6I8NNW9|A0A6I8NNW9_ORNAN
OG0007629	sp|Q8R3I2|MBOA2_MOUSE	tr|F6RT46|F6RT46_ORNAN
OG0007630	sp|Q8VC42|RMC1_MOUSE	tr|A0A6I8NFP2|A0A6I8NFP2_ORNAN
OG0007631	sp|Q91YD9|WASL_MOUSE	tr|F7E2I0|F7E2I0_ORNAN
OG0007632	sp|Q921N7|TMM70_MOUSE	tr|A0A6I8P4W0|A0A6I8P4W0_ORNAN
OG0007633	sp|Q99JP4|CDC26_MOUSE	tr|F7ALV7|F7ALV7_ORNAN
OG0007634	sp|Q99LE1|RIPL2_MOUSE	tr|F7E8L5|F7E8L5_ORNAN
OG0007635	sp|Q99LX0|PARK7_MOUSE	tr|A0A6I8P5I9|A0A6I8P5I9_ORNAN
OG0007636	sp|Q9CZ05|AT7L1_MOUSE	tr|F6ZPM1|F6ZPM1_ORNAN
OG0007637	sp|Q9D198|SYF2_MOUSE	tr|A0A6I8N0K9|A0A6I8N0K9_ORNAN
OG0007638	sp|Q9D7F2|LPD6B_MOUSE	tr|A0A6I8NHM6|A0A6I8NHM6_ORNAN
OG0007639	sp|Q9D7S7|RL22L_MOUSE	tr|F6U1T4|F6U1T4_ORNAN
OG0007640	sp|Q9D8I2|P2Y13_MOUSE	tr|F7CTQ7|F7CTQ7_ORNAN
OG0007641	sp|Q9DBR7|MYPT1_MOUSE	tr|F7G6T2|F7G6T2_ORNAN
OG0007642	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A6I8NC91|A0A6I8NC91_ORNAN
OG0007643	sp|Q9WTT4|VATG2_MOUSE	tr|A0A6I8N042|A0A6I8N042_ORNAN
OG0007644	sp|A0A0B4J1F4|ARRD4_MOUSE	tr|A0A6I8PE91|A0A6I8PE91_ORNAN
OG0007645	sp|C8YR32|LOXH1_MOUSE	tr|A0A6I8NVB8|A0A6I8NVB8_ORNAN
OG0007646	sp|O08674|RBPJL_MOUSE	tr|A0A6I8P2Z3|A0A6I8P2Z3_ORNAN
OG0007647	sp|O08707|ACKR2_MOUSE	tr|A0A6I8PKV2|A0A6I8PKV2_ORNAN
OG0007648	sp|O09047|C3AR_MOUSE	tr|A0A6I8NUY8|A0A6I8NUY8_ORNAN
OG0007649	sp|O09101|PIGF_MOUSE	tr|A0A6I8NI66|A0A6I8NI66_ORNAN
OG0007650	sp|O35448|PPT2_MOUSE	tr|A0A6I8P326|A0A6I8P326_ORNAN
OG0007651	sp|O35465|FKBP8_MOUSE	tr|A0A6I8NY87|A0A6I8NY87_ORNAN
OG0007652	sp|O70273|EHF_MOUSE	tr|F6PQA3|F6PQA3_ORNAN
OG0007653	sp|P09025|HXC8_MOUSE	tr|F6XCQ9|F6XCQ9_ORNAN
OG0007654	sp|P27106|MIS_MOUSE	tr|W8CEN5|W8CEN5_ORNAN
OG0007655	sp|P30282|CCND3_MOUSE	tr|A0A6I8N369|A0A6I8N369_ORNAN
OG0007656	sp|P38575|UPK2_MOUSE	tr|A0A6I8N7N9|A0A6I8N7N9_ORNAN
OG0007657	sp|P60334|CDO1_MOUSE	tr|F6TZN4|F6TZN4_ORNAN
OG0007658	sp|P62192|PRS4_MOUSE	tr|F6TV11|F6TV11_ORNAN
OG0007659	sp|Q04744|EMX2_MOUSE	tr|A0A6I8PAK7|A0A6I8PAK7_ORNAN
OG0007660	sp|Q14C59|TM11B_MOUSE	tr|F6UQD9|F6UQD9_ORNAN
OG0007661	sp|Q3TCT4|ENTP7_MOUSE	tr|A0A6I8N5T2|A0A6I8N5T2_ORNAN
OG0007662	sp|Q61423|KCNA4_MOUSE	tr|F6RH21|F6RH21_ORNAN
OG0007663	sp|Q62187|TTF1_MOUSE	tr|F6V1S2|F6V1S2_ORNAN
OG0007664	sp|Q640P2|ANGL1_MOUSE	tr|K7EI31|K7EI31_ORNAN
OG0007665	sp|Q6P6M5|PX11C_MOUSE	tr|F7FI68|F7FI68_ORNAN
OG0007666	sp|Q810L3|CHFR_MOUSE	tr|F6PJG1|F6PJG1_ORNAN
OG0007667	sp|Q810U5|CCD50_MOUSE	tr|A0A6I8N1K7|A0A6I8N1K7_ORNAN
OG0007668	sp|Q8BGC0|HTSF1_MOUSE	tr|F6RA91|F6RA91_ORNAN
OG0007669	sp|Q8BHK9|ERC6L_MOUSE	tr|F7G511|F7G511_ORNAN
OG0007670	sp|Q8BUH8|SENP7_MOUSE	tr|F6PP50|F6PP50_ORNAN
OG0007671	sp|Q8BZ64|TECT1_MOUSE	tr|F7FMV7|F7FMV7_ORNAN
OG0007672	sp|Q8CCF0|PRP31_MOUSE	tr|F7F7A8|F7F7A8_ORNAN
OG0007673	sp|Q8CGF6|WDR47_MOUSE	tr|F7C944|F7C944_ORNAN
OG0007674	sp|Q8CGK3|LONM_MOUSE	tr|F7GCD7|F7GCD7_ORNAN
OG0007675	sp|Q8K479|C1QT5_MOUSE	tr|A0A6I8PG44|A0A6I8PG44_ORNAN
OG0007676	sp|Q8R527|RHOQ_MOUSE	tr|A0A6I8NHU4|A0A6I8NHU4_ORNAN
OG0007677	sp|Q8VBW5|BBX_MOUSE	tr|A0A6I8P242|A0A6I8P242_ORNAN
OG0007678	sp|Q8VHK5|MLC1_MOUSE	tr|A0A6I8NWN9|A0A6I8NWN9_ORNAN
OG0007679	sp|Q91WM6|EVA1A_MOUSE	tr|A0A6I8N637|A0A6I8N637_ORNAN
OG0007680	sp|Q99JR5|TINAL_MOUSE	tr|F7FFG2|F7FFG2_ORNAN
OG0007681	sp|Q9CPW5|SSRB_MOUSE	tr|A0A6I8MXV7|A0A6I8MXV7_ORNAN
OG0007682	sp|Q9CX48|ZCH10_MOUSE	tr|A0A6I8P8K2|A0A6I8P8K2_ORNAN
OG0007683	sp|Q9D7P6|ISCU_MOUSE	tr|F7G361|F7G361_ORNAN
OG0007684	sp|Q9EQ61|PESC_MOUSE	tr|A0A6I8NK40|A0A6I8NK40_ORNAN
OG0007685	sp|Q9JMD0|ZN207_MOUSE	tr|F7FCD0|F7FCD0_ORNAN
OG0007686	sp|Q9QXN3|TRIP4_MOUSE	tr|A0A6I8PA91|A0A6I8PA91_ORNAN
OG0007687	sp|Q9WVE0|AICDA_MOUSE	tr|F7CLK5|F7CLK5_ORNAN
OG0007688	sp|Q9WVL0|MAAI_MOUSE	tr|A0A6I8PJU1|A0A6I8PJU1_ORNAN
OG0007689	sp|Q9Z1J3|NFS1_MOUSE	tr|F7F944|F7F944_ORNAN
OG0007690	sp|Q9Z2A0|PDPK1_MOUSE	tr|A0A6I8ND89|A0A6I8ND89_ORNAN
OG0007691	sp|A2TJV2|PALM3_MOUSE	tr|A0A6I8NW92|A0A6I8NW92_ORNAN
OG0007692	sp|B1AZA5|TM245_MOUSE	tr|A0A6I8NA82|A0A6I8NA82_ORNAN
OG0007693	tr|G5E8L9|G5E8L9_MOUSE	tr|F6WPQ5|F6WPQ5_ORNAN
OG0007694	sp|G5E8P0|GCP6_MOUSE	tr|A0A6I8NRG3|A0A6I8NRG3_ORNAN
OG0007695	sp|O08738|CASP6_MOUSE	tr|F7E789|F7E789_ORNAN
OG0007696	sp|O55242|SGMR1_MOUSE	tr|A0A6I8NCT4|A0A6I8NCT4_ORNAN
OG0007697	sp|O89053|COR1A_MOUSE	tr|A0A6I8MYP7|A0A6I8MYP7_ORNAN
OG0007698	sp|P30280|CCND2_MOUSE	tr|A0A6I8N7A6|A0A6I8N7A6_ORNAN
OG0007699	sp|P31955|AREG_MOUSE	tr|F7EI90|F7EI90_ORNAN
OG0007700	sp|P48320|DCE2_MOUSE	tr|F6V5H0|F6V5H0_ORNAN
OG0007701	sp|P52592|S1PR2_MOUSE	tr|A0A6I8N621|A0A6I8N621_ORNAN
OG0007702	sp|P57716|NICA_MOUSE	tr|F6UBR8|F6UBR8_ORNAN
OG0007703	sp|P60322|NANO2_MOUSE	tr|A0A6I8PB54|A0A6I8PB54_ORNAN
OG0007704	sp|P70166|CPEB1_MOUSE	tr|F7DY93|F7DY93_ORNAN
OG0007705	sp|P97807|FUMH_MOUSE	tr|F6UAN3|F6UAN3_ORNAN
OG0007706	tr|Q3TWH3|Q3TWH3_MOUSE	tr|A0A6I8N6D0|A0A6I8N6D0_ORNAN
OG0007707	sp|Q3UMC0|SPAT5_MOUSE	tr|A0A6I8NS16|A0A6I8NS16_ORNAN
OG0007708	sp|Q3UW53|NIBA1_MOUSE	tr|A0A6I8PG86|A0A6I8PG86_ORNAN
OG0007709	sp|Q56A06|TMTC2_MOUSE	tr|A0A6I8P9M8|A0A6I8P9M8_ORNAN
OG0007710	sp|Q5HZI9|S2551_MOUSE	tr|A0A6I8PM26|A0A6I8PM26_ORNAN
OG0007711	sp|Q5NCQ5|DPH1_MOUSE	tr|A0A6I8NX73|A0A6I8NX73_ORNAN
OG0007712	sp|Q61026|NCOA2_MOUSE	tr|A0A6I8NV42|A0A6I8NV42_ORNAN
OG0007713	sp|Q8BGF9|S2544_MOUSE	tr|A0A6I8N577|A0A6I8N577_ORNAN
OG0007714	sp|Q8BGK2|ARHL1_MOUSE	tr|F7G456|F7G456_ORNAN
OG0007715	sp|Q8BQJ6|TRM2B_MOUSE	tr|F6S5T3|F6S5T3_ORNAN
OG0007716	sp|Q8CAB8|CAST2_MOUSE	tr|A0A6I8PBT5|A0A6I8PBT5_ORNAN
OG0007717	sp|Q8CH02|SUGP1_MOUSE	tr|K7ECC8|K7ECC8_ORNAN
OG0007718	tr|Q8K205|Q8K205_MOUSE	tr|F7G348|F7G348_ORNAN
OG0007719	sp|Q8VC10|OSGI1_MOUSE	tr|F6TTX5|F6TTX5_ORNAN
OG0007720	sp|Q8VE99|CC115_MOUSE	tr|A0A6I8NGF8|A0A6I8NGF8_ORNAN
OG0007721	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A6I8NMU2|A0A6I8NMU2_ORNAN
OG0007722	sp|Q91VY6|CYTIP_MOUSE	tr|F6WTB7|F6WTB7_ORNAN
OG0007723	sp|Q91X60|ACHA2_MOUSE	tr|A0A6I8NNH8|A0A6I8NNH8_ORNAN
OG0007724	sp|Q922H4|GMPPA_MOUSE	tr|A0A6I8NGY9|A0A6I8NGY9_ORNAN
OG0007725	sp|Q99K43|PRC1_MOUSE	tr|A0A6I8P5K1|A0A6I8P5K1_ORNAN
OG0007726	sp|Q9CWJ9|PUR9_MOUSE	tr|F6V8M2|F6V8M2_ORNAN
OG0007727	sp|Q9D6L8|PPIL3_MOUSE	tr|F7CUH6|F7CUH6_ORNAN
OG0007728	sp|Q9DCH2|POP7_MOUSE	tr|A0A6I8NRR4|A0A6I8NRR4_ORNAN
OG0007729	sp|Q9EPL2|CSTN1_MOUSE	tr|A0A6I8P175|A0A6I8P175_ORNAN
OG0007730	sp|Q9JIF7|COPB_MOUSE	tr|F7C3B7|F7C3B7_ORNAN
OG0007731	sp|Q9QUG9|GRP2_MOUSE	tr|F6RHN2|F6RHN2_ORNAN
OG0007732	tr|A0A1B0GT72|A0A1B0GT72_MOUSE	tr|A0A6I8NP16|A0A6I8NP16_ORNAN
OG0007733	tr|E9Q2E4|E9Q2E4_MOUSE	tr|A0A6I8NDS0|A0A6I8NDS0_ORNAN
OG0007734	sp|O35719|RA51B_MOUSE	tr|A0A6I8NT38|A0A6I8NT38_ORNAN
OG0007735	sp|O88282|BCL6B_MOUSE	tr|K7EEP3|K7EEP3_ORNAN
OG0007736	sp|O88824|JTB_MOUSE	tr|A0A6I8PHJ6|A0A6I8PHJ6_ORNAN
OG0007737	sp|O88843|CRADD_MOUSE	tr|A0A6I8P232|A0A6I8P232_ORNAN
OG0007738	sp|P00493|HPRT_MOUSE	tr|A0A6I8PB81|A0A6I8PB81_ORNAN
OG0007739	sp|P11983|TCPA_MOUSE	tr|F7FVH7|F7FVH7_ORNAN
OG0007740	sp|P59270|B3GA2_MOUSE	tr|A0A6I8NMX2|A0A6I8NMX2_ORNAN
OG0007741	tr|Q149I8|Q149I8_MOUSE	tr|A0A6I8N4T1|A0A6I8N4T1_ORNAN
OG0007742	sp|Q3ULZ2|FHDC1_MOUSE	tr|F6Q350|F6Q350_ORNAN
OG0007743	sp|Q5PT54|NTCP5_MOUSE	tr|A0A6I8NER3|A0A6I8NER3_ORNAN
OG0007744	sp|Q5SUF2|LC7L3_MOUSE	tr|A0A6I8PIQ7|A0A6I8PIQ7_ORNAN
OG0007745	sp|Q5VCS6|TDRD5_MOUSE	tr|A0A6I8NN14|A0A6I8NN14_ORNAN
OG0007746	sp|Q60773|CDN2D_MOUSE	tr|F6SGP8|F6SGP8_ORNAN
OG0007747	sp|Q61165|SL9A1_MOUSE	tr|F6UHR1|F6UHR1_ORNAN
OG0007748	sp|Q64355|EFS_MOUSE	tr|A0A6I8P3S8|A0A6I8P3S8_ORNAN
OG0007749	sp|Q6DIB4|NOL4L_MOUSE	tr|A0A6I8PFD0|A0A6I8PFD0_ORNAN
OG0007750	sp|Q6DR98|NRG1_MOUSE	tr|A0A6I8P848|A0A6I8P848_ORNAN
OG0007751	sp|Q6P1E1|ZMIZ1_MOUSE	tr|A0A6I8P083|A0A6I8P083_ORNAN
OG0007752	sp|Q6PDC8|MFD4A_MOUSE	tr|A0A6I8NQ18|A0A6I8NQ18_ORNAN
OG0007753	sp|Q80T85|DCAF5_MOUSE	tr|A0A6I8P0H2|A0A6I8P0H2_ORNAN
OG0007754	sp|Q80UE6|WNK4_MOUSE	tr|K7EGD8|K7EGD8_ORNAN
OG0007755	sp|Q80UY1|CARME_MOUSE	tr|A0A6I8N055|A0A6I8N055_ORNAN
OG0007756	sp|Q80X95|RRAGA_MOUSE	tr|F7F5L1|F7F5L1_ORNAN
OG0007757	sp|Q80XS6|SMAG2_MOUSE	tr|A0A6I8PF77|A0A6I8PF77_ORNAN
OG0007758	sp|Q80YC5|FA12_MOUSE	tr|A0A6I8P089|A0A6I8P089_ORNAN
OG0007759	sp|Q8BG51|MIRO1_MOUSE	tr|A0A6I8PIH2|A0A6I8PIH2_ORNAN
OG0007760	sp|Q8BHH8|CLRN3_MOUSE	tr|A0A6I8P8B6|A0A6I8P8B6_ORNAN
OG0007761	sp|Q8BIE6|FRM4A_MOUSE	tr|F6VCS3|F6VCS3_ORNAN
OG0007762	sp|Q8BMJ2|SYLC_MOUSE	tr|F6VA17|F6VA17_ORNAN
OG0007763	sp|Q8C5P5|NT5D1_MOUSE	tr|A0A6I8MXL4|A0A6I8MXL4_ORNAN
OG0007764	sp|Q8CAI1|CC142_MOUSE	tr|A0A6I8P1I6|A0A6I8P1I6_ORNAN
OG0007765	sp|Q8CIT0|CRF_MOUSE	tr|F7AJN6|F7AJN6_ORNAN
OG0007766	sp|Q8R0T6|AGRG3_MOUSE	tr|F7E4M1|F7E4M1_ORNAN
OG0007767	sp|Q91XT4|SC16B_MOUSE	tr|F6YHR3|F6YHR3_ORNAN
