Orthogroup	Mus_musculus	Equus_caballus
OG0012310	sp|Q3TMV7|PYRD1_MOUSE	tr|A0A3Q2H8H9|A0A3Q2H8H9_HORSE
OG0012311	sp|P23506|PIMT_MOUSE	tr|A0A3Q2HEG2|A0A3Q2HEG2_HORSE
OG0012312	sp|Q8CHY3|DYM_MOUSE	tr|A0A3Q2HJK6|A0A3Q2HJK6_HORSE
OG0012313	sp|Q99KR8|FUCO2_MOUSE	tr|A0A3Q2HLY3|A0A3Q2HLY3_HORSE
OG0012314	sp|Q8CBH7|MARHB_MOUSE	tr|A0A3Q2HNL4|A0A3Q2HNL4_HORSE
OG0012315	sp|Q9R0G6|COMP_MOUSE	tr|A0A3Q2HRL2|A0A3Q2HRL2_HORSE
OG0012316	sp|P48193|EPB41_MOUSE	tr|A0A3Q2HUG2|A0A3Q2HUG2_HORSE
OG0012317	sp|Q80W49|CRBG3_MOUSE	tr|A0A3Q2HVR3|A0A3Q2HVR3_HORSE
OG0012318	sp|O54834|RHG06_MOUSE	tr|A0A3Q2HXX0|A0A3Q2HXX0_HORSE
OG0012319	sp|O88824|JTB_MOUSE	tr|A0A3Q2HYW5|A0A3Q2HYW5_HORSE
OG0012320	tr|E9Q777|E9Q777_MOUSE	tr|A0A3Q2HZA0|A0A3Q2HZA0_HORSE
OG0012321	sp|P41971|ELK3_MOUSE	tr|A0A3Q2HZQ6|A0A3Q2HZQ6_HORSE
OG0012322	sp|Q9CX30|YIF1B_MOUSE	tr|A0A3Q2I0F3|A0A3Q2I0F3_HORSE
OG0012323	sp|A2ALS5|RPGP1_MOUSE	tr|A0A3Q2I0Q1|A0A3Q2I0Q1_HORSE
OG0012324	sp|P57791|FACE2_MOUSE	tr|A0A3Q2I632|A0A3Q2I632_HORSE
OG0012325	sp|Q3TNW5|MUCL3_MOUSE	tr|A0A3Q2I6L1|A0A3Q2I6L1_HORSE
OG0012326	sp|Q8C878|UBA3_MOUSE	tr|A0A3Q2I7X7|A0A3Q2I7X7_HORSE
OG0012327	sp|O35516|NOTC2_MOUSE	tr|A0A3Q2IDD0|A0A3Q2IDD0_HORSE
OG0012328	sp|P12672|RAPSN_MOUSE	tr|A0A3Q2IIW8|A0A3Q2IIW8_HORSE
OG0012329	sp|Q8BHW2|OSCP1_MOUSE	tr|A0A3Q2KNT6|A0A3Q2KNT6_HORSE
OG0012330	sp|Q62407|SPEG_MOUSE	tr|A0A3Q2LQW8|A0A3Q2LQW8_HORSE
OG0012331	sp|Q9CQX8|KGD4_MOUSE	tr|A0A5F5PFM2|A0A5F5PFM2_HORSE
OG0012332	sp|Q99L00|HAUS8_MOUSE	tr|A0A5F5PGL2|A0A5F5PGL2_HORSE
OG0012333	sp|O35454|CLCN6_MOUSE	tr|A0A5F5PSX2|A0A5F5PSX2_HORSE
OG0012334	tr|J3QMJ4|J3QMJ4_MOUSE	tr|A0A5F5PT00|A0A5F5PT00_HORSE
OG0012335	sp|Q7TQH0|ATX2L_MOUSE	tr|A0A5F5PWA2|A0A5F5PWA2_HORSE
OG0012336	tr|E9Q411|E9Q411_MOUSE	tr|F6PSY6|F6PSY6_HORSE
OG0012337	sp|P12242|UCP1_MOUSE	tr|F6PTQ7|F6PTQ7_HORSE
OG0012338	sp|Q6K1E7|GGNB1_MOUSE	tr|F6Q494|F6Q494_HORSE
OG0012339	sp|Q920P5|KAD5_MOUSE	tr|F6QTI0|F6QTI0_HORSE
OG0012340	sp|Q61006|MUSK_MOUSE	tr|F6RTS3|F6RTS3_HORSE
OG0012341	sp|Q6X6Z7|TEKT3_MOUSE	tr|F6SM34|F6SM34_HORSE
OG0012342	sp|Q9Z2U4|ELF4_MOUSE	tr|F6SNN6|F6SNN6_HORSE
OG0012343	sp|Q9Z262|CLD6_MOUSE	tr|F6SPI8|F6SPI8_HORSE
OG0012344	sp|P36363|FGF7_MOUSE	tr|F6TLF7|F6TLF7_HORSE
OG0012345	sp|Q64151|SEM4C_MOUSE	tr|F6TNZ2|F6TNZ2_HORSE
OG0012346	sp|Q3U0P1|PALB2_MOUSE	tr|F6TYE4|F6TYE4_HORSE
OG0012347	sp|P55200|KMT2A_MOUSE	tr|F6U6A9|F6U6A9_HORSE
OG0012348	sp|D3YY91|LLR1_MOUSE	tr|F6UAG7|F6UAG7_HORSE
OG0012349	sp|Q6RUU0|PTX4_MOUSE	tr|F6UFL9|F6UFL9_HORSE
OG0012350	sp|Q9CW73|B3GA1_MOUSE	tr|F6UN48|F6UN48_HORSE
OG0012351	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|F6UUE6|F6UUE6_HORSE
OG0012352	sp|O54799|NMBR_MOUSE	tr|F6VCY9|F6VCY9_HORSE
OG0012353	sp|Q8BXT1|RGS8_MOUSE	tr|F6VQD2|F6VQD2_HORSE
OG0012354	sp|Q60692|PSB6_MOUSE	tr|F6W2I4|F6W2I4_HORSE
OG0012355	sp|P47199|QOR_MOUSE	tr|F6WB51|F6WB51_HORSE
OG0012356	sp|P29352|PTN22_MOUSE	tr|F6XFC9|F6XFC9_HORSE
OG0012357	sp|Q8K2F3|DEPP1_MOUSE	tr|F6XR89|F6XR89_HORSE
OG0012358	sp|Q3UIK4|MET14_MOUSE	tr|F6XVY2|F6XVY2_HORSE
OG0012359	sp|Q3URD2|RPRML_MOUSE	tr|F6Y7Q9|F6Y7Q9_HORSE
OG0012360	sp|Q99NA9|PCGF6_MOUSE	tr|F6Z736|F6Z736_HORSE
OG0012361	sp|Q9QY06|MYO9B_MOUSE	tr|F6ZLX2|F6ZLX2_HORSE
OG0012362	sp|Q9R207|NBN_MOUSE	tr|F6ZQY8|F6ZQY8_HORSE
OG0012363	sp|P49182|HEP2_MOUSE	tr|F7BM31|F7BM31_HORSE
OG0012364	sp|Q9R0X0|MED20_MOUSE	tr|F7BTA5|F7BTA5_HORSE
OG0012365	sp|Q8R197|SAST_MOUSE	tr|F7BU03|F7BU03_HORSE
OG0012366	sp|Q7TPQ9|ARRD3_MOUSE	tr|F7BVB7|F7BVB7_HORSE
OG0012367	sp|O88705|HCN3_MOUSE	tr|F7D898|F7D898_HORSE
OG0012368	sp|Q9D0L4|ADCK1_MOUSE	tr|F7D9R2|F7D9R2_HORSE
OG0012369	sp|O88454|KCNK4_MOUSE	tr|F7DM90|F7DM90_HORSE
OG0012370	sp|Q8CII2|CD123_MOUSE	tr|F7DQL9|F7DQL9_HORSE
OG0012371	sp|Q9WV96|T10B_MOUSE	tr|F7DSJ6|F7DSJ6_HORSE
OG0012372	sp|B8ZXI1|QTRT2_MOUSE	tr|F7DZM5|F7DZM5_HORSE
OG0012373	sp|A2AS55|ANR16_MOUSE	tr|F7E0J7|F7E0J7_HORSE
OG0012374	sp|Q9QW08|PHOS_MOUSE	sp|Q9XS39|PHOS_HORSE
OG0012375	sp|Q9JHL0|NTAL_MOUSE	tr|A0A3Q2GYQ6|A0A3Q2GYQ6_HORSE
OG0012376	sp|P35601|RFC1_MOUSE	tr|A0A3Q2H1D7|A0A3Q2H1D7_HORSE
OG0012377	sp|Q3UMM4|CDK10_MOUSE	tr|A0A3Q2HB58|A0A3Q2HB58_HORSE
OG0012378	sp|O88186|GPIX_MOUSE	tr|A0A3Q2HBH6|A0A3Q2HBH6_HORSE
OG0012379	sp|P27699|CREM_MOUSE	tr|A0A3Q2HG17|A0A3Q2HG17_HORSE
OG0012380	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A3Q2HQA5|A0A3Q2HQA5_HORSE
OG0012381	tr|A0A0N4SUJ3|A0A0N4SUJ3_MOUSE	tr|A0A3Q2HW31|A0A3Q2HW31_HORSE
OG0012382	sp|P21836|ACES_MOUSE	tr|A0A3Q2I1W0|A0A3Q2I1W0_HORSE
OG0012383	sp|Q9EPK5|WWTR1_MOUSE	tr|A0A3Q2I3J4|A0A3Q2I3J4_HORSE
OG0012384	sp|P59326|YTHD1_MOUSE	tr|A0A3Q2I9Q7|A0A3Q2I9Q7_HORSE
OG0012385	sp|Q8BLR5|PSD4_MOUSE	tr|A0A3Q2IEW1|A0A3Q2IEW1_HORSE
OG0012386	sp|Q5DU14|MYO16_MOUSE	tr|A0A3Q2KRD4|A0A3Q2KRD4_HORSE
OG0012387	sp|Q6RT24|CENPE_MOUSE	tr|A0A3Q2KSG2|A0A3Q2KSG2_HORSE
OG0012388	sp|E9Q349|WDR25_MOUSE	tr|A0A3Q2KXW5|A0A3Q2KXW5_HORSE
OG0012389	tr|A0A140LIP3|A0A140LIP3_MOUSE	tr|A0A5F5PMA9|A0A5F5PMA9_HORSE
OG0012390	tr|A6H6S0|A6H6S0_MOUSE	tr|A0A5F5PRD1|A0A5F5PRD1_HORSE
OG0012391	sp|Q99K74|MED24_MOUSE	tr|A0A5F5PSS7|A0A5F5PSS7_HORSE
OG0012392	sp|Q9D3L0|F174A_MOUSE	tr|A0A5F5PT60|A0A5F5PT60_HORSE
OG0012393	sp|Q6P542|ABCF1_MOUSE	tr|F6PJ40|F6PJ40_HORSE
OG0012394	sp|Q18PE0|DOK7_MOUSE	tr|F6PWQ8|F6PWQ8_HORSE
OG0012395	sp|Q8BLD9|DRD5_MOUSE	tr|F6Q9B0|F6Q9B0_HORSE
OG0012396	sp|Q6DYE8|ENPP3_MOUSE	tr|F6QPX2|F6QPX2_HORSE
OG0012397	sp|P97469|SNAI2_MOUSE	tr|F6R5C0|F6R5C0_HORSE
OG0012398	sp|Q8CFA1|IRAK2_MOUSE	tr|F6RIT3|F6RIT3_HORSE
OG0012399	sp|Q9D328|NACHO_MOUSE	tr|F6S7R1|F6S7R1_HORSE
OG0012400	sp|Q9R0A0|PEX14_MOUSE	tr|F6SDL5|F6SDL5_HORSE
OG0012401	sp|Q9DB91|MED29_MOUSE	tr|F6SKQ2|F6SKQ2_HORSE
OG0012402	sp|Q9D554|SF3A3_MOUSE	tr|F6SQ60|F6SQ60_HORSE
OG0012403	sp|Q8VD00|SGMR2_MOUSE	tr|F6SZ43|F6SZ43_HORSE
OG0012404	sp|Q8BZW2|SWAHB_MOUSE	tr|F6T2C3|F6T2C3_HORSE
OG0012405	sp|Q7TQ69|TMC3_MOUSE	tr|F6TEP5|F6TEP5_HORSE
OG0012406	sp|Q9DBX2|PHLP_MOUSE	tr|F6TFS0|F6TFS0_HORSE
OG0012407	sp|Q8K259|GIN1_MOUSE	tr|F6U548|F6U548_HORSE
OG0012408	sp|P97807|FUMH_MOUSE	tr|F6U5R1|F6U5R1_HORSE
OG0012409	sp|Q8BGY3|LUZP2_MOUSE	tr|F6UCD2|F6UCD2_HORSE
OG0012410	sp|Q9Z0M3|CAD20_MOUSE	tr|F6UDI6|F6UDI6_HORSE
OG0012411	sp|P03958|ADA_MOUSE	tr|F6URX1|F6URX1_HORSE
OG0012412	sp|Q8BWH0|S38A7_MOUSE	tr|F6V4B6|F6V4B6_HORSE
OG0012413	sp|Q9EPX2|PPN_MOUSE	tr|F6VT48|F6VT48_HORSE
OG0012414	sp|Q9Z1T6|FYV1_MOUSE	tr|F6WSF0|F6WSF0_HORSE
OG0012415	sp|A2A825|CPLN2_MOUSE	tr|F6WT04|F6WT04_HORSE
OG0012416	sp|Q03265|ATPA_MOUSE	tr|F6XUJ2|F6XUJ2_HORSE
OG0012417	sp|P41047|TNFL6_MOUSE	tr|F6YI29|F6YI29_HORSE
OG0012418	sp|Q8VHZ7|IMP4_MOUSE	tr|F6YQH6|F6YQH6_HORSE
OG0012419	sp|Q8K3X4|I2BPL_MOUSE	tr|F6Z2Q6|F6Z2Q6_HORSE
OG0012420	tr|Q30KP0|Q30KP0_MOUSE	tr|F6ZHP3|F6ZHP3_HORSE
OG0012421	sp|Q69Z61|PWP2A_MOUSE	tr|F7A820|F7A820_HORSE
OG0012422	sp|Q61672|S29A2_MOUSE	tr|F7AL58|F7AL58_HORSE
OG0012423	sp|Q794H2|NP1L3_MOUSE	tr|F7APM4|F7APM4_HORSE
OG0012424	sp|Q91VF2|HNMT_MOUSE	tr|F7ATK9|F7ATK9_HORSE
OG0012425	sp|Q8CDM8|FHI2A_MOUSE	tr|F7BGL9|F7BGL9_HORSE
OG0012426	sp|P40226|TPO_MOUSE	tr|F7BPK8|F7BPK8_HORSE
OG0012427	sp|Q9QX29|TRPC5_MOUSE	tr|F7BXH2|F7BXH2_HORSE
OG0012428	sp|Q9JIP4|PANX1_MOUSE	tr|F7C3W9|F7C3W9_HORSE
OG0012429	sp|Q5EE38|ACD_MOUSE	tr|F7CJX5|F7CJX5_HORSE
OG0012430	sp|Q99LG1|TMM51_MOUSE	tr|F7CUC1|F7CUC1_HORSE
OG0012431	sp|Q8VC60|GLB1L_MOUSE	tr|F7CUS0|F7CUS0_HORSE
OG0012432	sp|A0AUP1|CC112_MOUSE	tr|F7CWB2|F7CWB2_HORSE
OG0012433	sp|Q5SWY7|FA83G_MOUSE	tr|F7CX95|F7CX95_HORSE
OG0012434	sp|P12658|CALB1_MOUSE	tr|F7D4N3|F7D4N3_HORSE
OG0012435	sp|O35682|MYADM_MOUSE	tr|F7D6J0|F7D6J0_HORSE
OG0012436	sp|Q689Z5|SBNO1_MOUSE	tr|F7D8N7|F7D8N7_HORSE
OG0012437	sp|Q80UX8|ABHDD_MOUSE	tr|F7D8T6|F7D8T6_HORSE
OG0012438	sp|Q6PDI6|MINY2_MOUSE	tr|F7DE92|F7DE92_HORSE
OG0012439	sp|P59113|FERM1_MOUSE	tr|F7DTI3|F7DTI3_HORSE
OG0012440	sp|Q7TNE3|SPAG7_MOUSE	tr|F7DXC6|F7DXC6_HORSE
OG0012441	sp|Q6NWW9|FND3B_MOUSE	tr|A0A3Q2GUK5|A0A3Q2GUK5_HORSE
OG0012442	sp|P98156|VLDLR_MOUSE	tr|A0A3Q2H4W1|A0A3Q2H4W1_HORSE
OG0012443	sp|P52194|CLGN_MOUSE	tr|A0A3Q2H4X8|A0A3Q2H4X8_HORSE
OG0012444	sp|P28028|BRAF_MOUSE	tr|A0A3Q2H5J3|A0A3Q2H5J3_HORSE
OG0012445	sp|Q8BME9|CBLN4_MOUSE	tr|A0A3Q2HKT3|A0A3Q2HKT3_HORSE
OG0012446	sp|Q9D9T6|SPTA3_MOUSE	tr|A0A3Q2HQU0|A0A3Q2HQU0_HORSE
OG0012447	sp|Q80TB8|VAT1L_MOUSE	tr|A0A3Q2HWG5|A0A3Q2HWG5_HORSE
OG0012448	sp|Q8BIA3|MKX_MOUSE	tr|A0A3Q2IBL0|A0A3Q2IBL0_HORSE
OG0012449	sp|Q8C129|LCAP_MOUSE	tr|A0A3Q2ICE5|A0A3Q2ICE5_HORSE
OG0012450	sp|P36898|BMR1B_MOUSE	tr|A0A3Q2IDY5|A0A3Q2IDY5_HORSE
OG0012451	sp|O08674|RBPJL_MOUSE	tr|A0A3Q2IG05|A0A3Q2IG05_HORSE
OG0012452	sp|Q9JMG4|NKAI4_MOUSE	tr|A0A3Q2IM64|A0A3Q2IM64_HORSE
OG0012453	sp|Q6PDS3|SARM1_MOUSE	tr|A0A3Q2IMC8|A0A3Q2IMC8_HORSE
OG0012454	sp|Q9D279|MISP_MOUSE	tr|A0A3Q2KMS8|A0A3Q2KMS8_HORSE
OG0012455	sp|Q9JLV2|TP4AP_MOUSE	tr|A0A3Q2KN72|A0A3Q2KN72_HORSE
OG0012456	sp|Q00560|IL6RB_MOUSE	tr|A0A3Q2KQU3|A0A3Q2KQU3_HORSE
OG0012457	sp|Q8BQZ4|RLGPB_MOUSE	tr|A0A5F5PJB6|A0A5F5PJB6_HORSE
OG0012458	sp|Q8C0Q4|NEK11_MOUSE	tr|A0A5F5PMP9|A0A5F5PMP9_HORSE
OG0012459	tr|A0A140LI67|A0A140LI67_MOUSE	tr|A0A5F5PP43|A0A5F5PP43_HORSE
OG0012460	sp|Q8BTF8|RALYL_MOUSE	tr|A0A5F5PTJ2|A0A5F5PTJ2_HORSE
OG0012461	sp|Q62394|ZN185_MOUSE	tr|A0A5F5PZ58|A0A5F5PZ58_HORSE
OG0012462	sp|Q9CR33|MANS1_MOUSE	tr|A0A5F5Q0C3|A0A5F5Q0C3_HORSE
OG0012463	sp|Q9CPR1|RWDD4_MOUSE	tr|A0A5F5Q217|A0A5F5Q217_HORSE
OG0012464	sp|Q402B2|WDR93_MOUSE	tr|F6PPP5|F6PPP5_HORSE
OG0012465	sp|Q9Z0D9|CX3C1_MOUSE	tr|F6PTF7|F6PTF7_HORSE
OG0012466	sp|Q3USZ8|DIK2A_MOUSE	tr|F6Q8R8|F6Q8R8_HORSE
OG0012467	sp|Q9CR73|PNRC2_MOUSE	tr|F6QQ93|F6QQ93_HORSE
OG0012468	tr|E0CZH3|E0CZH3_MOUSE	tr|F6QRW1|F6QRW1_HORSE
OG0012469	sp|Q62468|VILI_MOUSE	tr|F6QZZ5|F6QZZ5_HORSE
OG0012470	sp|Q7TPG6|TAFA3_MOUSE	tr|F6SLM5|F6SLM5_HORSE
OG0012471	sp|Q7TQI0|TM204_MOUSE	tr|F6T7B0|F6T7B0_HORSE
OG0012472	sp|P22366|MYD88_MOUSE	tr|F6TAV5|F6TAV5_HORSE
OG0012473	sp|Q8BY87|UBP47_MOUSE	tr|F6TFK4|F6TFK4_HORSE
OG0012474	sp|E9Q912|GDS1_MOUSE	tr|F6TFL5|F6TFL5_HORSE
OG0012475	sp|Q9CWJ3|KTBL1_MOUSE	tr|F6UBX2|F6UBX2_HORSE
OG0012476	sp|Q9DA39|LFG4_MOUSE	tr|F6UH03|F6UH03_HORSE
OG0012477	sp|Q9WTL2|RAB25_MOUSE	tr|F6V2P8|F6V2P8_HORSE
OG0012478	sp|Q8C0N1|KIF2B_MOUSE	tr|F6W9I6|F6W9I6_HORSE
OG0012479	sp|Q7TSG1|CE120_MOUSE	tr|F6X3W2|F6X3W2_HORSE
OG0012480	sp|Q9Z120|TRMB_MOUSE	tr|F6XIX5|F6XIX5_HORSE
OG0012481	sp|Q8R2Q8|BST2_MOUSE	tr|F6XP78|F6XP78_HORSE
OG0012482	sp|Q9DBU3|RIOK3_MOUSE	tr|F6Y005|F6Y005_HORSE
OG0012483	tr|D3Z0M9|D3Z0M9_MOUSE	tr|F6YGK9|F6YGK9_HORSE
OG0012484	sp|Q8C708|CP054_MOUSE	tr|F6YLD8|F6YLD8_HORSE
OG0012485	sp|O08999|LTBP2_MOUSE	tr|F6ZDB7|F6ZDB7_HORSE
OG0012486	sp|Q9Z1R2|BAG6_MOUSE	tr|F6ZRP5|F6ZRP5_HORSE
OG0012487	sp|Q8BTI8|SRRM2_MOUSE	tr|F7APA1|F7APA1_HORSE
OG0012488	sp|P38575|UPK2_MOUSE	tr|F7APY6|F7APY6_HORSE
OG0012489	sp|Q01231|CXA5_MOUSE	tr|F7BKC0|F7BKC0_HORSE
OG0012490	sp|Q5XFZ0|CR021_MOUSE	tr|F7C687|F7C687_HORSE
OG0012491	sp|O70456|1433S_MOUSE	tr|F7CIM1|F7CIM1_HORSE
OG0012492	sp|Q14B25|PRS48_MOUSE	tr|F7CRQ1|F7CRQ1_HORSE
OG0012493	sp|P12265|BGLR_MOUSE	tr|F7CWM6|F7CWM6_HORSE
OG0012494	sp|Q6GQV7|EDRF1_MOUSE	tr|F7CXF6|F7CXF6_HORSE
OG0012495	sp|Q9DBY8|NVL_MOUSE	tr|F7CY12|F7CY12_HORSE
OG0012496	sp|P0C7Q1|CC153_MOUSE	tr|F7D185|F7D185_HORSE
OG0012497	sp|O35903|CCL25_MOUSE	tr|F7DC55|F7DC55_HORSE
OG0012498	sp|P30415|NKTR_MOUSE	tr|F7DZL4|F7DZL4_HORSE
OG0012499	sp|O35599|OPSG_MOUSE	sp|O18912|OPSR_HORSE
OG0012501	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A3Q2H0P5|A0A3Q2H0P5_HORSE
OG0012502	sp|Q9EQD0|FZD5_MOUSE	tr|A0A3Q2H0Q0|A0A3Q2H0Q0_HORSE
OG0012503	sp|Q8CF89|TAB1_MOUSE	tr|A0A3Q2H537|A0A3Q2H537_HORSE
OG0012504	sp|Q69ZJ7|RIC1_MOUSE	tr|A0A3Q2H5X7|A0A3Q2H5X7_HORSE
OG0012505	sp|Q8BM88|CATO_MOUSE	tr|A0A3Q2H9R7|A0A3Q2H9R7_HORSE
OG0012506	sp|Q91VM9|IPYR2_MOUSE	tr|A0A3Q2H9W5|A0A3Q2H9W5_HORSE
OG0012507	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A3Q2HGD5|A0A3Q2HGD5_HORSE
OG0012508	sp|Q8VBZ0|DHRSX_MOUSE	tr|A0A3Q2HT10|A0A3Q2HT10_HORSE
OG0012509	tr|A0A571BEV3|A0A571BEV3_MOUSE	tr|A0A3Q2HT90|A0A3Q2HT90_HORSE
OG0012510	sp|Q3TAP4|AP5B1_MOUSE	tr|A0A3Q2HXS8|A0A3Q2HXS8_HORSE
OG0012511	sp|Q02105|C1QC_MOUSE	tr|A0A3Q2I424|A0A3Q2I424_HORSE
OG0012512	sp|Q923A2|SPDLY_MOUSE	tr|A0A3Q2I437|A0A3Q2I437_HORSE
OG0012513	sp|Q9QYL0|HILS1_MOUSE	tr|A0A3Q2ICG3|A0A3Q2ICG3_HORSE
OG0012514	sp|Q8R3E3|WIPI1_MOUSE	tr|A0A3Q2IEJ4|A0A3Q2IEJ4_HORSE
OG0012515	sp|Q8R116|NOTUM_MOUSE	tr|A0A3Q2IEQ6|A0A3Q2IEQ6_HORSE
OG0012516	tr|Q91Y82|Q91Y82_MOUSE	tr|A0A3Q2KSM8|A0A3Q2KSM8_HORSE
OG0012517	sp|Q02614|S30BP_MOUSE	tr|A0A3Q2LE29|A0A3Q2LE29_HORSE
OG0012518	sp|Q922B2|SYDC_MOUSE	tr|A0A3Q2LHT8|A0A3Q2LHT8_HORSE
OG0012519	sp|Q78JW9|UBFD1_MOUSE	tr|A0A3Q2LHX6|A0A3Q2LHX6_HORSE
OG0012520	sp|Q61088|FZD4_MOUSE	tr|A0A3Q2LRA2|A0A3Q2LRA2_HORSE
OG0012521	sp|Q9Z218|DPP6_MOUSE	tr|A0A5F5PGF3|A0A5F5PGF3_HORSE
OG0012522	sp|O54819|TFPI1_MOUSE	tr|A0A5F5PPB7|A0A5F5PPB7_HORSE
OG0012523	sp|Q8JZU0|NUD13_MOUSE	tr|A0A5F5PR51|A0A5F5PR51_HORSE
OG0012524	sp|E9Q816|CP2W1_MOUSE	tr|A0A5F5PZN9|A0A5F5PZN9_HORSE
OG0012525	tr|A0A140LJ24|A0A140LJ24_MOUSE	tr|A0A5F5Q1S5|A0A5F5Q1S5_HORSE
OG0012526	sp|Q9CY86|SAPC1_MOUSE	tr|A0A5F5Q283|A0A5F5Q283_HORSE
OG0012527	sp|O88834|SHD_MOUSE	tr|A0A5F5Q4N4|A0A5F5Q4N4_HORSE
OG0012528	sp|Q9WU63|HEBP2_MOUSE	tr|F6PYH6|F6PYH6_HORSE
OG0012529	tr|G3UYY4|G3UYY4_MOUSE	tr|F6Q6C8|F6Q6C8_HORSE
OG0012530	sp|O88685|PRS6A_MOUSE	tr|F6R449|F6R449_HORSE
OG0012531	sp|Q3UHC0|TNR6C_MOUSE	tr|F6R4M8|F6R4M8_HORSE
OG0012532	sp|Q9CY02|AHSP_MOUSE	tr|F6RTV5|F6RTV5_HORSE
OG0012533	sp|P51436|DRD4_MOUSE	tr|F6RV76|F6RV76_HORSE
OG0012534	sp|P52592|S1PR2_MOUSE	tr|F6S391|F6S391_HORSE
OG0012535	sp|Q9QZL0|RIPK3_MOUSE	tr|F6SCQ8|F6SCQ8_HORSE
OG0012536	sp|Q8BPQ7|SGSM1_MOUSE	tr|F6T6N5|F6T6N5_HORSE
OG0012537	sp|P15105|GLNA_MOUSE	tr|F6TAZ0|F6TAZ0_HORSE
OG0012538	sp|A0A5F8MPE6|CX058_MOUSE	tr|F6TMX8|F6TMX8_HORSE
OG0012539	sp|Q80ZU5|CC181_MOUSE	tr|F6UCK7|F6UCK7_HORSE
OG0012540	tr|B7ZWN4|B7ZWN4_MOUSE	tr|F6UTD8|F6UTD8_HORSE
OG0012541	sp|E9PXX9|S28A1_MOUSE	tr|F6V2G6|F6V2G6_HORSE
OG0012542	sp|Q9DB54|F216A_MOUSE	tr|F6VK19|F6VK19_HORSE
OG0012543	sp|Q3U182|CRTC2_MOUSE	tr|F6VNN8|F6VNN8_HORSE
OG0012544	sp|Q80UC8|GP139_MOUSE	tr|F6WRF0|F6WRF0_HORSE
OG0012545	sp|Q63912|OMGP_MOUSE	tr|F6X774|F6X774_HORSE
OG0012546	sp|Q8VIK5|PEAR1_MOUSE	tr|F6XJ62|F6XJ62_HORSE
OG0012547	sp|P24721|ASGR2_MOUSE	tr|F6XWN5|F6XWN5_HORSE
OG0012548	sp|P51660|DHB4_MOUSE	tr|F6ZAH1|F6ZAH1_HORSE
OG0012549	sp|A2AX52|CO6A4_MOUSE	tr|F6ZS44|F6ZS44_HORSE
OG0012550	sp|Q62361|TRH_MOUSE	tr|F7B653|F7B653_HORSE
OG0012551	sp|Q5QD16|TAAR3_MOUSE	tr|F7B6M3|F7B6M3_HORSE
OG0012552	sp|Q9DB75|CDIP1_MOUSE	tr|F7C562|F7C562_HORSE
OG0012553	sp|P09633|HXC9_MOUSE	tr|F7C5W1|F7C5W1_HORSE
OG0012554	sp|Q9CZP5|BCS1_MOUSE	tr|F7CCP2|F7CCP2_HORSE
OG0012555	sp|Q8K4T3|STRAB_MOUSE	tr|F7CIG0|F7CIG0_HORSE
OG0012556	sp|Q9D4Y8|TM269_MOUSE	tr|F7CKZ5|F7CKZ5_HORSE
OG0012557	sp|Q5DTJ9|MYPN_MOUSE	tr|F7CVQ7|F7CVQ7_HORSE
OG0012558	tr|Q5I0V9|Q5I0V9_MOUSE	tr|F7CY99|F7CY99_HORSE
OG0012559	sp|O09053|WRN_MOUSE	tr|F7DK54|F7DK54_HORSE
OG0012560	sp|Q3URE1|ACSF3_MOUSE	tr|F7DM96|F7DM96_HORSE
OG0012561	sp|Q7TS73|RFLA_MOUSE	tr|F7E2J2|F7E2J2_HORSE
OG0012562	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A3Q2GSH9|A0A3Q2GSH9_HORSE
OG0012563	sp|Q8BGD5|CPT1C_MOUSE	tr|A0A3Q2GZU9|A0A3Q2GZU9_HORSE
OG0012564	sp|Q9D9T8|EFHC1_MOUSE	tr|A0A3Q2H0F7|A0A3Q2H0F7_HORSE
OG0012565	sp|Q9Z1N7|ARI3B_MOUSE	tr|A0A3Q2H4U6|A0A3Q2H4U6_HORSE
OG0012566	sp|Q8K2I9|FBH1_MOUSE	tr|A0A3Q2HDA4|A0A3Q2HDA4_HORSE
OG0012567	sp|Q8K064|F174B_MOUSE	tr|A0A3Q2HGK4|A0A3Q2HGK4_HORSE
OG0012568	sp|Q9JHG6|RCAN1_MOUSE	tr|A0A3Q2HIH9|A0A3Q2HIH9_HORSE
OG0012569	sp|Q03147|CDK7_MOUSE	tr|A0A3Q2HJ72|A0A3Q2HJ72_HORSE
OG0012570	sp|Q9CYH2|PXL2A_MOUSE	tr|A0A3Q2HK42|A0A3Q2HK42_HORSE
OG0012571	sp|Q5SPW0|VPS54_MOUSE	tr|A0A3Q2HKU1|A0A3Q2HKU1_HORSE
OG0012572	sp|Q3UM83|KLRG2_MOUSE	tr|A0A3Q2HNG9|A0A3Q2HNG9_HORSE
OG0012573	sp|Q9JKN1|ZNT7_MOUSE	tr|A0A3Q2HRK9|A0A3Q2HRK9_HORSE
OG0012574	sp|A0A1B0GSZ0|SPAR_MOUSE	tr|A0A3Q2HVS4|A0A3Q2HVS4_HORSE
OG0012575	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A3Q2I581|A0A3Q2I581_HORSE
