Orthogroup	Mus_musculus	Chinchilla_lanigera
OG0007088	sp|Q8R000|OSTA_MOUSE	tr|A0A8C2VL02|A0A8C2VL02_CHILA
OG0007089	sp|Q9CQS9|HAUS2_MOUSE	tr|A0A8C2VL09|A0A8C2VL09_CHILA
OG0007090	sp|P61922|GABT_MOUSE	tr|A0A8C2VM78|A0A8C2VM78_CHILA
OG0007091	sp|Q8BYB9|PGLT1_MOUSE	tr|A0A8C2VNT3|A0A8C2VNT3_CHILA
OG0007092	sp|O88623|UBP2_MOUSE	tr|A0A8C2VQD8|A0A8C2VQD8_CHILA
OG0007093	sp|Q9CZ69|CKLF6_MOUSE	tr|A0A8C2VR56|A0A8C2VR56_CHILA
OG0007094	sp|P82198|BGH3_MOUSE	tr|A0A8C2VUV6|A0A8C2VUV6_CHILA
OG0007095	sp|A2AKB9|DCA10_MOUSE	tr|A0A8C2VVN8|A0A8C2VVN8_CHILA
OG0007096	sp|A3KGF7|PLCB2_MOUSE	tr|A0A8C2VY34|A0A8C2VY34_CHILA
OG0007097	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A8C2VY69|A0A8C2VY69_CHILA
OG0007098	sp|Q99PS0|K1C23_MOUSE	tr|A0A8C2VYG7|A0A8C2VYG7_CHILA
OG0007099	sp|P49813|TMOD1_MOUSE	tr|A0A8C2W036|A0A8C2W036_CHILA
OG0007100	sp|Q9CWH5|TRM11_MOUSE	tr|A0A8C2W2C6|A0A8C2W2C6_CHILA
OG0007101	sp|Q8R373|CLMP_MOUSE	tr|A0A8C2W2L2|A0A8C2W2L2_CHILA
OG0007102	sp|Q6A065|CE170_MOUSE	tr|A0A8C2W5X3|A0A8C2W5X3_CHILA
OG0007103	sp|O70273|EHF_MOUSE	tr|A0A8C2W7A0|A0A8C2W7A0_CHILA
OG0007104	sp|E9Q7F2|RN169_MOUSE	tr|A0A8C2W852|A0A8C2W852_CHILA
OG0007105	sp|P61219|RPAB2_MOUSE	tr|A0A8C2W9A7|A0A8C2W9A7_CHILA
OG0007106	sp|Q64264|5HT1A_MOUSE	tr|A0A8C2WDY1|A0A8C2WDY1_CHILA
OG0007107	sp|A2ABV5|MED14_MOUSE	tr|A0A8C2YI67|A0A8C2YI67_CHILA
OG0007108	sp|Q80SV1|LHPL1_MOUSE	tr|A0A8C2YIU9|A0A8C2YIU9_CHILA
OG0007109	sp|P70353|NFYC_MOUSE	tr|A0A8C2YJC9|A0A8C2YJC9_CHILA
OG0007110	sp|Q8BPT6|IMP2L_MOUSE	tr|A0A8C2YLL1|A0A8C2YLL1_CHILA
OG0007111	sp|Q64674|SPEE_MOUSE	tr|A0A8C2YMD9|A0A8C2YMD9_CHILA
OG0007112	sp|P97764|WBP1_MOUSE	tr|A0A8C2YN93|A0A8C2YN93_CHILA
OG0007113	sp|Q6ZPR6|IBTK_MOUSE	tr|A0A8C2YNT3|A0A8C2YNT3_CHILA
OG0007114	sp|Q61092|LAMC2_MOUSE	tr|A0A8C2YRJ1|A0A8C2YRJ1_CHILA
OG0007115	sp|Q8C5W3|TBCEL_MOUSE	tr|A0A8C2YRW1|A0A8C2YRW1_CHILA
OG0007116	sp|Q64693|OBF1_MOUSE	tr|A0A8C2YTS7|A0A8C2YTS7_CHILA
OG0007117	sp|Q99PV8|BC11B_MOUSE	tr|A0A8C2YTU3|A0A8C2YTU3_CHILA
OG0007118	sp|P24288|BCAT1_MOUSE	tr|A0A8C2YUI2|A0A8C2YUI2_CHILA
OG0007119	sp|Q8BP40|PPA6_MOUSE	tr|A0A8C2UI10|A0A8C2UI10_CHILA
OG0007120	sp|Q9CQB5|CISD2_MOUSE	tr|A0A8C2UM95|A0A8C2UM95_CHILA
OG0007121	sp|Q8C767|PPR3B_MOUSE	tr|A0A8C2UMK1|A0A8C2UMK1_CHILA
OG0007122	sp|Q9CPU2|NDUB2_MOUSE	tr|A0A8C2UML2|A0A8C2UML2_CHILA
OG0007123	sp|Q99NC0|VGLL1_MOUSE	tr|A0A8C2UPF5|A0A8C2UPF5_CHILA
OG0007124	sp|Q9D6J1|CERS4_MOUSE	tr|A0A8C2UPU0|A0A8C2UPU0_CHILA
OG0007125	sp|Q9Z0G2|SRPK3_MOUSE	tr|A0A8C2UQ63|A0A8C2UQ63_CHILA
OG0007126	sp|Q99LG1|TMM51_MOUSE	tr|A0A8C2UTB8|A0A8C2UTB8_CHILA
OG0007127	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A8C2UTE1|A0A8C2UTE1_CHILA
OG0007128	sp|Q5DU28|PCX2_MOUSE	tr|A0A8C2UVY6|A0A8C2UVY6_CHILA
OG0007129	sp|Q501P1|FBLN7_MOUSE	tr|A0A8C2UX71|A0A8C2UX71_CHILA
OG0007130	sp|Q810J8|ZFYV1_MOUSE	tr|A0A8C2UZ17|A0A8C2UZ17_CHILA
OG0007131	sp|A2A8U2|TM201_MOUSE	tr|A0A8C2UZK6|A0A8C2UZK6_CHILA
OG0007132	sp|O35326|SRSF5_MOUSE	tr|A0A8C2UZY7|A0A8C2UZY7_CHILA
OG0007133	sp|O54926|SIVA_MOUSE	tr|A0A8C2V1W6|A0A8C2V1W6_CHILA
OG0007134	sp|Q4ZJN1|C1QT9_MOUSE	tr|A0A8C2V2A7|A0A8C2V2A7_CHILA
OG0007135	sp|Q32NY4|CNNM3_MOUSE	tr|A0A8C2V366|A0A8C2V366_CHILA
OG0007136	sp|Q01102|LYAM3_MOUSE	tr|A0A8C2V450|A0A8C2V450_CHILA
OG0007137	sp|Q91W43|GCSP_MOUSE	tr|A0A8C2V6I3|A0A8C2V6I3_CHILA
OG0007138	sp|P86050|T170B_MOUSE	tr|A0A8C2V7C6|A0A8C2V7C6_CHILA
OG0007139	sp|P52332|JAK1_MOUSE	tr|A0A8C2V7J9|A0A8C2V7J9_CHILA
OG0007140	sp|Q3U3W5|ANM9_MOUSE	tr|A0A8C2V806|A0A8C2V806_CHILA
OG0007141	sp|P58196|PLS4_MOUSE	tr|A0A8C2VBD4|A0A8C2VBD4_CHILA
OG0007142	sp|P70701|WN10A_MOUSE	tr|A0A8C2VC30|A0A8C2VC30_CHILA
OG0007143	sp|A6H6Q4|TKTI1_MOUSE	tr|A0A8C2VCY7|A0A8C2VCY7_CHILA
OG0007144	sp|Q9QXW4|FSCN3_MOUSE	tr|A0A8C2VD94|A0A8C2VD94_CHILA
OG0007145	sp|Q6SKR2|N6MT1_MOUSE	tr|A0A8C2VDX3|A0A8C2VDX3_CHILA
OG0007146	sp|Q3TZ65|OD3L2_MOUSE	tr|A0A8C2VE21|A0A8C2VE21_CHILA
OG0007147	sp|Q3USH5|SFSWA_MOUSE	tr|A0A8C2VEG6|A0A8C2VEG6_CHILA
OG0007148	sp|Q3U6N9|CH033_MOUSE	tr|A0A8C2VG04|A0A8C2VG04_CHILA
OG0007149	sp|Q9WTK8|SPO11_MOUSE	tr|A0A8C2VH27|A0A8C2VH27_CHILA
OG0007150	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A8C2VH44|A0A8C2VH44_CHILA
OG0007151	sp|Q80XP8|FA76B_MOUSE	tr|A0A8C2VHR3|A0A8C2VHR3_CHILA
OG0007152	sp|Q8BVY0|RL1D1_MOUSE	tr|A0A8C2VI45|A0A8C2VI45_CHILA
OG0007153	sp|Q8R010|AIMP2_MOUSE	tr|A0A8C2VKU3|A0A8C2VKU3_CHILA
OG0007154	sp|Q5GFD5|HS3S6_MOUSE	tr|A0A8C2VL82|A0A8C2VL82_CHILA
OG0007155	sp|Q32M08|DUS4L_MOUSE	tr|A0A8C2VMB8|A0A8C2VMB8_CHILA
OG0007156	sp|Q99LJ8|NGBR_MOUSE	tr|A0A8C2VMH3|A0A8C2VMH3_CHILA
OG0007157	sp|Q78PY7|SND1_MOUSE	tr|A0A8C2VRD0|A0A8C2VRD0_CHILA
OG0007158	sp|Q149F1|RUSD2_MOUSE	tr|A0A8C2VRK7|A0A8C2VRK7_CHILA
OG0007159	tr|E9Q3A7|E9Q3A7_MOUSE	tr|A0A8C2VUY8|A0A8C2VUY8_CHILA
OG0007160	sp|P34927|ASGR1_MOUSE	tr|A0A8C2VUZ0|A0A8C2VUZ0_CHILA
OG0007161	tr|E9Q512|E9Q512_MOUSE	tr|A0A8C2VW41|A0A8C2VW41_CHILA
OG0007162	sp|Q7TNS2|MIC10_MOUSE	tr|A0A8C2VWC3|A0A8C2VWC3_CHILA
OG0007163	sp|Q9R0Q8|CLC4E_MOUSE	tr|A0A8C2VWD4|A0A8C2VWD4_CHILA
OG0007164	sp|Q8BHP7|OLM2A_MOUSE	tr|A0A8C2VWQ2|A0A8C2VWQ2_CHILA
OG0007165	sp|Q9JHE3|ASAH2_MOUSE	tr|A0A8C2VZ25|A0A8C2VZ25_CHILA
OG0007166	sp|Q8VHG0|FMO4_MOUSE	tr|A0A8C2VZP0|A0A8C2VZP0_CHILA
OG0007167	sp|Q9CS74|ECD_MOUSE	tr|A0A8C2W334|A0A8C2W334_CHILA
OG0007168	sp|Q9D8N1|CK024_MOUSE	tr|A0A8C2W491|A0A8C2W491_CHILA
OG0007169	sp|Q8VEC3|AGRF1_MOUSE	tr|A0A8C2W5H7|A0A8C2W5H7_CHILA
OG0007170	sp|Q920N7|SYT12_MOUSE	tr|A0A8C2W8X1|A0A8C2W8X1_CHILA
OG0007171	sp|Q9R1I1|CHST4_MOUSE	tr|A0A8C2WAQ2|A0A8C2WAQ2_CHILA
OG0007172	sp|Q7TSQ8|PDPR_MOUSE	tr|A0A8C2YKK6|A0A8C2YKK6_CHILA
OG0007173	sp|Q3TS39|SIM33_MOUSE	tr|A0A8C2YKX8|A0A8C2YKX8_CHILA
OG0007174	sp|O55128|SAP18_MOUSE	tr|A0A8C2YKY4|A0A8C2YKY4_CHILA
OG0007175	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A8C2YLB1|A0A8C2YLB1_CHILA
OG0007176	tr|F6U5V1|F6U5V1_MOUSE	tr|A0A8C2YMC9|A0A8C2YMC9_CHILA
OG0007177	sp|P42682|TXK_MOUSE	tr|A0A8C2YME8|A0A8C2YME8_CHILA
OG0007178	sp|Q8BNX7|NRAC_MOUSE	tr|A0A8C2YNS2|A0A8C2YNS2_CHILA
OG0007179	sp|O35231|KIFC3_MOUSE	tr|A0A8C2YNU9|A0A8C2YNU9_CHILA
OG0007180	sp|E9Q343|G137C_MOUSE	tr|A0A8C2YNX8|A0A8C2YNX8_CHILA
OG0007181	sp|P84086|CPLX2_MOUSE	tr|A0A8C2YSB9|A0A8C2YSB9_CHILA
OG0007182	sp|P35235|PTN11_MOUSE	tr|A0A8C2YSZ3|A0A8C2YSZ3_CHILA
OG0007183	sp|Q0VBF2|TM52B_MOUSE	tr|A0A8C2YTK5|A0A8C2YTK5_CHILA
OG0007184	sp|Q9WTJ2|OVOL1_MOUSE	tr|A0A8C2YUC7|A0A8C2YUC7_CHILA
OG0007185	sp|Q11011|PSA_MOUSE	tr|A0A8C2YUH7|A0A8C2YUH7_CHILA
OG0007186	sp|P61759|PFD3_MOUSE	tr|A0A8C2UFC6|A0A8C2UFC6_CHILA
OG0007187	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|A0A8C2UJI6|A0A8C2UJI6_CHILA
OG0007188	sp|Q8BI73|ZN775_MOUSE	tr|A0A8C2UKJ3|A0A8C2UKJ3_CHILA
OG0007189	sp|Q9D711|PIR_MOUSE	tr|A0A8C2UP43|A0A8C2UP43_CHILA
OG0007190	sp|Q9CZ00|DBND1_MOUSE	tr|A0A8C2URD1|A0A8C2URD1_CHILA
OG0007191	sp|P62073|TIM10_MOUSE	tr|A0A8C2UT32|A0A8C2UT32_CHILA
OG0007192	sp|Q9DCC8|TOM20_MOUSE	tr|A0A8C2UTE5|A0A8C2UTE5_CHILA
OG0007193	sp|Q9JJN5|CBPN_MOUSE	tr|A0A8C2UTR9|A0A8C2UTR9_CHILA
OG0007194	sp|Q7TN16|HHIP_MOUSE	tr|A0A8C2UUA5|A0A8C2UUA5_CHILA
OG0007195	sp|Q8K1Z6|GPR18_MOUSE	tr|A0A8C2UUR6|A0A8C2UUR6_CHILA
OG0007196	sp|Q1PSW8|LIN41_MOUSE	tr|A0A8C2UVC7|A0A8C2UVC7_CHILA
OG0007197	sp|Q9D7S9|CHMP5_MOUSE	tr|A0A8C2UWJ6|A0A8C2UWJ6_CHILA
OG0007198	sp|Q5DU41|LRC8B_MOUSE	tr|A0A8C2UY67|A0A8C2UY67_CHILA
OG0007199	sp|Q80U93|NU214_MOUSE	tr|A0A8C2UYE9|A0A8C2UYE9_CHILA
OG0007200	sp|Q5NCE8|MRS2_MOUSE	tr|A0A8C2UZ06|A0A8C2UZ06_CHILA
OG0007201	sp|Q9QZC7|PKHB2_MOUSE	tr|A0A8C2UZD0|A0A8C2UZD0_CHILA
OG0007202	sp|Q80XL6|ACD11_MOUSE	tr|A0A8C2UZR9|A0A8C2UZR9_CHILA
OG0007203	sp|Q99JI1|MSTN1_MOUSE	tr|A0A8C2UZT4|A0A8C2UZT4_CHILA
OG0007204	sp|Q3TRR0|MAP9_MOUSE	tr|A0A8C2V108|A0A8C2V108_CHILA
OG0007205	sp|Q8BLR5|PSD4_MOUSE	tr|A0A8C2V1S5|A0A8C2V1S5_CHILA
OG0007206	sp|Q8CFD5|ERCC8_MOUSE	tr|A0A8C2V367|A0A8C2V367_CHILA
OG0007207	sp|Q8VC33|NXNL1_MOUSE	tr|A0A8C2V4Z8|A0A8C2V4Z8_CHILA
OG0007208	sp|Q91YK2|RRP1B_MOUSE	tr|A0A8C2V5G0|A0A8C2V5G0_CHILA
OG0007209	sp|Q9DC22|DCAF6_MOUSE	tr|A0A8C2V5U4|A0A8C2V5U4_CHILA
OG0007210	sp|Q9QXD1|ACOX2_MOUSE	tr|A0A8C2V5Y1|A0A8C2V5Y1_CHILA
OG0007211	sp|Q6X6Z7|TEKT3_MOUSE	tr|A0A8C2VAM8|A0A8C2VAM8_CHILA
OG0007212	sp|P48776|T23O_MOUSE	tr|A0A8C2VAR7|A0A8C2VAR7_CHILA
OG0007213	sp|Q9ESU6|BRD4_MOUSE	tr|A0A8C2VAS4|A0A8C2VAS4_CHILA
OG0007214	sp|P70441|NHRF1_MOUSE	tr|A0A8C2VGW4|A0A8C2VGW4_CHILA
OG0007215	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A8C2VH58|A0A8C2VH58_CHILA
OG0007216	sp|Q9CQ10|CHMP3_MOUSE	tr|A0A8C2VHM4|A0A8C2VHM4_CHILA
OG0007217	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A8C2VHS1|A0A8C2VHS1_CHILA
OG0007218	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A8C2VI61|A0A8C2VI61_CHILA
OG0007219	sp|Q91XC0|AJUBA_MOUSE	tr|A0A8C2VIM9|A0A8C2VIM9_CHILA
OG0007220	sp|Q9CXS4|CENPV_MOUSE	tr|A0A8C2VIN8|A0A8C2VIN8_CHILA
OG0007221	sp|Q9DA64|CDRT4_MOUSE	tr|A0A8C2VKH9|A0A8C2VKH9_CHILA
OG0007222	sp|Q3U034|METL4_MOUSE	tr|A0A8C2VKT1|A0A8C2VKT1_CHILA
OG0007223	sp|Q8CBR1|ILDR1_MOUSE	tr|A0A8C2VLN9|A0A8C2VLN9_CHILA
OG0007224	sp|Q91WA6|SHRPN_MOUSE	tr|A0A8C2VN44|A0A8C2VN44_CHILA
OG0007225	sp|Q8R0S2|IQEC1_MOUSE	tr|A0A8C2VPA8|A0A8C2VPA8_CHILA
OG0007226	sp|Q99N28|CADM3_MOUSE	tr|A0A8C2VQQ5|A0A8C2VQQ5_CHILA
OG0007227	sp|A2A870|FBF1_MOUSE	tr|A0A8C2VR06|A0A8C2VR06_CHILA
OG0007228	sp|O70255|MPZL2_MOUSE	tr|A0A8C2VRL9|A0A8C2VRL9_CHILA
OG0007229	sp|G5E897|PLGT3_MOUSE	tr|A0A8C2VRZ7|A0A8C2VRZ7_CHILA
OG0007230	sp|Q62137|JAK3_MOUSE	tr|A0A8C2VS43|A0A8C2VS43_CHILA
OG0007231	sp|Q8BNJ3|NMNA2_MOUSE	tr|A0A8C2VSE1|A0A8C2VSE1_CHILA
OG0007232	sp|Q9DAY5|CF120_MOUSE	tr|A0A8C2VSI4|A0A8C2VSI4_CHILA
OG0007233	sp|P59328|WDHD1_MOUSE	tr|A0A8C2VT22|A0A8C2VT22_CHILA
OG0007234	sp|O88551|CLD1_MOUSE	tr|A0A8C2VUZ3|A0A8C2VUZ3_CHILA
OG0007235	sp|Q8CE94|MOT13_MOUSE	tr|A0A8C2VWD2|A0A8C2VWD2_CHILA
OG0007236	sp|Q03142|FGFR4_MOUSE	tr|A0A8C2VWX4|A0A8C2VWX4_CHILA
OG0007237	sp|Q9D979|CQ064_MOUSE	tr|A0A8C2VXU4|A0A8C2VXU4_CHILA
OG0007238	sp|Q921X9|PDIA5_MOUSE	tr|A0A8C2VYW4|A0A8C2VYW4_CHILA
OG0007239	sp|Q9DCS2|MTL26_MOUSE	tr|A0A8C2VZS9|A0A8C2VZS9_CHILA
OG0007240	sp|Q8BHR8|CSTP1_MOUSE	tr|A0A8C2W1L3|A0A8C2W1L3_CHILA
OG0007241	sp|Q4VA44|ZN664_MOUSE	tr|A0A8C2W2Z1|A0A8C2W2Z1_CHILA
OG0007242	sp|Q8QZY1|EIF3L_MOUSE	tr|A0A8C2W314|A0A8C2W314_CHILA
OG0007243	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A8C2W3B1|A0A8C2W3B1_CHILA
OG0007244	sp|Q9CPX3|LYZL1_MOUSE	tr|A0A8C2W4D3|A0A8C2W4D3_CHILA
OG0007245	sp|P10761|ZP3_MOUSE	tr|A0A8C2W667|A0A8C2W667_CHILA
OG0007246	tr|A0A0N4SUI7|A0A0N4SUI7_MOUSE	tr|A0A8C2W6R8|A0A8C2W6R8_CHILA
OG0007247	sp|Q9CZX0|ELP3_MOUSE	tr|A0A8C2W768|A0A8C2W768_CHILA
OG0007248	sp|Q8CFW7|C2D2A_MOUSE	tr|A0A8C2YIM0|A0A8C2YIM0_CHILA
OG0007249	sp|A1A5B6|TBC25_MOUSE	tr|A0A8C2YJQ1|A0A8C2YJQ1_CHILA
OG0007250	sp|Q8R0N9|ZDHC1_MOUSE	tr|A0A8C2YKP5|A0A8C2YKP5_CHILA
OG0007251	sp|Q8BZL4|GPR22_MOUSE	tr|A0A8C2YN08|A0A8C2YN08_CHILA
OG0007252	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A8C2YN79|A0A8C2YN79_CHILA
OG0007253	sp|Q3UFS4|GPT11_MOUSE	tr|A0A8C2YNI4|A0A8C2YNI4_CHILA
OG0007254	sp|Q7TNL3|STK40_MOUSE	tr|A0A8C2YNN5|A0A8C2YNN5_CHILA
OG0007255	sp|P50538|MAD1_MOUSE	tr|A0A8C2YQH1|A0A8C2YQH1_CHILA
OG0007256	sp|Q3U155|CC174_MOUSE	tr|A0A8C2YQK1|A0A8C2YQK1_CHILA
OG0007257	sp|Q8BJL0|SMAL1_MOUSE	tr|A0A8C2YQY0|A0A8C2YQY0_CHILA
OG0007258	sp|Q91ZB8|MRGRD_MOUSE	tr|A0A8C2YUC0|A0A8C2YUC0_CHILA
OG0007259	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A8C2UHT8|A0A8C2UHT8_CHILA
OG0007260	tr|F7BGH6|F7BGH6_MOUSE	tr|A0A8C2UJ55|A0A8C2UJ55_CHILA
OG0007261	sp|Q03173|ENAH_MOUSE	tr|A0A8C2UJX3|A0A8C2UJX3_CHILA
OG0007262	sp|Q0EEE2|PTHD3_MOUSE	tr|A0A8C2UK55|A0A8C2UK55_CHILA
OG0007263	sp|Q9JLF1|GBRT_MOUSE	tr|A0A8C2UML0|A0A8C2UML0_CHILA
OG0007264	sp|E9Q7R9|CFA43_MOUSE	tr|A0A8C2UMZ9|A0A8C2UMZ9_CHILA
OG0007265	sp|Q9Z1T5|DEAF1_MOUSE	tr|A0A8C2UPU2|A0A8C2UPU2_CHILA
OG0007266	sp|O35423|AGT1_MOUSE	tr|A0A8C2UR57|A0A8C2UR57_CHILA
OG0007267	sp|Q8R164|BPHL_MOUSE	tr|A0A8C2USC4|A0A8C2USC4_CHILA
OG0007268	sp|Q91XD6|VPS36_MOUSE	tr|A0A8C2USS0|A0A8C2USS0_CHILA
OG0007269	sp|Q8VD04|GRAP1_MOUSE	tr|A0A8C2UT01|A0A8C2UT01_CHILA
OG0007270	sp|B2RU40|PRRT4_MOUSE	tr|A0A8C2UTG1|A0A8C2UTG1_CHILA
OG0007271	sp|Q3B807|TCRGL_MOUSE	tr|A0A8C2UUL1|A0A8C2UUL1_CHILA
OG0007272	sp|Q3UVY1|GP149_MOUSE	tr|A0A8C2UV03|A0A8C2UV03_CHILA
OG0007273	sp|P59808|SASH1_MOUSE	tr|A0A8C2UV48|A0A8C2UV48_CHILA
OG0007274	sp|Q8R0W5|EST4A_MOUSE	tr|A0A8C2UWP9|A0A8C2UWP9_CHILA
OG0007275	tr|A0A140LI28|A0A140LI28_MOUSE	tr|A0A8C2UXA2|A0A8C2UXA2_CHILA
OG0007276	sp|Q3TV70|NR2CA_MOUSE	tr|A0A8C2UXD8|A0A8C2UXD8_CHILA
OG0007277	sp|Q8K057|IFT80_MOUSE	tr|A0A8C2UYR1|A0A8C2UYR1_CHILA
OG0007278	sp|Q3V0M2|LRC36_MOUSE	tr|A0A8C2V0X2|A0A8C2V0X2_CHILA
OG0007279	sp|Q8BX94|OSBL2_MOUSE	tr|A0A8C2V2A2|A0A8C2V2A2_CHILA
OG0007280	sp|Q91Y63|S13A3_MOUSE	tr|A0A8C2V2L1|A0A8C2V2L1_CHILA
OG0007281	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A8C2V302|A0A8C2V302_CHILA
OG0007282	sp|Q8BX90|FND3A_MOUSE	tr|A0A8C2V320|A0A8C2V320_CHILA
OG0007283	sp|Q8CDU4|DRC6_MOUSE	tr|A0A8C2V380|A0A8C2V380_CHILA
OG0007284	sp|Q571G4|LIN54_MOUSE	tr|A0A8C2V3B2|A0A8C2V3B2_CHILA
OG0007285	sp|Q8R1X6|SPART_MOUSE	tr|A0A8C2V3B8|A0A8C2V3B8_CHILA
OG0007286	sp|Q9CXE0|PRDM5_MOUSE	tr|A0A8C2V3P1|A0A8C2V3P1_CHILA
OG0007287	sp|P32082|GHRHR_MOUSE	tr|A0A8C2V3P2|A0A8C2V3P2_CHILA
OG0007288	sp|Q99PG2|OGFR_MOUSE	tr|A0A8C2V8K6|A0A8C2V8K6_CHILA
OG0007289	sp|O35623|BET1_MOUSE	tr|A0A8C2V9Q0|A0A8C2V9Q0_CHILA
OG0007290	sp|Q8BGB7|ENOPH_MOUSE	tr|A0A8C2VAA4|A0A8C2VAA4_CHILA
OG0007291	sp|Q7TS68|NSUN6_MOUSE	tr|A0A8C2VAG1|A0A8C2VAG1_CHILA
OG0007292	sp|P04247|MYG_MOUSE	tr|A0A8C2VAM7|A0A8C2VAM7_CHILA
OG0007293	sp|Q9JM98|WRP73_MOUSE	tr|A0A8C2VAX1|A0A8C2VAX1_CHILA
OG0007294	sp|Q9CR53|NMB_MOUSE	tr|A0A8C2VBP0|A0A8C2VBP0_CHILA
OG0007295	sp|Q64008|RAB34_MOUSE	tr|A0A8C2VDH8|A0A8C2VDH8_CHILA
OG0007296	sp|Q9JJG5|SRTD2_MOUSE	tr|A0A8C2VFT5|A0A8C2VFT5_CHILA
OG0007297	sp|Q9ERU9|RBP2_MOUSE	tr|A0A8C2VGK7|A0A8C2VGK7_CHILA
OG0007298	tr|G3UZN6|G3UZN6_MOUSE	tr|A0A8C2VHK0|A0A8C2VHK0_CHILA
OG0007299	sp|Q80V24|VGLL4_MOUSE	tr|A0A8C2VKF8|A0A8C2VKF8_CHILA
OG0007300	sp|Q8CJ53|CIP4_MOUSE	tr|A0A8C2VKN0|A0A8C2VKN0_CHILA
OG0007301	sp|Q5SSZ7|ZNRF3_MOUSE	tr|A0A8C2VL89|A0A8C2VL89_CHILA
OG0007302	sp|Q9CQZ6|NDUB3_MOUSE	tr|A0A8C2VMT5|A0A8C2VMT5_CHILA
OG0007303	sp|P0C605|KGP1_MOUSE	tr|A0A8C2VPU4|A0A8C2VPU4_CHILA
OG0007304	sp|Q61025|IFT20_MOUSE	tr|A0A8C2VPU5|A0A8C2VPU5_CHILA
OG0007305	sp|Q6NXL6|SENP5_MOUSE	tr|A0A8C2VQH2|A0A8C2VQH2_CHILA
OG0007306	tr|A0A1B0GT39|A0A1B0GT39_MOUSE	tr|A0A8C2VTG6|A0A8C2VTG6_CHILA
OG0007307	sp|Q7TT28|REXO1_MOUSE	tr|A0A8C2VUD8|A0A8C2VUD8_CHILA
OG0007308	sp|Q8C7G5|APOA5_MOUSE	tr|A0A8C2VUE4|A0A8C2VUE4_CHILA
OG0007309	sp|P15532|NDKA_MOUSE	tr|A0A8C2VVU2|A0A8C2VVU2_CHILA
OG0007310	sp|Q9D5V5|CUL5_MOUSE	tr|A0A8C2VWF8|A0A8C2VWF8_CHILA
OG0007311	sp|P19324|SERPH_MOUSE	tr|A0A8C2VXS4|A0A8C2VXS4_CHILA
OG0007312	sp|Q01730|RSU1_MOUSE	tr|A0A8C2VZE2|A0A8C2VZE2_CHILA
OG0007313	sp|Q91WL6|SNX11_MOUSE	tr|A0A8C2VZT9|A0A8C2VZT9_CHILA
OG0007314	sp|P60041|SMS_MOUSE	tr|A0A8C2W207|A0A8C2W207_CHILA
OG0007315	sp|Q8BVB5|DFB42_MOUSE	tr|A0A8C2W3L9|A0A8C2W3L9_CHILA
OG0007316	sp|Q6P3A4|VSIG8_MOUSE	tr|A0A8C2W4W7|A0A8C2W4W7_CHILA
OG0007317	sp|P11930|NUD19_MOUSE	tr|A0A8C2W584|A0A8C2W584_CHILA
OG0007318	sp|Q8BPM6|RIC3_MOUSE	tr|A0A8C2W692|A0A8C2W692_CHILA
OG0007319	sp|Q8K064|F174B_MOUSE	tr|A0A8C2W6L7|A0A8C2W6L7_CHILA
OG0007320	sp|Q8VCD5|MED17_MOUSE	tr|A0A8C2W6M8|A0A8C2W6M8_CHILA
OG0007321	tr|Q0VF76|Q0VF76_MOUSE	tr|A0A8C2W7Y8|A0A8C2W7Y8_CHILA
OG0007322	sp|Q62018|CTR9_MOUSE	tr|A0A8C2WBP4|A0A8C2WBP4_CHILA
OG0007323	sp|Q8VH51|RBM39_MOUSE	tr|A0A8C2WBS7|A0A8C2WBS7_CHILA
OG0007324	sp|Q8K099|LRIT1_MOUSE	tr|A0A8C2YI38|A0A8C2YI38_CHILA
OG0007325	sp|O88809|DCX_MOUSE	tr|A0A8C2YIE6|A0A8C2YIE6_CHILA
OG0007326	sp|Q812E0|CPEB2_MOUSE	tr|A0A8C2YIJ2|A0A8C2YIJ2_CHILA
OG0007327	sp|Q9D9Q6|CALR3_MOUSE	tr|A0A8C2YK98|A0A8C2YK98_CHILA
OG0007328	sp|P52792|HXK4_MOUSE	tr|A0A8C2YL65|A0A8C2YL65_CHILA
OG0007329	sp|Q8BWL5|RBMS3_MOUSE	tr|A0A8C2YLY2|A0A8C2YLY2_CHILA
OG0007330	sp|Q922V4|PLRG1_MOUSE	tr|A0A8C2YM01|A0A8C2YM01_CHILA
OG0007331	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A8C2YP48|A0A8C2YP48_CHILA
OG0007332	tr|Q6XPS7|Q6XPS7_MOUSE	tr|A0A8C2YQ32|A0A8C2YQ32_CHILA
OG0007333	sp|Q9CZT6|CMS1_MOUSE	tr|A0A8C2YQR0|A0A8C2YQR0_CHILA
