Orthogroup	Mus_musculus	Neovison_vison
OG0005722	sp|A2AEV7|CC120_MOUSE	tr|A0A8C7EMK9|A0A8C7EMK9_NEOVI
OG0005723	sp|A2AGX3|PRD11_MOUSE	tr|A0A8C7ER02|A0A8C7ER02_NEOVI
OG0005724	sp|A3KGA4|TCAL7_MOUSE	tr|U6DWY3|U6DWY3_NEOVI
OG0005725	sp|B5TVM2|ILDR2_MOUSE	tr|A0A8C7EN42|A0A8C7EN42_NEOVI
OG0005726	tr|L7N480|L7N480_MOUSE	tr|A0A8C7B3Q8|A0A8C7B3Q8_NEOVI
OG0005727	sp|O08543|EFNA5_MOUSE	tr|A0A8C7BSZ9|A0A8C7BSZ9_NEOVI
OG0005728	sp|O89032|SPD2A_MOUSE	tr|A0A8C7BHL3|A0A8C7BHL3_NEOVI
OG0005729	sp|P33587|PROC_MOUSE	tr|A0A8C7C2J8|A0A8C7C2J8_NEOVI
OG0005730	sp|P36916|GNL1_MOUSE	tr|A0A8C7BVC3|A0A8C7BVC3_NEOVI
OG0005731	sp|P63157|BARH1_MOUSE	tr|A0A8C7BQ89|A0A8C7BQ89_NEOVI
OG0005732	sp|P70315|WASP_MOUSE	tr|A0A8C7ARG4|A0A8C7ARG4_NEOVI
OG0005733	sp|P81269|ATF1_MOUSE	tr|A0A8C7AJS4|A0A8C7AJS4_NEOVI
OG0005734	sp|P97386|DNLI3_MOUSE	tr|A0A8C7BQ06|A0A8C7BQ06_NEOVI
OG0005735	sp|Q0Q236|BSPH2_MOUSE	tr|A0A8C7B0K3|A0A8C7B0K3_NEOVI
OG0005736	sp|Q0VDT2|ZN367_MOUSE	tr|A0A8C7B350|A0A8C7B350_NEOVI
OG0005737	sp|Q1H9T6|TZAP_MOUSE	tr|A0A8C7AJB3|A0A8C7AJB3_NEOVI
OG0005738	sp|Q3UW43|SG11B_MOUSE	tr|A0A8C7AN37|A0A8C7AN37_NEOVI
OG0005739	sp|Q3UYC0|PPM1H_MOUSE	tr|A0A8C7EKK0|A0A8C7EKK0_NEOVI
OG0005740	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A8C7AJW4|A0A8C7AJW4_NEOVI
OG0005741	tr|Q497Y9|Q497Y9_MOUSE	tr|A0A8C7AAZ1|A0A8C7AAZ1_NEOVI
OG0005742	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A8C7AYJ5|A0A8C7AYJ5_NEOVI
OG0005743	sp|Q5ND52|MRM3_MOUSE	tr|A0A8C7AIH7|A0A8C7AIH7_NEOVI
OG0005744	sp|Q64092|TFE3_MOUSE	tr|A0A8C7ALB6|A0A8C7ALB6_NEOVI
OG0005745	sp|Q672J9|NOX3_MOUSE	tr|A0A8C7AM89|A0A8C7AM89_NEOVI
OG0005746	sp|Q6EAL8|IL31_MOUSE	tr|A0A8C7BJH3|A0A8C7BJH3_NEOVI
OG0005747	sp|Q6PE87|CF206_MOUSE	tr|A0A8C7A4U1|A0A8C7A4U1_NEOVI
OG0005748	sp|Q762D5|S35D2_MOUSE	tr|A0A8C7BBM1|A0A8C7BBM1_NEOVI
OG0005749	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A8C7EJW3|A0A8C7EJW3_NEOVI
OG0005750	sp|Q80Y50|CMTA2_MOUSE	tr|A0A8C7EUZ8|A0A8C7EUZ8_NEOVI
OG0005751	sp|Q8BS39|CCD32_MOUSE	tr|A0A8C7BI13|A0A8C7BI13_NEOVI
OG0005752	sp|Q8BTV1|TUSC3_MOUSE	tr|A0A8C7AQ40|A0A8C7AQ40_NEOVI
OG0005753	sp|Q8BVE3|VATH_MOUSE	tr|A0A8C7AF01|A0A8C7AF01_NEOVI
OG0005754	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A8C7ALV2|A0A8C7ALV2_NEOVI
OG0005755	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A8C7AYC2|A0A8C7AYC2_NEOVI
OG0005756	sp|Q8K004|SPAT2_MOUSE	tr|A0A8C7EMJ7|A0A8C7EMJ7_NEOVI
OG0005757	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A8C7BPY7|A0A8C7BPY7_NEOVI
OG0005758	sp|Q8VCC1|PGDH_MOUSE	tr|U6CV84|U6CV84_NEOVI
OG0005759	sp|Q8VIM6|STRC_MOUSE	tr|A0A8C7EVV0|A0A8C7EVV0_NEOVI
OG0005760	sp|Q91V95|PTH2R_MOUSE	tr|A0A8C7EL22|A0A8C7EL22_NEOVI
OG0005761	sp|Q91W61|FXL15_MOUSE	tr|A0A8C7BJX6|A0A8C7BJX6_NEOVI
OG0005762	sp|Q922L6|NELFD_MOUSE	tr|A0A8C7BWM4|A0A8C7BWM4_NEOVI
OG0005763	sp|Q99JY1|TIRAP_MOUSE	tr|A0A8C7BP97|A0A8C7BP97_NEOVI
OG0005764	sp|Q99ME6|AT1B4_MOUSE	tr|A0A8C7BYQ2|A0A8C7BYQ2_NEOVI
OG0005765	sp|Q9CQS5|RIOK2_MOUSE	tr|U6CN45|U6CN45_NEOVI
OG0005766	sp|Q9CQS6|GKN2_MOUSE	tr|A0A8C7BU65|A0A8C7BU65_NEOVI
OG0005767	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A8C7EL79|A0A8C7EL79_NEOVI
OG0005768	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A8C7AXH0|A0A8C7AXH0_NEOVI
OG0005769	sp|Q9D1H7|GET4_MOUSE	tr|A0A8C7AE27|A0A8C7AE27_NEOVI
OG0005770	sp|Q9D1P0|RM13_MOUSE	tr|A0A8C7ALG5|A0A8C7ALG5_NEOVI
OG0005771	sp|Q9D305|THAP2_MOUSE	tr|A0A8C7AYA0|A0A8C7AYA0_NEOVI
OG0005772	sp|Q9D7J4|COX20_MOUSE	tr|A0A8C7ADP2|A0A8C7ADP2_NEOVI
OG0005773	sp|Q9D9S2|TM225_MOUSE	tr|A0A8C7A988|A0A8C7A988_NEOVI
OG0005774	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8C7BZY2|A0A8C7BZY2_NEOVI
OG0005775	sp|Q9DCU6|RM04_MOUSE	tr|A0A8C7C2S9|A0A8C7C2S9_NEOVI
OG0005776	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A8C7AZ96|A0A8C7AZ96_NEOVI
OG0005777	sp|Q9ERR8|ZN319_MOUSE	tr|A0A8C7B4Q6|A0A8C7B4Q6_NEOVI
OG0005778	sp|Q9ET30|TM9S3_MOUSE	tr|A0A8C7BTC6|A0A8C7BTC6_NEOVI
OG0005779	sp|Q9JHS4|CLPX_MOUSE	tr|A0A8C7ETL8|A0A8C7ETL8_NEOVI
OG0005780	sp|Q9QWI6|SRCN1_MOUSE	tr|A0A8C7AHM3|A0A8C7AHM3_NEOVI
OG0005781	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A8C7B9M0|A0A8C7B9M0_NEOVI
OG0005782	sp|Q9QYX7|PCLO_MOUSE	tr|A0A8C7A5J2|A0A8C7A5J2_NEOVI
OG0005783	sp|Q9WUT7|CCR9_MOUSE	tr|A0A8C7BZ04|A0A8C7BZ04_NEOVI
OG0005784	sp|Q9WV69|DEMA_MOUSE	tr|A0A8C7C6J9|A0A8C7C6J9_NEOVI
OG0005785	sp|Q9Z0J1|RECK_MOUSE	tr|A0A8C7BDY4|A0A8C7BDY4_NEOVI
OG0005786	tr|A0A0G2JFF0|A0A0G2JFF0_MOUSE	tr|A0A8C7BM65|A0A8C7BM65_NEOVI
OG0005788	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A8C7C3X4|A0A8C7C3X4_NEOVI
OG0005789	tr|E9PY61|E9PY61_MOUSE	tr|A0A8C7AGI1|A0A8C7AGI1_NEOVI
OG0005790	sp|E9Q816|CP2W1_MOUSE	tr|A0A8C7AGZ7|A0A8C7AGZ7_NEOVI
OG0005791	sp|O08811|ERCC2_MOUSE	tr|A0A8C7ASN7|A0A8C7ASN7_NEOVI
OG0005792	sp|O09108|LSHB_MOUSE	tr|A0A8C7B3L4|A0A8C7B3L4_NEOVI
OG0005793	sp|P06796|CASK_MOUSE	tr|A0A8C7ETA2|A0A8C7ETA2_NEOVI
OG0005794	sp|P29594|CASP2_MOUSE	tr|A0A8C7EJB6|A0A8C7EJB6_NEOVI
OG0005795	sp|P30355|AL5AP_MOUSE	tr|U6CSZ6|U6CSZ6_NEOVI
OG0005796	sp|P47867|SCG3_MOUSE	tr|A0A8C7AUR8|A0A8C7AUR8_NEOVI
OG0005797	sp|P55194|3BP1_MOUSE	tr|A0A8C7A4N0|A0A8C7A4N0_NEOVI
OG0005798	sp|P56873|ZNRD2_MOUSE	tr|A0A8C7BCA8|A0A8C7BCA8_NEOVI
OG0005799	sp|P97372|PSME2_MOUSE	tr|A0A8C7EII2|A0A8C7EII2_NEOVI
OG0005800	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A8C7EJS2|A0A8C7EJS2_NEOVI
OG0005801	sp|Q3UHG7|DEN11_MOUSE	tr|A0A8C7BY49|A0A8C7BY49_NEOVI
OG0005802	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A8C7BQT9|A0A8C7BQT9_NEOVI
OG0005803	sp|Q3UN54|PAT14_MOUSE	tr|A0A8C7BT65|A0A8C7BT65_NEOVI
OG0005804	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A8C7AKS7|A0A8C7AKS7_NEOVI
OG0005805	sp|Q3URE8|CTXN2_MOUSE	tr|A0A8C7BT43|A0A8C7BT43_NEOVI
OG0005806	sp|Q3V125|CC110_MOUSE	tr|A0A8C7ALC6|A0A8C7ALC6_NEOVI
OG0005807	sp|Q4JK59|TET2_MOUSE	tr|A0A8C7ARA3|A0A8C7ARA3_NEOVI
OG0005808	sp|Q61670|HLX_MOUSE	tr|A0A8C7BHN8|A0A8C7BHN8_NEOVI
OG0005809	sp|Q68ED7|CRTC1_MOUSE	tr|A0A8C7BG91|A0A8C7BG91_NEOVI
OG0005810	sp|Q69AB2|TXND8_MOUSE	tr|A0A8C7APZ9|A0A8C7APZ9_NEOVI
OG0005811	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A8C7EP59|A0A8C7EP59_NEOVI
OG0005812	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A8C7EPX6|A0A8C7EPX6_NEOVI
OG0005813	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A8C7BQD1|A0A8C7BQD1_NEOVI
OG0005815	sp|Q80VN0|CP100_MOUSE	tr|A0A8C7ET81|A0A8C7ET81_NEOVI
OG0005817	sp|Q8BGV7|BACD1_MOUSE	tr|A0A8C7C7U4|A0A8C7C7U4_NEOVI
OG0005818	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A8C7AWT5|A0A8C7AWT5_NEOVI
OG0005819	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A8C7BAN7|A0A8C7BAN7_NEOVI
OG0005820	sp|Q8BK72|RT27_MOUSE	tr|A0A8C7ERV1|A0A8C7ERV1_NEOVI
OG0005821	sp|Q8BLI4|DSE_MOUSE	tr|A0A8C7ANC3|A0A8C7ANC3_NEOVI
OG0005822	sp|Q8BUH1|TXN4B_MOUSE	tr|U6CSF2|U6CSF2_NEOVI
OG0005823	sp|Q8BX94|OSBL2_MOUSE	tr|A0A8C7BW06|A0A8C7BW06_NEOVI
OG0005824	sp|Q8CD60|INSY1_MOUSE	tr|A0A8C7B600|A0A8C7B600_NEOVI
OG0005825	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A8C7BSP7|A0A8C7BSP7_NEOVI
OG0005826	sp|Q99J95|CDK9_MOUSE	tr|A0A8C7AVA7|A0A8C7AVA7_NEOVI
OG0005827	sp|Q9CWH4|RE114_MOUSE	tr|A0A8C7AXS8|A0A8C7AXS8_NEOVI
OG0005828	sp|Q9CX62|INKA1_MOUSE	tr|A0A8C7A0Z4|A0A8C7A0Z4_NEOVI
OG0005829	sp|Q9CZD3|GARS_MOUSE	tr|A0A8C7AYN7|A0A8C7AYN7_NEOVI
OG0005830	sp|Q9CZW2|CENPN_MOUSE	tr|A0A8C7BLE9|A0A8C7BLE9_NEOVI
OG0005831	sp|Q9D020|5NT3A_MOUSE	tr|A0A8C7ATK4|A0A8C7ATK4_NEOVI
OG0005832	sp|Q9D0F6|RFC5_MOUSE	tr|A0A8C7ERB0|A0A8C7ERB0_NEOVI
OG0005833	sp|Q9D281|NXP20_MOUSE	tr|A0A8C7AWZ5|A0A8C7AWZ5_NEOVI
OG0005834	sp|Q9JKS5|HABP4_MOUSE	tr|A0A8C7AYM1|A0A8C7AYM1_NEOVI
OG0005835	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A8C7BIP0|A0A8C7BIP0_NEOVI
OG0005836	sp|Q9R0G8|NRK_MOUSE	tr|A0A8C7A7G2|A0A8C7A7G2_NEOVI
OG0005837	sp|Q9R0N0|GALK1_MOUSE	tr|U6CXE9|U6CXE9_NEOVI
OG0005838	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A8C7AQ93|A0A8C7AQ93_NEOVI
OG0005839	sp|A2AH22|AMRA1_MOUSE	tr|A0A8C7EQL3|A0A8C7EQL3_NEOVI
OG0005840	sp|B2RY71|DNAI3_MOUSE	tr|A0A8C7ENN7|A0A8C7ENN7_NEOVI
OG0005841	sp|O35298|AOAH_MOUSE	tr|A0A8C7AVY1|A0A8C7AVY1_NEOVI
OG0005842	sp|O88662|EMP2_MOUSE	tr|A0A8C7BY50|A0A8C7BY50_NEOVI
OG0005843	sp|P01326|INS2_MOUSE	tr|A0A8C7EMM5|A0A8C7EMM5_NEOVI
OG0005844	sp|P10601|PAHO_MOUSE	tr|A0A8C7C9A5|A0A8C7C9A5_NEOVI
OG0005845	sp|P32020|SCP2_MOUSE	tr|A0A8C7AH61|A0A8C7AH61_NEOVI
OG0005846	sp|P42567|EPS15_MOUSE	tr|A0A8C7EUT8|A0A8C7EUT8_NEOVI
OG0005847	sp|P49660|SSR4_MOUSE	tr|A0A8C7BVH7|A0A8C7BVH7_NEOVI
OG0005848	sp|P51827|AFF3_MOUSE	tr|A0A8C7BIH6|A0A8C7BIH6_NEOVI
OG0005849	sp|P63168|DYL1_MOUSE	tr|A0A8C7AVB0|A0A8C7AVB0_NEOVI
OG0005850	sp|P97310|MCM2_MOUSE	tr|A0A8C7BT02|A0A8C7BT02_NEOVI
OG0005851	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A8C7BWA3|A0A8C7BWA3_NEOVI
OG0005852	sp|Q3TCJ8|CCD69_MOUSE	tr|U6CU24|U6CU24_NEOVI
OG0005853	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A8C7AN64|A0A8C7AN64_NEOVI
OG0005854	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A8C7A2V1|A0A8C7A2V1_NEOVI
OG0005855	tr|Q505F4|Q505F4_MOUSE	tr|A0A8C7BHF6|A0A8C7BHF6_NEOVI
OG0005856	sp|Q571C7|BDP1_MOUSE	tr|A0A8C7ERZ5|A0A8C7ERZ5_NEOVI
OG0005857	sp|Q61088|FZD4_MOUSE	tr|A0A8C7A7T4|A0A8C7A7T4_NEOVI
OG0005858	sp|Q62311|TAF6_MOUSE	tr|A0A8C7A3G8|A0A8C7A3G8_NEOVI
OG0005859	sp|Q64336|TBR1_MOUSE	tr|A0A8C7ASV0|A0A8C7ASV0_NEOVI
OG0005860	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A8C7AB00|A0A8C7AB00_NEOVI
OG0005861	sp|Q6S7F2|E2F7_MOUSE	tr|A0A8C7EJX0|A0A8C7EJX0_NEOVI
OG0005862	sp|Q6V595|KLHL6_MOUSE	tr|U6CTP1|U6CTP1_NEOVI
OG0005863	sp|Q78KK3|S22AI_MOUSE	tr|A0A8C7AKX8|A0A8C7AKX8_NEOVI
OG0005864	sp|Q80WC7|AGFG2_MOUSE	tr|A0A8C7A3F9|A0A8C7A3F9_NEOVI
OG0005865	sp|Q80Y73|HOATZ_MOUSE	tr|A0A8C7AS61|A0A8C7AS61_NEOVI
OG0005866	sp|Q80YQ8|RMD5A_MOUSE	tr|U6CQF1|U6CQF1_NEOVI
OG0005867	sp|Q810F8|TBX10_MOUSE	tr|A0A8C7AZA7|A0A8C7AZA7_NEOVI
OG0005868	sp|Q8BH47|SC22A_MOUSE	tr|U6CS44|U6CS44_NEOVI
OG0005869	sp|Q8BI21|RNF38_MOUSE	tr|A0A8C7BPZ0|A0A8C7BPZ0_NEOVI
OG0005870	sp|Q8BQP9|R7BP_MOUSE	tr|U6CV46|U6CV46_NEOVI
OG0005871	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A8C7BII6|A0A8C7BII6_NEOVI
OG0005872	sp|Q8C8B0|ALX1_MOUSE	tr|A0A8C7A6E7|A0A8C7A6E7_NEOVI
OG0005873	sp|Q8CE46|PUS7L_MOUSE	tr|A0A8C7AQ80|A0A8C7AQ80_NEOVI
OG0005874	sp|Q8VD26|TM143_MOUSE	tr|A0A8C7AWN1|A0A8C7AWN1_NEOVI
OG0005875	sp|Q8VD53|ACER2_MOUSE	tr|A0A8C7B3W5|A0A8C7B3W5_NEOVI
OG0005876	sp|Q91XA2|GOLM1_MOUSE	tr|A0A8C7BD22|A0A8C7BD22_NEOVI
OG0005877	sp|Q924A4|UCN3_MOUSE	tr|A0A8C7AYL4|A0A8C7AYL4_NEOVI
OG0005878	sp|Q924H2|MED15_MOUSE	tr|A0A8C7BW58|A0A8C7BW58_NEOVI
OG0005879	sp|Q925N2|SFXN2_MOUSE	tr|A0A8C7BQN4|A0A8C7BQN4_NEOVI
OG0005880	sp|Q9CZ83|RM55_MOUSE	tr|A0A8C7A7F2|A0A8C7A7F2_NEOVI
OG0005881	sp|Q9D2F5|STPG1_MOUSE	tr|A0A8C7C0J7|A0A8C7C0J7_NEOVI
OG0005882	tr|Q9D3J3|Q9D3J3_MOUSE	tr|A0A8C7BAE2|A0A8C7BAE2_NEOVI
OG0005883	sp|Q9D967|MGDP1_MOUSE	tr|A0A8C6ZZJ6|A0A8C6ZZJ6_NEOVI
OG0005884	sp|Q9DAG9|PHF7_MOUSE	tr|A0A8C7A582|A0A8C7A582_NEOVI
OG0005885	sp|Q9DAI9|MORN5_MOUSE	tr|A0A8C7AYH7|A0A8C7AYH7_NEOVI
OG0005886	sp|Q9DCC3|CC107_MOUSE	tr|A0A8C7BDG8|A0A8C7BDG8_NEOVI
OG0005887	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A8C7AA99|A0A8C7AA99_NEOVI
OG0005888	sp|Q9JM55|TOB2_MOUSE	tr|A0A8C7A3K8|A0A8C7A3K8_NEOVI
OG0005889	sp|Q9QX66|DPF1_MOUSE	tr|A0A8C7ALC9|A0A8C7ALC9_NEOVI
OG0005890	sp|Q9QXV1|CBX8_MOUSE	tr|A0A8C7B4I7|A0A8C7B4I7_NEOVI
OG0005891	sp|Q9WVG5|LIPE_MOUSE	tr|A0A8C7ABB4|A0A8C7ABB4_NEOVI
OG0005892	tr|A0A1L1SUI3|A0A1L1SUI3_MOUSE	tr|A0A8C7A8H3|A0A8C7A8H3_NEOVI
OG0005893	sp|E9Q349|WDR25_MOUSE	tr|A0A8C7AST9|A0A8C7AST9_NEOVI
OG0005894	sp|O35235|TNF11_MOUSE	tr|A0A8C7A061|A0A8C7A061_NEOVI
OG0005895	sp|O35594|IFT81_MOUSE	tr|U6CUW8|U6CUW8_NEOVI
OG0005896	sp|P15105|GLNA_MOUSE	tr|A0A8C7BFT6|A0A8C7BFT6_NEOVI
OG0005897	sp|P29352|PTN22_MOUSE	tr|A0A8C7AE74|A0A8C7AE74_NEOVI
OG0005898	sp|P49222|EPB42_MOUSE	tr|A0A8C7BNV5|A0A8C7BNV5_NEOVI
OG0005899	sp|P59481|LMA2L_MOUSE	tr|A0A8C7BKP8|A0A8C7BKP8_NEOVI
OG0005900	sp|P97352|S10AD_MOUSE	tr|A0A8C7BD65|A0A8C7BD65_NEOVI
OG0005901	sp|Q04690|NF1_MOUSE	tr|A0A8C7BGT4|A0A8C7BGT4_NEOVI
OG0005902	sp|Q14B48|ITPI1_MOUSE	tr|A0A8C7EPF5|A0A8C7EPF5_NEOVI
OG0005903	sp|Q3TAE8|ALG6_MOUSE	tr|A0A8C7AU99|A0A8C7AU99_NEOVI
OG0005904	sp|Q5SUV2|MYBPP_MOUSE	tr|A0A8C7AS76|A0A8C7AS76_NEOVI
OG0005905	sp|Q64299|CCN3_MOUSE	tr|A0A8C7ANR1|A0A8C7ANR1_NEOVI
OG0005906	sp|Q64321|ZBT7B_MOUSE	tr|A0A8C7BWN6|A0A8C7BWN6_NEOVI
OG0005907	sp|Q68FH0|PKP4_MOUSE	tr|A0A8C7AL70|A0A8C7AL70_NEOVI
OG0005908	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A8C7EPW2|A0A8C7EPW2_NEOVI
OG0005909	sp|Q7TPD0|INT3_MOUSE	tr|A0A8C7ETD0|A0A8C7ETD0_NEOVI
OG0005910	sp|Q80W22|THNS2_MOUSE	tr|A0A8C7ETN8|A0A8C7ETN8_NEOVI
OG0005911	sp|Q8BK03|MIGA2_MOUSE	tr|U6CWK4|U6CWK4_NEOVI
OG0005912	sp|Q8BP74|PSTK_MOUSE	tr|A0A8C7AJT1|A0A8C7AJT1_NEOVI
OG0005913	sp|Q8BWM0|PGES2_MOUSE	tr|A0A8C7AX21|A0A8C7AX21_NEOVI
OG0005914	sp|Q8BZW8|NHLC2_MOUSE	tr|U6CUJ2|U6CUJ2_NEOVI
OG0005915	sp|Q8C5T8|CC113_MOUSE	tr|A0A8C7BAV7|A0A8C7BAV7_NEOVI
OG0005916	sp|Q8C963|CC159_MOUSE	tr|A0A8C7EJN0|A0A8C7EJN0_NEOVI
OG0005917	sp|Q8R0A7|K0513_MOUSE	tr|U6CVZ5|U6CVZ5_NEOVI
OG0005918	sp|Q8R4V2|DUS15_MOUSE	tr|A0A8C7EUJ5|A0A8C7EUJ5_NEOVI
OG0005919	sp|Q8VCR3|TM242_MOUSE	tr|U6CU40|U6CU40_NEOVI
OG0005920	sp|Q91WJ7|SPS2L_MOUSE	tr|A0A8C7B558|A0A8C7B558_NEOVI
OG0005921	sp|Q91WS0|CISD1_MOUSE	tr|A0A8C7EX89|A0A8C7EX89_NEOVI
OG0005922	sp|Q91ZA6|SOCS4_MOUSE	tr|U6CQX2|U6CQX2_NEOVI
OG0005923	sp|Q99LS0|AUGN_MOUSE	tr|A0A8C7ERD2|A0A8C7ERD2_NEOVI
OG0005924	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A8C7ER20|A0A8C7ER20_NEOVI
OG0005925	sp|Q9CXP4|RHG08_MOUSE	tr|A0A8C7BTG2|A0A8C7BTG2_NEOVI
OG0005926	sp|Q9CZ49|KLH35_MOUSE	tr|A0A8C7EI42|A0A8C7EI42_NEOVI
OG0005927	sp|Q9D772|F219A_MOUSE	tr|A0A8C7A6K3|A0A8C7A6K3_NEOVI
OG0005928	sp|Q9DA57|SPT25_MOUSE	tr|A0A8C7AS48|A0A8C7AS48_NEOVI
OG0005929	sp|Q9ER71|RHOJ_MOUSE	tr|A0A8C7AKD6|A0A8C7AKD6_NEOVI
OG0005930	sp|Q9ERS4|PKHA3_MOUSE	tr|A0A8C7AL65|A0A8C7AL65_NEOVI
OG0005931	sp|Q9ESP1|SDF2L_MOUSE	tr|A0A8C7BU03|A0A8C7BU03_NEOVI
OG0005932	sp|Q9R0Z9|RHG07_MOUSE	tr|A0A8C7APM7|A0A8C7APM7_NEOVI
OG0005933	sp|Q9WUL8|CITE4_MOUSE	tr|A0A8C7BF13|A0A8C7BF13_NEOVI
OG0005934	sp|Q9Z0H7|BCL10_MOUSE	tr|U6CS18|U6CS18_NEOVI
OG0005935	sp|Q9Z131|3BP5_MOUSE	tr|A0A8C7AGS6|A0A8C7AGS6_NEOVI
OG0005936	sp|Q9Z1R3|APOM_MOUSE	tr|A0A8C7BKY3|A0A8C7BKY3_NEOVI
OG0005937	sp|A2A6A1|GPTC8_MOUSE	tr|A0A8C7C0T7|A0A8C7C0T7_NEOVI
OG0005938	sp|A2AUC9|KLH41_MOUSE	tr|A0A8C7AKX3|A0A8C7AKX3_NEOVI
OG0005939	sp|B1AX39|ZCHC7_MOUSE	tr|A0A8C7BH23|A0A8C7BH23_NEOVI
OG0005940	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A8C7AQY6|A0A8C7AQY6_NEOVI
OG0005941	tr|E9Q050|E9Q050_MOUSE	tr|A0A8C7BXH6|A0A8C7BXH6_NEOVI
OG0005942	sp|F7BWT7|TSN15_MOUSE	tr|A0A8C7B1D2|A0A8C7B1D2_NEOVI
OG0005943	tr|F7C950|F7C950_MOUSE	tr|A0A8C7BIK0|A0A8C7BIK0_NEOVI
OG0005944	sp|O08917|FLOT1_MOUSE	tr|A0A8C7BK90|A0A8C7BK90_NEOVI
OG0005945	sp|O35083|PLCA_MOUSE	tr|A0A8C7B4B1|A0A8C7B4B1_NEOVI
OG0005946	sp|O35125|LRC23_MOUSE	tr|U6CVV5|U6CVV5_NEOVI
OG0005947	sp|O35864|CSN5_MOUSE	tr|A0A8C7C4Q0|A0A8C7C4Q0_NEOVI
OG0005948	sp|O35955|PSB10_MOUSE	tr|A0A8C7ENH9|A0A8C7ENH9_NEOVI
OG0005949	sp|O70201|BIRC5_MOUSE	tr|A0A8C7BH85|A0A8C7BH85_NEOVI
OG0005950	sp|P30987|TA2R_MOUSE	tr|A0A8C7AM20|A0A8C7AM20_NEOVI
OG0005951	sp|P35821|PTN1_MOUSE	tr|A0A8C7EMG3|A0A8C7EMG3_NEOVI
OG0005952	sp|P81615|UCN1_MOUSE	tr|A0A8C7BEA2|A0A8C7BEA2_NEOVI
OG0005953	sp|P86046|KCJ13_MOUSE	tr|U6CUI1|U6CUI1_NEOVI
OG0005954	sp|Q08423|TFF1_MOUSE	tr|A0A8C7AL61|A0A8C7AL61_NEOVI
OG0005955	sp|Q14BX2|PRS55_MOUSE	tr|A0A8C7BWW1|A0A8C7BWW1_NEOVI
OG0005956	sp|Q14DK4|GPAT2_MOUSE	tr|A0A8C7BMB4|A0A8C7BMB4_NEOVI
OG0005957	sp|Q2TL60|ZN667_MOUSE	tr|A0A8C7B7A6|A0A8C7B7A6_NEOVI
OG0005958	sp|Q3TUL7|DCA17_MOUSE	tr|U6CSL4|U6CSL4_NEOVI
OG0005959	sp|Q5SUR0|PUR4_MOUSE	tr|A0A8C7AJE0|A0A8C7AJE0_NEOVI
OG0005960	sp|Q5SWD9|TSR1_MOUSE	tr|A0A8C7B2M1|A0A8C7B2M1_NEOVI
OG0005961	sp|Q61017|GBGT2_MOUSE	tr|A0A8C7EM41|A0A8C7EM41_NEOVI
OG0005962	sp|Q62232|SIX2_MOUSE	tr|A0A8C7BKG7|A0A8C7BKG7_NEOVI
OG0005963	sp|Q6P253|DMKN_MOUSE	tr|A0A8C7BIW0|A0A8C7BIW0_NEOVI
OG0005964	sp|Q6PAQ4|REXO4_MOUSE	tr|A0A8C7BUF6|A0A8C7BUF6_NEOVI
OG0005965	tr|Q7TS30|Q7TS30_MOUSE	tr|A0A8C7A6S0|A0A8C7A6S0_NEOVI
OG0005966	sp|Q80T14|FRAS1_MOUSE	tr|A0A8C7AFQ8|A0A8C7AFQ8_NEOVI
OG0005967	sp|Q80UC6|GPR62_MOUSE	tr|A0A8C7EIV0|A0A8C7EIV0_NEOVI
OG0005968	sp|Q8BHA9|PXYP1_MOUSE	tr|A0A8C7B2I3|A0A8C7B2I3_NEOVI
OG0005969	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A8C7C284|A0A8C7C284_NEOVI
