Orthogroup	Mus_musculus	Carlito_syrichta
OG0007157	sp|Q80VL3|PRIC3_MOUSE	tr|A0A1U7U6N4|A0A1U7U6N4_CARSF
OG0007158	sp|Q9JL60|GMEB1_MOUSE	tr|A0A1U7U8C4|A0A1U7U8C4_CARSF
OG0007159	sp|Q9D1D1|TSN11_MOUSE	tr|A0A1U7U8W0|A0A1U7U8W0_CARSF
OG0007160	sp|Q3TVA9|CC136_MOUSE	tr|A0A1U7U942|A0A1U7U942_CARSF
OG0007161	sp|Q07968|F13B_MOUSE	tr|A0A1U7UAJ5|A0A1U7UAJ5_CARSF
OG0007162	sp|Q923B6|STEA4_MOUSE	tr|A0A1U7UEU2|A0A1U7UEU2_CARSF
OG0007163	sp|P86049|RBM46_MOUSE	tr|A0A1U7UL74|A0A1U7UL74_CARSF
OG0007164	sp|B1AZA5|TM245_MOUSE	tr|A0A1U7ULB4|A0A1U7ULB4_CARSF
OG0007165	sp|F8VQN3|GPR31_MOUSE	tr|A0A1U7UMH9|A0A1U7UMH9_CARSF
OG0007166	tr|Q8C9M8|Q8C9M8_MOUSE	tr|A0A1U7UMT6|A0A1U7UMT6_CARSF
OG0007167	sp|Q9D2Z4|SENP8_MOUSE	tr|A0A1U7UQU6|A0A1U7UQU6_CARSF
OG0007168	sp|Q9D0K1|PEX13_MOUSE	tr|A0A1U7UXN5|A0A1U7UXN5_CARSF
OG0007169	sp|P13609|SRGN_MOUSE	tr|A0A1U7UZC1|A0A1U7UZC1_CARSF
OG0007170	sp|Q925Q5|GPHA2_MOUSE	tr|A0A1U7V0K4|A0A1U7V0K4_CARSF
OG0007171	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A3Q0DH02|A0A3Q0DH02_CARSF
OG0007172	sp|Q9DBY4|TRIL_MOUSE	tr|A0A3Q0DIF6|A0A3Q0DIF6_CARSF
OG0007173	sp|Q61003|CD6_MOUSE	tr|A0A3Q0DJX3|A0A3Q0DJX3_CARSF
OG0007174	sp|Q810C1|SLIK1_MOUSE	tr|A0A3Q0DK61|A0A3Q0DK61_CARSF
OG0007175	sp|Q8CCF0|PRP31_MOUSE	tr|A0A3Q0DKF2|A0A3Q0DKF2_CARSF
OG0007176	tr|Q3UW09|Q3UW09_MOUSE	tr|A0A3Q0DLB3|A0A3Q0DLB3_CARSF
OG0007177	sp|P48377|RFX1_MOUSE	tr|A0A3Q0DMY1|A0A3Q0DMY1_CARSF
OG0007178	sp|Q9JK83|PAR6B_MOUSE	tr|A0A3Q0DN01|A0A3Q0DN01_CARSF
OG0007179	sp|Q91V36|NRBP2_MOUSE	tr|A0A3Q0DSV8|A0A3Q0DSV8_CARSF
OG0007180	sp|Q9QX96|SALL2_MOUSE	tr|A0A3Q0DSZ4|A0A3Q0DSZ4_CARSF
OG0007181	sp|Q99N11|DUS22_MOUSE	tr|A0A3Q0DVR2|A0A3Q0DVR2_CARSF
OG0007182	sp|Q9EQP6|ARRC_MOUSE	tr|A0A3Q0DYW0|A0A3Q0DYW0_CARSF
OG0007183	sp|Q80UW8|RPAB1_MOUSE	tr|A0A3Q0E0C5|A0A3Q0E0C5_CARSF
OG0007184	sp|Q9JIQ3|DBLOH_MOUSE	tr|A0A3Q0E3N6|A0A3Q0E3N6_CARSF
OG0007185	sp|P15306|TRBM_MOUSE	tr|A0A3Q0E4T7|A0A3Q0E4T7_CARSF
OG0007186	sp|P09055|ITB1_MOUSE	tr|A0A3Q0E636|A0A3Q0E636_CARSF
OG0007187	sp|A2A891|CMTA1_MOUSE	tr|A0A3Q0E8V5|A0A3Q0E8V5_CARSF
OG0007188	tr|Q3UNZ2|Q3UNZ2_MOUSE	tr|A0A3Q0E917|A0A3Q0E917_CARSF
OG0007189	sp|P0C7Q1|CC153_MOUSE	tr|A0A3Q0EB35|A0A3Q0EB35_CARSF
OG0007190	sp|P15975|UBP53_MOUSE	tr|A0A3Q0EF52|A0A3Q0EF52_CARSF
OG0007191	sp|Q8R5A0|SMYD2_MOUSE	tr|A0A3Q0EJ32|A0A3Q0EJ32_CARSF
OG0007192	sp|Q9ESN5|CENPK_MOUSE	tr|A0A1U7SJD2|A0A1U7SJD2_CARSF
OG0007193	sp|P70426|RIT1_MOUSE	tr|A0A1U7SLY3|A0A1U7SLY3_CARSF
OG0007194	sp|P35564|CALX_MOUSE	tr|A0A1U7STI6|A0A1U7STI6_CARSF
OG0007195	tr|Q9DA59|Q9DA59_MOUSE	tr|A0A1U7SXA5|A0A1U7SXA5_CARSF
OG0007196	sp|Q9JJZ9|CNGB3_MOUSE	tr|A0A1U7SZ21|A0A1U7SZ21_CARSF
OG0007197	sp|Q07797|LG3BP_MOUSE	tr|A0A1U7T0Q5|A0A1U7T0Q5_CARSF
OG0007198	sp|Q9D0B1|ZN524_MOUSE	tr|A0A1U7T3U6|A0A1U7T3U6_CARSF
OG0007199	sp|Q9D517|PLCC_MOUSE	tr|A0A1U7T4X2|A0A1U7T4X2_CARSF
OG0007200	sp|Q7TNH6|NPHP3_MOUSE	tr|A0A1U7T5N4|A0A1U7T5N4_CARSF
OG0007201	sp|Q9CQG2|MET16_MOUSE	tr|A0A1U7T8N0|A0A1U7T8N0_CARSF
OG0007202	sp|Q6P8X9|FLTOP_MOUSE	tr|A0A1U7TE34|A0A1U7TE34_CARSF
OG0007203	sp|Q8C735|LIN9_MOUSE	tr|A0A1U7TFN6|A0A1U7TFN6_CARSF
OG0007204	sp|Q8C015|PAK5_MOUSE	tr|A0A1U7TGS0|A0A1U7TGS0_CARSF
OG0007205	sp|O88520|SHOC2_MOUSE	tr|A0A1U7TJG8|A0A1U7TJG8_CARSF
OG0007206	sp|P09690|ACHB_MOUSE	tr|A0A1U7TKE1|A0A1U7TKE1_CARSF
OG0007207	sp|Q9DA03|LYRM7_MOUSE	tr|A0A1U7TL41|A0A1U7TL41_CARSF
OG0007208	sp|Q9DBU5|RNF6_MOUSE	tr|A0A1U7TLQ4|A0A1U7TLQ4_CARSF
OG0007209	sp|Q9Z0R0|HASP_MOUSE	tr|A0A1U7TM76|A0A1U7TM76_CARSF
OG0007210	sp|Q69ZF3|GBA2_MOUSE	tr|A0A1U7TMQ3|A0A1U7TMQ3_CARSF
OG0007211	sp|Q8BNX7|NRAC_MOUSE	tr|A0A1U7TPI2|A0A1U7TPI2_CARSF
OG0007212	sp|P57724|PCBP4_MOUSE	tr|A0A1U7TQE7|A0A1U7TQE7_CARSF
OG0007213	sp|Q9D3X9|MFA3L_MOUSE	tr|A0A1U7TR24|A0A1U7TR24_CARSF
OG0007214	sp|Q925F2|ESAM_MOUSE	tr|A0A1U7TSI0|A0A1U7TSI0_CARSF
OG0007215	sp|Q9JJS6|BCDO1_MOUSE	tr|A0A1U7TT43|A0A1U7TT43_CARSF
OG0007216	sp|Q61263|SOAT1_MOUSE	tr|A0A1U7TTI3|A0A1U7TTI3_CARSF
OG0007217	sp|Q8QZW7|GBRP_MOUSE	tr|A0A1U7U1S9|A0A1U7U1S9_CARSF
OG0007218	sp|Q99NI3|GT2D2_MOUSE	tr|A0A1U7U6Q1|A0A1U7U6Q1_CARSF
OG0007219	sp|O55128|SAP18_MOUSE	tr|A0A1U7U7W5|A0A1U7U7W5_CARSF
OG0007220	sp|Q3U1F9|PHAG1_MOUSE	tr|A0A1U7UA28|A0A1U7UA28_CARSF
OG0007221	sp|Q8BM72|HSP13_MOUSE	tr|A0A1U7UD52|A0A1U7UD52_CARSF
OG0007222	sp|A1E960|ODAM_MOUSE	tr|A0A1U7UDA5|A0A1U7UDA5_CARSF
OG0007223	sp|Q497P3|NUPR2_MOUSE	tr|A0A1U7UE29|A0A1U7UE29_CARSF
OG0007224	sp|P0C6B2|PTCRA_MOUSE	tr|A0A1U7UEP7|A0A1U7UEP7_CARSF
OG0007225	sp|Q8K368|FANCI_MOUSE	tr|A0A1U7UFA2|A0A1U7UFA2_CARSF
OG0007226	sp|Q80T62|GP101_MOUSE	tr|A0A1U7UI71|A0A1U7UI71_CARSF
OG0007227	sp|P97350|PKP1_MOUSE	tr|A0A1U7UJ17|A0A1U7UJ17_CARSF
OG0007228	sp|Q9Z2L6|MINP1_MOUSE	tr|A0A1U7UJF6|A0A1U7UJF6_CARSF
OG0007229	sp|Q9Z1K6|ARI2_MOUSE	tr|A0A1U7UM11|A0A1U7UM11_CARSF
OG0007230	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A1U7UQK1|A0A1U7UQK1_CARSF
OG0007231	sp|Q3TYA6|MPP8_MOUSE	tr|A0A1U7URQ7|A0A1U7URQ7_CARSF
OG0007232	sp|P70661|NGN3_MOUSE	tr|A0A1U7UZC7|A0A1U7UZC7_CARSF
OG0007233	sp|Q6PF93|PK3C3_MOUSE	tr|A0A1U7V0Z5|A0A1U7V0Z5_CARSF
OG0007235	sp|Q5NC05|TTF2_MOUSE	tr|A0A3Q0DMB0|A0A3Q0DMB0_CARSF
OG0007236	sp|Q9CZ42|NNRD_MOUSE	tr|A0A3Q0DQG1|A0A3Q0DQG1_CARSF
OG0007237	sp|O35129|PHB2_MOUSE	tr|A0A3Q0DRM3|A0A3Q0DRM3_CARSF
OG0007238	sp|Q921U8|SMTN_MOUSE	tr|A0A3Q0DYI2|A0A3Q0DYI2_CARSF
OG0007239	sp|O35685|NUDC_MOUSE	tr|A0A3Q0DYL3|A0A3Q0DYL3_CARSF
OG0007240	sp|A0JNU3|LPP60_MOUSE	tr|A0A3Q0E3C5|A0A3Q0E3C5_CARSF
OG0007241	sp|Q9CY16|RT28_MOUSE	tr|A0A3Q0E758|A0A3Q0E758_CARSF
OG0007242	sp|A2AEV7|CC120_MOUSE	tr|A0A3Q0E9H8|A0A3Q0E9H8_CARSF
OG0007243	tr|S4R1W5|S4R1W5_MOUSE	tr|A0A3Q0E9Q0|A0A3Q0E9Q0_CARSF
OG0007244	sp|Q8C0P7|ZN451_MOUSE	tr|A0A3Q0ECF6|A0A3Q0ECF6_CARSF
OG0007245	sp|F8VPZ9|BICRA_MOUSE	tr|A0A3Q0ECJ1|A0A3Q0ECJ1_CARSF
OG0007246	sp|Q8C8J0|STPG2_MOUSE	tr|A0A3Q0EEN9|A0A3Q0EEN9_CARSF
OG0007247	sp|Q571C7|BDP1_MOUSE	tr|A0A3Q0EFW3|A0A3Q0EFW3_CARSF
OG0007248	sp|Q99M01|SYFM_MOUSE	tr|A0A3Q0EKI1|A0A3Q0EKI1_CARSF
OG0007249	sp|P62717|RL18A_MOUSE	tr|A0A1U7SI38|A0A1U7SI38_CARSF
OG0007250	sp|Q05A13|S16C6_MOUSE	tr|A0A1U7SJI5|A0A1U7SJI5_CARSF
OG0007251	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A1U7SQG5|A0A1U7SQG5_CARSF
OG0007252	sp|Q9WTV7|RNF12_MOUSE	tr|A0A1U7SX92|A0A1U7SX92_CARSF
OG0007253	sp|Q76LW6|DAND5_MOUSE	tr|A0A1U7SXC7|A0A1U7SXC7_CARSF
OG0007254	sp|Q9DAC7|TTC32_MOUSE	tr|A0A1U7T3X7|A0A1U7T3X7_CARSF
OG0007255	sp|Q9WUH1|TM115_MOUSE	tr|A0A1U7T5E5|A0A1U7T5E5_CARSF
OG0007256	tr|E9Q658|E9Q658_MOUSE	tr|A0A1U7TBQ7|A0A1U7TBQ7_CARSF
OG0007257	sp|Q9JHG2|RCAN2_MOUSE	tr|A0A1U7TC42|A0A1U7TC42_CARSF
OG0007258	sp|Q9QXB9|DRG2_MOUSE	tr|A0A1U7TC73|A0A1U7TC73_CARSF
OG0007259	sp|Q99JX1|TAF11_MOUSE	tr|A0A1U7TFR9|A0A1U7TFR9_CARSF
OG0007260	sp|Q7TS74|CKP2L_MOUSE	tr|A0A1U7TFW4|A0A1U7TFW4_CARSF
OG0007261	sp|Q8BM75|ARI5B_MOUSE	tr|A0A1U7TGE8|A0A1U7TGE8_CARSF
OG0007262	sp|B5KM66|SYCE3_MOUSE	tr|A0A1U7TGK3|A0A1U7TGK3_CARSF
OG0007263	sp|Q922Q6|ABHEA_MOUSE	tr|A0A1U7THW3|A0A1U7THW3_CARSF
OG0007264	sp|Q8K2I3|FMO2_MOUSE	tr|A0A1U7TI23|A0A1U7TI23_CARSF
OG0007265	sp|P53569|CEBPZ_MOUSE	tr|A0A1U7TKH5|A0A1U7TKH5_CARSF
OG0007266	sp|Q9JHJ3|GLMP_MOUSE	tr|A0A1U7TLN2|A0A1U7TLN2_CARSF
OG0007267	sp|Q8CDD8|KCD20_MOUSE	tr|A0A1U7TMB2|A0A1U7TMB2_CARSF
OG0007268	sp|P17919|HXB1_MOUSE	tr|A0A1U7TQC0|A0A1U7TQC0_CARSF
OG0007269	sp|Q6NZF1|ZC11A_MOUSE	tr|A0A1U7TQI5|A0A1U7TQI5_CARSF
OG0007270	sp|Q8VDV8|MITD1_MOUSE	tr|A0A1U7TU83|A0A1U7TU83_CARSF
OG0007271	tr|A2ART8|A2ART8_MOUSE	tr|A0A1U7TVX0|A0A1U7TVX0_CARSF
OG0007272	sp|Q9CWX2|CIA30_MOUSE	tr|A0A1U7TY72|A0A1U7TY72_CARSF
OG0007273	sp|Q66JY2|IN80D_MOUSE	tr|A0A1U7U0H5|A0A1U7U0H5_CARSF
OG0007274	sp|Q8VBU8|BANP_MOUSE	tr|A0A1U7U5C2|A0A1U7U5C2_CARSF
OG0007275	sp|Q9CQS4|S2546_MOUSE	tr|A0A1U7U5Q8|A0A1U7U5Q8_CARSF
OG0007276	sp|O70258|SGCE_MOUSE	tr|A0A1U7UAE0|A0A1U7UAE0_CARSF
OG0007277	sp|Q91Y97|ALDOB_MOUSE	tr|A0A1U7UAU7|A0A1U7UAU7_CARSF
OG0007278	sp|Q60675|LAMA2_MOUSE	tr|A0A1U7UB12|A0A1U7UB12_CARSF
OG0007279	sp|O54929|WSB2_MOUSE	tr|A0A1U7UBZ0|A0A1U7UBZ0_CARSF
OG0007280	sp|Q99K01|PDXD1_MOUSE	tr|A0A1U7UCR9|A0A1U7UCR9_CARSF
OG0007281	sp|P15307|REL_MOUSE	tr|A0A1U7UD04|A0A1U7UD04_CARSF
OG0007282	sp|Q01231|CXA5_MOUSE	tr|A0A1U7UE94|A0A1U7UE94_CARSF
OG0007283	sp|P60334|CDO1_MOUSE	tr|A0A1U7UP39|A0A1U7UP39_CARSF
OG0007284	sp|Q9R078|AAKB1_MOUSE	tr|A0A1U7UQ91|A0A1U7UQ91_CARSF
OG0007285	tr|Q6NZI9|Q6NZI9_MOUSE	tr|A0A1U7URS8|A0A1U7URS8_CARSF
OG0007286	sp|O54798|BRS3_MOUSE	tr|A0A1U7UST6|A0A1U7UST6_CARSF
OG0007287	sp|P40935|PNMT_MOUSE	tr|A0A1U7UY70|A0A1U7UY70_CARSF
OG0007288	sp|Q6P8I4|PCNP_MOUSE	tr|A0A1U7V4L3|A0A1U7V4L3_CARSF
OG0007289	sp|Q99PM9|UCK2_MOUSE	tr|A0A1U7V534|A0A1U7V534_CARSF
OG0007290	sp|O88874|CCNK_MOUSE	tr|A0A3Q0DKJ8|A0A3Q0DKJ8_CARSF
OG0007291	sp|O08550|KMT2B_MOUSE	tr|A0A3Q0DNG3|A0A3Q0DNG3_CARSF
OG0007292	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A3Q0DPP2|A0A3Q0DPP2_CARSF
OG0007293	sp|Q5RL79|KTAP2_MOUSE	tr|A0A3Q0DQZ2|A0A3Q0DQZ2_CARSF
OG0007294	sp|Q60738|ZNT1_MOUSE	tr|A0A3Q0DS67|A0A3Q0DS67_CARSF
OG0007295	sp|A2AM29|AF9_MOUSE	tr|A0A3Q0DSX1|A0A3Q0DSX1_CARSF
OG0007296	sp|P20033|PDGFA_MOUSE	tr|A0A3Q0DTB7|A0A3Q0DTB7_CARSF
OG0007297	sp|O54887|TSKS_MOUSE	tr|A0A3Q0DUT8|A0A3Q0DUT8_CARSF
OG0007298	sp|Q99PP7|TRI33_MOUSE	tr|A0A3Q0DV95|A0A3Q0DV95_CARSF
OG0007299	sp|Q5SV80|MYO19_MOUSE	tr|A0A3Q0E1Q4|A0A3Q0E1Q4_CARSF
OG0007300	sp|P97950|RB33A_MOUSE	tr|A0A3Q0E4M4|A0A3Q0E4M4_CARSF
OG0007301	sp|Q8BI72|CARF_MOUSE	tr|A0A3Q0E7Z7|A0A3Q0E7Z7_CARSF
OG0007302	sp|Q6NZL0|SOGA3_MOUSE	tr|A0A3Q0EAP4|A0A3Q0EAP4_CARSF
OG0007303	sp|Q5NBU8|XAF1_MOUSE	tr|A0A3Q0ECA1|A0A3Q0ECA1_CARSF
OG0007304	sp|A2AUY4|BAZ2B_MOUSE	tr|A0A3Q0ECJ8|A0A3Q0ECJ8_CARSF
OG0007305	sp|B2RX14|TUT4_MOUSE	tr|A0A3Q0EDM3|A0A3Q0EDM3_CARSF
OG0007306	sp|Q9JL21|CCR10_MOUSE	tr|A0A3Q0EEI2|A0A3Q0EEI2_CARSF
OG0007307	sp|Q8JZP9|GA2L1_MOUSE	tr|A0A3Q0EJS4|A0A3Q0EJS4_CARSF
OG0007308	sp|P83940|ELOC_MOUSE	tr|A0A3Q0EKD0|A0A3Q0EKD0_CARSF
OG0007309	sp|Q3V3F6|MPZL3_MOUSE	tr|A0A1U7SMM0|A0A1U7SMM0_CARSF
OG0007310	sp|Q7TPY9|LDOC1_MOUSE	tr|A0A1U7SP62|A0A1U7SP62_CARSF
OG0007311	sp|P56384|AT5G3_MOUSE	tr|A0A1U7SPY7|A0A1U7SPY7_CARSF
OG0007312	sp|Q76JU9|FFAR1_MOUSE	tr|A0A1U7SQK2|A0A1U7SQK2_CARSF
OG0007313	tr|A2AI76|A2AI76_MOUSE	tr|A0A1U7ST44|A0A1U7ST44_CARSF
OG0007314	sp|Q8C190|VP9D1_MOUSE	tr|A0A1U7SVP3|A0A1U7SVP3_CARSF
OG0007315	sp|Q8BJ73|RSPO4_MOUSE	tr|A0A1U7SYJ9|A0A1U7SYJ9_CARSF
OG0007316	sp|Q99LP6|GRPE1_MOUSE	tr|A0A1U7T3D3|A0A1U7T3D3_CARSF
OG0007317	sp|Q923Z4|FER3L_MOUSE	tr|A0A1U7T9L5|A0A1U7T9L5_CARSF
OG0007318	sp|Q8R2G4|NAR3_MOUSE	tr|A0A1U7TBE7|A0A1U7TBE7_CARSF
OG0007319	sp|P63154|CRNL1_MOUSE	tr|A0A1U7TD53|A0A1U7TD53_CARSF
OG0007320	sp|Q8BTX9|HSDL1_MOUSE	tr|A0A1U7TDA2|A0A1U7TDA2_CARSF
OG0007321	sp|Q8CBG9|RN170_MOUSE	tr|A0A1U7TJR4|A0A1U7TJR4_CARSF
OG0007322	sp|Q9D489|SOLH2_MOUSE	tr|A0A1U7TL67|A0A1U7TL67_CARSF
OG0007323	sp|Q60760|GRB10_MOUSE	tr|A0A1U7TLJ7|A0A1U7TLJ7_CARSF
OG0007324	sp|P05622|PGFRB_MOUSE	tr|A0A1U7TN43|A0A1U7TN43_CARSF
OG0007325	sp|Q61809|LRRN1_MOUSE	tr|A0A1U7TNW9|A0A1U7TNW9_CARSF
OG0007326	sp|Q7TMC8|FCSK_MOUSE	tr|A0A1U7TUK2|A0A1U7TUK2_CARSF
OG0007327	sp|O35906|SPIB_MOUSE	tr|A0A1U7TVB8|A0A1U7TVB8_CARSF
OG0007328	sp|Q91WG3|TRUB2_MOUSE	tr|A0A1U7U0K8|A0A1U7U0K8_CARSF
OG0007329	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A1U7U0R0|A0A1U7U0R0_CARSF
OG0007330	sp|Q61288|ACVL1_MOUSE	tr|A0A1U7U269|A0A1U7U269_CARSF
OG0007331	sp|Q9R0L1|HSF4_MOUSE	tr|A0A1U7U4G2|A0A1U7U4G2_CARSF
OG0007332	sp|P97305|NFAC3_MOUSE	tr|A0A1U7U5B0|A0A1U7U5B0_CARSF
OG0007333	sp|Q91YJ5|IF2M_MOUSE	tr|A0A1U7U5N2|A0A1U7U5N2_CARSF
OG0007334	sp|Q640N3|RHG30_MOUSE	tr|A0A1U7U5U9|A0A1U7U5U9_CARSF
OG0007335	sp|P51906|EAA3_MOUSE	tr|A0A1U7U5W4|A0A1U7U5W4_CARSF
OG0007336	sp|Q5SYH2|TM199_MOUSE	tr|A0A1U7U847|A0A1U7U847_CARSF
OG0007337	sp|Q923S9|RAB30_MOUSE	tr|A0A1U7U859|A0A1U7U859_CARSF
OG0007338	sp|P51150|RAB7A_MOUSE	tr|A0A1U7U8L4|A0A1U7U8L4_CARSF
OG0007339	sp|Q7TSF4|LR75A_MOUSE	tr|A0A1U7U9Q2|A0A1U7U9Q2_CARSF
OG0007340	sp|Q6NZB1|ANM6_MOUSE	tr|A0A1U7UCB8|A0A1U7UCB8_CARSF
OG0007341	sp|P61014|PPLA_MOUSE	tr|A0A1U7UDC2|A0A1U7UDC2_CARSF
OG0007342	sp|P21129|P3_MOUSE	tr|A0A1U7UEM8|A0A1U7UEM8_CARSF
OG0007343	sp|Q9D0I6|WSDU1_MOUSE	tr|A0A1U7UEX6|A0A1U7UEX6_CARSF
OG0007344	sp|Q8VD58|EVI2B_MOUSE	tr|A0A1U7UJN7|A0A1U7UJN7_CARSF
OG0007345	sp|Q9Z0S6|CLD10_MOUSE	tr|A0A1U7UNL7|A0A1U7UNL7_CARSF
OG0007346	sp|Q9JL10|SRTD1_MOUSE	tr|A0A1U7URP3|A0A1U7URP3_CARSF
OG0007347	sp|O54927|WSB1_MOUSE	tr|A0A1U7UST2|A0A1U7UST2_CARSF
OG0007348	sp|Q6R2P8|NEIL2_MOUSE	tr|A0A1U7UXL8|A0A1U7UXL8_CARSF
OG0007349	sp|Q04899|CDK18_MOUSE	tr|A0A1U7UZU5|A0A1U7UZU5_CARSF
OG0007350	sp|Q62421|SH3G3_MOUSE	tr|A0A1U7V2P1|A0A1U7V2P1_CARSF
OG0007351	sp|Q91VU1|YIPF1_MOUSE	tr|A0A1U7V423|A0A1U7V423_CARSF
OG0007352	sp|Q8BVB5|DFB42_MOUSE	tr|A0A3Q0DCQ1|A0A3Q0DCQ1_CARSF
OG0007353	sp|Q6ZQI3|MLEC_MOUSE	tr|A0A3Q0DHV6|A0A3Q0DHV6_CARSF
OG0007354	sp|Q99JF5|MVD1_MOUSE	tr|A0A3Q0DMS0|A0A3Q0DMS0_CARSF
OG0007355	sp|Q9JLG8|CAN15_MOUSE	tr|A0A3Q0DP12|A0A3Q0DP12_CARSF
OG0007356	sp|Q9CQD6|SARCO_MOUSE	tr|A0A3Q0DT82|A0A3Q0DT82_CARSF
OG0007357	sp|Q8C966|PF21B_MOUSE	tr|A0A3Q0DU18|A0A3Q0DU18_CARSF
OG0007358	sp|Q6P9Q6|FKB15_MOUSE	tr|A0A3Q0DWP7|A0A3Q0DWP7_CARSF
OG0007359	sp|Q8VE52|OGRL1_MOUSE	tr|A0A3Q0DZG9|A0A3Q0DZG9_CARSF
OG0007360	sp|Q6PAL7|AHDC1_MOUSE	tr|A0A3Q0E5D6|A0A3Q0E5D6_CARSF
OG0007361	sp|Q922E4|PCY2_MOUSE	tr|A0A3Q0E5H6|A0A3Q0E5H6_CARSF
OG0007362	sp|Q7TQ32|RGMC_MOUSE	tr|A0A3Q0E7R7|A0A3Q0E7R7_CARSF
OG0007363	sp|Q9WU20|MTHR_MOUSE	tr|A0A3Q0E813|A0A3Q0E813_CARSF
OG0007365	sp|Q8VDH1|FBX21_MOUSE	tr|A0A1U7SGG5|A0A1U7SGG5_CARSF
OG0007366	sp|Q9DA16|IZUM2_MOUSE	tr|A0A1U7SPF1|A0A1U7SPF1_CARSF
OG0007367	sp|O35904|PK3CD_MOUSE	tr|A0A1U7SS21|A0A1U7SS21_CARSF
OG0007368	sp|P14753|EPOR_MOUSE	tr|A0A1U7SUC2|A0A1U7SUC2_CARSF
OG0007369	sp|Q61467|ZIC4_MOUSE	tr|A0A1U7SY09|A0A1U7SY09_CARSF
OG0007370	sp|Q3UKU1|ELL2_MOUSE	tr|A0A1U7T205|A0A1U7T205_CARSF
OG0007371	sp|O70472|TM131_MOUSE	tr|A0A1U7T299|A0A1U7T299_CARSF
OG0007372	sp|Q14AT5|ANO7_MOUSE	tr|A0A1U7T2G2|A0A1U7T2G2_CARSF
OG0007373	sp|Q11011|PSA_MOUSE	tr|A0A1U7T743|A0A1U7T743_CARSF
OG0007374	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A1U7T9U4|A0A1U7T9U4_CARSF
OG0007375	sp|P11725|OTC_MOUSE	tr|A0A1U7TAF2|A0A1U7TAF2_CARSF
OG0007376	sp|Q60793|KLF4_MOUSE	tr|A0A1U7TCZ4|A0A1U7TCZ4_CARSF
OG0007377	sp|Q8BFU3|RN214_MOUSE	tr|A0A1U7TDI7|A0A1U7TDI7_CARSF
OG0007378	sp|F6XZJ7|SAM15_MOUSE	tr|A0A1U7TFR7|A0A1U7TFR7_CARSF
OG0007379	sp|Q9JIX0|ENY2_MOUSE	tr|A0A1U7TG63|A0A1U7TG63_CARSF
OG0007380	sp|Q3V009|TMED1_MOUSE	tr|A0A1U7TGF3|A0A1U7TGF3_CARSF
OG0007381	sp|O08674|RBPJL_MOUSE	tr|A0A1U7TH20|A0A1U7TH20_CARSF
OG0007382	sp|Q32NZ6|TMC5_MOUSE	tr|A0A1U7THM2|A0A1U7THM2_CARSF
OG0007383	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A1U7TK92|A0A1U7TK92_CARSF
OG0007384	sp|Q3TKY6|CWC27_MOUSE	tr|A0A1U7TWG8|A0A1U7TWG8_CARSF
OG0007385	sp|Q91YE7|RBM5_MOUSE	tr|A0A1U7TX55|A0A1U7TX55_CARSF
OG0007386	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A1U7TZW5|A0A1U7TZW5_CARSF
OG0007387	sp|P70447|NGN2_MOUSE	tr|A0A1U7U1Z3|A0A1U7U1Z3_CARSF
OG0007388	sp|Q9DB30|PHKG2_MOUSE	tr|A0A1U7U4L1|A0A1U7U4L1_CARSF
OG0007389	sp|P48281|VDR_MOUSE	tr|A0A1U7U5J6|A0A1U7U5J6_CARSF
OG0007390	sp|Q8BUL5|KLHL7_MOUSE	tr|A0A1U7U6M1|A0A1U7U6M1_CARSF
OG0007391	sp|P62342|SELT_MOUSE	tr|A0A1U7U6Q4|A0A1U7U6Q4_CARSF
OG0007392	sp|Q922B9|ITPI2_MOUSE	tr|A0A1U7U8Q4|A0A1U7U8Q4_CARSF
OG0007393	tr|E9PX92|E9PX92_MOUSE	tr|A0A1U7U9F8|A0A1U7U9F8_CARSF
OG0007394	sp|Q3UJF0|GPR55_MOUSE	tr|A0A1U7UB62|A0A1U7UB62_CARSF
OG0007395	sp|O35492|CLK3_MOUSE	tr|A0A1U7UF36|A0A1U7UF36_CARSF
OG0007396	sp|Q80V53|CHSTE_MOUSE	tr|A0A1U7UF58|A0A1U7UF58_CARSF
OG0007397	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A1U7UF64|A0A1U7UF64_CARSF
OG0007398	sp|Q6SP97|ENKUR_MOUSE	tr|A0A1U7UIH1|A0A1U7UIH1_CARSF
OG0007399	sp|Q3HNM7|INSC_MOUSE	tr|A0A1U7UJT2|A0A1U7UJT2_CARSF
OG0007400	sp|Q9DBN4|P33MX_MOUSE	tr|A0A1U7UN13|A0A1U7UN13_CARSF
OG0007401	sp|Q7TST5|LAMP3_MOUSE	tr|A0A1U7UU42|A0A1U7UU42_CARSF
OG0007402	sp|Q9D8X0|MANBL_MOUSE	tr|A0A1U7UVW1|A0A1U7UVW1_CARSF
OG0007403	tr|A2A5F7|A2A5F7_MOUSE	tr|A0A1U7V2E0|A0A1U7V2E0_CARSF
