Orthogroup	Mus_musculus	Cebus_imitator
OG0004372	sp|Q8K1T6|LY66E_MOUSE	tr|A0A2K5RJ26|A0A2K5RJ26_CEBIM
OG0004373	sp|O09159|MA2B1_MOUSE	tr|A0A2K5RJW2|A0A2K5RJW2_CEBIM
OG0004374	sp|Q3UKC1|TAXB1_MOUSE	tr|A0A2K5RMS2|A0A2K5RMS2_CEBIM
OG0004376	sp|Q6PGE7|SC6A7_MOUSE	tr|A0A2K5RU89|A0A2K5RU89_CEBIM
OG0004377	sp|Q8R3N1|NOP14_MOUSE	tr|A0A2K5RW87|A0A2K5RW87_CEBIM
OG0004378	sp|Q9WU02|V1BR_MOUSE	tr|A0A2K5RXR6|A0A2K5RXR6_CEBIM
OG0004379	sp|Q6PFQ7|RASL2_MOUSE	tr|A0A2K5RYS9|A0A2K5RYS9_CEBIM
OG0004380	sp|O35613|DAXX_MOUSE	tr|A0A2K5S313|A0A2K5S313_CEBIM
OG0004381	sp|Q71B07|D19L3_MOUSE	tr|A0A2K5S368|A0A2K5S368_CEBIM
OG0004382	sp|Q9JJ89|CCD86_MOUSE	tr|A0A2K5S4B5|A0A2K5S4B5_CEBIM
OG0004383	sp|P09055|ITB1_MOUSE	tr|A0A2K5S542|A0A2K5S542_CEBIM
OG0004384	sp|E9Q173|BTBDG_MOUSE	tr|A0A2K5S8P3|A0A2K5S8P3_CEBIM
OG0004385	sp|Q9D2Y4|MLKL_MOUSE	tr|A0A2K5S8P7|A0A2K5S8P7_CEBIM
OG0004386	sp|Q9WV84|NDKM_MOUSE	tr|A0A2K5S9Y3|A0A2K5S9Y3_CEBIM
OG0004387	sp|Q3U269|TSTD2_MOUSE	tr|A0A2K5SA13|A0A2K5SA13_CEBIM
OG0004388	sp|Q8C3F7|KLH30_MOUSE	tr|A0A2K5SCL9|A0A2K5SCL9_CEBIM
OG0004389	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A2K5SIB7|A0A2K5SIB7_CEBIM
OG0004390	sp|P13504|IL1R1_MOUSE	tr|A0A2K5SJD2|A0A2K5SJD2_CEBIM
OG0004391	sp|Q8R5K2|UBP33_MOUSE	tr|A0A2K5SJJ5|A0A2K5SJJ5_CEBIM
OG0004392	sp|Q91V09|WDR13_MOUSE	tr|A0A2K5SJN2|A0A2K5SJN2_CEBIM
OG0004393	sp|Q8JZY4|MRPP3_MOUSE	tr|A0A2K5P8R4|A0A2K5P8R4_CEBIM
OG0004394	sp|Q9DAY5|CF120_MOUSE	tr|A0A2K5P9J4|A0A2K5P9J4_CEBIM
OG0004395	sp|Q9JHZ2|ANKH_MOUSE	tr|A0A2K5PDX0|A0A2K5PDX0_CEBIM
OG0004396	sp|Q8C7H1|MMAA_MOUSE	tr|A0A2K5PGM1|A0A2K5PGM1_CEBIM
OG0004397	tr|B8JJ69|B8JJ69_MOUSE	tr|A0A2K5PH69|A0A2K5PH69_CEBIM
OG0004398	sp|Q8BGN5|NPAL3_MOUSE	tr|A0A2K5PI52|A0A2K5PI52_CEBIM
OG0004399	sp|P10711|TCEA1_MOUSE	tr|A0A2K5PJ15|A0A2K5PJ15_CEBIM
OG0004400	sp|Q9WU62|INCE_MOUSE	tr|A0A2K5PJ73|A0A2K5PJ73_CEBIM
OG0004401	sp|Q8BV57|SRCRL_MOUSE	tr|A0A2K5PJB2|A0A2K5PJB2_CEBIM
OG0004402	sp|Q7TQG0|ZBTB5_MOUSE	tr|A0A2K5PLY0|A0A2K5PLY0_CEBIM
OG0004403	sp|P83741|WNK1_MOUSE	tr|A0A2K5PMK4|A0A2K5PMK4_CEBIM
OG0004404	sp|Q922H2|PDK3_MOUSE	tr|A0A2K5PPQ0|A0A2K5PPQ0_CEBIM
OG0004405	sp|Q3U9N9|MOT10_MOUSE	tr|A0A2K5PPT6|A0A2K5PPT6_CEBIM
OG0004406	sp|Q8VCM7|FIBG_MOUSE	tr|A0A2K5PQN3|A0A2K5PQN3_CEBIM
OG0004407	sp|Q9WV96|T10B_MOUSE	tr|A0A2K5PRT1|A0A2K5PRT1_CEBIM
OG0004408	sp|Q7TNF0|DOC2A_MOUSE	tr|A0A2K5PRX3|A0A2K5PRX3_CEBIM
OG0004409	sp|P62984|RL40_MOUSE	tr|A0A2K5PSA0|A0A2K5PSA0_CEBIM
OG0004410	sp|P0DJF2|PT117_MOUSE	tr|A0A2K5PSN8|A0A2K5PSN8_CEBIM
OG0004411	sp|Q91Z22|PORIM_MOUSE	tr|A0A2K5PTM0|A0A2K5PTM0_CEBIM
OG0004412	sp|Q9D6M3|GHC1_MOUSE	tr|A0A2K5PW06|A0A2K5PW06_CEBIM
OG0004413	sp|Q8BWF0|SSDH_MOUSE	tr|A0A2K5PYN3|A0A2K5PYN3_CEBIM
OG0004414	sp|P97821|CATC_MOUSE	tr|A0A2K5PYV9|A0A2K5PYV9_CEBIM
OG0004415	sp|Q9CYK2|QPCT_MOUSE	tr|A0A2K5PZP9|A0A2K5PZP9_CEBIM
OG0004416	sp|P48320|DCE2_MOUSE	tr|A0A2K5Q210|A0A2K5Q210_CEBIM
OG0004417	sp|Q8BHN5|RBM45_MOUSE	tr|A0A2K5Q2M6|A0A2K5Q2M6_CEBIM
OG0004418	sp|Q9WUP7|UCHL5_MOUSE	tr|A0A2K5Q5Y4|A0A2K5Q5Y4_CEBIM
OG0004419	sp|Q8BMS4|COQ3_MOUSE	tr|A0A2K5QHG0|A0A2K5QHG0_CEBIM
OG0004420	sp|Q9JIT0|LMBR1_MOUSE	tr|A0A2K5QJ83|A0A2K5QJ83_CEBIM
OG0004421	sp|Q9D2H2|KAD7_MOUSE	tr|A0A2K5QJP3|A0A2K5QJP3_CEBIM
OG0004422	sp|Q8BGE5|FANCM_MOUSE	tr|A0A2K5QP45|A0A2K5QP45_CEBIM
OG0004423	sp|D3Z5T1|CCD78_MOUSE	tr|A0A2K5QPP1|A0A2K5QPP1_CEBIM
OG0004424	sp|Q64445|COX8A_MOUSE	tr|A0A2K5QRD1|A0A2K5QRD1_CEBIM
OG0004425	sp|Q99JX1|TAF11_MOUSE	tr|A0A2K5QS38|A0A2K5QS38_CEBIM
OG0004426	sp|Q505D7|OPA3_MOUSE	tr|A0A2K5QU69|A0A2K5QU69_CEBIM
OG0004427	sp|Q9D709|TMM79_MOUSE	tr|A0A2K5QYZ0|A0A2K5QYZ0_CEBIM
OG0004428	tr|A0A140LIX9|A0A140LIX9_MOUSE	tr|A0A2K5R2T0|A0A2K5R2T0_CEBIM
OG0004429	sp|Q5TIS6|NOTO_MOUSE	tr|A0A2K5R3U5|A0A2K5R3U5_CEBIM
OG0004430	sp|Q61647|HYAS1_MOUSE	tr|A0A2K5R7H8|A0A2K5R7H8_CEBIM
OG0004431	sp|P19437|CD20_MOUSE	tr|A0A2K5R7L8|A0A2K5R7L8_CEBIM
OG0004432	sp|Q9JHW2|NIT2_MOUSE	tr|A0A2K5R844|A0A2K5R844_CEBIM
OG0004433	sp|Q8CD15|RIOX2_MOUSE	tr|A0A2K5R9T6|A0A2K5R9T6_CEBIM
OG0004434	sp|Q9JM95|SIA7F_MOUSE	tr|A0A2K5RA14|A0A2K5RA14_CEBIM
OG0004435	tr|A2ABX0|A2ABX0_MOUSE	tr|A0A2K5RAI9|A0A2K5RAI9_CEBIM
OG0004436	sp|Q3U108|ARI5A_MOUSE	tr|A0A2K5RE03|A0A2K5RE03_CEBIM
OG0004437	tr|A0A075B5S4|A0A075B5S4_MOUSE	tr|A0A2K5RHL5|A0A2K5RHL5_CEBIM
OG0004438	sp|O70460|CCL19_MOUSE	tr|A0A2K5RII2|A0A2K5RII2_CEBIM
OG0004439	sp|Q8BID8|FXL14_MOUSE	tr|A0A2K5RLT7|A0A2K5RLT7_CEBIM
OG0004440	sp|Q8C1F5|TTC16_MOUSE	tr|A0A2K5RPS7|A0A2K5RPS7_CEBIM
OG0004441	sp|P0C8B4|GON7_MOUSE	tr|A0A2K5RQ23|A0A2K5RQ23_CEBIM
OG0004442	sp|Q8CI11|GNL3_MOUSE	tr|A0A2K5RQR4|A0A2K5RQR4_CEBIM
OG0004443	sp|Q9CR96|TM208_MOUSE	tr|A0A2K5RTH0|A0A2K5RTH0_CEBIM
OG0004444	sp|P61215|CAH10_MOUSE	tr|A0A2K5RUI6|A0A2K5RUI6_CEBIM
OG0004445	sp|Q8BIS8|CC126_MOUSE	tr|A0A2K5RXH4|A0A2K5RXH4_CEBIM
OG0004446	sp|Q9R0A5|NEK3_MOUSE	tr|A0A2K5RY37|A0A2K5RY37_CEBIM
OG0004447	sp|Q8R366|IGSF8_MOUSE	tr|A0A2K5RZ41|A0A2K5RZ41_CEBIM
OG0004448	sp|Q6PDK8|DTX4_MOUSE	tr|A0A2K5S149|A0A2K5S149_CEBIM
OG0004449	sp|Q9CXS4|CENPV_MOUSE	tr|A0A2K5S293|A0A2K5S293_CEBIM
OG0004450	sp|Q924S7|SPRE2_MOUSE	tr|A0A2K5S5D9|A0A2K5S5D9_CEBIM
OG0004451	sp|Q9WUH7|SEM4G_MOUSE	tr|A0A2K5SBK7|A0A2K5SBK7_CEBIM
OG0004452	sp|Q8K2I1|FNTB_MOUSE	tr|A0A2K5SH50|A0A2K5SH50_CEBIM
OG0004453	sp|Q0P5Y3|TPPP2_MOUSE	tr|A0A2K5SIL8|A0A2K5SIL8_CEBIM
OG0004454	sp|P0C7A3|MBOA4_MOUSE	tr|A0A2K5SJ28|A0A2K5SJ28_CEBIM
OG0004455	sp|Q4KL35|MAGIX_MOUSE	tr|A0A2K5P9N9|A0A2K5P9N9_CEBIM
OG0004456	sp|Q8K4Z0|LGI2_MOUSE	tr|A0A2K5PA06|A0A2K5PA06_CEBIM
OG0004457	sp|Q8BR37|NHLC1_MOUSE	tr|A0A2K5PAY3|A0A2K5PAY3_CEBIM
OG0004458	sp|Q6PG04|CCD82_MOUSE	tr|A0A2K5PBG8|A0A2K5PBG8_CEBIM
OG0004459	sp|Q78IQ7|S39A4_MOUSE	tr|A0A2K5PGA2|A0A2K5PGA2_CEBIM
OG0004460	sp|Q9D0G0|RT30_MOUSE	tr|A0A2K5PK75|A0A2K5PK75_CEBIM
OG0004461	sp|Q9D5P4|ADAD2_MOUSE	tr|A0A2K5PQE9|A0A2K5PQE9_CEBIM
OG0004462	sp|Q8CH18|CCAR1_MOUSE	tr|A0A2K5PRD4|A0A2K5PRD4_CEBIM
OG0004463	sp|A2AIR5|NMD3A_MOUSE	tr|A0A2K5PSP1|A0A2K5PSP1_CEBIM
OG0004464	sp|Q62523|ZYX_MOUSE	tr|A0A2K5PV22|A0A2K5PV22_CEBIM
OG0004465	sp|P56388|CART_MOUSE	tr|A0A2K5PWI4|A0A2K5PWI4_CEBIM
OG0004466	sp|A2AV25|FBCD1_MOUSE	tr|A0A2K5PWW2|A0A2K5PWW2_CEBIM
OG0004467	sp|Q91YM2|RHG35_MOUSE	tr|A0A2K5Q1Q5|A0A2K5Q1Q5_CEBIM
OG0004468	sp|Q9WTN0|GGPPS_MOUSE	tr|A0A2K5Q598|A0A2K5Q598_CEBIM
OG0004469	sp|O08808|DIAP1_MOUSE	tr|A0A2K5Q6D8|A0A2K5Q6D8_CEBIM
OG0004470	sp|Q9D3U0|PUS10_MOUSE	tr|A0A2K5Q7H2|A0A2K5Q7H2_CEBIM
OG0004471	sp|Q9CWU9|NUP37_MOUSE	tr|A0A2K5Q7Y1|A0A2K5Q7Y1_CEBIM
OG0004472	tr|A0A0U1RNT7|A0A0U1RNT7_MOUSE	tr|A0A2K5QHC6|A0A2K5QHC6_CEBIM
OG0004473	sp|Q8K0T2|DC2L1_MOUSE	tr|A0A2K5QHD7|A0A2K5QHD7_CEBIM
OG0004474	sp|Q8BZ09|ODC_MOUSE	tr|A0A2K5QHX4|A0A2K5QHX4_CEBIM
OG0004475	sp|Q6ZQ93|UBP34_MOUSE	tr|A0A2K5QK15|A0A2K5QK15_CEBIM
OG0004476	sp|A2A9T0|TBKB1_MOUSE	tr|A0A2K5QLB6|A0A2K5QLB6_CEBIM
OG0004477	sp|O70305|ATX2_MOUSE	tr|A0A2K5QMP6|A0A2K5QMP6_CEBIM
OG0004478	sp|P14231|AT1B2_MOUSE	tr|A0A2K5QNQ4|A0A2K5QNQ4_CEBIM
OG0004479	sp|Q8BL86|MBLC2_MOUSE	tr|A0A2K5QRH9|A0A2K5QRH9_CEBIM
OG0004480	sp|P46718|PDCD2_MOUSE	tr|A0A2K5QS43|A0A2K5QS43_CEBIM
OG0004481	sp|O70194|EIF3D_MOUSE	tr|A0A2K5QT30|A0A2K5QT30_CEBIM
OG0004482	sp|Q9Z0G4|CCN5_MOUSE	tr|A0A2K5QTT3|A0A2K5QTT3_CEBIM
OG0004483	sp|Q8C7U1|N4BP3_MOUSE	tr|A0A2K5QUA0|A0A2K5QUA0_CEBIM
OG0004484	sp|Q9CWX4|RUSD4_MOUSE	tr|A0A2K5QVS0|A0A2K5QVS0_CEBIM
OG0004485	sp|Q9DAL0|SIM23_MOUSE	tr|A0A2K5QWB9|A0A2K5QWB9_CEBIM
OG0004486	sp|Q80VY9|DHX33_MOUSE	tr|A0A2K5QWK1|A0A2K5QWK1_CEBIM
OG0004487	sp|Q8JZV4|RBM41_MOUSE	tr|A0A2K5QWU0|A0A2K5QWU0_CEBIM
OG0004488	sp|P28563|DUS1_MOUSE	tr|A0A2K5QXF1|A0A2K5QXF1_CEBIM
OG0004489	sp|Q9QZJ6|MFAP5_MOUSE	tr|A0A2K5QZ68|A0A2K5QZ68_CEBIM
OG0004490	sp|Q8JZY2|COMDA_MOUSE	tr|A0A2K5QZF3|A0A2K5QZF3_CEBIM
OG0004491	sp|Q6PIX9|CQ080_MOUSE	tr|A0A2K5R132|A0A2K5R132_CEBIM
OG0004492	sp|Q8VC31|CCDC9_MOUSE	tr|A0A2K5R248|A0A2K5R248_CEBIM
OG0004493	sp|Q9D2Q3|PAAT_MOUSE	tr|A0A2K5R3D9|A0A2K5R3D9_CEBIM
OG0004494	sp|Q3V3I5|CQ067_MOUSE	tr|A0A2K5R479|A0A2K5R479_CEBIM
OG0004495	sp|Q8BQN5|FA78B_MOUSE	tr|A0A2K5R5V9|A0A2K5R5V9_CEBIM
OG0004496	sp|Q9CPS6|HINT3_MOUSE	tr|A0A2K5R8E5|A0A2K5R8E5_CEBIM
OG0004497	sp|Q9DA75|NLS1_MOUSE	tr|A0A2K5R9H6|A0A2K5R9H6_CEBIM
OG0004498	sp|Q80SY6|ADAL_MOUSE	tr|A0A2K5RBG0|A0A2K5RBG0_CEBIM
OG0004499	sp|Q6PGG2|GMIP_MOUSE	tr|A0A2K5RD51|A0A2K5RD51_CEBIM
OG0004500	sp|Q60677|ITAE_MOUSE	tr|A0A2K5RDE9|A0A2K5RDE9_CEBIM
OG0004501	sp|Q9D869|CHP2_MOUSE	tr|A0A2K5RF06|A0A2K5RF06_CEBIM
OG0004502	sp|Q8K1L2|SPIN4_MOUSE	tr|A0A2K5RGU0|A0A2K5RGU0_CEBIM
OG0004503	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A2K5RNC9|A0A2K5RNC9_CEBIM
OG0004504	sp|Q99JY3|GIMA4_MOUSE	tr|A0A2K5RPF9|A0A2K5RPF9_CEBIM
OG0004505	sp|Q99PJ2|TRIM8_MOUSE	tr|A0A2K5RTC3|A0A2K5RTC3_CEBIM
OG0004506	tr|A2ABG4|A2ABG4_MOUSE	tr|A0A2K5RTG1|A0A2K5RTG1_CEBIM
OG0004507	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A2K5RVF4|A0A2K5RVF4_CEBIM
OG0004508	sp|O35435|PYRD_MOUSE	tr|A0A2K5RY76|A0A2K5RY76_CEBIM
OG0004509	sp|Q80XE1|RIC8B_MOUSE	tr|A0A2K5RZQ4|A0A2K5RZQ4_CEBIM
OG0004510	sp|Q8K348|ACV1C_MOUSE	tr|A0A2K5S0R8|A0A2K5S0R8_CEBIM
OG0004511	sp|Q64336|TBR1_MOUSE	tr|A0A2K5S1I5|A0A2K5S1I5_CEBIM
OG0004512	sp|Q9CRT8|XPOT_MOUSE	tr|A0A2K5S5W4|A0A2K5S5W4_CEBIM
OG0004513	sp|Q91ZJ9|HYAL1_MOUSE	tr|A0A2K5S7N7|A0A2K5S7N7_CEBIM
OG0004514	sp|P52912|TIA1_MOUSE	tr|A0A2K5S9T1|A0A2K5S9T1_CEBIM
OG0004515	sp|Q8BVB5|DFB42_MOUSE	tr|A0A2K5SEN9|A0A2K5SEN9_CEBIM
OG0004516	sp|Q3UA37|QRIC1_MOUSE	tr|A0A2K5SH45|A0A2K5SH45_CEBIM
OG0004517	sp|Q9D6N5|NC2A_MOUSE	tr|A0A2K5SHU1|A0A2K5SHU1_CEBIM
OG0004518	sp|Q91W45|PAI2B_MOUSE	tr|A0A2K5P8Q3|A0A2K5P8Q3_CEBIM
OG0004519	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|A0A2K5P991|A0A2K5P991_CEBIM
OG0004520	tr|Q504M2|Q504M2_MOUSE	tr|A0A2K5PCF4|A0A2K5PCF4_CEBIM
OG0004521	sp|Q3UEB3|PUF60_MOUSE	tr|A0A2K5PD71|A0A2K5PD71_CEBIM
OG0004522	tr|E9PUP1|E9PUP1_MOUSE	tr|A0A2K5PDT2|A0A2K5PDT2_CEBIM
OG0004523	sp|Q3UF25|STIMA_MOUSE	tr|A0A2K5PGF3|A0A2K5PGF3_CEBIM
OG0004524	sp|O35054|CLD4_MOUSE	tr|A0A2K5PHR8|A0A2K5PHR8_CEBIM
OG0004525	sp|Q99KU1|DHDDS_MOUSE	tr|A0A2K5PJN7|A0A2K5PJN7_CEBIM
OG0004526	sp|Q8C4W3|NRN1L_MOUSE	tr|A0A2K5PML6|A0A2K5PML6_CEBIM
OG0004527	sp|Q91Z58|CF132_MOUSE	tr|A0A2K5PMW5|A0A2K5PMW5_CEBIM
OG0004528	sp|Q99LX5|MMTA2_MOUSE	tr|A0A2K5PNG0|A0A2K5PNG0_CEBIM
OG0004529	sp|Q9Z0G9|CLD3_MOUSE	tr|A0A2K5PPB2|A0A2K5PPB2_CEBIM
OG0004530	sp|Q9DD16|NUD22_MOUSE	tr|A0A2K5PPE6|A0A2K5PPE6_CEBIM
OG0004532	sp|O35235|TNF11_MOUSE	tr|A0A2K5PUP3|A0A2K5PUP3_CEBIM
OG0004533	sp|P14901|HMOX1_MOUSE	tr|A0A2K5Q247|A0A2K5Q247_CEBIM
OG0004534	sp|P52503|NDUS6_MOUSE	tr|A0A2K5Q2A8|A0A2K5Q2A8_CEBIM
OG0004535	sp|Q8BJH1|ZC21A_MOUSE	tr|A0A2K5Q3E1|A0A2K5Q3E1_CEBIM
OG0004536	sp|Q9WU22|PTN4_MOUSE	tr|A0A2K5Q3H5|A0A2K5Q3H5_CEBIM
OG0004537	sp|P35762|CD81_MOUSE	tr|A0A2K5Q4A9|A0A2K5Q4A9_CEBIM
OG0004538	sp|P51450|RORG_MOUSE	tr|A0A2K5Q508|A0A2K5Q508_CEBIM
OG0004539	sp|Q9DAQ5|CQ098_MOUSE	tr|A0A2K5Q559|A0A2K5Q559_CEBIM
OG0004540	sp|Q9D3R3|CEP72_MOUSE	tr|A0A2K5Q813|A0A2K5Q813_CEBIM
OG0004541	tr|E9Q9F7|E9Q9F7_MOUSE	tr|A0A2K5Q9B8|A0A2K5Q9B8_CEBIM
OG0004542	sp|Q9CZ62|CEP97_MOUSE	tr|A0A2K5Q9K8|A0A2K5Q9K8_CEBIM
OG0004543	sp|Q8R149|BUD13_MOUSE	tr|A0A2K5QBH1|A0A2K5QBH1_CEBIM
OG0004544	sp|Q810M1|CF299_MOUSE	tr|A0A2K5QIN5|A0A2K5QIN5_CEBIM
OG0004545	sp|Q8BJA3|HMBX1_MOUSE	tr|A0A2K5QJ51|A0A2K5QJ51_CEBIM
OG0004546	sp|Q3UHD1|AGRB1_MOUSE	tr|A0A2K5QMA5|A0A2K5QMA5_CEBIM
OG0004547	sp|Q0VAV2|EXPH5_MOUSE	tr|A0A2K5QMX0|A0A2K5QMX0_CEBIM
OG0004548	sp|Q60769|TNAP3_MOUSE	tr|A0A2K5QNI8|A0A2K5QNI8_CEBIM
OG0004549	sp|O54991|CNTP1_MOUSE	tr|A0A2K5QS61|A0A2K5QS61_CEBIM
OG0004550	sp|Q8VI24|SATB2_MOUSE	tr|A0A2K5QXN9|A0A2K5QXN9_CEBIM
OG0004551	sp|Q61735|CD47_MOUSE	tr|A0A2K5QYE8|A0A2K5QYE8_CEBIM
OG0004552	sp|Q8K1A6|C2D1A_MOUSE	tr|A0A2K5R1C9|A0A2K5R1C9_CEBIM
OG0004553	sp|D3Z6S9|ERIP6_MOUSE	tr|A0A2K5R1Q9|A0A2K5R1Q9_CEBIM
OG0004554	sp|Q8CIV2|MBRL_MOUSE	tr|A0A2K5R3B9|A0A2K5R3B9_CEBIM
OG0004555	sp|Q8K202|RPA49_MOUSE	tr|A0A2K5R5F5|A0A2K5R5F5_CEBIM
OG0004556	sp|Q8JZM7|CDC73_MOUSE	tr|A0A2K5R6L9|A0A2K5R6L9_CEBIM
OG0004557	sp|O89029|MATN4_MOUSE	tr|A0A2K5R6U0|A0A2K5R6U0_CEBIM
OG0004558	sp|Q61103|REQU_MOUSE	tr|A0A2K5R8F5|A0A2K5R8F5_CEBIM
OG0004559	sp|Q6PIX5|RHDF1_MOUSE	tr|A0A2K5RCT9|A0A2K5RCT9_CEBIM
OG0004560	sp|Q9CYF5|RCC1L_MOUSE	tr|A0A2K5RJB5|A0A2K5RJB5_CEBIM
OG0004561	sp|Q99P88|NU155_MOUSE	tr|A0A2K5RME6|A0A2K5RME6_CEBIM
OG0004562	sp|Q9JIY0|PKHO1_MOUSE	tr|A0A2K5RQ84|A0A2K5RQ84_CEBIM
OG0004563	sp|Q8BXN7|PPM1K_MOUSE	tr|A0A2K5RTS7|A0A2K5RTS7_CEBIM
OG0004564	sp|Q8BL80|RHG22_MOUSE	tr|A0A2K5RXE6|A0A2K5RXE6_CEBIM
OG0004565	sp|P59270|B3GA2_MOUSE	tr|A0A2K5RZJ8|A0A2K5RZJ8_CEBIM
OG0004566	sp|Q8VCZ7|ZBT7C_MOUSE	tr|A0A2K5S037|A0A2K5S037_CEBIM
OG0004567	sp|P32043|HXC5_MOUSE	tr|A0A2K5S0W2|A0A2K5S0W2_CEBIM
OG0004568	sp|Q3UMB5|SMCR8_MOUSE	tr|A0A2K5S2F1|A0A2K5S2F1_CEBIM
OG0004569	tr|A2AFK4|A2AFK4_MOUSE	tr|A0A2K5S319|A0A2K5S319_CEBIM
OG0004570	sp|Q99PW8|KIF17_MOUSE	tr|A0A2K5S4S5|A0A2K5S4S5_CEBIM
OG0004571	sp|Q9QXQ1|PDE7B_MOUSE	tr|A0A2K5S873|A0A2K5S873_CEBIM
OG0004572	tr|A0A571BEL3|A0A571BEL3_MOUSE	tr|A0A2K5SAQ7|A0A2K5SAQ7_CEBIM
OG0004573	sp|Q6NVD9|BFSP2_MOUSE	tr|A0A2K5SC49|A0A2K5SC49_CEBIM
OG0004574	sp|Q9D270|ZDH21_MOUSE	tr|A0A2K5SCZ3|A0A2K5SCZ3_CEBIM
OG0004575	sp|P0CB42|ALKB1_MOUSE	tr|A0A2K5SEC2|A0A2K5SEC2_CEBIM
OG0004576	sp|Q8BWR2|PITH1_MOUSE	tr|A0A2K5SI08|A0A2K5SI08_CEBIM
OG0004577	sp|Q8CI04|COG3_MOUSE	tr|A0A2K5SI98|A0A2K5SI98_CEBIM
OG0004578	sp|Q91YM4|FAKD4_MOUSE	tr|A0A2K5P910|A0A2K5P910_CEBIM
OG0004579	sp|Q5GFD5|HS3S6_MOUSE	tr|A0A2K5PB96|A0A2K5PB96_CEBIM
OG0004580	sp|Q9JJC9|HERP2_MOUSE	tr|A0A2K5PD29|A0A2K5PD29_CEBIM
OG0004581	sp|P82349|SGCB_MOUSE	tr|A0A2K5PEQ1|A0A2K5PEQ1_CEBIM
OG0004582	sp|Q8BH50|CR025_MOUSE	tr|A0A2K5PF42|A0A2K5PF42_CEBIM
OG0004583	sp|Q80X91|F110D_MOUSE	tr|A0A2K5PJH6|A0A2K5PJH6_CEBIM
OG0004584	sp|O09000|NCOA3_MOUSE	tr|A0A2K5PKD5|A0A2K5PKD5_CEBIM
OG0004585	sp|Q9CQW0|EMC6_MOUSE	tr|A0A2K5PLP7|A0A2K5PLP7_CEBIM
OG0004586	sp|Q9QZS7|NPHN_MOUSE	tr|A0A2K5PU09|A0A2K5PU09_CEBIM
OG0004588	sp|Q60611|SATB1_MOUSE	tr|A0A2K5PYU7|A0A2K5PYU7_CEBIM
OG0004589	tr|D3YUU6|D3YUU6_MOUSE	tr|A0A2K5PZA8|A0A2K5PZA8_CEBIM
OG0004590	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A2K5PZB6|A0A2K5PZB6_CEBIM
OG0004591	sp|P41588|VIPR2_MOUSE	tr|A0A2K5Q2Q5|A0A2K5Q2Q5_CEBIM
OG0004592	sp|P35283|RAB12_MOUSE	tr|A0A2K5Q2Y6|A0A2K5Q2Y6_CEBIM
OG0004593	sp|O88700|BLM_MOUSE	tr|A0A2K5Q465|A0A2K5Q465_CEBIM
OG0004594	sp|Q8CHS4|PLCX1_MOUSE	tr|A0A2K5Q8W1|A0A2K5Q8W1_CEBIM
OG0004595	sp|P97469|SNAI2_MOUSE	tr|A0A2K5Q9V3|A0A2K5Q9V3_CEBIM
OG0004596	sp|P97857|ATS1_MOUSE	tr|A0A2K5Q9W6|A0A2K5Q9W6_CEBIM
OG0004597	sp|Q60857|SC6A4_MOUSE	tr|A0A2K5QDY8|A0A2K5QDY8_CEBIM
OG0004598	sp|A2ARM1|PATL2_MOUSE	tr|A0A2K5QGB3|A0A2K5QGB3_CEBIM
OG0004599	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A2K5QJ04|A0A2K5QJ04_CEBIM
OG0004600	sp|P16254|SRP14_MOUSE	tr|A0A2K5QJ37|A0A2K5QJ37_CEBIM
OG0004601	sp|Q02248|CTNB1_MOUSE	tr|A0A2K5QJ96|A0A2K5QJ96_CEBIM
OG0004602	sp|O88842|FGD3_MOUSE	tr|A0A2K5QLU3|A0A2K5QLU3_CEBIM
OG0004603	sp|Q3UQS8|RBM20_MOUSE	tr|A0A2K5QQB0|A0A2K5QQB0_CEBIM
OG0004604	sp|Q8CHT1|NGEF_MOUSE	tr|A0A2K5QSR1|A0A2K5QSR1_CEBIM
OG0004605	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A2K5QT46|A0A2K5QT46_CEBIM
OG0004606	sp|P29812|TYRP2_MOUSE	tr|A0A2K5QUW3|A0A2K5QUW3_CEBIM
OG0004608	sp|Q9CY24|T179B_MOUSE	tr|A0A2K5QYH5|A0A2K5QYH5_CEBIM
OG0004609	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A2K5R1P3|A0A2K5R1P3_CEBIM
OG0004610	sp|Q4KMM3|OXR1_MOUSE	tr|A0A2K5R206|A0A2K5R206_CEBIM
OG0004611	sp|Q9ER65|CSTN2_MOUSE	tr|A0A2K5R311|A0A2K5R311_CEBIM
OG0004612	sp|Q91XF0|PNPO_MOUSE	tr|A0A2K5R3T6|A0A2K5R3T6_CEBIM
OG0004613	sp|Q64455|PTPRJ_MOUSE	tr|A0A2K5R5J7|A0A2K5R5J7_CEBIM
OG0004614	sp|P63321|RALA_MOUSE	tr|A0A2K5R7M1|A0A2K5R7M1_CEBIM
OG0004615	sp|Q91WD0|GP108_MOUSE	tr|A0A2K5RAF2|A0A2K5RAF2_CEBIM
OG0004616	sp|P63054|PCP4_MOUSE	tr|A0A2K5RE74|A0A2K5RE74_CEBIM
