Orthogroup	Mus_musculus	Marmota_marmota_marmota
OG0008671	sp|Q8K078|SO4A1_MOUSE	tr|A0A8C5YUV9|A0A8C5YUV9_MARMA
OG0008672	sp|P09084|PAX1_MOUSE	tr|A0A8C5YVD2|A0A8C5YVD2_MARMA
OG0008673	tr|Q9D976|Q9D976_MOUSE	tr|A0A8C5YVJ7|A0A8C5YVJ7_MARMA
OG0008674	sp|Q9JL21|CCR10_MOUSE	tr|A0A8C5YWQ9|A0A8C5YWQ9_MARMA
OG0008675	sp|O54943|PER2_MOUSE	tr|A0A8C5YXY3|A0A8C5YXY3_MARMA
OG0008676	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A8C5YZP6|A0A8C5YZP6_MARMA
OG0008677	sp|Q9DBY4|TRIL_MOUSE	tr|A0A8C5Z0E4|A0A8C5Z0E4_MARMA
OG0008678	sp|O55242|SGMR1_MOUSE	tr|A0A8C5Z3E3|A0A8C5Z3E3_MARMA
OG0008679	sp|Q9Z0H8|CLIP2_MOUSE	tr|A0A8C5Z512|A0A8C5Z512_MARMA
OG0008680	sp|Q8R3B7|BRD8_MOUSE	tr|A0A8C5Z6S0|A0A8C5Z6S0_MARMA
OG0008681	sp|O35679|ISK4_MOUSE	tr|A0A8C5Z725|A0A8C5Z725_MARMA
OG0008682	sp|Q5U4C3|SFR19_MOUSE	tr|A0A8C5Z7T2|A0A8C5Z7T2_MARMA
OG0008683	sp|Q9WVS6|PRKN_MOUSE	tr|A0A8C5Z8P7|A0A8C5Z8P7_MARMA
OG0008684	sp|Q6P926|SPA24_MOUSE	tr|A0A8C5ZBA3|A0A8C5ZBA3_MARMA
OG0008685	sp|Q9DA39|LFG4_MOUSE	tr|A0A8C5ZBH5|A0A8C5ZBH5_MARMA
OG0008686	sp|Q9D5P4|ADAD2_MOUSE	tr|A0A8C5ZCK2|A0A8C5ZCK2_MARMA
OG0008687	sp|Q99MS8|TPGS1_MOUSE	tr|A0A8C5ZCY6|A0A8C5ZCY6_MARMA
OG0008688	tr|F6R5P4|F6R5P4_MOUSE	tr|A0A8C5ZD96|A0A8C5ZD96_MARMA
OG0008689	sp|Q9JKC7|AP4M1_MOUSE	tr|A0A8C5ZFH9|A0A8C5ZFH9_MARMA
OG0008690	sp|Q99LB7|SARDH_MOUSE	tr|A0A8C5ZFS5|A0A8C5ZFS5_MARMA
OG0008691	sp|P30276|CCNB2_MOUSE	tr|A0A8C5ZGC0|A0A8C5ZGC0_MARMA
OG0008692	sp|Q6NSU3|GL8D1_MOUSE	tr|A0A8C5ZGJ4|A0A8C5ZGJ4_MARMA
OG0008693	sp|Q8K2D0|F199X_MOUSE	tr|A0A8C5ZHC9|A0A8C5ZHC9_MARMA
OG0008694	sp|Q8BSQ9|PB1_MOUSE	tr|A0A8C5ZHZ6|A0A8C5ZHZ6_MARMA
OG0008695	sp|Q9DBT4|ENTP4_MOUSE	tr|A0A8C5ZIF1|A0A8C5ZIF1_MARMA
OG0008696	sp|Q5U4F6|DC2I2_MOUSE	tr|A0A8C5ZL11|A0A8C5ZL11_MARMA
OG0008697	sp|Q9D8I2|P2Y13_MOUSE	tr|A0A8C5ZM32|A0A8C5ZM32_MARMA
OG0008698	sp|Q8BLD9|DRD5_MOUSE	tr|A0A8C5ZNG9|A0A8C5ZNG9_MARMA
OG0008699	sp|A2ARJ3|TM236_MOUSE	tr|A0A8C5ZNP9|A0A8C5ZNP9_MARMA
OG0008700	sp|Q61738|ITA7_MOUSE	tr|A0A8C5ZP30|A0A8C5ZP30_MARMA
OG0008701	sp|Q8BMF8|GLDN_MOUSE	tr|A0A8C5ZPJ8|A0A8C5ZPJ8_MARMA
OG0008702	sp|Q9QUR7|PIN1_MOUSE	tr|A0A8C5ZSD4|A0A8C5ZSD4_MARMA
OG0008703	sp|Q9JIX0|ENY2_MOUSE	tr|A0A8C5ZTA8|A0A8C5ZTA8_MARMA
OG0008704	sp|P97352|S10AD_MOUSE	tr|A0A8C5ZUR2|A0A8C5ZUR2_MARMA
OG0008705	sp|Q9DCB8|ISCA2_MOUSE	tr|A0A8C5ZUT7|A0A8C5ZUT7_MARMA
OG0008706	sp|Q8BZR9|NCBP3_MOUSE	tr|A0A8C5ZXC9|A0A8C5ZXC9_MARMA
OG0008707	sp|Q62147|SSPN_MOUSE	tr|A0A8C5ZY21|A0A8C5ZY21_MARMA
OG0008708	sp|Q9QYH9|TNF14_MOUSE	tr|A0A8C5ZZ62|A0A8C5ZZ62_MARMA
OG0008709	sp|P09036|ISK1_MOUSE	tr|A0A8C6A0N0|A0A8C6A0N0_MARMA
OG0008710	sp|Q8CHY7|TTC23_MOUSE	tr|A0A8C6A238|A0A8C6A238_MARMA
OG0008711	sp|Q9DA69|IFT43_MOUSE	tr|A0A8C6A2B2|A0A8C6A2B2_MARMA
OG0008712	sp|Q9ER71|RHOJ_MOUSE	tr|A0A8C6A4V0|A0A8C6A4V0_MARMA
OG0008713	tr|Q8BXH3|Q8BXH3_MOUSE	tr|A0A8C6A8G6|A0A8C6A8G6_MARMA
OG0008714	sp|Q8K348|ACV1C_MOUSE	tr|A0A8C6A8Z7|A0A8C6A8Z7_MARMA
OG0008715	sp|Q62371|DDR2_MOUSE	tr|A0A8C6A9D5|A0A8C6A9D5_MARMA
OG0008716	sp|Q8BID8|FXL14_MOUSE	tr|A0A8C6ACV9|A0A8C6ACV9_MARMA
OG0008717	sp|P43027|GDF5_MOUSE	tr|A0A8C6AD46|A0A8C6AD46_MARMA
OG0008718	sp|Q9Z0H1|WDR46_MOUSE	tr|A0A8C6AE77|A0A8C6AE77_MARMA
OG0008719	sp|G3X9C2|FBX50_MOUSE	tr|A0A8C6ELU5|A0A8C6ELU5_MARMA
OG0008720	sp|P56394|COX17_MOUSE	tr|A0A8C6ESG8|A0A8C6ESG8_MARMA
OG0008721	sp|Q62422|OSTF1_MOUSE	tr|A0A8C6ETB7|A0A8C6ETB7_MARMA
OG0008722	sp|Q8R2V5|ADAP2_MOUSE	tr|A0A8C6ETF0|A0A8C6ETF0_MARMA
OG0008723	sp|P32211|ACM4_MOUSE	tr|A0A8C6EU13|A0A8C6EU13_MARMA
OG0008724	sp|Q5HZJ5|EREP3_MOUSE	tr|A0A8C6EUA4|A0A8C6EUA4_MARMA
OG0008725	sp|P06802|ENPP1_MOUSE	tr|A0A8C6EW70|A0A8C6EW70_MARMA
OG0008726	sp|Q5SSH8|NEUFC_MOUSE	tr|A0A8C6EX57|A0A8C6EX57_MARMA
OG0008727	sp|Q99JP7|GGT7_MOUSE	tr|A0A8C6EZ26|A0A8C6EZ26_MARMA
OG0008728	sp|Q9D211|C2AIL_MOUSE	tr|A0A8C5YJV7|A0A8C5YJV7_MARMA
OG0008729	sp|E9Q7R9|CFA43_MOUSE	tr|A0A8C5YK30|A0A8C5YK30_MARMA
OG0008730	tr|Q3V3W4|Q3V3W4_MOUSE	tr|A0A8C5YRG4|A0A8C5YRG4_MARMA
OG0008731	sp|Q9D136|OGFD3_MOUSE	tr|A0A8C5YRQ3|A0A8C5YRQ3_MARMA
OG0008732	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A8C5YS00|A0A8C5YS00_MARMA
OG0008733	sp|Q07279|NFE2_MOUSE	tr|A0A8C5YT70|A0A8C5YT70_MARMA
OG0008734	sp|Q8BX09|RBBP5_MOUSE	tr|A0A8C5YTG0|A0A8C5YTG0_MARMA
OG0008735	sp|P56563|LMIP_MOUSE	tr|A0A8C5YUB5|A0A8C5YUB5_MARMA
OG0008736	sp|Q5GH62|XKR9_MOUSE	tr|A0A8C5YX03|A0A8C5YX03_MARMA
OG0008737	sp|Q6P5G0|MK04_MOUSE	tr|A0A8C5YXR0|A0A8C5YXR0_MARMA
OG0008738	sp|A2A5E6|Z385C_MOUSE	tr|A0A8C5YYU1|A0A8C5YYU1_MARMA
OG0008739	sp|Q8BMQ3|BNC2_MOUSE	tr|A0A8C5Z0K8|A0A8C5Z0K8_MARMA
OG0008740	sp|O35219|KCNH2_MOUSE	tr|A0A8C5Z0X0|A0A8C5Z0X0_MARMA
OG0008741	sp|Q9D659|VISTA_MOUSE	tr|A0A8C5Z3X6|A0A8C5Z3X6_MARMA
OG0008742	tr|E9QAW0|E9QAW0_MOUSE	tr|A0A8C5Z5U7|A0A8C5Z5U7_MARMA
OG0008743	sp|P09470|ACE_MOUSE	tr|A0A8C5Z8C3|A0A8C5Z8C3_MARMA
OG0008744	tr|E9Q9H8|E9Q9H8_MOUSE	tr|A0A8C5Z8I5|A0A8C5Z8I5_MARMA
OG0008745	sp|Q8BG30|NELFA_MOUSE	tr|A0A8C5Z9L3|A0A8C5Z9L3_MARMA
OG0008746	sp|Q6NSR8|PEPL1_MOUSE	tr|A0A8C5Z9P4|A0A8C5Z9P4_MARMA
OG0008747	sp|Q8R0F8|FAHD1_MOUSE	tr|A0A8C5ZAL3|A0A8C5ZAL3_MARMA
OG0008748	sp|Q793I8|TIFA_MOUSE	tr|A0A8C5ZAS5|A0A8C5ZAS5_MARMA
OG0008749	sp|Q8K1Z0|COQ9_MOUSE	tr|A0A8C5ZE83|A0A8C5ZE83_MARMA
OG0008750	sp|Q8VEH5|EPMIP_MOUSE	tr|A0A8C5ZGF7|A0A8C5ZGF7_MARMA
OG0008751	sp|P09056|LIF_MOUSE	tr|A0A8C5ZHD4|A0A8C5ZHD4_MARMA
OG0008752	sp|P58660|CAR10_MOUSE	tr|A0A8C5ZMC6|A0A8C5ZMC6_MARMA
OG0008753	sp|Q6P9Q4|FHOD1_MOUSE	tr|A0A8C5ZNC7|A0A8C5ZNC7_MARMA
OG0008754	sp|Q8BZL4|GPR22_MOUSE	tr|A0A8C5ZQ60|A0A8C5ZQ60_MARMA
OG0008755	sp|Q64277|BST1_MOUSE	tr|A0A8C5ZQ94|A0A8C5ZQ94_MARMA
OG0008756	sp|Q8CHQ0|FBX4_MOUSE	tr|A0A8C5ZTH2|A0A8C5ZTH2_MARMA
OG0008757	sp|Q9CXI3|MOXD1_MOUSE	tr|A0A8C5ZV52|A0A8C5ZV52_MARMA
OG0008758	sp|Q8R1G2|CMBL_MOUSE	tr|A0A8C5ZVI2|A0A8C5ZVI2_MARMA
OG0008759	sp|Q7TSG2|CTDP1_MOUSE	tr|A0A8C5ZWW7|A0A8C5ZWW7_MARMA
OG0008760	sp|Q3UPP8|CEP63_MOUSE	tr|A0A8C5ZY53|A0A8C5ZY53_MARMA
OG0008761	sp|Q3UVR3|TTBK2_MOUSE	tr|A0A8C5ZYF2|A0A8C5ZYF2_MARMA
OG0008762	sp|Q5NC32|MOT11_MOUSE	tr|A0A8C5ZYY2|A0A8C5ZYY2_MARMA
OG0008763	sp|Q99JU7|BNIPL_MOUSE	tr|A0A8C6A1B6|A0A8C6A1B6_MARMA
OG0008764	sp|O35701|MATN3_MOUSE	tr|A0A8C6A881|A0A8C6A881_MARMA
OG0008765	sp|Q9JL04|FMN2_MOUSE	tr|A0A8C6A900|A0A8C6A900_MARMA
OG0008766	sp|Q9D8T3|REBL1_MOUSE	tr|A0A8C6AA63|A0A8C6AA63_MARMA
OG0008767	sp|P15331|PERI_MOUSE	tr|A0A8C6AA81|A0A8C6AA81_MARMA
OG0008768	sp|Q9D552|SPT17_MOUSE	tr|A0A8C6ABR6|A0A8C6ABR6_MARMA
OG0008769	sp|Q3U9G9|LBR_MOUSE	tr|A0A8C6AC67|A0A8C6AC67_MARMA
OG0008770	sp|Q8R043|SIM29_MOUSE	tr|A0A8C6ADT0|A0A8C6ADT0_MARMA
OG0008771	sp|E9Q2Z1|CECR2_MOUSE	tr|A0A8C6AF82|A0A8C6AF82_MARMA
OG0008772	sp|Q9Z175|LOXL3_MOUSE	tr|A0A8C6EPA8|A0A8C6EPA8_MARMA
OG0008773	sp|Q8CEZ4|MB214_MOUSE	tr|A0A8C6EQR9|A0A8C6EQR9_MARMA
OG0008774	tr|A0A286YDB2|A0A286YDB2_MOUSE	tr|A0A8C6ES78|A0A8C6ES78_MARMA
OG0008775	sp|Q6IR42|ZCPW1_MOUSE	tr|A0A8C6ET47|A0A8C6ET47_MARMA
OG0008776	sp|G3X912|SPRTN_MOUSE	tr|A0A8C6ETN3|A0A8C6ETN3_MARMA
OG0008777	sp|Q8BP31|RN122_MOUSE	tr|A0A8C6EUE2|A0A8C6EUE2_MARMA
OG0008778	sp|P24638|PPAL_MOUSE	tr|A0A8C6EUP2|A0A8C6EUP2_MARMA
OG0008779	sp|Q9D1D6|CTHR1_MOUSE	tr|A0A8C6EVQ6|A0A8C6EVQ6_MARMA
OG0008780	sp|Q8VE49|DOXA1_MOUSE	tr|A0A8C6EWG9|A0A8C6EWG9_MARMA
OG0008781	sp|A2AQ19|RTF1_MOUSE	tr|A0A8C6EY08|A0A8C6EY08_MARMA
OG0008782	sp|Q8BP27|SFR1_MOUSE	tr|A0A8C5YJA8|A0A8C5YJA8_MARMA
OG0008783	tr|D3Z7A5|D3Z7A5_MOUSE	tr|A0A8C5YMP6|A0A8C5YMP6_MARMA
OG0008784	sp|P58158|B3GA3_MOUSE	tr|A0A8C5YQB7|A0A8C5YQB7_MARMA
OG0008785	sp|Q8C7V3|UTP15_MOUSE	tr|A0A8C5YQI2|A0A8C5YQI2_MARMA
OG0008786	sp|Q9CQI3|GMFB_MOUSE	tr|A0A8C5YSM8|A0A8C5YSM8_MARMA
OG0008787	sp|Q9D9D3|TBC21_MOUSE	tr|A0A8C5YVC9|A0A8C5YVC9_MARMA
OG0008788	sp|Q1ERP8|CLM9_MOUSE	tr|A0A8C5YVV8|A0A8C5YVV8_MARMA
OG0008789	sp|Q91Z96|BMP2K_MOUSE	tr|A0A8C5YXI3|A0A8C5YXI3_MARMA
OG0008790	sp|Q07243|MTF1_MOUSE	tr|A0A8C5YYS2|A0A8C5YYS2_MARMA
OG0008791	sp|Q9D786|HAUS5_MOUSE	tr|A0A8C5YZD4|A0A8C5YZD4_MARMA
OG0008792	sp|P15307|REL_MOUSE	tr|A0A8C5Z0Y5|A0A8C5Z0Y5_MARMA
OG0008793	sp|Q9DBM1|GPTC1_MOUSE	tr|A0A8C5Z131|A0A8C5Z131_MARMA
OG0008794	sp|O35074|PTGIS_MOUSE	tr|A0A8C5Z215|A0A8C5Z215_MARMA
OG0008795	sp|Q64705|USF2_MOUSE	tr|A0A8C5Z243|A0A8C5Z243_MARMA
OG0008796	sp|P14246|GTR2_MOUSE	tr|A0A8C5Z4J2|A0A8C5Z4J2_MARMA
OG0008797	sp|P56198|CIDEC_MOUSE	tr|A0A8C5Z680|A0A8C5Z680_MARMA
OG0008798	sp|Q8BGB2|TTC7A_MOUSE	tr|A0A8C5Z8W5|A0A8C5Z8W5_MARMA
OG0008799	sp|Q9WVQ5|MTNB_MOUSE	tr|A0A8C5Z9N2|A0A8C5Z9N2_MARMA
OG0008800	sp|Q571I9|A16A1_MOUSE	tr|A0A8C5Z9T8|A0A8C5Z9T8_MARMA
OG0008801	sp|Q5XFR0|EPAB2_MOUSE	tr|A0A8C5ZAK0|A0A8C5ZAK0_MARMA
OG0008802	sp|Q91YL2|RN126_MOUSE	tr|A0A8C5ZCB7|A0A8C5ZCB7_MARMA
OG0008803	sp|Q9D517|PLCC_MOUSE	tr|A0A8C5ZCB8|A0A8C5ZCB8_MARMA
OG0008804	sp|A2AJT4|PNISR_MOUSE	tr|A0A8C5ZCS0|A0A8C5ZCS0_MARMA
OG0008805	sp|Q9Z120|TRMB_MOUSE	tr|A0A8C5ZCT7|A0A8C5ZCT7_MARMA
OG0008806	sp|Q8R0A7|K0513_MOUSE	tr|A0A8C5ZG49|A0A8C5ZG49_MARMA
OG0008807	sp|Q61168|LAPM5_MOUSE	tr|A0A8C5ZG69|A0A8C5ZG69_MARMA
OG0008808	sp|Q9DCS3|MECR_MOUSE	tr|A0A8C5ZHH2|A0A8C5ZHH2_MARMA
OG0008809	sp|Q91W63|NRK1_MOUSE	tr|A0A8C5ZIB0|A0A8C5ZIB0_MARMA
OG0008810	sp|Q9D1C2|CBY1_MOUSE	tr|A0A8C5ZIJ3|A0A8C5ZIJ3_MARMA
OG0008811	sp|Q9CQZ0|ORML2_MOUSE	tr|A0A8C5ZK92|A0A8C5ZK92_MARMA
OG0008812	sp|Q9QYC1|PCX1_MOUSE	tr|A0A8C5ZNP0|A0A8C5ZNP0_MARMA
OG0008813	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8C5ZPH2|A0A8C5ZPH2_MARMA
OG0008814	sp|B2RX14|TUT4_MOUSE	tr|A0A8C5ZQK6|A0A8C5ZQK6_MARMA
OG0008815	tr|E9PX37|E9PX37_MOUSE	tr|A0A8C5ZVF0|A0A8C5ZVF0_MARMA
OG0008816	sp|Q9Z324|DPM2_MOUSE	tr|A0A8C5ZWY0|A0A8C5ZWY0_MARMA
OG0008817	sp|P15261|INGR1_MOUSE	tr|A0A8C5ZZ73|A0A8C5ZZ73_MARMA
OG0008818	tr|G5E8Z3|G5E8Z3_MOUSE	tr|A0A8C5ZZT5|A0A8C5ZZT5_MARMA
OG0008819	sp|Q5NBU5|FBX39_MOUSE	tr|A0A8C5ZZT9|A0A8C5ZZT9_MARMA
OG0008820	sp|Q05117|PPA5_MOUSE	tr|A0A8C6A264|A0A8C6A264_MARMA
OG0008821	sp|O88879|APAF_MOUSE	tr|A0A8C6A2F6|A0A8C6A2F6_MARMA
OG0008822	sp|Q3UNU4|ERIC4_MOUSE	tr|A0A8C6A2W0|A0A8C6A2W0_MARMA
OG0008823	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A8C6A478|A0A8C6A478_MARMA
OG0008824	sp|A2RTF1|CTSRB_MOUSE	tr|A0A8C6A4D8|A0A8C6A4D8_MARMA
OG0008825	sp|Q3TTY0|PLB1_MOUSE	tr|A0A8C6A529|A0A8C6A529_MARMA
OG0008826	sp|Q3URK1|CC190_MOUSE	tr|A0A8C6A581|A0A8C6A581_MARMA
OG0008827	sp|Q8BND3|WDR35_MOUSE	tr|A0A8C6A5A4|A0A8C6A5A4_MARMA
OG0008828	sp|Q8R071|IP3KA_MOUSE	tr|A0A8C6A5I4|A0A8C6A5I4_MARMA
OG0008829	sp|Q62407|SPEG_MOUSE	tr|A0A8C6A653|A0A8C6A653_MARMA
OG0008830	sp|Q6TDP3|KLH17_MOUSE	tr|A0A8C6A7X2|A0A8C6A7X2_MARMA
OG0008831	sp|P50247|SAHH_MOUSE	tr|A0A8C6AB42|A0A8C6AB42_MARMA
OG0008832	sp|O70374|MTG8R_MOUSE	tr|A0A8C6AB94|A0A8C6AB94_MARMA
OG0008833	sp|Q9Z0T9|ITB6_MOUSE	tr|A0A8C6ABP6|A0A8C6ABP6_MARMA
OG0008834	sp|P15702|LEUK_MOUSE	tr|A0A8C6AET9|A0A8C6AET9_MARMA
OG0008835	sp|Q8CHR6|DPYD_MOUSE	tr|A0A8C6AFA2|A0A8C6AFA2_MARMA
OG0008836	sp|Q60963|PAFA_MOUSE	tr|A0A8C6AGL3|A0A8C6AGL3_MARMA
OG0008837	sp|Q80VM3|TTC29_MOUSE	tr|A0A8C6EN09|A0A8C6EN09_MARMA
OG0008838	sp|Q3U1T9|DEN1B_MOUSE	tr|A0A8C6EPC0|A0A8C6EPC0_MARMA
OG0008839	sp|Q9D0Y8|RM52_MOUSE	tr|A0A8C6ETV1|A0A8C6ETV1_MARMA
OG0008840	sp|Q8CAA5|F163A_MOUSE	tr|A0A8C6EVV9|A0A8C6EVV9_MARMA
OG0008841	sp|Q91YR5|EFNMT_MOUSE	tr|A0A8C6EWI9|A0A8C6EWI9_MARMA
OG0008842	sp|Q505F1|NR2C1_MOUSE	tr|A0A8C6EXE1|A0A8C6EXE1_MARMA
OG0008843	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A8C6EXI6|A0A8C6EXI6_MARMA
OG0008844	tr|B2RXC6|B2RXC6_MOUSE	tr|A0A8C6EYI9|A0A8C6EYI9_MARMA
OG0008845	sp|O35942|NEK2_MOUSE	tr|A0A8C5YKP6|A0A8C5YKP6_MARMA
OG0008846	sp|O35459|ECH1_MOUSE	tr|A0A8C5YL51|A0A8C5YL51_MARMA
OG0008847	sp|O89093|CCL20_MOUSE	tr|A0A8C5YLE2|A0A8C5YLE2_MARMA
OG0008848	sp|Q8BJS8|MTBP_MOUSE	tr|A0A8C5YMW5|A0A8C5YMW5_MARMA
OG0008849	sp|Q6NXY1|TBC31_MOUSE	tr|A0A8C5YPV8|A0A8C5YPV8_MARMA
OG0008850	tr|J3KMP9|J3KMP9_MOUSE	tr|A0A8C5YQD3|A0A8C5YQD3_MARMA
OG0008851	sp|P11688|ITA5_MOUSE	tr|A0A8C5YTH7|A0A8C5YTH7_MARMA
OG0008852	sp|O88587|COMT_MOUSE	tr|A0A8C5YVN0|A0A8C5YVN0_MARMA
OG0008853	sp|Q80UM7|MOGS_MOUSE	tr|A0A8C5YWM7|A0A8C5YWM7_MARMA
OG0008854	sp|Q9CXE6|XRCC3_MOUSE	tr|A0A8C5YX43|A0A8C5YX43_MARMA
OG0008855	tr|Q8VGW6|Q8VGW6_MOUSE	tr|A0A8C5YZI9|A0A8C5YZI9_MARMA
OG0008856	sp|Q8CCI5|RYBP_MOUSE	tr|A0A8C5YZS2|A0A8C5YZS2_MARMA
OG0008857	sp|Q7TSY6|CELF4_MOUSE	tr|A0A8C5Z1J2|A0A8C5Z1J2_MARMA
OG0008858	sp|O09030|I13R1_MOUSE	tr|A0A8C5Z383|A0A8C5Z383_MARMA
OG0008859	sp|Q9JLG4|PK2L2_MOUSE	tr|A0A8C5Z5N3|A0A8C5Z5N3_MARMA
OG0008860	sp|Q3US41|ESRP1_MOUSE	tr|A0A8C5Z5S4|A0A8C5Z5S4_MARMA
OG0008861	sp|O55098|STK10_MOUSE	tr|A0A8C5Z8L2|A0A8C5Z8L2_MARMA
OG0008862	sp|P45448|NR5A2_MOUSE	tr|A0A8C5ZAA3|A0A8C5ZAA3_MARMA
OG0008863	sp|Q9JII7|ZFN2A_MOUSE	tr|A0A8C5ZAA9|A0A8C5ZAA9_MARMA
OG0008864	sp|Q9Z2B3|RGR_MOUSE	tr|A0A8C5ZBK3|A0A8C5ZBK3_MARMA
OG0008865	sp|P26443|DHE3_MOUSE	tr|A0A8C5ZD06|A0A8C5ZD06_MARMA
OG0008866	sp|Q9JI39|ABCBA_MOUSE	tr|A0A8C5ZEH5|A0A8C5ZEH5_MARMA
OG0008867	sp|Q17ST2|KCNA7_MOUSE	tr|A0A8C5ZFL1|A0A8C5ZFL1_MARMA
OG0008868	sp|Q61025|IFT20_MOUSE	tr|A0A8C5ZGL3|A0A8C5ZGL3_MARMA
OG0008869	sp|Q3UHX9|CI114_MOUSE	tr|A0A8C5ZH53|A0A8C5ZH53_MARMA
OG0008870	sp|Q6ZPF3|TIAM2_MOUSE	tr|A0A8C5ZHK1|A0A8C5ZHK1_MARMA
OG0008871	sp|Q8CIK8|RFWD3_MOUSE	tr|A0A8C5ZIB1|A0A8C5ZIB1_MARMA
OG0008872	sp|Q9CR34|CE052_MOUSE	tr|A0A8C5ZJ59|A0A8C5ZJ59_MARMA
OG0008873	sp|O35609|SCAM3_MOUSE	tr|A0A8C5ZJV3|A0A8C5ZJV3_MARMA
OG0008874	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A8C5ZK01|A0A8C5ZK01_MARMA
OG0008875	sp|P20152|VIME_MOUSE	tr|A0A8C5ZM12|A0A8C5ZM12_MARMA
OG0008876	sp|Q8BWQ4|CMTR2_MOUSE	tr|A0A8C5ZM64|A0A8C5ZM64_MARMA
OG0008877	sp|Q8K045|PKN3_MOUSE	tr|A0A8C5ZMP9|A0A8C5ZMP9_MARMA
OG0008878	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A8C5ZMU5|A0A8C5ZMU5_MARMA
OG0008879	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A8C5ZNE4|A0A8C5ZNE4_MARMA
OG0008880	sp|Q8QZW3|F151A_MOUSE	tr|A0A8C5ZS87|A0A8C5ZS87_MARMA
OG0008881	sp|P97450|ATP5J_MOUSE	tr|A0A8C5ZTE2|A0A8C5ZTE2_MARMA
OG0008882	sp|O35426|XBP1_MOUSE	tr|A0A8C5ZU21|A0A8C5ZU21_MARMA
OG0008883	sp|Q61790|LAG3_MOUSE	tr|A0A8C5ZU66|A0A8C5ZU66_MARMA
OG0008884	sp|Q924K1|AIPL1_MOUSE	tr|A0A8C5ZVZ3|A0A8C5ZVZ3_MARMA
OG0008885	sp|P52592|S1PR2_MOUSE	tr|A0A8C5ZWK9|A0A8C5ZWK9_MARMA
OG0008886	sp|Q6DID7|WLS_MOUSE	tr|A0A8C5ZYK0|A0A8C5ZYK0_MARMA
OG0008887	sp|Q7TNS8|EPOP_MOUSE	tr|A0A8C6A0Y2|A0A8C6A0Y2_MARMA
OG0008888	sp|Q9R1C8|5HT6R_MOUSE	tr|A0A8C6A1T0|A0A8C6A1T0_MARMA
OG0008889	sp|A2A9T0|TBKB1_MOUSE	tr|A0A8C6A2J7|A0A8C6A2J7_MARMA
OG0008890	sp|P56382|ATP5E_MOUSE	tr|A0A8C6A549|A0A8C6A549_MARMA
OG0008891	sp|Q6ZQ12|NINL_MOUSE	tr|A0A8C6A554|A0A8C6A554_MARMA
OG0008892	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A8C6A694|A0A8C6A694_MARMA
OG0008893	sp|Q8R007|NECT4_MOUSE	tr|A0A8C6A6Q5|A0A8C6A6Q5_MARMA
OG0008894	sp|Q7TNV1|TLC3B_MOUSE	tr|A0A8C6A9B6|A0A8C6A9B6_MARMA
OG0008895	sp|Q9D706|RPAP3_MOUSE	tr|A0A8C6A9Y2|A0A8C6A9Y2_MARMA
OG0008896	sp|O08759|UBE3A_MOUSE	tr|A0A8C6AA71|A0A8C6AA71_MARMA
OG0008897	sp|Q8R4V2|DUS15_MOUSE	tr|A0A8C6AB77|A0A8C6AB77_MARMA
OG0008898	sp|Q9JHJ5|5HT3B_MOUSE	tr|A0A8C6ACV3|A0A8C6ACV3_MARMA
OG0008899	sp|Q8CB87|RAB44_MOUSE	tr|A0A8C6ADR0|A0A8C6ADR0_MARMA
OG0008900	sp|A2ATD1|ISM1_MOUSE	tr|A0A8C6EMJ9|A0A8C6EMJ9_MARMA
OG0008901	sp|Q8BGI7|LRC39_MOUSE	tr|A0A8C6ERB6|A0A8C6ERB6_MARMA
OG0008902	tr|B2RXM6|B2RXM6_MOUSE	tr|A0A8C6ESE0|A0A8C6ESE0_MARMA
OG0008903	tr|G5E8J6|G5E8J6_MOUSE	tr|A0A8C6ESU9|A0A8C6ESU9_MARMA
OG0008904	sp|Q7TNR6|IGS21_MOUSE	tr|A0A8C6EXH3|A0A8C6EXH3_MARMA
OG0008905	sp|Q9D7Q0|LYG1_MOUSE	tr|A0A8C6EXL0|A0A8C6EXL0_MARMA
OG0008906	sp|Q61699|HS105_MOUSE	tr|A0A8C6EYT0|A0A8C6EYT0_MARMA
OG0008907	sp|Q9D8Z6|ATGA1_MOUSE	tr|A0A8C5YJK2|A0A8C5YJK2_MARMA
OG0008908	sp|Q3UX43|AN13C_MOUSE	tr|A0A8C5YJU8|A0A8C5YJU8_MARMA
OG0008909	sp|Q9CQS2|NOP10_MOUSE	tr|A0A8C5YM46|A0A8C5YM46_MARMA
OG0008910	sp|Q8C078|KKCC2_MOUSE	tr|A0A8C5YP41|A0A8C5YP41_MARMA
OG0008911	sp|Q61115|PTC1_MOUSE	tr|A0A8C5YRG2|A0A8C5YRG2_MARMA
OG0008912	sp|Q9ESN6|TRIM2_MOUSE	tr|A0A8C5YRU7|A0A8C5YRU7_MARMA
