Orthogroup	Mus_musculus	Microtus_ochrogaster
OG0006317	sp|P30678|GNA15_MOUSE	tr|A0A8J6GR12|A0A8J6GR12_MICOH
OG0006318	sp|Q8BH06|I17RE_MOUSE	tr|A0A8J6GSQ0|A0A8J6GSQ0_MICOH
OG0006319	sp|Q9QY84|ACL7A_MOUSE	tr|A0A8J6GU70|A0A8J6GU70_MICOH
OG0006320	sp|O54790|MAFG_MOUSE	tr|A0A8J6GVF7|A0A8J6GVF7_MICOH
OG0006321	sp|Q8BG19|TMTC4_MOUSE	tr|A0A8J6GVW4|A0A8J6GVW4_MICOH
OG0006322	sp|Q8VCH6|DHC24_MOUSE	tr|A0A8J6GYV6|A0A8J6GYV6_MICOH
OG0006323	sp|Q6XUX1|DUSTY_MOUSE	tr|A0A8J6GZG7|A0A8J6GZG7_MICOH
OG0006324	sp|Q9D9B4|LRMDA_MOUSE	tr|A0A8J6H1C1|A0A8J6H1C1_MICOH
OG0006325	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A8J6KM82|A0A8J6KM82_MICOH
OG0006326	sp|Q8BX51|SGCZ_MOUSE	tr|A0A8J6KP52|A0A8J6KP52_MICOH
OG0006327	sp|Q8K4P8|HECW1_MOUSE	tr|A0A8J6KPS2|A0A8J6KPS2_MICOH
OG0006328	sp|Q7TQH7|LRP10_MOUSE	tr|A0A8J6KRX9|A0A8J6KRX9_MICOH
OG0006329	sp|Q8VBZ0|DHRSX_MOUSE	tr|A0A8J6KSS2|A0A8J6KSS2_MICOH
OG0006330	sp|Q9WTP5|CAD22_MOUSE	tr|A0A8J6KVP6|A0A8J6KVP6_MICOH
OG0006331	sp|O88843|CRADD_MOUSE	tr|A0A8J6KXJ7|A0A8J6KXJ7_MICOH
OG0006332	sp|Q9D8B3|CHM4B_MOUSE	tr|A0A8J6KZJ1|A0A8J6KZJ1_MICOH
OG0006333	sp|Q61456|CCNA1_MOUSE	tr|A0A8J6L2X1|A0A8J6L2X1_MICOH
OG0006334	sp|P47867|SCG3_MOUSE	tr|A0A8J6L3M4|A0A8J6L3M4_MICOH
OG0006335	sp|Q673H1|TUSC1_MOUSE	tr|A0A8J6L3M7|A0A8J6L3M7_MICOH
OG0006336	sp|Q3TB82|PKHF1_MOUSE	tr|A0A8J6L3Q0|A0A8J6L3Q0_MICOH
OG0006337	sp|D3KU66|ASMT_MOUSE	tr|A0A8J6L438|A0A8J6L438_MICOH
OG0006338	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A8J6L4R8|A0A8J6L4R8_MICOH
OG0006339	sp|D3Z5T1|CCD78_MOUSE	tr|A0A8J6L4S0|A0A8J6L4S0_MICOH
OG0006340	tr|Q50E62|Q50E62_MOUSE	tr|A0A8J6L4V7|A0A8J6L4V7_MICOH
OG0006341	sp|Q62160|GDIR3_MOUSE	tr|A0A8J6L510|A0A8J6L510_MICOH
OG0006342	sp|P59808|SASH1_MOUSE	tr|A0A8J6L5Q5|A0A8J6L5Q5_MICOH
OG0006343	sp|Q9D136|OGFD3_MOUSE	tr|A0A8J6L7X9|A0A8J6L7X9_MICOH
OG0006344	sp|Q8R040|RPP21_MOUSE	tr|A0A8J6L9J2|A0A8J6L9J2_MICOH
OG0006345	sp|Q91W52|TMM19_MOUSE	tr|A0A8J6FXM2|A0A8J6FXM2_MICOH
OG0006346	sp|P49749|EVX2_MOUSE	tr|A0A8J6FY41|A0A8J6FY41_MICOH
OG0006347	sp|Q1H9T6|TZAP_MOUSE	tr|A0A8J6G2Y1|A0A8J6G2Y1_MICOH
OG0006348	sp|E9Q6P5|TTC7B_MOUSE	tr|A0A8J6G325|A0A8J6G325_MICOH
OG0006349	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A8J6G3G9|A0A8J6G3G9_MICOH
OG0006350	sp|Q8BR27|F214B_MOUSE	tr|A0A8J6G3H4|A0A8J6G3H4_MICOH
OG0006351	sp|Q3U381|ZN692_MOUSE	tr|A0A8J6G3Y0|A0A8J6G3Y0_MICOH
OG0006352	sp|Q99J23|GHDC_MOUSE	tr|A0A8J6G5U0|A0A8J6G5U0_MICOH
OG0006353	sp|Q8BH75|RNF41_MOUSE	tr|A0A8J6G6W2|A0A8J6G6W2_MICOH
OG0006354	sp|Q8R079|BFAR_MOUSE	tr|A0A8J6G9M7|A0A8J6G9M7_MICOH
OG0006356	sp|P20357|MTAP2_MOUSE	tr|A0A8J6GB66|A0A8J6GB66_MICOH
OG0006357	sp|O08908|P85B_MOUSE	tr|A0A8J6GCG9|A0A8J6GCG9_MICOH
OG0006358	sp|P97290|IC1_MOUSE	tr|A0A8J6GD59|A0A8J6GD59_MICOH
OG0006359	sp|P56394|COX17_MOUSE	tr|A0A8J6GD70|A0A8J6GD70_MICOH
OG0006360	sp|P23249|MOV10_MOUSE	tr|A0A8J6GFJ2|A0A8J6GFJ2_MICOH
OG0006361	sp|Q8R239|TM268_MOUSE	tr|A0A8J6GG85|A0A8J6GG85_MICOH
OG0006362	sp|Q8C6N3|SYT15_MOUSE	tr|A0A8J6GGU8|A0A8J6GGU8_MICOH
OG0006363	sp|P58283|RN216_MOUSE	tr|A0A8J6GJF9|A0A8J6GJF9_MICOH
OG0006364	sp|Q8CB65|NEMP2_MOUSE	tr|A0A8J6GJN7|A0A8J6GJN7_MICOH
OG0006365	sp|Q99MW3|PRAL1_MOUSE	tr|A0A8J6GMY2|A0A8J6GMY2_MICOH
OG0006366	tr|A0A7N9VR94|A0A7N9VR94_MOUSE	tr|A0A8J6GNQ5|A0A8J6GNQ5_MICOH
OG0006367	sp|Q8BG87|TET3_MOUSE	tr|A0A8J6GS23|A0A8J6GS23_MICOH
OG0006368	sp|B9EJ80|PDZD8_MOUSE	tr|A0A8J6GSI4|A0A8J6GSI4_MICOH
OG0006369	sp|Q924Y0|BODG_MOUSE	tr|A0A8J6GTH7|A0A8J6GTH7_MICOH
OG0006370	sp|Q8VBT0|TMX1_MOUSE	tr|A0A8J6GTX6|A0A8J6GTX6_MICOH
OG0006371	sp|P39428|TRAF1_MOUSE	tr|A0A8J6GU09|A0A8J6GU09_MICOH
OG0006372	sp|P0CL69|ZN703_MOUSE	tr|A0A8J6GUS2|A0A8J6GUS2_MICOH
OG0006373	sp|Q2XU92|ACBG2_MOUSE	tr|A0A8J6GW26|A0A8J6GW26_MICOH
OG0006374	sp|Q8K4J6|MRTFA_MOUSE	tr|A0A8J6GWZ1|A0A8J6GWZ1_MICOH
OG0006375	sp|P63042|STMN4_MOUSE	tr|A0A8J6GYD0|A0A8J6GYD0_MICOH
OG0006376	sp|Q921L5|COG2_MOUSE	tr|A0A8J6GZ44|A0A8J6GZ44_MICOH
OG0006377	sp|Q8R5M8|CADM1_MOUSE	tr|A0A8J6GZU2|A0A8J6GZU2_MICOH
OG0006378	sp|Q3UP38|EFC4B_MOUSE	tr|A0A8J6H2G8|A0A8J6H2G8_MICOH
OG0006379	sp|Q8CBR6|TSK_MOUSE	tr|A0A8J6KJZ8|A0A8J6KJZ8_MICOH
OG0006380	sp|P56931|E2F2_MOUSE	tr|A0A8J6KLU0|A0A8J6KLU0_MICOH
OG0006381	sp|P01029|CO4B_MOUSE	tr|A0A8J6KPW3|A0A8J6KPW3_MICOH
OG0006382	sp|Q9QZ10|ANX10_MOUSE	tr|A0A8J6KR31|A0A8J6KR31_MICOH
OG0006383	sp|Q9CQC5|BORG2_MOUSE	tr|A0A8J6KSJ4|A0A8J6KSJ4_MICOH
OG0006384	sp|Q8K1S4|UNC5A_MOUSE	tr|A0A8J6KSN5|A0A8J6KSN5_MICOH
OG0006385	sp|Q80UN9|MOD5_MOUSE	tr|A0A8J6KT07|A0A8J6KT07_MICOH
OG0006386	sp|Q9DBE9|SPB1_MOUSE	tr|A0A8J6KTF8|A0A8J6KTF8_MICOH
OG0006387	sp|Q8K2V6|IPO11_MOUSE	tr|A0A8J6KTJ3|A0A8J6KTJ3_MICOH
OG0006388	sp|Q9Z1B8|PHF1_MOUSE	tr|A0A8J6KTL0|A0A8J6KTL0_MICOH
OG0006389	sp|Q07079|IBP5_MOUSE	tr|A0A8J6KVY9|A0A8J6KVY9_MICOH
OG0006390	sp|O35310|HS3S1_MOUSE	tr|A0A8J6KW62|A0A8J6KW62_MICOH
OG0006391	sp|Q8BZW2|SWAHB_MOUSE	tr|A0A8J6KXY4|A0A8J6KXY4_MICOH
OG0006392	sp|Q3TXU5|DHYS_MOUSE	tr|A0A8J6KYI8|A0A8J6KYI8_MICOH
OG0006393	sp|Q80UN1|KCTD9_MOUSE	tr|A0A8J6KYL1|A0A8J6KYL1_MICOH
OG0006394	sp|O88713|KLRG1_MOUSE	tr|A0A8J6KZY9|A0A8J6KZY9_MICOH
OG0006395	sp|Q497K7|TM247_MOUSE	tr|A0A8J6L0B8|A0A8J6L0B8_MICOH
OG0006396	sp|Q80T11|USH1G_MOUSE	tr|A0A8J6L1D6|A0A8J6L1D6_MICOH
OG0006397	sp|Q8VIK1|SNR25_MOUSE	tr|A0A8J6LAB2|A0A8J6LAB2_MICOH
OG0006398	sp|Q8BM85|TBCK_MOUSE	tr|A0A8J6FXG2|A0A8J6FXG2_MICOH
OG0006399	tr|G3UVV3|G3UVV3_MOUSE	tr|A0A8J6FXM9|A0A8J6FXM9_MICOH
OG0006400	sp|Q9ER04|TMPS5_MOUSE	tr|A0A8J6FXN1|A0A8J6FXN1_MICOH
OG0006401	sp|Q9D099|ACER3_MOUSE	tr|A0A8J6FY32|A0A8J6FY32_MICOH
OG0006402	sp|O35454|CLCN6_MOUSE	tr|A0A8J6G0U3|A0A8J6G0U3_MICOH
OG0006403	sp|P36363|FGF7_MOUSE	tr|A0A8J6G2N4|A0A8J6G2N4_MICOH
OG0006404	sp|Q8CGT6|PIWL4_MOUSE	tr|A0A8J6G4R7|A0A8J6G4R7_MICOH
OG0006405	sp|Q3USS3|DRC1_MOUSE	tr|A0A8J6G752|A0A8J6G752_MICOH
OG0006406	sp|O09046|OXLA_MOUSE	tr|A0A8J6G876|A0A8J6G876_MICOH
OG0006407	sp|Q497L8|S22AG_MOUSE	tr|A0A8J6G8Q9|A0A8J6G8Q9_MICOH
OG0006408	sp|Q923Z4|FER3L_MOUSE	tr|A0A8J6GAI1|A0A8J6GAI1_MICOH
OG0006409	sp|Q61602|GLI3_MOUSE	tr|A0A8J6GAU4|A0A8J6GAU4_MICOH
OG0006410	sp|Q9D8X2|CC124_MOUSE	tr|A0A8J6GBI8|A0A8J6GBI8_MICOH
OG0006412	sp|P48986|NDF6_MOUSE	tr|A0A8J6GGE9|A0A8J6GGE9_MICOH
OG0006413	sp|Q91YP1|BN3D2_MOUSE	tr|A0A8J6GGS1|A0A8J6GGS1_MICOH
OG0006414	sp|Q5U5Q9|UIMC1_MOUSE	tr|A0A8J6GGW3|A0A8J6GGW3_MICOH
OG0006415	sp|Q80U56|AVL9_MOUSE	tr|A0A8J6GIB0|A0A8J6GIB0_MICOH
OG0006416	sp|Q9CQL2|CCER1_MOUSE	tr|A0A8J6GL09|A0A8J6GL09_MICOH
OG0006417	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A8J6GLH3|A0A8J6GLH3_MICOH
OG0006418	sp|Q0VBF8|STUM_MOUSE	tr|A0A8J6GMM6|A0A8J6GMM6_MICOH
OG0006419	sp|Q8BMC3|SHC2_MOUSE	tr|A0A8J6GNU2|A0A8J6GNU2_MICOH
OG0006420	sp|Q8CIE6|COPA_MOUSE	tr|A0A8J6GSI2|A0A8J6GSI2_MICOH
OG0006421	tr|E9PVU2|E9PVU2_MOUSE	tr|A0A8J6GSJ2|A0A8J6GSJ2_MICOH
OG0006422	sp|Q8C569|F118B_MOUSE	tr|A0A8J6GTK5|A0A8J6GTK5_MICOH
OG0006423	sp|Q6P6J4|ALKB2_MOUSE	tr|A0A8J6GTR2|A0A8J6GTR2_MICOH
OG0006424	sp|P62746|RHOB_MOUSE	tr|A0A8J6GUP7|A0A8J6GUP7_MICOH
OG0006425	sp|A2ACJ2|FP100_MOUSE	tr|A0A8J6GW65|A0A8J6GW65_MICOH
OG0006426	sp|Q3TIR1|TPC13_MOUSE	tr|A0A8J6GWM4|A0A8J6GWM4_MICOH
OG0006427	sp|Q8VCP9|CLC14_MOUSE	tr|A0A8J6GYK1|A0A8J6GYK1_MICOH
OG0006428	sp|Q8C159|TTC22_MOUSE	tr|A0A8J6GZG0|A0A8J6GZG0_MICOH
OG0006429	sp|O54798|BRS3_MOUSE	tr|A0A8J6H0H7|A0A8J6H0H7_MICOH
OG0006430	sp|Q91WI7|ITFG2_MOUSE	tr|A0A8J6H212|A0A8J6H212_MICOH
OG0006431	sp|Q3TFD2|PCAT1_MOUSE	tr|A0A8J6H2H7|A0A8J6H2H7_MICOH
OG0006432	sp|P51908|ABEC1_MOUSE	tr|A0A8J6H2U7|A0A8J6H2U7_MICOH
OG0006433	sp|Q9CZE3|RAB32_MOUSE	tr|A0A8J6H3R0|A0A8J6H3R0_MICOH
OG0006434	sp|Q8K3C3|LZIC_MOUSE	tr|A0A8J6KL28|A0A8J6KL28_MICOH
OG0006435	sp|Q8BL43|RASFA_MOUSE	tr|A0A8J6KM95|A0A8J6KM95_MICOH
OG0006436	sp|Q6S5L9|SHC4_MOUSE	tr|A0A8J6KMS1|A0A8J6KMS1_MICOH
OG0006437	sp|Q8K2Q7|BROX_MOUSE	tr|A0A8J6KPF2|A0A8J6KPF2_MICOH
OG0006438	sp|Q3V3A7|RN207_MOUSE	tr|A0A8J6KPQ8|A0A8J6KPQ8_MICOH
OG0006439	sp|Q8CCB4|VPS53_MOUSE	tr|A0A8J6KSY7|A0A8J6KSY7_MICOH
OG0006440	sp|Q99P25|TXIP1_MOUSE	tr|A0A8J6KVR4|A0A8J6KVR4_MICOH
OG0006441	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A8J6KW09|A0A8J6KW09_MICOH
OG0006442	sp|P16332|MUTA_MOUSE	tr|A0A8J6KWL3|A0A8J6KWL3_MICOH
OG0006443	sp|Q2NKH9|GL6D1_MOUSE	tr|A0A8J6KXT2|A0A8J6KXT2_MICOH
OG0006444	tr|D3Z3H0|D3Z3H0_MOUSE	tr|A0A8J6KYH4|A0A8J6KYH4_MICOH
OG0006445	sp|P16646|PMP22_MOUSE	tr|A0A8J6KYR5|A0A8J6KYR5_MICOH
OG0006446	sp|B1AWL2|ZN462_MOUSE	tr|A0A8J6L042|A0A8J6L042_MICOH
OG0006447	sp|Q149G0|CB068_MOUSE	tr|A0A8J6L3T1|A0A8J6L3T1_MICOH
OG0006448	sp|B1AY13|UBP24_MOUSE	tr|A0A8J6L461|A0A8J6L461_MICOH
OG0006449	sp|Q8K0L0|ASB2_MOUSE	tr|A0A8J6L5B3|A0A8J6L5B3_MICOH
OG0006450	sp|P09632|HXB8_MOUSE	tr|A0A8J6FW32|A0A8J6FW32_MICOH
OG0006451	sp|Q8R0P4|AAMDC_MOUSE	tr|A0A8J6FX24|A0A8J6FX24_MICOH
OG0006452	sp|Q8VEN2|PLET1_MOUSE	tr|A0A8J6FXU2|A0A8J6FXU2_MICOH
OG0006453	sp|Q9D0L6|BAMBI_MOUSE	tr|A0A8J6FYI8|A0A8J6FYI8_MICOH
OG0006454	sp|O09108|LSHB_MOUSE	tr|A0A8J6G4R1|A0A8J6G4R1_MICOH
OG0006455	sp|Q3UIA2|RHG17_MOUSE	tr|A0A8J6G5M6|A0A8J6G5M6_MICOH
OG0006456	sp|Q61572|FOXC1_MOUSE	tr|A0A8J6G5S5|A0A8J6G5S5_MICOH
OG0006457	sp|Q9JJI8|RL38_MOUSE	tr|A0A8J6G6K2|A0A8J6G6K2_MICOH
OG0006458	sp|Q9WUP0|RAMP2_MOUSE	tr|A0A8J6G722|A0A8J6G722_MICOH
OG0006459	sp|Q8K203|NEIL3_MOUSE	tr|A0A8J6G7G9|A0A8J6G7G9_MICOH
OG0006460	sp|Q8BNQ3|G137B_MOUSE	tr|A0A8J6GA92|A0A8J6GA92_MICOH
OG0006461	sp|Q9Z2A5|ATE1_MOUSE	tr|A0A8J6GAF7|A0A8J6GAF7_MICOH
OG0006462	sp|Q9CQD7|PINLY_MOUSE	tr|A0A8J6GC81|A0A8J6GC81_MICOH
OG0006463	tr|Q9JHF5|Q9JHF5_MOUSE	tr|A0A8J6GC95|A0A8J6GC95_MICOH
OG0006464	sp|Q923D3|PARM1_MOUSE	tr|A0A8J6GDK8|A0A8J6GDK8_MICOH
OG0006465	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A8J6GF96|A0A8J6GF96_MICOH
OG0006466	sp|Q9DCB3|RN227_MOUSE	tr|A0A8J6GHQ6|A0A8J6GHQ6_MICOH
OG0006467	sp|P63082|VATL_MOUSE	tr|A0A8J6GKE3|A0A8J6GKE3_MICOH
OG0006468	sp|Q6GQU0|CC070_MOUSE	tr|A0A8J6GKF8|A0A8J6GKF8_MICOH
OG0006469	sp|Q32KG4|RTL9_MOUSE	tr|A0A8J6GMF9|A0A8J6GMF9_MICOH
OG0006470	sp|Q9CPV1|SKA1_MOUSE	tr|A0A8J6GP31|A0A8J6GP31_MICOH
OG0006471	sp|Q3UN58|FAP20_MOUSE	tr|A0A8J6GPF4|A0A8J6GPF4_MICOH
OG0006472	sp|Q9CWQ8|CAST1_MOUSE	tr|A0A8J6GRB2|A0A8J6GRB2_MICOH
OG0006473	sp|Q91WM6|EVA1A_MOUSE	tr|A0A8J6GRE6|A0A8J6GRE6_MICOH
OG0006474	sp|Q7TMK6|HOOK2_MOUSE	tr|A0A8J6GRX6|A0A8J6GRX6_MICOH
OG0006475	tr|E9Q3R6|E9Q3R6_MOUSE	tr|A0A8J6GTL7|A0A8J6GTL7_MICOH
OG0006476	sp|Q9R1S8|CAN7_MOUSE	tr|A0A8J6GTP0|A0A8J6GTP0_MICOH
OG0006477	sp|Q9WV35|ABEC2_MOUSE	tr|A0A8J6GU58|A0A8J6GU58_MICOH
OG0006478	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A8J6GU91|A0A8J6GU91_MICOH
OG0006479	sp|Q8CD94|LIN52_MOUSE	tr|A0A8J6GUW0|A0A8J6GUW0_MICOH
OG0006480	sp|Q9R269|PEPL_MOUSE	tr|A0A8J6GWK6|A0A8J6GWK6_MICOH
OG0006481	sp|Q9EQH4|TAF8_MOUSE	tr|A0A8J6GX50|A0A8J6GX50_MICOH
OG0006482	sp|Q8BH50|CR025_MOUSE	tr|A0A8J6GYZ3|A0A8J6GYZ3_MICOH
OG0006483	sp|Q30D77|COOA1_MOUSE	tr|A0A8J6GZ65|A0A8J6GZ65_MICOH
OG0006484	sp|Q8BGI3|INSI1_MOUSE	tr|A0A8J6H080|A0A8J6H080_MICOH
OG0006485	sp|Q8R1S0|COQ6_MOUSE	tr|A0A8J6H1L8|A0A8J6H1L8_MICOH
OG0006486	sp|O54794|AQP7_MOUSE	tr|A0A8J6H2R2|A0A8J6H2R2_MICOH
OG0006487	sp|Q6S7F2|E2F7_MOUSE	tr|A0A8J6KJW4|A0A8J6KJW4_MICOH
OG0006488	sp|Q7M756|PRS54_MOUSE	tr|A0A8J6KLC9|A0A8J6KLC9_MICOH
OG0006489	sp|Q9D5Y1|CCD39_MOUSE	tr|A0A8J6KRE4|A0A8J6KRE4_MICOH
OG0006490	sp|Q9Z2C5|MTM1_MOUSE	tr|A0A8J6KSE7|A0A8J6KSE7_MICOH
OG0006491	sp|Q9R1E6|ENPP2_MOUSE	tr|A0A8J6KSM0|A0A8J6KSM0_MICOH
OG0006492	sp|P29788|VTNC_MOUSE	tr|A0A8J6KSW3|A0A8J6KSW3_MICOH
OG0006493	sp|Q9CWL8|CTBL1_MOUSE	tr|A0A8J6KZ19|A0A8J6KZ19_MICOH
OG0006494	sp|Q80UV9|TAF1_MOUSE	tr|A0A8J6KZG1|A0A8J6KZG1_MICOH
OG0006495	sp|Q80Y72|CSTL1_MOUSE	tr|A0A8J6KZY8|A0A8J6KZY8_MICOH
OG0006496	sp|P70365|NCOA1_MOUSE	tr|A0A8J6L068|A0A8J6L068_MICOH
OG0006497	sp|Q3UHE1|PITM3_MOUSE	tr|A0A8J6L1D4|A0A8J6L1D4_MICOH
OG0006498	sp|Q8K5B8|HXC12_MOUSE	tr|A0A8J6L1Q5|A0A8J6L1Q5_MICOH
OG0006499	sp|Q99JY1|TIRAP_MOUSE	tr|A0A8J6L1W0|A0A8J6L1W0_MICOH
OG0006500	sp|P17125|TGFB3_MOUSE	tr|A0A8J6L327|A0A8J6L327_MICOH
OG0006501	sp|Q8K299|SCAR5_MOUSE	tr|A0A8J6L8W6|A0A8J6L8W6_MICOH
OG0006502	sp|Q8BPP5|LYPD6_MOUSE	tr|A0A8J6FWB5|A0A8J6FWB5_MICOH
OG0006503	sp|Q8BGU2|CBLN2_MOUSE	tr|A0A8J6FX85|A0A8J6FX85_MICOH
OG0006504	sp|A2A6H3|FBX47_MOUSE	tr|A0A8J6FY59|A0A8J6FY59_MICOH
OG0006505	sp|Q58FA4|E2F8_MOUSE	tr|A0A8J6FYN1|A0A8J6FYN1_MICOH
OG0006506	sp|O70481|UBR1_MOUSE	tr|A0A8J6FZV4|A0A8J6FZV4_MICOH
OG0006507	sp|Q3TYR5|GRCR2_MOUSE	tr|A0A8J6G076|A0A8J6G076_MICOH
OG0006508	sp|Q8C419|GP158_MOUSE	tr|A0A8J6G0R8|A0A8J6G0R8_MICOH
OG0006509	sp|P70160|CALC_MOUSE	tr|A0A8J6G360|A0A8J6G360_MICOH
OG0006510	sp|D3YU81|RFX8_MOUSE	tr|A0A8J6G3X7|A0A8J6G3X7_MICOH
OG0006511	sp|Q9JMB0|GKAP1_MOUSE	tr|A0A8J6G5R5|A0A8J6G5R5_MICOH
OG0006512	sp|Q8R4H7|NAGS_MOUSE	tr|A0A8J6G5Y2|A0A8J6G5Y2_MICOH
OG0006513	sp|A3KGB4|TBC8B_MOUSE	tr|A0A8J6G601|A0A8J6G601_MICOH
OG0006514	tr|B2RXC8|B2RXC8_MOUSE	tr|A0A8J6G9L2|A0A8J6G9L2_MICOH
OG0006515	sp|Q9D6I3|PROF4_MOUSE	tr|A0A8J6GBQ3|A0A8J6GBQ3_MICOH
OG0006516	sp|Q80YS5|LRC27_MOUSE	tr|A0A8J6GC79|A0A8J6GC79_MICOH
OG0006517	sp|O35304|VACHT_MOUSE	tr|A0A8J6GFY4|A0A8J6GFY4_MICOH
OG0006518	sp|A2AJN7|S4A11_MOUSE	tr|A0A8J6GHH7|A0A8J6GHH7_MICOH
OG0006519	sp|Q8VCZ2|TM45B_MOUSE	tr|A0A8J6GMD2|A0A8J6GMD2_MICOH
OG0006520	sp|Q3V0M2|LRC36_MOUSE	tr|A0A8J6GNZ5|A0A8J6GNZ5_MICOH
OG0006521	sp|P16014|SCG1_MOUSE	tr|A0A8J6GQH1|A0A8J6GQH1_MICOH
OG0006522	sp|Q3U319|BRE1B_MOUSE	tr|A0A8J6GR84|A0A8J6GR84_MICOH
OG0006523	sp|Q3TWI9|CSCL2_MOUSE	tr|A0A8J6GWG1|A0A8J6GWG1_MICOH
OG0006524	sp|P47968|RPIA_MOUSE	tr|A0A8J6GZM7|A0A8J6GZM7_MICOH
OG0006525	tr|B1AV60|B1AV60_MOUSE	tr|A0A8J6H2D1|A0A8J6H2D1_MICOH
OG0006526	sp|O35284|BATF_MOUSE	tr|A0A8J6H395|A0A8J6H395_MICOH
OG0006527	sp|Q9JJG5|SRTD2_MOUSE	tr|A0A8J6H3E1|A0A8J6H3E1_MICOH
OG0006528	sp|O35595|PTC2_MOUSE	tr|A0A8J6KK09|A0A8J6KK09_MICOH
OG0006529	sp|Q810T2|CCNB3_MOUSE	tr|A0A8J6KN33|A0A8J6KN33_MICOH
OG0006530	sp|Q3TUL7|DCA17_MOUSE	tr|A0A8J6KPJ5|A0A8J6KPJ5_MICOH
OG0006531	sp|Q9R0E1|PLOD3_MOUSE	tr|A0A8J6KPV4|A0A8J6KPV4_MICOH
OG0006532	sp|P70459|ERF_MOUSE	tr|A0A8J6KQX8|A0A8J6KQX8_MICOH
OG0006533	sp|Q9JKZ2|SC5A3_MOUSE	tr|A0A8J6KS70|A0A8J6KS70_MICOH
OG0006534	sp|Q3UR32|P2RX3_MOUSE	tr|A0A8J6KTS2|A0A8J6KTS2_MICOH
OG0006535	sp|Q8QZZ8|RAB38_MOUSE	tr|A0A8J6KUI7|A0A8J6KUI7_MICOH
OG0006536	sp|O35160|PITX3_MOUSE	tr|A0A8J6KVT1|A0A8J6KVT1_MICOH
OG0006537	sp|Q5SPX1|CC157_MOUSE	tr|A0A8J6KW58|A0A8J6KW58_MICOH
OG0006538	sp|Q50H33|KCTD8_MOUSE	tr|A0A8J6KWE4|A0A8J6KWE4_MICOH
OG0006539	sp|Q8C6I2|SDHF2_MOUSE	tr|A0A8J6KWW6|A0A8J6KWW6_MICOH
OG0006540	sp|Q3TQQ9|CA112_MOUSE	tr|A0A8J6KXA4|A0A8J6KXA4_MICOH
OG0006541	sp|Q9R171|CBLN1_MOUSE	tr|A0A8J6KYG2|A0A8J6KYG2_MICOH
OG0006542	sp|Q62348|TSN_MOUSE	tr|A0A8J6KYJ7|A0A8J6KYJ7_MICOH
OG0006543	sp|P42208|SEPT2_MOUSE	tr|A0A8J6KZK4|A0A8J6KZK4_MICOH
OG0006544	sp|O88842|FGD3_MOUSE	tr|A0A8J6L1N2|A0A8J6L1N2_MICOH
OG0006545	sp|Q3US41|ESRP1_MOUSE	tr|A0A8J6L2N8|A0A8J6L2N8_MICOH
OG0006546	sp|Q8R0J1|PKHG6_MOUSE	tr|A0A8J6L395|A0A8J6L395_MICOH
OG0006547	sp|Q6PGF3|MED16_MOUSE	tr|A0A8J6L574|A0A8J6L574_MICOH
OG0006548	sp|P61161|ARP2_MOUSE	tr|A0A8J6LAU2|A0A8J6LAU2_MICOH
OG0006549	sp|Q61462|CY24A_MOUSE	tr|A0A8J6FXD3|A0A8J6FXD3_MICOH
OG0006550	tr|E9Q2E4|E9Q2E4_MOUSE	tr|A0A8J6G0W5|A0A8J6G0W5_MICOH
OG0006551	sp|Q9ERH8|S28A3_MOUSE	tr|A0A8J6G758|A0A8J6G758_MICOH
OG0006552	sp|P49182|HEP2_MOUSE	tr|A0A8J6G7D2|A0A8J6G7D2_MICOH
OG0006553	sp|Q8C525|M21D2_MOUSE	tr|A0A8J6G8U8|A0A8J6G8U8_MICOH
OG0006554	sp|Q80TG1|KANL1_MOUSE	tr|A0A8J6GCH2|A0A8J6GCH2_MICOH
OG0006555	sp|Q80XU8|LRFN4_MOUSE	tr|A0A8J6GCL0|A0A8J6GCL0_MICOH
OG0006556	sp|Q9ESK3|CAN10_MOUSE	tr|A0A8J6GEE9|A0A8J6GEE9_MICOH
OG0006557	sp|P97310|MCM2_MOUSE	tr|A0A8J6GEK1|A0A8J6GEK1_MICOH
OG0006558	sp|Q8R2Q8|BST2_MOUSE	tr|A0A8J6GEM0|A0A8J6GEM0_MICOH
OG0006559	sp|P02716|ACHD_MOUSE	tr|A0A8J6GEM1|A0A8J6GEM1_MICOH
OG0006560	sp|Q3UHD6|SNX27_MOUSE	tr|A0A8J6GHQ9|A0A8J6GHQ9_MICOH
OG0006561	sp|Q61467|ZIC4_MOUSE	tr|A0A8J6GHU0|A0A8J6GHU0_MICOH
OG0006562	sp|Q7TNS8|EPOP_MOUSE	tr|A0A8J6GK39|A0A8J6GK39_MICOH
OG0006563	sp|Q925E0|SNTG2_MOUSE	tr|A0A8J6GMB0|A0A8J6GMB0_MICOH
OG0006564	sp|Q810B9|SLIK3_MOUSE	tr|A0A8J6GMK8|A0A8J6GMK8_MICOH
OG0006565	sp|Q8R0A2|ZBT44_MOUSE	tr|A0A8J6GMN8|A0A8J6GMN8_MICOH
