Orthogroup	Mus_musculus	Heterocephalus_glaber
OG0007880	sp|Q8BRG8|TM209_MOUSE	tr|G5BH79|G5BH79_HETGA
OG0007881	sp|Q62036|CP131_MOUSE	tr|G5BJ59|G5BJ59_HETGA
OG0007882	tr|E9Q2Y0|E9Q2Y0_MOUSE	tr|G5BJD4|G5BJD4_HETGA
OG0007883	sp|Q3UE31|K0930_MOUSE	tr|G5BKI0|G5BKI0_HETGA
OG0007884	sp|P48760|FOLC_MOUSE	tr|G5BLG3|G5BLG3_HETGA
OG0007885	sp|P43081|GUC1A_MOUSE	tr|G5BNJ5|G5BNJ5_HETGA
OG0007886	sp|Q61743|KCJ11_MOUSE	tr|G5BNQ4|G5BNQ4_HETGA
OG0007887	sp|Q8C186|BPIFC_MOUSE	tr|G5BPE2|G5BPE2_HETGA
OG0007888	sp|Q6ZPF3|TIAM2_MOUSE	tr|G5BQ75|G5BQ75_HETGA
OG0007889	sp|C3VPR6|NLRC5_MOUSE	tr|G5BR73|G5BR73_HETGA
OG0007890	tr|Q91Y82|Q91Y82_MOUSE	tr|G5BRA1|G5BRA1_HETGA
OG0007891	sp|Q7TMQ7|WDR91_MOUSE	tr|G5BS16|G5BS16_HETGA
OG0007892	sp|Q64287|IRF4_MOUSE	tr|G5BSE5|G5BSE5_HETGA
OG0007893	sp|P54254|ATX1_MOUSE	tr|G5BT39|G5BT39_HETGA
OG0007894	sp|A3KMP2|TTC38_MOUSE	tr|G5BVB1|G5BVB1_HETGA
OG0007895	sp|Q14B25|PRS48_MOUSE	tr|G5BVV1|G5BVV1_HETGA
OG0007896	sp|Q149S1|TEKT4_MOUSE	tr|G5BXU1|G5BXU1_HETGA
OG0007897	sp|Q62160|GDIR3_MOUSE	tr|G5BXX6|G5BXX6_HETGA
OG0007898	sp|Q9R0L7|AKP8L_MOUSE	tr|G5BYP6|G5BYP6_HETGA
OG0007899	sp|Q61089|FZD6_MOUSE	tr|G5C0G7|G5C0G7_HETGA
OG0007900	sp|Q8K445|CLRN1_MOUSE	tr|G5C0Z6|G5C0Z6_HETGA
OG0007901	sp|O35902|DSG3_MOUSE	tr|G5C309|G5C309_HETGA
OG0007902	tr|E9Q166|E9Q166_MOUSE	tr|G5C379|G5C379_HETGA
OG0007903	sp|Q9D0M5|DYL2_MOUSE	tr|G5C420|G5C420_HETGA
OG0007904	sp|Q8K4J0|DCR1C_MOUSE	tr|G5C5E1|G5C5E1_HETGA
OG0007905	sp|Q3TBD2|HMHA1_MOUSE	tr|G5C5Y5|G5C5Y5_HETGA
OG0007906	sp|Q9JJD0|THA11_MOUSE	tr|G5C675|G5C675_HETGA
OG0007907	sp|Q8BMB3|IF4E2_MOUSE	tr|G5C7J2|G5C7J2_HETGA
OG0007908	tr|A2ACT7|A2ACT7_MOUSE	tr|G5C8E3|G5C8E3_HETGA
OG0007909	sp|Q6GQV7|EDRF1_MOUSE	tr|G5C967|G5C967_HETGA
OG0007910	sp|Q8K5C0|GRHL2_MOUSE	tr|G5C9Q4|G5C9Q4_HETGA
OG0007911	sp|Q3V016|HIPK4_MOUSE	tr|G5C9Y0|G5C9Y0_HETGA
OG0007912	sp|F8VPN2|TEX15_MOUSE	tr|G5C9Y8|G5C9Y8_HETGA
OG0007913	sp|P20181|NTF3_MOUSE	tr|G5CAN4|G5CAN4_HETGA
OG0007914	sp|Q920V1|B3GL1_MOUSE	tr|G5CB58|G5CB58_HETGA
OG0007915	sp|Q7TSF4|LR75A_MOUSE	tr|G5CBH7|G5CBH7_HETGA
OG0007916	sp|P97321|SEPR_MOUSE	tr|G5AKB4|G5AKB4_HETGA
OG0007917	sp|Q8C5L7|RBM34_MOUSE	tr|G5AKC2|G5AKC2_HETGA
OG0007918	sp|P97927|LAMA4_MOUSE	tr|G5AKC5|G5AKC5_HETGA
OG0007919	sp|P51612|XPC_MOUSE	tr|G5ANS4|G5ANS4_HETGA
OG0007920	sp|Q9Z2A0|PDPK1_MOUSE	tr|G5AQC7|G5AQC7_HETGA
OG0007921	sp|Q8CG48|SMC2_MOUSE	tr|G5AR32|G5AR32_HETGA
OG0007922	sp|Q80W88|HOMEZ_MOUSE	tr|G5ASL2|G5ASL2_HETGA
OG0007923	sp|Q8C419|GP158_MOUSE	tr|G5AUV8|G5AUV8_HETGA
OG0007924	sp|P26883|FKB1A_MOUSE	tr|G5AV72|G5AV72_HETGA
OG0007925	sp|Q9Z1S8|GAB2_MOUSE	tr|G5AW62|G5AW62_HETGA
OG0007926	sp|P53564|CUX1_MOUSE	tr|G5AXB2|G5AXB2_HETGA
OG0007927	sp|O35075|VP26C_MOUSE	tr|G5AXI0|G5AXI0_HETGA
OG0007928	sp|Q6NXY1|TBC31_MOUSE	tr|G5AY84|G5AY84_HETGA
OG0007929	sp|Q8C6B9|AROS_MOUSE	tr|G5AYV7|G5AYV7_HETGA
OG0007930	sp|Q99J87|DHX58_MOUSE	tr|G5B0K8|G5B0K8_HETGA
OG0007931	sp|Q7TN12|INAVA_MOUSE	tr|G5B3A9|G5B3A9_HETGA
OG0007933	sp|Q9QWH1|PHC2_MOUSE	tr|G5B5L0|G5B5L0_HETGA
OG0007934	tr|A0A2I3BR67|A0A2I3BR67_MOUSE	tr|G5B9I7|G5B9I7_HETGA
OG0007935	sp|Q9CRD4|DBND2_MOUSE	tr|G5BB15|G5BB15_HETGA
OG0007936	sp|Q07113|MPRI_MOUSE	tr|G5BC57|G5BC57_HETGA
OG0007937	sp|O70133|DHX9_MOUSE	tr|G5BE44|G5BE44_HETGA
OG0007938	tr|Q8VEV5|Q8VEV5_MOUSE	tr|G5BE57|G5BE57_HETGA
OG0007939	sp|O35664|INAR2_MOUSE	tr|G5BE92|G5BE92_HETGA
OG0007940	sp|P10417|BCL2_MOUSE	tr|G5BGZ7|G5BGZ7_HETGA
OG0007941	sp|Q8C761|DC2I1_MOUSE	tr|G5BHJ2|G5BHJ2_HETGA
OG0007942	tr|E9PW37|E9PW37_MOUSE	tr|G5BIB3|G5BIB3_HETGA
OG0007943	sp|Q3UGS4|MCRI1_MOUSE	tr|G5BJ75|G5BJ75_HETGA
OG0007944	sp|Q8K342|RASF9_MOUSE	tr|G5BJL2|G5BJL2_HETGA
OG0007945	sp|Q8JZY2|COMDA_MOUSE	tr|G5BJS8|G5BJS8_HETGA
OG0007946	sp|Q8R034|APC13_MOUSE	tr|G5BL14|G5BL14_HETGA
OG0007947	sp|Q811F1|ZBT41_MOUSE	tr|G5BM74|G5BM74_HETGA
OG0007948	sp|Q8VHN7|AGRV1_MOUSE	tr|G5BN37|G5BN37_HETGA
OG0007949	sp|Q3TFD2|PCAT1_MOUSE	tr|G5BPI5|G5BPI5_HETGA
OG0007950	sp|Q60805|MERTK_MOUSE	tr|G5BQY7|G5BQY7_HETGA
OG0007951	sp|Q8R4V2|DUS15_MOUSE	tr|G5BR02|G5BR02_HETGA
OG0007952	tr|Q8BSL0|Q8BSL0_MOUSE	tr|G5BSG6|G5BSG6_HETGA
OG0007953	sp|Q61147|CERU_MOUSE	tr|G5BSL1|G5BSL1_HETGA
OG0007954	sp|Q8BGY2|IF5A2_MOUSE	tr|G5BT60|G5BT60_HETGA
OG0007955	sp|Q9Z2P8|VAMP5_MOUSE	tr|G5BU82|G5BU82_HETGA
OG0007956	tr|J3KML0|J3KML0_MOUSE	tr|G5BU93|G5BU93_HETGA
OG0007957	sp|Q9DC37|MFSD1_MOUSE	tr|G5BVQ9|G5BVQ9_HETGA
OG0007958	sp|P70390|SHOX2_MOUSE	tr|G5BVR4|G5BVR4_HETGA
OG0007959	sp|Q9CWG8|NDUF7_MOUSE	tr|G5BZ84|G5BZ84_HETGA
OG0007960	sp|Q99MQ3|PINK1_MOUSE	tr|G5C4W7|G5C4W7_HETGA
OG0007961	sp|Q5HZK2|NRSN2_MOUSE	tr|G5C6M0|G5C6M0_HETGA
OG0007962	sp|Q64434|PTK6_MOUSE	tr|G5C8D1|G5C8D1_HETGA
OG0007963	sp|B2RXC1|TPC11_MOUSE	tr|G5CAK9|G5CAK9_HETGA
OG0007964	sp|Q01102|LYAM3_MOUSE	tr|G5CB45|G5CB45_HETGA
OG0007965	sp|P54830|PTN5_MOUSE	tr|G5AK96|G5AK96_HETGA
OG0007966	sp|Q02248|CTNB1_MOUSE	tr|G5ALX2|G5ALX2_HETGA
OG0007967	sp|Q3UY90|GAK1A_MOUSE	tr|G5ALY6|G5ALY6_HETGA
OG0007968	sp|Q99ML9|RN111_MOUSE	tr|G5AQ66|G5AQ66_HETGA
OG0007969	sp|Q9CQ75|NDUA2_MOUSE	tr|G5AR57|G5AR57_HETGA
OG0007970	sp|Q6ZQH8|NU188_MOUSE	tr|G5ASC9|G5ASC9_HETGA
OG0007971	sp|Q6V3W6|DRC7_MOUSE	tr|G5AUF4|G5AUF4_HETGA
OG0007972	sp|Q3URQ0|TEX10_MOUSE	tr|G5AZ28|G5AZ28_HETGA
OG0007973	sp|Q99LW0|ANR10_MOUSE	tr|G5AZ42|G5AZ42_HETGA
OG0007974	sp|P21729|GRPR_MOUSE	tr|G5B3H9|G5B3H9_HETGA
OG0007975	tr|G3UYY4|G3UYY4_MOUSE	tr|G5B3L2|G5B3L2_HETGA
OG0007976	sp|O55128|SAP18_MOUSE	tr|G5B3M1|G5B3M1_HETGA
OG0007977	sp|Q99M71|EPDR1_MOUSE	tr|G5B3V4|G5B3V4_HETGA
OG0007978	sp|Q791T5|MTCH1_MOUSE	tr|G5B535|G5B535_HETGA
OG0007979	sp|Q9JHI2|ADAT1_MOUSE	tr|G5B5Y5|G5B5Y5_HETGA
OG0007980	sp|P70279|SURF6_MOUSE	tr|G5B8G8|G5B8G8_HETGA
OG0007981	sp|O35659|GLP1R_MOUSE	tr|G5B9F2|G5B9F2_HETGA
OG0007982	sp|Q8C3F2|F120C_MOUSE	tr|G5BAB4|G5BAB4_HETGA
OG0007983	sp|Q5SWD9|TSR1_MOUSE	tr|G5BCU1|G5BCU1_HETGA
OG0007984	sp|Q5ND34|WDR81_MOUSE	tr|G5BCV2|G5BCV2_HETGA
OG0007985	sp|Q3TMV7|PYRD1_MOUSE	tr|G5BEF6|G5BEF6_HETGA
OG0007986	sp|Q8BW49|TTC12_MOUSE	tr|G5BEX5|G5BEX5_HETGA
OG0007987	sp|Q8C3P7|MTA70_MOUSE	tr|G5BFU9|G5BFU9_HETGA
OG0007988	sp|P59041|DJC30_MOUSE	tr|G5BG79|G5BG79_HETGA
OG0007989	sp|Q8K2M3|SRR1L_MOUSE	tr|G5BGM4|G5BGM4_HETGA
OG0007990	sp|Q3UW53|NIBA1_MOUSE	tr|G5BGQ1|G5BGQ1_HETGA
OG0007991	sp|P14106|C1QB_MOUSE	tr|G5BHZ6|G5BHZ6_HETGA
OG0007992	sp|A2A6A1|GPTC8_MOUSE	tr|G5BJ00|G5BJ00_HETGA
OG0007993	sp|Q8BLY3|LRFN3_MOUSE	tr|G5BK17|G5BK17_HETGA
OG0007994	sp|Q8C0V9|FRMD6_MOUSE	tr|G5BLN8|G5BLN8_HETGA
OG0007995	sp|B2RY56|RBM25_MOUSE	tr|G5BP41|G5BP41_HETGA
OG0007996	sp|P70387|HFE_MOUSE	tr|G5BQE5|G5BQE5_HETGA
OG0007997	sp|Q96EQ9|PRDM9_MOUSE	tr|G5BS65|G5BS65_HETGA
OG0007998	sp|Q9D666|SUN1_MOUSE	tr|G5BUE9|G5BUE9_HETGA
OG0007999	sp|Q9CPX8|QCR10_MOUSE	tr|G5BW53|G5BW53_HETGA
OG0008000	sp|P62962|PROF1_MOUSE	tr|G5BW97|G5BW97_HETGA
OG0008001	sp|O35310|HS3S1_MOUSE	tr|G5BWV3|G5BWV3_HETGA
OG0008002	sp|Q8CES1|PMIS2_MOUSE	tr|G5BXI1|G5BXI1_HETGA
OG0008003	sp|Q8CIB9|ESCO2_MOUSE	tr|G5BY85|G5BY85_HETGA
OG0008004	sp|Q9JJF3|RIOX1_MOUSE	tr|G5C1P3|G5C1P3_HETGA
OG0008005	sp|Q8R4V5|OIT3_MOUSE	tr|G5C2H7|G5C2H7_HETGA
OG0008006	sp|Q9R0M5|TPK1_MOUSE	tr|G5C2P1|G5C2P1_HETGA
OG0008007	sp|Q8CI96|CLIP4_MOUSE	tr|G5C2X7|G5C2X7_HETGA
OG0008008	sp|Q61858|GPAN1_MOUSE	tr|G5C3F1|G5C3F1_HETGA
OG0008009	sp|Q8VCD5|MED17_MOUSE	tr|G5C3X8|G5C3X8_HETGA
OG0008010	sp|O35454|CLCN6_MOUSE	tr|G5C505|G5C505_HETGA
OG0008011	sp|Q8R0Y8|S2542_MOUSE	tr|G5C5B9|G5C5B9_HETGA
OG0008012	sp|Q07174|M3K8_MOUSE	tr|G5C5F1|G5C5F1_HETGA
OG0008013	sp|Q9D6X5|S52A3_MOUSE	tr|G5C6M8|G5C6M8_HETGA
OG0008014	sp|P61290|PSME3_MOUSE	tr|G5C9Z6|G5C9Z6_HETGA
OG0008015	sp|P63154|CRNL1_MOUSE	tr|G5CBB9|G5CBB9_HETGA
OG0008016	sp|P0C8K7|SMIM1_MOUSE	tr|G5CBI4|G5CBI4_HETGA
OG0008017	sp|A2AD83|FRMD7_MOUSE	tr|G5AJW3|G5AJW3_HETGA
OG0008018	sp|P28843|DPP4_MOUSE	tr|G5AKB6|G5AKB6_HETGA
OG0008019	sp|E9Q1P8|I2BP2_MOUSE	tr|G5AKC0|G5AKC0_HETGA
OG0008020	sp|D3YWE6|MN1_MOUSE	tr|G5APZ0|G5APZ0_HETGA
OG0008021	sp|Q9D0G0|RT30_MOUSE	tr|G5ARL4|G5ARL4_HETGA
OG0008022	sp|Q3TTI8|TEX52_MOUSE	tr|G5AS17|G5AS17_HETGA
OG0008023	sp|Q8BGI3|INSI1_MOUSE	tr|G5AVC9|G5AVC9_HETGA
OG0008024	sp|Q9WVL4|GRK1_MOUSE	tr|G5AVV0|G5AVV0_HETGA
OG0008025	sp|O35594|IFT81_MOUSE	tr|G5AWM7|G5AWM7_HETGA
OG0008026	sp|Q8BZ33|TENS4_MOUSE	tr|G5AX75|G5AX75_HETGA
OG0008027	sp|Q9D1H8|RM53_MOUSE	tr|G5AXF4|G5AXF4_HETGA
OG0008028	sp|Q8CGW9|DMRTD_MOUSE	tr|G5AZQ0|G5AZQ0_HETGA
OG0008029	sp|Q9DCU6|RM04_MOUSE	tr|G5B233|G5B233_HETGA
OG0008030	sp|Q9QXA5|LSM4_MOUSE	tr|G5B4D1|G5B4D1_HETGA
OG0008031	sp|Q91W39|NCOA5_MOUSE	tr|G5B7Q3|G5B7Q3_HETGA
OG0008032	sp|Q6PB70|ANO8_MOUSE	tr|G5B7V6|G5B7V6_HETGA
OG0008033	tr|A0A494B9K2|A0A494B9K2_MOUSE	tr|G5B8T9|G5B8T9_HETGA
OG0008034	sp|Q9Z2B3|RGR_MOUSE	tr|G5BDP8|G5BDP8_HETGA
OG0008035	sp|P54320|ELN_MOUSE	tr|G5BG87|G5BG87_HETGA
OG0008036	sp|P70315|WASP_MOUSE	tr|G5BJH7|G5BJH7_HETGA
OG0008037	sp|Q99KN9|EPN4_MOUSE	tr|G5BKW5|G5BKW5_HETGA
OG0008038	sp|Q923D4|SF3B5_MOUSE	tr|G5BL63|G5BL63_HETGA
OG0008039	sp|Q8R4G6|MGT5A_MOUSE	tr|G5BMI9|G5BMI9_HETGA
OG0008040	sp|G5E8K6|MOT6_MOUSE	tr|G5BNC6|G5BNC6_HETGA
OG0008041	sp|O54910|IKBE_MOUSE	tr|G5BNP0|G5BNP0_HETGA
OG0008042	sp|Q8VEK6|ING3_MOUSE	tr|G5BNR0|G5BNR0_HETGA
OG0008043	tr|A2AKE5|A2AKE5_MOUSE	tr|G5BPU6|G5BPU6_HETGA
OG0008044	sp|Q925I7|PDGFD_MOUSE	tr|G5BUD3|G5BUD3_HETGA
OG0008045	sp|Q8R367|RERG_MOUSE	tr|G5BV44|G5BV44_HETGA
OG0008046	sp|Q91XB7|YIF1A_MOUSE	tr|G5BWX3|G5BWX3_HETGA
OG0008047	sp|P63280|UBC9_MOUSE	tr|G5BXT5|G5BXT5_HETGA
OG0008048	sp|P70168|IMB1_MOUSE	tr|G5BY29|G5BY29_HETGA
OG0008049	sp|Q8BGK9|CC018_MOUSE	tr|G5BZT3|G5BZT3_HETGA
OG0008050	sp|Q9WUZ9|ENTP5_MOUSE	tr|G5C1N3|G5C1N3_HETGA
OG0008051	sp|Q9WTK7|STK11_MOUSE	tr|G5C5Z0|G5C5Z0_HETGA
OG0008052	sp|Q9WUB0|HOIL1_MOUSE	tr|G5C6M2|G5C6M2_HETGA
OG0008053	sp|Q8C341|SUCO_MOUSE	tr|G5C7M6|G5C7M6_HETGA
OG0008054	sp|Q9WUF3|C8AP2_MOUSE	tr|G5C8Z6|G5C8Z6_HETGA
OG0008055	sp|Q3UBG2|PCLI1_MOUSE	tr|G5C9F8|G5C9F8_HETGA
OG0008056	sp|Q99KX1|MLF2_MOUSE	tr|G5CAQ6|G5CAQ6_HETGA
OG0008058	sp|O88783|FA5_MOUSE	tr|G5CB46|G5CB46_HETGA
OG0008059	sp|Q80WR5|CA174_MOUSE	tr|G5CBI0|G5CBI0_HETGA
OG0008060	sp|Q9CRA5|GOLP3_MOUSE	tr|G5AKD1|G5AKD1_HETGA
OG0008061	sp|Q8C0Q4|NEK11_MOUSE	tr|G5AM69|G5AM69_HETGA
OG0008062	sp|Q9QZM8|FBX17_MOUSE	tr|G5AM97|G5AM97_HETGA
OG0008063	sp|Q9JJK2|LANC2_MOUSE	tr|G5AMM5|G5AMM5_HETGA
OG0008064	sp|Q8BWY4|MBLC1_MOUSE	tr|G5AN19|G5AN19_HETGA
OG0008065	sp|Q8VC90|ZDH12_MOUSE	tr|G5ASE1|G5ASE1_HETGA
OG0008066	sp|P07934|PHKG1_MOUSE	tr|G5ASS5|G5ASS5_HETGA
OG0008067	sp|P58465|CTDSL_MOUSE	tr|G5ATL3|G5ATL3_HETGA
OG0008068	sp|P35413|GPR3_MOUSE	tr|G5AUT7|G5AUT7_HETGA
OG0008069	sp|Q8K4B0|MTA1_MOUSE	tr|G5AWK0|G5AWK0_HETGA
OG0008070	sp|Q8VDN4|CCD92_MOUSE	tr|G5AWU2|G5AWU2_HETGA
OG0008071	sp|Q76I79|SSH1_MOUSE	tr|G5AWZ3|G5AWZ3_HETGA
OG0008072	sp|O08740|RPB11_MOUSE	tr|G5AXA4|G5AXA4_HETGA
OG0008073	sp|Q8QZY2|GLCTK_MOUSE	tr|G5AXM5|G5AXM5_HETGA
OG0008074	sp|P62897|CYC_MOUSE	tr|G5AY59|G5AY59_HETGA
OG0008075	sp|Q8R1L4|ERD23_MOUSE	tr|G5AYT1|G5AYT1_HETGA
OG0008076	sp|Q9ERM2|ICAM4_MOUSE	tr|G5B231|G5B231_HETGA
OG0008077	sp|Q99N42|TYPH_MOUSE	tr|G5B2G3|G5B2G3_HETGA
OG0008078	sp|Q8R370|USBP1_MOUSE	tr|G5B7V0|G5B7V0_HETGA
OG0008079	sp|O09046|OXLA_MOUSE	tr|G5B8R4|G5B8R4_HETGA
OG0008080	sp|Q5SSW2|PSME4_MOUSE	tr|G5B8U9|G5B8U9_HETGA
OG0008081	sp|Q5SV06|SPT22_MOUSE	tr|G5B940|G5B940_HETGA
OG0008082	sp|Q9JHE4|G3ST1_MOUSE	tr|G5BC87|G5BC87_HETGA
OG0008083	sp|Q99KY4|GAK_MOUSE	tr|G5BCK3|G5BCK3_HETGA
OG0008084	sp|O88667|RAD_MOUSE	tr|G5BDH6|G5BDH6_HETGA
OG0008085	sp|Q9JMG1|EDF1_MOUSE	tr|G5BEI3|G5BEI3_HETGA
OG0008086	sp|P07091|S10A4_MOUSE	tr|G5BEQ7|G5BEQ7_HETGA
OG0008087	sp|O35887|CALU_MOUSE	tr|G5BH98|G5BH98_HETGA
OG0008088	sp|P41588|VIPR2_MOUSE	tr|G5BHJ1|G5BHJ1_HETGA
OG0008089	sp|P10629|HXC6_MOUSE	tr|G5BIE2|G5BIE2_HETGA
OG0008090	sp|Q149F1|RUSD2_MOUSE	tr|G5BLZ3|G5BLZ3_HETGA
OG0008091	sp|Q812A3|ANR23_MOUSE	tr|G5BMU8|G5BMU8_HETGA
OG0008092	sp|Q8JZP2|SYN3_MOUSE	tr|G5BPE4|G5BPE4_HETGA
OG0008093	sp|Q9CR95|NECP1_MOUSE	tr|G5BPN4|G5BPN4_HETGA
OG0008094	sp|Q91ZZ3|SYUB_MOUSE	tr|G5BPZ3|G5BPZ3_HETGA
OG0008095	tr|E9QA15|E9QA15_MOUSE	tr|G5BS19|G5BS19_HETGA
OG0008096	sp|P09027|HXD3_MOUSE	tr|G5BU20|G5BU20_HETGA
OG0008097	sp|Q9D1M0|SEC13_MOUSE	tr|G5BX70|G5BX70_HETGA
OG0008098	sp|Q8VCH6|DHC24_MOUSE	tr|G5BXH0|G5BXH0_HETGA
OG0008099	sp|Q91YE7|RBM5_MOUSE	tr|G5BZY2|G5BZY2_HETGA
OG0008100	sp|Q8C6S9|CFA54_MOUSE	tr|G5C0S3|G5C0S3_HETGA
OG0008101	tr|A0A1W2P7H6|A0A1W2P7H6_MOUSE	tr|G5C0Z5|G5C0Z5_HETGA
OG0008102	sp|Q9QXT6|IL17B_MOUSE	tr|G5C3A4|G5C3A4_HETGA
OG0008103	sp|Q9QUM7|MSH5_MOUSE	tr|G5C3G1|G5C3G1_HETGA
OG0008104	sp|Q8R2H9|PHOP1_MOUSE	tr|G5C4N9|G5C4N9_HETGA
OG0008105	sp|P08414|KCC4_MOUSE	tr|G5C627|G5C627_HETGA
OG0008106	sp|Q570Y9|DPTOR_MOUSE	tr|G5C9R0|G5C9R0_HETGA
OG0008107	sp|Q61865|MIA_MOUSE	tr|G5C9W8|G5C9W8_HETGA
OG0008108	sp|Q5Y5T5|ZDHC8_MOUSE	tr|G5CA29|G5CA29_HETGA
OG0008109	sp|Q8VD31|TPSNR_MOUSE	tr|G5CAP3|G5CAP3_HETGA
OG0008110	sp|P60060|SC61G_MOUSE	tr|G5AMM7|G5AMM7_HETGA
OG0008111	sp|P19467|MUC13_MOUSE	tr|G5AQ74|G5AQ74_HETGA
OG0008112	sp|P51960|MYBA_MOUSE	tr|G5AQP0|G5AQP0_HETGA
OG0008113	sp|Q9CPW7|ZMAT2_MOUSE	tr|G5AR51|G5AR51_HETGA
OG0008114	sp|Q9WTW2|KCNE3_MOUSE	tr|G5AS91|G5AS91_HETGA
OG0008115	sp|Q04857|CO6A1_MOUSE	tr|G5ATA7|G5ATA7_HETGA
OG0008116	sp|B1AVD1|XPP2_MOUSE	tr|G5AU68|G5AU68_HETGA
OG0008117	sp|Q9JIX0|ENY2_MOUSE	tr|G5AVI7|G5AVI7_HETGA
OG0008118	sp|Q9DAC7|TTC32_MOUSE	tr|G5AZA9|G5AZA9_HETGA
OG0008119	tr|D3Z6E3|D3Z6E3_MOUSE	tr|G5B0V6|G5B0V6_HETGA
OG0008120	sp|Q924T7|RNF31_MOUSE	tr|G5B293|G5B293_HETGA
OG0008121	sp|Q80XG9|LRRT4_MOUSE	tr|G5B2A9|G5B2A9_HETGA
OG0008122	tr|Q6NV99|Q6NV99_MOUSE	tr|G5B2K2|G5B2K2_HETGA
OG0008123	sp|A2AG58|BCLA3_MOUSE	tr|G5B3X5|G5B3X5_HETGA
OG0008124	sp|Q8VDG3|PARN_MOUSE	tr|G5B4F1|G5B4F1_HETGA
OG0008125	sp|O35435|PYRD_MOUSE	tr|G5B5U5|G5B5U5_HETGA
OG0008126	sp|Q8CBX0|CSC1_MOUSE	tr|G5B682|G5B682_HETGA
OG0008127	sp|Q9ERY9|ERG28_MOUSE	tr|G5B693|G5B693_HETGA
OG0008128	sp|Q62401|CCL12_MOUSE	tr|G5B763|G5B763_HETGA
OG0008129	sp|Q9Z0Y2|PA21B_MOUSE	tr|G5B779|G5B779_HETGA
OG0008130	sp|P61588|RND3_MOUSE	tr|G5B7S4|G5B7S4_HETGA
OG0008131	sp|Q8C015|PAK5_MOUSE	tr|G5BAR5|G5BAR5_HETGA
OG0008132	sp|Q9EQG5|BEAN1_MOUSE	tr|G5BDG4|G5BDG4_HETGA
OG0008133	sp|Q9D187|CIA2B_MOUSE	tr|G5BDH7|G5BDH7_HETGA
OG0008134	sp|P51162|FABP6_MOUSE	tr|G5BEM7|G5BEM7_HETGA
OG0008135	sp|Q9ERE8|TLRN1_MOUSE	tr|G5BEZ1|G5BEZ1_HETGA
OG0008136	sp|Q9CQI3|GMFB_MOUSE	tr|G5BF83|G5BF83_HETGA
OG0008137	sp|Q61224|5HT1D_MOUSE	tr|G5BHZ2|G5BHZ2_HETGA
OG0008138	tr|E9PZ87|E9PZ87_MOUSE	tr|G5BIA7|G5BIA7_HETGA
OG0008139	sp|P47876|IBP1_MOUSE	tr|G5BIM4|G5BIM4_HETGA
OG0008140	sp|Q8R1Q8|DC1L1_MOUSE	tr|G5BIV6|G5BIV6_HETGA
OG0008141	sp|Q6P4T1|SNX19_MOUSE	tr|G5BLU4|G5BLU4_HETGA
OG0008142	sp|A7MCT6|EKI2_MOUSE	tr|G5BML8|G5BML8_HETGA
OG0008143	sp|Q80T23|SYTL5_MOUSE	tr|G5BMQ3|G5BMQ3_HETGA
OG0008144	sp|Q3U0K8|OGFD1_MOUSE	tr|G5BMR8|G5BMR8_HETGA
OG0008145	sp|Q9DAN9|CF97D_MOUSE	tr|G5BN84|G5BN84_HETGA
OG0008146	sp|Q99K28|ARFG2_MOUSE	tr|G5BPC0|G5BPC0_HETGA
OG0008147	sp|Q9DA08|SGF29_MOUSE	tr|G5BRC7|G5BRC7_HETGA
OG0008148	sp|Q91ZV7|PLDX1_MOUSE	tr|G5BRW1|G5BRW1_HETGA
OG0008149	sp|P61922|GABT_MOUSE	tr|G5BSD0|G5BSD0_HETGA
OG0008150	sp|O35593|PSDE_MOUSE	tr|G5BT32|G5BT32_HETGA
OG0008151	sp|Q8R1E7|TM234_MOUSE	tr|G5BU92|G5BU92_HETGA
OG0008152	sp|Q8K0C8|COX19_MOUSE	tr|G5BUF3|G5BUF3_HETGA
OG0008153	sp|Q62383|SPT6H_MOUSE	tr|G5BVI0|G5BVI0_HETGA
OG0008154	sp|Q9CZX2|CEP89_MOUSE	tr|G5BXH5|G5BXH5_HETGA
OG0008155	sp|Q8R191|SNG3_MOUSE	tr|G5BY52|G5BY52_HETGA
OG0008156	sp|P08551|NFL_MOUSE	tr|G5BYB0|G5BYB0_HETGA
OG0008157	sp|Q9Z2D7|MBD4_MOUSE	tr|G5BYE1|G5BYE1_HETGA
OG0008158	sp|P35375|PE2R1_MOUSE	tr|G5BYS6|G5BYS6_HETGA
OG0008159	sp|Q9CXI5|MANF_MOUSE	tr|G5BZT9|G5BZT9_HETGA
OG0008160	sp|Q8K2Q7|BROX_MOUSE	tr|G5C187|G5C187_HETGA
OG0008161	sp|Q9CQS2|NOP10_MOUSE	tr|G5C2A0|G5C2A0_HETGA
OG0008162	sp|Q9JHG7|PK3CG_MOUSE	tr|G5C2D6|G5C2D6_HETGA
OG0008163	sp|Q60902|EP15R_MOUSE	tr|G5C2V7|G5C2V7_HETGA
OG0008164	sp|Q7TN02|MED26_MOUSE	tr|G5C2W2|G5C2W2_HETGA
OG0008165	sp|Q9R0L1|HSF4_MOUSE	tr|G5C646|G5C646_HETGA
OG0008166	sp|P47713|PA24A_MOUSE	tr|G5C6B8|G5C6B8_HETGA
OG0008167	sp|Q07243|MTF1_MOUSE	tr|G5C6H8|G5C6H8_HETGA
OG0008168	sp|Q9CXB2|SOAT_MOUSE	tr|G5C954|G5C954_HETGA
OG0008169	sp|P56212|ARP19_MOUSE	tr|G5C9D0|G5C9D0_HETGA
