Orthogroup	Mus_musculus	Saimiri_boliviensis_boliviensis
OG0005933	sp|Q9R0Z9|RHG07_MOUSE	tr|A0A2K6SPS2|A0A2K6SPS2_SAIBB
OG0005934	sp|Q9Z0H7|BCL10_MOUSE	tr|A0A2K6UMH8|A0A2K6UMH8_SAIBB
OG0005935	sp|Q9Z131|3BP5_MOUSE	tr|A0A2K6SV91|A0A2K6SV91_SAIBB
OG0005936	sp|Q9Z1R3|APOM_MOUSE	tr|A0A2K6UZJ4|A0A2K6UZJ4_SAIBB
OG0005937	sp|Q9Z2X1|HNRPF_MOUSE	tr|A0A2K6S9N7|A0A2K6S9N7_SAIBB
OG0005938	sp|A2A6A1|GPTC8_MOUSE	tr|A0A2K6T1P3|A0A2K6T1P3_SAIBB
OG0005939	sp|A2AUC9|KLH41_MOUSE	tr|A0A2K6UY80|A0A2K6UY80_SAIBB
OG0005940	sp|A4Q9F1|TTLL8_MOUSE	tr|A0A2K6TLR5|A0A2K6TLR5_SAIBB
OG0005941	sp|B1AX39|ZCHC7_MOUSE	tr|A0A2K6TFP3|A0A2K6TFP3_SAIBB
OG0005942	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A2K6SLB3|A0A2K6SLB3_SAIBB
OG0005943	sp|F7BWT7|TSN15_MOUSE	tr|A0A2K6UK53|A0A2K6UK53_SAIBB
OG0005944	sp|O35083|PLCA_MOUSE	tr|A0A2K6U4H6|A0A2K6U4H6_SAIBB
OG0005945	sp|O35125|LRC23_MOUSE	tr|A0A2K6RY78|A0A2K6RY78_SAIBB
OG0005946	sp|O35864|CSN5_MOUSE	tr|A0A2K6S8W6|A0A2K6S8W6_SAIBB
OG0005947	sp|O35955|PSB10_MOUSE	tr|A0A2K6UCH6|A0A2K6UCH6_SAIBB
OG0005948	sp|O70201|BIRC5_MOUSE	tr|A0A2K6TK45|A0A2K6TK45_SAIBB
OG0005949	sp|P04345|CRGA_MOUSE	tr|A0A2K6TH76|A0A2K6TH76_SAIBB
OG0005950	sp|P86046|KCJ13_MOUSE	tr|A0A2K6SQP8|A0A2K6SQP8_SAIBB
OG0005951	sp|Q08423|TFF1_MOUSE	tr|A0A2K6UI00|A0A2K6UI00_SAIBB
OG0005952	sp|Q2TL60|ZN667_MOUSE	tr|A0A2K6TBY3|A0A2K6TBY3_SAIBB
OG0005953	sp|Q3TUL7|DCA17_MOUSE	tr|A0A2K6TZS6|A0A2K6TZS6_SAIBB
OG0005954	sp|Q3TYP4|TM88B_MOUSE	tr|A0A2K6UGX8|A0A2K6UGX8_SAIBB
OG0005955	sp|Q5SUR0|PUR4_MOUSE	tr|A0A2K6V1B8|A0A2K6V1B8_SAIBB
OG0005956	sp|Q5SWD9|TSR1_MOUSE	tr|A0A2K6SK11|A0A2K6SK11_SAIBB
OG0005957	sp|Q61017|GBGT2_MOUSE	tr|A0A2K6U9V2|A0A2K6U9V2_SAIBB
OG0005958	sp|Q62232|SIX2_MOUSE	tr|A0A2K6UWK8|A0A2K6UWK8_SAIBB
OG0005959	sp|Q6P253|DMKN_MOUSE	tr|A0A2K6TYG1|A0A2K6TYG1_SAIBB
OG0005960	sp|Q6P9L4|UBP49_MOUSE	tr|A0A2K6RY09|A0A2K6RY09_SAIBB
OG0005961	sp|Q6PAQ4|REXO4_MOUSE	tr|A0A2K6ULL4|A0A2K6ULL4_SAIBB
OG0005962	tr|Q6PCX8|Q6PCX8_MOUSE	tr|A0A2K6TPR2|A0A2K6TPR2_SAIBB
OG0005963	tr|Q76M80|Q76M80_MOUSE	tr|A0A2K6RY16|A0A2K6RY16_SAIBB
OG0005964	sp|Q80T14|FRAS1_MOUSE	tr|A0A2K6UYY6|A0A2K6UYY6_SAIBB
OG0005965	sp|Q80TF6|STAR9_MOUSE	tr|A0A2K6TEE5|A0A2K6TEE5_SAIBB
OG0005966	sp|Q8BHA9|PXYP1_MOUSE	tr|A0A2K6UBJ6|A0A2K6UBJ6_SAIBB
OG0005967	sp|Q8BMA5|NPAT_MOUSE	tr|A0A2K6SR79|A0A2K6SR79_SAIBB
OG0005968	tr|Q8BUW1|Q8BUW1_MOUSE	tr|A0A2K6SNM3|A0A2K6SNM3_SAIBB
OG0005969	sp|Q8BV42|ZN786_MOUSE	tr|A0A2K6T7B9|A0A2K6T7B9_SAIBB
OG0005970	sp|Q8BX05|GLPK5_MOUSE	tr|A0A2K6S403|A0A2K6S403_SAIBB
OG0005971	sp|Q8C5W0|CLMN_MOUSE	tr|A0A2K6TU70|A0A2K6TU70_SAIBB
OG0005972	sp|Q8CCN1|NAL10_MOUSE	tr|A0A2K6UKF7|A0A2K6UKF7_SAIBB
OG0005973	sp|Q8CHE4|PHLP1_MOUSE	tr|A0A2K6V3K2|A0A2K6V3K2_SAIBB
OG0005974	sp|Q8CIE2|ZMIZ2_MOUSE	tr|A0A2K6ULK2|A0A2K6ULK2_SAIBB
OG0005975	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A2K6UMJ1|A0A2K6UMJ1_SAIBB
OG0005976	sp|Q8K3W0|BABA2_MOUSE	tr|A0A2K6UJP4|A0A2K6UJP4_SAIBB
OG0005977	sp|Q8R448|OTOSP_MOUSE	tr|A0A2K6S6Y6|A0A2K6S6Y6_SAIBB
OG0005978	sp|Q91WD9|SEGN_MOUSE	tr|A0A2K6SEA1|A0A2K6SEA1_SAIBB
OG0005979	sp|Q91YE7|RBM5_MOUSE	tr|A0A2K6S1X2|A0A2K6S1X2_SAIBB
OG0005980	sp|Q9CXC9|ETV5_MOUSE	tr|A0A2K6THD5|A0A2K6THD5_SAIBB
OG0005981	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A2K6TS94|A0A2K6TS94_SAIBB
OG0005982	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A2K6S2Z0|A0A2K6S2Z0_SAIBB
OG0005983	sp|Q9D9M4|PDZD9_MOUSE	tr|A0A2K6U2X4|A0A2K6U2X4_SAIBB
OG0005984	sp|Q9ESJ1|CABL1_MOUSE	tr|A0A2K6S0I7|A0A2K6S0I7_SAIBB
OG0005985	sp|Q9WUA2|SYFB_MOUSE	tr|A0A2K6SBT5|A0A2K6SBT5_SAIBB
OG0005986	sp|Q9Z0P7|SUFU_MOUSE	tr|A0A2K6TU06|A0A2K6TU06_SAIBB
OG0005987	tr|A0A571BE33|A0A571BE33_MOUSE	tr|A0A2K6SLN3|A0A2K6SLN3_SAIBB
OG0005988	sp|A2A9G7|SHL2A_MOUSE	tr|A0A2K6UL36|A0A2K6UL36_SAIBB
OG0005989	tr|D3YTP3|D3YTP3_MOUSE	tr|A0A2K6UAD5|A0A2K6UAD5_SAIBB
OG0005990	tr|D3Z0K6|D3Z0K6_MOUSE	tr|A0A2K6V7I5|A0A2K6V7I5_SAIBB
OG0005991	tr|D3Z6E3|D3Z6E3_MOUSE	tr|A0A2K6TJU9|A0A2K6TJU9_SAIBB
OG0005992	sp|E1U8D0|SOGA1_MOUSE	tr|A0A2K6T5E1|A0A2K6T5E1_SAIBB
OG0005993	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A2K6TA14|A0A2K6TA14_SAIBB
OG0005994	sp|O88888|APBA3_MOUSE	tr|A0A2K6UBI5|A0A2K6UBI5_SAIBB
OG0005995	sp|O89109|KCNN4_MOUSE	tr|A0A2K6SBI0|A0A2K6SBI0_SAIBB
OG0005996	sp|P35991|BTK_MOUSE	tr|A0A2K6TV40|A0A2K6TV40_SAIBB
OG0005997	sp|P51432|PLCB3_MOUSE	tr|A0A2K6V1W9|A0A2K6V1W9_SAIBB
OG0005998	sp|P51906|EAA3_MOUSE	tr|A0A2K6UM50|A0A2K6UM50_SAIBB
OG0005999	sp|P70352|NAR5_MOUSE	tr|A0A2K6SC62|A0A2K6SC62_SAIBB
OG0006000	sp|P97329|KI20A_MOUSE	tr|A0A2K6SWV5|A0A2K6SWV5_SAIBB
OG0006001	sp|Q00731|VEGFA_MOUSE	tr|A0A2K6UAG5|A0A2K6UAG5_SAIBB
OG0006002	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A2K6UHT7|A0A2K6UHT7_SAIBB
OG0006003	sp|Q3UHX9|CI114_MOUSE	tr|A0A2K6UNY9|A0A2K6UNY9_SAIBB
OG0006004	sp|Q3UIW8|RN224_MOUSE	tr|A0A2K6SYW4|A0A2K6SYW4_SAIBB
OG0006005	sp|Q3UW41|WFDC9_MOUSE	tr|A0A2K6V5Y1|A0A2K6V5Y1_SAIBB
OG0006006	sp|Q5DU28|PCX2_MOUSE	tr|A0A2K6URJ2|A0A2K6URJ2_SAIBB
OG0006007	sp|Q5EE38|ACD_MOUSE	tr|A0A2K6U5M1|A0A2K6U5M1_SAIBB
OG0006008	sp|Q5H8C4|VP13A_MOUSE	tr|A0A2K6SP57|A0A2K6SP57_SAIBB
OG0006009	sp|Q64010|CRK_MOUSE	tr|A0A2K6UQJ0|A0A2K6UQJ0_SAIBB
OG0006010	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A2K6S336|A0A2K6S336_SAIBB
OG0006011	sp|Q7TT79|MCPH1_MOUSE	tr|A0A2K6SSU0|A0A2K6SSU0_SAIBB
OG0006012	sp|Q80U40|RIMB2_MOUSE	tr|A0A2K6SU25|A0A2K6SU25_SAIBB
OG0006013	sp|Q810S2|CB074_MOUSE	tr|A0A2K6TLE7|A0A2K6TLE7_SAIBB
OG0006014	sp|Q8BGA7|INT15_MOUSE	tr|A0A2K6UXA9|A0A2K6UXA9_SAIBB
OG0006015	sp|Q8BKK4|PPR1C_MOUSE	tr|A0A2K6UMA9|A0A2K6UMA9_SAIBB
OG0006016	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A2K6ULE7|A0A2K6ULE7_SAIBB
OG0006017	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A2K6SA83|A0A2K6SA83_SAIBB
OG0006018	sp|Q8C5V8|CC187_MOUSE	tr|A0A2K6U158|A0A2K6U158_SAIBB
OG0006019	sp|Q8C6Y6|ASB14_MOUSE	tr|A0A2K6S783|A0A2K6S783_SAIBB
OG0006020	sp|Q8C7B6|FXL22_MOUSE	tr|A0A2K6V109|A0A2K6V109_SAIBB
OG0006021	sp|Q8CJH3|PLXB1_MOUSE	tr|A0A2K6SL59|A0A2K6SL59_SAIBB
OG0006022	sp|Q8K3R3|PLCD4_MOUSE	tr|A0A2K6UUV1|A0A2K6UUV1_SAIBB
OG0006023	sp|Q8QZX0|SBK1_MOUSE	tr|A0A2K6UAX0|A0A2K6UAX0_SAIBB
OG0006024	sp|Q8R4N0|CLYBL_MOUSE	tr|A0A2K6T8L6|A0A2K6T8L6_SAIBB
OG0006025	sp|Q8VD57|SFT2B_MOUSE	tr|A0A2K6UHV6|A0A2K6UHV6_SAIBB
OG0006026	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A2K6TXW2|A0A2K6TXW2_SAIBB
OG0006027	sp|Q91YN1|F118A_MOUSE	tr|A0A2K6UBN8|A0A2K6UBN8_SAIBB
OG0006028	sp|Q91ZK4|DMBX1_MOUSE	tr|A0A2K6UMM1|A0A2K6UMM1_SAIBB
OG0006029	sp|Q921S7|RM37_MOUSE	tr|A0A2K6T3Z7|A0A2K6T3Z7_SAIBB
OG0006030	sp|Q922G2|FA76A_MOUSE	tr|A0A2K6THT4|A0A2K6THT4_SAIBB
OG0006031	sp|Q923B1|DBR1_MOUSE	tr|A0A2K6UII6|A0A2K6UII6_SAIBB
OG0006032	sp|Q99LP6|GRPE1_MOUSE	tr|A0A2K6T0Y9|A0A2K6T0Y9_SAIBB
OG0006033	sp|Q9CUX1|P52K_MOUSE	tr|A0A2K6UPW0|A0A2K6UPW0_SAIBB
OG0006034	sp|Q9D394|RUFY3_MOUSE	tr|A0A2K6USH0|A0A2K6USH0_SAIBB
OG0006035	sp|Q9D8B7|JAM3_MOUSE	tr|A0A2K6SH47|A0A2K6SH47_SAIBB
OG0006036	sp|Q9DAU7|WFDC2_MOUSE	tr|A0A2K6U343|A0A2K6U343_SAIBB
OG0006037	sp|Q9JHR9|NRIP2_MOUSE	tr|A0A2K6SLQ5|A0A2K6SLQ5_SAIBB
OG0006038	sp|Q9JHX3|IL21R_MOUSE	tr|A0A2K6UUF4|A0A2K6UUF4_SAIBB
OG0006039	sp|Q9JJA2|COG8_MOUSE	tr|A0A2K6SF72|A0A2K6SF72_SAIBB
OG0006040	sp|Q9QXY9|PEX3_MOUSE	tr|A0A2K6V1C5|A0A2K6V1C5_SAIBB
OG0006041	sp|Q9QYS9|QKI_MOUSE	tr|A0A2K6V8V6|A0A2K6V8V6_SAIBB
OG0006042	sp|A0A0B4J1G0|FCG3A_MOUSE	tr|A0A2K6TVP9|A0A2K6TVP9_SAIBB
OG0006043	tr|E9Q9B3|E9Q9B3_MOUSE	tr|A0A2K6SXH3|A0A2K6SXH3_SAIBB
OG0006044	sp|G5E8K6|MOT6_MOUSE	tr|A0A2K6TCX0|A0A2K6TCX0_SAIBB
OG0006046	sp|O55033|NCK2_MOUSE	tr|A0A2K6SRW6|A0A2K6SRW6_SAIBB
OG0006047	sp|P09793|CTLA4_MOUSE	tr|A0A2K6UZZ4|A0A2K6UZZ4_SAIBB
OG0006048	sp|P15037|ETS2_MOUSE	tr|A0A2K6UPI3|A0A2K6UPI3_SAIBB
OG0006049	sp|P21981|TGM2_MOUSE	tr|A0A2K6TZU6|A0A2K6TZU6_SAIBB
OG0006050	sp|P55099|TKNK_MOUSE	tr|A0A2K6UNX6|A0A2K6UNX6_SAIBB
OG0006051	sp|P61375|LHX5_MOUSE	tr|A0A2K6U4V4|A0A2K6U4V4_SAIBB
OG0006052	sp|P62342|SELT_MOUSE	tr|A0A2K6TVZ0|A0A2K6TVZ0_SAIBB
OG0006053	sp|P98086|C1QA_MOUSE	tr|A0A2K6SNR9|A0A2K6SNR9_SAIBB
OG0006054	sp|Q283N4|URAD_MOUSE	tr|A0A2K6TS65|A0A2K6TS65_SAIBB
OG0006055	sp|Q3TUH1|TAM41_MOUSE	tr|A0A2K6UX20|A0A2K6UX20_SAIBB
OG0006056	sp|Q52KE7|CCNL1_MOUSE	tr|A0A2K6V5P5|A0A2K6V5P5_SAIBB
OG0006057	sp|Q5EBG8|CA050_MOUSE	tr|A0A2K6SYQ0|A0A2K6SYQ0_SAIBB
OG0006058	sp|Q5FWH6|ARHGF_MOUSE	tr|A0A2K6SDR6|A0A2K6SDR6_SAIBB
OG0006059	sp|Q60850|S23A3_MOUSE	tr|A0A2K6SVI9|A0A2K6SVI9_SAIBB
OG0006060	sp|Q61191|HCFC1_MOUSE	tr|A0A2K6UWH3|A0A2K6UWH3_SAIBB
OG0006061	sp|Q61207|SAP_MOUSE	tr|A0A2K6U481|A0A2K6U481_SAIBB
OG0006062	sp|Q61330|CNTN2_MOUSE	tr|A0A2K6S5I1|A0A2K6S5I1_SAIBB
OG0006063	sp|Q6W3F0|P4HA3_MOUSE	tr|A0A2K6SLW2|A0A2K6SLW2_SAIBB
OG0006064	sp|Q6ZQ89|MARH6_MOUSE	tr|A0A2K6SIN8|A0A2K6SIN8_SAIBB
OG0006065	sp|Q80TL7|MON2_MOUSE	tr|A0A2K6UP60|A0A2K6UP60_SAIBB
OG0006066	sp|Q8BFW3|PR15B_MOUSE	tr|A0A2K6RYB9|A0A2K6RYB9_SAIBB
OG0006067	sp|Q8BG15|CTSL2_MOUSE	tr|A0A2K6V8Q9|A0A2K6V8Q9_SAIBB
OG0006068	sp|Q8BGE5|FANCM_MOUSE	tr|A0A2K6UAY9|A0A2K6UAY9_SAIBB
OG0006069	sp|Q8BUE7|MUC20_MOUSE	tr|A0A2K6UA49|A0A2K6UA49_SAIBB
OG0006070	sp|Q8BZG5|MT25B_MOUSE	tr|A0A2K6SMJ3|A0A2K6SMJ3_SAIBB
OG0006071	tr|Q8C879|Q8C879_MOUSE	tr|A0A2K6U6H6|A0A2K6U6H6_SAIBB
OG0006072	sp|Q8CFV2|F149A_MOUSE	tr|A0A2K6T1L5|A0A2K6T1L5_SAIBB
OG0006073	sp|Q8CII8|SYNE4_MOUSE	tr|A0A2K6RYV6|A0A2K6RYV6_SAIBB
OG0006074	sp|Q8R0A6|VTM2A_MOUSE	tr|A0A2K6SUV2|A0A2K6SUV2_SAIBB
OG0006075	sp|Q8R0P8|ABHD8_MOUSE	tr|A0A2K6SYB5|A0A2K6SYB5_SAIBB
OG0006076	sp|Q8R127|SCPDL_MOUSE	tr|A0A2K6SSD3|A0A2K6SSD3_SAIBB
OG0006077	sp|Q8R5F8|ES8L1_MOUSE	tr|A0A2K6SS27|A0A2K6SS27_SAIBB
OG0006078	sp|Q91X96|MSS4_MOUSE	tr|A0A2K6V5L1|A0A2K6V5L1_SAIBB
OG0006079	tr|Q925T4|Q925T4_MOUSE	tr|A0A2K6U4A6|A0A2K6U4A6_SAIBB
OG0006080	sp|Q99M31|HSP7E_MOUSE	tr|A0A2K6SWU9|A0A2K6SWU9_SAIBB
OG0006081	sp|Q9CR25|DPH2_MOUSE	tr|A0A2K6S326|A0A2K6S326_SAIBB
OG0006083	sp|Q9CX86|ROA0_MOUSE	tr|A0A2K6UWN1|A0A2K6UWN1_SAIBB
OG0006084	sp|Q9CXS4|CENPV_MOUSE	tr|A0A2K6SXM8|A0A2K6SXM8_SAIBB
OG0006085	sp|Q9CY24|T179B_MOUSE	tr|A0A2K6U8I6|A0A2K6U8I6_SAIBB
OG0006086	sp|Q9D123|TM219_MOUSE	tr|A0A2K6TW20|A0A2K6TW20_SAIBB
OG0006087	sp|Q9D2L5|CPXM2_MOUSE	tr|A0A2K6V790|A0A2K6V790_SAIBB
OG0006088	sp|Q9D8U3|ERP27_MOUSE	tr|A0A2K6SY72|A0A2K6SY72_SAIBB
OG0006089	sp|Q9DA48|SACA1_MOUSE	tr|A0A2K6UHL6|A0A2K6UHL6_SAIBB
OG0006090	sp|Q9DB94|WDR53_MOUSE	tr|A0A2K6SW63|A0A2K6SW63_SAIBB
OG0006091	sp|Q9ESG9|PMYT1_MOUSE	tr|A0A2K6SSQ3|A0A2K6SSQ3_SAIBB
OG0006092	sp|Q9NWG9|MAGH1_MOUSE	tr|A0A2K6S7B3|A0A2K6S7B3_SAIBB
OG0006093	sp|Q9WTW5|S22A3_MOUSE	tr|A0A2K6T9F8|A0A2K6T9F8_SAIBB
OG0006094	sp|Q9WU56|PUS1_MOUSE	tr|A0A2K6T1V7|A0A2K6T1V7_SAIBB
OG0006095	sp|Q9WUV0|ORC5_MOUSE	tr|A0A2K6UKZ5|A0A2K6UKZ5_SAIBB
OG0006096	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A2K6S0S5|A0A2K6S0S5_SAIBB
OG0006097	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|A0A2K6UAV6|A0A2K6UAV6_SAIBB
OG0006098	sp|A2A791|ZMYM4_MOUSE	tr|A0A2K6UPY2|A0A2K6UPY2_SAIBB
OG0006099	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A2K6SNN2|A0A2K6SNN2_SAIBB
OG0006100	sp|B2RX88|CSPP1_MOUSE	tr|A0A2K6T9Q2|A0A2K6T9Q2_SAIBB
OG0006101	tr|E9Q9H8|E9Q9H8_MOUSE	tr|A0A2K6T8P6|A0A2K6T8P6_SAIBB
OG0006102	sp|E9QAM5|HELZ2_MOUSE	tr|A0A2K6UQY0|A0A2K6UQY0_SAIBB
OG0006103	sp|O08689|GDF8_MOUSE	tr|A0A2K6TJS1|A0A2K6TJS1_SAIBB
OG0006104	sp|O09061|PSB1_MOUSE	tr|A0A2K6U0X5|A0A2K6U0X5_SAIBB
OG0006105	sp|O35219|KCNH2_MOUSE	tr|A0A2K6SM50|A0A2K6SM50_SAIBB
OG0006106	sp|O54901|OX2G_MOUSE	tr|A0A2K6TSA2|A0A2K6TSA2_SAIBB
OG0006107	sp|O88746|TOM1_MOUSE	tr|A0A2K6T4T7|A0A2K6T4T7_SAIBB
OG0006108	sp|P47810|WEE1_MOUSE	tr|A0A2K6UP92|A0A2K6UP92_SAIBB
OG0006109	sp|P51491|OPSB_MOUSE	sp|O13092|OPSB_SAIBB
OG0006110	sp|P54751|SIA4A_MOUSE	tr|A0A2K6SXE3|A0A2K6SXE3_SAIBB
OG0006111	sp|P97431|IRF6_MOUSE	tr|A0A2K6S0E3|A0A2K6S0E3_SAIBB
OG0006112	sp|P99028|QCR6_MOUSE	tr|A0A2K6UTT4|A0A2K6UTT4_SAIBB
OG0006113	sp|Q08351|TPOR_MOUSE	tr|A0A2K6SA33|A0A2K6SA33_SAIBB
OG0006114	sp|Q0GA42|CNNM1_MOUSE	tr|A0A2K6T0I9|A0A2K6T0I9_SAIBB
OG0006115	sp|Q2TPA8|HSDL2_MOUSE	tr|A0A2K6USG3|A0A2K6USG3_SAIBB
OG0006116	sp|Q3U4H6|HEXD_MOUSE	tr|A0A2K6TKB2|A0A2K6TKB2_SAIBB
OG0006117	sp|Q3UFB2|BCD1_MOUSE	tr|A0A2K6TLN8|A0A2K6TLN8_SAIBB
OG0006118	sp|Q3UIA2|RHG17_MOUSE	tr|A0A2K6UEN4|A0A2K6UEN4_SAIBB
OG0006119	sp|Q3USW5|FXRD2_MOUSE	tr|A0A2K6UT45|A0A2K6UT45_SAIBB
OG0006120	sp|Q3UUX7|CD046_MOUSE	tr|A0A2K6SWH7|A0A2K6SWH7_SAIBB
OG0006121	sp|Q3UZ01|RNPC3_MOUSE	tr|A0A2K6T7A1|A0A2K6T7A1_SAIBB
OG0006122	sp|Q497V5|SRBD1_MOUSE	tr|A0A2K6TAD9|A0A2K6TAD9_SAIBB
OG0006123	sp|Q5ND28|SREC_MOUSE	tr|A0A2K6UL48|A0A2K6UL48_SAIBB
OG0006124	sp|Q60825|NPT2A_MOUSE	tr|A0A2K6USU3|A0A2K6USU3_SAIBB
OG0006125	sp|Q6NXH8|MET25_MOUSE	tr|A0A2K6TEM7|A0A2K6TEM7_SAIBB
OG0006126	sp|Q6NZP2|GPBL1_MOUSE	tr|A0A2K6TWC1|A0A2K6TWC1_SAIBB
OG0006127	sp|Q6ZWX0|ASTER_MOUSE	tr|A0A2K6U051|A0A2K6U051_SAIBB
OG0006128	sp|Q70FJ1|AKAP9_MOUSE	tr|A0A2K6SWL2|A0A2K6SWL2_SAIBB
OG0006129	sp|Q7TSN7|IGSF5_MOUSE	tr|A0A2K6SN25|A0A2K6SN25_SAIBB
OG0006130	sp|Q8BGN6|TMG4_MOUSE	tr|A0A2K6SR13|A0A2K6SR13_SAIBB
OG0006131	sp|Q8BH57|WDR48_MOUSE	tr|A0A2K6SCP8|A0A2K6SCP8_SAIBB
OG0006132	sp|Q8BK35|NOP53_MOUSE	tr|A0A2K6UPQ5|A0A2K6UPQ5_SAIBB
OG0006133	sp|Q8BL03|MCATL_MOUSE	tr|A0A2K6TPB6|A0A2K6TPB6_SAIBB
OG0006134	sp|Q8JZN7|MIRO2_MOUSE	tr|A0A2K6SQC5|A0A2K6SQC5_SAIBB
OG0006135	sp|Q8K124|PKHO2_MOUSE	tr|A0A2K6U4Y3|A0A2K6U4Y3_SAIBB
OG0006136	sp|Q8K3D6|S35E4_MOUSE	tr|A0A2K6U7T5|A0A2K6U7T5_SAIBB
OG0006137	sp|Q8R087|B4GT7_MOUSE	tr|A0A2K6UK84|A0A2K6UK84_SAIBB
OG0006138	sp|Q8R1W8|IMPG1_MOUSE	tr|A0A2K6UK85|A0A2K6UK85_SAIBB
OG0006139	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A2K6TN10|A0A2K6TN10_SAIBB
OG0006140	sp|Q8VCF5|TSN10_MOUSE	tr|A0A2K6TYF0|A0A2K6TYF0_SAIBB
OG0006141	sp|Q91VU1|YIPF1_MOUSE	tr|A0A2K6TFM2|A0A2K6TFM2_SAIBB
OG0006142	sp|Q91Z53|GRHPR_MOUSE	tr|A0A2K6TU49|A0A2K6TU49_SAIBB
OG0006143	sp|Q91ZS8|RED1_MOUSE	tr|A0A2K6SLI8|A0A2K6SLI8_SAIBB
OG0006144	sp|Q920M7|SYT17_MOUSE	tr|A0A2K6UR81|A0A2K6UR81_SAIBB
OG0006145	sp|Q9CPW0|CNTP2_MOUSE	tr|A0A2K6TH44|A0A2K6TH44_SAIBB
OG0006146	sp|Q9CPW9|MAP12_MOUSE	tr|A0A2K6U745|A0A2K6U745_SAIBB
OG0006147	sp|Q9CPX9|APC11_MOUSE	tr|A0A2K6SS02|A0A2K6SS02_SAIBB
OG0006148	sp|Q9CXH7|SGO1_MOUSE	tr|A0A2K6UVV5|A0A2K6UVV5_SAIBB
OG0006149	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A2K6RY82|A0A2K6RY82_SAIBB
OG0006150	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A2K6TFB7|A0A2K6TFB7_SAIBB
OG0006151	sp|Q9D7I9|TGM5_MOUSE	tr|A0A2K6V8U4|A0A2K6V8U4_SAIBB
OG0006152	sp|Q9ERH8|S28A3_MOUSE	tr|A0A2K6U4V8|A0A2K6U4V8_SAIBB
OG0006153	sp|Q9JM95|SIA7F_MOUSE	tr|A0A2K6RYZ9|A0A2K6RYZ9_SAIBB
OG0006154	sp|Q9QYY8|SPAST_MOUSE	tr|A0A2K6T800|A0A2K6T800_SAIBB
OG0006155	sp|Q9QZX7|SRR_MOUSE	tr|A0A2K6SEQ7|A0A2K6SEQ7_SAIBB
OG0006156	sp|F2YMG0|PRS56_MOUSE	tr|A0A2K6UBG6|A0A2K6UBG6_SAIBB
OG0006157	sp|O35696|SIA8B_MOUSE	tr|A0A2K6T0H1|A0A2K6T0H1_SAIBB
OG0006158	sp|O54714|PIAS3_MOUSE	tr|A0A2K6T8G6|A0A2K6T8G6_SAIBB
OG0006159	sp|O55127|CP26A_MOUSE	tr|A0A2K6RZL2|A0A2K6RZL2_SAIBB
OG0006160	sp|O70401|TSN6_MOUSE	tr|A0A2K6V275|A0A2K6V275_SAIBB
OG0006161	sp|P11627|L1CAM_MOUSE	tr|A0A2K6UR91|A0A2K6UR91_SAIBB
OG0006162	sp|P23780|BGAL_MOUSE	tr|A0A2K6TTR5|A0A2K6TTR5_SAIBB
OG0006163	sp|P53349|M3K1_MOUSE	tr|A0A2K6TE14|A0A2K6TE14_SAIBB
OG0006164	sp|P58283|RN216_MOUSE	tr|A0A2K6S488|A0A2K6S488_SAIBB
OG0006165	sp|P62627|DLRB1_MOUSE	tr|A0A2K6TQC2|A0A2K6TQC2_SAIBB
OG0006166	sp|P80205|OTX1_MOUSE	tr|A0A2K6U757|A0A2K6U757_SAIBB
OG0006167	sp|Q19A41|KLF14_MOUSE	tr|A0A2K6S1G6|A0A2K6S1G6_SAIBB
OG0006168	sp|Q3UND0|SKAP2_MOUSE	tr|A0A2K6SUN1|A0A2K6SUN1_SAIBB
OG0006169	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A2K6SS51|A0A2K6SS51_SAIBB
OG0006170	sp|Q5ND29|RILP_MOUSE	tr|A0A2K6TDK6|A0A2K6TDK6_SAIBB
OG0006171	sp|Q5U4D9|THOC6_MOUSE	tr|A0A2K6SWV9|A0A2K6SWV9_SAIBB
OG0006172	sp|Q60710|SAMH1_MOUSE	tr|A0A2K6S8Z7|A0A2K6S8Z7_SAIBB
OG0006173	sp|Q61451|CD53_MOUSE	tr|A0A2K6U1E8|A0A2K6U1E8_SAIBB
OG0006174	sp|Q62420|SH3G2_MOUSE	tr|A0A2K6UM67|A0A2K6UM67_SAIBB
OG0006175	sp|Q68FF9|S5A1_MOUSE	tr|A0A2K6UMT2|A0A2K6UMT2_SAIBB
OG0006176	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A2K6SN50|A0A2K6SN50_SAIBB
