Orthogroup	Mus_musculus	Propithecus_coquereli
OG0006390	sp|O35218|CPSF2_MOUSE	tr|A0A2K6GN69|A0A2K6GN69_PROCO
OG0006391	sp|O54792|HES2_MOUSE	tr|A0A2K6GJU9|A0A2K6GJU9_PROCO
OG0006392	sp|P09690|ACHB_MOUSE	tr|A0A2K6FBP5|A0A2K6FBP5_PROCO
OG0006393	sp|P12813|NR4A1_MOUSE	tr|A0A2K6EWJ3|A0A2K6EWJ3_PROCO
OG0006394	sp|P20664|PRI1_MOUSE	tr|A0A2K6GUZ4|A0A2K6GUZ4_PROCO
OG0006395	sp|P27577|ETS1_MOUSE	tr|A0A2K6H0E6|A0A2K6H0E6_PROCO
OG0006396	sp|P53995|APC1_MOUSE	tr|A0A2K6GN54|A0A2K6GN54_PROCO
OG0006397	sp|P58660|CAR10_MOUSE	tr|A0A2K6GC24|A0A2K6GC24_PROCO
OG0006398	sp|P60824|CIRBP_MOUSE	tr|A0A2K6GXN6|A0A2K6GXN6_PROCO
OG0006399	sp|P63073|IF4E_MOUSE	tr|A0A2K6GJ26|A0A2K6GJ26_PROCO
OG0006400	sp|Q3U0X8|TACT_MOUSE	tr|A0A2K6FHS0|A0A2K6FHS0_PROCO
OG0006401	sp|Q3UKU4|FA83F_MOUSE	tr|A0A2K6F7B4|A0A2K6F7B4_PROCO
OG0006402	sp|Q3UVL4|VPS51_MOUSE	tr|A0A2K6GVJ4|A0A2K6GVJ4_PROCO
OG0006403	sp|Q5NCF2|TPPC1_MOUSE	tr|A0A2K6GT71|A0A2K6GT71_PROCO
OG0006404	sp|Q60949|TBCD1_MOUSE	tr|A0A2K6F9U2|A0A2K6F9U2_PROCO
OG0006405	sp|Q61039|HAND2_MOUSE	tr|A0A2K6ELB9|A0A2K6ELB9_PROCO
OG0006406	sp|Q61321|SIX4_MOUSE	tr|A0A2K6GCL5|A0A2K6GCL5_PROCO
OG0006407	sp|Q62005|ZP1_MOUSE	tr|A0A2K6GG36|A0A2K6GG36_PROCO
OG0006408	sp|Q62252|SP17_MOUSE	tr|A0A2K6GDN4|A0A2K6GDN4_PROCO
OG0006409	sp|Q6NSU3|GL8D1_MOUSE	tr|A0A2K6GE72|A0A2K6GE72_PROCO
OG0006410	sp|Q80SX8|PIF1_MOUSE	tr|A0A2K6FJ13|A0A2K6FJ13_PROCO
OG0006411	sp|Q80TI0|ASTRB_MOUSE	tr|A0A2K6FEC4|A0A2K6FEC4_PROCO
OG0006412	sp|Q80TM9|NISCH_MOUSE	tr|A0A2K6FLU9|A0A2K6FLU9_PROCO
OG0006413	sp|Q80ZU9|G137A_MOUSE	tr|A0A2K6FT01|A0A2K6FT01_PROCO
OG0006414	sp|Q8BGA2|LHPL2_MOUSE	tr|A0A2K6EJS7|A0A2K6EJS7_PROCO
OG0006416	sp|Q8BVR0|BAFL_MOUSE	tr|A0A2K6FA40|A0A2K6FA40_PROCO
OG0006417	sp|Q8C170|MYO9A_MOUSE	tr|A0A2K6FUB7|A0A2K6FUB7_PROCO
OG0006418	sp|Q8JZM7|CDC73_MOUSE	tr|A0A2K6G5U2|A0A2K6G5U2_PROCO
OG0006419	sp|Q8K3F6|KCNQ3_MOUSE	tr|A0A2K6GDZ1|A0A2K6GDZ1_PROCO
OG0006420	sp|Q8K4Q7|CERK1_MOUSE	tr|A0A2K6EF13|A0A2K6EF13_PROCO
OG0006421	sp|Q8R149|BUD13_MOUSE	tr|A0A2K6G201|A0A2K6G201_PROCO
OG0006422	sp|Q8R370|USBP1_MOUSE	tr|A0A2K6H0U0|A0A2K6H0U0_PROCO
OG0006423	sp|Q8R3N1|NOP14_MOUSE	tr|A0A2K6GW42|A0A2K6GW42_PROCO
OG0006424	sp|Q8VDV8|MITD1_MOUSE	tr|A0A2K6FHN7|A0A2K6FHN7_PROCO
OG0006425	sp|Q8VEC4|CAHM2_MOUSE	tr|A0A2K6FE90|A0A2K6FE90_PROCO
OG0006426	sp|Q8VEM8|MPCP_MOUSE	tr|A0A2K6F039|A0A2K6F039_PROCO
OG0006427	sp|Q925N1|SFXN4_MOUSE	tr|A0A2K6GT21|A0A2K6GT21_PROCO
OG0006428	sp|Q99MZ7|PECR_MOUSE	tr|A0A2K6EXW1|A0A2K6EXW1_PROCO
OG0006429	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A2K6F102|A0A2K6F102_PROCO
OG0006430	sp|Q9CZ13|QCR1_MOUSE	tr|A0A2K6ETI9|A0A2K6ETI9_PROCO
OG0006431	sp|Q9D0E1|HNRPM_MOUSE	tr|A0A2K6FSK4|A0A2K6FSK4_PROCO
OG0006432	sp|Q9D1Z3|ACKMT_MOUSE	tr|A0A2K6EYI3|A0A2K6EYI3_PROCO
OG0006433	sp|Q9D4P7|GSTT4_MOUSE	tr|A0A2K6FUQ0|A0A2K6FUQ0_PROCO
OG0006434	sp|Q9D5D8|CDYL2_MOUSE	tr|A0A2K6FEB2|A0A2K6FEB2_PROCO
OG0006435	sp|Q9D8M7|PHF10_MOUSE	tr|A0A2K6EMD0|A0A2K6EMD0_PROCO
OG0006436	sp|Q9ERE8|TLRN1_MOUSE	tr|A0A2K6GK73|A0A2K6GK73_PROCO
OG0006437	sp|Q9JKD9|ZBT32_MOUSE	tr|A0A2K6EGV2|A0A2K6EGV2_PROCO
OG0006438	sp|Q9WU40|MAN1_MOUSE	tr|A0A2K6GIT3|A0A2K6GIT3_PROCO
OG0006439	sp|Q9Z2C9|MTMR7_MOUSE	tr|A0A2K6GMD2|A0A2K6GMD2_PROCO
OG0006440	tr|A0A1B0GRQ9|A0A1B0GRQ9_MOUSE	tr|A0A2K6G527|A0A2K6G527_PROCO
OG0006441	sp|A2ADZ8|IQCC_MOUSE	tr|A0A2K6FHI3|A0A2K6FHI3_PROCO
OG0006442	sp|A6PWD2|FHAD1_MOUSE	tr|A0A2K6FEC0|A0A2K6FEC0_PROCO
OG0006443	tr|D3YVV6|D3YVV6_MOUSE	tr|A0A2K6GS64|A0A2K6GS64_PROCO
OG0006444	sp|D3YYM0|OVOL3_MOUSE	tr|A0A2K6ESN6|A0A2K6ESN6_PROCO
OG0006445	sp|D3Z423|R212B_MOUSE	tr|A0A2K6FAZ6|A0A2K6FAZ6_PROCO
OG0006446	tr|D4AFX7|D4AFX7_MOUSE	tr|A0A2K6FNP4|A0A2K6FNP4_PROCO
OG0006447	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|A0A2K6EFV4|A0A2K6EFV4_PROCO
OG0006448	sp|O35486|CRYGS_MOUSE	tr|A0A2K6G1P9|A0A2K6G1P9_PROCO
OG0006449	sp|O54946|DNJB6_MOUSE	tr|A0A2K6EU63|A0A2K6EU63_PROCO
OG0006450	sp|O89100|GRAP2_MOUSE	tr|A0A2K6GUP9|A0A2K6GUP9_PROCO
OG0006451	sp|O89112|LANC1_MOUSE	tr|A0A2K6ELW5|A0A2K6ELW5_PROCO
OG0006452	sp|P10749|IL1B_MOUSE	tr|A0A2K6FAZ1|A0A2K6FAZ1_PROCO
OG0006453	sp|P15379|CD44_MOUSE	tr|A0A2K6GLA2|A0A2K6GLA2_PROCO
OG0006454	sp|P23249|MOV10_MOUSE	tr|A0A2K6EIV3|A0A2K6EIV3_PROCO
OG0006455	sp|P32043|HXC5_MOUSE	tr|A0A2K6F6C3|A0A2K6F6C3_PROCO
OG0006456	sp|P56394|COX17_MOUSE	tr|A0A2K6GDL3|A0A2K6GDL3_PROCO
OG0006457	sp|P62774|MTPN_MOUSE	tr|A0A2K6EPM2|A0A2K6EPM2_PROCO
OG0006458	sp|P97764|WBP1_MOUSE	tr|A0A2K6EY81|A0A2K6EY81_PROCO
OG0006459	sp|Q05186|RCN1_MOUSE	tr|A0A2K6H0F4|A0A2K6H0F4_PROCO
OG0006460	sp|Q3TP92|CNEP1_MOUSE	tr|A0A2K6F203|A0A2K6F203_PROCO
OG0006461	sp|Q3TXX3|ZFY27_MOUSE	tr|A0A2K6GU46|A0A2K6GU46_PROCO
OG0006462	sp|Q3U2C5|RN149_MOUSE	tr|A0A2K6GXK8|A0A2K6GXK8_PROCO
OG0006463	sp|Q5SP85|CC85A_MOUSE	tr|A0A2K6G5U6|A0A2K6G5U6_PROCO
OG0006464	sp|Q60976|JERKY_MOUSE	tr|A0A2K6GLX7|A0A2K6GLX7_PROCO
OG0006465	sp|Q61037|TSC2_MOUSE	tr|A0A2K6FQI7|A0A2K6FQI7_PROCO
OG0006466	sp|Q61125|BKRB1_MOUSE	tr|A0A2K6FVX1|A0A2K6FVX1_PROCO
OG0006467	sp|Q61127|NAB2_MOUSE	tr|A0A2K6F868|A0A2K6F868_PROCO
OG0006468	sp|Q62073|M3K7_MOUSE	tr|A0A2K6EWI4|A0A2K6EWI4_PROCO
OG0006469	sp|Q62415|ASPP1_MOUSE	tr|A0A2K6EV89|A0A2K6EV89_PROCO
OG0006470	sp|Q64339|ISG15_MOUSE	tr|A0A2K6FDI3|A0A2K6FDI3_PROCO
OG0006471	sp|Q6DID3|SCAF8_MOUSE	tr|A0A2K6EGI8|A0A2K6EGI8_PROCO
OG0006472	sp|Q6ZWS4|CNIH3_MOUSE	tr|A0A2K6EML7|A0A2K6EML7_PROCO
OG0006473	sp|Q7TPV2|DZIP3_MOUSE	tr|A0A2K6F325|A0A2K6F325_PROCO
OG0006474	sp|Q7TQ95|LNP_MOUSE	tr|A0A2K6GQY0|A0A2K6GQY0_PROCO
OG0006475	sp|Q8BII1|PROX2_MOUSE	tr|A0A2K6F8A0|A0A2K6F8A0_PROCO
OG0006476	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A2K6G1M2|A0A2K6G1M2_PROCO
OG0006477	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A2K6EFF3|A0A2K6EFF3_PROCO
OG0006478	sp|Q8C2B3|HDAC7_MOUSE	tr|A0A2K6EKB9|A0A2K6EKB9_PROCO
OG0006479	sp|Q8CF25|CS067_MOUSE	tr|A0A2K6GAP7|A0A2K6GAP7_PROCO
OG0006480	sp|Q8CFD5|ERCC8_MOUSE	tr|A0A2K6FPN9|A0A2K6FPN9_PROCO
OG0006481	sp|Q8QZY4|RTBDN_MOUSE	tr|A0A2K6FL00|A0A2K6FL00_PROCO
OG0006482	tr|Q91UZ1|Q91UZ1_MOUSE	tr|A0A2K6GKL6|A0A2K6GKL6_PROCO
OG0006483	sp|Q99LC5|ETFA_MOUSE	tr|A0A2K6GUL6|A0A2K6GUL6_PROCO
OG0006484	sp|Q99M15|PPIP2_MOUSE	tr|A0A2K6FXM8|A0A2K6FXM8_PROCO
OG0006485	sp|Q99MQ1|BICC1_MOUSE	tr|A0A2K6GZF6|A0A2K6GZF6_PROCO
OG0006486	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A2K6GFQ9|A0A2K6GFQ9_PROCO
OG0006487	sp|Q9EP73|PD1L1_MOUSE	tr|A0A2K6F2X4|A0A2K6F2X4_PROCO
OG0006488	sp|Q9EPW0|INP4A_MOUSE	tr|A0A2K6GIH5|A0A2K6GIH5_PROCO
OG0006489	sp|Q9ET78|JPH2_MOUSE	tr|A0A2K6GA86|A0A2K6GA86_PROCO
OG0006490	sp|Q9QZU4|PLAT1_MOUSE	tr|A0A2K6GLN9|A0A2K6GLN9_PROCO
OG0006491	sp|Q9R088|KITM_MOUSE	tr|A0A2K6EKQ1|A0A2K6EKQ1_PROCO
OG0006492	sp|Q9Z1W4|GDF11_MOUSE	tr|A0A2K6GBA5|A0A2K6GBA5_PROCO
OG0006493	sp|Q9Z2X8|KEAP1_MOUSE	tr|A0A2K6GLY4|A0A2K6GLY4_PROCO
OG0006494	sp|A2AM05|CNTLN_MOUSE	tr|A0A2K6H097|A0A2K6H097_PROCO
OG0006495	sp|A2ANX9|ZN711_MOUSE	tr|A0A2K6GZ73|A0A2K6GZ73_PROCO
OG0006496	sp|B9EJ86|OSBL8_MOUSE	tr|A0A2K6G628|A0A2K6G628_PROCO
OG0006497	tr|E9Q4M0|E9Q4M0_MOUSE	tr|A0A2K6G6L8|A0A2K6G6L8_PROCO
OG0006498	sp|G5E8B9|ZBT11_MOUSE	tr|A0A2K6GS66|A0A2K6GS66_PROCO
OG0006499	sp|O09008|MFNG_MOUSE	tr|A0A2K6FS88|A0A2K6FS88_PROCO
OG0006500	sp|O35382|EXOC4_MOUSE	tr|A0A2K6FNB5|A0A2K6FNB5_PROCO
OG0006501	sp|O54991|CNTP1_MOUSE	tr|A0A2K6ELI0|A0A2K6ELI0_PROCO
OG0006502	sp|P28662|BRI3_MOUSE	tr|A0A2K6EEH6|A0A2K6EEH6_PROCO
OG0006503	sp|P47876|IBP1_MOUSE	tr|A0A2K6GZ07|A0A2K6GZ07_PROCO
OG0006504	sp|P51163|HEM4_MOUSE	tr|A0A2K6FWH8|A0A2K6FWH8_PROCO
OG0006505	sp|P52801|EFNA2_MOUSE	tr|A0A2K6FKC1|A0A2K6FKC1_PROCO
OG0006506	sp|P52946|PDX1_MOUSE	tr|A0A2K6EK88|A0A2K6EK88_PROCO
OG0006507	sp|P80206|OTX2_MOUSE	tr|A0A2K6F4L5|A0A2K6F4L5_PROCO
OG0006508	sp|P82348|SGCG_MOUSE	tr|A0A2K6GEQ1|A0A2K6GEQ1_PROCO
OG0006509	sp|P97303|BACH2_MOUSE	tr|A0A2K6FBJ2|A0A2K6FBJ2_PROCO
OG0006510	sp|P97950|RB33A_MOUSE	tr|A0A2K6H113|A0A2K6H113_PROCO
OG0006511	sp|Q3TCN2|PLBL2_MOUSE	tr|A0A2K6F1I5|A0A2K6F1I5_PROCO
OG0006512	sp|Q3U108|ARI5A_MOUSE	tr|A0A2K6EX69|A0A2K6EX69_PROCO
OG0006513	sp|Q3U2K0|F193B_MOUSE	tr|A0A2K6FHA2|A0A2K6FHA2_PROCO
OG0006514	sp|Q3UQI9|MINY4_MOUSE	tr|A0A2K6G3P9|A0A2K6G3P9_PROCO
OG0006515	sp|Q3UUA0|LHPL7_MOUSE	tr|A0A2K6G4B6|A0A2K6G4B6_PROCO
OG0006516	sp|Q5NCE8|MRS2_MOUSE	tr|A0A2K6FTJ8|A0A2K6FTJ8_PROCO
OG0006517	sp|Q5U462|CDCP1_MOUSE	tr|A0A2K6G3K6|A0A2K6G3K6_PROCO
OG0006518	sp|Q61420|S35A1_MOUSE	tr|A0A2K6FS07|A0A2K6FS07_PROCO
OG0006519	sp|Q68EF0|RAB3I_MOUSE	tr|A0A2K6EM42|A0A2K6EM42_PROCO
OG0006520	sp|Q6A4J8|UBP7_MOUSE	tr|A0A2K6GUF1|A0A2K6GUF1_PROCO
OG0006521	sp|Q6PE65|GPT2L_MOUSE	tr|A0A2K6G9T4|A0A2K6G9T4_PROCO
OG0006522	sp|Q6PEB6|PHOCN_MOUSE	tr|A0A2K6G6H8|A0A2K6G6H8_PROCO
OG0006523	sp|Q6UJB9|TM270_MOUSE	tr|A0A2K6G832|A0A2K6G832_PROCO
OG0006524	sp|Q78JE5|FBX22_MOUSE	tr|A0A2K6FXC1|A0A2K6FXC1_PROCO
OG0006525	sp|Q7TT00|SP20H_MOUSE	tr|A0A2K6GZ78|A0A2K6GZ78_PROCO
OG0006526	sp|Q80SZ7|GBG5_MOUSE	tr|A0A2K6FP41|A0A2K6FP41_PROCO
OG0006527	sp|Q80TY4|ST18_MOUSE	tr|A0A2K6ELK6|A0A2K6ELK6_PROCO
OG0006528	tr|Q80ZQ7|Q80ZQ7_MOUSE	tr|A0A2K6FNW9|A0A2K6FNW9_PROCO
OG0006529	sp|Q8BH00|AL8A1_MOUSE	tr|A0A2K6H071|A0A2K6H071_PROCO
OG0006530	sp|Q8BXR5|NALCN_MOUSE	tr|A0A2K6H065|A0A2K6H065_PROCO
OG0006531	sp|Q8BZT7|PA2G3_MOUSE	tr|A0A2K6GU68|A0A2K6GU68_PROCO
OG0006532	sp|Q8CDJ8|STON1_MOUSE	tr|A0A2K6FHA3|A0A2K6FHA3_PROCO
OG0006533	sp|Q8K4Z3|NNRE_MOUSE	tr|A0A2K6EJ87|A0A2K6EJ87_PROCO
OG0006534	sp|Q8VBT1|TXLNB_MOUSE	tr|A0A2K6F4P5|A0A2K6F4P5_PROCO
OG0006535	sp|Q8VC85|LSM1_MOUSE	tr|A0A2K6FVQ2|A0A2K6FVQ2_PROCO
OG0006536	sp|Q99PR8|HSPB2_MOUSE	tr|A0A2K6G9S0|A0A2K6G9S0_PROCO
OG0006537	sp|Q9CPQ1|COX6C_MOUSE	tr|A0A2K6H0A9|A0A2K6H0A9_PROCO
OG0006538	sp|Q9CZ15|PSF1_MOUSE	tr|A0A2K6F5Q6|A0A2K6F5Q6_PROCO
OG0006539	sp|Q9D2X8|CH076_MOUSE	tr|A0A2K6F843|A0A2K6F843_PROCO
OG0006540	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A2K6G1T6|A0A2K6G1T6_PROCO
OG0006541	sp|Q9D7S1|TMM54_MOUSE	tr|A0A2K6EIX0|A0A2K6EIX0_PROCO
OG0006542	sp|Q9DAF8|CD051_MOUSE	tr|A0A2K6FDW1|A0A2K6FDW1_PROCO
OG0006543	sp|Q9DC60|UBIA1_MOUSE	tr|A0A2K6FWG7|A0A2K6FWG7_PROCO
OG0006544	sp|Q9EQR5|LIME1_MOUSE	tr|A0A2K6G1Q8|A0A2K6G1Q8_PROCO
OG0006545	sp|Q9ESS2|FGF22_MOUSE	tr|A0A2K6F2T2|A0A2K6F2T2_PROCO
OG0006546	sp|Q9JHE3|ASAH2_MOUSE	tr|A0A2K6EGS8|A0A2K6EGS8_PROCO
OG0006547	sp|Q9JHR7|IDE_MOUSE	tr|A0A2K6FDY1|A0A2K6FDY1_PROCO
OG0006548	sp|Q9WVA4|TAGL2_MOUSE	tr|A0A2K6FV19|A0A2K6FV19_PROCO
OG0006549	sp|Q9Z1F6|CNMD_MOUSE	tr|A0A2K6FGJ7|A0A2K6FGJ7_PROCO
OG0006550	sp|B1ARI9|PRR29_MOUSE	tr|A0A2K6GRY8|A0A2K6GRY8_PROCO
OG0006551	tr|B1AUY3|B1AUY3_MOUSE	tr|A0A2K6ENH2|A0A2K6ENH2_PROCO
OG0006552	sp|D3YY23|LONF1_MOUSE	tr|A0A2K6EHK0|A0A2K6EHK0_PROCO
OG0006553	tr|D3Z4R4|D3Z4R4_MOUSE	tr|A0A2K6FVH3|A0A2K6FVH3_PROCO
OG0006554	sp|O35668|HAP1_MOUSE	tr|A0A2K6EFA4|A0A2K6EFA4_PROCO
OG0006555	sp|O35927|CTND2_MOUSE	tr|A0A2K6F5T1|A0A2K6F5T1_PROCO
OG0006556	sp|O35942|NEK2_MOUSE	tr|A0A2K6FCL7|A0A2K6FCL7_PROCO
OG0006557	sp|O70255|MPZL2_MOUSE	tr|A0A2K6EZG4|A0A2K6EZG4_PROCO
OG0006558	sp|P0C7L0|WIPF3_MOUSE	tr|A0A2K6EXN7|A0A2K6EXN7_PROCO
OG0006559	sp|P28028|BRAF_MOUSE	tr|A0A2K6GE74|A0A2K6GE74_PROCO
OG0006560	sp|P49769|PSN1_MOUSE	tr|A0A2K6FKH9|A0A2K6FKH9_PROCO
OG0006561	sp|P54729|NUB1_MOUSE	tr|A0A2K6GYS2|A0A2K6GYS2_PROCO
OG0006562	sp|P60060|SC61G_MOUSE	tr|A0A2K6EYD6|A0A2K6EYD6_PROCO
OG0006563	sp|P70186|EPYC_MOUSE	tr|A0A2K6EPE7|A0A2K6EPE7_PROCO
OG0006564	sp|P84091|AP2M1_MOUSE	tr|A0A2K6GT42|A0A2K6GT42_PROCO
OG0006565	sp|Q3TBN1|TM248_MOUSE	tr|A0A2K6F7M1|A0A2K6F7M1_PROCO
OG0006566	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A2K6G9E3|A0A2K6G9E3_PROCO
OG0006567	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A2K6FU68|A0A2K6FU68_PROCO
OG0006568	sp|Q3UHX8|NKX63_MOUSE	tr|A0A2K6FDQ9|A0A2K6FDQ9_PROCO
OG0006569	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A2K6G569|A0A2K6G569_PROCO
OG0006570	sp|Q4QRL3|CC88B_MOUSE	tr|A0A2K6F602|A0A2K6F602_PROCO
OG0006571	sp|Q60846|TNR8_MOUSE	tr|A0A2K6G1U7|A0A2K6G1U7_PROCO
OG0006572	sp|Q61521|EREG_MOUSE	tr|A0A2K6G9Z8|A0A2K6G9Z8_PROCO
OG0006573	sp|Q61712|DNJC1_MOUSE	tr|A0A2K6GZ28|A0A2K6GZ28_PROCO
OG0006574	sp|Q6P9Q4|FHOD1_MOUSE	tr|A0A2K6EGL5|A0A2K6EGL5_PROCO
OG0006575	sp|Q6PCX9|TRI37_MOUSE	tr|A0A2K6FVF2|A0A2K6FVF2_PROCO
OG0006576	sp|Q7TQG0|ZBTB5_MOUSE	tr|A0A2K6EVF2|A0A2K6EVF2_PROCO
OG0006577	sp|Q80UP8|S20A2_MOUSE	tr|A0A2K6GGT4|A0A2K6GGT4_PROCO
OG0006578	sp|Q80X50|UBP2L_MOUSE	tr|A0A2K6FBR5|A0A2K6FBR5_PROCO
OG0006579	sp|Q8BH95|ECHM_MOUSE	tr|A0A2K6G425|A0A2K6G425_PROCO
OG0006580	sp|Q8BH98|MBOA1_MOUSE	tr|A0A2K6GE36|A0A2K6GE36_PROCO
OG0006581	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A2K6FAI3|A0A2K6FAI3_PROCO
OG0006582	sp|Q8BTZ4|APC5_MOUSE	tr|A0A2K6GSX6|A0A2K6GSX6_PROCO
OG0006583	sp|Q8C008|DZAN1_MOUSE	tr|A0A2K6G546|A0A2K6G546_PROCO
OG0006584	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A2K6FQY8|A0A2K6FQY8_PROCO
OG0006585	sp|Q8K2C7|OS9_MOUSE	tr|A0A2K6GXV8|A0A2K6GXV8_PROCO
OG0006586	sp|Q8K4H1|KFA_MOUSE	tr|A0A2K6GS11|A0A2K6GS11_PROCO
OG0006587	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A2K6GQP0|A0A2K6GQP0_PROCO
OG0006588	sp|Q8R519|ACMSD_MOUSE	tr|A0A2K6ENE1|A0A2K6ENE1_PROCO
OG0006589	sp|Q91WU6|ZDHC7_MOUSE	tr|A0A2K6H0E7|A0A2K6H0E7_PROCO
OG0006590	sp|Q9CR29|CCD43_MOUSE	tr|A0A2K6FD28|A0A2K6FD28_PROCO
OG0006591	sp|Q9CWU2|ZDH13_MOUSE	tr|A0A2K6EIS8|A0A2K6EIS8_PROCO
OG0006592	sp|Q9D8U2|TM41A_MOUSE	tr|A0A2K6G5E0|A0A2K6G5E0_PROCO
OG0006593	sp|Q9DBP5|KCY_MOUSE	tr|A0A2K6EH73|A0A2K6EH73_PROCO
OG0006594	sp|Q9JHJ5|5HT3B_MOUSE	tr|A0A2K6ESQ8|A0A2K6ESQ8_PROCO
OG0006595	sp|Q9JJB1|T191C_MOUSE	tr|A0A2K6EEZ2|A0A2K6EEZ2_PROCO
OG0006596	sp|Q9QXX3|PA2GX_MOUSE	tr|A0A2K6EY14|A0A2K6EY14_PROCO
OG0006597	sp|Q9QYP6|AZI2_MOUSE	tr|A0A2K6FAN9|A0A2K6FAN9_PROCO
OG0006598	sp|Q9R049|AMFR_MOUSE	tr|A0A2K6G3L5|A0A2K6G3L5_PROCO
OG0006599	sp|Q9R1Q6|T176B_MOUSE	tr|A0A2K6FCB5|A0A2K6FCB5_PROCO
OG0006600	sp|Q9Z1D9|ZN394_MOUSE	tr|A0A2K6GJY8|A0A2K6GJY8_PROCO
OG0006601	sp|Q9Z1J1|TF7L1_MOUSE	tr|A0A2K6GU66|A0A2K6GU66_PROCO
OG0006602	sp|Q9Z266|SNAPN_MOUSE	tr|A0A2K6GPS3|A0A2K6GPS3_PROCO
OG0006603	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A2K6G929|A0A2K6G929_PROCO
OG0006604	sp|E9Q4P1|WDFY1_MOUSE	tr|A0A2K6G194|A0A2K6G194_PROCO
OG0006605	tr|G3UW55|G3UW55_MOUSE	tr|A0A2K6EZD9|A0A2K6EZD9_PROCO
OG0006606	sp|O08908|P85B_MOUSE	tr|A0A2K6FWL8|A0A2K6FWL8_PROCO
OG0006607	sp|O88522|NEMO_MOUSE	tr|A0A2K6GM78|A0A2K6GM78_PROCO
OG0006608	sp|P08226|APOE_MOUSE	tr|A0A2K6F8D8|A0A2K6F8D8_PROCO
OG0006609	sp|P23881|TCEA3_MOUSE	tr|A0A2K6EFS4|A0A2K6EFS4_PROCO
OG0006610	sp|P34057|RECO_MOUSE	tr|A0A2K6GWF9|A0A2K6GWF9_PROCO
OG0006611	sp|P49615|CDK5_MOUSE	tr|A0A2K6GJB6|A0A2K6GJB6_PROCO
OG0006612	sp|P52793|EFNA1_MOUSE	tr|A0A2K6FMX9|A0A2K6FMX9_PROCO
OG0006613	sp|P61202|CSN2_MOUSE	tr|A0A2K6ESU0|A0A2K6ESU0_PROCO
OG0006614	sp|Q00560|IL6RB_MOUSE	tr|A0A2K6FD51|A0A2K6FD51_PROCO
OG0006615	sp|Q08642|PADI2_MOUSE	tr|A0A2K6F0J5|A0A2K6F0J5_PROCO
OG0006616	sp|Q3U2S8|HVCN1_MOUSE	tr|A0A2K6GLI1|A0A2K6GLI1_PROCO
OG0006617	sp|Q3UYI5|RGL3_MOUSE	tr|A0A2K6FJ28|A0A2K6FJ28_PROCO
OG0006618	sp|Q5BU09|EAPP_MOUSE	tr|A0A2K6FY64|A0A2K6FY64_PROCO
OG0006619	sp|Q60988|STIL_MOUSE	tr|A0A2K6GM88|A0A2K6GM88_PROCO
OG0006620	sp|Q64471|GSTT1_MOUSE	tr|A0A2K6GYC5|A0A2K6GYC5_PROCO
OG0006621	sp|Q6DFW0|CI072_MOUSE	tr|A0A2K6F182|A0A2K6F182_PROCO
OG0006622	sp|Q6P566|LIX1_MOUSE	tr|A0A2K6EUL8|A0A2K6EUL8_PROCO
OG0006623	sp|Q6P9J9|ANO6_MOUSE	tr|A0A2K6FG99|A0A2K6FG99_PROCO
OG0006624	sp|Q6PDS3|SARM1_MOUSE	tr|A0A2K6GCZ6|A0A2K6GCZ6_PROCO
OG0006625	sp|Q80ZK0|RT10_MOUSE	tr|A0A2K6GA47|A0A2K6GA47_PROCO
OG0006626	sp|Q8BGW9|DFB29_MOUSE	tr|A0A2K6GE56|A0A2K6GE56_PROCO
OG0006627	sp|Q8BGX7|SPIDR_MOUSE	tr|A0A2K6GF01|A0A2K6GF01_PROCO
OG0006628	sp|Q8BI79|CCD40_MOUSE	tr|A0A2K6FWH2|A0A2K6FWH2_PROCO
OG0006629	sp|Q8BMC1|VATG3_MOUSE	tr|A0A2K6FKK7|A0A2K6FKK7_PROCO
OG0006630	sp|Q8BPB5|FBLN3_MOUSE	tr|A0A2K6FJT2|A0A2K6FJT2_PROCO
OG0006631	sp|Q8BPK2|ZCHC3_MOUSE	tr|A0A2K6EQZ7|A0A2K6EQZ7_PROCO
OG0006632	sp|Q8BW10|NOB1_MOUSE	tr|A0A2K6GJD9|A0A2K6GJD9_PROCO
OG0006633	sp|Q8BXN9|TM87A_MOUSE	tr|A0A2K6G0D6|A0A2K6G0D6_PROCO
OG0006634	sp|Q8C196|CPSM_MOUSE	tr|A0A2K6G1A8|A0A2K6G1A8_PROCO
OG0006635	sp|Q8C351|LAYN_MOUSE	tr|A0A2K6GFZ9|A0A2K6GFZ9_PROCO
OG0006636	sp|Q8CC21|TTC19_MOUSE	tr|A0A2K6FCJ8|A0A2K6FCJ8_PROCO
OG0006637	sp|Q8R0W6|NFIP1_MOUSE	tr|A0A2K6FBH7|A0A2K6FBH7_PROCO
