Orthogroup	Mus_musculus	Canis_lupus_familiaris
OG0008991	sp|Q8VCB3|GYS2_MOUSE	tr|A0A8I3NVF0|A0A8I3NVF0_CANLF
OG0008992	sp|P62915|TF2B_MOUSE	tr|A0A8I3P1A2|A0A8I3P1A2_CANLF
OG0008993	sp|P39688|FYN_MOUSE	tr|A0A8I3P3X1|A0A8I3P3X1_CANLF
OG0008995	sp|Q9CZ62|CEP97_MOUSE	tr|A0A8I3PHA8|A0A8I3PHA8_CANLF
OG0008996	sp|P11627|L1CAM_MOUSE	tr|A0A8I3PM12|A0A8I3PM12_CANLF
OG0008997	sp|Q8BG55|GP171_MOUSE	tr|A0A8I3PUZ3|A0A8I3PUZ3_CANLF
OG0008998	sp|Q91XA8|KLD8A_MOUSE	tr|A0A8I3PY04|A0A8I3PY04_CANLF
OG0008999	sp|Q9EPR2|PG12A_MOUSE	tr|A0A8I3Q2H7|A0A8I3Q2H7_CANLF
OG0009000	sp|Q8CFE2|HPF1_MOUSE	tr|A0A8I3Q3B2|A0A8I3Q3B2_CANLF
OG0009001	sp|Q9D5V6|SYAP1_MOUSE	tr|A0A8I3Q5J7|A0A8I3Q5J7_CANLF
OG0009003	sp|B2RUJ5|APBA1_MOUSE	tr|A0A8I3RPF7|A0A8I3RPF7_CANLF
OG0009004	sp|Q9DBZ5|EIF3K_MOUSE	tr|A0A8I3RSI4|A0A8I3RSI4_CANLF
OG0009005	sp|P48771|CX7A2_MOUSE	tr|A0A8I3RVF9|A0A8I3RVF9_CANLF
OG0009006	sp|Q61510|TRI25_MOUSE	tr|A0A8I3S0A8|A0A8I3S0A8_CANLF
OG0009007	sp|Q8BPM0|DAAM1_MOUSE	tr|A0A8I3S458|A0A8I3S458_CANLF
OG0009008	sp|Q8CDU6|HECD2_MOUSE	tr|A0A8I3S768|A0A8I3S768_CANLF
OG0009010	sp|P63024|VAMP3_MOUSE	tr|A0A8I3SAF2|A0A8I3SAF2_CANLF
OG0009013	tr|G3UW50|G3UW50_MOUSE	tr|A0A8I3MF43|A0A8I3MF43_CANLF
OG0009014	sp|Q9JHZ2|ANKH_MOUSE	tr|A0A8I3MJ96|A0A8I3MJ96_CANLF
OG0009015	tr|D3Z3Y1|D3Z3Y1_MOUSE	tr|A0A8I3MLA8|A0A8I3MLA8_CANLF
OG0009017	sp|Q80UL9|JAML_MOUSE	tr|A0A8I3MQ65|A0A8I3MQ65_CANLF
OG0009018	sp|Q3UHX2|HAP28_MOUSE	tr|A0A8I3MQ69|A0A8I3MQ69_CANLF
OG0009019	sp|Q8VEB2|SAV1_MOUSE	tr|A0A8I3MQ88|A0A8I3MQ88_CANLF
OG0009020	sp|Q9ESZ8|GTF2I_MOUSE	tr|A0A8I3MRQ8|A0A8I3MRQ8_CANLF
OG0009022	sp|Q6X632|GPR75_MOUSE	tr|A0A8I3MYF8|A0A8I3MYF8_CANLF
OG0009023	sp|A2RSY6|TRM1L_MOUSE	tr|A0A8I3MYJ3|A0A8I3MYJ3_CANLF
OG0009024	sp|Q810B7|SLIK5_MOUSE	tr|A0A8I3N3Z9|A0A8I3N3Z9_CANLF
OG0009025	sp|P06240|LCK_MOUSE	tr|A0A8I3NAC6|A0A8I3NAC6_CANLF
OG0009026	sp|Q9EPZ6|TBX18_MOUSE	tr|A0A8I3NCI4|A0A8I3NCI4_CANLF
OG0009027	sp|O08911|MK12_MOUSE	tr|A0A8I3ND88|A0A8I3ND88_CANLF
OG0009028	sp|Q3TZ87|MARH9_MOUSE	tr|A0A8I3NNK7|A0A8I3NNK7_CANLF
OG0009029	sp|Q8CID0|CSR2B_MOUSE	tr|A0A8I3NRF1|A0A8I3NRF1_CANLF
OG0009030	sp|P47802|MTX1_MOUSE	tr|A0A8I3NYE5|A0A8I3NYE5_CANLF
OG0009031	sp|Q6NZA9|TAF9B_MOUSE	tr|A0A8I3P616|A0A8I3P616_CANLF
OG0009032	sp|P51658|DHB2_MOUSE	tr|A0A8I3P923|A0A8I3P923_CANLF
OG0009033	sp|Q9DCP2|S38A3_MOUSE	tr|A0A8I3PCG7|A0A8I3PCG7_CANLF
OG0009034	sp|Q99KP6|PRP19_MOUSE	tr|A0A8I3PCM8|A0A8I3PCM8_CANLF
OG0009035	sp|Q3UYG1|CC160_MOUSE	tr|A0A8I3PI11|A0A8I3PI11_CANLF
OG0009036	sp|Q3V1H1|CKAP2_MOUSE	tr|A0A8I3PJR4|A0A8I3PJR4_CANLF
OG0009037	sp|A2AVZ9|S43A3_MOUSE	tr|A0A8I3PN63|A0A8I3PN63_CANLF
OG0009038	sp|Q80SY6|ADAL_MOUSE	tr|A0A8I3PTR4|A0A8I3PTR4_CANLF
OG0009039	sp|Q3UPR9|SBSPO_MOUSE	tr|A0A8I3PUQ0|A0A8I3PUQ0_CANLF
OG0009040	sp|Q99K95|RTF2_MOUSE	tr|A0A8I3Q0N8|A0A8I3Q0N8_CANLF
OG0009041	sp|Q04744|EMX2_MOUSE	tr|A0A8I3QCL1|A0A8I3QCL1_CANLF
OG0009042	sp|Q9ESG8|ZDH16_MOUSE	tr|A0A8I3QSH1|A0A8I3QSH1_CANLF
OG0009043	sp|Q61704|ITIH3_MOUSE	tr|A0A8I3QUR2|A0A8I3QUR2_CANLF
OG0009044	sp|Q6P9Z1|SMRD3_MOUSE	tr|A0A8I3RW50|A0A8I3RW50_CANLF
OG0009045	sp|Q9JJR9|NRIP3_MOUSE	tr|A0A8I3RZL7|A0A8I3RZL7_CANLF
OG0009046	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A8P0SFC1|A0A8P0SFC1_CANLF
OG0009047	sp|Q9CYZ2|TPD54_MOUSE	tr|A0A8P0SHY4|A0A8P0SHY4_CANLF
OG0009048	sp|Q925Q8|DACH2_MOUSE	tr|A0A8P0TA81|A0A8P0TA81_CANLF
OG0009049	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A8P0TLR0|A0A8P0TLR0_CANLF
OG0009050	sp|Q60771|CLD11_MOUSE	tr|A0A8P0TTF3|A0A8P0TTF3_CANLF
OG0009051	sp|Q9D3P9|NEUT_MOUSE	sp|P10673|NEUT_CANLF
OG0009052	sp|Q78XF5|OSTC_MOUSE	sp|P86218|OSTC_CANLF
OG0009053	sp|P28654|PGS2_MOUSE	sp|Q29393|PGS2_CANLF
OG0009054	sp|P04919|B3AT_MOUSE	tr|Q2Z1P8|Q2Z1P8_CANLF
OG0009055	sp|Q60707|TBX2_MOUSE	sp|Q863A2|TBX2_CANLF
OG0009056	sp|Q99KN9|EPN4_MOUSE	tr|A0A8I3MHS0|A0A8I3MHS0_CANLF
OG0009057	sp|Q8BQ86|CHST8_MOUSE	tr|A0A8I3MJR4|A0A8I3MJR4_CANLF
OG0009058	sp|P56818|BACE1_MOUSE	tr|A0A8I3MSU1|A0A8I3MSU1_CANLF
OG0009059	sp|Q9D880|TIM50_MOUSE	tr|A0A8I3MU85|A0A8I3MU85_CANLF
OG0009060	sp|Q17ST2|KCNA7_MOUSE	tr|A0A8I3MVA0|A0A8I3MVA0_CANLF
OG0009061	sp|Q99K41|EMIL1_MOUSE	tr|A0A8I3MYH1|A0A8I3MYH1_CANLF
OG0009062	sp|Q9JL26|FMNL1_MOUSE	tr|A0A8I3MYK6|A0A8I3MYK6_CANLF
OG0009063	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A8I3N4J7|A0A8I3N4J7_CANLF
OG0009065	sp|Q64355|EFS_MOUSE	tr|A0A8I3N5U5|A0A8I3N5U5_CANLF
OG0009066	tr|B2RVL9|B2RVL9_MOUSE	tr|A0A8I3NC17|A0A8I3NC17_CANLF
OG0009067	sp|Q6ZPS6|AKIB1_MOUSE	tr|A0A8I3NM54|A0A8I3NM54_CANLF
OG0009068	tr|E9PWW6|E9PWW6_MOUSE	tr|A0A8I3NXF5|A0A8I3NXF5_CANLF
OG0009069	sp|P62746|RHOB_MOUSE	tr|A0A8I3P075|A0A8I3P075_CANLF
OG0009070	sp|Q9JK81|MYG1_MOUSE	tr|A0A8I3P0P9|A0A8I3P0P9_CANLF
OG0009071	sp|O88286|WIZ_MOUSE	tr|A0A8I3P4A3|A0A8I3P4A3_CANLF
OG0009072	sp|Q91YK2|RRP1B_MOUSE	tr|A0A8I3P506|A0A8I3P506_CANLF
OG0009073	sp|O35621|PMM1_MOUSE	tr|A0A8I3P5G2|A0A8I3P5G2_CANLF
OG0009074	sp|P56873|ZNRD2_MOUSE	tr|A0A8I3PA58|A0A8I3PA58_CANLF
OG0009075	sp|Q8BS90|BORA_MOUSE	tr|A0A8I3PAE5|A0A8I3PAE5_CANLF
OG0009077	sp|Q3UUQ7|PGAP1_MOUSE	tr|A0A8I3PNL7|A0A8I3PNL7_CANLF
OG0009078	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A8I3PQJ9|A0A8I3PQJ9_CANLF
OG0009079	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A8I3PU28|A0A8I3PU28_CANLF
OG0009080	sp|A3KGF9|CCD9B_MOUSE	tr|A0A8I3PVF1|A0A8I3PVF1_CANLF
OG0009081	sp|Q80X85|RT07_MOUSE	tr|A0A8I3Q0A8|A0A8I3Q0A8_CANLF
OG0009082	sp|Q9D516|YJU2B_MOUSE	tr|A0A8I3Q0W3|A0A8I3Q0W3_CANLF
OG0009083	sp|Q9CY28|GTPB8_MOUSE	tr|A0A8I3Q118|A0A8I3Q118_CANLF
OG0009084	sp|Q02614|S30BP_MOUSE	tr|A0A8I3Q356|A0A8I3Q356_CANLF
OG0009085	sp|Q64317|DLX1_MOUSE	tr|A0A8I3Q4J8|A0A8I3Q4J8_CANLF
OG0009086	sp|Q8CI17|MB213_MOUSE	tr|A0A8I3Q4Q5|A0A8I3Q4Q5_CANLF
OG0009087	sp|Q8BIZ6|SNIP1_MOUSE	tr|A0A8I3QBA4|A0A8I3QBA4_CANLF
OG0009088	sp|Q9CXV9|DCNL5_MOUSE	tr|A0A8I3RPC6|A0A8I3RPC6_CANLF
OG0009089	sp|Q99KK1|REEP3_MOUSE	tr|A0A8I3RR33|A0A8I3RR33_CANLF
OG0009090	sp|Q9EQR6|FANCG_MOUSE	tr|A0A8I3RUA2|A0A8I3RUA2_CANLF
OG0009091	tr|B9EKF4|B9EKF4_MOUSE	tr|A0A8I3RUH2|A0A8I3RUH2_CANLF
OG0009092	sp|Q64104|NR2E1_MOUSE	tr|A0A8I3RWG4|A0A8I3RWG4_CANLF
OG0009093	sp|Q9ER35|FN3K_MOUSE	tr|A0A8I3S5V4|A0A8I3S5V4_CANLF
OG0009094	sp|Q61739|ITA6_MOUSE	tr|A0A8I3SBL1|A0A8I3SBL1_CANLF
OG0009095	sp|Q8BH57|WDR48_MOUSE	tr|A0A8P0SAM3|A0A8P0SAM3_CANLF
OG0009096	sp|Q91X56|S1PR5_MOUSE	tr|A0A8P0SLN7|A0A8P0SLN7_CANLF
OG0009097	sp|A2AJB2|TM141_MOUSE	tr|A0A8P0T9N4|A0A8P0T9N4_CANLF
OG0009098	sp|Q9D8V7|SC11C_MOUSE	sp|P13679|SC11C_CANLF
OG0009099	sp|P06332|CD4_MOUSE	sp|P33705|CD4_CANLF
OG0009100	sp|Q7TQE6|MACOI_MOUSE	sp|Q2TLZ1|MACOI_CANLF
OG0009101	sp|Q3UD82|PARP8_MOUSE	tr|A0A8I3MG25|A0A8I3MG25_CANLF
OG0009102	sp|P60898|RPB9_MOUSE	tr|A0A8I3MHN7|A0A8I3MHN7_CANLF
OG0009103	sp|Q4VBE4|EGFLA_MOUSE	tr|A0A8I3MTI6|A0A8I3MTI6_CANLF
OG0009104	sp|Q9CX30|YIF1B_MOUSE	tr|A0A8I3MVV1|A0A8I3MVV1_CANLF
OG0009105	sp|P21552|WNT2_MOUSE	tr|A0A8I3N6W8|A0A8I3N6W8_CANLF
OG0009106	sp|Q9D9J2|TEX33_MOUSE	tr|A0A8I3N7E0|A0A8I3N7E0_CANLF
OG0009107	tr|Q9ER05|Q9ER05_MOUSE	tr|A0A8I3NCY4|A0A8I3NCY4_CANLF
OG0009108	sp|Q9D6R2|IDH3A_MOUSE	tr|A0A8I3NG17|A0A8I3NG17_CANLF
OG0009109	sp|Q9JJR5|AKIP1_MOUSE	tr|A0A8I3NM09|A0A8I3NM09_CANLF
OG0009110	sp|Q7TMY4|THOC7_MOUSE	tr|A0A8I3NQI3|A0A8I3NQI3_CANLF
OG0009111	sp|Q9WUP1|RAMP3_MOUSE	tr|A0A8I3NSQ3|A0A8I3NSQ3_CANLF
OG0009112	sp|Q9D0R4|DDX56_MOUSE	tr|A0A8I3NXB2|A0A8I3NXB2_CANLF
OG0009113	sp|Q3UGX3|NAT8L_MOUSE	tr|A0A8I3NY70|A0A8I3NY70_CANLF
OG0009114	sp|Q9DBA9|TF2H1_MOUSE	tr|A0A8I3NYI3|A0A8I3NYI3_CANLF
OG0009115	sp|Q9EQH4|TAF8_MOUSE	tr|A0A8I3NZ61|A0A8I3NZ61_CANLF
OG0009116	sp|Q3TIV5|ZC3HF_MOUSE	tr|A0A8I3P3Z5|A0A8I3P3Z5_CANLF
OG0009117	sp|P56726|SMO_MOUSE	tr|A0A8I3P5L7|A0A8I3P5L7_CANLF
OG0009118	sp|Q922Q5|S35B3_MOUSE	tr|A0A8I3P5Z8|A0A8I3P5Z8_CANLF
OG0009119	sp|Q9WVS8|MK07_MOUSE	tr|A0A8I3P721|A0A8I3P721_CANLF
OG0009120	tr|Q810P8|Q810P8_MOUSE	tr|A0A8I3PKJ9|A0A8I3PKJ9_CANLF
OG0009121	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A8I3PPQ7|A0A8I3PPQ7_CANLF
OG0009122	sp|P11032|GRAA_MOUSE	tr|A0A8I3PS26|A0A8I3PS26_CANLF
OG0009123	sp|Q76I79|SSH1_MOUSE	tr|A0A8I3PS82|A0A8I3PS82_CANLF
OG0009124	sp|O09047|C3AR_MOUSE	tr|A0A8I3Q2F2|A0A8I3Q2F2_CANLF
OG0009125	sp|P97321|SEPR_MOUSE	tr|A0A8I3Q938|A0A8I3Q938_CANLF
OG0009126	sp|P51945|CCNG1_MOUSE	tr|A0A8I3RQW5|A0A8I3RQW5_CANLF
OG0009127	sp|Q80Y14|GLRX5_MOUSE	tr|A0A8I3RRD5|A0A8I3RRD5_CANLF
OG0009128	sp|Q9CQQ0|SMIM8_MOUSE	tr|A0A8I3RU80|A0A8I3RU80_CANLF
OG0009129	sp|Q9QZ57|HSPB3_MOUSE	tr|A0A8P0NJL3|A0A8P0NJL3_CANLF
OG0009130	sp|Q8K0C9|GMDS_MOUSE	tr|A0A8P0PFW2|A0A8P0PFW2_CANLF
OG0009131	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A8P0PM70|A0A8P0PM70_CANLF
OG0009134	sp|Q62241|RU1C_MOUSE	sp|E2RGI3|RU1C_CANLF
OG0009135	sp|Q61190|I10R2_MOUSE	tr|F1PS12|F1PS12_CANLF
OG0009136	sp|P97428|RGS16_MOUSE	tr|A0A8I3MM87|A0A8I3MM87_CANLF
OG0009137	sp|P32648|VIP_MOUSE	tr|A0A8I3MUL7|A0A8I3MUL7_CANLF
OG0009138	sp|Q501P1|FBLN7_MOUSE	tr|A0A8I3ND89|A0A8I3ND89_CANLF
OG0009139	sp|Q7TNF9|F117A_MOUSE	tr|A0A8I3NKP9|A0A8I3NKP9_CANLF
OG0009140	tr|Q91Y82|Q91Y82_MOUSE	tr|A0A8I3NMC1|A0A8I3NMC1_CANLF
OG0009141	sp|Q60803|TRAF3_MOUSE	tr|A0A8I3NRP3|A0A8I3NRP3_CANLF
OG0009142	sp|Q3U269|TSTD2_MOUSE	tr|A0A8I3NW00|A0A8I3NW00_CANLF
OG0009143	sp|Q9D1C9|RRP7A_MOUSE	tr|A0A8I3NY27|A0A8I3NY27_CANLF
OG0009144	sp|Q3U1F9|PHAG1_MOUSE	tr|A0A8I3NYA3|A0A8I3NYA3_CANLF
OG0009145	sp|Q8CBG9|RN170_MOUSE	tr|A0A8I3P3H9|A0A8I3P3H9_CANLF
OG0009146	sp|Q64143|P55G_MOUSE	tr|A0A8I3P519|A0A8I3P519_CANLF
OG0009147	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|A0A8I3P528|A0A8I3P528_CANLF
OG0009148	sp|Q91Y47|FA11_MOUSE	tr|A0A8I3P9T1|A0A8I3P9T1_CANLF
OG0009149	sp|Q9DAY5|CF120_MOUSE	tr|A0A8I3PB92|A0A8I3PB92_CANLF
OG0009150	sp|Q8C1S0|MED19_MOUSE	tr|A0A8I3PBY1|A0A8I3PBY1_CANLF
OG0009151	sp|Q9Z1T6|FYV1_MOUSE	tr|A0A8I3PFC1|A0A8I3PFC1_CANLF
OG0009152	sp|Q8C6Y6|ASB14_MOUSE	tr|A0A8I3PHZ5|A0A8I3PHZ5_CANLF
OG0009153	sp|Q5F285|TM256_MOUSE	tr|A0A8I3PIW8|A0A8I3PIW8_CANLF
OG0009154	sp|Q8BHT6|B3GLT_MOUSE	tr|A0A8I3PJ96|A0A8I3PJ96_CANLF
OG0009155	sp|P51450|RORG_MOUSE	tr|A0A8I3PTL7|A0A8I3PTL7_CANLF
OG0009157	sp|P83940|ELOC_MOUSE	tr|A0A8I3PYQ7|A0A8I3PYQ7_CANLF
OG0009158	sp|Q9Z1X9|CDC45_MOUSE	tr|A0A8I3Q3M7|A0A8I3Q3M7_CANLF
OG0009159	sp|Q3TNA1|XYLB_MOUSE	tr|A0A8I3Q4W2|A0A8I3Q4W2_CANLF
OG0009160	sp|Q99LF1|AKIR1_MOUSE	tr|A0A8I3Q8B1|A0A8I3Q8B1_CANLF
OG0009161	sp|Q8BHW2|OSCP1_MOUSE	tr|A0A8I3QCU9|A0A8I3QCU9_CANLF
OG0009162	sp|Q3UCV8|OTUL_MOUSE	tr|A0A8I3RYD8|A0A8I3RYD8_CANLF
OG0009164	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A8I3S3L8|A0A8I3S3L8_CANLF
OG0009165	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A8I3S5E8|A0A8I3S5E8_CANLF
OG0009166	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A8I3S5J3|A0A8I3S5J3_CANLF
OG0009167	sp|Q61884|MNS1_MOUSE	tr|A0A8I3SCD8|A0A8I3SCD8_CANLF
OG0009168	sp|O35608|ANGP2_MOUSE	sp|A0A8J8|ANGP2_CANLF
OG0009169	sp|Q62433|NDRG1_MOUSE	tr|A0A8P0NYY3|A0A8P0NYY3_CANLF
OG0009171	sp|Q8BRF7|SCFD1_MOUSE	tr|A0A8P0PJ08|A0A8P0PJ08_CANLF
OG0009174	sp|P43488|TNFL4_MOUSE	tr|E2RP79|E2RP79_CANLF
OG0009175	tr|Q8VGW8|Q8VGW8_MOUSE	tr|F1PGN1|F1PGN1_CANLF
OG0009176	sp|Q01097|NMDE2_MOUSE	sp|Q5R1P3|NMDE2_CANLF
OG0009177	sp|Q9EQX0|GHRL_MOUSE	sp|Q9BEF8|GHRL_CANLF
OG0009178	sp|Q9D882|F241B_MOUSE	tr|A0A8I3MIW7|A0A8I3MIW7_CANLF
OG0009179	sp|Q921W0|CHM1A_MOUSE	tr|A0A8I3ML36|A0A8I3ML36_CANLF
OG0009180	tr|Q6NZH9|Q6NZH9_MOUSE	tr|A0A8I3NQI5|A0A8I3NQI5_CANLF
OG0009181	sp|P12979|MYOG_MOUSE	tr|A0A8I3NSP2|A0A8I3NSP2_CANLF
OG0009182	sp|Q9ET43|CLD12_MOUSE	tr|A0A8I3NVG5|A0A8I3NVG5_CANLF
OG0009183	sp|Q9Z222|B3GN2_MOUSE	tr|A0A8I3NVQ8|A0A8I3NVQ8_CANLF
OG0009184	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A8I3NWJ5|A0A8I3NWJ5_CANLF
OG0009185	sp|Q3USY0|S38AB_MOUSE	tr|A0A8I3NXI9|A0A8I3NXI9_CANLF
OG0009186	sp|Q8BHG1|NRDC_MOUSE	tr|A0A8I3P8J4|A0A8I3P8J4_CANLF
OG0009187	sp|Q9CXE6|XRCC3_MOUSE	tr|A0A8I3PAY9|A0A8I3PAY9_CANLF
OG0009188	sp|Q8BUB4|WDFY2_MOUSE	tr|A0A8I3PBZ5|A0A8I3PBZ5_CANLF
OG0009189	sp|Q7TNT2|FACR2_MOUSE	tr|A0A8I3PFK5|A0A8I3PFK5_CANLF
OG0009190	sp|Q8CFK2|TF3B_MOUSE	tr|A0A8I3PI55|A0A8I3PI55_CANLF
OG0009191	sp|Q80VR2|ELL3_MOUSE	tr|A0A8I3PNA5|A0A8I3PNA5_CANLF
OG0009192	sp|O08608|OAZ2_MOUSE	tr|A0A8I3PNL0|A0A8I3PNL0_CANLF
OG0009193	sp|Q8BGF3|DAA10_MOUSE	tr|A0A8I3PQC6|A0A8I3PQC6_CANLF
OG0009194	sp|Q8BX90|FND3A_MOUSE	tr|A0A8I3PWT4|A0A8I3PWT4_CANLF
OG0009195	sp|O70578|CCG1_MOUSE	tr|A0A8I3PXZ4|A0A8I3PXZ4_CANLF
OG0009196	sp|Q80W94|MOGT2_MOUSE	tr|A0A8I3RYH3|A0A8I3RYH3_CANLF
OG0009197	sp|Q9R0N4|SYT10_MOUSE	tr|A0A8I3RZ35|A0A8I3RZ35_CANLF
OG0009198	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A8I3RZ81|A0A8I3RZ81_CANLF
OG0009199	sp|P24610|PAX3_MOUSE	tr|A0A8I3RZT5|A0A8I3RZT5_CANLF
OG0009200	sp|O08640|KRA14_MOUSE	tr|A0A8I3S501|A0A8I3S501_CANLF
OG0009201	sp|Q3ZT31|SNX25_MOUSE	tr|A0A8I3S5L0|A0A8I3S5L0_CANLF
OG0009202	sp|Q9DB70|FUND1_MOUSE	tr|A0A8I3S6M5|A0A8I3S6M5_CANLF
OG0009205	tr|F6ZR08|F6ZR08_MOUSE	tr|A0A8P0PP49|A0A8P0PP49_CANLF
OG0009206	sp|Q91ZS8|RED1_MOUSE	tr|A0A8P0PQ61|A0A8P0PQ61_CANLF
OG0009208	sp|P97438|KCNK2_MOUSE	tr|A0A8P0TTU1|A0A8P0TTU1_CANLF
OG0009209	sp|P47754|CAZA2_MOUSE	sp|A0M8V0|CAZA2_CANLF
OG0009210	sp|Q91VE3|KLK7_MOUSE	tr|E2FGH7|E2FGH7_CANLF
OG0009211	sp|P41593|PTH1R_MOUSE	sp|Q9TU31|PTH1R_CANLF
OG0009212	sp|P45591|COF2_MOUSE	tr|A0A8I3MEH0|A0A8I3MEH0_CANLF
OG0009213	sp|Q80WQ8|M18BP_MOUSE	tr|A0A8I3MER4|A0A8I3MER4_CANLF
OG0009215	sp|Q9Z277|BAZ1B_MOUSE	tr|A0A8I3MI95|A0A8I3MI95_CANLF
OG0009216	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A8I3MJF1|A0A8I3MJF1_CANLF
OG0009217	sp|Q99P58|RB27B_MOUSE	tr|A0A8I3MNF4|A0A8I3MNF4_CANLF
OG0009218	sp|Q8C8T7|ELFN1_MOUSE	tr|A0A8I3MWQ4|A0A8I3MWQ4_CANLF
OG0009219	sp|Q9D9S1|EVG1_MOUSE	tr|A0A8I3MXQ4|A0A8I3MXQ4_CANLF
OG0009220	sp|Q9ESJ7|IKBP1_MOUSE	tr|A0A8I3N9Z6|A0A8I3N9Z6_CANLF
OG0009221	sp|Q99P68|SOST_MOUSE	tr|A0A8I3NHP7|A0A8I3NHP7_CANLF
OG0009222	sp|Q5SW19|CLU_MOUSE	tr|A0A8I3NKB6|A0A8I3NKB6_CANLF
OG0009223	sp|Q9D8C6|MED11_MOUSE	tr|A0A8I3NQ28|A0A8I3NQ28_CANLF
OG0009224	sp|P39876|TIMP3_MOUSE	tr|A0A8I3NT63|A0A8I3NT63_CANLF
OG0009225	sp|Q8VI78|PLA1A_MOUSE	tr|A0A8I3NWV8|A0A8I3NWV8_CANLF
OG0009226	sp|Q9CTH6|FCF1_MOUSE	tr|A0A8I3NWW3|A0A8I3NWW3_CANLF
OG0009227	sp|Q99LB0|TDIF1_MOUSE	tr|A0A8I3NXR8|A0A8I3NXR8_CANLF
OG0009228	sp|Q8CFE3|RCOR1_MOUSE	tr|A0A8I3P0D6|A0A8I3P0D6_CANLF
OG0009229	sp|Q63959|KCNC3_MOUSE	tr|A0A8I3P2T7|A0A8I3P2T7_CANLF
OG0009230	sp|P47791|GSHR_MOUSE	tr|A0A8I3P561|A0A8I3P561_CANLF
OG0009231	sp|Q8R1M0|HMCES_MOUSE	tr|A0A8I3PAC0|A0A8I3PAC0_CANLF
OG0009232	sp|Q3KNY5|RIAD1_MOUSE	tr|A0A8I3PIG1|A0A8I3PIG1_CANLF
OG0009233	sp|Q8BXR5|NALCN_MOUSE	tr|A0A8I3PJ01|A0A8I3PJ01_CANLF
OG0009234	sp|Q9D4F8|GCP4_MOUSE	tr|A0A8I3PMK6|A0A8I3PMK6_CANLF
OG0009235	sp|Q9R229|BMP10_MOUSE	tr|A0A8I3PPQ3|A0A8I3PPQ3_CANLF
OG0009236	sp|Q8BHG9|CGBP1_MOUSE	tr|A0A8I3PRJ5|A0A8I3PRJ5_CANLF
OG0009237	sp|P50428|ARSA_MOUSE	tr|A0A8I3PT92|A0A8I3PT92_CANLF
OG0009238	tr|D3YZB0|D3YZB0_MOUSE	tr|A0A8I3PXD0|A0A8I3PXD0_CANLF
OG0009239	sp|Q99KX1|MLF2_MOUSE	tr|A0A8I3PYK0|A0A8I3PYK0_CANLF
OG0009240	sp|Q8BTS4|NUP54_MOUSE	tr|A0A8I3Q2U4|A0A8I3Q2U4_CANLF
OG0009241	sp|Q924A0|TF7L2_MOUSE	tr|A0A8I3Q5H3|A0A8I3Q5H3_CANLF
OG0009242	sp|Q02576|HEN1_MOUSE	tr|A0A8I3Q9M5|A0A8I3Q9M5_CANLF
OG0009243	sp|Q8CHC8|ADNP2_MOUSE	tr|A0A8I3RNV2|A0A8I3RNV2_CANLF
OG0009244	sp|Q921I2|KLDC4_MOUSE	tr|A0A8I3RT65|A0A8I3RT65_CANLF
OG0009245	sp|Q50L43|PA24D_MOUSE	tr|A0A8I3RZX3|A0A8I3RZX3_CANLF
OG0009246	sp|Q8BRN9|C2D1B_MOUSE	tr|A0A8I3S4A1|A0A8I3S4A1_CANLF
OG0009247	sp|P63075|FGF17_MOUSE	tr|A0A8I3SAY5|A0A8I3SAY5_CANLF
OG0009248	sp|Q91V37|VATO_MOUSE	tr|A0A8I3SB94|A0A8I3SB94_CANLF
OG0009249	sp|Q9WU78|PDC6I_MOUSE	tr|A0A8P0N7H3|A0A8P0N7H3_CANLF
OG0009250	sp|P62717|RL18A_MOUSE	tr|A0A8P0NP79|A0A8P0NP79_CANLF
OG0009252	sp|Q61324|ARNT2_MOUSE	tr|A0A8P0P897|A0A8P0P897_CANLF
OG0009253	sp|Q62302|TX261_MOUSE	tr|A0A8P0TRC4|A0A8P0TRC4_CANLF
OG0009254	sp|P07356|ANXA2_MOUSE	sp|Q6TEQ7|ANXA2_CANLF
OG0009255	sp|P56392|CX7A1_MOUSE	tr|A0A8I3MA85|A0A8I3MA85_CANLF
OG0009256	sp|Q921T2|TOIP1_MOUSE	tr|A0A8I3MKN8|A0A8I3MKN8_CANLF
OG0009257	sp|Q8BGR8|GSKIP_MOUSE	tr|A0A8I3MRA8|A0A8I3MRA8_CANLF
OG0009258	sp|Q6ZPZ3|ZC3H4_MOUSE	tr|A0A8I3MUP5|A0A8I3MUP5_CANLF
OG0009259	sp|P07903|ERCC1_MOUSE	tr|A0A8I3MX85|A0A8I3MX85_CANLF
OG0009260	sp|Q64337|SQSTM_MOUSE	tr|A0A8I3N2A1|A0A8I3N2A1_CANLF
