Orthogroup	Mus_musculus	Otolemur_garnettii
OG0006198	sp|Q8CFI5|SYPM_MOUSE	tr|H0XV20|H0XV20_OTOGA
OG0006199	sp|Q8CHX7|RFTN2_MOUSE	tr|H0WG34|H0WG34_OTOGA
OG0006200	sp|Q8K0W3|RN208_MOUSE	tr|H0WT44|H0WT44_OTOGA
OG0006201	sp|Q8K1S4|UNC5A_MOUSE	tr|H0WUD6|H0WUD6_OTOGA
OG0006202	sp|Q8K209|AGRG1_MOUSE	tr|H0XEV4|H0XEV4_OTOGA
OG0006203	sp|Q8K558|TRML1_MOUSE	tr|H0WL60|H0WL60_OTOGA
OG0006204	sp|Q8K5B1|IL31R_MOUSE	tr|H0WWN1|H0WWN1_OTOGA
OG0006205	sp|Q8VE95|CH082_MOUSE	tr|H0XHV4|H0XHV4_OTOGA
OG0006206	sp|Q8VI56|LRP4_MOUSE	tr|H0X5X0|H0X5X0_OTOGA
OG0006207	sp|Q8VIB3|SIA10_MOUSE	tr|H0XBU1|H0XBU1_OTOGA
OG0006208	sp|Q8VIG3|RSPH1_MOUSE	tr|H0XDX7|H0XDX7_OTOGA
OG0006209	sp|Q91YS8|KCC1A_MOUSE	tr|H0XZB3|H0XZB3_OTOGA
OG0006210	sp|Q91YU6|LZTS2_MOUSE	tr|H0X7X1|H0X7X1_OTOGA
OG0006211	sp|Q99K46|UBP11_MOUSE	tr|H0WX95|H0WX95_OTOGA
OG0006212	sp|Q99LS3|SERB_MOUSE	tr|H0X2T9|H0X2T9_OTOGA
OG0006213	sp|Q99NA2|ATOH8_MOUSE	tr|H0XHE7|H0XHE7_OTOGA
OG0006214	sp|Q9CRB2|NHP2_MOUSE	tr|H0XEN4|H0XEN4_OTOGA
OG0006215	sp|Q9D2D7|ZN687_MOUSE	tr|H0Y259|H0Y259_OTOGA
OG0006216	sp|Q9DA32|SUN5_MOUSE	tr|H0XDS1|H0XDS1_OTOGA
OG0006217	sp|Q9DAM5|TPC_MOUSE	tr|H0WM22|H0WM22_OTOGA
OG0006218	sp|Q9DBC3|CMTR1_MOUSE	tr|H0WHH4|H0WHH4_OTOGA
OG0006219	sp|Q9EPT5|SO2A1_MOUSE	tr|H0WRN3|H0WRN3_OTOGA
OG0006220	sp|Q9Z2V9|CCNI_MOUSE	tr|H0WRK2|H0WRK2_OTOGA
OG0006221	tr|A0A087WSB9|A0A087WSB9_MOUSE	tr|H0XYN5|H0XYN5_OTOGA
OG0006222	tr|A0A286YDY8|A0A286YDY8_MOUSE	tr|H0XP91|H0XP91_OTOGA
OG0006223	sp|A6H5Y3|METH_MOUSE	tr|H0XD77|H0XD77_OTOGA
OG0006224	sp|B1AWI6|MSMP_MOUSE	tr|H0XUF8|H0XUF8_OTOGA
OG0006225	sp|B9EKE5|CATIP_MOUSE	tr|H0WPA4|H0WPA4_OTOGA
OG0006226	tr|D3YYY8|D3YYY8_MOUSE	tr|H0X4F5|H0X4F5_OTOGA
OG0006227	sp|O08919|NUMBL_MOUSE	tr|H0WM78|H0WM78_OTOGA
OG0006228	sp|O70303|CIDEB_MOUSE	tr|H0X366|H0X366_OTOGA
OG0006229	sp|P04247|MYG_MOUSE	tr|H0WSI7|H0WSI7_OTOGA
OG0006230	sp|P04344|CRGB_MOUSE	tr|H0XC22|H0XC22_OTOGA
OG0006231	sp|P33434|MMP2_MOUSE	tr|H0XZ33|H0XZ33_OTOGA
OG0006232	sp|P48024|EIF1_MOUSE	tr|H0XQ80|H0XQ80_OTOGA
OG0006233	sp|P59672|ANS1A_MOUSE	tr|H0WYN8|H0WYN8_OTOGA
OG0006234	sp|P61025|CKS1_MOUSE	tr|H0WU29|H0WU29_OTOGA
OG0006235	sp|P62515|PO3F4_MOUSE	tr|H0WLJ1|H0WLJ1_OTOGA
OG0006236	sp|Q05A62|DNAL1_MOUSE	tr|H0XIT0|H0XIT0_OTOGA
OG0006237	sp|Q2TB02|IKBD_MOUSE	tr|H0WPD7|H0WPD7_OTOGA
OG0006238	sp|Q3TLD5|RMP_MOUSE	tr|H0XD08|H0XD08_OTOGA
OG0006239	sp|Q3USY0|S38AB_MOUSE	tr|H0WK60|H0WK60_OTOGA
OG0006240	sp|Q5QNQ9|CORA1_MOUSE	tr|H0XFJ4|H0XFJ4_OTOGA
OG0006241	sp|Q5RJY2|G2E3_MOUSE	tr|H0XGU2|H0XGU2_OTOGA
OG0006242	sp|Q5SXJ3|FANCJ_MOUSE	tr|H0WWD9|H0WWD9_OTOGA
OG0006243	sp|Q61313|AP2B_MOUSE	tr|H0WH07|H0WH07_OTOGA
OG0006244	sp|Q62521|ZIC3_MOUSE	tr|H0X5C4|H0X5C4_OTOGA
OG0006245	sp|Q64326|ACTHR_MOUSE	tr|H0X547|H0X547_OTOGA
OG0006246	sp|Q6ZPS6|AKIB1_MOUSE	tr|H0X3I9|H0X3I9_OTOGA
OG0006247	sp|Q7TQI0|TM204_MOUSE	tr|H0WI77|H0WI77_OTOGA
OG0006248	sp|Q80UW0|H6ST2_MOUSE	tr|H0WUM9|H0WUM9_OTOGA
OG0006249	sp|Q80VP5|MTRFR_MOUSE	tr|H0X3F1|H0X3F1_OTOGA
OG0006250	sp|Q8BKE6|CP20A_MOUSE	tr|H0XCP6|H0XCP6_OTOGA
OG0006251	sp|Q8C1C1|SAPL1_MOUSE	tr|H0XUS7|H0XUS7_OTOGA
OG0006252	sp|Q8CHR9|PIHD2_MOUSE	tr|H0WYR1|H0WYR1_OTOGA
OG0006253	sp|Q8CI32|BAG5_MOUSE	tr|H0Y2D0|H0Y2D0_OTOGA
OG0006254	sp|Q8K2A8|ALG3_MOUSE	tr|H0XUA5|H0XUA5_OTOGA
OG0006255	sp|Q8K385|FRRS1_MOUSE	tr|H0X586|H0X586_OTOGA
OG0006256	sp|Q8K4J6|MRTFA_MOUSE	tr|H0WMB7|H0WMB7_OTOGA
OG0006257	sp|Q8K4Z6|GPC6A_MOUSE	tr|H0X5U1|H0X5U1_OTOGA
OG0006258	sp|Q8R180|ERO1A_MOUSE	tr|H0X1Q6|H0X1Q6_OTOGA
OG0006259	sp|Q8R1Q0|STX19_MOUSE	tr|H0WJB2|H0WJB2_OTOGA
OG0006260	sp|Q921K9|BCL7B_MOUSE	tr|H0XAF5|H0XAF5_OTOGA
OG0006261	sp|Q99JB7|AMNLS_MOUSE	tr|H0XME0|H0XME0_OTOGA
OG0006262	sp|Q99JR6|NMNA3_MOUSE	tr|H0WPJ1|H0WPJ1_OTOGA
OG0006263	sp|Q99K23|UFSP2_MOUSE	tr|H0XBN8|H0XBN8_OTOGA
OG0006264	sp|Q99LB7|SARDH_MOUSE	tr|H0WV12|H0WV12_OTOGA
OG0006265	sp|Q9CYP7|SESN3_MOUSE	tr|H0XBB5|H0XBB5_OTOGA
OG0006266	sp|Q9CZG9|PDZ11_MOUSE	tr|H0XFC0|H0XFC0_OTOGA
OG0006267	sp|Q9D219|BCL9_MOUSE	tr|H0WN34|H0WN34_OTOGA
OG0006268	sp|Q9D4H2|GCC1_MOUSE	tr|B4USU7|B4USU7_OTOGA
OG0006269	sp|Q9D4M9|GLTL5_MOUSE	tr|H0WWI6|H0WWI6_OTOGA
OG0006270	sp|Q9D8V7|SC11C_MOUSE	tr|H0WL09|H0WL09_OTOGA
OG0006271	sp|Q9DC70|NDUS7_MOUSE	tr|H0XPU1|H0XPU1_OTOGA
OG0006272	sp|Q9DD02|HIKES_MOUSE	tr|H0XA65|H0XA65_OTOGA
OG0006273	sp|Q9JI71|DLL4_MOUSE	tr|H0WI49|H0WI49_OTOGA
OG0006274	sp|Q9QYI3|DNJC7_MOUSE	tr|H0XH16|H0XH16_OTOGA
OG0006275	sp|Q9QZ23|NFU1_MOUSE	tr|H0WZK1|H0WZK1_OTOGA
OG0006276	sp|Q9QZZ6|DERM_MOUSE	tr|H0X0Y2|H0X0Y2_OTOGA
OG0006277	sp|A2AC93|DNAI2_MOUSE	tr|H0WFI8|H0WFI8_OTOGA
OG0006278	tr|B2RXA8|B2RXA8_MOUSE	tr|H0X6B8|H0X6B8_OTOGA
OG0006279	sp|D3YUB6|BTBD8_MOUSE	tr|H0XS97|H0XS97_OTOGA
OG0006280	tr|D3Z5W0|D3Z5W0_MOUSE	tr|H0WXV3|H0WXV3_OTOGA
OG0006281	tr|E9PYD1|E9PYD1_MOUSE	tr|H0XW35|H0XW35_OTOGA
OG0006282	sp|E9Q649|GCNT4_MOUSE	tr|H0X5N6|H0X5N6_OTOGA
OG0006283	tr|H7BX78|H7BX78_MOUSE	tr|H0XJX7|H0XJX7_OTOGA
OG0006284	sp|O35082|KLOT_MOUSE	tr|H0WUR0|H0WUR0_OTOGA
OG0006285	sp|O70209|PDLI3_MOUSE	tr|H0X3S2|H0X3S2_OTOGA
OG0006286	sp|O88895|HDAC3_MOUSE	tr|H0WGT1|H0WGT1_OTOGA
OG0006287	sp|P05622|PGFRB_MOUSE	tr|H0WQ92|H0WQ92_OTOGA
OG0006288	sp|P0C5K1|SBK2_MOUSE	tr|H0XIB4|H0XIB4_OTOGA
OG0006289	sp|P14097|CCL4_MOUSE	tr|H0XV88|H0XV88_OTOGA
OG0006290	sp|P18111|CDX1_MOUSE	tr|H0Y2D5|H0Y2D5_OTOGA
OG0006291	sp|P22682|CBL_MOUSE	tr|H0WW30|H0WW30_OTOGA
OG0006292	sp|P26049|GBRA3_MOUSE	tr|H0X8M3|H0X8M3_OTOGA
OG0006293	sp|P31695|NOTC4_MOUSE	tr|H0X260|H0X260_OTOGA
OG0006294	sp|P47880|IBP6_MOUSE	tr|H0WRM5|H0WRM5_OTOGA
OG0006296	sp|P63040|CPLX1_MOUSE	tr|H0XI13|H0XI13_OTOGA
OG0006297	sp|P70271|PDLI4_MOUSE	tr|H0XDC2|H0XDC2_OTOGA
OG0006298	sp|P97875|JDP2_MOUSE	tr|H0XJ37|H0XJ37_OTOGA
OG0006299	sp|Q0VBD2|MCM10_MOUSE	tr|H0X0N6|H0X0N6_OTOGA
OG0006300	tr|Q14BQ3|Q14BQ3_MOUSE	tr|H0WVP5|H0WVP5_OTOGA
OG0006301	sp|Q2WG76|RIPP2_MOUSE	tr|H0X6N2|H0X6N2_OTOGA
OG0006302	sp|Q3U133|ZN746_MOUSE	tr|H0XSV0|H0XSV0_OTOGA
OG0006303	sp|Q3U6K5|SPAT6_MOUSE	tr|H0WR48|H0WR48_OTOGA
OG0006304	sp|Q3UXZ9|KDM5A_MOUSE	tr|H0WG61|H0WG61_OTOGA
OG0006305	sp|Q3V1U8|ELMD1_MOUSE	tr|H0WR11|H0WR11_OTOGA
OG0006306	sp|Q5EBP3|ARMC5_MOUSE	tr|H0XLX3|H0XLX3_OTOGA
OG0006307	sp|Q5F204|MDH1B_MOUSE	tr|H0XGL1|H0XGL1_OTOGA
OG0006308	sp|Q60805|MERTK_MOUSE	tr|H0WKZ3|H0WKZ3_OTOGA
OG0006309	sp|Q61142|SPIN1_MOUSE	tr|H0WK67|H0WK67_OTOGA
OG0006310	sp|Q61245|COBA1_MOUSE	tr|H0WKB9|H0WKB9_OTOGA
OG0006311	sp|Q61425|HCDH_MOUSE	tr|H0WPR1|H0WPR1_OTOGA
OG0006312	sp|Q69Z37|SAM9L_MOUSE	tr|H0XY42|H0XY42_OTOGA
OG0006313	sp|Q6DI86|FAKD1_MOUSE	tr|H0WNB8|H0WNB8_OTOGA
OG0006314	sp|Q6P9P0|SLF2_MOUSE	tr|H0XCY4|H0XCY4_OTOGA
OG0006315	sp|Q794H2|NP1L3_MOUSE	tr|H0XI61|H0XI61_OTOGA
OG0006316	sp|Q7TMA4|FFAR4_MOUSE	tr|H0XMW8|H0XMW8_OTOGA
OG0006317	sp|Q7TMJ8|P3IP1_MOUSE	tr|H0X6I1|H0X6I1_OTOGA
OG0006318	sp|Q80VJ8|KASH5_MOUSE	tr|H0WQ97|H0WQ97_OTOGA
OG0006319	sp|Q80WQ9|ZBED4_MOUSE	tr|H0XYE3|H0XYE3_OTOGA
OG0006320	sp|Q8BGW5|SOSB2_MOUSE	tr|H0X8K0|H0X8K0_OTOGA
OG0006321	sp|Q8BVN9|MAEL_MOUSE	tr|H0WWQ3|H0WWQ3_OTOGA
OG0006322	sp|Q8C3B8|RFT1_MOUSE	tr|H0WMH4|H0WMH4_OTOGA
OG0006323	sp|Q8C4G9|AGRA1_MOUSE	tr|H0WM19|H0WM19_OTOGA
OG0006324	sp|Q8C5W3|TBCEL_MOUSE	tr|H0WIU3|H0WIU3_OTOGA
OG0006325	sp|Q8CE93|CAHM4_MOUSE	tr|H0XBQ5|H0XBQ5_OTOGA
OG0006326	sp|Q8CGM1|AGRB2_MOUSE	tr|H0WUW9|H0WUW9_OTOGA
OG0006327	sp|Q8CGY6|UN45B_MOUSE	tr|H0X1H8|H0X1H8_OTOGA
OG0006328	sp|Q8JZL0|ZN467_MOUSE	tr|H0XXK2|H0XXK2_OTOGA
OG0006329	sp|Q8K4R4|PITC1_MOUSE	tr|H0X4T1|H0X4T1_OTOGA
OG0006330	sp|Q8VC97|BUP1_MOUSE	tr|H0X7J4|H0X7J4_OTOGA
OG0006331	sp|Q8VCW8|ACSF2_MOUSE	tr|H0WRZ5|H0WRZ5_OTOGA
OG0006332	sp|Q91VF5|EMID1_MOUSE	tr|H0X711|H0X711_OTOGA
OG0006333	sp|Q91XD7|CREL1_MOUSE	tr|H0X503|H0X503_OTOGA
OG0006334	sp|Q99ML1|BBC3_MOUSE	tr|H0XQ00|H0XQ00_OTOGA
OG0006335	sp|Q99PL8|S19A3_MOUSE	tr|H0WXY9|H0WXY9_OTOGA
OG0006336	sp|Q9CQ33|LZTR1_MOUSE	tr|H0XM56|H0XM56_OTOGA
OG0006337	sp|Q9CWD3|NUD17_MOUSE	tr|H0WFY4|H0WFY4_OTOGA
OG0006338	sp|Q9D1F5|MRNIP_MOUSE	tr|H0WK56|H0WK56_OTOGA
OG0006339	sp|Q9D1Q4|DPM3_MOUSE	tr|H0XJC4|H0XJC4_OTOGA
OG0006340	sp|Q9D485|EFHC2_MOUSE	tr|H0WTL2|H0WTL2_OTOGA
OG0006341	sp|Q9DAM7|TM263_MOUSE	tr|H0WI47|H0WI47_OTOGA
OG0006342	sp|Q9DBZ9|SYDE1_MOUSE	tr|H0XAB4|H0XAB4_OTOGA
OG0006343	sp|Q9JJR6|CK016_MOUSE	tr|H0XAA6|H0XAA6_OTOGA
OG0006344	sp|Q9QUG2|POLK_MOUSE	tr|H0WVE2|H0WVE2_OTOGA
OG0006345	sp|Q9WTP5|CAD22_MOUSE	tr|H0X0Z4|H0X0Z4_OTOGA
OG0006346	sp|A2A9C3|SZT2_MOUSE	tr|H0XD15|H0XD15_OTOGA
OG0006347	sp|A2AKE7|ACL10_MOUSE	tr|H0XQD4|H0XQD4_OTOGA
OG0006348	sp|A3KFU9|DISP3_MOUSE	tr|H0WJA6|H0WJA6_OTOGA
OG0006349	sp|B2RU80|PTPRB_MOUSE	tr|H0XAS7|H0XAS7_OTOGA
OG0006350	sp|B7ZNG4|TROAP_MOUSE	tr|H0X0K4|H0X0K4_OTOGA
OG0006351	tr|J3QPQ6|J3QPQ6_MOUSE	tr|H0XMV5|H0XMV5_OTOGA
OG0006353	sp|O08601|MTP_MOUSE	tr|H0WRU7|H0WRU7_OTOGA
OG0006354	sp|O08850|RGS5_MOUSE	tr|H0X7G9|H0X7G9_OTOGA
OG0006355	sp|O54834|RHG06_MOUSE	tr|H0WMZ9|H0WMZ9_OTOGA
OG0006356	sp|O55003|BNIP3_MOUSE	tr|H0X8P6|H0X8P6_OTOGA
OG0006357	sp|O55196|ENAM_MOUSE	tr|H0WM01|H0WM01_OTOGA
OG0006358	sp|O70167|P3C2G_MOUSE	tr|H0WL50|H0WL50_OTOGA
OG0006359	sp|P27546|MAP4_MOUSE	tr|H0XQS4|H0XQS4_OTOGA
OG0006360	sp|P33896|INAR1_MOUSE	tr|H0XCF1|H0XCF1_OTOGA
OG0006361	sp|P35329|CD22_MOUSE	tr|H0WTQ3|H0WTQ3_OTOGA
OG0006362	sp|P52624|UPP1_MOUSE	tr|H0XFF4|H0XFF4_OTOGA
OG0006363	sp|P63011|RAB3A_MOUSE	tr|H0X266|H0X266_OTOGA
OG0006364	sp|P63028|TCTP_MOUSE	tr|H0X744|H0X744_OTOGA
OG0006365	sp|P97471|SMAD4_MOUSE	tr|H0X654|H0X654_OTOGA
OG0006366	sp|Q02067|ASCL1_MOUSE	tr|H0XR84|H0XR84_OTOGA
OG0006367	tr|Q0VF76|Q0VF76_MOUSE	tr|H0XXJ1|H0XXJ1_OTOGA
OG0006368	sp|Q14B98|SESQ2_MOUSE	tr|H0XSX1|H0XSX1_OTOGA
OG0006369	sp|Q3TZM9|ALG11_MOUSE	tr|H0XIT4|H0XIT4_OTOGA
OG0006370	sp|Q3U4N7|IGFR1_MOUSE	tr|H0XRC9|H0XRC9_OTOGA
OG0006371	sp|Q3U5F4|YRDC_MOUSE	tr|H0XV73|H0XV73_OTOGA
OG0006372	sp|Q5D525|SYC1L_MOUSE	tr|H0XPL5|H0XPL5_OTOGA
OG0006373	sp|Q61839|ANFC_MOUSE	tr|H0XJ33|H0XJ33_OTOGA
OG0006374	sp|Q6IMP4|PANX2_MOUSE	tr|H0XHR6|H0XHR6_OTOGA
OG0006375	sp|Q6NXZ1|KRBA1_MOUSE	tr|H0WT65|H0WT65_OTOGA
OG0006376	sp|Q6P8W9|HMGB4_MOUSE	tr|H0X7N8|H0X7N8_OTOGA
OG0006377	sp|Q7TMF2|ERI1_MOUSE	tr|H0XW02|H0XW02_OTOGA
OG0006378	sp|Q7TSG1|CE120_MOUSE	tr|H0WG35|H0WG35_OTOGA
OG0006379	sp|Q80WC1|UBN2_MOUSE	tr|H0XZC1|H0XZC1_OTOGA
OG0006380	sp|Q80WT2|DMRT3_MOUSE	tr|H0XYW4|H0XYW4_OTOGA
OG0006381	sp|Q8BGR6|ARL15_MOUSE	tr|H0XGJ4|H0XGJ4_OTOGA
OG0006382	sp|Q8BIK6|TMPS7_MOUSE	tr|H0WFR7|H0WFR7_OTOGA
OG0006383	sp|Q8BVF2|PDCL3_MOUSE	tr|H0XCM6|H0XCM6_OTOGA
OG0006384	sp|Q8BZW2|SWAHB_MOUSE	tr|H0XZ57|H0XZ57_OTOGA
OG0006385	sp|Q8C0K5|GDC_MOUSE	tr|H0X4A6|H0X4A6_OTOGA
OG0006386	sp|Q8C0P0|GWL_MOUSE	tr|H0XE62|H0XE62_OTOGA
OG0006387	sp|Q8CHS7|DRS7C_MOUSE	tr|H0WLW4|H0WLW4_OTOGA
OG0006388	sp|Q8CIE0|SPA11_MOUSE	tr|H0X6G6|H0X6G6_OTOGA
OG0006389	sp|Q8CIP5|DISP2_MOUSE	tr|H0X1C2|H0X1C2_OTOGA
OG0006390	sp|Q8JZL3|THTPA_MOUSE	tr|H0WZ44|H0WZ44_OTOGA
OG0006391	sp|Q8K078|SO4A1_MOUSE	tr|H0WRD5|H0WRD5_OTOGA
OG0006392	sp|Q8K0D5|EFGM_MOUSE	tr|H0WY66|H0WY66_OTOGA
OG0006393	sp|Q8K2C8|GPAT4_MOUSE	tr|H0WNA8|H0WNA8_OTOGA
OG0006394	sp|Q8QZS1|HIBCH_MOUSE	tr|H0XXV1|H0XXV1_OTOGA
OG0006395	sp|Q8R1U2|CGRE1_MOUSE	tr|H0XI45|H0XI45_OTOGA
OG0006396	sp|Q8R3N6|THOC1_MOUSE	tr|H0WGH1|H0WGH1_OTOGA
OG0006397	sp|Q8VIG0|ZCH14_MOUSE	tr|H0XK23|H0XK23_OTOGA
OG0006398	sp|Q924C5|ALPK3_MOUSE	tr|H0XSV3|H0XSV3_OTOGA
OG0006399	sp|Q99PP2|ZN318_MOUSE	tr|H0XF10|H0XF10_OTOGA
OG0006400	sp|Q9CQ92|FIS1_MOUSE	tr|H0Y2E0|H0Y2E0_OTOGA
OG0006401	sp|Q9CQL0|MT21A_MOUSE	tr|H0XX67|H0XX67_OTOGA
OG0006402	sp|Q9CR20|IR3IP_MOUSE	tr|H0XFS3|H0XFS3_OTOGA
OG0006403	sp|Q9CSP9|TTC14_MOUSE	tr|H0WV56|H0WV56_OTOGA
OG0006404	sp|Q9CW73|B3GA1_MOUSE	tr|H0XPY8|H0XPY8_OTOGA
OG0006405	sp|Q9D3S5|NXRD1_MOUSE	tr|H0WTP7|H0WTP7_OTOGA
OG0006406	sp|Q9ERF3|WDR61_MOUSE	tr|H0WUU4|H0WUU4_OTOGA
OG0006407	sp|Q9Z123|SEM4F_MOUSE	tr|H0XP26|H0XP26_OTOGA
OG0006409	sp|B2RVW2|CLRN2_MOUSE	tr|H0XLW8|H0XLW8_OTOGA
OG0006410	sp|D3YWJ0|SLIP_MOUSE	tr|H0WG02|H0WG02_OTOGA
OG0006411	tr|E9PYB4|E9PYB4_MOUSE	tr|H0XXK0|H0XXK0_OTOGA
OG0006412	tr|E9Q1A5|E9Q1A5_MOUSE	tr|H0X1U4|H0X1U4_OTOGA
OG0006413	sp|O35074|PTGIS_MOUSE	tr|H0X615|H0X615_OTOGA
OG0006414	sp|O54904|B3GT1_MOUSE	tr|H0XLR6|H0XLR6_OTOGA
OG0006415	sp|P0DJF2|PT117_MOUSE	tr|H0XQV4|H0XQV4_OTOGA
OG0006416	sp|P0DP99|STMP1_MOUSE	tr|H0XS48|H0XS48_OTOGA
OG0006417	sp|P22935|RABP2_MOUSE	tr|H0XG66|H0XG66_OTOGA
OG0006418	sp|P32304|5HT7R_MOUSE	tr|H0XA66|H0XA66_OTOGA
OG0006419	sp|P51830|ADCY9_MOUSE	tr|H0WKH0|H0WKH0_OTOGA
OG0006420	sp|P53612|PGTB2_MOUSE	tr|H0WWT4|H0WWT4_OTOGA
OG0006421	sp|P62046|LRCH1_MOUSE	tr|H0X1T7|H0X1T7_OTOGA
OG0006422	sp|P62274|RS29_MOUSE	tr|H0X8L4|H0X8L4_OTOGA
OG0006423	sp|P70447|NGN2_MOUSE	tr|H0XVM9|H0XVM9_OTOGA
OG0006424	sp|P97314|CSRP2_MOUSE	tr|H0XA99|H0XA99_OTOGA
OG0006425	sp|Q3TVI8|PBIP1_MOUSE	tr|H0XUZ4|H0XUZ4_OTOGA
OG0006426	sp|Q3TY65|ICA1L_MOUSE	tr|H0WIR0|H0WIR0_OTOGA
OG0006427	sp|Q3TY86|AIFM3_MOUSE	tr|H0X870|H0X870_OTOGA
OG0006428	sp|Q3U1T3|BRM1L_MOUSE	tr|H0XGI9|H0XGI9_OTOGA
OG0006429	sp|Q3UWA4|TRI40_MOUSE	tr|H0XX79|H0XX79_OTOGA
OG0006430	sp|Q4VA44|ZN664_MOUSE	tr|H0WZ48|H0WZ48_OTOGA
OG0006431	sp|Q4VA45|ZFTA_MOUSE	tr|H0XZY5|H0XZY5_OTOGA
OG0006432	sp|Q5M8M9|LRC52_MOUSE	tr|H0XW26|H0XW26_OTOGA
OG0006433	sp|Q60838|DVL2_MOUSE	tr|H0WPS8|H0WPS8_OTOGA
OG0006434	sp|Q61006|MUSK_MOUSE	tr|H0X7J8|H0X7J8_OTOGA
OG0006435	sp|Q61483|DLL1_MOUSE	tr|H0Y019|H0Y019_OTOGA
OG0006436	sp|Q61762|KCNA5_MOUSE	tr|H0XJ31|H0XJ31_OTOGA
OG0006437	sp|Q64318|ZEB1_MOUSE	tr|H0WYB8|H0WYB8_OTOGA
OG0006438	sp|Q6NWV3|IF122_MOUSE	tr|H0X2A2|H0X2A2_OTOGA
OG0006439	sp|Q6NZP1|ZRAB3_MOUSE	tr|H0X8U0|H0X8U0_OTOGA
OG0006440	sp|Q6PE15|ABHDA_MOUSE	tr|H0WZG1|H0WZG1_OTOGA
OG0006441	sp|Q6PGK7|CHSTA_MOUSE	tr|H0WXW1|H0WXW1_OTOGA
OG0006442	sp|Q80V24|VGLL4_MOUSE	tr|H0XEU6|H0XEU6_OTOGA
OG0006443	sp|Q8BI06|CEMIP_MOUSE	tr|H0X6M9|H0X6M9_OTOGA
OG0006444	sp|Q8BME9|CBLN4_MOUSE	tr|H0WIJ1|H0WIJ1_OTOGA
OG0006445	sp|Q8BN59|LARP6_MOUSE	tr|H0WGL2|H0WGL2_OTOGA
OG0006446	sp|Q8BQ86|CHST8_MOUSE	tr|H0XPH3|H0XPH3_OTOGA
OG0006447	sp|Q8BU04|UBR7_MOUSE	tr|H0X5W1|H0X5W1_OTOGA
OG0006448	sp|Q8BXA0|LRFN5_MOUSE	tr|H0XXC2|H0XXC2_OTOGA
OG0006449	sp|Q8BY79|S35G1_MOUSE	tr|H0WZN0|H0WZN0_OTOGA
OG0006450	sp|Q8CDI7|CC150_MOUSE	tr|H0WGQ5|H0WGQ5_OTOGA
OG0006451	sp|Q8K3A9|MEPCE_MOUSE	tr|H0XH66|H0XH66_OTOGA
OG0006452	sp|Q8R0J7|VP37B_MOUSE	tr|H0X9N1|H0X9N1_OTOGA
OG0006453	sp|Q8R0L1|STAP2_MOUSE	tr|H0WJ40|H0WJ40_OTOGA
OG0006454	sp|Q8R104|SIR3_MOUSE	tr|H0XXD4|H0XXD4_OTOGA
OG0006455	sp|Q8R124|KLH36_MOUSE	tr|H0X0F3|H0X0F3_OTOGA
OG0006456	sp|Q8R4V5|OIT3_MOUSE	tr|H0WMU9|H0WMU9_OTOGA
OG0006457	sp|Q8VEL9|REM2_MOUSE	tr|H0XME1|H0XME1_OTOGA
OG0006458	sp|Q8VHL5|CRGN_MOUSE	tr|H0XT43|H0XT43_OTOGA
OG0006459	sp|Q91VH2|SNX9_MOUSE	tr|H0WGI4|H0WGI4_OTOGA
OG0006460	sp|Q925N4|CLD16_MOUSE	tr|H0WLQ6|H0WLQ6_OTOGA
OG0006461	sp|Q9CPS8|SMAKA_MOUSE	tr|H0XPK1|H0XPK1_OTOGA
OG0006462	sp|Q9CXW2|RT22_MOUSE	tr|H0X2A5|H0X2A5_OTOGA
OG0006463	sp|Q9D1X0|NOL3_MOUSE	tr|H0XMH7|H0XMH7_OTOGA
OG0006464	sp|Q9D3A9|TTYH1_MOUSE	tr|B5FWB8|B5FWB8_OTOGA
OG0006465	sp|Q9D4F2|PLPP6_MOUSE	tr|H0WWD2|H0WWD2_OTOGA
OG0006466	sp|Q9D5V5|CUL5_MOUSE	tr|H0WVU6|H0WVU6_OTOGA
OG0006467	sp|Q9DB34|CHM2A_MOUSE	tr|H0WSG9|H0WSG9_OTOGA
OG0006468	sp|Q9DCA7|CALY_MOUSE	tr|H0WPP1|H0WPP1_OTOGA
OG0006469	sp|Q9DCQ3|GOT1A_MOUSE	tr|H0X5R6|H0X5R6_OTOGA
OG0006470	sp|Q9JHH9|COPZ2_MOUSE	tr|H0WR03|H0WR03_OTOGA
OG0006471	sp|Q9JIE3|OTOR_MOUSE	tr|H0XCN1|H0XCN1_OTOGA
OG0006472	sp|Q9JIL4|NHRF3_MOUSE	tr|H0XW22|H0XW22_OTOGA
OG0006473	sp|Q9JJU9|CRBB3_MOUSE	tr|H0WN00|H0WN00_OTOGA
OG0006474	sp|Q9QY06|MYO9B_MOUSE	tr|H0WYD0|H0WYD0_OTOGA
OG0006475	sp|Q9QY73|TMM59_MOUSE	tr|H0XFN1|H0XFN1_OTOGA
OG0006476	sp|Q9R1X4|TIM_MOUSE	tr|H0X7S3|H0X7S3_OTOGA
OG0006477	tr|A0A140LIP2|A0A140LIP2_MOUSE	tr|H0XLM0|H0XLM0_OTOGA
OG0006478	sp|A7MCT6|EKI2_MOUSE	tr|H0X5R3|H0X5R3_OTOGA
OG0006479	sp|B1AY10|NFX1_MOUSE	tr|H0WH60|H0WH60_OTOGA
OG0006480	sp|E9Q9R9|DLG5_MOUSE	tr|H0XFD5|H0XFD5_OTOGA
