Orthogroup	Mus_musculus	Ailuropoda_melanoleuca
OG0005731	sp|Q9JJR7|ASCL3_MOUSE	tr|A0A7N5KN98|A0A7N5KN98_AILME
OG0005732	sp|P10166|MYCL_MOUSE	tr|A0A7N5KPQ0|A0A7N5KPQ0_AILME
OG0005733	sp|A2CI98|DYTN_MOUSE	tr|A0A7N5KRH6|A0A7N5KRH6_AILME
OG0005734	sp|P54103|DNJC2_MOUSE	tr|A0A7N5P5I9|A0A7N5P5I9_AILME
OG0005735	sp|Q7TN16|HHIP_MOUSE	tr|A0A7N5P717|A0A7N5P717_AILME
OG0005736	sp|P0DW87|ZTRF1_MOUSE	tr|A0A7N5P7Y0|A0A7N5P7Y0_AILME
OG0005737	sp|O35235|TNF11_MOUSE	tr|A0A7N5P9S0|A0A7N5P9S0_AILME
OG0005738	sp|Q921H9|COA7_MOUSE	tr|D2H2E3|D2H2E3_AILME
OG0005739	sp|Q8R1G2|CMBL_MOUSE	tr|D2H9W7|D2H9W7_AILME
OG0005740	sp|Q8CF31|CK094_MOUSE	sp|D2HJ50|CK094_AILME
OG0005741	sp|Q8BIX3|AL14E_MOUSE	tr|D2HP04|D2HP04_AILME
OG0005742	sp|P35576|G6PC1_MOUSE	tr|D2I4E4|D2I4E4_AILME
OG0005743	sp|Q9JI38|PUS3_MOUSE	tr|G1KZV9|G1KZV9_AILME
OG0005744	sp|Q99ME6|AT1B4_MOUSE	tr|G1L010|G1L010_AILME
OG0005745	sp|D3Z4R1|HFM1_MOUSE	tr|G1L0V4|G1L0V4_AILME
OG0005746	sp|O88393|TGBR3_MOUSE	tr|G1L100|G1L100_AILME
OG0005747	sp|Q69ZL1|FGD6_MOUSE	tr|G1L649|G1L649_AILME
OG0005748	sp|Q61371|IFT88_MOUSE	tr|G1L958|G1L958_AILME
OG0005749	sp|Q8R218|T150B_MOUSE	tr|G1LAJ2|G1LAJ2_AILME
OG0005750	sp|Q80Y83|DIXC1_MOUSE	tr|G1LBW1|G1LBW1_AILME
OG0005751	sp|Q8BYZ1|ABI3_MOUSE	tr|G1LEU8|G1LEU8_AILME
OG0005752	sp|Q9ES17|IL21_MOUSE	tr|G1LH25|G1LH25_AILME
OG0005753	sp|Q4KUS1|WFDC8_MOUSE	tr|G1LJS8|G1LJS8_AILME
OG0005754	sp|Q9ERV7|PIDD1_MOUSE	tr|G1LK51|G1LK51_AILME
OG0005755	sp|Q8K1S4|UNC5A_MOUSE	tr|G1LL07|G1LL07_AILME
OG0005756	sp|Q7TMW6|CIAO3_MOUSE	tr|G1LLK1|G1LLK1_AILME
OG0005757	sp|Q9CQ02|COMD4_MOUSE	tr|G1LNA9|G1LNA9_AILME
OG0005758	sp|Q6A009|LTN1_MOUSE	tr|G1LNS1|G1LNS1_AILME
OG0005759	sp|Q3ULM6|USPL1_MOUSE	tr|G1LQK2|G1LQK2_AILME
OG0005760	sp|Q8C8B0|ALX1_MOUSE	tr|G1LR28|G1LR28_AILME
OG0005761	sp|Q6DFV7|NCOA7_MOUSE	tr|G1LSM4|G1LSM4_AILME
OG0005762	sp|Q80TB8|VAT1L_MOUSE	tr|G1LST5|G1LST5_AILME
OG0005763	sp|Q6P6J0|ADAT2_MOUSE	tr|G1LYS1|G1LYS1_AILME
OG0005764	sp|Q8BSD5|SHE_MOUSE	tr|G1LYW3|G1LYW3_AILME
OG0005765	sp|Q922Q8|LRC59_MOUSE	tr|G1LZG1|G1LZG1_AILME
OG0005766	sp|Q9ESJ7|IKBP1_MOUSE	tr|G1M2R3|G1M2R3_AILME
OG0005767	sp|Q8BRU6|VMAT2_MOUSE	tr|G1M6C2|G1M6C2_AILME
OG0005768	sp|Q14B62|PTHD1_MOUSE	tr|G1M806|G1M806_AILME
OG0005769	sp|Q99L02|PGR1A_MOUSE	tr|G1M8J6|G1M8J6_AILME
OG0005770	tr|A2AI76|A2AI76_MOUSE	tr|G1MDH6|G1MDH6_AILME
OG0005771	sp|Q9DB15|RM12_MOUSE	tr|G1MGN5|G1MGN5_AILME
OG0005772	sp|Q8BTE5|CEBOS_MOUSE	tr|G1MGT2|G1MGT2_AILME
OG0005773	sp|Q6PD19|ARMD3_MOUSE	tr|G1MH29|G1MH29_AILME
OG0005775	sp|Q9CPV9|P2Y12_MOUSE	tr|G1MLB2|G1MLB2_AILME
OG0005776	sp|Q80XG9|LRRT4_MOUSE	tr|G1MLG9|G1MLG9_AILME
OG0005777	tr|D3YU55|D3YU55_MOUSE	tr|G1MM24|G1MM24_AILME
OG0005778	tr|Q497Y9|Q497Y9_MOUSE	tr|G1MP47|G1MP47_AILME
OG0005779	tr|Q3UQH6|Q3UQH6_MOUSE	tr|A0A7N5J9B8|A0A7N5J9B8_AILME
OG0005780	sp|Q9DAF8|CD051_MOUSE	tr|A0A7N5JFK7|A0A7N5JFK7_AILME
OG0005781	sp|Q8BI73|ZN775_MOUSE	tr|A0A7N5JGJ5|A0A7N5JGJ5_AILME
OG0005782	sp|O08580|ERR1_MOUSE	tr|A0A7N5JN22|A0A7N5JN22_AILME
OG0005783	sp|Q9QXW9|LAT2_MOUSE	tr|A0A7N5JP08|A0A7N5JP08_AILME
OG0005784	sp|Q9Z2W0|DNPEP_MOUSE	tr|A0A7N5JQW1|A0A7N5JQW1_AILME
OG0005785	sp|Q60780|GAS7_MOUSE	tr|A0A7N5JS47|A0A7N5JS47_AILME
OG0005786	sp|P27005|S10A8_MOUSE	tr|A0A7N5K0V5|A0A7N5K0V5_AILME
OG0005787	sp|Q9QZ08|NAGK_MOUSE	tr|A0A7N5K1C5|A0A7N5K1C5_AILME
OG0005788	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A7N5K1Z3|A0A7N5K1Z3_AILME
OG0005789	sp|Q9WV72|ASB3_MOUSE	tr|A0A7N5K3Q5|A0A7N5K3Q5_AILME
OG0005790	sp|Q62395|TFF3_MOUSE	tr|A0A7N5K5W8|A0A7N5K5W8_AILME
OG0005791	tr|Q80VE5|Q80VE5_MOUSE	tr|A0A7N5K5Y5|A0A7N5K5Y5_AILME
OG0005792	sp|Q09200|B4GN1_MOUSE	tr|A0A7N5K6F2|A0A7N5K6F2_AILME
OG0005793	sp|Q3UN02|LCLT1_MOUSE	tr|A0A7N5K9A9|A0A7N5K9A9_AILME
OG0005794	sp|Q9DC48|PRP17_MOUSE	tr|A0A7N5KA62|A0A7N5KA62_AILME
OG0005795	sp|V9GXK1|PIRC2_MOUSE	tr|A0A7N5KAD0|A0A7N5KAD0_AILME
OG0005796	sp|Q9CR80|FA32A_MOUSE	tr|A0A7N5KC65|A0A7N5KC65_AILME
OG0005797	sp|Q5SS90|CG057_MOUSE	tr|A0A7N5KG96|A0A7N5KG96_AILME
OG0005798	sp|Q9DB07|IFT46_MOUSE	tr|A0A7N5KHZ9|A0A7N5KHZ9_AILME
OG0005799	sp|Q5M8N4|D39U1_MOUSE	tr|A0A7N5KI03|A0A7N5KI03_AILME
OG0005800	sp|Q921E6|EED_MOUSE	tr|A0A7N5KM08|A0A7N5KM08_AILME
OG0005801	sp|Q8BTG3|T11L1_MOUSE	tr|A0A7N5KQZ4|A0A7N5KQZ4_AILME
OG0005802	sp|Q9R0R1|TRFM_MOUSE	tr|A0A7N5P2G3|A0A7N5P2G3_AILME
OG0005803	sp|Q3TWF6|WDR70_MOUSE	tr|A0A7N5P7X3|A0A7N5P7X3_AILME
OG0005804	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A7N5P9D2|A0A7N5P9D2_AILME
OG0005805	sp|Q8K1R7|NEK9_MOUSE	tr|D2GZX8|D2GZX8_AILME
OG0005806	sp|Q0VBL1|TIGD2_MOUSE	tr|D2H7I1|D2H7I1_AILME
OG0005807	sp|Q8R3N2|MFS6L_MOUSE	tr|D2HGE5|D2HGE5_AILME
OG0005808	sp|Q61865|MIA_MOUSE	tr|D2HMU8|D2HMU8_AILME
OG0005809	sp|Q8BM92|CADH7_MOUSE	tr|D2HQX2|D2HQX2_AILME
OG0005810	sp|Q91WC7|NPAL2_MOUSE	tr|G1L122|G1L122_AILME
OG0005811	sp|Q925F2|ESAM_MOUSE	tr|G1L1Q1|G1L1Q1_AILME
OG0005812	tr|Q9D9C0|Q9D9C0_MOUSE	tr|G1L5H0|G1L5H0_AILME
OG0005813	sp|P43431|IL12A_MOUSE	tr|G1L8V4|G1L8V4_AILME
OG0005814	sp|Q80T69|RSBN1_MOUSE	tr|G1L9D5|G1L9D5_AILME
OG0005815	tr|Q4KXB6|Q4KXB6_MOUSE	tr|G1LBY8|G1LBY8_AILME
OG0005816	sp|Q9DB98|LENG1_MOUSE	tr|G1LD09|G1LD09_AILME
OG0005817	sp|P60154|RNAS9_MOUSE	tr|G1LFH6|G1LFH6_AILME
OG0005818	sp|Q9DBS9|OSBL3_MOUSE	tr|G1LHM0|G1LHM0_AILME
OG0005819	sp|P10417|BCL2_MOUSE	tr|G1LIC9|G1LIC9_AILME
OG0005820	sp|Q9Z321|TOP3B_MOUSE	tr|G1LLS2|G1LLS2_AILME
OG0005821	sp|Q8C2A2|SEN54_MOUSE	tr|G1LS63|G1LS63_AILME
OG0005822	sp|P59900|EMIL3_MOUSE	tr|G1LSF2|G1LSF2_AILME
OG0005823	sp|Q9DBF1|AL7A1_MOUSE	tr|G1LTZ2|G1LTZ2_AILME
OG0005824	sp|Q8BJ42|DLGP2_MOUSE	tr|G1LU26|G1LU26_AILME
OG0005825	sp|Q3UHF7|ZEP2_MOUSE	tr|G1LYU5|G1LYU5_AILME
OG0005826	sp|Q9CPW2|FDX2_MOUSE	tr|G1LZ60|G1LZ60_AILME
OG0005827	sp|Q62504|MINT_MOUSE	tr|G1LZC1|G1LZC1_AILME
OG0005828	sp|Q9EPL0|XYLT2_MOUSE	tr|G1LZJ6|G1LZJ6_AILME
OG0005829	sp|Q32KG4|RTL9_MOUSE	tr|G1M099|G1M099_AILME
OG0005830	sp|Q8BTE0|SDHF4_MOUSE	tr|G1M0R2|G1M0R2_AILME
OG0005831	sp|Q8VEM9|KLDC3_MOUSE	tr|G1M1V0|G1M1V0_AILME
OG0005832	sp|Q7TNV9|DFB14_MOUSE	tr|G1M228|G1M228_AILME
OG0005833	sp|Q8CB65|NEMP2_MOUSE	tr|G1M5V5|G1M5V5_AILME
OG0005834	sp|Q9Z0Z4|HEPH_MOUSE	tr|G1M706|G1M706_AILME
OG0005835	sp|O88379|BAZ1A_MOUSE	tr|G1MAK3|G1MAK3_AILME
OG0005836	tr|A0A1Y7VNZ0|A0A1Y7VNZ0_MOUSE	tr|G1MCS6|G1MCS6_AILME
OG0005837	sp|Q9JIE3|OTOR_MOUSE	tr|G1MDJ4|G1MDJ4_AILME
OG0005838	sp|Q04887|SOX9_MOUSE	tr|G1MEX1|G1MEX1_AILME
OG0005839	tr|B2RXE2|B2RXE2_MOUSE	tr|G1MG47|G1MG47_AILME
OG0005840	sp|Q9WVS4|MOK_MOUSE	tr|G1MIS6|G1MIS6_AILME
OG0005841	sp|Q497P3|NUPR2_MOUSE	tr|G1MPN3|G1MPN3_AILME
OG0005842	sp|Q99L00|HAUS8_MOUSE	tr|A0A7N5JBG3|A0A7N5JBG3_AILME
OG0005843	sp|Q9Z2D8|MBD3_MOUSE	tr|A0A7N5JBG9|A0A7N5JBG9_AILME
OG0005844	sp|Q7TQ48|SRCA_MOUSE	tr|A0A7N5JDJ7|A0A7N5JDJ7_AILME
OG0005845	sp|Q0EEE2|PTHD3_MOUSE	tr|A0A7N5JE94|A0A7N5JE94_AILME
OG0005846	sp|Q8BIF9|ZN787_MOUSE	tr|A0A7N5JFT4|A0A7N5JFT4_AILME
OG0005847	sp|Q8VDP4|CCAR2_MOUSE	tr|A0A7N5JKV2|A0A7N5JKV2_AILME
OG0005848	sp|Q9CR24|NUDT8_MOUSE	tr|A0A7N5JL87|A0A7N5JL87_AILME
OG0005849	sp|Q9Z1T2|TSP4_MOUSE	tr|A0A7N5JLP1|A0A7N5JLP1_AILME
OG0005850	sp|Q0VBP7|SHSL1_MOUSE	tr|A0A7N5JPE7|A0A7N5JPE7_AILME
OG0005851	sp|Q8K3A4|RHNO1_MOUSE	tr|A0A7N5JRK9|A0A7N5JRK9_AILME
OG0005852	sp|B2KGE5|F229A_MOUSE	tr|A0A7N5JTY3|A0A7N5JTY3_AILME
OG0005853	tr|J3KMP9|J3KMP9_MOUSE	tr|A0A7N5JV67|A0A7N5JV67_AILME
OG0005854	sp|Q8R3R8|GBRL1_MOUSE	tr|A0A7N5JWX4|A0A7N5JWX4_AILME
OG0005855	sp|Q14C37|LEMD1_MOUSE	tr|A0A7N5K0W0|A0A7N5K0W0_AILME
OG0005856	sp|Q9R0S3|MMP17_MOUSE	tr|A0A7N5K2D0|A0A7N5K2D0_AILME
OG0005857	sp|Q9EQ61|PESC_MOUSE	tr|A0A7N5K6C9|A0A7N5K6C9_AILME
OG0005858	sp|Q6P9P6|KIF11_MOUSE	tr|A0A7N5K8L1|A0A7N5K8L1_AILME
OG0005859	sp|P83741|WNK1_MOUSE	tr|A0A7N5KA93|A0A7N5KA93_AILME
OG0005860	sp|O35253|SMAD7_MOUSE	tr|A0A7N5KBX3|A0A7N5KBX3_AILME
OG0005861	sp|Q8R182|TMG2_MOUSE	tr|A0A7N5KDY0|A0A7N5KDY0_AILME
OG0005862	sp|Q8BTS4|NUP54_MOUSE	tr|A0A7N5KE21|A0A7N5KE21_AILME
OG0005863	sp|Q8C263|SKA3_MOUSE	tr|A0A7N5KHW3|A0A7N5KHW3_AILME
OG0005864	sp|Q9CQI6|COTL1_MOUSE	tr|A0A7N5KJ91|A0A7N5KJ91_AILME
OG0005865	sp|Q3V0P1|CPXCR_MOUSE	tr|A0A7N5KNT5|A0A7N5KNT5_AILME
OG0005866	sp|Q99K24|S39A3_MOUSE	tr|A0A7N5P970|A0A7N5P970_AILME
OG0005867	sp|Q6P4S6|SIK3_MOUSE	tr|A0A7N5PAA3|A0A7N5PAA3_AILME
OG0005868	sp|Q9CR73|PNRC2_MOUSE	tr|D2GWD3|D2GWD3_AILME
OG0005869	sp|Q6NXY9|RPC7_MOUSE	tr|D2GX78|D2GX78_AILME
OG0005870	sp|Q921R4|DJC14_MOUSE	tr|D2H330|D2H330_AILME
OG0005871	sp|Q6PIP5|NUDC1_MOUSE	tr|D2HA60|D2HA60_AILME
OG0005872	sp|Q62165|DAG1_MOUSE	tr|D2HEU8|D2HEU8_AILME
OG0005873	sp|Q9QZH6|ECSIT_MOUSE	tr|G1KZL1|G1KZL1_AILME
OG0005874	sp|P58710|GGLO_MOUSE	tr|G1KZW6|G1KZW6_AILME
OG0005875	sp|P41251|NRAM1_MOUSE	tr|G1L8L5|G1L8L5_AILME
OG0005876	sp|Q9R1X4|TIM_MOUSE	tr|G1LBC9|G1LBC9_AILME
OG0005877	sp|Q91Z49|UIF_MOUSE	tr|G1LBP0|G1LBP0_AILME
OG0005878	sp|Q9EP53|TSC1_MOUSE	tr|G1LC55|G1LC55_AILME
OG0005879	sp|Q9CQ91|NDUA3_MOUSE	tr|G1LCU8|G1LCU8_AILME
OG0005880	sp|Q3U186|SYRM_MOUSE	tr|G1LCW1|G1LCW1_AILME
OG0005881	sp|B8ZXI1|QTRT2_MOUSE	tr|G1LFI0|G1LFI0_AILME
OG0005882	sp|A1E960|ODAM_MOUSE	tr|G1LGT0|G1LGT0_AILME
OG0005883	sp|Q61702|ITIH1_MOUSE	tr|G1LP37|G1LP37_AILME
OG0005884	sp|P51879|ONCO_MOUSE	tr|G1LQU5|G1LQU5_AILME
OG0005885	sp|Q9D281|NXP20_MOUSE	tr|G1LU05|G1LU05_AILME
OG0005886	sp|Q5DTY9|KCD16_MOUSE	tr|G1LU88|G1LU88_AILME
OG0005887	tr|A0A0N4SUJ3|A0A0N4SUJ3_MOUSE	tr|G1LW02|G1LW02_AILME
OG0005888	sp|Q9D1I6|RM14_MOUSE	tr|G1M040|G1M040_AILME
OG0005889	sp|Q8R0N6|HOT_MOUSE	tr|G1M130|G1M130_AILME
OG0005890	sp|Q8BZ00|SL9A9_MOUSE	tr|G1M2B1|G1M2B1_AILME
OG0005891	tr|E9PW10|E9PW10_MOUSE	tr|G1M4E7|G1M4E7_AILME
OG0005892	sp|Q9JJS6|BCDO1_MOUSE	tr|G1M5Z5|G1M5Z5_AILME
OG0005893	sp|Q0VAX3|FS2P1_MOUSE	tr|G1M6W8|G1M6W8_AILME
OG0005894	sp|Q0ZCJ7|MASTR_MOUSE	tr|G1M8B2|G1M8B2_AILME
OG0005895	sp|Q61361|PGCB_MOUSE	tr|G1M8L0|G1M8L0_AILME
OG0005896	sp|Q70UZ7|VWA2_MOUSE	tr|G1M9H2|G1M9H2_AILME
OG0005897	sp|P61237|YPEL3_MOUSE	tr|G1M9S6|G1M9S6_AILME
OG0005898	sp|Q921F4|HNRLL_MOUSE	tr|G1MBY3|G1MBY3_AILME
OG0005899	sp|Q9D8P4|RM17_MOUSE	tr|G1MCS0|G1MCS0_AILME
OG0005900	sp|Q8BX17|GEMI5_MOUSE	tr|G1ME02|G1ME02_AILME
OG0005901	sp|Q61672|S29A2_MOUSE	tr|G1MFC6|G1MFC6_AILME
OG0005902	sp|Q60722|ITF2_MOUSE	tr|G1MFJ9|G1MFJ9_AILME
OG0005903	sp|Q8C4S8|DEN2A_MOUSE	tr|G1MHJ9|G1MHJ9_AILME
OG0005904	sp|Q9QVY8|RAI2_MOUSE	tr|G1MJT6|G1MJT6_AILME
OG0005905	sp|Q8CG27|ACTL9_MOUSE	tr|G1MKX0|G1MKX0_AILME
OG0005906	sp|Q9Z1B5|MD2L1_MOUSE	tr|A0A7N5J8Q8|A0A7N5J8Q8_AILME
OG0005907	sp|Q921V7|CTL3_MOUSE	tr|A0A7N5JS75|A0A7N5JS75_AILME
OG0005908	sp|P47199|QOR_MOUSE	tr|A0A7N5JXP0|A0A7N5JXP0_AILME
OG0005909	sp|P50516|VATA_MOUSE	tr|A0A7N5JXT2|A0A7N5JXT2_AILME
OG0005910	sp|Q3UTA9|I4E1B_MOUSE	tr|A0A7N5JY27|A0A7N5JY27_AILME
OG0005911	sp|Q8CFE3|RCOR1_MOUSE	tr|A0A7N5K027|A0A7N5K027_AILME
OG0005912	sp|Q9CQ66|DYT2B_MOUSE	tr|A0A7N5K326|A0A7N5K326_AILME
OG0005913	sp|P58468|SLX9_MOUSE	tr|A0A7N5K388|A0A7N5K388_AILME
OG0005914	sp|Q5SX19|PIGL_MOUSE	tr|A0A7N5K667|A0A7N5K667_AILME
OG0005915	sp|Q99LI5|ZN281_MOUSE	tr|A0A7N5K8R4|A0A7N5K8R4_AILME
OG0005916	sp|Q3UQN2|FCHO2_MOUSE	tr|A0A7N5KC97|A0A7N5KC97_AILME
OG0005917	sp|Q8R422|CD109_MOUSE	tr|A0A7N5KDB4|A0A7N5KDB4_AILME
OG0005918	sp|Q60803|TRAF3_MOUSE	tr|A0A7N5KGI0|A0A7N5KGI0_AILME
OG0005919	sp|Q9ET30|TM9S3_MOUSE	tr|A0A7N5KNC1|A0A7N5KNC1_AILME
OG0005920	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A7N5KPR9|A0A7N5KPR9_AILME
OG0005921	sp|Q8BKT7|THOC5_MOUSE	tr|A0A7N5P252|A0A7N5P252_AILME
OG0005922	tr|A0A571BEN1|A0A571BEN1_MOUSE	tr|A0A7N5P294|A0A7N5P294_AILME
OG0005923	sp|Q9CX30|YIF1B_MOUSE	tr|A0A7N5P2K8|A0A7N5P2K8_AILME
OG0005924	sp|Q3T9X0|GTR9_MOUSE	tr|A0A7N5P3B1|A0A7N5P3B1_AILME
OG0005925	sp|Q8K070|SAM14_MOUSE	tr|A0A7N5P622|A0A7N5P622_AILME
OG0005926	sp|Q91WQ9|CALL4_MOUSE	tr|A0A7N5P6F6|A0A7N5P6F6_AILME
OG0005927	sp|Q61425|HCDH_MOUSE	tr|A0A7N5P7I3|A0A7N5P7I3_AILME
OG0005928	sp|Q8R0X2|CACL1_MOUSE	tr|A0A7N5P8J7|A0A7N5P8J7_AILME
OG0005929	sp|Q8C5W3|TBCEL_MOUSE	tr|D2GYB4|D2GYB4_AILME
OG0005930	sp|Q80YT9|RBM11_MOUSE	tr|D2GZ86|D2GZ86_AILME
OG0005931	sp|P54751|SIA4A_MOUSE	tr|D2H3F6|D2H3F6_AILME
OG0005932	sp|Q9BDB7|IF44L_MOUSE	tr|D2HHV1|D2HHV1_AILME
OG0005933	sp|Q3TZI6|CCNJ_MOUSE	tr|G1L0F7|G1L0F7_AILME
OG0005934	sp|Q8CCJ3|UFL1_MOUSE	tr|G1L171|G1L171_AILME
OG0005935	sp|Q8C7B6|FXL22_MOUSE	tr|G1L6H7|G1L6H7_AILME
OG0005936	sp|P23578|ACRO_MOUSE	tr|G1L8W3|G1L8W3_AILME
OG0005937	sp|P97346|NXN_MOUSE	tr|G1LAJ6|G1LAJ6_AILME
OG0005938	sp|Q14CH0|F171B_MOUSE	tr|G1LBN0|G1LBN0_AILME
OG0005939	sp|Q8K2A7|INT10_MOUSE	tr|G1LDX2|G1LDX2_AILME
OG0005940	sp|Q5UW37|CXL17_MOUSE	tr|G1LEE3|G1LEE3_AILME
OG0005941	sp|Q5DTI8|ESYT3_MOUSE	tr|G1LJX7|G1LJX7_AILME
OG0005942	sp|Q8BHR8|CSTP1_MOUSE	tr|G1LKS0|G1LKS0_AILME
OG0005943	sp|O88878|ZFAN5_MOUSE	tr|G1LL51|G1LL51_AILME
OG0005944	sp|P22682|CBL_MOUSE	tr|G1LMW4|G1LMW4_AILME
OG0005945	sp|Q9CPV4|GLOD4_MOUSE	tr|G1LNZ3|G1LNZ3_AILME
OG0005946	sp|Q3UHD3|MTUS2_MOUSE	tr|G1LQS6|G1LQS6_AILME
OG0005947	sp|Q9EQU3|TLR9_MOUSE	tr|G1LR75|G1LR75_AILME
OG0005948	sp|Q80WR5|CA174_MOUSE	tr|G1LRE8|G1LRE8_AILME
OG0005949	sp|Q9D8L5|CCD91_MOUSE	tr|G1LTS7|G1LTS7_AILME
OG0005950	sp|Q52KI8|SRRM1_MOUSE	tr|G1LU32|G1LU32_AILME
OG0005951	sp|O54982|KCNU1_MOUSE	tr|G1LWG3|G1LWG3_AILME
OG0005952	sp|Q9R013|CATF_MOUSE	tr|G1LWU5|G1LWU5_AILME
OG0005953	sp|A2AD83|FRMD7_MOUSE	tr|G1LXM1|G1LXM1_AILME
OG0005954	sp|Q9CRG1|TM7S3_MOUSE	tr|G1LYY0|G1LYY0_AILME
OG0005955	sp|Q8R115|TMM82_MOUSE	tr|G1LZD7|G1LZD7_AILME
OG0005956	sp|Q8CAK3|SHFL_MOUSE	tr|G1LZZ7|G1LZZ7_AILME
OG0005957	sp|P70347|TANK_MOUSE	tr|G1M155|G1M155_AILME
OG0005958	sp|Q8K262|PLAC9_MOUSE	tr|G1M2V3|G1M2V3_AILME
OG0005959	sp|Q61114|BPIB1_MOUSE	tr|G1M363|G1M363_AILME
OG0005960	sp|Q9DAP7|ASF1B_MOUSE	tr|G1M3K1|G1M3K1_AILME
OG0005961	sp|Q9JIA1|LGI1_MOUSE	tr|G1M530|G1M530_AILME
OG0005962	sp|Q06649|3BP2_MOUSE	tr|G1M7A2|G1M7A2_AILME
OG0005963	sp|Q62448|IF4G2_MOUSE	tr|G1M7U8|G1M7U8_AILME
OG0005964	sp|P52332|JAK1_MOUSE	tr|G1M9G8|G1M9G8_AILME
OG0005965	sp|Q8JZM7|CDC73_MOUSE	tr|G1MBL8|G1MBL8_AILME
OG0005966	sp|Q6ZQH8|NU188_MOUSE	tr|G1MBP9|G1MBP9_AILME
OG0005967	tr|A2APZ1|A2APZ1_MOUSE	tr|G1MBZ8|G1MBZ8_AILME
OG0005968	sp|Q9R0B6|LAMC3_MOUSE	tr|G1MCY2|G1MCY2_AILME
OG0005969	sp|Q9D4K5|F166A_MOUSE	tr|G1MD64|G1MD64_AILME
OG0005970	sp|G3XA59|LRC32_MOUSE	tr|G1MES6|G1MES6_AILME
OG0005971	sp|Q922R1|PHAF1_MOUSE	tr|G1MFR6|G1MFR6_AILME
OG0005972	sp|Q9CU65|ZMYM2_MOUSE	tr|G1MGI4|G1MGI4_AILME
OG0005973	sp|Q9D0K1|PEX13_MOUSE	tr|G1MIU5|G1MIU5_AILME
OG0005974	tr|E9Q0X2|E9Q0X2_MOUSE	tr|G1MKA1|G1MKA1_AILME
OG0005975	sp|P59041|DJC30_MOUSE	tr|G1ML95|G1ML95_AILME
OG0005976	sp|Q8CI70|LRC20_MOUSE	tr|A0A7N5JA80|A0A7N5JA80_AILME
OG0005977	sp|Q08EN7|ZCPW2_MOUSE	tr|A0A7N5JBB6|A0A7N5JBB6_AILME
OG0005978	sp|Q9CQL4|RM20_MOUSE	tr|A0A7N5JCR0|A0A7N5JCR0_AILME
OG0005979	sp|Q9CR34|CE052_MOUSE	tr|A0A7N5JDF4|A0A7N5JDF4_AILME
OG0005980	sp|Q9DBT5|AMPD2_MOUSE	tr|A0A7N5JE55|A0A7N5JE55_AILME
OG0005981	sp|Q6IRT3|PARI_MOUSE	tr|A0A7N5JFL8|A0A7N5JFL8_AILME
OG0005982	sp|Q9CY50|SSRA_MOUSE	tr|A0A7N5JHK1|A0A7N5JHK1_AILME
OG0005983	sp|Q9ERV1|MKRN2_MOUSE	tr|A0A7N5JIX9|A0A7N5JIX9_AILME
OG0005984	sp|Q923A2|SPDLY_MOUSE	tr|A0A7N5JJ24|A0A7N5JJ24_AILME
OG0005985	sp|P09633|HXC9_MOUSE	tr|A0A7N5JTI1|A0A7N5JTI1_AILME
OG0005986	sp|O70167|P3C2G_MOUSE	tr|A0A7N5JVB0|A0A7N5JVB0_AILME
OG0005987	sp|Q8CAE3|KCMB1_MOUSE	tr|A0A7N5JWD4|A0A7N5JWD4_AILME
OG0005988	sp|Q3UYI5|RGL3_MOUSE	tr|A0A7N5JZ95|A0A7N5JZ95_AILME
OG0005989	sp|P97378|I12R2_MOUSE	tr|A0A7N5K0Q1|A0A7N5K0Q1_AILME
OG0005990	sp|P62331|ARF6_MOUSE	tr|A0A7N5K5F4|A0A7N5K5F4_AILME
OG0005991	sp|Q8BYR8|S41A2_MOUSE	tr|A0A7N5K689|A0A7N5K689_AILME
OG0005992	sp|Q8JZX3|POC1A_MOUSE	tr|A0A7N5K8N2|A0A7N5K8N2_AILME
OG0005993	sp|P56203|CATW_MOUSE	tr|A0A7N5KF48|A0A7N5KF48_AILME
OG0005994	sp|Q99NF2|NSMF_MOUSE	tr|A0A7N5KKJ8|A0A7N5KKJ8_AILME
OG0005995	sp|Q3V3A1|CDK15_MOUSE	tr|A0A7N5KPN6|A0A7N5KPN6_AILME
OG0005996	sp|Q7TQC7|GPTC2_MOUSE	tr|A0A7N5P3I7|A0A7N5P3I7_AILME
OG0005997	sp|Q08509|EPS8_MOUSE	tr|A0A7N5P4B0|A0A7N5P4B0_AILME
OG0005998	sp|Q91WF0|TAZ_MOUSE	tr|A0A7N5P5U6|A0A7N5P5U6_AILME
OG0005999	tr|B2RVB9|B2RVB9_MOUSE	tr|D2GY15|D2GY15_AILME
OG0006000	sp|P86050|T170B_MOUSE	tr|D2H2W3|D2H2W3_AILME
OG0006001	sp|Q3TPR7|T184C_MOUSE	tr|D2H5J0|D2H5J0_AILME
OG0006002	sp|Q8C739|F110B_MOUSE	tr|D2H960|D2H960_AILME
OG0006003	sp|Q8R502|LRC8C_MOUSE	tr|D2HJK8|D2HJK8_AILME
OG0006004	sp|Q9QYI8|DNJB7_MOUSE	tr|D2HWD0|D2HWD0_AILME
OG0006005	sp|O70306|TBX15_MOUSE	tr|D2HZH8|D2HZH8_AILME
OG0006006	sp|P28352|APEX1_MOUSE	tr|D2I2U8|D2I2U8_AILME
