Orthogroup	Mus_musculus	Odocoileus_virginianus_texanus
OG0009377	sp|Q9D3I6|KRA71_MOUSE	tr|A0A6J0Z9B6|A0A6J0Z9B6_ODOVR
OG0009378	sp|Q9D4K7|CC105_MOUSE	tr|A0A6J0Y7U8|A0A6J0Y7U8_ODOVR
OG0009379	sp|Q9DAQ9|SPT19_MOUSE	tr|A0A6J0WBT9|A0A6J0WBT9_ODOVR
OG0009380	sp|Q9DBY5|CBX6_MOUSE	tr|A0A6J0XQV4|A0A6J0XQV4_ODOVR
OG0009381	sp|Q9DBZ1|IKIP_MOUSE	tr|A0A6J0YVT0|A0A6J0YVT0_ODOVR
OG0009382	sp|Q9DC04|RGS3_MOUSE	tr|A0A6J0YKD9|A0A6J0YKD9_ODOVR
OG0009383	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A6J0XD76|A0A6J0XD76_ODOVR
OG0009384	sp|Q9QWK4|CD5L_MOUSE	tr|A0A6J0VV77|A0A6J0VV77_ODOVR
OG0009385	sp|Q9QXV9|SPY1_MOUSE	tr|A0A6J0X851|A0A6J0X851_ODOVR
OG0009386	sp|Q9QY39|PDZD4_MOUSE	tr|A0A6J0XCC6|A0A6J0XCC6_ODOVR
OG0009387	sp|A6H603|NWD1_MOUSE	tr|A0A6J0WI07|A0A6J0WI07_ODOVR
OG0009389	sp|J3QPP8|ALKL1_MOUSE	tr|A0A6J0VQ79|A0A6J0VQ79_ODOVR
OG0009390	sp|O08539|BIN1_MOUSE	tr|A0A6J0XLJ9|A0A6J0XLJ9_ODOVR
OG0009391	sp|O35085|ARX_MOUSE	tr|A0A6J0WZ83|A0A6J0WZ83_ODOVR
OG0009392	sp|O54962|BAF_MOUSE	tr|A0A6J0YJY3|A0A6J0YJY3_ODOVR
OG0009393	sp|O55022|PGRC1_MOUSE	tr|A0A6J0YDZ3|A0A6J0YDZ3_ODOVR
OG0009394	sp|O88735|MAP7_MOUSE	tr|A0A6J0XYS8|A0A6J0XYS8_ODOVR
OG0009395	sp|O88796|RPP30_MOUSE	tr|A0A6J0W2E6|A0A6J0W2E6_ODOVR
OG0009396	sp|O88995|IKBL1_MOUSE	tr|A0A6J0YNC8|A0A6J0YNC8_ODOVR
OG0009397	sp|P03921|NU5M_MOUSE	tr|A0A6J3SB51|A0A6J3SB51_ODOVR
OG0009398	sp|P14753|EPOR_MOUSE	tr|A0A6J0XJC4|A0A6J0XJC4_ODOVR
OG0009399	sp|P28575|IPP_MOUSE	tr|A0A6J0XV13|A0A6J0XV13_ODOVR
OG0009400	sp|P37237|FGF8_MOUSE	tr|A0A6J0XW31|A0A6J0XW31_ODOVR
OG0009401	sp|P47878|IBP3_MOUSE	tr|A0A6J0ZBK0|A0A6J0ZBK0_ODOVR
OG0009402	sp|P52196|THTR_MOUSE	tr|A0A6J0WHA7|A0A6J0WHA7_ODOVR
OG0009403	sp|P55002|MFAP2_MOUSE	tr|A0A6J0WBE1|A0A6J0WBE1_ODOVR
OG0009404	sp|P55041|GEM_MOUSE	tr|A0A6J0VXG7|A0A6J0VXG7_ODOVR
OG0009405	sp|P70426|RIT1_MOUSE	tr|A0A6J0Z3A5|A0A6J0Z3A5_ODOVR
OG0009406	sp|Q00420|GABP1_MOUSE	tr|A0A6J0XP74|A0A6J0XP74_ODOVR
OG0009407	sp|Q08288|LYAR_MOUSE	tr|A0A6J0ZBB1|A0A6J0ZBB1_ODOVR
OG0009408	sp|Q2PFD7|PSD3_MOUSE	tr|A0A6J0W0G0|A0A6J0W0G0_ODOVR
OG0009409	sp|Q3SYP2|CTRC_MOUSE	tr|A0A6J0VVU1|A0A6J0VVU1_ODOVR
OG0009410	sp|Q3TX51|LRC28_MOUSE	tr|A0A6J0YZE9|A0A6J0YZE9_ODOVR
OG0009411	sp|Q3TYE7|TLCD5_MOUSE	tr|A0A6J0XB37|A0A6J0XB37_ODOVR
OG0009412	sp|Q3UEB3|PUF60_MOUSE	tr|A0A6J0WT58|A0A6J0WT58_ODOVR
OG0009413	sp|Q569L8|CENPJ_MOUSE	tr|A0A6J0ZC87|A0A6J0ZC87_ODOVR
OG0009414	sp|Q60649|CLPB_MOUSE	tr|A0A6J0XUT4|A0A6J0XUT4_ODOVR
OG0009415	sp|Q61501|E2F1_MOUSE	tr|A0A6J0YAF3|A0A6J0YAF3_ODOVR
OG0009416	sp|Q61559|FCGRN_MOUSE	tr|A0A6J0WX64|A0A6J0WX64_ODOVR
OG0009417	sp|Q61644|PACN1_MOUSE	tr|A0A6J0X394|A0A6J0X394_ODOVR
OG0009418	sp|Q6A098|SBP2L_MOUSE	tr|A0A6J0XAX3|A0A6J0XAX3_ODOVR
OG0009419	tr|Q6NZL1|Q6NZL1_MOUSE	tr|A0A6J0WSV4|A0A6J0WSV4_ODOVR
OG0009420	sp|Q80VP9|ASPH2_MOUSE	tr|A0A6J0W7L3|A0A6J0W7L3_ODOVR
OG0009421	sp|Q80W03|TOX3_MOUSE	tr|A0A6J0W627|A0A6J0W627_ODOVR
OG0009422	sp|Q80XJ3|TTC28_MOUSE	tr|A0A6J0W7P0|A0A6J0W7P0_ODOVR
OG0009423	sp|Q80YV3|TRRAP_MOUSE	tr|A0A6J0Y3R0|A0A6J0Y3R0_ODOVR
OG0009424	sp|Q80Z71|TENN_MOUSE	tr|A0A6J0Y8E2|A0A6J0Y8E2_ODOVR
OG0009425	sp|Q80ZU5|CC181_MOUSE	tr|A0A6J0VX07|A0A6J0VX07_ODOVR
OG0009426	sp|Q8BFW7|LPP_MOUSE	tr|A0A6J0W7X3|A0A6J0W7X3_ODOVR
OG0009427	sp|Q8BG34|UBX10_MOUSE	tr|A0A6J0XZU2|A0A6J0XZU2_ODOVR
OG0009428	sp|Q8BKV1|GPC2_MOUSE	tr|A0A6J0YU92|A0A6J0YU92_ODOVR
OG0009429	sp|Q8BP92|RCN2_MOUSE	tr|A0A6J0X0V1|A0A6J0X0V1_ODOVR
OG0009430	sp|Q8BQT2|DIK1C_MOUSE	tr|A0A6J0W4T1|A0A6J0W4T1_ODOVR
OG0009431	sp|Q8BWY4|MBLC1_MOUSE	tr|A0A6J0YFS6|A0A6J0YFS6_ODOVR
OG0009432	sp|Q8BXP5|PANKY_MOUSE	tr|A0A6J0WRP7|A0A6J0WRP7_ODOVR
OG0009433	sp|Q8C186|BPIFC_MOUSE	tr|A0A6J0YZG0|A0A6J0YZG0_ODOVR
OG0009434	sp|Q8CCJ4|AMER2_MOUSE	tr|A0A6J0YBR3|A0A6J0YBR3_ODOVR
OG0009435	sp|Q8CJ27|ASPM_MOUSE	tr|A0A6J0ZCX1|A0A6J0ZCX1_ODOVR
OG0009436	sp|Q8R4V4|CBPZ_MOUSE	tr|A0A6J0XA18|A0A6J0XA18_ODOVR
OG0009437	sp|Q8R554|OTU7A_MOUSE	tr|A0A6J0YDK6|A0A6J0YDK6_ODOVR
OG0009438	sp|Q8VCZ8|RUSD1_MOUSE	tr|A0A6J0WZF2|A0A6J0WZF2_ODOVR
OG0009439	sp|Q8VDX6|RXLT1_MOUSE	tr|A0A6J0Z821|A0A6J0Z821_ODOVR
OG0009440	tr|Q8VGW6|Q8VGW6_MOUSE	tr|A0A6J0X1M9|A0A6J0X1M9_ODOVR
OG0009441	sp|Q91YL3|UCKL1_MOUSE	tr|A0A6J0W534|A0A6J0W534_ODOVR
OG0009442	sp|Q921L3|TMCO1_MOUSE	tr|A0A6J0YF35|A0A6J0YF35_ODOVR
OG0009443	sp|Q923Y8|TAAR1_MOUSE	tr|A0A6J0WTY0|A0A6J0WTY0_ODOVR
OG0009444	sp|Q924H0|NPFF2_MOUSE	tr|A0A6J0WWF5|A0A6J0WWF5_ODOVR
OG0009445	sp|Q925F3|R144A_MOUSE	tr|A0A6J0Z3E0|A0A6J0Z3E0_ODOVR
OG0009446	sp|Q9CX97|WDR55_MOUSE	tr|A0A6J0WEZ5|A0A6J0WEZ5_ODOVR
OG0009447	sp|Q9ERS5|PKHA2_MOUSE	tr|A0A6J0W7U0|A0A6J0W7U0_ODOVR
OG0009448	sp|Q9JK54|MSGN1_MOUSE	tr|A0A6J0YXE2|A0A6J0YXE2_ODOVR
OG0009449	sp|Q9JL21|CCR10_MOUSE	tr|A0A6J0X1E4|A0A6J0X1E4_ODOVR
OG0009450	sp|Q9R0M4|PODXL_MOUSE	tr|A0A6J0XJI0|A0A6J0XJI0_ODOVR
OG0009451	sp|Q9R118|HTRA1_MOUSE	tr|A0A6J0XXF8|A0A6J0XXF8_ODOVR
OG0009452	sp|Q9R1W3|RN103_MOUSE	tr|A0A6J0X874|A0A6J0X874_ODOVR
OG0009453	tr|Q9WUR0|Q9WUR0_MOUSE	tr|A0A6J0YVP1|A0A6J0YVP1_ODOVR
OG0009454	sp|Q9WV52|PLEK2_MOUSE	tr|A0A6J0XNF6|A0A6J0XNF6_ODOVR
OG0009455	sp|Q9WVB0|RBPMS_MOUSE	tr|A0A6J0WED9|A0A6J0WED9_ODOVR
OG0009456	sp|Q9Z0L8|GGH_MOUSE	tr|A0A6J0VNM2|A0A6J0VNM2_ODOVR
OG0009457	sp|Q9Z1S5|SEPT3_MOUSE	tr|A0A6J0W9K3|A0A6J0W9K3_ODOVR
OG0009458	sp|A2AJB2|TM141_MOUSE	tr|A0A6J0X5E1|A0A6J0X5E1_ODOVR
OG0009459	sp|A2AVA0|SVEP1_MOUSE	tr|A0A6J0WRS0|A0A6J0WRS0_ODOVR
OG0009460	sp|B2RW38|CFA58_MOUSE	tr|A0A6J0ZFC9|A0A6J0ZFC9_ODOVR
OG0009461	sp|D3YYI7|RN217_MOUSE	tr|A0A6J0W9Z0|A0A6J0W9Z0_ODOVR
OG0009462	tr|D3Z5T8|D3Z5T8_MOUSE	tr|A0A6J0W4C1|A0A6J0W4C1_ODOVR
OG0009463	tr|E9Q2N0|E9Q2N0_MOUSE	tr|A0A6J0YLJ0|A0A6J0YLJ0_ODOVR
OG0009464	tr|E9Q8V6|E9Q8V6_MOUSE	tr|A0A6J0W5H8|A0A6J0W5H8_ODOVR
OG0009465	sp|O08688|CAN5_MOUSE	tr|A0A6J0XVL0|A0A6J0XVL0_ODOVR
OG0009466	sp|O09164|SODE_MOUSE	tr|A0A6J0XVL8|A0A6J0XVL8_ODOVR
OG0009467	sp|O70503|DHB12_MOUSE	tr|A0A6J0YQ20|A0A6J0YQ20_ODOVR
OG0009468	sp|O70589|CSKP_MOUSE	tr|A0A6J0XZG2|A0A6J0XZG2_ODOVR
OG0009469	sp|P10146|CCL1_MOUSE	tr|A0A6J0YP82|A0A6J0YP82_ODOVR
OG0009470	sp|P15409|OPSD_MOUSE	tr|A0A6J0VSN5|A0A6J0VSN5_ODOVR
OG0009471	sp|P15919|RAG1_MOUSE	tr|A0A6J0YG40|A0A6J0YG40_ODOVR
OG0009472	sp|P28184|MT3_MOUSE	tr|A0A6J0Y4C0|A0A6J0Y4C0_ODOVR
OG0009473	sp|P49003|BMP5_MOUSE	tr|A0A6J0WEC3|A0A6J0WEC3_ODOVR
OG0009474	sp|P70389|ALS_MOUSE	tr|A0A6J0WWS2|A0A6J0WWS2_ODOVR
OG0009475	sp|P82349|SGCB_MOUSE	tr|A0A6J0XA30|A0A6J0XA30_ODOVR
OG0009476	sp|P99029|PRDX5_MOUSE	tr|A0A6J0YBI6|A0A6J0YBI6_ODOVR
OG0009477	sp|Q05915|GCH1_MOUSE	tr|A0A6J0WM35|A0A6J0WM35_ODOVR
OG0009478	sp|Q08AU9|CQ058_MOUSE	tr|A0A6J0YM60|A0A6J0YM60_ODOVR
OG0009479	sp|Q1EHW4|SAP25_MOUSE	tr|A0A6J0W6C6|A0A6J0W6C6_ODOVR
OG0009480	sp|Q3UDK1|TRAD1_MOUSE	tr|A0A6J0YDQ2|A0A6J0YDQ2_ODOVR
OG0009481	sp|Q3UM45|PP1R7_MOUSE	tr|A0A6J0Z5T0|A0A6J0Z5T0_ODOVR
OG0009482	sp|Q3URR7|ZSC10_MOUSE	tr|A0A6J0YWP1|A0A6J0YWP1_ODOVR
OG0009483	sp|Q61809|LRRN1_MOUSE	tr|A0A6J0X1D4|A0A6J0X1D4_ODOVR
OG0009484	sp|Q61846|MELK_MOUSE	tr|A0A6J0WD54|A0A6J0WD54_ODOVR
OG0009485	sp|Q62282|TAL2_MOUSE	tr|A0A6J0VI14|A0A6J0VI14_ODOVR
OG0009486	sp|Q6ZPV2|INO80_MOUSE	tr|A0A6J0WA68|A0A6J0WA68_ODOVR
OG0009487	sp|Q76JU9|FFAR1_MOUSE	tr|A0A6J0VUR3|A0A6J0VUR3_ODOVR
OG0009488	sp|Q80V86|INT8_MOUSE	tr|A0A6J0VXG9|A0A6J0VXG9_ODOVR
OG0009489	sp|Q80WQ4|TRM9B_MOUSE	tr|A0A6J0VK99|A0A6J0VK99_ODOVR
OG0009490	sp|Q8BFT6|JMJD4_MOUSE	tr|A0A6J0YM38|A0A6J0YM38_ODOVR
OG0009491	sp|Q8BGX1|PED1B_MOUSE	tr|A0A6J0X5P8|A0A6J0X5P8_ODOVR
OG0009492	sp|Q8BLX7|COGA1_MOUSE	tr|A0A6J0WPP7|A0A6J0WPP7_ODOVR
OG0009493	sp|Q8BU00|IKZF5_MOUSE	tr|A0A6J0XZM7|A0A6J0XZM7_ODOVR
OG0009494	sp|Q8C052|MAP1S_MOUSE	tr|A0A6J0XZ93|A0A6J0XZ93_ODOVR
OG0009495	sp|Q8C1Y8|CCZ1_MOUSE	tr|A0A6J0Y4J4|A0A6J0Y4J4_ODOVR
OG0009496	sp|Q8C8C1|RTP1_MOUSE	tr|A0A6J0VJY2|A0A6J0VJY2_ODOVR
OG0009497	sp|Q8C8J0|STPG2_MOUSE	tr|A0A6J0Y7R5|A0A6J0Y7R5_ODOVR
OG0009498	sp|Q8CBB9|RSAD2_MOUSE	tr|A0A6J0Z0U2|A0A6J0Z0U2_ODOVR
OG0009499	sp|Q8K3Z0|NOD2_MOUSE	tr|A0A6J0XGE2|A0A6J0XGE2_ODOVR
OG0009500	sp|Q8R066|C1QT4_MOUSE	tr|A0A6J0VSI4|A0A6J0VSI4_ODOVR
OG0009501	sp|Q8R182|TMG2_MOUSE	tr|A0A6J0WYV5|A0A6J0WYV5_ODOVR
OG0009502	sp|Q8R3B7|BRD8_MOUSE	tr|A0A6J0Y2P8|A0A6J0Y2P8_ODOVR
OG0009503	sp|Q8R3Q0|SARAF_MOUSE	tr|A0A6J0Z7Y8|A0A6J0Z7Y8_ODOVR
OG0009504	sp|Q91VF2|HNMT_MOUSE	tr|A0A6J0Z2L7|A0A6J0Z2L7_ODOVR
OG0009505	sp|Q91X46|ARHG3_MOUSE	tr|A0A6J0X2J8|A0A6J0X2J8_ODOVR
OG0009506	sp|Q921M7|CYRIB_MOUSE	tr|A0A6J0VZQ1|A0A6J0VZQ1_ODOVR
OG0009507	sp|Q922B2|SYDC_MOUSE	tr|A0A6J0WVL7|A0A6J0WVL7_ODOVR
OG0009508	sp|Q99KB8|GLO2_MOUSE	tr|A0A6J0WZI8|A0A6J0WZI8_ODOVR
OG0009509	sp|Q99L02|PGR1A_MOUSE	tr|A0A6J0WR26|A0A6J0WR26_ODOVR
OG0009510	sp|Q9CQ07|LRC18_MOUSE	tr|A0A6J0ZEC2|A0A6J0ZEC2_ODOVR
OG0009511	sp|Q9CTN8|LHPL3_MOUSE	tr|A0A6J0YMS3|A0A6J0YMS3_ODOVR
OG0009512	sp|Q9CY52|THG1_MOUSE	tr|A0A6J0XFZ2|A0A6J0XFZ2_ODOVR
OG0009513	sp|Q9CZH3|PSMG3_MOUSE	tr|A0A6J0XE79|A0A6J0XE79_ODOVR
OG0009514	sp|Q9D0M3|CY1_MOUSE	tr|A0A6J0WNY0|A0A6J0WNY0_ODOVR
OG0009515	sp|Q9D0M5|DYL2_MOUSE	tr|A0A6J0Z3V4|A0A6J0Z3V4_ODOVR
OG0009516	sp|Q9D1J3|SARNP_MOUSE	tr|A0A6J0YRF8|A0A6J0YRF8_ODOVR
OG0009517	sp|Q9QXW4|FSCN3_MOUSE	tr|A0A6J0Z8U4|A0A6J0Z8U4_ODOVR
OG0009518	sp|Q9R0X0|MED20_MOUSE	tr|A0A6J0WQK2|A0A6J0WQK2_ODOVR
OG0009519	sp|A2AB59|RHG27_MOUSE	tr|A0A6J0VV78|A0A6J0VV78_ODOVR
OG0009520	tr|B1AVP0|B1AVP0_MOUSE	tr|A0A6J0W9N2|A0A6J0W9N2_ODOVR
OG0009521	sp|B2RPV6|MMRN1_MOUSE	tr|A0A6J0X2Y1|A0A6J0X2Y1_ODOVR
OG0009522	tr|D3YXL0|D3YXL0_MOUSE	tr|A0A6J0Y0U5|A0A6J0Y0U5_ODOVR
OG0009523	sp|O35214|OPSX_MOUSE	tr|A0A6J0X111|A0A6J0X111_ODOVR
OG0009524	sp|O35226|PSMD4_MOUSE	tr|A0A6J0VXD4|A0A6J0VXD4_ODOVR
OG0009525	sp|O70477|PKNX1_MOUSE	tr|A0A6J0XEZ6|A0A6J0XEZ6_ODOVR
OG0009526	sp|P05017|IGF1_MOUSE	tr|A0A6J0WHY8|A0A6J0WHY8_ODOVR
OG0009527	sp|P07750|IL4_MOUSE	tr|A0A6J0X689|A0A6J0X689_ODOVR
OG0009528	sp|P48776|T23O_MOUSE	tr|A0A6J0XCJ5|A0A6J0XCJ5_ODOVR
OG0009529	sp|P49442|INPP_MOUSE	tr|A0A6J0YDZ0|A0A6J0YDZ0_ODOVR
OG0009530	sp|P51637|CAV3_MOUSE	tr|A0A6J0YC14|A0A6J0YC14_ODOVR
OG0009531	sp|P59900|EMIL3_MOUSE	tr|A0A6J0VPB1|A0A6J0VPB1_ODOVR
OG0009532	sp|P70348|GCM1_MOUSE	tr|A0A6J0YAZ8|A0A6J0YAZ8_ODOVR
OG0009533	sp|P84099|RL19_MOUSE	tr|A0A6J0Y883|A0A6J0Y883_ODOVR
OG0009534	sp|P86050|T170B_MOUSE	tr|A0A6J0X6K9|A0A6J0X6K9_ODOVR
OG0009535	sp|P97414|KCNQ1_MOUSE	tr|A0A6J0WS39|A0A6J0WS39_ODOVR
OG0009536	sp|P97480|EYA3_MOUSE	tr|A0A6J0YSZ4|A0A6J0YSZ4_ODOVR
OG0009537	sp|Q3T9X0|GTR9_MOUSE	tr|A0A6J0XQ59|A0A6J0XQ59_ODOVR
OG0009538	sp|Q3TAP4|AP5B1_MOUSE	tr|A0A6J0YM74|A0A6J0YM74_ODOVR
OG0009539	sp|Q3TVA9|CC136_MOUSE	tr|A0A6J0ZA21|A0A6J0ZA21_ODOVR
OG0009540	sp|Q3UUV5|SKAP1_MOUSE	tr|A0A6J0VMV6|A0A6J0VMV6_ODOVR
OG0009541	sp|Q5F285|TM256_MOUSE	tr|A0A6J0Z3G7|A0A6J0Z3G7_ODOVR
OG0009542	sp|Q61574|FOXS1_MOUSE	tr|A0A6J0ZC85|A0A6J0ZC85_ODOVR
OG0009543	sp|Q62176|RBM38_MOUSE	tr|A0A6J0YGS1|A0A6J0YGS1_ODOVR
OG0009544	sp|Q62386|IL17_MOUSE	tr|A0A6J0YMY5|A0A6J0YMY5_ODOVR
OG0009545	sp|Q64323|PIGA_MOUSE	tr|A0A6J0Z014|A0A6J0Z014_ODOVR
OG0009546	sp|Q6IS41|S2547_MOUSE	tr|A0A6J0Z4M0|A0A6J0Z4M0_ODOVR
OG0009547	sp|Q6P5C5|SMUG1_MOUSE	tr|A0A6J0XRM0|A0A6J0XRM0_ODOVR
OG0009548	sp|Q6S5L9|SHC4_MOUSE	tr|A0A6J0XFR1|A0A6J0XFR1_ODOVR
OG0009549	sp|Q8BHS3|RBM22_MOUSE	tr|A0A6J0WSZ9|A0A6J0WSZ9_ODOVR
OG0009550	sp|Q8BNX7|NRAC_MOUSE	tr|A0A6J0XVS7|A0A6J0XVS7_ODOVR
OG0009551	sp|Q8BU88|RM22_MOUSE	tr|A0A6J0YJK9|A0A6J0YJK9_ODOVR
OG0009552	sp|Q8BUV8|GP107_MOUSE	tr|A0A6J0VYR4|A0A6J0VYR4_ODOVR
OG0009553	sp|Q8BVH9|METL6_MOUSE	tr|A0A6J0W1G1|A0A6J0W1G1_ODOVR
OG0009554	sp|Q8BZT9|LACC1_MOUSE	tr|A0A6J0YX86|A0A6J0YX86_ODOVR
OG0009555	sp|Q8C3S2|TNG6_MOUSE	tr|A0A6J0XHY4|A0A6J0XHY4_ODOVR
OG0009556	sp|Q8CIP4|MARK4_MOUSE	tr|A0A6J0XXF4|A0A6J0XXF4_ODOVR
OG0009557	sp|Q8K353|CYTM1_MOUSE	tr|A0A6J0WHC5|A0A6J0WHC5_ODOVR
OG0009558	sp|Q8R034|APC13_MOUSE	tr|A0A6J0W4Y0|A0A6J0W4Y0_ODOVR
OG0009559	sp|Q8R146|APEH_MOUSE	tr|A0A6J0ZF30|A0A6J0ZF30_ODOVR
OG0009560	sp|Q8VDG3|PARN_MOUSE	tr|A0A6J0VW62|A0A6J0VW62_ODOVR
OG0009561	sp|Q8VHZ5|DDT4L_MOUSE	tr|A0A6J0WTC1|A0A6J0WTC1_ODOVR
OG0009562	sp|Q91W96|APC4_MOUSE	tr|A0A6J0XVP7|A0A6J0XVP7_ODOVR
OG0009563	sp|Q91X84|CRTC3_MOUSE	tr|A0A6J0YYN7|A0A6J0YYN7_ODOVR
OG0009564	sp|Q91YE5|BAZ2A_MOUSE	tr|A0A6J0WPG5|A0A6J0WPG5_ODOVR
OG0009565	sp|Q91ZI8|IOD3_MOUSE	tr|A0A6J0Z7H5|A0A6J0Z7H5_ODOVR
OG0009566	sp|Q9CPV1|SKA1_MOUSE	tr|A0A6J0VM08|A0A6J0VM08_ODOVR
OG0009567	sp|Q9D1G3|HHATL_MOUSE	tr|A0A6J0VV69|A0A6J0VV69_ODOVR
OG0009568	sp|Q9EP78|CHST7_MOUSE	tr|A0A6J0Y445|A0A6J0Y445_ODOVR
OG0009569	sp|Q9JKY5|HIP1R_MOUSE	tr|A0A6J0XB80|A0A6J0XB80_ODOVR
OG0009570	sp|Q9R187|EDAR_MOUSE	tr|A0A6J0Y950|A0A6J0Y950_ODOVR
OG0009571	sp|Q9WV71|ASB4_MOUSE	tr|A0A6J0WKH6|A0A6J0WKH6_ODOVR
OG0009572	sp|Q9Z101|PAR6A_MOUSE	tr|A0A6J0WSC8|A0A6J0WSC8_ODOVR
OG0009573	sp|A0PJN4|U2QL1_MOUSE	tr|A0A6J0Y4S8|A0A6J0Y4S8_ODOVR
OG0009574	tr|A2A7B5|A2A7B5_MOUSE	tr|A0A6J0W0U1|A0A6J0W0U1_ODOVR
OG0009575	tr|A2ATY4|A2ATY4_MOUSE	tr|A0A6J0W1X8|A0A6J0W1X8_ODOVR
OG0009576	tr|B9EKH0|B9EKH0_MOUSE	tr|A0A6J0YZW0|A0A6J0YZW0_ODOVR
OG0009577	tr|E9Q2T4|E9Q2T4_MOUSE	tr|A0A6J0Y8S7|A0A6J0Y8S7_ODOVR
OG0009578	sp|G5E870|TRIPC_MOUSE	tr|A0A6J0XPE9|A0A6J0XPE9_ODOVR
OG0009579	sp|O08663|MAP2_MOUSE	tr|A0A6J0Z489|A0A6J0Z489_ODOVR
OG0009580	sp|O88693|CEGT_MOUSE	tr|A0A6J0XNL7|A0A6J0XNL7_ODOVR
OG0009581	sp|O88974|SETB1_MOUSE	tr|A0A6J0Z384|A0A6J0Z384_ODOVR
OG0009582	sp|P09470|ACE_MOUSE	tr|A0A6J0XZC6|A0A6J0XZC6_ODOVR
OG0009583	sp|P43117|PF2R_MOUSE	tr|A0A6J0X5Z6|A0A6J0X5Z6_ODOVR
OG0009584	sp|P46062|SIPA1_MOUSE	tr|A0A6J0YLN3|A0A6J0YLN3_ODOVR
OG0009585	sp|P50543|S10AB_MOUSE	tr|A0A6J0WBT3|A0A6J0WBT3_ODOVR
OG0009586	sp|P54830|PTN5_MOUSE	tr|A0A6J0XIE4|A0A6J0XIE4_ODOVR
OG0009587	sp|P70325|TBX4_MOUSE	tr|A0A6J0WEA2|A0A6J0WEA2_ODOVR
OG0009588	sp|Q00977|CXB2_MOUSE	tr|A0A6J0Y437|A0A6J0Y437_ODOVR
OG0009589	sp|Q06219|NR4A2_MOUSE	tr|A0A6J0YYM6|A0A6J0YYM6_ODOVR
OG0009590	sp|Q07456|AMBP_MOUSE	tr|A0A6J0YKX8|A0A6J0YKX8_ODOVR
OG0009591	sp|Q08091|CNN1_MOUSE	tr|A0A6J0XPI6|A0A6J0XPI6_ODOVR
OG0009592	sp|Q3TLS3|GDPP1_MOUSE	tr|A0A6J0YV67|A0A6J0YV67_ODOVR
OG0009593	tr|Q3U1C4|Q3U1C4_MOUSE	tr|A0A6J0WVS6|A0A6J0WVS6_ODOVR
OG0009594	sp|Q3UYI6|FUZZY_MOUSE	tr|A0A6J0WY65|A0A6J0WY65_ODOVR
OG0009595	sp|Q3V1T4|P3H1_MOUSE	tr|A0A6J0Z9U0|A0A6J0Z9U0_ODOVR
OG0009596	sp|Q3V4B5|COMD6_MOUSE	tr|A0A6J0WF65|A0A6J0WF65_ODOVR
OG0009597	sp|Q505H4|VWC2L_MOUSE	tr|A0A6J0WI21|A0A6J0WI21_ODOVR
OG0009598	sp|Q56A08|GPKOW_MOUSE	tr|A0A6J0W403|A0A6J0W403_ODOVR
OG0009599	sp|Q5EBJ4|ERMIN_MOUSE	tr|A0A6J0W5M7|A0A6J0W5M7_ODOVR
OG0009600	sp|Q5U431|GPR39_MOUSE	tr|A0A6J0YJ01|A0A6J0YJ01_ODOVR
OG0009601	sp|Q60930|VDAC2_MOUSE	tr|A0A6J0X5Y8|A0A6J0X5Y8_ODOVR
OG0009602	sp|Q62418|DBNL_MOUSE	tr|A0A6J0XVP3|A0A6J0XVP3_ODOVR
OG0009603	sp|Q6NS45|CCD66_MOUSE	tr|A0A6J0WZQ0|A0A6J0WZQ0_ODOVR
OG0009604	sp|Q6WQJ1|DGLA_MOUSE	tr|A0A6J0ZH10|A0A6J0ZH10_ODOVR
OG0009605	sp|Q7TPW1|NEXN_MOUSE	tr|A0A6J0XCQ3|A0A6J0XCQ3_ODOVR
OG0009606	sp|Q8BGS2|BOLA2_MOUSE	tr|A0A6J0WUP2|A0A6J0WUP2_ODOVR
OG0009607	sp|Q8BHX3|BOREA_MOUSE	tr|A0A6J0WIQ6|A0A6J0WIQ6_ODOVR
OG0009608	sp|Q8BJ66|KAZD1_MOUSE	tr|A0A6J0VPZ4|A0A6J0VPZ4_ODOVR
OG0009609	sp|Q8BMF4|ODP2_MOUSE	tr|A0A6J0WN85|A0A6J0WN85_ODOVR
OG0009610	sp|Q8BP40|PPA6_MOUSE	tr|A0A6J0XYB9|A0A6J0XYB9_ODOVR
OG0009611	sp|Q8BQ89|LIX1L_MOUSE	tr|A0A6J0YFF0|A0A6J0YFF0_ODOVR
OG0009612	sp|Q8BXQ6|AMPO_MOUSE	tr|A0A6J0Y5J9|A0A6J0Y5J9_ODOVR
OG0009613	sp|Q8BXZ1|TMX3_MOUSE	tr|A0A6J0XNH5|A0A6J0XNH5_ODOVR
OG0009614	sp|Q8BZA7|GPR26_MOUSE	tr|A0A6J0VLU4|A0A6J0VLU4_ODOVR
OG0009615	sp|Q8BZM1|GLMN_MOUSE	tr|A0A6J0XKL0|A0A6J0XKL0_ODOVR
OG0009616	sp|Q8BZT2|SH3R2_MOUSE	tr|A0A6J0VRM8|A0A6J0VRM8_ODOVR
OG0009617	sp|Q8C0S1|DI3L1_MOUSE	tr|A0A6J0W4A0|A0A6J0W4A0_ODOVR
OG0009618	sp|Q8C181|MBNL2_MOUSE	tr|A0A6J0YIQ4|A0A6J0YIQ4_ODOVR
