Orthogroup	Mus_musculus	Balaenoptera_physalus
OG0003104	sp|P97333|NRP1_MOUSE, sp|O35375|NRP2_MOUSE	tr|A0A6A1QPM7|A0A6A1QPM7_BALPH
OG0003105	sp|O88653|LTOR3_MOUSE	tr|A0A643C310|A0A643C310_BALPH, tr|A0A643BQ55|A0A643BQ55_BALPH
OG0003106	sp|O35704|SPTC1_MOUSE	tr|A0A643BS04|A0A643BS04_BALPH, tr|A0A643CBL4|A0A643CBL4_BALPH
OG0003107	sp|P70310|NTR2_MOUSE, sp|O88319|NTR1_MOUSE	tr|A0A643BUK2|A0A643BUK2_BALPH
OG0003108	sp|Q6P5G6|UBXN7_MOUSE	tr|A0A643C0W4|A0A643C0W4_BALPH, tr|A0A643BNV4|A0A643BNV4_BALPH
OG0003109	sp|Q99PW4|PRPKB_MOUSE, tr|Q5U452|Q5U452_MOUSE	tr|A0A643C6K2|A0A643C6K2_BALPH
OG0003110	sp|Q9CZU4|ERAL1_MOUSE	tr|A0A6A1Q4M3|A0A6A1Q4M3_BALPH, tr|A0A643CFI1|A0A643CFI1_BALPH
OG0003111	sp|A2RTL5|RSRC2_MOUSE	tr|A0A643BV50|A0A643BV50_BALPH, tr|A0A643CJE3|A0A643CJE3_BALPH
OG0003112	sp|Q8VDS4|RPR1A_MOUSE, tr|G3X9Z4|G3X9Z4_MOUSE	tr|A0A6A1PZN8|A0A6A1PZN8_BALPH
OG0003113	sp|Q9WTJ8|FA50B_MOUSE, sp|Q9WV03|FA50A_MOUSE	tr|A0A643ATW9|A0A643ATW9_BALPH
OG0003114	sp|Q80V42|CBPM_MOUSE, sp|Q9JJN5|CBPN_MOUSE	tr|A0A643C188|A0A643C188_BALPH
OG0003115	sp|Q8BNJ6|NETO2_MOUSE	tr|A0A643C8K6|A0A643C8K6_BALPH, tr|A0A643C5X6|A0A643C5X6_BALPH
OG0003116	sp|Q8BQP8|RFIP4_MOUSE, sp|Q8CHD8|RFIP3_MOUSE	tr|A0A643CI43|A0A643CI43_BALPH
OG0003117	sp|Q921E2|RAB31_MOUSE, sp|P35285|RB22A_MOUSE	tr|A0A643CJJ8|A0A643CJJ8_BALPH
OG0003118	sp|Q9CQ48|NUDC2_MOUSE	tr|A0A643CLM0|A0A643CLM0_BALPH, tr|A0A643BLN1|A0A643BLN1_BALPH
OG0003120	sp|Q99K28|ARFG2_MOUSE, sp|Q9D8S3|ARFG3_MOUSE	tr|A0A643CCV6|A0A643CCV6_BALPH
OG0003121	sp|Q9CQX5|CLDN1_MOUSE	tr|A0A6A1Q9K8|A0A6A1Q9K8_BALPH, tr|A0A643BM81|A0A643BM81_BALPH
OG0003122	sp|Q61010|DTX1_MOUSE, sp|Q6PDK8|DTX4_MOUSE	tr|A0A643BUK9|A0A643BUK9_BALPH
OG0003123	sp|A2A259|PK2L1_MOUSE, sp|O35245|PKD2_MOUSE	tr|A0A643BW09|A0A643BW09_BALPH
OG0003124	tr|B7ZWJ5|B7ZWJ5_MOUSE, sp|Q60774|TM45A_MOUSE	tr|A0A643CEA4|A0A643CEA4_BALPH
OG0003125	sp|Q9CQJ7|PTTG1_MOUSE	tr|A0A643CH31|A0A643CH31_BALPH, tr|A0A643CK50|A0A643CK50_BALPH
OG0003126	tr|A1L3P4|A1L3P4_MOUSE, sp|Q8BZ00|SL9A9_MOUSE	tr|A0A6A1QB67|A0A6A1QB67_BALPH
OG0003127	sp|Q8CIG8|ANM5_MOUSE	tr|A0A643BNP7|A0A643BNP7_BALPH, tr|A0A643CHY9|A0A643CHY9_BALPH
OG0003128	sp|Q8BH93|MISSL_MOUSE, sp|Q9D7G9|MISS_MOUSE	tr|A0A643C621|A0A643C621_BALPH
OG0003129	sp|Q7TQP0|GP141_MOUSE, tr|B9EKH0|B9EKH0_MOUSE	tr|A0A643CB16|A0A643CB16_BALPH
OG0003130	sp|P97875|JDP2_MOUSE, sp|Q60765|ATF3_MOUSE	tr|A0A6A1QCN0|A0A6A1QCN0_BALPH
OG0003131	tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE, sp|Q9JKV1|ADRM1_MOUSE	tr|A0A6A1QE39|A0A6A1QE39_BALPH
OG0003132	sp|Q61315|APC_MOUSE, sp|Q9Z1K7|APCL_MOUSE	tr|A0A6A1QG85|A0A6A1QG85_BALPH
OG0003133	sp|O09111|NDUBB_MOUSE, tr|Q9CQ68|Q9CQ68_MOUSE	tr|A0A643BME2|A0A643BME2_BALPH
OG0003134	sp|Q9WTZ9|BEX3_MOUSE	tr|A0A643BXR6|A0A643BXR6_BALPH, tr|A0A643C4D7|A0A643C4D7_BALPH
OG0003135	sp|Q8C8U0|LIPB1_MOUSE, sp|O35711|LIPB2_MOUSE	tr|A0A6A1Q033|A0A6A1Q033_BALPH
OG0003136	sp|Q99JH1|RP25L_MOUSE, sp|Q91WE3|RPP25_MOUSE	tr|A0A6A1Q160|A0A6A1Q160_BALPH
OG0003137	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A6A1QG77|A0A6A1QG77_BALPH, tr|A0A6A1Q1W7|A0A6A1Q1W7_BALPH
OG0003138	sp|Q9R0Q8|CLC4E_MOUSE	tr|A0A643CAI9|A0A643CAI9_BALPH, tr|A0A643BZ02|A0A643BZ02_BALPH
OG0003139	sp|J3QPZ5|CFA73_MOUSE, sp|Q5SV66|CCD42_MOUSE	tr|A0A6A1Q0M7|A0A6A1Q0M7_BALPH
OG0003140	sp|O35874|SATT_MOUSE, sp|P51912|AAAT_MOUSE	tr|A0A6A1Q6K7|A0A6A1Q6K7_BALPH
OG0003141	sp|P62242|RS8_MOUSE	tr|A0A6A1Q697|A0A6A1Q697_BALPH, tr|A0A6A1QFV8|A0A6A1QFV8_BALPH
OG0003142	tr|E9PZS7|E9PZS7_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE	tr|A0A643AUP6|A0A643AUP6_BALPH
OG0003143	tr|A2AI76|A2AI76_MOUSE, sp|Q8R124|KLH36_MOUSE	tr|A0A643BWT6|A0A643BWT6_BALPH
OG0003144	sp|Q8CG76|ARK72_MOUSE	tr|A0A643C9D6|A0A643C9D6_BALPH, tr|A0A643C915|A0A643C915_BALPH
OG0003145	sp|Q9CPV4|GLOD4_MOUSE	tr|A0A6A1Q3G3|A0A6A1Q3G3_BALPH, tr|A0A643BQF8|A0A643BQF8_BALPH
OG0003146	sp|O08918|CCNG2_MOUSE	tr|A0A6A1Q429|A0A6A1Q429_BALPH, tr|A0A643BVD6|A0A643BVD6_BALPH
OG0003147	sp|Q9D306|MGT4C_MOUSE	tr|A0A6A1QEJ3|A0A6A1QEJ3_BALPH, tr|A0A643BST3|A0A643BST3_BALPH
OG0003148	sp|O89110|CASP8_MOUSE	tr|A0A643BV71|A0A643BV71_BALPH, tr|A0A643BUL4|A0A643BUL4_BALPH
OG0003149	sp|Q8C817|T200A_MOUSE, tr|J3QK46|J3QK46_MOUSE	tr|A0A643BWV4|A0A643BWV4_BALPH
OG0003150	sp|P13705|MSH3_MOUSE, sp|Q99MT2|MSH4_MOUSE	tr|A0A6A1PXL2|A0A6A1PXL2_BALPH
OG0003151	sp|Q8K299|SCAR5_MOUSE, sp|P30204|MSRE_MOUSE	tr|A0A6A1Q674|A0A6A1Q674_BALPH
OG0003152	sp|Q8JZQ2|AFG32_MOUSE, sp|Q920A7|AFG31_MOUSE	tr|A0A6A1QG04|A0A6A1QG04_BALPH
OG0003153	sp|Q9D563|TM114_MOUSE, sp|B1AQL3|TM235_MOUSE	tr|A0A643BYG7|A0A643BYG7_BALPH
OG0003154	sp|Q9DC71|RT15_MOUSE	tr|A0A643C3C6|A0A643C3C6_BALPH, tr|A0A6A1QI31|A0A6A1QI31_BALPH
OG0003155	sp|Q9DBB1|DUS6_MOUSE	tr|A0A6A1PZY8|A0A6A1PZY8_BALPH, tr|A0A643BMB6|A0A643BMB6_BALPH
OG0003156	sp|Q3UY90|GAK1A_MOUSE, sp|Q3UPI1|GAK1B_MOUSE	tr|A0A6A1Q417|A0A6A1Q417_BALPH
OG0003157	sp|Q3TNH5|F172A_MOUSE	tr|A0A643BQY2|A0A643BQY2_BALPH, tr|A0A643C0K9|A0A643C0K9_BALPH
OG0003158	tr|A0A1B0GRK0|A0A1B0GRK0_MOUSE, sp|B9EJX3|VAFNB_MOUSE	tr|A0A643CHW8|A0A643CHW8_BALPH
OG0003159	sp|P70194|CLC4F_MOUSE, sp|Q8VBX4|CLC4K_MOUSE	tr|A0A6A1Q4X6|A0A6A1Q4X6_BALPH
OG0003160	sp|P17897|LYZ1_MOUSE, sp|P08905|LYZ2_MOUSE	tr|A0A6A1Q686|A0A6A1Q686_BALPH
OG0003161	sp|Q8C5L3|CNOT2_MOUSE	tr|A0A6A1Q6X0|A0A6A1Q6X0_BALPH, tr|A0A643BNM0|A0A643BNM0_BALPH
OG0003162	sp|Q80TG9|LRFN2_MOUSE, sp|Q8BXA0|LRFN5_MOUSE	tr|A0A643BME9|A0A643BME9_BALPH
OG0003163	sp|Q99NH0|ANR17_MOUSE, tr|E9PUR0|E9PUR0_MOUSE	tr|A0A643BXF4|A0A643BXF4_BALPH
OG0003164	sp|P62264|RS14_MOUSE	tr|A0A6A1Q9J1|A0A6A1Q9J1_BALPH, tr|A0A643C6J3|A0A643C6J3_BALPH
OG0003165	sp|P30558|PAR1_MOUSE, sp|P55086|PAR2_MOUSE	tr|A0A643CH12|A0A643CH12_BALPH
OG0003166	sp|P14142|GLUT4_MOUSE	tr|A0A643BTU5|A0A643BTU5_BALPH, tr|A0A6A1QFG2|A0A6A1QFG2_BALPH
OG0003167	sp|P23772|GATA3_MOUSE, sp|O09100|GATA2_MOUSE	tr|A0A6A1QKB4|A0A6A1QKB4_BALPH
OG0003168	sp|Q9EQH2|ERAP1_MOUSE	tr|A0A643BXH1|A0A643BXH1_BALPH, tr|A0A643BX94|A0A643BX94_BALPH
OG0003169	sp|Q9CWG9|BL1S2_MOUSE	tr|A0A643C135|A0A643C135_BALPH, tr|A0A643BY74|A0A643BY74_BALPH
OG0003170	sp|P56387|DYLT3_MOUSE	tr|A0A643BYY9|A0A643BYY9_BALPH, tr|A0A643AU47|A0A643AU47_BALPH
OG0003171	sp|Q8VI24|SATB2_MOUSE, sp|Q60611|SATB1_MOUSE	tr|A0A643C4I7|A0A643C4I7_BALPH
OG0003172	sp|Q9JJ66|CDC20_MOUSE	tr|A0A643BT53|A0A643BT53_BALPH, tr|A0A6A1QN17|A0A6A1QN17_BALPH
OG0003173	sp|P33434|MMP2_MOUSE, sp|Q0Q236|BSPH2_MOUSE	tr|A0A643BMI3|A0A643BMI3_BALPH
OG0003174	sp|Q91W98|S15A4_MOUSE, sp|Q8CBB2|S15A5_MOUSE	tr|A0A643CAH5|A0A643CAH5_BALPH
OG0003175	sp|Q8BIY3|ZC12D_MOUSE, sp|Q5D1E7|ZC12A_MOUSE	tr|A0A643CD82|A0A643CD82_BALPH
OG0003176	sp|P26262|KLKB1_MOUSE, sp|Q91Y47|FA11_MOUSE	tr|A0A643CDX1|A0A643CDX1_BALPH
OG0003177	sp|Q9CZ04|CSN7A_MOUSE, sp|Q8BV13|CSN7B_MOUSE	tr|A0A6A1Q240|A0A6A1Q240_BALPH
OG0003178	sp|Q2VWQ2|NELL1_MOUSE, sp|Q61220|NELL2_MOUSE	tr|A0A6A1Q5B5|A0A6A1Q5B5_BALPH
OG0003179	sp|Q765H6|MGT5B_MOUSE, sp|Q8R4G6|MGT5A_MOUSE	tr|A0A6A1PZZ7|A0A6A1PZZ7_BALPH
OG0003180	sp|Q8CG19|LTBP1_MOUSE, sp|Q61810|LTBP3_MOUSE	tr|A0A6A1QQI8|A0A6A1QQI8_BALPH
OG0003181	sp|Q6PD05|ZN821_MOUSE	tr|A0A643C981|A0A643C981_BALPH, tr|A0A643ATP5|A0A643ATP5_BALPH
OG0003182	sp|Q9D219|BCL9_MOUSE	tr|A0A643BL85|A0A643BL85_BALPH, tr|A0A643C912|A0A643C912_BALPH
OG0003183	sp|O35295|PURB_MOUSE, sp|P42669|PURA_MOUSE	tr|A0A643BSA4|A0A643BSA4_BALPH
OG0003184	sp|Q9CQV7|TIM14_MOUSE, sp|Q78YY6|DJC15_MOUSE	tr|A0A643BXD8|A0A643BXD8_BALPH
OG0003185	sp|P70211|DCC_MOUSE, sp|P97798|NEO1_MOUSE	tr|A0A643C0Q7|A0A643C0Q7_BALPH
OG0003186	sp|Q9CQW1|YKT6_MOUSE	tr|A0A643C504|A0A643C504_BALPH, tr|A0A6A1QKS8|A0A6A1QKS8_BALPH
OG0003187	sp|Q8R1P5|KCNKD_MOUSE, tr|Q76M80|Q76M80_MOUSE	tr|A0A643C6F3|A0A643C6F3_BALPH
OG0003188	tr|B7ZC55|B7ZC55_MOUSE	tr|A0A643AT69|A0A643AT69_BALPH, tr|A0A6A1PYX5|A0A6A1PYX5_BALPH
OG0003189	sp|Q9D5L7|SPSB1_MOUSE, sp|Q8R5B6|SPSB4_MOUSE	tr|A0A6A1Q5R6|A0A6A1Q5R6_BALPH
OG0003190	sp|Q9D0F3|LMAN1_MOUSE, sp|Q8VCD3|LMA1L_MOUSE	tr|A0A6A1QJ42|A0A6A1QJ42_BALPH
OG0003191	sp|Q9ERH7|HIPK3_MOUSE	tr|A0A643BMG5|A0A643BMG5_BALPH, tr|A0A6A1QFT0|A0A6A1QFT0_BALPH
OG0003192	sp|Q8BXT9|SC22C_MOUSE, sp|Q8BH47|SC22A_MOUSE	tr|A0A643C0J9|A0A643C0J9_BALPH
OG0003193	sp|Q6P1Y8|INP4B_MOUSE, sp|Q9EPW0|INP4A_MOUSE	tr|A0A6A1Q1V7|A0A6A1Q1V7_BALPH
OG0003194	sp|Q64368|DAZL_MOUSE	tr|A0A643BV18|A0A643BV18_BALPH, tr|A0A6A1Q2R6|A0A6A1Q2R6_BALPH
OG0003195	sp|Q61850|FOXC2_MOUSE, sp|Q61572|FOXC1_MOUSE	tr|A0A6A1Q7B7|A0A6A1Q7B7_BALPH
OG0003196	sp|Q91WD1|RPC4_MOUSE	tr|A0A643C8X3|A0A643C8X3_BALPH, tr|A0A6A1QDQ7|A0A6A1QDQ7_BALPH
OG0003197	tr|E9QAP7|E9QAP7_MOUSE, sp|G5E8Z2|TAF4B_MOUSE	tr|A0A643BWU8|A0A643BWU8_BALPH
OG0003198	sp|Q5XJY4|PARL_MOUSE	tr|A0A643C0F9|A0A643C0F9_BALPH, tr|A0A643BQC2|A0A643BQC2_BALPH
OG0003199	sp|Q91ZD6|EAF2_MOUSE, sp|Q9D4C5|EAF1_MOUSE	tr|A0A643C5B4|A0A643C5B4_BALPH
OG0003200	sp|Q8BK08|TMM11_MOUSE	tr|A0A6A1Q9P3|A0A6A1Q9P3_BALPH, tr|A0A6A1PZS5|A0A6A1PZS5_BALPH
OG0003201	sp|Q60662|AKAP4_MOUSE, sp|O88987|AKAP3_MOUSE	tr|A0A6A1Q8G7|A0A6A1Q8G7_BALPH
OG0003202	sp|A2AIR5|NMD3A_MOUSE, sp|Q91ZU9|NMD3B_MOUSE	tr|A0A643BTQ5|A0A643BTQ5_BALPH
OG0003203	sp|Q61909|MTG8_MOUSE, sp|O54972|MTG16_MOUSE	tr|A0A643C2V3|A0A643C2V3_BALPH
OG0003204	sp|Q9CWD0|GTSFL_MOUSE, tr|Q80Y74|Q80Y74_MOUSE	tr|A0A643CAQ9|A0A643CAQ9_BALPH
OG0003205	sp|Q3I5G5|FOXI2_MOUSE, sp|Q922I5|FOXI1_MOUSE	tr|A0A643CCV7|A0A643CCV7_BALPH
OG0003206	sp|Q9CQV6|MLP3B_MOUSE, sp|Q91VR7|MLP3A_MOUSE	tr|A0A6A1Q136|A0A6A1Q136_BALPH
OG0003207	sp|Q9QXG4|ACSA_MOUSE, sp|Q9D2R0|AACS_MOUSE	tr|A0A643BP41|A0A643BP41_BALPH
OG0003208	sp|Q6TYB5|FEZ2_MOUSE, sp|Q8K0X8|FEZ1_MOUSE	tr|A0A643BS67|A0A643BS67_BALPH
OG0003209	sp|Q64707|U2AFL_MOUSE, sp|Q62377|U2AFM_MOUSE	tr|A0A643C339|A0A643C339_BALPH
OG0003210	sp|Q80YE4|LMTK1_MOUSE, sp|Q5XJV6|LMTK3_MOUSE	tr|A0A643C4A3|A0A643C4A3_BALPH
OG0003211	sp|Q2QI47|USH2A_MOUSE	tr|A0A643C646|A0A643C646_BALPH, tr|A0A643C3P7|A0A643C3P7_BALPH
OG0003212	sp|Q8BG07|PLD4_MOUSE, sp|O35405|PLD3_MOUSE	tr|A0A643C8A7|A0A643C8A7_BALPH
OG0003213	sp|Q920Q6|MSI2H_MOUSE, sp|Q61474|MSI1H_MOUSE	tr|A0A6A1Q4B6|A0A6A1Q4B6_BALPH
OG0003214	sp|P09025|HXC8_MOUSE, sp|P23463|HXD8_MOUSE	tr|A0A643CAP8|A0A643CAP8_BALPH
OG0003215	sp|Q8CHS4|PLCX1_MOUSE, sp|Q8BLJ3|PLCX3_MOUSE	tr|A0A6A1Q0L8|A0A6A1Q0L8_BALPH
OG0003216	sp|O88273|GREM2_MOUSE, sp|O70326|GREM1_MOUSE	tr|A0A6A1QFU2|A0A6A1QFU2_BALPH
OG0003217	sp|P35917|VGFR3_MOUSE, sp|P35918|VGFR2_MOUSE	tr|A0A6A1QGE9|A0A6A1QGE9_BALPH
OG0003218	sp|Q3TIV5|ZC3HF_MOUSE	tr|A0A643BMU5|A0A643BMU5_BALPH, tr|A0A6A1QBX5|A0A6A1QBX5_BALPH
OG0003219	sp|Q9R1S7|MRP6_MOUSE	tr|A0A643C103|A0A643C103_BALPH, tr|A0A643BT28|A0A643BT28_BALPH
OG0003220	sp|Q8K3X4|I2BPL_MOUSE, sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A643CEL8|A0A643CEL8_BALPH
OG0003221	sp|Q00941|CSF2R_MOUSE	tr|A0A643CIH5|A0A643CIH5_BALPH, tr|A0A643CIK2|A0A643CIK2_BALPH
OG0003222	sp|Q9WU72|TN13B_MOUSE, sp|Q9D777|TNF13_MOUSE	tr|A0A6A1Q0H1|A0A6A1Q0H1_BALPH
OG0003223	sp|Q80VF6|F181B_MOUSE, tr|J3QNB7|J3QNB7_MOUSE	tr|A0A6A1Q4V2|A0A6A1Q4V2_BALPH
OG0003224	sp|O08709|PRDX6_MOUSE, tr|Q8BG37|Q8BG37_MOUSE	tr|A0A6A1Q6D5|A0A6A1Q6D5_BALPH
OG0003225	sp|Q9CYN9|RENR_MOUSE	tr|A0A6A1QHI3|A0A6A1QHI3_BALPH, tr|A0A643BNM9|A0A643BNM9_BALPH
OG0003226	sp|Q99JY8|PLPP3_MOUSE, sp|Q61469|PLPP1_MOUSE	tr|A0A643BPY3|A0A643BPY3_BALPH
OG0003227	sp|P03966|MYCN_MOUSE, sp|Q9Z304|MYCS_MOUSE	tr|A0A643BWW5|A0A643BWW5_BALPH
OG0003228	sp|Q8R0F3|SUMF1_MOUSE, sp|Q8BPG6|SUMF2_MOUSE	tr|A0A643C0U2|A0A643C0U2_BALPH
OG0003229	tr|A0A2R8VJU7|A0A2R8VJU7_MOUSE	tr|A0A643CIS3|A0A643CIS3_BALPH, tr|A0A643C347|A0A643C347_BALPH
OG0003230	tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A643CI07|A0A643CI07_BALPH
OG0003231	sp|Q6PGA0|RCOR3_MOUSE, sp|Q8C796|RCOR2_MOUSE	tr|A0A6A1Q6T2|A0A6A1Q6T2_BALPH
OG0003232	sp|Q9Z280|PLD1_MOUSE	tr|A0A643BXE7|A0A643BXE7_BALPH, tr|A0A643ASF6|A0A643ASF6_BALPH
OG0003233	sp|Q921X9|PDIA5_MOUSE, sp|Q91W90|TXND5_MOUSE	tr|A0A643BQH5|A0A643BQH5_BALPH
OG0003234	sp|Q7M6Z0|R4RL2_MOUSE, sp|Q8K0S5|R4RL1_MOUSE	tr|A0A643CFK7|A0A643CFK7_BALPH
OG0003235	sp|P70326|TBX5_MOUSE, sp|P70325|TBX4_MOUSE	tr|A0A6A1Q0W2|A0A6A1Q0W2_BALPH
OG0003236	sp|P62320|SMD3_MOUSE	tr|A0A6A1Q5G1|A0A6A1Q5G1_BALPH, tr|A0A6A1QIQ0|A0A6A1QIQ0_BALPH
OG0003237	sp|Q8K2P1|LUR1L_MOUSE, sp|Q9D6I9|LURA1_MOUSE	tr|A0A643BPH3|A0A643BPH3_BALPH
OG0003238	sp|Q9CRC3|CO040_MOUSE	tr|A0A6A1QE57|A0A6A1QE57_BALPH, tr|A0A643BT27|A0A643BT27_BALPH
OG0003239	sp|Q3TD49|SPP2B_MOUSE, sp|Q9JJF9|SPP2A_MOUSE	tr|A0A643BYG2|A0A643BYG2_BALPH
OG0003240	sp|Q9WVE0|AICDA_MOUSE	tr|A0A643C4K1|A0A643C4K1_BALPH, tr|A0A643CB69|A0A643CB69_BALPH
OG0003241	sp|O70228|ATP9A_MOUSE, sp|P98195|ATP9B_MOUSE	tr|A0A643CFV4|A0A643CFV4_BALPH
OG0003242	sp|Q8N9S3|AHSA2_MOUSE	tr|A0A6A1PZZ2|A0A6A1PZZ2_BALPH, tr|A0A6A1Q2A3|A0A6A1Q2A3_BALPH
OG0003243	tr|A0A075B662|A0A075B662_MOUSE, sp|P01849|TCA_MOUSE	tr|A0A6A1Q382|A0A6A1Q382_BALPH
OG0003244	sp|Q9EPA7|NMNA1_MOUSE	tr|A0A6A1Q7Z3|A0A6A1Q7Z3_BALPH, tr|A0A643CBN5|A0A643CBN5_BALPH
OG0003245	sp|Q8VCK3|TBG2_MOUSE, sp|P83887|TBG1_MOUSE	tr|A0A643ATY5|A0A643ATY5_BALPH
OG0003246	sp|Q9ESN5|CENPK_MOUSE	tr|A0A643C6W3|A0A643C6W3_BALPH, tr|A0A643BN56|A0A643BN56_BALPH
OG0003247	sp|P17563|SBP1_MOUSE, sp|Q63836|SBP2_MOUSE	tr|A0A643C9Z7|A0A643C9Z7_BALPH
OG0003248	sp|P56974|NRG2_MOUSE, sp|Q6DR98|NRG1_MOUSE	tr|A0A643CBQ3|A0A643CBQ3_BALPH
OG0003249	sp|Q9D7D2|SPA9_MOUSE, sp|P61939|THBG_MOUSE	tr|A0A643CGY9|A0A643CGY9_BALPH
OG0003250	sp|Q9WUA2|SYFB_MOUSE	tr|A0A6A1Q4W4|A0A6A1Q4W4_BALPH, tr|A0A643C429|A0A643C429_BALPH
OG0003251	sp|P15375|MYF6_MOUSE, sp|P24699|MYF5_MOUSE	tr|A0A6A1QC93|A0A6A1QC93_BALPH
OG0003252	sp|Q497Q6|F228B_MOUSE, sp|Q8CDW1|F228A_MOUSE	tr|A0A643BMN6|A0A643BMN6_BALPH
OG0003253	sp|Q9WVM3|APC7_MOUSE	tr|A0A6A1QAM1|A0A6A1QAM1_BALPH, tr|A0A643C8S0|A0A643C8S0_BALPH
OG0003254	sp|O08997|ATOX1_MOUSE	tr|A0A643CG97|A0A643CG97_BALPH, tr|A0A6A1QE05|A0A6A1QE05_BALPH
OG0003255	sp|Q9QWK4|CD5L_MOUSE	tr|A0A6A1PZT7|A0A6A1PZT7_BALPH, tr|A0A6A1Q1R9|A0A6A1Q1R9_BALPH
OG0003256	sp|O88425|NDK6_MOUSE	tr|A0A643BLL5|A0A643BLL5_BALPH, tr|A0A643BYC8|A0A643BYC8_BALPH
OG0003257	sp|Q9D0D5|T2EA_MOUSE	tr|A0A643BWK5|A0A643BWK5_BALPH, tr|A0A643CF85|A0A643CF85_BALPH
OG0003258	sp|Q3UPR7|TM102_MOUSE, sp|Q8C525|M21D2_MOUSE	tr|A0A6A1Q796|A0A6A1Q796_BALPH
OG0003259	sp|Q99MK8|ARBK1_MOUSE, sp|Q3UYH7|ARBK2_MOUSE	tr|A0A643BM07|A0A643BM07_BALPH
OG0003260	sp|Q9Z1W9|STK39_MOUSE, sp|Q6P9R2|OXSR1_MOUSE	tr|A0A643BS85|A0A643BS85_BALPH
OG0003261	sp|Q8VHG0|FMO4_MOUSE	tr|A0A6A1QBY0|A0A6A1QBY0_BALPH, tr|A0A643C4B4|A0A643C4B4_BALPH
OG0003262	sp|A6H8H5|KCNB2_MOUSE, sp|Q03717|KCNB1_MOUSE	tr|A0A643CFJ3|A0A643CFJ3_BALPH
OG0003263	sp|Q6S5G4|CXA6_MOUSE, sp|P23242|CXA1_MOUSE	tr|A0A643CHY1|A0A643CHY1_BALPH
OG0003264	sp|Q69Z36|MEX3B_MOUSE	tr|A0A643BTY1|A0A643BTY1_BALPH, tr|A0A6A1Q4E8|A0A6A1Q4E8_BALPH
OG0003265	sp|O35089|CNIH2_MOUSE, sp|Q6ZWS4|CNIH3_MOUSE	tr|A0A6A1QKG6|A0A6A1QKG6_BALPH
OG0003266	sp|Q6ZPY2|SMG5_MOUSE	tr|A0A643BQG6|A0A643BQG6_BALPH, tr|A0A643BQP0|A0A643BQP0_BALPH
OG0003267	sp|Q5SSG5|RSLAB_MOUSE, sp|Q8K5A4|RSLAA_MOUSE	tr|A0A643BTY4|A0A643BTY4_BALPH
OG0003268	sp|Q08857|CD36_MOUSE	tr|A0A643BU46|A0A643BU46_BALPH, tr|A0A643BY36|A0A643BY36_BALPH
OG0003269	sp|O88199|CHST3_MOUSE, sp|Q9EQC0|CHST1_MOUSE	tr|A0A643BZN0|A0A643BZN0_BALPH
OG0003270	sp|Q4KL14|TPC3L_MOUSE, sp|O55013|TPPC3_MOUSE	tr|A0A643C322|A0A643C322_BALPH
OG0003271	sp|Q9JJY9|IL22_MOUSE, sp|Q9JJY8|IL22B_MOUSE	tr|A0A643C794|A0A643C794_BALPH
OG0003272	sp|Q80TA1|EPT1_MOUSE	tr|A0A643CHW9|A0A643CHW9_BALPH, tr|A0A643C1I9|A0A643C1I9_BALPH
OG0003273	sp|Q710D3|UN93A_MOUSE, tr|B2RWK3|B2RWK3_MOUSE	tr|A0A643CLB5|A0A643CLB5_BALPH
OG0003274	sp|Q9WUB6|CLCKB_MOUSE, sp|Q9WUB7|CLCKA_MOUSE	tr|A0A6A1Q3N7|A0A6A1Q3N7_BALPH
OG0003275	sp|O08530|S1PR1_MOUSE, sp|P52592|S1PR2_MOUSE	tr|A0A6A1Q8J1|A0A6A1Q8J1_BALPH
OG0003276	sp|Q3TN34|MILK2_MOUSE, sp|Q8BGT6|MILK1_MOUSE	tr|A0A643C0X6|A0A643C0X6_BALPH
OG0003277	sp|Q9DB20|ATPO_MOUSE	tr|A0A643CAS6|A0A643CAS6_BALPH, tr|A0A6A1Q0V9|A0A6A1Q0V9_BALPH
OG0003278	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A643BPQ6|A0A643BPQ6_BALPH, tr|A0A643ASA8|A0A643ASA8_BALPH
OG0003279	sp|Q9QY15|DDX25_MOUSE	tr|A0A643CI10|A0A643CI10_BALPH, tr|A0A643CK61|A0A643CK61_BALPH
OG0003280	sp|Q9ES74|NEK7_MOUSE, sp|Q9ES70|NEK6_MOUSE	tr|A0A6A1QHC6|A0A6A1QHC6_BALPH
OG0003281	sp|Q8BVF2|PDCL3_MOUSE	tr|A0A643CBH7|A0A643CBH7_BALPH, tr|A0A643C3T0|A0A643C3T0_BALPH
OG0003282	sp|Q8BMD2|DZIP1_MOUSE	tr|A0A643C9W3|A0A643C9W3_BALPH, tr|A0A643CFA3|A0A643CFA3_BALPH
OG0003283	sp|Q9DC11|PXDC2_MOUSE, sp|Q91ZV7|PLDX1_MOUSE	tr|A0A643CEN3|A0A643CEN3_BALPH
OG0003284	sp|Q62522|ZPBP1_MOUSE, sp|Q6X786|ZPBP2_MOUSE	tr|A0A643CEK0|A0A643CEK0_BALPH
