Orthogroup	Mus_musculus	Trichechus_manatus_latirostris
OG0005533	sp|P06796|CASK_MOUSE	tr|A0A2Y9FZ92|A0A2Y9FZ92_TRIMA
OG0005534	sp|P29594|CASP2_MOUSE	tr|A0A2Y9DXJ2|A0A2Y9DXJ2_TRIMA
OG0005535	sp|P47867|SCG3_MOUSE	tr|A0A2Y9DNE2|A0A2Y9DNE2_TRIMA
OG0005536	sp|P55194|3BP1_MOUSE	tr|A0A2Y9DFU1|A0A2Y9DFU1_TRIMA
OG0005537	sp|P56873|ZNRD2_MOUSE	tr|A0A2Y9G326|A0A2Y9G326_TRIMA
OG0005538	sp|P97372|PSME2_MOUSE	tr|A0A2Y9EAX5|A0A2Y9EAX5_TRIMA
OG0005539	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A2Y9G1E1|A0A2Y9G1E1_TRIMA
OG0005540	sp|Q3UHG7|DEN11_MOUSE	tr|A0A2Y9RBA5|A0A2Y9RBA5_TRIMA
OG0005541	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A2Y9DBZ3|A0A2Y9DBZ3_TRIMA
OG0005542	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A2Y9E250|A0A2Y9E250_TRIMA
OG0005543	sp|Q3URE8|CTXN2_MOUSE	tr|A0A2Y9E368|A0A2Y9E368_TRIMA
OG0005544	sp|Q3V125|CC110_MOUSE	tr|A0A2Y9FZ28|A0A2Y9FZ28_TRIMA
OG0005545	sp|Q4JK59|TET2_MOUSE	tr|A0A2Y9DTT6|A0A2Y9DTT6_TRIMA
OG0005546	sp|Q61670|HLX_MOUSE	tr|A0A2Y9DJP0|A0A2Y9DJP0_TRIMA
OG0005547	sp|Q68ED7|CRTC1_MOUSE	tr|A0A2Y9RJG8|A0A2Y9RJG8_TRIMA
OG0005548	sp|Q69AB2|TXND8_MOUSE	tr|A0A2Y9QMG8|A0A2Y9QMG8_TRIMA
OG0005549	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A2Y9D7A0|A0A2Y9D7A0_TRIMA
OG0005550	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A2Y9D6Q5|A0A2Y9D6Q5_TRIMA
OG0005551	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A2Y9FV21|A0A2Y9FV21_TRIMA
OG0005553	sp|Q80VN0|CP100_MOUSE	tr|A0A2Y9FX57|A0A2Y9FX57_TRIMA
OG0005554	sp|Q80W65|PCSK9_MOUSE	tr|A0A2Y9DBV2|A0A2Y9DBV2_TRIMA
OG0005555	sp|Q8BGV7|BACD1_MOUSE	tr|A0A2Y9E5C3|A0A2Y9E5C3_TRIMA
OG0005556	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A2Y9QUW6|A0A2Y9QUW6_TRIMA
OG0005557	sp|Q8BK72|RT27_MOUSE	tr|A0A2Y9DHA5|A0A2Y9DHA5_TRIMA
OG0005558	sp|Q8BLI4|DSE_MOUSE	tr|A0A2Y9QN90|A0A2Y9QN90_TRIMA
OG0005559	sp|Q8BUH1|TXN4B_MOUSE	tr|A0A2Y9E5Y7|A0A2Y9E5Y7_TRIMA
OG0005560	sp|Q8CD60|INSY1_MOUSE	tr|A0A2Y9DHE7|A0A2Y9DHE7_TRIMA
OG0005561	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A2Y9QMX8|A0A2Y9QMX8_TRIMA
OG0005562	sp|Q99J95|CDK9_MOUSE	tr|A0A2Y9DJB6|A0A2Y9DJB6_TRIMA
OG0005563	sp|Q9CWH4|RE114_MOUSE	tr|A0A2Y9DHR0|A0A2Y9DHR0_TRIMA
OG0005564	sp|Q9CX62|INKA1_MOUSE	tr|A0A2Y9D683|A0A2Y9D683_TRIMA
OG0005565	sp|Q9CZD3|GARS_MOUSE	tr|A0A2Y9DMU0|A0A2Y9DMU0_TRIMA
OG0005566	sp|Q9CZW2|CENPN_MOUSE	tr|A0A2Y9DNH1|A0A2Y9DNH1_TRIMA
OG0005567	sp|Q9D020|5NT3A_MOUSE	tr|A0A2Y9E1E9|A0A2Y9E1E9_TRIMA
OG0005568	sp|Q9D0F6|RFC5_MOUSE	tr|A0A2Y9DQF8|A0A2Y9DQF8_TRIMA
OG0005569	sp|Q9D1R2|KTI12_MOUSE	tr|A0A2Y9DC19|A0A2Y9DC19_TRIMA
OG0005570	sp|Q9D281|NXP20_MOUSE	tr|A0A2Y9E265|A0A2Y9E265_TRIMA
OG0005571	sp|Q9JKS5|HABP4_MOUSE	tr|A0A2Y9DUC1|A0A2Y9DUC1_TRIMA
OG0005572	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A2Y9DC50|A0A2Y9DC50_TRIMA
OG0005573	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A2Y9E2D5|A0A2Y9E2D5_TRIMA
OG0005574	sp|Q9R0G8|NRK_MOUSE	tr|A0A2Y9E8J2|A0A2Y9E8J2_TRIMA
OG0005575	sp|Q9R0N0|GALK1_MOUSE	tr|A0A2Y9DGJ8|A0A2Y9DGJ8_TRIMA
OG0005576	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A2Y9FV99|A0A2Y9FV99_TRIMA
OG0005577	sp|A2AH22|AMRA1_MOUSE	tr|A0A2Y9RZR8|A0A2Y9RZR8_TRIMA
OG0005578	sp|B2RY71|DNAI3_MOUSE	tr|A0A2Y9D7F7|A0A2Y9D7F7_TRIMA
OG0005579	sp|O35298|AOAH_MOUSE	tr|A0A2Y9E381|A0A2Y9E381_TRIMA
OG0005580	sp|O88662|EMP2_MOUSE	tr|A0A2Y9DEW1|A0A2Y9DEW1_TRIMA
OG0005581	sp|P10601|PAHO_MOUSE	tr|A0A2Y9FYC8|A0A2Y9FYC8_TRIMA
OG0005582	sp|P32020|SCP2_MOUSE	tr|A0A2Y9QN01|A0A2Y9QN01_TRIMA
OG0005583	sp|P42567|EPS15_MOUSE	tr|A0A2Y9QLP0|A0A2Y9QLP0_TRIMA
OG0005584	sp|P49660|SSR4_MOUSE	tr|A0A2Y9R6G0|A0A2Y9R6G0_TRIMA
OG0005585	sp|P51827|AFF3_MOUSE	tr|A0A2Y9RCY3|A0A2Y9RCY3_TRIMA
OG0005586	sp|P97310|MCM2_MOUSE	tr|A0A2Y9QNF3|A0A2Y9QNF3_TRIMA
OG0005587	sp|Q04888|SOX10_MOUSE	tr|A0A2Y9DGE7|A0A2Y9DGE7_TRIMA
OG0005588	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A2Y9DGR1|A0A2Y9DGR1_TRIMA
OG0005589	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A2Y9QG94|A0A2Y9QG94_TRIMA
OG0005590	tr|Q3TQS0|Q3TQS0_MOUSE	tr|A0A2Y9FYB7|A0A2Y9FYB7_TRIMA
OG0005591	sp|Q3U3I9|ZN865_MOUSE	tr|A0A2Y9DVK3|A0A2Y9DVK3_TRIMA
OG0005592	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A2Y9QR55|A0A2Y9QR55_TRIMA
OG0005593	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A2Y9G1A2|A0A2Y9G1A2_TRIMA
OG0005594	sp|Q571C7|BDP1_MOUSE	tr|A0A2Y9R144|A0A2Y9R144_TRIMA
OG0005595	sp|Q61088|FZD4_MOUSE	tr|A0A2Y9E1U2|A0A2Y9E1U2_TRIMA
OG0005596	sp|Q62311|TAF6_MOUSE	tr|A0A2Y9RXP4|A0A2Y9RXP4_TRIMA
OG0005597	sp|Q64336|TBR1_MOUSE	tr|A0A2Y9DJA9|A0A2Y9DJA9_TRIMA
OG0005598	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A2Y9QQU8|A0A2Y9QQU8_TRIMA
OG0005599	sp|Q6S7F2|E2F7_MOUSE	tr|A0A2Y9E0A2|A0A2Y9E0A2_TRIMA
OG0005600	sp|Q6V595|KLHL6_MOUSE	tr|A0A2Y9DXF8|A0A2Y9DXF8_TRIMA
OG0005601	sp|Q78KK3|S22AI_MOUSE	tr|A0A2Y9E994|A0A2Y9E994_TRIMA
OG0005602	sp|Q80WC7|AGFG2_MOUSE	tr|A0A2Y9E5I2|A0A2Y9E5I2_TRIMA
OG0005603	sp|Q80Y73|HOATZ_MOUSE	tr|A0A2Y9FYZ9|A0A2Y9FYZ9_TRIMA
OG0005604	sp|Q80YQ8|RMD5A_MOUSE	tr|A0A2Y9E8C2|A0A2Y9E8C2_TRIMA
OG0005605	sp|Q810F8|TBX10_MOUSE	tr|A0A2Y9DYU8|A0A2Y9DYU8_TRIMA
OG0005606	sp|Q8BH47|SC22A_MOUSE	tr|A0A2Y9FW24|A0A2Y9FW24_TRIMA
OG0005607	sp|Q8BI21|RNF38_MOUSE	tr|A0A2Y9DCZ4|A0A2Y9DCZ4_TRIMA
OG0005608	sp|Q8BQP9|R7BP_MOUSE	tr|A0A2Y9DHR8|A0A2Y9DHR8_TRIMA
OG0005609	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A2Y9DIZ5|A0A2Y9DIZ5_TRIMA
OG0005610	sp|Q8C3X8|LMF2_MOUSE	tr|A0A2Y9DS71|A0A2Y9DS71_TRIMA
OG0005611	sp|Q8C8B0|ALX1_MOUSE	tr|A0A2Y9EA01|A0A2Y9EA01_TRIMA
OG0005612	sp|Q8CE46|PUS7L_MOUSE	tr|A0A2Y9RH74|A0A2Y9RH74_TRIMA
OG0005613	sp|Q8VD26|TM143_MOUSE	tr|A0A2Y9DVP4|A0A2Y9DVP4_TRIMA
OG0005614	sp|Q8VD53|ACER2_MOUSE	tr|A0A2Y9DF83|A0A2Y9DF83_TRIMA
OG0005615	sp|Q91XA2|GOLM1_MOUSE	tr|A0A2Y9DUS1|A0A2Y9DUS1_TRIMA
OG0005616	sp|Q924A4|UCN3_MOUSE	tr|A0A2Y9DRH7|A0A2Y9DRH7_TRIMA
OG0005617	sp|Q924H2|MED15_MOUSE	tr|A0A2Y9E335|A0A2Y9E335_TRIMA
OG0005618	sp|Q925N2|SFXN2_MOUSE	tr|A0A2Y9D8Z2|A0A2Y9D8Z2_TRIMA
OG0005619	sp|Q99J55|IER5L_MOUSE	tr|A0A2Y9QYS4|A0A2Y9QYS4_TRIMA
OG0005620	sp|Q9CZ83|RM55_MOUSE	tr|A0A2Y9FZR3|A0A2Y9FZR3_TRIMA
OG0005621	sp|Q9D2F5|STPG1_MOUSE	tr|A0A2Y9R863|A0A2Y9R863_TRIMA
OG0005622	tr|Q9D3J3|Q9D3J3_MOUSE	tr|A0A2Y9REN8|A0A2Y9REN8_TRIMA
OG0005623	sp|Q9D753|EXOS8_MOUSE	tr|A0A2Y9EB95|A0A2Y9EB95_TRIMA
OG0005624	sp|Q9D967|MGDP1_MOUSE	tr|A0A2Y9EAY0|A0A2Y9EAY0_TRIMA
OG0005625	sp|Q9DAG9|PHF7_MOUSE	tr|A0A2Y9D6G1|A0A2Y9D6G1_TRIMA
OG0005626	sp|Q9DAI9|MORN5_MOUSE	tr|A0A2Y9DK47|A0A2Y9DK47_TRIMA
OG0005627	sp|Q9DCC3|CC107_MOUSE	tr|A0A2Y9QMT5|A0A2Y9QMT5_TRIMA
OG0005628	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A2Y9R7L7|A0A2Y9R7L7_TRIMA
OG0005629	sp|Q9JM55|TOB2_MOUSE	tr|A0A2Y9DFZ8|A0A2Y9DFZ8_TRIMA
OG0005630	sp|Q9JM63|KCJ10_MOUSE	tr|A0A2Y9EBN0|A0A2Y9EBN0_TRIMA
OG0005631	sp|Q9QXV1|CBX8_MOUSE	tr|A0A2Y9QS91|A0A2Y9QS91_TRIMA
OG0005632	sp|Q9WVG5|LIPE_MOUSE	tr|A0A2Y9G1N5|A0A2Y9G1N5_TRIMA
OG0005633	tr|A0A1L1SUI3|A0A1L1SUI3_MOUSE	tr|A0A2Y9E1Z4|A0A2Y9E1Z4_TRIMA
OG0005634	tr|B2RVL1|B2RVL1_MOUSE	tr|A0A2Y9D9A9|A0A2Y9D9A9_TRIMA
OG0005635	sp|E9Q349|WDR25_MOUSE	tr|A0A2Y9DLH6|A0A2Y9DLH6_TRIMA
OG0005636	sp|O35235|TNF11_MOUSE	tr|A0A2Y9DL90|A0A2Y9DL90_TRIMA
OG0005637	sp|O35594|IFT81_MOUSE	tr|A0A2Y9RD33|A0A2Y9RD33_TRIMA
OG0005638	sp|P07091|S10A4_MOUSE	tr|A0A2Y9RTW4|A0A2Y9RTW4_TRIMA
OG0005639	sp|P15105|GLNA_MOUSE	tr|A0A2Y9QK86|A0A2Y9QK86_TRIMA
OG0005640	sp|P29352|PTN22_MOUSE	tr|A0A2Y9R849|A0A2Y9R849_TRIMA
OG0005641	sp|P49222|EPB42_MOUSE	tr|A0A2Y9RBW7|A0A2Y9RBW7_TRIMA
OG0005642	sp|P59481|LMA2L_MOUSE	tr|A0A2Y9D826|A0A2Y9D826_TRIMA
OG0005643	sp|P97352|S10AD_MOUSE	tr|A0A2Y9E8V0|A0A2Y9E8V0_TRIMA
OG0005644	sp|Q04690|NF1_MOUSE	tr|A0A2Y9E1L7|A0A2Y9E1L7_TRIMA
OG0005645	sp|Q14B48|ITPI1_MOUSE	tr|A0A2Y9E1Y1|A0A2Y9E1Y1_TRIMA
OG0005646	sp|Q3TAE8|ALG6_MOUSE	tr|A0A2Y9R430|A0A2Y9R430_TRIMA
OG0005647	sp|Q5SUV2|MYBPP_MOUSE	tr|A0A2Y9QYU6|A0A2Y9QYU6_TRIMA
OG0005648	sp|Q64299|CCN3_MOUSE	tr|A0A2Y9DEB6|A0A2Y9DEB6_TRIMA
OG0005649	sp|Q64321|ZBT7B_MOUSE	tr|A0A2Y9E7B7|A0A2Y9E7B7_TRIMA
OG0005650	sp|Q68FH0|PKP4_MOUSE	tr|A0A2Y9FZS2|A0A2Y9FZS2_TRIMA
OG0005651	sp|Q6P3D0|NUD16_MOUSE	tr|A0A2Y9DW12|A0A2Y9DW12_TRIMA
OG0005652	sp|Q6PIU9|YJ005_MOUSE	tr|A0A2Y9QZS1|A0A2Y9QZS1_TRIMA
OG0005653	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A2Y9DLE1|A0A2Y9DLE1_TRIMA
OG0005654	sp|Q7TPD0|INT3_MOUSE	tr|A0A2Y9E8S7|A0A2Y9E8S7_TRIMA
OG0005655	sp|Q80W22|THNS2_MOUSE	tr|A0A2Y9E869|A0A2Y9E869_TRIMA
OG0005656	sp|Q80Z64|NANOG_MOUSE	tr|A0A2Y9E5G6|A0A2Y9E5G6_TRIMA
OG0005657	sp|Q8BIY3|ZC12D_MOUSE	tr|A0A2Y9QQ35|A0A2Y9QQ35_TRIMA
OG0005658	sp|Q8BK03|MIGA2_MOUSE	tr|A0A2Y9R4H3|A0A2Y9R4H3_TRIMA
OG0005659	sp|Q8BP74|PSTK_MOUSE	tr|A0A2Y9QUN2|A0A2Y9QUN2_TRIMA
OG0005660	sp|Q8BWM0|PGES2_MOUSE	tr|A0A2Y9DKI6|A0A2Y9DKI6_TRIMA
OG0005661	sp|Q8BZW8|NHLC2_MOUSE	tr|A0A2Y9QQI9|A0A2Y9QQI9_TRIMA
OG0005662	sp|Q8C5T8|CC113_MOUSE	tr|A0A2Y9DBH3|A0A2Y9DBH3_TRIMA
OG0005663	sp|Q8C963|CC159_MOUSE	tr|A0A2Y9QZP8|A0A2Y9QZP8_TRIMA
OG0005664	sp|Q8CJC7|KLRE1_MOUSE	tr|A0A2Y9RPF1|A0A2Y9RPF1_TRIMA
OG0005665	sp|Q8R0A7|K0513_MOUSE	tr|A0A2Y9R919|A0A2Y9R919_TRIMA
OG0005666	sp|Q8R4V2|DUS15_MOUSE	tr|A0A2Y9D9L3|A0A2Y9D9L3_TRIMA
OG0005667	sp|Q8VCR3|TM242_MOUSE	tr|A0A2Y9D6S5|A0A2Y9D6S5_TRIMA
OG0005668	sp|Q91WJ7|SPS2L_MOUSE	tr|A0A2Y9DQB8|A0A2Y9DQB8_TRIMA
OG0005669	sp|Q91WS0|CISD1_MOUSE	tr|A0A2Y9D8K7|A0A2Y9D8K7_TRIMA
OG0005670	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A2Y9DAB3|A0A2Y9DAB3_TRIMA
OG0005671	sp|Q924Z4|CERS2_MOUSE	tr|A0A2Y9QF43|A0A2Y9QF43_TRIMA
OG0005672	sp|Q99LS0|AUGN_MOUSE	tr|A0A2Y9R7X2|A0A2Y9R7X2_TRIMA
OG0005673	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A2Y9DYF2|A0A2Y9DYF2_TRIMA
OG0005674	sp|Q9CXP4|RHG08_MOUSE	tr|A0A2Y9FXZ1|A0A2Y9FXZ1_TRIMA
OG0005675	sp|Q9CZ49|KLH35_MOUSE	tr|A0A2Y9DWS8|A0A2Y9DWS8_TRIMA
OG0005676	sp|Q9D581|EFC10_MOUSE	tr|A0A2Y9RLM2|A0A2Y9RLM2_TRIMA
OG0005677	sp|Q9D772|F219A_MOUSE	tr|A0A2Y9DE09|A0A2Y9DE09_TRIMA
OG0005678	sp|Q9DA57|SPT25_MOUSE	tr|A0A2Y9D976|A0A2Y9D976_TRIMA
OG0005679	sp|Q9DAW9|CNN3_MOUSE	tr|A0A2Y9DRE0|A0A2Y9DRE0_TRIMA
OG0005680	sp|Q9ER71|RHOJ_MOUSE	tr|A0A2Y9DBI9|A0A2Y9DBI9_TRIMA
OG0005681	sp|Q9ERS4|PKHA3_MOUSE	tr|A0A2Y9DIW1|A0A2Y9DIW1_TRIMA
OG0005682	sp|Q9ESP1|SDF2L_MOUSE	tr|A0A2Y9E3A5|A0A2Y9E3A5_TRIMA
OG0005683	sp|Q9R0Z9|RHG07_MOUSE	tr|A0A2Y9DXD2|A0A2Y9DXD2_TRIMA
OG0005684	sp|Q9WUL8|CITE4_MOUSE	tr|A0A2Y9DCB7|A0A2Y9DCB7_TRIMA
OG0005685	sp|Q9Z0H7|BCL10_MOUSE	tr|A0A2Y9D7S8|A0A2Y9D7S8_TRIMA
OG0005686	sp|Q9Z131|3BP5_MOUSE	tr|A0A2Y9RUF1|A0A2Y9RUF1_TRIMA
OG0005687	sp|Q9Z1R3|APOM_MOUSE	tr|A0A2Y9QDP3|A0A2Y9QDP3_TRIMA
OG0005688	sp|A2A6A1|GPTC8_MOUSE	tr|A0A2Y9R0Q0|A0A2Y9R0Q0_TRIMA
OG0005689	sp|A2AUC9|KLH41_MOUSE	tr|A0A2Y9DJ77|A0A2Y9DJ77_TRIMA
OG0005690	sp|A4Q9F1|TTLL8_MOUSE	tr|A0A2Y9G0A6|A0A2Y9G0A6_TRIMA
OG0005691	sp|B1AX39|ZCHC7_MOUSE	tr|A0A2Y9QIN6|A0A2Y9QIN6_TRIMA
OG0005692	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A2Y9RMS6|A0A2Y9RMS6_TRIMA
OG0005693	tr|E9Q050|E9Q050_MOUSE	tr|A0A2Y9ECH8|A0A2Y9ECH8_TRIMA
OG0005694	sp|F7BWT7|TSN15_MOUSE	tr|A0A2Y9E3M7|A0A2Y9E3M7_TRIMA
OG0005695	tr|F7C950|F7C950_MOUSE	tr|A0A2Y9EBY7|A0A2Y9EBY7_TRIMA
OG0005696	sp|O08917|FLOT1_MOUSE	tr|A0A2Y9EAP3|A0A2Y9EAP3_TRIMA
OG0005697	sp|O35083|PLCA_MOUSE	tr|A0A2Y9EBE2|A0A2Y9EBE2_TRIMA
OG0005698	sp|O35125|LRC23_MOUSE	tr|A0A2Y9RQK8|A0A2Y9RQK8_TRIMA
OG0005699	sp|O35864|CSN5_MOUSE	tr|A0A2Y9DDX7|A0A2Y9DDX7_TRIMA
OG0005700	sp|O35955|PSB10_MOUSE	tr|A0A2Y9DBI8|A0A2Y9DBI8_TRIMA
OG0005701	sp|O70201|BIRC5_MOUSE	tr|A0A2Y9DGY6|A0A2Y9DGY6_TRIMA
OG0005702	sp|P30987|TA2R_MOUSE	tr|A0A2Y9DPI1|A0A2Y9DPI1_TRIMA
OG0005703	sp|P35821|PTN1_MOUSE	tr|A0A2Y9D9A4|A0A2Y9D9A4_TRIMA
OG0005704	sp|P81615|UCN1_MOUSE	tr|A0A2Y9DP59|A0A2Y9DP59_TRIMA
OG0005705	sp|P86046|KCJ13_MOUSE	tr|A0A2Y9G1I6|A0A2Y9G1I6_TRIMA
OG0005706	sp|Q14DK4|GPAT2_MOUSE	tr|A0A2Y9D7L9|A0A2Y9D7L9_TRIMA
OG0005707	sp|Q3TUL7|DCA17_MOUSE	tr|A0A2Y9DIZ4|A0A2Y9DIZ4_TRIMA
OG0005708	sp|Q3TYP4|TM88B_MOUSE	tr|A0A2Y9E1B7|A0A2Y9E1B7_TRIMA
OG0005709	sp|Q5SUR0|PUR4_MOUSE	tr|A0A2Y9DKD0|A0A2Y9DKD0_TRIMA
OG0005710	sp|Q5SWD9|TSR1_MOUSE	tr|A0A2Y9DL33|A0A2Y9DL33_TRIMA
OG0005711	sp|Q61017|GBGT2_MOUSE	tr|A0A2Y9R522|A0A2Y9R522_TRIMA
OG0005712	sp|Q62232|SIX2_MOUSE	tr|A0A2Y9D7X8|A0A2Y9D7X8_TRIMA
OG0005713	sp|Q6P253|DMKN_MOUSE	tr|A0A2Y9QR28|A0A2Y9QR28_TRIMA
OG0005714	sp|Q6PAQ4|REXO4_MOUSE	tr|A0A2Y9E8Z4|A0A2Y9E8Z4_TRIMA
OG0005715	tr|Q6PCX8|Q6PCX8_MOUSE	tr|A0A2Y9G0Q1|A0A2Y9G0Q1_TRIMA
OG0005716	tr|Q76M80|Q76M80_MOUSE	tr|A0A2Y9D7W9|A0A2Y9D7W9_TRIMA
OG0005717	tr|Q7TS30|Q7TS30_MOUSE	tr|A0A2Y9FZK9|A0A2Y9FZK9_TRIMA
OG0005718	sp|Q80T14|FRAS1_MOUSE	tr|A0A2Y9FZ60|A0A2Y9FZ60_TRIMA
OG0005719	sp|Q80TF6|STAR9_MOUSE	tr|A0A2Y9G0I7|A0A2Y9G0I7_TRIMA
OG0005720	sp|Q80UC6|GPR62_MOUSE	tr|A0A2Y9D6P7|A0A2Y9D6P7_TRIMA
OG0005721	sp|Q8BHA9|PXYP1_MOUSE	tr|A0A2Y9E2U1|A0A2Y9E2U1_TRIMA
OG0005722	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A2Y9DXH7|A0A2Y9DXH7_TRIMA
OG0005723	sp|Q8BMA5|NPAT_MOUSE	tr|A0A2Y9RL79|A0A2Y9RL79_TRIMA
OG0005724	tr|Q8BUW1|Q8BUW1_MOUSE	tr|A0A2Y9DLC2|A0A2Y9DLC2_TRIMA
OG0005725	sp|Q8BX05|GLPK5_MOUSE	tr|A0A2Y9E1G8|A0A2Y9E1G8_TRIMA
OG0005726	sp|Q8C5W0|CLMN_MOUSE	tr|A0A2Y9DLE4|A0A2Y9DLE4_TRIMA
OG0005727	sp|Q8CCN1|NAL10_MOUSE	tr|A0A2Y9D9A1|A0A2Y9D9A1_TRIMA
OG0005728	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A2Y9DBF4|A0A2Y9DBF4_TRIMA
OG0005729	sp|Q8K3W0|BABA2_MOUSE	tr|A0A2Y9DP73|A0A2Y9DP73_TRIMA
OG0005730	sp|Q8R448|OTOSP_MOUSE	tr|A0A2Y9E3J8|A0A2Y9E3J8_TRIMA
OG0005731	sp|Q91WD9|SEGN_MOUSE	tr|A0A2Y9E0G0|A0A2Y9E0G0_TRIMA
OG0005732	sp|Q91YE7|RBM5_MOUSE	tr|A0A2Y9QU34|A0A2Y9QU34_TRIMA
OG0005733	sp|Q9CXC9|ETV5_MOUSE	tr|A0A2Y9DXB8|A0A2Y9DXB8_TRIMA
OG0005734	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A2Y9E9W0|A0A2Y9E9W0_TRIMA
OG0005735	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A2Y9DWW7|A0A2Y9DWW7_TRIMA
OG0005736	sp|Q9D9M4|PDZD9_MOUSE	tr|A0A2Y9DG18|A0A2Y9DG18_TRIMA
OG0005737	sp|Q9DBF7|CWC25_MOUSE	tr|A0A2Y9DNQ8|A0A2Y9DNQ8_TRIMA
OG0005738	sp|Q9ESJ1|CABL1_MOUSE	tr|A0A2Y9E6M6|A0A2Y9E6M6_TRIMA
OG0005739	sp|Q9WUA2|SYFB_MOUSE	tr|A0A2Y9DKW8|A0A2Y9DKW8_TRIMA
OG0005740	sp|Q9Z0P7|SUFU_MOUSE	tr|A0A2Y9D8U4|A0A2Y9D8U4_TRIMA
OG0005741	tr|A0A0B4J1F8|A0A0B4J1F8_MOUSE	tr|A0A2Y9R6X8|A0A2Y9R6X8_TRIMA
OG0005742	tr|A0A571BE33|A0A571BE33_MOUSE	tr|A0A2Y9R2P0|A0A2Y9R2P0_TRIMA
OG0005743	sp|A2A9G7|SHL2A_MOUSE	tr|A0A2Y9DCK0|A0A2Y9DCK0_TRIMA
OG0005744	tr|D3YTP3|D3YTP3_MOUSE	tr|A0A2Y9DH49|A0A2Y9DH49_TRIMA
OG0005745	tr|D3Z0K6|D3Z0K6_MOUSE	tr|A0A2Y9EBE8|A0A2Y9EBE8_TRIMA
OG0005746	tr|D3Z6E3|D3Z6E3_MOUSE	tr|A0A2Y9QZ62|A0A2Y9QZ62_TRIMA
OG0005747	sp|E1U8D0|SOGA1_MOUSE	tr|A0A2Y9RVX9|A0A2Y9RVX9_TRIMA
OG0005748	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A2Y9E2Q0|A0A2Y9E2Q0_TRIMA
OG0005749	sp|O54851|CXD2_MOUSE	tr|A0A2Y9DTA5|A0A2Y9DTA5_TRIMA
OG0005750	sp|O88888|APBA3_MOUSE	tr|A0A2Y9DPQ2|A0A2Y9DPQ2_TRIMA
OG0005751	sp|O89109|KCNN4_MOUSE	tr|A0A2Y9E948|A0A2Y9E948_TRIMA
OG0005752	sp|P35991|BTK_MOUSE	tr|A0A2Y9QXP6|A0A2Y9QXP6_TRIMA
OG0005753	sp|P51432|PLCB3_MOUSE	tr|A0A2Y9RFD8|A0A2Y9RFD8_TRIMA
OG0005754	sp|P51906|EAA3_MOUSE	tr|A0A2Y9DG29|A0A2Y9DG29_TRIMA
OG0005755	sp|P70352|NAR5_MOUSE	tr|A0A2Y9RCW7|A0A2Y9RCW7_TRIMA
OG0005756	sp|P97329|KI20A_MOUSE	tr|A0A2Y9DV44|A0A2Y9DV44_TRIMA
OG0005757	sp|Q00731|VEGFA_MOUSE	tr|A0A2Y9R2Z8|A0A2Y9R2Z8_TRIMA
OG0005758	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A2Y9DL86|A0A2Y9DL86_TRIMA
OG0005759	sp|Q3UHX9|CI114_MOUSE	tr|A0A2Y9R4L0|A0A2Y9R4L0_TRIMA
OG0005760	sp|Q3UIW8|RN224_MOUSE	tr|A0A2Y9EBQ7|A0A2Y9EBQ7_TRIMA
OG0005761	sp|Q3UJF0|GPR55_MOUSE	tr|A0A2Y9EAD4|A0A2Y9EAD4_TRIMA
OG0005762	sp|Q5DU28|PCX2_MOUSE	tr|A0A2Y9FVG7|A0A2Y9FVG7_TRIMA
OG0005763	sp|Q5EE38|ACD_MOUSE	tr|A0A2Y9QL25|A0A2Y9QL25_TRIMA
OG0005764	sp|Q5H8C4|VP13A_MOUSE	tr|A0A2Y9DZ51|A0A2Y9DZ51_TRIMA
OG0005765	sp|Q64010|CRK_MOUSE	tr|A0A2Y9DKK8|A0A2Y9DKK8_TRIMA
OG0005766	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A2Y9R9K6|A0A2Y9R9K6_TRIMA
