Orthogroup	Mus_musculus	Pongo_abelii
OG0005056	sp|Q3V3I2|GNAT3_MOUSE	tr|H2PN19|H2PN19_PONAB
OG0005057	sp|Q50H33|KCTD8_MOUSE	tr|H2PD75|H2PD75_PONAB
OG0005058	sp|Q571F8|GLSL_MOUSE	tr|H2NHQ6|H2NHQ6_PONAB
OG0005059	sp|Q60596|XRCC1_MOUSE	tr|H2NZ27|H2NZ27_PONAB
OG0005060	sp|Q61056|TRPC1_MOUSE	tr|K7EV44|K7EV44_PONAB
OG0005061	sp|Q63829|COMD3_MOUSE	tr|H2N9Y4|H2N9Y4_PONAB
OG0005062	sp|Q6DTY7|F264_MOUSE	tr|H2PAU4|H2PAU4_PONAB
OG0005063	sp|Q6PDF3|SVOPL_MOUSE	tr|A0A8I5T2E5|A0A8I5T2E5_PONAB
OG0005064	sp|Q6PDI6|MINY2_MOUSE	tr|A0A8I5TDN0|A0A8I5TDN0_PONAB
OG0005065	sp|Q8BGG7|UBS3B_MOUSE	tr|H2NFM5|H2NFM5_PONAB
OG0005066	sp|Q8BJN4|FNDC9_MOUSE	tr|H2PH73|H2PH73_PONAB
OG0005067	sp|Q8C3I9|DIK2B_MOUSE	tr|A0A8I5TBB4|A0A8I5TBB4_PONAB
OG0005068	sp|Q8C5R2|PRSR2_MOUSE	tr|A0A8I5T9B4|A0A8I5T9B4_PONAB
OG0005069	sp|Q8CFD4|SNX8_MOUSE	tr|H2PLB9|H2PLB9_PONAB
OG0005070	sp|Q8CG71|P3H2_MOUSE	tr|A0A8I5YJG0|A0A8I5YJG0_PONAB
OG0005071	sp|Q8K083|ZN536_MOUSE	tr|H2NYA6|H2NYA6_PONAB
OG0005072	sp|Q8K4N3|DFB12_MOUSE	tr|H2PPH0|H2PPH0_PONAB
OG0005073	sp|Q8R1K1|UBAC2_MOUSE	tr|H2NK75|H2NK75_PONAB
OG0005074	sp|Q8R310|TMCC3_MOUSE	tr|A0A8I5TGX4|A0A8I5TGX4_PONAB
OG0005075	sp|Q8VIJ6|SFPQ_MOUSE	tr|H2N816|H2N816_PONAB
OG0005076	sp|Q91WE6|CDKAL_MOUSE	tr|A0A2J8WND5|A0A2J8WND5_PONAB
OG0005077	sp|Q99J79|DDB2_MOUSE	tr|A0A8I5T3I2|A0A8I5T3I2_PONAB
OG0005078	sp|Q99KJ0|UBX2A_MOUSE	tr|A0A2J8VME8|A0A2J8VME8_PONAB
OG0005079	sp|Q99LV7|PIGX_MOUSE	tr|A0A2J8RG78|A0A2J8RG78_PONAB
OG0005080	sp|Q99PG0|AAAD_MOUSE	tr|A0A8I5TI91|A0A8I5TI91_PONAB
OG0005081	sp|Q9CQW0|EMC6_MOUSE	tr|A0A6D2XBL1|A0A6D2XBL1_PONAB
OG0005082	sp|Q9CR67|TMM33_MOUSE	tr|A0A6D2XJ90|A0A6D2XJ90_PONAB
OG0005083	sp|Q9D142|NUD14_MOUSE	tr|H2NMF6|H2NMF6_PONAB
OG0005084	sp|Q9D338|RM19_MOUSE	sp|Q5R8M4|RM19_PONAB
OG0005085	sp|Q9DC16|ERGI1_MOUSE	tr|H2PHD8|H2PHD8_PONAB
OG0005086	sp|Q9DD16|NUD22_MOUSE	tr|A0A8I5U6A6|A0A8I5U6A6_PONAB
OG0005087	sp|Q9ESC8|AFF4_MOUSE	tr|H2PGJ3|H2PGJ3_PONAB
OG0005088	sp|Q9R098|HGFA_MOUSE	tr|A0A8I5TY59|A0A8I5TY59_PONAB
OG0005089	tr|A0A1W2P8B8|A0A1W2P8B8_MOUSE	tr|A0A8I5TXR4|A0A8I5TXR4_PONAB
OG0005090	sp|A9Z1V5|VW5B1_MOUSE	tr|H2P0T7|H2P0T7_PONAB
OG0005091	sp|G5E872|RNPL1_MOUSE	tr|H2P954|H2P954_PONAB
OG0005092	sp|O35710|NOCT_MOUSE	tr|A0A8I5TT32|A0A8I5TT32_PONAB
OG0005093	sp|O54940|BNIP2_MOUSE	tr|H2NNE1|H2NNE1_PONAB
OG0005094	sp|O70361|PER3_MOUSE	tr|A0A8I5U9X8|A0A8I5U9X8_PONAB
OG0005095	sp|O88685|PRS6A_MOUSE	tr|A0A6D2WIG6|A0A6D2WIG6_PONAB
OG0005096	sp|P02716|ACHD_MOUSE	tr|A0A2J8TQ21|A0A2J8TQ21_PONAB
OG0005097	sp|P20782|ACHE_MOUSE	tr|H2NSC7|H2NSC7_PONAB
OG0005098	sp|P35276|RAB3D_MOUSE	tr|A0A2J8S0K7|A0A2J8S0K7_PONAB
OG0005099	sp|P42209|SEPT1_MOUSE	tr|H2NQN2|H2NQN2_PONAB
OG0005100	sp|P49182|HEP2_MOUSE	tr|A0A2J8RZD6|A0A2J8RZD6_PONAB
OG0005101	sp|P51667|MLRV_MOUSE	tr|A0A8I5YQ00|A0A8I5YQ00_PONAB
OG0005102	sp|P61793|LPAR1_MOUSE	tr|H2PT11|H2PT11_PONAB
OG0005103	sp|P70180|ANPRC_MOUSE	tr|K7ESW6|K7ESW6_PONAB
OG0005104	sp|P70385|DHB3_MOUSE	tr|H2PST1|H2PST1_PONAB
OG0005105	sp|P81183|IKZF2_MOUSE	tr|H2P8H4|H2P8H4_PONAB
OG0005106	sp|P97443|SMYD1_MOUSE	tr|H2P5J5|H2P5J5_PONAB
OG0005107	sp|P97460|NPAS2_MOUSE	tr|H2P581|H2P581_PONAB
OG0005108	sp|P97825|JUPI1_MOUSE	tr|A0A8I5U2J9|A0A8I5U2J9_PONAB
OG0005109	sp|Q01727|MSHR_MOUSE	tr|A0A8I5TN26|A0A8I5TN26_PONAB
OG0005110	sp|Q03146|DDR1_MOUSE	tr|H2PIG5|H2PIG5_PONAB
OG0005111	sp|Q08501|PRLR_MOUSE	tr|H2PFB6|H2PFB6_PONAB
OG0005112	tr|Q3U0X6|Q3U0X6_MOUSE	tr|A0A8I5TTV0|A0A8I5TTV0_PONAB
OG0005113	sp|Q3UR78|CD048_MOUSE	tr|H2PCQ1|H2PCQ1_PONAB
OG0005115	sp|Q61184|MTR1A_MOUSE	tr|H2PEX8|H2PEX8_PONAB
OG0005116	sp|Q6A078|CE290_MOUSE	tr|H2NI74|H2NI74_PONAB
OG0005117	sp|Q6NXY9|RPC7_MOUSE	tr|A0A6D2XPF3|A0A6D2XPF3_PONAB
OG0005118	sp|Q6P3Z3|THAP4_MOUSE	tr|H2P971|H2P971_PONAB
OG0005119	sp|Q80V85|TRI62_MOUSE	tr|H2N833|H2N833_PONAB
OG0005120	sp|Q80W47|WIPI2_MOUSE	tr|A0A8I5TP48|A0A8I5TP48_PONAB
OG0005121	sp|Q80Y98|DDHD2_MOUSE	tr|K7ESR8|K7ESR8_PONAB
OG0005122	sp|Q8BMD7|MORC4_MOUSE	tr|H2PWE8|H2PWE8_PONAB
OG0005123	sp|Q8BMQ8|MON1B_MOUSE	tr|H2NRJ3|H2NRJ3_PONAB
OG0005124	sp|Q8BSF4|PISD_MOUSE	sp|Q5R8I8|PISD_PONAB
OG0005125	sp|Q8BTV2|CPSF7_MOUSE	tr|A0A8I5TZF9|A0A8I5TZF9_PONAB
OG0005126	sp|Q8K2T4|UQCC3_MOUSE	tr|H2ND50|H2ND50_PONAB
OG0005127	sp|Q8K4Q0|RPTOR_MOUSE	tr|A0A8I5UDR6|A0A8I5UDR6_PONAB
OG0005128	sp|Q8R189|PAQRA_MOUSE	tr|A0A8I5U720|A0A8I5U720_PONAB
OG0005129	sp|Q8R1C0|KCNC4_MOUSE	tr|A0A2J8UMB3|A0A2J8UMB3_PONAB
OG0005130	sp|Q91VJ1|AIM2_MOUSE	tr|H2N578|H2N578_PONAB
OG0005131	sp|Q91ZP9|NECA2_MOUSE	tr|H2NRM1|H2NRM1_PONAB
OG0005132	sp|Q920R6|VPP4_MOUSE	tr|A0A2J8V3L6|A0A2J8V3L6_PONAB
OG0005133	sp|Q9CQG6|TM147_MOUSE	tr|H2NYG7|H2NYG7_PONAB
OG0005134	sp|Q9CTG6|AT132_MOUSE	tr|H2N8W3|H2N8W3_PONAB
OG0005135	sp|Q9CV60|MLN_MOUSE	tr|A0A2J8WQZ4|A0A2J8WQZ4_PONAB
OG0005136	sp|Q9CWX9|DDX47_MOUSE	tr|H2NGN2|H2NGN2_PONAB
OG0005137	sp|Q9CY27|TECR_MOUSE	tr|H2NXT7|H2NXT7_PONAB
OG0005138	sp|Q9D0I8|MRT4_MOUSE	tr|H2N8T6|H2N8T6_PONAB
OG0005139	sp|Q9DAP0|LRC46_MOUSE	tr|A0A8I5T617|A0A8I5T617_PONAB
OG0005140	sp|Q9JHQ5|LZTL1_MOUSE	sp|Q5RBR4|LZTL1_PONAB
OG0005141	sp|Q9QY61|IRX4_MOUSE	tr|A0A2J8TLY3|A0A2J8TLY3_PONAB
OG0005142	sp|Q9WVL1|AP4S1_MOUSE	tr|H2NKZ0|H2NKZ0_PONAB
OG0005143	sp|A0A5F8MPU3|CTSRT_MOUSE	tr|A0A8I5U8Y0|A0A8I5U8Y0_PONAB
OG0005144	sp|A2ARK0|FA83C_MOUSE	tr|H2P1R4|H2P1R4_PONAB
OG0005145	sp|E9Q9K5|TRDN_MOUSE	tr|H2PK88|H2PK88_PONAB
OG0005146	sp|O88188|LY86_MOUSE	tr|A0A2J8WMS6|A0A2J8WMS6_PONAB
OG0005147	sp|P20443|ARRS_MOUSE	tr|H2P8Z1|H2P8Z1_PONAB
OG0005148	sp|P21658|FGF6_MOUSE	tr|H2NG59|H2NG59_PONAB
OG0005149	sp|P23188|FURIN_MOUSE	tr|A0A6D2XW14|A0A6D2XW14_PONAB
OG0005150	sp|P25318|CO8A2_MOUSE	tr|A0A2J8Y6S2|A0A2J8Y6S2_PONAB
OG0005151	sp|P42580|NKX12_MOUSE	tr|A0A8I5TXH2|A0A8I5TXH2_PONAB
OG0005152	sp|P54103|DNJC2_MOUSE	tr|A0A8I5TA73|A0A8I5TA73_PONAB
OG0005153	sp|P57784|RU2A_MOUSE	tr|A0A6D2XCP7|A0A6D2XCP7_PONAB
OG0005154	sp|P59325|IF5_MOUSE	sp|Q5R4L0|IF5_PONAB
OG0005155	sp|P97770|THUM3_MOUSE	tr|A0A6D2WE99|A0A6D2WE99_PONAB
OG0005156	sp|Q05117|PPA5_MOUSE	tr|A0A8I5YUY5|A0A8I5YUY5_PONAB
OG0005157	sp|Q08535|SECR_MOUSE	tr|H2NCA8|H2NCA8_PONAB
OG0005158	sp|Q3TZ65|OD3L2_MOUSE	tr|H2NWP3|H2NWP3_PONAB
OG0005159	sp|Q3UHF3|MIER3_MOUSE	tr|H2PFL5|H2PFL5_PONAB
OG0005160	sp|Q3UN90|LYRM9_MOUSE	tr|A0A2J8TMA1|A0A2J8TMA1_PONAB
OG0005161	sp|Q3URD2|RPRML_MOUSE	tr|H2NTP1|H2NTP1_PONAB
OG0005162	sp|Q3UU94|MANS4_MOUSE	tr|H2NGV8|H2NGV8_PONAB
OG0005163	sp|Q3V1N1|MFHA1_MOUSE	tr|H2PPL1|H2PPL1_PONAB
OG0005164	sp|Q61847|MEP1B_MOUSE	tr|H2NW53|H2NW53_PONAB
OG0005165	sp|Q68ED3|PAPD5_MOUSE	tr|H2NQV1|H2NQV1_PONAB
OG0005166	sp|Q6P3B2|UBAD1_MOUSE	tr|A0A6D2Y3D0|A0A6D2Y3D0_PONAB
OG0005167	sp|Q6PAJ3|GARE2_MOUSE	tr|A0A2J8VMM6|A0A2J8VMM6_PONAB
OG0005168	sp|Q6VVW5|ANPRB_MOUSE	tr|H2PRS0|H2PRS0_PONAB
OG0005169	sp|Q6X786|ZPBP2_MOUSE	tr|A0A8I5TCR2|A0A8I5TCR2_PONAB
OG0005170	sp|Q6ZQ82|RHG26_MOUSE	tr|H2PGX3|H2PGX3_PONAB
OG0005171	sp|Q78Y63|PDCL2_MOUSE	tr|H2PDD7|H2PDD7_PONAB
OG0005172	sp|Q7TSD4|TBATA_MOUSE	tr|H2NAM9|H2NAM9_PONAB
OG0005173	sp|Q80TB8|VAT1L_MOUSE	tr|H2NRJ7|H2NRJ7_PONAB
OG0005174	sp|Q80VY9|DHX33_MOUSE	tr|H2NSF2|H2NSF2_PONAB
OG0005175	sp|Q80Y17|L2GL1_MOUSE	tr|H2NSY2|H2NSY2_PONAB
OG0005176	sp|Q80ZV0|RNH2B_MOUSE	tr|A0A8I5T139|A0A8I5T139_PONAB
OG0005177	sp|Q8BFY0|PIRT_MOUSE	tr|H2NSR9|H2NSR9_PONAB
OG0005178	sp|Q8BP97|RHBD3_MOUSE	tr|H2P3Y6|H2P3Y6_PONAB
OG0005179	sp|Q8BUD0|GPR4_MOUSE	tr|H2NZ90|H2NZ90_PONAB
OG0005180	sp|Q8C3K5|TMM72_MOUSE	tr|A0A8I5YUE5|A0A8I5YUE5_PONAB
OG0005181	sp|Q8CGQ8|NCKX4_MOUSE	tr|H2NM25|H2NM25_PONAB
OG0005182	sp|Q8CHH5|BICRL_MOUSE	tr|A0A6D2XDE3|A0A6D2XDE3_PONAB
OG0005183	tr|Q8K119|Q8K119_MOUSE	tr|Q5R904|Q5R904_PONAB
OG0005184	sp|Q8K3H5|MYO3A_MOUSE	tr|H2NA01|H2NA01_PONAB
OG0005185	sp|Q8QZV0|DEDD2_MOUSE	tr|A0A6D2VWW6|A0A6D2VWW6_PONAB
OG0005186	tr|Q8R379|Q8R379_MOUSE	tr|H2PP08|H2PP08_PONAB
OG0005187	sp|Q8R422|CD109_MOUSE	tr|H2PJL5|H2PJL5_PONAB
OG0005188	sp|Q91VN2|CK071_MOUSE	tr|H2NFC7|H2NFC7_PONAB
OG0005189	sp|Q99J77|SIAS_MOUSE	tr|H2PSV0|H2PSV0_PONAB
OG0005190	sp|Q9CQL2|CCER1_MOUSE	tr|H2NI84|H2NI84_PONAB
OG0005191	sp|Q9CQV3|SPB11_MOUSE	tr|A0A2J8W3L4|A0A2J8W3L4_PONAB
OG0005192	sp|Q9D1B9|RM28_MOUSE	tr|A0A2J8R2G6|A0A2J8R2G6_PONAB
OG0005193	sp|Q9D2D9|KLD8B_MOUSE	sp|Q5RCW7|KLD8B_PONAB
OG0005194	sp|Q9D8N1|CK024_MOUSE	tr|H2NCL3|H2NCL3_PONAB
OG0005195	sp|Q9D8W7|OCAD2_MOUSE	tr|H2PD97|H2PD97_PONAB
OG0005196	sp|Q9D9H2|CLDN2_MOUSE	tr|A0A6D2W860|A0A6D2W860_PONAB
OG0005197	sp|Q9DB32|HAGHL_MOUSE	tr|H2NPM1|H2NPM1_PONAB
OG0005198	sp|Q9DC63|FBX3_MOUSE	tr|H2NDR2|H2NDR2_PONAB
OG0005199	sp|Q9ERC3|SRTD3_MOUSE	tr|A0A6D2XPP0|A0A6D2XPP0_PONAB
OG0005200	sp|Q9JI20|RED2_MOUSE	tr|H2N9L5|H2N9L5_PONAB
OG0005201	sp|Q9QYT7|PIGQ_MOUSE	tr|A0A6D2XA37|A0A6D2XA37_PONAB
OG0005202	sp|Q9R1E0|FOXO1_MOUSE	tr|H2NJQ0|H2NJQ0_PONAB
OG0005203	sp|Q9WVA8|NPFF_MOUSE	tr|H2NHH6|H2NHH6_PONAB
OG0005204	sp|Q9WVH3|FOXO4_MOUSE	tr|K7EUD1|K7EUD1_PONAB
OG0005205	sp|Q9Z2Q2|KNOP1_MOUSE	tr|H2NQA4|H2NQA4_PONAB
OG0005206	tr|A0A0G2JGH6|A0A0G2JGH6_MOUSE	tr|H2PMZ1|H2PMZ1_PONAB
OG0005207	sp|B1AWJ5|TMM8B_MOUSE	tr|A0A2J8T0A3|A0A2J8T0A3_PONAB
OG0005208	sp|E5FYH1|TOPZ1_MOUSE	tr|H2PB10|H2PB10_PONAB
OG0005209	sp|E9Q5K9|YTDC1_MOUSE	tr|H2PDA1|H2PDA1_PONAB
OG0005210	sp|O08970|TUFT1_MOUSE	tr|A0A8I5YNS2|A0A8I5YNS2_PONAB
OG0005211	sp|O09102|GCM2_MOUSE	tr|H2PHX4|H2PHX4_PONAB
OG0005212	sp|O09114|PTGDS_MOUSE	tr|H2PU11|H2PU11_PONAB
OG0005213	sp|O09126|SEM4D_MOUSE	tr|A0A6D2WYJ6|A0A6D2WYJ6_PONAB
OG0005214	sp|O35099|M3K5_MOUSE	tr|H2PKF0|H2PKF0_PONAB
OG0005215	sp|P04919|B3AT_MOUSE	tr|Q5RBP3|Q5RBP3_PONAB
OG0005216	sp|P0C871|PA24B_MOUSE	tr|A0A2J8S5R5|A0A2J8S5R5_PONAB
OG0005217	sp|P13705|MSH3_MOUSE	tr|H2PG02|H2PG02_PONAB
OG0005218	sp|P30882|CCL5_MOUSE	tr|A0A6D2WNS6|A0A6D2WNS6_PONAB
OG0005219	sp|P43275|H11_MOUSE	tr|H2PI49|H2PI49_PONAB
OG0005220	sp|P47741|TNR4_MOUSE	tr|H2N9J0|H2N9J0_PONAB
OG0005221	sp|P54265|DMPK_MOUSE	tr|H2NZ96|H2NZ96_PONAB
OG0005222	sp|P59055|CSRN3_MOUSE	tr|K7EVE1|K7EVE1_PONAB
OG0005223	sp|P61969|LMO4_MOUSE	tr|A0A6D2WYE1|A0A6D2WYE1_PONAB
OG0005224	sp|P97288|5HT4R_MOUSE	tr|A0A2J8X642|A0A2J8X642_PONAB
OG0005225	sp|Q00322|CEBPD_MOUSE	tr|H2PQ94|H2PQ94_PONAB
OG0005226	sp|Q04859|MAK_MOUSE	tr|A0A8I5YQV6|A0A8I5YQV6_PONAB
OG0005227	sp|Q04887|SOX9_MOUSE	tr|H2NUK1|H2NUK1_PONAB
OG0005228	sp|Q0KK59|UNC79_MOUSE	tr|H2NM39|H2NM39_PONAB
OG0005229	sp|Q3TFD2|PCAT1_MOUSE	tr|A0A6D2Y5G0|A0A6D2Y5G0_PONAB
OG0005230	sp|Q3TQQ9|CA112_MOUSE	tr|A0A2J8SAV9|A0A2J8SAV9_PONAB
OG0005231	sp|Q61410|KGP2_MOUSE	tr|A0A6D2W0L5|A0A6D2W0L5_PONAB
OG0005232	sp|Q61490|CD166_MOUSE	tr|H2P9U5|H2P9U5_PONAB
OG0005233	sp|Q61508|ECM1_MOUSE	tr|H2N5Z2|H2N5Z2_PONAB
OG0005234	sp|Q62070|PIM2_MOUSE	tr|H2PVK4|H2PVK4_PONAB
OG0005235	sp|Q64338|PDE1C_MOUSE	tr|A0A8I5TKJ0|A0A8I5TKJ0_PONAB
OG0005236	sp|Q6P549|SHIP2_MOUSE	tr|H2NEK2|H2NEK2_PONAB
OG0005237	sp|Q80UZ0|FGD5_MOUSE	tr|H2PCJ0|H2PCJ0_PONAB
OG0005238	sp|Q80YQ2|MED23_MOUSE	tr|A0A8I5YRY6|A0A8I5YRY6_PONAB
OG0005239	sp|Q8BGI5|PEX26_MOUSE	tr|H2P3K9|H2P3K9_PONAB
OG0005240	sp|Q8BLD6|ANR55_MOUSE	tr|H2PFL1|H2PFL1_PONAB
OG0005241	sp|Q8BXQ8|FA53C_MOUSE	sp|Q5R815|FA53C_PONAB
OG0005242	sp|Q8BZ09|ODC_MOUSE	sp|Q5RFB7|ODC_PONAB
OG0005243	sp|Q8C042|ENO4_MOUSE	tr|A0A8I5UHI5|A0A8I5UHI5_PONAB
OG0005244	sp|Q8K4L6|MEPE_MOUSE	tr|A0A2J8V5A0|A0A2J8V5A0_PONAB
OG0005245	sp|Q8K5A4|RSLAA_MOUSE	tr|H2P3Z1|H2P3Z1_PONAB
OG0005246	sp|Q8R1Z4|PPR42_MOUSE	tr|H2PQH8|H2PQH8_PONAB
OG0005247	sp|Q8R242|DIAC_MOUSE	tr|H2N6X4|H2N6X4_PONAB
OG0005248	sp|Q8R2I4|DFB13_MOUSE	tr|H2PRL7|H2PRL7_PONAB
OG0005249	sp|Q8R3E3|WIPI1_MOUSE	tr|H2NUJ4|H2NUJ4_PONAB
OG0005250	sp|Q8R4D5|TRPM8_MOUSE	tr|H2P901|H2P901_PONAB
OG0005251	sp|Q8R4E9|CDT1_MOUSE	tr|H2NRS4|H2NRS4_PONAB
OG0005252	sp|Q8R4U7|LUZP1_MOUSE	tr|A0A6D2WBS6|A0A6D2WBS6_PONAB
OG0005253	sp|Q8VCX1|AK1D1_MOUSE	tr|A0A8I5URY8|A0A8I5URY8_PONAB
OG0005254	sp|Q91VE3|KLK7_MOUSE	tr|A0A8I5YM36|A0A8I5YM36_PONAB
OG0005255	sp|Q920P3|BRNP1_MOUSE	tr|H2PT80|H2PT80_PONAB
OG0005256	sp|Q922R8|PDIA6_MOUSE	sp|Q5R6T1|PDIA6_PONAB
OG0005257	sp|Q922Y0|DYRK3_MOUSE	tr|A0A8I5TFV6|A0A8I5TFV6_PONAB
OG0005258	sp|Q99MQ5|COPA1_MOUSE	tr|A0A8I5U037|A0A8I5U037_PONAB
OG0005259	sp|Q99NC0|VGLL1_MOUSE	tr|H2PWX6|H2PWX6_PONAB
OG0005260	sp|Q9CXK8|NIP7_MOUSE	sp|Q5R9J1|NIP7_PONAB
OG0005261	sp|Q9D114|MESH1_MOUSE	tr|H2NP78|H2NP78_PONAB
OG0005262	sp|Q9DA03|LYRM7_MOUSE	sp|Q5REC3|LYRM7_PONAB
OG0005263	sp|Q9EQ09|OLR1_MOUSE	tr|K7EVV4|K7EVV4_PONAB
OG0005264	sp|Q9ERT9|PPR1A_MOUSE	tr|H2NHK3|H2NHK3_PONAB
OG0005265	sp|Q9ES00|UBE4B_MOUSE	tr|A0A8I5TLY1|A0A8I5TLY1_PONAB
OG0005266	sp|Q9ESU6|BRD4_MOUSE	tr|H2NXW2|H2NXW2_PONAB
OG0005267	sp|Q9QY66|ZNHI2_MOUSE	tr|H2NCX2|H2NCX2_PONAB
OG0005268	sp|Q9WVJ2|PSD13_MOUSE	tr|A0A8I5UIF8|A0A8I5UIF8_PONAB
OG0005269	sp|Q9Z1B8|PHF1_MOUSE	tr|H2PIQ2|H2PIQ2_PONAB
OG0005271	tr|A0A1D5RM95|A0A1D5RM95_MOUSE	tr|A0A8I5UEB1|A0A8I5UEB1_PONAB
OG0005272	sp|A2ADU9|AWAT1_MOUSE	tr|H2PVX4|H2PVX4_PONAB
OG0005273	sp|B1AUE5|PEX10_MOUSE	tr|H2N9E8|H2N9E8_PONAB
OG0005274	tr|D3YUR1|D3YUR1_MOUSE	tr|A0A8I5UEG2|A0A8I5UEG2_PONAB
OG0005275	tr|E9Q0M4|E9Q0M4_MOUSE	tr|H2N584|H2N584_PONAB
OG0005276	tr|E9Q3H6|E9Q3H6_MOUSE	tr|H2NHP3|H2NHP3_PONAB
OG0005277	sp|E9Q5R7|NAL12_MOUSE	tr|A0A8I5YNA9|A0A8I5YNA9_PONAB
OG0005278	sp|G5E8Z2|TAF4B_MOUSE	tr|H2NW33|H2NW33_PONAB
OG0005279	tr|J3QM92|J3QM92_MOUSE	tr|A0A2J8WSN1|A0A2J8WSN1_PONAB
OG0005280	tr|J3QMK2|J3QMK2_MOUSE	tr|H2NBL0|H2NBL0_PONAB
OG0005281	sp|O08600|NUCG_MOUSE	tr|A0A8I5U4T5|A0A8I5U4T5_PONAB
OG0005282	sp|O54885|TYOBP_MOUSE	tr|H2NYJ0|H2NYJ0_PONAB
OG0005283	sp|O89086|RBM3_MOUSE	tr|H2N4Q2|H2N4Q2_PONAB
OG0005284	sp|P10168|IL7_MOUSE	tr|A0A6D2XIV8|A0A6D2XIV8_PONAB
OG0005285	sp|P29533|VCAM1_MOUSE	tr|H2N6M5|H2N6M5_PONAB
OG0005286	sp|P40749|SYT4_MOUSE	tr|Q5R457|Q5R457_PONAB
OG0005287	sp|P67984|RL22_MOUSE	tr|A0A8I5T2E1|A0A8I5T2E1_PONAB
OG0005288	sp|Q05895|TSP3_MOUSE	tr|A0A8I5UAS6|A0A8I5UAS6_PONAB
OG0005289	sp|Q3SYK4|VRTN_MOUSE	tr|A0A8I5UG60|A0A8I5UG60_PONAB
OG0005290	sp|Q3TSG4|ALKB5_MOUSE	tr|A0A8I5YMS4|A0A8I5YMS4_PONAB
OG0005291	sp|Q3U132|TESP1_MOUSE	tr|A0A2J8UIB3|A0A2J8UIB3_PONAB
OG0005292	tr|Q6NZH9|Q6NZH9_MOUSE	tr|A0A2J8VNN0|A0A2J8VNN0_PONAB
OG0005293	sp|Q6P8X6|UBP50_MOUSE	tr|H2NN78|H2NN78_PONAB
OG0005294	sp|Q6QD59|SEC20_MOUSE	tr|H2PHE2|H2PHE2_PONAB
OG0005295	sp|Q6V3W6|DRC7_MOUSE	tr|A0A2J8VZG8|A0A2J8VZG8_PONAB
OG0005296	sp|Q6ZPK0|PF21A_MOUSE	tr|A0A8I5YMW2|A0A8I5YMW2_PONAB
OG0005297	sp|Q76EC5|CHST9_MOUSE	tr|A0A2J8XG09|A0A2J8XG09_PONAB
OG0005298	sp|Q80V23|ZNF32_MOUSE	tr|A0A2J8XTC5|A0A2J8XTC5_PONAB
OG0005299	sp|Q80VM3|TTC29_MOUSE	tr|H2PEG1|H2PEG1_PONAB
OG0005300	sp|Q8BJM3|R3HCL_MOUSE	tr|H2NB83|H2NB83_PONAB
OG0005301	sp|Q8BM88|CATO_MOUSE	tr|H2PEL3|H2PEL3_PONAB
OG0005302	sp|Q8BRE0|RD3_MOUSE	tr|H2N3S8|H2N3S8_PONAB
OG0005303	sp|Q8BS45|IFT56_MOUSE	tr|A0A8I5YJY8|A0A8I5YJY8_PONAB
OG0005304	sp|Q8BZL1|NEUR4_MOUSE	tr|H2P983|H2P983_PONAB
OG0005305	sp|Q8C0Q9|RPGF5_MOUSE	tr|H2PMP6|H2PMP6_PONAB
OG0005306	sp|Q8C0T5|SI1L1_MOUSE	tr|H2NLP4|H2NLP4_PONAB
OG0005307	sp|Q8C176|TAF2_MOUSE	tr|K7ETV0|K7ETV0_PONAB
OG0005308	sp|Q8CHI8|EP400_MOUSE	tr|H2NJ63|H2NJ63_PONAB
OG0005309	sp|Q8CI03|FWCH1_MOUSE	tr|H2NPW4|H2NPW4_PONAB
OG0005310	sp|Q8K1S7|KREM2_MOUSE	tr|A0A8I5T3W9|A0A8I5T3W9_PONAB
OG0005311	sp|Q8K592|AMHR2_MOUSE	tr|H2NHH1|H2NHH1_PONAB
OG0005312	sp|Q8R3D1|TBC13_MOUSE	tr|H2PTK6|H2PTK6_PONAB
OG0005313	sp|Q8R4T9|UT2_MOUSE	tr|A0A2J8XF84|A0A2J8XF84_PONAB
OG0005314	sp|Q91X20|ASH2L_MOUSE	tr|H2PQ27|H2PQ27_PONAB
OG0005315	sp|Q99LE3|LYSM3_MOUSE	tr|A0A8I5TBL4|A0A8I5TBL4_PONAB
OG0005316	sp|Q99P91|GPNMB_MOUSE	tr|A0A8I5TM91|A0A8I5TM91_PONAB
OG0005317	sp|Q9CR30|JOS2_MOUSE	tr|A0A2J8U8Z6|A0A2J8U8Z6_PONAB
OG0005318	sp|Q9D2N8|GLT15_MOUSE	tr|H2PBD7|H2PBD7_PONAB
OG0005319	sp|Q9D9X8|SACA3_MOUSE	tr|A0A8I5TXV5|A0A8I5TXV5_PONAB
OG0005320	sp|Q9DC48|PRP17_MOUSE	tr|A0A2J8U1G3|A0A2J8U1G3_PONAB
OG0005321	sp|Q9DCP9|DAZP2_MOUSE	sp|Q5R526|DAZP2_PONAB
OG0005322	sp|Q9JHG7|PK3CG_MOUSE	tr|H2PN59|H2PN59_PONAB
OG0005323	sp|Q9JJW5|MYOZ2_MOUSE	sp|Q5R6I2|MYOZ2_PONAB
OG0005324	sp|Q9JLF1|GBRT_MOUSE	tr|H2PX36|H2PX36_PONAB
OG0005325	sp|Q9QUP5|HPLN1_MOUSE	tr|H2PG15|H2PG15_PONAB
OG0005326	sp|Q9QZ08|NAGK_MOUSE	tr|A0A6D2WP97|A0A6D2WP97_PONAB
