Orthogroup	Mus_musculus	Cercocebus_atys
OG0008541	sp|A6H603|NWD1_MOUSE	tr|A0A2K5KW17|A0A2K5KW17_CERAT
OG0008542	sp|Q61345|FOXD1_MOUSE	tr|A0A2K5KWL7|A0A2K5KWL7_CERAT
OG0008543	sp|Q3UKJ7|SMU1_MOUSE	tr|A0A2K5KYA7|A0A2K5KYA7_CERAT
OG0008544	sp|Q9WTZ2|MBTP1_MOUSE	tr|A0A2K5KZ34|A0A2K5KZ34_CERAT
OG0008545	sp|Q9DB77|QCR2_MOUSE	tr|A0A2K5L1S1|A0A2K5L1S1_CERAT
OG0008546	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A2K5L518|A0A2K5L518_CERAT
OG0008547	sp|Q99JT6|TLCD1_MOUSE	tr|A0A2K5L609|A0A2K5L609_CERAT
OG0008548	sp|Q8JZW5|SH2D5_MOUSE	tr|A0A2K5L7B1|A0A2K5L7B1_CERAT
OG0008549	sp|Q8JZV7|NAGA_MOUSE	tr|A0A2K5L9C3|A0A2K5L9C3_CERAT
OG0008550	sp|Q6AXC6|DDX11_MOUSE	tr|A0A2K5LD15|A0A2K5LD15_CERAT
OG0008551	sp|P62257|UBE2H_MOUSE	tr|A0A2K5LFL6|A0A2K5LFL6_CERAT
OG0008552	sp|Q6PGG2|GMIP_MOUSE	tr|A0A2K5LFM4|A0A2K5LFM4_CERAT
OG0008553	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A2K5LHA9|A0A2K5LHA9_CERAT
OG0008555	sp|Q9JLF1|GBRT_MOUSE	tr|A0A2K5LJ60|A0A2K5LJ60_CERAT
OG0008556	tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A2K5LJ81|A0A2K5LJ81_CERAT
OG0008557	sp|Q8BZJ7|DCNL2_MOUSE	tr|A0A2K5LKB7|A0A2K5LKB7_CERAT
OG0008558	sp|Q8VHQ3|PP16B_MOUSE	tr|A0A2K5LNW7|A0A2K5LNW7_CERAT
OG0008559	sp|Q9ERD8|PARVG_MOUSE	tr|A0A2K5LQS6|A0A2K5LQS6_CERAT
OG0008560	sp|Q99KG5|LSR_MOUSE	tr|A0A2K5LUE8|A0A2K5LUE8_CERAT
OG0008561	sp|Q9DBR2|FA13C_MOUSE	tr|A0A2K5LVS2|A0A2K5LVS2_CERAT
OG0008562	sp|P12804|FGL2_MOUSE	tr|A0A2K5LYG1|A0A2K5LYG1_CERAT
OG0008563	sp|P97868|RBBP6_MOUSE	tr|A0A2K5M3K4|A0A2K5M3K4_CERAT
OG0008564	sp|Q9D6I9|LURA1_MOUSE	tr|A0A2K5M919|A0A2K5M919_CERAT
OG0008565	sp|Q9D6J4|NECA3_MOUSE	tr|A0A2K5MA80|A0A2K5MA80_CERAT
OG0008566	sp|Q6DID3|SCAF8_MOUSE	tr|A0A2K5MEQ8|A0A2K5MEQ8_CERAT
OG0008567	sp|Q3U108|ARI5A_MOUSE	tr|A0A2K5MFM6|A0A2K5MFM6_CERAT
OG0008568	sp|B2RY83|HPSE2_MOUSE	tr|A0A2K5MHF8|A0A2K5MHF8_CERAT
OG0008569	sp|O55040|NMUR1_MOUSE	tr|A0A2K5MJ34|A0A2K5MJ34_CERAT
OG0008570	sp|Q8BXJ9|TMM62_MOUSE	tr|A0A2K5MMC0|A0A2K5MMC0_CERAT
OG0008571	sp|Q5U901|CBPA6_MOUSE	tr|A0A2K5MU52|A0A2K5MU52_CERAT
OG0008572	sp|P81122|IRS2_MOUSE	tr|A0A2K5MUJ5|A0A2K5MUJ5_CERAT
OG0008573	sp|O35228|IL27B_MOUSE	tr|A0A2K5MVG2|A0A2K5MVG2_CERAT
OG0008574	sp|P51859|HDGF_MOUSE	tr|A0A2K5MW33|A0A2K5MW33_CERAT
OG0008575	sp|Q76EC5|CHST9_MOUSE	tr|A0A2K5MWY8|A0A2K5MWY8_CERAT
OG0008576	sp|Q8WTY4|CPIN1_MOUSE	tr|A0A2K5MXL7|A0A2K5MXL7_CERAT
OG0008577	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A2K5MXQ3|A0A2K5MXQ3_CERAT
OG0008578	sp|Q91VK4|ITM2C_MOUSE	tr|A0A2K5MYC6|A0A2K5MYC6_CERAT
OG0008579	sp|P33896|INAR1_MOUSE	tr|A0A2K5MYJ5|A0A2K5MYJ5_CERAT
OG0008580	sp|O35903|CCL25_MOUSE	tr|A0A2K5N2W7|A0A2K5N2W7_CERAT
OG0008581	sp|Q673U1|HS3S2_MOUSE	tr|A0A2K5N5Q6|A0A2K5N5Q6_CERAT
OG0008582	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A2K5N7A5|A0A2K5N7A5_CERAT
OG0008583	sp|Q8BGD5|CPT1C_MOUSE	tr|A0A2K5N951|A0A2K5N951_CERAT
OG0008584	sp|Q8K3G9|DP13B_MOUSE	tr|A0A2K5N9H5|A0A2K5N9H5_CERAT
OG0008585	sp|Q9D7X3|DUS3_MOUSE	tr|A0A2K5NA53|A0A2K5NA53_CERAT
OG0008586	sp|Q7TSV6|AATC2_MOUSE	tr|A0A2K5ND54|A0A2K5ND54_CERAT
OG0008587	sp|Q8BFQ4|WDR82_MOUSE	tr|A0A2K5NG88|A0A2K5NG88_CERAT
OG0008588	sp|P51174|ACADL_MOUSE	tr|A0A2K5NJW5|A0A2K5NJW5_CERAT
OG0008589	sp|Q9CRY7|GDPD1_MOUSE	tr|A0A2K5NL68|A0A2K5NL68_CERAT
OG0008590	sp|Q8R5L3|VPS39_MOUSE	tr|A0A2K5NL95|A0A2K5NL95_CERAT
OG0008591	sp|Q3UFS4|GPT11_MOUSE	tr|A0A2K5NLL6|A0A2K5NLL6_CERAT
OG0008592	sp|Q9QY06|MYO9B_MOUSE	tr|A0A2K5NPC2|A0A2K5NPC2_CERAT
OG0008593	sp|Q7TNF0|DOC2A_MOUSE	tr|A0A2K5NRG3|A0A2K5NRG3_CERAT
OG0008594	sp|Q6UL01|MORN2_MOUSE	tr|A0A2K5NTP4|A0A2K5NTP4_CERAT
OG0008595	sp|Q9JLN6|ADA28_MOUSE	tr|A0A2K5NWV9|A0A2K5NWV9_CERAT
OG0008596	sp|Q8CGY8|OGT1_MOUSE	tr|A0A2K5NXC0|A0A2K5NXC0_CERAT
OG0008597	sp|Q9CQT7|DESI1_MOUSE	tr|A0A2K5KHR3|A0A2K5KHR3_CERAT
OG0008598	sp|Q80SS6|GPBAR_MOUSE	tr|A0A2K5KHW3|A0A2K5KHW3_CERAT
OG0008599	sp|P46061|RAGP1_MOUSE	tr|A0A2K5KIA6|A0A2K5KIA6_CERAT
OG0008600	tr|A2AM80|A2AM80_MOUSE	tr|A0A2K5KKV7|A0A2K5KKV7_CERAT
OG0008601	sp|Q9JK83|PAR6B_MOUSE	tr|A0A2K5KL93|A0A2K5KL93_CERAT
OG0008602	sp|Q8VHW4|CCG5_MOUSE	tr|A0A2K5KLA7|A0A2K5KLA7_CERAT
OG0008603	sp|Q3UHB8|CC177_MOUSE	tr|A0A2K5KMJ5|A0A2K5KMJ5_CERAT
OG0008604	sp|Q8VE09|TT39C_MOUSE	tr|A0A2K5KPF8|A0A2K5KPF8_CERAT
OG0008605	sp|P06745|G6PI_MOUSE	tr|A0A2K5KPV5|A0A2K5KPV5_CERAT
OG0008606	sp|Q99J55|IER5L_MOUSE	tr|A0A2K5KVC5|A0A2K5KVC5_CERAT
OG0008607	sp|P03995|GFAP_MOUSE	tr|A0A2K5KXP2|A0A2K5KXP2_CERAT
OG0008608	sp|Q3UQU0|BRD9_MOUSE	tr|A0A2K5L1M2|A0A2K5L1M2_CERAT
OG0008609	tr|A0A494BA31|A0A494BA31_MOUSE	tr|A0A2K5L3A6|A0A2K5L3A6_CERAT
OG0008610	sp|Q9D8T0|FAM3A_MOUSE	tr|A0A2K5L4S3|A0A2K5L4S3_CERAT
OG0008611	sp|Q3THG9|AASD1_MOUSE	tr|A0A2K5L4W4|A0A2K5L4W4_CERAT
OG0008612	sp|Q7TT16|IPMK_MOUSE	tr|A0A2K5L7C2|A0A2K5L7C2_CERAT
OG0008613	sp|Q5XKE0|MYPC2_MOUSE	tr|A0A2K5LAN5|A0A2K5LAN5_CERAT
OG0008614	sp|Q9QY05|INSL6_MOUSE	tr|A0A2K5LBA4|A0A2K5LBA4_CERAT
OG0008615	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A2K5LCS0|A0A2K5LCS0_CERAT
OG0008616	sp|Q8BVI4|DHPR_MOUSE	tr|A0A2K5LD23|A0A2K5LD23_CERAT
OG0008617	sp|Q9CQ62|DECR_MOUSE	tr|A0A2K5LE08|A0A2K5LE08_CERAT
OG0008618	sp|P47759|NSG2_MOUSE	tr|A0A2K5LF64|A0A2K5LF64_CERAT
OG0008619	sp|Q7TPD7|LR75B_MOUSE	tr|A0A2K5LJJ8|A0A2K5LJJ8_CERAT
OG0008620	sp|Q99L85|ELP5_MOUSE	tr|A0A2K5LJR9|A0A2K5LJR9_CERAT
OG0008621	sp|Q3V3V9|CARL2_MOUSE	tr|A0A2K5LMC9|A0A2K5LMC9_CERAT
OG0008622	sp|P85094|ISC2A_MOUSE	tr|A0A2K5LV16|A0A2K5LV16_CERAT
OG0008623	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A2K5LV25|A0A2K5LV25_CERAT
OG0008624	sp|Q9JHU4|DYHC1_MOUSE	tr|A0A2K5LZI8|A0A2K5LZI8_CERAT
OG0008625	sp|Q9D404|OXSM_MOUSE	tr|A0A2K5M0N3|A0A2K5M0N3_CERAT
OG0008626	sp|O70161|PI51C_MOUSE	tr|A0A2K5M588|A0A2K5M588_CERAT
OG0008627	sp|Q9CWQ3|ATP23_MOUSE	tr|A0A2K5M7J6|A0A2K5M7J6_CERAT
OG0008628	sp|Q6PE84|STML3_MOUSE	tr|A0A2K5M7Z6|A0A2K5M7Z6_CERAT
OG0008629	sp|Q8BUG2|CNDP1_MOUSE	tr|A0A2K5M9F6|A0A2K5M9F6_CERAT
OG0008630	sp|Q5GH67|XKR4_MOUSE	tr|A0A2K5MHV8|A0A2K5MHV8_CERAT
OG0008631	sp|P35378|FSHR_MOUSE	tr|A0A2K5MLT1|A0A2K5MLT1_CERAT
OG0008632	sp|Q04998|INHBA_MOUSE	tr|A0A2K5MLU4|A0A2K5MLU4_CERAT
OG0008633	sp|O54915|NR1I2_MOUSE	tr|A0A2K5MP52|A0A2K5MP52_CERAT
OG0008634	sp|Q9QZS5|SGK2_MOUSE	tr|A0A2K5MQT6|A0A2K5MQT6_CERAT
OG0008635	sp|Q6RT24|CENPE_MOUSE	tr|A0A2K5MZ92|A0A2K5MZ92_CERAT
OG0008636	tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE	tr|A0A2K5N056|A0A2K5N056_CERAT
OG0008637	sp|Q91YJ5|IF2M_MOUSE	tr|A0A2K5N2R0|A0A2K5N2R0_CERAT
OG0008638	sp|P56960|EXOSX_MOUSE	tr|A0A2K5N3M1|A0A2K5N3M1_CERAT
OG0008639	sp|Q9D581|EFC10_MOUSE	tr|A0A2K5N6H5|A0A2K5N6H5_CERAT
OG0008640	sp|Q8BZQ7|ANC2_MOUSE	tr|A0A2K5N9P5|A0A2K5N9P5_CERAT
OG0008641	sp|Q9ERV1|MKRN2_MOUSE	tr|A0A2K5NJS1|A0A2K5NJS1_CERAT
OG0008642	sp|Q8VDW4|UBE2W_MOUSE	tr|A0A2K5NJX2|A0A2K5NJX2_CERAT
OG0008643	sp|Q9DAM1|LRC34_MOUSE	tr|A0A2K5NMS2|A0A2K5NMS2_CERAT
OG0008644	sp|Q9JI38|PUS3_MOUSE	tr|A0A2K5NU54|A0A2K5NU54_CERAT
OG0008645	sp|Q0VEE6|ZN800_MOUSE	tr|A0A2K5NX02|A0A2K5NX02_CERAT
OG0008646	sp|Q9D1G2|PMVK_MOUSE	tr|A0A2K5NX13|A0A2K5NX13_CERAT
OG0008647	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A2K5NYE5|A0A2K5NYE5_CERAT
OG0008648	sp|Q8BRV5|K1671_MOUSE	tr|A0A2K5NZ41|A0A2K5NZ41_CERAT
OG0008649	sp|Q9Z266|SNAPN_MOUSE	tr|A0A2K5NZM0|A0A2K5NZM0_CERAT
OG0008650	sp|A2A7S8|K1522_MOUSE	tr|A0A2K5P109|A0A2K5P109_CERAT
OG0008651	sp|P56974|NRG2_MOUSE	tr|A0A2K5P2E7|A0A2K5P2E7_CERAT
OG0008652	sp|Q80XN0|BDH_MOUSE	tr|A0A2K5P5A5|A0A2K5P5A5_CERAT
OG0008653	sp|F7BWT7|TSN15_MOUSE	tr|A0A2K5P7R8|A0A2K5P7R8_CERAT
OG0008654	sp|Q61578|ADRO_MOUSE	tr|A0A2K5P822|A0A2K5P822_CERAT
OG0008655	sp|Q6DIB5|MEG10_MOUSE	tr|A0A2K5P823|A0A2K5P823_CERAT
OG0008656	sp|Q810U5|CCD50_MOUSE	tr|A0A2K5P875|A0A2K5P875_CERAT
OG0008657	sp|Q9JIP4|PANX1_MOUSE	tr|A0A2K5KIT1|A0A2K5KIT1_CERAT
OG0008658	sp|Q3TYX2|LRN4L_MOUSE	tr|A0A2K5KJ42|A0A2K5KJ42_CERAT
OG0008659	sp|Q64433|CH10_MOUSE	tr|A0A2K5KL61|A0A2K5KL61_CERAT
OG0008660	sp|Q9R008|KIME_MOUSE	tr|A0A2K5KNC6|A0A2K5KNC6_CERAT
OG0008661	sp|P29351|PTN6_MOUSE	tr|A0A2K5KPA4|A0A2K5KPA4_CERAT
OG0008662	sp|Q62190|RON_MOUSE	tr|A0A2K5KUN4|A0A2K5KUN4_CERAT
OG0008663	sp|Q8CFV2|F149A_MOUSE	tr|A0A2K5KUW8|A0A2K5KUW8_CERAT
OG0008664	tr|Q32NY8|Q32NY8_MOUSE	tr|A0A2K5KVI6|A0A2K5KVI6_CERAT
OG0008665	sp|Q99JP7|GGT7_MOUSE	tr|A0A2K5L019|A0A2K5L019_CERAT
OG0008666	sp|Q8BJN4|FNDC9_MOUSE	tr|A0A2K5L3R1|A0A2K5L3R1_CERAT
OG0008667	sp|Q6NS57|MABP1_MOUSE	tr|A0A2K5L5R5|A0A2K5L5R5_CERAT
OG0008668	sp|P17679|GATA1_MOUSE	tr|A0A2K5L663|A0A2K5L663_CERAT
OG0008669	sp|P61971|NTF2_MOUSE	tr|A0A2K5L8C6|A0A2K5L8C6_CERAT
OG0008670	sp|O70337|BIK_MOUSE	tr|A0A2K5LDM6|A0A2K5LDM6_CERAT
OG0008671	sp|Q8R5A6|TB22A_MOUSE	tr|A0A2K5LP22|A0A2K5LP22_CERAT
OG0008672	sp|Q8K1C0|ANGE2_MOUSE	tr|A0A2K5LR51|A0A2K5LR51_CERAT
OG0008673	sp|Q8R366|IGSF8_MOUSE	tr|A0A2K5LRJ0|A0A2K5LRJ0_CERAT
OG0008674	sp|Q9Z1X9|CDC45_MOUSE	tr|A0A2K5LW98|A0A2K5LW98_CERAT
OG0008675	sp|Q0VBD2|MCM10_MOUSE	tr|A0A2K5LXP1|A0A2K5LXP1_CERAT
OG0008676	sp|O09173|HGD_MOUSE	tr|A0A2K5M062|A0A2K5M062_CERAT
OG0008677	sp|P50516|VATA_MOUSE	tr|A0A2K5M0C4|A0A2K5M0C4_CERAT
OG0008678	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A2K5M0M7|A0A2K5M0M7_CERAT
OG0008679	sp|Q8QZY2|GLCTK_MOUSE	tr|A0A2K5MCF9|A0A2K5MCF9_CERAT
OG0008680	tr|Q9JK62|Q9JK62_MOUSE	tr|A0A2K5MD18|A0A2K5MD18_CERAT
OG0008681	sp|Q62318|TIF1B_MOUSE	tr|A0A2K5MDF8|A0A2K5MDF8_CERAT
OG0008682	sp|Q9WTW4|TFEC_MOUSE	tr|A0A2K5MGY3|A0A2K5MGY3_CERAT
OG0008683	sp|O35696|SIA8B_MOUSE	tr|A0A2K5MH46|A0A2K5MH46_CERAT
OG0008684	sp|P51180|MIP_MOUSE	tr|A0A2K5MM40|A0A2K5MM40_CERAT
OG0008685	sp|Q8BWZ3|NAA25_MOUSE	tr|A0A2K5MNB8|A0A2K5MNB8_CERAT
OG0008686	sp|Q5EBG6|HSPB6_MOUSE	tr|A0A2K5MQF1|A0A2K5MQF1_CERAT
OG0008687	sp|Q8BHL4|RAI3_MOUSE	tr|A0A2K5MQG8|A0A2K5MQG8_CERAT
OG0008688	sp|O08600|NUCG_MOUSE	tr|A0A2K5MT67|A0A2K5MT67_CERAT
OG0008689	sp|Q8K0J2|B3GN7_MOUSE	tr|A0A2K5MU99|A0A2K5MU99_CERAT
OG0008690	sp|O88839|ADA15_MOUSE	tr|A0A2K5MY63|A0A2K5MY63_CERAT
OG0008691	sp|Q91ZJ0|MUS81_MOUSE	tr|A0A2K5MZ16|A0A2K5MZ16_CERAT
OG0008692	sp|Q3V3A7|RN207_MOUSE	tr|A0A2K5N0U0|A0A2K5N0U0_CERAT
OG0008693	sp|Q8BIE6|FRM4A_MOUSE	tr|A0A2K5N4Q0|A0A2K5N4Q0_CERAT
OG0008694	sp|P40753|ANFB_MOUSE	tr|A0A2K5N941|A0A2K5N941_CERAT
OG0008695	sp|Q6A0A9|F120A_MOUSE	tr|A0A2K5NBG6|A0A2K5NBG6_CERAT
OG0008696	sp|Q9JK48|SHLB1_MOUSE	tr|A0A2K5NBY6|A0A2K5NBY6_CERAT
OG0008697	sp|P01592|IGJ_MOUSE	tr|A0A2K5NDE1|A0A2K5NDE1_CERAT
OG0008698	sp|Q8C7R4|UBA6_MOUSE	tr|A0A2K5NF34|A0A2K5NF34_CERAT
OG0008699	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A2K5NFD1|A0A2K5NFD1_CERAT
OG0008700	sp|Q9CQ82|CENPR_MOUSE	tr|A0A2K5NH69|A0A2K5NH69_CERAT
OG0008701	tr|A0A1B0GRQ9|A0A1B0GRQ9_MOUSE	tr|A0A2K5NH80|A0A2K5NH80_CERAT
OG0008702	sp|Q6PDN3|MYLK_MOUSE	tr|A0A2K5NJJ1|A0A2K5NJJ1_CERAT
OG0008703	sp|Q9CYK1|SYWM_MOUSE	tr|A0A2K5NKL9|A0A2K5NKL9_CERAT
OG0008704	sp|Q99JX3|GORS2_MOUSE	tr|A0A2K5NL27|A0A2K5NL27_CERAT
OG0008705	sp|P54841|MAFB_MOUSE	tr|A0A2K5NL37|A0A2K5NL37_CERAT
OG0008706	sp|Q5U431|GPR39_MOUSE	tr|A0A2K5NLE5|A0A2K5NLE5_CERAT
OG0008707	sp|P54775|PRS6B_MOUSE	tr|A0A2K5NQF2|A0A2K5NQF2_CERAT
OG0008708	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A2K5NTK2|A0A2K5NTK2_CERAT
OG0008709	sp|Q8C190|VP9D1_MOUSE	tr|A0A2K5P1Q8|A0A2K5P1Q8_CERAT
OG0008710	sp|Q9ESX4|ZCC17_MOUSE	tr|A0A2K5P3B6|A0A2K5P3B6_CERAT
OG0008711	sp|Q9R1K5|FZR1_MOUSE	tr|A0A2K5P5Y8|A0A2K5P5Y8_CERAT
OG0008712	sp|Q5QD17|TAAR2_MOUSE	tr|A0A2K5P8N2|A0A2K5P8N2_CERAT
OG0008713	sp|P58064|RT06_MOUSE	tr|A0A2K5KK73|A0A2K5KK73_CERAT
OG0008714	sp|Q9ESF4|LFG1_MOUSE	tr|A0A2K5KQA4|A0A2K5KQA4_CERAT
OG0008715	sp|E9Q7P9|CDHR2_MOUSE	tr|A0A2K5KT31|A0A2K5KT31_CERAT
OG0008716	sp|O54905|B3GT2_MOUSE	tr|A0A2K5KUI9|A0A2K5KUI9_CERAT
OG0008717	sp|Q8K2C6|SIR5_MOUSE	tr|A0A2K5KUJ2|A0A2K5KUJ2_CERAT
OG0008718	sp|P54227|STMN1_MOUSE	tr|A0A2K5KW31|A0A2K5KW31_CERAT
OG0008719	sp|Q6PDS3|SARM1_MOUSE	tr|A0A2K5KYH7|A0A2K5KYH7_CERAT
OG0008720	sp|Q9WTX4|NRG4_MOUSE	tr|A0A2K5L1B2|A0A2K5L1B2_CERAT
OG0008721	sp|Q8BVN4|MTEF4_MOUSE	tr|A0A2K5L2Q7|A0A2K5L2Q7_CERAT
OG0008722	sp|Q921E2|RAB31_MOUSE	tr|A0A2K5L5D4|A0A2K5L5D4_CERAT
OG0008723	sp|Q9DB85|RRP8_MOUSE	tr|A0A2K5LB20|A0A2K5LB20_CERAT
OG0008724	sp|Q8VED8|MTFR2_MOUSE	tr|A0A2K5LE61|A0A2K5LE61_CERAT
OG0008725	sp|P63157|BARH1_MOUSE	tr|A0A2K5LG79|A0A2K5LG79_CERAT
OG0008726	sp|Q9D3J5|ANR22_MOUSE	tr|A0A2K5LI00|A0A2K5LI00_CERAT
OG0008727	sp|Q8R526|PK1L1_MOUSE	tr|A0A2K5LI86|A0A2K5LI86_CERAT
OG0008728	tr|B2KF50|B2KF50_MOUSE	tr|A0A2K5LL87|A0A2K5LL87_CERAT
OG0008729	sp|Q0KK55|KNDC1_MOUSE	tr|A0A2K5LMS8|A0A2K5LMS8_CERAT
OG0008730	sp|Q6QWF9|CK2N1_MOUSE	tr|A0A2K5LVG1|A0A2K5LVG1_CERAT
OG0008731	sp|Q9WTW3|KCNE4_MOUSE	tr|A0A2K5LX16|A0A2K5LX16_CERAT
OG0008732	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A2K5LXA0|A0A2K5LXA0_CERAT
OG0008733	sp|Q61473|SOX17_MOUSE	tr|A0A2K5LZ51|A0A2K5LZ51_CERAT
OG0008734	tr|F6TNE3|F6TNE3_MOUSE	tr|A0A2K5M458|A0A2K5M458_CERAT
OG0008735	sp|Q8VC26|TLCD2_MOUSE	tr|A0A2K5M471|A0A2K5M471_CERAT
OG0008736	sp|O55070|DNSL3_MOUSE	tr|A0A2K5M4T9|A0A2K5M4T9_CERAT
OG0008737	sp|Q9ERH4|NUSAP_MOUSE	tr|A0A2K5M4W5|A0A2K5M4W5_CERAT
OG0008738	sp|Q61324|ARNT2_MOUSE	tr|A0A2K5M7S4|A0A2K5M7S4_CERAT
OG0008739	sp|Q9JHQ0|ANXA9_MOUSE	tr|A0A2K5M9J5|A0A2K5M9J5_CERAT
OG0008740	sp|O35449|PRRT1_MOUSE	tr|A0A2K5MAU8|A0A2K5MAU8_CERAT
OG0008741	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A2K5MBV0|A0A2K5MBV0_CERAT
OG0008742	sp|Q8BNJ6|NETO2_MOUSE	tr|A0A2K5MDE3|A0A2K5MDE3_CERAT
OG0008743	sp|Q8K4B2|IRAK3_MOUSE	tr|A0A2K5MDM0|A0A2K5MDM0_CERAT
OG0008744	sp|Q8CCM6|TIM21_MOUSE	tr|A0A2K5MGN0|A0A2K5MGN0_CERAT
OG0008745	sp|Q07797|LG3BP_MOUSE	tr|A0A2K5MIW1|A0A2K5MIW1_CERAT
OG0008746	sp|Q811M1|RHG15_MOUSE	tr|A0A2K5ML85|A0A2K5ML85_CERAT
OG0008747	sp|Q8BSY0|ASPH_MOUSE	tr|A0A2K5MQ55|A0A2K5MQ55_CERAT
OG0008748	sp|O54827|AT10A_MOUSE	tr|A0A2K5MTA2|A0A2K5MTA2_CERAT
OG0008749	sp|Q810J8|ZFYV1_MOUSE	tr|A0A2K5MTW2|A0A2K5MTW2_CERAT
OG0008750	sp|Q8CII9|CRLF2_MOUSE	tr|A0A2K5MU98|A0A2K5MU98_CERAT
OG0008751	tr|J3QPQ6|J3QPQ6_MOUSE	tr|A0A2K5MUH7|A0A2K5MUH7_CERAT
OG0008752	sp|Q9R0L9|MUC24_MOUSE	tr|A0A2K5MXP1|A0A2K5MXP1_CERAT
OG0008753	sp|Q6ZQ03|FNBP4_MOUSE	tr|A0A2K5N016|A0A2K5N016_CERAT
OG0008754	sp|Q9QY36|NAA10_MOUSE	tr|A0A2K5N0X9|A0A2K5N0X9_CERAT
OG0008755	sp|Q921K9|BCL7B_MOUSE	tr|A0A2K5N232|A0A2K5N232_CERAT
OG0008756	sp|Q5DU14|MYO16_MOUSE	tr|A0A2K5N6C7|A0A2K5N6C7_CERAT
OG0008757	sp|Q8BGK5|S35F1_MOUSE	tr|A0A2K5N841|A0A2K5N841_CERAT
OG0008758	sp|Q6ZQH8|NU188_MOUSE	tr|A0A2K5N887|A0A2K5N887_CERAT
OG0008759	sp|Q8R3I3|COG6_MOUSE	tr|A0A2K5N9B4|A0A2K5N9B4_CERAT
OG0008760	sp|P20722|BMP6_MOUSE	tr|A0A2K5N9E7|A0A2K5N9E7_CERAT
OG0008761	sp|Q8VI75|IPO4_MOUSE	tr|A0A2K5NCK7|A0A2K5NCK7_CERAT
OG0008762	sp|P08556|RASN_MOUSE	tr|A0A2K5NFZ6|A0A2K5NFZ6_CERAT
OG0008763	sp|Q8K3F6|KCNQ3_MOUSE	tr|A0A2K5NHH6|A0A2K5NHH6_CERAT
OG0008764	sp|Q8VC66|ADIP_MOUSE	tr|A0A2K5NIL0|A0A2K5NIL0_CERAT
OG0008765	sp|Q91Y74|SIA4C_MOUSE	tr|A0A2K5NIY6|A0A2K5NIY6_CERAT
OG0008766	sp|Q0VF58|COJA1_MOUSE	tr|A0A2K5NQ83|A0A2K5NQ83_CERAT
OG0008767	sp|O88199|CHST3_MOUSE	tr|A0A2K5NSZ6|A0A2K5NSZ6_CERAT
OG0008768	sp|O08762|NETR_MOUSE	tr|A0A2K5NTH6|A0A2K5NTH6_CERAT
OG0008769	sp|Q05AH6|SPNDC_MOUSE	tr|A0A2K5NV38|A0A2K5NV38_CERAT
OG0008770	sp|Q921W4|QORL1_MOUSE	tr|A0A2K5NWN8|A0A2K5NWN8_CERAT
OG0008771	sp|Q91VJ5|PQBP1_MOUSE	tr|A0A2K5P0I5|A0A2K5P0I5_CERAT
OG0008772	sp|Q99ME9|GTPB4_MOUSE	tr|A0A2K5KJN7|A0A2K5KJN7_CERAT
OG0008773	sp|Q3TYP4|TM88B_MOUSE	tr|A0A2K5KKA2|A0A2K5KKA2_CERAT
OG0008774	sp|Q8BP07|TM220_MOUSE	tr|A0A2K5KLR3|A0A2K5KLR3_CERAT
OG0008775	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A2K5KMM3|A0A2K5KMM3_CERAT
OG0008776	sp|Q5RL51|GSTCD_MOUSE	tr|A0A2K5KPE6|A0A2K5KPE6_CERAT
OG0008777	sp|P54830|PTN5_MOUSE	tr|A0A2K5KVU8|A0A2K5KVU8_CERAT
OG0008778	sp|P16301|LCAT_MOUSE	tr|A0A2K5KWM0|A0A2K5KWM0_CERAT
OG0008779	sp|A2ADA5|PUSL1_MOUSE	tr|A0A2K5KY38|A0A2K5KY38_CERAT
OG0008780	sp|O88593|PGRP1_MOUSE	tr|A0A2K5KY93|A0A2K5KY93_CERAT
OG0008781	sp|Q9JL35|HMGN5_MOUSE	tr|A0A2K5KYQ3|A0A2K5KYQ3_CERAT
OG0008782	sp|Q925E1|SNTG1_MOUSE	tr|A0A2K5L6L5|A0A2K5L6L5_CERAT
OG0008783	sp|O35435|PYRD_MOUSE	tr|A0A2K5L9S2|A0A2K5L9S2_CERAT
OG0008784	sp|O08760|OGG1_MOUSE	tr|A0A2K5LBJ3|A0A2K5LBJ3_CERAT
OG0008785	sp|P11862|GAS2_MOUSE	tr|A0A2K5LD48|A0A2K5LD48_CERAT
OG0008786	sp|Q60773|CDN2D_MOUSE	tr|A0A2K5LEN8|A0A2K5LEN8_CERAT
OG0008787	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A2K5LGK4|A0A2K5LGK4_CERAT
