Orthogroup	Mus_musculus	Castor_canadensis
OG0006765	sp|Q8BHK6|SLAF7_MOUSE	tr|A0A8B7VH05|A0A8B7VH05_CASCN
OG0006766	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A8B7VHW5|A0A8B7VHW5_CASCN
OG0006767	sp|O88874|CCNK_MOUSE	tr|A0A8B7VJJ8|A0A8B7VJJ8_CASCN
OG0006768	sp|A2AQ14|MS18B_MOUSE	tr|A0A8B7VJK3|A0A8B7VJK3_CASCN
OG0006769	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A8B7VJP5|A0A8B7VJP5_CASCN
OG0006770	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A8B7VL61|A0A8B7VL61_CASCN
OG0006771	sp|Q7TSG1|CE120_MOUSE	tr|A0A8B7VL88|A0A8B7VL88_CASCN
OG0006772	tr|Q8K0E4|Q8K0E4_MOUSE	tr|A0A8B7VMF3|A0A8B7VMF3_CASCN
OG0006773	tr|B2RXA8|B2RXA8_MOUSE	tr|A0A8B7VNK4|A0A8B7VNK4_CASCN
OG0006774	sp|Q8CAF4|NHSL1_MOUSE	tr|A0A8B7VST7|A0A8B7VST7_CASCN
OG0006775	sp|Q400C8|AMZ2_MOUSE	tr|A0A8B7VU38|A0A8B7VU38_CASCN
OG0006776	sp|Q8BVR0|BAFL_MOUSE	tr|A0A8B7VUW2|A0A8B7VUW2_CASCN
OG0006777	sp|P70368|SEBOX_MOUSE	tr|A0A8B7W1R2|A0A8B7W1R2_CASCN
OG0006778	sp|Q91XA5|SNPC2_MOUSE	tr|A0A8B7W272|A0A8B7W272_CASCN
OG0006779	sp|P35689|ERCC5_MOUSE	tr|A0A8B7WD27|A0A8B7WD27_CASCN
OG0006780	sp|O35633|VIAAT_MOUSE	tr|A0A8B7WDZ7|A0A8B7WDZ7_CASCN
OG0006781	sp|Q8R5M8|CADM1_MOUSE	tr|A0A8B7WHW4|A0A8B7WHW4_CASCN
OG0006782	sp|Q61979|NNAT_MOUSE	tr|A0A8B7WI79|A0A8B7WI79_CASCN
OG0006783	sp|Q9JJ06|C1GLT_MOUSE	tr|A0A8B7WJU5|A0A8B7WJU5_CASCN
OG0006784	sp|Q9DBX3|SUSD2_MOUSE	tr|A0A8C0W995|A0A8C0W995_CASCN
OG0006785	sp|Q80UU9|PGRC2_MOUSE	tr|A0A8C0WJI7|A0A8C0WJI7_CASCN
OG0006786	sp|A2RT62|FXL16_MOUSE	tr|A0A8C0WSZ7|A0A8C0WSZ7_CASCN
OG0006787	sp|Q99ML2|TNK1_MOUSE	tr|A0A8C0WY15|A0A8C0WY15_CASCN
OG0006788	sp|Q91Y97|ALDOB_MOUSE	tr|A0A8C0X4A4|A0A8C0X4A4_CASCN
OG0006789	sp|Q91ZZ3|SYUB_MOUSE	tr|A0A8C0XBQ5|A0A8C0XBQ5_CASCN
OG0006790	sp|Q811Q9|PCY1B_MOUSE	tr|A0A8C0XM59|A0A8C0XM59_CASCN
OG0006791	sp|P43027|GDF5_MOUSE	tr|A0A8C0XT67|A0A8C0XT67_CASCN
OG0006792	sp|P56135|ATPK_MOUSE	tr|A0A8C0ZQU2|A0A8C0ZQU2_CASCN
OG0006793	sp|Q8K288|TP8L1_MOUSE	tr|A0A250XVW3|A0A250XVW3_CASCN
OG0006794	sp|O89112|LANC1_MOUSE	tr|A0A250Y024|A0A250Y024_CASCN
OG0006795	sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A250Y341|A0A250Y341_CASCN
OG0006796	sp|O88520|SHOC2_MOUSE	tr|A0A250Y346|A0A250Y346_CASCN
OG0006797	sp|Q8BQM4|HEAT3_MOUSE	tr|A0A250Y493|A0A250Y493_CASCN
OG0006798	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A250Y495|A0A250Y495_CASCN
OG0006799	sp|Q5SYH2|TM199_MOUSE	tr|A0A250YC91|A0A250YC91_CASCN
OG0006800	sp|O55131|SEPT7_MOUSE	tr|A0A250YGX5|A0A250YGX5_CASCN
OG0006801	sp|Q8BG60|TXNIP_MOUSE	tr|A0A250YHA3|A0A250YHA3_CASCN
OG0006802	sp|P70295|AUP1_MOUSE	tr|A0A250YHG6|A0A250YHG6_CASCN
OG0006803	sp|P48776|T23O_MOUSE	tr|A0A8B7TML2|A0A8B7TML2_CASCN
OG0006804	sp|Q0VBM2|FA83B_MOUSE	tr|A0A8B7TU57|A0A8B7TU57_CASCN
OG0006805	sp|Q505H4|VWC2L_MOUSE	tr|A0A8B7TZ78|A0A8B7TZ78_CASCN
OG0006806	sp|Q80W22|THNS2_MOUSE	tr|A0A8B7U4T6|A0A8B7U4T6_CASCN
OG0006807	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A8B7U524|A0A8B7U524_CASCN
OG0006808	sp|Q6P2B1|TNPO3_MOUSE	tr|A0A8B7U8S4|A0A8B7U8S4_CASCN
OG0006809	sp|Q9D081|ALG14_MOUSE	tr|A0A8B7UKQ0|A0A8B7UKQ0_CASCN
OG0006810	sp|Q3UHB8|CC177_MOUSE	tr|A0A8B7UKT3|A0A8B7UKT3_CASCN
OG0006811	sp|Q64669|NQO1_MOUSE	tr|A0A8B7UN89|A0A8B7UN89_CASCN
OG0006812	sp|P53395|ODB2_MOUSE	tr|A0A8B7UR55|A0A8B7UR55_CASCN
OG0006813	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A8B7URZ0|A0A8B7URZ0_CASCN
OG0006814	sp|Q7TNM2|TRI46_MOUSE	tr|A0A8B7US21|A0A8B7US21_CASCN
OG0006815	tr|D3YUE4|D3YUE4_MOUSE	tr|A0A8B7UWB3|A0A8B7UWB3_CASCN
OG0006816	sp|Q497V5|SRBD1_MOUSE	tr|A0A8B7V014|A0A8B7V014_CASCN
OG0006817	sp|E9Q816|CP2W1_MOUSE	tr|A0A8B7V0H0|A0A8B7V0H0_CASCN
OG0006818	sp|Q2MH31|SMRP1_MOUSE	tr|A0A8B7V4V4|A0A8B7V4V4_CASCN
OG0006819	tr|J3QMK2|J3QMK2_MOUSE	tr|A0A8B7V5Z8|A0A8B7V5Z8_CASCN
OG0006820	sp|Q8BHA1|LRC24_MOUSE	tr|A0A8B7V6B8|A0A8B7V6B8_CASCN
OG0006821	sp|P50228|CXCL5_MOUSE	tr|A0A8B7V8S7|A0A8B7V8S7_CASCN
OG0006822	sp|Q08048|HGF_MOUSE	tr|A0A8B7VFP5|A0A8B7VFP5_CASCN
OG0006823	sp|Q9QZF2|GPC1_MOUSE	tr|A0A8B7VGD7|A0A8B7VGD7_CASCN
OG0006824	sp|Q8K0G5|EIPR1_MOUSE	tr|A0A8B7VHX9|A0A8B7VHX9_CASCN
OG0006825	sp|Q8K424|TRPV3_MOUSE	tr|A0A8B7VJ13|A0A8B7VJ13_CASCN
OG0006826	sp|P70270|RAD54_MOUSE	tr|A0A8B7VMK1|A0A8B7VMK1_CASCN
OG0006827	sp|Q9DAK2|PACRG_MOUSE	tr|A0A8B7VNT5|A0A8B7VNT5_CASCN
OG0006828	tr|E9PWH2|E9PWH2_MOUSE	tr|A0A8B7VQJ5|A0A8B7VQJ5_CASCN
OG0006829	sp|O35738|KLF12_MOUSE	tr|A0A8B7VS18|A0A8B7VS18_CASCN
OG0006830	sp|Q9D0G0|RT30_MOUSE	tr|A0A8B7VTL1|A0A8B7VTL1_CASCN
OG0006831	sp|Q3U0D9|HACE1_MOUSE	tr|A0A8B7VU34|A0A8B7VU34_CASCN
OG0006832	sp|Q8VDB2|ALG12_MOUSE	tr|A0A8B7W092|A0A8B7W092_CASCN
OG0006833	tr|Q8BSH2|Q8BSH2_MOUSE	tr|A0A8B7W7R0|A0A8B7W7R0_CASCN
OG0006834	sp|Q8BSD4|CXD4_MOUSE	tr|A0A8B7WB28|A0A8B7WB28_CASCN
OG0006835	sp|Q3UBG2|PCLI1_MOUSE	tr|A0A8B7WDP1|A0A8B7WDP1_CASCN
OG0006836	tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE	tr|A0A8B7WDT2|A0A8B7WDT2_CASCN
OG0006837	sp|Q3UY90|GAK1A_MOUSE	tr|A0A8C0WYD6|A0A8C0WYD6_CASCN
OG0006838	sp|Q14AT5|ANO7_MOUSE	tr|A0A8C0X6F6|A0A8C0X6F6_CASCN
OG0006839	sp|Q91XT6|TAC2N_MOUSE	tr|A0A8C0ZKZ5|A0A8C0ZKZ5_CASCN
OG0006840	sp|Q3UKZ7|A14EL_MOUSE	tr|A0A250XVC4|A0A250XVC4_CASCN
OG0006841	tr|G3UW50|G3UW50_MOUSE	tr|A0A250Y0T6|A0A250Y0T6_CASCN
OG0006842	sp|Q921F4|HNRLL_MOUSE	tr|A0A250Y2K5|A0A250Y2K5_CASCN
OG0006843	sp|P53351|PLK2_MOUSE	tr|A0A250Y450|A0A250Y450_CASCN
OG0006844	sp|Q9CW03|SMC3_MOUSE	tr|A0A250Y779|A0A250Y779_CASCN
OG0006845	sp|D3Z1D3|CEFIP_MOUSE	tr|A0A250Y7I8|A0A250Y7I8_CASCN
OG0006846	sp|P62320|SMD3_MOUSE	tr|A0A250Y9K2|A0A250Y9K2_CASCN
OG0006847	sp|Q9JI46|NUDT3_MOUSE	tr|A0A250YB19|A0A250YB19_CASCN
OG0006848	sp|Q921Y2|IMP3_MOUSE	tr|A0A250YB87|A0A250YB87_CASCN
OG0006849	sp|Q8BTZ5|ANR46_MOUSE	tr|A0A250YCZ5|A0A250YCZ5_CASCN
OG0006850	sp|Q60692|PSB6_MOUSE	tr|A0A250YDD8|A0A250YDD8_CASCN
OG0006851	sp|P99026|PSB4_MOUSE	tr|A0A250YE71|A0A250YE71_CASCN
OG0006852	sp|Q8R519|ACMSD_MOUSE	tr|A0A8B7TPF6|A0A8B7TPF6_CASCN
OG0006853	sp|P70275|SEM3E_MOUSE	tr|A0A8B7TSV8|A0A8B7TSV8_CASCN
OG0006854	sp|P81069|GABP2_MOUSE	tr|A0A8B7TUZ6|A0A8B7TUZ6_CASCN
OG0006855	sp|Q61010|DTX1_MOUSE	tr|A0A8B7TY94|A0A8B7TY94_CASCN
OG0006856	sp|Q9ESY9|GILT_MOUSE	tr|A0A8B7U220|A0A8B7U220_CASCN
OG0006857	sp|Q9QX11|CYH1_MOUSE	tr|A0A8B7U270|A0A8B7U270_CASCN
OG0006858	tr|A2ABG4|A2ABG4_MOUSE	tr|A0A8B7UBA3|A0A8B7UBA3_CASCN
OG0006859	sp|Q9ET47|ESPN_MOUSE	tr|A0A8B7UD56|A0A8B7UD56_CASCN
OG0006860	sp|Q0VGM9|RTEL1_MOUSE	tr|A0A8B7UF94|A0A8B7UF94_CASCN
OG0006861	sp|P62627|DLRB1_MOUSE	tr|A0A8B7UH12|A0A8B7UH12_CASCN
OG0006862	sp|Q8VD12|Z385A_MOUSE	tr|A0A8B7UJ62|A0A8B7UJ62_CASCN
OG0006863	sp|Q24JP3|F178B_MOUSE	tr|A0A8B7UPS1|A0A8B7UPS1_CASCN
OG0006864	sp|Q8C4J7|TBL3_MOUSE	tr|A0A8B7UZ59|A0A8B7UZ59_CASCN
OG0006865	sp|Q8BNX1|CLC4G_MOUSE	tr|A0A8B7V2M3|A0A8B7V2M3_CASCN
OG0006866	sp|Q0GNC1|INF2_MOUSE	tr|A0A8B7V891|A0A8B7V891_CASCN
OG0006867	sp|O08795|GLU2B_MOUSE	tr|A0A8B7VDL3|A0A8B7VDL3_CASCN
OG0006868	sp|Q9Z1J2|NEK4_MOUSE	tr|A0A8B7VGR4|A0A8B7VGR4_CASCN
OG0006869	sp|A0PJN4|U2QL1_MOUSE	tr|A0A8B7VHM6|A0A8B7VHM6_CASCN
OG0006870	sp|P12657|ACM1_MOUSE	tr|A0A8B7VKE9|A0A8B7VKE9_CASCN
OG0006871	sp|F6TQD1|RN212_MOUSE	tr|A0A8B7VMK5|A0A8B7VMK5_CASCN
OG0006872	sp|P48757|GAST_MOUSE	tr|A0A8B7VQ84|A0A8B7VQ84_CASCN
OG0006873	sp|Q9Z238|CCNE2_MOUSE	tr|A0A8B7VQA9|A0A8B7VQA9_CASCN
OG0006874	sp|Q769J6|ATS13_MOUSE	tr|A0A8B7VRM8|A0A8B7VRM8_CASCN
OG0006875	sp|Q9ES90|GPR35_MOUSE	tr|A0A8B7W398|A0A8B7W398_CASCN
OG0006876	sp|Q8VDT1|SC5A9_MOUSE	tr|A0A8B7WFF8|A0A8B7WFF8_CASCN
OG0006877	sp|Q9DB26|PHYD1_MOUSE	tr|A0A8B7WH59|A0A8B7WH59_CASCN
OG0006878	sp|Q8C102|GALT5_MOUSE	tr|A0A8B7WHU3|A0A8B7WHU3_CASCN
OG0006879	sp|O88940|MUSC_MOUSE	tr|A0A8C0VY61|A0A8C0VY61_CASCN
OG0006880	sp|Q99P91|GPNMB_MOUSE	tr|A0A8C0W0P6|A0A8C0W0P6_CASCN
OG0006881	sp|P20612|GNAT1_MOUSE	tr|A0A8C0WP50|A0A8C0WP50_CASCN
OG0006882	sp|Q9JJU9|CRBB3_MOUSE	tr|A0A8C0WP96|A0A8C0WP96_CASCN
OG0006883	sp|Q9CPW9|MAP12_MOUSE	tr|A0A8C0X1W1|A0A8C0X1W1_CASCN
OG0006884	sp|P35413|GPR3_MOUSE	tr|A0A8C0XH65|A0A8C0XH65_CASCN
OG0006885	sp|P20917|MAG_MOUSE	tr|A0A8C0ZPC3|A0A8C0ZPC3_CASCN
OG0006886	sp|Q5Y5T3|ZDH23_MOUSE	tr|A0A8C0ZQG4|A0A8C0ZQG4_CASCN
OG0006887	sp|P07310|KCRM_MOUSE	tr|A0A250XZR2|A0A250XZR2_CASCN
OG0006888	sp|Q9CYB0|TRI13_MOUSE	tr|A0A250Y050|A0A250Y050_CASCN
OG0006889	sp|Q9D2Q3|PAAT_MOUSE	tr|A0A250Y102|A0A250Y102_CASCN
OG0006890	sp|Q149C2|MIPT3_MOUSE	tr|A0A250Y3J5|A0A250Y3J5_CASCN
OG0006891	sp|Q8BZ47|ZN609_MOUSE	tr|A0A250Y7T9|A0A250Y7T9_CASCN
OG0006892	sp|Q9CQH8|RPP14_MOUSE	tr|A0A250Y9P6|A0A250Y9P6_CASCN
OG0006893	tr|Q7TNL9|Q7TNL9_MOUSE	tr|A0A250YA17|A0A250YA17_CASCN
OG0006894	sp|Q9QZB9|DCTN5_MOUSE	tr|A0A250YBB8|A0A250YBB8_CASCN
OG0006895	sp|Q9CR23|TMEM9_MOUSE	tr|A0A250YBG7|A0A250YBG7_CASCN
OG0006896	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A250YBK4|A0A250YBK4_CASCN
OG0006897	sp|Q9ET26|RN114_MOUSE	tr|A0A250YCU2|A0A250YCU2_CASCN
OG0006898	sp|Q9JJT9|PHAX_MOUSE	tr|A0A250YH36|A0A250YH36_CASCN
OG0006899	sp|Q68FF7|SLAI1_MOUSE	tr|A0A8B7TL05|A0A8B7TL05_CASCN
OG0006900	tr|Q8VFY3|Q8VFY3_MOUSE	tr|A0A8B7TRC9|A0A8B7TRC9_CASCN
OG0006901	sp|Q99LX8|OST4_MOUSE	tr|A0A8B7TU10|A0A8B7TU10_CASCN
OG0006902	sp|Q5K2P8|POLS2_MOUSE	tr|A0A8B7U082|A0A8B7U082_CASCN
OG0006903	sp|Q8BW96|KCC1D_MOUSE	tr|A0A8B7U0C9|A0A8B7U0C9_CASCN
OG0006904	sp|O09108|LSHB_MOUSE	tr|A0A8B7U1Y6|A0A8B7U1Y6_CASCN
OG0006905	sp|Q9D1I5|MCEE_MOUSE	tr|A0A8B7U6V7|A0A8B7U6V7_CASCN
OG0006906	tr|B2RX70|B2RX70_MOUSE	tr|A0A8B7UEG9|A0A8B7UEG9_CASCN
OG0006907	sp|Q2TJ95|RSPO3_MOUSE	tr|A0A8B7UIV0|A0A8B7UIV0_CASCN
OG0006908	sp|Q91ZR5|CTSR1_MOUSE	tr|A0A8B7ULX5|A0A8B7ULX5_CASCN
OG0006909	tr|Q9QWV1|Q9QWV1_MOUSE	tr|A0A8B7UNK5|A0A8B7UNK5_CASCN
OG0006910	sp|Q8BML1|MICA2_MOUSE	tr|A0A8B7UQX2|A0A8B7UQX2_CASCN
OG0006911	sp|Q4ZJM9|C1QL4_MOUSE	tr|A0A8B7V006|A0A8B7V006_CASCN
OG0006912	sp|Q9D4Y8|TM269_MOUSE	tr|A0A8B7V6I0|A0A8B7V6I0_CASCN
OG0006913	sp|Q61469|PLPP1_MOUSE	tr|A0A8B7V748|A0A8B7V748_CASCN
OG0006914	sp|Q9D6B9|HRCT1_MOUSE	tr|A0A8B7VGP7|A0A8B7VGP7_CASCN
OG0006915	sp|Q9D903|EBP2_MOUSE	tr|A0A8B7VH31|A0A8B7VH31_CASCN
OG0006916	sp|P28651|CAH8_MOUSE	tr|A0A8B7VK79|A0A8B7VK79_CASCN
OG0006917	sp|Q3U3R4|LMF1_MOUSE	tr|A0A8B7VKX9|A0A8B7VKX9_CASCN
OG0006918	sp|Q924M7|MPI_MOUSE	tr|A0A8B7VRU0|A0A8B7VRU0_CASCN
OG0006919	sp|Q99MV7|RNF17_MOUSE	tr|A0A8B7VRZ6|A0A8B7VRZ6_CASCN
OG0006920	sp|Q8CHJ2|AQP12_MOUSE	tr|A0A8B7W431|A0A8B7W431_CASCN
OG0006921	sp|Q8R554|OTU7A_MOUSE	tr|A0A8B7W493|A0A8B7W493_CASCN
OG0006922	sp|Q9CWF6|BBS2_MOUSE	tr|A0A8B7WB12|A0A8B7WB12_CASCN
OG0006923	sp|Q8K342|RASF9_MOUSE	tr|A0A8B7WCK6|A0A8B7WCK6_CASCN
OG0006924	sp|P20357|MTAP2_MOUSE	tr|A0A8B7WHM4|A0A8B7WHM4_CASCN
OG0006925	sp|P22227|ZFP42_MOUSE	tr|A0A8B7WHN4|A0A8B7WHN4_CASCN
OG0006926	tr|Q8VH17|Q8VH17_MOUSE	tr|A0A8B7WIC0|A0A8B7WIC0_CASCN
OG0006927	sp|Q05A13|S16C6_MOUSE	tr|A0A8B7WIC5|A0A8B7WIC5_CASCN
OG0006928	sp|P70378|FGF11_MOUSE	tr|A0A8C0WX64|A0A8C0WX64_CASCN
OG0006929	sp|P61793|LPAR1_MOUSE	tr|A0A8C0ZLI2|A0A8C0ZLI2_CASCN
OG0006930	sp|P97825|JUPI1_MOUSE	tr|A0A250XVF2|A0A250XVF2_CASCN
OG0006931	sp|Q9DAI2|IFT22_MOUSE	tr|A0A250XVW4|A0A250XVW4_CASCN
OG0006932	sp|Q8C5Q4|GRSF1_MOUSE	tr|A0A250Y1I0|A0A250Y1I0_CASCN
OG0006933	sp|Q9D0R8|LSM12_MOUSE	tr|A0A250YBQ7|A0A250YBQ7_CASCN
OG0006934	sp|Q5U5M8|BL1S3_MOUSE	tr|A0A250YBQ9|A0A250YBQ9_CASCN
OG0006935	sp|P62242|RS8_MOUSE	tr|A0A250YC65|A0A250YC65_CASCN
OG0006936	sp|O35075|VP26C_MOUSE	tr|A0A250YF57|A0A250YF57_CASCN
OG0006937	sp|Q9JKY5|HIP1R_MOUSE	tr|A0A250YM25|A0A250YM25_CASCN
OG0006939	sp|Q8BXQ3|LRTM1_MOUSE	tr|A0A8B7TPS1|A0A8B7TPS1_CASCN
OG0006940	sp|Q8BZ33|TENS4_MOUSE	tr|A0A8B7TRU5|A0A8B7TRU5_CASCN
OG0006941	sp|Q3TLI0|TPC10_MOUSE	tr|A0A8B7TSP9|A0A8B7TSP9_CASCN
OG0006942	sp|Q9CQP0|RM33_MOUSE	tr|A0A8B7TT71|A0A8B7TT71_CASCN
OG0006943	sp|Q8BXT1|RGS8_MOUSE	tr|A0A8B7TTM5|A0A8B7TTM5_CASCN
OG0006944	sp|Q7TQA5|T2R39_MOUSE	tr|A0A8B7TU18|A0A8B7TU18_CASCN
OG0006945	sp|P43488|TNFL4_MOUSE	tr|A0A8B7TXR7|A0A8B7TXR7_CASCN
OG0006946	sp|Q61711|SIAL_MOUSE	tr|A0A8B7TZF9|A0A8B7TZF9_CASCN
OG0006947	sp|Q8R4G9|ACHA3_MOUSE	tr|A0A8B7U1Y9|A0A8B7U1Y9_CASCN
OG0006948	sp|O35701|MATN3_MOUSE	tr|A0A8B7U3C9|A0A8B7U3C9_CASCN
OG0006949	sp|Q8BH98|MBOA1_MOUSE	tr|A0A8B7UAP5|A0A8B7UAP5_CASCN
OG0006950	sp|O08859|TSG6_MOUSE	tr|A0A8B7UCX6|A0A8B7UCX6_CASCN
OG0006951	sp|A2AKX3|SETX_MOUSE	tr|A0A8B7UD96|A0A8B7UD96_CASCN
OG0006952	sp|O35231|KIFC3_MOUSE	tr|A0A8B7UKL7|A0A8B7UKL7_CASCN
OG0006953	sp|Q01887|RYK_MOUSE	tr|A0A8B7UQY8|A0A8B7UQY8_CASCN
OG0006954	sp|P51656|DHB1_MOUSE	tr|A0A8B7UR77|A0A8B7UR77_CASCN
OG0006955	sp|Q8K0D2|HABP2_MOUSE	tr|A0A8B7UUL0|A0A8B7UUL0_CASCN
OG0006956	sp|Q0VBF2|TM52B_MOUSE	tr|A0A8B7UX68|A0A8B7UX68_CASCN
OG0006957	sp|P03940|CP21A_MOUSE	tr|A0A8B7V061|A0A8B7V061_CASCN
OG0006958	sp|Q60928|GGT1_MOUSE	tr|A0A8B7V2I6|A0A8B7V2I6_CASCN
OG0006959	sp|Q08501|PRLR_MOUSE	tr|A0A8B7V4S9|A0A8B7V4S9_CASCN
OG0006960	sp|Q9D172|GAL3A_MOUSE	tr|A0A8B7V9W0|A0A8B7V9W0_CASCN
OG0006961	sp|Q8C3Q9|CASP9_MOUSE	tr|A0A8B7VA01|A0A8B7VA01_CASCN
OG0006963	sp|Q8BJS4|SUN2_MOUSE	tr|A0A8B7VCM9|A0A8B7VCM9_CASCN
OG0006964	tr|A0A1W2P740|A0A1W2P740_MOUSE	tr|A0A8B7VKV6|A0A8B7VKV6_CASCN
OG0006965	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A8B7VSP9|A0A8B7VSP9_CASCN
OG0006966	sp|Q7TN05|AP1S3_MOUSE	tr|A0A8B7VUM1|A0A8B7VUM1_CASCN
OG0006967	sp|Q9WTL2|RAB25_MOUSE	tr|A0A8B7VZ72|A0A8B7VZ72_CASCN
OG0006968	sp|Q9D168|INT12_MOUSE	tr|A0A8B7W1P5|A0A8B7W1P5_CASCN
OG0006969	sp|Q8C0L6|PAOX_MOUSE	tr|A0A8B7W7J3|A0A8B7W7J3_CASCN
OG0006970	sp|Q7TN73|CASD1_MOUSE	tr|A0A8B7WEI6|A0A8B7WEI6_CASCN
OG0006971	sp|A6H603|NWD1_MOUSE	tr|A0A8B7WFJ7|A0A8B7WFJ7_CASCN
OG0006972	sp|A1EGX6|FSCB_MOUSE	tr|A0A8B7WJQ6|A0A8B7WJQ6_CASCN
OG0006973	sp|O08760|OGG1_MOUSE	tr|A0A8C0WDZ8|A0A8C0WDZ8_CASCN
OG0006974	sp|Q3TL26|TFB2M_MOUSE	tr|A0A8C0X7G5|A0A8C0X7G5_CASCN
OG0006975	sp|Q9JJ93|CN119_MOUSE	tr|A0A8C0X9M7|A0A8C0X9M7_CASCN
OG0006976	sp|Q70KY4|FOXO6_MOUSE	tr|A0A8C0XA78|A0A8C0XA78_CASCN
OG0006977	sp|Q8BQ30|PPR18_MOUSE	tr|A0A8C0XLJ6|A0A8C0XLJ6_CASCN
OG0006978	sp|Q9JJC9|HERP2_MOUSE	tr|A0A8C0XPY3|A0A8C0XPY3_CASCN
OG0006979	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A8C0XUU2|A0A8C0XUU2_CASCN
OG0006980	sp|Q6DVA0|LEMD2_MOUSE	tr|A0A8C0ZXB7|A0A8C0ZXB7_CASCN
OG0006981	sp|Q8BR93|HARB1_MOUSE	tr|A0A250XZ07|A0A250XZ07_CASCN
OG0006982	sp|P12787|COX5A_MOUSE	tr|A0A250YA64|A0A250YA64_CASCN
OG0006983	sp|P37217|CD69_MOUSE	tr|A0A250YBL0|A0A250YBL0_CASCN
OG0006984	sp|Q8R395|COMD5_MOUSE	tr|A0A250YCM7|A0A250YCM7_CASCN
OG0006985	sp|Q8BR70|YIPF6_MOUSE	tr|A0A250YD66|A0A250YD66_CASCN
OG0006986	sp|Q9CQJ2|PIHD1_MOUSE	tr|A0A250YEK1|A0A250YEK1_CASCN
OG0006987	sp|P68040|RACK1_MOUSE	tr|A0A250YFD3|A0A250YFD3_CASCN
OG0006988	sp|O08691|ARGI2_MOUSE	tr|A0A250YGA7|A0A250YGA7_CASCN
OG0006989	sp|P12388|PAI2_MOUSE	tr|A0A250YHI4|A0A250YHI4_CASCN
OG0006990	sp|P22561|WT1_MOUSE	tr|A0A8B7TN98|A0A8B7TN98_CASCN
OG0006991	sp|Q99MT6|SUCR1_MOUSE	tr|A0A8B7TTV3|A0A8B7TTV3_CASCN
OG0006992	sp|Q9QYJ1|SIA7E_MOUSE	tr|A0A8B7U1D2|A0A8B7U1D2_CASCN
OG0006993	sp|Q9JLV6|PNKP_MOUSE	tr|A0A8B7U876|A0A8B7U876_CASCN
OG0006994	sp|Q9D106|PEPA5_MOUSE	tr|A0A8B7UH01|A0A8B7UH01_CASCN
OG0006995	sp|Q8R5H6|WASF1_MOUSE	tr|A0A8B7UID0|A0A8B7UID0_CASCN
OG0006996	sp|Q80T11|USH1G_MOUSE	tr|A0A8B7USA0|A0A8B7USA0_CASCN
OG0006997	sp|O54792|HES2_MOUSE	tr|A0A8B7USP6|A0A8B7USP6_CASCN
OG0006998	sp|P26952|IL3RA_MOUSE	tr|A0A8B7UT99|A0A8B7UT99_CASCN
OG0006999	sp|Q8C1S0|MED19_MOUSE	tr|A0A8B7UUA9|A0A8B7UUA9_CASCN
OG0007000	sp|Q9QY53|NPHP1_MOUSE	tr|A0A8B7UYG5|A0A8B7UYG5_CASCN
OG0007001	tr|Q9Z150|Q9Z150_MOUSE	tr|A0A8B7V097|A0A8B7V097_CASCN
OG0007002	sp|Q9JHJ3|GLMP_MOUSE	tr|A0A8B7V110|A0A8B7V110_CASCN
OG0007003	sp|Q6PHN7|TM164_MOUSE	tr|A0A8B7V1M2|A0A8B7V1M2_CASCN
OG0007004	sp|P59279|RAB2B_MOUSE	tr|A0A8B7V2J0|A0A8B7V2J0_CASCN
OG0007005	tr|V9GX81|V9GX81_MOUSE	tr|A0A8B7V4M1|A0A8B7V4M1_CASCN
OG0007006	sp|Q8CE64|ZN276_MOUSE	tr|A0A8B7VBX3|A0A8B7VBX3_CASCN
OG0007007	sp|Q58Y74|TRCG1_MOUSE	tr|A0A8B7VIM2|A0A8B7VIM2_CASCN
OG0007008	sp|Q8CH25|SLTM_MOUSE	tr|A0A8B7VIP7|A0A8B7VIP7_CASCN
OG0007009	sp|Q9D7F7|CHM4C_MOUSE	tr|A0A8B7VJZ0|A0A8B7VJZ0_CASCN
OG0007010	sp|O88441|MTX2_MOUSE	tr|A0A8B7VMQ8|A0A8B7VMQ8_CASCN
OG0007011	sp|E9Q9W7|PDZD7_MOUSE	tr|A0A8B7VNP6|A0A8B7VNP6_CASCN
OG0007012	sp|Q9D6Z0|ALKB7_MOUSE	tr|A0A8B7VVG3|A0A8B7VVG3_CASCN
OG0007013	sp|Q9Z1X2|PTSS2_MOUSE	tr|A0A8B7W168|A0A8B7W168_CASCN
OG0007014	sp|Q9Z211|PX11A_MOUSE	tr|A0A8B7WGD4|A0A8B7WGD4_CASCN
OG0007015	sp|Q8K078|SO4A1_MOUSE	tr|A0A8B7WGL3|A0A8B7WGL3_CASCN
OG0007016	sp|Q9D0L6|BAMBI_MOUSE	tr|A0A8B7WI37|A0A8B7WI37_CASCN
