Orthogroup	Mus_musculus	Camelus_ferus 
OG0006644	sp|Q8VCC1|PGDH_MOUSE	tr|S9WBR6|S9WBR6_CAMFR
OG0006645	sp|O70325|GPX4_MOUSE	tr|S9WEE4|S9WEE4_CAMFR
OG0006646	sp|O55233|CER1_MOUSE	tr|S9WGA9|S9WGA9_CAMFR
OG0006647	sp|Q9QZD4|XPF_MOUSE	tr|S9WKT6|S9WKT6_CAMFR
OG0006648	sp|Q99PR8|HSPB2_MOUSE	tr|S9WL07|S9WL07_CAMFR
OG0006649	sp|Q3UL97|MCAF2_MOUSE	tr|S9WLW7|S9WLW7_CAMFR
OG0006650	sp|Q9DBK0|ACO12_MOUSE	tr|S9WLX0|S9WLX0_CAMFR
OG0006651	sp|Q8BRC6|CFA91_MOUSE	tr|S9WMA3|S9WMA3_CAMFR
OG0006652	sp|O35214|OPSX_MOUSE	tr|S9WPD9|S9WPD9_CAMFR
OG0006653	sp|Q8R395|COMD5_MOUSE	tr|S9WQX0|S9WQX0_CAMFR
OG0006654	tr|E9Q7M2|E9Q7M2_MOUSE	tr|S9WS67|S9WS67_CAMFR
OG0006655	sp|Q8VC60|GLB1L_MOUSE	tr|S9WV95|S9WV95_CAMFR
OG0006656	sp|Q9CQA9|NTPCR_MOUSE	tr|S9X0Q3|S9X0Q3_CAMFR
OG0006657	sp|A2AGT5|CKAP5_MOUSE	tr|S9X6K7|S9X6K7_CAMFR
OG0006658	sp|P51174|ACADL_MOUSE	tr|S9X6P5|S9X6P5_CAMFR
OG0006659	sp|P58389|PTPA_MOUSE	tr|S9X780|S9X780_CAMFR
OG0006660	sp|Q91VU1|YIPF1_MOUSE	tr|S9X8C1|S9X8C1_CAMFR
OG0006661	sp|Q8BGK2|ARHL1_MOUSE	tr|S9X991|S9X991_CAMFR
OG0006662	sp|P24622|CRYAA_MOUSE	tr|S9XCR3|S9XCR3_CAMFR
OG0006663	sp|Q08481|PECA1_MOUSE	tr|S9XDY5|S9XDY5_CAMFR
OG0006664	sp|Q811Q9|PCY1B_MOUSE	tr|S9XE14|S9XE14_CAMFR
OG0006665	sp|P21126|UBL4A_MOUSE	tr|S9XEV2|S9XEV2_CAMFR
OG0006666	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|S9XKV3|S9XKV3_CAMFR
OG0006667	sp|Q9WUQ7|DEXI_MOUSE	tr|S9XMH4|S9XMH4_CAMFR
OG0006668	sp|Q91X96|MSS4_MOUSE	tr|S9XMM6|S9XMM6_CAMFR
OG0006669	sp|O35143|ATIF1_MOUSE	tr|S9XNE5|S9XNE5_CAMFR
OG0006670	sp|P48615|WNT11_MOUSE	tr|S9XP99|S9XP99_CAMFR
OG0006671	sp|Q9Z1D8|ZKSC5_MOUSE	tr|S9XPQ3|S9XPQ3_CAMFR
OG0006672	sp|P03995|GFAP_MOUSE	tr|S9XPU7|S9XPU7_CAMFR
OG0006673	sp|P42082|CD86_MOUSE	tr|S9XQ82|S9XQ82_CAMFR
OG0006674	sp|Q00993|UFO_MOUSE	tr|S9XQA1|S9XQA1_CAMFR
OG0006675	sp|Q9QZC8|ABHD1_MOUSE	tr|S9XQD9|S9XQD9_CAMFR
OG0006676	sp|Q8K182|CO8A_MOUSE	tr|S9XUN6|S9XUN6_CAMFR
OG0006677	sp|Q8K341|ATAT_MOUSE	tr|S9XVV4|S9XVV4_CAMFR
OG0006678	sp|Q99KW9|TIP_MOUSE	tr|S9XWF6|S9XWF6_CAMFR
OG0006679	sp|Q80XD1|CHIO_MOUSE	tr|S9XZ37|S9XZ37_CAMFR
OG0006680	sp|Q9ERR7|SEP15_MOUSE	tr|S9Y209|S9Y209_CAMFR
OG0006681	sp|Q8CDU6|HECD2_MOUSE	tr|S9Y3H6|S9Y3H6_CAMFR
OG0006682	sp|Q8R2Y8|PTH2_MOUSE	tr|S9Y806|S9Y806_CAMFR
OG0006683	sp|Q6A078|CE290_MOUSE	tr|S9Y9F2|S9Y9F2_CAMFR
OG0006684	sp|Q99M71|EPDR1_MOUSE	tr|S9Y9W2|S9Y9W2_CAMFR
OG0006685	sp|Q9CQ22|LTOR1_MOUSE	tr|S9YH11|S9YH11_CAMFR
OG0006686	sp|Q69ZH9|RHG23_MOUSE	tr|S9YIJ6|S9YIJ6_CAMFR
OG0006687	sp|P97400|LEG10_MOUSE	tr|S9YPU1|S9YPU1_CAMFR
OG0006688	sp|Q923D2|BLVRB_MOUSE	tr|S9YPV5|S9YPV5_CAMFR
OG0006689	sp|Q14AX6|CDK12_MOUSE	tr|S9YT34|S9YT34_CAMFR
OG0006690	sp|Q5M8M9|LRC52_MOUSE	tr|S9YU69|S9YU69_CAMFR
OG0006691	sp|Q6NVE9|PPTC7_MOUSE	tr|T0MDV5|T0MDV5_CAMFR
OG0006692	sp|P70452|STX4_MOUSE	tr|T0MHE3|T0MHE3_CAMFR
OG0006693	sp|Q99MK9|RASF1_MOUSE	tr|T0NH47|T0NH47_CAMFR
OG0006694	sp|Q6P5U8|CC148_MOUSE	tr|T0NIB0|T0NIB0_CAMFR
OG0006695	sp|Q61810|LTBP3_MOUSE	tr|T0NQE1|T0NQE1_CAMFR
OG0006696	sp|Q3TUH1|TAM41_MOUSE	tr|T0NQM3|T0NQM3_CAMFR
OG0006697	tr|Q8VFE2|Q8VFE2_MOUSE	tr|S9W461|S9W461_CAMFR
OG0006698	sp|Q3UWA4|TRI40_MOUSE	tr|S9W470|S9W470_CAMFR
OG0006699	sp|Q91VD9|NDUS1_MOUSE	tr|S9WCE1|S9WCE1_CAMFR
OG0006700	sp|B2RW38|CFA58_MOUSE	tr|S9WFS2|S9WFS2_CAMFR
OG0006701	sp|Q8BGA2|LHPL2_MOUSE	tr|S9WLV5|S9WLV5_CAMFR
OG0006702	sp|Q5RJH3|CAD12_MOUSE	tr|S9WP57|S9WP57_CAMFR
OG0006703	sp|Q920I9|WDR7_MOUSE	tr|S9WW19|S9WW19_CAMFR
OG0006704	tr|Q9WUR0|Q9WUR0_MOUSE	tr|S9WX29|S9WX29_CAMFR
OG0006705	sp|Q8BM65|NYAP2_MOUSE	tr|S9WYF2|S9WYF2_CAMFR
OG0006706	sp|Q8K1S1|LGI4_MOUSE	tr|S9WZ16|S9WZ16_CAMFR
OG0006707	sp|Q9D2P4|URM1_MOUSE	tr|S9X4G9|S9X4G9_CAMFR
OG0006709	sp|P41731|CD63_MOUSE	tr|S9X8P4|S9X8P4_CAMFR
OG0006710	sp|Q68FG0|ZC4H2_MOUSE	tr|S9XB37|S9XB37_CAMFR
OG0006711	tr|D3YYQ8|D3YYQ8_MOUSE	tr|S9XC13|S9XC13_CAMFR
OG0006712	sp|P48757|GAST_MOUSE	tr|S9XCX3|S9XCX3_CAMFR
OG0006713	sp|Q8BG39|SV2B_MOUSE	tr|S9XD54|S9XD54_CAMFR
OG0006714	sp|E9PVB5|TTC17_MOUSE	tr|S9XDD5|S9XDD5_CAMFR
OG0006715	sp|Q9D236|HTRA3_MOUSE	tr|S9XE53|S9XE53_CAMFR
OG0006716	sp|Q8BHF7|PGPS1_MOUSE	tr|S9XF31|S9XF31_CAMFR
OG0006717	sp|O09046|OXLA_MOUSE	tr|S9XF67|S9XF67_CAMFR
OG0006718	tr|Q9EQ08|Q9EQ08_MOUSE	tr|S9XJA1|S9XJA1_CAMFR
OG0006719	sp|Q62203|SF3A2_MOUSE	tr|S9XMR9|S9XMR9_CAMFR
OG0006720	tr|A0A1B0GSW2|A0A1B0GSW2_MOUSE	tr|S9XNI9|S9XNI9_CAMFR
OG0006721	sp|Q8BGV4|TTI2_MOUSE	tr|S9XNU5|S9XNU5_CAMFR
OG0006722	sp|Q14B71|CDCA2_MOUSE	tr|S9XQ86|S9XQ86_CAMFR
OG0006723	sp|Q9JHX3|IL21R_MOUSE	tr|S9XWU1|S9XWU1_CAMFR
OG0006724	sp|Q923S9|RAB30_MOUSE	tr|S9XWU9|S9XWU9_CAMFR
OG0006725	sp|Q5SSI6|UTP18_MOUSE	tr|S9XYJ1|S9XYJ1_CAMFR
OG0006726	sp|Q61410|KGP2_MOUSE	tr|S9XYW1|S9XYW1_CAMFR
OG0006727	sp|O08641|SH3Y1_MOUSE	tr|S9Y6X5|S9Y6X5_CAMFR
OG0006728	sp|Q80U93|NU214_MOUSE	tr|S9Y7D1|S9Y7D1_CAMFR
OG0006729	sp|Q80X86|ARM12_MOUSE	tr|S9YA06|S9YA06_CAMFR
OG0006730	sp|Q9Z273|TULP1_MOUSE	tr|S9YA21|S9YA21_CAMFR
OG0006731	sp|Q9ER04|TMPS5_MOUSE	tr|S9YGS0|S9YGS0_CAMFR
OG0006732	sp|Q9DAT5|MTU1_MOUSE	tr|S9YI23|S9YI23_CAMFR
OG0006733	sp|Q9Z0G9|CLD3_MOUSE	tr|S9YIN2|S9YIN2_CAMFR
OG0006734	sp|Q9CQ37|UBE2T_MOUSE	tr|S9YPU5|S9YPU5_CAMFR
OG0006735	sp|Q9WU62|INCE_MOUSE	tr|S9YQG4|S9YQG4_CAMFR
OG0006736	sp|Q6P4S6|SIK3_MOUSE	tr|S9YVL0|S9YVL0_CAMFR
OG0006737	sp|Q8R1N4|NUDC3_MOUSE	tr|S9YVW9|S9YVW9_CAMFR
OG0006738	sp|P14824|ANXA6_MOUSE	tr|S9YX59|S9YX59_CAMFR
OG0006739	sp|Q9D3W1|RSP14_MOUSE	tr|S9Z1S7|S9Z1S7_CAMFR
OG0006740	sp|Q3URE1|ACSF3_MOUSE	tr|T0MC14|T0MC14_CAMFR
OG0006741	sp|Q8CG50|RAB43_MOUSE	tr|T0MF24|T0MF24_CAMFR
OG0006742	sp|Q80X85|RT07_MOUSE	tr|T0NP15|T0NP15_CAMFR
OG0006743	sp|P23299|KCNE1_MOUSE	tr|T0NSG7|T0NSG7_CAMFR
OG0006744	sp|Q9CXH7|SGO1_MOUSE	tr|S9WEL5|S9WEL5_CAMFR
OG0006745	sp|Q9Z1S3|GRP1_MOUSE	tr|S9WIA7|S9WIA7_CAMFR
OG0006746	sp|Q923Z4|FER3L_MOUSE	tr|S9WMY0|S9WMY0_CAMFR
OG0006747	sp|P84086|CPLX2_MOUSE	tr|S9WUP1|S9WUP1_CAMFR
OG0006748	sp|Q8BFU1|S39A9_MOUSE	tr|S9WVX5|S9WVX5_CAMFR
OG0006749	sp|Q8R1X6|SPART_MOUSE	tr|S9WWJ5|S9WWJ5_CAMFR
OG0006751	sp|Q3UN02|LCLT1_MOUSE	tr|S9X212|S9X212_CAMFR
OG0006752	tr|J3QNB7|J3QNB7_MOUSE	tr|S9X237|S9X237_CAMFR
OG0006753	sp|Q9DBM2|ECHP_MOUSE	tr|S9X4F1|S9X4F1_CAMFR
OG0006754	sp|Q8R3Y5|CS047_MOUSE	tr|S9XCB4|S9XCB4_CAMFR
OG0006755	sp|Q9CQV4|RETR3_MOUSE	tr|S9XJ33|S9XJ33_CAMFR
OG0006757	sp|P58929|GMEB2_MOUSE	tr|S9XJG5|S9XJG5_CAMFR
OG0006758	sp|Q69ZB3|TSYL5_MOUSE	tr|S9XJV8|S9XJV8_CAMFR
OG0006759	sp|Q3UI43|BABA1_MOUSE	tr|S9XJY5|S9XJY5_CAMFR
OG0006760	sp|Q640N1|AEBP1_MOUSE	tr|S9XKL1|S9XKL1_CAMFR
OG0006761	sp|Q9D3S3|SNX29_MOUSE	tr|S9XMG8|S9XMG8_CAMFR
OG0006762	tr|B2RWC4|B2RWC4_MOUSE	tr|S9XNB4|S9XNB4_CAMFR
OG0006763	sp|Q8BWR8|RHPN2_MOUSE	tr|S9XNI2|S9XNI2_CAMFR
OG0006764	sp|O70194|EIF3D_MOUSE	tr|S9XNN6|S9XNN6_CAMFR
OG0006765	sp|Q3MI48|JSPR1_MOUSE	tr|S9XP78|S9XP78_CAMFR
OG0006766	sp|Q80SS6|GPBAR_MOUSE	tr|S9XWG1|S9XWG1_CAMFR
OG0006767	sp|Q3USS3|DRC1_MOUSE	tr|S9Y016|S9Y016_CAMFR
OG0006768	tr|A3KGJ9|A3KGJ9_MOUSE	tr|S9Y2Q4|S9Y2Q4_CAMFR
OG0006769	sp|Q7TS74|CKP2L_MOUSE	tr|S9Y3L2|S9Y3L2_CAMFR
OG0006770	sp|Q69Z37|SAM9L_MOUSE	tr|S9Y5H3|S9Y5H3_CAMFR
OG0006771	sp|B1AY10|NFX1_MOUSE	tr|S9Y5S1|S9Y5S1_CAMFR
OG0006772	sp|Q9EPX2|PPN_MOUSE	tr|S9YB67|S9YB67_CAMFR
OG0006773	sp|Q09163|DLK1_MOUSE	tr|S9YC50|S9YC50_CAMFR
OG0006774	sp|Q8VC10|OSGI1_MOUSE	tr|S9YCP7|S9YCP7_CAMFR
OG0006775	sp|O35160|PITX3_MOUSE	tr|S9YED8|S9YED8_CAMFR
OG0006776	sp|A7DTG3|SRTD4_MOUSE	tr|S9YIZ3|S9YIZ3_CAMFR
OG0006777	tr|E9PYR1|E9PYR1_MOUSE	tr|S9YJA4|S9YJA4_CAMFR
OG0006778	sp|Q8BHK2|SCN3B_MOUSE	tr|S9YKF3|S9YKF3_CAMFR
OG0006779	sp|Q9CZ83|RM55_MOUSE	tr|S9YLR7|S9YLR7_CAMFR
OG0006780	sp|P70389|ALS_MOUSE	tr|S9YNE1|S9YNE1_CAMFR
OG0006781	sp|Q6PGN1|ERFE_MOUSE	tr|S9YQB9|S9YQB9_CAMFR
OG0006782	sp|O54983|CRYM_MOUSE	tr|S9YRE3|S9YRE3_CAMFR
OG0006783	sp|Q9D3W5|LRC71_MOUSE	tr|S9YXC8|S9YXC8_CAMFR
OG0006784	sp|Q9JLC3|MSRB1_MOUSE	tr|S9YYB7|S9YYB7_CAMFR
OG0006785	sp|Q924S9|DSCR6_MOUSE	tr|T0MH30|T0MH30_CAMFR
OG0006786	sp|Q3TAP4|AP5B1_MOUSE	tr|T0NQB4|T0NQB4_CAMFR
OG0006787	sp|D3YYM4|WDR72_MOUSE	tr|S9W9C0|S9W9C0_CAMFR
OG0006788	sp|Q9EPK8|TRPV4_MOUSE	tr|S9WCS7|S9WCS7_CAMFR
OG0006789	sp|Q8C8M1|SHCAF_MOUSE	tr|S9WD05|S9WD05_CAMFR
OG0006790	sp|Q9QXE0|HACL1_MOUSE	tr|S9WDY9|S9WDY9_CAMFR
OG0006791	sp|O35841|API5_MOUSE	tr|S9WE23|S9WE23_CAMFR
OG0006792	sp|P41969|ELK1_MOUSE	tr|S9WGY5|S9WGY5_CAMFR
OG0006793	sp|Q9Z206|ARHG8_MOUSE	tr|S9WJ54|S9WJ54_CAMFR
OG0006794	sp|Q8CDE2|CALI_MOUSE	tr|S9WSY1|S9WSY1_CAMFR
OG0006795	sp|P97467|AMD_MOUSE	tr|S9WVK2|S9WVK2_CAMFR
OG0006796	sp|Q5DU31|ICEF1_MOUSE	tr|S9X283|S9X283_CAMFR
OG0006797	sp|Q6KAU8|A16L2_MOUSE	tr|S9X4Z7|S9X4Z7_CAMFR
OG0006798	sp|Q91VZ6|SMAP1_MOUSE	tr|S9X581|S9X581_CAMFR
OG0006799	sp|Q60695|RGL1_MOUSE	tr|S9XBS0|S9XBS0_CAMFR
OG0006800	sp|Q6ZQ89|MARH6_MOUSE	tr|S9XCR1|S9XCR1_CAMFR
OG0006801	sp|Q7TMX5|SHQ1_MOUSE	tr|S9XCT5|S9XCT5_CAMFR
OG0006802	sp|Q9D1M7|FKB11_MOUSE	tr|S9XEQ1|S9XEQ1_CAMFR
OG0006803	sp|Q60948|MAD4_MOUSE	tr|S9XFS6|S9XFS6_CAMFR
OG0006804	sp|Q9JL15|LEG8_MOUSE	tr|S9XIM9|S9XIM9_CAMFR
OG0006805	sp|O88416|GPR33_MOUSE	tr|S9XLW2|S9XLW2_CAMFR
OG0006806	sp|P24161|CD3Z_MOUSE	tr|S9XQA5|S9XQA5_CAMFR
OG0006807	sp|P97449|AMPN_MOUSE	tr|S9XTJ0|S9XTJ0_CAMFR
OG0006808	sp|Q8K2L8|TPC12_MOUSE	tr|S9XV58|S9XV58_CAMFR
OG0006809	sp|Q9JHU2|PALMD_MOUSE	tr|S9XXN6|S9XXN6_CAMFR
OG0006810	tr|Q8VF27|Q8VF27_MOUSE	tr|S9Y8Y9|S9Y8Y9_CAMFR
OG0006811	sp|Q8VDP2|STEEP_MOUSE	tr|S9Y9X7|S9Y9X7_CAMFR
OG0006812	sp|Q8R368|DAAF4_MOUSE	tr|S9YB58|S9YB58_CAMFR
OG0006813	sp|Q91WQ5|TAF5L_MOUSE	tr|S9YCV2|S9YCV2_CAMFR
OG0006814	sp|O88796|RPP30_MOUSE	tr|S9YCX0|S9YCX0_CAMFR
OG0006816	sp|P09079|HXB5_MOUSE	tr|S9YIM5|S9YIM5_CAMFR
OG0006817	sp|Q3UQU0|BRD9_MOUSE	tr|S9YLU3|S9YLU3_CAMFR
OG0006818	sp|Q07174|M3K8_MOUSE	tr|S9YPX4|S9YPX4_CAMFR
OG0006819	sp|Q80Y84|KDM5B_MOUSE	tr|S9YZT1|S9YZT1_CAMFR
OG0006820	sp|Q9DCS2|MTL26_MOUSE	tr|S9Z1P0|S9Z1P0_CAMFR
OG0006822	sp|Q8R307|VPS18_MOUSE	tr|T0MG00|T0MG00_CAMFR
OG0006823	sp|O35664|INAR2_MOUSE	tr|T0MIY7|T0MIY7_CAMFR
OG0006824	sp|Q6NXN1|SZRD1_MOUSE	tr|T0MJ96|T0MJ96_CAMFR
OG0006825	sp|Q7TT18|MCAF1_MOUSE	tr|T0MKE2|T0MKE2_CAMFR
OG0006826	sp|P37217|CD69_MOUSE	tr|T0MKH8|T0MKH8_CAMFR
OG0006827	sp|P28571|SC6A9_MOUSE	tr|T0NIQ3|T0NIQ3_CAMFR
OG0006828	tr|B2RT41|B2RT41_MOUSE	tr|T0NTP4|T0NTP4_CAMFR
OG0006829	sp|Q61885|MOG_MOUSE	tr|S9W474|S9W474_CAMFR
OG0006830	sp|Q8BQN5|FA78B_MOUSE	tr|S9W6Y6|S9W6Y6_CAMFR
OG0006832	sp|Q8K0T4|KATL1_MOUSE	tr|S9WEB6|S9WEB6_CAMFR
OG0006833	sp|E9PVA8|GCN1_MOUSE	tr|S9WEY5|S9WEY5_CAMFR
OG0006834	sp|P63276|RS17_MOUSE	tr|S9WF62|S9WF62_CAMFR
OG0006835	sp|O08786|CCKAR_MOUSE	tr|S9WIT4|S9WIT4_CAMFR
OG0006836	sp|A6X8Z5|RHG31_MOUSE	tr|S9WKT7|S9WKT7_CAMFR
OG0006837	sp|Q4VAB4|CNPY1_MOUSE	tr|S9WMZ1|S9WMZ1_CAMFR
OG0006838	sp|P56695|WFS1_MOUSE	tr|S9WQJ5|S9WQJ5_CAMFR
OG0006839	sp|Q715T0|TXND3_MOUSE	tr|S9WQR8|S9WQR8_CAMFR
OG0006840	sp|Q8BFQ3|OGR1_MOUSE	tr|S9X1U6|S9X1U6_CAMFR
OG0006841	sp|Q8R3D1|TBC13_MOUSE	tr|S9X4H7|S9X4H7_CAMFR
OG0006842	sp|Q99MU3|DSRAD_MOUSE	tr|S9X7K6|S9X7K6_CAMFR
OG0006843	sp|Q8VD53|ACER2_MOUSE	tr|S9X805|S9X805_CAMFR
OG0006844	sp|Q8K262|PLAC9_MOUSE	tr|S9X8D7|S9X8D7_CAMFR
OG0006845	sp|F6XLV1|CRCC2_MOUSE	tr|S9XDA7|S9XDA7_CAMFR
OG0006846	sp|Q9D0B1|ZN524_MOUSE	tr|S9XG06|S9XG06_CAMFR
OG0006847	sp|Q9CZ04|CSN7A_MOUSE	tr|S9XI75|S9XI75_CAMFR
OG0006848	sp|O88623|UBP2_MOUSE	tr|S9XIM4|S9XIM4_CAMFR
OG0006849	sp|Q61711|SIAL_MOUSE	tr|S9XJT7|S9XJT7_CAMFR
OG0006850	sp|Q99JZ7|ERRFI_MOUSE	tr|S9XNF2|S9XNF2_CAMFR
OG0006851	sp|Q8VI24|SATB2_MOUSE	tr|S9XPZ0|S9XPZ0_CAMFR
OG0006852	sp|Q60989|XIAP_MOUSE	tr|S9XQG9|S9XQG9_CAMFR
OG0006853	sp|Q9EQJ9|MAGI3_MOUSE	tr|S9XS11|S9XS11_CAMFR
OG0006854	sp|Q3V1I0|LYG2_MOUSE	tr|S9XVQ9|S9XVQ9_CAMFR
OG0006855	sp|Q8VBX4|CLC4K_MOUSE	tr|S9XVR3|S9XVR3_CAMFR
OG0006856	sp|Q5FWI2|SCTR_MOUSE	tr|S9XW05|S9XW05_CAMFR
OG0006857	sp|Q64326|ACTHR_MOUSE	tr|S9XWD5|S9XWD5_CAMFR
OG0006858	tr|A0A0U1RPM1|A0A0U1RPM1_MOUSE	tr|S9XYS6|S9XYS6_CAMFR
OG0006859	tr|Q9D4I8|Q9D4I8_MOUSE	tr|S9XYY6|S9XYY6_CAMFR
OG0006860	sp|Q3U2I3|FHI1B_MOUSE	tr|S9Y910|S9Y910_CAMFR
OG0006861	sp|Q61884|MNS1_MOUSE	tr|S9YB45|S9YB45_CAMFR
OG0006862	sp|Q9DBC0|SELO_MOUSE	tr|S9YBL3|S9YBL3_CAMFR
OG0006863	sp|Q8BL03|MCATL_MOUSE	tr|S9YC09|S9YC09_CAMFR
OG0006864	sp|Q9DBR2|FA13C_MOUSE	tr|S9YFQ2|S9YFQ2_CAMFR
OG0006865	sp|O35668|HAP1_MOUSE	tr|S9YNA6|S9YNA6_CAMFR
OG0006866	sp|Q8VI75|IPO4_MOUSE	tr|S9YRM4|S9YRM4_CAMFR
OG0006867	sp|Q8BQZ5|CPSF4_MOUSE	tr|S9YRW1|S9YRW1_CAMFR
OG0006868	tr|Q3UYI1|Q3UYI1_MOUSE	tr|S9YS71|S9YS71_CAMFR
OG0006869	sp|Q149F1|RUSD2_MOUSE	tr|T0MFZ2|T0MFZ2_CAMFR
OG0006870	sp|Q3ULW6|CCD33_MOUSE	tr|T0MHQ5|T0MHQ5_CAMFR
OG0006871	sp|Q8K3E5|AHI1_MOUSE	tr|T0MJX1|T0MJX1_CAMFR
OG0006872	sp|P35505|FAAA_MOUSE	tr|T0MK31|T0MK31_CAMFR
OG0006873	sp|Q60773|CDN2D_MOUSE	tr|T0NRW9|T0NRW9_CAMFR
OG0006874	sp|Q8CFZ4|GPC3_MOUSE	tr|S9W5V3|S9W5V3_CAMFR
OG0006875	sp|Q8BVI4|DHPR_MOUSE	tr|S9W9M0|S9W9M0_CAMFR
OG0006876	sp|P50636|RN19A_MOUSE	tr|S9W9N3|S9W9N3_CAMFR
OG0006877	sp|Q9D328|NACHO_MOUSE	tr|S9WBE9|S9WBE9_CAMFR
OG0006878	sp|P51960|MYBA_MOUSE	tr|S9WDV6|S9WDV6_CAMFR
OG0006879	sp|Q9CPS7|PNO1_MOUSE	tr|S9WGW2|S9WGW2_CAMFR
OG0006880	sp|P24527|LKHA4_MOUSE	tr|S9WK81|S9WK81_CAMFR
OG0006881	sp|Q62100|PRM3_MOUSE	tr|S9WKU4|S9WKU4_CAMFR
OG0006882	sp|Q8QZR7|PDK1L_MOUSE	tr|S9WP99|S9WP99_CAMFR
OG0006883	sp|Q8QZR0|TR1L1_MOUSE	tr|S9WQ17|S9WQ17_CAMFR
OG0006884	sp|Q69ZA1|CDK13_MOUSE	tr|S9WQI8|S9WQI8_CAMFR
OG0006885	sp|Q8C2E7|WASC5_MOUSE	tr|S9X2F6|S9X2F6_CAMFR
OG0006886	sp|Q5SWK7|RN145_MOUSE	tr|S9X5P6|S9X5P6_CAMFR
OG0006887	tr|G3UW50|G3UW50_MOUSE	tr|S9X6D7|S9X6D7_CAMFR
OG0006888	sp|Q80ZQ9|ABITM_MOUSE	tr|S9X6Q5|S9X6Q5_CAMFR
OG0006889	sp|Q7TPQ3|SHPRH_MOUSE	tr|S9X865|S9X865_CAMFR
OG0006890	sp|Q99LJ5|CKLF3_MOUSE	tr|S9X9E3|S9X9E3_CAMFR
OG0006891	sp|Q3UM18|LSG1_MOUSE	tr|S9XAB9|S9XAB9_CAMFR
OG0006892	sp|Q9Z1Q4|LY66C_MOUSE	tr|S9XCR6|S9XCR6_CAMFR
OG0006893	sp|E9Q2Z1|CECR2_MOUSE	tr|S9XDB3|S9XDB3_CAMFR
OG0006894	sp|Q8BM39|PRP18_MOUSE	tr|S9XFB0|S9XFB0_CAMFR
OG0006895	sp|O70326|GREM1_MOUSE	tr|S9XFJ8|S9XFJ8_CAMFR
OG0006896	sp|P70663|SPRL1_MOUSE	tr|S9XFZ6|S9XFZ6_CAMFR
OG0006897	sp|Q9DCF1|TMM25_MOUSE	tr|S9XIQ5|S9XIQ5_CAMFR
OG0006898	sp|Q99NH0|ANR17_MOUSE	tr|S9Y2I9|S9Y2I9_CAMFR
OG0006899	sp|Q61024|ASNS_MOUSE	tr|S9Y684|S9Y684_CAMFR
OG0006900	sp|B1AWL2|ZN462_MOUSE	tr|S9Y9E5|S9Y9E5_CAMFR
OG0006901	sp|Q9DBY4|TRIL_MOUSE	tr|S9Y9G5|S9Y9G5_CAMFR
OG0006902	sp|P53347|ONCM_MOUSE	tr|S9YAK9|S9YAK9_CAMFR
OG0006903	sp|Q9EPC2|FGF23_MOUSE	tr|S9YKK5|S9YKK5_CAMFR
OG0006904	sp|P70314|PITX1_MOUSE	tr|S9YLU7|S9YLU7_CAMFR
OG0006905	sp|O08843|LST1_MOUSE	tr|S9YN30|S9YN30_CAMFR
OG0006906	sp|O35386|PAHX_MOUSE	tr|S9YP46|S9YP46_CAMFR
OG0006907	sp|Q8BWQ6|VP35L_MOUSE	tr|S9YRC8|S9YRC8_CAMFR
OG0006908	sp|Q9Z0E3|AIRE_MOUSE	tr|S9YVN4|S9YVN4_CAMFR
OG0006909	sp|Q9QUN3|BLNK_MOUSE	tr|S9YXL7|S9YXL7_CAMFR
OG0006910	sp|O54774|AP3D1_MOUSE	tr|S9YZY9|S9YZY9_CAMFR
OG0006911	sp|Q921M3|SF3B3_MOUSE	tr|S9Z1I1|S9Z1I1_CAMFR
OG0006912	sp|Q9CR33|MANS1_MOUSE	tr|T0M9E3|T0M9E3_CAMFR
OG0006913	sp|Q9CQ85|TIM22_MOUSE	tr|T0MIH8|T0MIH8_CAMFR
OG0006914	sp|Q33DR3|DLP1_MOUSE	tr|T0MIW1|T0MIW1_CAMFR
OG0006915	sp|Q9D752|MD2L2_MOUSE	tr|T0MKM4|T0MKM4_CAMFR
OG0006916	sp|Q9R097|SPIT1_MOUSE	tr|T0NP48|T0NP48_CAMFR
OG0006917	sp|Q9D8P7|TF3C6_MOUSE	tr|T0NSA6|T0NSA6_CAMFR
OG0006918	sp|Q9D0N7|CAF1B_MOUSE	tr|T0NSK3|T0NSK3_CAMFR
OG0006919	sp|Q925G2|CYBR1_MOUSE	tr|S9WAE1|S9WAE1_CAMFR
OG0006920	sp|Q8K5A4|RSLAA_MOUSE	tr|S9WAW0|S9WAW0_CAMFR
OG0006921	sp|P51865|TDGF1_MOUSE	tr|S9WBW3|S9WBW3_CAMFR
OG0006922	sp|P97789|XRN1_MOUSE	tr|S9WEA7|S9WEA7_CAMFR
OG0006923	sp|Q3U3W5|ANM9_MOUSE	tr|S9WF45|S9WF45_CAMFR
OG0006924	sp|P97295|NPY2R_MOUSE	tr|S9WJX6|S9WJX6_CAMFR
OG0006925	sp|Q6P9J9|ANO6_MOUSE	tr|S9WL52|S9WL52_CAMFR
OG0006926	sp|P98064|MASP1_MOUSE	tr|S9WPN0|S9WPN0_CAMFR
OG0006927	sp|Q3U9N9|MOT10_MOUSE	tr|S9WRT0|S9WRT0_CAMFR
OG0006928	sp|Q8C7H1|MMAA_MOUSE	tr|S9WSA2|S9WSA2_CAMFR
OG0006929	sp|Q9CW79|GOGA1_MOUSE	tr|S9WT06|S9WT06_CAMFR
