Orthogroup	Mus_musculus	Mandrillus_leucophaeus
OG0007263	sp|Q8R124|KLH36_MOUSE	tr|A0A2K5YUL8|A0A2K5YUL8_MANLE
OG0007264	sp|Q91WR3|ASCC2_MOUSE	tr|A0A2K5YVL5|A0A2K5YVL5_MANLE
OG0007265	sp|P54071|IDHP_MOUSE	tr|A0A2K5YVS1|A0A2K5YVS1_MANLE
OG0007266	sp|Q8BKA3|SRRM4_MOUSE	tr|A0A2K5YY47|A0A2K5YY47_MANLE
OG0007267	sp|Q8K4T5|DUS19_MOUSE	tr|A0A2K5Z0C6|A0A2K5Z0C6_MANLE
OG0007268	sp|Q9WV74|ASB1_MOUSE	tr|A0A2K5Z272|A0A2K5Z272_MANLE
OG0007269	sp|Q9Z1Q5|CLIC1_MOUSE	tr|A0A2K5Z7M4|A0A2K5Z7M4_MANLE
OG0007270	sp|Q8BL86|MBLC2_MOUSE	tr|A0A2K5Z9J0|A0A2K5Z9J0_MANLE
OG0007271	sp|P58686|BBLN_MOUSE	tr|A0A2K5Z9Z5|A0A2K5Z9Z5_MANLE
OG0007272	sp|Q3UV55|NR1D1_MOUSE	tr|A0A2K5ZA35|A0A2K5ZA35_MANLE
OG0007273	tr|Q30KN7|Q30KN7_MOUSE	tr|A0A2K5ZEX8|A0A2K5ZEX8_MANLE
OG0007274	sp|Q8C8N2|SCAI_MOUSE	tr|A0A2K5ZHP6|A0A2K5ZHP6_MANLE
OG0007275	sp|Q80XE1|RIC8B_MOUSE	tr|A0A2K5ZHV9|A0A2K5ZHV9_MANLE
OG0007276	sp|P51175|PPOX_MOUSE	tr|A0A2K5ZJ67|A0A2K5ZJ67_MANLE
OG0007277	sp|Q8VI78|PLA1A_MOUSE	tr|A0A2K5ZJB7|A0A2K5ZJB7_MANLE
OG0007278	sp|Q04519|ASM_MOUSE	tr|A0A2K5ZJS8|A0A2K5ZJS8_MANLE
OG0007279	sp|P24527|LKHA4_MOUSE	tr|A0A2K5ZNE1|A0A2K5ZNE1_MANLE
OG0007280	sp|Q06180|PTN2_MOUSE	tr|A0A2K5ZP86|A0A2K5ZP86_MANLE
OG0007281	sp|Q99P31|HPBP1_MOUSE	tr|A0A2K5ZRD7|A0A2K5ZRD7_MANLE
OG0007282	sp|P06869|UROK_MOUSE	tr|A0A2K5ZSS6|A0A2K5ZSS6_MANLE
OG0007283	sp|O54950|AAKG1_MOUSE	tr|A0A2K5ZZ54|A0A2K5ZZ54_MANLE
OG0007284	sp|Q9D9U4|TEX22_MOUSE	tr|A0A2K5ZZL9|A0A2K5ZZL9_MANLE
OG0007285	sp|P27005|S10A8_MOUSE	tr|A0A2K6A0D5|A0A2K6A0D5_MANLE
OG0007286	sp|Q8C4X7|MNARL_MOUSE	tr|A0A2K6A1E0|A0A2K6A1E0_MANLE
OG0007287	sp|Q64331|MYO6_MOUSE	tr|A0A2K6A1F1|A0A2K6A1F1_MANLE
OG0007288	sp|Q8VCA8|SCRN2_MOUSE	tr|A0A2K6A3R5|A0A2K6A3R5_MANLE
OG0007289	sp|Q9CWM4|PFD1_MOUSE	tr|A0A2K6A8X6|A0A2K6A8X6_MANLE
OG0007290	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A2K6ADD2|A0A2K6ADD2_MANLE
OG0007291	sp|B1AQJ2|UBP36_MOUSE	tr|A0A2K6AH76|A0A2K6AH76_MANLE
OG0007292	tr|E9Q963|E9Q963_MOUSE	tr|A0A2K6AHB8|A0A2K6AHB8_MANLE
OG0007293	tr|A2AMD2|A2AMD2_MOUSE	tr|A0A2K6AIP6|A0A2K6AIP6_MANLE
OG0007294	sp|Q8BID6|ZBT46_MOUSE	tr|A0A2K5XA88|A0A2K5XA88_MANLE
OG0007295	sp|Q8C569|F118B_MOUSE	tr|A0A2K5XC90|A0A2K5XC90_MANLE
OG0007296	sp|Q6ZPZ3|ZC3H4_MOUSE	tr|A0A2K5XFB5|A0A2K5XFB5_MANLE
OG0007297	sp|Q9CWH5|TRM11_MOUSE	tr|A0A2K5XFE4|A0A2K5XFE4_MANLE
OG0007298	sp|Q8K2V6|IPO11_MOUSE	tr|A0A2K5XJB3|A0A2K5XJB3_MANLE
OG0007299	tr|A0A2I3BQG2|A0A2I3BQG2_MOUSE	tr|A0A2K5XJF1|A0A2K5XJF1_MANLE
OG0007300	sp|Q8VC66|ADIP_MOUSE	tr|A0A2K5XQM5|A0A2K5XQM5_MANLE
OG0007301	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A2K5XTG0|A0A2K5XTG0_MANLE
OG0007302	sp|P97369|NCF4_MOUSE	tr|A0A2K5XUN4|A0A2K5XUN4_MANLE
OG0007303	sp|Q60613|AA2AR_MOUSE	tr|A0A2K5Y188|A0A2K5Y188_MANLE
OG0007304	sp|Q8R003|MBNL3_MOUSE	tr|A0A2K5Y1K0|A0A2K5Y1K0_MANLE
OG0007305	sp|Q3UMT1|PP12C_MOUSE	tr|A0A2K5Y2K0|A0A2K5Y2K0_MANLE
OG0007306	sp|O08539|BIN1_MOUSE	tr|A0A2K5Y7A5|A0A2K5Y7A5_MANLE
OG0007307	sp|A7MCT6|EKI2_MOUSE	tr|A0A2K5YCC1|A0A2K5YCC1_MANLE
OG0007308	sp|Q3TDK6|ROGDI_MOUSE	tr|A0A2K5YCM4|A0A2K5YCM4_MANLE
OG0007309	sp|Q8CG47|SMC4_MOUSE	tr|A0A2K5YD96|A0A2K5YD96_MANLE
OG0007310	sp|Q3TIR3|RIC8A_MOUSE	tr|A0A2K5YFN8|A0A2K5YFN8_MANLE
OG0007311	sp|Q6PDN3|MYLK_MOUSE	tr|A0A2K5YGP6|A0A2K5YGP6_MANLE
OG0007312	sp|Q91ZQ5|RPE65_MOUSE	tr|A0A2K5YHT2|A0A2K5YHT2_MANLE
OG0007313	sp|Q8C0W1|ANMY1_MOUSE	tr|A0A2K5YI46|A0A2K5YI46_MANLE
OG0007314	sp|Q7TN31|AGGF1_MOUSE	tr|A0A2K5YJ06|A0A2K5YJ06_MANLE
OG0007315	sp|P0C1T1|HXB2_MOUSE	tr|A0A2K5YJ08|A0A2K5YJ08_MANLE
OG0007316	tr|A0A5F8MPB3|A0A5F8MPB3_MOUSE	tr|A0A2K5YK19|A0A2K5YK19_MANLE
OG0007317	sp|Q8R2K4|TAF6L_MOUSE	tr|A0A2K5YLT1|A0A2K5YLT1_MANLE
OG0007318	sp|Q8BIX3|AL14E_MOUSE	tr|A0A2K5YM78|A0A2K5YM78_MANLE
OG0007319	sp|O35664|INAR2_MOUSE	tr|A0A2K5YTU6|A0A2K5YTU6_MANLE
OG0007320	sp|Q810F0|PRIMA_MOUSE	tr|A0A2K5YUP3|A0A2K5YUP3_MANLE
OG0007321	sp|P49615|CDK5_MOUSE	tr|A0A2K5YV42|A0A2K5YV42_MANLE
OG0007322	sp|O08691|ARGI2_MOUSE	tr|A0A2K5YVB6|A0A2K5YVB6_MANLE
OG0007323	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|A0A2K5YZS6|A0A2K5YZS6_MANLE
OG0007324	sp|Q3UKU4|FA83F_MOUSE	tr|A0A2K5Z031|A0A2K5Z031_MANLE
OG0007325	sp|Q3UU41|SCIMP_MOUSE	tr|A0A2K5Z3I0|A0A2K5Z3I0_MANLE
OG0007326	sp|Q8BZT9|LACC1_MOUSE	tr|A0A2K5Z3R7|A0A2K5Z3R7_MANLE
OG0007327	sp|P61080|UB2D1_MOUSE	tr|A0A2K5Z6V2|A0A2K5Z6V2_MANLE
OG0007328	sp|Q58Y75|AGRF3_MOUSE	tr|A0A2K5ZB14|A0A2K5ZB14_MANLE
OG0007329	sp|Q8VBW6|ULA1_MOUSE	tr|A0A2K5ZCV5|A0A2K5ZCV5_MANLE
OG0007330	sp|D3YV92|GAR2_MOUSE	tr|A0A2K5ZFM1|A0A2K5ZFM1_MANLE
OG0007331	sp|B9EJV3|GRB1L_MOUSE	tr|A0A2K5ZG12|A0A2K5ZG12_MANLE
OG0007332	sp|Q8CDU4|DRC6_MOUSE	tr|A0A2K5ZGM3|A0A2K5ZGM3_MANLE
OG0007333	sp|Q8VHG2|AMOT_MOUSE	tr|A0A2K5ZQD9|A0A2K5ZQD9_MANLE
OG0007334	sp|D3Z752|SPXN_MOUSE	tr|A0A2K5ZQI5|A0A2K5ZQI5_MANLE
OG0007335	sp|Q570Y9|DPTOR_MOUSE	tr|A0A2K5ZS15|A0A2K5ZS15_MANLE
OG0007336	sp|Q8CIH9|PUR1_MOUSE	tr|A0A2K5ZT43|A0A2K5ZT43_MANLE
OG0007337	sp|P55821|STMN2_MOUSE	tr|A0A2K5ZVZ3|A0A2K5ZVZ3_MANLE
OG0007338	sp|P62071|RRAS2_MOUSE	tr|A0A2K5ZWH5|A0A2K5ZWH5_MANLE
OG0007339	sp|Q91ZV7|PLDX1_MOUSE	tr|A0A2K5ZWL1|A0A2K5ZWL1_MANLE
OG0007340	sp|Q8BH82|NAPEP_MOUSE	tr|A0A2K6A0I9|A0A2K6A0I9_MANLE
OG0007341	sp|Q91YN9|BAG2_MOUSE	tr|A0A2K6A1T5|A0A2K6A1T5_MANLE
OG0007342	sp|Q9R1P3|PSB2_MOUSE	tr|A0A2K6A235|A0A2K6A235_MANLE
OG0007343	sp|Q6P5B0|RRP12_MOUSE	tr|A0A2K6A2Y4|A0A2K6A2Y4_MANLE
OG0007344	sp|Q7TT18|MCAF1_MOUSE	tr|A0A2K6A4X6|A0A2K6A4X6_MANLE
OG0007345	sp|Q52KR2|LRIG2_MOUSE	tr|A0A2K6A5Y4|A0A2K6A5Y4_MANLE
OG0007346	sp|Q6DIA2|EX3L4_MOUSE	tr|A0A2K6A8W9|A0A2K6A8W9_MANLE
OG0007347	sp|P15530|CD79B_MOUSE	tr|A0A2K6A9A0|A0A2K6A9A0_MANLE
OG0007348	sp|P70402|MYBPH_MOUSE	tr|A0A2K6A9H3|A0A2K6A9H3_MANLE
OG0007349	sp|P70378|FGF11_MOUSE	tr|A0A2K6AA50|A0A2K6AA50_MANLE
OG0007350	sp|Q99PI8|RTN4R_MOUSE	tr|A0A2K6AB32|A0A2K6AB32_MANLE
OG0007351	sp|Q3TQQ9|CA112_MOUSE	tr|A0A2K6AD18|A0A2K6AD18_MANLE
OG0007352	sp|Q80TZ9|RERE_MOUSE	tr|A0A2K6AFA5|A0A2K6AFA5_MANLE
OG0007353	sp|Q9EPL4|METL9_MOUSE	tr|A0A2K5X9R0|A0A2K5X9R0_MANLE
OG0007354	sp|Q6DFV8|VWDE_MOUSE	tr|A0A2K5XC60|A0A2K5XC60_MANLE
OG0007355	sp|Q791V5|MTCH2_MOUSE	tr|A0A2K5XE07|A0A2K5XE07_MANLE
OG0007356	sp|Q9DAJ4|WDR83_MOUSE	tr|A0A2K5XE10|A0A2K5XE10_MANLE
OG0007357	sp|Q9CQZ0|ORML2_MOUSE	tr|A0A2K5XGY2|A0A2K5XGY2_MANLE
OG0007358	sp|Q8BG41|PSB11_MOUSE	tr|A0A2K5XIK0|A0A2K5XIK0_MANLE
OG0007359	sp|Q61792|LASP1_MOUSE	tr|A0A2K5XKY5|A0A2K5XKY5_MANLE
OG0007360	sp|Q99L00|HAUS8_MOUSE	tr|A0A2K5XLP0|A0A2K5XLP0_MANLE
OG0007361	sp|Q8R2Y2|MUC18_MOUSE	tr|A0A2K5XTG6|A0A2K5XTG6_MANLE
OG0007362	sp|P24668|MPRD_MOUSE	tr|A0A2K5XYG6|A0A2K5XYG6_MANLE
OG0007363	sp|Q3UFD7|FFAR3_MOUSE	tr|A0A2K5Y0C5|A0A2K5Y0C5_MANLE
OG0007364	sp|O70401|TSN6_MOUSE	tr|A0A2K5Y1F6|A0A2K5Y1F6_MANLE
OG0007365	sp|F6SEU4|SYGP1_MOUSE	tr|A0A2K5Y372|A0A2K5Y372_MANLE
OG0007366	sp|Q9D0S9|HINT2_MOUSE	tr|A0A2K5Y4D0|A0A2K5Y4D0_MANLE
OG0007367	sp|Q8C4J0|CCD60_MOUSE	tr|A0A2K5Y700|A0A2K5Y700_MANLE
OG0007368	sp|Q64191|ASPG_MOUSE	tr|A0A2K5Y9T5|A0A2K5Y9T5_MANLE
OG0007369	sp|Q9JHL0|NTAL_MOUSE	tr|A0A2K5YAE3|A0A2K5YAE3_MANLE
OG0007370	sp|Q04758|IPKB_MOUSE	tr|A0A2K5YB95|A0A2K5YB95_MANLE
OG0007371	tr|F8VQM2|F8VQM2_MOUSE	tr|A0A2K5YBY0|A0A2K5YBY0_MANLE
OG0007372	sp|A2VDH3|LRC38_MOUSE	tr|A0A2K5YER6|A0A2K5YER6_MANLE
OG0007373	sp|Q8BIF0|C99L2_MOUSE	tr|A0A2K5YI95|A0A2K5YI95_MANLE
OG0007374	sp|Q9CWP6|MSPD2_MOUSE	tr|A0A2K5YIG1|A0A2K5YIG1_MANLE
OG0007375	sp|Q9D818|SAPC2_MOUSE	tr|A0A2K5YIV9|A0A2K5YIV9_MANLE
OG0007376	sp|P0C0P8|NPS_MOUSE	tr|A0A2K5YJE8|A0A2K5YJE8_MANLE
OG0007377	sp|Q9DBG5|PLIN3_MOUSE	tr|A0A2K5YMR7|A0A2K5YMR7_MANLE
OG0007378	sp|Q8BX10|PGAM5_MOUSE	tr|A0A2K5YN29|A0A2K5YN29_MANLE
OG0007379	tr|E9PYP2|E9PYP2_MOUSE	tr|A0A2K5YND7|A0A2K5YND7_MANLE
OG0007380	sp|Q69ZJ7|RIC1_MOUSE	tr|A0A2K5YPI2|A0A2K5YPI2_MANLE
OG0007382	sp|P48024|EIF1_MOUSE	tr|A0A2K5YS18|A0A2K5YS18_MANLE
OG0007383	sp|Q9D2L5|CPXM2_MOUSE	tr|A0A2K5YTH3|A0A2K5YTH3_MANLE
OG0007384	sp|P43488|TNFL4_MOUSE	tr|A0A2K5YWN7|A0A2K5YWN7_MANLE
OG0007385	sp|Q8K1N4|SPAS2_MOUSE	tr|A0A2K5YYC8|A0A2K5YYC8_MANLE
OG0007386	sp|O89114|DNJB5_MOUSE	tr|A0A2K5Z0F4|A0A2K5Z0F4_MANLE
OG0007387	sp|Q3U6Q4|PI3R6_MOUSE	tr|A0A2K5Z1E7|A0A2K5Z1E7_MANLE
OG0007388	sp|Q8K2A8|ALG3_MOUSE	tr|A0A2K5Z2U7|A0A2K5Z2U7_MANLE
OG0007389	sp|Q8QZX2|HAUS3_MOUSE	tr|A0A2K5Z5J2|A0A2K5Z5J2_MANLE
OG0007390	sp|Q3UW41|WFDC9_MOUSE	tr|A0A2K5Z5M3|A0A2K5Z5M3_MANLE
OG0007391	sp|Q3TWI9|CSCL2_MOUSE	tr|A0A2K5Z8V4|A0A2K5Z8V4_MANLE
OG0007392	sp|O70404|VAMP8_MOUSE	tr|A0A2K5ZA41|A0A2K5ZA41_MANLE
OG0007393	sp|Q9JMA9|S6A14_MOUSE	tr|A0A2K5ZAX0|A0A2K5ZAX0_MANLE
OG0007394	sp|Q99ME2|WDR6_MOUSE	tr|A0A2K5ZD52|A0A2K5ZD52_MANLE
OG0007395	sp|P33534|OPRK_MOUSE	tr|A0A2K5ZGF1|A0A2K5ZGF1_MANLE
OG0007396	sp|Q32M08|DUS4L_MOUSE	tr|A0A2K5ZGN5|A0A2K5ZGN5_MANLE
OG0007397	sp|Q8CI59|STEA3_MOUSE	tr|A0A2K5ZH84|A0A2K5ZH84_MANLE
OG0007398	sp|A6H666|COX8C_MOUSE	tr|A0A2K5ZJU7|A0A2K5ZJU7_MANLE
OG0007399	sp|Q06335|APLP2_MOUSE	tr|A0A2K5ZN92|A0A2K5ZN92_MANLE
OG0007400	tr|E9PX57|E9PX57_MOUSE	tr|A0A2K5ZRB0|A0A2K5ZRB0_MANLE
OG0007401	sp|Q9WTP2|SPY4_MOUSE	tr|A0A2K5ZRE4|A0A2K5ZRE4_MANLE
OG0007402	sp|Q9CQ49|NCBP2_MOUSE	tr|A0A2K5ZUW4|A0A2K5ZUW4_MANLE
OG0007403	sp|Q9WUB0|HOIL1_MOUSE	tr|A0A2K5ZVI3|A0A2K5ZVI3_MANLE
OG0007404	sp|Q60862|ORC2_MOUSE	tr|A0A2K5ZWY1|A0A2K5ZWY1_MANLE
OG0007405	sp|Q8R4H4|CBPA5_MOUSE	tr|A0A2K5ZY20|A0A2K5ZY20_MANLE
OG0007406	sp|Q8C6I2|SDHF2_MOUSE	tr|A0A2K5ZYA4|A0A2K5ZYA4_MANLE
OG0007407	sp|Q8BRG6|KLH24_MOUSE	tr|A0A2K6A6W6|A0A2K6A6W6_MANLE
OG0007408	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A2K6A7V2|A0A2K6A7V2_MANLE
OG0007409	tr|E0CZ26|E0CZ26_MOUSE	tr|A0A2K6A8L3|A0A2K6A8L3_MANLE
OG0007410	sp|Q8BMB0|EMSY_MOUSE	tr|A0A2K6ABJ0|A0A2K6ABJ0_MANLE
OG0007411	sp|Q9EP64|TNMD_MOUSE	tr|A0A2K6ACR5|A0A2K6ACR5_MANLE
OG0007412	sp|P19783|COX41_MOUSE	tr|A0A2K6AD40|A0A2K6AD40_MANLE
OG0007413	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A2K6AD65|A0A2K6AD65_MANLE
OG0007414	sp|Q05920|PYC_MOUSE	tr|A0A2K6AHP9|A0A2K6AHP9_MANLE
OG0007415	sp|Q9Z1S3|GRP1_MOUSE	tr|A0A2K6AIC5|A0A2K6AIC5_MANLE
OG0007416	sp|Q99JR8|SMRD2_MOUSE	tr|A0A2K6AJ91|A0A2K6AJ91_MANLE
OG0007417	sp|Q9JM13|RABX5_MOUSE	tr|A0A2K6AKS9|A0A2K6AKS9_MANLE
OG0007418	sp|Q6ZWY3|RS27L_MOUSE	tr|A0A2K5XB20|A0A2K5XB20_MANLE
OG0007419	sp|Q8BPW0|IQCJ_MOUSE	tr|A0A2K5XCH9|A0A2K5XCH9_MANLE
OG0007420	sp|Q6PFE3|RA54B_MOUSE	tr|A0A2K5XEQ9|A0A2K5XEQ9_MANLE
OG0007421	sp|O35250|EXOC7_MOUSE	tr|A0A2K5XHK2|A0A2K5XHK2_MANLE
OG0007422	sp|P59053|KCNG3_MOUSE	tr|A0A2K5XHS3|A0A2K5XHS3_MANLE
OG0007423	sp|Q61165|SL9A1_MOUSE	tr|A0A2K5XJ41|A0A2K5XJ41_MANLE
OG0007424	sp|Q8BMD6|TM260_MOUSE	tr|A0A2K5XJA7|A0A2K5XJA7_MANLE
OG0007425	sp|Q9R1I1|CHST4_MOUSE	tr|A0A2K5XL90|A0A2K5XL90_MANLE
OG0007426	sp|Q8VDL4|ADPGK_MOUSE	tr|A0A2K5XLD9|A0A2K5XLD9_MANLE
OG0007427	sp|Q9D5T7|HORM1_MOUSE	tr|A0A2K5XPL3|A0A2K5XPL3_MANLE
OG0007428	sp|Q3URD3|SLMAP_MOUSE	tr|A0A2K5XUG4|A0A2K5XUG4_MANLE
OG0007429	sp|Q7TSK2|SEZ6_MOUSE	tr|A0A2K5XWF6|A0A2K5XWF6_MANLE
OG0007430	sp|Q8BFS9|ASND1_MOUSE	tr|A0A2K5Y100|A0A2K5Y100_MANLE
OG0007431	sp|Q6PAL0|BEND3_MOUSE	tr|A0A2K5Y139|A0A2K5Y139_MANLE
OG0007432	sp|P13634|CAH1_MOUSE	tr|A0A2K5Y5K3|A0A2K5Y5K3_MANLE
OG0007433	sp|O70570|PIGR_MOUSE	tr|A0A2K5Y6C1|A0A2K5Y6C1_MANLE
OG0007434	sp|Q9D920|BORC5_MOUSE	tr|A0A2K5Y9I1|A0A2K5Y9I1_MANLE
OG0007435	sp|Q80UG5|SEPT9_MOUSE	tr|A0A2K5YCH0|A0A2K5YCH0_MANLE
OG0007436	sp|Q61526|ERBB3_MOUSE	tr|A0A2K5YIW8|A0A2K5YIW8_MANLE
OG0007437	sp|Q5SWZ9|PLD6_MOUSE	tr|A0A2K5YKR9|A0A2K5YKR9_MANLE
OG0007438	sp|B7ZNG0|KIF7_MOUSE	tr|A0A2K5YMV3|A0A2K5YMV3_MANLE
OG0007439	sp|Q8CHB8|TTLL5_MOUSE	tr|A0A2K5YQJ0|A0A2K5YQJ0_MANLE
OG0007440	sp|Q56A08|GPKOW_MOUSE	tr|A0A2K5YRL7|A0A2K5YRL7_MANLE
OG0007441	tr|A2A472|A2A472_MOUSE	tr|A0A2K5YVR1|A0A2K5YVR1_MANLE
OG0007442	sp|Q9JJK5|HERP1_MOUSE	tr|A0A2K5YWU7|A0A2K5YWU7_MANLE
OG0007443	sp|Q8N7N6|CIKS_MOUSE	tr|A0A2K5YXM2|A0A2K5YXM2_MANLE
OG0007444	sp|Q8BVN0|CC122_MOUSE	tr|A0A2K5YYA0|A0A2K5YYA0_MANLE
OG0007445	sp|P29812|TYRP2_MOUSE	tr|A0A2K5YYQ6|A0A2K5YYQ6_MANLE
OG0007446	sp|O35730|RING1_MOUSE	tr|A0A2K5YZ54|A0A2K5YZ54_MANLE
OG0007447	sp|Q8VCS3|XYLK_MOUSE	tr|A0A2K5Z1V2|A0A2K5Z1V2_MANLE
OG0007448	sp|Q99LE6|ABCF2_MOUSE	tr|A0A2K5Z401|A0A2K5Z401_MANLE
OG0007449	sp|O70174|ACHA4_MOUSE	tr|A0A2K5Z4W1|A0A2K5Z4W1_MANLE
OG0007450	sp|Q8VDU0|GPSM2_MOUSE	tr|A0A2K5ZDN7|A0A2K5ZDN7_MANLE
OG0007451	sp|Q61599|GDIR2_MOUSE	tr|A0A2K5ZER9|A0A2K5ZER9_MANLE
OG0007452	sp|Q2MH31|SMRP1_MOUSE	tr|A0A2K5ZHN2|A0A2K5ZHN2_MANLE
OG0007453	sp|Q9EQ06|DHB11_MOUSE	tr|A0A2K5ZLE4|A0A2K5ZLE4_MANLE
OG0007454	sp|Q62522|ZPBP1_MOUSE	tr|A0A2K5ZPV8|A0A2K5ZPV8_MANLE
OG0007455	sp|Q66JY2|IN80D_MOUSE	tr|A0A2K5ZT05|A0A2K5ZT05_MANLE
OG0007456	sp|Q3TW96|UAP1L_MOUSE	tr|A0A2K5ZVI9|A0A2K5ZVI9_MANLE
OG0007457	sp|Q9ERG0|LIMA1_MOUSE	tr|A0A2K5ZZV2|A0A2K5ZZV2_MANLE
OG0007458	sp|Q8R0P4|AAMDC_MOUSE	tr|A0A2K6A025|A0A2K6A025_MANLE
OG0007459	sp|Q8BPZ8|ABRX1_MOUSE	tr|A0A2K6A3B4|A0A2K6A3B4_MANLE
OG0007460	sp|A2A7Q9|RN19B_MOUSE	tr|A0A2K6A3G5|A0A2K6A3G5_MANLE
OG0007461	sp|Q8BTS4|NUP54_MOUSE	tr|A0A2K6A5F3|A0A2K6A5F3_MANLE
OG0007462	sp|Q9R1N9|CODA1_MOUSE	tr|A0A2K6A6K8|A0A2K6A6K8_MANLE
OG0007463	sp|Q9D3P8|PLRKT_MOUSE	tr|A0A2K6A7P8|A0A2K6A7P8_MANLE
OG0007464	sp|Q9R1J0|NSDHL_MOUSE	tr|A0A2K5XBP2|A0A2K5XBP2_MANLE
OG0007465	sp|Q8C6U2|S66A3_MOUSE	tr|A0A2K5XC55|A0A2K5XC55_MANLE
OG0007466	sp|Q924H2|MED15_MOUSE	tr|A0A2K5XCW4|A0A2K5XCW4_MANLE
OG0007467	sp|P52825|CPT2_MOUSE	tr|A0A2K5XER4|A0A2K5XER4_MANLE
OG0007468	sp|Q8BHC4|DCAKD_MOUSE	tr|A0A2K5XFS5|A0A2K5XFS5_MANLE
OG0007469	sp|P56942|MCH_MOUSE	tr|A0A2K5XG12|A0A2K5XG12_MANLE
OG0007470	sp|Q9EP78|CHST7_MOUSE	tr|A0A2K5XL23|A0A2K5XL23_MANLE
OG0007471	sp|A2A5I3|CRSPL_MOUSE	tr|A0A2K5XM31|A0A2K5XM31_MANLE
OG0007472	sp|Q8R3D1|TBC13_MOUSE	tr|A0A2K5XN90|A0A2K5XN90_MANLE
OG0007473	sp|O08856|ELL_MOUSE	tr|A0A2K5XPM7|A0A2K5XPM7_MANLE
OG0007474	sp|Q3UP44|NHLC4_MOUSE	tr|A0A2K5XRL7|A0A2K5XRL7_MANLE
OG0007475	sp|Q7TN89|RASE_MOUSE	tr|A0A2K5XUB3|A0A2K5XUB3_MANLE
OG0007476	sp|Q3TTL0|CC038_MOUSE	tr|A0A2K5XUT0|A0A2K5XUT0_MANLE
OG0007477	sp|Q8R570|SNP47_MOUSE	tr|A0A2K5XXC0|A0A2K5XXC0_MANLE
OG0007478	sp|Q6PB44|PTN23_MOUSE	tr|A0A2K5Y2F9|A0A2K5Y2F9_MANLE
OG0007479	sp|Q9JLG8|CAN15_MOUSE	tr|A0A2K5Y542|A0A2K5Y542_MANLE
OG0007480	sp|Q62470|ITA3_MOUSE	tr|A0A2K5YAB9|A0A2K5YAB9_MANLE
OG0007481	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A2K5YAJ7|A0A2K5YAJ7_MANLE
OG0007482	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A2K5YBL6|A0A2K5YBL6_MANLE
OG0007483	sp|P58659|EVA1C_MOUSE	tr|A0A2K5YEC1|A0A2K5YEC1_MANLE
OG0007484	sp|Q3U0L2|AN33B_MOUSE	tr|A0A2K5YEW3|A0A2K5YEW3_MANLE
OG0007485	sp|Q6S5L9|SHC4_MOUSE	tr|A0A2K5YFV3|A0A2K5YFV3_MANLE
OG0007486	sp|Q8CI70|LRC20_MOUSE	tr|A0A2K5YHQ3|A0A2K5YHQ3_MANLE
OG0007487	sp|Q5FWK3|RHG01_MOUSE	tr|A0A2K5YJ75|A0A2K5YJ75_MANLE
OG0007488	sp|Q91W34|RUSF1_MOUSE	tr|A0A2K5YJU9|A0A2K5YJU9_MANLE
OG0007489	tr|J3QN89|J3QN89_MOUSE	tr|A0A2K5YKM3|A0A2K5YKM3_MANLE
OG0007490	sp|P28741|KIF3A_MOUSE	tr|A0A2K5YQT3|A0A2K5YQT3_MANLE
OG0007491	sp|Q9JLC6|TEF_MOUSE	tr|A0A2K5YUB6|A0A2K5YUB6_MANLE
OG0007492	sp|Q5SPX3|RN215_MOUSE	tr|A0A2K5YUR1|A0A2K5YUR1_MANLE
OG0007493	sp|Q8CF94|RHD_MOUSE	tr|A0A2K5YWU4|A0A2K5YWU4_MANLE
OG0007494	sp|Q99M87|DNJA3_MOUSE	tr|A0A2K5Z649|A0A2K5Z649_MANLE
OG0007495	sp|Q8BMC1|VATG3_MOUSE	tr|A0A2K5Z7A3|A0A2K5Z7A3_MANLE
OG0007496	sp|Q99MT6|SUCR1_MOUSE	tr|A0A2K5Z816|A0A2K5Z816_MANLE
OG0007497	sp|O35681|SYT3_MOUSE	tr|A0A2K5ZAC7|A0A2K5ZAC7_MANLE
OG0007498	sp|P24270|CATA_MOUSE	tr|A0A2K5ZAU7|A0A2K5ZAU7_MANLE
OG0007499	sp|Q3ULG3|SRARP_MOUSE	tr|A0A2K5ZBB3|A0A2K5ZBB3_MANLE
OG0007500	tr|Q3TIX6|Q3TIX6_MOUSE	tr|A0A2K5ZCW6|A0A2K5ZCW6_MANLE
OG0007501	sp|Q8VDU5|SNRK_MOUSE	tr|A0A2K5ZGP6|A0A2K5ZGP6_MANLE
OG0007502	sp|Q07417|ACADS_MOUSE	tr|A0A2K5ZGT9|A0A2K5ZGT9_MANLE
OG0007503	sp|Q6F3F9|AGRG6_MOUSE	tr|A0A2K5ZM04|A0A2K5ZM04_MANLE
OG0007504	sp|Q80VQ1|LRRC1_MOUSE	tr|A0A2K5ZTQ7|A0A2K5ZTQ7_MANLE
OG0007505	sp|Q3UK37|TEDC1_MOUSE	tr|A0A2K5ZXI6|A0A2K5ZXI6_MANLE
