Orthogroup	Mus_musculus	Vicugna_pacos
OG0007132	sp|Q9CQA9|NTPCR_MOUSE	tr|A0A6J3AS06|A0A6J3AS06_VICPA
OG0007133	sp|Q9CQP3|CHCH5_MOUSE	tr|A0A6J0AGE0|A0A6J0AGE0_VICPA
OG0007134	sp|Q9D0M0|EXOS7_MOUSE	tr|A0A6J0AEJ6|A0A6J0AEJ6_VICPA
OG0007135	sp|Q9D5E4|DRC3_MOUSE	tr|A0A6J0AVC5|A0A6J0AVC5_VICPA
OG0007136	sp|Q9D8E6|RL4_MOUSE	tr|A0A6J3APA1|A0A6J3APA1_VICPA
OG0007137	sp|Q9D925|LYZL4_MOUSE	tr|A0A6I9I3D3|A0A6I9I3D3_VICPA
OG0007138	sp|Q9DBM2|ECHP_MOUSE	tr|A0A6I9I3R6|A0A6I9I3R6_VICPA
OG0007139	sp|Q9JK53|PRELP_MOUSE	tr|A0A6J0B4F1|A0A6J0B4F1_VICPA
OG0007140	sp|Q9JMG3|TMUB1_MOUSE	tr|A0A6I9IGK8|A0A6I9IGK8_VICPA
OG0007141	sp|Q9QXK8|NMU_MOUSE	tr|A0A6J3BA57|A0A6J3BA57_VICPA
OG0007142	sp|Q9WTN0|GGPPS_MOUSE	tr|A0A6J0AY61|A0A6J0AY61_VICPA
OG0007143	sp|Q9Z261|CLD7_MOUSE	tr|A0A6I9IQ32|A0A6I9IQ32_VICPA
OG0007144	sp|A2AI05|NDOR1_MOUSE	tr|A0A6I9IT35|A0A6I9IT35_VICPA
OG0007145	sp|B1AS42|NB5R5_MOUSE	tr|A0A6J3B347|A0A6J3B347_VICPA
OG0007146	tr|B2RUQ2|B2RUQ2_MOUSE	tr|A0A6I9IIC8|A0A6I9IIC8_VICPA
OG0007147	sp|B2RXC1|TPC11_MOUSE	tr|A0A6J0B0T9|A0A6J0B0T9_VICPA
OG0007148	tr|E9PW10|E9PW10_MOUSE	tr|A0A6J3BLR3|A0A6J3BLR3_VICPA
OG0007149	sp|O35738|KLF12_MOUSE	tr|A0A6J3B3L3|A0A6J3B3L3_VICPA
OG0007150	sp|O54956|DPOE2_MOUSE	tr|A0A6J3ALI8|A0A6J3ALI8_VICPA
OG0007151	sp|O70145|NCF2_MOUSE	tr|A0A6I9IH75|A0A6I9IH75_VICPA
OG0007152	sp|O70146|TESK1_MOUSE	tr|A0A6J3AFC8|A0A6J3AFC8_VICPA
OG0007153	sp|O88492|PLIN4_MOUSE	tr|A0A6J3BM10|A0A6J3BM10_VICPA
OG0007154	sp|O88554|PARP2_MOUSE	tr|A0A6J0B2E1|A0A6J0B2E1_VICPA
OG0007155	sp|P08113|ENPL_MOUSE	tr|A0A6I9I7U6|A0A6I9I7U6_VICPA
OG0007156	sp|P08414|KCC4_MOUSE	tr|A0A6I9I8C2|A0A6I9I8C2_VICPA
OG0007158	sp|P18165|LORI_MOUSE	tr|A0A6J3BKN8|A0A6J3BKN8_VICPA
OG0007159	sp|P21855|CD72_MOUSE	tr|A0A6J3AIS8|A0A6J3AIS8_VICPA
OG0007160	sp|P29758|OAT_MOUSE	tr|A0A6I9IBE5|A0A6I9IBE5_VICPA
OG0007161	sp|P34152|FAK1_MOUSE	tr|A0A6J3BJ22|A0A6J3BJ22_VICPA
OG0007162	sp|P40935|PNMT_MOUSE	tr|A0A6J0AVQ5|A0A6J0AVQ5_VICPA
OG0007163	sp|P42582|NKX25_MOUSE	tr|A0A6J3BM82|A0A6J3BM82_VICPA
OG0007164	sp|P51576|P2RX1_MOUSE	tr|A0A6I9IRI4|A0A6I9IRI4_VICPA
OG0007165	sp|P60894|GPR85_MOUSE	tr|A0A6J0AJG5|A0A6J0AJG5_VICPA
OG0007166	sp|P63075|FGF17_MOUSE	tr|A0A6I9I4J1|A0A6I9I4J1_VICPA
OG0007167	sp|Q149B8|PERM1_MOUSE	tr|A0A6J3A6S3|A0A6J3A6S3_VICPA
OG0007168	sp|Q3UKC1|TAXB1_MOUSE	tr|A0A6J0AG85|A0A6J0AG85_VICPA
OG0007169	sp|Q5GH66|XKR5_MOUSE	tr|A0A6J0AY81|A0A6J0AY81_VICPA
OG0007170	sp|Q61102|ABCB7_MOUSE	tr|A0A6I9IRP1|A0A6I9IRP1_VICPA
OG0007171	sp|Q61647|HYAS1_MOUSE	tr|A0A6J3AZR8|A0A6J3AZR8_VICPA
OG0007172	sp|Q6L8S8|B4GN3_MOUSE	tr|A0A6J2ZZC5|A0A6J2ZZC5_VICPA
OG0007173	sp|Q6NVF0|OCRL_MOUSE	tr|A0A6J3A0X2|A0A6J3A0X2_VICPA
OG0007174	sp|Q6P9S0|MTSS2_MOUSE	tr|A0A6I9I264|A0A6I9I264_VICPA
OG0007175	sp|Q6RUU0|PTX4_MOUSE	tr|A0A6I9I5L9|A0A6I9I5L9_VICPA
OG0007176	tr|Q7TPG0|Q7TPG0_MOUSE	tr|A0A6J3APN1|A0A6J3APN1_VICPA
OG0007177	sp|Q80XH2|IMPG2_MOUSE	tr|A0A6J3A377|A0A6J3A377_VICPA
OG0007178	sp|Q80YS6|AFAP1_MOUSE	tr|A0A6I9IID5|A0A6I9IID5_VICPA
OG0007179	sp|Q8BH18|TM117_MOUSE	tr|A0A6J3B2J6|A0A6J3B2J6_VICPA
OG0007180	sp|Q8BK08|TMM11_MOUSE	tr|A0A6J0AWP0|A0A6J0AWP0_VICPA
OG0007181	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A6J3A7Z7|A0A6J3A7Z7_VICPA
OG0007182	sp|Q8C5C9|TTMP_MOUSE	tr|A0A6J0B496|A0A6J0B496_VICPA
OG0007183	sp|Q8CGK5|INLR1_MOUSE	tr|A0A6J3AYG7|A0A6J3AYG7_VICPA
OG0007184	sp|Q8R1F5|HYI_MOUSE	tr|A0A6I9I215|A0A6I9I215_VICPA
OG0007185	sp|Q8R2U0|SEH1_MOUSE	tr|A0A6J3BIF2|A0A6J3BIF2_VICPA
OG0007186	sp|Q8VC90|ZDH12_MOUSE	tr|A0A6I9I772|A0A6I9I772_VICPA
OG0007187	sp|Q99J21|MCLN1_MOUSE	tr|A0A6J0AMD7|A0A6J0AMD7_VICPA
OG0007188	sp|Q99LG0|UBP16_MOUSE	tr|A0A6J0AR43|A0A6J0AR43_VICPA
OG0007189	sp|Q99LL5|PWP1_MOUSE	tr|A0A6I9I9B7|A0A6I9I9B7_VICPA
OG0007190	sp|Q9CPQ5|CENPQ_MOUSE	tr|A0A6J0AE52|A0A6J0AE52_VICPA
OG0007191	sp|Q9CQQ8|LSM7_MOUSE	tr|A0A6J3BM68|A0A6J3BM68_VICPA
OG0007192	sp|Q9CQU8|IMP1L_MOUSE	tr|A0A6J0B187|A0A6J0B187_VICPA
OG0007193	sp|Q9CXD6|MCUR1_MOUSE	tr|A0A6I9I034|A0A6I9I034_VICPA
OG0007194	sp|Q9D529|WBP2L_MOUSE	tr|A0A6J3A274|A0A6J3A274_VICPA
OG0007195	sp|Q9DAV9|TM38B_MOUSE	tr|A0A6J3AJ31|A0A6J3AJ31_VICPA
OG0007196	sp|Q9ES07|S15A2_MOUSE	tr|A0A6I9IL65|A0A6I9IL65_VICPA
OG0007197	sp|Q9ESS0|DUS10_MOUSE	tr|A0A6I9HXK9|A0A6I9HXK9_VICPA
OG0007198	sp|Q9QZM2|DPOG2_MOUSE	tr|A0A6J3B9Y5|A0A6J3B9Y5_VICPA
OG0007199	sp|Q9WVS4|MOK_MOUSE	tr|A0A6J3AN86|A0A6J3AN86_VICPA
OG0007200	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A6I9IR70|A0A6I9IR70_VICPA
OG0007201	sp|Q9Z179|SHCBP_MOUSE	tr|A0A6I9IAS6|A0A6I9IAS6_VICPA
OG0007202	tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE	tr|A0A6J0ARU2|A0A6J0ARU2_VICPA
OG0007203	tr|A0A2I3BRZ3|A0A2I3BRZ3_MOUSE	tr|A0A6J0B039|A0A6J0B039_VICPA
OG0007204	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|A0A6J0ANU1|A0A6J0ANU1_VICPA
OG0007205	sp|A2AA28|MET23_MOUSE	tr|A0A6I9I1J2|A0A6I9I1J2_VICPA
OG0007206	tr|A2RTS7|A2RTS7_MOUSE	tr|A0A6J3A6B8|A0A6J3A6B8_VICPA
OG0007207	sp|O35449|PRRT1_MOUSE	tr|A0A6J3BFQ7|A0A6J3BFQ7_VICPA
OG0007208	sp|O55201|SPT5H_MOUSE	tr|A0A6J3AYM4|A0A6J3AYM4_VICPA
OG0007209	sp|P14152|MDHC_MOUSE	tr|A0A6I9I4P6|A0A6I9I4P6_VICPA
OG0007210	sp|P22907|HEM3_MOUSE	tr|A0A6I9IBU8|A0A6I9IBU8_VICPA
OG0007211	sp|P38585|TTL_MOUSE	tr|A0A6J3BR78|A0A6J3BR78_VICPA
OG0007212	sp|P97343|UHMK1_MOUSE	tr|A0A6I9IFF9|A0A6I9IFF9_VICPA
OG0007213	sp|Q09LZ8|CBPC6_MOUSE	tr|A0A6J3B5V4|A0A6J3B5V4_VICPA
OG0007214	sp|Q3TW96|UAP1L_MOUSE	tr|A0A6I9IT44|A0A6I9IT44_VICPA
OG0007215	sp|Q3USZ8|DIK2A_MOUSE	tr|A0A6J3AM11|A0A6J3AM11_VICPA
OG0007216	sp|Q3V079|BBOF1_MOUSE	tr|A0A6J3APE4|A0A6J3APE4_VICPA
OG0007217	sp|Q501J7|PHAR4_MOUSE	tr|A0A6I9HXR3|A0A6I9HXR3_VICPA
OG0007218	sp|Q5HZI2|C2C4C_MOUSE	tr|A0A6J0AND2|A0A6J0AND2_VICPA
OG0007219	sp|Q61216|MRE11_MOUSE	tr|A0A6I9IAJ4|A0A6I9IAJ4_VICPA
OG0007220	sp|Q66JT0|WEE2_MOUSE	tr|A0A6I9IGP2|A0A6I9IGP2_VICPA
OG0007221	sp|Q6DFV3|RHG21_MOUSE	tr|A0A6J3AHU8|A0A6J3AHU8_VICPA
OG0007222	sp|Q6DI92|ZSWM9_MOUSE	tr|A0A6J0APG3|A0A6J0APG3_VICPA
OG0007223	sp|Q6P6J9|TXD15_MOUSE	tr|A0A6J0AVJ3|A0A6J0AVJ3_VICPA
OG0007224	sp|Q6ZQH8|NU188_MOUSE	tr|A0A6J3AIB1|A0A6J3AIB1_VICPA
OG0007225	sp|Q8BGN3|ENPP6_MOUSE	tr|A0A6J3BLV5|A0A6J3BLV5_VICPA
OG0007226	sp|Q8BHC1|RB39B_MOUSE	tr|A0A6I9IRI9|A0A6I9IRI9_VICPA
OG0007227	sp|Q8BLF1|NCEH1_MOUSE	tr|A0A6I9I129|A0A6I9I129_VICPA
OG0007228	sp|Q8BM55|TM214_MOUSE	tr|A0A6I9HW47|A0A6I9HW47_VICPA
OG0007229	sp|Q8BMJ7|CGRF1_MOUSE	tr|A0A6I9HYP8|A0A6I9HYP8_VICPA
OG0007230	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A6I9I2K4|A0A6I9I2K4_VICPA
OG0007231	sp|Q8C0D7|ING4_MOUSE	tr|A0A6I9IEM2|A0A6I9IEM2_VICPA
OG0007232	sp|Q8C0G2|T3JAM_MOUSE	tr|A0A6I9HXE3|A0A6I9HXE3_VICPA
OG0007233	sp|Q8C6U2|S66A3_MOUSE	tr|A0A6J3B3F0|A0A6J3B3F0_VICPA
OG0007234	sp|Q8CBY0|GATC_MOUSE	tr|A0A6J0AJG8|A0A6J0AJG8_VICPA
OG0007235	sp|Q8CIZ8|VWF_MOUSE	tr|A0A6J2ZY86|A0A6J2ZY86_VICPA
OG0007236	sp|Q8K182|CO8A_MOUSE	tr|A0A6J0AEI7|A0A6J0AEI7_VICPA
OG0007237	sp|Q8K1C7|MOT14_MOUSE	tr|A0A6J3AMC1|A0A6J3AMC1_VICPA
OG0007238	sp|Q8K1S1|LGI4_MOUSE	tr|A0A6J3A2G9|A0A6J3A2G9_VICPA
OG0007239	sp|Q8K4C2|I17RC_MOUSE	tr|A0A6J3B514|A0A6J3B514_VICPA
OG0007240	sp|Q8R0L9|TADA3_MOUSE	tr|A0A6I9IAP0|A0A6I9IAP0_VICPA
OG0007241	sp|Q8R361|RFIP5_MOUSE	tr|A0A6J3AF67|A0A6J3AF67_VICPA
OG0007242	sp|Q8R366|IGSF8_MOUSE	tr|A0A6I9IL14|A0A6I9IL14_VICPA
OG0007243	sp|Q8VE47|UBA5_MOUSE	tr|A0A6J0AXU5|A0A6J0AXU5_VICPA
OG0007244	sp|Q920A5|RISC_MOUSE	tr|A0A6I9IQU0|A0A6I9IQU0_VICPA
OG0007245	sp|Q99J56|DERL1_MOUSE	tr|A0A6I9IIH0|A0A6I9IIH0_VICPA
OG0007246	sp|Q99KY4|GAK_MOUSE	tr|A0A6J0AXJ1|A0A6J0AXJ1_VICPA
OG0007247	sp|Q99LD4|CSN1_MOUSE	tr|A0A6J0ABC7|A0A6J0ABC7_VICPA
OG0007248	sp|Q99LS1|MMAD_MOUSE	tr|A0A6J3AGS5|A0A6J3AGS5_VICPA
OG0007249	sp|Q9CQ62|DECR_MOUSE	tr|A0A6I9I393|A0A6I9I393_VICPA
OG0007250	sp|Q9CQJ4|RING2_MOUSE	tr|A0A6J3BFM0|A0A6J3BFM0_VICPA
OG0007251	sp|Q9D658|TP4A3_MOUSE	tr|A0A6I9IF12|A0A6I9IF12_VICPA
OG0007252	sp|Q9D6W8|BORC6_MOUSE	tr|A0A6I9IPL5|A0A6I9IPL5_VICPA
OG0007253	sp|Q9DAN6|GTSF1_MOUSE	tr|A0A6J3AZ03|A0A6J3AZ03_VICPA
OG0007254	sp|Q9DCP2|S38A3_MOUSE	tr|A0A6J3BAX0|A0A6J3BAX0_VICPA
OG0007255	sp|Q9EPK6|SIL1_MOUSE	tr|A0A6J3A8J9|A0A6J3A8J9_VICPA
OG0007256	sp|Q9JI08|BIN3_MOUSE	tr|A0A6I9I758|A0A6I9I758_VICPA
OG0007257	sp|Q9QZH3|PPIE_MOUSE	tr|A0A6J3AXS7|A0A6J3AXS7_VICPA
OG0007258	tr|A0A140LI11|A0A140LI11_MOUSE	tr|A0A6J3BDQ4|A0A6J3BDQ4_VICPA
OG0007259	sp|B2RPU2|PLHD1_MOUSE	tr|A0A6I9ICG4|A0A6I9ICG4_VICPA
OG0007260	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|A0A6J0AD61|A0A6J0AD61_VICPA
OG0007261	tr|G3X9M9|G3X9M9_MOUSE	tr|A0A6J2ZVB3|A0A6J2ZVB3_VICPA
OG0007262	sp|O35375|NRP2_MOUSE	tr|A0A6I9IA79|A0A6I9IA79_VICPA
OG0007263	sp|O35426|XBP1_MOUSE	tr|A0A6J3BSQ5|A0A6J3BSQ5_VICPA
OG0007264	sp|O35716|SOCS1_MOUSE	tr|A0A6I9I8S3|A0A6I9I8S3_VICPA
OG0007265	sp|O70585|DTNB_MOUSE	tr|A0A6J3B4Q6|A0A6J3B4Q6_VICPA
OG0007266	sp|P0C605|KGP1_MOUSE	tr|A0A6I9I927|A0A6I9I927_VICPA
OG0007267	sp|P23772|GATA3_MOUSE	tr|A0A6J3A095|A0A6J3A095_VICPA
OG0007268	sp|P29595|NEDD8_MOUSE	tr|A0A6I9IMZ4|A0A6I9IMZ4_VICPA
OG0007269	sp|P33267|CP2F2_MOUSE	tr|A0A6J3ASW7|A0A6J3ASW7_VICPA
OG0007270	sp|P47212|GALA_MOUSE	tr|A0A6I9IHM5|A0A6I9IHM5_VICPA
OG0007271	sp|P54822|PUR8_MOUSE	tr|A0A6I9ICR9|A0A6I9ICR9_VICPA
OG0007272	sp|P58735|S26A1_MOUSE	tr|A0A6J3B832|A0A6J3B832_VICPA
OG0007273	sp|Q07113|MPRI_MOUSE	tr|A0A6J3ASX9|A0A6J3ASX9_VICPA
OG0007274	sp|Q0VBV7|CE126_MOUSE	tr|A0A6J0AK59|A0A6J0AK59_VICPA
OG0007275	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A6I9IDY2|A0A6I9IDY2_VICPA
OG0007276	sp|Q571G4|LIN54_MOUSE	tr|A0A6J0B1W5|A0A6J0B1W5_VICPA
OG0007277	sp|Q61214|DYR1A_MOUSE	tr|A0A6I9I9S6|A0A6I9I9S6_VICPA
OG0007278	sp|Q61858|GPAN1_MOUSE	tr|A0A6J0AW86|A0A6J0AW86_VICPA
OG0007279	sp|Q63961|EGLN_MOUSE	tr|A0A6J3AI69|A0A6J3AI69_VICPA
OG0007280	sp|Q68FD5|CLH1_MOUSE	tr|A0A6J0B262|A0A6J0B262_VICPA
OG0007281	sp|Q6PGG6|GNL3L_MOUSE	tr|A0A6J2ZYL1|A0A6J2ZYL1_VICPA
OG0007282	sp|Q7TQ62|PODN_MOUSE	tr|A0A6J0AES5|A0A6J0AES5_VICPA
OG0007283	sp|Q7TQJ8|WTIP_MOUSE	tr|A0A6J3A2K2|A0A6J3A2K2_VICPA
OG0007284	sp|Q80SS6|GPBAR_MOUSE	tr|A0A6J0AKZ2|A0A6J0AKZ2_VICPA
OG0007285	sp|Q80YT5|SPT20_MOUSE	tr|A0A6J0B0F9|A0A6J0B0F9_VICPA
OG0007286	sp|Q8BH58|TIPRL_MOUSE	tr|A0A6J3BBX6|A0A6J3BBX6_VICPA
OG0007287	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A6J0ALK4|A0A6J0ALK4_VICPA
OG0007288	sp|Q8BR86|KIRR3_MOUSE	tr|A0A6J0AR78|A0A6J0AR78_VICPA
OG0007289	sp|Q8C2K1|DEFI6_MOUSE	tr|A0A6I9I5F1|A0A6I9I5F1_VICPA
OG0007290	sp|Q8C2K5|RASL3_MOUSE	tr|A0A6J3BHY6|A0A6J3BHY6_VICPA
OG0007291	sp|Q8CD15|RIOX2_MOUSE	tr|A0A6J3A3F6|A0A6J3A3F6_VICPA
OG0007292	sp|Q8CEE0|CEP57_MOUSE	tr|A0A6I9I930|A0A6I9I930_VICPA
OG0007293	sp|Q8CG47|SMC4_MOUSE	tr|A0A6I9I167|A0A6I9I167_VICPA
OG0007294	sp|Q8K158|CNPD1_MOUSE	tr|A0A6J0AND8|A0A6J0AND8_VICPA
OG0007295	sp|Q8K2Q7|BROX_MOUSE	tr|A0A6I9I053|A0A6I9I053_VICPA
OG0007296	sp|Q8K445|CLRN1_MOUSE	tr|A0A6I9I6H5|A0A6I9I6H5_VICPA
OG0007297	sp|Q8R2Q0|TRI29_MOUSE	tr|A0A6J2ZYX5|A0A6J2ZYX5_VICPA
OG0007298	sp|Q8VC52|RBPS2_MOUSE	tr|A0A6J3AQ26|A0A6J3AQ26_VICPA
OG0007299	sp|Q8VD76|TF2H3_MOUSE	tr|A0A6I9ICR5|A0A6I9ICR5_VICPA
OG0007300	sp|Q8VDI7|UBAC1_MOUSE	tr|A0A6I9ITF0|A0A6I9ITF0_VICPA
OG0007301	tr|Q8VFD8|Q8VFD8_MOUSE	tr|A0A6J3AXX8|A0A6J3AXX8_VICPA
OG0007302	sp|Q99JX3|GORS2_MOUSE	tr|A0A6I9IIK1|A0A6I9IIK1_VICPA
OG0007303	sp|Q99LY2|GDPD3_MOUSE	tr|A0A6J3BAU9|A0A6J3BAU9_VICPA
OG0007304	sp|Q99NH8|TREM2_MOUSE	tr|A0A6I9I5H3|A0A6I9I5H3_VICPA
OG0007305	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A6J3BN89|A0A6J3BN89_VICPA
OG0007306	sp|Q9D742|AP5S1_MOUSE	tr|A0A6J0AL35|A0A6J0AL35_VICPA
OG0007307	sp|Q9D9V4|RSPH9_MOUSE	tr|A0A6I9I5E7|A0A6I9I5E7_VICPA
OG0007308	sp|Q9DBY0|FOXP4_MOUSE	tr|A0A6J0AEY3|A0A6J0AEY3_VICPA
OG0007309	sp|Q9ERK0|RIPK4_MOUSE	tr|A0A6J3AZC9|A0A6J3AZC9_VICPA
OG0007310	sp|Q9ES82|POPD2_MOUSE	tr|A0A6I9IH17|A0A6I9IH17_VICPA
OG0007311	sp|Q9JMG4|NKAI4_MOUSE	tr|A0A6I9IG95|A0A6I9IG95_VICPA
OG0007312	sp|Q9Z140|CPNE6_MOUSE	tr|A0A6I9IPA2|A0A6I9IPA2_VICPA
OG0007313	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A6J3AXK5|A0A6J3AXK5_VICPA
OG0007314	tr|A2ABX0|A2ABX0_MOUSE	tr|A0A6J3BDJ8|A0A6J3BDJ8_VICPA
OG0007315	sp|A2AUU0|METL8_MOUSE	tr|A0A6J3AIA9|A0A6J3AIA9_VICPA
OG0007316	sp|B1ARW8|CA122_MOUSE	tr|A0A6I9IGW8|A0A6I9IGW8_VICPA
OG0007317	sp|B2RUP2|UN13D_MOUSE	tr|A0A6I9I0X3|A0A6I9I0X3_VICPA
OG0007318	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A6J0AIN4|A0A6J0AIN4_VICPA
OG0007319	tr|E9Q407|E9Q407_MOUSE	tr|A0A6I9I4B0|A0A6I9I4B0_VICPA
OG0007320	sp|O35730|RING1_MOUSE	tr|A0A6I9I304|A0A6I9I304_VICPA
OG0007321	sp|O55013|TPPC3_MOUSE	tr|A0A6J0ASY2|A0A6J0ASY2_VICPA
OG0007322	sp|O55029|COPB2_MOUSE	tr|A0A6I9IPZ1|A0A6I9IPZ1_VICPA
OG0007323	sp|O55038|CXL13_MOUSE	tr|A0A6J3BEX4|A0A6J3BEX4_VICPA
OG0007324	sp|O70200|AIF1_MOUSE	tr|A0A6I9IPC5|A0A6I9IPC5_VICPA
OG0007325	sp|O70492|SNX3_MOUSE	tr|A0A6I9IAL9|A0A6I9IAL9_VICPA
OG0007326	sp|P0C7A3|MBOA4_MOUSE	tr|A0A6I9I0P1|A0A6I9I0P1_VICPA
OG0007327	sp|P18181|CD48_MOUSE	tr|A0A6J0B0V1|A0A6J0B0V1_VICPA
OG0007328	sp|P20490|FCERB_MOUSE	tr|A0A6I9INN9|A0A6I9INN9_VICPA
OG0007329	sp|P32958|ROM1_MOUSE	tr|A0A6J0AVR7|A0A6J0AVR7_VICPA
OG0007330	sp|P56390|CKS2_MOUSE	tr|A0A6I9IN98|A0A6I9IN98_VICPA
OG0007331	sp|P62830|RL23_MOUSE	tr|A0A6I9IK24|A0A6I9IK24_VICPA
OG0007332	sp|Q07243|MTF1_MOUSE	tr|A0A6I9IKD1|A0A6I9IKD1_VICPA
OG0007333	sp|Q08EA8|TM213_MOUSE	tr|A0A6I9IEP1|A0A6I9IEP1_VICPA
OG0007334	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A6J3B0X2|A0A6J3B0X2_VICPA
OG0007335	sp|Q4LFA9|SEM3G_MOUSE	tr|A0A6J0ADZ8|A0A6J0ADZ8_VICPA
OG0007336	sp|Q5M8N4|D39U1_MOUSE	tr|A0A6I9IPC3|A0A6I9IPC3_VICPA
OG0007337	sp|Q5S003|SPG17_MOUSE	tr|A0A6I9IMN8|A0A6I9IMN8_VICPA
OG0007338	sp|Q60611|SATB1_MOUSE	tr|A0A6J3AJT2|A0A6J3AJT2_VICPA
OG0007339	sp|Q6KAU8|A16L2_MOUSE	tr|A0A6J0AFM9|A0A6J0AFM9_VICPA
OG0007340	sp|Q6NT99|DUS23_MOUSE	tr|A0A6J3BFK2|A0A6J3BFK2_VICPA
OG0007341	tr|Q6NVH0|Q6NVH0_MOUSE	tr|A0A6J3BBF4|A0A6J3BBF4_VICPA
OG0007342	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A6I9HZR4|A0A6I9HZR4_VICPA
OG0007343	sp|Q7TNI7|IL17F_MOUSE	tr|A0A6I9IIX2|A0A6I9IIX2_VICPA
OG0007344	sp|Q8BHD0|RB39A_MOUSE	tr|A0A6I9IPT0|A0A6I9IPT0_VICPA
OG0007345	sp|Q8BMF8|GLDN_MOUSE	tr|A0A6J3A4K1|A0A6J3A4K1_VICPA
OG0007346	sp|Q8C0L6|PAOX_MOUSE	tr|A0A6I9IDC5|A0A6I9IDC5_VICPA
OG0007347	sp|Q8C436|MT21D_MOUSE	tr|A0A6I9HZU7|A0A6I9HZU7_VICPA
OG0007348	sp|Q8C9V1|TB10C_MOUSE	tr|A0A6I9IFT5|A0A6I9IFT5_VICPA
OG0007349	sp|Q8CDP0|CBPC3_MOUSE	tr|A0A6J3ACC6|A0A6J3ACC6_VICPA
OG0007350	sp|Q8CG76|ARK72_MOUSE	tr|A0A6I9HUV9|A0A6I9HUV9_VICPA
OG0007351	sp|Q8CHZ8|LEU7_MOUSE	tr|A0A6I9IGU0|A0A6I9IGU0_VICPA
OG0007352	sp|Q8K2F3|DEPP1_MOUSE	tr|A0A6I9INE2|A0A6I9INE2_VICPA
OG0007353	sp|Q8R1B8|RORB_MOUSE	tr|A0A6J3AEY9|A0A6J3AEY9_VICPA
OG0007354	sp|Q8VHC5|CABP4_MOUSE	tr|A0A6I9IHT0|A0A6I9IHT0_VICPA
OG0007355	sp|Q91YD6|VILL_MOUSE	tr|A0A6I9I2C7|A0A6I9I2C7_VICPA
OG0007356	sp|Q99KP6|PRP19_MOUSE	tr|A0A6I9IL42|A0A6I9IL42_VICPA
OG0007357	sp|Q99MB2|MTFR1_MOUSE	tr|A0A6I9I9I6|A0A6I9I9I6_VICPA
OG0007358	sp|Q9D083|SPC24_MOUSE	tr|A0A6J3BEY3|A0A6J3BEY3_VICPA
OG0007359	sp|Q9D8T4|TV23B_MOUSE	tr|A0A6J3AAL5|A0A6J3AAL5_VICPA
OG0007360	sp|Q9D8X1|CUTC_MOUSE	tr|A0A6I9IHG0|A0A6I9IHG0_VICPA
OG0007361	sp|Q9EPL9|ACOX3_MOUSE	tr|A0A6I9IIV8|A0A6I9IIV8_VICPA
OG0007362	sp|Q9ERI2|RB27A_MOUSE	tr|A0A6J3A328|A0A6J3A328_VICPA
OG0007363	sp|Q9JHZ2|ANKH_MOUSE	tr|A0A6I9IPS3|A0A6I9IPS3_VICPA
OG0007364	sp|Q9JLV5|CUL3_MOUSE	tr|A0A6J0AQR1|A0A6J0AQR1_VICPA
OG0007365	sp|Q9Z0S6|CLD10_MOUSE	tr|A0A6J3B4N1|A0A6J3B4N1_VICPA
OG0007366	tr|A0A140LIQ5|A0A140LIQ5_MOUSE	tr|A0A6J3A5W6|A0A6J3A5W6_VICPA
OG0007367	tr|B2RXE2|B2RXE2_MOUSE	tr|A0A6J3ARU8|A0A6J3ARU8_VICPA
OG0007369	sp|P09838|TDT_MOUSE	tr|A0A6I9IHC9|A0A6I9IHC9_VICPA
OG0007370	sp|P14873|MAP1B_MOUSE	tr|A0A6I9HWM4|A0A6I9HWM4_VICPA
OG0007371	sp|P16054|KPCE_MOUSE	tr|A0A6I9IN93|A0A6I9IN93_VICPA
OG0007372	sp|P17257|F167B_MOUSE	tr|A0A6I9HXM0|A0A6I9HXM0_VICPA
OG0007373	sp|P48193|EPB41_MOUSE	tr|A0A6J0AMU0|A0A6J0AMU0_VICPA
OG0007374	sp|P54130|FGF9_MOUSE	tr|A0A6I9IQJ2|A0A6I9IQJ2_VICPA
OG0007375	sp|Q08624|HXC4_MOUSE	tr|A0A6J3B211|A0A6J3B211_VICPA
OG0007376	sp|Q08775|RUNX2_MOUSE	tr|A0A6J0AGR9|A0A6J0AGR9_VICPA
OG0007377	sp|Q3TY60|F131B_MOUSE	tr|A0A6I9IDL0|A0A6I9IDL0_VICPA
OG0007378	sp|Q3UH66|WNK2_MOUSE	tr|A0A6J0ASJ5|A0A6J0ASJ5_VICPA
OG0007379	sp|Q505K2|FHI1A_MOUSE	tr|A0A6J3BRW2|A0A6J3BRW2_VICPA
OG0007380	sp|Q60641|NR1H4_MOUSE	tr|A0A6I9IT24|A0A6I9IT24_VICPA
