Orthogroup	Mus_musculus	Felis_catus
OG0007327	sp|Q8CHU3|EPN2_MOUSE	tr|A0A2I2UVU5|A0A2I2UVU5_FELCA
OG0007328	sp|Q8CGA3|LAT4_MOUSE	tr|A0A2I2V072|A0A2I2V072_FELCA
OG0007329	sp|P45448|NR5A2_MOUSE	tr|A0A337RWK1|A0A337RWK1_FELCA
OG0007330	sp|Q8BU91|S26A9_MOUSE	tr|A0A337RWX8|A0A337RWX8_FELCA
OG0007331	sp|Q9CXD9|LRC17_MOUSE	tr|A0A337S4I6|A0A337S4I6_FELCA
OG0007332	sp|Q9D4H7|LONF3_MOUSE	tr|A0A337SE49|A0A337SE49_FELCA
OG0007333	sp|Q6P6I6|GRL1A_MOUSE	tr|A0A337SHS2|A0A337SHS2_FELCA
OG0007334	sp|Q8C131|HCAR1_MOUSE	tr|A0A337SKK4|A0A337SKK4_FELCA
OG0007335	sp|P56379|ATP68_MOUSE	tr|A0A337SQK3|A0A337SQK3_FELCA
OG0007336	sp|Q8R1P5|KCNKD_MOUSE	tr|A0A337SUN3|A0A337SUN3_FELCA
OG0007337	sp|P09631|HXA9_MOUSE	tr|A0A337SVI6|A0A337SVI6_FELCA
OG0007338	sp|Q7TN02|MED26_MOUSE	tr|A0A5F5XCS1|A0A5F5XCS1_FELCA
OG0007339	sp|O35936|ALOX8_MOUSE	tr|A0A5F5XE08|A0A5F5XE08_FELCA
OG0007340	sp|Q61827|MAFK_MOUSE	tr|A0A5F5XE89|A0A5F5XE89_FELCA
OG0007341	sp|Q91YL2|RN126_MOUSE	tr|A0A5F5XEF2|A0A5F5XEF2_FELCA
OG0007342	sp|Q9DCC3|CC107_MOUSE	tr|A0A5F5XHS2|A0A5F5XHS2_FELCA
OG0007343	tr|A0A571BE98|A0A571BE98_MOUSE	tr|A0A5F5XMF4|A0A5F5XMF4_FELCA
OG0007344	sp|Q91VJ5|PQBP1_MOUSE	tr|A0A5F5XMG7|A0A5F5XMG7_FELCA
OG0007345	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A5F5XQS9|A0A5F5XQS9_FELCA
OG0007346	sp|Q61190|I10R2_MOUSE	tr|A0A5F5Y3G0|A0A5F5Y3G0_FELCA
OG0007347	sp|Q9EQ32|BCAP_MOUSE	tr|A0A5F5Y4F0|A0A5F5Y4F0_FELCA
OG0007348	sp|A2AV25|FBCD1_MOUSE	tr|A0A5F5Y5P1|A0A5F5Y5P1_FELCA
OG0007349	sp|O35261|E2F3_MOUSE	tr|A0A5F5Y7B5|A0A5F5Y7B5_FELCA
OG0007350	sp|Q8K2J7|RELL1_MOUSE	tr|M3VTZ2|M3VTZ2_FELCA
OG0007351	sp|Q8C0Q4|NEK11_MOUSE	tr|M3VW45|M3VW45_FELCA
OG0007352	sp|Q9QUG3|PRND_MOUSE	tr|M3VWQ4|M3VWQ4_FELCA
OG0007353	sp|Q9QXD1|ACOX2_MOUSE	tr|M3VY35|M3VY35_FELCA
OG0007354	tr|E9PVG4|E9PVG4_MOUSE	tr|M3VYS4|M3VYS4_FELCA
OG0007355	sp|Q4G0F8|UBN1_MOUSE	tr|M3W2F7|M3W2F7_FELCA
OG0007356	sp|Q8BSN3|ODAD3_MOUSE	tr|M3W338|M3W338_FELCA
OG0007357	sp|Q5SS80|DHR13_MOUSE	tr|M3W3P9|M3W3P9_FELCA
OG0007358	sp|Q9Z2T1|KCNK7_MOUSE	tr|M3W4I6|M3W4I6_FELCA
OG0007359	sp|Q8CJ70|IL19_MOUSE	tr|M3W5Z2|M3W5Z2_FELCA
OG0007360	sp|Q6IMB1|RSLBA_MOUSE	tr|M3W6F8|M3W6F8_FELCA
OG0007361	sp|Q9DCV6|DELE1_MOUSE	tr|M3WBD0|M3WBD0_FELCA
OG0007362	sp|Q5NCY3|CB5D1_MOUSE	tr|M3WBS7|M3WBS7_FELCA
OG0007363	sp|Q80SY4|MIB1_MOUSE	tr|M3WD05|M3WD05_FELCA
OG0007364	sp|Q8CGT6|PIWL4_MOUSE	tr|M3WE65|M3WE65_FELCA
OG0007365	sp|Q9WVM8|AADAT_MOUSE	tr|M3WH83|M3WH83_FELCA
OG0007366	sp|B1AZP2|DLGP4_MOUSE	tr|M3WHY5|M3WHY5_FELCA
OG0007367	sp|P49222|EPB42_MOUSE	tr|M3WIG0|M3WIG0_FELCA
OG0007368	sp|P53349|M3K1_MOUSE	tr|M3WK29|M3WK29_FELCA
OG0007369	sp|Q3UIJ9|MYZAP_MOUSE	tr|M3WLK4|M3WLK4_FELCA
OG0007370	tr|D3YV89|D3YV89_MOUSE	tr|M3WN99|M3WN99_FELCA
OG0007371	sp|Q05020|APOC2_MOUSE	tr|M3WNX1|M3WNX1_FELCA
OG0007372	sp|Q99JX1|TAF11_MOUSE	tr|M3WTA9|M3WTA9_FELCA
OG0007373	sp|Q3TY92|MBD6_MOUSE	tr|M3WV49|M3WV49_FELCA
OG0007374	sp|Q9D338|RM19_MOUSE	tr|M3WYB9|M3WYB9_FELCA
OG0007375	sp|Q7TSZ8|NACC1_MOUSE	tr|M3WZ33|M3WZ33_FELCA
OG0007376	sp|Q8R086|SUOX_MOUSE	tr|M3WZ66|M3WZ66_FELCA
OG0007377	sp|P59325|IF5_MOUSE	tr|M3X5W9|M3X5W9_FELCA
OG0007378	sp|Q61937|NPM_MOUSE	tr|M3X673|M3X673_FELCA
OG0007379	sp|Q9D6N5|NC2A_MOUSE	tr|M3X6L5|M3X6L5_FELCA
OG0007380	sp|Q61845|MEIG1_MOUSE	tr|M3X8F5|M3X8F5_FELCA
OG0007381	sp|Q80T69|RSBN1_MOUSE	tr|M3XAR5|M3XAR5_FELCA
OG0007382	sp|Q9D9J8|BPIA3_MOUSE	tr|M3XDZ6|M3XDZ6_FELCA
OG0007383	sp|P32211|ACM4_MOUSE	tr|M3XFA6|M3XFA6_FELCA
OG0007384	sp|P00416|COX3_MOUSE	sp|P48892|COX3_FELCA
OG0007385	tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE	tr|A0A2I2U7J4|A0A2I2U7J4_FELCA
OG0007386	sp|Q78PY7|SND1_MOUSE	tr|A0A2I2UA05|A0A2I2UA05_FELCA
OG0007387	sp|Q61711|SIAL_MOUSE	tr|A0A2I2UBD2|A0A2I2UBD2_FELCA
OG0007388	sp|Q9Z1B5|MD2L1_MOUSE	tr|A0A2I2UH98|A0A2I2UH98_FELCA
OG0007389	sp|Q9JJ66|CDC20_MOUSE	tr|A0A2I2UJ86|A0A2I2UJ86_FELCA
OG0007390	sp|Q9DAZ9|ANCHR_MOUSE	tr|A0A2I2UP40|A0A2I2UP40_FELCA
OG0007391	sp|Q7TS55|TNF18_MOUSE	tr|A0A2I2UQH3|A0A2I2UQH3_FELCA
OG0007392	sp|E9Q5G3|KIF23_MOUSE	tr|A0A2I2US72|A0A2I2US72_FELCA
OG0007393	sp|P97313|PRKDC_MOUSE	tr|A0A2I2UWK2|A0A2I2UWK2_FELCA
OG0007394	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A2I2UYC7|A0A2I2UYC7_FELCA
OG0007395	sp|Q9D020|5NT3A_MOUSE	tr|A0A2I2UZM8|A0A2I2UZM8_FELCA
OG0007396	sp|Q9D0Q7|RM45_MOUSE	tr|A0A2I2V395|A0A2I2V395_FELCA
OG0007397	sp|Q8VBV7|CSN8_MOUSE	tr|A0A337RVU2|A0A337RVU2_FELCA
OG0007398	sp|Q9D8C8|PPR35_MOUSE	tr|A0A337S0J3|A0A337S0J3_FELCA
OG0007399	tr|E9Q2E9|E9Q2E9_MOUSE	tr|A0A337S0Q4|A0A337S0Q4_FELCA
OG0007400	sp|Q9R1X5|MRP5_MOUSE	tr|A0A337S593|A0A337S593_FELCA
OG0007401	sp|Q9QZD8|DIC_MOUSE	tr|A0A337S9C0|A0A337S9C0_FELCA
OG0007402	sp|Q9QY31|SNAI3_MOUSE	tr|A0A337SL49|A0A337SL49_FELCA
OG0007403	sp|Q9D8M3|HRG1_MOUSE	tr|A0A337SLR5|A0A337SLR5_FELCA
OG0007404	sp|Q9QXV1|CBX8_MOUSE	tr|A0A337SV96|A0A337SV96_FELCA
OG0007405	sp|Q8VDL9|GLIS2_MOUSE	tr|A0A5F5XJ19|A0A5F5XJ19_FELCA
OG0007406	sp|Q8K010|OPLA_MOUSE	tr|A0A5F5XTP2|A0A5F5XTP2_FELCA
OG0007407	sp|P36423|THAS_MOUSE	tr|A0A5F5XUV8|A0A5F5XUV8_FELCA
OG0007408	sp|Q07475|NREP_MOUSE	tr|A0A5F5XVW8|A0A5F5XVW8_FELCA
OG0007409	sp|O54931|AKAP2_MOUSE	tr|A0A5F5XYB6|A0A5F5XYB6_FELCA
OG0007410	sp|Q8BHY2|NOC4L_MOUSE	tr|A0A5F5XZF2|A0A5F5XZF2_FELCA
OG0007411	sp|Q9WVS0|ICOS_MOUSE	tr|A0A5F5Y2H2|A0A5F5Y2H2_FELCA
OG0007412	sp|Q61371|IFT88_MOUSE	tr|M3VVJ1|M3VVJ1_FELCA
OG0007413	sp|Q6NZF1|ZC11A_MOUSE	tr|M3VVK2|M3VVK2_FELCA
OG0007414	sp|Q7TMJ8|P3IP1_MOUSE	tr|M3VWF4|M3VWF4_FELCA
OG0007415	sp|Q9DBS1|TMM43_MOUSE	tr|M3VXF0|M3VXF0_FELCA
OG0007416	sp|P47806|GLI1_MOUSE	tr|M3VXV2|M3VXV2_FELCA
OG0007417	sp|P48320|DCE2_MOUSE	tr|M3VYC1|M3VYC1_FELCA
OG0007418	sp|Q6PB75|PAPD7_MOUSE	tr|M3W0E5|M3W0E5_FELCA
OG0007419	sp|Q9JLN5|ERMAP_MOUSE	tr|M3W0F0|M3W0F0_FELCA
OG0007420	sp|Q9CZP5|BCS1_MOUSE	tr|M3W1N7|M3W1N7_FELCA
OG0007421	sp|Q9QZR0|RNF25_MOUSE	tr|M3W1N8|M3W1N8_FELCA
OG0007422	sp|Q99J09|MEP50_MOUSE	tr|M3W4G4|M3W4G4_FELCA
OG0007423	sp|P51912|AAAT_MOUSE	tr|M3W4L0|M3W4L0_FELCA
OG0007424	sp|Q91VC4|PLVAP_MOUSE	tr|M3W9Q4|M3W9Q4_FELCA
OG0007425	sp|Q05722|CO9A1_MOUSE	tr|M3WDD1|M3WDD1_FELCA
OG0007426	sp|P97468|CML1_MOUSE	tr|M3WE47|M3WE47_FELCA
OG0007427	sp|P59111|KCNH8_MOUSE	tr|M3WGP9|M3WGP9_FELCA
OG0007428	sp|Q9Z0J1|RECK_MOUSE	tr|M3WHJ4|M3WHJ4_FELCA
OG0007429	sp|Q14DH7|ACSS3_MOUSE	tr|M3WI05|M3WI05_FELCA
OG0007430	sp|Q8VCL2|SCO2_MOUSE	tr|M3WI34|M3WI34_FELCA
OG0007431	sp|Q99PE8|ABCG5_MOUSE	tr|M3WIW5|M3WIW5_FELCA
OG0007432	sp|Q9JIP7|S15A1_MOUSE	tr|M3WLG5|M3WLG5_FELCA
OG0007433	sp|P82343|RENBP_MOUSE	tr|M3WNP8|M3WNP8_FELCA
OG0007434	sp|Q5FWH3|GRHL3_MOUSE	tr|M3WPH1|M3WPH1_FELCA
OG0007435	sp|Q923B0|GGACT_MOUSE	tr|M3WQ38|M3WQ38_FELCA
OG0007436	sp|Q8R5H6|WASF1_MOUSE	tr|M3WQ62|M3WQ62_FELCA
OG0007437	sp|Q8BZ81|LRRT3_MOUSE	tr|M3WS80|M3WS80_FELCA
OG0007438	sp|Q99L02|PGR1A_MOUSE	tr|M3WUT6|M3WUT6_FELCA
OG0007439	sp|Q8BVR0|BAFL_MOUSE	tr|M3WWL2|M3WWL2_FELCA
OG0007440	sp|P18406|CCN1_MOUSE	tr|M3WX79|M3WX79_FELCA
OG0007441	sp|O70146|TESK1_MOUSE	tr|M3WZD4|M3WZD4_FELCA
OG0007442	sp|O09127|EPHA8_MOUSE	tr|M3X0P3|M3X0P3_FELCA
OG0007443	tr|Q7TRU0|Q7TRU0_MOUSE	tr|M3X150|M3X150_FELCA
OG0007444	sp|Q80ZI6|LRSM1_MOUSE	tr|M3X3Q0|M3X3Q0_FELCA
OG0007445	sp|P0CC03|ST6B1_MOUSE	tr|M3X7M0|M3X7M0_FELCA
OG0007446	sp|Q9QZB6|NR4A3_MOUSE	tr|M3X811|M3X811_FELCA
OG0007447	sp|Q99LN9|DOHH_MOUSE	tr|M3XC43|M3XC43_FELCA
OG0007448	sp|P41160|LEP_MOUSE	sp|Q9N2C1|LEP_FELCA
OG0007449	sp|Q9JI57|GT2D1_MOUSE	tr|A0A2I2U3I8|A0A2I2U3I8_FELCA
OG0007450	sp|A4Q9F1|TTLL8_MOUSE	tr|A0A2I2UBA8|A0A2I2UBA8_FELCA
OG0007451	sp|Q2WF71|LRFN1_MOUSE	tr|A0A2I2UH50|A0A2I2UH50_FELCA
OG0007452	sp|Q8VBW5|BBX_MOUSE	tr|A0A2I2ULP2|A0A2I2ULP2_FELCA
OG0007453	sp|Q689Z5|SBNO1_MOUSE	tr|A0A2I2UN15|A0A2I2UN15_FELCA
OG0007454	sp|Q9JMC8|E41LB_MOUSE	tr|A0A2I2UPW9|A0A2I2UPW9_FELCA
OG0007455	sp|Q9Z2E2|MBD1_MOUSE	tr|A0A2I2UQ58|A0A2I2UQ58_FELCA
OG0007456	sp|Q8BM65|NYAP2_MOUSE	tr|A0A2I2UWJ8|A0A2I2UWJ8_FELCA
OG0007457	sp|Q9CRY7|GDPD1_MOUSE	tr|A0A2I2UXR5|A0A2I2UXR5_FELCA
OG0007458	sp|Q8BT14|CNOT4_MOUSE	tr|A0A2I2UYL7|A0A2I2UYL7_FELCA
OG0007459	sp|P08775|RPB1_MOUSE	tr|A0A2I2V2C9|A0A2I2V2C9_FELCA
OG0007460	sp|Q99KC7|SMAGP_MOUSE	tr|A0A2I2V5F5|A0A2I2V5F5_FELCA
OG0007461	sp|Q9Z0F3|B2L10_MOUSE	tr|A0A337RYG8|A0A337RYG8_FELCA
OG0007462	sp|Q8CCA0|DCNL4_MOUSE	tr|A0A337S6B5|A0A337S6B5_FELCA
OG0007463	sp|Q8C5V8|CC187_MOUSE	tr|A0A337S8X7|A0A337S8X7_FELCA
OG0007464	tr|B7ZC55|B7ZC55_MOUSE	tr|A0A337S9J7|A0A337S9J7_FELCA
OG0007465	sp|E9PV86|MCTP1_MOUSE	tr|A0A337SA36|A0A337SA36_FELCA
OG0007466	sp|P62500|T22D1_MOUSE	tr|A0A337SAD4|A0A337SAD4_FELCA
OG0007467	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A337SAE5|A0A337SAE5_FELCA
OG0007468	sp|Q9CY86|SAPC1_MOUSE	tr|A0A337SBK5|A0A337SBK5_FELCA
OG0007469	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A337SDV9|A0A337SDV9_FELCA
OG0007470	sp|Q8BMN4|LMLN_MOUSE	tr|A0A337SKC2|A0A337SKC2_FELCA
OG0007471	tr|A0A286YDB2|A0A286YDB2_MOUSE	tr|A0A337SKD8|A0A337SKD8_FELCA
OG0007472	sp|P70324|TBX3_MOUSE	tr|A0A337SNR2|A0A337SNR2_FELCA
OG0007473	sp|Q3TT38|ILRUN_MOUSE	tr|A0A337STP1|A0A337STP1_FELCA
OG0007474	sp|P25322|CCND1_MOUSE	tr|A0A337SXQ8|A0A337SXQ8_FELCA
OG0007475	sp|Q571E5|PRS53_MOUSE	tr|A0A5F5XEN1|A0A5F5XEN1_FELCA
OG0007476	sp|Q60780|GAS7_MOUSE	tr|A0A5F5XH19|A0A5F5XH19_FELCA
OG0007477	sp|Q9DA39|LFG4_MOUSE	tr|A0A5F5XJM6|A0A5F5XJM6_FELCA
OG0007478	sp|Q8C2E4|PTCD1_MOUSE	tr|A0A5F5Y0Z3|A0A5F5Y0Z3_FELCA
OG0007479	sp|Q8CA72|GAN_MOUSE	tr|A0A5F5Y236|A0A5F5Y236_FELCA
OG0007480	sp|Q61139|PCSK7_MOUSE	tr|A0A5F5Y6B6|A0A5F5Y6B6_FELCA
OG0007481	sp|Q9CR16|PPID_MOUSE	tr|G3XEW7|G3XEW7_FELCA
OG0007482	sp|Q5U431|GPR39_MOUSE	tr|M3VTY6|M3VTY6_FELCA
OG0007483	sp|Q60605|MYL6_MOUSE	tr|M3VUV4|M3VUV4_FELCA
OG0007484	sp|Q9CXW2|RT22_MOUSE	tr|M3VWP8|M3VWP8_FELCA
OG0007485	sp|P97346|NXN_MOUSE	tr|M3VX30|M3VX30_FELCA
OG0007486	sp|Q09200|B4GN1_MOUSE	tr|M3VXW0|M3VXW0_FELCA
OG0007487	sp|P56812|PDCD5_MOUSE	tr|M3VYB2|M3VYB2_FELCA
OG0007488	sp|Q3TRM8|HXK3_MOUSE	tr|M3VZN7|M3VZN7_FELCA
OG0007489	sp|Q8C886|PKHN1_MOUSE	tr|M3W074|M3W074_FELCA
OG0007490	sp|Q62066|PHX2A_MOUSE	tr|M3W3V9|M3W3V9_FELCA
OG0007491	sp|O08600|NUCG_MOUSE	tr|M3W4U7|M3W4U7_FELCA
OG0007492	sp|P49182|HEP2_MOUSE	tr|M3W543|M3W543_FELCA
OG0007493	sp|P56450|MC4R_MOUSE	tr|M3W634|M3W634_FELCA
OG0007494	tr|A2ABG4|A2ABG4_MOUSE	tr|M3W979|M3W979_FELCA
OG0007495	sp|Q8K3A6|ARMX6_MOUSE	tr|M3WB24|M3WB24_FELCA
OG0007496	sp|Q3UJK4|GTPB2_MOUSE	tr|M3WC11|M3WC11_FELCA
OG0007497	sp|Q4KUS1|WFDC8_MOUSE	tr|M3WC70|M3WC70_FELCA
OG0007498	sp|Q9CQM0|NICN1_MOUSE	tr|M3WC94|M3WC94_FELCA
OG0007499	sp|Q9DBS9|OSBL3_MOUSE	tr|M3WCK8|M3WCK8_FELCA
OG0007500	sp|Q3V1D3|AMPD1_MOUSE	tr|M3WDE5|M3WDE5_FELCA
OG0007501	sp|Q14AI0|DCC1_MOUSE	tr|M3WE83|M3WE83_FELCA
OG0007502	sp|Q8BIP0|SYDM_MOUSE	tr|M3WLL7|M3WLL7_FELCA
OG0007503	sp|Q9CWG8|NDUF7_MOUSE	tr|M3WN86|M3WN86_FELCA
OG0007504	sp|Q99KI0|ACON_MOUSE	tr|M3WP87|M3WP87_FELCA
OG0007505	sp|P59222|SREC2_MOUSE	tr|M3WPJ8|M3WPJ8_FELCA
OG0007506	sp|Q60980|KLF3_MOUSE	tr|M3WQR5|M3WQR5_FELCA
OG0007507	sp|Q8BLI4|DSE_MOUSE	tr|M3WQV1|M3WQV1_FELCA
OG0007508	sp|Q8BKT6|TSN12_MOUSE	tr|M3WSE5|M3WSE5_FELCA
OG0007509	sp|D3YU81|RFX8_MOUSE	tr|M3WSQ9|M3WSQ9_FELCA
OG0007510	sp|P32766|CST8_MOUSE	tr|M3WW57|M3WW57_FELCA
OG0007511	tr|A2ANY6|A2ANY6_MOUSE	tr|M3WWK8|M3WWK8_FELCA
OG0007512	sp|P43346|DCK_MOUSE	tr|M3X133|M3X133_FELCA
OG0007513	sp|P13562|GON1_MOUSE	tr|M3X2M5|M3X2M5_FELCA
OG0007514	sp|O35129|PHB2_MOUSE	tr|M3X4F1|M3X4F1_FELCA
OG0007515	sp|P19182|IFRD1_MOUSE	tr|M3X558|M3X558_FELCA
OG0007516	sp|Q60771|CLD11_MOUSE	tr|M3X7B3|M3X7B3_FELCA
OG0007517	sp|P17751|TPIS_MOUSE	tr|M3X9A1|M3X9A1_FELCA
OG0007518	sp|Q8BHW6|SPT21_MOUSE	tr|M3X9W8|M3X9W8_FELCA
OG0007519	sp|Q91WN2|T150A_MOUSE	tr|M3XCC8|M3XCC8_FELCA
OG0007520	sp|Q2KHI9|MCM9_MOUSE	tr|M3XF20|M3XF20_FELCA
OG0007521	sp|Q8BPI1|KTU_MOUSE	tr|M3XFH5|M3XFH5_FELCA
OG0007522	sp|A0AUP1|CC112_MOUSE	tr|M3XFP6|M3XFP6_FELCA
OG0007523	sp|P04401|IL5_MOUSE	sp|O77515|IL5_FELCA
OG0007524	sp|Q5RJG7|ISPD_MOUSE	tr|A0A2I2U657|A0A2I2U657_FELCA
OG0007525	sp|P41593|PTH1R_MOUSE	tr|A0A2I2U988|A0A2I2U988_FELCA
OG0007526	tr|Q5NCC7|Q5NCC7_MOUSE	tr|A0A2I2UCK0|A0A2I2UCK0_FELCA
OG0007527	sp|B1AUC7|RHG36_MOUSE	tr|A0A2I2UPY1|A0A2I2UPY1_FELCA
OG0007528	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A2I2US39|A0A2I2US39_FELCA
OG0007529	sp|Q3TLH4|PRC2C_MOUSE	tr|A0A2I2UUL6|A0A2I2UUL6_FELCA
OG0007530	sp|A3KGF7|PLCB2_MOUSE	tr|A0A2I2UV60|A0A2I2UV60_FELCA
OG0007531	sp|Q99PW8|KIF17_MOUSE	tr|A0A2I2V0D2|A0A2I2V0D2_FELCA
OG0007532	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A2I2V0J0|A0A2I2V0J0_FELCA
OG0007533	sp|Q65Z93|YPEL4_MOUSE	tr|A0A2I2V302|A0A2I2V302_FELCA
OG0007534	sp|O08785|CLOCK_MOUSE	tr|A0A2I2V3F5|A0A2I2V3F5_FELCA
OG0007535	sp|Q80Y72|CSTL1_MOUSE	tr|A0A337S1F1|A0A337S1F1_FELCA
OG0007536	sp|O88853|GALR3_MOUSE	tr|A0A337S3W8|A0A337S3W8_FELCA
OG0007537	sp|Q9DBR2|FA13C_MOUSE	tr|A0A337S7C6|A0A337S7C6_FELCA
OG0007538	sp|Q64012|RALY_MOUSE	tr|A0A337S8F9|A0A337S8F9_FELCA
OG0007539	sp|Q6GQV0|TEDC2_MOUSE	tr|A0A337SEZ2|A0A337SEZ2_FELCA
OG0007540	sp|Q62407|SPEG_MOUSE	tr|A0A337SH44|A0A337SH44_FELCA
OG0007541	sp|Q8BXA5|CLP1L_MOUSE	tr|A0A337SI30|A0A337SI30_FELCA
OG0007542	sp|Q9Z111|GA45G_MOUSE	tr|A0A337SKF7|A0A337SKF7_FELCA
OG0007543	sp|Q8VHW3|CCG6_MOUSE	tr|A0A337SLV0|A0A337SLV0_FELCA
OG0007544	tr|Q80Y37|Q80Y37_MOUSE	tr|A0A337SPA8|A0A337SPA8_FELCA
OG0007545	tr|Q9D4I8|Q9D4I8_MOUSE	tr|A0A5F5XKB4|A0A5F5XKB4_FELCA
OG0007546	sp|Q8R2S1|RPKL1_MOUSE	tr|A0A5F5XKQ8|A0A5F5XKQ8_FELCA
OG0007547	sp|Q8K1A0|METL5_MOUSE	tr|A0A5F5XMH5|A0A5F5XMH5_FELCA
OG0007548	sp|Q8BHC7|RHBL4_MOUSE	tr|A0A5F5XML2|A0A5F5XML2_FELCA
OG0007549	sp|P21981|TGM2_MOUSE	tr|A0A5F5XNE0|A0A5F5XNE0_FELCA
OG0007550	sp|Q3UH66|WNK2_MOUSE	tr|A0A5F5XNJ0|A0A5F5XNJ0_FELCA
OG0007551	sp|Q9JHI5|IVD_MOUSE	tr|A0A5F5XNS9|A0A5F5XNS9_FELCA
OG0007552	sp|Q3UE17|MEX3D_MOUSE	tr|A0A5F5XXE5|A0A5F5XXE5_FELCA
OG0007553	sp|P52793|EFNA1_MOUSE	tr|A0A5F5XY78|A0A5F5XY78_FELCA
OG0007554	sp|Q69ZK6|JHD2C_MOUSE	tr|A0A5F5Y2P3|A0A5F5Y2P3_FELCA
OG0007555	sp|Q62000|MIME_MOUSE	tr|M3VVG9|M3VVG9_FELCA
OG0007556	sp|Q9D5E4|DRC3_MOUSE	tr|M3VXP0|M3VXP0_FELCA
OG0007557	sp|Q4FK66|PR38A_MOUSE	tr|M3VYN3|M3VYN3_FELCA
OG0007558	sp|Q4LDG0|S27A5_MOUSE	tr|M3W0W6|M3W0W6_FELCA
OG0007559	sp|P31428|DPEP1_MOUSE	tr|M3W0Z1|M3W0Z1_FELCA
OG0007560	sp|P28661|SEPT4_MOUSE	tr|M3W298|M3W298_FELCA
OG0007561	sp|Q9CX47|XRCC2_MOUSE	tr|M3W6M0|M3W6M0_FELCA
OG0007562	sp|O88745|SCRG1_MOUSE	tr|M3W871|M3W871_FELCA
OG0007563	sp|O89017|LGMN_MOUSE	tr|M3W8K5|M3W8K5_FELCA
OG0007564	sp|Q80T41|GABR2_MOUSE	tr|M3WAB0|M3WAB0_FELCA
OG0007565	sp|Q9R190|MTA2_MOUSE	tr|M3WAC7|M3WAC7_FELCA
OG0007566	sp|Q8JZU2|TXTP_MOUSE	tr|M3WBM2|M3WBM2_FELCA
OG0007567	sp|Q9EPS3|GLCE_MOUSE	tr|M3WD04|M3WD04_FELCA
OG0007568	sp|Q9EQC5|SCYL1_MOUSE	tr|M3WE11|M3WE11_FELCA
OG0007569	sp|Q9CQV4|RETR3_MOUSE	tr|M3WFI6|M3WFI6_FELCA
OG0007570	sp|B2RY56|RBM25_MOUSE	tr|M3WFL8|M3WFL8_FELCA
OG0007571	sp|Q00493|CBPE_MOUSE	tr|M3WGH2|M3WGH2_FELCA
OG0007572	sp|P02525|CRBA1_MOUSE	tr|M3WH19|M3WH19_FELCA
OG0007573	sp|Q3TEI4|CO039_MOUSE	tr|M3WHV4|M3WHV4_FELCA
OG0007574	sp|Q9BDB7|IF44L_MOUSE	tr|M3WIF5|M3WIF5_FELCA
OG0007575	sp|Q8BQ33|TICRR_MOUSE	tr|M3WIP7|M3WIP7_FELCA
OG0007576	tr|D3YW29|D3YW29_MOUSE	tr|M3WM25|M3WM25_FELCA
OG0007577	tr|Q9EQC8|Q9EQC8_MOUSE	tr|M3WQS6|M3WQS6_FELCA
OG0007578	sp|Q9QUI0|RHOA_MOUSE	tr|M3WU80|M3WU80_FELCA
OG0007579	sp|A2AU37|RD21L_MOUSE	tr|M3WW98|M3WW98_FELCA
OG0007580	sp|Q9JK38|GNA1_MOUSE	tr|M3WWJ4|M3WWJ4_FELCA
OG0007581	sp|Q8C5S7|REC8_MOUSE	tr|M3WX11|M3WX11_FELCA
OG0007582	tr|Q8CDT5|Q8CDT5_MOUSE	tr|M3WY38|M3WY38_FELCA
OG0007583	tr|Q3UQ17|Q3UQ17_MOUSE	tr|M3WYJ6|M3WYJ6_FELCA
OG0007584	sp|Q91WF0|TAZ_MOUSE	tr|M3X025|M3X025_FELCA
OG0007585	sp|Q8C5H8|NAKD2_MOUSE	tr|M3X235|M3X235_FELCA
OG0007586	sp|Q8K3A4|RHNO1_MOUSE	tr|M3XBN8|M3XBN8_FELCA
OG0007587	sp|Q9CTN5|S6OS1_MOUSE	tr|M3XD41|M3XD41_FELCA
OG0007588	sp|Q8K0W9|DPH3_MOUSE	tr|A0A2I2U1V0|A0A2I2U1V0_FELCA
OG0007589	sp|P35396|PPARD_MOUSE	tr|A0A2I2U3X3|A0A2I2U3X3_FELCA
OG0007590	sp|O35453|HEPS_MOUSE	tr|A0A2I2UDC4|A0A2I2UDC4_FELCA
OG0007591	sp|Q2TL60|ZN667_MOUSE	tr|A0A2I2UF21|A0A2I2UF21_FELCA
OG0007592	sp|Q6NXH2|MANEA_MOUSE	tr|A0A2I2UKA3|A0A2I2UKA3_FELCA
OG0007593	sp|Q80Y20|ALKB8_MOUSE	tr|A0A2I2US18|A0A2I2US18_FELCA
OG0007594	sp|P48771|CX7A2_MOUSE	tr|A0A2I2V489|A0A2I2V489_FELCA
OG0007595	sp|P35564|CALX_MOUSE	tr|A0A337S2D3|A0A337S2D3_FELCA
OG0007596	sp|Q9EQZ7|RIMS2_MOUSE	tr|A0A337SDD9|A0A337SDD9_FELCA
OG0007597	sp|Q9EPC2|FGF23_MOUSE	tr|A0A337SEX6|A0A337SEX6_FELCA
