Orthogroup	Mus_musculus	Balaenoptera_musculus
OG0007058	sp|P56479|GALR1_MOUSE	tr|A0A8C0CXH3|A0A8C0CXH3_BALMU
OG0007059	sp|Q9CQ71|RFA3_MOUSE	tr|A0A8C0D0E0|A0A8C0D0E0_BALMU
OG0007060	sp|Q8R373|CLMP_MOUSE	tr|A0A8C0D198|A0A8C0D198_BALMU
OG0007061	sp|Q8K1A6|C2D1A_MOUSE	tr|A0A8C0D3A4|A0A8C0D3A4_BALMU
OG0007062	sp|Q80XJ3|TTC28_MOUSE	tr|A0A8C0DCH7|A0A8C0DCH7_BALMU
OG0007063	sp|Q9QWV9|CCNT1_MOUSE	tr|A0A8C0DIF1|A0A8C0DIF1_BALMU
OG0007064	sp|Q8VHS5|ASB16_MOUSE	tr|A0A8C0DJ16|A0A8C0DJ16_BALMU
OG0007065	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A8C0DPS7|A0A8C0DPS7_BALMU
OG0007066	sp|Q06180|PTN2_MOUSE	tr|A0A8C0DX82|A0A8C0DX82_BALMU
OG0007067	sp|Q8K327|CHAP1_MOUSE	tr|A0A8C0E011|A0A8C0E011_BALMU
OG0007068	sp|Q7TNS8|EPOP_MOUSE	tr|A0A8C0E321|A0A8C0E321_BALMU
OG0007069	sp|P51637|CAV3_MOUSE	tr|A0A8C0E3P7|A0A8C0E3P7_BALMU
OG0007070	sp|Q922H7|RSLBB_MOUSE	tr|A0A8C0HU45|A0A8C0HU45_BALMU
OG0007071	sp|Q9QXE0|HACL1_MOUSE	tr|A0A8C0HUB8|A0A8C0HUB8_BALMU
OG0007072	sp|P58873|RHBL3_MOUSE	tr|A0A8C0I3D2|A0A8C0I3D2_BALMU
OG0007073	tr|G3X942|G3X942_MOUSE	tr|A0A8B8V4D7|A0A8B8V4D7_BALMU
OG0007074	tr|Q3V118|Q3V118_MOUSE	tr|A0A8B8VF36|A0A8B8VF36_BALMU
OG0007075	sp|Q1LZI2|S35F3_MOUSE	tr|A0A8B8VFP5|A0A8B8VFP5_BALMU
OG0007076	sp|Q07076|ANXA7_MOUSE	tr|A0A8B8VHC8|A0A8B8VHC8_BALMU
OG0007077	sp|P48999|LOX5_MOUSE	tr|A0A8B8VHX0|A0A8B8VHX0_BALMU
OG0007078	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A8B8VIS8|A0A8B8VIS8_BALMU
OG0007079	sp|Q925I4|TS1R2_MOUSE	tr|A0A8B8VRZ1|A0A8B8VRZ1_BALMU
OG0007080	sp|Q3ULM0|CC106_MOUSE	tr|A0A8B8VTR1|A0A8B8VTR1_BALMU
OG0007081	sp|Q3U3C9|GSE1_MOUSE	tr|A0A8B8VTY0|A0A8B8VTY0_BALMU
OG0007082	sp|P35329|CD22_MOUSE	tr|A0A8B8VUR7|A0A8B8VUR7_BALMU
OG0007083	sp|Q8VEF1|ASTRA_MOUSE	tr|A0A8B8VUS0|A0A8B8VUS0_BALMU
OG0007084	sp|Q8CII8|SYNE4_MOUSE	tr|A0A8B8VVA6|A0A8B8VVA6_BALMU
OG0007085	sp|B2RXV4|FLVC1_MOUSE	tr|A0A8B8VWI5|A0A8B8VWI5_BALMU
OG0007086	sp|Q61137|ASTN1_MOUSE	tr|A0A8B8W1T5|A0A8B8W1T5_BALMU
OG0007087	sp|Q9QZX7|SRR_MOUSE	tr|A0A8B8W2Z0|A0A8B8W2Z0_BALMU
OG0007088	sp|Q9QWK4|CD5L_MOUSE	tr|A0A8B8W3H4|A0A8B8W3H4_BALMU
OG0007089	sp|Q8BL48|UNK_MOUSE	tr|A0A8B8W5M2|A0A8B8W5M2_BALMU
OG0007090	sp|Q9QXB9|DRG2_MOUSE	tr|A0A8B8W8V6|A0A8B8W8V6_BALMU
OG0007091	sp|Q9ERF3|WDR61_MOUSE	tr|A0A8B8WJV1|A0A8B8WJV1_BALMU
OG0007092	sp|A2ARM1|PATL2_MOUSE	tr|A0A8B8WKY0|A0A8B8WKY0_BALMU
OG0007093	sp|Q9CR53|NMB_MOUSE	tr|A0A8B8WPN5|A0A8B8WPN5_BALMU
OG0007094	sp|Q80WM5|HPLN3_MOUSE	tr|A0A8B8WQ31|A0A8B8WQ31_BALMU
OG0007095	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A8B8WQM1|A0A8B8WQM1_BALMU
OG0007096	sp|Q80YA3|DDHD1_MOUSE	tr|A0A8B8WR86|A0A8B8WR86_BALMU
OG0007097	sp|Q8R060|ZWILC_MOUSE	tr|A0A8B8WZ08|A0A8B8WZ08_BALMU
OG0007098	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A8B8X3I9|A0A8B8X3I9_BALMU
OG0007099	sp|P48542|KCNJ6_MOUSE	tr|A0A8B8X7L1|A0A8B8X7L1_BALMU
OG0007100	sp|Q8BGZ8|ZPLD1_MOUSE	tr|A0A8B8XAL5|A0A8B8XAL5_BALMU
OG0007101	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A8B8XCU6|A0A8B8XCU6_BALMU
OG0007102	sp|Q8BTQ0|PCGF3_MOUSE	tr|A0A8B8XGI3|A0A8B8XGI3_BALMU
OG0007103	sp|Q8CFI7|RPB2_MOUSE	tr|A0A8B8XGY5|A0A8B8XGY5_BALMU
OG0007104	sp|Q6P6M7|SPCS_MOUSE	tr|A0A8B8XH69|A0A8B8XH69_BALMU
OG0007105	sp|Q5DU41|LRC8B_MOUSE	tr|A0A8B8XHK9|A0A8B8XHK9_BALMU
OG0007106	sp|Q8BHE5|BMP3_MOUSE	tr|A0A8B8XJ26|A0A8B8XJ26_BALMU
OG0007107	sp|Q58NB6|DHRS9_MOUSE	tr|A0A8B8XWA3|A0A8B8XWA3_BALMU
OG0007108	sp|Q8BM65|NYAP2_MOUSE	tr|A0A8B8XXG2|A0A8B8XXG2_BALMU
OG0007109	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A8B8XY74|A0A8B8XY74_BALMU
OG0007110	sp|P59055|CSRN3_MOUSE	tr|A0A8B8XYX0|A0A8B8XYX0_BALMU
OG0007111	tr|G3X9Z4|G3X9Z4_MOUSE	tr|A0A8B8Y102|A0A8B8Y102_BALMU
OG0007112	sp|Q8VC23|CK086_MOUSE	tr|A0A8B8Y6E0|A0A8B8Y6E0_BALMU
OG0007113	sp|Q9R0A0|PEX14_MOUSE	tr|A0A8B8Y8E0|A0A8B8Y8E0_BALMU
OG0007114	sp|Q62418|DBNL_MOUSE	tr|A0A8B8YC49|A0A8B8YC49_BALMU
OG0007115	sp|Q8VCW4|UN93B_MOUSE	tr|A0A8B8YFE3|A0A8B8YFE3_BALMU
OG0007116	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A8B8YHV5|A0A8B8YHV5_BALMU
OG0007117	sp|P20664|PRI1_MOUSE	tr|A0A8B8YLA4|A0A8B8YLA4_BALMU
OG0007118	sp|O08696|FOXM1_MOUSE	tr|A0A8B8YMF1|A0A8B8YMF1_BALMU
OG0007119	sp|Q9D2P8|MOBP_MOUSE	tr|A0A8B8YMG2|A0A8B8YMG2_BALMU
OG0007120	sp|Q8BJ64|CHDH_MOUSE	tr|A0A8B8YPC2|A0A8B8YPC2_BALMU
OG0007121	sp|Q9D3P9|NEUT_MOUSE	tr|A0A8B8YS15|A0A8B8YS15_BALMU
OG0007122	sp|Q9EPW2|KLF15_MOUSE	tr|A0A8B8YT11|A0A8B8YT11_BALMU
OG0007123	sp|Q9CY50|SSRA_MOUSE	tr|A0A8B8YWD7|A0A8B8YWD7_BALMU
OG0007124	sp|Q9D8M7|PHF10_MOUSE	tr|A0A8B8Z520|A0A8B8Z520_BALMU
OG0007125	sp|Q8CGF6|WDR47_MOUSE	tr|A0A8B8Z596|A0A8B8Z596_BALMU
OG0007126	sp|Q6ZPR6|IBTK_MOUSE	tr|A0A8B8Z6X6|A0A8B8Z6X6_BALMU
OG0007127	sp|Q8BTG6|SPRNG_MOUSE	tr|A0A8B8Z7I6|A0A8B8Z7I6_BALMU
OG0007128	sp|P17665|COX7C_MOUSE	tr|A0A8C0C2W0|A0A8C0C2W0_BALMU
OG0007129	sp|P63042|STMN4_MOUSE	tr|A0A8C0C6C0|A0A8C0C6C0_BALMU
OG0007130	sp|Q9JLB2|PALS1_MOUSE	tr|A0A8C0C7C4|A0A8C0C7C4_BALMU
OG0007131	sp|A7DTG3|SRTD4_MOUSE	tr|A0A8C0CDF1|A0A8C0CDF1_BALMU
OG0007132	sp|P0C1P0|PIGY_MOUSE	tr|A0A8C0CH39|A0A8C0CH39_BALMU
OG0007133	sp|O08585|CLCA_MOUSE	tr|A0A8C0CLI5|A0A8C0CLI5_BALMU
OG0007134	sp|Q9D2G2|ODO2_MOUSE	tr|A0A8C0CPM9|A0A8C0CPM9_BALMU
OG0007135	sp|Q8R2U7|LRC42_MOUSE	tr|A0A8C0CTP1|A0A8C0CTP1_BALMU
OG0007136	sp|P45952|ACADM_MOUSE	tr|A0A8C0CV62|A0A8C0CV62_BALMU
OG0007137	sp|Q61045|SIM1_MOUSE	tr|A0A8C0CWN6|A0A8C0CWN6_BALMU
OG0007138	sp|Q9CXI0|COQ5_MOUSE	tr|A0A8C0D272|A0A8C0D272_BALMU
OG0007139	sp|Q9JJ66|CDC20_MOUSE	tr|A0A8C0D4M3|A0A8C0D4M3_BALMU
OG0007140	sp|Q9CX53|GEMI6_MOUSE	tr|A0A8C0DBB7|A0A8C0DBB7_BALMU
OG0007141	sp|Q9CZB3|THUM2_MOUSE	tr|A0A8C0DED3|A0A8C0DED3_BALMU
OG0007142	sp|P56399|UBP5_MOUSE	tr|A0A8C0DJT9|A0A8C0DJT9_BALMU
OG0007143	sp|Q8BKX6|SMG1_MOUSE	tr|A0A8C0DKG3|A0A8C0DKG3_BALMU
OG0007144	sp|Q99KG5|LSR_MOUSE	tr|A0A8C0DPT7|A0A8C0DPT7_BALMU
OG0007145	sp|Q61762|KCNA5_MOUSE	tr|A0A8C0I066|A0A8C0I066_BALMU
OG0007146	sp|Q4VAA7|SNX33_MOUSE	tr|A0A8C0I2B0|A0A8C0I2B0_BALMU
OG0007147	sp|Q8BZT7|PA2G3_MOUSE	tr|A0A8B8V3E6|A0A8B8V3E6_BALMU
OG0007148	sp|Q3ZRW6|CLUL1_MOUSE	tr|A0A8B8V511|A0A8B8V511_BALMU
OG0007149	sp|P70327|TBX6_MOUSE	tr|A0A8B8V655|A0A8B8V655_BALMU
OG0007150	sp|Q8K0E3|SC5AB_MOUSE	tr|A0A8B8VA68|A0A8B8VA68_BALMU
OG0007151	sp|P35377|OPRX_MOUSE	tr|A0A8B8VB06|A0A8B8VB06_BALMU
OG0007152	sp|Q8K2W3|TXD11_MOUSE	tr|A0A8B8VCA4|A0A8B8VCA4_BALMU
OG0007153	sp|P97384|ANX11_MOUSE	tr|A0A8B8VGD3|A0A8B8VGD3_BALMU
OG0007154	sp|Q61207|SAP_MOUSE	tr|A0A8B8VH61|A0A8B8VH61_BALMU
OG0007155	sp|Q9EQ31|LPAR3_MOUSE	tr|A0A8B8VK37|A0A8B8VK37_BALMU
OG0007156	sp|Q14BJ1|FA89A_MOUSE	tr|A0A8B8VKB2|A0A8B8VKB2_BALMU
OG0007157	sp|Q6P8W9|HMGB4_MOUSE	tr|A0A8B8VL24|A0A8B8VL24_BALMU
OG0007158	sp|Q91YQ1|RAB7L_MOUSE	tr|A0A8B8VPQ1|A0A8B8VPQ1_BALMU
OG0007159	sp|P19096|FAS_MOUSE	tr|A0A8B8W486|A0A8B8W486_BALMU
OG0007160	sp|Q8CI61|BAG4_MOUSE	tr|A0A8B8WC04|A0A8B8WC04_BALMU
OG0007161	sp|Q9D4C6|LR2BP_MOUSE	tr|A0A8B8WCJ6|A0A8B8WCJ6_BALMU
OG0007162	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A8B8WI40|A0A8B8WI40_BALMU
OG0007163	sp|Q9WV52|PLEK2_MOUSE	tr|A0A8B8WKU1|A0A8B8WKU1_BALMU
OG0007164	sp|Q8CES0|NAA30_MOUSE	tr|A0A8B8WNU0|A0A8B8WNU0_BALMU
OG0007165	sp|P13864|DNMT1_MOUSE	tr|A0A8B8WX86|A0A8B8WX86_BALMU
OG0007166	tr|Q3LR78|Q3LR78_MOUSE	tr|A0A8B8X980|A0A8B8X980_BALMU
OG0007167	sp|Q61129|CFAI_MOUSE	tr|A0A8B8XG71|A0A8B8XG71_BALMU
OG0007168	sp|P14404|MECOM_MOUSE	tr|A0A8B8XGT0|A0A8B8XGT0_BALMU
OG0007169	sp|Q8VCM7|FIBG_MOUSE	tr|A0A8B8XHG4|A0A8B8XHG4_BALMU
OG0007170	sp|Q8R2L5|RT18C_MOUSE	tr|A0A8B8XL41|A0A8B8XL41_BALMU
OG0007171	tr|Q8BKP2|Q8BKP2_MOUSE	tr|A0A8B8XM25|A0A8B8XM25_BALMU
OG0007172	sp|Q69ZF3|GBA2_MOUSE	tr|A0A8B8XMB1|A0A8B8XMB1_BALMU
OG0007173	sp|Q9ET22|DPP2_MOUSE	tr|A0A8B8XPW7|A0A8B8XPW7_BALMU
OG0007174	sp|Q9DBE8|ALG2_MOUSE	tr|A0A8B8XVN5|A0A8B8XVN5_BALMU
OG0007175	sp|Q8BHH1|AQP11_MOUSE	tr|A0A8B8XZQ4|A0A8B8XZQ4_BALMU
OG0007177	sp|Q9QUI1|LRA25_MOUSE	tr|A0A8B8Y4G1|A0A8B8Y4G1_BALMU
OG0007178	sp|Q8BU25|PAMR1_MOUSE	tr|A0A8B8Y6S5|A0A8B8Y6S5_BALMU
OG0007179	sp|Q6P8H8|ALG8_MOUSE	tr|A0A8B8Y7A3|A0A8B8Y7A3_BALMU
OG0007180	sp|Q7TML3|S35F2_MOUSE	tr|A0A8B8Y8V7|A0A8B8Y8V7_BALMU
OG0007181	sp|Q9EQC5|SCYL1_MOUSE	tr|A0A8B8YAC9|A0A8B8YAC9_BALMU
OG0007182	sp|P46414|CDN1B_MOUSE	tr|A0A8B8YIZ8|A0A8B8YIZ8_BALMU
OG0007183	sp|P29594|CASP2_MOUSE	tr|A0A8B8YJJ2|A0A8B8YJJ2_BALMU
OG0007184	sp|Q8VDD8|WASH1_MOUSE	tr|A0A8B8YKL5|A0A8B8YKL5_BALMU
OG0007185	sp|Q9CQT7|DESI1_MOUSE	tr|A0A8B8YQR5|A0A8B8YQR5_BALMU
OG0007186	sp|Q91WU2|S22A7_MOUSE	tr|A0A8B8YRP5|A0A8B8YRP5_BALMU
OG0007187	sp|Q8CAE9|PDXL2_MOUSE	tr|A0A8B8YU01|A0A8B8YU01_BALMU
OG0007188	sp|Q497L9|S22AE_MOUSE	tr|A0A8B8YU74|A0A8B8YU74_BALMU
OG0007189	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A8B8YW47|A0A8B8YW47_BALMU
OG0007190	sp|Q8BZM1|GLMN_MOUSE	tr|A0A8B8YYW6|A0A8B8YYW6_BALMU
OG0007191	sp|Q8BTE0|SDHF4_MOUSE	tr|A0A8B8YZR7|A0A8B8YZR7_BALMU
OG0007192	sp|O35671|ITBP1_MOUSE	tr|A0A8B8Z1G7|A0A8B8Z1G7_BALMU
OG0007193	sp|Q99LS0|AUGN_MOUSE	tr|A0A8B8Z2H9|A0A8B8Z2H9_BALMU
OG0007194	sp|P19258|MPV17_MOUSE	tr|A0A8B8Z315|A0A8B8Z315_BALMU
OG0007195	sp|P25425|PO2F1_MOUSE	tr|A0A8B8Z345|A0A8B8Z345_BALMU
OG0007196	sp|Q9D219|BCL9_MOUSE	tr|A0A8B8Z4B6|A0A8B8Z4B6_BALMU
OG0007197	sp|Q9ET47|ESPN_MOUSE	tr|A0A8B8Z7F6|A0A8B8Z7F6_BALMU
OG0007198	sp|Q9D2N9|VP33A_MOUSE	tr|A0A8B8ZBT1|A0A8B8ZBT1_BALMU
OG0007199	tr|E9Q3H4|E9Q3H4_MOUSE	tr|A0A8C0CPE9|A0A8C0CPE9_BALMU
OG0007200	sp|Q9DD19|RASF7_MOUSE	tr|A0A8C0CX96|A0A8C0CX96_BALMU
OG0007201	sp|Q9D0I9|SYRC_MOUSE	tr|A0A8C0CZV8|A0A8C0CZV8_BALMU
OG0007202	sp|Q924D0|RT4I1_MOUSE	tr|A0A8C0DG94|A0A8C0DG94_BALMU
OG0007203	sp|Q9Z0Z7|KLF5_MOUSE	tr|A0A8C0DLP8|A0A8C0DLP8_BALMU
OG0007204	sp|Q810C1|SLIK1_MOUSE	tr|A0A8C0DV34|A0A8C0DV34_BALMU
OG0007205	sp|P70452|STX4_MOUSE	tr|A0A8C0DV80|A0A8C0DV80_BALMU
OG0007206	sp|Q9CQG2|MET16_MOUSE	tr|A0A8C0E025|A0A8C0E025_BALMU
OG0007207	sp|P63242|IF5A1_MOUSE	tr|A0A8C0E3D6|A0A8C0E3D6_BALMU
OG0007208	sp|Q8K2J7|RELL1_MOUSE	tr|A0A8C0HT08|A0A8C0HT08_BALMU
OG0007209	sp|Q9D1Q6|ERP44_MOUSE	tr|A0A8C0HX60|A0A8C0HX60_BALMU
OG0007210	sp|Q497L8|S22AG_MOUSE	tr|A0A8C0I1M5|A0A8C0I1M5_BALMU
OG0007211	sp|Q3UMR0|ANR27_MOUSE	tr|A0A8C0I4P0|A0A8C0I4P0_BALMU
OG0007212	sp|P58802|TB10A_MOUSE	tr|A0A8B8V283|A0A8B8V283_BALMU
OG0007213	sp|Q64314|CD34_MOUSE	tr|A0A8B8V7A3|A0A8B8V7A3_BALMU
OG0007214	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A8B8V7I7|A0A8B8V7I7_BALMU
OG0007215	sp|Q8VCR8|MYLK2_MOUSE	tr|A0A8B8VDR8|A0A8B8VDR8_BALMU
OG0007216	sp|Q8BJ03|COX15_MOUSE	tr|A0A8B8VFQ2|A0A8B8VFQ2_BALMU
OG0007217	sp|Q7TSD4|TBATA_MOUSE	tr|A0A8B8VG76|A0A8B8VG76_BALMU
OG0007218	sp|P33534|OPRK_MOUSE	tr|A0A8B8VNB6|A0A8B8VNB6_BALMU
OG0007219	tr|S4R181|S4R181_MOUSE	tr|A0A8B8VNT0|A0A8B8VNT0_BALMU
OG0007220	sp|Q8BGQ7|SYAC_MOUSE	tr|A0A8B8VVJ8|A0A8B8VVJ8_BALMU
OG0007221	sp|Q4KKZ1|CF107_MOUSE	tr|A0A8B8VW20|A0A8B8VW20_BALMU
OG0007222	sp|D3YZU1|SHAN1_MOUSE	tr|A0A8B8VWY3|A0A8B8VWY3_BALMU
OG0007223	sp|Q3UMT1|PP12C_MOUSE	tr|A0A8B8VXY6|A0A8B8VXY6_BALMU
OG0007224	sp|P0CG15|CTF8_MOUSE	tr|A0A8B8VYR9|A0A8B8VYR9_BALMU
OG0007225	sp|Q8C5T8|CC113_MOUSE	tr|A0A8B8VYW1|A0A8B8VYW1_BALMU
OG0007226	sp|Q8BXT1|RGS8_MOUSE	tr|A0A8B8W6B7|A0A8B8W6B7_BALMU
OG0007227	sp|Q7TNF8|RIMB1_MOUSE	tr|A0A8B8W904|A0A8B8W904_BALMU
OG0007228	tr|Q6NSU2|Q6NSU2_MOUSE	tr|A0A8B8WAI1|A0A8B8WAI1_BALMU
OG0007229	sp|P03995|GFAP_MOUSE	tr|A0A8B8WAJ7|A0A8B8WAJ7_BALMU
OG0007230	sp|P04627|ARAF_MOUSE	tr|A0A8B8WDA0|A0A8B8WDA0_BALMU
OG0007231	sp|Q9R0X5|RPGR_MOUSE	tr|A0A8B8WHU5|A0A8B8WHU5_BALMU
OG0007232	sp|P52795|EFNB1_MOUSE	tr|A0A8B8WI42|A0A8B8WI42_BALMU
OG0007233	sp|Q6A0A2|LAR4B_MOUSE	tr|A0A8B8WJG9|A0A8B8WJG9_BALMU
OG0007234	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A8B8WP78|A0A8B8WP78_BALMU
OG0007235	sp|Q9D3W5|LRC71_MOUSE	tr|A0A8B8WQ76|A0A8B8WQ76_BALMU
OG0007236	sp|Q61321|SIX4_MOUSE	tr|A0A8B8WXR5|A0A8B8WXR5_BALMU
OG0007237	sp|P15314|IRF1_MOUSE	tr|A0A8B8WXY5|A0A8B8WXY5_BALMU
OG0007238	sp|Q9DCU6|RM04_MOUSE	tr|A0A8B8X031|A0A8B8X031_BALMU
OG0007239	tr|D3YZB0|D3YZB0_MOUSE	tr|A0A8B8X2K1|A0A8B8X2K1_BALMU
OG0007240	sp|Q8BVU0|LRCH3_MOUSE	tr|A0A8B8X915|A0A8B8X915_BALMU
OG0007241	sp|P58500|M3KCL_MOUSE	tr|A0A8B8XA50|A0A8B8XA50_BALMU
OG0007242	sp|Q14BB9|MA6D1_MOUSE	tr|A0A8B8XCW0|A0A8B8XCW0_BALMU
OG0007243	sp|Q9QZS2|RNF4_MOUSE	tr|A0A8B8XIF3|A0A8B8XIF3_BALMU
OG0007244	sp|Q91W96|APC4_MOUSE	tr|A0A8B8XIP8|A0A8B8XIP8_BALMU
OG0007245	sp|D3Z7Q2|SIM20_MOUSE	tr|A0A8B8XIU5|A0A8B8XIU5_BALMU
OG0007246	sp|Q8C0M8|DNAI1_MOUSE	tr|A0A8B8XK95|A0A8B8XK95_BALMU
OG0007247	sp|Q7TN16|HHIP_MOUSE	tr|A0A8B8XLY4|A0A8B8XLY4_BALMU
OG0007248	sp|A2AV25|FBCD1_MOUSE	tr|A0A8B8XQR4|A0A8B8XQR4_BALMU
OG0007249	sp|Q9R0B6|LAMC3_MOUSE	tr|A0A8B8XR93|A0A8B8XR93_BALMU
OG0007250	sp|Q3V1H3|HPHL1_MOUSE	tr|A0A8B8XYQ6|A0A8B8XYQ6_BALMU
OG0007251	sp|A6H687|SAC31_MOUSE	tr|A0A8B8XZJ5|A0A8B8XZJ5_BALMU
OG0007252	sp|P05524|FGF3_MOUSE	tr|A0A8B8Y8G2|A0A8B8Y8G2_BALMU
OG0007253	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A8B8Y8K2|A0A8B8Y8K2_BALMU
OG0007254	sp|Q9JHS3|LTOR2_MOUSE	tr|A0A8B8Y9Y2|A0A8B8Y9Y2_BALMU
OG0007255	sp|Q9D1E5|LMBRL_MOUSE	tr|A0A8B8YGT3|A0A8B8YGT3_BALMU
OG0007256	sp|Q8BG81|PDIP3_MOUSE	tr|A0A8B8YHN8|A0A8B8YHN8_BALMU
OG0007257	sp|Q8C0D7|ING4_MOUSE	tr|A0A8B8YL16|A0A8B8YL16_BALMU
OG0007258	sp|Q64687|SIA8A_MOUSE	tr|A0A8B8YTT6|A0A8B8YTT6_BALMU
OG0007259	sp|Q03958|PFD6_MOUSE	tr|A0A8B8YV71|A0A8B8YV71_BALMU
OG0007260	sp|Q4LFA9|SEM3G_MOUSE	tr|A0A8B8YZY4|A0A8B8YZY4_BALMU
OG0007261	sp|Q61809|LRRN1_MOUSE	tr|A0A8B8Z1P6|A0A8B8Z1P6_BALMU
OG0007262	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A8B8Z3B4|A0A8B8Z3B4_BALMU
OG0007263	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A8C0CEX4|A0A8C0CEX4_BALMU
OG0007264	sp|P16951|ATF2_MOUSE	tr|A0A8C0CKN8|A0A8C0CKN8_BALMU
OG0007265	sp|Q3UDK1|TRAD1_MOUSE	tr|A0A8C0CV31|A0A8C0CV31_BALMU
OG0007266	sp|P27790|CENPB_MOUSE	tr|A0A8C0CZD6|A0A8C0CZD6_BALMU
OG0007267	sp|Q9WUQ2|PREB_MOUSE	tr|A0A8C0D718|A0A8C0D718_BALMU
OG0007268	sp|Q9JLY0|SOCS6_MOUSE	tr|A0A8C0DEL0|A0A8C0DEL0_BALMU
OG0007269	sp|P02525|CRBA1_MOUSE	tr|A0A8C0DN04|A0A8C0DN04_BALMU
OG0007270	sp|Q8R2Q6|TECT3_MOUSE	tr|A0A8C0DQG1|A0A8C0DQG1_BALMU
OG0007271	sp|P0CG09|C2C4D_MOUSE	tr|A0A8C0DX98|A0A8C0DX98_BALMU
OG0007272	sp|O08705|NTCP_MOUSE	tr|A0A8C0HTV8|A0A8C0HTV8_BALMU
OG0007273	tr|A0A286YDB2|A0A286YDB2_MOUSE	tr|A0A8C0HYS1|A0A8C0HYS1_BALMU
OG0007274	sp|P63325|RS10_MOUSE	tr|A0A8C0HZ20|A0A8C0HZ20_BALMU
OG0007275	sp|Q80SY4|MIB1_MOUSE	tr|A0A8C0I1H7|A0A8C0I1H7_BALMU
OG0007276	sp|P53347|ONCM_MOUSE	tr|A0A8B8V3B8|A0A8B8V3B8_BALMU
OG0007277	sp|Q99PL5|RRBP1_MOUSE	tr|A0A8B8V671|A0A8B8V671_BALMU
OG0007278	sp|P59598|ASXL1_MOUSE	tr|A0A8B8V7C6|A0A8B8V7C6_BALMU
OG0007279	sp|Q8VHN8|TIRR_MOUSE	tr|A0A8B8V7S8|A0A8B8V7S8_BALMU
OG0007280	sp|A3KFM7|CHD6_MOUSE	tr|A0A8B8V8E8|A0A8B8V8E8_BALMU
OG0007281	sp|Q8BTI8|SRRM2_MOUSE	tr|A0A8B8VAM9|A0A8B8VAM9_BALMU
OG0007282	sp|Q99L45|IF2B_MOUSE	tr|A0A8B8VAZ7|A0A8B8VAZ7_BALMU
OG0007283	sp|Q7TPN9|PRR14_MOUSE	tr|A0A8B8VEU1|A0A8B8VEU1_BALMU
OG0007284	tr|Q5U4H9|Q5U4H9_MOUSE	tr|A0A8B8VG85|A0A8B8VG85_BALMU
OG0007285	sp|Q8BJ66|KAZD1_MOUSE	tr|A0A8B8VIP9|A0A8B8VIP9_BALMU
OG0007286	sp|Q8R326|PSPC1_MOUSE	tr|A0A8B8VQU2|A0A8B8VQU2_BALMU
OG0007287	sp|Q78IQ7|S39A4_MOUSE	tr|A0A8B8VQW0|A0A8B8VQW0_BALMU
OG0007288	sp|Q6ZWN5|RS9_MOUSE	tr|A0A8B8VUI8|A0A8B8VUI8_BALMU
OG0007289	sp|A0A5K7RLP0|MEIOS_MOUSE	tr|A0A8B8VYV5|A0A8B8VYV5_BALMU
OG0007290	sp|Q60772|CDN2C_MOUSE	tr|A0A8B8W0E5|A0A8B8W0E5_BALMU
OG0007291	sp|Q8K083|ZN536_MOUSE	tr|A0A8B8W194|A0A8B8W194_BALMU
OG0007292	sp|Q32P12|HROB_MOUSE	tr|A0A8B8W7P7|A0A8B8W7P7_BALMU
OG0007293	sp|Q8BQH4|UBAD2_MOUSE	tr|A0A8B8W8Q9|A0A8B8W8Q9_BALMU
OG0007294	sp|B1AT66|MOT7_MOUSE	tr|A0A8B8W9S6|A0A8B8W9S6_BALMU
OG0007295	sp|Q8R3E3|WIPI1_MOUSE	tr|A0A8B8W9T4|A0A8B8W9T4_BALMU
OG0007296	sp|Q9JL35|HMGN5_MOUSE	tr|A0A8B8WDG1|A0A8B8WDG1_BALMU
OG0007297	sp|B2RY50|ODAD2_MOUSE	tr|A0A8B8WJ50|A0A8B8WJ50_BALMU
OG0007298	sp|B2RX14|TUT4_MOUSE	tr|A0A8B8WU97|A0A8B8WU97_BALMU
OG0007299	sp|Q7TNB8|SBNO2_MOUSE	tr|A0A8B8X049|A0A8B8X049_BALMU
OG0007300	sp|Q8BGW6|ST32A_MOUSE	tr|A0A8B8X1V5|A0A8B8X1V5_BALMU
OG0007301	sp|Q99J21|MCLN1_MOUSE	tr|A0A8B8X2B3|A0A8B8X2B3_BALMU
OG0007302	sp|Q9JHJ8|ICOSL_MOUSE	tr|A0A8B8X728|A0A8B8X728_BALMU
OG0007303	sp|Q9D5Y1|CCD39_MOUSE	tr|A0A8B8X8S7|A0A8B8X8S7_BALMU
