Orthogroup	Mus_musculus	Suricata_suricatta
OG0004746	sp|P67984|RL22_MOUSE	tr|A0A673TPR6|A0A673TPR6_SURSU
OG0004748	sp|Q05895|TSP3_MOUSE	tr|A0A673T0Q3|A0A673T0Q3_SURSU
OG0004749	sp|Q3SYK4|VRTN_MOUSE	tr|A0A673U4D7|A0A673U4D7_SURSU
OG0004750	sp|Q3U132|TESP1_MOUSE	tr|A0A673TSG7|A0A673TSG7_SURSU
OG0004751	tr|Q6NZH9|Q6NZH9_MOUSE	tr|A0A673T4Z8|A0A673T4Z8_SURSU
OG0004752	sp|Q6P8X6|UBP50_MOUSE	tr|A0A673TRD5|A0A673TRD5_SURSU
OG0004753	sp|Q6QD59|SEC20_MOUSE	tr|A0A673TTQ9|A0A673TTQ9_SURSU
OG0004754	sp|Q6V3W6|DRC7_MOUSE	tr|A0A673UZJ0|A0A673UZJ0_SURSU
OG0004755	sp|Q6ZPK0|PF21A_MOUSE	tr|A0A673U2G5|A0A673U2G5_SURSU
OG0004756	sp|Q76EC5|CHST9_MOUSE	tr|A0A673U0P4|A0A673U0P4_SURSU
OG0004757	sp|Q80VM3|TTC29_MOUSE	tr|A0A673SSM5|A0A673SSM5_SURSU
OG0004758	sp|Q8BH49|SESQ1_MOUSE	tr|A0A673VCR0|A0A673VCR0_SURSU
OG0004759	sp|Q8BJ71|NUP93_MOUSE	tr|A0A673VA46|A0A673VA46_SURSU
OG0004760	sp|Q8BJM3|R3HCL_MOUSE	tr|A0A673U334|A0A673U334_SURSU
OG0004761	sp|Q8BM88|CATO_MOUSE	tr|A0A673SWV9|A0A673SWV9_SURSU
OG0004762	sp|Q8BRE0|RD3_MOUSE	tr|A0A673VJ19|A0A673VJ19_SURSU
OG0004763	sp|Q8BS45|IFT56_MOUSE	tr|A0A673SYD0|A0A673SYD0_SURSU
OG0004764	sp|Q8BZL1|NEUR4_MOUSE	tr|A0A673SSW1|A0A673SSW1_SURSU
OG0004765	sp|Q8C0Q9|RPGF5_MOUSE	tr|A0A673SSL9|A0A673SSL9_SURSU
OG0004766	sp|Q8C0T5|SI1L1_MOUSE	tr|A0A673T3A2|A0A673T3A2_SURSU
OG0004767	sp|Q8C176|TAF2_MOUSE	tr|A0A673VA27|A0A673VA27_SURSU
OG0004768	sp|Q8CHI8|EP400_MOUSE	tr|A0A673UK92|A0A673UK92_SURSU
OG0004769	sp|Q8CI03|FWCH1_MOUSE	tr|A0A673UBH0|A0A673UBH0_SURSU
OG0004770	sp|Q8K1S7|KREM2_MOUSE	tr|A0A673UNM7|A0A673UNM7_SURSU
OG0004771	sp|Q8K592|AMHR2_MOUSE	tr|A0A673U841|A0A673U841_SURSU
OG0004772	sp|Q8R3D1|TBC13_MOUSE	tr|A0A673TTV8|A0A673TTV8_SURSU
OG0004773	sp|Q8R4T9|UT2_MOUSE	tr|A0A673T631|A0A673T631_SURSU
OG0004774	tr|Q8VFE7|Q8VFE7_MOUSE	tr|A0A673SZP1|A0A673SZP1_SURSU
OG0004775	tr|Q8VH09|Q8VH09_MOUSE	tr|A0A673UR03|A0A673UR03_SURSU
OG0004776	sp|Q91X20|ASH2L_MOUSE	tr|A0A673T3K1|A0A673T3K1_SURSU
OG0004777	sp|Q99LE3|LYSM3_MOUSE	tr|A0A673SVT2|A0A673SVT2_SURSU
OG0004778	sp|Q99P91|GPNMB_MOUSE	tr|A0A673SK21|A0A673SK21_SURSU
OG0004779	sp|Q9CR30|JOS2_MOUSE	tr|A0A673VJY6|A0A673VJY6_SURSU
OG0004780	sp|Q9D2N8|GLT15_MOUSE	tr|A0A673T021|A0A673T021_SURSU
OG0004781	sp|Q9D9X8|SACA3_MOUSE	tr|A0A673USF3|A0A673USF3_SURSU
OG0004782	sp|Q9DC48|PRP17_MOUSE	tr|A0A673U8M1|A0A673U8M1_SURSU
OG0004783	sp|Q9DCP9|DAZP2_MOUSE	tr|A0A673TSZ2|A0A673TSZ2_SURSU
OG0004784	sp|Q9JHG7|PK3CG_MOUSE	tr|A0A673UJ41|A0A673UJ41_SURSU
OG0004785	sp|Q9JJW5|MYOZ2_MOUSE	tr|A0A673SRG1|A0A673SRG1_SURSU
OG0004786	sp|Q9JLF1|GBRT_MOUSE	tr|A0A673VIJ8|A0A673VIJ8_SURSU
OG0004787	sp|Q9QZ08|NAGK_MOUSE	tr|A0A673T474|A0A673T474_SURSU
OG0004788	sp|Q9Z0G9|CLD3_MOUSE	tr|A0A673UJW5|A0A673UJW5_SURSU
OG0004789	sp|Q9Z1T6|FYV1_MOUSE	tr|A0A673SNT0|A0A673SNT0_SURSU
OG0004790	tr|A0A0J9YUX7|A0A0J9YUX7_MOUSE	tr|A0A673T0M4|A0A673T0M4_SURSU
OG0004791	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|A0A673TXC6|A0A673TXC6_SURSU
OG0004792	sp|O54775|CCN4_MOUSE	tr|A0A673VIV0|A0A673VIV0_SURSU
OG0004793	sp|P20181|NTF3_MOUSE	tr|A0A673U6Q7|A0A673U6Q7_SURSU
OG0004794	sp|P23798|PCGF2_MOUSE	tr|A0A673VB17|A0A673VB17_SURSU
OG0004795	sp|P27931|IL1R2_MOUSE	tr|A0A673TY98|A0A673TY98_SURSU
OG0004796	sp|P49025|CTRO_MOUSE	tr|A0A673UJF7|A0A673UJF7_SURSU
OG0004797	sp|P49817|CAV1_MOUSE	tr|A0A673VQV7|A0A673VQV7_SURSU
OG0004798	sp|P52432|RPAC1_MOUSE	tr|A0A673SZJ9|A0A673SZJ9_SURSU
OG0004799	sp|P52760|RIDA_MOUSE	tr|A0A673VJ73|A0A673VJ73_SURSU
OG0004800	sp|P62806|H4_MOUSE	tr|A0A673TSY8|A0A673TSY8_SURSU
OG0004801	sp|P97769|CITE1_MOUSE	tr|A0A673VCM6|A0A673VCM6_SURSU
OG0004802	sp|P97805|FAM3D_MOUSE	tr|A0A673VSD1|A0A673VSD1_SURSU
OG0004803	sp|Q02013|AQP1_MOUSE	tr|A0A673UVL3|A0A673UVL3_SURSU
OG0004804	sp|Q02395|MTF2_MOUSE	tr|A0A673V212|A0A673V212_SURSU
OG0004805	tr|Q08EE8|Q08EE8_MOUSE	tr|A0A673TM68|A0A673TM68_SURSU
OG0004806	sp|Q0VF22|CC138_MOUSE	tr|A0A673T6H4|A0A673T6H4_SURSU
OG0004807	sp|Q11136|PEPD_MOUSE	tr|A0A673V2D4|A0A673V2D4_SURSU
OG0004808	tr|Q14BI5|Q14BI5_MOUSE	tr|A0A673STU7|A0A673STU7_SURSU
OG0004809	sp|Q14BP6|LR74B_MOUSE	tr|A0A673V3Q4|A0A673V3Q4_SURSU
OG0004810	sp|Q1HFZ0|NSUN2_MOUSE	tr|A0A673TB93|A0A673TB93_SURSU
OG0004811	sp|Q32KG4|RTL9_MOUSE	tr|A0A673V2V7|A0A673V2V7_SURSU
OG0004812	sp|Q3TLH4|PRC2C_MOUSE	tr|A0A673TT60|A0A673TT60_SURSU
OG0004813	sp|Q3U1J1|TFPT_MOUSE	tr|A0A673UUP2|A0A673UUP2_SURSU
OG0004814	sp|Q3UBG2|PCLI1_MOUSE	tr|A0A673VDK6|A0A673VDK6_SURSU
OG0004815	sp|Q60806|PLK3_MOUSE	tr|A0A673U4X1|A0A673U4X1_SURSU
OG0004816	sp|Q62130|PTN14_MOUSE	tr|A0A673V3A4|A0A673V3A4_SURSU
OG0004817	sp|Q62277|SYPH_MOUSE	tr|A0A673U9B5|A0A673U9B5_SURSU
OG0004818	sp|Q64389|CD52_MOUSE	tr|A0A673UQZ0|A0A673UQZ0_SURSU
OG0004819	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A673T5K0|A0A673T5K0_SURSU
OG0004820	sp|Q6X1Y6|ASIC3_MOUSE	tr|A0A673U4D2|A0A673U4D2_SURSU
OG0004821	sp|Q80YR7|CLSPN_MOUSE	tr|A0A673TE91|A0A673TE91_SURSU
OG0004822	sp|Q811I0|ATPF1_MOUSE	tr|A0A673TA19|A0A673TA19_SURSU
OG0004823	sp|Q8C428|TMC7_MOUSE	tr|A0A673VT76|A0A673VT76_SURSU
OG0004824	sp|Q8C7K6|PCYXL_MOUSE	tr|A0A673SU50|A0A673SU50_SURSU
OG0004825	sp|Q8CH40|NUDT6_MOUSE	tr|A0A673SM24|A0A673SM24_SURSU
OG0004826	sp|Q8CIM8|INT4_MOUSE	tr|A0A673TPG9|A0A673TPG9_SURSU
OG0004827	sp|Q8K0G5|EIPR1_MOUSE	tr|A0A673UYZ6|A0A673UYZ6_SURSU
OG0004828	sp|Q8K0H5|TAF10_MOUSE	tr|A0A673U2V9|A0A673U2V9_SURSU
OG0004829	sp|Q8R2U4|NTM1A_MOUSE	tr|A0A673TAL4|A0A673TAL4_SURSU
OG0004830	sp|Q8R4A3|DACT1_MOUSE	tr|A0A673TYR5|A0A673TYR5_SURSU
OG0004831	sp|Q922Y1|UBXN1_MOUSE	tr|A0A673T9J4|A0A673T9J4_SURSU
OG0004832	sp|Q99JP7|GGT7_MOUSE	tr|A0A673TIH0|A0A673TIH0_SURSU
OG0004833	sp|Q9CPT3|NANP_MOUSE	tr|A0A673TJI6|A0A673TJI6_SURSU
OG0004834	sp|Q9CPZ3|CA185_MOUSE	tr|A0A673TTM9|A0A673TTM9_SURSU
OG0004835	sp|Q9CXT6|KDM8_MOUSE	tr|A0A673V021|A0A673V021_SURSU
OG0004836	sp|Q9DBV4|MXRA8_MOUSE	tr|A0A673TUJ5|A0A673TUJ5_SURSU
OG0004837	sp|Q9ERE7|MESD_MOUSE	tr|A0A673T4U5|A0A673T4U5_SURSU
OG0004838	sp|Q9JHI8|NOX4_MOUSE	tr|A0A673T2V3|A0A673T2V3_SURSU
OG0004839	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|A0A673VAJ4|A0A673VAJ4_SURSU
OG0004840	sp|Q9JJR9|NRIP3_MOUSE	tr|A0A673U216|A0A673U216_SURSU
OG0004841	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A673U3G3|A0A673U3G3_SURSU
OG0004842	sp|Q9Z0T9|ITB6_MOUSE	tr|A0A673VI36|A0A673VI36_SURSU
OG0004843	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|A0A673UFH7|A0A673UFH7_SURSU
OG0004844	tr|A0A1L1SSC7|A0A1L1SSC7_MOUSE	tr|A0A673TAY0|A0A673TAY0_SURSU
OG0004845	sp|A4Q9F6|TTL13_MOUSE	tr|A0A673TYG5|A0A673TYG5_SURSU
OG0004846	tr|B1ART2|B1ART2_MOUSE	tr|A0A673U0X7|A0A673U0X7_SURSU
OG0004847	tr|D3Z0W3|D3Z0W3_MOUSE	tr|A0A673UQE2|A0A673UQE2_SURSU
OG0004848	tr|D3Z3N4|D3Z3N4_MOUSE	tr|A0A673U5W9|A0A673U5W9_SURSU
OG0004849	tr|E9Q271|E9Q271_MOUSE	tr|A0A673SJR6|A0A673SJR6_SURSU
OG0004850	sp|E9Q6B2|CC85C_MOUSE	tr|A0A673U583|A0A673U583_SURSU
OG0004851	tr|I6XKQ3|I6XKQ3_MOUSE	tr|A0A673T1X0|A0A673T1X0_SURSU
OG0004852	sp|O08542|EFNA4_MOUSE	tr|A0A673T2G1|A0A673T2G1_SURSU
OG0004853	sp|O08849|RGS2_MOUSE	tr|A0A673TBS8|A0A673TBS8_SURSU
OG0004854	sp|O35143|ATIF1_MOUSE	tr|A0A673UAY0|A0A673UAY0_SURSU
OG0004855	sp|O35304|VACHT_MOUSE	tr|A0A673T3Z8|A0A673T3Z8_SURSU
OG0004856	sp|O54916|REPS1_MOUSE	tr|A0A673SRK9|A0A673SRK9_SURSU
OG0004857	sp|P21784|RAG2_MOUSE	tr|A0A673UJE9|A0A673UJE9_SURSU
OG0004858	sp|P22724|WNT4_MOUSE	tr|A0A673TLT3|A0A673TLT3_SURSU
OG0004859	sp|P33610|PRI2_MOUSE	tr|A0A673UWK2|A0A673UWK2_SURSU
OG0004860	sp|P35436|NMDE1_MOUSE	tr|A0A673VAQ6|A0A673VAQ6_SURSU
OG0004861	sp|P70314|PITX1_MOUSE	tr|A0A673T1G3|A0A673T1G3_SURSU
OG0004862	sp|P97411|ICA69_MOUSE	tr|A0A673SM72|A0A673SM72_SURSU
OG0004863	sp|P97428|RGS16_MOUSE	tr|A0A673UBJ4|A0A673UBJ4_SURSU
OG0004864	sp|Q04997|INHA_MOUSE	tr|A0A673T102|A0A673T102_SURSU
OG0004865	sp|Q1XH17|TRI72_MOUSE	tr|A0A673UCD4|A0A673UCD4_SURSU
OG0004866	sp|Q3TYX8|RUFY4_MOUSE	tr|A0A673TGZ7|A0A673TGZ7_SURSU
OG0004867	sp|Q3U319|BRE1B_MOUSE	tr|A0A673UCE7|A0A673UCE7_SURSU
OG0004868	sp|Q3UN70|MRFL_MOUSE	tr|A0A673UM76|A0A673UM76_SURSU
OG0004869	sp|Q3URD3|SLMAP_MOUSE	tr|A0A673VNB9|A0A673VNB9_SURSU
OG0004870	sp|Q5DW34|EHMT1_MOUSE	tr|A0A673VBC0|A0A673VBC0_SURSU
OG0004871	sp|Q64687|SIA8A_MOUSE	tr|A0A673VH86|A0A673VH86_SURSU
OG0004872	sp|Q6P5H6|FRMD5_MOUSE	tr|A0A673T0K2|A0A673T0K2_SURSU
OG0004873	sp|Q6P8X9|FLTOP_MOUSE	tr|A0A673TYU2|A0A673TYU2_SURSU
OG0004874	sp|Q7TNF0|DOC2A_MOUSE	tr|A0A673VP03|A0A673VP03_SURSU
OG0004875	sp|Q80TR8|DCAF1_MOUSE	tr|A0A673T8T0|A0A673T8T0_SURSU
OG0004876	sp|Q80U22|RUSC2_MOUSE	tr|A0A673UL94|A0A673UL94_SURSU
OG0004877	sp|Q812F8|MGT4B_MOUSE	tr|A0A673SVS4|A0A673SVS4_SURSU
OG0004878	sp|Q8BJW5|NOL11_MOUSE	tr|A0A673VUW0|A0A673VUW0_SURSU
OG0004879	sp|Q8BPM6|RIC3_MOUSE	tr|A0A673UL79|A0A673UL79_SURSU
OG0004880	sp|Q8BZ32|ASXL2_MOUSE	tr|A0A673UWF1|A0A673UWF1_SURSU
OG0004881	sp|Q8CHG5|AREL1_MOUSE	tr|A0A673TZT4|A0A673TZT4_SURSU
OG0004882	sp|Q8CIV2|MBRL_MOUSE	tr|A0A673TQJ4|A0A673TQJ4_SURSU
OG0004883	sp|Q8K0T2|DC2L1_MOUSE	tr|A0A673UX46|A0A673UX46_SURSU
OG0004884	sp|Q8K424|TRPV3_MOUSE	tr|A0A673V8Z7|A0A673V8Z7_SURSU
OG0004885	sp|Q8R007|NECT4_MOUSE	tr|A0A673UF41|A0A673UF41_SURSU
OG0004886	sp|Q8VC19|HEM1_MOUSE	tr|A0A673TEZ4|A0A673TEZ4_SURSU
OG0004887	sp|Q91Y63|S13A3_MOUSE	tr|A0A673VCT4|A0A673VCT4_SURSU
OG0004888	sp|Q922I5|FOXI1_MOUSE	tr|A0A673UJ30|A0A673UJ30_SURSU
OG0004889	sp|Q99M74|KRT82_MOUSE	tr|A0A673TKM2|A0A673TKM2_SURSU
OG0004890	sp|Q9CXD9|LRC17_MOUSE	tr|A0A673SSV1|A0A673SSV1_SURSU
OG0004891	sp|Q9CZR8|EFTS_MOUSE	tr|A0A673TEF8|A0A673TEF8_SURSU
OG0004892	sp|Q9D6Z6|IL36B_MOUSE	tr|A0A673SN76|A0A673SN76_SURSU
OG0004893	sp|Q9EQK5|MVP_MOUSE	tr|A0A673TXZ3|A0A673TXZ3_SURSU
OG0004894	sp|Q9EST3|4ET_MOUSE	tr|A0A673USY1|A0A673USY1_SURSU
OG0004895	sp|Q9JKC6|CEND_MOUSE	tr|A0A673TLT9|A0A673TLT9_SURSU
OG0004896	sp|Q9Z0D9|CX3C1_MOUSE	tr|A0A673TP53|A0A673TP53_SURSU
OG0004897	tr|A0A087WNQ7|A0A087WNQ7_MOUSE	tr|A0A673TN79|A0A673TN79_SURSU
OG0004898	tr|A0A1B0GRI5|A0A1B0GRI5_MOUSE	tr|A0A673UQT1|A0A673UQT1_SURSU
OG0004899	tr|A0A286YD60|A0A286YD60_MOUSE	tr|A0A673UC59|A0A673UC59_SURSU
OG0004900	sp|A2A6C4|SPP2C_MOUSE	tr|A0A673VFB3|A0A673VFB3_SURSU
OG0004901	tr|B8JJ69|B8JJ69_MOUSE	tr|A0A673T2T0|A0A673T2T0_SURSU
OG0004902	tr|J3QQ27|J3QQ27_MOUSE	tr|A0A673SZ53|A0A673SZ53_SURSU
OG0004903	sp|O35684|NEUS_MOUSE	tr|A0A673U7C1|A0A673U7C1_SURSU
OG0004904	sp|O35936|ALOX8_MOUSE	tr|A0A673V620|A0A673V620_SURSU
OG0004905	sp|O88322|NID2_MOUSE	tr|A0A673V070|A0A673V070_SURSU
OG0004906	sp|P02816|PIP_MOUSE	tr|A0A673SN22|A0A673SN22_SURSU
OG0004907	sp|P09027|HXD3_MOUSE	tr|A0A673VG86|A0A673VG86_SURSU
OG0004908	sp|P11942|CD3G_MOUSE	tr|A0A673VB45|A0A673VB45_SURSU
OG0004909	sp|P19221|THRB_MOUSE	tr|A0A673TFJ0|A0A673TFJ0_SURSU
OG0004910	sp|P20357|MTAP2_MOUSE	tr|A0A673SXX0|A0A673SXX0_SURSU
OG0004911	sp|P20826|SCF_MOUSE	tr|A0A673TDI5|A0A673TDI5_SURSU
OG0004912	sp|P27786|CP17A_MOUSE	tr|A0A673SPL8|A0A673SPL8_SURSU
OG0004913	sp|P97499|TEP1_MOUSE	tr|A0A673TDN2|A0A673TDN2_SURSU
OG0004914	sp|P98078|DAB2_MOUSE	tr|A0A673SW01|A0A673SW01_SURSU
OG0004915	sp|Q3TX08|TRM1_MOUSE	tr|A0A673UCR8|A0A673UCR8_SURSU
OG0004916	sp|Q3U3T8|WDR62_MOUSE	tr|A0A673UYM1|A0A673UYM1_SURSU
OG0004917	sp|Q3UV48|LRC30_MOUSE	tr|A0A673VAW7|A0A673VAW7_SURSU
OG0004918	sp|Q505B8|SYCE2_MOUSE	tr|A0A673UH14|A0A673UH14_SURSU
OG0004919	sp|Q5UBV8|TNF15_MOUSE	tr|A0A673UKE4|A0A673UKE4_SURSU
OG0004920	sp|Q60772|CDN2C_MOUSE	tr|A0A673U5B8|A0A673U5B8_SURSU
OG0004921	sp|Q61161|M4K2_MOUSE	tr|A0A673V679|A0A673V679_SURSU
OG0004922	sp|Q62036|CP131_MOUSE	tr|A0A673UM02|A0A673UM02_SURSU
OG0004923	sp|Q6NV83|SR140_MOUSE	tr|A0A673TG81|A0A673TG81_SURSU
OG0004924	sp|Q6NWW9|FND3B_MOUSE	tr|A0A673THC3|A0A673THC3_SURSU
OG0004925	sp|Q6NZJ6|IF4G1_MOUSE	tr|A0A673U783|A0A673U783_SURSU
OG0004926	sp|Q6QLQ4|CLC7A_MOUSE	tr|A0A673T1S8|A0A673T1S8_SURSU
OG0004927	sp|Q6TDU8|DNAI7_MOUSE	tr|A0A673UYJ5|A0A673UYJ5_SURSU
OG0004928	sp|Q6TEK5|VKORL_MOUSE	tr|A0A673USX9|A0A673USX9_SURSU
OG0004929	sp|Q715T0|TXND3_MOUSE	tr|A0A673U656|A0A673U656_SURSU
OG0004930	sp|Q80SU6|NPT2C_MOUSE	tr|A0A673VLH8|A0A673VLH8_SURSU
OG0004931	sp|Q8BG81|PDIP3_MOUSE	tr|A0A673V892|A0A673V892_SURSU
OG0004932	sp|Q8BM72|HSP13_MOUSE	tr|A0A673UX54|A0A673UX54_SURSU
OG0004933	sp|Q8BQM4|HEAT3_MOUSE	tr|A0A673VQH0|A0A673VQH0_SURSU
OG0004934	sp|Q8C0I1|ADAS_MOUSE	tr|A0A673VRG2|A0A673VRG2_SURSU
OG0004935	sp|Q8C7V3|UTP15_MOUSE	tr|A0A673U0C3|A0A673U0C3_SURSU
OG0004936	sp|Q8CGA4|MTURN_MOUSE	tr|A0A673UQL0|A0A673UQL0_SURSU
OG0004937	sp|Q8VD66|ABHD4_MOUSE	tr|A0A673TEY7|A0A673TEY7_SURSU
OG0004938	sp|Q8VE94|F110C_MOUSE	tr|A0A673VNI7|A0A673VNI7_SURSU
OG0004939	sp|Q99LJ5|CKLF3_MOUSE	tr|A0A673V9E9|A0A673V9E9_SURSU
OG0004940	sp|Q9CRB9|MIC19_MOUSE	tr|A0A673SRQ6|A0A673SRQ6_SURSU
OG0004941	sp|Q9CXF0|KYNU_MOUSE	tr|A0A673T6U1|A0A673T6U1_SURSU
OG0004942	sp|Q9CZ09|MET18_MOUSE	tr|A0A673TB60|A0A673TB60_SURSU
OG0004943	sp|Q9D1L9|LTOR5_MOUSE	tr|A0A673VUJ8|A0A673VUJ8_SURSU
OG0004944	sp|Q9D979|CQ064_MOUSE	tr|A0A673VD82|A0A673VD82_SURSU
OG0004945	sp|Q9JI33|NET4_MOUSE	tr|A0A673T664|A0A673T664_SURSU
OG0004946	sp|Q9JJF6|EFCC1_MOUSE	tr|A0A673TG06|A0A673TG06_SURSU
OG0004947	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A673TU66|A0A673TU66_SURSU
OG0004948	sp|Q9JME7|TPC2L_MOUSE	tr|A0A673V2R0|A0A673V2R0_SURSU
OG0004949	sp|Q9WUE4|NPRL2_MOUSE	tr|A0A673VIA5|A0A673VIA5_SURSU
OG0004950	sp|Q9Z0F7|SYUG_MOUSE	tr|A0A673STD6|A0A673STD6_SURSU
OG0004951	sp|Q9Z1L4|XLRS1_MOUSE	tr|A0A673VCK9|A0A673VCK9_SURSU
OG0004952	tr|A0A087WSD2|A0A087WSD2_MOUSE	tr|A0A673U744|A0A673U744_SURSU
OG0004954	sp|A2RT62|FXL16_MOUSE	tr|A0A673U980|A0A673U980_SURSU
OG0004955	tr|G3X943|G3X943_MOUSE	tr|A0A673TSA6|A0A673TSA6_SURSU
OG0004956	sp|O35188|X3CL1_MOUSE	tr|A0A673UST5|A0A673UST5_SURSU
OG0004957	sp|O35239|PTN9_MOUSE	tr|A0A673UY32|A0A673UY32_SURSU
OG0004958	sp|P10923|OSTP_MOUSE	tr|A0A673V1J3|A0A673V1J3_SURSU
OG0004959	sp|P53026|RL10A_MOUSE	tr|A0A673SP45|A0A673SP45_SURSU
OG0004960	sp|P97464|EXT1_MOUSE	tr|A0A673V7U3|A0A673V7U3_SURSU
OG0004961	sp|Q3TLR7|DTL_MOUSE	tr|A0A673VJ61|A0A673VJ61_SURSU
OG0004962	sp|Q5SYL3|K0100_MOUSE	tr|A0A673VK40|A0A673VK40_SURSU
OG0004963	sp|Q61527|ERBB4_MOUSE	tr|A0A673SNW2|A0A673SNW2_SURSU
OG0004964	sp|Q61581|IBP7_MOUSE	tr|A0A673T2U2|A0A673T2U2_SURSU
OG0004965	sp|Q64737|PUR2_MOUSE	tr|A0A673SQM0|A0A673SQM0_SURSU
OG0004966	sp|Q6AZB0|BOC_MOUSE	tr|A0A673SWI8|A0A673SWI8_SURSU
OG0004967	sp|Q6ZQK0|CNDD3_MOUSE	tr|A0A673TTB1|A0A673TTB1_SURSU
OG0004968	sp|Q80TF3|PCD19_MOUSE	tr|A0A673TUI4|A0A673TUI4_SURSU
OG0004969	sp|Q8BH97|RCN3_MOUSE	tr|A0A673UKB1|A0A673UKB1_SURSU
OG0004970	sp|Q8BN78|KAISO_MOUSE	tr|A0A673VPY7|A0A673VPY7_SURSU
OG0004971	sp|Q8BPP0|ZN436_MOUSE	tr|A0A673T9W8|A0A673T9W8_SURSU
OG0004972	sp|Q8BTM9|GRP4_MOUSE	tr|A0A673V6D4|A0A673V6D4_SURSU
OG0004973	sp|Q8BZ60|STON2_MOUSE	tr|A0A673TBA1|A0A673TBA1_SURSU
OG0004974	sp|Q8C1R3|CQ050_MOUSE	tr|A0A673V1Q3|A0A673V1Q3_SURSU
OG0004975	sp|Q8C2Q3|RBM14_MOUSE	tr|A0A673U4Y0|A0A673U4Y0_SURSU
OG0004976	sp|Q8C569|F118B_MOUSE	tr|A0A673U4W3|A0A673U4W3_SURSU
OG0004977	sp|Q8C6B2|RTKN_MOUSE	tr|A0A673TZ65|A0A673TZ65_SURSU
OG0004978	sp|Q8K1S5|KLF11_MOUSE	tr|A0A673UWZ6|A0A673UWZ6_SURSU
OG0004979	sp|Q8K2P2|FA83A_MOUSE	tr|A0A673U9X2|A0A673U9X2_SURSU
OG0004980	sp|Q8R0S4|CACB4_MOUSE	tr|A0A673SRA4|A0A673SRA4_SURSU
OG0004981	tr|Q8VGJ8|Q8VGJ8_MOUSE	tr|A0A673TSZ8|A0A673TSZ8_SURSU
OG0004982	sp|Q91VH1|PAQR1_MOUSE	tr|A0A673SLI5|A0A673SLI5_SURSU
OG0004983	sp|Q91XD6|VPS36_MOUSE	tr|A0A673SY03|A0A673SY03_SURSU
OG0004984	tr|Q91XF2|Q91XF2_MOUSE	tr|A0A673VN90|A0A673VN90_SURSU
OG0004985	sp|Q91YD3|DCP1A_MOUSE	tr|A0A673UPY7|A0A673UPY7_SURSU
OG0004986	sp|Q922K7|NOP2_MOUSE	tr|A0A673UHW2|A0A673UHW2_SURSU
OG0004987	sp|Q99MP3|CALCB_MOUSE	tr|A0A673THJ1|A0A673THJ1_SURSU
OG0004988	sp|Q9D6Z1|NOP56_MOUSE	tr|A0A673U5H1|A0A673U5H1_SURSU
OG0004989	sp|Q9ET38|CLD19_MOUSE	tr|A0A673TDM3|A0A673TDM3_SURSU
OG0004990	sp|Q9ET39|SLAF6_MOUSE	tr|A0A673TIR8|A0A673TIR8_SURSU
OG0004991	sp|Q9JK91|MLH1_MOUSE	tr|A0A673T4Y9|A0A673T4Y9_SURSU
OG0004992	sp|Q9JLY7|DUS14_MOUSE	tr|A0A673VJ37|A0A673VJ37_SURSU
OG0004993	sp|Q9R0T8|IKKE_MOUSE	tr|A0A673T8P5|A0A673T8P5_SURSU
OG0004994	sp|Q9Z351|KCNQ2_MOUSE	tr|A0A673US73|A0A673US73_SURSU
OG0004995	sp|B1AZP2|DLGP4_MOUSE	tr|A0A673TUK8|A0A673TUK8_SURSU
OG0004996	sp|D3Z4R1|HFM1_MOUSE	tr|A0A673TFG2|A0A673TFG2_SURSU
OG0004997	sp|P02772|FETA_MOUSE	tr|A0A673SUV3|A0A673SUV3_SURSU
OG0004998	sp|P05125|ANF_MOUSE	tr|A0A673U4A2|A0A673U4A2_SURSU
OG0004999	sp|P22361|HNF1A_MOUSE	tr|A0A673V8E3|A0A673V8E3_SURSU
OG0005000	sp|P42082|CD86_MOUSE	tr|A0A673SXR1|A0A673SXR1_SURSU
OG0005001	sp|P58064|RT06_MOUSE	tr|A0A673SZ02|A0A673SZ02_SURSU
OG0005002	sp|P97823|LYPA1_MOUSE	tr|A0A673VMD4|A0A673VMD4_SURSU
OG0005003	sp|Q00651|ITA4_MOUSE	tr|A0A673U9U0|A0A673U9U0_SURSU
OG0005004	sp|Q03059|CLAT_MOUSE	tr|A0A673T476|A0A673T476_SURSU
OG0005005	sp|Q08481|PECA1_MOUSE	tr|A0A673VHZ2|A0A673VHZ2_SURSU
OG0005006	sp|Q0MW30|NEU1B_MOUSE	tr|A0A673U7Y8|A0A673U7Y8_SURSU
OG0005007	sp|Q2QI47|USH2A_MOUSE	tr|A0A673TE79|A0A673TE79_SURSU
OG0005008	sp|Q3U3N6|AP4AT_MOUSE	tr|A0A673UVC6|A0A673UVC6_SURSU
OG0005009	sp|Q5RJH2|MCTP2_MOUSE	tr|A0A673TGF0|A0A673TGF0_SURSU
OG0005010	sp|Q5SX19|PIGL_MOUSE	tr|A0A673VFC8|A0A673VFC8_SURSU
OG0005011	sp|Q5U465|CC125_MOUSE	tr|A0A673VCU8|A0A673VCU8_SURSU
