Orthogroup	Mus_musculus	Gorilla_gorilla_gorilla
OG0007129	sp|Q3U1V6|UEVLD_MOUSE	tr|G3R4C1|G3R4C1_GORGO
OG0007130	sp|P06802|ENPP1_MOUSE	tr|G3R6E2|G3R6E2_GORGO
OG0007131	sp|Q8CD10|MICU2_MOUSE	tr|G3RBR8|G3RBR8_GORGO
OG0007132	sp|Q7TME0|PLPR4_MOUSE	tr|G3RCC6|G3RCC6_GORGO
OG0007133	sp|Q8BPQ7|SGSM1_MOUSE	tr|G3RDK1|G3RDK1_GORGO
OG0007134	tr|G3UWC3|G3UWC3_MOUSE	tr|G3RGG8|G3RGG8_GORGO
OG0007135	sp|Q8BLN5|LSS_MOUSE	tr|G3RI42|G3RI42_GORGO
OG0007136	sp|Q8VCN5|CGL_MOUSE	tr|G3RK81|G3RK81_GORGO
OG0007137	sp|Q61845|MEIG1_MOUSE	tr|G3RL95|G3RL95_GORGO
OG0007138	sp|Q8BH55|THNS1_MOUSE	tr|G3RN04|G3RN04_GORGO
OG0007139	sp|P61148|FGF1_MOUSE	tr|G3RPE3|G3RPE3_GORGO
OG0007140	sp|Q61176|ARGI1_MOUSE	tr|G3RRL0|G3RRL0_GORGO
OG0007141	sp|P14847|CRP_MOUSE	tr|G3S3N2|G3S3N2_GORGO
OG0007142	sp|Q64368|DAZL_MOUSE	tr|G3S8R9|G3S8R9_GORGO
OG0007143	sp|Q9EQN3|T22D4_MOUSE	tr|G3SD77|G3SD77_GORGO
OG0007144	sp|Q14BB9|MA6D1_MOUSE	tr|G3SH75|G3SH75_GORGO
OG0007145	sp|Q8R3J5|CHAC1_MOUSE	tr|G3SI09|G3SI09_GORGO
OG0007146	sp|Q9D8M3|HRG1_MOUSE	tr|A0A2I2Y2E0|A0A2I2Y2E0_GORGO
OG0007147	tr|D3YVV3|D3YVV3_MOUSE	tr|A0A2I2YF64|A0A2I2YF64_GORGO
OG0007148	sp|Q91YD4|TRPM2_MOUSE	tr|A0A2I2YHB9|A0A2I2YHB9_GORGO
OG0007149	sp|Q8C5C9|TTMP_MOUSE	tr|A0A2I2YHL7|A0A2I2YHL7_GORGO
OG0007151	sp|Q8VHI7|DRC2_MOUSE	tr|A0A2I2YVD8|A0A2I2YVD8_GORGO
OG0007152	sp|Q8BHC7|RHBL4_MOUSE	tr|A0A2I2Z389|A0A2I2Z389_GORGO
OG0007154	sp|P31324|KAP3_MOUSE	tr|A0A2I2Z4M2|A0A2I2Z4M2_GORGO
OG0007155	sp|Q9DAW6|PRP4_MOUSE	tr|A0A2I2ZFV2|A0A2I2ZFV2_GORGO
OG0007156	sp|Q63912|OMGP_MOUSE	tr|A0A2I2ZGW9|A0A2I2ZGW9_GORGO
OG0007157	sp|Q91WE9|TAFA5_MOUSE	tr|A0A2I2ZKH0|A0A2I2ZKH0_GORGO
OG0007158	sp|Q3URY2|GEMC1_MOUSE	tr|A0A2I2ZQF0|A0A2I2ZQF0_GORGO
OG0007159	sp|Q9ERN0|SCAM2_MOUSE	tr|A0A2I2ZS17|A0A2I2ZS17_GORGO
OG0007160	sp|O09173|HGD_MOUSE	tr|A0A2I2ZSN1|A0A2I2ZSN1_GORGO
OG0007161	sp|P49194|RET3_MOUSE	tr|G3QDF0|G3QDF0_GORGO
OG0007162	sp|P48967|MPIP3_MOUSE	tr|G3QEW4|G3QEW4_GORGO
OG0007163	sp|Q3UMQ8|NAF1_MOUSE	tr|G3QF20|G3QF20_GORGO
OG0007164	sp|Q9DCF1|TMM25_MOUSE	tr|G3QF74|G3QF74_GORGO
OG0007165	tr|Q99M20|Q99M20_MOUSE	tr|G3QGF5|G3QGF5_GORGO
OG0007166	sp|Q9Z1Y4|TRIP6_MOUSE	tr|G3QGM6|G3QGM6_GORGO
OG0007167	sp|A4Q9F6|TTL13_MOUSE	tr|G3QGZ0|G3QGZ0_GORGO
OG0007168	sp|Q8BMK4|CKAP4_MOUSE	tr|G3QHD5|G3QHD5_GORGO
OG0007169	sp|Q61224|5HT1D_MOUSE	tr|G3QIH0|G3QIH0_GORGO
OG0007170	sp|Q7TPZ8|CBPA1_MOUSE	tr|G3QJ04|G3QJ04_GORGO
OG0007171	sp|Q9JIM3|ER6L2_MOUSE	tr|G3QJR5|G3QJR5_GORGO
OG0007172	sp|Q8QZX5|LSM10_MOUSE	tr|G3QLX0|G3QLX0_GORGO
OG0007173	sp|P59108|CPNE2_MOUSE	tr|G3QMW2|G3QMW2_GORGO
OG0007174	sp|Q6P6N5|SPRE3_MOUSE	tr|G3QP93|G3QP93_GORGO
OG0007175	sp|Q9D0E5|EFC11_MOUSE	tr|G3QQG1|G3QQG1_GORGO
OG0007176	sp|P23927|CRYAB_MOUSE	tr|G3QR27|G3QR27_GORGO
OG0007177	sp|P58406|HRH3_MOUSE	tr|G3QSA5|G3QSA5_GORGO
OG0007178	sp|Q8R310|TMCC3_MOUSE	tr|G3QX43|G3QX43_GORGO
OG0007179	sp|P33622|APOC3_MOUSE	tr|G3QY94|G3QY94_GORGO
OG0007180	sp|Q3URY6|ARMC2_MOUSE	tr|G3QYR2|G3QYR2_GORGO
OG0007181	sp|Q9R0N6|SYT8_MOUSE	tr|G3QZC5|G3QZC5_GORGO
OG0007182	sp|P97492|RGS14_MOUSE	tr|G3R2F5|G3R2F5_GORGO
OG0007183	sp|Q8BYW1|RHG25_MOUSE	tr|G3R2I3|G3R2I3_GORGO
OG0007184	sp|P70377|FGF13_MOUSE	tr|G3R343|G3R343_GORGO
OG0007185	sp|P11403|FGF4_MOUSE	tr|G3R3L3|G3R3L3_GORGO
OG0007186	sp|Q0P5X1|LRIQ1_MOUSE	tr|G3R3L8|G3R3L8_GORGO
OG0007187	sp|Q8VE52|OGRL1_MOUSE	tr|G3R586|G3R586_GORGO
OG0007188	sp|Q9Z309|CIB2_MOUSE	tr|G3R5U3|G3R5U3_GORGO
OG0007189	sp|Q8K341|ATAT_MOUSE	tr|G3R6S6|G3R6S6_GORGO
OG0007190	sp|Q8K3Z9|PO121_MOUSE	tr|G3R7T6|G3R7T6_GORGO
OG0007191	sp|Q75NR7|RECQ4_MOUSE	tr|G3REI5|G3REI5_GORGO
OG0007192	tr|E9PZM7|E9PZM7_MOUSE	tr|G3RFZ5|G3RFZ5_GORGO
OG0007193	sp|Q9Z238|CCNE2_MOUSE	tr|G3RG37|G3RG37_GORGO
OG0007194	sp|Q6P9S0|MTSS2_MOUSE	tr|G3RIJ5|G3RIJ5_GORGO
OG0007195	sp|Q6A065|CE170_MOUSE	tr|G3RJI0|G3RJI0_GORGO
OG0007196	sp|Q0VB26|TEX26_MOUSE	tr|G3RKW8|G3RKW8_GORGO
OG0007197	sp|Q9WTP5|CAD22_MOUSE	tr|G3RM70|G3RM70_GORGO
OG0007198	sp|P13439|UMPS_MOUSE	tr|G3RTQ7|G3RTQ7_GORGO
OG0007199	sp|Q91V81|RBM42_MOUSE	tr|G3RVH6|G3RVH6_GORGO
OG0007200	sp|Q62073|M3K7_MOUSE	tr|G3RXU7|G3RXU7_GORGO
OG0007201	sp|Q8C1E7|TACAN_MOUSE	tr|G3RZP4|G3RZP4_GORGO
OG0007202	sp|P19182|IFRD1_MOUSE	tr|G3S2A4|G3S2A4_GORGO
OG0007203	sp|A6H630|ARMT1_MOUSE	tr|G3S2Y4|G3S2Y4_GORGO
OG0007204	sp|Q9Z0U0|XPR1_MOUSE	tr|G3S7A2|G3S7A2_GORGO
OG0007205	sp|Q8BFQ8|GALD1_MOUSE	tr|G3S7C4|G3S7C4_GORGO
OG0007206	sp|Q9D7K5|DMAC2_MOUSE	tr|G3S8X2|G3S8X2_GORGO
OG0007207	tr|D3YTP3|D3YTP3_MOUSE	tr|G3SFI8|G3SFI8_GORGO
OG0007208	sp|P36916|GNL1_MOUSE	tr|G3SFK0|G3SFK0_GORGO
OG0007209	sp|Q8BVR6|RSPRY_MOUSE	tr|G3SG28|G3SG28_GORGO
OG0007210	sp|Q64331|MYO6_MOUSE	tr|A0A2I2YJ70|A0A2I2YJ70_GORGO
OG0007211	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A2I2YM69|A0A2I2YM69_GORGO
OG0007212	sp|Q3TXT3|SOSSC_MOUSE	tr|A0A2I2YNT7|A0A2I2YNT7_GORGO
OG0007213	sp|Q9DAF8|CD051_MOUSE	tr|A0A2I2YP13|A0A2I2YP13_GORGO
OG0007214	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A2I2YTF0|A0A2I2YTF0_GORGO
OG0007215	sp|Q3U2J5|CMKMT_MOUSE	tr|A0A2I2Z1G4|A0A2I2Z1G4_GORGO
OG0007216	sp|Q9D8P4|RM17_MOUSE	tr|A0A2I2Z344|A0A2I2Z344_GORGO
OG0007218	sp|Q9R061|NUBP2_MOUSE	tr|A0A2I2ZFH9|A0A2I2ZFH9_GORGO
OG0007219	sp|P41539|TKN1_MOUSE	tr|A0A2I2ZIT3|A0A2I2ZIT3_GORGO
OG0007220	sp|Q9Z148|EHMT2_MOUSE	tr|A0A2I2ZS57|A0A2I2ZS57_GORGO
OG0007221	sp|Q8C7X2|EMC1_MOUSE	tr|G3QE37|G3QE37_GORGO
OG0007222	sp|Q3TIX9|SNUT2_MOUSE	tr|G3QGA8|G3QGA8_GORGO
OG0007223	sp|Q3U1Z5|GPSM3_MOUSE	tr|G3QIS5|G3QIS5_GORGO
OG0007224	tr|Q8VG26|Q8VG26_MOUSE	tr|G3QL37|G3QL37_GORGO
OG0007225	sp|O09039|SH2B3_MOUSE	tr|G3QL56|G3QL56_GORGO
OG0007226	sp|B1AYB6|MBD5_MOUSE	tr|G3QMM2|G3QMM2_GORGO
OG0007227	sp|Q8CFP6|DJC27_MOUSE	tr|G3QN94|G3QN94_GORGO
OG0007228	sp|Q8BR93|HARB1_MOUSE	tr|G3QP39|G3QP39_GORGO
OG0007229	sp|Q99LB0|TDIF1_MOUSE	tr|G3QPP5|G3QPP5_GORGO
OG0007230	sp|P84089|ERH_MOUSE	tr|G3QPZ4|G3QPZ4_GORGO
OG0007231	sp|Q8K1S7|KREM2_MOUSE	tr|G3QQZ6|G3QQZ6_GORGO
OG0007232	sp|Q810J8|ZFYV1_MOUSE	tr|G3QR30|G3QR30_GORGO
OG0007233	sp|P04117|FABP4_MOUSE	tr|G3QWM2|G3QWM2_GORGO
OG0007234	sp|Q8R235|TM203_MOUSE	tr|G3QWT1|G3QWT1_GORGO
OG0007235	sp|P59759|MRTFB_MOUSE	tr|G3R090|G3R090_GORGO
OG0007236	sp|Q5RL79|KTAP2_MOUSE	tr|G3R1K9|G3R1K9_GORGO
OG0007237	sp|Q80YC5|FA12_MOUSE	tr|G3R2I7|G3R2I7_GORGO
OG0007238	sp|Q8K0G8|ESRP2_MOUSE	tr|G3R3S9|G3R3S9_GORGO
OG0007239	sp|P32921|SYWC_MOUSE	tr|G3R3T9|G3R3T9_GORGO
OG0007240	sp|Q9R187|EDAR_MOUSE	tr|G3R5K1|G3R5K1_GORGO
OG0007241	tr|A0A494BB12|A0A494BB12_MOUSE	tr|G3R5S5|G3R5S5_GORGO
OG0007242	sp|Q9DCM2|GSTK1_MOUSE	tr|G3R8V8|G3R8V8_GORGO
OG0007243	sp|P43252|PI2R_MOUSE	tr|G3RBE1|G3RBE1_GORGO
OG0007244	sp|Q91VU1|YIPF1_MOUSE	tr|G3RHA5|G3RHA5_GORGO
OG0007245	sp|Q8CC35|SYNPO_MOUSE	tr|G3RJP0|G3RJP0_GORGO
OG0007246	tr|D3YUE4|D3YUE4_MOUSE	tr|G3RJX0|G3RJX0_GORGO
OG0007247	sp|Q8K5B8|HXC12_MOUSE	tr|G3RNH1|G3RNH1_GORGO
OG0007248	sp|Q8BMI0|FBX38_MOUSE	tr|G3RNU1|G3RNU1_GORGO
OG0007249	sp|Q9WTQ5|AKA12_MOUSE	tr|G3RQR0|G3RQR0_GORGO
OG0007250	sp|A2VDH3|LRC38_MOUSE	tr|G3S359|G3S359_GORGO
OG0007251	sp|Q9D563|TM114_MOUSE	tr|G3S3P9|G3S3P9_GORGO
OG0007252	sp|E9Q5K9|YTDC1_MOUSE	tr|G3S4Z8|G3S4Z8_GORGO
OG0007253	sp|Q9DAM5|TPC_MOUSE	tr|G3S981|G3S981_GORGO
OG0007254	sp|Q61205|PA1B3_MOUSE	tr|G3S9P9|G3S9P9_GORGO
OG0007255	sp|Q9JHL0|NTAL_MOUSE	tr|G3SKS4|G3SKS4_GORGO
OG0007256	tr|Q3UQ24|Q3UQ24_MOUSE	tr|A0A2I2Y2B9|A0A2I2Y2B9_GORGO
OG0007257	sp|Q68EF6|BEGIN_MOUSE	tr|A0A2I2Y2U9|A0A2I2Y2U9_GORGO
OG0007258	sp|P97783|AF1Q_MOUSE	tr|A0A2I2Y341|A0A2I2Y341_GORGO
OG0007259	sp|O88799|ZAN_MOUSE	tr|A0A2I2YB57|A0A2I2YB57_GORGO
OG0007260	sp|Q99J99|THTM_MOUSE	tr|A0A2I2YBN3|A0A2I2YBN3_GORGO
OG0007261	sp|Q9WUD1|CHIP_MOUSE	tr|A0A2I2YCX7|A0A2I2YCX7_GORGO
OG0007262	sp|Q8C8T8|TSR2_MOUSE	tr|A0A2I2YKB2|A0A2I2YKB2_GORGO
OG0007263	sp|Q3TAP4|AP5B1_MOUSE	tr|A0A2I2YPP8|A0A2I2YPP8_GORGO
OG0007264	sp|D3Z4S3|PTRD1_MOUSE	tr|A0A2I2YTJ6|A0A2I2YTJ6_GORGO
OG0007265	sp|Q3V300|KIF22_MOUSE	tr|A0A2I2Z2H4|A0A2I2Z2H4_GORGO
OG0007266	sp|Q8BG17|NOL12_MOUSE	tr|A0A2I2Z691|A0A2I2Z691_GORGO
OG0007267	sp|Q9CQU3|RER1_MOUSE	tr|A0A2I2Z8C2|A0A2I2Z8C2_GORGO
OG0007268	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A2I2ZBB7|A0A2I2ZBB7_GORGO
OG0007269	sp|Q9DB40|MED27_MOUSE	tr|A0A2I2ZIL1|A0A2I2ZIL1_GORGO
OG0007270	sp|Q8JZM2|PR15L_MOUSE	tr|A0A2I2ZIQ4|A0A2I2ZIQ4_GORGO
OG0007271	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A2I2ZJ98|A0A2I2ZJ98_GORGO
OG0007272	sp|Q9QYJ7|DS13B_MOUSE	tr|A0A2I2ZMC6|A0A2I2ZMC6_GORGO
OG0007273	sp|Q9JII5|DAZP1_MOUSE	tr|A0A2I2ZPX5|A0A2I2ZPX5_GORGO
OG0007274	sp|Q80VP2|SPAT7_MOUSE	tr|A0A2I2ZSX7|A0A2I2ZSX7_GORGO
OG0007275	sp|P97769|CITE1_MOUSE	tr|G3QDG8|G3QDG8_GORGO
OG0007276	sp|Q9DB85|RRP8_MOUSE	tr|G3QDQ7|G3QDQ7_GORGO
OG0007277	sp|A3KGF9|CCD9B_MOUSE	tr|G3QEQ2|G3QEQ2_GORGO
OG0007278	sp|Q9CYB0|TRI13_MOUSE	tr|G3QGX9|G3QGX9_GORGO
OG0007279	sp|Q8R143|PTTG_MOUSE	tr|G3QI45|G3QI45_GORGO
OG0007280	sp|Q9R1Z8|VINEX_MOUSE	tr|G3QJ00|G3QJ00_GORGO
OG0007281	sp|Q8BGN8|SYNPR_MOUSE	tr|G3QJ88|G3QJ88_GORGO
OG0007282	sp|Q8K4I7|PRS45_MOUSE	tr|G3QKS8|G3QKS8_GORGO
OG0007283	sp|P51960|MYBA_MOUSE	tr|G3QMS6|G3QMS6_GORGO
OG0007284	sp|Q8K1A6|C2D1A_MOUSE	tr|G3QP30|G3QP30_GORGO
OG0007285	sp|Q8VDR5|TM267_MOUSE	tr|G3QQB7|G3QQB7_GORGO
OG0007286	sp|Q6PDF3|SVOPL_MOUSE	tr|G3QQJ6|G3QQJ6_GORGO
OG0007287	sp|Q5U901|CBPA6_MOUSE	tr|G3QSV0|G3QSV0_GORGO
OG0007288	sp|Q9Z2U1|PSA5_MOUSE	tr|G3QUL5|G3QUL5_GORGO
OG0007289	sp|O88351|IKKB_MOUSE	tr|G3QV64|G3QV64_GORGO
OG0007290	tr|Q6PCX8|Q6PCX8_MOUSE	tr|G3QVC5|G3QVC5_GORGO
OG0007291	sp|Q9DBA8|HUTI_MOUSE	tr|G3QVE4|G3QVE4_GORGO
OG0007292	sp|P45591|COF2_MOUSE	tr|G3QVF0|G3QVF0_GORGO
OG0007293	sp|Q91W61|FXL15_MOUSE	tr|G3QVQ7|G3QVQ7_GORGO
OG0007294	sp|P05622|PGFRB_MOUSE	tr|G3QWE1|G3QWE1_GORGO
OG0007295	sp|Q9WTP9|VAX2_MOUSE	tr|G3QWH6|G3QWH6_GORGO
OG0007296	tr|J3QMD1|J3QMD1_MOUSE	tr|G3QWJ7|G3QWJ7_GORGO
OG0007297	sp|Q9JLJ4|ELOV2_MOUSE	tr|G3QWW6|G3QWW6_GORGO
OG0007298	tr|B1ARY8|B1ARY8_MOUSE	tr|G3QWZ8|G3QWZ8_GORGO
OG0007299	sp|Q8K3X6|ANS4B_MOUSE	tr|G3QXU5|G3QXU5_GORGO
OG0007300	tr|F7B5D6|F7B5D6_MOUSE	tr|G3QZR4|G3QZR4_GORGO
OG0007301	sp|Q9JHE4|G3ST1_MOUSE	tr|G3R2Y3|G3R2Y3_GORGO
OG0007302	sp|A2RTF1|CTSRB_MOUSE	tr|G3R325|G3R325_GORGO
OG0007303	sp|J3QPZ5|CFA73_MOUSE	tr|G3R4E7|G3R4E7_GORGO
OG0007304	sp|Q07104|GDF3_MOUSE	tr|G3R9N1|G3R9N1_GORGO
OG0007305	tr|E9Q050|E9Q050_MOUSE	tr|G3RDX6|G3RDX6_GORGO
OG0007306	sp|E9Q9F6|CTSRD_MOUSE	tr|G3RH93|G3RH93_GORGO
OG0007307	sp|Q8K0L0|ASB2_MOUSE	tr|G3RHC1|G3RHC1_GORGO
OG0007308	sp|P62320|SMD3_MOUSE	tr|G3RHX9|G3RHX9_GORGO
OG0007309	sp|Q80XA6|REPS2_MOUSE	tr|G3RIV8|G3RIV8_GORGO
OG0007310	sp|Q9Z277|BAZ1B_MOUSE	tr|G3RK97|G3RK97_GORGO
OG0007311	sp|A2AFS3|ELAP1_MOUSE	tr|G3RKA6|G3RKA6_GORGO
OG0007312	sp|Q8BVF7|APH1A_MOUSE	tr|G3RLP7|G3RLP7_GORGO
OG0007313	sp|Q9WTW3|KCNE4_MOUSE	tr|G3RLT2|G3RLT2_GORGO
OG0007314	sp|Q9CQJ2|PIHD1_MOUSE	tr|G3RU31|G3RU31_GORGO
OG0007315	sp|Q8K4Z3|NNRE_MOUSE	tr|G3RUT3|G3RUT3_GORGO
OG0007316	tr|Q9Z0L6|Q9Z0L6_MOUSE	tr|G3RXR5|G3RXR5_GORGO
OG0007317	sp|E9Q286|ICE1_MOUSE	tr|G3S4L7|G3S4L7_GORGO
OG0007318	sp|Q9JMG4|NKAI4_MOUSE	tr|G3S8D7|G3S8D7_GORGO
OG0007319	sp|Q8BZ21|KAT6A_MOUSE	tr|G3S8U6|G3S8U6_GORGO
OG0007320	sp|O88693|CEGT_MOUSE	tr|G3S910|G3S910_GORGO
OG0007321	sp|Q99K41|EMIL1_MOUSE	tr|G3S960|G3S960_GORGO
OG0007322	sp|Q9CW07|PP13G_MOUSE	tr|G3SAB2|G3SAB2_GORGO
OG0007323	sp|Q9DAM1|LRC34_MOUSE	tr|G3SCP9|G3SCP9_GORGO
OG0007324	sp|Q921R7|S35A5_MOUSE	tr|G3SGE8|G3SGE8_GORGO
OG0007325	sp|Q9CQY9|NDUC1_MOUSE	sp|Q0MQF5|NDUC1_GORGO
OG0007326	sp|Q7TPY9|LDOC1_MOUSE	sp|Q6SEH5|LDOC1_GORGO
OG0007327	tr|A0A0G2JG52|A0A0G2JG52_MOUSE	tr|A0A2I2YDX7|A0A2I2YDX7_GORGO
OG0007328	sp|Q9CQT1|MTNA_MOUSE	tr|A0A2I2YEQ1|A0A2I2YEQ1_GORGO
OG0007329	sp|Q9CX13|CNIH4_MOUSE	tr|A0A2I2YLK1|A0A2I2YLK1_GORGO
OG0007330	sp|Q5DTZ0|NYNRI_MOUSE	tr|A0A2I2YT43|A0A2I2YT43_GORGO
OG0007331	sp|Q3ULM0|CC106_MOUSE	tr|A0A2I2YTW7|A0A2I2YTW7_GORGO
OG0007332	sp|P23204|PPARA_MOUSE	tr|A0A2I2Z0P2|A0A2I2Z0P2_GORGO
OG0007333	tr|D3YUR1|D3YUR1_MOUSE	tr|A0A2I2Z1Y2|A0A2I2Z1Y2_GORGO
OG0007334	sp|Q9CX92|CXE1_MOUSE	tr|A0A2I2Z2W5|A0A2I2Z2W5_GORGO
OG0007335	sp|Q8K2V6|IPO11_MOUSE	tr|A0A2I2Z3D4|A0A2I2Z3D4_GORGO
OG0007336	sp|Q9D2C7|BI1_MOUSE	tr|A0A2I2Z4W6|A0A2I2Z4W6_GORGO
OG0007337	sp|P70175|DLG3_MOUSE	tr|A0A2I2Z599|A0A2I2Z599_GORGO
OG0007338	sp|Q9CQ86|MIEN1_MOUSE	tr|A0A2I2Z752|A0A2I2Z752_GORGO
OG0007339	sp|Q8BT51|COA4_MOUSE	tr|A0A2I2ZQ65|A0A2I2ZQ65_GORGO
OG0007340	sp|P40226|TPO_MOUSE	tr|G3QD04|G3QD04_GORGO
OG0007341	sp|Q60988|STIL_MOUSE	tr|G3QE18|G3QE18_GORGO
OG0007342	sp|Q8BH61|F13A_MOUSE	tr|G3QFU9|G3QFU9_GORGO
OG0007343	sp|Q8K2K6|AGFG1_MOUSE	tr|G3QIV8|G3QIV8_GORGO
OG0007344	sp|Q8C3I8|HGH1_MOUSE	tr|G3QIX2|G3QIX2_GORGO
OG0007345	sp|Q9WVH4|FOXO3_MOUSE	tr|G3QLU0|G3QLU0_GORGO
OG0007346	sp|Q6ZQ88|KDM1A_MOUSE	tr|G3QM75|G3QM75_GORGO
OG0007347	sp|E9Q2M9|WDFY4_MOUSE	tr|G3QP03|G3QP03_GORGO
OG0007348	sp|E9Q912|GDS1_MOUSE	tr|G3QPH3|G3QPH3_GORGO
OG0007349	sp|Q8C0D0|TRUB1_MOUSE	tr|G3QPK0|G3QPK0_GORGO
OG0007350	sp|Q8CFI5|SYPM_MOUSE	tr|G3QRP9|G3QRP9_GORGO
OG0007351	sp|Q64701|RBL1_MOUSE	tr|G3QRW9|G3QRW9_GORGO
OG0007352	sp|Q8CCK0|H2AW_MOUSE	tr|G3QT16|G3QT16_GORGO
OG0007353	sp|Q9R007|CLC5A_MOUSE	tr|G3QU66|G3QU66_GORGO
OG0007354	sp|Q06770|CBG_MOUSE	tr|G3QXY9|G3QXY9_GORGO
OG0007355	sp|Q8BQU7|TMM74_MOUSE	tr|G3QZP1|G3QZP1_GORGO
OG0007356	sp|A2AMM0|CAVN4_MOUSE	tr|G3R2G8|G3R2G8_GORGO
OG0007357	tr|Q6PCS8|Q6PCS8_MOUSE	tr|G3R3E8|G3R3E8_GORGO
OG0007358	sp|Q8C145|S39A6_MOUSE	tr|G3R4A7|G3R4A7_GORGO
OG0007359	sp|Q8VBV3|EXOS2_MOUSE	tr|G3R4V1|G3R4V1_GORGO
OG0007360	sp|O35235|TNF11_MOUSE	tr|G3R6F7|G3R6F7_GORGO
OG0007361	sp|Q8R0K9|E2F4_MOUSE	tr|G3R8D1|G3R8D1_GORGO
OG0007362	sp|Q9DA60|TEX44_MOUSE	tr|G3R8J5|G3R8J5_GORGO
OG0007363	sp|Q8K595|MCLN2_MOUSE	tr|G3R915|G3R915_GORGO
OG0007364	sp|P62073|TIM10_MOUSE	tr|G3R9P2|G3R9P2_GORGO
OG0007365	sp|Q8BI22|CE128_MOUSE	tr|G3RBV8|G3RBV8_GORGO
OG0007366	tr|E9Q1F5|E9Q1F5_MOUSE	tr|G3RCG3|G3RCG3_GORGO
OG0007367	sp|Q80SY3|VA0D2_MOUSE	tr|G3RD24|G3RD24_GORGO
OG0007368	sp|Q5RJI4|PKDCC_MOUSE	tr|G3RDU8|G3RDU8_GORGO
OG0007369	sp|Q3URQ7|MTHSD_MOUSE	tr|G3RF41|G3RF41_GORGO
OG0007370	sp|Q7TQI7|ABTB2_MOUSE	tr|G3RF72|G3RF72_GORGO
OG0007371	sp|Q5U431|GPR39_MOUSE	tr|G3RFA5|G3RFA5_GORGO
OG0007372	sp|Q920N7|SYT12_MOUSE	tr|G3RG69|G3RG69_GORGO
OG0007373	sp|Q6PGF2|MORN4_MOUSE	tr|G3RGW1|G3RGW1_GORGO
OG0007374	sp|Q8BH07|AR6P6_MOUSE	tr|G3RHU3|G3RHU3_GORGO
OG0007375	sp|Q10738|MMP7_MOUSE	tr|G3RIL3|G3RIL3_GORGO
OG0007376	sp|Q9R1Q6|T176B_MOUSE	tr|G3RK31|G3RK31_GORGO
OG0007377	sp|P0C090|RC3H2_MOUSE	tr|G3RLK5|G3RLK5_GORGO
OG0007378	sp|Q03160|GRB7_MOUSE	tr|G3RMB9|G3RMB9_GORGO
OG0007379	sp|Q8R3S6|EXOC1_MOUSE	tr|G3RNH4|G3RNH4_GORGO
OG0007380	sp|Q8K4J6|MRTFA_MOUSE	tr|G3RUA2|G3RUA2_GORGO
OG0007381	sp|Q9Z239|PLM_MOUSE	tr|G3RUQ5|G3RUQ5_GORGO
OG0007382	sp|Q60767|LY75_MOUSE	tr|G3RVS2|G3RVS2_GORGO
OG0007383	sp|Q61160|FADD_MOUSE	tr|G3RWC4|G3RWC4_GORGO
OG0007384	sp|Q9CZH8|CCD77_MOUSE	tr|G3RZ80|G3RZ80_GORGO
OG0007385	sp|Q924H2|MED15_MOUSE	tr|G3S027|G3S027_GORGO
OG0007386	sp|Q9JHG0|CBLN3_MOUSE	tr|G3S5K7|G3S5K7_GORGO
OG0007387	sp|P42208|SEPT2_MOUSE	tr|G3S8Y7|G3S8Y7_GORGO
OG0007388	sp|Q8BMB3|IF4E2_MOUSE	tr|G3SIC4|G3SIC4_GORGO
OG0007389	sp|Q9WVI9|JIP1_MOUSE	tr|G3SJH8|G3SJH8_GORGO
OG0007390	sp|Q7TQI8|TSYL2_MOUSE	tr|A0A2I2Y487|A0A2I2Y487_GORGO
OG0007391	sp|Q8JZM7|CDC73_MOUSE	tr|A0A2I2YAC6|A0A2I2YAC6_GORGO
OG0007392	sp|Q6PHS6|SNX13_MOUSE	tr|A0A2I2YC30|A0A2I2YC30_GORGO
OG0007393	sp|E9Q612|PTPRO_MOUSE	tr|A0A2I2YDA9|A0A2I2YDA9_GORGO
OG0007394	sp|Q60795|NF2L2_MOUSE	tr|A0A2I2YEZ4|A0A2I2YEZ4_GORGO
OG0007395	sp|Q9DA15|THEGL_MOUSE	tr|A0A2I2YGA4|A0A2I2YGA4_GORGO
OG0007396	sp|B2RVL6|ZCH24_MOUSE	tr|A0A2I2YK31|A0A2I2YK31_GORGO
OG0007397	sp|Q9D275|BATF3_MOUSE	tr|A0A2I2YK49|A0A2I2YK49_GORGO
OG0007398	sp|Q9WUA5|EPM2A_MOUSE	tr|A0A2I2YQ22|A0A2I2YQ22_GORGO
OG0007399	sp|Q66JY6|ARG39_MOUSE	tr|A0A2I2YR58|A0A2I2YR58_GORGO
OG0007400	sp|Q8BFR5|EFTU_MOUSE	tr|A0A2I2YVU5|A0A2I2YVU5_GORGO
OG0007401	sp|Q8BYN5|FSD1L_MOUSE	tr|A0A2I2YW30|A0A2I2YW30_GORGO
OG0007402	sp|Q7TMB3|PPR3C_MOUSE	tr|A0A2I2YWD3|A0A2I2YWD3_GORGO
OG0007403	sp|Q8BYY4|TT39B_MOUSE	tr|A0A2I2Z4U2|A0A2I2Z4U2_GORGO
