Orthogroup	Mus_musculus	Loxodonta_africana
OG0007968	sp|P97470|PP4C_MOUSE	tr|G3TJQ8|G3TJQ8_LOXAF
OG0007969	sp|Q6T3U4|NPCL1_MOUSE	tr|G3TKB2|G3TKB2_LOXAF
OG0007970	sp|Q8CAK3|SHFL_MOUSE	tr|G3TPF4|G3TPF4_LOXAF
OG0007971	sp|Q8C156|CND2_MOUSE	tr|G3TQM4|G3TQM4_LOXAF
OG0007972	sp|Q8QZR8|CCNQ_MOUSE	tr|G3TX06|G3TX06_LOXAF
OG0007973	sp|Q60867|NDF1_MOUSE	tr|G3TYH7|G3TYH7_LOXAF
OG0007974	tr|Q8C8K6|Q8C8K6_MOUSE	tr|G3TZA7|G3TZA7_LOXAF
OG0007975	sp|Q99JU7|BNIPL_MOUSE	tr|G3U1E3|G3U1E3_LOXAF
OG0007976	sp|Q62414|NDF2_MOUSE	tr|G3U326|G3U326_LOXAF
OG0007977	sp|Q3TT38|ILRUN_MOUSE	tr|G3U9K2|G3U9K2_LOXAF
OG0007978	sp|P17679|GATA1_MOUSE	tr|G3UAI2|G3UAI2_LOXAF
OG0007979	sp|Q8VC90|ZDH12_MOUSE	tr|G3UCU6|G3UCU6_LOXAF
OG0007980	sp|Q9JJF3|RIOX1_MOUSE	tr|G3UFE1|G3UFE1_LOXAF
OG0007981	sp|A2ACP1|TT39A_MOUSE	tr|G3UL10|G3UL10_LOXAF
OG0007982	sp|Q8K012|FBP1L_MOUSE	tr|G3UMH2|G3UMH2_LOXAF
OG0007983	tr|Q9CPR6|Q9CPR6_MOUSE	tr|G3UNK3|G3UNK3_LOXAF
OG0007985	sp|O08908|P85B_MOUSE	tr|G3SM83|G3SM83_LOXAF
OG0007986	sp|Q8C7U1|N4BP3_MOUSE	tr|G3SMV8|G3SMV8_LOXAF
OG0007987	sp|Q9CXU9|EIF1B_MOUSE	tr|G3SN16|G3SN16_LOXAF
OG0007988	sp|P70168|IMB1_MOUSE	tr|G3SNE0|G3SNE0_LOXAF
OG0007989	sp|Q6GQT0|CC14A_MOUSE	tr|G3SNL9|G3SNL9_LOXAF
OG0007990	tr|A0A494BAR6|A0A494BAR6_MOUSE	tr|G3SP70|G3SP70_LOXAF
OG0007991	sp|Q7TNI7|IL17F_MOUSE	tr|G3SPX6|G3SPX6_LOXAF
OG0007992	sp|Q8R090|VMAT1_MOUSE	tr|G3SQJ8|G3SQJ8_LOXAF
OG0007993	sp|O70405|ULK1_MOUSE	tr|G3SSI6|G3SSI6_LOXAF
OG0007994	sp|A4FUP9|GL1D1_MOUSE	tr|G3SSQ9|G3SSQ9_LOXAF
OG0007995	sp|Q80UP8|S20A2_MOUSE	tr|G3STE6|G3STE6_LOXAF
OG0007996	sp|Q9WV91|FPRP_MOUSE	tr|G3SWD9|G3SWD9_LOXAF
OG0007997	sp|Q78ZA7|NP1L4_MOUSE	tr|G3SWJ7|G3SWJ7_LOXAF
OG0007998	sp|Q8BMG8|MFTC_MOUSE	tr|G3SXH5|G3SXH5_LOXAF
OG0007999	sp|E9QAM5|HELZ2_MOUSE	tr|G3SY39|G3SY39_LOXAF
OG0008000	sp|Q9DBP5|KCY_MOUSE	tr|G3SYF2|G3SYF2_LOXAF
OG0008001	sp|Q9WTM4|NF2L3_MOUSE	tr|G3SZ25|G3SZ25_LOXAF
OG0008002	sp|P45448|NR5A2_MOUSE	tr|G3T2J8|G3T2J8_LOXAF
OG0008003	sp|Q8CGZ0|CHERP_MOUSE	tr|G3T335|G3T335_LOXAF
OG0008004	sp|P97490|ADCY8_MOUSE	tr|G3T348|G3T348_LOXAF
OG0008005	sp|P04401|IL5_MOUSE	tr|G3T4B0|G3T4B0_LOXAF
OG0008006	sp|Q9D2I5|ARMC9_MOUSE	tr|G3T4Z2|G3T4Z2_LOXAF
OG0008007	sp|Q9JIM1|S29A1_MOUSE	tr|G3T5C8|G3T5C8_LOXAF
OG0008008	sp|Q8BMG7|RBGPR_MOUSE	tr|G3T6W3|G3T6W3_LOXAF
OG0008009	sp|Q8BMB3|IF4E2_MOUSE	tr|G3T7Q5|G3T7Q5_LOXAF
OG0008010	tr|Q3TIX6|Q3TIX6_MOUSE	tr|G3T7U6|G3T7U6_LOXAF
OG0008011	sp|Q8VCU0|ANGE1_MOUSE	tr|G3T908|G3T908_LOXAF
OG0008012	sp|Q8JZL1|I17RD_MOUSE	tr|G3T9K3|G3T9K3_LOXAF
OG0008013	sp|Q8R000|OSTA_MOUSE	tr|G3T9Y0|G3T9Y0_LOXAF
OG0008014	sp|Q6PFD5|DLGP3_MOUSE	tr|G3TAQ6|G3TAQ6_LOXAF
OG0008015	sp|Q8VI67|SP7_MOUSE	tr|G3TAR4|G3TAR4_LOXAF
OG0008016	sp|Q9D281|NXP20_MOUSE	tr|G3TBI7|G3TBI7_LOXAF
OG0008017	sp|P10755|ZFP14_MOUSE	tr|G3TBN5|G3TBN5_LOXAF
OG0008018	sp|P46471|PRS7_MOUSE	tr|G3TCP9|G3TCP9_LOXAF
OG0008019	sp|P34928|APOC1_MOUSE	tr|G3TCR3|G3TCR3_LOXAF
OG0008020	tr|A0A5F8MPH8|A0A5F8MPH8_MOUSE	tr|G3TCY3|G3TCY3_LOXAF
OG0008021	sp|Q60969|STYX_MOUSE	tr|G3TDY4|G3TDY4_LOXAF
OG0008022	sp|O08715|AKAP1_MOUSE	tr|G3TFZ9|G3TFZ9_LOXAF
OG0008023	sp|Q9D8X0|MANBL_MOUSE	tr|G3TH41|G3TH41_LOXAF
OG0008024	sp|Q924L1|LTMD1_MOUSE	tr|G3THC1|G3THC1_LOXAF
OG0008025	sp|Q8C1F5|TTC16_MOUSE	tr|G3THN7|G3THN7_LOXAF
OG0008026	sp|Q80WC7|AGFG2_MOUSE	tr|G3THZ4|G3THZ4_LOXAF
OG0008027	sp|Q64441|CP24A_MOUSE	tr|G3TI45|G3TI45_LOXAF
OG0008028	sp|Q9D7Q1|CHIT1_MOUSE	tr|G3TI99|G3TI99_LOXAF
OG0008029	sp|P62827|RAN_MOUSE	tr|G3TJB8|G3TJB8_LOXAF
OG0008030	sp|Q4KKZ1|CF107_MOUSE	tr|G3TJE6|G3TJE6_LOXAF
OG0008031	sp|Q8CHY3|DYM_MOUSE	tr|G3TJH3|G3TJH3_LOXAF
OG0008032	sp|Q9DAW6|PRP4_MOUSE	tr|G3TKC7|G3TKC7_LOXAF
OG0008033	sp|Q8CE72|CPLN1_MOUSE	tr|G3TLI7|G3TLI7_LOXAF
OG0008034	sp|Q8CCX5|KT222_MOUSE	tr|G3TLP8|G3TLP8_LOXAF
OG0008035	sp|A4Q9E5|TTLL3_MOUSE	tr|G3TLV8|G3TLV8_LOXAF
OG0008036	sp|Q60902|EP15R_MOUSE	tr|G3TNE4|G3TNE4_LOXAF
OG0008037	sp|O70469|DOK2_MOUSE	tr|G3TPI6|G3TPI6_LOXAF
OG0008038	sp|P02831|HXA3_MOUSE	tr|G3TPU4|G3TPU4_LOXAF
OG0008039	sp|Q8BVN4|MTEF4_MOUSE	tr|G3TQ26|G3TQ26_LOXAF
OG0008040	tr|A0A504|A0A504_MOUSE	tr|G3TVF2|G3TVF2_LOXAF
OG0008041	sp|Q8CFR0|C1QL2_MOUSE	tr|G3TVM7|G3TVM7_LOXAF
OG0008042	sp|Q8C828|KBTBD_MOUSE	tr|G3TX02|G3TX02_LOXAF
OG0008043	sp|Q9D3H0|TMM80_MOUSE	tr|G3U8S2|G3U8S2_LOXAF
OG0008044	sp|Q9WUD8|FAIM1_MOUSE	tr|G3UAL6|G3UAL6_LOXAF
OG0008046	sp|Q8BKN5|GCP5_MOUSE	tr|G3UBW2|G3UBW2_LOXAF
OG0008047	sp|Q9JIE3|OTOR_MOUSE	tr|G3UC72|G3UC72_LOXAF
OG0008048	sp|Q8CHY7|TTC23_MOUSE	tr|G3UDJ1|G3UDJ1_LOXAF
OG0008049	sp|Q9CQF3|CPSF5_MOUSE	tr|G3UDW1|G3UDW1_LOXAF
OG0008050	sp|O88622|PARG_MOUSE	tr|G3UF17|G3UF17_LOXAF
OG0008051	sp|Q91WF7|FIG4_MOUSE	tr|G3UFY0|G3UFY0_LOXAF
OG0008052	sp|P24638|PPAL_MOUSE	tr|G3UK13|G3UK13_LOXAF
OG0008053	sp|O55087|MEF2B_MOUSE	tr|G3UL76|G3UL76_LOXAF
OG0008054	sp|Q91VC4|PLVAP_MOUSE	tr|G3ULR6|G3ULR6_LOXAF
OG0008055	sp|Q9QZM8|FBX17_MOUSE	tr|G3UM15|G3UM15_LOXAF
OG0008056	sp|Q9CRC6|BORC7_MOUSE	tr|G5E762|G5E762_LOXAF
OG0008057	sp|Q8C1E7|TACAN_MOUSE	tr|G3SMJ0|G3SMJ0_LOXAF
OG0008058	sp|O55055|TRDMT_MOUSE	tr|G3SMX5|G3SMX5_LOXAF
OG0008059	sp|Q6P2L7|GOLM2_MOUSE	tr|G3SN25|G3SN25_LOXAF
OG0008060	sp|Q8VEB6|RNZ1_MOUSE	tr|G3SNR3|G3SNR3_LOXAF
OG0008061	sp|Q8BFS6|CPPED_MOUSE	tr|G3SQZ2|G3SQZ2_LOXAF
OG0008062	sp|Q8BIV7|S45A1_MOUSE	tr|G3SQZ9|G3SQZ9_LOXAF
OG0008063	sp|Q6P2B1|TNPO3_MOUSE	tr|G3SR24|G3SR24_LOXAF
OG0008064	sp|Q80V26|IMPA3_MOUSE	tr|G3SUN3|G3SUN3_LOXAF
OG0008065	sp|Q62132|PTPRR_MOUSE	tr|G3SUZ1|G3SUZ1_LOXAF
OG0008066	tr|A2CG24|A2CG24_MOUSE	tr|G3SV91|G3SV91_LOXAF
OG0008067	sp|Q9QYX7|PCLO_MOUSE	tr|G3SW14|G3SW14_LOXAF
OG0008068	sp|P05977|MYL1_MOUSE	tr|G3SW89|G3SW89_LOXAF
OG0008069	sp|Q62431|ARI3A_MOUSE	tr|G3SWL3|G3SWL3_LOXAF
OG0008070	sp|Q9Z1D1|EIF3G_MOUSE	tr|G3SY86|G3SY86_LOXAF
OG0008071	sp|Q9Z255|UBE2A_MOUSE	tr|G3SYC6|G3SYC6_LOXAF
OG0008072	sp|Q9QZS5|SGK2_MOUSE	tr|G3SYM5|G3SYM5_LOXAF
OG0008073	sp|Q8CFJ7|S2545_MOUSE	tr|G3SYZ2|G3SYZ2_LOXAF
OG0008074	sp|Q9R1K6|GPR34_MOUSE	tr|G3SZ63|G3SZ63_LOXAF
OG0008075	sp|Q925E0|SNTG2_MOUSE	tr|G3SZ81|G3SZ81_LOXAF
OG0008076	sp|Q3U1D0|LINES_MOUSE	tr|G3SZ83|G3SZ83_LOXAF
OG0008077	sp|Q80W71|PKHA8_MOUSE	tr|G3SZC8|G3SZC8_LOXAF
OG0008078	sp|Q8BG94|COMD7_MOUSE	tr|G3T2I6|G3T2I6_LOXAF
OG0008079	sp|Q9D2J4|VSIG1_MOUSE	tr|G3T393|G3T393_LOXAF
OG0008080	sp|Q8BQN5|FA78B_MOUSE	tr|G3T3Y6|G3T3Y6_LOXAF
OG0008081	sp|Q8VCX1|AK1D1_MOUSE	tr|G3T475|G3T475_LOXAF
OG0008082	sp|Q810V0|MPP10_MOUSE	tr|G3T7B4|G3T7B4_LOXAF
OG0008083	sp|Q9CQY7|PAQRB_MOUSE	tr|G3T8L1|G3T8L1_LOXAF
OG0008084	sp|Q3TPX4|EXOC5_MOUSE	tr|G3T9S2|G3T9S2_LOXAF
OG0008085	tr|E9Q2C0|E9Q2C0_MOUSE	tr|G3TA88|G3TA88_LOXAF
OG0008086	sp|Q6HA09|ASTL_MOUSE	tr|G3TB63|G3TB63_LOXAF
OG0008087	sp|Q78J03|MSRB2_MOUSE	tr|G3TBI4|G3TBI4_LOXAF
OG0008088	sp|Q8BH66|ATLA1_MOUSE	tr|G3TC17|G3TC17_LOXAF
OG0008089	sp|Q9QUS4|HEY2_MOUSE	tr|G3TCT0|G3TCT0_LOXAF
OG0008090	sp|P61358|RL27_MOUSE	tr|G3TCT6|G3TCT6_LOXAF
OG0008091	sp|E9PYL2|PRR12_MOUSE	tr|G3TG88|G3TG88_LOXAF
OG0008092	sp|Q9CYA6|ZCHC8_MOUSE	tr|G3TH37|G3TH37_LOXAF
OG0008093	sp|Q9D0I4|STX17_MOUSE	tr|G3THW3|G3THW3_LOXAF
OG0008094	sp|Q8VHI4|CARTF_MOUSE	tr|G3TIL2|G3TIL2_LOXAF
OG0008095	sp|Q91VU7|PUS7_MOUSE	tr|G3TIY6|G3TIY6_LOXAF
OG0008096	sp|Q99L00|HAUS8_MOUSE	tr|G3TJ37|G3TJ37_LOXAF
OG0008097	sp|Q8C8V1|ZXDC_MOUSE	tr|G3TJU6|G3TJU6_LOXAF
OG0008098	sp|P31313|HXC11_MOUSE	tr|G3TK74|G3TK74_LOXAF
OG0008099	sp|Q14C37|LEMD1_MOUSE	tr|G3TKP4|G3TKP4_LOXAF
OG0008100	sp|Q91V10|VSX1_MOUSE	tr|G3TKP8|G3TKP8_LOXAF
OG0008101	sp|Q91YD6|VILL_MOUSE	tr|G3TKQ8|G3TKQ8_LOXAF
OG0008102	sp|O35885|ASCL2_MOUSE	tr|G3TLV7|G3TLV7_LOXAF
OG0008103	sp|Q9QZN3|FBX8_MOUSE	tr|G3TPD7|G3TPD7_LOXAF
OG0008104	sp|Q8BLH7|HIRP3_MOUSE	tr|G3TPW9|G3TPW9_LOXAF
OG0008105	sp|Q8K1E0|STX5_MOUSE	tr|G3TVT2|G3TVT2_LOXAF
OG0008106	sp|Q4QRL3|CC88B_MOUSE	tr|G3TVY4|G3TVY4_LOXAF
OG0008107	sp|O88947|FA10_MOUSE	tr|G3TXA1|G3TXA1_LOXAF
OG0008108	sp|Q9QZK7|DOK3_MOUSE	tr|G3TZV6|G3TZV6_LOXAF
OG0008109	sp|Q80YU0|ABHGB_MOUSE	tr|G3U1Y1|G3U1Y1_LOXAF
OG0008110	sp|Q8BXA6|CLD17_MOUSE	tr|G3U508|G3U508_LOXAF
OG0008111	sp|P42582|NKX25_MOUSE	tr|G3U5V6|G3U5V6_LOXAF
OG0008112	sp|Q8BIZ0|PCD20_MOUSE	tr|G3U6G2|G3U6G2_LOXAF
OG0008113	sp|Q9D1A2|CNDP2_MOUSE	tr|G3U8X7|G3U8X7_LOXAF
OG0008114	sp|Q3TAE8|ALG6_MOUSE	tr|G3U9B7|G3U9B7_LOXAF
OG0008115	tr|Q9ERL0|Q9ERL0_MOUSE	tr|G3UHJ6|G3UHJ6_LOXAF
OG0008116	sp|Q5NCP0|RNF43_MOUSE	tr|G3UJK9|G3UJK9_LOXAF
OG0008117	sp|Q6IR42|ZCPW1_MOUSE	tr|G3ULT5|G3ULT5_LOXAF
OG0008118	sp|Q8BQZ5|CPSF4_MOUSE	tr|G3SL71|G3SL71_LOXAF
OG0008119	sp|Q9JJI8|RL38_MOUSE	tr|G3SLJ5|G3SLJ5_LOXAF
OG0008120	tr|E9PYF4|E9PYF4_MOUSE	tr|G3SM01|G3SM01_LOXAF
OG0008121	sp|P86046|KCJ13_MOUSE	tr|G3SPA9|G3SPA9_LOXAF
OG0008122	sp|Q9ESG9|PMYT1_MOUSE	tr|G3SQ41|G3SQ41_LOXAF
OG0008123	sp|Q9JKV7|EXTL1_MOUSE	tr|G3SQG1|G3SQG1_LOXAF
OG0008124	sp|Q8C6S9|CFA54_MOUSE	tr|G3SR40|G3SR40_LOXAF
OG0008125	sp|Q62417|SRBS1_MOUSE	tr|G3SRF0|G3SRF0_LOXAF
OG0008126	sp|Q7TN22|TXD16_MOUSE	tr|G3STY1|G3STY1_LOXAF
OG0008127	sp|Q8BVW0|GANC_MOUSE	tr|G3SUA1|G3SUA1_LOXAF
OG0008128	sp|P55095|GLUC_MOUSE	tr|G3SWM5|G3SWM5_LOXAF
OG0008129	sp|Q923I7|SC5A2_MOUSE	tr|G3SWT2|G3SWT2_LOXAF
OG0008130	sp|P59598|ASXL1_MOUSE	tr|G3SXV8|G3SXV8_LOXAF
OG0008131	sp|O89100|GRAP2_MOUSE	tr|G3SZ69|G3SZ69_LOXAF
OG0008132	sp|Q9WV71|ASB4_MOUSE	tr|G3SZI3|G3SZI3_LOXAF
OG0008133	sp|Q924X1|EPGN_MOUSE	tr|G3T0S4|G3T0S4_LOXAF
OG0008134	sp|Q3TNA1|XYLB_MOUSE	tr|G3T2F3|G3T2F3_LOXAF
OG0008135	sp|P26011|ITB7_MOUSE	tr|G3T3B0|G3T3B0_LOXAF
OG0008136	tr|B2RUQ2|B2RUQ2_MOUSE	tr|G3T3R8|G3T3R8_LOXAF
OG0008137	sp|Q9Z1Q2|ABHGA_MOUSE	tr|G3T3U4|G3T3U4_LOXAF
OG0008138	sp|Q8VEA7|TCTA_MOUSE	tr|G3T494|G3T494_LOXAF
OG0008139	sp|Q9DC26|S46A3_MOUSE	tr|G3T4L7|G3T4L7_LOXAF
OG0008140	sp|Q9DCQ3|GOT1A_MOUSE	tr|G3T5H6|G3T5H6_LOXAF
OG0008141	sp|Q9DCL2|CIA2A_MOUSE	tr|G3T6W6|G3T6W6_LOXAF
OG0008142	sp|Q3U827|RN180_MOUSE	tr|G3T8H9|G3T8H9_LOXAF
OG0008143	sp|Q78T81|F102A_MOUSE	tr|G3T8R0|G3T8R0_LOXAF
OG0008144	sp|Q8K224|NAT10_MOUSE	tr|G3T9B9|G3T9B9_LOXAF
OG0008145	sp|Q9Z139|ROR1_MOUSE	tr|G3T9S0|G3T9S0_LOXAF
OG0008146	sp|Q9D937|CK098_MOUSE	tr|G3TAS4|G3TAS4_LOXAF
OG0008147	sp|Q672J9|NOX3_MOUSE	tr|G3TBF7|G3TBF7_LOXAF
OG0008148	sp|Q80T74|KLH29_MOUSE	tr|G3TC19|G3TC19_LOXAF
OG0008149	sp|Q9D850|TMM68_MOUSE	tr|G3TCQ6|G3TCQ6_LOXAF
OG0008150	sp|Q9R097|SPIT1_MOUSE	tr|G3TDS8|G3TDS8_LOXAF
OG0008151	tr|G3X9I7|G3X9I7_MOUSE	tr|G3TE29|G3TE29_LOXAF
OG0008152	sp|Q1RLK6|B3GN4_MOUSE	tr|G3TH17|G3TH17_LOXAF
OG0008153	sp|Q9D1Q6|ERP44_MOUSE	tr|G3THX0|G3THX0_LOXAF
OG0008154	sp|Q80W31|ZN569_MOUSE	tr|G3TJ98|G3TJ98_LOXAF
OG0008155	sp|Q3V0B4|CFA65_MOUSE	tr|G3TJB2|G3TJB2_LOXAF
OG0008156	sp|P52480|KPYM_MOUSE	tr|G3TJT5|G3TJT5_LOXAF
OG0008157	sp|Q8R3G9|TSN8_MOUSE	tr|G3TK75|G3TK75_LOXAF
OG0008158	sp|Q80WG5|LRC8A_MOUSE	tr|G3TL97|G3TL97_LOXAF
OG0008159	sp|Q8BGN8|SYNPR_MOUSE	tr|G3TLF3|G3TLF3_LOXAF
OG0008160	sp|Q8R3F5|FABD_MOUSE	tr|G3TP59|G3TP59_LOXAF
OG0008161	sp|O35681|SYT3_MOUSE	tr|G3TP65|G3TP65_LOXAF
OG0008162	sp|Q80YT5|SPT20_MOUSE	tr|G3TQ72|G3TQ72_LOXAF
OG0008163	sp|Q9QY39|PDZD4_MOUSE	tr|G3TS73|G3TS73_LOXAF
OG0008164	sp|Q8C1R0|TSSK5_MOUSE	tr|G3TUN6|G3TUN6_LOXAF
OG0008165	sp|O88786|I13R2_MOUSE	tr|G3TXF0|G3TXF0_LOXAF
OG0008166	sp|Q9D2Y4|MLKL_MOUSE	tr|G3TXP8|G3TXP8_LOXAF
OG0008167	sp|Q80V91|DTX3_MOUSE	tr|G3TYD8|G3TYD8_LOXAF
OG0008168	sp|Q45VK7|DYHC2_MOUSE	tr|G3TYW1|G3TYW1_LOXAF
OG0008169	sp|Q61469|PLPP1_MOUSE	tr|G3U155|G3U155_LOXAF
OG0008170	sp|Q9D083|SPC24_MOUSE	tr|G3U1Q4|G3U1Q4_LOXAF
OG0008171	sp|Q61599|GDIR2_MOUSE	tr|G3U376|G3U376_LOXAF
OG0008172	sp|Q9D3F7|DDIT4_MOUSE	tr|G3U4N0|G3U4N0_LOXAF
OG0008173	sp|Q03173|ENAH_MOUSE	tr|G3U8G7|G3U8G7_LOXAF
OG0008174	sp|Q8VDW4|UBE2W_MOUSE	tr|G3UA71|G3UA71_LOXAF
OG0008175	sp|Q8R404|MIC13_MOUSE	tr|G3UB49|G3UB49_LOXAF
OG0008176	sp|Q149R9|LPAR5_MOUSE	tr|G3UGA6|G3UGA6_LOXAF
OG0008177	sp|Q3UPL6|M4A15_MOUSE	tr|G3UIK2|G3UIK2_LOXAF
OG0008178	sp|Q70FJ1|AKAP9_MOUSE	tr|G3SL15|G3SL15_LOXAF
OG0008179	tr|E9PUQ3|E9PUQ3_MOUSE	tr|G3SLM2|G3SLM2_LOXAF
OG0008180	sp|Q8K3W3|CASC3_MOUSE	tr|G3SM19|G3SM19_LOXAF
OG0008181	sp|Q8R4E4|MYOZ3_MOUSE	tr|G3SNZ0|G3SNZ0_LOXAF
OG0008182	sp|O35841|API5_MOUSE	tr|G3SP21|G3SP21_LOXAF
OG0008183	sp|Q8R373|CLMP_MOUSE	tr|G3SP48|G3SP48_LOXAF
OG0008184	sp|Q76KJ5|RPA34_MOUSE	tr|G3SPB5|G3SPB5_LOXAF
OG0008185	sp|P50538|MAD1_MOUSE	tr|G3SPE8|G3SPE8_LOXAF
OG0008186	sp|Q99LF4|RTCB_MOUSE	tr|G3SPS8|G3SPS8_LOXAF
OG0008187	sp|Q8CB62|CNTRB_MOUSE	tr|G3SPW5|G3SPW5_LOXAF
OG0008188	sp|P18872|GNAO_MOUSE	tr|G3SQ78|G3SQ78_LOXAF
OG0008189	sp|Q8K2Y9|CCM2_MOUSE	tr|G3SRY5|G3SRY5_LOXAF
OG0008190	sp|Q9Z108|STAU1_MOUSE	tr|G3SRZ9|G3SRZ9_LOXAF
OG0008191	sp|Q9D0D4|DIM1_MOUSE	tr|G3STM6|G3STM6_LOXAF
OG0008192	tr|E9PW10|E9PW10_MOUSE	tr|G3STN8|G3STN8_LOXAF
OG0008193	sp|Q9DC63|FBX3_MOUSE	tr|G3SU70|G3SU70_LOXAF
OG0008194	tr|H3BJD6|H3BJD6_MOUSE	tr|G3SVE6|G3SVE6_LOXAF
OG0008195	sp|Q8BTM9|GRP4_MOUSE	tr|G3SW87|G3SW87_LOXAF
OG0008196	sp|Q64387|PNOC_MOUSE	tr|G3SWW9|G3SWW9_LOXAF
OG0008197	sp|P52633|STAT6_MOUSE	tr|G3SX92|G3SX92_LOXAF
OG0008198	sp|Q8BGK5|S35F1_MOUSE	tr|G3SXL4|G3SXL4_LOXAF
OG0008199	sp|Q922Z0|OXDD_MOUSE	tr|G3SZK8|G3SZK8_LOXAF
OG0008200	sp|P06804|TNFA_MOUSE	tr|G3T0Q6|G3T0Q6_LOXAF
OG0008201	sp|Q3UMQ8|NAF1_MOUSE	tr|G3T3A9|G3T3A9_LOXAF
OG0008202	sp|Q9DB29|IAH1_MOUSE	tr|G3T3S8|G3T3S8_LOXAF
OG0008203	tr|J3QNE4|J3QNE4_MOUSE	tr|G3T5W8|G3T5W8_LOXAF
OG0008204	sp|Q8K183|PDXK_MOUSE	tr|G3T663|G3T663_LOXAF
OG0008205	sp|Q5RJB0|BHA09_MOUSE	tr|G3T750|G3T750_LOXAF
OG0008206	tr|E9Q368|E9Q368_MOUSE	tr|G3T7E8|G3T7E8_LOXAF
OG0008207	sp|Q8BJ83|TM2D3_MOUSE	tr|G3T8G0|G3T8G0_LOXAF
OG0008208	sp|P30999|CTND1_MOUSE	tr|G3T8Z6|G3T8Z6_LOXAF
OG0008209	sp|P48540|GDNF_MOUSE	tr|G3T9X6|G3T9X6_LOXAF
OG0008210	sp|P62855|RS26_MOUSE	tr|G3TB41|G3TB41_LOXAF
OG0008211	sp|P19783|COX41_MOUSE	tr|G3TCE2|G3TCE2_LOXAF
OG0008212	sp|Q9WTS2|FUT8_MOUSE	tr|G3TD08|G3TD08_LOXAF
OG0008213	sp|Q8BGT7|SPF30_MOUSE	tr|G3TD30|G3TD30_LOXAF
OG0008214	sp|Q8BP00|IQCB1_MOUSE	tr|G3TE14|G3TE14_LOXAF
OG0008215	sp|Q61817|CREB3_MOUSE	tr|G3TE88|G3TE88_LOXAF
OG0008216	sp|Q9D958|SPCS1_MOUSE	tr|G3TGA2|G3TGA2_LOXAF
OG0008217	tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|G3TH26|G3TH26_LOXAF
OG0008218	sp|Q9JJ57|KCIP1_MOUSE	tr|G3THM5|G3THM5_LOXAF
OG0008219	sp|Q62036|CP131_MOUSE	tr|G3TI67|G3TI67_LOXAF
OG0008220	sp|Q8BHA3|DTD2_MOUSE	tr|G3TL20|G3TL20_LOXAF
OG0008221	sp|Q03963|E2AK2_MOUSE	tr|G3TL54|G3TL54_LOXAF
OG0008222	sp|Q14DN9|AKD1B_MOUSE	tr|G3TLU7|G3TLU7_LOXAF
OG0008223	sp|Q7TNR6|IGS21_MOUSE	tr|G3TNN1|G3TNN1_LOXAF
OG0008224	sp|Q9QVP4|MLRA_MOUSE	tr|G3TPM8|G3TPM8_LOXAF
OG0008225	sp|Q9JJR8|TMM9B_MOUSE	tr|G3TPW2|G3TPW2_LOXAF
OG0008226	sp|Q9R0N3|SYT11_MOUSE	tr|G3TUX0|G3TUX0_LOXAF
OG0008228	sp|Q6PB66|LPPRC_MOUSE	tr|G3TVS3|G3TVS3_LOXAF
OG0008229	sp|Q9D4Y8|TM269_MOUSE	tr|G3TZV1|G3TZV1_LOXAF
OG0008230	sp|Q7TPG5|TAFA4_MOUSE	tr|G3U211|G3U211_LOXAF
OG0008231	sp|Q99MY0|SPZ1_MOUSE	tr|G3U2L0|G3U2L0_LOXAF
OG0008232	sp|P16406|AMPE_MOUSE	tr|G3U483|G3U483_LOXAF
OG0008233	sp|Q5SV77|GGNB2_MOUSE	tr|G3U4M8|G3U4M8_LOXAF
OG0008234	sp|Q8C5U4|SPEM2_MOUSE	tr|G3UA33|G3UA33_LOXAF
OG0008235	sp|P12246|SAMP_MOUSE	tr|G3UAR2|G3UAR2_LOXAF
OG0008236	sp|Q9JJH7|TRPM5_MOUSE	tr|G3UD36|G3UD36_LOXAF
OG0008237	sp|Q9QYL0|HILS1_MOUSE	tr|G3UEP7|G3UEP7_LOXAF
OG0008238	sp|P29477|NOS2_MOUSE	tr|G3UET8|G3UET8_LOXAF
OG0008239	sp|Q8K1T4|LY65B_MOUSE	tr|G3UFM9|G3UFM9_LOXAF
OG0008240	sp|Q9QYC1|PCX1_MOUSE	tr|G3UGX6|G3UGX6_LOXAF
OG0008241	sp|Q8QZT1|THIL_MOUSE	tr|G3UH44|G3UH44_LOXAF
OG0008242	sp|Q9CR30|JOS2_MOUSE	tr|G3UHU0|G3UHU0_LOXAF
OG0008243	sp|Q9CZM2|RL15_MOUSE	tr|G3UHY9|G3UHY9_LOXAF
OG0008244	sp|P70166|CPEB1_MOUSE	tr|G3X8I8|G3X8I8_LOXAF
OG0008245	sp|Q04742|EMX1_MOUSE	tr|G5E6U2|G5E6U2_LOXAF
OG0008246	sp|O88456|CPNS1_MOUSE	tr|G3SMF1|G3SMF1_LOXAF
OG0008247	sp|Q9JHI2|ADAT1_MOUSE	tr|G3SMH7|G3SMH7_LOXAF
OG0008248	sp|Q8CDA1|SAC2_MOUSE	tr|G3SP17|G3SP17_LOXAF
OG0008249	sp|Q9EQH3|VPS35_MOUSE	tr|G3SP30|G3SP30_LOXAF
OG0008250	sp|Q9ES89|EXTL2_MOUSE	tr|G3SQI2|G3SQI2_LOXAF
OG0008251	sp|Q9EPM5|SYNCI_MOUSE	tr|G3SQN9|G3SQN9_LOXAF
