Orthogroup	Homo_sapiens	Rattus_norvegicus
OG0007573	sp|Q8N7L0|F216B_HUMAN	tr|D4A1P0|D4A1P0_RAT
OG0007574	sp|Q8NCQ5|FBX15_HUMAN	tr|D3Z8N7|D3Z8N7_RAT
OG0007575	sp|Q8NCW0|KREM2_HUMAN	tr|D4ADS5|D4ADS5_RAT
OG0007576	sp|Q8NGX9|OR6P1_HUMAN	tr|D4A0A9|D4A0A9_RAT
OG0007577	sp|Q8NHS0|DNJB8_HUMAN	tr|D3ZWI8|D3ZWI8_RAT
OG0007578	sp|Q8WUN7|UBTD2_HUMAN	tr|A0A8I5ZW20|A0A8I5ZW20_RAT
OG0007579	sp|Q92542|NICA_HUMAN	sp|Q8CGU6|NICA_RAT
OG0007580	sp|Q92543|SNX19_HUMAN	tr|A0A8I6ABN1|A0A8I6ABN1_RAT
OG0007581	sp|Q969E3|UCN3_HUMAN	tr|A1YKY5|A1YKY5_RAT
OG0007582	sp|Q96D71|REPS1_HUMAN	tr|A0A8I6GJC5|A0A8I6GJC5_RAT
OG0007583	sp|Q96PX1|RN157_HUMAN	sp|M0R5D6|RN157_RAT
OG0007584	sp|Q96ST8|CEP89_HUMAN	tr|A0A0G2JZG8|A0A0G2JZG8_RAT
OG0007585	sp|Q9BR39|JPH2_HUMAN	sp|Q2PS20|JPH2_RAT
OG0007586	sp|Q9BRT9|SLD5_HUMAN	sp|Q499W2|SLD5_RAT
OG0007587	sp|Q9BWV1|BOC_HUMAN	tr|D4A0Z7|D4A0Z7_RAT
OG0007588	sp|Q9BXX0|EMIL2_HUMAN	tr|F1LXD8|F1LXD8_RAT
OG0007589	sp|Q9BYT1|S17A9_HUMAN	tr|D3ZUN1|D3ZUN1_RAT
OG0007590	sp|Q9BZZ2|SN_HUMAN	tr|A0A0G2K320|A0A0G2K320_RAT
OG0007591	sp|Q9H477|RBSK_HUMAN	tr|A0A8I6G4T5|A0A8I6G4T5_RAT
OG0007592	sp|Q9NP56|PDE7B_HUMAN	tr|A0A8I5ZWQ4|A0A8I5ZWQ4_RAT
OG0007593	sp|Q9NPI0|TM138_HUMAN	sp|B1WBM3|TM138_RAT
OG0007594	sp|Q9NRA0|SPHK2_HUMAN	tr|Q6AYB2|Q6AYB2_RAT
OG0007595	sp|Q9NYF0|DACT1_HUMAN	tr|D4A3W8|D4A3W8_RAT
OG0007596	sp|Q9NZI5|GRHL1_HUMAN	tr|A0A0G2JTY1|A0A0G2JTY1_RAT
OG0007597	sp|Q9P2R3|ANFY1_HUMAN	tr|A0A8I6ALW4|A0A8I6ALW4_RAT
OG0007598	sp|Q9UBG7|RBPJL_HUMAN	tr|D4AEG0|D4AEG0_RAT
OG0007599	sp|Q9UPQ0|LIMC1_HUMAN	tr|A0A8I6AJT8|A0A8I6AJT8_RAT
OG0007600	sp|Q9UPV7|PHF24_HUMAN	tr|A0A8I5ZKM4|A0A8I5ZKM4_RAT
OG0007601	sp|Q9Y5K5|UCHL5_HUMAN	tr|A0A0G2K2A5|A0A0G2K2A5_RAT
OG0007603	sp|A8MV65|VGLL3_HUMAN	tr|D3ZZ09|D3ZZ09_RAT
OG0007604	sp|A8MX34|KR291_HUMAN	tr|A0A0G2JVF7|A0A0G2JVF7_RAT
OG0007605	sp|C9JLW8|MCRI1_HUMAN	sp|B0BN72|MCRI1_RAT
OG0007606	sp|C9JTQ0|ANR63_HUMAN	tr|A0A8I6AAG2|A0A8I6AAG2_RAT
OG0007607	sp|O00189|AP4M1_HUMAN	sp|Q2PWT8|AP4M1_RAT
OG0007608	sp|O15551|CLD3_HUMAN	sp|Q63400|CLD3_RAT
OG0007609	sp|O43164|PJA2_HUMAN	sp|Q63364|PJA2_RAT
OG0007610	sp|O43493|TGON2_HUMAN	sp|P19814|TGON3_RAT
OG0007611	sp|O60231|DHX16_HUMAN	tr|Q6MG13|Q6MG13_RAT
OG0007612	sp|O60237|MYPT2_HUMAN	tr|D3ZIC4|D3ZIC4_RAT
OG0007613	sp|O60245|PCDH7_HUMAN	tr|Q68HB6|Q68HB6_RAT
OG0007614	sp|O75635|SPB7_HUMAN	tr|G3V6B5|G3V6B5_RAT
OG0007615	sp|O94876|TMCC1_HUMAN	tr|A0A8I6ABR1|A0A8I6ABR1_RAT
OG0007616	sp|O95786|DDX58_HUMAN	tr|D4ADT5|D4ADT5_RAT
OG0007617	sp|P02511|CRYAB_HUMAN	sp|P23928|CRYAB_RAT
OG0007619	sp|P30990|NEUT_HUMAN	sp|P20068|NEUT_RAT
OG0007620	sp|P42785|PCP_HUMAN	tr|D4AA31|D4AA31_RAT
OG0007621	sp|P49335|PO3F4_HUMAN	sp|P62516|PO3F4_RAT
OG0007622	sp|P52198|RND2_HUMAN	tr|Q5HZE6|Q5HZE6_RAT
OG0007623	sp|P55771|PAX9_HUMAN	sp|Q2L4T2|PAX9_RAT
OG0007624	sp|P62888|RL30_HUMAN	sp|P62890|RL30_RAT
OG0007625	sp|Q12923|PTN13_HUMAN	tr|G3V9S3|G3V9S3_RAT
OG0007626	sp|Q13239|SLAP1_HUMAN	sp|P59622|SLAP1_RAT
OG0007627	sp|Q13634|CAD18_HUMAN	tr|F1M702|F1M702_RAT
OG0007628	sp|Q14681|KCTD2_HUMAN	tr|F1M5Q3|F1M5Q3_RAT
OG0007629	sp|Q15527|SURF2_HUMAN	tr|A0A8I5ZX02|A0A8I5ZX02_RAT
OG0007630	sp|Q2M2E3|ODFP4_HUMAN	sp|Q6AXT9|ODFP4_RAT
OG0007631	sp|Q32ZL2|PLPR5_HUMAN	tr|A0A8I5ZVX2|A0A8I5ZVX2_RAT
OG0007632	sp|Q5BKX8|CAVN4_HUMAN	sp|B1PRL5|CAVN4_RAT
OG0007633	sp|Q5HYA8|MKS3_HUMAN	sp|P0C152|MKS3_RAT
OG0007635	sp|Q5T447|HECD3_HUMAN	tr|F1LVZ9|F1LVZ9_RAT
OG0007636	sp|Q5XG87|PAPD7_HUMAN	tr|D3ZSY1|D3ZSY1_RAT
OG0007637	sp|Q6ZMB5|T184A_HUMAN	sp|Q4QQS1|T184A_RAT
OG0007638	sp|Q6ZMY3|SPOC1_HUMAN	tr|A0A8I6GA40|A0A8I6GA40_RAT
OG0007640	sp|Q86T03|PP4P1_HUMAN	sp|Q5PPM8|PP4P1_RAT
OG0007642	sp|Q8NBL3|T178A_HUMAN	sp|Q68FV0|T178A_RAT
OG0007643	sp|Q8NEE6|DRC6_HUMAN	tr|A0A8I6GKU0|A0A8I6GKU0_RAT
OG0007644	sp|Q8TCT9|HM13_HUMAN	tr|A0A8I6A6G8|A0A8I6A6G8_RAT
OG0007645	sp|Q8WX39|LCN9_HUMAN	tr|A0A8I6ADK2|A0A8I6ADK2_RAT
OG0007646	sp|Q969F2|NKD2_HUMAN	tr|D4A182|D4A182_RAT
OG0007647	sp|Q96EL2|RT24_HUMAN	tr|A0A0G2K9G3|A0A0G2K9G3_RAT
OG0007648	sp|Q96EW2|HBAP1_HUMAN	sp|Q5BKC6|HBAP1_RAT
OG0007649	sp|Q96KQ4|ASPP1_HUMAN	tr|A0A8I6A8S6|A0A8I6A8S6_RAT
OG0007650	sp|Q99558|M3K14_HUMAN	tr|D3ZTD1|D3ZTD1_RAT
OG0007651	sp|Q99627|CSN8_HUMAN	sp|Q6P4Z9|CSN8_RAT
OG0007652	sp|Q9BVV2|FND11_HUMAN	tr|D4A0C8|D4A0C8_RAT
OG0007653	sp|Q9C099|LRCC1_HUMAN	tr|E9PTY0|E9PTY0_RAT
OG0007654	sp|Q9H078|CLPB_HUMAN	sp|Q9WTT2|CLPB_RAT
OG0007655	sp|Q9NR22|ANM8_HUMAN	tr|F1LWG2|F1LWG2_RAT
OG0007656	sp|Q9P2F9|ZN319_HUMAN	tr|D4AEC6|D4AEC6_RAT
OG0007657	sp|Q9P2G4|MAP10_HUMAN	sp|D3ZAP3|MAP10_RAT
OG0007658	sp|Q9UGH3|S23A2_HUMAN	sp|Q9WTW8|S23A2_RAT
OG0007659	sp|Q9UJ72|ANX10_HUMAN	tr|D3ZXN8|D3ZXN8_RAT
OG0007660	sp|Q9ULR0|ISY1_HUMAN	sp|Q6AYB3|ISY1_RAT
OG0007661	sp|Q9Y2L9|LRCH1_HUMAN	tr|A0A8I6AAA9|A0A8I6AAA9_RAT
OG0007662	sp|Q9Y5W7|SNX14_HUMAN	tr|A0A8I5YBU7|A0A8I5YBU7_RAT
OG0007663	sp|A6NFY7|SDHF1_HUMAN	sp|B0K036|SDHF1_RAT
OG0007664	tr|B7ZLF3|B7ZLF3_HUMAN	tr|A0A8I6G1L1|A0A8I6G1L1_RAT
OG0007665	sp|O14745|NHRF1_HUMAN	sp|Q9JJ19|NHRF1_RAT
OG0007666	sp|O43581|SYT7_HUMAN	sp|Q62747|SYT7_RAT
OG0007667	sp|O43593|HAIR_HUMAN	sp|P97609|HAIR_RAT
OG0007668	sp|O43613|OX1R_HUMAN	sp|P56718|OX1R_RAT
OG0007669	sp|O75381|PEX14_HUMAN	sp|Q642G4|PEX14_RAT
OG0007670	sp|O95070|YIF1A_HUMAN	tr|B0BMV4|B0BMV4_RAT
OG0007671	sp|O95985|TOP3B_HUMAN	tr|D4A9Z2|D4A9Z2_RAT
OG0007672	sp|O96017|CHK2_HUMAN	tr|Q9R019|Q9R019_RAT
OG0007673	sp|P09525|ANXA4_HUMAN	sp|P55260|ANXA4_RAT
OG0007674	sp|P13521|SCG2_HUMAN	sp|P10362|SCG2_RAT
OG0007675	sp|P19235|EPOR_HUMAN	sp|Q07303|EPOR_RAT
OG0007676	sp|P22059|OSBP1_HUMAN	tr|D4A9D8|D4A9D8_RAT
OG0007677	sp|P23443|KS6B1_HUMAN	sp|P67999|KS6B1_RAT
OG0007678	sp|P25116|PAR1_HUMAN	sp|P26824|PAR1_RAT
OG0007679	sp|P48546|GIPR_HUMAN	sp|P43219|GIPR_RAT
OG0007680	sp|P51572|BAP31_HUMAN	tr|A0A0G2JXK2|A0A0G2JXK2_RAT
OG0007681	sp|P51825|AFF1_HUMAN	tr|D3ZBU5|D3ZBU5_RAT
OG0007683	sp|Q14137|BOP1_HUMAN	sp|Q562C2|BOP1_RAT
OG0007684	sp|Q16560|U1SBP_HUMAN	sp|Q5U1W5|U1SBP_RAT
OG0007685	sp|Q16665|HIF1A_HUMAN	sp|O35800|HIF1A_RAT
OG0007686	sp|Q4G0M1|ERFE_HUMAN	sp|D4AB34|ERFE_RAT
OG0007687	sp|Q4W5G0|TIGD2_HUMAN	tr|F1LVC4|F1LVC4_RAT
OG0007688	sp|Q53EL9|SEZ6_HUMAN	tr|A0A8I5ZRZ3|A0A8I5ZRZ3_RAT
OG0007689	sp|Q5F1R6|DJC21_HUMAN	tr|A0A0G2QC19|A0A0G2QC19_RAT
OG0007690	sp|Q5R3K3|CAHM6_HUMAN	sp|Q561R8|CAHM6_RAT
OG0007691	sp|Q5SZQ8|CELF3_HUMAN	tr|A0A8I6AGJ7|A0A8I6AGJ7_RAT
OG0007692	sp|Q6UXD1|HRCT1_HUMAN	tr|D4AB67|D4AB67_RAT
OG0007693	sp|Q6ZNC8|MBOA1_HUMAN	tr|F1LV18|F1LV18_RAT
OG0007694	sp|Q6ZRF8|RN207_HUMAN	tr|D4A306|D4A306_RAT
OG0007695	sp|Q6ZWJ1|STXB4_HUMAN	tr|A0A0G2JXI5|A0A0G2JXI5_RAT
OG0007696	sp|Q7Z6M2|FBX33_HUMAN	tr|A0A8I6ADZ5|A0A8I6ADZ5_RAT
OG0007697	sp|Q86UK0|ABCAC_HUMAN	tr|D4A7J3|D4A7J3_RAT
OG0007698	sp|Q8IX04|UEVLD_HUMAN	tr|A0A8I6ALM7|A0A8I6ALM7_RAT
OG0007699	sp|Q8IYS5|OSCAR_HUMAN	tr|A0A8I6AGG8|A0A8I6AGG8_RAT
OG0007700	sp|Q8N2S1|LTBP4_HUMAN	tr|D4A917|D4A917_RAT
OG0007701	sp|Q8N9Q2|SR1IP_HUMAN	sp|Q5RJP9|SR1IP_RAT
OG0007702	sp|Q8NDB2|BANK1_HUMAN	tr|A0A8I6AIR4|A0A8I6AIR4_RAT
OG0007703	sp|Q8TAK5|GABP2_HUMAN	tr|D3ZSD3|D3ZSD3_RAT
OG0007704	sp|Q92508|PIEZ1_HUMAN	sp|Q0KL00|PIEZ1_RAT
OG0007705	sp|Q96A83|COQA1_HUMAN	tr|A0A0G2K8N4|A0A0G2K8N4_RAT
OG0007706	sp|Q96DB2|HDA11_HUMAN	tr|B2GUW3|B2GUW3_RAT
OG0007707	sp|Q96SK2|TM209_HUMAN	sp|Q68FR5|TM209_RAT
OG0007708	sp|Q99439|CNN2_HUMAN	tr|D3ZRX9|D3ZRX9_RAT
OG0007709	sp|Q99623|PHB2_HUMAN	sp|Q5XIH7|PHB2_RAT
OG0007710	sp|Q9BRF8|CPPED_HUMAN	sp|Q66H71|CPPED_RAT
OG0007711	sp|Q9H0E7|UBP44_HUMAN	tr|D4A251|D4A251_RAT
OG0007712	sp|Q9H3S3|TMPS5_HUMAN	tr|A0A8I6AS23|A0A8I6AS23_RAT
OG0007713	sp|Q9H9A7|RMI1_HUMAN	tr|D3ZHX4|D3ZHX4_RAT
OG0007714	sp|Q9HB75|PIDD1_HUMAN	tr|M0R797|M0R797_RAT
OG0007715	sp|Q9HD33|RM47_HUMAN	tr|F7EW23|F7EW23_RAT
OG0007716	sp|Q9NQS7|INCE_HUMAN	tr|A0A8I5ZZ56|A0A8I5ZZ56_RAT
OG0007717	sp|Q9NQX3|GEPH_HUMAN	sp|Q03555|GEPH_RAT
OG0007718	sp|Q9NQY0|BIN3_HUMAN	sp|Q68FW8|BIN3_RAT
OG0007719	sp|Q9NT22|EMIL3_HUMAN	tr|D3ZQ65|D3ZQ65_RAT
OG0007720	sp|Q9NTM9|CUTC_HUMAN	tr|D4A6T5|D4A6T5_RAT
OG0007721	sp|Q9NW13|RBM28_HUMAN	tr|D4A5K7|D4A5K7_RAT
OG0007722	sp|Q9P0Z9|SOX_HUMAN	tr|Q5I0K1|Q5I0K1_RAT
OG0007723	sp|Q9P1F3|ABRAL_HUMAN	tr|D3ZSL2|D3ZSL2_RAT
OG0007724	sp|Q9UKB5|AJAP1_HUMAN	sp|Q4W8E7|AJAP1_RAT
OG0007725	sp|Q9UNE2|RPH3L_HUMAN	sp|O54880|RPH3L_RAT
OG0007726	sp|Q9Y296|TPPC4_HUMAN	sp|Q69BT7|TPPC4_RAT
OG0007727	sp|Q9Y5W5|WIF1_HUMAN	sp|Q6IN38|WIF1_RAT
OG0007728	sp|A0A1B0GW64|SIM33_HUMAN	tr|A0A8I6A1X2|A0A8I6A1X2_RAT
OG0007729	sp|A6BM72|MEG11_HUMAN	tr|F1M370|F1M370_RAT
OG0007730	sp|C9JQI7|TM232_HUMAN	sp|B1WBT0|TM232_RAT
OG0007731	sp|O00762|UBE2C_HUMAN	tr|D3ZUW6|D3ZUW6_RAT
OG0007732	sp|O14490|DLGP1_HUMAN	sp|P97836|DLGP1_RAT
OG0007733	sp|O15066|KIF3B_HUMAN	tr|D3ZI07|D3ZI07_RAT
OG0007734	sp|O43184|ADA12_HUMAN	tr|A0A8I6AGQ6|A0A8I6AGQ6_RAT
OG0007735	sp|O43918|AIRE_HUMAN	tr|D3ZV49|D3ZV49_RAT
OG0007736	sp|O43921|EFNA2_HUMAN	tr|F1MA19|F1MA19_RAT
OG0007737	sp|O75363|BCAS1_HUMAN	sp|Q3ZB98|BCAS1_RAT
OG0007738	sp|O76062|ERG24_HUMAN	tr|Q5BK21|Q5BK21_RAT
OG0007739	sp|O77932|DXO_HUMAN	sp|Q6MG77|DXO_RAT
OG0007740	sp|P01112|RASH_HUMAN	sp|P20171|RASH_RAT
OG0007741	sp|P01286|SLIB_HUMAN	sp|P09916|SLIB_RAT
OG0007742	sp|P04040|CATA_HUMAN	sp|P04762|CATA_RAT
OG0007743	sp|P07101|TY3H_HUMAN	sp|P04177|TY3H_RAT
OG0007744	sp|P08195|4F2_HUMAN	sp|Q794F9|4F2_RAT
OG0007745	sp|P09668|CATH_HUMAN	sp|P00786|CATH_RAT
OG0007746	sp|P0DL12|SIM17_HUMAN	tr|D3ZKL1|D3ZKL1_RAT
OG0007747	sp|P14921|ETS1_HUMAN	sp|P41156|ETS1_RAT
OG0007748	sp|P22033|MUTA_HUMAN	tr|D3ZKG1|D3ZKG1_RAT
OG0007749	sp|P25063|CD24_HUMAN	sp|Q07490|CD24_RAT
OG0007750	sp|P32249|GP183_HUMAN	sp|D4A7K7|GP183_RAT
OG0007751	sp|P35226|BMI1_HUMAN	tr|B4F7B6|B4F7B6_RAT
OG0007752	sp|P45985|MP2K4_HUMAN	tr|S4VP54|S4VP54_RAT
OG0007753	sp|P47756|CAPZB_HUMAN	sp|Q5XI32|CAPZB_RAT
OG0007754	sp|P49682|CXCR3_HUMAN	sp|Q9JII9|CXCR3_RAT
OG0007755	sp|P49770|EI2BB_HUMAN	sp|Q62818|EI2BB_RAT
OG0007756	sp|P50402|EMD_HUMAN	sp|Q63190|EMD_RAT
OG0007757	sp|Q00059|TFAM_HUMAN	sp|Q91ZW1|TFAM_RAT
OG0007758	sp|Q05084|ICA69_HUMAN	sp|Q63054|ICA69_RAT
OG0007759	sp|Q14004|CDK13_HUMAN	tr|A0A8I6AEX0|A0A8I6AEX0_RAT
OG0007760	sp|Q14116|IL18_HUMAN	sp|P97636|IL18_RAT
OG0007761	sp|Q14142|TRI14_HUMAN	tr|B2RYH2|B2RYH2_RAT
OG0007762	sp|Q14728|MFS10_HUMAN	tr|A0A8I5ZZQ6|A0A8I5ZZQ6_RAT
OG0007763	sp|Q14990|ODFP1_HUMAN	sp|P21769|ODFP1_RAT
OG0007764	sp|Q16204|CCDC6_HUMAN	tr|D4AEK9|D4AEK9_RAT
OG0007765	sp|Q32MK0|MYLK3_HUMAN	sp|E9PT87|MYLK3_RAT
OG0007766	sp|Q32P44|EMAL3_HUMAN	tr|D4A4R1|D4A4R1_RAT
OG0007767	sp|Q499Z4|ZN672_HUMAN	sp|Q642B2|ZN672_RAT
OG0007768	sp|Q4G0N8|SL9C1_HUMAN	tr|A0A0G2K938|A0A0G2K938_RAT
OG0007769	sp|Q5K4E3|POLS2_HUMAN	sp|Q5K2P9|POLS2_RAT
OG0007770	sp|Q8IXM7|OD3L1_HUMAN	tr|A0A8I6AQG6|A0A8I6AQG6_RAT
OG0007771	sp|Q8IY82|DRC7_HUMAN	tr|D3ZZ82|D3ZZ82_RAT
OG0007772	sp|Q8N0S6|CENPL_HUMAN	sp|Q3ZAU7|CENPL_RAT
OG0007773	sp|Q8N5I4|DHRSX_HUMAN	tr|A0A8J8YGQ6|A0A8J8YGQ6_RAT
OG0007774	sp|Q8TBB1|LNX1_HUMAN	tr|B6RHI6|B6RHI6_RAT
OG0007775	sp|Q8WW33|GTSF1_HUMAN	tr|A0A8I6AM77|A0A8I6AM77_RAT
OG0007776	sp|Q8WXJ9|ASB17_HUMAN	tr|Q8CHM6|Q8CHM6_RAT
OG0007777	sp|Q96MC5|MERB1_HUMAN	sp|Q5FVJ5|MERB1_RAT
OG0007778	sp|Q96S96|PEBP4_HUMAN	tr|A0A8I6GL87|A0A8I6GL87_RAT
OG0007779	sp|Q99650|OSMR_HUMAN	sp|Q65Z14|OSMR_RAT
OG0007780	sp|Q9BXJ1|C1QT1_HUMAN	sp|Q5XIG2|C1QT1_RAT
OG0007781	sp|Q9BXR5|TLR10_HUMAN	tr|A0A8I6AFM9|A0A8I6AFM9_RAT
OG0007782	sp|Q9GZN0|GPR88_HUMAN	sp|Q9ESP4|GPR88_RAT
OG0007783	sp|Q9H0B8|CRLD2_HUMAN	tr|A0A0G2JUW3|A0A0G2JUW3_RAT
OG0007784	sp|Q9H169|STMN4_HUMAN	sp|P63043|STMN4_RAT
OG0007786	sp|Q9H204|MED28_HUMAN	sp|P68943|MED28_RAT
OG0007787	sp|Q9H3Y0|CRSPL_HUMAN	tr|D3ZBM0|D3ZBM0_RAT
OG0007788	sp|Q9H5V7|IKZF5_HUMAN	tr|D3ZBK4|D3ZBK4_RAT
OG0007789	sp|Q9H5Z1|DHX35_HUMAN	tr|A0A0G2JTM6|A0A0G2JTM6_RAT
OG0007790	sp|Q9HBI5|CC014_HUMAN	tr|A0A0G2JUN2|A0A0G2JUN2_RAT
OG0007791	sp|Q9NNX1|TUFT1_HUMAN	tr|A0A8I5ZX33|A0A8I5ZX33_RAT
OG0007792	sp|Q9NVN3|RIC8B_HUMAN	sp|Q80ZG0|RIC8B_RAT
OG0007793	sp|Q9NWU2|GID8_HUMAN	tr|Q6YDN8|Q6YDN8_RAT
OG0007794	sp|Q9NX58|LYAR_HUMAN	sp|Q6AYK5|LYAR_RAT
OG0007795	sp|Q9P1V8|SAM15_HUMAN	tr|A0A8I5ZK87|A0A8I5ZK87_RAT
OG0007796	sp|Q9P215|POGK_HUMAN	tr|D3ZV46|D3ZV46_RAT
OG0007797	sp|Q9UKI2|BORG2_HUMAN	tr|Q0VGK8|Q0VGK8_RAT
OG0007798	sp|Q9UKV3|ACINU_HUMAN	tr|E9PST5|E9PST5_RAT
OG0007799	sp|Q9Y279|VSIG4_HUMAN	tr|F7FEU1|F7FEU1_RAT
OG0007800	sp|Q9Y483|MTF2_HUMAN	tr|A0A8I5ZSG2|A0A8I5ZSG2_RAT
OG0007801	sp|Q9Y6D9|MD1L1_HUMAN	tr|A0A8I6A596|A0A8I6A596_RAT
OG0007802	tr|A0A0G2JKW9|A0A0G2JKW9_HUMAN	tr|A0A8I5ZWZ5|A0A8I5ZWZ5_RAT
OG0007803	sp|A2RTY3|HEAT9_HUMAN	tr|A0A096MJ97|A0A096MJ97_RAT
OG0007804	sp|A6NFK2|GRCR2_HUMAN	tr|D4ABJ8|D4ABJ8_RAT
OG0007805	sp|O00144|FZD9_HUMAN	sp|Q8K4C8|FZD9_RAT
OG0007806	sp|O14594|NCAN_HUMAN	sp|P55067|NCAN_RAT
OG0007807	sp|O15197|EPHB6_HUMAN	sp|P0C0K7|EPHB6_RAT
OG0007808	sp|O43521|B2L11_HUMAN	sp|O88498|B2L11_RAT
OG0007809	sp|O60241|AGRB2_HUMAN	tr|D3ZN99|D3ZN99_RAT
OG0007810	sp|O60258|FGF17_HUMAN	sp|P63076|FGF17_RAT
OG0007811	sp|O75330|HMMR_HUMAN	sp|P97779|HMMR_RAT
OG0007812	sp|O75443|TECTA_HUMAN	tr|D4A7Z6|D4A7Z6_RAT
OG0007813	sp|P00533|EGFR_HUMAN	tr|G3V6K6|G3V6K6_RAT
OG0007814	sp|P03905|NU4M_HUMAN	sp|P05508|NU4M_RAT
OG0007815	sp|P08240|SRPRA_HUMAN	tr|F7F875|F7F875_RAT
OG0007816	sp|P0C1Z6|TFPT_HUMAN	sp|Q9JMG6|TFPT_RAT
OG0007817	sp|P16455|MGMT_HUMAN	sp|P24528|MGMT_RAT
OG0007818	sp|P23582|ANFC_HUMAN	sp|P55207|ANFC_RAT
OG0007819	sp|P23760|PAX3_HUMAN	tr|F1LMV3|F1LMV3_RAT
OG0007820	sp|P28221|5HT1D_HUMAN	sp|P28565|5HT1D_RAT
OG0007821	sp|P32856|STX2_HUMAN	sp|P50279|STX2_RAT
OG0007822	sp|P49190|PTH2R_HUMAN	sp|P70555|PTH2R_RAT
OG0007823	sp|P78348|ASIC1_HUMAN	sp|P55926|ASIC1_RAT
OG0007824	sp|Q0VAM2|RGF1B_HUMAN	tr|A0A8I6AKE8|A0A8I6AKE8_RAT
OG0007825	sp|Q12934|BFSP1_HUMAN	sp|Q02435|BFSP1_RAT
OG0007826	sp|Q13651|I10R1_HUMAN	tr|G3V830|G3V830_RAT
OG0007827	sp|Q15051|IQCB1_HUMAN	tr|A0A8I5ZLP5|A0A8I5ZLP5_RAT
OG0007828	sp|Q15788|NCOA1_HUMAN	tr|A0A8I6APA0|A0A8I6APA0_RAT
OG0007829	sp|Q1MX18|INSC_HUMAN	tr|D3ZFP7|D3ZFP7_RAT
OG0007830	sp|Q587I9|SFT2C_HUMAN	tr|D3ZV26|D3ZV26_RAT
OG0007831	sp|Q5PSV4|BRM1L_HUMAN	tr|A0A096MJP7|A0A096MJP7_RAT
OG0007832	sp|Q5T0U0|CC122_HUMAN	tr|D3ZP78|D3ZP78_RAT
OG0007833	sp|Q5VZ18|SHE_HUMAN	tr|D4A529|D4A529_RAT
OG0007834	sp|Q6GMV3|PTRD1_HUMAN	tr|D3ZBG6|D3ZBG6_RAT
OG0007835	sp|Q6PCE3|PGM2L_HUMAN	tr|D3Z955|D3Z955_RAT
OG0007836	sp|Q7Z3E5|ARMC9_HUMAN	sp|A1A5P5|ARMC9_RAT
OG0007837	sp|Q86U44|MTA70_HUMAN	tr|F7FFC6|F7FFC6_RAT
OG0007838	sp|Q86YR5|GPSM1_HUMAN	sp|Q9R080|GPSM1_RAT
OG0007839	sp|Q8IUH5|ZDH17_HUMAN	sp|E9PTT0|ZDH17_RAT
OG0007840	sp|Q8N0W3|FCSK_HUMAN	tr|A0A0G2JVI4|A0A0G2JVI4_RAT
OG0007841	sp|Q8N8N0|RN152_HUMAN	sp|D4A723|RN152_RAT
OG0007842	sp|Q8NDD1|CA131_HUMAN	sp|Q3KRF3|CA131_RAT
OG0007843	sp|Q8NGN2|O10S1_HUMAN	tr|A0A0G2JVM1|A0A0G2JVM1_RAT
OG0007844	sp|Q8TBF2|PXL2B_HUMAN	sp|D3ZVR7|PXL2B_RAT
OG0007845	sp|Q8WXF1|PSPC1_HUMAN	sp|Q4KLH4|PSPC1_RAT
OG0007846	sp|Q96QS1|TSN32_HUMAN	tr|F7F785|F7F785_RAT
OG0007847	sp|Q96SQ7|ATOH8_HUMAN	tr|D4AA26|D4AA26_RAT
OG0007848	sp|Q99612|KLF6_HUMAN	sp|O35819|KLF6_RAT
OG0007849	sp|Q99748|NRTN_HUMAN	tr|Q811Q5|Q811Q5_RAT
OG0007850	sp|Q9BQ51|PD1L2_HUMAN	tr|D4AAV6|D4AAV6_RAT
OG0007851	sp|Q9BXI3|5NT1A_HUMAN	tr|A0A8I5ZYY7|A0A8I5ZYY7_RAT
OG0007852	sp|Q9BXL8|CDCA4_HUMAN	tr|M0R698|M0R698_RAT
OG0007853	sp|Q9BZF3|OSBL6_HUMAN	tr|D4A0F3|D4A0F3_RAT
OG0007854	sp|Q9BZQ6|EDEM3_HUMAN	tr|D4AB70|D4AB70_RAT
OG0007855	sp|Q9HBR0|S38AA_HUMAN	sp|E9PT23|S38AA_RAT
OG0007856	sp|Q9HCU8|DPOD4_HUMAN	tr|Q6P6U6|Q6P6U6_RAT
OG0007857	sp|Q9NQ31|AKIP1_HUMAN	tr|D3ZV70|D3ZV70_RAT
OG0007858	sp|Q9NQ60|EQTN_HUMAN	sp|Q2LCV6|EQTN_RAT
OG0007859	sp|Q9NRR8|C42S1_HUMAN	sp|Q5BJM7|C42S1_RAT
OG0007860	sp|Q9NVS9|PNPO_HUMAN	sp|O88794|PNPO_RAT
OG0007861	sp|Q9P267|MBD5_HUMAN	tr|A0A1B0GWQ8|A0A1B0GWQ8_RAT
OG0007862	sp|Q9P2E8|MARH4_HUMAN	tr|D3ZNC9|D3ZNC9_RAT
OG0007863	sp|Q9P2V4|LRIT1_HUMAN	sp|Q9JMH2|LRIT1_RAT
OG0007864	sp|Q9UBS4|DJB11_HUMAN	sp|Q6TUG0|DJB11_RAT
OG0007866	sp|Q9UNU6|CP8B1_HUMAN	tr|G3V8J2|G3V8J2_RAT
OG0007867	sp|Q9UPT5|EXOC7_HUMAN	sp|O54922|EXOC7_RAT
OG0007868	sp|Q9UPW6|SATB2_HUMAN	tr|A0A8I6AHD9|A0A8I6AHD9_RAT
