Orthogroup	Homo_sapiens	Colobus_angolensis_palliatus
OG0005196	sp|P51636|CAV2_HUMAN	tr|A0A2K5I101|A0A2K5I101_COLAP
OG0005197	sp|O43511|S26A4_HUMAN	tr|A0A2K5I262|A0A2K5I262_COLAP
OG0005198	sp|Q5T1N1|AKND1_HUMAN	tr|A0A2K5I2Y4|A0A2K5I2Y4_COLAP
OG0005199	sp|O60784|TOM1_HUMAN	tr|A0A2K5I4E1|A0A2K5I4E1_COLAP
OG0005200	sp|Q9H8Y8|GORS2_HUMAN	tr|A0A2K5I4H9|A0A2K5I4H9_COLAP
OG0005201	sp|Q9NPB1|NT5M_HUMAN	tr|A0A2K5I777|A0A2K5I777_COLAP
OG0005202	sp|Q96FZ5|CKLF7_HUMAN	tr|A0A2K5I7Q2|A0A2K5I7Q2_COLAP
OG0005203	sp|Q9H3R0|KDM4C_HUMAN	tr|A0A2K5I828|A0A2K5I828_COLAP
OG0005204	sp|Q9BX97|PLVAP_HUMAN	tr|A0A2K5I8M3|A0A2K5I8M3_COLAP
OG0005205	sp|Q9H7B2|RPF2_HUMAN	tr|A0A2K5ICQ5|A0A2K5ICQ5_COLAP
OG0005206	sp|P46379|BAG6_HUMAN	tr|A0A2K5IGM7|A0A2K5IGM7_COLAP
OG0005207	sp|Q8WXA2|PATE1_HUMAN	tr|A0A2K5IGQ5|A0A2K5IGQ5_COLAP
OG0005208	sp|Q5EBL4|RIPL1_HUMAN	tr|A0A2K5IJX2|A0A2K5IJX2_COLAP
OG0005209	sp|Q13472|TOP3A_HUMAN	tr|A0A2K5IKS4|A0A2K5IKS4_COLAP
OG0005210	sp|Q5T5P2|SKT_HUMAN	tr|A0A2K5IM27|A0A2K5IM27_COLAP
OG0005211	sp|Q00688|FKBP3_HUMAN	tr|A0A2K5IMJ8|A0A2K5IMJ8_COLAP
OG0005212	sp|O94983|CMTA2_HUMAN	tr|A0A2K5INM8|A0A2K5INM8_COLAP
OG0005213	sp|Q9UKA8|RCAN3_HUMAN	tr|A0A2K5INW4|A0A2K5INW4_COLAP
OG0005214	sp|P60510|PP4C_HUMAN	tr|A0A2K5IP00|A0A2K5IP00_COLAP
OG0005215	sp|A6NDU8|RIMC1_HUMAN	tr|A0A2K5IPU1|A0A2K5IPU1_COLAP
OG0005216	sp|Q1A5X6|IQCJ_HUMAN	tr|A0A2K5IUQ7|A0A2K5IUQ7_COLAP
OG0005217	sp|Q6XZB0|LIPI_HUMAN	tr|A0A2K5IZS3|A0A2K5IZS3_COLAP
OG0005218	sp|Q9H0Z9|RBM38_HUMAN	tr|A0A2K5J0X7|A0A2K5J0X7_COLAP
OG0005219	sp|Q9Y257|KCNK6_HUMAN	tr|A0A2K5J158|A0A2K5J158_COLAP
OG0005220	sp|Q8N9H9|CA127_HUMAN	tr|A0A2K5J1X4|A0A2K5J1X4_COLAP
OG0005221	sp|Q9NPG3|UBN1_HUMAN	tr|A0A2K5J2T9|A0A2K5J2T9_COLAP
OG0005222	sp|Q9UMX5|NENF_HUMAN	tr|A0A2K5J635|A0A2K5J635_COLAP
OG0005223	sp|Q9UL15|BAG5_HUMAN	tr|A0A2K5JBM5|A0A2K5JBM5_COLAP
OG0005224	sp|Q8IUC3|KRA71_HUMAN	tr|A0A2K5JL70|A0A2K5JL70_COLAP
OG0005225	sp|Q8N5Q1|GAR5B_HUMAN	tr|A0A2K5JQ34|A0A2K5JQ34_COLAP
OG0005226	sp|Q6PIL6|KCIP4_HUMAN	tr|A0A2K5JQ72|A0A2K5JQ72_COLAP
OG0005227	sp|Q9NZD1|GPC5D_HUMAN	tr|A0A2K5JYK9|A0A2K5JYK9_COLAP
OG0005228	sp|Q16082|HSPB2_HUMAN	tr|A0A2K5K084|A0A2K5K084_COLAP
OG0005229	sp|O14901|KLF11_HUMAN	tr|A0A2K5K1I7|A0A2K5K1I7_COLAP
OG0005230	sp|P04066|FUCO_HUMAN	tr|A0A2K5K2J0|A0A2K5K2J0_COLAP
OG0005231	sp|P35790|CHKA_HUMAN	tr|A0A2K5K904|A0A2K5K904_COLAP
OG0005232	sp|P62195|PRS8_HUMAN	tr|A0A2K5K9M9|A0A2K5K9M9_COLAP
OG0005233	sp|Q9UKW4|VAV3_HUMAN	tr|A0A2K5KAE1|A0A2K5KAE1_COLAP
OG0005234	sp|Q9Y2G1|MYRF_HUMAN	tr|A0A2K5KF78|A0A2K5KF78_COLAP
OG0005235	sp|Q9BVA6|FICD_HUMAN	tr|A0A2K5KFT8|A0A2K5KFT8_COLAP
OG0005236	sp|Q96JX3|SRAC1_HUMAN	tr|A0A2K5H719|A0A2K5H719_COLAP
OG0005237	sp|A8MYZ5|IQCF6_HUMAN	tr|A0A2K5H971|A0A2K5H971_COLAP
OG0005238	sp|P01189|COLI_HUMAN	tr|A0A2K5HC98|A0A2K5HC98_COLAP
OG0005239	sp|Q8N131|PORIM_HUMAN	tr|A0A2K5HCC6|A0A2K5HCC6_COLAP
OG0005240	sp|Q6ZN17|LN28B_HUMAN	tr|A0A2K5HFB1|A0A2K5HFB1_COLAP
OG0005241	sp|Q9UGM1|ACHA9_HUMAN	tr|A0A2K5HI62|A0A2K5HI62_COLAP
OG0005242	sp|Q8TBG9|SYNPR_HUMAN	tr|A0A2K5HIE8|A0A2K5HIE8_COLAP
OG0005243	sp|Q9HD26|GOPC_HUMAN	tr|A0A2K5HKC0|A0A2K5HKC0_COLAP
OG0005244	sp|Q96P67|GPR82_HUMAN	tr|A0A2K5HLY0|A0A2K5HLY0_COLAP
OG0005245	sp|P22307|SCP2_HUMAN	tr|A0A2K5HLY1|A0A2K5HLY1_COLAP
OG0005246	sp|Q5TAA0|TTC22_HUMAN	tr|A0A2K5HM79|A0A2K5HM79_COLAP
OG0005247	sp|Q9BYV2|TRI54_HUMAN	tr|A0A2K5HQF1|A0A2K5HQF1_COLAP
OG0005248	sp|P51170|SCNNG_HUMAN	tr|A0A2K5HTY0|A0A2K5HTY0_COLAP
OG0005249	sp|P83916|CBX1_HUMAN	tr|A0A2K5HVX8|A0A2K5HVX8_COLAP
OG0005250	sp|Q9NPU4|CN132_HUMAN	tr|A0A2K5HX01|A0A2K5HX01_COLAP
OG0005251	sp|P54851|EMP2_HUMAN	tr|A0A2K5HZC9|A0A2K5HZC9_COLAP
OG0005252	sp|Q8NCK3|ZN485_HUMAN	tr|A0A2K5HZU1|A0A2K5HZU1_COLAP
OG0005253	sp|O43660|PLRG1_HUMAN	tr|A0A2K5I2J4|A0A2K5I2J4_COLAP
OG0005254	sp|Q7L1S5|CHST9_HUMAN	tr|A0A2K5I7Q7|A0A2K5I7Q7_COLAP
OG0005255	sp|Q86T90|K1328_HUMAN	tr|A0A2K5I7V6|A0A2K5I7V6_COLAP
OG0005256	sp|O14966|RAB7L_HUMAN	tr|A0A2K5ICX5|A0A2K5ICX5_COLAP
OG0005257	sp|Q9UK55|ZPI_HUMAN	tr|A0A2K5IDE6|A0A2K5IDE6_COLAP
OG0005258	sp|O14523|C2C2L_HUMAN	tr|A0A2K5IFR0|A0A2K5IFR0_COLAP
OG0005259	sp|Q9H1U4|MEGF9_HUMAN	tr|A0A2K5IHS3|A0A2K5IHS3_COLAP
OG0005260	sp|Q7Z6B0|CCD91_HUMAN	tr|A0A2K5IJ67|A0A2K5IJ67_COLAP
OG0005261	sp|Q07973|CP24A_HUMAN	tr|A0A2K5INC8|A0A2K5INC8_COLAP
OG0005262	sp|Q8N119|MMP21_HUMAN	tr|A0A2K5IPA6|A0A2K5IPA6_COLAP
OG0005263	sp|Q9Y574|ASB4_HUMAN	tr|A0A2K5IS23|A0A2K5IS23_COLAP
OG0005264	sp|Q9UM22|EPDR1_HUMAN	tr|A0A2K5ISL1|A0A2K5ISL1_COLAP
OG0005265	sp|Q9H227|GBA3_HUMAN	tr|A0A2K5IVK4|A0A2K5IVK4_COLAP
OG0005266	sp|P61916|NPC2_HUMAN	tr|A0A2K5J040|A0A2K5J040_COLAP
OG0005267	sp|Q9BVC4|LST8_HUMAN	tr|A0A2K5J1Q3|A0A2K5J1Q3_COLAP
OG0005268	sp|Q9HBV2|SACA1_HUMAN	tr|A0A2K5J4L9|A0A2K5J4L9_COLAP
OG0005269	sp|Q7RTY0|MOT13_HUMAN	tr|A0A2K5J530|A0A2K5J530_COLAP
OG0005270	sp|Q86W28|NALP8_HUMAN	tr|A0A2K5J6V2|A0A2K5J6V2_COLAP
OG0005271	sp|P58397|ATS12_HUMAN	tr|A0A2K5J954|A0A2K5J954_COLAP
OG0005272	sp|Q9GZS1|RPA49_HUMAN	tr|A0A2K5J965|A0A2K5J965_COLAP
OG0005273	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A2K5JDS8|A0A2K5JDS8_COLAP
OG0005274	sp|O60220|TIM8A_HUMAN	tr|A0A2K5JGV7|A0A2K5JGV7_COLAP
OG0005275	sp|Q8N4J0|CARME_HUMAN	tr|A0A2K5JGW1|A0A2K5JGW1_COLAP
OG0005276	sp|O95800|GPR75_HUMAN	tr|A0A2K5JHF6|A0A2K5JHF6_COLAP
OG0005277	sp|A1A5B4|ANO9_HUMAN	tr|A0A2K5JJ06|A0A2K5JJ06_COLAP
OG0005278	sp|Q8TAC9|SCAM5_HUMAN	tr|A0A2K5JJE4|A0A2K5JJE4_COLAP
OG0005279	sp|Q8NFX7|STXB6_HUMAN	tr|A0A2K5JJN5|A0A2K5JJN5_COLAP
OG0005280	sp|Q9H4I3|TRABD_HUMAN	tr|A0A2K5JLY6|A0A2K5JLY6_COLAP
OG0005281	sp|Q9P035|HACD3_HUMAN	tr|A0A2K5JNP0|A0A2K5JNP0_COLAP
OG0005282	sp|Q9BSY4|CHCH5_HUMAN	tr|A0A2K5JQB7|A0A2K5JQB7_COLAP
OG0005283	sp|Q8WXE9|STON2_HUMAN	tr|A0A2K5JTM4|A0A2K5JTM4_COLAP
OG0005284	sp|Q6PJG2|MDEAS_HUMAN	tr|A0A2K5JWT1|A0A2K5JWT1_COLAP
OG0005285	sp|Q9BXU0|TEX12_HUMAN	tr|A0A2K5JXF8|A0A2K5JXF8_COLAP
OG0005286	sp|Q68CL5|TPGS2_HUMAN	tr|A0A2K5JYW4|A0A2K5JYW4_COLAP
OG0005287	sp|Q6UW49|SPESP_HUMAN	tr|A0A2K5JZN8|A0A2K5JZN8_COLAP
OG0005288	sp|Q9NV23|SAST_HUMAN	tr|A0A2K5K0D9|A0A2K5K0D9_COLAP
OG0005289	sp|Q5VVY1|NTM1B_HUMAN	tr|A0A2K5K0Y3|A0A2K5K0Y3_COLAP
OG0005290	sp|Q9H116|GZF1_HUMAN	tr|A0A2K5K224|A0A2K5K224_COLAP
OG0005291	sp|Q8IY34|S15A3_HUMAN	tr|A0A2K5K431|A0A2K5K431_COLAP
OG0005292	sp|Q9Y5Y0|FLVC1_HUMAN	tr|A0A2K5K4W2|A0A2K5K4W2_COLAP
OG0005293	sp|Q86VR2|RETR3_HUMAN	tr|A0A2K5K8E7|A0A2K5K8E7_COLAP
OG0005294	sp|Q8TB92|HMGC2_HUMAN	tr|A0A2K5K8L5|A0A2K5K8L5_COLAP
OG0005295	sp|Q2M2I5|K1C24_HUMAN	tr|A0A2K5KB84|A0A2K5KB84_COLAP
OG0005297	sp|O43734|CIKS_HUMAN	tr|A0A2K5KEI7|A0A2K5KEI7_COLAP
OG0005298	sp|Q9BSK4|FEM1A_HUMAN	tr|A0A2K5H6S1|A0A2K5H6S1_COLAP
OG0005299	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A2K5H7I9|A0A2K5H7I9_COLAP
OG0005300	sp|Q68CP4|HGNAT_HUMAN	tr|A0A2K5H9F3|A0A2K5H9F3_COLAP
OG0005301	sp|P04278|SHBG_HUMAN	tr|A0A2K5H9Q2|A0A2K5H9Q2_COLAP
OG0005302	sp|Q96HJ9|FMC1_HUMAN	tr|A0A2K5HC25|A0A2K5HC25_COLAP
OG0005303	sp|Q9NW68|BSDC1_HUMAN	tr|A0A2K5HG21|A0A2K5HG21_COLAP
OG0005304	sp|Q8TDF6|GRP4_HUMAN	tr|A0A2K5HK12|A0A2K5HK12_COLAP
OG0005305	sp|A0A075B6V5|TVA36_HUMAN	tr|A0A2K5HMM0|A0A2K5HMM0_COLAP
OG0005306	sp|P46013|KI67_HUMAN	tr|A0A2K5HQ82|A0A2K5HQ82_COLAP
OG0005307	sp|Q8WY07|CTR3_HUMAN	tr|A0A2K5HT04|A0A2K5HT04_COLAP
OG0005308	sp|Q8NFQ5|BPIB6_HUMAN	tr|A0A2K5HUK3|A0A2K5HUK3_COLAP
OG0005309	sp|Q96AY4|TTC28_HUMAN	tr|A0A2K5HUW8|A0A2K5HUW8_COLAP
OG0005310	sp|Q96PQ0|SORC2_HUMAN	tr|A0A2K5HV08|A0A2K5HV08_COLAP
OG0005311	sp|P01130|LDLR_HUMAN	tr|A0A2K5HVM1|A0A2K5HVM1_COLAP
OG0005312	sp|Q8TC26|TM163_HUMAN	tr|A0A2K5HW89|A0A2K5HW89_COLAP
OG0005313	sp|Q96F86|EDC3_HUMAN	tr|A0A2K5I247|A0A2K5I247_COLAP
OG0005314	sp|Q8TED4|G6PT3_HUMAN	tr|A0A2K5I2H2|A0A2K5I2H2_COLAP
OG0005315	sp|Q9P0U4|CXXC1_HUMAN	tr|A0A2K5I3D7|A0A2K5I3D7_COLAP
OG0005316	sp|Q8TEW0|PARD3_HUMAN	tr|A0A2K5I5D8|A0A2K5I5D8_COLAP
OG0005317	sp|Q96PE2|ARHGH_HUMAN	tr|A0A2K5I6A1|A0A2K5I6A1_COLAP
OG0005318	sp|O15503|INSI1_HUMAN	tr|A0A2K5I6Z5|A0A2K5I6Z5_COLAP
OG0005319	sp|Q99571|P2RX4_HUMAN	tr|A0A2K5IAV6|A0A2K5IAV6_COLAP
OG0005320	sp|O14813|PHX2A_HUMAN	tr|A0A2K5IBQ3|A0A2K5IBQ3_COLAP
OG0005321	sp|O15525|MAFG_HUMAN	tr|A0A2K5IBX9|A0A2K5IBX9_COLAP
OG0005322	sp|Q8N184|ZN567_HUMAN	tr|A0A2K5IGE2|A0A2K5IGE2_COLAP
OG0005323	sp|P42336|PK3CA_HUMAN	tr|A0A2K5IJ73|A0A2K5IJ73_COLAP
OG0005324	sp|Q6ZQX7|LIAT1_HUMAN	tr|A0A2K5IJ80|A0A2K5IJ80_COLAP
OG0005325	sp|Q86UW6|N4BP2_HUMAN	tr|A0A2K5ITB1|A0A2K5ITB1_COLAP
OG0005326	sp|Q9P219|DAPLE_HUMAN	tr|A0A2K5ITQ0|A0A2K5ITQ0_COLAP
OG0005327	sp|Q15459|SF3A1_HUMAN	tr|A0A2K5IU93|A0A2K5IU93_COLAP
OG0005328	sp|Q8WTT0|CLC4C_HUMAN	tr|A0A2K5IUB2|A0A2K5IUB2_COLAP
OG0005329	sp|P78310|CXAR_HUMAN	tr|A0A2K5IUF9|A0A2K5IUF9_COLAP
OG0005330	sp|P54253|ATX1_HUMAN	tr|A0A2K5IVH7|A0A2K5IVH7_COLAP
OG0005331	sp|Q86VS3|IQCH_HUMAN	tr|A0A2K5IVN2|A0A2K5IVN2_COLAP
OG0005332	sp|Q9NRN5|OLFL3_HUMAN	tr|A0A2K5IWD2|A0A2K5IWD2_COLAP
OG0005333	sp|Q9UQ03|COR2B_HUMAN	tr|A0A2K5IZJ3|A0A2K5IZJ3_COLAP
OG0005334	sp|P22897|MRC1_HUMAN	tr|A0A2K5J6G4|A0A2K5J6G4_COLAP
OG0005335	sp|O60909|B4GT2_HUMAN	tr|A0A2K5J7E4|A0A2K5J7E4_COLAP
OG0005336	sp|O60512|B4GT3_HUMAN	tr|A0A2K5J8D5|A0A2K5J8D5_COLAP
OG0005337	sp|Q9NS28|RGS18_HUMAN	tr|A0A2K5J9Q1|A0A2K5J9Q1_COLAP
OG0005338	sp|Q9H9B1|EHMT1_HUMAN	tr|A0A2K5JFD6|A0A2K5JFD6_COLAP
OG0005339	sp|Q96F46|I17RA_HUMAN	tr|A0A2K5JFL5|A0A2K5JFL5_COLAP
OG0005340	sp|Q96M53|TBATA_HUMAN	tr|A0A2K5JGC2|A0A2K5JGC2_COLAP
OG0005341	sp|Q8NA42|ZN383_HUMAN	tr|A0A2K5JGX8|A0A2K5JGX8_COLAP
OG0005342	sp|Q5J8M3|EMC4_HUMAN	tr|A0A2K5JML5|A0A2K5JML5_COLAP
OG0005343	sp|Q9BRA0|LSMD1_HUMAN	tr|A0A2K5JPA5|A0A2K5JPA5_COLAP
OG0005344	sp|P42684|ABL2_HUMAN	tr|A0A2K5JSF0|A0A2K5JSF0_COLAP
OG0005345	sp|Q9UN30|SCML1_HUMAN	tr|A0A2K5JU69|A0A2K5JU69_COLAP
OG0005346	sp|P78367|NKX32_HUMAN	tr|A0A2K5JUM9|A0A2K5JUM9_COLAP
OG0005347	sp|Q6PCE3|PGM2L_HUMAN	tr|A0A2K5JV75|A0A2K5JV75_COLAP
OG0005348	sp|O00443|P3C2A_HUMAN	tr|A0A2K5JVD8|A0A2K5JVD8_COLAP
OG0005349	sp|Q9NR83|S2A4R_HUMAN	tr|A0A2K5JY05|A0A2K5JY05_COLAP
OG0005350	sp|Q7Z5L7|PODN_HUMAN	tr|A0A2K5JY53|A0A2K5JY53_COLAP
OG0005351	sp|Q8IYX4|DND1_HUMAN	tr|A0A2K5JYD6|A0A2K5JYD6_COLAP
OG0005352	sp|P98164|LRP2_HUMAN	tr|A0A2K5JYI8|A0A2K5JYI8_COLAP
OG0005353	sp|O95985|TOP3B_HUMAN	tr|A0A2K5JZ85|A0A2K5JZ85_COLAP
OG0005354	sp|Q9UJD0|RIMS3_HUMAN	tr|A0A2K5K114|A0A2K5K114_COLAP
OG0005355	sp|P53355|DAPK1_HUMAN	tr|A0A2K5K1V3|A0A2K5K1V3_COLAP
OG0005356	sp|Q9NY59|NSMA2_HUMAN	tr|A0A2K5K2T5|A0A2K5K2T5_COLAP
OG0005357	sp|Q96T91|GPHA2_HUMAN	tr|A0A2K5K637|A0A2K5K637_COLAP
OG0005358	sp|Q2M2W7|CQ058_HUMAN	tr|A0A2K5K661|A0A2K5K661_COLAP
OG0005359	sp|Q5DX21|IGS11_HUMAN	tr|A0A2K5K7Z6|A0A2K5K7Z6_COLAP
OG0005360	sp|Q9UKQ2|ADA28_HUMAN	tr|A0A2K5K9A2|A0A2K5K9A2_COLAP
OG0005361	sp|A6NHN0|OTOL1_HUMAN	tr|A0A2K5KBV9|A0A2K5KBV9_COLAP
OG0005362	sp|P08514|ITA2B_HUMAN	tr|A0A2K5KDA5|A0A2K5KDA5_COLAP
OG0005363	sp|P14416|DRD2_HUMAN	tr|A0A2K5KFY2|A0A2K5KFY2_COLAP
OG0005364	sp|Q8N6V9|TEX9_HUMAN	tr|A0A2K5KH02|A0A2K5KH02_COLAP
OG0005365	sp|Q96MY7|F161B_HUMAN	tr|A0A2K5KH08|A0A2K5KH08_COLAP
OG0005366	sp|Q14679|TTLL4_HUMAN	tr|A0A2K5H7F3|A0A2K5H7F3_COLAP
OG0005367	sp|Q7Z7K2|ZN467_HUMAN	tr|A0A2K5H915|A0A2K5H915_COLAP
OG0005368	sp|Q9P2J9|PDP2_HUMAN	tr|A0A2K5H9D0|A0A2K5H9D0_COLAP
OG0005369	sp|P39656|OST48_HUMAN	tr|A0A2K5HAU4|A0A2K5HAU4_COLAP
OG0005370	sp|P0DN25|C1C1L_HUMAN	tr|A0A2K5HB76|A0A2K5HB76_COLAP
OG0005371	sp|A8K5M9|CO062_HUMAN	tr|A0A2K5HEH2|A0A2K5HEH2_COLAP
OG0005372	sp|Q9HCK0|ZBT26_HUMAN	tr|A0A2K5HES2|A0A2K5HES2_COLAP
OG0005373	sp|O00254|PAR3_HUMAN	tr|A0A2K5HHM3|A0A2K5HHM3_COLAP
OG0005374	sp|Q70IA6|MOB2_HUMAN	tr|A0A2K5HK51|A0A2K5HK51_COLAP
OG0005375	sp|Q13415|ORC1_HUMAN	tr|A0A2K5HQQ6|A0A2K5HQQ6_COLAP
OG0005376	sp|O15054|KDM6B_HUMAN	tr|A0A2K5HRX0|A0A2K5HRX0_COLAP
OG0005377	sp|P43246|MSH2_HUMAN	tr|A0A2K5HTU2|A0A2K5HTU2_COLAP
OG0005378	sp|P51504|ZNF80_HUMAN	tr|A0A2K5HU04|A0A2K5HU04_COLAP
OG0005379	sp|Q17RN3|FA98C_HUMAN	tr|A0A2K5HUU7|A0A2K5HUU7_COLAP
OG0005380	sp|P50238|CRIP1_HUMAN	tr|A0A2K5HUV4|A0A2K5HUV4_COLAP
OG0005381	sp|Q8WWY8|LIPH_HUMAN	tr|A0A2K5HUW3|A0A2K5HUW3_COLAP
OG0005382	sp|Q16825|PTN21_HUMAN	tr|A0A2K5HVD9|A0A2K5HVD9_COLAP
OG0005383	sp|Q9NVD3|SETD4_HUMAN	tr|A0A2K5I057|A0A2K5I057_COLAP
OG0005384	sp|Q4G0U5|PCDP1_HUMAN	tr|A0A2K5I7Z5|A0A2K5I7Z5_COLAP
OG0005385	sp|O75173|ATS4_HUMAN	tr|A0A2K5I7Z9|A0A2K5I7Z9_COLAP
OG0005386	sp|Q8NCB2|CAMKV_HUMAN	tr|A0A2K5IFU9|A0A2K5IFU9_COLAP
OG0005387	sp|O75478|TAD2A_HUMAN	tr|A0A2K5IGI1|A0A2K5IGI1_COLAP
OG0005388	sp|Q86WB7|UN93A_HUMAN	tr|A0A2K5IJ57|A0A2K5IJ57_COLAP
OG0005389	sp|O75694|NU155_HUMAN	tr|A0A2K5IJ98|A0A2K5IJ98_COLAP
OG0005390	sp|Q9H079|KTBL1_HUMAN	tr|A0A2K5ILU1|A0A2K5ILU1_COLAP
OG0005391	sp|Q6UXH9|PAMR1_HUMAN	tr|A0A2K5IP44|A0A2K5IP44_COLAP
OG0005392	sp|Q92766|RREB1_HUMAN	tr|A0A2K5IQC9|A0A2K5IQC9_COLAP
OG0005393	sp|Q9NXR5|ANR10_HUMAN	tr|A0A2K5IXG4|A0A2K5IXG4_COLAP
OG0005394	sp|Q5BKX6|S45A4_HUMAN	tr|A0A2K5IXK9|A0A2K5IXK9_COLAP
OG0005395	sp|Q9BTA0|F167B_HUMAN	tr|A0A2K5IZ77|A0A2K5IZ77_COLAP
OG0005396	sp|Q9Y3B6|EMC9_HUMAN	tr|A0A2K5IZA4|A0A2K5IZA4_COLAP
OG0005397	sp|A2RU67|F234B_HUMAN	tr|A0A2K5J0E2|A0A2K5J0E2_COLAP
OG0005398	sp|Q14789|GOGB1_HUMAN	tr|A0A2K5J3T5|A0A2K5J3T5_COLAP
OG0005399	sp|Q86W50|MET16_HUMAN	tr|A0A2K5J678|A0A2K5J678_COLAP
OG0005400	sp|P40126|TYRP2_HUMAN	tr|A0A2K5J8G5|A0A2K5J8G5_COLAP
OG0005401	sp|Q75QN2|INT8_HUMAN	tr|A0A2K5J9D7|A0A2K5J9D7_COLAP
OG0005402	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A2K5JB75|A0A2K5JB75_COLAP
OG0005403	sp|Q8WUW1|BRK1_HUMAN	tr|A0A2K5JDT6|A0A2K5JDT6_COLAP
OG0005404	sp|Q8NDW8|TT21A_HUMAN	tr|A0A2K5JFA7|A0A2K5JFA7_COLAP
OG0005405	sp|Q53RY4|KCP3_HUMAN	tr|A0A2K5JI72|A0A2K5JI72_COLAP
OG0005406	sp|Q7Z3Z2|RD3_HUMAN	tr|A0A2K5JK13|A0A2K5JK13_COLAP
OG0005407	sp|Q9Y272|RASD1_HUMAN	tr|A0A2K5JKW4|A0A2K5JKW4_COLAP
OG0005408	sp|P10242|MYB_HUMAN	tr|A0A2K5JQQ9|A0A2K5JQQ9_COLAP
OG0005409	sp|A0A1B0GUC4|MYCOS_HUMAN	tr|A0A2K5JQZ6|A0A2K5JQZ6_COLAP
OG0005410	sp|Q8IYY4|DZI1L_HUMAN	tr|A0A2K5JSG8|A0A2K5JSG8_COLAP
OG0005411	sp|Q9NPE2|NGRN_HUMAN	tr|A0A2K5JT20|A0A2K5JT20_COLAP
OG0005412	sp|O43143|DHX15_HUMAN	tr|A0A2K5JW18|A0A2K5JW18_COLAP
OG0005413	sp|Q14139|UBE4A_HUMAN	tr|A0A2K5JX01|A0A2K5JX01_COLAP
OG0005414	sp|Q14296|FASTK_HUMAN	tr|A0A2K5JXU2|A0A2K5JXU2_COLAP
OG0005415	sp|A2RUB6|CCD66_HUMAN	tr|A0A2K5JY29|A0A2K5JY29_COLAP
OG0005416	sp|Q9UG63|ABCF2_HUMAN	tr|A0A2K5JZV9|A0A2K5JZV9_COLAP
OG0005417	sp|Q5W111|SPRY7_HUMAN	tr|A0A2K5K0P4|A0A2K5K0P4_COLAP
OG0005418	sp|Q9H8M7|MINY3_HUMAN	tr|A0A2K5K1T7|A0A2K5K1T7_COLAP
OG0005419	sp|P58549|FXYD7_HUMAN	tr|A0A2K5K272|A0A2K5K272_COLAP
OG0005420	sp|Q96KR4|LMLN_HUMAN	tr|A0A2K5K303|A0A2K5K303_COLAP
OG0005421	sp|Q9NTU4|CTSRZ_HUMAN	tr|A0A2K5K5V9|A0A2K5K5V9_COLAP
OG0005422	sp|O75564|JERKY_HUMAN	tr|A0A2K5K8Q1|A0A2K5K8Q1_COLAP
OG0005423	sp|Q96QT6|PHF12_HUMAN	tr|A0A2K5K9I0|A0A2K5K9I0_COLAP
OG0005424	sp|A8MPX8|PP2D1_HUMAN	tr|A0A2K5K9Y2|A0A2K5K9Y2_COLAP
OG0005425	sp|Q9NWW5|CLN6_HUMAN	tr|A0A2K5KAN4|A0A2K5KAN4_COLAP
OG0005426	sp|Q6EBC2|IL31_HUMAN	tr|A0A2K5KB44|A0A2K5KB44_COLAP
OG0005427	sp|Q5T0N1|CFA70_HUMAN	tr|A0A2K5KB54|A0A2K5KB54_COLAP
OG0005428	sp|Q9UQQ1|NALDL_HUMAN	tr|A0A2K5KBG8|A0A2K5KBG8_COLAP
OG0005429	sp|Q8N6T7|SIR6_HUMAN	tr|A0A2K5KCI2|A0A2K5KCI2_COLAP
OG0005430	sp|Q9H1X3|DJC25_HUMAN	tr|A0A2K5KD00|A0A2K5KD00_COLAP
OG0005431	sp|Q6W3E5|GDPD4_HUMAN	tr|A0A2K5HE24|A0A2K5HE24_COLAP
OG0005432	sp|Q96M34|TEX55_HUMAN	tr|A0A2K5HHZ5|A0A2K5HHZ5_COLAP
OG0005433	sp|Q9NX18|SDHF2_HUMAN	tr|A0A2K5HIQ4|A0A2K5HIQ4_COLAP
OG0005434	sp|P49279|NRAM1_HUMAN	tr|A0A2K5HJJ3|A0A2K5HJJ3_COLAP
OG0005435	sp|Q96CT7|CC124_HUMAN	tr|A0A2K5HL56|A0A2K5HL56_COLAP
OG0005436	sp|Q6A162|K1C40_HUMAN	tr|A0A2K5HPJ5|A0A2K5HPJ5_COLAP
OG0005437	sp|O94964|SOGA1_HUMAN	tr|A0A2K5HQ92|A0A2K5HQ92_COLAP
OG0005438	sp|Q9BWM5|ZN416_HUMAN	tr|A0A2K5HQI3|A0A2K5HQI3_COLAP
OG0005439	sp|Q8IVL6|P3H3_HUMAN	tr|A0A2K5HTE4|A0A2K5HTE4_COLAP
OG0005440	sp|Q16560|U1SBP_HUMAN	tr|A0A2K5HTS0|A0A2K5HTS0_COLAP
OG0005441	sp|Q6F5E7|TR3N_HUMAN	tr|A0A2K5HUR0|A0A2K5HUR0_COLAP
OG0005442	sp|Q496M5|PLK5_HUMAN	tr|A0A2K5HUU6|A0A2K5HUU6_COLAP
OG0005443	sp|Q969K4|ABTB1_HUMAN	tr|A0A2K5HXE0|A0A2K5HXE0_COLAP
OG0005444	sp|Q14142|TRI14_HUMAN	tr|A0A2K5HYC1|A0A2K5HYC1_COLAP
