Orthogroup	Homo_sapiens	Vulpes_vulpes
OG0008272	sp|Q96A99|PTX4_HUMAN	tr|A0A3Q7R2Y9|A0A3Q7R2Y9_VULVU
OG0008273	sp|Q96BR1|SGK3_HUMAN	tr|A0A3Q7SVW5|A0A3Q7SVW5_VULVU
OG0008274	sp|Q96DW6|S2538_HUMAN	tr|A0A3Q7SK07|A0A3Q7SK07_VULVU
OG0008275	sp|Q96GF1|RN185_HUMAN	tr|A0A3Q7R8C8|A0A3Q7R8C8_VULVU
OG0008276	sp|Q96K78|AGRG7_HUMAN	tr|A0A3Q7RKS9|A0A3Q7RKS9_VULVU
OG0008277	sp|Q96RQ3|MCCA_HUMAN	tr|A0A3Q7TNY6|A0A3Q7TNY6_VULVU
OG0008278	sp|Q96RS0|TGS1_HUMAN	tr|A0A3Q7TPW7|A0A3Q7TPW7_VULVU
OG0008279	sp|Q99698|LYST_HUMAN	tr|A0A3Q7TTA6|A0A3Q7TTA6_VULVU
OG0008280	sp|Q99835|SMO_HUMAN	tr|A0A3Q7STK7|A0A3Q7STK7_VULVU
OG0008281	sp|Q9BRD0|BUD13_HUMAN	tr|A0A3Q7SFF1|A0A3Q7SFF1_VULVU
OG0008282	sp|Q9BYV7|BCDO2_HUMAN	tr|A0A3Q7SZS1|A0A3Q7SZS1_VULVU
OG0008283	sp|Q9BZS1|FOXP3_HUMAN	tr|A0A3Q7SA03|A0A3Q7SA03_VULVU
OG0008284	sp|Q9H2A3|NGN2_HUMAN	tr|A0A3Q7THQ8|A0A3Q7THQ8_VULVU
OG0008285	sp|Q9H2C0|GAN_HUMAN	tr|A0A3Q7SQD9|A0A3Q7SQD9_VULVU
OG0008286	sp|Q9H7X7|IFT22_HUMAN	tr|A0A3Q7UBY9|A0A3Q7UBY9_VULVU
OG0008287	sp|Q9H898|ZMAT4_HUMAN	tr|A0A3Q7RVH1|A0A3Q7RVH1_VULVU
OG0008288	sp|Q9HB15|KCNKC_HUMAN	tr|A0A3Q7RU33|A0A3Q7RU33_VULVU
OG0008289	sp|Q9NRJ4|TULP4_HUMAN	tr|A0A3Q7V4H0|A0A3Q7V4H0_VULVU
OG0008290	sp|Q9NUU6|OTULL_HUMAN	tr|A0A3Q7R6H8|A0A3Q7R6H8_VULVU
OG0008291	sp|Q9P243|ZFAT_HUMAN	tr|A0A3Q7S0Q2|A0A3Q7S0Q2_VULVU
OG0008292	sp|Q9UBU8|MO4L1_HUMAN	tr|A0A3Q7SNP4|A0A3Q7SNP4_VULVU
OG0008293	sp|Q9UKQ2|ADA28_HUMAN	tr|A0A3Q7TQM8|A0A3Q7TQM8_VULVU
OG0008294	sp|Q9UKX5|ITA11_HUMAN	tr|A0A3Q7TW20|A0A3Q7TW20_VULVU
OG0008295	sp|Q9Y228|T3JAM_HUMAN	tr|A0A3Q7QY43|A0A3Q7QY43_VULVU
OG0008296	sp|A6NKF2|ARI3C_HUMAN	tr|A0A3Q7TTY0|A0A3Q7TTY0_VULVU
OG0008297	sp|I3L3R5|CCER2_HUMAN	tr|A0A3Q7UEM0|A0A3Q7UEM0_VULVU
OG0008298	sp|O00338|ST1C2_HUMAN	tr|A0A3Q7UHF5|A0A3Q7UHF5_VULVU
OG0008299	sp|O14960|LECT2_HUMAN	tr|A0A3Q7T7B6|A0A3Q7T7B6_VULVU
OG0008300	sp|O15178|TBXT_HUMAN	tr|A0A3Q7T433|A0A3Q7T433_VULVU
OG0008301	sp|O95150|TNF15_HUMAN	tr|A0A3Q7SDK5|A0A3Q7SDK5_VULVU
OG0008302	sp|P17174|AATC_HUMAN	tr|A0A3Q7SYL0|A0A3Q7SYL0_VULVU
OG0008303	sp|P26842|CD27_HUMAN	tr|A0A3Q7S069|A0A3Q7S069_VULVU
OG0008304	sp|P29083|T2EA_HUMAN	tr|A0A3Q7RJG6|A0A3Q7RJG6_VULVU
OG0008305	sp|P29536|LMOD1_HUMAN	tr|A0A3Q7V274|A0A3Q7V274_VULVU
OG0008306	sp|P40692|MLH1_HUMAN	tr|A0A3Q7SMQ4|A0A3Q7SMQ4_VULVU
OG0008307	sp|P41214|EIF2D_HUMAN	tr|A0A3Q7RYA2|A0A3Q7RYA2_VULVU
OG0008308	sp|P41273|TNFL9_HUMAN	tr|A0A3Q7RGB0|A0A3Q7RGB0_VULVU
OG0008309	sp|P42858|HD_HUMAN	tr|A0A3Q7SR14|A0A3Q7SR14_VULVU
OG0008310	sp|P48775|T23O_HUMAN	tr|A0A3Q7TRI3|A0A3Q7TRI3_VULVU
OG0008311	sp|P50748|KNTC1_HUMAN	tr|A0A3Q7UN93|A0A3Q7UN93_VULVU
OG0008312	sp|P51636|CAV2_HUMAN	tr|A0A3Q7SVX7|A0A3Q7SVX7_VULVU
OG0008313	sp|P59047|NALP5_HUMAN	tr|A0A3Q7SH58|A0A3Q7SH58_VULVU
OG0008314	sp|Q03519|TAP2_HUMAN	tr|A0A3Q7SVP0|A0A3Q7SVP0_VULVU
OG0008315	sp|Q13283|G3BP1_HUMAN	tr|A0A3Q7TRW6|A0A3Q7TRW6_VULVU
OG0008316	sp|Q13287|NMI_HUMAN	tr|A0A3Q7U8P0|A0A3Q7U8P0_VULVU
OG0008317	sp|Q13568|IRF5_HUMAN	tr|A0A3Q7TZL1|A0A3Q7TZL1_VULVU
OG0008318	sp|Q13976|KGP1_HUMAN	tr|A0A3Q7T123|A0A3Q7T123_VULVU
OG0008319	sp|Q15050|RRS1_HUMAN	tr|A0A3Q7UKP0|A0A3Q7UKP0_VULVU
OG0008320	sp|Q15562|TEAD2_HUMAN	tr|A0A3Q7SZ80|A0A3Q7SZ80_VULVU
OG0008321	sp|Q16667|CDKN3_HUMAN	tr|A0A3Q7T7H9|A0A3Q7T7H9_VULVU
OG0008322	sp|Q2VPJ9|LR75B_HUMAN	tr|A0A3Q7QZC0|A0A3Q7QZC0_VULVU
OG0008323	sp|Q495M9|USH1G_HUMAN	tr|A0A3Q7SIM1|A0A3Q7SIM1_VULVU
OG0008324	sp|Q5TEC3|ZN697_HUMAN	tr|A0A3Q7T6G1|A0A3Q7T6G1_VULVU
OG0008325	sp|Q6ISU1|PTCRA_HUMAN	tr|A0A3Q7RM86|A0A3Q7RM86_VULVU
OG0008326	sp|Q6N075|MFSD5_HUMAN	tr|A0A3Q7T716|A0A3Q7T716_VULVU
OG0008327	sp|Q6NXP2|GAR1A_HUMAN	tr|A0A3Q7TZK2|A0A3Q7TZK2_VULVU
OG0008328	sp|Q6P2M8|KCC1B_HUMAN	tr|A0A3Q7RDW6|A0A3Q7RDW6_VULVU
OG0008329	sp|Q6UB99|ANR11_HUMAN	tr|A0A3Q7SHT7|A0A3Q7SHT7_VULVU
OG0008330	sp|Q7Z6I8|CE024_HUMAN	tr|A0A3Q7RW05|A0A3Q7RW05_VULVU
OG0008331	sp|Q86TY3|ARMD4_HUMAN	tr|A0A3Q7TMQ7|A0A3Q7TMQ7_VULVU
OG0008332	sp|Q86VM9|ZCH18_HUMAN	tr|A0A3Q7SHS3|A0A3Q7SHS3_VULVU
OG0008333	sp|Q86WI3|NLRC5_HUMAN	tr|A0A3Q7TCS4|A0A3Q7TCS4_VULVU
OG0008334	sp|Q86XE5|HOGA1_HUMAN	tr|A0A3Q7RNX2|A0A3Q7RNX2_VULVU
OG0008335	sp|Q8IVU1|IGDC3_HUMAN	tr|A0A3Q7T4S8|A0A3Q7T4S8_VULVU
OG0008336	sp|Q8N4L4|SPEM1_HUMAN	tr|A0A3Q7SYD5|A0A3Q7SYD5_VULVU
OG0008337	sp|Q8NBI5|S43A3_HUMAN	tr|A0A3Q7TG71|A0A3Q7TG71_VULVU
OG0008338	sp|Q8NE09|RGS22_HUMAN	tr|A0A3Q7T6Q3|A0A3Q7T6Q3_VULVU
OG0008339	sp|Q8NEJ9|NGDN_HUMAN	tr|A0A3Q7U7F6|A0A3Q7U7F6_VULVU
OG0008340	sp|Q8NEN0|ARMC2_HUMAN	tr|A0A3Q7U2V3|A0A3Q7U2V3_VULVU
OG0008341	sp|Q8NHY0|B4GN2_HUMAN	tr|A0A3Q7RYN2|A0A3Q7RYN2_VULVU
OG0008342	sp|Q8TDR2|STK35_HUMAN	tr|A0A3Q7TSM3|A0A3Q7TSM3_VULVU
OG0008343	sp|Q8WWY6|MB3L1_HUMAN	tr|A0A3Q7RGZ6|A0A3Q7RGZ6_VULVU
OG0008344	sp|Q8WZA0|LZIC_HUMAN	tr|A0A3Q7SV95|A0A3Q7SV95_VULVU
OG0008345	sp|Q92982|NINJ1_HUMAN	tr|A0A3Q7R3Q7|A0A3Q7R3Q7_VULVU
OG0008346	sp|Q93033|IGSF2_HUMAN	tr|A0A3Q7RVH7|A0A3Q7RVH7_VULVU
OG0008347	sp|Q96BD6|SPSB1_HUMAN	tr|A0A3Q7SY08|A0A3Q7SY08_VULVU
OG0008348	sp|Q96EX3|DC2I2_HUMAN	tr|A0A3Q7T709|A0A3Q7T709_VULVU
OG0008349	sp|Q96GY0|ZC21A_HUMAN	tr|A0A3Q7TFU4|A0A3Q7TFU4_VULVU
OG0008350	sp|Q96I76|GPTC3_HUMAN	tr|A0A3Q7TKD2|A0A3Q7TKD2_VULVU
OG0008351	sp|Q96II8|LRCH3_HUMAN	tr|A0A3Q7RKP5|A0A3Q7RKP5_VULVU
OG0008352	sp|Q96LM6|TEX37_HUMAN	tr|A0A3Q7T6G5|A0A3Q7T6G5_VULVU
OG0008353	sp|Q99081|HTF4_HUMAN	tr|A0A3Q7S526|A0A3Q7S526_VULVU
OG0008354	sp|Q9BSK0|MALD1_HUMAN	tr|A0A3Q7SK53|A0A3Q7SK53_VULVU
OG0008355	sp|Q9BXL7|CAR11_HUMAN	tr|A0A3Q7TBR5|A0A3Q7TBR5_VULVU
OG0008356	sp|Q9BYV9|BACH2_HUMAN	tr|A0A3Q7TBL1|A0A3Q7TBL1_VULVU
OG0008357	sp|Q9GZR5|ELOV4_HUMAN	tr|A0A3Q7TPF2|A0A3Q7TPF2_VULVU
OG0008358	sp|Q9H112|CST11_HUMAN	tr|A0A3Q7TS69|A0A3Q7TS69_VULVU
OG0008359	sp|Q9H9P2|CHODL_HUMAN	tr|A0A3Q7T8Y6|A0A3Q7T8Y6_VULVU
OG0008360	sp|Q9HBD1|RC3H2_HUMAN	tr|A0A3Q7SQN9|A0A3Q7SQN9_VULVU
OG0008361	sp|Q9Y478|AAKB1_HUMAN	tr|A0A3Q7TPI2|A0A3Q7TPI2_VULVU
OG0008362	sp|Q9Y4C5|CHST2_HUMAN	tr|A0A3Q7TB07|A0A3Q7TB07_VULVU
OG0008363	sp|A6NDY0|EPAB2_HUMAN	tr|A0A3Q7SXI1|A0A3Q7SXI1_VULVU
OG0008364	sp|O14939|PLD2_HUMAN	tr|A0A3Q7SVY0|A0A3Q7SVY0_VULVU
OG0008365	sp|O75841|UPK1B_HUMAN	tr|A0A3Q7RJD8|A0A3Q7RJD8_VULVU
OG0008366	sp|O94979|SC31A_HUMAN	tr|A0A3Q7T218|A0A3Q7T218_VULVU
OG0008367	sp|O95155|UBE4B_HUMAN	tr|A0A3Q7SV89|A0A3Q7SV89_VULVU
OG0008368	sp|O95202|LETM1_HUMAN	tr|A0A3Q7TAE8|A0A3Q7TAE8_VULVU
OG0008369	sp|P02545|LMNA_HUMAN	tr|A0A3Q7TCU8|A0A3Q7TCU8_VULVU
OG0008370	sp|P02585|TNNC2_HUMAN	tr|A0A3Q7UTB5|A0A3Q7UTB5_VULVU
OG0008371	sp|P04843|RPN1_HUMAN	tr|A0A3Q7RYV0|A0A3Q7RYV0_VULVU
OG0008372	sp|P07339|CATD_HUMAN	tr|A0A3Q7ST38|A0A3Q7ST38_VULVU
OG0008373	sp|P0C870|JMJD7_HUMAN	tr|A0A3Q7T2W7|A0A3Q7T2W7_VULVU
OG0008374	sp|P13284|GILT_HUMAN	tr|A0A3Q7RU14|A0A3Q7RU14_VULVU
OG0008375	sp|P17301|ITA2_HUMAN	tr|A0A3Q7UHZ6|A0A3Q7UHZ6_VULVU
OG0008376	sp|P29372|3MG_HUMAN	tr|A0A3Q7R392|A0A3Q7R392_VULVU
OG0008377	sp|P52738|ZN140_HUMAN	tr|A0A3Q7RP32|A0A3Q7RP32_VULVU
OG0008378	sp|P58418|CLRN1_HUMAN	tr|A0A3Q7TP78|A0A3Q7TP78_VULVU
OG0008379	sp|P78357|CNTP1_HUMAN	tr|A0A3Q7RBK6|A0A3Q7RBK6_VULVU
OG0008380	sp|Q02094|RHAG_HUMAN	tr|A0A3Q7RP41|A0A3Q7RP41_VULVU
OG0008381	sp|Q13203|MYBPH_HUMAN	tr|A0A3Q7U7F9|A0A3Q7U7F9_VULVU
OG0008382	sp|Q13618|CUL3_HUMAN	tr|A0A3Q7SKC4|A0A3Q7SKC4_VULVU
OG0008383	sp|Q14703|MBTP1_HUMAN	tr|A0A3Q7SUX1|A0A3Q7SUX1_VULVU
OG0008384	sp|Q14746|COG2_HUMAN	tr|A0A3Q7UAG7|A0A3Q7UAG7_VULVU
OG0008385	sp|Q15070|OXA1L_HUMAN	tr|A0A3Q7T4X7|A0A3Q7T4X7_VULVU
OG0008386	sp|Q1ZZU3|SWI5_HUMAN	tr|A0A3Q7TI15|A0A3Q7TI15_VULVU
OG0008387	sp|Q2TBC4|PRIC4_HUMAN	tr|A0A3Q7SW90|A0A3Q7SW90_VULVU
OG0008388	sp|Q3MIX3|ADCK5_HUMAN	tr|A0A3Q7RBK5|A0A3Q7RBK5_VULVU
OG0008389	sp|Q56NI9|ESCO2_HUMAN	tr|A0A3Q7SN46|A0A3Q7SN46_VULVU
OG0008390	sp|Q5VUJ6|LRCH2_HUMAN	tr|A0A3Q7R2C3|A0A3Q7R2C3_VULVU
OG0008391	sp|Q68DH5|LMBD2_HUMAN	tr|A0A3Q7UXS3|A0A3Q7UXS3_VULVU
OG0008392	sp|Q6P1W5|CA094_HUMAN	tr|A0A3Q7S0J1|A0A3Q7S0J1_VULVU
OG0008393	sp|Q6PF06|TM10B_HUMAN	tr|A0A3Q7SXX7|A0A3Q7SXX7_VULVU
OG0008394	sp|Q6Y2X3|DJC14_HUMAN	tr|A0A3Q7SQ77|A0A3Q7SQ77_VULVU
OG0008395	sp|Q6ZVE7|GOT1A_HUMAN	tr|A0A3Q7RYG7|A0A3Q7RYG7_VULVU
OG0008396	sp|Q7Z7A1|CNTRL_HUMAN	tr|A0A3Q7TT96|A0A3Q7TT96_VULVU
OG0008397	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A3Q7T188|A0A3Q7T188_VULVU
OG0008398	sp|Q86V59|PNM8A_HUMAN	tr|A0A3Q7TWS6|A0A3Q7TWS6_VULVU
OG0008399	sp|Q8IUZ0|LRC49_HUMAN	tr|A0A3Q7UW84|A0A3Q7UW84_VULVU
OG0008400	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A3Q7SQF2|A0A3Q7SQF2_VULVU
OG0008401	sp|Q8N573|OXR1_HUMAN	tr|A0A3Q7S473|A0A3Q7S473_VULVU
OG0008402	sp|Q8N9L1|ZIC4_HUMAN	tr|A0A3Q7UE98|A0A3Q7UE98_VULVU
OG0008403	sp|Q8NFA0|UBP32_HUMAN	tr|A0A3Q7RY80|A0A3Q7RY80_VULVU
OG0008404	sp|Q8TBP6|S2540_HUMAN	tr|A0A3Q7U974|A0A3Q7U974_VULVU
OG0008405	sp|Q8TDD2|SP7_HUMAN	tr|A0A3Q7TM46|A0A3Q7TM46_VULVU
OG0008406	sp|Q8TDN7|ACER1_HUMAN	tr|A0A3Q7SQ52|A0A3Q7SQ52_VULVU
OG0008407	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A3Q7U4U0|A0A3Q7U4U0_VULVU
OG0008408	sp|Q92730|RND1_HUMAN	tr|A0A3Q7S8W1|A0A3Q7S8W1_VULVU
OG0008409	sp|Q969J5|I22R2_HUMAN	tr|A0A3Q7SBZ7|A0A3Q7SBZ7_VULVU
OG0008410	sp|Q96CN9|GCC1_HUMAN	tr|A0A3Q7TAE3|A0A3Q7TAE3_VULVU
OG0008411	sp|Q96EF6|FBX17_HUMAN	tr|A0A3Q7SS69|A0A3Q7SS69_VULVU
OG0008412	sp|Q96H35|RBM18_HUMAN	tr|A0A3Q7T6K0|A0A3Q7T6K0_VULVU
OG0008413	sp|Q99624|S38A3_HUMAN	tr|A0A3Q7RDK7|A0A3Q7RDK7_VULVU
OG0008414	sp|Q9BPZ3|PAIP2_HUMAN	tr|A0A3Q7UZK3|A0A3Q7UZK3_VULVU
OG0008415	sp|Q9BR01|ST4A1_HUMAN	tr|A0A3Q7V044|A0A3Q7V044_VULVU
OG0008416	sp|Q9H6B9|EPHX3_HUMAN	tr|A0A3Q7RIM0|A0A3Q7RIM0_VULVU
OG0008417	sp|Q9HAS3|S28A3_HUMAN	tr|A0A3Q7R0V4|A0A3Q7R0V4_VULVU
OG0008418	sp|Q9NX70|MED29_HUMAN	tr|A0A3Q7SS52|A0A3Q7SS52_VULVU
OG0008419	sp|Q9P086|MED11_HUMAN	tr|A0A3Q7SIE1|A0A3Q7SIE1_VULVU
OG0008420	sp|Q9P2C4|TM181_HUMAN	tr|A0A3Q7U9F6|A0A3Q7U9F6_VULVU
OG0008421	sp|Q9P2K9|DISP3_HUMAN	tr|A0A3Q7TD18|A0A3Q7TD18_VULVU
OG0008422	sp|Q9UHG0|DCDC2_HUMAN	tr|A0A3Q7T501|A0A3Q7T501_VULVU
OG0008423	sp|Q9UII6|DS13B_HUMAN	tr|A0A3Q7TUQ7|A0A3Q7TUQ7_VULVU
OG0008424	sp|Q9UJW9|SRTD3_HUMAN	tr|A0A3Q7TKG6|A0A3Q7TKG6_VULVU
OG0008425	sp|Q9Y6J0|CABIN_HUMAN	tr|A0A3Q7QZA3|A0A3Q7QZA3_VULVU
OG0008426	sp|A0AVT1|UBA6_HUMAN	tr|A0A3Q7TVL4|A0A3Q7TVL4_VULVU
OG0008427	sp|A6NED2|RCCD1_HUMAN	tr|A0A3Q7TT57|A0A3Q7TT57_VULVU
OG0008428	sp|O60704|TPST2_HUMAN	tr|A0A3Q7TBK7|A0A3Q7TBK7_VULVU
OG0008429	sp|O75339|CILP1_HUMAN	tr|A0A3Q7SP16|A0A3Q7SP16_VULVU
OG0008430	sp|O75344|FKBP6_HUMAN	tr|A0A3Q7V6L8|A0A3Q7V6L8_VULVU
OG0008431	sp|O75915|PRAF3_HUMAN	tr|A0A3Q7RF23|A0A3Q7RF23_VULVU
OG0008432	sp|O76039|CDKL5_HUMAN	tr|A0A3Q7SDP6|A0A3Q7SDP6_VULVU
OG0008433	sp|O95159|ZFPL1_HUMAN	tr|A0A3Q7SWK2|A0A3Q7SWK2_VULVU
OG0008434	sp|O95897|NOE2_HUMAN	tr|A0A3Q7R605|A0A3Q7R605_VULVU
OG0008435	sp|P01374|TNFB_HUMAN	tr|A0A3Q7RLC6|A0A3Q7RLC6_VULVU
OG0008436	sp|P02647|APOA1_HUMAN	tr|A0A3Q7SFE7|A0A3Q7SFE7_VULVU
OG0008437	sp|P02775|CXCL7_HUMAN	tr|A0A3Q7RFD4|A0A3Q7RFD4_VULVU
OG0008438	sp|P16444|DPEP1_HUMAN	tr|A0A3Q7TZG4|A0A3Q7TZG4_VULVU
OG0008439	sp|P18405|S5A1_HUMAN	tr|A0A3Q7UJR8|A0A3Q7UJR8_VULVU
OG0008440	sp|P21145|MAL_HUMAN	tr|A0A3Q7T5N4|A0A3Q7T5N4_VULVU
OG0008441	sp|P30047|GFRP_HUMAN	tr|A0A3Q7S5I4|A0A3Q7S5I4_VULVU
OG0008442	sp|P46199|IF2M_HUMAN	tr|A0A3Q7RRJ9|A0A3Q7RRJ9_VULVU
OG0008443	sp|P50454|SERPH_HUMAN	tr|A0A3Q7T9K1|A0A3Q7T9K1_VULVU
OG0008444	sp|P51580|TPMT_HUMAN	tr|A0A3Q7SID5|A0A3Q7SID5_VULVU
OG0008445	sp|P51659|DHB4_HUMAN	tr|A0A3Q7UUZ3|A0A3Q7UUZ3_VULVU
OG0008446	sp|P52961|NAR1_HUMAN	tr|A0A3Q7TM65|A0A3Q7TM65_VULVU
OG0008447	sp|P53708|ITA8_HUMAN	tr|A0A3Q7U2A0|A0A3Q7U2A0_VULVU
OG0008448	sp|P54802|ANAG_HUMAN	tr|A0A3Q7RBZ3|A0A3Q7RBZ3_VULVU
OG0008449	sp|P57073|SOX8_HUMAN	tr|A0A3Q7SFQ0|A0A3Q7SFQ0_VULVU
OG0008450	sp|P61353|RL27_HUMAN	tr|A0A3Q7RC07|A0A3Q7RC07_VULVU
OG0008451	sp|P98182|ZN200_HUMAN	tr|A0A3Q7REX6|A0A3Q7REX6_VULVU
OG0008452	sp|Q01826|SATB1_HUMAN	tr|A0A3Q7U4M9|A0A3Q7U4M9_VULVU
OG0008453	sp|Q02509|OC90_HUMAN	tr|A0A3Q7S3N5|A0A3Q7S3N5_VULVU
OG0008454	sp|Q02952|AKA12_HUMAN	tr|A0A3Q7SCE3|A0A3Q7SCE3_VULVU
OG0008455	sp|Q03405|UPAR_HUMAN	tr|A0A3Q7TJN0|A0A3Q7TJN0_VULVU
OG0008456	sp|Q08116|RGS1_HUMAN	tr|A0A3Q7SXE0|A0A3Q7SXE0_VULVU
OG0008457	sp|Q12899|TRI26_HUMAN	tr|A0A3Q7RG51|A0A3Q7RG51_VULVU
OG0008458	sp|Q12974|TP4A2_HUMAN	tr|A0A3Q7USF2|A0A3Q7USF2_VULVU
OG0008459	sp|Q13625|ASPP2_HUMAN	tr|A0A3Q7SF07|A0A3Q7SF07_VULVU
OG0008460	sp|Q13686|ALKB1_HUMAN	tr|A0A3Q7S1P2|A0A3Q7S1P2_VULVU
OG0008461	sp|Q15047|SETB1_HUMAN	tr|A0A3Q7R0L3|A0A3Q7R0L3_VULVU
OG0008462	sp|Q2KHR2|RFX7_HUMAN	tr|A0A3Q7S367|A0A3Q7S367_VULVU
OG0008463	sp|Q5T1Q4|S35F1_HUMAN	tr|A0A3Q7TAP8|A0A3Q7TAP8_VULVU
OG0008464	sp|Q5VZ66|JKIP3_HUMAN	tr|A0A3Q7UGA8|A0A3Q7UGA8_VULVU
OG0008465	sp|Q63HQ2|EGFLA_HUMAN	tr|A0A3Q7T679|A0A3Q7T679_VULVU
OG0008466	sp|Q6P1N0|C2D1A_HUMAN	tr|A0A3Q7R1N8|A0A3Q7R1N8_VULVU
OG0008467	sp|Q6UW68|TM205_HUMAN	tr|A0A3Q7R248|A0A3Q7R248_VULVU
OG0008468	sp|Q6UXZ0|TMIG1_HUMAN	tr|A0A3Q7T538|A0A3Q7T538_VULVU
OG0008469	sp|Q70Z53|F10C1_HUMAN	tr|A0A3Q7RN33|A0A3Q7RN33_VULVU
OG0008470	sp|Q86VP3|PACS2_HUMAN	tr|A0A3Q7TFH4|A0A3Q7TFH4_VULVU
OG0008471	sp|Q86WU2|LDHD_HUMAN	tr|A0A3Q7RS87|A0A3Q7RS87_VULVU
OG0008472	sp|Q8IVW8|SPNS2_HUMAN	tr|A0A3Q7SZK2|A0A3Q7SZK2_VULVU
OG0008473	sp|Q8IZJ3|CPMD8_HUMAN	tr|A0A3Q7RTR2|A0A3Q7RTR2_VULVU
OG0008474	sp|Q8N4Z0|RAB42_HUMAN	tr|A0A3Q7TKP3|A0A3Q7TKP3_VULVU
OG0008475	sp|Q8N5J4|SPIC_HUMAN	tr|A0A3Q7TUL8|A0A3Q7TUL8_VULVU
OG0008476	sp|Q8NA56|TTC29_HUMAN	tr|A0A3Q7U7U3|A0A3Q7U7U3_VULVU
OG0008477	sp|Q8NA57|CL050_HUMAN	tr|A0A3Q7S0N0|A0A3Q7S0N0_VULVU
OG0008478	sp|Q8NHV5|MOSMO_HUMAN	tr|A0A3Q7QZI8|A0A3Q7QZI8_VULVU
OG0008479	sp|Q8TBA6|GOGA5_HUMAN	tr|A0A3Q7RGM5|A0A3Q7RGM5_VULVU
OG0008480	sp|Q8TBZ9|TEX47_HUMAN	tr|A0A3Q7V479|A0A3Q7V479_VULVU
OG0008481	sp|Q96DN5|TBC31_HUMAN	tr|A0A3Q7RT12|A0A3Q7RT12_VULVU
OG0008482	sp|Q96F24|NRBF2_HUMAN	tr|A0A3Q7THY8|A0A3Q7THY8_VULVU
OG0008483	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A3Q7SDE1|A0A3Q7SDE1_VULVU
OG0008484	sp|Q9H3P2|NELFA_HUMAN	tr|A0A3Q7SEK4|A0A3Q7SEK4_VULVU
OG0008485	sp|Q9H4K1|RIBC2_HUMAN	tr|A0A3Q7T807|A0A3Q7T807_VULVU
OG0008486	sp|Q9H808|TLE6_HUMAN	tr|A0A3Q7UB45|A0A3Q7UB45_VULVU
OG0008487	sp|Q9NPC6|MYOZ2_HUMAN	tr|A0A3Q7UPV0|A0A3Q7UPV0_VULVU
OG0008488	sp|Q9NQR7|CC177_HUMAN	tr|A0A3Q7SP14|A0A3Q7SP14_VULVU
OG0008489	sp|Q9NTI7|INKA2_HUMAN	tr|A0A3Q7SC85|A0A3Q7SC85_VULVU
OG0008490	sp|Q9NXP7|GIN1_HUMAN	tr|A0A3Q7RUA2|A0A3Q7RUA2_VULVU
OG0008491	sp|Q9UHP9|SMPX_HUMAN	tr|A0A3Q7TD40|A0A3Q7TD40_VULVU
OG0008492	sp|Q9Y572|RIPK3_HUMAN	tr|A0A3Q7TQ30|A0A3Q7TQ30_VULVU
OG0008493	sp|A6NJJ6|CS067_HUMAN	tr|A0A3Q7RB89|A0A3Q7RB89_VULVU
OG0008494	sp|A6NMK7|CPS4L_HUMAN	tr|A0A3Q7S7C2|A0A3Q7S7C2_VULVU
OG0008495	sp|O43172|PRP4_HUMAN	tr|A0A3Q7SDR6|A0A3Q7SDR6_VULVU
OG0008496	sp|O43765|SGTA_HUMAN	tr|A0A3Q7TCP9|A0A3Q7TCP9_VULVU
OG0008497	sp|O60504|VINEX_HUMAN	tr|A0A3Q7U861|A0A3Q7U861_VULVU
OG0008498	sp|O60609|GFRA3_HUMAN	tr|A0A3Q7SB08|A0A3Q7SB08_VULVU
OG0008499	sp|O75496|GEMI_HUMAN	tr|A0A3Q7TIU1|A0A3Q7TIU1_VULVU
OG0008500	sp|O95255|MRP6_HUMAN	tr|A0A3Q7TCA1|A0A3Q7TCA1_VULVU
OG0008501	sp|P02652|APOA2_HUMAN	tr|A0A3Q7RIV4|A0A3Q7RIV4_VULVU
OG0008502	sp|P07199|CENPB_HUMAN	tr|A0A3Q7ULE9|A0A3Q7ULE9_VULVU
OG0008503	sp|P0DI80|SMIM6_HUMAN	tr|A0A3Q7RH26|A0A3Q7RH26_VULVU
OG0008504	sp|P12036|NFH_HUMAN	tr|A0A3Q7SIR3|A0A3Q7SIR3_VULVU
OG0008505	sp|P12319|FCERA_HUMAN	tr|A0A3Q7R9C1|A0A3Q7R9C1_VULVU
OG0008506	sp|P15104|GLNA_HUMAN	tr|A0A3Q7SAL0|A0A3Q7SAL0_VULVU
OG0008507	sp|P18031|PTN1_HUMAN	tr|A0A3Q7T0L0|A0A3Q7T0L0_VULVU
OG0008508	sp|P25021|HRH2_HUMAN	tr|A0A3Q7SL85|A0A3Q7SL85_VULVU
OG0008509	sp|P42684|ABL2_HUMAN	tr|A0A3Q7TPC0|A0A3Q7TPC0_VULVU
OG0008510	sp|P52566|GDIR2_HUMAN	tr|A0A3Q7T7Q1|A0A3Q7T7Q1_VULVU
OG0008511	sp|P52747|ZN143_HUMAN	tr|A0A3Q7SNX1|A0A3Q7SNX1_VULVU
OG0008512	sp|P62070|RRAS2_HUMAN	tr|A0A3Q7T3Q8|A0A3Q7T3Q8_VULVU
