Orthogroup	Homo_sapiens	Dipodomys_ordii
OG0006882	sp|Q92834|RPGR_HUMAN	tr|A0A1S3G075|A0A1S3G075_DIPOR
OG0006883	sp|Q96M63|ODAD1_HUMAN	tr|A0A1S3G386|A0A1S3G386_DIPOR
OG0006884	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A1S3G3D9|A0A1S3G3D9_DIPOR
OG0006885	sp|Q96IU4|ABHEB_HUMAN	tr|A0A1S3G5Y5|A0A1S3G5Y5_DIPOR
OG0006886	sp|P13232|IL7_HUMAN	tr|A0A1S3G799|A0A1S3G799_DIPOR
OG0006887	sp|O43272|PROD_HUMAN	tr|A0A1S3GDY1|A0A1S3GDY1_DIPOR
OG0006888	sp|P81274|GPSM2_HUMAN	tr|A0A1S3GET4|A0A1S3GET4_DIPOR
OG0006889	sp|P38398|BRCA1_HUMAN	tr|A0A1S3GFB4|A0A1S3GFB4_DIPOR
OG0006890	sp|P04843|RPN1_HUMAN	tr|A0A1S3GG28|A0A1S3GG28_DIPOR
OG0006891	sp|Q8TAP8|PPR35_HUMAN	tr|A0A1S3GGT6|A0A1S3GGT6_DIPOR
OG0006892	sp|Q86V59|PNM8A_HUMAN	tr|A0A1S3GH79|A0A1S3GH79_DIPOR
OG0006893	sp|P28221|5HT1D_HUMAN	tr|A0A1S3GJD4|A0A1S3GJD4_DIPOR
OG0006894	sp|Q96HE8|TMM80_HUMAN	tr|A0A1S3GLD4|A0A1S3GLD4_DIPOR
OG0006895	sp|Q56A73|SPIN4_HUMAN	tr|A0A1S3GM33|A0A1S3GM33_DIPOR
OG0006896	sp|Q92506|DHB8_HUMAN	tr|A0A1S3GNM8|A0A1S3GNM8_DIPOR
OG0006897	sp|Q9C010|IPKB_HUMAN	tr|A0A1S3GP33|A0A1S3GP33_DIPOR
OG0006898	sp|Q9H832|UBE2Z_HUMAN	tr|A0A1S3GTM6|A0A1S3GTM6_DIPOR
OG0006899	sp|Q9BYV8|CEP41_HUMAN	tr|A0A1S3GUD8|A0A1S3GUD8_DIPOR
OG0006900	sp|Q6ZMT9|DTHD1_HUMAN	tr|A0A1S3EKG3|A0A1S3EKG3_DIPOR
OG0006901	sp|Q8TE58|ATS15_HUMAN	tr|A0A1S3EKY9|A0A1S3EKY9_DIPOR
OG0006902	sp|Q14139|UBE4A_HUMAN	tr|A0A1S3EMI7|A0A1S3EMI7_DIPOR
OG0006903	sp|Q9H6B1|Z385D_HUMAN	tr|A0A1S3EPH1|A0A1S3EPH1_DIPOR
OG0006904	sp|O14562|UBFD1_HUMAN	tr|A0A1S3EQF2|A0A1S3EQF2_DIPOR
OG0006905	sp|O95453|PARN_HUMAN	tr|A0A1S3ES48|A0A1S3ES48_DIPOR
OG0006906	sp|Q15041|AR6P1_HUMAN	tr|A0A1S3ET86|A0A1S3ET86_DIPOR
OG0006907	sp|Q9P225|DYH2_HUMAN	tr|A0A1S3EVY5|A0A1S3EVY5_DIPOR
OG0006908	sp|Q9BQG0|MBB1A_HUMAN	tr|A0A1S3EXY5|A0A1S3EXY5_DIPOR
OG0006909	sp|A6NI15|MSGN1_HUMAN	tr|A0A1S3EYS4|A0A1S3EYS4_DIPOR
OG0006910	sp|P47874|OMP_HUMAN	tr|A0A1S3EZ13|A0A1S3EZ13_DIPOR
OG0006911	sp|O60565|GREM1_HUMAN	tr|A0A1S3EZU8|A0A1S3EZU8_DIPOR
OG0006912	sp|O43708|MAAI_HUMAN	tr|A0A1S3F123|A0A1S3F123_DIPOR
OG0006913	sp|Q7Z7F7|RM55_HUMAN	tr|A0A1S3F3D0|A0A1S3F3D0_DIPOR
OG0006914	sp|Q86U90|YRDC_HUMAN	tr|A0A1S3F7H6|A0A1S3F7H6_DIPOR
OG0006915	sp|Q15078|CD5R1_HUMAN	tr|A0A1S3F7J1|A0A1S3F7J1_DIPOR
OG0006916	sp|Q9UNP9|PPIE_HUMAN	tr|A0A1S3F855|A0A1S3F855_DIPOR
OG0006917	sp|P56696|KCNQ4_HUMAN	tr|A0A1S3F8Q3|A0A1S3F8Q3_DIPOR
OG0006918	sp|O95992|CH25H_HUMAN	tr|A0A1S3F948|A0A1S3F948_DIPOR
OG0006919	sp|Q8NDC4|MORN4_HUMAN	tr|A0A1S3F9C7|A0A1S3F9C7_DIPOR
OG0006920	sp|Q49AR2|CE022_HUMAN	tr|A0A1S3FBR0|A0A1S3FBR0_DIPOR
OG0006921	sp|Q5SZD4|GLYL3_HUMAN	tr|A0A1S3FF28|A0A1S3FF28_DIPOR
OG0006922	sp|O43300|LRRT2_HUMAN	tr|A0A1S3FGX8|A0A1S3FGX8_DIPOR
OG0006923	sp|Q96I24|FUBP3_HUMAN	tr|A0A1S3FL36|A0A1S3FL36_DIPOR
OG0006924	sp|A8MPX8|PP2D1_HUMAN	tr|A0A1S3FNY2|A0A1S3FNY2_DIPOR
OG0006925	sp|Q9BU89|DOHH_HUMAN	tr|A0A1S3FPY1|A0A1S3FPY1_DIPOR
OG0006926	sp|Q9P0K8|FOXJ2_HUMAN	tr|A0A1S3FRN9|A0A1S3FRN9_DIPOR
OG0006927	sp|Q15800|MSMO1_HUMAN	tr|A0A1S3FSY5|A0A1S3FSY5_DIPOR
OG0006928	sp|Q9P2C4|TM181_HUMAN	tr|A0A1S3FTY8|A0A1S3FTY8_DIPOR
OG0006929	sp|Q9H0F7|ARL6_HUMAN	tr|A0A1S3FU23|A0A1S3FU23_DIPOR
OG0006930	sp|Q9Y2E8|SL9A8_HUMAN	tr|A0A1S3FUU9|A0A1S3FUU9_DIPOR
OG0006931	sp|Q9Y5P4|CERT_HUMAN	tr|A0A1S3FVU2|A0A1S3FVU2_DIPOR
OG0006932	sp|Q92841|DDX17_HUMAN	tr|A0A1S3FW97|A0A1S3FW97_DIPOR
OG0006933	sp|Q96NX9|DACH2_HUMAN	tr|A0A1S3FWN5|A0A1S3FWN5_DIPOR
OG0006934	sp|Q6NSI4|RADX_HUMAN	tr|A0A1S3FY37|A0A1S3FY37_DIPOR
OG0006935	sp|P60985|KTDAP_HUMAN	tr|A0A1S3FYU3|A0A1S3FYU3_DIPOR
OG0006936	sp|A6NIX2|WTIP_HUMAN	tr|A0A1S3FYY5|A0A1S3FYY5_DIPOR
OG0006937	sp|Q99933|BAG1_HUMAN	tr|A0A1S3G144|A0A1S3G144_DIPOR
OG0006938	sp|P50583|AP4A_HUMAN	tr|A0A1S3G1W8|A0A1S3G1W8_DIPOR
OG0006939	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A1S3G239|A0A1S3G239_DIPOR
OG0006940	sp|Q9NT99|LRC4B_HUMAN	tr|A0A1S3G4U1|A0A1S3G4U1_DIPOR
OG0006941	sp|Q9UL58|ZN215_HUMAN	tr|A0A1S3G649|A0A1S3G649_DIPOR
OG0006942	sp|Q5D0E6|DALD3_HUMAN	tr|A0A1S3G6L7|A0A1S3G6L7_DIPOR
OG0006943	sp|Q4G0N8|SL9C1_HUMAN	tr|A0A1S3G6R9|A0A1S3G6R9_DIPOR
OG0006944	sp|Q86UD0|SAPC2_HUMAN	tr|A0A1S3G7Y3|A0A1S3G7Y3_DIPOR
OG0006945	sp|P60852|ZP1_HUMAN	tr|A0A1S3G862|A0A1S3G862_DIPOR
OG0006946	sp|A8MWK0|FS2P1_HUMAN	tr|A0A1S3G8X8|A0A1S3G8X8_DIPOR
OG0006947	sp|Q9BQQ3|GORS1_HUMAN	tr|A0A1S3GA48|A0A1S3GA48_DIPOR
OG0006948	sp|Q13535|ATR_HUMAN	tr|A0A1S3GAR1|A0A1S3GAR1_DIPOR
OG0006949	sp|Q9P0V8|SLAF8_HUMAN	tr|A0A1S3GAY9|A0A1S3GAY9_DIPOR
OG0006950	sp|O15547|P2RX6_HUMAN	tr|A0A1S3GDS7|A0A1S3GDS7_DIPOR
OG0006951	sp|Q9UIG0|BAZ1B_HUMAN	tr|A0A1S3GEN0|A0A1S3GEN0_DIPOR
OG0006952	sp|A6NNA2|SRRM3_HUMAN	tr|A0A1S3GG66|A0A1S3GG66_DIPOR
OG0006953	sp|P53355|DAPK1_HUMAN	tr|A0A1S3GGX0|A0A1S3GGX0_DIPOR
OG0006954	sp|O00625|PIR_HUMAN	tr|A0A1S3GHU1|A0A1S3GHU1_DIPOR
OG0006955	sp|P41440|S19A1_HUMAN	tr|A0A1S3GI21|A0A1S3GI21_DIPOR
OG0006956	sp|P07237|PDIA1_HUMAN	tr|A0A1S3GI60|A0A1S3GI60_DIPOR
OG0006957	sp|P21549|AGT1_HUMAN	tr|A0A1S3GKB1|A0A1S3GKB1_DIPOR
OG0006958	sp|Q6NSJ5|LRC8E_HUMAN	tr|A0A1S3GLX6|A0A1S3GLX6_DIPOR
OG0006959	sp|Q86SE8|NPM2_HUMAN	tr|A0A1S3GM32|A0A1S3GM32_DIPOR
OG0006960	sp|Q96I34|PP16A_HUMAN	tr|A0A1S3GMY1|A0A1S3GMY1_DIPOR
OG0006961	sp|Q86SQ9|DHDDS_HUMAN	tr|A0A1S3GQ24|A0A1S3GQ24_DIPOR
OG0006962	sp|P28068|DMB_HUMAN	tr|A0A1S3GRC6|A0A1S3GRC6_DIPOR
OG0006963	sp|Q86W56|PARG_HUMAN	tr|A0A1S3GUL4|A0A1S3GUL4_DIPOR
OG0006964	sp|Q15818|NPTX1_HUMAN	tr|A0A1S3GUR7|A0A1S3GUR7_DIPOR
OG0006965	sp|Q969W9|PMEPA_HUMAN	tr|A0A1S3GWA6|A0A1S3GWA6_DIPOR
OG0006966	sp|Q9NZ52|GGA3_HUMAN	tr|A0A1S3GX53|A0A1S3GX53_DIPOR
OG0006967	sp|Q7Z6J6|FRMD5_HUMAN	tr|A0A1S3EM92|A0A1S3EM92_DIPOR
OG0006968	sp|Q9NZN5|ARHGC_HUMAN	tr|A0A1S3ENA6|A0A1S3ENA6_DIPOR
OG0006969	sp|Q9BUV8|RCAF1_HUMAN	tr|A0A1S3EPP2|A0A1S3EPP2_DIPOR
OG0006970	sp|P04844|RPN2_HUMAN	tr|A0A1S3EQF9|A0A1S3EQF9_DIPOR
OG0006971	sp|Q16619|CTF1_HUMAN	tr|A0A1S3EQH7|A0A1S3EQH7_DIPOR
OG0006972	sp|Q12931|TRAP1_HUMAN	tr|A0A1S3EQK6|A0A1S3EQK6_DIPOR
OG0006973	sp|Q9H305|CDIP1_HUMAN	tr|A0A1S3ES23|A0A1S3ES23_DIPOR
OG0006974	sp|P55771|PAX9_HUMAN	tr|A0A1S3EUX7|A0A1S3EUX7_DIPOR
OG0006975	sp|Q7Z5M5|TMC3_HUMAN	tr|A0A1S3EV50|A0A1S3EV50_DIPOR
OG0006976	sp|Q8WV35|LRC29_HUMAN	tr|A0A1S3EV83|A0A1S3EV83_DIPOR
OG0006977	sp|Q9BVG8|KIFC3_HUMAN	tr|A0A1S3EVB2|A0A1S3EVB2_DIPOR
OG0006978	sp|P55040|GEM_HUMAN	tr|A0A1S3EVU4|A0A1S3EVU4_DIPOR
OG0006979	sp|Q9C0B7|TNG6_HUMAN	tr|A0A1S3EW02|A0A1S3EW02_DIPOR
OG0006980	sp|Q8TF76|HASP_HUMAN	tr|A0A1S3EX76|A0A1S3EX76_DIPOR
OG0006981	sp|P35243|RECO_HUMAN	tr|A0A1S3EXU3|A0A1S3EXU3_DIPOR
OG0006982	sp|A6NEQ2|F181B_HUMAN	tr|A0A1S3EYD7|A0A1S3EYD7_DIPOR
OG0006983	sp|O14649|KCNK3_HUMAN	tr|A0A1S3EYG8|A0A1S3EYG8_DIPOR
OG0006984	sp|Q8N9W8|GAR2_HUMAN	tr|A0A1S3EZ25|A0A1S3EZ25_DIPOR
OG0006985	sp|O15156|ZBT7B_HUMAN	tr|A0A1S3F2G2|A0A1S3F2G2_DIPOR
OG0006986	sp|Q5TZF3|ANR45_HUMAN	tr|A0A1S3F2L7|A0A1S3F2L7_DIPOR
OG0006987	sp|Q96PI1|SPRR4_HUMAN	tr|A0A1S3F3V7|A0A1S3F3V7_DIPOR
OG0006988	sp|P57105|SYJ2B_HUMAN	tr|A0A1S3F509|A0A1S3F509_DIPOR
OG0006989	sp|Q92614|MY18A_HUMAN	tr|A0A1S3F6L8|A0A1S3F6L8_DIPOR
OG0006990	sp|Q7RTU4|BHA09_HUMAN	tr|A0A1S3F6U8|A0A1S3F6U8_DIPOR
OG0006991	sp|O43414|ERI3_HUMAN	tr|A0A1S3F711|A0A1S3F711_DIPOR
OG0006992	sp|Q9UNW8|GP132_HUMAN	tr|A0A1S3F891|A0A1S3F891_DIPOR
OG0006993	sp|Q9H5Q4|TFB2M_HUMAN	tr|A0A1S3F9P6|A0A1S3F9P6_DIPOR
OG0006994	sp|O75909|CCNK_HUMAN	tr|A0A1S3FAA1|A0A1S3FAA1_DIPOR
OG0006995	sp|Q92730|RND1_HUMAN	tr|A0A1S3FC73|A0A1S3FC73_DIPOR
OG0006996	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A1S3FCE2|A0A1S3FCE2_DIPOR
OG0006997	sp|P25205|MCM3_HUMAN	tr|A0A1S3FEJ5|A0A1S3FEJ5_DIPOR
OG0006998	sp|O95168|NDUB4_HUMAN	tr|A0A1S3FF80|A0A1S3FF80_DIPOR
OG0006999	sp|Q9NPI8|FANCF_HUMAN	tr|A0A1S3FGI6|A0A1S3FGI6_DIPOR
OG0007000	sp|Q9NYF3|FA53C_HUMAN	tr|A0A1S3FHH9|A0A1S3FHH9_DIPOR
OG0007001	sp|P58417|NXPH1_HUMAN	tr|A0A1S3FHM7|A0A1S3FHM7_DIPOR
OG0007002	sp|Q9UBV8|PEF1_HUMAN	tr|A0A1S3FJA0|A0A1S3FJA0_DIPOR
OG0007003	sp|Q9P215|POGK_HUMAN	tr|A0A1S3FME8|A0A1S3FME8_DIPOR
OG0007004	sp|Q5T5X7|BEND3_HUMAN	tr|A0A1S3FNC6|A0A1S3FNC6_DIPOR
OG0007005	sp|P49427|UB2R1_HUMAN	tr|A0A1S3FRA7|A0A1S3FRA7_DIPOR
OG0007006	sp|Q8TF68|ZN384_HUMAN	tr|A0A1S3FRP9|A0A1S3FRP9_DIPOR
OG0007007	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A1S3FU42|A0A1S3FU42_DIPOR
OG0007008	sp|Q9H6E4|CC134_HUMAN	tr|A0A1S3FUI3|A0A1S3FUI3_DIPOR
OG0007009	sp|Q5R3F8|PPR29_HUMAN	tr|A0A1S3FUQ8|A0A1S3FUQ8_DIPOR
OG0007010	sp|P08493|MGP_HUMAN	tr|A0A1S3FVE2|A0A1S3FVE2_DIPOR
OG0007011	sp|Q96E17|RAB3C_HUMAN	tr|A0A1S3FWD7|A0A1S3FWD7_DIPOR
OG0007012	sp|P04035|HMDH_HUMAN	tr|A0A1S3FWH2|A0A1S3FWH2_DIPOR
OG0007013	sp|Q8N183|NDUF2_HUMAN	tr|A0A1S3FXH7|A0A1S3FXH7_DIPOR
OG0007014	sp|O14654|IRS4_HUMAN	tr|A0A1S3FY62|A0A1S3FY62_DIPOR
OG0007015	sp|Q9UBU7|DBF4A_HUMAN	tr|A0A1S3FYP4|A0A1S3FYP4_DIPOR
OG0007016	sp|Q9BXN1|ASPN_HUMAN	tr|A0A1S3FZ79|A0A1S3FZ79_DIPOR
OG0007017	sp|Q96B97|SH3K1_HUMAN	tr|A0A1S3FZZ8|A0A1S3FZZ8_DIPOR
OG0007018	sp|P12955|PEPD_HUMAN	tr|A0A1S3G0F3|A0A1S3G0F3_DIPOR
OG0007019	sp|Q8N3Z6|ZCHC7_HUMAN	tr|A0A1S3G1B9|A0A1S3G1B9_DIPOR
OG0007020	sp|P09471|GNAO_HUMAN	tr|A0A1S3G3N5|A0A1S3G3N5_DIPOR
OG0007021	sp|Q9GZZ1|NAA50_HUMAN	tr|A0A1S3G5B1|A0A1S3G5B1_DIPOR
OG0007022	sp|Q96ST2|IWS1_HUMAN	tr|A0A1S3G657|A0A1S3G657_DIPOR
OG0007023	sp|Q13506|NAB1_HUMAN	tr|A0A1S3G9R6|A0A1S3G9R6_DIPOR
OG0007024	sp|O43660|PLRG1_HUMAN	tr|A0A1S3GB49|A0A1S3GB49_DIPOR
OG0007025	sp|Q9NRM6|I17RB_HUMAN	tr|A0A1S3GC04|A0A1S3GC04_DIPOR
OG0007026	sp|Q9HBL6|LRTM1_HUMAN	tr|A0A1S3GD58|A0A1S3GD58_DIPOR
OG0007027	sp|P49190|PTH2R_HUMAN	tr|A0A1S3GGA0|A0A1S3GGA0_DIPOR
OG0007028	sp|P05783|K1C18_HUMAN	tr|A0A1S3GH15|A0A1S3GH15_DIPOR
OG0007029	sp|Q9UKJ3|GPTC8_HUMAN	tr|A0A1S3GHH5|A0A1S3GHH5_DIPOR
OG0007030	sp|Q6TFL4|KLH24_HUMAN	tr|A0A1S3GI03|A0A1S3GI03_DIPOR
OG0007031	sp|Q6P988|NOTUM_HUMAN	tr|A0A1S3GIC8|A0A1S3GIC8_DIPOR
OG0007032	sp|Q969Q1|TRI63_HUMAN	tr|A0A1S3GJV1|A0A1S3GJV1_DIPOR
OG0007033	sp|P20809|IL11_HUMAN	tr|A0A1S3GMT6|A0A1S3GMT6_DIPOR
OG0007034	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A1S3GRE2|A0A1S3GRE2_DIPOR
OG0007035	sp|Q15836|VAMP3_HUMAN	tr|A0A1S3GVR0|A0A1S3GVR0_DIPOR
OG0007036	sp|Q7Z6J9|SEN54_HUMAN	tr|A0A1S3GX34|A0A1S3GX34_DIPOR
OG0007037	sp|Q9BV87|CNPD1_HUMAN	tr|A0A1S3EK35|A0A1S3EK35_DIPOR
OG0007038	sp|Q9UP79|ATS8_HUMAN	tr|A0A1S3EKJ3|A0A1S3EKJ3_DIPOR
OG0007039	sp|Q9H583|HEAT1_HUMAN	tr|A0A1S3EL54|A0A1S3EL54_DIPOR
OG0007040	sp|Q9BY79|MFRP_HUMAN	tr|A0A1S3EMC2|A0A1S3EMC2_DIPOR
OG0007041	sp|O43826|G6PT1_HUMAN	tr|A0A1S3EMQ9|A0A1S3EMQ9_DIPOR
OG0007043	sp|Q8N2C7|UNC80_HUMAN	tr|A0A1S3EQP6|A0A1S3EQP6_DIPOR
OG0007044	sp|Q9NZV6|MSRB1_HUMAN	tr|A0A1S3ERX6|A0A1S3ERX6_DIPOR
OG0007045	sp|Q86TD4|SRCA_HUMAN	tr|A0A1S3ERY4|A0A1S3ERY4_DIPOR
OG0007046	sp|Q9H598|VIAAT_HUMAN	tr|A0A1S3ES66|A0A1S3ES66_DIPOR
OG0007047	sp|Q9H6T0|ESRP2_HUMAN	tr|A0A1S3EV46|A0A1S3EV46_DIPOR
OG0007048	sp|Q96NL8|CF418_HUMAN	tr|A0A1S3EVE9|A0A1S3EVE9_DIPOR
OG0007049	sp|Q13425|SNTB2_HUMAN	tr|A0A1S3EWC4|A0A1S3EWC4_DIPOR
OG0007050	sp|Q9Y236|OSGI2_HUMAN	tr|A0A1S3EX50|A0A1S3EX50_DIPOR
OG0007051	sp|Q14CZ7|FAKD3_HUMAN	tr|A0A1S3EY44|A0A1S3EY44_DIPOR
OG0007052	sp|Q1XH10|SKDA1_HUMAN	tr|A0A1S3F1S0|A0A1S3F1S0_DIPOR
OG0007053	sp|Q9P2G3|KLH14_HUMAN	tr|A0A1S3F2E0|A0A1S3F2E0_DIPOR
OG0007054	sp|P62258|1433E_HUMAN	tr|A0A1S3F5Q6|A0A1S3F5Q6_DIPOR
OG0007055	sp|Q86U28|ISCA2_HUMAN	tr|A0A1S3F8C1|A0A1S3F8C1_DIPOR
OG0007056	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A1S3F8X3|A0A1S3F8X3_DIPOR
OG0007057	sp|P55210|CASP7_HUMAN	tr|A0A1S3F9W4|A0A1S3F9W4_DIPOR
OG0007058	sp|O43895|XPP2_HUMAN	tr|A0A1S3FBH4|A0A1S3FBH4_DIPOR
OG0007059	sp|P25063|CD24_HUMAN	tr|A0A1S3FGM7|A0A1S3FGM7_DIPOR
OG0007060	sp|P40222|TXLNA_HUMAN	tr|A0A1S3FHI7|A0A1S3FHI7_DIPOR
OG0007061	sp|Q7Z2W9|RM21_HUMAN	tr|A0A1S3FIJ6|A0A1S3FIJ6_DIPOR
OG0007062	sp|Q96E52|OMA1_HUMAN	tr|A0A1S3FML0|A0A1S3FML0_DIPOR
OG0007063	sp|Q9H008|LHPP_HUMAN	tr|A0A1S3FNB9|A0A1S3FNB9_DIPOR
OG0007064	sp|P46095|GPR6_HUMAN	tr|A0A1S3FP69|A0A1S3FP69_DIPOR
OG0007065	sp|Q53FE4|CD017_HUMAN	tr|A0A1S3FRM2|A0A1S3FRM2_DIPOR
OG0007066	sp|Q16836|HCDH_HUMAN	tr|A0A1S3FRT1|A0A1S3FRT1_DIPOR
OG0007067	sp|Q9UJU2|LEF1_HUMAN	tr|A0A1S3FT43|A0A1S3FT43_DIPOR
OG0007068	sp|P54296|MYOM2_HUMAN	tr|A0A1S3FTH5|A0A1S3FTH5_DIPOR
OG0007069	sp|Q7Z353|HDX_HUMAN	tr|A0A1S3FWP0|A0A1S3FWP0_DIPOR
OG0007070	sp|P51843|NR0B1_HUMAN	tr|A0A1S3FZH1|A0A1S3FZH1_DIPOR
OG0007071	sp|A6H8Z2|F221B_HUMAN	tr|A0A1S3FZQ5|A0A1S3FZQ5_DIPOR
OG0007072	sp|Q7RTU3|OLIG3_HUMAN	tr|A0A1S3G0G2|A0A1S3G0G2_DIPOR
OG0007073	sp|Q9BYG4|PAR6G_HUMAN	tr|A0A1S3G0H9|A0A1S3G0H9_DIPOR
OG0007074	sp|A8MTA8|F166B_HUMAN	tr|A0A1S3G1G2|A0A1S3G1G2_DIPOR
OG0007075	sp|Q969U7|PSMG2_HUMAN	tr|A0A1S3G1T0|A0A1S3G1T0_DIPOR
OG0007076	sp|Q8IZN3|ZDH14_HUMAN	tr|A0A1S3G255|A0A1S3G255_DIPOR
OG0007077	sp|P50747|BPL1_HUMAN	tr|A0A1S3G3K7|A0A1S3G3K7_DIPOR
OG0007078	sp|P57055|DSCR6_HUMAN	tr|A0A1S3G3L2|A0A1S3G3L2_DIPOR
OG0007079	sp|Q9Y6I9|TX264_HUMAN	tr|A0A1S3G482|A0A1S3G482_DIPOR
OG0007080	sp|Q12891|HYAL2_HUMAN	tr|A0A1S3G4D2|A0A1S3G4D2_DIPOR
OG0007081	sp|Q86VD1|MORC1_HUMAN	tr|A0A1S3G565|A0A1S3G565_DIPOR
OG0007082	sp|Q8IVS8|GLCTK_HUMAN	tr|A0A1S3G6E5|A0A1S3G6E5_DIPOR
OG0007083	sp|Q5SXM2|SNPC4_HUMAN	tr|A0A1S3G895|A0A1S3G895_DIPOR
OG0007084	sp|P08590|MYL3_HUMAN	tr|A0A1S3GAL4|A0A1S3GAL4_DIPOR
OG0007085	sp|Q96DU3|SLAF6_HUMAN	tr|A0A1S3GBB5|A0A1S3GBB5_DIPOR
OG0007086	sp|Q96H78|S2544_HUMAN	tr|A0A1S3GBE3|A0A1S3GBE3_DIPOR
OG0007087	sp|Q8NEP7|KLDC9_HUMAN	tr|A0A1S3GBH2|A0A1S3GBH2_DIPOR
OG0007088	sp|Q8IVP5|FUND1_HUMAN	tr|A0A1S3GBW9|A0A1S3GBW9_DIPOR
OG0007089	sp|P05112|IL4_HUMAN	tr|A0A1S3GBZ7|A0A1S3GBZ7_DIPOR
OG0007090	sp|Q6ZNJ1|NBEL2_HUMAN	tr|A0A1S3GCK9|A0A1S3GCK9_DIPOR
OG0007091	sp|P54198|HIRA_HUMAN	tr|A0A1S3GDM7|A0A1S3GDM7_DIPOR
OG0007092	sp|P98153|IDD_HUMAN	tr|A0A1S3GDX4|A0A1S3GDX4_DIPOR
OG0007093	sp|Q9ULC8|ZDHC8_HUMAN	tr|A0A1S3GEC8|A0A1S3GEC8_DIPOR
OG0007094	sp|O75817|POP7_HUMAN	tr|A0A1S3GED1|A0A1S3GED1_DIPOR
OG0007095	sp|P52198|RND2_HUMAN	tr|A0A1S3GF04|A0A1S3GF04_DIPOR
OG0007096	sp|Q9UEE5|ST17A_HUMAN	tr|A0A1S3GI30|A0A1S3GI30_DIPOR
OG0007097	sp|P31276|HXC13_HUMAN	tr|A0A1S3GIN9|A0A1S3GIN9_DIPOR
OG0007098	sp|Q9H299|SH3L3_HUMAN	tr|A0A1S3GJP0|A0A1S3GJP0_DIPOR
OG0007099	sp|Q5TC84|OGRL1_HUMAN	tr|A0A1S3GJT8|A0A1S3GJT8_DIPOR
OG0007100	sp|Q9BRX9|WDR83_HUMAN	tr|A0A1S3GLD7|A0A1S3GLD7_DIPOR
OG0007101	sp|Q9NVP2|ASF1B_HUMAN	tr|A0A1S3GLJ1|A0A1S3GLJ1_DIPOR
OG0007102	sp|Q15390|MTFR1_HUMAN	tr|A0A1S3GNU7|A0A1S3GNU7_DIPOR
OG0007103	sp|Q8NHQ1|CEP70_HUMAN	tr|A0A1S3GQ85|A0A1S3GQ85_DIPOR
OG0007104	sp|Q2TAA5|ALG11_HUMAN	tr|A0A1S3GQR4|A0A1S3GQR4_DIPOR
OG0007105	sp|Q9Y6K9|NEMO_HUMAN	tr|A0A1S3GS96|A0A1S3GS96_DIPOR
OG0007106	sp|P17405|ASM_HUMAN	tr|A0A1S3GT36|A0A1S3GT36_DIPOR
OG0007107	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A1S3GTC1|A0A1S3GTC1_DIPOR
OG0007108	sp|Q8TBP0|TBC16_HUMAN	tr|A0A1S3GWN5|A0A1S3GWN5_DIPOR
OG0007109	sp|Q96JB5|CK5P3_HUMAN	tr|A0A1S3GZ75|A0A1S3GZ75_DIPOR
OG0007110	sp|Q8NB15|ZN511_HUMAN	tr|A0A1S3ELS5|A0A1S3ELS5_DIPOR
OG0007111	sp|Q9P253|VPS18_HUMAN	tr|A0A1S3EMX8|A0A1S3EMX8_DIPOR
OG0007112	sp|P55081|MFAP1_HUMAN	tr|A0A1S3EP32|A0A1S3EP32_DIPOR
OG0007113	sp|O00567|NOP56_HUMAN	tr|A0A1S3EPN4|A0A1S3EPN4_DIPOR
OG0007114	sp|Q8N2H4|SYS1_HUMAN	tr|A0A1S3EQH9|A0A1S3EQH9_DIPOR
OG0007115	sp|O14498|ISLR_HUMAN	tr|A0A1S3ESS6|A0A1S3ESS6_DIPOR
OG0007116	sp|O60934|NBN_HUMAN	tr|A0A1S3ETW0|A0A1S3ETW0_DIPOR
OG0007117	sp|O15519|CFLAR_HUMAN	tr|A0A1S3ETZ1|A0A1S3ETZ1_DIPOR
OG0007118	sp|Q8WTX9|ZDHC1_HUMAN	tr|A0A1S3EUF8|A0A1S3EUF8_DIPOR
OG0007119	sp|P13498|CY24A_HUMAN	tr|A0A1S3EUU3|A0A1S3EUU3_DIPOR
OG0007120	sp|Q9NZS9|BFAR_HUMAN	tr|A0A1S3EUX1|A0A1S3EUX1_DIPOR
OG0007121	sp|Q15329|E2F5_HUMAN	tr|A0A1S3EVH1|A0A1S3EVH1_DIPOR
OG0007122	sp|O43313|ATMIN_HUMAN	tr|A0A1S3EVM5|A0A1S3EVM5_DIPOR
OG0007123	sp|Q9H3U1|UN45A_HUMAN	tr|A0A1S3EVQ6|A0A1S3EVQ6_DIPOR
OG0007124	sp|A6NGG8|PCARE_HUMAN	tr|A0A1S3F028|A0A1S3F028_DIPOR
OG0007125	sp|Q569K6|CC157_HUMAN	tr|A0A1S3F0I1|A0A1S3F0I1_DIPOR
OG0007126	sp|O75794|CD123_HUMAN	tr|A0A1S3F1I3|A0A1S3F1I3_DIPOR
OG0007127	sp|Q9NVH2|INT7_HUMAN	tr|A0A1S3F3E0|A0A1S3F3E0_DIPOR
