Orthogroup	Homo_sapiens	Tursiops_truncatus
OG0006495	sp|P13765|DOB_HUMAN	tr|A0A2U4B1A1|A0A2U4B1A1_TURTR
OG0006496	sp|P14543|NID1_HUMAN	tr|A0A6J3Q607|A0A6J3Q607_TURTR
OG0006497	sp|P20674|COX5A_HUMAN	tr|A0A2U4CIT7|A0A2U4CIT7_TURTR
OG0006498	sp|P23458|JAK1_HUMAN	tr|A0A2U4A1Y4|A0A2U4A1Y4_TURTR
OG0006499	sp|P32242|OTX1_HUMAN	tr|A0A6J3PWI7|A0A6J3PWI7_TURTR
OG0006500	sp|P36896|ACV1B_HUMAN	tr|A0A2U4CBD2|A0A2U4CBD2_TURTR
OG0006501	sp|P47804|RGR_HUMAN	tr|A0A6J3Q7I3|A0A6J3Q7I3_TURTR
OG0006502	sp|P49761|CLK3_HUMAN	tr|A0A6J3R037|A0A6J3R037_TURTR
OG0006503	sp|P52943|CRIP2_HUMAN	tr|A0A6J3QW01|A0A6J3QW01_TURTR
OG0006504	sp|P57054|PIGP_HUMAN	tr|A0A2U3V3L2|A0A2U3V3L2_TURTR
OG0006505	sp|P57086|SCND1_HUMAN	tr|A0A2U4CLV9|A0A2U4CLV9_TURTR
OG0006506	sp|P59768|GBG2_HUMAN	tr|A0A2U4AEP7|A0A2U4AEP7_TURTR
OG0006507	sp|Q01518|CAP1_HUMAN	tr|A0A6J3PT22|A0A6J3PT22_TURTR
OG0006508	sp|Q13098|CSN1_HUMAN	tr|A0A6J3QQP1|A0A6J3QQP1_TURTR
OG0006509	sp|Q13643|FHL3_HUMAN	tr|A0A6J3PUF3|A0A6J3PUF3_TURTR
OG0006510	sp|Q15477|SKIV2_HUMAN	tr|A0A6J3S0B8|A0A6J3S0B8_TURTR
OG0006511	sp|Q504Y3|ZCPW2_HUMAN	tr|A0A6J3S0I6|A0A6J3S0I6_TURTR
OG0006512	sp|Q5THJ4|VP13D_HUMAN	tr|A0A2U4AZP2|A0A2U4AZP2_TURTR
OG0006513	sp|Q5U649|CL060_HUMAN	tr|A0A2U3VAM6|A0A2U3VAM6_TURTR
OG0006514	sp|Q6UXG3|CLM9_HUMAN	tr|A0A6J3QN70|A0A6J3QN70_TURTR
OG0006515	sp|Q7Z403|TMC6_HUMAN	tr|A0A6J3QMK2|A0A6J3QMK2_TURTR
OG0006516	sp|Q7Z5A7|TAFA5_HUMAN	tr|A0A6J3S439|A0A6J3S439_TURTR
OG0006517	sp|Q8IX21|SLF2_HUMAN	tr|A0A2U4BQF4|A0A2U4BQF4_TURTR
OG0006518	sp|Q8N1D5|CF107_HUMAN	tr|A0A6J3RNF7|A0A6J3RNF7_TURTR
OG0006519	sp|Q8N371|KDM8_HUMAN	tr|A0A2U3V1U9|A0A2U3V1U9_TURTR
OG0006520	sp|Q8N6T7|SIR6_HUMAN	tr|A0A6J3R9T0|A0A6J3R9T0_TURTR
OG0006521	sp|Q8N9P6|CI163_HUMAN	tr|A0A2U4CNN4|A0A2U4CNN4_TURTR
OG0006522	sp|Q8NBE8|KLH23_HUMAN	tr|A0A2U3V0P5|A0A2U3V0P5_TURTR
OG0006523	sp|Q8NEZ3|WDR19_HUMAN	tr|A0A2U4ASE5|A0A2U4ASE5_TURTR
OG0006524	sp|Q8TBK6|ZCH10_HUMAN	tr|A0A2U4AG61|A0A2U4AG61_TURTR
OG0006525	sp|Q8TCT6|SPPL3_HUMAN	tr|A0A2U4CJZ0|A0A2U4CJZ0_TURTR
OG0006526	sp|Q8WW52|F151A_HUMAN	tr|A0A6J3S9Z3|A0A6J3S9Z3_TURTR
OG0006527	sp|Q96AA3|RFT1_HUMAN	tr|A0A2U4CCU0|A0A2U4CCU0_TURTR
OG0006528	sp|Q96CS4|ZN689_HUMAN	tr|A0A6J3Q093|A0A6J3Q093_TURTR
OG0006529	sp|Q96EL3|RM53_HUMAN	tr|A0A2U3V816|A0A2U3V816_TURTR
OG0006530	sp|Q96FB5|MT25B_HUMAN	tr|A0A6J3REF8|A0A6J3REF8_TURTR
OG0006531	sp|Q96MT8|CEP63_HUMAN	tr|A0A2U4B9K4|A0A2U4B9K4_TURTR
OG0006532	sp|Q96PK6|RBM14_HUMAN	tr|A0A2U4BJ44|A0A2U4BJ44_TURTR
OG0006533	sp|Q96SW2|CRBN_HUMAN	tr|A0A6J3S3J4|A0A6J3S3J4_TURTR
OG0006534	sp|Q99075|HBEGF_HUMAN	tr|A0A6J3R5B0|A0A6J3R5B0_TURTR
OG0006535	sp|Q9BRC7|PLCD4_HUMAN	tr|A0A6J3RM49|A0A6J3RM49_TURTR
OG0006536	sp|Q9BRK0|REEP2_HUMAN	tr|A0A2U4AGW7|A0A2U4AGW7_TURTR
OG0006537	sp|Q9BYX2|TBD2A_HUMAN	tr|A0A2U4CGN3|A0A2U4CGN3_TURTR
OG0006538	sp|Q9BZE0|GLIS2_HUMAN	tr|A0A6J3Q078|A0A6J3Q078_TURTR
OG0006539	sp|Q9BZE9|ASPC1_HUMAN	tr|A0A6J3QMY6|A0A6J3QMY6_TURTR
OG0006540	sp|Q9H489|TSY26_HUMAN	tr|A0A2U4CM09|A0A2U4CM09_TURTR
OG0006541	sp|Q9H4B0|OSGL1_HUMAN	tr|A0A2U3V285|A0A2U3V285_TURTR
OG0006542	sp|Q9NX05|F120C_HUMAN	tr|A0A2U4C166|A0A2U4C166_TURTR
OG0006543	sp|Q9UH65|SWP70_HUMAN	tr|A0A2U4CEG5|A0A2U4CEG5_TURTR
OG0006544	sp|Q9UHF4|I20RA_HUMAN	tr|A0A2U4CPA9|A0A2U4CPA9_TURTR
OG0006545	sp|Q9UJ41|RABX5_HUMAN	tr|A0A2U4A8Y1|A0A2U4A8Y1_TURTR
OG0006546	sp|Q9UPQ9|TNR6B_HUMAN	tr|A0A2U4C1J6|A0A2U4C1J6_TURTR
OG0006547	sp|Q9Y2P0|ZN835_HUMAN	tr|A0A2U4ATU5|A0A2U4ATU5_TURTR
OG0006548	sp|Q9Y337|KLK5_HUMAN	tr|A0A6J3QH23|A0A6J3QH23_TURTR
OG0006549	sp|Q9Y3E7|CHMP3_HUMAN	tr|A0A2U4BXB6|A0A2U4BXB6_TURTR
OG0006550	sp|Q9Y4X3|CCL27_HUMAN	tr|A0A2U3V0K1|A0A2U3V0K1_TURTR
OG0006551	sp|Q9Y5R5|DMRT2_HUMAN	tr|A0A2U4BAS6|A0A2U4BAS6_TURTR
OG0006552	sp|Q9Y5Y7|LYVE1_HUMAN	tr|A0A2U3V6T5|A0A2U3V6T5_TURTR
OG0006553	sp|A0A096LP01|SIM26_HUMAN	tr|A0A6J3Q0K7|A0A6J3Q0K7_TURTR
OG0006554	sp|A1IGU5|ARH37_HUMAN	tr|A0A6J3R3J7|A0A6J3R3J7_TURTR
OG0006555	sp|A6NJ69|IGIP_HUMAN	tr|A0A2U3V0T1|A0A2U3V0T1_TURTR
OG0006556	sp|A8K0R7|ZN839_HUMAN	tr|A0A2U4CQR2|A0A2U4CQR2_TURTR
OG0006557	sp|O43293|DAPK3_HUMAN	tr|A0A6J3R754|A0A6J3R754_TURTR
OG0006558	sp|O43716|GATC_HUMAN	tr|A0A2U3V553|A0A2U3V553_TURTR
OG0006559	sp|O60925|PFD1_HUMAN	tr|A0A2U4AGI8|A0A2U4AGI8_TURTR
OG0006560	sp|O75830|SPI2_HUMAN	tr|A0A6J3R9Q7|A0A6J3R9Q7_TURTR
OG0006561	sp|O95433|AHSA1_HUMAN	tr|A0A2U3V0G4|A0A2U3V0G4_TURTR
OG0006562	sp|O95754|SEM4F_HUMAN	tr|A0A2U3V9X8|A0A2U3V9X8_TURTR
OG0006563	sp|O95755|RAB36_HUMAN	tr|A0A6J3PST2|A0A6J3PST2_TURTR
OG0006564	sp|O95838|GLP2R_HUMAN	tr|A0A2U4C2M2|A0A2U4C2M2_TURTR
OG0006565	sp|P0CG23|ZN853_HUMAN	tr|A0A2U4AZK6|A0A2U4AZK6_TURTR
OG0006566	sp|P12955|PEPD_HUMAN	tr|A0A6J3QC98|A0A6J3QC98_TURTR
OG0006567	sp|P18509|PACA_HUMAN	tr|A0A2U4AY78|A0A2U4AY78_TURTR
OG0006568	sp|P26440|IVD_HUMAN	tr|A0A6J3QYU9|A0A6J3QYU9_TURTR
OG0006569	sp|P40222|TXLNA_HUMAN	tr|A0A2U4BKQ2|A0A2U4BKQ2_TURTR
OG0006570	sp|P48436|SOX9_HUMAN	tr|A0A6J3QMA3|A0A6J3QMA3_TURTR
OG0006571	sp|P51449|RORG_HUMAN	tr|A0A6J3RLS9|A0A6J3RLS9_TURTR
OG0006572	sp|P52756|RBM5_HUMAN	tr|A0A2U4B2H5|A0A2U4B2H5_TURTR
OG0006573	sp|P54198|HIRA_HUMAN	tr|A0A6J3PT21|A0A6J3PT21_TURTR
OG0006574	sp|P54284|CACB3_HUMAN	tr|A0A6J3S6S1|A0A6J3S6S1_TURTR
OG0006575	sp|P59044|NLRP6_HUMAN	tr|A0A6J3RT81|A0A6J3RT81_TURTR
OG0006576	sp|P81133|SIM1_HUMAN	tr|A0A2U4AVC1|A0A2U4AVC1_TURTR
OG0006577	sp|P98161|PKD1_HUMAN	tr|A0A6J3PZL0|A0A6J3PZL0_TURTR
OG0006578	sp|Q12789|TF3C1_HUMAN	tr|A0A6J3Q3N6|A0A6J3Q3N6_TURTR
OG0006579	sp|Q13123|RED_HUMAN	tr|A0A2U4AH19|A0A2U4AH19_TURTR
OG0006580	sp|Q13148|TADBP_HUMAN	tr|A0A2U4AZQ2|A0A2U4AZQ2_TURTR
OG0006581	sp|Q13206|DDX10_HUMAN	tr|A0A6J3RUA9|A0A6J3RUA9_TURTR
OG0006582	sp|Q13751|LAMB3_HUMAN	tr|A0A6J3R2I5|A0A6J3R2I5_TURTR
OG0006583	sp|Q14108|SCRB2_HUMAN	tr|A0A2U3V2Q4|A0A2U3V2Q4_TURTR
OG0006584	sp|Q15054|DPOD3_HUMAN	tr|A0A2U3UYL0|A0A2U3UYL0_TURTR
OG0006585	sp|Q16890|TPD53_HUMAN	tr|A0A6J3S923|A0A6J3S923_TURTR
OG0006586	sp|Q5JYT7|K1755_HUMAN	tr|A0A2U4C1M6|A0A2U4C1M6_TURTR
OG0006587	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A6J3Q6E8|A0A6J3Q6E8_TURTR
OG0006588	sp|Q6NS38|ALKB2_HUMAN	tr|A0A2U4CKQ5|A0A2U4CKQ5_TURTR
OG0006589	sp|Q6P1A2|MBOA5_HUMAN	tr|A0A6J3S811|A0A6J3S811_TURTR
OG0006590	sp|Q6UW02|CP20A_HUMAN	tr|A0A2U4BNH9|A0A2U4BNH9_TURTR
OG0006591	sp|Q6UW10|SFTA2_HUMAN	tr|A0A6J3S053|A0A6J3S053_TURTR
OG0006592	sp|Q6ZSZ6|TSH1_HUMAN	tr|A0A2U4BI73|A0A2U4BI73_TURTR
OG0006593	sp|Q7RTP6|MICA3_HUMAN	tr|A0A6J3S9M3|A0A6J3S9M3_TURTR
OG0006594	sp|Q7Z5J1|DHI1L_HUMAN	tr|A0A6J3R9I4|A0A6J3R9I4_TURTR
OG0006595	sp|Q7Z6V5|ADAT2_HUMAN	tr|A0A6J3S9E0|A0A6J3S9E0_TURTR
OG0006596	sp|Q8IUL8|CILP2_HUMAN	tr|A0A6J3RB53|A0A6J3RB53_TURTR
OG0006597	sp|Q8IXW0|LMTD2_HUMAN	tr|A0A6J3RRZ4|A0A6J3RRZ4_TURTR
OG0006598	sp|Q8IY51|TIGD4_HUMAN	tr|A0A2U4AMI0|A0A2U4AMI0_TURTR
OG0006599	sp|Q8N7P1|PLD5_HUMAN	tr|A0A6J3QZ59|A0A6J3QZ59_TURTR
OG0006600	sp|Q8TBF5|PIGX_HUMAN	tr|A0A2U4A9P9|A0A2U4A9P9_TURTR
OG0006601	sp|Q96I59|SYNM_HUMAN	tr|A0A2U4CFR2|A0A2U4CFR2_TURTR
OG0006602	sp|Q96L34|MARK4_HUMAN	tr|A0A6J3QFC7|A0A6J3QFC7_TURTR
OG0006603	sp|Q96NB3|ZN830_HUMAN	tr|A0A2U3V2C0|A0A2U3V2C0_TURTR
OG0006604	sp|Q96NJ5|KLH32_HUMAN	tr|A0A2U4AW33|A0A2U4AW33_TURTR
OG0006605	sp|Q9BQB4|SOST_HUMAN	tr|A0A6J3QP96|A0A6J3QP96_TURTR
OG0006606	sp|Q9BRN9|TM2D3_HUMAN	tr|A0A2U4C7S5|A0A2U4C7S5_TURTR
OG0006607	sp|Q9NRN7|ADPPT_HUMAN	tr|A0A2U4CFU7|A0A2U4CFU7_TURTR
OG0006608	sp|Q9NSB8|HOME2_HUMAN	tr|A0A6J3R0T5|A0A6J3R0T5_TURTR
OG0006609	sp|Q9NVK5|FGOP2_HUMAN	tr|A0A2U4BF06|A0A2U4BF06_TURTR
OG0006610	sp|Q9NXG6|P4HTM_HUMAN	tr|A0A2U4B1U4|A0A2U4B1U4_TURTR
OG0006611	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A6J3PXR8|A0A6J3PXR8_TURTR
OG0006612	sp|Q9ULN7|PNM8B_HUMAN	tr|A0A6J3QCW4|A0A6J3QCW4_TURTR
OG0006613	sp|Q9UQ26|RIMS2_HUMAN	tr|A0A6J3Q8S6|A0A6J3Q8S6_TURTR
OG0006614	sp|Q9Y2R0|COA3_HUMAN	tr|A0A2U3V8L9|A0A2U3V8L9_TURTR
OG0006615	sp|Q9Y3A6|TMED5_HUMAN	tr|A0A2U4A2Q8|A0A2U4A2Q8_TURTR
OG0006616	sp|Q9Y534|CSDC2_HUMAN	tr|A0A2U3V1Z6|A0A2U3V1Z6_TURTR
OG0006617	sp|Q9Y566|SHAN1_HUMAN	tr|A0A6J3QG59|A0A6J3QG59_TURTR
OG0006618	sp|A0A1B0GTU2|CTXD1_HUMAN	tr|A0A6J3R3F2|A0A6J3R3F2_TURTR
OG0006619	sp|A6NKX4|S22AV_HUMAN	tr|A0A6J3QG95|A0A6J3QG95_TURTR
OG0006620	sp|A9QM74|IMA8_HUMAN	tr|A0A2U4AYV3|A0A2U4AYV3_TURTR
OG0006621	sp|O14948|TFEC_HUMAN	tr|A0A2U4AI38|A0A2U4AI38_TURTR
OG0006622	sp|O43633|CHM2A_HUMAN	tr|A0A2U3V3F2|A0A2U3V3F2_TURTR
OG0006623	sp|O94855|SC24D_HUMAN	tr|A0A2U4ARI9|A0A2U4ARI9_TURTR
OG0006624	sp|O95169|NDUB8_HUMAN	tr|A0A2U4BQL4|A0A2U4BQL4_TURTR
OG0006625	sp|O95630|STABP_HUMAN	tr|A0A6J3PVF0|A0A6J3PVF0_TURTR
OG0006626	sp|P0C2W1|FBSP1_HUMAN	tr|A0A2U4AC36|A0A2U4AC36_TURTR
OG0006627	sp|P0DMS9|TMIG3_HUMAN	tr|A0A2U4A115|A0A2U4A115_TURTR
OG0006628	sp|P23435|CBLN1_HUMAN	tr|A0A2U4B4C1|A0A2U4B4C1_TURTR
OG0006629	sp|P34910|EVI2B_HUMAN	tr|A0A2U3UZU9|A0A2U3UZU9_TURTR
OG0006630	sp|P35523|CLCN1_HUMAN	tr|A0A6J3RXI3|A0A6J3RXI3_TURTR
OG0006631	sp|P48681|NEST_HUMAN	tr|A0A6J3RE23|A0A6J3RE23_TURTR
OG0006632	sp|P49321|NASP_HUMAN	tr|A0A2U4BJN0|A0A2U4BJN0_TURTR
OG0006633	sp|P49683|PRLHR_HUMAN	tr|A0A2U3V2L2|A0A2U3V2L2_TURTR
OG0006634	sp|P51946|CCNH_HUMAN	tr|A0A6J3R334|A0A6J3R334_TURTR
OG0006635	sp|P55064|AQP5_HUMAN	tr|A0A6J3S3X4|A0A6J3S3X4_TURTR
OG0006636	sp|Q01118|SCN7A_HUMAN	tr|A0A2U4AD64|A0A2U4AD64_TURTR
OG0006637	sp|Q02223|TNR17_HUMAN	tr|A0A2U4ATY3|A0A2U4ATY3_TURTR
OG0006638	sp|Q05586|NMDZ1_HUMAN	tr|A0A6J3RK37|A0A6J3RK37_TURTR
OG0006639	sp|Q16570|ACKR1_HUMAN	tr|A0A6J3RCV2|A0A6J3RCV2_TURTR
OG0006640	sp|Q16674|MIA_HUMAN	tr|A0A2U4B5I6|A0A2U4B5I6_TURTR
OG0006641	sp|Q2TAY7|SMU1_HUMAN	tr|A0A2U4BBB1|A0A2U4BBB1_TURTR
OG0006642	sp|Q5GH76|XKR4_HUMAN	tr|A0A2U4AIT6|A0A2U4AIT6_TURTR
OG0006643	sp|Q5T013|HYI_HUMAN	tr|A0A2U4BK40|A0A2U4BK40_TURTR
OG0006644	sp|Q5T6S3|PHF19_HUMAN	tr|A0A6J3RI71|A0A6J3RI71_TURTR
OG0006645	sp|Q5VWW1|C1QL3_HUMAN	tr|A0A2U4B763|A0A2U4B763_TURTR
OG0006646	sp|Q6WCQ1|MPRIP_HUMAN	tr|A0A6J3QPH1|A0A6J3QPH1_TURTR
OG0006647	sp|Q6ZRH7|CTSRG_HUMAN	tr|A0A6J3QBN3|A0A6J3QBN3_TURTR
OG0006648	sp|Q765I0|UTS2B_HUMAN	tr|A0A6J3RAL8|A0A6J3RAL8_TURTR
OG0006649	sp|Q7L3V2|BOP_HUMAN	tr|A0A2U3UYJ9|A0A2U3UYJ9_TURTR
OG0006650	sp|Q86UN2|R4RL1_HUMAN	tr|A0A6J3QM35|A0A6J3QM35_TURTR
OG0006651	sp|Q86V21|AACS_HUMAN	tr|A0A6J3PR08|A0A6J3PR08_TURTR
OG0006652	sp|Q86VW1|S22AG_HUMAN	tr|A0A2U4AVC7|A0A2U4AVC7_TURTR
OG0006653	sp|Q86VW2|ARHGP_HUMAN	tr|A0A6J3S6W9|A0A6J3S6W9_TURTR
OG0006654	sp|Q8IVA1|PCP2_HUMAN	tr|A0A6J3RB04|A0A6J3RB04_TURTR
OG0006655	sp|Q8IZM8|ZN654_HUMAN	tr|A0A2U4AAK3|A0A2U4AAK3_TURTR
OG0006656	sp|Q8N5H3|LRA25_HUMAN	tr|A0A2U3V940|A0A2U3V940_TURTR
OG0006657	sp|Q8N7B9|EFCB3_HUMAN	tr|A0A2U4C3Q4|A0A2U4C3Q4_TURTR
OG0006658	sp|Q8N7X0|ADGB_HUMAN	tr|A0A6J3S8I0|A0A6J3S8I0_TURTR
OG0006659	sp|Q8NFJ5|RAI3_HUMAN	tr|A0A2U4BIW2|A0A2U4BIW2_TURTR
OG0006660	sp|Q8TEB7|RN128_HUMAN	tr|A0A2U4CHX8|A0A2U4CHX8_TURTR
OG0006661	sp|Q92667|AKAP1_HUMAN	tr|A0A6J3QKF2|A0A6J3QKF2_TURTR
OG0006662	sp|Q969E2|SCAM4_HUMAN	tr|A0A6J3R8C7|A0A6J3R8C7_TURTR
OG0006663	sp|Q96A11|G3ST3_HUMAN	tr|A0A6J3RSV4|A0A6J3RSV4_TURTR
OG0006664	sp|Q96A35|RM24_HUMAN	tr|A0A2U3UZD0|A0A2U3UZD0_TURTR
OG0006665	sp|Q96I15|SCLY_HUMAN	tr|A0A6J3RMH1|A0A6J3RMH1_TURTR
OG0006666	sp|Q96K83|ZN521_HUMAN	tr|A0A2U4AYJ4|A0A2U4AYJ4_TURTR
OG0006667	sp|Q96L96|ALPK3_HUMAN	tr|A0A6J3R212|A0A6J3R212_TURTR
OG0006668	sp|Q96M83|CCDC7_HUMAN	tr|A0A6J3R179|A0A6J3R179_TURTR
OG0006669	sp|Q9BSY9|DESI2_HUMAN	tr|A0A6J3QYW9|A0A6J3QYW9_TURTR
OG0006670	sp|Q9C0E4|GRIP2_HUMAN	tr|A0A6J3S4F0|A0A6J3S4F0_TURTR
OG0006671	sp|Q9GZR7|DDX24_HUMAN	tr|A0A6J3QXK9|A0A6J3QXK9_TURTR
OG0006672	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A2U4C6B8|A0A2U4C6B8_TURTR
OG0006673	sp|Q9H3S7|PTN23_HUMAN	tr|A0A6J3S2I7|A0A6J3S2I7_TURTR
OG0006674	sp|Q9H7U1|CCSE2_HUMAN	tr|A0A2U4AK03|A0A2U4AK03_TURTR
OG0006675	sp|Q9H7Y0|DIK2B_HUMAN	tr|A0A6J3QTU9|A0A6J3QTU9_TURTR
OG0006676	sp|Q9HBU6|EKI1_HUMAN	tr|A0A2U4BFP7|A0A2U4BFP7_TURTR
OG0006677	sp|Q9NRM7|LATS2_HUMAN	tr|A0A6J3QA51|A0A6J3QA51_TURTR
OG0006678	sp|Q9NSI5|IGSF5_HUMAN	tr|A0A2U4ADG7|A0A2U4ADG7_TURTR
OG0006679	sp|Q9NYD6|HXC10_HUMAN	tr|A0A6J3S7D9|A0A6J3S7D9_TURTR
OG0006680	sp|Q9NZ56|FMN2_HUMAN	tr|A0A6J3Q5H0|A0A6J3Q5H0_TURTR
OG0006681	sp|Q9P296|C5AR2_HUMAN	tr|A0A2U4BBM6|A0A2U4BBM6_TURTR
OG0006682	sp|Q9UBP4|DKK3_HUMAN	tr|A0A2U4CE98|A0A2U4CE98_TURTR
OG0006683	sp|Q9ULD6|INTU_HUMAN	tr|A0A2U3V4M8|A0A2U3V4M8_TURTR
OG0006684	sp|Q9Y4E8|UBP15_HUMAN	tr|A0A2U4CS92|A0A2U4CS92_TURTR
OG0006685	sp|Q9Y5Y4|PD2R2_HUMAN	tr|A0A6J3RPZ9|A0A6J3RPZ9_TURTR
OG0006686	sp|Q9Y6G5|COMDA_HUMAN	tr|A0A6J3R4S5|A0A6J3R4S5_TURTR
OG0006687	sp|A6NHN0|OTOL1_HUMAN	tr|A0A2U4C8X1|A0A2U4C8X1_TURTR
OG0006688	sp|O15399|NMDE4_HUMAN	tr|A0A6J3QIS4|A0A6J3QIS4_TURTR
OG0006689	sp|O43432|IF4G3_HUMAN	tr|A0A6J3Q5Q8|A0A6J3Q5Q8_TURTR
OG0006690	sp|O43505|B4GA1_HUMAN	tr|A0A2U4BIZ4|A0A2U4BIZ4_TURTR
OG0006691	sp|O60701|UGDH_HUMAN	tr|A0A2U4ASV1|A0A2U4ASV1_TURTR
OG0006692	sp|O95721|SNP29_HUMAN	tr|A0A2U3V276|A0A2U3V276_TURTR
OG0006693	sp|O95967|FBLN4_HUMAN	tr|A0A6J3RRK8|A0A6J3RRK8_TURTR
OG0006694	sp|O95988|TCL1B_HUMAN	tr|A0A2U3ZYW9|A0A2U3ZYW9_TURTR
OG0006695	sp|P08962|CD63_HUMAN	tr|A0A6J3S6E4|A0A6J3S6E4_TURTR
OG0006696	sp|P0C2L3|F163B_HUMAN	tr|A0A2U3V0T4|A0A2U3V0T4_TURTR
OG0006697	sp|P11836|CD20_HUMAN	tr|A0A2U4CFA3|A0A2U4CFA3_TURTR
OG0006698	sp|P12107|COBA1_HUMAN	tr|A0A2U4A156|A0A2U4A156_TURTR
OG0006699	sp|P24855|DNAS1_HUMAN	tr|A0A6J3Q1P8|A0A6J3Q1P8_TURTR
OG0006700	sp|P31939|PUR9_HUMAN	tr|A0A2U4BN54|A0A2U4BN54_TURTR
OG0006701	sp|P32320|CDD_HUMAN	tr|A0A2U4A074|A0A2U4A074_TURTR
OG0006702	sp|P35968|VGFR2_HUMAN	tr|A0A2U4ARY9|A0A2U4ARY9_TURTR
OG0006703	sp|P53805|RCAN1_HUMAN	tr|A0A2U4AC73|A0A2U4AC73_TURTR
OG0006704	sp|P60510|PP4C_HUMAN	tr|A0A6J3Q2Q1|A0A6J3Q2Q1_TURTR
OG0006705	sp|P60893|GPR85_HUMAN	tr|A0A2U4AID2|A0A2U4AID2_TURTR
OG0006706	sp|P82094|TMF1_HUMAN	tr|A0A2U3V9V0|A0A2U3V9V0_TURTR
OG0006707	sp|P82650|RT22_HUMAN	tr|A0A2U4B9B5|A0A2U4B9B5_TURTR
OG0006708	sp|Q13319|CD5R2_HUMAN	tr|A0A6J3RND7|A0A6J3RND7_TURTR
OG0006709	sp|Q14677|EPN4_HUMAN	tr|A0A2U4AHD7|A0A2U4AHD7_TURTR
OG0006710	sp|Q17R31|TATD3_HUMAN	tr|A0A2U3V7R6|A0A2U3V7R6_TURTR
OG0006711	sp|Q53FT3|HIKES_HUMAN	tr|A0A2U3V418|A0A2U3V418_TURTR
OG0006712	sp|Q569G3|CE047_HUMAN	tr|A0A2U4C8W9|A0A2U4C8W9_TURTR
OG0006713	sp|Q5SQS7|SH24B_HUMAN	tr|A0A2U4AK15|A0A2U4AK15_TURTR
OG0006714	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A6J3PVM6|A0A6J3PVM6_TURTR
OG0006715	sp|Q7RTY1|MOT9_HUMAN	tr|A0A2U3V7R8|A0A2U3V7R8_TURTR
OG0006716	sp|Q7Z3K3|POGZ_HUMAN	tr|A0A2U4A301|A0A2U4A301_TURTR
OG0006717	sp|Q7Z5H3|RHG22_HUMAN	tr|A0A6J3Q8J5|A0A6J3Q8J5_TURTR
OG0006718	sp|Q86T29|ZN605_HUMAN	tr|A0A2U4BYD8|A0A2U4BYD8_TURTR
OG0006719	sp|Q86XN8|MEX3D_HUMAN	tr|A0A6J3R829|A0A6J3R829_TURTR
OG0006720	sp|Q86YF9|DZIP1_HUMAN	tr|A0A6J3QAZ8|A0A6J3QAZ8_TURTR
OG0006721	sp|Q86YJ5|MARH9_HUMAN	tr|A0A6J3S5S5|A0A6J3S5S5_TURTR
OG0006722	sp|Q8N9R8|SCAI_HUMAN	tr|A0A2U4CHC2|A0A2U4CHC2_TURTR
OG0006723	sp|Q8NA69|TEX45_HUMAN	tr|A0A6J3R6G7|A0A6J3R6G7_TURTR
OG0006724	sp|Q8NC74|RB8NL_HUMAN	tr|A0A6J3Q405|A0A6J3Q405_TURTR
OG0006725	sp|Q8NI38|IKBD_HUMAN	tr|A0A6J3QEM0|A0A6J3QEM0_TURTR
OG0006726	sp|Q8TCT1|PHOP1_HUMAN	tr|A0A6J3QMN2|A0A6J3QMN2_TURTR
OG0006727	sp|Q8TD55|PKHO2_HUMAN	tr|A0A6J3QZ69|A0A6J3QZ69_TURTR
OG0006728	sp|Q8WVF5|KCTD4_HUMAN	tr|A0A2U3UZY6|A0A2U3UZY6_TURTR
OG0006729	sp|Q92622|RUBIC_HUMAN	tr|A0A6J3R9P8|A0A6J3R9P8_TURTR
OG0006730	sp|Q96FV0|LRC46_HUMAN	tr|A0A6J3QLI0|A0A6J3QLI0_TURTR
OG0006731	sp|Q96HH4|TM169_HUMAN	tr|A0A2U3V4U1|A0A2U3V4U1_TURTR
OG0006732	sp|Q96KV7|WDR90_HUMAN	tr|A0A6J3Q2M6|A0A6J3Q2M6_TURTR
OG0006733	sp|Q96NY8|NECT4_HUMAN	tr|A0A6J3RDR9|A0A6J3RDR9_TURTR
OG0006734	sp|Q99676|ZN184_HUMAN	tr|A0A2U4C4P0|A0A2U4C4P0_TURTR
OG0006735	sp|Q99832|TCPH_HUMAN	tr|A0A2U3UZ56|A0A2U3UZ56_TURTR
OG0006736	sp|Q9BQ48|RM34_HUMAN	tr|A0A6J3R4W1|A0A6J3R4W1_TURTR
OG0006737	sp|Q9BSR8|YIPF4_HUMAN	tr|A0A2U4BZZ3|A0A2U4BZZ3_TURTR
OG0006738	sp|Q9BTE0|NAT9_HUMAN	tr|A0A6J3QMP3|A0A6J3QMP3_TURTR
OG0006739	sp|Q9BTP7|FAP24_HUMAN	tr|A0A2U4BTJ5|A0A2U4BTJ5_TURTR
OG0006740	sp|Q9GZS1|RPA49_HUMAN	tr|A0A2U4CGT2|A0A2U4CGT2_TURTR
OG0006741	sp|Q9H5I5|PIEZ2_HUMAN	tr|A0A6J3PUJ3|A0A6J3PUJ3_TURTR
OG0006742	sp|Q9HCT0|FGF22_HUMAN	tr|A0A6J3R844|A0A6J3R844_TURTR
