Orthogroup	Homo_sapiens	Heterocephalus_glaber
OG0006775	sp|P04114|APOB_HUMAN	tr|G5AZB7|G5AZB7_HETGA
OG0006776	sp|Q92521|PIGB_HUMAN	tr|G5B2P8|G5B2P8_HETGA
OG0006777	sp|P78396|CCNA1_HUMAN	tr|G5B3M3|G5B3M3_HETGA
OG0006778	sp|Q9Y2A9|B3GN3_HUMAN	tr|G5B4E3|G5B4E3_HETGA
OG0006779	sp|Q9BYN8|RT26_HUMAN	tr|G5B4S7|G5B4S7_HETGA
OG0006780	sp|Q8N9V6|ANR53_HUMAN	tr|G5B4Z2|G5B4Z2_HETGA
OG0006781	sp|Q9UJ70|NAGK_HUMAN	tr|G5B4Z4|G5B4Z4_HETGA
OG0006782	sp|Q9UC06|ZNF70_HUMAN	tr|G5B647|G5B647_HETGA
OG0006783	sp|Q15286|RAB35_HUMAN	tr|G5B784|G5B784_HETGA
OG0006784	sp|Q8N5S9|KKCC1_HUMAN	tr|G5B930|G5B930_HETGA
OG0006785	sp|O94778|AQP8_HUMAN	tr|G5B943|G5B943_HETGA
OG0006786	sp|P52823|STC1_HUMAN	tr|G5B9S3|G5B9S3_HETGA
OG0006787	sp|O95235|KI20A_HUMAN	tr|G5BA39|G5BA39_HETGA
OG0006788	sp|Q92506|DHB8_HUMAN	tr|G5BAZ7|G5BAZ7_HETGA
OG0006789	sp|P25205|MCM3_HUMAN	tr|G5BC79|G5BC79_HETGA
OG0006790	sp|Q9UBG0|MRC2_HUMAN	tr|G5BDK7|G5BDK7_HETGA
OG0006791	sp|Q13155|AIMP2_HUMAN	tr|G5BF35|G5BF35_HETGA
OG0006792	sp|Q9Y6K9|NEMO_HUMAN	tr|G5BFL6|G5BFL6_HETGA
OG0006793	sp|Q68DA7|FMN1_HUMAN	tr|G5BGS0|G5BGS0_HETGA
OG0006794	sp|H3BMG3|SMKR1_HUMAN	tr|G5BH85|G5BH85_HETGA
OG0006795	sp|Q16658|FSCN1_HUMAN	tr|G5BI79|G5BI79_HETGA
OG0006796	sp|Q9ULX5|RN112_HUMAN	tr|G5BKM1|G5BKM1_HETGA
OG0006797	sp|Q9P2K2|TXD16_HUMAN	tr|G5BLP2|G5BLP2_HETGA
OG0006798	sp|P15822|ZEP1_HUMAN	tr|G5BN53|G5BN53_HETGA
OG0006799	sp|P22570|ADRO_HUMAN	tr|G5BNE0|G5BNE0_HETGA
OG0006800	sp|Q9Y3I1|FBX7_HUMAN	tr|G5BPE3|G5BPE3_HETGA
OG0006801	sp|P21266|GSTM3_HUMAN	tr|G5BQX5|G5BQX5_HETGA
OG0006802	sp|Q9Y5K2|KLK4_HUMAN	tr|G5BRA3|G5BRA3_HETGA
OG0006803	sp|Q6NUM9|RETST_HUMAN	tr|G5BRQ8|G5BRQ8_HETGA
OG0006804	sp|Q08357|S20A2_HUMAN	tr|G5BT44|G5BT44_HETGA
OG0006805	sp|P46013|KI67_HUMAN	tr|G5BTI0|G5BTI0_HETGA
OG0006806	sp|Q14145|KEAP1_HUMAN	tr|G5BUH0|G5BUH0_HETGA
OG0006807	sp|Q9H091|ZMY15_HUMAN	tr|G5BWA8|G5BWA8_HETGA
OG0006808	sp|Q9H6T3|RPAP3_HUMAN	tr|G5BWC8|G5BWC8_HETGA
OG0006809	sp|O75528|TADA3_HUMAN	tr|G5BX87|G5BX87_HETGA
OG0006810	sp|Q6PRD1|GP179_HUMAN	tr|G5BY32|G5BY32_HETGA
OG0006811	sp|Q05586|NMDZ1_HUMAN	tr|G5BZF7|G5BZF7_HETGA
OG0006812	sp|Q5T7W7|TSTD2_HUMAN	tr|G5C1C7|G5C1C7_HETGA
OG0006813	sp|P29972|AQP1_HUMAN	tr|G5C3J5|G5C3J5_HETGA
OG0006814	sp|Q8N614|TM156_HUMAN	tr|G5C3V3|G5C3V3_HETGA
OG0006815	sp|Q9H156|SLIK2_HUMAN	tr|G5C5K4|G5C5K4_HETGA
OG0006816	sp|P49863|GRAK_HUMAN	tr|G5C6X6|G5C6X6_HETGA
OG0006817	sp|O95954|FTCD_HUMAN	tr|G5C7V7|G5C7V7_HETGA
OG0006818	sp|Q9H254|SPTN4_HUMAN	tr|G5C9X5|G5C9X5_HETGA
OG0006819	sp|Q96C23|GALM_HUMAN	tr|G5CA71|G5CA71_HETGA
OG0006820	sp|O14545|TRAD1_HUMAN	tr|G5AKV3|G5AKV3_HETGA
OG0006822	sp|Q7RTX0|TS1R3_HUMAN	tr|G5ATQ3|G5ATQ3_HETGA
OG0006823	sp|Q9Y2L6|FRM4B_HUMAN	tr|G5AVQ3|G5AVQ3_HETGA
OG0006824	sp|Q9Y6X8|ZHX2_HUMAN	tr|G5AY82|G5AY82_HETGA
OG0006825	sp|Q15004|PAF15_HUMAN	tr|G5AZ53|G5AZ53_HETGA
OG0006826	sp|Q8NBF6|AVL9_HUMAN	tr|G5AZG6|G5AZG6_HETGA
OG0006827	sp|P62841|RS15_HUMAN	tr|G5AZL1|G5AZL1_HETGA
OG0006828	sp|P01137|TGFB1_HUMAN	tr|G5AZS7|G5AZS7_HETGA
OG0006829	sp|Q9UBL3|ASH2L_HUMAN	tr|G5B0A3|G5B0A3_HETGA
OG0006830	sp|Q8WVJ2|NUDC2_HUMAN	tr|G5B244|G5B244_HETGA
OG0006831	sp|Q03403|TFF2_HUMAN	tr|G5B2T7|G5B2T7_HETGA
OG0006832	sp|O95772|STR3N_HUMAN	tr|G5B3V3|G5B3V3_HETGA
OG0006833	sp|O43448|KCAB3_HUMAN	tr|G5B5E6|G5B5E6_HETGA
OG0006834	sp|Q9BQG1|SYT3_HUMAN	tr|G5B8T2|G5B8T2_HETGA
OG0006835	sp|P61626|LYSC_HUMAN	tr|G5BBG4|G5BBG4_HETGA
OG0006836	sp|Q96MS0|ROBO3_HUMAN	tr|G5BEE8|G5BEE8_HETGA
OG0006837	sp|P06729|CD2_HUMAN	tr|G5BFJ5|G5BFJ5_HETGA
OG0006838	sp|P11441|UBL4A_HUMAN	tr|G5BFL3|G5BFL3_HETGA
OG0006839	sp|P78527|PRKDC_HUMAN	tr|G5BHS5|G5BHS5_HETGA
OG0006840	sp|Q9UI43|MRM2_HUMAN	tr|G5BI85|G5BI85_HETGA
OG0006841	sp|Q9Y2Y6|TMM98_HUMAN	tr|G5BIN9|G5BIN9_HETGA
OG0006842	sp|Q9BYC8|RM32_HUMAN	tr|G5BJZ7|G5BJZ7_HETGA
OG0006843	sp|Q76EJ3|S35D2_HUMAN	tr|G5BK34|G5BK34_HETGA
OG0006844	sp|Q587J7|TDR12_HUMAN	tr|G5BL30|G5BL30_HETGA
OG0006845	sp|P09486|SPRC_HUMAN	tr|G5BN22|G5BN22_HETGA
OG0006846	sp|Q9HAV4|XPO5_HUMAN	tr|G5BNM9|G5BNM9_HETGA
OG0006847	sp|Q6ZWH5|NEK10_HUMAN	tr|G5BNZ9|G5BNZ9_HETGA
OG0006848	sp|Q6P6B7|ANR16_HUMAN	tr|G5BP98|G5BP98_HETGA
OG0006849	sp|Q58DX5|NADL2_HUMAN	tr|G5BPP5|G5BPP5_HETGA
OG0006850	sp|Q9P013|CWC15_HUMAN	tr|G5BQ53|G5BQ53_HETGA
OG0006851	sp|A8K855|EFCB7_HUMAN	tr|G5BSN1|G5BSN1_HETGA
OG0006852	sp|P49918|CDN1C_HUMAN	tr|G5BST8|G5BST8_HETGA
OG0006853	sp|Q9BXW7|HDHD5_HUMAN	tr|G5BT22|G5BT22_HETGA
OG0006854	sp|O60882|MMP20_HUMAN	tr|G5BUC0|G5BUC0_HETGA
OG0006855	sp|Q9UKR8|TSN16_HUMAN	tr|G5BUI9|G5BUI9_HETGA
OG0006856	sp|Q3SY00|T10IP_HUMAN	tr|G5BWW0|G5BWW0_HETGA
OG0006857	sp|Q8NFW5|DMBX1_HUMAN	tr|G5BYG9|G5BYG9_HETGA
OG0006858	sp|Q9UMR3|TBX20_HUMAN	tr|G5BZ14|G5BZ14_HETGA
OG0006859	sp|Q5R3K3|CAHM6_HUMAN	tr|G5C161|G5C161_HETGA
OG0006860	sp|Q9BU19|ZN692_HUMAN	tr|G5C3K9|G5C3K9_HETGA
OG0006861	sp|Q15119|PDK2_HUMAN	tr|G5C4I6|G5C4I6_HETGA
OG0006862	sp|P50616|TOB1_HUMAN	tr|G5C4K9|G5C4K9_HETGA
OG0006863	sp|Q8N2Z9|CENPS_HUMAN	tr|G5C529|G5C529_HETGA
OG0006864	sp|Q8WVF1|OSCP1_HUMAN	tr|G5C6G3|G5C6G3_HETGA
OG0006865	sp|A8MW99|MEI4_HUMAN	tr|G5C8T4|G5C8T4_HETGA
OG0006866	sp|Q9BYV9|BACH2_HUMAN	tr|G5C8Z5|G5C8Z5_HETGA
OG0006867	sp|P21781|FGF7_HUMAN	tr|G5CA45|G5CA45_HETGA
OG0006868	sp|Q14116|IL18_HUMAN	tr|G5CAZ3|G5CAZ3_HETGA
OG0006869	sp|A8K830|OCAT2_HUMAN	tr|G5CB12|G5CB12_HETGA
OG0006870	sp|Q8IWZ8|SUGP1_HUMAN	tr|G5AN41|G5AN41_HETGA
OG0006871	sp|Q9HA90|EFCC1_HUMAN	tr|G5AN70|G5AN70_HETGA
OG0006872	sp|P50120|RET2_HUMAN	tr|G5AQA4|G5AQA4_HETGA
OG0006873	sp|Q8IUS5|EPHX4_HUMAN	tr|G5ASI2|G5ASI2_HETGA
OG0006874	sp|P50552|VASP_HUMAN	tr|G5AUW8|G5AUW8_HETGA
OG0006876	sp|Q9BRQ6|MIC25_HUMAN	tr|G5B326|G5B326_HETGA
OG0006877	sp|Q99595|TI17A_HUMAN	tr|G5B394|G5B394_HETGA
OG0006878	sp|C9JLR9|ZFTA_HUMAN	tr|G5B6G4|G5B6G4_HETGA
OG0006879	sp|Q6DD88|ATLA3_HUMAN	tr|G5B6G6|G5B6G6_HETGA
OG0006880	sp|Q9BPZ7|SIN1_HUMAN	tr|G5B6V5|G5B6V5_HETGA
OG0006881	sp|P78382|S35A1_HUMAN	tr|G5B6Y4|G5B6Y4_HETGA
OG0006882	sp|Q9H9F9|ARP5_HUMAN	tr|G5B808|G5B808_HETGA
OG0006883	sp|O60524|NEMF_HUMAN	tr|G5B964|G5B964_HETGA
OG0006884	sp|Q6ZMH5|S39A5_HUMAN	tr|G5BB81|G5BB81_HETGA
OG0006885	sp|Q9UG56|PISD_HUMAN	tr|G5BBV3|G5BBV3_HETGA
OG0006886	sp|P51684|CCR6_HUMAN	tr|G5BEN9|G5BEN9_HETGA
OG0006887	sp|O95807|TM50A_HUMAN	tr|G5BHW5|G5BHW5_HETGA
OG0006888	sp|Q96K78|AGRG7_HUMAN	tr|G5BKT0|G5BKT0_HETGA
OG0006889	sp|A0A1B0GVN3|CB092_HUMAN	tr|G5BMU4|G5BMU4_HETGA
OG0006890	sp|Q5I0X4|CF226_HUMAN	tr|G5BNK4|G5BNK4_HETGA
OG0006891	sp|O43598|DNPH1_HUMAN	tr|G5BNL8|G5BNL8_HETGA
OG0006892	sp|O95393|BMP10_HUMAN	tr|G5BNY7|G5BNY7_HETGA
OG0006893	sp|Q96BQ5|CC127_HUMAN	tr|G5BPG7|G5BPG7_HETGA
OG0006894	sp|Q6PUV4|CPLX2_HUMAN	tr|G5BPY2|G5BPY2_HETGA
OG0006895	sp|P35244|RFA3_HUMAN	tr|G5BRY8|G5BRY8_HETGA
OG0006896	sp|Q05084|ICA69_HUMAN	tr|G5BRZ1|G5BRZ1_HETGA
OG0006897	sp|Q8TDV0|GP151_HUMAN	tr|G5BTG4|G5BTG4_HETGA
OG0006898	sp|P62807|H2B1C_HUMAN	tr|G5BV27|G5BV27_HETGA
OG0006899	sp|O43325|LYRM1_HUMAN	tr|G5BV96|G5BV96_HETGA
OG0006900	sp|O75976|CBPD_HUMAN	tr|G5BVQ1|G5BVQ1_HETGA
OG0006901	sp|O60512|B4GT3_HUMAN	tr|G5BWI2|G5BWI2_HETGA
OG0006902	sp|P55789|ALR_HUMAN	tr|G5BY53|G5BY53_HETGA
OG0006903	sp|Q00G26|PLIN5_HUMAN	tr|G5BZ98|G5BZ98_HETGA
OG0006904	sp|Q9Y2C5|S17A4_HUMAN	tr|G5C0U7|G5C0U7_HETGA
OG0006905	sp|Q96HL8|SH3Y1_HUMAN	tr|G5C0X6|G5C0X6_HETGA
OG0006906	sp|Q8N5C1|CAHM5_HUMAN	tr|G5C162|G5C162_HETGA
OG0006907	sp|Q92968|PEX13_HUMAN	tr|G5C1Z7|G5C1Z7_HETGA
OG0006908	sp|Q969G9|NKD1_HUMAN	tr|G5C249|G5C249_HETGA
OG0006909	sp|Q92945|FUBP2_HUMAN	tr|G5C4F5|G5C4F5_HETGA
OG0006910	sp|Q5THJ4|VP13D_HUMAN	tr|G5C4Z8|G5C4Z8_HETGA
OG0006911	sp|Q9Y5U9|IR3IP_HUMAN	tr|G5C612|G5C612_HETGA
OG0006912	sp|Q8WTX9|ZDHC1_HUMAN	tr|G5C660|G5C660_HETGA
OG0006913	sp|Q8WYQ5|DGCR8_HUMAN	tr|G5CA26|G5CA26_HETGA
OG0006914	sp|Q9HBH1|DEFM_HUMAN	tr|G5AK47|G5AK47_HETGA
OG0006915	sp|Q8NC44|RETR2_HUMAN	tr|G5AKK6|G5AKK6_HETGA
OG0006916	sp|Q5XKK7|F219B_HUMAN	tr|G5AL68|G5AL68_HETGA
OG0006918	sp|O96013|PAK4_HUMAN	tr|G5AM93|G5AM93_HETGA
OG0006919	sp|Q9BV99|LRC61_HUMAN	tr|G5AML2|G5AML2_HETGA
OG0006920	sp|Q9Y6X3|SCC4_HUMAN	tr|G5AN42|G5AN42_HETGA
OG0006921	sp|A6XGL0|YJEN3_HUMAN	tr|G5AN46|G5AN46_HETGA
OG0006922	sp|Q7Z5J8|ANKAR_HUMAN	tr|G5ANE8|G5ANE8_HETGA
OG0006923	sp|Q9NQ48|LZTL1_HUMAN	tr|G5ANN6|G5ANN6_HETGA
OG0006924	sp|P55157|MTP_HUMAN	tr|G5AP62|G5AP62_HETGA
OG0006925	sp|Q9H293|IL25_HUMAN	tr|G5ASL7|G5ASL7_HETGA
OG0006926	sp|Q9BT78|CSN4_HUMAN	tr|G5AT18|G5AT18_HETGA
OG0006927	sp|Q16719|KYNU_HUMAN	tr|G5AZ95|G5AZ95_HETGA
OG0006928	sp|Q5XKL5|BTBD8_HUMAN	tr|G5AZX4|G5AZX4_HETGA
OG0006929	sp|O94903|PLPHP_HUMAN	tr|G5B097|G5B097_HETGA
OG0006930	sp|Q9NUQ7|UFSP2_HUMAN	tr|G5B2W5|G5B2W5_HETGA
OG0006931	sp|Q8N336|ELMD1_HUMAN	tr|G5B4J1|G5B4J1_HETGA
OG0006932	sp|P50749|RASF2_HUMAN	tr|G5B4V8|G5B4V8_HETGA
OG0006933	sp|P63173|RL38_HUMAN	tr|G5B5M9|G5B5M9_HETGA
OG0006934	sp|Q14C86|GAPD1_HUMAN	tr|G5B6V6|G5B6V6_HETGA
OG0006935	sp|O43715|TRIA1_HUMAN	tr|G5B774|G5B774_HETGA
OG0006936	sp|Q6UW02|CP20A_HUMAN	tr|G5B876|G5B876_HETGA
OG0006937	sp|A1YPR0|ZBT7C_HUMAN	tr|G5B882|G5B882_HETGA
OG0006938	sp|Q86SE8|NPM2_HUMAN	tr|G5B9P2|G5B9P2_HETGA
OG0006939	sp|P81408|EREP3_HUMAN	tr|G5BDF6|G5BDF6_HETGA
OG0006940	sp|O14829|PPE1_HUMAN	tr|G5BDT4|G5BDT4_HETGA
OG0006941	sp|Q8TBB5|KLDC4_HUMAN	tr|G5BF23|G5BF23_HETGA
OG0006942	sp|Q9C0F0|ASXL3_HUMAN	tr|G5BGH7|G5BGH7_HETGA
OG0006943	sp|A6NFY4|NEMP2_HUMAN	tr|G5BGK8|G5BGK8_HETGA
OG0006944	sp|Q5TGL8|PXDC1_HUMAN	tr|G5BGL5|G5BGL5_HETGA
OG0006945	sp|Q9Y2T1|AXIN2_HUMAN	tr|G5BGY5|G5BGY5_HETGA
OG0006946	sp|Q8IXQ5|KLHL7_HUMAN	tr|G5BHB9|G5BHB9_HETGA
OG0006947	sp|Q96QE2|MYCT_HUMAN	tr|G5BHG0|G5BHG0_HETGA
OG0006948	sp|P31276|HXC13_HUMAN	tr|G5BIE8|G5BIE8_HETGA
OG0006949	sp|Q8IXB1|DJC10_HUMAN	tr|G5BLU3|G5BLU3_HETGA
OG0006950	sp|Q9HC21|TPC_HUMAN	tr|G5BNB7|G5BNB7_HETGA
OG0006951	sp|P15692|VEGFA_HUMAN	tr|G5BNN4|G5BNN4_HETGA
OG0006952	sp|Q9NVZ3|NECP2_HUMAN	tr|G5BRV0|G5BRV0_HETGA
OG0006953	sp|Q8IV04|TB10C_HUMAN	tr|G5BSA9|G5BSA9_HETGA
OG0006954	sp|Q14515|SPRL1_HUMAN	tr|G5BSU7|G5BSU7_HETGA
OG0006955	sp|Q92847|GHSR_HUMAN	tr|G5BT72|G5BT72_HETGA
OG0006956	sp|Q96LB9|PGRP3_HUMAN	tr|G5BUZ6|G5BUZ6_HETGA
OG0006957	sp|Q9P2W3|GBG13_HUMAN	tr|G5BXU6|G5BXU6_HETGA
OG0006958	sp|A2RU67|F234B_HUMAN	tr|G5BYF0|G5BYF0_HETGA
OG0006959	sp|Q9HAH7|FBRS_HUMAN	tr|G5BYK7|G5BYK7_HETGA
OG0006960	sp|Q96NU7|HUTI_HUMAN	tr|G5C0T0|G5C0T0_HETGA
OG0006961	sp|Q9Y592|CEP83_HUMAN	tr|G5C0U2|G5C0U2_HETGA
OG0006962	sp|P33241|LSP1_HUMAN	tr|G5C2F8|G5C2F8_HETGA
OG0006963	sp|Q92838|EDA_HUMAN	tr|G5C2P7|G5C2P7_HETGA
OG0006964	sp|Q15477|SKIV2_HUMAN	tr|G5C3H3|G5C3H3_HETGA
OG0006965	sp|O75077|ADA23_HUMAN	tr|G5C5M6|G5C5M6_HETGA
OG0006966	sp|Q9Y4X4|KLF12_HUMAN	tr|G5C633|G5C633_HETGA
OG0006967	sp|Q6ZT12|UBR3_HUMAN	tr|G5C8P7|G5C8P7_HETGA
OG0006968	sp|Q8IV08|PLD3_HUMAN	tr|G5C9Y1|G5C9Y1_HETGA
OG0006969	sp|P20132|SDHL_HUMAN	tr|G5AKX0|G5AKX0_HETGA
OG0006970	sp|Q8IYP9|ZDH23_HUMAN	tr|G5AL35|G5AL35_HETGA
OG0006971	sp|Q86W33|TPRA1_HUMAN	tr|G5ALM2|G5ALM2_HETGA
OG0006973	sp|A8MTJ6|FOXI3_HUMAN	tr|G5AQW8|G5AQW8_HETGA
OG0006974	sp|Q8NCW5|NNRE_HUMAN	tr|G5AR86|G5AR86_HETGA
OG0006975	sp|Q99811|PRRX2_HUMAN	tr|G5ASC0|G5ASC0_HETGA
OG0006976	sp|P41220|RGS2_HUMAN	tr|G5ASG7|G5ASG7_HETGA
OG0006977	sp|Q9HAV5|TNR27_HUMAN	tr|G5ASN5|G5ASN5_HETGA
OG0006978	sp|Q5VWZ2|LYPL1_HUMAN	tr|G5AT78|G5AT78_HETGA
OG0006979	sp|Q9BT17|MTG1_HUMAN	tr|G5AVA4|G5AVA4_HETGA
OG0006980	sp|Q2TB10|ZN800_HUMAN	tr|G5AX07|G5AX07_HETGA
OG0006981	sp|Q9UKY1|ZHX1_HUMAN	tr|G5AY86|G5AY86_HETGA
OG0006982	sp|P52746|ZN142_HUMAN	tr|G5AZI4|G5AZI4_HETGA
OG0006983	sp|Q8IXW5|RPAP2_HUMAN	tr|G5AZX0|G5AZX0_HETGA
OG0006984	sp|P49675|STAR_HUMAN	tr|G5B0A4|G5B0A4_HETGA
OG0006985	sp|Q9Y5J7|TIM9_HUMAN	tr|G5B436|G5B436_HETGA
OG0006986	sp|Q8N3D4|EH1L1_HUMAN	tr|G5B6K1|G5B6K1_HETGA
OG0006987	sp|P50052|AGTR2_HUMAN	tr|G5B714|G5B714_HETGA
OG0006988	sp|Q8WXB4|ZN606_HUMAN	tr|G5B7L6|G5B7L6_HETGA
OG0006989	sp|P16260|GDC_HUMAN	tr|G5B7Z8|G5B7Z8_HETGA
OG0006990	sp|A8MX76|CAN14_HUMAN	tr|G5B8M3|G5B8M3_HETGA
OG0006991	sp|Q9NYK1|TLR7_HUMAN	tr|G5BA96|G5BA96_HETGA
OG0006992	sp|Q96KN7|RPGR1_HUMAN	tr|G5BFV4|G5BFV4_HETGA
OG0006993	sp|O75379|VAMP4_HUMAN	tr|G5BGS9|G5BGS9_HETGA
OG0006994	sp|Q9UKB3|DJC12_HUMAN	tr|G5BGY9|G5BGY9_HETGA
OG0006995	sp|Q9GZU0|CF062_HUMAN	tr|G5BJY8|G5BJY8_HETGA
OG0006996	sp|Q99788|CML1_HUMAN	tr|G5BL17|G5BL17_HETGA
OG0006997	sp|Q5JU67|CF157_HUMAN	tr|G5BLG9|G5BLG9_HETGA
OG0006998	sp|O60336|MABP1_HUMAN	tr|G5BM19|G5BM19_HETGA
OG0006999	sp|Q8NE01|CNNM3_HUMAN	tr|G5BMU9|G5BMU9_HETGA
OG0007000	sp|Q8TEV9|SMCR8_HUMAN	tr|G5BMY0|G5BMY0_HETGA
OG0007001	sp|Q9NXC2|GFOD1_HUMAN	tr|G5BN49|G5BN49_HETGA
OG0007002	sp|Q6UX65|DRAM2_HUMAN	tr|G5BNY3|G5BNY3_HETGA
OG0007003	sp|Q9H425|CA198_HUMAN	tr|G5BQI7|G5BQI7_HETGA
OG0007004	sp|Q96KP1|EXOC2_HUMAN	tr|G5BSE4|G5BSE4_HETGA
OG0007005	sp|Q9NQR4|NIT2_HUMAN	tr|G5BUU4|G5BUU4_HETGA
OG0007006	sp|Q9BQD7|ANKMT_HUMAN	tr|G5BXV4|G5BXV4_HETGA
OG0007007	sp|Q9BV90|SNR25_HUMAN	tr|G5BXY9|G5BXY9_HETGA
OG0007008	sp|Q8NEY3|SPAT4_HUMAN	tr|G5BY00|G5BY00_HETGA
OG0007009	sp|Q9BRX9|WDR83_HUMAN	tr|G5BYX9|G5BYX9_HETGA
OG0007010	sp|Q8TB73|NDNF_HUMAN	tr|G5BZK0|G5BZK0_HETGA
OG0007011	sp|Q9UM07|PADI4_HUMAN	tr|G5BZN2|G5BZN2_HETGA
OG0007012	sp|Q6ZSZ6|TSH1_HUMAN	tr|G5C0L3|G5C0L3_HETGA
OG0007013	sp|P42357|HUTH_HUMAN	tr|G5C0S9|G5C0S9_HETGA
OG0007014	sp|P10109|ADX_HUMAN	tr|G5C2E1|G5C2E1_HETGA
OG0007015	sp|Q2VWA4|SKOR2_HUMAN	tr|G5C611|G5C611_HETGA
OG0007016	sp|P49721|PSB2_HUMAN	tr|G5C6E5|G5C6E5_HETGA
OG0007017	sp|Q3KQU3|MA7D1_HUMAN	tr|G5C6F7|G5C6F7_HETGA
OG0007018	sp|Q6P5X7|TMM71_HUMAN	tr|G5C6Q3|G5C6Q3_HETGA
OG0007019	sp|Q8WXX5|DNJC9_HUMAN	tr|G5C7G3|G5C7G3_HETGA
OG0007020	sp|Q99445|GML_HUMAN	tr|G5C8Y2|G5C8Y2_HETGA
OG0007021	sp|Q86XJ0|CAHM3_HUMAN	tr|G5CAJ6|G5CAJ6_HETGA
OG0007022	sp|Q8NA47|CCD63_HUMAN	tr|G5AKU0|G5AKU0_HETGA
OG0007023	sp|Q8NHS3|MFSD8_HUMAN	tr|G5AKY6|G5AKY6_HETGA
OG0007024	sp|Q5BJH7|YIF1B_HUMAN	tr|G5AMC0|G5AMC0_HETGA
OG0007025	sp|Q96L93|KI16B_HUMAN	tr|G5AMI1|G5AMI1_HETGA
OG0007026	sp|O14929|HAT1_HUMAN	tr|G5ANG3|G5ANG3_HETGA
OG0007027	sp|P05156|CFAI_HUMAN	tr|G5AQM1|G5AQM1_HETGA
OG0007028	sp|Q86WV5|TEN1L_HUMAN	tr|G5AQW2|G5AQW2_HETGA
OG0007029	sp|Q96DC7|TMCO6_HUMAN	tr|G5AR58|G5AR58_HETGA
OG0007030	sp|Q02078|MEF2A_HUMAN	tr|G5ARY4|G5ARY4_HETGA
OG0007031	sp|Q9Y2R5|RT17_HUMAN	tr|G5ASS0|G5ASS0_HETGA
OG0007032	sp|Q96MA6|KAD8_HUMAN	tr|G5AT40|G5AT40_HETGA
OG0007033	sp|Q86WP2|GPBP1_HUMAN	tr|G5AU82|G5AU82_HETGA
OG0007034	sp|Q8TEW6|DOK4_HUMAN	tr|G5AUE8|G5AUE8_HETGA
OG0007035	sp|Q92570|NR4A3_HUMAN	tr|G5AZ32|G5AZ32_HETGA
OG0007036	sp|Q96D05|F241B_HUMAN	tr|G5B188|G5B188_HETGA
OG0007037	sp|Q9NRP2|COXM2_HUMAN	tr|G5B1X9|G5B1X9_HETGA
OG0007038	sp|P51159|RB27A_HUMAN	tr|G5B2P7|G5B2P7_HETGA
OG0007039	sp|Q66K79|CBPZ_HUMAN	tr|G5B308|G5B308_HETGA
OG0007040	sp|Q8TD10|MIPO1_HUMAN	tr|G5B3L4|G5B3L4_HETGA
OG0007041	sp|Q9HCM4|E41L5_HUMAN	tr|G5B4R3|G5B4R3_HETGA
OG0007042	sp|Q5GAN4|RNS12_HUMAN	tr|G5B5R3|G5B5R3_HETGA
OG0007043	sp|Q9NNZ3|DNJC4_HUMAN	tr|G5B6F2|G5B6F2_HETGA
OG0007044	sp|Q9HAI6|TASL_HUMAN	tr|G5B868|G5B868_HETGA
OG0007045	sp|O14788|TNF11_HUMAN	tr|G5BA88|G5BA88_HETGA
OG0007046	sp|P17096|HMGA1_HUMAN	tr|G5BCG4|G5BCG4_HETGA
OG0007047	sp|O95427|PIGN_HUMAN	tr|G5BCN3|G5BCN3_HETGA
OG0007048	sp|P16870|CBPE_HUMAN	tr|G5BD31|G5BD31_HETGA
OG0007049	sp|Q15398|DLGP5_HUMAN	tr|G5BF75|G5BF75_HETGA
OG0007050	sp|P27658|CO8A1_HUMAN	tr|G5BG25|G5BG25_HETGA
OG0007051	sp|Q86UD1|OAF_HUMAN	tr|G5BHQ1|G5BHQ1_HETGA
OG0007052	sp|Q9NRG9|AAAS_HUMAN	tr|G5BIG0|G5BIG0_HETGA
OG0007053	sp|Q13508|NAR3_HUMAN	tr|G5BJR2|G5BJR2_HETGA
OG0007054	sp|P18074|ERCC2_HUMAN	tr|G5BKU3|G5BKU3_HETGA
OG0007055	sp|Q8N4T4|ARG39_HUMAN	tr|G5BL01|G5BL01_HETGA
OG0007056	sp|Q9Y2J4|AMOL2_HUMAN	tr|G5BL15|G5BL15_HETGA
OG0007057	sp|Q9NYJ8|TAB2_HUMAN	tr|G5BMC5|G5BMC5_HETGA
OG0007058	sp|Q8NET4|RTL9_HUMAN	tr|G5BPF8|G5BPF8_HETGA
OG0007059	sp|Q13361|MFAP5_HUMAN	tr|G5BPM6|G5BPM6_HETGA
OG0007060	sp|Q9C0B1|FTO_HUMAN	tr|G5BSE1|G5BSE1_HETGA
OG0007061	sp|Q8NCR9|CLRN3_HUMAN	tr|G5BTH8|G5BTH8_HETGA
OG0007062	sp|O75694|NU155_HUMAN	tr|G5BTT4|G5BTT4_HETGA
OG0007063	sp|Q96F05|CK024_HUMAN	tr|G5BTV3|G5BTV3_HETGA
OG0007064	sp|Q9UQK1|PPR3C_HUMAN	tr|G5BV00|G5BV00_HETGA
OG0007065	sp|Q8ND07|BBOF1_HUMAN	tr|G5C1N2|G5C1N2_HETGA
OG0007066	sp|Q13416|ORC2_HUMAN	tr|G5C2L6|G5C2L6_HETGA
OG0007067	sp|Q9NQI0|DDX4_HUMAN	tr|G5C4G8|G5C4G8_HETGA
OG0007068	sp|Q9Y450|HBS1L_HUMAN	tr|G5C6A8|G5C6A8_HETGA
