Orthogroup	Homo_sapiens	Chinchilla_lanigera
OG0004430	sp|O15083|ERC2_HUMAN	tr|A0A8C2V422|A0A8C2V422_CHILA
OG0004431	sp|Q53QZ3|RHG15_HUMAN	tr|A0A8C2V4S7|A0A8C2V4S7_CHILA
OG0004432	sp|Q96PS1|FACOS_HUMAN	tr|A0A8C2V4T8|A0A8C2V4T8_CHILA
OG0004433	sp|Q02410|APBA1_HUMAN	tr|A0A8C2V600|A0A8C2V600_CHILA
OG0004434	sp|Q4G0N4|NAKD2_HUMAN	tr|A0A8C2V688|A0A8C2V688_CHILA
OG0004435	sp|O60293|ZC3H1_HUMAN	tr|A0A8C2V6P2|A0A8C2V6P2_CHILA
OG0004436	sp|Q7Z401|MYCPP_HUMAN	tr|A0A8C2VAI3|A0A8C2VAI3_CHILA
OG0004437	sp|Q6ZVK1|T179A_HUMAN	tr|A0A8C2VB16|A0A8C2VB16_CHILA
OG0004438	sp|Q6PID6|TTC33_HUMAN	tr|A0A8C2VBB8|A0A8C2VBB8_CHILA
OG0004439	sp|Q8NFU0|BEST4_HUMAN	tr|A0A8C2VCA8|A0A8C2VCA8_CHILA
OG0004440	sp|Q8TE67|ES8L3_HUMAN	tr|A0A8C2VD13|A0A8C2VD13_CHILA
OG0004441	sp|O60906|NSMA_HUMAN	tr|A0A8C2VEL8|A0A8C2VEL8_CHILA
OG0004442	sp|Q5T1S8|NCMAP_HUMAN	tr|A0A8C2VEM4|A0A8C2VEM4_CHILA
OG0004443	sp|O15540|FABP7_HUMAN	tr|A0A8C2VEY1|A0A8C2VEY1_CHILA
OG0004444	sp|Q16650|TBR1_HUMAN	tr|A0A8C2VFH2|A0A8C2VFH2_CHILA
OG0004445	sp|Q9H079|KTBL1_HUMAN	tr|A0A8C2VFJ5|A0A8C2VFJ5_CHILA
OG0004446	sp|Q9BXW7|HDHD5_HUMAN	tr|A0A8C2VGA5|A0A8C2VGA5_CHILA
OG0004447	sp|Q7Z3C6|ATG9A_HUMAN	tr|A0A8C2VGI1|A0A8C2VGI1_CHILA
OG0004448	sp|Q9BZX2|UCK2_HUMAN	tr|A0A8C2VH66|A0A8C2VH66_CHILA
OG0004449	sp|Q9C0C9|UBE2O_HUMAN	tr|A0A8C2VLE3|A0A8C2VLE3_CHILA
OG0004450	sp|Q6ZNL6|FGD5_HUMAN	tr|A0A8C2VLF4|A0A8C2VLF4_CHILA
OG0004451	sp|Q02548|PAX5_HUMAN	tr|A0A8C2VLH0|A0A8C2VLH0_CHILA
OG0004452	sp|B4DS77|SHSA9_HUMAN	tr|A0A8C2VNL9|A0A8C2VNL9_CHILA
OG0004453	sp|Q9NWU5|RM22_HUMAN	tr|A0A8C2VQ15|A0A8C2VQ15_CHILA
OG0004454	sp|Q9NQ87|HEYL_HUMAN	tr|A0A8C2VQY5|A0A8C2VQY5_CHILA
OG0004455	sp|Q96IW7|SC22A_HUMAN	tr|A0A8C2VS26|A0A8C2VS26_CHILA
OG0004456	sp|Q7Z333|SETX_HUMAN	tr|A0A8C2VSV3|A0A8C2VSV3_CHILA
OG0004457	sp|Q9Y5J9|TIM8B_HUMAN	tr|A0A8C2VT16|A0A8C2VT16_CHILA
OG0004458	sp|Q2VPJ9|LR75B_HUMAN	tr|A0A8C2VUL6|A0A8C2VUL6_CHILA
OG0004459	sp|Q02223|TNR17_HUMAN	tr|A0A8C2VVC6|A0A8C2VVC6_CHILA
OG0004460	sp|Q8NG08|HELB_HUMAN	tr|A0A8C2VXR0|A0A8C2VXR0_CHILA
OG0004461	sp|Q3ZCW2|LEGL_HUMAN	tr|A0A8C2VXW3|A0A8C2VXW3_CHILA
OG0004462	sp|Q7L5L3|GDPD3_HUMAN	tr|A0A8C2VYB6|A0A8C2VYB6_CHILA
OG0004463	sp|Q92543|SNX19_HUMAN	tr|A0A8C2VZ08|A0A8C2VZ08_CHILA
OG0004464	sp|Q9UF11|PKHB1_HUMAN	tr|A0A8C2W2T1|A0A8C2W2T1_CHILA
OG0004465	sp|Q9NPD3|EXOS4_HUMAN	tr|A0A8C2W2Y5|A0A8C2W2Y5_CHILA
OG0004466	sp|Q969G5|CAVN3_HUMAN	tr|A0A8C2W5T2|A0A8C2W5T2_CHILA
OG0004467	sp|Q8TDV5|GP119_HUMAN	tr|A0A8C2WA07|A0A8C2WA07_CHILA
OG0004468	sp|Q8TEL6|TP4AP_HUMAN	tr|A0A8C2WD46|A0A8C2WD46_CHILA
OG0004469	sp|P05093|CP17A_HUMAN	tr|A0A8C2YII6|A0A8C2YII6_CHILA
OG0004470	sp|O43929|ORC4_HUMAN	tr|A0A8C2YJU8|A0A8C2YJU8_CHILA
OG0004471	sp|C9J7I0|UMAD1_HUMAN	tr|A0A8C2YKB8|A0A8C2YKB8_CHILA
OG0004472	sp|Q5XG87|PAPD7_HUMAN	tr|A0A8C2YKG9|A0A8C2YKG9_CHILA
OG0004473	sp|Q9Y6G3|RM42_HUMAN	tr|A0A8C2YLM4|A0A8C2YLM4_CHILA
OG0004474	sp|Q9UJX2|CDC23_HUMAN	tr|A0A8C2YNC3|A0A8C2YNC3_CHILA
OG0004475	sp|Q9NPF7|IL23A_HUMAN	tr|A0A8C2YQU6|A0A8C2YQU6_CHILA
OG0004476	sp|P27658|CO8A1_HUMAN	tr|A0A8C2YRK7|A0A8C2YRK7_CHILA
OG0004477	sp|Q6ZS11|RINL_HUMAN	tr|A0A8C2YRZ8|A0A8C2YRZ8_CHILA
OG0004478	sp|P45381|ACY2_HUMAN	tr|A0A8C2YS72|A0A8C2YS72_CHILA
OG0004479	sp|P06756|ITAV_HUMAN	tr|A0A8C2YTU0|A0A8C2YTU0_CHILA
OG0004480	sp|Q9BQ69|MACD1_HUMAN	tr|A0A8C2YUC1|A0A8C2YUC1_CHILA
OG0004481	sp|Q9UKR5|ERG28_HUMAN	tr|A0A8C2UHR2|A0A8C2UHR2_CHILA
OG0004482	sp|P21709|EPHA1_HUMAN	tr|A0A8C2UI84|A0A8C2UI84_CHILA
OG0004483	sp|Q6ZN54|DEFI8_HUMAN	tr|A0A8C2UIN4|A0A8C2UIN4_CHILA
OG0004484	sp|Q9HD45|TM9S3_HUMAN	tr|A0A8C2UM13|A0A8C2UM13_CHILA
OG0004485	sp|Q15493|RGN_HUMAN	tr|A0A8C2UM76|A0A8C2UM76_CHILA
OG0004486	sp|Q9HC38|GLOD4_HUMAN	tr|A0A8C2UMR3|A0A8C2UMR3_CHILA
OG0004487	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A8C2UNE6|A0A8C2UNE6_CHILA
OG0004488	sp|Q06787|FMR1_HUMAN	tr|A0A8C2UPY4|A0A8C2UPY4_CHILA
OG0004489	sp|Q9NV79|PCMD2_HUMAN	tr|A0A8C2UQ21|A0A8C2UQ21_CHILA
OG0004490	sp|Q9UI36|DACH1_HUMAN	tr|A0A8C2UT72|A0A8C2UT72_CHILA
OG0004491	sp|O60645|EXOC3_HUMAN	tr|A0A8C2UUE3|A0A8C2UUE3_CHILA
OG0004492	sp|Q9BVV6|TALD3_HUMAN	tr|A0A8C2UVX0|A0A8C2UVX0_CHILA
OG0004493	sp|Q9NYT0|PLEK2_HUMAN	tr|A0A8C2UX63|A0A8C2UX63_CHILA
OG0004494	sp|Q8WYK0|ACO12_HUMAN	tr|A0A8C2UXV6|A0A8C2UXV6_CHILA
OG0004495	sp|A8MYJ7|TTC34_HUMAN	tr|A0A8C2UYK0|A0A8C2UYK0_CHILA
OG0004496	sp|Q9Y2V7|COG6_HUMAN	tr|A0A8C2UZY6|A0A8C2UZY6_CHILA
OG0004497	sp|P14324|FPPS_HUMAN	tr|A0A8C2V0X9|A0A8C2V0X9_CHILA
OG0004498	sp|Q8N6L7|TM252_HUMAN	tr|A0A8C2V1A4|A0A8C2V1A4_CHILA
OG0004499	sp|Q9Y5Q6|INSL5_HUMAN	tr|A0A8C2V1X9|A0A8C2V1X9_CHILA
OG0004500	sp|O00463|TRAF5_HUMAN	tr|A0A8C2V398|A0A8C2V398_CHILA
OG0004501	sp|P51159|RB27A_HUMAN	tr|A0A8C2V3U1|A0A8C2V3U1_CHILA
OG0004502	sp|Q5M9N0|CD158_HUMAN	tr|A0A8C2V4S0|A0A8C2V4S0_CHILA
OG0004503	sp|Q15468|STIL_HUMAN	tr|A0A8C2V521|A0A8C2V521_CHILA
OG0004504	sp|P00740|FA9_HUMAN	tr|A0A8C2V6P3|A0A8C2V6P3_CHILA
OG0004505	sp|Q96AP4|ZUP1_HUMAN	tr|A0A8C2V7H1|A0A8C2V7H1_CHILA
OG0004506	sp|Q9UPA5|BSN_HUMAN	tr|A0A8C2V7N6|A0A8C2V7N6_CHILA
OG0004507	sp|P0CW18|PRS56_HUMAN	tr|A0A8C2V7V6|A0A8C2V7V6_CHILA
OG0004508	sp|Q9NZQ0|DJC27_HUMAN	tr|A0A8C2V8N7|A0A8C2V8N7_CHILA
OG0004509	sp|Q6PJI9|WDR59_HUMAN	tr|A0A8C2VAK5|A0A8C2VAK5_CHILA
OG0004510	sp|Q8N2Z9|CENPS_HUMAN	tr|A0A8C2VDE6|A0A8C2VDE6_CHILA
OG0004511	sp|O95243|MBD4_HUMAN	tr|A0A8C2VDG3|A0A8C2VDG3_CHILA
OG0004512	sp|P01579|IFNG_HUMAN	tr|A0A8C2VDK0|A0A8C2VDK0_CHILA
OG0004513	sp|Q9Y6F9|WNT6_HUMAN	tr|A0A8C2VEF5|A0A8C2VEF5_CHILA
OG0004514	sp|Q6ZT12|UBR3_HUMAN	tr|A0A8C2VFA6|A0A8C2VFA6_CHILA
OG0004515	sp|O15520|FGF10_HUMAN	tr|A0A8C2VFB3|A0A8C2VFB3_CHILA
OG0004516	sp|O00515|LAD1_HUMAN	tr|A0A8C2VFS0|A0A8C2VFS0_CHILA
OG0004517	sp|A8K855|EFCB7_HUMAN	tr|A0A8C2VG50|A0A8C2VG50_CHILA
OG0004518	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A8C2VGH3|A0A8C2VGH3_CHILA
OG0004519	sp|P78316|NOP14_HUMAN	tr|A0A8C2VGS9|A0A8C2VGS9_CHILA
OG0004520	sp|Q13889|TF2H3_HUMAN	tr|A0A8C2VGU8|A0A8C2VGU8_CHILA
OG0004521	sp|Q8N3C7|CLIP4_HUMAN	tr|A0A8C2VHJ5|A0A8C2VHJ5_CHILA
OG0004522	sp|P56559|ARL4C_HUMAN	tr|A0A8C2VIP7|A0A8C2VIP7_CHILA
OG0004523	sp|O43291|SPIT2_HUMAN	tr|A0A8C2VKV7|A0A8C2VKV7_CHILA
OG0004524	sp|P48449|LSS_HUMAN	tr|A0A8C2VLI9|A0A8C2VLI9_CHILA
OG0004525	sp|A6NFU8|PGPIL_HUMAN	tr|A0A8C2VLL8|A0A8C2VLL8_CHILA
OG0004526	sp|P23510|TNFL4_HUMAN	tr|A0A8C2VNS7|A0A8C2VNS7_CHILA
OG0004527	sp|Q96M89|CC138_HUMAN	tr|A0A8C2VR40|A0A8C2VR40_CHILA
OG0004528	sp|Q8TBP0|TBC16_HUMAN	tr|A0A8C2VS16|A0A8C2VS16_CHILA
OG0004529	sp|Q7L0R7|RNF44_HUMAN	tr|A0A8C2VTJ1|A0A8C2VTJ1_CHILA
OG0004530	sp|Q8NAV2|CH058_HUMAN	tr|A0A8C2VUF2|A0A8C2VUF2_CHILA
OG0004531	sp|Q9BX93|PG12B_HUMAN	tr|A0A8C2VVW2|A0A8C2VVW2_CHILA
OG0004532	sp|Q9Y508|RN114_HUMAN	tr|A0A8C2VXA4|A0A8C2VXA4_CHILA
OG0004533	sp|O14926|FSCN2_HUMAN	tr|A0A8C2VXM1|A0A8C2VXM1_CHILA
OG0004534	sp|P68543|UBX2A_HUMAN	tr|A0A8C2VXW7|A0A8C2VXW7_CHILA
OG0004535	sp|Q969Z4|TR19L_HUMAN	tr|A0A8C2VY58|A0A8C2VY58_CHILA
OG0004536	sp|Q9UGL1|KDM5B_HUMAN	tr|A0A8C2VYY6|A0A8C2VYY6_CHILA
OG0004537	sp|Q8IUX1|T126B_HUMAN	tr|A0A8C2W076|A0A8C2W076_CHILA
OG0004538	sp|P61289|PSME3_HUMAN	tr|A0A8C2W254|A0A8C2W254_CHILA
OG0004539	sp|P82930|RT34_HUMAN	tr|A0A8C2W2A2|A0A8C2W2A2_CHILA
OG0004540	sp|Q8N1V2|CFA52_HUMAN	tr|A0A8C2W2K9|A0A8C2W2K9_CHILA
OG0004541	sp|Q9Y3T6|R3HC1_HUMAN	tr|A0A8C2W3I9|A0A8C2W3I9_CHILA
OG0004542	sp|Q6IA69|NADE_HUMAN	tr|A0A8C2W5J7|A0A8C2W5J7_CHILA
OG0004543	sp|P52747|ZN143_HUMAN	tr|A0A8C2W7Q9|A0A8C2W7Q9_CHILA
OG0004544	sp|Q9UQQ1|NALDL_HUMAN	tr|A0A8C2W7Z4|A0A8C2W7Z4_CHILA
OG0004545	sp|Q9NWN3|FBX34_HUMAN	tr|A0A8C2WDM3|A0A8C2WDM3_CHILA
OG0004546	sp|O00519|FAAH1_HUMAN	tr|A0A8C2YLA0|A0A8C2YLA0_CHILA
OG0004547	sp|Q8TC71|MIEAP_HUMAN	tr|A0A8C2YMJ8|A0A8C2YMJ8_CHILA
OG0004548	sp|Q8WWX8|SC5AB_HUMAN	tr|A0A8C2YPC0|A0A8C2YPC0_CHILA
OG0004549	sp|A8K8P3|SFI1_HUMAN	tr|A0A8C2YQR1|A0A8C2YQR1_CHILA
OG0004550	sp|Q9UBM4|OPT_HUMAN	tr|A0A8C2YQZ0|A0A8C2YQZ0_CHILA
OG0004551	sp|Q9H5J8|TAF1D_HUMAN	tr|A0A8C2YT63|A0A8C2YT63_CHILA
OG0004552	sp|Q9UKY1|ZHX1_HUMAN	tr|A0A8C2UH67|A0A8C2UH67_CHILA
OG0004553	sp|P21917|DRD4_HUMAN	tr|A0A8C2UM18|A0A8C2UM18_CHILA
OG0004554	sp|Q9UBU6|FA8A1_HUMAN	tr|A0A8C2UNL3|A0A8C2UNL3_CHILA
OG0004555	sp|Q8IXS2|DRC2_HUMAN	tr|A0A8C2UNL5|A0A8C2UNL5_CHILA
OG0004556	sp|Q8WVR3|TPC14_HUMAN	tr|A0A8C2UP06|A0A8C2UP06_CHILA
OG0004557	sp|Q8WXE0|CSKI2_HUMAN	tr|A0A8C2USY8|A0A8C2USY8_CHILA
OG0004558	sp|O75762|TRPA1_HUMAN	tr|A0A8C2UT80|A0A8C2UT80_CHILA
OG0004559	sp|O94880|PHF14_HUMAN	tr|A0A8C2UU64|A0A8C2UU64_CHILA
OG0004560	sp|Q8TAL6|FIBIN_HUMAN	tr|A0A8C2UWI8|A0A8C2UWI8_CHILA
OG0004561	sp|Q86YI8|PHF13_HUMAN	tr|A0A8C2UYF2|A0A8C2UYF2_CHILA
OG0004562	sp|Q9UKG1|DP13A_HUMAN	tr|A0A8C2UYW4|A0A8C2UYW4_CHILA
OG0004563	sp|P52943|CRIP2_HUMAN	tr|A0A8C2V0C0|A0A8C2V0C0_CHILA
OG0004564	sp|Q6ZN01|MASTR_HUMAN	tr|A0A8C2V0L3|A0A8C2V0L3_CHILA
OG0004565	sp|P23327|SRCH_HUMAN	tr|A0A8C2V0P0|A0A8C2V0P0_CHILA
OG0004566	sp|Q6P1S2|CC033_HUMAN	tr|A0A8C2V1A9|A0A8C2V1A9_CHILA
OG0004567	sp|Q96BQ5|CC127_HUMAN	tr|A0A8C2V205|A0A8C2V205_CHILA
OG0004568	sp|A4D1E9|GTPBA_HUMAN	tr|A0A8C2V3A4|A0A8C2V3A4_CHILA
OG0004569	sp|O60716|CTND1_HUMAN	tr|A0A8C2V4A4|A0A8C2V4A4_CHILA
OG0004570	sp|Q9BYV1|AGT2_HUMAN	tr|A0A8C2V4C8|A0A8C2V4C8_CHILA
OG0004571	sp|Q8N7X2|STPG3_HUMAN	tr|A0A8C2V7G8|A0A8C2V7G8_CHILA
OG0004572	sp|Q9Y592|CEP83_HUMAN	tr|A0A8C2V7S0|A0A8C2V7S0_CHILA
OG0004573	sp|Q9HCD5|NCOA5_HUMAN	tr|A0A8C2V909|A0A8C2V909_CHILA
OG0004574	sp|Q8TCV5|WFDC5_HUMAN	tr|A0A8C2V985|A0A8C2V985_CHILA
OG0004575	sp|Q9P2P6|STAR9_HUMAN	tr|A0A8C2VAS7|A0A8C2VAS7_CHILA
OG0004576	sp|Q68DQ2|CRBG3_HUMAN	tr|A0A8C2VAX2|A0A8C2VAX2_CHILA
OG0004577	sp|O60346|PHLP1_HUMAN	tr|A0A8C2VBN9|A0A8C2VBN9_CHILA
OG0004578	sp|Q96EN8|MOCOS_HUMAN	tr|A0A8C2VC37|A0A8C2VC37_CHILA
OG0004579	sp|Q9Y5K6|CD2AP_HUMAN	tr|A0A8C2VCE7|A0A8C2VCE7_CHILA
OG0004580	sp|Q13129|RLF_HUMAN	tr|A0A8C2VD77|A0A8C2VD77_CHILA
OG0004581	sp|Q8NE86|MCU_HUMAN	tr|A0A8C2VEV1|A0A8C2VEV1_CHILA
OG0004582	sp|Q9BRG2|SH23A_HUMAN	tr|A0A8C2VG53|A0A8C2VG53_CHILA
OG0004583	sp|Q9Y253|POLH_HUMAN	tr|A0A8C2VGS2|A0A8C2VGS2_CHILA
OG0004584	sp|P62166|NCS1_HUMAN	tr|A0A8C2VHU9|A0A8C2VHU9_CHILA
OG0004585	sp|Q9GZM7|TINAL_HUMAN	tr|A0A8C2VJ47|A0A8C2VJ47_CHILA
OG0004586	sp|Q9BVS5|TR61B_HUMAN	tr|A0A8C2VLL5|A0A8C2VLL5_CHILA
OG0004587	sp|Q8NA29|NLS1_HUMAN	tr|A0A8C2VLR0|A0A8C2VLR0_CHILA
OG0004588	sp|Q96GA3|LTV1_HUMAN	tr|A0A8C2VLT0|A0A8C2VLT0_CHILA
OG0004589	sp|Q8N6N7|ACBD7_HUMAN	tr|A0A8C2VM16|A0A8C2VM16_CHILA
OG0004590	sp|O15047|SET1A_HUMAN	tr|A0A8C2VMI7|A0A8C2VMI7_CHILA
OG0004591	sp|Q96ED9|HOOK2_HUMAN	tr|A0A8C2VQ88|A0A8C2VQ88_CHILA
OG0004592	sp|Q5VT06|CE350_HUMAN	tr|A0A8C2VQG4|A0A8C2VQG4_CHILA
OG0004593	sp|O43173|SIA8C_HUMAN	tr|A0A8C2VQR6|A0A8C2VQR6_CHILA
OG0004594	sp|Q9H093|NUAK2_HUMAN	tr|A0A8C2VR05|A0A8C2VR05_CHILA
OG0004595	sp|Q5VW36|FOCAD_HUMAN	tr|A0A8C2VSG2|A0A8C2VSG2_CHILA
OG0004596	sp|Q15036|SNX17_HUMAN	tr|A0A8C2VSL1|A0A8C2VSL1_CHILA
OG0004597	sp|Q13322|GRB10_HUMAN	tr|A0A8C2VTK4|A0A8C2VTK4_CHILA
OG0004598	sp|Q99884|SC6A7_HUMAN	tr|A0A8C2VTN5|A0A8C2VTN5_CHILA
OG0004599	sp|P04234|CD3D_HUMAN	tr|A0A8C2VUR4|A0A8C2VUR4_CHILA
OG0004600	sp|Q96KW9|SPAC7_HUMAN	tr|A0A8C2VXN1|A0A8C2VXN1_CHILA
OG0004601	sp|Q9Y257|KCNK6_HUMAN	tr|A0A8C2VZX6|A0A8C2VZX6_CHILA
OG0004602	sp|P60228|EIF3E_HUMAN	tr|A0A8C2W0Q8|A0A8C2W0Q8_CHILA
OG0004603	sp|A1Z1Q3|MACD2_HUMAN	tr|A0A8C2W1N6|A0A8C2W1N6_CHILA
OG0004604	sp|Q8TF42|UBS3B_HUMAN	tr|A0A8C2W259|A0A8C2W259_CHILA
OG0004605	sp|Q13424|SNTA1_HUMAN	tr|A0A8C2W2G7|A0A8C2W2G7_CHILA
OG0004606	sp|P16070|CD44_HUMAN	tr|A0A8C2W379|A0A8C2W379_CHILA
OG0004607	sp|P43121|MUC18_HUMAN	tr|A0A8C2W425|A0A8C2W425_CHILA
OG0004608	sp|Q8IXB1|DJC10_HUMAN	tr|A0A8C2W504|A0A8C2W504_CHILA
OG0004609	sp|P60981|DEST_HUMAN	tr|A0A8C2W8F4|A0A8C2W8F4_CHILA
OG0004610	sp|Q00597|FANCC_HUMAN	tr|A0A8C2W8G3|A0A8C2W8G3_CHILA
OG0004611	sp|Q7L592|NDUF7_HUMAN	tr|A0A8C2W9K3|A0A8C2W9K3_CHILA
OG0004612	sp|Q8WVC6|DCAKD_HUMAN	tr|A0A8C2W9N4|A0A8C2W9N4_CHILA
OG0004613	sp|Q711Q0|CEFIP_HUMAN	tr|A0A8C2WA62|A0A8C2WA62_CHILA
OG0004614	sp|Q9HD40|SPCS_HUMAN	tr|A0A8C2YJ46|A0A8C2YJ46_CHILA
OG0004615	sp|Q8IY57|YAF2_HUMAN	tr|A0A8C2YJM0|A0A8C2YJM0_CHILA
OG0004616	sp|Q9Y573|IPP_HUMAN	tr|A0A8C2YKR5|A0A8C2YKR5_CHILA
OG0004617	sp|Q5K4L6|S27A3_HUMAN	tr|A0A8C2YKY2|A0A8C2YKY2_CHILA
OG0004618	sp|Q9BQA1|MEP50_HUMAN	tr|A0A8C2YLW3|A0A8C2YLW3_CHILA
OG0004619	sp|P08100|OPSD_HUMAN	tr|A0A8C2YM77|A0A8C2YM77_CHILA
OG0004620	sp|Q96LT4|SAMD8_HUMAN	tr|A0A8C2YPE6|A0A8C2YPE6_CHILA
OG0004621	sp|P51168|SCNNB_HUMAN	tr|A0A8C2YRM0|A0A8C2YRM0_CHILA
OG0004622	sp|P20701|ITAL_HUMAN	tr|A0A8C2YSV6|A0A8C2YSV6_CHILA
OG0004623	sp|Q9H270|VPS11_HUMAN	tr|A0A8C2YT25|A0A8C2YT25_CHILA
OG0004624	sp|O43583|DENR_HUMAN	tr|A0A8C2YT34|A0A8C2YT34_CHILA
OG0004625	sp|Q9BZQ8|NIBA1_HUMAN	tr|A0A8C2YTN4|A0A8C2YTN4_CHILA
OG0004626	sp|P51808|DYLT3_HUMAN	tr|A0A8C2UH78|A0A8C2UH78_CHILA
OG0004627	sp|Q7Z7F7|RM55_HUMAN	tr|A0A8C2UHY1|A0A8C2UHY1_CHILA
OG0004628	sp|P56278|MTCP1_HUMAN	tr|A0A8C2UIN6|A0A8C2UIN6_CHILA
OG0004629	sp|O60880|SH21A_HUMAN	tr|A0A8C2UKR8|A0A8C2UKR8_CHILA
OG0004630	sp|Q9UGN5|PARP2_HUMAN	tr|A0A8C2UL27|A0A8C2UL27_CHILA
OG0004631	sp|Q15102|PA1B3_HUMAN	tr|A0A8C2UM64|A0A8C2UM64_CHILA
OG0004632	sp|P52788|SPSY_HUMAN	tr|A0A8C2UMJ8|A0A8C2UMJ8_CHILA
OG0004633	sp|P19838|NFKB1_HUMAN	tr|A0A8C2UMW9|A0A8C2UMW9_CHILA
OG0004634	sp|P55735|SEC13_HUMAN	tr|A0A8C2UQD8|A0A8C2UQD8_CHILA
OG0004635	sp|P51571|SSRD_HUMAN	tr|A0A8C2UQK9|A0A8C2UQK9_CHILA
OG0004636	sp|Q96AD5|PLPL2_HUMAN	tr|A0A8C2URK8|A0A8C2URK8_CHILA
OG0004637	sp|P49763|PLGF_HUMAN	tr|A0A8C2URU3|A0A8C2URU3_CHILA
OG0004638	sp|Q6P093|ADCL2_HUMAN	tr|A0A8C2USK5|A0A8C2USK5_CHILA
OG0004639	sp|Q14515|SPRL1_HUMAN	tr|A0A8C2UVK5|A0A8C2UVK5_CHILA
OG0004640	sp|O15350|P73_HUMAN	tr|A0A8C2UVQ8|A0A8C2UVQ8_CHILA
OG0004641	sp|Q08J23|NSUN2_HUMAN	tr|A0A8C2UVX3|A0A8C2UVX3_CHILA
OG0004642	sp|Q15431|SYCP1_HUMAN	tr|A0A8C2UWT7|A0A8C2UWT7_CHILA
OG0004643	sp|Q9UM00|TMCO1_HUMAN	tr|A0A8C2UZ81|A0A8C2UZ81_CHILA
OG0004644	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A8C2V1F6|A0A8C2V1F6_CHILA
OG0004645	sp|P0DMS8|AA3R_HUMAN	tr|A0A8C2V226|A0A8C2V226_CHILA
OG0004646	sp|Q5VU57|CBPC6_HUMAN	tr|A0A8C2V3J1|A0A8C2V3J1_CHILA
OG0004647	sp|Q6P158|DHX57_HUMAN	tr|A0A8C2V3Q1|A0A8C2V3Q1_CHILA
OG0004648	sp|Q9UFG5|CS025_HUMAN	tr|A0A8C2V548|A0A8C2V548_CHILA
OG0004649	sp|Q99447|PCY2_HUMAN	tr|A0A8C2V605|A0A8C2V605_CHILA
OG0004650	sp|Q8NEM2|SHCBP_HUMAN	tr|A0A8C2V629|A0A8C2V629_CHILA
OG0004651	sp|O15027|SC16A_HUMAN	tr|A0A8C2V7S4|A0A8C2V7S4_CHILA
OG0004652	sp|Q2TBF2|WSCD2_HUMAN	tr|A0A8C2V8U0|A0A8C2V8U0_CHILA
OG0004653	sp|Q92522|H1X_HUMAN	tr|A0A8C2V927|A0A8C2V927_CHILA
OG0004654	sp|Q9H2F9|CCD68_HUMAN	tr|A0A8C2V9B1|A0A8C2V9B1_CHILA
OG0004655	sp|P29120|NEC1_HUMAN	tr|A0A8C2VAD5|A0A8C2VAD5_CHILA
OG0004656	sp|Q96N21|AP4AT_HUMAN	tr|A0A8C2VC92|A0A8C2VC92_CHILA
OG0004657	sp|Q8N8I0|SAM12_HUMAN	tr|A0A8C2VCK9|A0A8C2VCK9_CHILA
OG0004658	sp|Q6UXC1|AEGP_HUMAN	tr|A0A8C2VCN2|A0A8C2VCN2_CHILA
OG0004659	sp|Q96PF1|TGM7_HUMAN	tr|A0A8C2VCT3|A0A8C2VCT3_CHILA
OG0004660	sp|O14880|MGST3_HUMAN	tr|A0A8C2VCZ9|A0A8C2VCZ9_CHILA
OG0004661	sp|Q9H2I8|LRMDA_HUMAN	tr|A0A8C2VLI7|A0A8C2VLI7_CHILA
OG0004662	sp|Q8NHH1|TTL11_HUMAN	tr|A0A8C2VM43|A0A8C2VM43_CHILA
OG0004663	sp|Q96AG4|LRC59_HUMAN	tr|A0A8C2VR38|A0A8C2VR38_CHILA
OG0004664	sp|Q96EE3|SEH1_HUMAN	tr|A0A8C2VRL6|A0A8C2VRL6_CHILA
OG0004665	sp|Q14865|ARI5B_HUMAN	tr|A0A8C2VRM9|A0A8C2VRM9_CHILA
OG0004666	sp|P48444|COPD_HUMAN	tr|A0A8C2VRR9|A0A8C2VRR9_CHILA
OG0004667	sp|Q9H1K0|RBNS5_HUMAN	tr|A0A8C2VS62|A0A8C2VS62_CHILA
OG0004668	sp|Q13315|ATM_HUMAN	tr|A0A8C2VT21|A0A8C2VT21_CHILA
OG0004669	sp|Q9H0Q3|FXYD6_HUMAN	tr|A0A8C2VT97|A0A8C2VT97_CHILA
OG0004670	sp|O95365|ZBT7A_HUMAN	tr|A0A8C2VU59|A0A8C2VU59_CHILA
OG0004671	sp|Q5VXU1|NKAI2_HUMAN	tr|A0A8C2VUH1|A0A8C2VUH1_CHILA
OG0004672	sp|A6NCI4|VWA3A_HUMAN	tr|A0A8C2VUV2|A0A8C2VUV2_CHILA
OG0004673	sp|Q969X5|ERGI1_HUMAN	tr|A0A8C2VUW7|A0A8C2VUW7_CHILA
OG0004674	sp|Q96PM9|Z385A_HUMAN	tr|A0A8C2VVK9|A0A8C2VVK9_CHILA
OG0004675	sp|Q15853|USF2_HUMAN	tr|A0A8C2VWM6|A0A8C2VWM6_CHILA
OG0004676	sp|Q969S0|S35B4_HUMAN	tr|A0A8C2VWZ2|A0A8C2VWZ2_CHILA
OG0004677	sp|Q6ZVX7|FBX50_HUMAN	tr|A0A8C2VZP3|A0A8C2VZP3_CHILA
