Orthogroup	Homo_sapiens	Ornithorhynchus_anatinus
OG0005408	sp|Q6QNY1|BL1S2_HUMAN	tr|A0A6I8PRR6|A0A6I8PRR6_ORNAN
OG0005409	sp|Q7Z3Z2|RD3_HUMAN	tr|A0A6I8NRN4|A0A6I8NRN4_ORNAN
OG0005410	sp|Q8NBM8|PCYXL_HUMAN	tr|F7FAU5|F7FAU5_ORNAN
OG0005411	sp|Q8NCE2|MTMRE_HUMAN	tr|F6PNL0|F6PNL0_ORNAN
OG0005412	sp|Q8TC41|RN217_HUMAN	tr|F7DIU6|F7DIU6_ORNAN
OG0005413	sp|Q8TDN6|BRX1_HUMAN	tr|F6Y6C9|F6Y6C9_ORNAN
OG0005414	sp|Q8WUJ0|STYX_HUMAN	tr|F7F2Q8|F7F2Q8_ORNAN
OG0005415	sp|Q8WUY8|NAT14_HUMAN	tr|A0A6I8P1T1|A0A6I8P1T1_ORNAN
OG0005416	sp|Q8WVT3|TPC12_HUMAN	tr|A0A6I8NZ12|A0A6I8NZ12_ORNAN
OG0005417	sp|Q8WXI9|P66B_HUMAN	tr|A0A6I8NSI3|A0A6I8NSI3_ORNAN
OG0005418	sp|Q92832|NELL1_HUMAN	tr|A0A6I8N5L0|A0A6I8N5L0_ORNAN
OG0005419	sp|Q96A98|TIP39_HUMAN	tr|A0A6I8P0M5|A0A6I8P0M5_ORNAN
OG0005420	sp|Q96BT7|ALKB8_HUMAN	tr|F6SFX6|F6SFX6_ORNAN
OG0005421	sp|Q96HR8|NAF1_HUMAN	tr|F6PG56|F6PG56_ORNAN
OG0005422	sp|Q96MI9|CBPC4_HUMAN	tr|A0A6I8NEK5|A0A6I8NEK5_ORNAN
OG0005423	sp|Q96SB8|SMC6_HUMAN	tr|A0A6I8NJ74|A0A6I8NJ74_ORNAN
OG0005424	sp|Q9BRP8|PYM1_HUMAN	tr|A0A6I8P967|A0A6I8P967_ORNAN
OG0005425	sp|Q9HB21|PKHA1_HUMAN	tr|F7E8B6|F7E8B6_ORNAN
OG0005426	sp|Q9NQ55|SSF1_HUMAN	tr|F7CSB7|F7CSB7_ORNAN
OG0005427	sp|Q9NTX5|ECHD1_HUMAN	tr|A0A6I8NCA2|A0A6I8NCA2_ORNAN
OG0005428	sp|Q9NVR7|TBCC1_HUMAN	tr|F6SLM3|F6SLM3_ORNAN
OG0005429	sp|Q9NXW9|ALKB4_HUMAN	tr|A0A6I8MYD8|A0A6I8MYD8_ORNAN
OG0005430	sp|Q9NYN1|RASLC_HUMAN	tr|A0A6I8P3E9|A0A6I8P3E9_ORNAN
OG0005431	sp|Q9NZD8|SPG21_HUMAN	tr|A0A6I8NHC7|A0A6I8NHC7_ORNAN
OG0005432	sp|Q9UDY2|ZO2_HUMAN	tr|A0A6I8NBI5|A0A6I8NBI5_ORNAN
OG0005433	sp|Q9UP79|ATS8_HUMAN	tr|F7FTW7|F7FTW7_ORNAN
OG0005434	sp|Q9Y2G0|EFR3B_HUMAN	tr|A0A6I8NX61|A0A6I8NX61_ORNAN
OG0005435	sp|Q9Y2X0|MED16_HUMAN	tr|A0A6I8NQQ8|A0A6I8NQQ8_ORNAN
OG0005436	sp|Q9Y547|IFT25_HUMAN	tr|A0A6I8MYZ5|A0A6I8MYZ5_ORNAN
OG0005437	sp|O00180|KCNK1_HUMAN	tr|F7AX66|F7AX66_ORNAN
OG0005438	sp|O15126|SCAM1_HUMAN	tr|A0A6I8PAT0|A0A6I8PAT0_ORNAN
OG0005439	sp|O15266|SHOX_HUMAN	tr|A0A6I8MXV0|A0A6I8MXV0_ORNAN
OG0005440	sp|O75386|TULP3_HUMAN	tr|F7DDG1|F7DDG1_ORNAN
OG0005441	sp|O75529|TAF5L_HUMAN	tr|A0A6I8MXW5|A0A6I8MXW5_ORNAN
OG0005442	sp|O95388|CCN4_HUMAN	tr|F6UH66|F6UH66_ORNAN
OG0005443	sp|O95727|CRTAM_HUMAN	tr|F7D5Q2|F7D5Q2_ORNAN
OG0005444	sp|P02730|B3AT_HUMAN	tr|F6SKS8|F6SKS8_ORNAN
OG0005445	sp|P04792|HSPB1_HUMAN	tr|A0A6I8N901|A0A6I8N901_ORNAN
OG0005446	sp|P09067|HXB5_HUMAN	tr|A0A6I8P890|A0A6I8P890_ORNAN
OG0005447	sp|P16930|FAAA_HUMAN	tr|A0A6I8P8B1|A0A6I8P8B1_ORNAN
OG0005448	sp|P31270|HXA11_HUMAN	tr|A0A6I8P3F5|A0A6I8P3F5_ORNAN
OG0005449	sp|P34130|NTF4_HUMAN	tr|A0A6I8N1R9|A0A6I8N1R9_ORNAN
OG0005450	sp|P38935|SMBP2_HUMAN	tr|A0A6I8NU52|A0A6I8NU52_ORNAN
OG0005451	sp|P40225|TPO_HUMAN	tr|A0A6I8NPF5|A0A6I8NPF5_ORNAN
OG0005452	sp|P51114|FXR1_HUMAN	tr|A0A6I8NCX6|A0A6I8NCX6_ORNAN
OG0005453	sp|P51610|HCFC1_HUMAN	tr|F6W3P2|F6W3P2_ORNAN
OG0005454	sp|P61009|SPCS3_HUMAN	tr|F7EWY2|F7EWY2_ORNAN
OG0005455	sp|P62861|RS30_HUMAN	tr|F7AVD7|F7AVD7_ORNAN
OG0005456	sp|Q00341|VIGLN_HUMAN	tr|F6T0U5|F6T0U5_ORNAN
OG0005457	sp|Q00872|MYPC1_HUMAN	tr|F6PYS3|F6PYS3_ORNAN
OG0005458	sp|Q06323|PSME1_HUMAN	tr|A0A6I8NG77|A0A6I8NG77_ORNAN
OG0005459	sp|Q13454|TUSC3_HUMAN	tr|F6WYU3|F6WYU3_ORNAN
OG0005460	sp|Q6GPH4|XAF1_HUMAN	tr|A0A6I8NJK6|A0A6I8NJK6_ORNAN
OG0005461	sp|Q6PL18|ATAD2_HUMAN	tr|F6WIB1|F6WIB1_ORNAN
OG0005462	sp|Q6R327|RICTR_HUMAN	tr|F6RPF0|F6RPF0_ORNAN
OG0005463	sp|Q7L8L6|FAKD5_HUMAN	tr|A0A6I8NZ07|A0A6I8NZ07_ORNAN
OG0005464	sp|Q7Z402|TMC7_HUMAN	tr|A0A6I8PJ25|A0A6I8PJ25_ORNAN
OG0005465	sp|Q86UE4|LYRIC_HUMAN	tr|F7DYQ7|F7DYQ7_ORNAN
OG0005466	sp|Q8NB12|SMYD1_HUMAN	tr|A0A6I8NNR5|A0A6I8NNR5_ORNAN
OG0005467	sp|Q8NG31|KNL1_HUMAN	tr|F7F0K9|F7F0K9_ORNAN
OG0005468	sp|Q92614|MY18A_HUMAN	tr|F7A3S6|F7A3S6_ORNAN
OG0005469	sp|Q96T49|PP16B_HUMAN	tr|A0A6I8NQP0|A0A6I8NQP0_ORNAN
OG0005470	sp|Q99519|NEUR1_HUMAN	tr|A0A6I8NGP9|A0A6I8NGP9_ORNAN
OG0005471	sp|Q9BZD2|S29A3_HUMAN	tr|A0A6I8NBT4|A0A6I8NBT4_ORNAN
OG0005472	sp|Q9H765|ASB8_HUMAN	tr|A0A6I8MXH6|A0A6I8MXH6_ORNAN
OG0005474	sp|Q9NNZ3|DNJC4_HUMAN	tr|A0A6I8NCM8|A0A6I8NCM8_ORNAN
OG0005475	sp|Q9NXN4|GDAP2_HUMAN	tr|A0A6I8NCJ6|A0A6I8NCJ6_ORNAN
OG0005476	sp|Q9NYK1|TLR7_HUMAN	tr|F7E123|F7E123_ORNAN
OG0005477	sp|Q9NZU0|FLRT3_HUMAN	tr|K7E9I9|K7E9I9_ORNAN
OG0005478	sp|Q9UL40|ZN346_HUMAN	tr|F6PHD8|F6PHD8_ORNAN
OG0005479	sp|Q9ULC8|ZDHC8_HUMAN	tr|A0A6I8NYH3|A0A6I8NYH3_ORNAN
OG0005480	sp|Q9ULG6|CCPG1_HUMAN	tr|F6R9F8|F6R9F8_ORNAN
OG0005481	sp|Q9UNH6|SNX7_HUMAN	tr|F7FDN6|F7FDN6_ORNAN
OG0005482	sp|Q9Y2Z0|SGT1_HUMAN	tr|F7C9T5|F7C9T5_ORNAN
OG0005483	sp|A8MVW5|HECA2_HUMAN	tr|F6Z8A8|F6Z8A8_ORNAN
OG0005484	sp|O00744|WN10B_HUMAN	tr|A0A6I8P8K7|A0A6I8P8K7_ORNAN
OG0005485	sp|O15116|LSM1_HUMAN	tr|A0A6I8NR29|A0A6I8NR29_ORNAN
OG0005486	sp|O15259|NPHP1_HUMAN	tr|A0A6I8NNB8|A0A6I8NNB8_ORNAN
OG0005487	sp|O60477|BRNP1_HUMAN	tr|F6PG64|F6PG64_ORNAN
OG0005488	sp|P01024|CO3_HUMAN	tr|A0A6I8P9L8|A0A6I8P9L8_ORNAN
OG0005489	sp|P09086|PO2F2_HUMAN	tr|A0A6I8NIX7|A0A6I8NIX7_ORNAN
OG0005490	sp|P17947|SPI1_HUMAN	tr|A0A6I8P710|A0A6I8P710_ORNAN
OG0005491	sp|P30740|ILEU_HUMAN	tr|A0A6I8P7T1|A0A6I8P7T1_ORNAN
OG0005492	sp|P33552|CKS2_HUMAN	tr|A0A6I8PG07|A0A6I8PG07_ORNAN
OG0005493	sp|P47897|SYQ_HUMAN	tr|F6VM76|F6VM76_ORNAN
OG0005494	sp|P47901|V1BR_HUMAN	tr|A0A6I8PKC3|A0A6I8PKC3_ORNAN
OG0005495	sp|P49069|CAMLG_HUMAN	tr|F7FEV4|F7FEV4_ORNAN
OG0005496	sp|P51511|MMP15_HUMAN	tr|F7F9P0|F7F9P0_ORNAN
OG0005497	sp|P55769|NH2L1_HUMAN	tr|F7GEU7|F7GEU7_ORNAN
OG0005498	sp|P98095|FBLN2_HUMAN	tr|F7FGP4|F7FGP4_ORNAN
OG0005499	sp|Q13608|PEX6_HUMAN	tr|F6PJR4|F6PJR4_ORNAN
OG0005500	sp|Q14919|NC2A_HUMAN	tr|A0A6I8N0P6|A0A6I8N0P6_ORNAN
OG0005501	sp|Q15554|TERF2_HUMAN	tr|A0A6I8PR17|A0A6I8PR17_ORNAN
OG0005502	sp|Q2M296|MTHSD_HUMAN	tr|F7D3U7|F7D3U7_ORNAN
OG0005503	sp|Q2QL34|MP17L_HUMAN	tr|A0A6I8NYT3|A0A6I8NYT3_ORNAN
OG0005504	sp|Q4FZB7|KMT5B_HUMAN	tr|A0A6I8NEE1|A0A6I8NEE1_ORNAN
OG0005505	sp|Q6FI81|CPIN1_HUMAN	tr|A0A6I8NT36|A0A6I8NT36_ORNAN
OG0005506	sp|Q6UXF1|TM108_HUMAN	tr|A0A6I8PHB3|A0A6I8PHB3_ORNAN
OG0005507	sp|Q6ZQY3|GADL1_HUMAN	tr|F6YQ89|F6YQ89_ORNAN
OG0005508	sp|Q7Z353|HDX_HUMAN	tr|A0A6I8NAH5|A0A6I8NAH5_ORNAN
OG0005509	sp|Q7Z699|SPRE1_HUMAN	tr|A0A6I8P2M8|A0A6I8P2M8_ORNAN
OG0005510	sp|Q8IVM0|CCD50_HUMAN	tr|A0A6I8N1K7|A0A6I8N1K7_ORNAN
OG0005511	sp|Q8IZD0|SAM14_HUMAN	tr|F7GF11|F7GF11_ORNAN
OG0005512	sp|Q8N7M0|DYLT5_HUMAN	tr|A0A6I8NJX7|A0A6I8NJX7_ORNAN
OG0005513	sp|Q8TB05|UBAD1_HUMAN	tr|A0A6I8P9Y1|A0A6I8P9Y1_ORNAN
OG0005514	sp|Q8WYP5|ELYS_HUMAN	tr|F6ZL82|F6ZL82_ORNAN
OG0005515	sp|Q92547|TOPB1_HUMAN	tr|F6X8F1|F6X8F1_ORNAN
OG0005516	sp|Q96ES6|MFSD3_HUMAN	tr|A0A6I8NAM4|A0A6I8NAM4_ORNAN
OG0005517	sp|Q96MR6|CFA57_HUMAN	tr|F6R7W5|F6R7W5_ORNAN
OG0005518	sp|Q96RN5|MED15_HUMAN	tr|F6PL34|F6PL34_ORNAN
OG0005519	sp|Q9BRY0|S39A3_HUMAN	tr|A0A6I8NXZ2|A0A6I8NXZ2_ORNAN
OG0005520	sp|Q9BT40|INP5K_HUMAN	tr|A0A6I8NY22|A0A6I8NY22_ORNAN
OG0005521	sp|Q9BXB1|LGR4_HUMAN	tr|A0A6I8NEC8|A0A6I8NEC8_ORNAN
OG0005522	sp|Q9H063|MAF1_HUMAN	tr|F7EHD1|F7EHD1_ORNAN
OG0005523	sp|Q9H079|KTBL1_HUMAN	tr|F7D0J0|F7D0J0_ORNAN
OG0005524	sp|Q9H4K7|MTG2_HUMAN	tr|A0A6I8PRB4|A0A6I8PRB4_ORNAN
OG0005525	sp|Q9NPD8|UBE2T_HUMAN	tr|A0A6I8NVW3|A0A6I8NVW3_ORNAN
OG0005526	sp|Q9NQZ5|STAR7_HUMAN	tr|F7A5A8|F7A5A8_ORNAN
OG0005527	sp|Q9NSD9|SYFB_HUMAN	tr|F6VWD4|F6VWD4_ORNAN
OG0005528	sp|Q9NWS6|F118A_HUMAN	tr|F6T7Y4|F6T7Y4_ORNAN
OG0005529	sp|Q9NY33|DPP3_HUMAN	tr|F6RCM4|F6RCM4_ORNAN
OG0005530	sp|Q9NYY8|FAKD2_HUMAN	tr|K7EBG1|K7EBG1_ORNAN
OG0005531	sp|Q9UHR6|ZNHI2_HUMAN	tr|A0A6I8NYC5|A0A6I8NYC5_ORNAN
OG0005532	sp|Q9UKP6|UR2R_HUMAN	tr|F6TJ59|F6TJ59_ORNAN
OG0005533	sp|Q9UL45|BL1S6_HUMAN	tr|A0A6I8PML6|A0A6I8PML6_ORNAN
OG0005534	sp|Q9ULH0|KDIS_HUMAN	tr|A0A6I8N0V2|A0A6I8N0V2_ORNAN
OG0005535	sp|Q9UPW0|FOXJ3_HUMAN	tr|F6ZUM7|F6ZUM7_ORNAN
OG0005536	sp|Q9Y4X4|KLF12_HUMAN	tr|F6QDZ2|F6QDZ2_ORNAN
OG0005537	sp|W5XKT8|SACA6_HUMAN	tr|A0A6I8NRE3|A0A6I8NRE3_ORNAN
OG0005538	sp|A1L4L8|PL8L1_HUMAN	tr|K7EH55|K7EH55_ORNAN
OG0005539	sp|A4D1B5|GSAP_HUMAN	tr|A0A6I8PQB5|A0A6I8PQB5_ORNAN
OG0005541	sp|C9JVW0|INAM1_HUMAN	tr|A0A6I8N559|A0A6I8N559_ORNAN
OG0005542	sp|O00273|DFFA_HUMAN	tr|F7AC71|F7AC71_ORNAN
OG0005543	sp|O15027|SC16A_HUMAN	tr|F7FTJ5|F7FTJ5_ORNAN
OG0005544	sp|O43448|KCAB3_HUMAN	tr|F7AU19|F7AU19_ORNAN
OG0005545	sp|P00167|CYB5_HUMAN	tr|A0A6I8MZV9|A0A6I8MZV9_ORNAN
OG0005546	sp|P00441|SODC_HUMAN	tr|A0A6I8NFT2|A0A6I8NFT2_ORNAN
OG0005547	sp|P01588|EPO_HUMAN	tr|A0A6I8NII3|A0A6I8NII3_ORNAN
OG0005548	sp|P13994|YJU2B_HUMAN	tr|F6YF99|F6YF99_ORNAN
OG0005549	sp|P20393|NR1D1_HUMAN	tr|A0A6I8NWR3|A0A6I8NWR3_ORNAN
OG0005550	sp|P60673|PROF3_HUMAN	tr|A0A6I8NLV1|A0A6I8NLV1_ORNAN
OG0005551	sp|P61968|LMO4_HUMAN	tr|A0A6I8N556|A0A6I8N556_ORNAN
OG0005552	sp|Q02809|PLOD1_HUMAN	tr|A0A6I8NQR2|A0A6I8NQR2_ORNAN
OG0005553	sp|Q05209|PTN12_HUMAN	tr|A0A6I8P1A5|A0A6I8P1A5_ORNAN
OG0005554	sp|Q08397|LOXL1_HUMAN	tr|F6RLS1|F6RLS1_ORNAN
OG0005555	sp|Q15743|OGR1_HUMAN	tr|F6U2E0|F6U2E0_ORNAN
OG0005556	sp|Q16531|DDB1_HUMAN	tr|F7FU40|F7FU40_ORNAN
OG0005557	sp|Q16644|MAPK3_HUMAN	tr|F7A6G2|F7A6G2_ORNAN
OG0005558	sp|Q4G0F5|VP26B_HUMAN	tr|A0A6I8P532|A0A6I8P532_ORNAN
OG0005559	sp|Q5T8P6|RBM26_HUMAN	tr|A0A6I8NP07|A0A6I8NP07_ORNAN
OG0005560	sp|Q5VZQ5|TEX36_HUMAN	tr|A0A6I8NR11|A0A6I8NR11_ORNAN
OG0005561	sp|Q63HM2|PCX4_HUMAN	tr|F6ZZ34|F6ZZ34_ORNAN
OG0005562	sp|Q7L591|DOK3_HUMAN	tr|A0A6I8PKU0|A0A6I8PKU0_ORNAN
OG0005563	sp|Q7Z333|SETX_HUMAN	tr|A0A6I8P7F5|A0A6I8P7F5_ORNAN
OG0005564	sp|Q7Z3E1|PARPT_HUMAN	tr|A0A6I8NQ50|A0A6I8NQ50_ORNAN
OG0005566	sp|Q86YN1|DOPP1_HUMAN	tr|A0A6I8NRD4|A0A6I8NRD4_ORNAN
OG0005567	sp|Q8N9N5|BANP_HUMAN	tr|A0A6I8NR60|A0A6I8NR60_ORNAN
OG0005568	sp|Q8NCP5|ZBT44_HUMAN	tr|A0A6I8PFX2|A0A6I8PFX2_ORNAN
OG0005569	sp|Q8TAX0|OSR1_HUMAN	tr|A0A6I8NAP0|A0A6I8NAP0_ORNAN
OG0005570	sp|Q8TER5|ARH40_HUMAN	tr|A0A6I8NZG2|A0A6I8NZG2_ORNAN
OG0005571	sp|Q92552|RT27_HUMAN	tr|A0A6I8NJP5|A0A6I8NJP5_ORNAN
OG0005572	sp|Q969F9|HPS3_HUMAN	tr|F6YWF3|F6YWF3_ORNAN
OG0005573	sp|Q96HA4|CA159_HUMAN	tr|F6ZQD9|F6ZQD9_ORNAN
OG0005574	sp|Q99527|GPER1_HUMAN	tr|F6TC29|F6TC29_ORNAN
OG0005575	sp|Q9C0K7|STRAB_HUMAN	tr|A0A6I8P2T0|A0A6I8P2T0_ORNAN
OG0005576	sp|Q9H1Y0|ATG5_HUMAN	tr|A0A6I8N7Z4|A0A6I8N7Z4_ORNAN
OG0005577	sp|Q9HCI7|MSL2_HUMAN	tr|A0A6I8P7T0|A0A6I8P7T0_ORNAN
OG0005578	sp|Q9HCS7|SYF1_HUMAN	tr|A0A6I8P5B1|A0A6I8P5B1_ORNAN
OG0005579	sp|Q9NPR2|SEM4B_HUMAN	tr|F7E631|F7E631_ORNAN
OG0005580	sp|Q9NRR6|INP5E_HUMAN	tr|K7EE20|K7EE20_ORNAN
OG0005581	sp|Q9NUL3|STAU2_HUMAN	tr|A0A6I8PL50|A0A6I8PL50_ORNAN
OG0005582	sp|Q9NZ42|PEN2_HUMAN	tr|A0A6I8NDX4|A0A6I8NDX4_ORNAN
OG0005583	sp|Q9UJG1|MSPD1_HUMAN	tr|A0A6I8P977|A0A6I8P977_ORNAN
OG0005584	sp|Q9UJV9|DDX41_HUMAN	tr|A0A6I8NQ89|A0A6I8NQ89_ORNAN
OG0005585	sp|Q9ULC0|MUCEN_HUMAN	tr|K7EHL1|K7EHL1_ORNAN
OG0005586	sp|Q9Y673|ALG5_HUMAN	tr|F6Y0V8|F6Y0V8_ORNAN
OG0005587	sp|Q9Y6P5|SESN1_HUMAN	tr|F6W2I5|F6W2I5_ORNAN
OG0005588	sp|A6NFX1|MFS2B_HUMAN	tr|F7C1Y4|F7C1Y4_ORNAN
OG0005589	sp|O00623|PEX12_HUMAN	tr|A0A6I8NVA7|A0A6I8NVA7_ORNAN
OG0005590	sp|O14978|ZN263_HUMAN	tr|A0A6I8N601|A0A6I8N601_ORNAN
OG0005591	sp|O15085|ARHGB_HUMAN	tr|A0A6I8NRF9|A0A6I8NRF9_ORNAN
OG0005592	sp|O15127|SCAM2_HUMAN	tr|A0A6I8MXE0|A0A6I8MXE0_ORNAN
OG0005593	sp|O43193|MTLR_HUMAN	tr|A0A6I8PH74|A0A6I8PH74_ORNAN
OG0005594	sp|O75970|MPDZ_HUMAN	tr|A0A6I8NKH8|A0A6I8NKH8_ORNAN
OG0005595	sp|P0DPB6|RPAC2_HUMAN	tr|F7CAQ3|F7CAQ3_ORNAN
OG0005596	sp|P12259|FA5_HUMAN	tr|F6XMV4|F6XMV4_ORNAN
OG0005597	sp|P43235|CATK_HUMAN	tr|F7DWC9|F7DWC9_ORNAN
OG0005598	sp|P48736|PK3CG_HUMAN	tr|A0A6I8PK17|A0A6I8PK17_ORNAN
OG0005599	sp|P52434|RPAB3_HUMAN	tr|A0A6I8N3L3|A0A6I8N3L3_ORNAN
OG0005600	sp|P56270|MAZ_HUMAN	tr|A0A6I8MZY3|A0A6I8MZY3_ORNAN
OG0005601	sp|P61011|SRP54_HUMAN	tr|A0A6I8PC12|A0A6I8PC12_ORNAN
OG0005602	sp|Q14432|PDE3A_HUMAN	tr|A0A6I8NMM6|A0A6I8NMM6_ORNAN
OG0005603	sp|Q15147|PLCB4_HUMAN	tr|F7GCE8|F7GCE8_ORNAN
OG0005604	sp|Q4G0J3|LARP7_HUMAN	tr|F7EIG0|F7EIG0_ORNAN
OG0005605	sp|Q4G112|HSF5_HUMAN	tr|F7CCM7|F7CCM7_ORNAN
OG0005606	sp|Q5JWR5|DOP1_HUMAN	tr|A0A6I8MXN0|A0A6I8MXN0_ORNAN
OG0005607	sp|Q5SRE5|NU188_HUMAN	tr|F6QM73|F6QM73_ORNAN
OG0005608	sp|Q5SV17|TM240_HUMAN	tr|A0A6I8P7W8|A0A6I8P7W8_ORNAN
OG0005609	sp|Q5T0W9|FA83B_HUMAN	tr|F7G0F7|F7G0F7_ORNAN
OG0005610	sp|Q5TA45|INT11_HUMAN	tr|F6RCX8|F6RCX8_ORNAN
OG0005611	sp|Q5VW32|BROX_HUMAN	tr|A0A6I8PGA8|A0A6I8PGA8_ORNAN
OG0005612	sp|Q5VWK5|IL23R_HUMAN	tr|F7C043|F7C043_ORNAN
OG0005613	sp|Q69YQ0|CYTSA_HUMAN	tr|A0A6I8NR75|A0A6I8NR75_ORNAN
OG0005614	sp|Q6GTS8|P20D1_HUMAN	tr|F6ZI18|F6ZI18_ORNAN
OG0005615	sp|Q6IQ20|NAPEP_HUMAN	tr|F6QMN6|F6QMN6_ORNAN
OG0005616	sp|Q6J4K2|NCLX_HUMAN	tr|A0A6I8N3R0|A0A6I8N3R0_ORNAN
OG0005617	sp|Q6Y288|B3GLT_HUMAN	tr|F7BZW9|F7BZW9_ORNAN
OG0005619	sp|Q7Z602|GP141_HUMAN	tr|A0A6I8N047|A0A6I8N047_ORNAN
OG0005620	sp|Q86XR5|PRIMA_HUMAN	tr|A0A6I8NND3|A0A6I8NND3_ORNAN
OG0005621	sp|Q8N3V7|SYNPO_HUMAN	tr|F6ZSU3|F6ZSU3_ORNAN
OG0005622	sp|Q8N4V2|SVOP_HUMAN	tr|F7G301|F7G301_ORNAN
OG0005623	sp|Q8TAF8|LHPL5_HUMAN	tr|A0A6I8MX43|A0A6I8MX43_ORNAN
OG0005624	sp|Q8WTR2|DUS19_HUMAN	tr|F6VLQ3|F6VLQ3_ORNAN
OG0005625	sp|Q92625|ANS1A_HUMAN	tr|A0A6I8PLY5|A0A6I8PLY5_ORNAN
OG0005626	sp|Q92665|RT31_HUMAN	tr|F6X1V1|F6X1V1_ORNAN
OG0005627	sp|Q96FN4|CPNE2_HUMAN	tr|A0A6I8MXR4|A0A6I8MXR4_ORNAN
OG0005628	sp|Q96GA7|SDSL_HUMAN	tr|A0A6I8P497|A0A6I8P497_ORNAN
OG0005629	sp|Q96IV0|NGLY1_HUMAN	tr|F7FGS1|F7FGS1_ORNAN
OG0005630	sp|Q96IZ7|RSRC1_HUMAN	tr|F6XU36|F6XU36_ORNAN
OG0005631	sp|Q96MP8|KCTD7_HUMAN	tr|A0A6I8MZ41|A0A6I8MZ41_ORNAN
OG0005632	sp|Q96NT5|PCFT_HUMAN	tr|F7CTF3|F7CTF3_ORNAN
OG0005633	sp|Q9BSH4|TACO1_HUMAN	tr|A0A6I8PE60|A0A6I8PE60_ORNAN
OG0005634	sp|Q9BVC6|TM109_HUMAN	tr|F6SUH3|F6SUH3_ORNAN
OG0005635	sp|Q9GZU1|MCLN1_HUMAN	tr|F6R835|F6R835_ORNAN
OG0005636	sp|Q9GZU3|TM39B_HUMAN	tr|A0A6I8P104|A0A6I8P104_ORNAN
OG0005637	sp|Q9H6K5|PRR36_HUMAN	tr|A0A6I8P7T5|A0A6I8P7T5_ORNAN
OG0005638	sp|Q9NU53|GINM1_HUMAN	tr|F7CCD6|F7CCD6_ORNAN
OG0005639	sp|Q9NY72|SCN3B_HUMAN	tr|F6PQ19|F6PQ19_ORNAN
OG0005640	sp|Q9NYL2|M3K20_HUMAN	tr|F7CBA7|F7CBA7_ORNAN
OG0005641	sp|Q9P021|CRIPT_HUMAN	tr|A0A6I8P2F6|A0A6I8P2F6_ORNAN
OG0005642	sp|Q9UID3|VPS51_HUMAN	tr|A0A6I8NQZ7|A0A6I8NQZ7_ORNAN
OG0005644	sp|Q9UL33|TPC2L_HUMAN	tr|A0A6I8PEP9|A0A6I8PEP9_ORNAN
OG0005645	sp|Q9Y2E8|SL9A8_HUMAN	tr|F6QB06|F6QB06_ORNAN
OG0005646	sp|Q9Y3M2|CBY1_HUMAN	tr|F6T9Z9|F6T9Z9_ORNAN
OG0005647	sp|A3KMH1|VWA8_HUMAN	tr|F7FVL3|F7FVL3_ORNAN
OG0005648	sp|A4FU01|MTMRB_HUMAN	tr|A0A6I8P030|A0A6I8P030_ORNAN
OG0005649	sp|A5YKK6|CNOT1_HUMAN	tr|F7FA02|F7FA02_ORNAN
OG0005650	sp|O43683|BUB1_HUMAN	tr|F7FTL8|F7FTL8_ORNAN
OG0005651	sp|O60678|ANM3_HUMAN	tr|A0A6I8PLP0|A0A6I8PLP0_ORNAN
OG0005653	sp|O75175|CNOT3_HUMAN	tr|A0A6I8MYU4|A0A6I8MYU4_ORNAN
OG0005654	sp|O75531|BAF_HUMAN	tr|A0A6I8PPJ0|A0A6I8PPJ0_ORNAN
OG0005655	sp|O76093|FGF18_HUMAN	tr|A0A6I8N330|A0A6I8N330_ORNAN
OG0005656	sp|O95684|CEP43_HUMAN	tr|A0A6I8P6K6|A0A6I8P6K6_ORNAN
OG0005657	sp|P01033|TIMP1_HUMAN	tr|A0A6I8P1B8|A0A6I8P1B8_ORNAN
OG0005658	sp|P06748|NPM_HUMAN	tr|F6YUB8|F6YUB8_ORNAN
OG0005659	sp|P08686|CP21A_HUMAN	tr|F6TFP9|F6TFP9_ORNAN
OG0005660	sp|P18848|ATF4_HUMAN	tr|F7CWP7|F7CWP7_ORNAN
OG0005661	sp|P23246|SFPQ_HUMAN	tr|A0A6I8NCQ7|A0A6I8NCQ7_ORNAN
OG0005662	sp|P23409|MYF6_HUMAN	tr|F7DJU2|F7DJU2_ORNAN
OG0005663	sp|P32245|MC4R_HUMAN	tr|F6ULZ4|F6ULZ4_ORNAN
OG0005664	sp|P37837|TALDO_HUMAN	tr|F7ETD5|F7ETD5_ORNAN
OG0005665	sp|P43246|MSH2_HUMAN	tr|F7FIJ9|F7FIJ9_ORNAN
OG0005666	sp|P51808|DYLT3_HUMAN	tr|F6QSD5|F6QSD5_ORNAN
OG0005667	sp|P55010|IF5_HUMAN	tr|F6WTA0|F6WTA0_ORNAN
OG0005668	sp|P56693|SOX10_HUMAN	tr|A0A6I8N737|A0A6I8N737_ORNAN
OG0005669	sp|P57071|PRD15_HUMAN	tr|F6VMG2|F6VMG2_ORNAN
OG0005670	sp|P98153|IDD_HUMAN	tr|A0A6I8NSW8|A0A6I8NSW8_ORNAN
OG0005671	sp|Q13224|NMDE2_HUMAN	tr|A0A6I8P641|A0A6I8P641_ORNAN
OG0005672	sp|Q13422|IKZF1_HUMAN	tr|A0A6I8NN59|A0A6I8NN59_ORNAN
OG0005673	sp|Q13424|SNTA1_HUMAN	tr|F6UMH5|F6UMH5_ORNAN
OG0005674	sp|Q14153|FA53B_HUMAN	tr|A0A6I8N9U1|A0A6I8N9U1_ORNAN
