Orthogroup	Homo_sapiens	Phascolarctos_cinereus
OG0006950	sp|Q9NPG1|FZD3_HUMAN	tr|A0A6P5KH91|A0A6P5KH91_PHACI
OG0006951	sp|Q9NQ79|CRAC1_HUMAN	tr|A0A6P5L2K8|A0A6P5L2K8_PHACI
OG0006952	sp|Q9NQQ7|S35C2_HUMAN	tr|A0A6P5IQA4|A0A6P5IQA4_PHACI
OG0006953	sp|Q9NR81|ARHG3_HUMAN	tr|A0A6P5IYS4|A0A6P5IYS4_PHACI
OG0006954	sp|Q9NRM6|I17RB_HUMAN	tr|A0A6P5IVX7|A0A6P5IVX7_PHACI
OG0006955	sp|Q9NV88|INT9_HUMAN	tr|A0A6P5KHI3|A0A6P5KHI3_PHACI
OG0006956	sp|Q9NWW7|CB042_HUMAN	tr|A0A6P5K7Q1|A0A6P5K7Q1_PHACI
OG0006957	sp|Q9P0V3|SH3B4_HUMAN	tr|A0A6P5J8E8|A0A6P5J8E8_PHACI
OG0006958	sp|Q9P2S6|ANKY1_HUMAN	tr|A0A6P5LVY7|A0A6P5LVY7_PHACI
OG0006959	sp|Q9UGB7|MIOX_HUMAN	tr|A0A6P5K022|A0A6P5K022_PHACI
OG0006960	sp|Q9UPN9|TRI33_HUMAN	tr|A0A6P5LIC4|A0A6P5LIC4_PHACI
OG0006961	sp|Q9UQV4|LAMP3_HUMAN	tr|A0A6P5JQD2|A0A6P5JQD2_PHACI
OG0006962	sp|Q9Y316|MEMO1_HUMAN	tr|A0A6P5JA73|A0A6P5JA73_PHACI
OG0006963	sp|Q9Y3Q4|HCN4_HUMAN	tr|A0A6P5KY98|A0A6P5KY98_PHACI
OG0006964	sp|Q9Y4H4|GPSM3_HUMAN	tr|A0A6P5J6J2|A0A6P5J6J2_PHACI
OG0006965	tr|A0A1B0GTJ6|A0A1B0GTJ6_HUMAN	tr|A0A6P5LNU2|A0A6P5LNU2_PHACI
OG0006966	sp|E5RJM6|ANR65_HUMAN	tr|A0A6P5JLH6|A0A6P5JLH6_PHACI
OG0006967	sp|O14525|ASTN1_HUMAN	tr|A0A6P5K426|A0A6P5K426_PHACI
OG0006968	sp|O14737|PDCD5_HUMAN	tr|A0A6P5K733|A0A6P5K733_PHACI
OG0006969	sp|O14828|SCAM3_HUMAN	tr|A0A6P5KNJ8|A0A6P5KNJ8_PHACI
OG0006970	sp|O14933|UB2L6_HUMAN	tr|A0A6P5J7A9|A0A6P5J7A9_PHACI
OG0006971	sp|O15040|TCPR2_HUMAN	tr|A0A6P5J6F7|A0A6P5J6F7_PHACI
OG0006972	sp|O15273|TELT_HUMAN	tr|A0A6P5L568|A0A6P5L568_PHACI
OG0006973	sp|O60266|ADCY3_HUMAN	tr|A0A6P5K4C5|A0A6P5K4C5_PHACI
OG0006974	sp|O60308|CE104_HUMAN	tr|A0A6P5J9N2|A0A6P5J9N2_PHACI
OG0006975	sp|O60487|MPZL2_HUMAN	tr|A0A6P5K642|A0A6P5K642_PHACI
OG0006976	sp|O75083|WDR1_HUMAN	tr|A0A6P5KS21|A0A6P5KS21_PHACI
OG0006977	sp|O75140|DEPD5_HUMAN	tr|A0A6P5L1R2|A0A6P5L1R2_PHACI
OG0006978	sp|O94776|MTA2_HUMAN	tr|A0A6P5IZS0|A0A6P5IZS0_PHACI
OG0006979	sp|O94903|PLPHP_HUMAN	tr|A0A6P5K8J5|A0A6P5K8J5_PHACI
OG0006980	sp|P01106|MYC_HUMAN	tr|A0A6P5L6T2|A0A6P5L6T2_PHACI
OG0006981	sp|P07585|PGS2_HUMAN	tr|A0A6P5LU77|A0A6P5LU77_PHACI
OG0006982	sp|P0C6A0|ZGLP1_HUMAN	tr|A0A6P5KX61|A0A6P5KX61_PHACI
OG0006983	sp|P13473|LAMP2_HUMAN	tr|A0A6P5JI52|A0A6P5JI52_PHACI
OG0006984	sp|P15153|RAC2_HUMAN	tr|A0A6P5JZ91|A0A6P5JZ91_PHACI
OG0006985	sp|P20941|PHOS_HUMAN	tr|A0A6P5K4Y7|A0A6P5K4Y7_PHACI
OG0006986	sp|P23975|SC6A2_HUMAN	tr|A0A6P5K7I5|A0A6P5K7I5_PHACI
OG0006987	sp|P25100|ADA1D_HUMAN	tr|A0A6P5LJT3|A0A6P5LJT3_PHACI
OG0006988	sp|P28340|DPOD1_HUMAN	tr|A0A6P5J8I1|A0A6P5J8I1_PHACI
OG0006989	sp|P29084|T2EB_HUMAN	tr|A0A6P5M702|A0A6P5M702_PHACI
OG0006990	sp|P42696|RBM34_HUMAN	tr|A0A6P5LH95|A0A6P5LH95_PHACI
OG0006991	sp|P55212|CASP6_HUMAN	tr|A0A6P5LKI8|A0A6P5LKI8_PHACI
OG0006992	sp|P62280|RS11_HUMAN	tr|A0A6P5LN32|A0A6P5LN32_PHACI
OG0006993	sp|Q05469|LIPS_HUMAN	tr|A0A6P5LKZ7|A0A6P5LKZ7_PHACI
OG0006994	sp|Q05932|FOLC_HUMAN	tr|A0A6P5IGE7|A0A6P5IGE7_PHACI
OG0006995	sp|Q14152|EIF3A_HUMAN	tr|A0A6P5KE88|A0A6P5KE88_PHACI
OG0006996	sp|Q14656|TM187_HUMAN	tr|A0A6P5JNW4|A0A6P5JNW4_PHACI
OG0006997	sp|Q14956|GPNMB_HUMAN	tr|A0A6P5KT68|A0A6P5KT68_PHACI
OG0006998	sp|Q15043|S39AE_HUMAN	tr|A0A6P5JB41|A0A6P5JB41_PHACI
OG0006999	sp|Q15836|VAMP3_HUMAN	tr|A0A6P5JAQ8|A0A6P5JAQ8_PHACI
OG0007000	sp|Q2KHT3|CL16A_HUMAN	tr|A0A6P5J1G3|A0A6P5J1G3_PHACI
OG0007001	sp|Q4AC94|C2CD3_HUMAN	tr|A0A6P5KLA2|A0A6P5KLA2_PHACI
OG0007002	sp|Q4J6C6|PPCEL_HUMAN	tr|A0A6P5LGA3|A0A6P5LGA3_PHACI
OG0007003	sp|Q5JTV8|TOIP1_HUMAN	tr|A0A6P5K3W3|A0A6P5K3W3_PHACI
OG0007004	sp|Q5TF21|SOGA3_HUMAN	tr|A0A6P5KB08|A0A6P5KB08_PHACI
OG0007005	sp|Q68J44|DUS29_HUMAN	tr|A0A6P5M0U6|A0A6P5M0U6_PHACI
OG0007006	sp|Q6VMQ6|MCAF1_HUMAN	tr|A0A6P5KVY9|A0A6P5KVY9_PHACI
OG0007007	sp|Q7L1V2|MON1B_HUMAN	tr|A0A6P5JDD6|A0A6P5JDD6_PHACI
OG0007008	sp|Q7L5Y9|MAEA_HUMAN	tr|A0A6P5KWG5|A0A6P5KWG5_PHACI
OG0007009	sp|Q86UB9|TM135_HUMAN	tr|A0A6P5KUJ4|A0A6P5KUJ4_PHACI
OG0007010	sp|Q8IYD9|LAS2_HUMAN	tr|A0A6P5KVF5|A0A6P5KVF5_PHACI
OG0007011	sp|Q8N3K9|CMYA5_HUMAN	tr|A0A6P5L7V2|A0A6P5L7V2_PHACI
OG0007012	sp|Q8N653|LZTR1_HUMAN	tr|A0A6P5L1L7|A0A6P5L1L7_PHACI
OG0007013	sp|Q8WYH8|ING5_HUMAN	tr|A0A6P5KGF7|A0A6P5KGF7_PHACI
OG0007014	sp|Q96D05|F241B_HUMAN	tr|A0A6P5J968|A0A6P5J968_PHACI
OG0007015	sp|Q96JY6|PDLI2_HUMAN	tr|A0A6P5JDE7|A0A6P5JDE7_PHACI
OG0007016	sp|Q96Q05|TPPC9_HUMAN	tr|A0A6P5IL45|A0A6P5IL45_PHACI
OG0007017	sp|Q9BWH2|FUND2_HUMAN	tr|A0A6P5JJF9|A0A6P5JJF9_PHACI
OG0007018	sp|Q9H2L5|RASF4_HUMAN	tr|A0A6P5KWE4|A0A6P5KWE4_PHACI
OG0007019	sp|Q9HC36|MRM3_HUMAN	tr|A0A6P5M270|A0A6P5M270_PHACI
OG0007020	sp|Q9HCN8|SDF2L_HUMAN	tr|A0A6P5L6H4|A0A6P5L6H4_PHACI
OG0007021	sp|Q9NW38|FANCL_HUMAN	tr|A0A6P5L0T4|A0A6P5L0T4_PHACI
OG0007022	sp|Q9NWM3|CUED1_HUMAN	tr|A0A6P5KRR7|A0A6P5KRR7_PHACI
OG0007023	sp|Q9NYI0|PSD3_HUMAN	tr|A0A6P5IT39|A0A6P5IT39_PHACI
OG0007024	sp|Q9NZJ7|MTCH1_HUMAN	tr|A0A6P5LHT7|A0A6P5LHT7_PHACI
OG0007025	sp|Q9UHA4|LTOR3_HUMAN	tr|A0A6P5KH62|A0A6P5KH62_PHACI
OG0007026	sp|Q9UL54|TAOK2_HUMAN	tr|A0A6P5LV10|A0A6P5LV10_PHACI
OG0007027	sp|Q9ULT6|ZNRF3_HUMAN	tr|A0A6P5L375|A0A6P5L375_PHACI
OG0007028	sp|Q9Y2Z2|MTO1_HUMAN	tr|A0A6P5LC36|A0A6P5LC36_PHACI
OG0007029	sp|Q9Y5J7|TIM9_HUMAN	tr|A0A6P5KC36|A0A6P5KC36_PHACI
OG0007030	sp|Q9Y6K8|KAD5_HUMAN	tr|A0A6P5IZ17|A0A6P5IZ17_PHACI
OG0007031	sp|O43313|ATMIN_HUMAN	tr|A0A6P5KY57|A0A6P5KY57_PHACI
OG0007032	sp|O75533|SF3B1_HUMAN	tr|A0A6P5KTM1|A0A6P5KTM1_PHACI
OG0007033	sp|O95158|NXPH4_HUMAN	tr|A0A6P5KMU2|A0A6P5KMU2_PHACI
OG0007034	sp|P08913|ADA2A_HUMAN	tr|A0A6P5KF90|A0A6P5KF90_PHACI
OG0007035	sp|P15882|CHIN_HUMAN	tr|A0A6P5KPJ5|A0A6P5KPJ5_PHACI
OG0007036	sp|P17302|CXA1_HUMAN	tr|A0A6P5KAW6|A0A6P5KAW6_PHACI
OG0007037	sp|P18827|SDC1_HUMAN	tr|A0A6P5IM96|A0A6P5IM96_PHACI
OG0007038	sp|P20645|MPRD_HUMAN	tr|A0A6P5KWZ1|A0A6P5KWZ1_PHACI
OG0007039	sp|P25205|MCM3_HUMAN	tr|A0A6P5KUQ2|A0A6P5KUQ2_PHACI
OG0007040	sp|P29965|CD40L_HUMAN	tr|A0A6P5IZ67|A0A6P5IZ67_PHACI
OG0007041	sp|P46060|RAGP1_HUMAN	tr|A0A6P5JZS4|A0A6P5JZS4_PHACI
OG0007042	sp|P51788|CLCN2_HUMAN	tr|A0A6P5LS97|A0A6P5LS97_PHACI
OG0007043	sp|P51813|BMX_HUMAN	tr|A0A6P5LX47|A0A6P5LX47_PHACI
OG0007044	sp|P54296|MYOM2_HUMAN	tr|A0A6P5J5P3|A0A6P5J5P3_PHACI
OG0007045	sp|P56177|DLX1_HUMAN	tr|A0A6P5KNL6|A0A6P5KNL6_PHACI
OG0007046	sp|P57738|TCTA_HUMAN	tr|A0A6P5L9L0|A0A6P5L9L0_PHACI
OG0007047	sp|Q01453|PMP22_HUMAN	tr|A0A6P5IM88|A0A6P5IM88_PHACI
OG0007048	sp|Q02930|CREB5_HUMAN	tr|A0A6P5KZX5|A0A6P5KZX5_PHACI
OG0007049	sp|Q03468|ERCC6_HUMAN	tr|A0A6P5L439|A0A6P5L439_PHACI
OG0007051	sp|Q16610|ECM1_HUMAN	tr|A0A6P5LV82|A0A6P5LV82_PHACI
OG0007052	sp|Q19AV6|ZSWM7_HUMAN	tr|A0A6P5LVW4|A0A6P5LVW4_PHACI
OG0007053	sp|Q3MJ16|PA24E_HUMAN	tr|A0A6P5M372|A0A6P5M372_PHACI
OG0007054	sp|Q5M775|CYTSB_HUMAN	tr|A0A6P5LZ40|A0A6P5LZ40_PHACI
OG0007055	sp|Q5MJ70|SPDYA_HUMAN	tr|A0A6P5K2G4|A0A6P5K2G4_PHACI
OG0007056	sp|Q6BEB4|SP5_HUMAN	tr|A0A6P5KLW8|A0A6P5KLW8_PHACI
OG0007057	sp|Q6ICB0|DESI1_HUMAN	tr|A0A6P5JZX2|A0A6P5JZX2_PHACI
OG0007058	sp|Q6KB66|K2C80_HUMAN	tr|A0A6P5IIV3|A0A6P5IIV3_PHACI
OG0007059	sp|Q6UUV7|CRTC3_HUMAN	tr|A0A6P5KWB0|A0A6P5KWB0_PHACI
OG0007060	sp|Q6ZNC4|ZN704_HUMAN	tr|A0A6P5JEQ0|A0A6P5JEQ0_PHACI
OG0007061	sp|Q6ZSS7|MFSD6_HUMAN	tr|A0A6P5KU40|A0A6P5KU40_PHACI
OG0007062	sp|Q7L8C5|SYT13_HUMAN	tr|A0A6P5M6F7|A0A6P5M6F7_PHACI
OG0007063	sp|Q7Z4G4|TRM11_HUMAN	tr|A0A6P5KD13|A0A6P5KD13_PHACI
OG0007064	sp|Q8IV01|SYT12_HUMAN	tr|A0A6P5IPG6|A0A6P5IPG6_PHACI
OG0007065	sp|Q8IY45|AMN1_HUMAN	tr|A0A6P5JDG5|A0A6P5JDG5_PHACI
OG0007066	sp|Q8IZ20|ZN683_HUMAN	tr|A0A6P5K0M5|A0A6P5K0M5_PHACI
OG0007067	sp|Q8N6V9|TEX9_HUMAN	tr|A0A6P5JUL1|A0A6P5JUL1_PHACI
OG0007068	sp|Q8N9M1|CS047_HUMAN	tr|A0A6P5JKG0|A0A6P5JKG0_PHACI
OG0007069	sp|Q8NBN7|RDH13_HUMAN	tr|A0A6P5LUC1|A0A6P5LUC1_PHACI
OG0007070	sp|Q8NCS4|TM35B_HUMAN	tr|A0A6P5K2B5|A0A6P5K2B5_PHACI
OG0007071	sp|Q8TB73|NDNF_HUMAN	tr|A0A6P5M690|A0A6P5M690_PHACI
OG0007072	sp|Q8TF46|DI3L1_HUMAN	tr|A0A6P5K0H2|A0A6P5K0H2_PHACI
OG0007073	sp|Q92985|IRF7_HUMAN	tr|A0A6P5JNX6|A0A6P5JNX6_PHACI
OG0007074	sp|Q969V4|TEKT1_HUMAN	tr|A0A6P5IDW3|A0A6P5IDW3_PHACI
OG0007075	sp|Q96I13|ABHD8_HUMAN	tr|A0A6P5ISA7|A0A6P5ISA7_PHACI
OG0007076	sp|Q99547|MPH6_HUMAN	tr|A0A6P5KRP7|A0A6P5KRP7_PHACI
OG0007077	sp|Q99575|POP1_HUMAN	tr|A0A6P5IRE6|A0A6P5IRE6_PHACI
OG0007078	sp|Q9BT81|SOX7_HUMAN	tr|A0A6P5KJE3|A0A6P5KJE3_PHACI
OG0007079	sp|Q9BU79|TM243_HUMAN	tr|A0A6P5LFE1|A0A6P5LFE1_PHACI
OG0007080	sp|Q9BUV0|RSRP1_HUMAN	tr|A0A6P5K1H4|A0A6P5K1H4_PHACI
OG0007081	sp|Q9C0D5|TANC1_HUMAN	tr|A0A6P5LWM6|A0A6P5LWM6_PHACI
OG0007082	sp|Q9GZT3|SLIRP_HUMAN	tr|A0A6P5KB66|A0A6P5KB66_PHACI
OG0007083	sp|Q9H336|CRLD1_HUMAN	tr|A0A6P5J063|A0A6P5J063_PHACI
OG0007084	sp|Q9H9E3|COG4_HUMAN	tr|A0A6P5IKC8|A0A6P5IKC8_PHACI
OG0007085	sp|Q9HCJ6|VAT1L_HUMAN	tr|A0A6P5INR7|A0A6P5INR7_PHACI
OG0007086	sp|Q9NPA0|EMC7_HUMAN	tr|A0A6P5L9I4|A0A6P5L9I4_PHACI
OG0007087	sp|Q9NXR8|ING3_HUMAN	tr|A0A6P5IJ28|A0A6P5IJ28_PHACI
OG0007088	sp|Q9P246|STIM2_HUMAN	tr|A0A6P5KSE0|A0A6P5KSE0_PHACI
OG0007089	sp|Q9UJY1|HSPB8_HUMAN	tr|A0A6P5LYQ4|A0A6P5LYQ4_PHACI
OG0007090	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|A0A6P5LSZ4|A0A6P5LSZ4_PHACI
OG0007091	sp|Q9UN86|G3BP2_HUMAN	tr|A0A6P5KI14|A0A6P5KI14_PHACI
OG0007092	sp|Q9Y4F5|C170B_HUMAN	tr|A0A6P5JLQ0|A0A6P5JLQ0_PHACI
OG0007093	sp|A4D1S5|RAB19_HUMAN	tr|A0A6P5L5Y9|A0A6P5L5Y9_PHACI
OG0007094	sp|A6ND36|FA83G_HUMAN	tr|A0A6P5LV72|A0A6P5LV72_PHACI
OG0007095	sp|A6NI56|CC154_HUMAN	tr|A0A6P5LV43|A0A6P5LV43_PHACI
OG0007096	sp|A6NIK2|LR10B_HUMAN	tr|A0A6P5IPM9|A0A6P5IPM9_PHACI
OG0007097	sp|O60234|GMFG_HUMAN	tr|A0A6P5JI40|A0A6P5JI40_PHACI
OG0007098	sp|O60337|MARH6_HUMAN	tr|A0A6P5LNR1|A0A6P5LNR1_PHACI
OG0007099	sp|P00749|UROK_HUMAN	tr|A0A6P5M0V1|A0A6P5M0V1_PHACI
OG0007100	sp|P14136|GFAP_HUMAN	tr|A0A6P5L969|A0A6P5L969_PHACI
OG0007101	sp|P17676|CEBPB_HUMAN	tr|A0A6P5K4C7|A0A6P5K4C7_PHACI
OG0007102	sp|P19823|ITIH2_HUMAN	tr|A0A6P5IEY5|A0A6P5IEY5_PHACI
OG0007103	sp|P34925|RYK_HUMAN	tr|A0A6P5KAB6|A0A6P5KAB6_PHACI
OG0007104	sp|P35318|ADML_HUMAN	tr|A0A6P5LMG7|A0A6P5LMG7_PHACI
OG0007105	sp|P43405|KSYK_HUMAN	tr|A0A6P5JV92|A0A6P5JV92_PHACI
OG0007106	sp|P49788|TIG1_HUMAN	tr|A0A6P5KJB1|A0A6P5KJB1_PHACI
OG0007107	sp|P62269|RS18_HUMAN	tr|A0A6P5LHB9|A0A6P5LHB9_PHACI
OG0007108	sp|P62917|RL8_HUMAN	tr|A0A6P5KWX5|A0A6P5KWX5_PHACI
OG0007109	sp|P67809|YBOX1_HUMAN	tr|A0A6P5K1V5|A0A6P5K1V5_PHACI
OG0007110	sp|Q08AD1|CAMP2_HUMAN	tr|A0A6P5LQH7|A0A6P5LQH7_PHACI
OG0007111	sp|Q12931|TRAP1_HUMAN	tr|A0A6P5KZ13|A0A6P5KZ13_PHACI
OG0007112	sp|Q13451|FKBP5_HUMAN	tr|A0A6P5LBD8|A0A6P5LBD8_PHACI
OG0007113	sp|Q13487|SNPC2_HUMAN	tr|A0A6P5JS12|A0A6P5JS12_PHACI
OG0007114	sp|Q15006|EMC2_HUMAN	tr|A0A6P5IXZ1|A0A6P5IXZ1_PHACI
OG0007115	sp|Q2WGJ9|FR1L6_HUMAN	tr|A0A6P5IPX2|A0A6P5IPX2_PHACI
OG0007116	sp|Q53GS7|GLE1_HUMAN	tr|A0A6P5IG67|A0A6P5IG67_PHACI
OG0007117	sp|Q5I0X4|CF226_HUMAN	tr|A0A6P5JGI2|A0A6P5JGI2_PHACI
OG0007118	sp|Q5T3F8|CSCL2_HUMAN	tr|A0A6P5KY52|A0A6P5KY52_PHACI
OG0007119	sp|Q6P387|CP046_HUMAN	tr|A0A6P5KRQ1|A0A6P5KRQ1_PHACI
OG0007120	sp|Q7Z7L7|ZER1_HUMAN	tr|A0A6P5IJ32|A0A6P5IJ32_PHACI
OG0007121	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A6P5IMI7|A0A6P5IMI7_PHACI
OG0007122	sp|Q8IXR9|CL056_HUMAN	tr|A0A6P5KJK7|A0A6P5KJK7_PHACI
OG0007123	sp|Q8N129|CNPY4_HUMAN	tr|A0A6P5JTW6|A0A6P5JTW6_PHACI
OG0007124	sp|Q8N271|PROM2_HUMAN	tr|A0A6P5KEL5|A0A6P5KEL5_PHACI
OG0007125	sp|Q8N468|MFD4A_HUMAN	tr|A0A6P5LJK8|A0A6P5LJK8_PHACI
OG0007126	sp|Q8N4Q1|MIA40_HUMAN	tr|A0A6P5JXX1|A0A6P5JXX1_PHACI
OG0007127	sp|Q8NHP6|MSPD2_HUMAN	tr|A0A6P5M4A8|A0A6P5M4A8_PHACI
OG0007128	sp|Q8NI60|COQ8A_HUMAN	tr|A0A6P5JY19|A0A6P5JY19_PHACI
OG0007129	sp|Q8TBB6|S7A14_HUMAN	tr|A0A6P5JP03|A0A6P5JP03_PHACI
OG0007130	sp|Q8TCX1|DC2L1_HUMAN	tr|A0A6P5LK84|A0A6P5LK84_PHACI
OG0007131	sp|Q8TEM1|PO210_HUMAN	tr|A0A6P5JU21|A0A6P5JU21_PHACI
OG0007132	sp|Q8WXH5|SOCS4_HUMAN	tr|A0A6P5KQ93|A0A6P5KQ93_PHACI
OG0007133	sp|Q92802|N42L2_HUMAN	tr|A0A6P5L555|A0A6P5L555_PHACI
OG0007134	sp|Q969Q6|P2R3C_HUMAN	tr|A0A6P5KSM2|A0A6P5KSM2_PHACI
OG0007135	sp|Q96KK3|KCNS1_HUMAN	tr|A0A6P5K4X6|A0A6P5K4X6_PHACI
OG0007136	sp|Q96Q45|TM237_HUMAN	tr|A0A6P5IZ53|A0A6P5IZ53_PHACI
OG0007137	sp|Q96S79|RSLAB_HUMAN	tr|A0A6P5LWJ1|A0A6P5LWJ1_PHACI
OG0007138	sp|Q99684|GFI1_HUMAN	tr|A0A6P5JJ15|A0A6P5JJ15_PHACI
OG0007139	sp|Q9BRK4|LZTS2_HUMAN	tr|A0A6P5IKQ3|A0A6P5IKQ3_PHACI
OG0007140	sp|Q9BV90|SNR25_HUMAN	tr|A0A6P5M1V8|A0A6P5M1V8_PHACI
OG0007141	sp|Q9H706|GARE1_HUMAN	tr|A0A6P5KXN9|A0A6P5KXN9_PHACI
OG0007142	sp|Q9HBG6|IF122_HUMAN	tr|A0A6P5JRL7|A0A6P5JRL7_PHACI
OG0007143	sp|Q9HBH0|RHOF_HUMAN	tr|A0A6P5IXN3|A0A6P5IXN3_PHACI
OG0007144	sp|Q9HCE0|EPG5_HUMAN	tr|A0A6P5K8W5|A0A6P5K8W5_PHACI
OG0007145	sp|Q9NRZ9|HELLS_HUMAN	tr|A0A6P5IM97|A0A6P5IM97_PHACI
OG0007146	sp|Q9NVP4|DZAN1_HUMAN	tr|A0A6P5K9N1|A0A6P5K9N1_PHACI
OG0007147	sp|Q9P0W8|SPAT7_HUMAN	tr|A0A6P5LJM4|A0A6P5LJM4_PHACI
OG0007148	sp|Q9UI15|TAGL3_HUMAN	tr|A0A6P5LZS3|A0A6P5LZS3_PHACI
OG0007149	sp|Q9ULL5|PRR12_HUMAN	tr|A0A6P5LTD1|A0A6P5LTD1_PHACI
OG0007150	sp|Q9Y2U8|MAN1_HUMAN	tr|A0A6P5KJL5|A0A6P5KJL5_PHACI
OG0007151	sp|Q9Y3B8|ORN_HUMAN	tr|A0A6P5KLQ0|A0A6P5KLQ0_PHACI
OG0007152	sp|Q9Y4Z2|NGN3_HUMAN	tr|A0A6P5JIA2|A0A6P5JIA2_PHACI
OG0007153	sp|Q9Y6Z7|COL10_HUMAN	tr|A0A6P5JAQ6|A0A6P5JAQ6_PHACI
OG0007154	sp|A8MPS7|YDJC_HUMAN	tr|A0A6P5L9M9|A0A6P5L9M9_PHACI
OG0007155	sp|O14562|UBFD1_HUMAN	tr|A0A6P5JJ29|A0A6P5JJ29_PHACI
OG0007156	sp|O14957|QCR10_HUMAN	tr|A0A6P5M1N6|A0A6P5M1N6_PHACI
OG0007157	sp|O14976|GAK_HUMAN	tr|A0A6P5LR56|A0A6P5LR56_PHACI
OG0007158	sp|O43763|TLX2_HUMAN	tr|A0A6P5LYJ0|A0A6P5LYJ0_PHACI
OG0007159	sp|O60287|NPA1P_HUMAN	tr|A0A6P5L436|A0A6P5L436_PHACI
OG0007160	sp|O94886|CSCL1_HUMAN	tr|A0A6P5JVV9|A0A6P5JVV9_PHACI
OG0007161	sp|O95843|GUC1C_HUMAN	tr|A0A6P5LBZ3|A0A6P5LBZ3_PHACI
OG0007162	sp|P01236|PRL_HUMAN	tr|A0A6P5KAV7|A0A6P5KAV7_PHACI
OG0007163	sp|P13598|ICAM2_HUMAN	tr|A0A6P5LP48|A0A6P5LP48_PHACI
OG0007164	sp|P20823|HNF1A_HUMAN	tr|A0A6P5M1T2|A0A6P5M1T2_PHACI
OG0007165	sp|P22676|CALB2_HUMAN	tr|A0A6P5IDH0|A0A6P5IDH0_PHACI
OG0007166	sp|P30411|BKRB2_HUMAN	tr|A0A6P5M077|A0A6P5M077_PHACI
OG0007167	sp|P37059|DHB2_HUMAN	tr|A0A6P5KRP3|A0A6P5KRP3_PHACI
OG0007168	sp|P49747|COMP_HUMAN	tr|A0A6P5M493|A0A6P5M493_PHACI
OG0007169	sp|P53618|COPB_HUMAN	tr|A0A6P5LR99|A0A6P5LR99_PHACI
OG0007170	sp|P56962|STX17_HUMAN	tr|A0A6P5KZ10|A0A6P5KZ10_PHACI
OG0007171	sp|P57737|CORO7_HUMAN	tr|A0A6P5KYS8|A0A6P5KYS8_PHACI
OG0007172	sp|P60006|APC15_HUMAN	tr|A0A6P5IR00|A0A6P5IR00_PHACI
OG0007173	sp|P78312|F193A_HUMAN	tr|A0A6P5KSP6|A0A6P5KSP6_PHACI
OG0007174	sp|Q02447|SP3_HUMAN	tr|A0A6P5KQW5|A0A6P5KQW5_PHACI
OG0007175	sp|Q13057|COASY_HUMAN	tr|A0A6P5JAZ6|A0A6P5JAZ6_PHACI
OG0007176	sp|Q13261|I15RA_HUMAN	tr|A0A6P5JE16|A0A6P5JE16_PHACI
OG0007177	sp|Q13601|KRR1_HUMAN	tr|A0A6P5J0Y9|A0A6P5J0Y9_PHACI
OG0007178	sp|Q13616|CUL1_HUMAN	tr|A0A6P5JFV5|A0A6P5JFV5_PHACI
OG0007179	sp|Q13886|KLF9_HUMAN	tr|A0A6P5LID1|A0A6P5LID1_PHACI
OG0007180	sp|Q149N8|SHPRH_HUMAN	tr|A0A6P5KB31|A0A6P5KB31_PHACI
OG0007181	sp|Q16763|UBE2S_HUMAN	tr|A0A6P5LSB2|A0A6P5LSB2_PHACI
OG0007182	sp|Q2LD37|K1109_HUMAN	tr|A0A6P5M770|A0A6P5M770_PHACI
OG0007183	sp|Q504U0|CD046_HUMAN	tr|A0A6P5KVA7|A0A6P5KVA7_PHACI
OG0007184	sp|Q5T2T1|MPP7_HUMAN	tr|A0A6P5KMH6|A0A6P5KMH6_PHACI
OG0007186	sp|Q6P1N9|TATD1_HUMAN	tr|A0A6P5IHP5|A0A6P5IHP5_PHACI
OG0007187	sp|Q6QEF8|CORO6_HUMAN	tr|A0A6P5I9J7|A0A6P5I9J7_PHACI
OG0007188	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A6P5KCB1|A0A6P5KCB1_PHACI
OG0007189	sp|Q7Z5G4|GOGA7_HUMAN	tr|A0A6P5IW82|A0A6P5IW82_PHACI
OG0007190	sp|Q86WC4|OSTM1_HUMAN	tr|A0A6P5LZ79|A0A6P5LZ79_PHACI
OG0007191	sp|Q86YM7|HOME1_HUMAN	tr|A0A6P5L7U7|A0A6P5L7U7_PHACI
OG0007192	sp|Q8N4U5|T11L2_HUMAN	tr|A0A6P5JZ31|A0A6P5JZ31_PHACI
OG0007193	sp|Q8N7L0|F216B_HUMAN	tr|A0A6P5J8A8|A0A6P5J8A8_PHACI
OG0007194	sp|Q8NCQ5|FBX15_HUMAN	tr|A0A6P5L4U7|A0A6P5L4U7_PHACI
OG0007195	sp|Q8NCW0|KREM2_HUMAN	tr|A0A6P5L6T0|A0A6P5L6T0_PHACI
OG0007196	sp|Q8WUN7|UBTD2_HUMAN	tr|A0A6P5KTC9|A0A6P5KTC9_PHACI
OG0007197	sp|Q92542|NICA_HUMAN	tr|A0A6P5JVR7|A0A6P5JVR7_PHACI
OG0007198	sp|Q92543|SNX19_HUMAN	tr|A0A6P5IL44|A0A6P5IL44_PHACI
OG0007199	sp|Q969E3|UCN3_HUMAN	tr|A0A6P5JE39|A0A6P5JE39_PHACI
OG0007200	sp|Q96D71|REPS1_HUMAN	tr|A0A6P5J525|A0A6P5J525_PHACI
