Orthogroup	Homo_sapiens	Pipistrellus_kuhlii
OG0004894	sp|Q13562|NDF1_HUMAN	tr|A0A7J7XWH5|A0A7J7XWH5_PIPKU
OG0004895	sp|Q14166|TTL12_HUMAN	tr|A0A7J7RDG4|A0A7J7RDG4_PIPKU
OG0004896	sp|Q15726|KISS1_HUMAN	tr|A0A7J7UTN1|A0A7J7UTN1_PIPKU
OG0004897	sp|Q16629|SRSF7_HUMAN	tr|A0A7J7VVW5|A0A7J7VVW5_PIPKU
OG0004898	sp|Q24JQ0|TM241_HUMAN	tr|A0A7J7RWQ6|A0A7J7RWQ6_PIPKU
OG0004899	sp|Q49B96|COX19_HUMAN	tr|A0A7J7QZF3|A0A7J7QZF3_PIPKU
OG0004900	sp|Q5HYW2|NHSL2_HUMAN	tr|A0A7J7SGA6|A0A7J7SGA6_PIPKU
OG0004901	sp|Q5T749|KPRP_HUMAN	tr|A0A7J7TVV8|A0A7J7TVV8_PIPKU
OG0004902	sp|Q5T8I3|F102B_HUMAN	tr|A0A7J7TVV1|A0A7J7TVV1_PIPKU
OG0004903	sp|Q5TFE4|NT5D1_HUMAN	tr|A0A7J7YMU3|A0A7J7YMU3_PIPKU
OG0004904	sp|Q6ZMZ0|RN19B_HUMAN	tr|A0A7J8AA45|A0A7J8AA45_PIPKU
OG0004905	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A7J7UH96|A0A7J7UH96_PIPKU
OG0004906	sp|Q7RTS9|DYM_HUMAN	tr|A0A7J7Y882|A0A7J7Y882_PIPKU
OG0004907	sp|Q7Z5Q5|DPOLN_HUMAN	tr|A0A7J7RW18|A0A7J7RW18_PIPKU
OG0004908	sp|Q86VZ6|JAZF1_HUMAN	tr|A0A7J7TPJ0|A0A7J7TPJ0_PIPKU
OG0004909	sp|Q86W56|PARG_HUMAN	tr|A0A7J7T0M8|A0A7J7T0M8_PIPKU
OG0004910	sp|Q86YL7|PDPN_HUMAN	tr|A0A7J8AA26|A0A7J8AA26_PIPKU
OG0004911	sp|Q8IYD8|FANCM_HUMAN	tr|A0A7J8B091|A0A7J8B091_PIPKU
OG0004912	sp|Q8N137|CNTRB_HUMAN	tr|A0A7J7TX96|A0A7J7TX96_PIPKU
OG0004913	sp|Q8N2H3|PYRD2_HUMAN	tr|A0A7J7VC75|A0A7J7VC75_PIPKU
OG0004914	sp|Q8N6T0|TO6BL_HUMAN	tr|A0A7J7RZQ5|A0A7J7RZQ5_PIPKU
OG0004915	sp|Q8TC76|F110B_HUMAN	tr|A0A7J7VMN9|A0A7J7VMN9_PIPKU
OG0004916	sp|Q92759|TF2H4_HUMAN	tr|A0A7J7QX36|A0A7J7QX36_PIPKU
OG0004917	sp|Q96CU9|FXRD1_HUMAN	tr|A0A7J7UG71|A0A7J7UG71_PIPKU
OG0004918	sp|Q96CW5|GCP3_HUMAN	tr|A0A7J7ZNM7|A0A7J7ZNM7_PIPKU
OG0004919	sp|Q96NL8|CF418_HUMAN	tr|A0A7J7VM91|A0A7J7VM91_PIPKU
OG0004920	sp|Q9BSH5|HDHD3_HUMAN	tr|A0A7J7W3C4|A0A7J7W3C4_PIPKU
OG0004921	sp|Q9BXD5|NPL_HUMAN	tr|A0A7J7UTU6|A0A7J7UTU6_PIPKU
OG0004922	sp|Q9BYV8|CEP41_HUMAN	tr|A0A7J7QTW8|A0A7J7QTW8_PIPKU
OG0004923	sp|Q9BZH6|WDR11_HUMAN	tr|A0A7J7RG99|A0A7J7RG99_PIPKU
OG0004924	sp|Q9H0C8|ILKAP_HUMAN	tr|A0A7J7XUN8|A0A7J7XUN8_PIPKU
OG0004925	sp|Q9H0R6|GATA_HUMAN	tr|A0A7J7YNM7|A0A7J7YNM7_PIPKU
OG0004926	sp|Q9H1C7|CYTM1_HUMAN	tr|A0A7J7X9T4|A0A7J7X9T4_PIPKU
OG0004927	sp|Q9H2P9|DPH5_HUMAN	tr|A0A7J7TVR1|A0A7J7TVR1_PIPKU
OG0004928	sp|Q9H6L5|RETR1_HUMAN	tr|A0A7J7YYA5|A0A7J7YYA5_PIPKU
OG0004929	sp|Q9H9L3|I20L2_HUMAN	tr|A0A7J7UT71|A0A7J7UT71_PIPKU
OG0004930	sp|Q9HC96|CAN10_HUMAN	tr|A0A7J7XUG9|A0A7J7XUG9_PIPKU
OG0004931	sp|Q9NVR2|INT10_HUMAN	tr|A0A7J7ZJ15|A0A7J7ZJ15_PIPKU
OG0004932	sp|Q9UBM1|PEMT_HUMAN	tr|A0A7J7TXR2|A0A7J7TXR2_PIPKU
OG0004933	sp|Q9UBZ4|APEX2_HUMAN	tr|A0A7J7S4V0|A0A7J7S4V0_PIPKU
OG0004934	sp|Q9UHH9|IP6K2_HUMAN	tr|A0A7J7WDN2|A0A7J7WDN2_PIPKU
OG0004935	sp|Q9UIF8|BAZ2B_HUMAN	tr|A0A7J7XTN3|A0A7J7XTN3_PIPKU
OG0004936	sp|Q9UJX3|APC7_HUMAN	tr|A0A7J7UF41|A0A7J7UF41_PIPKU
OG0004937	sp|Q9ULX6|AKP8L_HUMAN	tr|A0A7J7S418|A0A7J7S418_PIPKU
OG0004938	sp|Q9UPM6|LHX6_HUMAN	tr|A0A7J7W2W9|A0A7J7W2W9_PIPKU
OG0004939	sp|Q9UPU9|SMAG1_HUMAN	tr|A0A7J8B4J0|A0A7J8B4J0_PIPKU
OG0004940	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A7J7XWF5|A0A7J7XWF5_PIPKU
OG0004941	sp|A0A5F9ZHS7|NFILZ_HUMAN	tr|A0A7J7TB31|A0A7J7TB31_PIPKU
OG0004942	sp|A6NGR9|MROH6_HUMAN	tr|A0A7J7VNG5|A0A7J7VNG5_PIPKU
OG0004943	sp|D3W0D1|KLRF2_HUMAN	tr|A0A7J7ZJ22|A0A7J7ZJ22_PIPKU
OG0004944	sp|O15211|RGL2_HUMAN	tr|A0A7J7YND4|A0A7J7YND4_PIPKU
OG0004945	sp|O43414|ERI3_HUMAN	tr|A0A7J8A5W8|A0A7J8A5W8_PIPKU
OG0004946	sp|O75312|ZPR1_HUMAN	tr|A0A7J7X3E3|A0A7J7X3E3_PIPKU
OG0004947	sp|O94826|TOM70_HUMAN	tr|A0A7J8AC81|A0A7J8AC81_PIPKU
OG0004948	sp|P07237|PDIA1_HUMAN	tr|A0A7J7SF02|A0A7J7SF02_PIPKU
OG0004949	sp|P09669|COX6C_HUMAN	tr|A0A7J7VMM0|A0A7J7VMM0_PIPKU
OG0004950	sp|P15309|PPAP_HUMAN	tr|A0A7J7WBI3|A0A7J7WBI3_PIPKU
OG0004951	sp|P22914|CRYGS_HUMAN	tr|A0A7J8A5G2|A0A7J8A5G2_PIPKU
OG0004952	sp|P32754|HPPD_HUMAN	tr|A0A7J7UGB5|A0A7J7UGB5_PIPKU
OG0004953	sp|P50895|BCAM_HUMAN	tr|A0A7J7R8P2|A0A7J7R8P2_PIPKU
OG0004954	sp|P56817|BACE1_HUMAN	tr|A0A7J7WYN6|A0A7J7WYN6_PIPKU
OG0004955	sp|P60201|MYPR_HUMAN	tr|A0A7J7T1V4|A0A7J7T1V4_PIPKU
OG0004956	sp|Q07687|DLX2_HUMAN	tr|A0A7J7XTW5|A0A7J7XTW5_PIPKU
OG0004957	sp|Q10587|TEF_HUMAN	tr|A0A7J7ZN90|A0A7J7ZN90_PIPKU
OG0004958	sp|Q13099|IFT88_HUMAN	tr|A0A7J7ZIF1|A0A7J7ZIF1_PIPKU
OG0004959	sp|Q13190|STX5_HUMAN	tr|A0A7J7RTN8|A0A7J7RTN8_PIPKU
OG0004960	sp|Q14117|DPYS_HUMAN	tr|A0A7J7VME4|A0A7J7VME4_PIPKU
OG0004961	sp|Q1X8D7|LRC36_HUMAN	tr|A0A7J7V0U7|A0A7J7V0U7_PIPKU
OG0004962	sp|Q52MB2|CC184_HUMAN	tr|A0A7J7ZG82|A0A7J7ZG82_PIPKU
OG0004963	sp|Q5JTD0|TJAP1_HUMAN	tr|A0A7J7YPN2|A0A7J7YPN2_PIPKU
OG0004964	sp|Q5JU69|TOR2A_HUMAN	tr|A0A7J7S456|A0A7J7S456_PIPKU
OG0004965	sp|Q5NUL3|FFAR4_HUMAN	tr|A0A7J7VAY3|A0A7J7VAY3_PIPKU
OG0004966	sp|Q5U651|RAIN_HUMAN	tr|A0A7J7RCB8|A0A7J7RCB8_PIPKU
OG0004967	sp|Q5VVB8|TM244_HUMAN	tr|A0A7J7YPT9|A0A7J7YPT9_PIPKU
OG0004968	sp|Q5VWI1|TCRGL_HUMAN	tr|A0A7J7VD27|A0A7J7VD27_PIPKU
OG0004969	sp|Q6AI39|BICRL_HUMAN	tr|A0A7J7YL25|A0A7J7YL25_PIPKU
OG0004970	sp|Q6PI77|BHLH9_HUMAN	tr|A0A7J7V639|A0A7J7V639_PIPKU
OG0004971	sp|Q6UWD8|CP054_HUMAN	tr|A0A7J7S5M2|A0A7J7S5M2_PIPKU
OG0004972	sp|Q6WKZ4|RFIP1_HUMAN	tr|A0A7J7ZLZ5|A0A7J7ZLZ5_PIPKU
OG0004973	sp|Q6ZRK6|CCD73_HUMAN	tr|A0A7J7WZ57|A0A7J7WZ57_PIPKU
OG0004974	sp|Q86SG2|ANR23_HUMAN	tr|A0A7J7TKJ9|A0A7J7TKJ9_PIPKU
OG0004975	sp|Q86TJ2|TAD2B_HUMAN	tr|A0A7J8B511|A0A7J8B511_PIPKU
OG0004976	sp|Q86WK6|AMGO1_HUMAN	tr|A0A7J7TVJ7|A0A7J7TVJ7_PIPKU
OG0004977	sp|Q8IUW5|RELL1_HUMAN	tr|A0A7J8B4H2|A0A7J8B4H2_PIPKU
OG0004978	sp|Q8IZC6|CORA1_HUMAN	tr|A0A7J7SF70|A0A7J7SF70_PIPKU
OG0004979	sp|Q8N1G4|LRC47_HUMAN	tr|A0A7J7T0Y0|A0A7J7T0Y0_PIPKU
OG0004980	sp|Q8N6N7|ACBD7_HUMAN	tr|A0A7J8AWY9|A0A7J8AWY9_PIPKU
OG0004981	sp|Q8N6P7|I22R1_HUMAN	tr|A0A7J8A6Q0|A0A7J8A6Q0_PIPKU
OG0004982	sp|Q8N8Z6|DCBD1_HUMAN	tr|A0A7J7YLG0|A0A7J7YLG0_PIPKU
OG0004983	sp|Q8N9Y4|F181A_HUMAN	tr|A0A7J7SFS8|A0A7J7SFS8_PIPKU
OG0004984	sp|Q8NDV7|TNR6A_HUMAN	tr|A0A7J7T2N9|A0A7J7T2N9_PIPKU
OG0004985	sp|Q8NFZ8|CADM4_HUMAN	tr|A0A7J7R919|A0A7J7R919_PIPKU
OG0004986	sp|Q8TDF5|NETO1_HUMAN	tr|A0A7J7Y9N5|A0A7J7Y9N5_PIPKU
OG0004987	sp|Q92994|TF3B_HUMAN	tr|A0A7J7R2A4|A0A7J7R2A4_PIPKU
OG0004988	sp|Q93015|NAA80_HUMAN	tr|A0A7J7WEC7|A0A7J7WEC7_PIPKU
OG0004989	sp|Q969G6|RIFK_HUMAN	tr|A0A7J7W4I2|A0A7J7W4I2_PIPKU
OG0004990	sp|Q96E40|SACA9_HUMAN	tr|A0A7J7RM61|A0A7J7RM61_PIPKU
OG0004991	sp|Q96EV2|RBM33_HUMAN	tr|A0A7J7RA50|A0A7J7RA50_PIPKU
OG0004992	sp|Q96FF9|CDCA5_HUMAN	tr|A0A7J7R0W4|A0A7J7R0W4_PIPKU
OG0004993	sp|Q96FX7|TRM61_HUMAN	tr|A0A7J7R0X4|A0A7J7R0X4_PIPKU
OG0004994	sp|Q96I82|KAZD1_HUMAN	tr|A0A7J7VBA9|A0A7J7VBA9_PIPKU
OG0004995	sp|Q99986|VRK1_HUMAN	tr|A0A7J7RMT3|A0A7J7RMT3_PIPKU
OG0004996	sp|Q9BX73|TM2D2_HUMAN	tr|A0A7J7ZN37|A0A7J7ZN37_PIPKU
OG0004997	sp|Q9BYD9|ACTT3_HUMAN	tr|A0A7J8A472|A0A7J8A472_PIPKU
OG0004998	sp|Q9H2A7|CXL16_HUMAN	tr|A0A7J7TXA8|A0A7J7TXA8_PIPKU
OG0004999	sp|Q9H4I3|TRABD_HUMAN	tr|A0A7J7R3G3|A0A7J7R3G3_PIPKU
OG0005000	sp|Q9NNW5|WDR6_HUMAN	tr|A0A7J7WEY5|A0A7J7WEY5_PIPKU
OG0005001	sp|Q9NVE4|CCD87_HUMAN	tr|A0A7J7RZQ6|A0A7J7RZQ6_PIPKU
OG0005002	sp|Q9NX07|TSAP1_HUMAN	tr|A0A7J8ACI0|A0A7J8ACI0_PIPKU
OG0005003	sp|Q9UBX0|HESX1_HUMAN	tr|A0A7J7WCR6|A0A7J7WCR6_PIPKU
OG0005004	sp|Q9Y4D8|HECD4_HUMAN	tr|A0A7J7UG69|A0A7J7UG69_PIPKU
OG0005005	sp|Q9Y6Y9|LY96_HUMAN	tr|A0A7J7VND4|A0A7J7VND4_PIPKU
OG0005006	sp|A0A1B0GVG4|CC194_HUMAN	tr|A0A7J7S4C2|A0A7J7S4C2_PIPKU
OG0005007	sp|A2RUB6|CCD66_HUMAN	tr|A0A7J7WBY2|A0A7J7WBY2_PIPKU
OG0005008	sp|A4IF30|S35F4_HUMAN	tr|A0A7J8B5K9|A0A7J8B5K9_PIPKU
OG0005009	sp|A6NGE7|URAD_HUMAN	tr|A0A7J7ZPT7|A0A7J7ZPT7_PIPKU
OG0005010	sp|A8MYZ6|FOXO6_HUMAN	tr|A0A7J8A655|A0A7J8A655_PIPKU
OG0005011	sp|O15355|PPM1G_HUMAN	tr|A0A7J7VVY2|A0A7J7VVY2_PIPKU
OG0005012	sp|O60882|MMP20_HUMAN	tr|A0A7J7X0E3|A0A7J7X0E3_PIPKU
OG0005013	sp|O95168|NDUB4_HUMAN	tr|A0A7J8A9Y3|A0A7J8A9Y3_PIPKU
OG0005014	sp|O95841|ANGL1_HUMAN	tr|A0A7J7USA3|A0A7J7USA3_PIPKU
OG0005015	sp|P02765|FETUA_HUMAN	tr|A0A7J8A414|A0A7J8A414_PIPKU
OG0005016	sp|P12643|BMP2_HUMAN	tr|A0A7J7Y7T8|A0A7J7Y7T8_PIPKU
OG0005017	sp|P20265|PO3F2_HUMAN	tr|A0A7J7YN74|A0A7J7YN74_PIPKU
OG0005018	sp|P23378|GCSP_HUMAN	tr|A0A7J7W2N0|A0A7J7W2N0_PIPKU
OG0005019	sp|P35227|PCGF2_HUMAN	tr|A0A7J7SVV6|A0A7J7SVV6_PIPKU
OG0005020	sp|P46063|RECQ1_HUMAN	tr|A0A7J7ZLQ3|A0A7J7ZLQ3_PIPKU
OG0005021	sp|P48637|GSHB_HUMAN	tr|A0A7J7Y9I5|A0A7J7Y9I5_PIPKU
OG0005022	sp|P49591|SYSC_HUMAN	tr|A0A7J7TWJ2|A0A7J7TWJ2_PIPKU
OG0005023	sp|P60604|UB2G2_HUMAN	tr|A0A7J8ACW8|A0A7J8ACW8_PIPKU
OG0005024	sp|P62495|ERF1_HUMAN	tr|A0A7J7XAN1|A0A7J7XAN1_PIPKU
OG0005025	sp|P78508|KCJ10_HUMAN	tr|A0A7J7UTC0|A0A7J7UTC0_PIPKU
OG0005026	sp|Q13232|NDK3_HUMAN	tr|A0A7J7YXP6|A0A7J7YXP6_PIPKU
OG0005027	sp|Q13393|PLD1_HUMAN	tr|A0A7J8AA02|A0A7J8AA02_PIPKU
OG0005028	sp|Q14232|EI2BA_HUMAN	tr|A0A7J7RGB9|A0A7J7RGB9_PIPKU
OG0005029	sp|Q49MI3|CERKL_HUMAN	tr|A0A7J7XTZ3|A0A7J7XTZ3_PIPKU
OG0005030	sp|Q52LD8|RFTN2_HUMAN	tr|A0A7J7XW30|A0A7J7XW30_PIPKU
OG0005031	sp|Q5XUX1|FBXW9_HUMAN	tr|A0A7J7RHS1|A0A7J7RHS1_PIPKU
OG0005032	sp|Q66GS9|CP135_HUMAN	tr|A0A7J8AYB5|A0A7J8AYB5_PIPKU
OG0005033	sp|Q68CQ4|UTP25_HUMAN	tr|A0A7J7UV28|A0A7J7UV28_PIPKU
OG0005034	sp|Q6GPH6|IPIL1_HUMAN	tr|A0A7J7TLK2|A0A7J7TLK2_PIPKU
OG0005035	sp|Q6ZTR7|CBAR2_HUMAN	tr|A0A7J7UZT8|A0A7J7UZT8_PIPKU
OG0005036	sp|Q7Z6I6|RHG30_HUMAN	tr|A0A7J7QXN3|A0A7J7QXN3_PIPKU
OG0005037	sp|Q86UA6|RIP_HUMAN	tr|A0A7J7TXX2|A0A7J7TXX2_PIPKU
OG0005038	sp|Q86UD3|MARH3_HUMAN	tr|A0A7J7YX97|A0A7J7YX97_PIPKU
OG0005039	sp|Q8IV45|UN5CL_HUMAN	tr|A0A7J7YPE3|A0A7J7YPE3_PIPKU
OG0005040	sp|Q8IZE3|PACE1_HUMAN	tr|A0A7J7UUI2|A0A7J7UUI2_PIPKU
OG0005041	sp|Q8N8F7|LSME1_HUMAN	tr|A0A7J7TNG3|A0A7J7TNG3_PIPKU
OG0005042	sp|Q8TCC7|S22A8_HUMAN	tr|A0A7J7RTM8|A0A7J7RTM8_PIPKU
OG0005043	sp|Q8TDN1|KCNG4_HUMAN	tr|A0A7J7V0J5|A0A7J7V0J5_PIPKU
OG0005044	sp|Q92874|DNSL2_HUMAN	tr|A0A7J7YVY5|A0A7J7YVY5_PIPKU
OG0005045	sp|Q92882|OSTF1_HUMAN	tr|A0A7J7W3X7|A0A7J7W3X7_PIPKU
OG0005046	sp|Q96QB1|RHG07_HUMAN	tr|A0A7J7ZHA5|A0A7J7ZHA5_PIPKU
OG0005047	sp|Q99445|GML_HUMAN	tr|A0A7J7VMF1|A0A7J7VMF1_PIPKU
OG0005048	sp|Q9BRT2|UQCC2_HUMAN	tr|A0A7J7YPS6|A0A7J7YPS6_PIPKU
OG0005049	sp|Q9BRX5|PSF3_HUMAN	tr|A0A7J7UZX0|A0A7J7UZX0_PIPKU
OG0005050	sp|Q9BX63|FANCJ_HUMAN	tr|A0A7J7U7K6|A0A7J7U7K6_PIPKU
OG0005051	sp|Q9H0F7|ARL6_HUMAN	tr|A0A7J8A4K3|A0A7J8A4K3_PIPKU
OG0005052	sp|Q9H7P9|PKHG2_HUMAN	tr|A0A7J7SNL2|A0A7J7SNL2_PIPKU
OG0005053	sp|Q9NX04|CA109_HUMAN	tr|A0A7J8A503|A0A7J8A503_PIPKU
OG0005054	sp|Q9UBV8|PEF1_HUMAN	tr|A0A7J8AAD7|A0A7J8AAD7_PIPKU
OG0005055	sp|Q9UBZ9|REV1_HUMAN	tr|A0A7J7TL30|A0A7J7TL30_PIPKU
OG0005056	sp|Q9Y230|RUVB2_HUMAN	tr|A0A7J7RCC7|A0A7J7RCC7_PIPKU
OG0005057	sp|Q9Y2Q5|LTOR2_HUMAN	tr|A0A7J7UTP5|A0A7J7UTP5_PIPKU
OG0005058	sp|Q9Y305|ACOT9_HUMAN	tr|A0A7J7V5D9|A0A7J7V5D9_PIPKU
OG0005059	sp|A1A5C7|S22AN_HUMAN	tr|A0A7J8AB96|A0A7J8AB96_PIPKU
OG0005060	sp|A1E959|ODAM_HUMAN	tr|A0A7J8B2S8|A0A7J8B2S8_PIPKU
OG0005061	sp|B0YJ81|HACD1_HUMAN	tr|A0A7J8AZY9|A0A7J8AZY9_PIPKU
OG0005063	sp|E9PGG2|ANHX_HUMAN	tr|A0A7J7QY97|A0A7J7QY97_PIPKU
OG0005064	sp|O00291|HIP1_HUMAN	tr|A0A7J7YWB2|A0A7J7YWB2_PIPKU
OG0005065	sp|O00559|RCAS1_HUMAN	tr|A0A7J7VM67|A0A7J7VM67_PIPKU
OG0005066	sp|O60894|RAMP1_HUMAN	tr|A0A7J7XVR4|A0A7J7XVR4_PIPKU
OG0005067	sp|O95153|RIMB1_HUMAN	tr|A0A7J7TLC7|A0A7J7TLC7_PIPKU
OG0005068	sp|O95544|NADK_HUMAN	tr|A0A7J7T1I2|A0A7J7T1I2_PIPKU
OG0005069	sp|O95571|ETHE1_HUMAN	tr|A0A7J7R8V8|A0A7J7R8V8_PIPKU
OG0005070	sp|P01225|FSHB_HUMAN	tr|A0A7J7WZH1|A0A7J7WZH1_PIPKU
OG0005071	sp|P04628|WNT1_HUMAN	tr|A0A7J7ZPJ6|A0A7J7ZPJ6_PIPKU
OG0005072	sp|P13942|COBA2_HUMAN	tr|A0A7J7YLC7|A0A7J7YLC7_PIPKU
OG0005073	sp|P14868|SYDC_HUMAN	tr|A0A7J7XU87|A0A7J7XU87_PIPKU
OG0005074	sp|P23284|PPIB_HUMAN	tr|A0A7J8B4P8|A0A7J8B4P8_PIPKU
OG0005075	sp|P25311|ZA2G_HUMAN	tr|A0A7J7YVX8|A0A7J7YVX8_PIPKU
OG0005076	sp|P35716|SOX11_HUMAN	tr|A0A7J7R2G3|A0A7J7R2G3_PIPKU
OG0005077	sp|P46092|CCR10_HUMAN	tr|A0A7J7U7J7|A0A7J7U7J7_PIPKU
OG0005078	sp|P54687|BCAT1_HUMAN	tr|A0A7J7ZFU5|A0A7J7ZFU5_PIPKU
OG0005079	sp|P55318|FOXA3_HUMAN	tr|A0A7J7S0F4|A0A7J7S0F4_PIPKU
OG0005080	sp|P62854|RS26_HUMAN	tr|A0A7J7ZM63|A0A7J7ZM63_PIPKU
OG0005081	sp|P81408|EREP3_HUMAN	tr|A0A7J7UT87|A0A7J7UT87_PIPKU
OG0005082	sp|Q0P670|SPEM2_HUMAN	tr|A0A7J7TY86|A0A7J7TY86_PIPKU
OG0005083	sp|Q14807|KIF22_HUMAN	tr|A0A7J7S5M0|A0A7J7S5M0_PIPKU
OG0005084	sp|Q15428|SF3A2_HUMAN	tr|A0A7J7XCH2|A0A7J7XCH2_PIPKU
OG0005085	sp|Q15555|MARE2_HUMAN	tr|A0A7J7Y9D8|A0A7J7Y9D8_PIPKU
OG0005086	sp|Q3SXY7|LRIT3_HUMAN	tr|A0A7J8B223|A0A7J8B223_PIPKU
OG0005087	sp|Q5RHP9|ERIC3_HUMAN	tr|A0A7J8A6X4|A0A7J8A6X4_PIPKU
OG0005088	sp|Q5TEU4|NDUF5_HUMAN	tr|A0A7J7YB13|A0A7J7YB13_PIPKU
OG0005089	sp|Q5VXT5|SYPL2_HUMAN	tr|A0A7J7TWN5|A0A7J7TWN5_PIPKU
OG0005090	sp|Q66K41|Z385C_HUMAN	tr|A0A7J7U928|A0A7J7U928_PIPKU
OG0005091	sp|Q6P4H8|ACKMT_HUMAN	tr|A0A7J7YV55|A0A7J7YV55_PIPKU
OG0005092	sp|Q6PK18|OGFD3_HUMAN	tr|A0A7J7SES2|A0A7J7SES2_PIPKU
OG0005093	sp|Q8IVL5|P3H2_HUMAN	tr|A0A7J8AAS3|A0A7J8AAS3_PIPKU
OG0005094	sp|Q8N434|SVOPL_HUMAN	tr|A0A7J7WMC7|A0A7J7WMC7_PIPKU
OG0005095	sp|Q8N474|SFRP1_HUMAN	tr|A0A7J7ZLY0|A0A7J7ZLY0_PIPKU
OG0005096	sp|Q8N4S7|PAQR4_HUMAN	tr|A0A7J7YZD2|A0A7J7YZD2_PIPKU
OG0005097	sp|Q8N6D5|ANR29_HUMAN	tr|A0A7J7Y795|A0A7J7Y795_PIPKU
OG0005098	sp|Q8TCT8|SPP2A_HUMAN	tr|A0A7J8B5H6|A0A7J8B5H6_PIPKU
OG0005099	sp|Q8TF66|LRC15_HUMAN	tr|A0A7J8A910|A0A7J8A910_PIPKU
OG0005100	sp|Q8WZA9|IRGQ_HUMAN	tr|A0A7J7R8Y5|A0A7J7R8Y5_PIPKU
OG0005101	sp|Q92187|SIA8D_HUMAN	tr|A0A7J7YZU6|A0A7J7YZU6_PIPKU
OG0005102	sp|Q92834|RPGR_HUMAN	tr|A0A7J7QTL1|A0A7J7QTL1_PIPKU
OG0005103	sp|Q96DR4|STAR4_HUMAN	tr|A0A7J7YYT4|A0A7J7YYT4_PIPKU
OG0005104	sp|Q96PM5|ZN363_HUMAN	tr|A0A7J8B3V4|A0A7J8B3V4_PIPKU
OG0005105	sp|Q9BUE0|MED18_HUMAN	tr|A0A7J8A8V8|A0A7J8A8V8_PIPKU
OG0005106	sp|Q9BYW1|GTR11_HUMAN	tr|A0A7J7UHH9|A0A7J7UHH9_PIPKU
OG0005107	sp|Q9H228|S1PR5_HUMAN	tr|A0A7J7TBE4|A0A7J7TBE4_PIPKU
OG0005108	sp|Q9NPF0|CD320_HUMAN	tr|A0A7J7U9K7|A0A7J7U9K7_PIPKU
OG0005109	sp|Q9NQG6|MID51_HUMAN	tr|A0A7J7ZKA7|A0A7J7ZKA7_PIPKU
OG0005110	sp|Q9NQT4|EXOS5_HUMAN	tr|A0A7J7SNH3|A0A7J7SNH3_PIPKU
OG0005111	sp|Q9NRA1|PDGFC_HUMAN	tr|A0A7J7XBX3|A0A7J7XBX3_PIPKU
OG0005112	sp|Q9UBP9|GULP1_HUMAN	tr|A0A7J7REG0|A0A7J7REG0_PIPKU
OG0005113	sp|Q9UGM6|SYWM_HUMAN	tr|A0A7J7TWP8|A0A7J7TWP8_PIPKU
OG0005114	sp|Q9ULX5|RN112_HUMAN	tr|A0A7J7TY22|A0A7J7TY22_PIPKU
OG0005115	sp|Q9Y2R9|RT07_HUMAN	tr|A0A7J7SFB3|A0A7J7SFB3_PIPKU
OG0005116	sp|Q9Y6M9|NDUB9_HUMAN	tr|A0A7J7VMR7|A0A7J7VMR7_PIPKU
OG0005117	sp|A4D1E9|GTPBA_HUMAN	tr|A0A7J7WKZ1|A0A7J7WKZ1_PIPKU
OG0005118	sp|A6NNN8|S38A8_HUMAN	tr|A0A7J7V1K5|A0A7J7V1K5_PIPKU
OG0005120	sp|O00764|PDXK_HUMAN	tr|A0A7J8A9W2|A0A7J8A9W2_PIPKU
OG0005121	sp|O15068|MCF2L_HUMAN	tr|A0A7J7ZJR2|A0A7J7ZJR2_PIPKU
OG0005122	sp|O60268|K0513_HUMAN	tr|A0A7J7V050|A0A7J7V050_PIPKU
OG0005123	sp|O75251|NDUS7_HUMAN	tr|A0A7J7XBJ6|A0A7J7XBJ6_PIPKU
OG0005124	sp|O75783|RHBL1_HUMAN	tr|A0A7J7T2J9|A0A7J7T2J9_PIPKU
OG0005125	sp|P01732|CD8A_HUMAN	tr|A0A7J7VUC0|A0A7J7VUC0_PIPKU
OG0005126	sp|P0DJG4|THEGL_HUMAN	tr|A0A7J8B6P4|A0A7J8B6P4_PIPKU
OG0005127	sp|P11047|LAMC1_HUMAN	tr|A0A7J7UTP0|A0A7J7UTP0_PIPKU
OG0005128	sp|P11150|LIPC_HUMAN	tr|A0A7J8B183|A0A7J8B183_PIPKU
OG0005129	sp|P16989|YBOX3_HUMAN	tr|A0A7J7ZPL3|A0A7J7ZPL3_PIPKU
OG0005130	sp|P22674|CCNO_HUMAN	tr|A0A7J7YWT0|A0A7J7YWT0_PIPKU
OG0005131	sp|P25789|PSA4_HUMAN	tr|A0A7J7S5D2|A0A7J7S5D2_PIPKU
OG0005132	sp|P49638|TTPA_HUMAN	tr|A0A7J7VNP9|A0A7J7VNP9_PIPKU
OG0005133	sp|P53680|AP2S1_HUMAN	tr|A0A7J7S0B6|A0A7J7S0B6_PIPKU
OG0005134	sp|P60606|CTXN1_HUMAN	tr|A0A7J7U9J6|A0A7J7U9J6_PIPKU
OG0005135	sp|Q04912|RON_HUMAN	tr|A0A7J7WDT6|A0A7J7WDT6_PIPKU
OG0005136	sp|Q0ZGT2|NEXN_HUMAN	tr|A0A7J8A9G1|A0A7J8A9G1_PIPKU
OG0005137	sp|Q13277|STX3_HUMAN	tr|A0A7J7X2W6|A0A7J7X2W6_PIPKU
OG0005138	sp|Q13627|DYR1A_HUMAN	tr|A0A7J8A5J8|A0A7J8A5J8_PIPKU
