Orthogroup	Homo_sapiens	Phyllostomus_discolor
OG0005829	sp|P56199|ITA1_HUMAN	tr|A0A6J2MP32|A0A6J2MP32_9CHIR
OG0005830	sp|P56749|CLD12_HUMAN	tr|A0A6J2MQA5|A0A6J2MQA5_9CHIR
OG0005831	sp|Q04844|ACHE_HUMAN	tr|A0A6J2NJ73|A0A6J2NJ73_9CHIR
OG0005832	sp|Q07973|CP24A_HUMAN	tr|A0A6J2MKR4|A0A6J2MKR4_9CHIR
OG0005833	sp|Q12905|ILF2_HUMAN	tr|A0A6J2KTD5|A0A6J2KTD5_9CHIR
OG0005834	sp|Q14739|LBR_HUMAN	tr|A0A6J2NB39|A0A6J2NB39_9CHIR
OG0005835	sp|Q14973|NTCP_HUMAN	tr|A0A6J2L977|A0A6J2L977_9CHIR
OG0005836	sp|Q15013|MD2BP_HUMAN	tr|A0A6J2LGL6|A0A6J2LGL6_9CHIR
OG0005837	sp|Q16769|QPCT_HUMAN	tr|A0A6J2M287|A0A6J2M287_9CHIR
OG0005838	sp|Q58WW2|DCAF6_HUMAN	tr|A0A7E6CY13|A0A7E6CY13_9CHIR
OG0005839	sp|Q5ZPR3|CD276_HUMAN	tr|A0A7E6DYC8|A0A7E6DYC8_9CHIR
OG0005840	sp|Q6P3W2|DJC24_HUMAN	tr|A0A6J2LYC3|A0A6J2LYC3_9CHIR
OG0005841	sp|Q6PI47|KCD18_HUMAN	tr|A0A7E6DIV4|A0A7E6DIV4_9CHIR
OG0005842	sp|Q6PKG0|LARP1_HUMAN	tr|A0A6J2N1Y4|A0A6J2N1Y4_9CHIR
OG0005843	sp|Q6UVY6|MOXD1_HUMAN	tr|A0A6J2LCK2|A0A6J2LCK2_9CHIR
OG0005844	sp|Q6ZN04|MEX3B_HUMAN	tr|A0A6J2KXK3|A0A6J2KXK3_9CHIR
OG0005845	sp|Q70HW3|SAMC_HUMAN	tr|A0A6J2M9F7|A0A6J2M9F7_9CHIR
OG0005846	sp|Q86UA1|PRP39_HUMAN	tr|A0A6J2L8M4|A0A6J2L8M4_9CHIR
OG0005847	sp|Q86X95|CIR1_HUMAN	tr|A0A6J2LEB4|A0A6J2LEB4_9CHIR
OG0005848	sp|Q8IZK6|MCLN2_HUMAN	tr|A0A7E6DSW9|A0A7E6DSW9_9CHIR
OG0005849	sp|Q8N9H8|MUT7_HUMAN	tr|A0A7E6D9Z5|A0A7E6D9Z5_9CHIR
OG0005850	sp|Q8N9T8|KRI1_HUMAN	tr|A0A6J2M745|A0A6J2M745_9CHIR
OG0005851	sp|Q8TAA5|GRPE2_HUMAN	tr|A0A6J2N3R7|A0A6J2N3R7_9CHIR
OG0005852	sp|Q8WUB8|PHF10_HUMAN	tr|A0A6J2KX56|A0A6J2KX56_9CHIR
OG0005853	sp|Q8WWN8|ARAP3_HUMAN	tr|A0A6J2MZL3|A0A6J2MZL3_9CHIR
OG0005854	sp|Q969H6|POP5_HUMAN	tr|A0A7E6CTU0|A0A7E6CTU0_9CHIR
OG0005855	sp|Q969Q1|TRI63_HUMAN	tr|A0A6J2LSE2|A0A6J2LSE2_9CHIR
OG0005856	sp|Q96DT0|LEG12_HUMAN	tr|A0A6J2M0C9|A0A6J2M0C9_9CHIR
OG0005857	sp|Q96EP5|DAZP1_HUMAN	tr|A0A6J2MBY9|A0A6J2MBY9_9CHIR
OG0005858	sp|Q96HE9|PRR11_HUMAN	tr|A0A7E6EDT4|A0A7E6EDT4_9CHIR
OG0005859	sp|Q96QI5|HS3S6_HUMAN	tr|A0A6J2MMG4|A0A6J2MMG4_9CHIR
OG0005860	sp|Q99704|DOK1_HUMAN	tr|A0A6J2M063|A0A6J2M063_9CHIR
OG0005861	sp|Q9BQN1|FA83C_HUMAN	tr|A0A6J2ML77|A0A6J2ML77_9CHIR
OG0005862	sp|Q9BRH9|ZN251_HUMAN	tr|A0A7E6E885|A0A7E6E885_9CHIR
OG0005863	sp|Q9BS18|APC13_HUMAN	tr|A0A6J2M7E1|A0A6J2M7E1_9CHIR
OG0005864	sp|Q9BUN5|CC28B_HUMAN	tr|A0A6J2LJX2|A0A6J2LJX2_9CHIR
OG0005865	sp|Q9BY08|EBPL_HUMAN	tr|A0A6J2LUF2|A0A6J2LUF2_9CHIR
OG0005866	sp|Q9BYG3|MK67I_HUMAN	tr|A0A7E6DKD9|A0A7E6DKD9_9CHIR
OG0005867	sp|Q9BYI3|HYCCI_HUMAN	tr|A0A6J2MUW3|A0A6J2MUW3_9CHIR
OG0005868	sp|Q9C0C9|UBE2O_HUMAN	tr|A0A6J2M9V7|A0A6J2M9V7_9CHIR
OG0005869	sp|Q9HAC7|SUCHY_HUMAN	tr|A0A6J2MQQ7|A0A6J2MQQ7_9CHIR
OG0005870	sp|Q9NUL5|SHFL_HUMAN	tr|A0A6J2M8W0|A0A6J2M8W0_9CHIR
OG0005871	sp|Q9NZH0|GPC5B_HUMAN	tr|A0A7E6DE71|A0A7E6DE71_9CHIR
OG0005872	sp|Q9P2J5|SYLC_HUMAN	tr|A0A7E6CU17|A0A7E6CU17_9CHIR
OG0005873	sp|Q9UBI9|HDC_HUMAN	tr|A0A6J2LEX2|A0A6J2LEX2_9CHIR
OG0005874	sp|Q9UBN1|CCG4_HUMAN	tr|A0A6J2M9D2|A0A6J2M9D2_9CHIR
OG0005875	sp|Q9UPN6|SCAF8_HUMAN	tr|A0A6J2L9R9|A0A6J2L9R9_9CHIR
OG0005876	sp|A0A1B0GTQ4|MYMX_HUMAN	tr|A0A7E6DLQ4|A0A7E6DLQ4_9CHIR
OG0005877	sp|A0AV02|S12A8_HUMAN	tr|A0A6J2KTI0|A0A6J2KTI0_9CHIR
OG0005878	sp|A6H8Y1|BDP1_HUMAN	tr|A0A7E6DAB7|A0A7E6DAB7_9CHIR
OG0005879	sp|A7XYQ1|SOBP_HUMAN	tr|A0A6J2LIR9|A0A6J2LIR9_9CHIR
OG0005880	sp|C9JJ37|BTBDJ_HUMAN	tr|A0A7E6DS92|A0A7E6DS92_9CHIR
OG0005881	sp|O14949|QCR8_HUMAN	tr|A0A6J2MVV7|A0A6J2MVV7_9CHIR
OG0005882	sp|O43889|CREB3_HUMAN	tr|A0A7E6DFK0|A0A7E6DFK0_9CHIR
OG0005883	sp|O60437|PEPL_HUMAN	tr|A0A6J2LFY3|A0A6J2LFY3_9CHIR
OG0005884	sp|O60861|GAS7_HUMAN	tr|A0A6J2ND19|A0A6J2ND19_9CHIR
OG0005885	sp|P05230|FGF1_HUMAN	tr|A0A6J2MZ22|A0A6J2MZ22_9CHIR
OG0005886	sp|P18850|ATF6A_HUMAN	tr|A0A6J2KYX1|A0A6J2KYX1_9CHIR
OG0005887	sp|P19544|WT1_HUMAN	tr|A0A7E6E0Q2|A0A7E6E0Q2_9CHIR
OG0005888	sp|P32119|PRDX2_HUMAN	tr|A0A6J2MF31|A0A6J2MF31_9CHIR
OG0005889	sp|P35270|SPRE_HUMAN	tr|A0A6J2LV15|A0A6J2LV15_9CHIR
OG0005890	sp|P35348|ADA1A_HUMAN	tr|A0A6J2M8I9|A0A6J2M8I9_9CHIR
OG0005891	sp|P43119|PI2R_HUMAN	tr|A0A6J2N758|A0A6J2N758_9CHIR
OG0005892	sp|P50219|MNX1_HUMAN	tr|A0A6J2MNU7|A0A6J2MNU7_9CHIR
OG0005893	sp|P53794|SC5A3_HUMAN	tr|A0A6J2KX19|A0A6J2KX19_9CHIR
OG0005894	sp|P57735|RAB25_HUMAN	tr|A0A6J2KWK2|A0A6J2KWK2_9CHIR
OG0005895	sp|P58340|MLF1_HUMAN	tr|A0A7E6D2L1|A0A7E6D2L1_9CHIR
OG0005896	sp|P78333|GPC5_HUMAN	tr|A0A6J2MWN9|A0A6J2MWN9_9CHIR
OG0005897	sp|Q01892|SPIB_HUMAN	tr|A0A7E6CNH3|A0A7E6CNH3_9CHIR
OG0005898	sp|Q13423|NNTM_HUMAN	tr|A0A7E6DAS0|A0A7E6DAS0_9CHIR
OG0005899	sp|Q13573|SNW1_HUMAN	tr|A0A6J2L469|A0A6J2L469_9CHIR
OG0005900	sp|Q13585|MTR1L_HUMAN	tr|A0A6J2MII3|A0A6J2MII3_9CHIR
OG0005901	sp|Q14442|PIGH_HUMAN	tr|A0A7E6CJJ4|A0A7E6CJJ4_9CHIR
OG0005902	sp|Q2TAL5|SMTL2_HUMAN	tr|A0A6J2NCI1|A0A6J2NCI1_9CHIR
OG0005903	sp|Q53QW1|TEX44_HUMAN	tr|A0A6J2LEX4|A0A6J2LEX4_9CHIR
OG0005904	sp|Q5EE01|CENPW_HUMAN	tr|A0A6J2LEF3|A0A6J2LEF3_9CHIR
OG0005905	sp|Q5GAN4|RNS12_HUMAN	tr|A0A7E6E697|A0A7E6E697_9CHIR
OG0005906	sp|Q5JSH3|WDR44_HUMAN	tr|A0A6J2MET3|A0A6J2MET3_9CHIR
OG0005907	sp|Q5TGL8|PXDC1_HUMAN	tr|A0A6J2LNL6|A0A6J2LNL6_9CHIR
OG0005908	sp|Q5U5Z8|CBPC2_HUMAN	tr|A0A7E6E171|A0A7E6E171_9CHIR
OG0005909	sp|Q5W0N0|CI057_HUMAN	tr|A0A6J2L5S4|A0A6J2L5S4_9CHIR
OG0005910	sp|Q6JQN1|ACD10_HUMAN	tr|A0A7E6CTZ9|A0A7E6CTZ9_9CHIR
OG0005911	sp|Q6PIY7|GLD2_HUMAN	tr|A0A6J2LM91|A0A6J2LM91_9CHIR
OG0005912	sp|Q709F0|ACD11_HUMAN	tr|A0A7E6E5D8|A0A7E6E5D8_9CHIR
OG0005913	sp|Q86XJ1|GA2L3_HUMAN	tr|A0A6J2NAV3|A0A6J2NAV3_9CHIR
OG0005914	sp|Q8IZQ5|SELH_HUMAN	tr|A0A6J2LWH4|A0A6J2LWH4_9CHIR
OG0005915	sp|Q8N3F8|MILK1_HUMAN	tr|A0A6J2N677|A0A6J2N677_9CHIR
OG0005916	sp|Q8N7Z5|ANR31_HUMAN	tr|A0A6J2M052|A0A6J2M052_9CHIR
OG0005917	sp|Q8N998|CCD89_HUMAN	tr|A0A6J2LXF8|A0A6J2LXF8_9CHIR
OG0005918	sp|Q8NCU8|MTLN_HUMAN	tr|A0A7E6DZC6|A0A7E6DZC6_9CHIR
OG0005919	sp|Q8WTV1|THAP3_HUMAN	tr|A0A6J2LJ39|A0A6J2LJ39_9CHIR
OG0005920	sp|Q8WXG6|MADD_HUMAN	tr|A0A7E6E2G2|A0A7E6E2G2_9CHIR
OG0005921	sp|Q92993|KAT5_HUMAN	tr|A0A6J2LY81|A0A6J2LY81_9CHIR
OG0005922	sp|Q969S8|HDA10_HUMAN	tr|A0A7E6DBN3|A0A7E6DBN3_9CHIR
OG0005923	sp|Q969T4|UB2E3_HUMAN	tr|A0A6J2LFC7|A0A6J2LFC7_9CHIR
OG0005924	sp|Q96JM4|LRIQ1_HUMAN	tr|A0A6J2NFG5|A0A6J2NFG5_9CHIR
OG0005925	sp|Q96RV3|PCX1_HUMAN	tr|A0A6J2LDR7|A0A6J2LDR7_9CHIR
OG0005926	sp|Q96SA4|SERC2_HUMAN	tr|A0A6J2LQ26|A0A6J2LQ26_9CHIR
OG0005927	sp|Q99581|FEV_HUMAN	tr|A0A6J2LGH3|A0A6J2LGH3_9CHIR
OG0005928	sp|Q9BXC1|GP174_HUMAN	tr|A0A7E6CZ73|A0A7E6CZ73_9CHIR
OG0005929	sp|Q9H1X3|DJC25_HUMAN	tr|A0A6J2N530|A0A6J2N530_9CHIR
OG0005930	sp|Q9HCE6|ARGAL_HUMAN	tr|A0A6J2LKZ9|A0A6J2LKZ9_9CHIR
OG0005931	sp|Q9NRM0|GTR9_HUMAN	tr|A0A6J2LBV8|A0A6J2LBV8_9CHIR
OG0005932	sp|Q9NX36|DJC28_HUMAN	tr|A0A6J2L2D6|A0A6J2L2D6_9CHIR
OG0005933	sp|Q9NYW5|TA2R4_HUMAN	tr|A0A7E6CIR1|A0A7E6CIR1_9CHIR
OG0005934	sp|Q9NZK5|ADA2_HUMAN	tr|A0A6J2MXL4|A0A6J2MXL4_9CHIR
OG0005935	sp|Q9UDV7|ZN282_HUMAN	tr|A0A6J2MN94|A0A6J2MN94_9CHIR
OG0005936	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A7E6E138|A0A7E6E138_9CHIR
OG0005937	sp|Q9Y3D6|FIS1_HUMAN	tr|A0A6J2MYI6|A0A6J2MYI6_9CHIR
OG0005938	sp|Q9Y3Y2|CHTOP_HUMAN	tr|A0A6J2KW64|A0A6J2KW64_9CHIR
OG0005939	sp|A0AVK6|E2F8_HUMAN	tr|A0A6J2M0P4|A0A6J2M0P4_9CHIR
OG0005940	sp|O43556|SGCE_HUMAN	tr|A0A7E6CI46|A0A7E6CI46_9CHIR
OG0005941	sp|O43829|ZBT14_HUMAN	tr|A0A6J2MP97|A0A6J2MP97_9CHIR
OG0005942	sp|O43909|EXTL3_HUMAN	tr|A0A6J2M4D3|A0A6J2M4D3_9CHIR
OG0005943	sp|O60830|TI17B_HUMAN	tr|A0A6J2MGD9|A0A6J2MGD9_9CHIR
OG0005944	sp|O75150|BRE1B_HUMAN	tr|A0A6J2L659|A0A6J2L659_9CHIR
OG0005945	sp|P01583|IL1A_HUMAN	tr|A0A6J2M2N6|A0A6J2M2N6_9CHIR
OG0005946	sp|P05026|AT1B1_HUMAN	tr|A0A6J2N2E9|A0A6J2N2E9_9CHIR
OG0005947	sp|P08118|MSMB_HUMAN	tr|A0A7E6DTU7|A0A7E6DTU7_9CHIR
OG0005948	sp|P21579|SYT1_HUMAN	tr|A0A6J2N749|A0A6J2N749_9CHIR
OG0005949	sp|P28074|PSB5_HUMAN	tr|A0A6J2LBA8|A0A6J2LBA8_9CHIR
OG0005950	sp|P36888|FLT3_HUMAN	tr|A0A7E6D4N7|A0A7E6D4N7_9CHIR
OG0005951	sp|P41134|ID1_HUMAN	tr|A0A6J2MPT2|A0A6J2MPT2_9CHIR
OG0005952	sp|P43681|ACHA4_HUMAN	tr|A0A6J2MLY1|A0A6J2MLY1_9CHIR
OG0005953	sp|P49643|PRI2_HUMAN	tr|A0A6J2LHJ1|A0A6J2LHJ1_9CHIR
OG0005954	sp|P50461|CSRP3_HUMAN	tr|A0A6J2LY47|A0A6J2LY47_9CHIR
OG0005955	sp|P53674|CRBB1_HUMAN	tr|A0A6J2N197|A0A6J2N197_9CHIR
OG0005956	sp|P55073|IOD3_HUMAN	tr|A0A6J2L5Y3|A0A6J2L5Y3_9CHIR
OG0005957	sp|P61587|RND3_HUMAN	tr|A0A6J2LAV6|A0A6J2LAV6_9CHIR
OG0005958	sp|Q13227|GPS2_HUMAN	tr|A0A6J2NJ05|A0A6J2NJ05_9CHIR
OG0005959	sp|Q13237|KGP2_HUMAN	tr|A0A6J2L954|A0A6J2L954_9CHIR
OG0005960	sp|Q14667|K0100_HUMAN	tr|A0A6J2ME08|A0A6J2ME08_9CHIR
OG0005961	sp|Q15053|K0040_HUMAN	tr|A0A7E6CVD1|A0A7E6CVD1_9CHIR
OG0005962	sp|Q16563|SYPL1_HUMAN	tr|A0A6J2MTH9|A0A6J2MTH9_9CHIR
OG0005963	sp|Q17RB8|LONF1_HUMAN	tr|A0A6J2MYG3|A0A6J2MYG3_9CHIR
OG0005964	sp|Q2M3C6|TM266_HUMAN	tr|A0A6J2KS52|A0A6J2KS52_9CHIR
OG0005965	sp|Q2NL67|PARP6_HUMAN	tr|A0A6J2L481|A0A6J2L481_9CHIR
OG0005966	sp|Q3KNT9|TMM95_HUMAN	tr|A0A7E6ED77|A0A7E6ED77_9CHIR
OG0005967	sp|Q3T906|GNPTA_HUMAN	tr|A0A6J2NCR3|A0A6J2NCR3_9CHIR
OG0005968	sp|Q5T4S7|UBR4_HUMAN	tr|A0A7E6DR88|A0A7E6DR88_9CHIR
OG0005969	sp|Q5T4T1|T170B_HUMAN	tr|A0A6J2LSG4|A0A6J2LSG4_9CHIR
OG0005970	sp|Q6NUJ5|PWP2B_HUMAN	tr|A0A7E6DWF4|A0A7E6DWF4_9CHIR
OG0005971	sp|Q70YC5|ZN365_HUMAN	tr|A0A6J2LIZ7|A0A6J2LIZ7_9CHIR
OG0005972	sp|Q75V66|ANO5_HUMAN	tr|A0A7E6E1U7|A0A7E6E1U7_9CHIR
OG0005973	sp|Q7L211|ABHDD_HUMAN	tr|A0A6J2MRV5|A0A6J2MRV5_9CHIR
OG0005974	sp|Q86YT6|MIB1_HUMAN	tr|A0A6J2MHX9|A0A6J2MHX9_9CHIR
OG0005975	sp|Q8N111|CEND_HUMAN	tr|A0A7E6E355|A0A7E6E355_9CHIR
OG0005976	sp|Q8N365|CIART_HUMAN	tr|A0A7E6CVF5|A0A7E6CVF5_9CHIR
OG0005977	sp|Q8N3T1|GLT15_HUMAN	tr|A0A6J2M7L5|A0A6J2M7L5_9CHIR
OG0005978	sp|Q8NDI1|EHBP1_HUMAN	tr|A0A6J2LWB4|A0A6J2LWB4_9CHIR
OG0005979	sp|Q8NDY6|BHE23_HUMAN	tr|A0A6J2MIY5|A0A6J2MIY5_9CHIR
OG0005980	sp|Q8NEK8|TET5D_HUMAN	tr|A0A6J2MGC9|A0A6J2MGC9_9CHIR
OG0005981	sp|Q8NFG4|FLCN_HUMAN	tr|A0A7E6EBN6|A0A7E6EBN6_9CHIR
OG0005982	sp|Q8NGA1|OR1M1_HUMAN	tr|A0A7E6E9Y8|A0A7E6E9Y8_9CHIR
OG0005983	sp|Q8TAP9|MPLKI_HUMAN	tr|A0A6J2MTM8|A0A6J2MTM8_9CHIR
OG0005984	sp|Q8TBY9|CF251_HUMAN	tr|A0A6J2MW44|A0A6J2MW44_9CHIR
OG0005985	sp|Q8TC59|PIWL2_HUMAN	tr|A0A6J2M960|A0A6J2M960_9CHIR
OG0005986	sp|Q8TEV9|SMCR8_HUMAN	tr|A0A6J2NIN7|A0A6J2NIN7_9CHIR
OG0005987	sp|Q8WXI8|CLC4D_HUMAN	tr|A0A7E6DAL4|A0A7E6DAL4_9CHIR
OG0005988	sp|Q96AY2|EME1_HUMAN	tr|A0A7E6EE49|A0A7E6EE49_9CHIR
OG0005989	sp|Q96C86|DCPS_HUMAN	tr|A0A6J2MWC2|A0A6J2MWC2_9CHIR
OG0005990	sp|Q96DF8|ESS2_HUMAN	tr|A0A6J2MUZ8|A0A6J2MUZ8_9CHIR
OG0005991	sp|Q96E22|NGBR_HUMAN	tr|A0A6J2LD28|A0A6J2LD28_9CHIR
OG0005992	sp|Q96MY1|NOL4L_HUMAN	tr|A0A6J2MJH8|A0A6J2MJH8_9CHIR
OG0005993	sp|Q96Q91|B3A4_HUMAN	tr|A0A7E6CSH5|A0A7E6CSH5_9CHIR
OG0005994	sp|Q96T92|INSM2_HUMAN	tr|A0A6J2L330|A0A6J2L330_9CHIR
OG0005995	sp|Q99469|STAC_HUMAN	tr|A0A6J2M8A9|A0A6J2M8A9_9CHIR
OG0005996	sp|Q9BUL5|PHF23_HUMAN	tr|A0A6J2NJ59|A0A6J2NJ59_9CHIR
OG0005997	sp|Q9BXF9|TEKT3_HUMAN	tr|A0A6J2NCN3|A0A6J2NCN3_9CHIR
OG0005998	sp|Q9H2D6|TARA_HUMAN	tr|A0A7E6D8D8|A0A7E6D8D8_9CHIR
OG0005999	sp|Q9NS64|RPRM_HUMAN	tr|A0A6J2LCZ8|A0A6J2LCZ8_9CHIR
OG0006000	sp|Q9NUK0|MBNL3_HUMAN	tr|A0A7E6D2R3|A0A7E6D2R3_9CHIR
OG0006001	sp|Q9NUL7|DDX28_HUMAN	tr|A0A7E6CP86|A0A7E6CP86_9CHIR
OG0006002	sp|Q9ULD8|KCNH3_HUMAN	tr|A0A7E6D6W7|A0A7E6D6W7_9CHIR
OG0006003	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A6J2LAC6|A0A6J2LAC6_9CHIR
OG0006004	sp|Q9Y5K8|VATD_HUMAN	tr|A0A6J2L3I0|A0A6J2L3I0_9CHIR
OG0006005	sp|Q9Y6Y8|S23IP_HUMAN	tr|A0A6J2LP40|A0A6J2LP40_9CHIR
OG0006006	sp|A0A494BZU4|T217B_HUMAN	tr|A0A6J2LFA4|A0A6J2LFA4_9CHIR
OG0006007	sp|A8K830|OCAT2_HUMAN	tr|A0A6J2LYF4|A0A6J2LYF4_9CHIR
OG0006008	sp|H3BV60|TGR3L_HUMAN	tr|A0A7E6EHH1|A0A7E6EHH1_9CHIR
OG0006009	sp|O00501|CLD5_HUMAN	tr|A0A6J2N1M6|A0A6J2N1M6_9CHIR
OG0006010	sp|O15484|CAN5_HUMAN	tr|A0A7E6E0P1|A0A7E6E0P1_9CHIR
OG0006011	sp|O15496|PA2GX_HUMAN	tr|A0A7E6DCA0|A0A7E6DCA0_9CHIR
OG0006012	sp|O60346|PHLP1_HUMAN	tr|A0A6J2ML46|A0A6J2ML46_9CHIR
OG0006013	sp|O60478|G137B_HUMAN	tr|A0A6J2N5R3|A0A6J2N5R3_9CHIR
OG0006014	sp|P07949|RET_HUMAN	tr|A0A6J2LSV8|A0A6J2LSV8_9CHIR
OG0006015	sp|P35754|GLRX1_HUMAN	tr|A0A6J2M946|A0A6J2M946_9CHIR
OG0006016	sp|P52594|AGFG1_HUMAN	tr|A0A7E6DI47|A0A7E6DI47_9CHIR
OG0006017	sp|P53667|LIMK1_HUMAN	tr|A0A6J2LQL1|A0A6J2LQL1_9CHIR
OG0006018	sp|P53814|SMTN_HUMAN	tr|A0A7E6CTV5|A0A7E6CTV5_9CHIR
OG0006019	sp|P54578|UBP14_HUMAN	tr|A0A6J2MKN6|A0A6J2MKN6_9CHIR
OG0006020	sp|P55198|AF17_HUMAN	tr|A0A6J2MA10|A0A6J2MA10_9CHIR
OG0006021	sp|P61604|CH10_HUMAN	tr|A0A7E6E999|A0A7E6E999_9CHIR
OG0006022	sp|P62913|RL11_HUMAN	tr|A0A6J2LJM0|A0A6J2LJM0_9CHIR
OG0006023	sp|P68543|UBX2A_HUMAN	tr|A0A6J2M2A1|A0A6J2M2A1_9CHIR
OG0006024	sp|P85037|FOXK1_HUMAN	tr|A0A6J2MU46|A0A6J2MU46_9CHIR
OG0006025	sp|Q12846|STX4_HUMAN	tr|A0A6J2MT11|A0A6J2MT11_9CHIR
OG0006026	sp|Q15022|SUZ12_HUMAN	tr|A0A6J2MAI4|A0A6J2MAI4_9CHIR
OG0006027	sp|Q15119|PDK2_HUMAN	tr|A0A6J2MD51|A0A6J2MD51_9CHIR
OG0006028	sp|Q15233|NONO_HUMAN	tr|A0A6J2MFL8|A0A6J2MFL8_9CHIR
OG0006029	sp|Q15814|TBCC_HUMAN	tr|A0A6J2LK99|A0A6J2LK99_9CHIR
OG0006030	sp|Q30KQ5|DB115_HUMAN	tr|A0A6J2MNB5|A0A6J2MNB5_9CHIR
OG0006031	sp|Q3KNV8|PCGF3_HUMAN	tr|A0A6J2KW17|A0A6J2KW17_9CHIR
OG0006032	sp|Q4VC44|FWCH1_HUMAN	tr|A0A6J2LFA3|A0A6J2LFA3_9CHIR
OG0006033	sp|Q53EV4|LRC23_HUMAN	tr|A0A6J2NAW1|A0A6J2NAW1_9CHIR
OG0006034	sp|Q53TN4|CYBR1_HUMAN	tr|A0A6J2LJS5|A0A6J2LJS5_9CHIR
OG0006035	sp|Q5FBB7|SGO1_HUMAN	tr|A0A6J2M3B3|A0A6J2M3B3_9CHIR
OG0006036	sp|Q5JS54|PSMG4_HUMAN	tr|A0A6J2LJG9|A0A6J2LJG9_9CHIR
OG0006037	sp|Q5T5U3|RHG21_HUMAN	tr|A0A7E6DIZ8|A0A7E6DIZ8_9CHIR
OG0006038	sp|Q5VVM6|CCD30_HUMAN	tr|A0A7E6DSI8|A0A7E6DSI8_9CHIR
OG0006039	sp|Q68DQ2|CRBG3_HUMAN	tr|A0A6J2L1J7|A0A6J2L1J7_9CHIR
OG0006040	sp|Q6DN12|MCTP2_HUMAN	tr|A0A6J2KRY7|A0A6J2KRY7_9CHIR
OG0006041	sp|Q6ZVW7|I17EL_HUMAN	tr|A0A7E6DBM3|A0A7E6DBM3_9CHIR
OG0006042	sp|Q7Z2Z1|TICRR_HUMAN	tr|A0A7E6CMY7|A0A7E6CMY7_9CHIR
OG0006043	sp|Q7Z422|SZRD1_HUMAN	tr|A0A6J2LKG1|A0A6J2LKG1_9CHIR
OG0006044	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A6J2L0T6|A0A6J2L0T6_9CHIR
OG0006045	sp|Q86V88|MGDP1_HUMAN	tr|A0A7E6E4A8|A0A7E6E4A8_9CHIR
OG0006046	sp|Q86VP1|TAXB1_HUMAN	tr|A0A7E6CJD4|A0A7E6CJD4_9CHIR
OG0006047	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A6J2LNJ2|A0A6J2LNJ2_9CHIR
OG0006048	sp|Q8N2R0|OSR2_HUMAN	tr|A0A6J2NAU2|A0A6J2NAU2_9CHIR
OG0006049	sp|Q8N755|S66A3_HUMAN	tr|A0A6J2M005|A0A6J2M005_9CHIR
OG0006050	sp|Q8N999|CL029_HUMAN	tr|A0A6J2NBN6|A0A6J2NBN6_9CHIR
OG0006051	sp|Q8NFH3|NUP43_HUMAN	tr|A0A6J2LGJ2|A0A6J2LGJ2_9CHIR
OG0006052	sp|Q8NHU3|SMS2_HUMAN	tr|A0A6J2LCU9|A0A6J2LCU9_9CHIR
OG0006053	sp|Q8TB37|NUBPL_HUMAN	tr|A0A6J2L7A9|A0A6J2L7A9_9CHIR
OG0006054	sp|Q8TDB4|HUMMR_HUMAN	tr|A0A6J2MAF8|A0A6J2MAF8_9CHIR
OG0006055	sp|Q8TEZ7|PAQR8_HUMAN	tr|A0A6J2LG76|A0A6J2LG76_9CHIR
OG0006056	sp|Q8TF61|FBX41_HUMAN	tr|A0A6J2LZ44|A0A6J2LZ44_9CHIR
OG0006057	sp|Q8WVX9|FACR1_HUMAN	tr|A0A7E6E0D8|A0A7E6E0D8_9CHIR
OG0006058	sp|Q96BD5|PF21A_HUMAN	tr|A0A7E6E0Y5|A0A7E6E0Y5_9CHIR
OG0006059	sp|Q96DR5|BPIA2_HUMAN	tr|A0A7E6CHB1|A0A7E6CHB1_9CHIR
OG0006060	sp|Q96NJ6|ZFP3_HUMAN	tr|A0A7E6ECP4|A0A7E6ECP4_9CHIR
OG0006061	sp|Q96Q04|LMTK3_HUMAN	tr|A0A6J2N396|A0A6J2N396_9CHIR
OG0006062	sp|Q96QR1|SG3A1_HUMAN	tr|A0A6J2N3I8|A0A6J2N3I8_9CHIR
OG0006063	sp|Q99714|HCD2_HUMAN	tr|A0A7E6CZI3|A0A7E6CZI3_9CHIR
OG0006064	sp|Q9BRI3|ZNT2_HUMAN	tr|A0A6J2LNT7|A0A6J2LNT7_9CHIR
OG0006065	sp|Q9GZY4|COA1_HUMAN	tr|A0A6J2MPS5|A0A6J2MPS5_9CHIR
OG0006066	sp|Q9H3H5|GPT_HUMAN	tr|A0A6J2LVQ5|A0A6J2LVQ5_9CHIR
OG0006067	sp|Q9HAY6|BCDO1_HUMAN	tr|A0A6J2KRQ1|A0A6J2KRQ1_9CHIR
OG0006068	sp|Q9HBM6|TAF9B_HUMAN	tr|A0A6J2MGC2|A0A6J2MGC2_9CHIR
OG0006069	sp|Q9NV92|NFIP2_HUMAN	tr|A0A6J2MS09|A0A6J2MS09_9CHIR
OG0006070	sp|Q9NW64|RBM22_HUMAN	tr|A0A6J2MVR9|A0A6J2MVR9_9CHIR
OG0006071	sp|Q9NWQ4|GPT2L_HUMAN	tr|A0A6J2LD32|A0A6J2LD32_9CHIR
OG0006072	sp|Q9UK23|NAGPA_HUMAN	tr|A0A6J2MBN2|A0A6J2MBN2_9CHIR
