Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0007447	sp|P15848|ARSB_HUMAN	tr|A0A287DF13|A0A287DF13_ICTTR
OG0007448	sp|P33763|S10A5_HUMAN	tr|I3LYF2|I3LYF2_ICTTR
OG0007449	sp|P41226|UBA7_HUMAN	tr|I3MLM4|I3MLM4_ICTTR
OG0007450	sp|P49184|DNSL1_HUMAN	tr|I3MI44|I3MI44_ICTTR
OG0007451	sp|P49915|GUAA_HUMAN	tr|I3NA61|I3NA61_ICTTR
OG0007452	sp|P49959|MRE11_HUMAN	tr|A0A287CT51|A0A287CT51_ICTTR
OG0007453	sp|P52565|GDIR1_HUMAN	tr|I3MQA9|I3MQA9_ICTTR
OG0007454	sp|P56524|HDAC4_HUMAN	tr|I3MGR1|I3MGR1_ICTTR
OG0007455	sp|P84550|SKOR1_HUMAN	tr|I3M0W9|I3M0W9_ICTTR
OG0007456	sp|Q00534|CDK6_HUMAN	tr|I3MM51|I3MM51_ICTTR
OG0007457	sp|Q01449|MLRA_HUMAN	tr|I3M0Z8|I3M0Z8_ICTTR
OG0007458	sp|Q08629|TICN1_HUMAN	tr|I3M9G8|I3M9G8_ICTTR
OG0007459	sp|Q14814|MEF2D_HUMAN	tr|A0A287DC54|A0A287DC54_ICTTR
OG0007460	sp|Q15046|SYK_HUMAN	tr|I3M3U0|I3M3U0_ICTTR
OG0007461	sp|Q15493|RGN_HUMAN	tr|I3MMS4|I3MMS4_ICTTR
OG0007462	sp|Q2TAM9|TUSC1_HUMAN	tr|I3MXB5|I3MXB5_ICTTR
OG0007463	sp|Q495B1|AKD1A_HUMAN	tr|I3MET5|I3MET5_ICTTR
OG0007464	sp|Q49MG5|MAP9_HUMAN	tr|I3M550|I3M550_ICTTR
OG0007465	sp|Q4KMZ1|IQCC_HUMAN	tr|A0A287D0S0|A0A287D0S0_ICTTR
OG0007466	sp|Q5JRX3|PREP_HUMAN	tr|I3M7U1|I3M7U1_ICTTR
OG0007467	sp|Q5QJ74|TBCEL_HUMAN	tr|I3MQJ6|I3MQJ6_ICTTR
OG0007468	sp|Q5VZ89|DEN4C_HUMAN	tr|I3N573|I3N573_ICTTR
OG0007469	sp|Q68DA7|FMN1_HUMAN	tr|I3N7M3|I3N7M3_ICTTR
OG0007470	sp|Q68DK2|ZFY26_HUMAN	tr|I3MQE9|I3MQE9_ICTTR
OG0007471	sp|Q68G75|LEMD1_HUMAN	tr|A0A287D957|A0A287D957_ICTTR
OG0007472	sp|Q69YU5|BWNIN_HUMAN	tr|I3M5W1|I3M5W1_ICTTR
OG0007473	sp|Q6UN15|FIP1_HUMAN	tr|I3MIP2|I3MIP2_ICTTR
OG0007474	sp|Q6ZMM2|ATL5_HUMAN	tr|I3MD69|I3MD69_ICTTR
OG0007475	sp|Q6ZT52|FA43B_HUMAN	tr|I3MXH4|I3MXH4_ICTTR
OG0007476	sp|Q719H9|KCTD1_HUMAN	tr|I3NAI2|I3NAI2_ICTTR
OG0007477	sp|Q8N6Y2|LRC17_HUMAN	tr|I3MN27|I3MN27_ICTTR
OG0007478	sp|Q8N9Z2|CC71L_HUMAN	tr|I3N5V8|I3N5V8_ICTTR
OG0007479	sp|Q8NEX5|WFDC9_HUMAN	tr|I3MF21|I3MF21_ICTTR
OG0007480	sp|Q96BT3|CENPT_HUMAN	tr|I3M194|I3M194_ICTTR
OG0007481	sp|Q96GJ1|TRM2B_HUMAN	tr|I3M5L9|I3M5L9_ICTTR
OG0007482	sp|Q96P70|IPO9_HUMAN	tr|I3ME82|I3ME82_ICTTR
OG0007483	sp|Q9BQS7|HEPH_HUMAN	tr|I3MPJ1|I3MPJ1_ICTTR
OG0007484	sp|Q9BRQ8|FSP1_HUMAN	tr|I3MJR4|I3MJR4_ICTTR
OG0007485	sp|Q9H1E3|NUCKS_HUMAN	tr|I3MD82|I3MD82_ICTTR
OG0007486	sp|Q9H244|P2Y12_HUMAN	tr|I3MFN5|I3MFN5_ICTTR
OG0007487	sp|Q9H267|VP33B_HUMAN	tr|I3MRR2|I3MRR2_ICTTR
OG0007488	sp|Q9HAS0|NJMU_HUMAN	tr|I3LX68|I3LX68_ICTTR
OG0007489	sp|Q9HBU1|BARX1_HUMAN	tr|I3MAB1|I3MAB1_ICTTR
OG0007490	sp|Q9HCE3|ZN532_HUMAN	tr|A0A287DAN4|A0A287DAN4_ICTTR
OG0007491	sp|Q9NSI2|SLX9_HUMAN	tr|I3N304|I3N304_ICTTR
OG0007492	sp|Q9NUY8|TBC23_HUMAN	tr|I3M8Q4|I3M8Q4_ICTTR
OG0007493	sp|Q9NXF7|DCA16_HUMAN	tr|I3LXM4|I3LXM4_ICTTR
OG0007494	sp|Q9P015|RM15_HUMAN	tr|A0A287D3I3|A0A287D3I3_ICTTR
OG0007495	sp|Q9UPC5|GPR34_HUMAN	tr|I3LYT6|I3LYT6_ICTTR
OG0007496	sp|Q9Y2M0|FAN1_HUMAN	tr|I3MCD8|I3MCD8_ICTTR
OG0007497	sp|Q9Y543|HES2_HUMAN	tr|I3MLE0|I3MLE0_ICTTR
OG0007498	sp|Q9Y6D0|SELK_HUMAN	tr|I3LWS5|I3LWS5_ICTTR
OG0007499	sp|A1A4V9|CF119_HUMAN	tr|I3M4X9|I3M4X9_ICTTR
OG0007500	sp|A6NCF5|KLH33_HUMAN	tr|I3MES5|I3MES5_ICTTR
OG0007501	sp|O14678|ABCD4_HUMAN	tr|I3MEC2|I3MEC2_ICTTR
OG0007502	sp|O14777|NDC80_HUMAN	tr|I3MKB4|I3MKB4_ICTTR
OG0007503	sp|O43353|RIPK2_HUMAN	tr|I3MPA0|I3MPA0_ICTTR
OG0007504	sp|O60235|TM11D_HUMAN	tr|I3LWD1|I3LWD1_ICTTR
OG0007505	sp|O60870|KIN17_HUMAN	tr|I3N930|I3N930_ICTTR
OG0007506	sp|O95214|LERL1_HUMAN	tr|I3M2Z6|I3M2Z6_ICTTR
OG0007507	sp|O95429|BAG4_HUMAN	tr|I3M8N6|I3M8N6_ICTTR
OG0007508	sp|O95500|CLD14_HUMAN	tr|I3NBZ9|I3NBZ9_ICTTR
OG0007509	sp|P04062|GBA1_HUMAN	tr|I3MCK4|I3MCK4_ICTTR
OG0007510	sp|P0C0P6|NPS_HUMAN	tr|A0A287CWW2|A0A287CWW2_ICTTR
OG0007511	sp|P17980|PRS6A_HUMAN	tr|I3MGK3|I3MGK3_ICTTR
OG0007512	sp|P23352|KALM_HUMAN	tr|I3LWI5|I3LWI5_ICTTR
OG0007513	sp|P26992|CNTFR_HUMAN	tr|I3M137|I3M137_ICTTR
OG0007514	sp|P30084|ECHM_HUMAN	tr|I3MMH6|I3MMH6_ICTTR
OG0007515	sp|P33151|CADH5_HUMAN	tr|I3M7K0|I3M7K0_ICTTR
OG0007516	sp|P35611|ADDA_HUMAN	tr|A0A287D3P2|A0A287D3P2_ICTTR
OG0007517	sp|P48745|CCN3_HUMAN	tr|I3MER5|I3MER5_ICTTR
OG0007518	sp|P50406|5HT6R_HUMAN	tr|I3N7H1|I3N7H1_ICTTR
OG0007519	sp|P55017|S12A3_HUMAN	tr|I3MU09|I3MU09_ICTTR
OG0007520	sp|Q05397|FAK1_HUMAN	tr|A0A287DCH5|A0A287DCH5_ICTTR
OG0007521	sp|Q0ZLH3|PJVK_HUMAN	tr|I3MYF6|I3MYF6_ICTTR
OG0007522	sp|Q12857|NFIA_HUMAN	tr|I3M102|I3M102_ICTTR
OG0007523	sp|Q12908|NTCP2_HUMAN	tr|I3M7T5|I3M7T5_ICTTR
OG0007524	sp|Q13126|MTAP_HUMAN	tr|I3MMV7|I3MMV7_ICTTR
OG0007525	sp|Q13542|4EBP2_HUMAN	tr|I3MK23|I3MK23_ICTTR
OG0007526	sp|Q14134|TRI29_HUMAN	tr|I3LZJ1|I3LZJ1_ICTTR
OG0007527	sp|Q15431|SYCP1_HUMAN	tr|I3MF93|I3MF93_ICTTR
OG0007529	sp|Q16850|CP51A_HUMAN	tr|I3M8C7|I3M8C7_ICTTR
OG0007530	sp|Q504Q3|PAN2_HUMAN	tr|A0A287DFG6|A0A287DFG6_ICTTR
OG0007531	sp|Q52LJ0|FA98B_HUMAN	tr|I3M6S1|I3M6S1_ICTTR
OG0007532	sp|Q6DJT9|PLAG1_HUMAN	tr|I3M0Y6|I3M0Y6_ICTTR
OG0007533	sp|Q6DKK2|TTC19_HUMAN	tr|I3M3X9|I3M3X9_ICTTR
OG0007534	sp|Q6P1Q0|LTMD1_HUMAN	tr|I3MCX9|I3MCX9_ICTTR
OG0007535	sp|Q6X4T0|CL054_HUMAN	tr|A0A287DFE4|A0A287DFE4_ICTTR
OG0007536	sp|Q6ZNB7|ALKMO_HUMAN	tr|I3N747|I3N747_ICTTR
OG0007537	sp|Q86UV5|UBP48_HUMAN	tr|I3MF77|I3MF77_ICTTR
OG0007538	sp|Q86WV6|STING_HUMAN	tr|I3N0T1|I3N0T1_ICTTR
OG0007539	sp|Q8IW00|VSTM4_HUMAN	tr|I3MFK8|I3MFK8_ICTTR
OG0007540	sp|Q8IZV2|CKLF8_HUMAN	tr|I3MLB2|I3MLB2_ICTTR
OG0007541	sp|Q8N2C7|UNC80_HUMAN	tr|I3MF89|I3MF89_ICTTR
OG0007542	sp|Q8N9N2|ASCC1_HUMAN	tr|I3LX56|I3LX56_ICTTR
OG0007543	sp|Q8TD31|CCHCR_HUMAN	tr|A0A287DAZ7|A0A287DAZ7_ICTTR
OG0007544	sp|Q8WWH5|TRUB1_HUMAN	tr|I3M2Q4|I3M2Q4_ICTTR
OG0007545	sp|Q92611|EDEM1_HUMAN	tr|I3MDB7|I3MDB7_ICTTR
OG0007546	sp|Q96AG4|LRC59_HUMAN	tr|I3MCJ2|I3MCJ2_ICTTR
OG0007547	sp|Q96AQ6|PBIP1_HUMAN	tr|I3MSF1|I3MSF1_ICTTR
OG0007548	sp|Q96B96|LDAF1_HUMAN	tr|I3M999|I3M999_ICTTR
OG0007549	sp|Q96H12|MSD3_HUMAN	tr|I3MSF5|I3MSF5_ICTTR
OG0007550	sp|Q96IG2|FXL20_HUMAN	tr|I3NG45|I3NG45_ICTTR
OG0007551	sp|Q96L58|B3GT6_HUMAN	tr|I3MYP1|I3MYP1_ICTTR
OG0007552	sp|Q96MF7|NSE2_HUMAN	tr|I3MXU9|I3MXU9_ICTTR
OG0007553	sp|Q96PC2|IP6K3_HUMAN	tr|I3N333|I3N333_ICTTR
OG0007554	sp|Q9BQ16|TICN3_HUMAN	tr|A0A287D4S6|A0A287D4S6_ICTTR
OG0007555	sp|Q9BRQ6|MIC25_HUMAN	tr|A0A287CY81|A0A287CY81_ICTTR
OG0007556	sp|Q9BT30|ALKB7_HUMAN	tr|A0A287CZV1|A0A287CZV1_ICTTR
OG0007557	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A287CTJ6|A0A287CTJ6_ICTTR
OG0007558	sp|Q9BUK6|MSTO1_HUMAN	tr|I3M4M3|I3M4M3_ICTTR
OG0007559	sp|Q9H1D9|RPC6_HUMAN	tr|I3MLA6|I3MLA6_ICTTR
OG0007560	sp|Q9H1K6|TLRN1_HUMAN	tr|I3MWH8|I3MWH8_ICTTR
OG0007561	sp|Q9H9R9|DBND1_HUMAN	tr|I3ND30|I3ND30_ICTTR
OG0007562	sp|Q9NRM2|ZN277_HUMAN	tr|I3M2V2|I3M2V2_ICTTR
OG0007563	sp|Q9NWZ3|IRAK4_HUMAN	tr|I3MLT1|I3MLT1_ICTTR
OG0007564	sp|Q9UEG4|ZN629_HUMAN	tr|I3N0W6|I3N0W6_ICTTR
OG0007565	sp|Q9UGP8|SEC63_HUMAN	tr|I3MDY1|I3MDY1_ICTTR
OG0007566	sp|Q9UJ70|NAGK_HUMAN	tr|I3M3C7|I3M3C7_ICTTR
OG0007567	sp|Q9UK99|FBX3_HUMAN	tr|I3MRH0|I3MRH0_ICTTR
OG0007568	sp|Q9Y2Y6|TMM98_HUMAN	tr|I3MI95|I3MI95_ICTTR
OG0007569	sp|Q9Y3C8|UFC1_HUMAN	tr|I3N545|I3N545_ICTTR
OG0007570	sp|A1L3X0|ELOV7_HUMAN	tr|I3M5U0|I3M5U0_ICTTR
OG0007572	sp|O00482|NR5A2_HUMAN	tr|I3N0T2|I3N0T2_ICTTR
OG0007573	sp|O14921|RGS13_HUMAN	tr|I3MYI5|I3MYI5_ICTTR
OG0007574	sp|O15033|AREL1_HUMAN	tr|I3MAY7|I3MAY7_ICTTR
OG0007575	sp|O15119|TBX3_HUMAN	tr|A0A287CVB8|A0A287CVB8_ICTTR
OG0007576	sp|O75074|LRP3_HUMAN	tr|I3MDK2|I3MDK2_ICTTR
OG0007577	sp|P05067|A4_HUMAN	tr|A0A287D078|A0A287D078_ICTTR
OG0007578	sp|P08887|IL6RA_HUMAN	tr|I3MD99|I3MD99_ICTTR
OG0007579	sp|P11229|ACM1_HUMAN	tr|I3M4D2|I3M4D2_ICTTR
OG0007580	sp|P18428|LBP_HUMAN	tr|I3MIF4|I3MIF4_ICTTR
OG0007581	sp|P21741|MK_HUMAN	tr|I3MUE0|I3MUE0_ICTTR
OG0007582	sp|P24522|GA45A_HUMAN	tr|I3NAW1|I3NAW1_ICTTR
OG0007583	sp|P35998|PRS7_HUMAN	tr|I3M5N5|I3M5N5_ICTTR
OG0007584	sp|P55040|GEM_HUMAN	tr|I3MG39|I3MG39_ICTTR
OG0007585	sp|P62995|TRA2B_HUMAN	tr|I3M8E8|I3M8E8_ICTTR
OG0007586	sp|P84090|ERH_HUMAN	tr|I3NBZ6|I3NBZ6_ICTTR
OG0007587	sp|Q00403|TF2B_HUMAN	tr|A0A287D476|A0A287D476_ICTTR
OG0007588	sp|Q04771|ACVR1_HUMAN	tr|I3M4Q3|I3M4Q3_ICTTR
OG0007589	sp|Q06830|PRDX1_HUMAN	tr|I3NHP5|I3NHP5_ICTTR
OG0007590	sp|Q12872|SFSWA_HUMAN	tr|I3LXB5|I3LXB5_ICTTR
OG0007591	sp|Q13201|MMRN1_HUMAN	tr|I3N809|I3N809_ICTTR
OG0007592	sp|Q14686|NCOA6_HUMAN	tr|I3NFE6|I3NFE6_ICTTR
OG0007593	sp|Q495C1|RN212_HUMAN	tr|A0A287CXN5|A0A287CXN5_ICTTR
OG0007594	sp|Q49AJ0|F135B_HUMAN	tr|I3MM36|I3MM36_ICTTR
OG0007595	sp|Q4LE39|ARI4B_HUMAN	tr|I3M172|I3M172_ICTTR
OG0007596	sp|Q6ZVH7|ESPNL_HUMAN	tr|I3N928|I3N928_ICTTR
OG0007597	sp|Q6ZW49|PAXI1_HUMAN	tr|I3MUU7|I3MUU7_ICTTR
OG0007598	sp|Q7Z4L9|PPR42_HUMAN	tr|I3M9E4|I3M9E4_ICTTR
OG0007599	sp|Q8IXA5|SACA3_HUMAN	tr|I3MI98|I3MI98_ICTTR
OG0007600	sp|Q8N3P4|VPS8_HUMAN	tr|A0A287DA27|A0A287DA27_ICTTR
OG0007601	sp|Q8N490|PNKD_HUMAN	tr|I3MWU3|I3MWU3_ICTTR
OG0007602	sp|Q8TD20|GTR12_HUMAN	tr|I3N078|I3N078_ICTTR
OG0007603	sp|Q8TEW6|DOK4_HUMAN	tr|I3NBY0|I3NBY0_ICTTR
OG0007604	sp|Q8WY91|THAP4_HUMAN	tr|I3MQQ7|I3MQQ7_ICTTR
OG0007605	sp|Q96A56|T53I1_HUMAN	tr|I3M498|I3M498_ICTTR
OG0007606	sp|Q96AN5|TM143_HUMAN	tr|I3N0L0|I3N0L0_ICTTR
OG0007607	sp|Q96BS2|CHP3_HUMAN	tr|I3MF78|I3MF78_ICTTR
OG0007608	sp|Q96DX5|ASB9_HUMAN	tr|I3NGC6|I3NGC6_ICTTR
OG0007609	sp|Q96K19|RN170_HUMAN	tr|I3NF87|I3NF87_ICTTR
OG0007610	sp|Q96M69|LRGUK_HUMAN	tr|I3MJ00|I3MJ00_ICTTR
OG0007611	sp|Q96NB1|CEP20_HUMAN	tr|I3M551|I3M551_ICTTR
OG0007612	sp|Q96NG3|ODAD4_HUMAN	tr|I3M793|I3M793_ICTTR
OG0007613	sp|Q99536|VAT1_HUMAN	tr|I3MZX0|I3MZX0_ICTTR
OG0007614	sp|Q9BZE7|EVG1_HUMAN	tr|A0A287CRV2|A0A287CRV2_ICTTR
OG0007615	sp|Q9H7E9|CH033_HUMAN	tr|I3ND99|I3ND99_ICTTR
OG0007616	sp|Q9H8W3|F204A_HUMAN	tr|I3N4J6|I3N4J6_ICTTR
OG0007617	sp|Q9H8Y8|GORS2_HUMAN	tr|I3M268|I3M268_ICTTR
OG0007618	sp|Q9HAP2|MLXIP_HUMAN	tr|I3LZ59|I3LZ59_ICTTR
OG0007619	sp|Q9HBH1|DEFM_HUMAN	tr|I3N0J1|I3N0J1_ICTTR
OG0007620	sp|Q9NRX1|PNO1_HUMAN	tr|I3N992|I3N992_ICTTR
OG0007621	sp|Q9NUG6|PDRG1_HUMAN	tr|I3NDT0|I3NDT0_ICTTR
OG0007622	sp|Q9NV70|EXOC1_HUMAN	tr|I3MSC5|I3MSC5_ICTTR
OG0007623	sp|Q9NWN3|FBX34_HUMAN	tr|I3MPA9|I3MPA9_ICTTR
OG0007624	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A287DA11|A0A287DA11_ICTTR
OG0007625	sp|Q9UBW8|CSN7A_HUMAN	tr|I3NH04|I3NH04_ICTTR
OG0007626	sp|Q9UHV9|PFD2_HUMAN	tr|I3M7R5|I3M7R5_ICTTR
OG0007627	sp|Q9UHW5|GPN3_HUMAN	tr|I3NBD5|I3NBD5_ICTTR
OG0007628	sp|Q9UKP4|ATS7_HUMAN	tr|I3NCH2|I3NCH2_ICTTR
OG0007629	sp|Q9ULH7|MRTFB_HUMAN	tr|I3MXW3|I3MXW3_ICTTR
OG0007630	sp|Q9Y222|DMTF1_HUMAN	tr|A0A287DBN2|A0A287DBN2_ICTTR
OG0007631	sp|Q9Y241|HIG1A_HUMAN	tr|I3ME08|I3ME08_ICTTR
OG0007632	sp|Q9Y242|TCF19_HUMAN	tr|A0A287DFR2|A0A287DFR2_ICTTR
OG0007633	sp|Q9Y314|NOSIP_HUMAN	tr|I3MNA8|I3MNA8_ICTTR
OG0007634	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A287CZX4|A0A287CZX4_ICTTR
OG0007635	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A287D0P2|A0A287D0P2_ICTTR
OG0007636	sp|A0AVF1|IFT56_HUMAN	tr|I3NHQ8|I3NHQ8_ICTTR
OG0007637	sp|A8MTA8|F166B_HUMAN	tr|I3N582|I3N582_ICTTR
OG0007638	sp|O15047|SET1A_HUMAN	tr|I3M608|I3M608_ICTTR
OG0007639	sp|O15403|MOT7_HUMAN	tr|I3MT26|I3MT26_ICTTR
OG0007640	sp|O15446|RPA34_HUMAN	tr|I3M138|I3M138_ICTTR
OG0007641	sp|O75712|CXB3_HUMAN	tr|I3MA34|I3MA34_ICTTR
OG0007644	sp|P13498|CY24A_HUMAN	tr|A0A287CTC1|A0A287CTC1_ICTTR
OG0007645	sp|P15884|ITF2_HUMAN	tr|A0A287D1K8|A0A287D1K8_ICTTR
OG0007646	sp|P20073|ANXA7_HUMAN	tr|I3MJ56|I3MJ56_ICTTR
OG0007647	sp|P26572|MGAT1_HUMAN	tr|I3N332|I3N332_ICTTR
OG0007648	sp|P30043|BLVRB_HUMAN	tr|I3M1E8|I3M1E8_ICTTR
OG0007649	sp|P31391|SSR4_HUMAN	tr|I3N913|I3N913_ICTTR
OG0007650	sp|P42357|HUTH_HUMAN	tr|I3MFK4|I3MFK4_ICTTR
OG0007651	sp|P60880|SNP25_HUMAN	tr|A0A287D0U1|A0A287D0U1_ICTTR
OG0007652	sp|P78332|RBM6_HUMAN	tr|A0A287D2D5|A0A287D2D5_ICTTR
OG0007653	sp|P80365|DHI2_HUMAN	tr|I3MRJ8|I3MRJ8_ICTTR
OG0007654	sp|Q03188|CENPC_HUMAN	tr|I3MHY1|I3MHY1_ICTTR
OG0007655	sp|Q13336|UT1_HUMAN	tr|I3M0M0|I3M0M0_ICTTR
OG0007656	sp|Q14146|URB2_HUMAN	tr|I3ND74|I3ND74_ICTTR
OG0007657	sp|Q14209|E2F2_HUMAN	tr|I3MDT1|I3MDT1_ICTTR
OG0007658	sp|Q15800|MSMO1_HUMAN	tr|I3MIU7|I3MIU7_ICTTR
OG0007659	sp|Q16512|PKN1_HUMAN	tr|A0A287CX72|A0A287CX72_ICTTR
OG0007660	sp|Q16819|MEP1A_HUMAN	tr|I3MDQ2|I3MDQ2_ICTTR
OG0007661	sp|Q49AM3|TTC31_HUMAN	tr|I3LXU5|I3LXU5_ICTTR
OG0007662	sp|Q58F21|BRDT_HUMAN	tr|I3M1L9|I3M1L9_ICTTR
OG0007663	sp|Q5TD97|FHL5_HUMAN	tr|I3M4J7|I3M4J7_ICTTR
OG0007664	sp|Q68CP4|HGNAT_HUMAN	tr|I3MTV3|I3MTV3_ICTTR
OG0007665	sp|Q6E213|AWAT2_HUMAN	tr|I3LYE4|I3LYE4_ICTTR
OG0007666	sp|Q6P5W5|S39A4_HUMAN	tr|I3MP02|I3MP02_ICTTR
OG0007667	sp|Q6PGQ7|BORA_HUMAN	tr|I3MI81|I3MI81_ICTTR
OG0007668	sp|Q6QNK2|AGRD1_HUMAN	tr|I3M3G4|I3M3G4_ICTTR
OG0007669	sp|Q6WBX8|RAD9B_HUMAN	tr|I3MID9|I3MID9_ICTTR
OG0007670	sp|Q6ZRI8|RHG36_HUMAN	tr|I3LWE7|I3LWE7_ICTTR
OG0007671	sp|Q71RS6|NCKX5_HUMAN	tr|I3MAA3|I3MAA3_ICTTR
OG0007672	sp|Q7KZN9|COX15_HUMAN	tr|I3MFJ0|I3MFJ0_ICTTR
OG0007673	sp|Q7Z3E2|CC186_HUMAN	tr|A0A287D3G6|A0A287D3G6_ICTTR
OG0007674	sp|Q86X40|LRC28_HUMAN	tr|I3M456|I3M456_ICTTR
OG0007675	sp|Q8IVS2|FABD_HUMAN	tr|I3LYF6|I3LYF6_ICTTR
OG0007676	sp|Q8IZF2|AGRF5_HUMAN	tr|I3MDS3|I3MDS3_ICTTR
OG0007677	sp|Q8NCY6|MSD4_HUMAN	tr|I3N7U8|I3N7U8_ICTTR
OG0007678	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A287CSU4|A0A287CSU4_ICTTR
OG0007679	sp|Q8TC29|ENKUR_HUMAN	tr|I3MDQ7|I3MDQ7_ICTTR
OG0007680	sp|Q8TDC0|MYOZ3_HUMAN	tr|I3ML01|I3ML01_ICTTR
OG0007681	sp|Q92643|GPI8_HUMAN	tr|I3MPE1|I3MPE1_ICTTR
OG0007682	sp|Q96G27|WBP1_HUMAN	tr|A0A287DE20|A0A287DE20_ICTTR
OG0007683	sp|Q96KQ7|EHMT2_HUMAN	tr|I3MX02|I3MX02_ICTTR
OG0007684	sp|Q96MG8|PCMD1_HUMAN	tr|I3M5Z8|I3M5Z8_ICTTR
OG0007685	sp|Q96PE7|MCEE_HUMAN	tr|I3NCZ4|I3NCZ4_ICTTR
OG0007686	sp|Q96RP8|KCNA7_HUMAN	tr|I3MMS8|I3MMS8_ICTTR
OG0007687	sp|Q96SC8|DMTA2_HUMAN	tr|I3N5G3|I3N5G3_ICTTR
OG0007688	sp|Q9H116|GZF1_HUMAN	tr|I3ME99|I3ME99_ICTTR
OG0007689	sp|Q9H227|GBA3_HUMAN	tr|A0A287D2A6|A0A287D2A6_ICTTR
OG0007690	sp|Q9NX95|SYBU_HUMAN	tr|I3MPK4|I3MPK4_ICTTR
OG0007691	sp|Q9NXS2|QPCTL_HUMAN	tr|I3MLW2|I3MLW2_ICTTR
OG0007692	sp|Q9NYZ3|GTSE1_HUMAN	tr|I3MGG7|I3MGG7_ICTTR
OG0007693	sp|Q9NZU5|LMCD1_HUMAN	tr|I3NA20|I3NA20_ICTTR
OG0007694	sp|Q9P2F8|SI1L2_HUMAN	tr|A0A287CTJ2|A0A287CTJ2_ICTTR
OG0007695	sp|Q9Y2Y4|ZBT32_HUMAN	tr|I3N7X8|I3N7X8_ICTTR
OG0007696	sp|Q9Y315|DEOC_HUMAN	tr|I3LXP1|I3LXP1_ICTTR
OG0007697	sp|A6NJY4|T238L_HUMAN	tr|A0A287CZT4|A0A287CZT4_ICTTR
OG0007698	sp|A6NK58|LIPT2_HUMAN	tr|I3NBF3|I3NBF3_ICTTR
OG0007699	sp|A8MV24|CQ098_HUMAN	tr|I3NF93|I3NF93_ICTTR
OG0007700	sp|O14610|GBGT2_HUMAN	tr|I3MA43|I3MA43_ICTTR
OG0007701	sp|O14744|ANM5_HUMAN	tr|I3MFE3|I3MFE3_ICTTR
OG0007702	sp|O43823|AKAP8_HUMAN	tr|I3M8H9|I3M8H9_ICTTR
OG0007703	sp|O75762|TRPA1_HUMAN	tr|I3M5D3|I3M5D3_ICTTR
OG0007704	sp|O95402|MED26_HUMAN	tr|I3N5T2|I3N5T2_ICTTR
OG0007705	sp|P02778|CXL10_HUMAN	tr|I3NH76|I3NH76_ICTTR
OG0007706	sp|P03971|MIS_HUMAN	tr|I3MTK1|I3MTK1_ICTTR
OG0007707	sp|P0CG13|CTF8_HUMAN	tr|I3N871|I3N871_ICTTR
OG0007708	sp|P15260|INGR1_HUMAN	tr|I3MYR1|I3MYR1_ICTTR
OG0007709	sp|P16949|STMN1_HUMAN	tr|A0A287CRX2|A0A287CRX2_ICTTR
OG0007710	sp|P21583|SCF_HUMAN	tr|A0A287D4K0|A0A287D4K0_ICTTR
OG0007711	sp|P21860|ERBB3_HUMAN	tr|I3NGW2|I3NGW2_ICTTR
OG0007712	sp|P30519|HMOX2_HUMAN	tr|I3NBJ1|I3NBJ1_ICTTR
OG0007713	sp|P42768|WASP_HUMAN	tr|I3N8E5|I3N8E5_ICTTR
OG0007714	sp|P43121|MUC18_HUMAN	tr|I3N196|I3N196_ICTTR
OG0007715	sp|P58743|S26A5_HUMAN	tr|I3MHX7|I3MHX7_ICTTR
OG0007716	sp|P78383|S35B1_HUMAN	tr|I3MAL1|I3MAL1_ICTTR
OG0007717	sp|Q13145|BAMBI_HUMAN	tr|I3MNW3|I3MNW3_ICTTR
OG0007718	sp|Q14690|RRP5_HUMAN	tr|I3MN77|I3MN77_ICTTR
OG0007719	sp|Q2M3R5|S35G1_HUMAN	tr|I3N403|I3N403_ICTTR
OG0007720	sp|Q6DD88|ATLA3_HUMAN	tr|I3LW51|I3LW51_ICTTR
OG0007721	sp|Q6IAN0|DRS7B_HUMAN	tr|I3M6K9|I3M6K9_ICTTR
OG0007722	sp|Q6IBW4|CNDH2_HUMAN	tr|I3NHP9|I3NHP9_ICTTR
OG0007723	sp|Q6NVU6|UFSP1_HUMAN	tr|I3MXV5|I3MXV5_ICTTR
OG0007724	sp|Q6PD62|CTR9_HUMAN	tr|I3MLB4|I3MLB4_ICTTR
OG0007725	sp|Q6ZV50|RFX8_HUMAN	tr|I3M5Q8|I3M5Q8_ICTTR
OG0007726	sp|Q8IZ81|ELMD2_HUMAN	tr|I3NCC5|I3NCC5_ICTTR
OG0007727	sp|Q8N158|GPC2_HUMAN	tr|I3MHK5|I3MHK5_ICTTR
OG0007728	sp|Q8N8K9|K1958_HUMAN	tr|I3MIS5|I3MIS5_ICTTR
OG0007729	sp|Q8WZ19|BACD1_HUMAN	tr|I3MVI5|I3MVI5_ICTTR
OG0007730	sp|Q96AW1|VOPP1_HUMAN	tr|A0A287D7Y6|A0A287D7Y6_ICTTR
OG0007731	sp|Q96LT9|RNPC3_HUMAN	tr|I3N9R4|I3N9R4_ICTTR
