Orthogroup	Homo_sapiens	Microcebus_murinus
OG0007578	sp|Q9Y4F3|MARF1_HUMAN	tr|A0A8C5XI82|A0A8C5XI82_MICMU
OG0007579	sp|Q9Y620|RA54B_HUMAN	tr|A0A8C5XAX6|A0A8C5XAX6_MICMU
OG0007580	sp|A0AVI4|TM129_HUMAN	tr|A0A8C5Y0X0|A0A8C5Y0X0_MICMU
OG0007581	sp|A0JLT2|MED19_HUMAN	tr|A0A8C5XBZ7|A0A8C5XBZ7_MICMU
OG0007582	sp|O00421|CCRL2_HUMAN	tr|A0A8C5YH17|A0A8C5YH17_MICMU
OG0007583	sp|O00625|PIR_HUMAN	tr|A0A8C5W8E1|A0A8C5W8E1_MICMU
OG0007584	sp|O15078|CE290_HUMAN	tr|A0A8C5UW90|A0A8C5UW90_MICMU
OG0007585	sp|O15360|FANCA_HUMAN	tr|A0A8C5XBI0|A0A8C5XBI0_MICMU
OG0007586	sp|O60293|ZC3H1_HUMAN	tr|A0A8C5UWA3|A0A8C5UWA3_MICMU
OG0007587	sp|O75954|TSN9_HUMAN	tr|A0A8B7HM04|A0A8B7HM04_MICMU
OG0007588	sp|O95905|ECD_HUMAN	tr|A0A8C5V3C8|A0A8C5V3C8_MICMU
OG0007589	sp|P01210|PENK_HUMAN	tr|A0A8C5Y9I1|A0A8C5Y9I1_MICMU
OG0007590	sp|P07203|GPX1_HUMAN	tr|A0A8C5XJQ9|A0A8C5XJQ9_MICMU
OG0007591	sp|P10109|ADX_HUMAN	tr|A0A8C5USJ8|A0A8C5USJ8_MICMU
OG0007592	sp|P11137|MTAP2_HUMAN	tr|A0A8C5UWF0|A0A8C5UWF0_MICMU
OG0007593	sp|P15848|ARSB_HUMAN	tr|A0A8C5UQH2|A0A8C5UQH2_MICMU
OG0007594	sp|P22413|ENPP1_HUMAN	tr|A0A8B7ED02|A0A8B7ED02_MICMU
OG0007595	sp|P33763|S10A5_HUMAN	tr|A0A8C5V506|A0A8C5V506_MICMU
OG0007596	sp|P41226|UBA7_HUMAN	tr|A0A8C5YAI4|A0A8C5YAI4_MICMU
OG0007597	sp|P49184|DNSL1_HUMAN	tr|A0A8C5VBD8|A0A8C5VBD8_MICMU
OG0007598	sp|P52565|GDIR1_HUMAN	tr|A0A8C5UPA0|A0A8C5UPA0_MICMU
OG0007599	sp|P56524|HDAC4_HUMAN	tr|A0A8C5XAS8|A0A8C5XAS8_MICMU
OG0007600	sp|P84550|SKOR1_HUMAN	tr|A0A8B7GLP6|A0A8B7GLP6_MICMU
OG0007601	sp|Q00534|CDK6_HUMAN	tr|A0A8C5UQG5|A0A8C5UQG5_MICMU
OG0007602	sp|Q01449|MLRA_HUMAN	tr|A0A8C5VK75|A0A8C5VK75_MICMU
OG0007603	sp|Q08629|TICN1_HUMAN	tr|A0A8C5UKP0|A0A8C5UKP0_MICMU
OG0007604	sp|Q14814|MEF2D_HUMAN	tr|A0A8B7GK38|A0A8B7GK38_MICMU
OG0007605	sp|Q15046|SYK_HUMAN	tr|A0A8B7GWV0|A0A8B7GWV0_MICMU
OG0007606	sp|Q15493|RGN_HUMAN	tr|A0A8B7FAV8|A0A8B7FAV8_MICMU
OG0007607	sp|Q2TAC6|KIF19_HUMAN	tr|A0A8C5XRZ1|A0A8C5XRZ1_MICMU
OG0007608	sp|Q495B1|AKD1A_HUMAN	tr|A0A8C5VD38|A0A8C5VD38_MICMU
OG0007609	sp|Q49MG5|MAP9_HUMAN	tr|A0A8B7HMZ6|A0A8B7HMZ6_MICMU
OG0007610	sp|Q5JRX3|PREP_HUMAN	tr|A0A8C5URK1|A0A8C5URK1_MICMU
OG0007611	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A8B7GZ65|A0A8B7GZ65_MICMU
OG0007612	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A8C5UUL8|A0A8C5UUL8_MICMU
OG0007613	sp|Q68DA7|FMN1_HUMAN	tr|A0A8C6EID3|A0A8C6EID3_MICMU
OG0007614	sp|Q68DK2|ZFY26_HUMAN	tr|A0A8B7HHC8|A0A8B7HHC8_MICMU
OG0007615	sp|Q68G75|LEMD1_HUMAN	tr|A0A8C5Y5P2|A0A8C5Y5P2_MICMU
OG0007616	sp|Q69YU5|BWNIN_HUMAN	tr|A0A8C5VIJ2|A0A8C5VIJ2_MICMU
OG0007617	sp|Q6GYQ0|RGPA1_HUMAN	tr|A0A8B7X1G7|A0A8B7X1G7_MICMU
OG0007618	sp|Q6UN15|FIP1_HUMAN	tr|A0A8C5UYG9|A0A8C5UYG9_MICMU
OG0007619	sp|Q6ZMM2|ATL5_HUMAN	tr|A0A8C5W5Z7|A0A8C5W5Z7_MICMU
OG0007620	sp|Q6ZT52|FA43B_HUMAN	tr|A0A8B7I042|A0A8B7I042_MICMU
OG0007621	sp|Q7Z3Z4|PIWL4_HUMAN	tr|A0A8B7EKK3|A0A8B7EKK3_MICMU
OG0007622	sp|Q8N6Y2|LRC17_HUMAN	tr|A0A8B7F501|A0A8B7F501_MICMU
OG0007623	sp|Q8N9Z2|CC71L_HUMAN	tr|A0A8C5XWH3|A0A8C5XWH3_MICMU
OG0007624	sp|Q8NEX5|WFDC9_HUMAN	tr|A0A8C5VAX1|A0A8C5VAX1_MICMU
OG0007625	sp|Q8TBE7|S35G2_HUMAN	tr|A0A8C6ELF0|A0A8C6ELF0_MICMU
OG0007626	sp|Q8WYQ4|CV015_HUMAN	tr|A0A8C5YCI3|A0A8C5YCI3_MICMU
OG0007627	sp|Q96BT3|CENPT_HUMAN	tr|A0A8C5V6D4|A0A8C5V6D4_MICMU
OG0007628	sp|Q96GJ1|TRM2B_HUMAN	tr|A0A8B7GIZ0|A0A8B7GIZ0_MICMU
OG0007629	sp|Q96P70|IPO9_HUMAN	tr|A0A8C5UV67|A0A8C5UV67_MICMU
OG0007630	sp|Q96QD5|DEPD7_HUMAN	tr|A0A8C5XBY5|A0A8C5XBY5_MICMU
OG0007631	sp|Q9BQS7|HEPH_HUMAN	tr|A0A8C5W208|A0A8C5W208_MICMU
OG0007632	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A8C5ULB8|A0A8C5ULB8_MICMU
OG0007633	sp|Q9H1E3|NUCKS_HUMAN	tr|A0A8C5XL16|A0A8C5XL16_MICMU
OG0007634	sp|Q9H244|P2Y12_HUMAN	tr|A0A8B7X0W2|A0A8B7X0W2_MICMU
OG0007635	sp|Q9H267|VP33B_HUMAN	tr|A0A8C5VFM4|A0A8C5VFM4_MICMU
OG0007636	sp|Q9H857|NT5D2_HUMAN	tr|A0A8C5XP29|A0A8C5XP29_MICMU
OG0007637	sp|Q9HAS0|NJMU_HUMAN	tr|A0A8C5V0T5|A0A8C5V0T5_MICMU
OG0007638	sp|Q9HBU1|BARX1_HUMAN	tr|A0A8C5XVM5|A0A8C5XVM5_MICMU
OG0007639	sp|Q9HCE3|ZN532_HUMAN	tr|A0A8C5XUF1|A0A8C5XUF1_MICMU
OG0007640	sp|Q9NSI2|SLX9_HUMAN	tr|A0A8C5Y4E5|A0A8C5Y4E5_MICMU
OG0007641	sp|Q9NXF7|DCA16_HUMAN	tr|A0A8B7EEQ9|A0A8B7EEQ9_MICMU
OG0007642	sp|Q9P015|RM15_HUMAN	tr|A0A8C5XQ86|A0A8C5XQ86_MICMU
OG0007643	sp|Q9Y2M0|FAN1_HUMAN	tr|A0A8C5UZK6|A0A8C5UZK6_MICMU
OG0007644	sp|Q9Y543|HES2_HUMAN	tr|A0A8B7I770|A0A8B7I770_MICMU
OG0007645	sp|Q9Y6D0|SELK_HUMAN	tr|A0A8C5VAP2|A0A8C5VAP2_MICMU
OG0007646	sp|A1A4V9|CF119_HUMAN	tr|A0A8C5UK22|A0A8C5UK22_MICMU
OG0007647	sp|A6NCF5|KLH33_HUMAN	tr|A0A8B7FI58|A0A8B7FI58_MICMU
OG0007648	sp|O14678|ABCD4_HUMAN	tr|A0A8B7EQU0|A0A8B7EQU0_MICMU
OG0007649	sp|O14777|NDC80_HUMAN	tr|A0A8B7F1K2|A0A8B7F1K2_MICMU
OG0007650	sp|O43353|RIPK2_HUMAN	tr|A0A8C5UUT8|A0A8C5UUT8_MICMU
OG0007651	sp|O60235|TM11D_HUMAN	tr|A0A8C5V282|A0A8C5V282_MICMU
OG0007652	sp|O60870|KIN17_HUMAN	tr|A0A8C5UVY7|A0A8C5UVY7_MICMU
OG0007653	sp|O95429|BAG4_HUMAN	tr|A0A8C5VGX5|A0A8C5VGX5_MICMU
OG0007654	sp|P04062|GBA1_HUMAN	tr|A0A8B7GKP6|A0A8B7GKP6_MICMU
OG0007655	sp|P0C0P6|NPS_HUMAN	tr|A0A8B7WLE0|A0A8B7WLE0_MICMU
OG0007656	sp|P17980|PRS6A_HUMAN	tr|A0A8C5W4C9|A0A8C5W4C9_MICMU
OG0007657	sp|P23352|KALM_HUMAN	tr|A0A8C5VTL8|A0A8C5VTL8_MICMU
OG0007658	sp|P26992|CNTFR_HUMAN	tr|A0A8B7GR13|A0A8B7GR13_MICMU
OG0007659	sp|P30084|ECHM_HUMAN	tr|A0A8C5YA48|A0A8C5YA48_MICMU
OG0007660	sp|P33151|CADH5_HUMAN	tr|A0A8B7ESJ7|A0A8B7ESJ7_MICMU
OG0007661	sp|P33993|MCM7_HUMAN	tr|A0A8C5VDZ6|A0A8C5VDZ6_MICMU
OG0007662	sp|P35548|MSX2_HUMAN	tr|A0A8C5VCB8|A0A8C5VCB8_MICMU
OG0007663	sp|P35611|ADDA_HUMAN	tr|A0A8C5UVB9|A0A8C5UVB9_MICMU
OG0007664	sp|P48745|CCN3_HUMAN	tr|A0A8B7FKT2|A0A8B7FKT2_MICMU
OG0007665	sp|P50406|5HT6R_HUMAN	tr|A0A8C5WB41|A0A8C5WB41_MICMU
OG0007666	sp|P55017|S12A3_HUMAN	tr|A0A8C5UXQ6|A0A8C5UXQ6_MICMU
OG0007667	sp|Q05397|FAK1_HUMAN	tr|A0A8C5VE27|A0A8C5VE27_MICMU
OG0007668	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A8B7HTF0|A0A8B7HTF0_MICMU
OG0007669	sp|Q12857|NFIA_HUMAN	tr|A0A8C5VV72|A0A8C5VV72_MICMU
OG0007670	sp|Q12908|NTCP2_HUMAN	tr|A0A8B7FHN6|A0A8B7FHN6_MICMU
OG0007671	sp|Q13126|MTAP_HUMAN	tr|A0A8C5V6P6|A0A8C5V6P6_MICMU
OG0007672	sp|Q14134|TRI29_HUMAN	tr|A0A8B7GZ39|A0A8B7GZ39_MICMU
OG0007673	sp|Q15431|SYCP1_HUMAN	tr|A0A8C5XDS3|A0A8C5XDS3_MICMU
OG0007675	sp|Q16850|CP51A_HUMAN	tr|A0A8C5XBA8|A0A8C5XBA8_MICMU
OG0007676	sp|Q504Q3|PAN2_HUMAN	tr|A0A8C5XSD5|A0A8C5XSD5_MICMU
OG0007677	sp|Q52LJ0|FA98B_HUMAN	tr|A0A8C5VSB8|A0A8C5VSB8_MICMU
OG0007678	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A8B7H0F9|A0A8B7H0F9_MICMU
OG0007679	sp|Q6DKK2|TTC19_HUMAN	tr|A0A8C5UTD3|A0A8C5UTD3_MICMU
OG0007680	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A8B7G6E1|A0A8B7G6E1_MICMU
OG0007681	sp|Q6UXA7|CF015_HUMAN	tr|A0A8B7EQI3|A0A8B7EQI3_MICMU
OG0007682	sp|Q6X4T0|CL054_HUMAN	tr|A0A8B7FUX3|A0A8B7FUX3_MICMU
OG0007683	sp|Q6ZNB7|ALKMO_HUMAN	tr|A0A8C5W285|A0A8C5W285_MICMU
OG0007684	sp|Q7Z7B8|DB128_HUMAN	tr|A0A8B7WRV9|A0A8B7WRV9_MICMU
OG0007685	sp|Q86UV5|UBP48_HUMAN	tr|A0A8C5XE52|A0A8C5XE52_MICMU
OG0007686	sp|Q86WV6|STING_HUMAN	tr|A0A8C5VPA2|A0A8C5VPA2_MICMU
OG0007687	sp|Q8IW00|VSTM4_HUMAN	tr|A0A8C5XR95|A0A8C5XR95_MICMU
OG0007688	sp|Q8IZV2|CKLF8_HUMAN	tr|A0A8B7GNF2|A0A8B7GNF2_MICMU
OG0007689	sp|Q8N2C7|UNC80_HUMAN	tr|A0A8B7FF27|A0A8B7FF27_MICMU
OG0007690	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A8C5UQC9|A0A8C5UQC9_MICMU
OG0007691	sp|Q8TD31|CCHCR_HUMAN	tr|A0A8C5UJZ6|A0A8C5UJZ6_MICMU
OG0007692	sp|Q8WWH5|TRUB1_HUMAN	tr|A0A8B7GXA1|A0A8B7GXA1_MICMU
OG0007693	sp|Q92611|EDEM1_HUMAN	tr|A0A8C5UKA4|A0A8C5UKA4_MICMU
OG0007694	sp|Q96AG4|LRC59_HUMAN	tr|A0A8B7I379|A0A8B7I379_MICMU
OG0007695	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A8B7GK85|A0A8B7GK85_MICMU
OG0007696	sp|Q96B96|LDAF1_HUMAN	tr|A0A8B7I491|A0A8B7I491_MICMU
OG0007697	sp|Q96K75|ZN514_HUMAN	tr|A0A8C5XDK2|A0A8C5XDK2_MICMU
OG0007698	sp|Q96MF7|NSE2_HUMAN	tr|A0A8C5UWJ4|A0A8C5UWJ4_MICMU
OG0007699	sp|Q96PC2|IP6K3_HUMAN	tr|A0A8C5V7J0|A0A8C5V7J0_MICMU
OG0007700	sp|Q9BQ16|TICN3_HUMAN	tr|A0A8C5VHJ8|A0A8C5VHJ8_MICMU
OG0007701	sp|Q9BT30|ALKB7_HUMAN	tr|A0A8B7G612|A0A8B7G612_MICMU
OG0007702	sp|Q9BUK0|CHCH7_HUMAN	tr|A0A8C6EIA7|A0A8C6EIA7_MICMU
OG0007703	sp|Q9BUK6|MSTO1_HUMAN	tr|A0A8C5UL04|A0A8C5UL04_MICMU
OG0007704	sp|Q9H1D9|RPC6_HUMAN	tr|A0A8B7HES2|A0A8B7HES2_MICMU
OG0007705	sp|Q9H1K6|TLRN1_HUMAN	tr|A0A8B7FHH9|A0A8B7FHH9_MICMU
OG0007706	sp|Q9H9R9|DBND1_HUMAN	tr|A0A8C5YB07|A0A8C5YB07_MICMU
OG0007707	sp|Q9NRM2|ZN277_HUMAN	tr|A0A8C5V5L1|A0A8C5V5L1_MICMU
OG0007708	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A8C5UU33|A0A8C5UU33_MICMU
OG0007709	sp|Q9UEG4|ZN629_HUMAN	tr|A0A8B7GAS4|A0A8B7GAS4_MICMU
OG0007710	sp|Q9UGP8|SEC63_HUMAN	tr|A0A8B7FJG1|A0A8B7FJG1_MICMU
OG0007711	sp|Q9UJ70|NAGK_HUMAN	tr|A0A8C5Y536|A0A8C5Y536_MICMU
OG0007712	sp|Q9UK99|FBX3_HUMAN	tr|A0A8B7EKQ4|A0A8B7EKQ4_MICMU
OG0007713	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A8C5UTU2|A0A8C5UTU2_MICMU
OG0007714	sp|Q9Y2Y6|TMM98_HUMAN	tr|A0A8C5UZ73|A0A8C5UZ73_MICMU
OG0007715	sp|A1L3X0|ELOV7_HUMAN	tr|A0A8B7H441|A0A8B7H441_MICMU
OG0007716	sp|A6NGG3|CI092_HUMAN	tr|A0A8C5V336|A0A8C5V336_MICMU
OG0007717	sp|B2CW77|KILIN_HUMAN	tr|A0A8C5XIL2|A0A8C5XIL2_MICMU
OG0007718	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A8C5XP61|A0A8C5XP61_MICMU
OG0007719	sp|O00482|NR5A2_HUMAN	tr|A0A8B7EYZ0|A0A8B7EYZ0_MICMU
OG0007720	sp|O14921|RGS13_HUMAN	tr|A0A8C6ECX8|A0A8C6ECX8_MICMU
OG0007721	sp|O15033|AREL1_HUMAN	tr|A0A8C5Y3Z1|A0A8C5Y3Z1_MICMU
OG0007722	sp|O15119|TBX3_HUMAN	tr|A0A8B7FTQ0|A0A8B7FTQ0_MICMU
OG0007723	sp|O75074|LRP3_HUMAN	tr|A0A8C5W366|A0A8C5W366_MICMU
OG0007724	sp|P05067|A4_HUMAN	tr|A0A8C5XR22|A0A8C5XR22_MICMU
OG0007725	sp|P08887|IL6RA_HUMAN	tr|A0A8C5ULN6|A0A8C5ULN6_MICMU
OG0007726	sp|P10827|THA_HUMAN	tr|A0A8C5W2J8|A0A8C5W2J8_MICMU
OG0007727	sp|P11229|ACM1_HUMAN	tr|A0A8B7HD18|A0A8B7HD18_MICMU
OG0007728	sp|P18428|LBP_HUMAN	tr|A0A8B7FPA6|A0A8B7FPA6_MICMU
OG0007729	sp|P21741|MK_HUMAN	tr|A0A8C6EKZ5|A0A8C6EKZ5_MICMU
OG0007730	sp|P24522|GA45A_HUMAN	tr|A0A8B7GIX9|A0A8B7GIX9_MICMU
OG0007731	sp|P37268|FDFT_HUMAN	tr|A0A8B7FIM1|A0A8B7FIM1_MICMU
OG0007732	sp|P55040|GEM_HUMAN	tr|A0A8B7GXI6|A0A8B7GXI6_MICMU
OG0007733	sp|P61966|AP1S1_HUMAN	tr|A0A8B7FYW7|A0A8B7FYW7_MICMU
OG0007734	sp|P62995|TRA2B_HUMAN	tr|A0A8B7FAV7|A0A8B7FAV7_MICMU
OG0007735	sp|P84090|ERH_HUMAN	tr|A0A8C5XKD2|A0A8C5XKD2_MICMU
OG0007736	sp|Q00403|TF2B_HUMAN	tr|A0A8C5XRY1|A0A8C5XRY1_MICMU
OG0007737	sp|Q04771|ACVR1_HUMAN	tr|A0A8C5YEY1|A0A8C5YEY1_MICMU
OG0007738	sp|Q06830|PRDX1_HUMAN	tr|A0A8C5V2H2|A0A8C5V2H2_MICMU
OG0007739	sp|Q12872|SFSWA_HUMAN	tr|A0A8C5Y2N9|A0A8C5Y2N9_MICMU
OG0007740	sp|Q13201|MMRN1_HUMAN	tr|A0A8C5XL34|A0A8C5XL34_MICMU
OG0007741	sp|Q14003|KCNC3_HUMAN	tr|A0A8C5VMS5|A0A8C5VMS5_MICMU
OG0007742	sp|Q14139|UBE4A_HUMAN	tr|A0A8C5Y375|A0A8C5Y375_MICMU
OG0007743	sp|Q14686|NCOA6_HUMAN	tr|A0A8B7FMR0|A0A8B7FMR0_MICMU
OG0007744	sp|Q495C1|RN212_HUMAN	tr|A0A8C5YBA2|A0A8C5YBA2_MICMU
OG0007745	sp|Q49AJ0|F135B_HUMAN	tr|A0A8C5YAP6|A0A8C5YAP6_MICMU
OG0007746	sp|Q4LE39|ARI4B_HUMAN	tr|A0A8B7EGP5|A0A8B7EGP5_MICMU
OG0007747	sp|Q6ZVH7|ESPNL_HUMAN	tr|A0A8C5XLA0|A0A8C5XLA0_MICMU
OG0007748	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A8B7HWJ9|A0A8B7HWJ9_MICMU
OG0007749	sp|Q7RTU7|SCX_HUMAN	tr|A0A8B7G114|A0A8B7G114_MICMU
OG0007750	sp|Q7Z4L9|PPR42_HUMAN	tr|A0A8B7X9K1|A0A8B7X9K1_MICMU
OG0007751	sp|Q8IXA5|SACA3_HUMAN	tr|A0A8B7I7Q0|A0A8B7I7Q0_MICMU
OG0007752	sp|Q8N3P4|VPS8_HUMAN	tr|A0A8C5YGS4|A0A8C5YGS4_MICMU
OG0007753	sp|Q8N490|PNKD_HUMAN	tr|A0A8C5Y2F4|A0A8C5Y2F4_MICMU
OG0007754	sp|Q8TD20|GTR12_HUMAN	tr|A0A8C5V779|A0A8C5V779_MICMU
OG0007755	sp|Q8TEW6|DOK4_HUMAN	tr|A0A8C5XW88|A0A8C5XW88_MICMU
OG0007756	sp|Q8WY91|THAP4_HUMAN	tr|A0A8C5XEV5|A0A8C5XEV5_MICMU
OG0007757	sp|Q96A56|T53I1_HUMAN	tr|A0A8B7GXH1|A0A8B7GXH1_MICMU
OG0007758	sp|Q96AN5|TM143_HUMAN	tr|A0A8C5XPM9|A0A8C5XPM9_MICMU
OG0007759	sp|Q96BS2|CHP3_HUMAN	tr|A0A8B7FTC3|A0A8B7FTC3_MICMU
OG0007760	sp|Q96DX5|ASB9_HUMAN	tr|A0A8C5YAP4|A0A8C5YAP4_MICMU
OG0007761	sp|Q96K19|RN170_HUMAN	tr|A0A8B7WRX2|A0A8B7WRX2_MICMU
OG0007762	sp|Q96M69|LRGUK_HUMAN	tr|A0A8C5V210|A0A8C5V210_MICMU
OG0007763	sp|Q96NB1|CEP20_HUMAN	tr|A0A8C5W374|A0A8C5W374_MICMU
OG0007764	sp|Q96NG3|ODAD4_HUMAN	tr|A0A8C5V1A4|A0A8C5V1A4_MICMU
OG0007765	sp|Q99536|VAT1_HUMAN	tr|A0A8C5XHA7|A0A8C5XHA7_MICMU
OG0007766	sp|Q9BRJ2|RM45_HUMAN	tr|A0A8B7GFS9|A0A8B7GFS9_MICMU
OG0007767	sp|Q9BZE7|EVG1_HUMAN	tr|A0A8C5Y312|A0A8C5Y312_MICMU
OG0007768	sp|Q9H8W3|F204A_HUMAN	tr|A0A8B7EIW3|A0A8B7EIW3_MICMU
OG0007769	sp|Q9H8Y8|GORS2_HUMAN	tr|A0A8B7HJ35|A0A8B7HJ35_MICMU
OG0007770	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A8C5UPB4|A0A8C5UPB4_MICMU
OG0007771	sp|Q9HBH1|DEFM_HUMAN	tr|A0A8C5YDA0|A0A8C5YDA0_MICMU
OG0007772	sp|Q9HC77|CENPJ_HUMAN	tr|A0A8C5YD02|A0A8C5YD02_MICMU
OG0007773	sp|Q9NUG6|PDRG1_HUMAN	tr|A0A8C5VCU3|A0A8C5VCU3_MICMU
OG0007774	sp|Q9NV70|EXOC1_HUMAN	tr|A0A8C5XY66|A0A8C5XY66_MICMU
OG0007775	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A8B7I8U3|A0A8B7I8U3_MICMU
OG0007776	sp|Q9UBW8|CSN7A_HUMAN	tr|A0A8C5V0T4|A0A8C5V0T4_MICMU
OG0007777	sp|Q9UHV9|PFD2_HUMAN	tr|A0A8C5V022|A0A8C5V022_MICMU
OG0007778	sp|Q9UHW5|GPN3_HUMAN	tr|A0A8B7WTC6|A0A8B7WTC6_MICMU
OG0007779	sp|Q9UKP4|ATS7_HUMAN	tr|A0A8C5XND5|A0A8C5XND5_MICMU
OG0007780	sp|Q9ULH7|MRTFB_HUMAN	tr|A0A8B7EB90|A0A8B7EB90_MICMU
OG0007781	sp|Q9Y222|DMTF1_HUMAN	tr|A0A8B7HDH4|A0A8B7HDH4_MICMU
OG0007782	sp|Q9Y241|HIG1A_HUMAN	tr|A0A8C5YFN4|A0A8C5YFN4_MICMU
OG0007783	sp|Q9Y242|TCF19_HUMAN	tr|A0A8C5VEF4|A0A8C5VEF4_MICMU
OG0007784	sp|Q9Y314|NOSIP_HUMAN	tr|A0A8C5Y7A5|A0A8C5Y7A5_MICMU
OG0007785	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A8B7I4S1|A0A8B7I4S1_MICMU
OG0007786	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A8B7F1M5|A0A8B7F1M5_MICMU
OG0007787	sp|A0AVF1|IFT56_HUMAN	tr|A0A8C5VCZ9|A0A8C5VCZ9_MICMU
OG0007788	sp|A8MTA8|F166B_HUMAN	tr|A0A8C5YEL4|A0A8C5YEL4_MICMU
OG0007789	sp|O15047|SET1A_HUMAN	tr|A0A8B7GB59|A0A8B7GB59_MICMU
OG0007790	sp|O15403|MOT7_HUMAN	tr|A0A8C5Y2E0|A0A8C5Y2E0_MICMU
OG0007791	sp|O15446|RPA34_HUMAN	tr|A0A8C5VAC0|A0A8C5VAC0_MICMU
OG0007792	sp|O43684|BUB3_HUMAN	tr|A0A8C5VHL9|A0A8C5VHL9_MICMU
OG0007795	sp|P13498|CY24A_HUMAN	tr|A0A8C5XY64|A0A8C5XY64_MICMU
OG0007796	sp|P15884|ITF2_HUMAN	tr|A0A8B7F1T0|A0A8B7F1T0_MICMU
OG0007797	sp|P24385|CCND1_HUMAN	tr|A0A8C5VUL2|A0A8C5VUL2_MICMU
OG0007798	sp|P30043|BLVRB_HUMAN	tr|A0A8B7WUA1|A0A8B7WUA1_MICMU
OG0007799	sp|P42357|HUTH_HUMAN	tr|A0A8B7H3E2|A0A8B7H3E2_MICMU
OG0007800	sp|P60880|SNP25_HUMAN	tr|A0A8C5WAZ8|A0A8C5WAZ8_MICMU
OG0007801	sp|P78332|RBM6_HUMAN	tr|A0A8B7GTX2|A0A8B7GTX2_MICMU
OG0007802	sp|P80365|DHI2_HUMAN	tr|A0A8C5W2D1|A0A8C5W2D1_MICMU
OG0007803	sp|Q03188|CENPC_HUMAN	tr|A0A8C5XE88|A0A8C5XE88_MICMU
OG0007804	sp|Q13336|UT1_HUMAN	tr|A0A8C5Y528|A0A8C5Y528_MICMU
OG0007805	sp|Q14146|URB2_HUMAN	tr|A0A8C5VS68|A0A8C5VS68_MICMU
OG0007806	sp|Q14209|E2F2_HUMAN	tr|A0A8C5V1L8|A0A8C5V1L8_MICMU
OG0007807	sp|Q16512|PKN1_HUMAN	tr|A0A8C5XX62|A0A8C5XX62_MICMU
OG0007808	sp|Q16819|MEP1A_HUMAN	tr|A0A8C5XHU8|A0A8C5XHU8_MICMU
OG0007809	sp|Q49AM3|TTC31_HUMAN	tr|A0A8C5US04|A0A8C5US04_MICMU
OG0007810	sp|Q58F21|BRDT_HUMAN	tr|A0A8C5V233|A0A8C5V233_MICMU
OG0007811	sp|Q5SV97|PERM1_HUMAN	tr|A0A8C5VHF7|A0A8C5VHF7_MICMU
OG0007812	sp|Q5T5D7|ZN684_HUMAN	tr|A0A8C5Y105|A0A8C5Y105_MICMU
OG0007813	sp|Q5TD97|FHL5_HUMAN	tr|A0A8B7GPE3|A0A8B7GPE3_MICMU
OG0007814	sp|Q68CP4|HGNAT_HUMAN	tr|A0A8C5UU48|A0A8C5UU48_MICMU
OG0007815	sp|Q6P5W5|S39A4_HUMAN	tr|A0A8C5W8G9|A0A8C5W8G9_MICMU
OG0007816	sp|Q6PGQ7|BORA_HUMAN	tr|A0A8C5XHA0|A0A8C5XHA0_MICMU
OG0007817	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A8C5YHF3|A0A8C5YHF3_MICMU
OG0007818	sp|Q6WBX8|RAD9B_HUMAN	tr|A0A8C5VTN4|A0A8C5VTN4_MICMU
OG0007819	sp|Q6ZRI8|RHG36_HUMAN	tr|A0A8B7GC65|A0A8B7GC65_MICMU
OG0007820	sp|Q71RS6|NCKX5_HUMAN	tr|A0A8C5Y857|A0A8C5Y857_MICMU
OG0007821	sp|Q7KZN9|COX15_HUMAN	tr|A0A8B7GLH8|A0A8B7GLH8_MICMU
OG0007822	sp|Q7Z3E2|CC186_HUMAN	tr|A0A8C5V731|A0A8C5V731_MICMU
OG0007823	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A8C6EIU3|A0A8C6EIU3_MICMU
OG0007824	sp|Q86WB0|ZC3C1_HUMAN	tr|A0A8B7I1Y8|A0A8B7I1Y8_MICMU
OG0007825	sp|Q86X40|LRC28_HUMAN	tr|A0A8C5VR82|A0A8C5VR82_MICMU
OG0007826	sp|Q8IVS2|FABD_HUMAN	tr|A0A8B7FVI6|A0A8B7FVI6_MICMU
OG0007827	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A8B7X4C0|A0A8B7X4C0_MICMU
OG0007828	sp|Q8NCY6|MSD4_HUMAN	tr|A0A8C6EEY6|A0A8C6EEY6_MICMU
OG0007829	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A8C5XK51|A0A8C5XK51_MICMU
