Orthogroup	Homo_sapiens	Marmota_monax
OG0006097	sp|O14730|RIOK3_HUMAN	tr|A0A5E4BZT7|A0A5E4BZT7_MARMO
OG0006098	sp|O14920|IKKB_HUMAN	tr|A0A5E4B6S4|A0A5E4B6S4_MARMO
OG0006099	sp|O60260|PRKN_HUMAN	tr|A0A5E4AJZ2|A0A5E4AJZ2_MARMO
OG0006100	sp|O95394|AGM1_HUMAN	tr|A0A5E4AX30|A0A5E4AX30_MARMO
OG0006101	sp|O95900|TRUB2_HUMAN	tr|A0A5E4AMX2|A0A5E4AMX2_MARMO
OG0006102	sp|P06734|FCER2_HUMAN	tr|A0A5E4CI83|A0A5E4CI83_MARMO
OG0006103	sp|P0DJ07|PT100_HUMAN	tr|A0A5E4CKX0|A0A5E4CKX0_MARMO
OG0006104	sp|P11182|ODB2_HUMAN	tr|A0A5E4B031|A0A5E4B031_MARMO
OG0006105	sp|P13232|IL7_HUMAN	tr|A0A5E4D5D6|A0A5E4D5D6_MARMO
OG0006106	sp|P22460|KCNA5_HUMAN	tr|A0A5E4BHS9|A0A5E4BHS9_MARMO
OG0006107	sp|P29762|RABP1_HUMAN	tr|A0A5E4AV04|A0A5E4AV04_MARMO
OG0006108	sp|P30044|PRDX5_HUMAN	tr|A0A5E4A165|A0A5E4A165_MARMO
OG0006109	sp|P35625|TIMP3_HUMAN	tr|A0A5E4A480|A0A5E4A480_MARMO
OG0006110	sp|P54821|PRRX1_HUMAN	tr|A0A5E4AIJ5|A0A5E4AIJ5_MARMO
OG0006111	sp|P78369|CLD10_HUMAN	tr|A0A5E4A682|A0A5E4A682_MARMO
OG0006112	sp|P98082|DAB2_HUMAN	tr|A0A5E4CDE9|A0A5E4CDE9_MARMO
OG0006113	sp|Q13291|SLAF1_HUMAN	tr|A0A5E4BTV8|A0A5E4BTV8_MARMO
OG0006114	sp|Q14512|FGFP1_HUMAN	tr|A0A5E4AGW3|A0A5E4AGW3_MARMO
OG0006115	sp|Q15543|TAF13_HUMAN	tr|A0A5E4CHN7|A0A5E4CHN7_MARMO
OG0006116	sp|Q16186|ADRM1_HUMAN	tr|A0A5E4AGT4|A0A5E4AGT4_MARMO
OG0006117	sp|Q16778|H2B2E_HUMAN	tr|A0A5E4A562|A0A5E4A562_MARMO
OG0006118	sp|Q4G148|GXLT1_HUMAN	tr|A0A5E4C5B5|A0A5E4C5B5_MARMO
OG0006119	sp|Q4LDG9|DNAL1_HUMAN	tr|A0A5E4AYG7|A0A5E4AYG7_MARMO
OG0006120	sp|Q5IJ48|CRUM2_HUMAN	tr|A0A5E4AZ86|A0A5E4AZ86_MARMO
OG0006121	sp|Q5JTZ9|SYAM_HUMAN	tr|A0A5E4APX9|A0A5E4APX9_MARMO
OG0006122	sp|Q5VWZ2|LYPL1_HUMAN	tr|A0A5E4B585|A0A5E4B585_MARMO
OG0006123	sp|Q5VYV0|FOXB2_HUMAN	tr|A0A5E4CH86|A0A5E4CH86_MARMO
OG0006124	sp|Q6NUI2|GPAT2_HUMAN	tr|A0A5E4BGM1|A0A5E4BGM1_MARMO
OG0006125	sp|Q6UX39|AMTN_HUMAN	tr|A0A5E4CHA9|A0A5E4CHA9_MARMO
OG0006126	sp|Q6X4W1|NSMF_HUMAN	tr|A0A5E4AB84|A0A5E4AB84_MARMO
OG0006127	sp|Q7Z601|GP142_HUMAN	tr|A0A5E4CIF7|A0A5E4CIF7_MARMO
OG0006128	sp|Q7Z6J4|FGD2_HUMAN	tr|A0A5E4BC59|A0A5E4BC59_MARMO
OG0006129	sp|Q86TC9|MYPN_HUMAN	tr|A0A5E4C9N9|A0A5E4C9N9_MARMO
OG0006130	sp|Q8N4X5|AF1L2_HUMAN	tr|A0A5E4AFS3|A0A5E4AFS3_MARMO
OG0006131	sp|Q8NBT2|SPC24_HUMAN	tr|A0A5E4AAK4|A0A5E4AAK4_MARMO
OG0006132	sp|Q8TAE6|PP14C_HUMAN	tr|A0A5E4AQZ5|A0A5E4AQZ5_MARMO
OG0006133	sp|Q8TAM1|BBS10_HUMAN	tr|A0A5E4BFC6|A0A5E4BFC6_MARMO
OG0006134	sp|Q8TEW0|PARD3_HUMAN	tr|A0A5E4BKF5|A0A5E4BKF5_MARMO
OG0006135	sp|Q8WU58|F222B_HUMAN	tr|A0A5E4AAY6|A0A5E4AAY6_MARMO
OG0006136	sp|Q8WWF8|CAPSL_HUMAN	tr|A0A5E4AWV1|A0A5E4AWV1_MARMO
OG0006137	sp|Q96A04|TSACC_HUMAN	tr|A0A5E4A8J5|A0A5E4A8J5_MARMO
OG0006138	sp|Q96B42|TMM18_HUMAN	tr|A0A5E4C686|A0A5E4C686_MARMO
OG0006139	sp|Q96C57|CSTOS_HUMAN	tr|A0A5E4CW65|A0A5E4CW65_MARMO
OG0006140	sp|Q96CP6|ASTRA_HUMAN	tr|A0A5E4AFF0|A0A5E4AFF0_MARMO
OG0006141	sp|Q9BQF6|SENP7_HUMAN	tr|A0A5E4B1Q9|A0A5E4B1Q9_MARMO
OG0006142	sp|Q9BXC9|BBS2_HUMAN	tr|A0A5E4A5Z6|A0A5E4A5Z6_MARMO
OG0006143	sp|Q9C0C2|TB182_HUMAN	tr|A0A5E4BCI3|A0A5E4BCI3_MARMO
OG0006144	sp|Q9NRG0|CHRC1_HUMAN	tr|A0A5E4B5G8|A0A5E4B5G8_MARMO
OG0006145	sp|Q9UEE5|ST17A_HUMAN	tr|A0A5E4CB38|A0A5E4CB38_MARMO
OG0006146	sp|Q9UHQ9|NB5R1_HUMAN	tr|A0A5E4AJ31|A0A5E4AJ31_MARMO
OG0006147	sp|Q9UKD1|GMEB2_HUMAN	tr|A0A5E4AH66|A0A5E4AH66_MARMO
OG0006148	sp|Q9ULJ1|ODF2L_HUMAN	tr|A0A5E4ANF6|A0A5E4ANF6_MARMO
OG0006149	sp|Q9ULX3|NOB1_HUMAN	tr|A0A5E4B9G5|A0A5E4B9G5_MARMO
OG0006150	sp|Q9UNZ5|L10K_HUMAN	tr|A0A5E4A9U1|A0A5E4A9U1_MARMO
OG0006151	sp|Q9Y262|EIF3L_HUMAN	tr|A0A5E4BUK3|A0A5E4BUK3_MARMO
OG0006152	sp|Q9Y2Y9|KLF13_HUMAN	tr|A0A5E4BEF7|A0A5E4BEF7_MARMO
OG0006153	sp|Q9Y530|OARD1_HUMAN	tr|A0A5E4A8G4|A0A5E4A8G4_MARMO
OG0006154	sp|A7MD48|SRRM4_HUMAN	tr|A0A5E4BI34|A0A5E4BI34_MARMO
OG0006155	sp|O00270|GPR31_HUMAN	tr|A0A5E4CAI0|A0A5E4CAI0_MARMO
OG0006156	sp|O43615|TIM44_HUMAN	tr|A0A5E4CZJ7|A0A5E4CZJ7_MARMO
OG0006157	sp|O75431|MTX2_HUMAN	tr|A0A5E4BI71|A0A5E4BI71_MARMO
OG0006158	sp|O94991|SLIK5_HUMAN	tr|A0A5E4CKH0|A0A5E4CKH0_MARMO
OG0006159	sp|O95294|RASL1_HUMAN	tr|A0A5E4A391|A0A5E4A391_MARMO
OG0006160	sp|P04070|PROC_HUMAN	tr|A0A5E4D352|A0A5E4D352_MARMO
OG0006161	sp|P20962|PTMS_HUMAN	tr|A0A5E4B4A0|A0A5E4B4A0_MARMO
OG0006162	sp|P21980|TGM2_HUMAN	tr|A0A5E4AZS8|A0A5E4AZS8_MARMO
OG0006163	sp|P24863|CCNC_HUMAN	tr|A0A5E4BIY6|A0A5E4BIY6_MARMO
OG0006164	sp|P47224|MSS4_HUMAN	tr|A0A5E4AHM8|A0A5E4AHM8_MARMO
OG0006165	sp|P49454|CENPF_HUMAN	tr|A0A5E4AWW4|A0A5E4AWW4_MARMO
OG0006166	sp|P49588|SYAC_HUMAN	tr|A0A5E4A6A6|A0A5E4A6A6_MARMO
OG0006167	sp|Q00535|CDK5_HUMAN	tr|A0A5E4CL31|A0A5E4CL31_MARMO
OG0006168	sp|Q07002|CDK18_HUMAN	tr|A0A5E4AF94|A0A5E4AF94_MARMO
OG0006169	sp|Q0JRZ9|FCHO2_HUMAN	tr|A0A5E4C6M1|A0A5E4C6M1_MARMO
OG0006170	sp|Q12837|PO4F2_HUMAN	tr|A0A5E4BXM8|A0A5E4BXM8_MARMO
OG0006171	sp|Q14CB8|RHG19_HUMAN	tr|A0A5E4AL15|A0A5E4AL15_MARMO
OG0006172	sp|Q15526|SURF1_HUMAN	tr|A0A5E4ACJ8|A0A5E4ACJ8_MARMO
OG0006173	sp|Q5MNZ6|WIPI3_HUMAN	tr|A0A5E4BPT2|A0A5E4BPT2_MARMO
OG0006174	sp|Q5TGY3|AHDC1_HUMAN	tr|A0A5E4AET8|A0A5E4AET8_MARMO
OG0006175	sp|Q6PHR2|ULK3_HUMAN	tr|A0A5E4B6Q5|A0A5E4B6Q5_MARMO
OG0006176	sp|Q6ZN55|ZN574_HUMAN	tr|A0A5E4AD41|A0A5E4AD41_MARMO
OG0006177	sp|Q86UW6|N4BP2_HUMAN	tr|A0A5E4APF2|A0A5E4APF2_MARMO
OG0006178	sp|Q86VX9|MON1A_HUMAN	tr|A0A5E4B582|A0A5E4B582_MARMO
OG0006179	sp|Q86YN6|PRGC2_HUMAN	tr|A0A5E4AY71|A0A5E4AY71_MARMO
OG0006180	sp|Q8N7G0|PO5F2_HUMAN	tr|A0A5E4CHS2|A0A5E4CHS2_MARMO
OG0006181	sp|Q8NA54|IQUB_HUMAN	tr|A0A5E4D4H9|A0A5E4D4H9_MARMO
OG0006182	sp|Q8NB37|GALD1_HUMAN	tr|A0A5E4AWF5|A0A5E4AWF5_MARMO
OG0006183	sp|Q8NBP7|PCSK9_HUMAN	tr|A0A5E4BE73|A0A5E4BE73_MARMO
OG0006184	sp|Q8NDW4|ZN248_HUMAN	tr|A0A5E4B6Y3|A0A5E4B6Y3_MARMO
OG0006185	sp|Q8NDY3|ARHL1_HUMAN	tr|A0A5E4CPK6|A0A5E4CPK6_MARMO
OG0006186	sp|Q8NEB9|PK3C3_HUMAN	tr|A0A5E4CY08|A0A5E4CY08_MARMO
OG0006187	sp|Q96AM1|MRGRF_HUMAN	tr|A0A5E4A1W1|A0A5E4A1W1_MARMO
OG0006188	sp|Q96DY2|DRC10_HUMAN	tr|A0A5E4A4W9|A0A5E4A4W9_MARMO
OG0006189	sp|Q96E14|RMI2_HUMAN	tr|A0A5E4BZW7|A0A5E4BZW7_MARMO
OG0006190	sp|Q96EV8|DTBP1_HUMAN	tr|A0A5E4B2K6|A0A5E4B2K6_MARMO
OG0006191	sp|Q96FS4|SIPA1_HUMAN	tr|A0A5E4A1Q1|A0A5E4A1Q1_MARMO
OG0006192	sp|Q96FW1|OTUB1_HUMAN	tr|A0A5E4A2M0|A0A5E4A2M0_MARMO
OG0006193	sp|Q96JK4|HIPL1_HUMAN	tr|A0A5E4AP06|A0A5E4AP06_MARMO
OG0006194	sp|Q96JZ2|HSH2D_HUMAN	tr|A0A5E4BTZ2|A0A5E4BTZ2_MARMO
OG0006195	sp|Q96K17|BT3L4_HUMAN	tr|A0A5E4CZS0|A0A5E4CZS0_MARMO
OG0006196	sp|Q96SJ8|TSN18_HUMAN	tr|A0A5E4CRW5|A0A5E4CRW5_MARMO
OG0006197	sp|Q99731|CCL19_HUMAN	tr|A0A5E4A6U2|A0A5E4A6U2_MARMO
OG0006198	sp|Q9BRV8|SIKE1_HUMAN	tr|A0A5E4BAW4|A0A5E4BAW4_MARMO
OG0006199	sp|Q9BT25|HAUS8_HUMAN	tr|A0A5E4BWS9|A0A5E4BWS9_MARMO
OG0006200	sp|Q9BWK5|CYREN_HUMAN	tr|A0A5E4B369|A0A5E4B369_MARMO
OG0006201	sp|Q9GZT6|CC90B_HUMAN	tr|A0A5E4D9L0|A0A5E4D9L0_MARMO
OG0006202	sp|Q9H1J5|WNT8A_HUMAN	tr|A0A5E4D0M7|A0A5E4D0M7_MARMO
OG0006203	sp|Q9H981|ARP8_HUMAN	tr|A0A5E4B3Q0|A0A5E4B3Q0_MARMO
OG0006204	sp|Q9HCM7|FBSL_HUMAN	tr|A0A5E4CFL0|A0A5E4CFL0_MARMO
OG0006205	sp|Q9NPD7|NRN1_HUMAN	tr|A0A5E4CFL2|A0A5E4CFL2_MARMO
OG0006206	sp|Q9NRR3|C42S2_HUMAN	tr|A0A5E4B5S4|A0A5E4B5S4_MARMO
OG0006207	sp|Q9NZJ5|E2AK3_HUMAN	tr|A0A5E4CLX2|A0A5E4CLX2_MARMO
OG0006208	sp|Q9UBF6|RBX2_HUMAN	tr|A0A5E4B4K2|A0A5E4B4K2_MARMO
OG0006209	sp|Q9ULW5|RAB26_HUMAN	tr|A0A5E4C0U9|A0A5E4C0U9_MARMO
OG0006210	sp|Q9Y6N3|CLCA3_HUMAN	tr|A0A5E4BMZ8|A0A5E4BMZ8_MARMO
OG0006211	sp|Q9Y6X5|ENPP4_HUMAN	tr|A0A5E4APA9|A0A5E4APA9_MARMO
OG0006212	sp|O00124|UBXN8_HUMAN	tr|A0A5E4CQZ3|A0A5E4CQZ3_MARMO
OG0006213	sp|O00213|APBB1_HUMAN	tr|A0A5E4CGN9|A0A5E4CGN9_MARMO
OG0006214	sp|O00287|RFXAP_HUMAN	tr|A0A5E4BZ84|A0A5E4BZ84_MARMO
OG0006215	sp|O14649|KCNK3_HUMAN	tr|A0A5E4A8F3|A0A5E4A8F3_MARMO
OG0006216	sp|O15217|GSTA4_HUMAN	tr|A0A5E4A1Z0|A0A5E4A1Z0_MARMO
OG0006217	sp|O43395|PRPF3_HUMAN	tr|A0A5E4BTR2|A0A5E4BTR2_MARMO
OG0006218	sp|O43736|ITM2A_HUMAN	tr|A0A5E4BTP1|A0A5E4BTP1_MARMO
OG0006219	sp|O75208|COQ9_HUMAN	tr|A0A5E4A635|A0A5E4A635_MARMO
OG0006220	sp|O75409|HYPM_HUMAN	tr|A0A5E4CY28|A0A5E4CY28_MARMO
OG0006221	sp|O75596|CLC3A_HUMAN	tr|A0A5E4ACM4|A0A5E4ACM4_MARMO
OG0006222	sp|O95178|NDUB2_HUMAN	tr|A0A5E4AQ26|A0A5E4AQ26_MARMO
OG0006223	sp|O95470|SGPL1_HUMAN	tr|A0A5E4C3I0|A0A5E4C3I0_MARMO
OG0006224	sp|P01133|EGF_HUMAN	tr|A0A5E4B1P4|A0A5E4B1P4_MARMO
OG0006225	sp|P09017|HXC4_HUMAN	tr|A0A5E4A9G8|A0A5E4A9G8_MARMO
OG0006226	sp|P18846|ATF1_HUMAN	tr|A0A5E4CGA0|A0A5E4CGA0_MARMO
OG0006227	sp|P29459|IL12A_HUMAN	tr|A0A5E4B7Q7|A0A5E4B7Q7_MARMO
OG0006228	sp|P30050|RL12_HUMAN	tr|A0A5E4BSD8|A0A5E4BSD8_MARMO
OG0006229	sp|P35475|IDUA_HUMAN	tr|A0A5E4BNB4|A0A5E4BNB4_MARMO
OG0006230	sp|P53370|NUDT6_HUMAN	tr|A0A5E4C9R4|A0A5E4C9R4_MARMO
OG0006231	sp|Q07021|C1QBP_HUMAN	tr|A0A5E4ASG9|A0A5E4ASG9_MARMO
OG0006232	sp|Q12778|FOXO1_HUMAN	tr|A0A5E4CYC7|A0A5E4CYC7_MARMO
OG0006233	sp|Q13461|FOXE3_HUMAN	tr|A0A5E4BE46|A0A5E4BE46_MARMO
OG0006234	sp|Q13939|CALI_HUMAN	tr|A0A5E4A6G8|A0A5E4A6G8_MARMO
OG0006236	sp|Q53RE8|ANR39_HUMAN	tr|A0A5E4BEE2|A0A5E4BEE2_MARMO
OG0006237	sp|Q6P988|NOTUM_HUMAN	tr|A0A5E4AM95|A0A5E4AM95_MARMO
OG0006238	sp|Q70EL3|UBP50_HUMAN	tr|A0A5E4AXZ7|A0A5E4AXZ7_MARMO
OG0006239	sp|Q7L2E3|DHX30_HUMAN	tr|A0A5E4ABM6|A0A5E4ABM6_MARMO
OG0006240	sp|Q7Z3T8|ZFY16_HUMAN	tr|A0A5E4D317|A0A5E4D317_MARMO
OG0006241	sp|Q86XK3|SFR1_HUMAN	tr|A0A5E4B0J8|A0A5E4B0J8_MARMO
OG0006242	sp|Q8IXS0|F217A_HUMAN	tr|A0A5E4D7I0|A0A5E4D7I0_MARMO
OG0006243	sp|Q8N2A8|PLD6_HUMAN	tr|A0A5E4B153|A0A5E4B153_MARMO
OG0006244	sp|Q8N2K1|UB2J2_HUMAN	tr|A0A5E4BDN4|A0A5E4BDN4_MARMO
OG0006245	sp|Q8N6S4|AN13C_HUMAN	tr|A0A5E4D499|A0A5E4D499_MARMO
OG0006246	sp|Q8NA72|POC5_HUMAN	tr|A0A5E4B8L5|A0A5E4B8L5_MARMO
OG0006247	sp|Q8ND23|CARL3_HUMAN	tr|A0A5E4BCB6|A0A5E4BCB6_MARMO
OG0006248	sp|Q8NE62|CHDH_HUMAN	tr|A0A5E4B2J4|A0A5E4B2J4_MARMO
OG0006249	sp|Q8TCJ0|FBX25_HUMAN	tr|A0A5E4B086|A0A5E4B086_MARMO
OG0006250	sp|Q8TE77|SSH3_HUMAN	tr|A0A5E4A334|A0A5E4A334_MARMO
OG0006251	sp|Q8WUU4|ZN296_HUMAN	tr|A0A5E4BM54|A0A5E4BM54_MARMO
OG0006252	sp|Q92876|KLK6_HUMAN	tr|A0A5E4BWN0|A0A5E4BWN0_MARMO
OG0006253	sp|Q96AB3|ISOC2_HUMAN	tr|A0A5E4CGI0|A0A5E4CGI0_MARMO
OG0006254	sp|Q96EN8|MOCOS_HUMAN	tr|A0A5E4CBD9|A0A5E4CBD9_MARMO
OG0006255	sp|Q96QV1|HHIP_HUMAN	tr|A0A5E4D1D3|A0A5E4D1D3_MARMO
OG0006256	sp|Q96RR1|PEO1_HUMAN	tr|A0A5E4BA95|A0A5E4BA95_MARMO
OG0006257	sp|Q9BQA9|CYBC1_HUMAN	tr|A0A5E4BNR4|A0A5E4BNR4_MARMO
OG0006258	sp|Q9BVS4|RIOK2_HUMAN	tr|A0A5E4CCF0|A0A5E4CCF0_MARMO
OG0006259	sp|Q9C0K1|S39A8_HUMAN	tr|A0A5E4BPH1|A0A5E4BPH1_MARMO
OG0006260	sp|Q9H2S5|RNF39_HUMAN	tr|A0A5E4C910|A0A5E4C910_MARMO
OG0006261	sp|Q9H488|OFUT1_HUMAN	tr|A0A5E4CUZ1|A0A5E4CUZ1_MARMO
OG0006262	sp|Q9HCD6|TANC2_HUMAN	tr|A0A5E4CNM2|A0A5E4CNM2_MARMO
OG0006263	sp|Q9NPJ6|MED4_HUMAN	tr|A0A5E4AIA8|A0A5E4AIA8_MARMO
OG0006264	sp|Q9UKG9|OCTC_HUMAN	tr|A0A5E4BZ80|A0A5E4BZ80_MARMO
OG0006265	sp|Q9UP52|TFR2_HUMAN	tr|A0A5E4CS45|A0A5E4CS45_MARMO
OG0006266	sp|Q9UQ10|DHDH_HUMAN	tr|A0A5E4BCS3|A0A5E4BCS3_MARMO
OG0006267	sp|Q9UQE7|SMC3_HUMAN	tr|A0A5E4BQL7|A0A5E4BQL7_MARMO
OG0006268	sp|Q9Y289|SC5A6_HUMAN	tr|A0A5E4A8S7|A0A5E4A8S7_MARMO
OG0006269	sp|Q9Y2C2|UST_HUMAN	tr|A0A5E4BDH8|A0A5E4BDH8_MARMO
OG0006270	sp|Q9Y3A2|UTP11_HUMAN	tr|A0A5E4A6N3|A0A5E4A6N3_MARMO
OG0006271	sp|Q9Y5C1|ANGL3_HUMAN	tr|A0A5E4D4C6|A0A5E4D4C6_MARMO
OG0006272	sp|Q9Y6Q2|STON1_HUMAN	tr|A0A5E4CBR9|A0A5E4CBR9_MARMO
OG0006273	sp|X6R8D5|GUCNB_HUMAN	tr|A0A5E4A8C4|A0A5E4A8C4_MARMO
OG0006275	sp|O15120|PLCB_HUMAN	tr|A0A5E4AB87|A0A5E4AB87_MARMO
OG0006276	sp|O43516|WIPF1_HUMAN	tr|A0A5E4C651|A0A5E4C651_MARMO
OG0006277	sp|O43741|AAKB2_HUMAN	tr|A0A5E4CDD8|A0A5E4CDD8_MARMO
OG0006278	sp|O60760|HPGDS_HUMAN	tr|A0A5E4AX37|A0A5E4AX37_MARMO
OG0006279	sp|O76024|WFS1_HUMAN	tr|A0A5E4BGL2|A0A5E4BGL2_MARMO
OG0006280	sp|O95428|PPN_HUMAN	tr|A0A5E4BGC5|A0A5E4BGC5_MARMO
OG0006281	sp|P14550|AK1A1_HUMAN	tr|A0A5E4C0L8|A0A5E4C0L8_MARMO
OG0006282	sp|P15514|AREG_HUMAN	tr|A0A5E4BGT1|A0A5E4BGT1_MARMO
OG0006283	sp|P17661|DESM_HUMAN	tr|A0A5E4AW81|A0A5E4AW81_MARMO
OG0006284	sp|P32969|RL9_HUMAN	tr|A0A5E4ANW2|A0A5E4ANW2_MARMO
OG0006285	sp|P41222|PTGDS_HUMAN	tr|A0A5E4AAY0|A0A5E4AAY0_MARMO
OG0006286	sp|P45844|ABCG1_HUMAN	tr|A0A5E4BSW3|A0A5E4BSW3_MARMO
OG0006287	sp|P48048|KCNJ1_HUMAN	tr|A0A5E4BK19|A0A5E4BK19_MARMO
OG0006288	sp|P48060|GLIP1_HUMAN	tr|A0A5E4D5H6|A0A5E4D5H6_MARMO
OG0006289	sp|P78549|NTH_HUMAN	tr|A0A5E4BZW8|A0A5E4BZW8_MARMO
OG0006290	sp|Q01201|RELB_HUMAN	tr|A0A5E4BLN4|A0A5E4BLN4_MARMO
OG0006291	sp|Q13562|NDF1_HUMAN	tr|A0A5E4CUA8|A0A5E4CUA8_MARMO
OG0006292	sp|Q15173|2A5B_HUMAN	tr|A0A5E4A1M6|A0A5E4A1M6_MARMO
OG0006293	sp|Q16629|SRSF7_HUMAN	tr|A0A5E4CKM8|A0A5E4CKM8_MARMO
OG0006294	sp|Q16828|DUS6_HUMAN	tr|A0A5E4AG35|A0A5E4AG35_MARMO
OG0006295	sp|Q24JQ0|TM241_HUMAN	tr|A0A5E4C0L5|A0A5E4C0L5_MARMO
OG0006296	sp|Q49B96|COX19_HUMAN	tr|A0A5E4BNA8|A0A5E4BNA8_MARMO
OG0006297	sp|Q5HYW2|NHSL2_HUMAN	tr|A0A5E4C4S5|A0A5E4C4S5_MARMO
OG0006298	sp|Q5TFE4|NT5D1_HUMAN	tr|A0A5E4BFQ4|A0A5E4BFQ4_MARMO
OG0006299	sp|Q6AI14|SL9A4_HUMAN	tr|A0A5E4CRT0|A0A5E4CRT0_MARMO
OG0006300	sp|Q6ZMZ0|RN19B_HUMAN	tr|A0A5E4AN67|A0A5E4AN67_MARMO
OG0006301	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A5E4AKZ6|A0A5E4AKZ6_MARMO
OG0006302	sp|Q86VZ6|JAZF1_HUMAN	tr|A0A5E4ARI7|A0A5E4ARI7_MARMO
OG0006303	sp|Q86W56|PARG_HUMAN	tr|A0A5E4CF72|A0A5E4CF72_MARMO
OG0006304	sp|Q86YL7|PDPN_HUMAN	tr|A0A5E4CRB2|A0A5E4CRB2_MARMO
OG0006305	sp|Q8IYD8|FANCM_HUMAN	tr|A0A5E4CK82|A0A5E4CK82_MARMO
OG0006306	sp|Q8N137|CNTRB_HUMAN	tr|A0A5E4BBZ1|A0A5E4BBZ1_MARMO
OG0006307	sp|Q8N2H3|PYRD2_HUMAN	tr|A0A5E4AKX3|A0A5E4AKX3_MARMO
OG0006308	sp|Q8N6T0|TO6BL_HUMAN	tr|A0A5E4A1P4|A0A5E4A1P4_MARMO
OG0006309	sp|Q8TC76|F110B_HUMAN	tr|A0A5E4ASE6|A0A5E4ASE6_MARMO
OG0006310	sp|Q96CU9|FXRD1_HUMAN	tr|A0A5E4BRA4|A0A5E4BRA4_MARMO
OG0006311	sp|Q96CW5|GCP3_HUMAN	tr|A0A5E4D2L5|A0A5E4D2L5_MARMO
OG0006312	sp|Q96NL8|CF418_HUMAN	tr|A0A5E4BF34|A0A5E4BF34_MARMO
OG0006313	sp|Q9BSH5|HDHD3_HUMAN	tr|A0A5E4BGV8|A0A5E4BGV8_MARMO
OG0006314	sp|Q9BXD5|NPL_HUMAN	tr|A0A5E4AK03|A0A5E4AK03_MARMO
OG0006315	sp|Q9BYV8|CEP41_HUMAN	tr|A0A5E4BIR6|A0A5E4BIR6_MARMO
OG0006316	sp|Q9BZH6|WDR11_HUMAN	tr|A0A5E4C4E0|A0A5E4C4E0_MARMO
OG0006317	sp|Q9H0C8|ILKAP_HUMAN	tr|A0A5E4C8F1|A0A5E4C8F1_MARMO
OG0006318	sp|Q9H0R6|GATA_HUMAN	tr|A0A5E4BYX8|A0A5E4BYX8_MARMO
OG0006319	sp|Q9H1C7|CYTM1_HUMAN	tr|A0A5E4BRY8|A0A5E4BRY8_MARMO
OG0006320	sp|Q9H2P9|DPH5_HUMAN	tr|A0A5E4CN05|A0A5E4CN05_MARMO
OG0006321	sp|Q9H334|FOXP1_HUMAN	tr|A0A5E4AWI3|A0A5E4AWI3_MARMO
OG0006322	sp|Q9H6L5|RETR1_HUMAN	tr|A0A5E4BEM7|A0A5E4BEM7_MARMO
OG0006323	sp|Q9H9L3|I20L2_HUMAN	tr|A0A5E4BJT2|A0A5E4BJT2_MARMO
OG0006325	sp|Q9NVR2|INT10_HUMAN	tr|A0A5E4A3G9|A0A5E4A3G9_MARMO
OG0006326	sp|Q9NYQ7|CELR3_HUMAN	tr|A0A5E4CIG0|A0A5E4CIG0_MARMO
OG0006327	sp|Q9UBY8|CLN8_HUMAN	tr|A0A5E4CD50|A0A5E4CD50_MARMO
OG0006328	sp|Q9UBZ4|APEX2_HUMAN	tr|A0A5E4C1M6|A0A5E4C1M6_MARMO
OG0006329	sp|Q9UHH9|IP6K2_HUMAN	tr|A0A5E4CG12|A0A5E4CG12_MARMO
OG0006330	sp|Q9UIF8|BAZ2B_HUMAN	tr|A0A5E4BER9|A0A5E4BER9_MARMO
OG0006331	sp|Q9UJX3|APC7_HUMAN	tr|A0A5E4ASY2|A0A5E4ASY2_MARMO
OG0006332	sp|Q9ULX6|AKP8L_HUMAN	tr|A0A5E4A6N5|A0A5E4A6N5_MARMO
OG0006333	sp|Q9Y281|COF2_HUMAN	tr|A0A5E4BZI9|A0A5E4BZI9_MARMO
OG0006334	sp|A0A087WV53|SPEGN_HUMAN	tr|A0A5E4AZ37|A0A5E4AZ37_MARMO
OG0006335	sp|A0A5F9ZHS7|NFILZ_HUMAN	tr|A0A5E4BSQ4|A0A5E4BSQ4_MARMO
OG0006337	sp|O15211|RGL2_HUMAN	tr|A0A5E4BQL8|A0A5E4BQL8_MARMO
OG0006338	sp|O43175|SERA_HUMAN	tr|A0A5E4CM53|A0A5E4CM53_MARMO
OG0006339	sp|O43414|ERI3_HUMAN	tr|A0A5E4AUA7|A0A5E4AUA7_MARMO
OG0006340	sp|O75312|ZPR1_HUMAN	tr|A0A5E4A496|A0A5E4A496_MARMO
OG0006341	sp|O75473|LGR5_HUMAN	tr|A0A5E4BMA5|A0A5E4BMA5_MARMO
OG0006342	sp|O94826|TOM70_HUMAN	tr|A0A5E4B3N3|A0A5E4B3N3_MARMO
OG0006343	sp|P07237|PDIA1_HUMAN	tr|A0A5E4AMT7|A0A5E4AMT7_MARMO
OG0006344	sp|P15309|PPAP_HUMAN	tr|A0A5E4BJ34|A0A5E4BJ34_MARMO
OG0006345	sp|P50895|BCAM_HUMAN	tr|A0A5E4BNP1|A0A5E4BNP1_MARMO
OG0006346	sp|P56817|BACE1_HUMAN	tr|A0A5E4A357|A0A5E4A357_MARMO
OG0006347	sp|P62745|RHOB_HUMAN	tr|A0A5E4C4K2|A0A5E4C4K2_MARMO
OG0006348	sp|Q07687|DLX2_HUMAN	tr|A0A5E4CAC0|A0A5E4CAC0_MARMO
