Orthogroup	Homo_sapiens	Nyctereutes_procyonoides
OG0005269	sp|Q16621|NFE2_HUMAN	tr|A0A811YYX6|A0A811YYX6_NYCPR
OG0005270	sp|Q5JPI3|CC038_HUMAN	tr|A0A811XWU2|A0A811XWU2_NYCPR
OG0005271	sp|Q5JRM2|CX066_HUMAN	tr|A0A811YYJ5|A0A811YYJ5_NYCPR
OG0005272	sp|Q5T5J6|SWT1_HUMAN	tr|A0A811Y467|A0A811Y467_NYCPR
OG0005273	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A811ZVH4|A0A811ZVH4_NYCPR
OG0005274	sp|Q6PL24|TMED8_HUMAN	tr|A0A811ZII2|A0A811ZII2_NYCPR
OG0005275	sp|Q6ZMV7|LEKR1_HUMAN	tr|A0A811Y7S2|A0A811Y7S2_NYCPR
OG0005276	sp|Q6ZN44|UNC5A_HUMAN	tr|A0A811YFE9|A0A811YFE9_NYCPR
OG0005277	sp|Q6ZNR0|TMM91_HUMAN	tr|A0A811ZVH7|A0A811ZVH7_NYCPR
OG0005278	sp|Q7RTR2|NLRC3_HUMAN	tr|A0A811Z150|A0A811Z150_NYCPR
OG0005279	sp|Q7Z3V4|UBE3B_HUMAN	tr|A0A811Y9X6|A0A811Y9X6_NYCPR
OG0005280	sp|Q86UU5|GGN_HUMAN	tr|A0A811ZVT3|A0A811ZVT3_NYCPR
OG0005281	sp|Q86XP6|GKN2_HUMAN	tr|A0A811YT83|A0A811YT83_NYCPR
OG0005282	sp|Q8IZP9|AGRG2_HUMAN	tr|A0A811YZD8|A0A811YZD8_NYCPR
OG0005283	sp|Q8N8A8|F169B_HUMAN	tr|A0A811YP55|A0A811YP55_NYCPR
OG0005284	sp|Q8NAT2|TDRD5_HUMAN	tr|A0A811Y449|A0A811Y449_NYCPR
OG0005285	sp|Q8TD35|LKAM1_HUMAN	tr|A0A811Y0F9|A0A811Y0F9_NYCPR
OG0005286	sp|Q8WVH0|CPLX3_HUMAN	tr|A0A811Y8S5|A0A811Y8S5_NYCPR
OG0005287	sp|Q92636|FAN_HUMAN	tr|A0A811Y5K4|A0A811Y5K4_NYCPR
OG0005288	sp|Q96AE4|FUBP1_HUMAN	tr|A0A811Z320|A0A811Z320_NYCPR
OG0005289	sp|Q96AQ2|TM125_HUMAN	tr|A0A811Z8H7|A0A811Z8H7_NYCPR
OG0005290	sp|Q96DZ1|ERLEC_HUMAN	tr|A0A811YL20|A0A811YL20_NYCPR
OG0005291	sp|Q96JW4|S41A2_HUMAN	tr|A0A811YSH4|A0A811YSH4_NYCPR
OG0005292	sp|Q96TA2|YMEL1_HUMAN	tr|A0A811YRB0|A0A811YRB0_NYCPR
OG0005293	sp|Q99550|MPP9_HUMAN	tr|A0A811YA85|A0A811YA85_NYCPR
OG0005294	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A811Y6W6|A0A811Y6W6_NYCPR
OG0005295	sp|Q9BUN1|MENT_HUMAN	tr|A0A811ZVA2|A0A811ZVA2_NYCPR
OG0005296	sp|Q9BVP2|GNL3_HUMAN	tr|A0A811Z5U9|A0A811Z5U9_NYCPR
OG0005297	sp|Q9BZI7|REN3B_HUMAN	tr|A0A811Z6P1|A0A811Z6P1_NYCPR
OG0005298	sp|Q9H7C4|SYNCI_HUMAN	tr|A0A811YPY0|A0A811YPY0_NYCPR
OG0005299	sp|Q9NP73|ALG13_HUMAN	tr|A0A811Z1J3|A0A811Z1J3_NYCPR
OG0005300	sp|Q9NRG9|AAAS_HUMAN	tr|A0A811Z2B2|A0A811Z2B2_NYCPR
OG0005301	sp|Q9NRM1|ENAM_HUMAN	tr|A0A811XZQ8|A0A811XZQ8_NYCPR
OG0005303	sp|Q9P000|COMD9_HUMAN	tr|A0A811ZEY7|A0A811ZEY7_NYCPR
OG0005304	sp|Q9P242|NYAP2_HUMAN	tr|A0A811ZDM1|A0A811ZDM1_NYCPR
OG0005305	sp|Q9UL68|MYT1L_HUMAN	tr|A0A811YHM9|A0A811YHM9_NYCPR
OG0005306	sp|Q9Y272|RASD1_HUMAN	tr|A0A811ZLU4|A0A811ZLU4_NYCPR
OG0005307	sp|Q9Y3E1|HDGR3_HUMAN	tr|A0A811YHR1|A0A811YHR1_NYCPR
OG0005308	sp|Q9Y617|SERC_HUMAN	tr|A0A811ZTK3|A0A811ZTK3_NYCPR
OG0005309	sp|A0A1B0GVG6|TEX54_HUMAN	tr|A0A811Y035|A0A811Y035_NYCPR
OG0005310	sp|A2VEC9|SSPO_HUMAN	tr|A0A811YSQ9|A0A811YSQ9_NYCPR
OG0005311	sp|A8MW99|MEI4_HUMAN	tr|A0A811YPG0|A0A811YPG0_NYCPR
OG0005312	sp|O00295|TULP2_HUMAN	tr|A0A811ZUT5|A0A811ZUT5_NYCPR
OG0005313	sp|O14732|IMPA2_HUMAN	tr|A0A811YBX8|A0A811YBX8_NYCPR
OG0005314	sp|O43325|LYRM1_HUMAN	tr|A0A811Z878|A0A811Z878_NYCPR
OG0005315	sp|O60462|NRP2_HUMAN	tr|A0A811ZBG2|A0A811ZBG2_NYCPR
OG0005316	sp|O60566|BUB1B_HUMAN	tr|A0A811Y625|A0A811Y625_NYCPR
OG0005317	sp|O95760|IL33_HUMAN	tr|A0A811ZG89|A0A811ZG89_NYCPR
OG0005318	sp|O95831|AIFM1_HUMAN	tr|A0A811YYC4|A0A811YYC4_NYCPR
OG0005319	sp|P04180|LCAT_HUMAN	tr|A0A811ZL12|A0A811ZL12_NYCPR
OG0005320	sp|P0DMB2|CH088_HUMAN	tr|A0A811ZHU0|A0A811ZHU0_NYCPR
OG0005321	sp|P16452|EPB42_HUMAN	tr|A0A811Y608|A0A811Y608_NYCPR
OG0005322	sp|P19320|VCAM1_HUMAN	tr|A0A811YZM0|A0A811YZM0_NYCPR
OG0005323	sp|Q00056|HXA4_HUMAN	tr|A0A812A0U1|A0A812A0U1_NYCPR
OG0005324	sp|Q01085|TIAR_HUMAN	tr|A0A811ZCQ9|A0A811ZCQ9_NYCPR
OG0005325	sp|Q12797|ASPH_HUMAN	tr|A0A811Y901|A0A811Y901_NYCPR
OG0005326	sp|Q13395|TARB1_HUMAN	tr|A0A811ZQE7|A0A811ZQE7_NYCPR
OG0005327	sp|Q14106|TOB2_HUMAN	tr|A0A811YLY4|A0A811YLY4_NYCPR
OG0005328	sp|Q14123|PDE1C_HUMAN	tr|A0A812A0E2|A0A812A0E2_NYCPR
OG0005329	sp|Q15785|TOM34_HUMAN	tr|A0A811XXV2|A0A811XXV2_NYCPR
OG0005330	sp|Q16363|LAMA4_HUMAN	tr|A0A811YSQ5|A0A811YSQ5_NYCPR
OG0005331	sp|Q5T0B9|ZN362_HUMAN	tr|A0A811YW68|A0A811YW68_NYCPR
OG0005332	sp|Q5VWQ8|DAB2P_HUMAN	tr|A0A811XZB1|A0A811XZB1_NYCPR
OG0005333	sp|Q6H8Q1|ABLM2_HUMAN	tr|A0A811YGQ0|A0A811YGQ0_NYCPR
OG0005334	sp|Q6UX53|MET7B_HUMAN	tr|A0A811YJR6|A0A811YJR6_NYCPR
OG0005335	sp|Q6YHK3|CD109_HUMAN	tr|A0A811YKH4|A0A811YKH4_NYCPR
OG0005336	sp|Q7L1Q6|5MP2_HUMAN	tr|A0A811ZBE4|A0A811ZBE4_NYCPR
OG0005337	sp|Q7Z3D4|LYSM3_HUMAN	tr|A0A811ZVL6|A0A811ZVL6_NYCPR
OG0005338	sp|Q7Z6M3|MILR1_HUMAN	tr|A0A811Y376|A0A811Y376_NYCPR
OG0005339	sp|Q86T26|TM11B_HUMAN	tr|A0A811XWY5|A0A811XWY5_NYCPR
OG0005340	sp|Q86VE9|SERC5_HUMAN	tr|A0A811Z4N7|A0A811Z4N7_NYCPR
OG0005341	sp|Q8IUW3|SPA2L_HUMAN	tr|A0A811ZK50|A0A811ZK50_NYCPR
OG0005342	sp|Q8IXM6|NRM_HUMAN	tr|A0A811YMK7|A0A811YMK7_NYCPR
OG0005343	sp|Q8IYJ0|PIANP_HUMAN	tr|A0A811Y0Y7|A0A811Y0Y7_NYCPR
OG0005344	sp|Q8IYN6|UBAD2_HUMAN	tr|A0A811XW36|A0A811XW36_NYCPR
OG0005345	sp|Q8N7X8|SIGL1_HUMAN	tr|A0A811ZUM1|A0A811ZUM1_NYCPR
OG0005346	sp|Q8NA31|TERB1_HUMAN	tr|A0A811ZK56|A0A811ZK56_NYCPR
OG0005347	sp|Q8NB42|ZN527_HUMAN	tr|A0A811ZVR8|A0A811ZVR8_NYCPR
OG0005348	sp|Q8NF37|PCAT1_HUMAN	tr|A0A811ZPU4|A0A811ZPU4_NYCPR
OG0005349	sp|Q8WX77|IBPL1_HUMAN	tr|A0A811ZFS0|A0A811ZFS0_NYCPR
OG0005350	sp|Q8WXD9|CSKI1_HUMAN	tr|A0A811Z581|A0A811Z581_NYCPR
OG0005351	sp|Q96AX9|MIB2_HUMAN	tr|A0A811ZLA5|A0A811ZLA5_NYCPR
OG0005352	sp|Q96CM3|RUSD4_HUMAN	tr|A0A811ZMM1|A0A811ZMM1_NYCPR
OG0005353	sp|Q96DP5|FMT_HUMAN	tr|A0A811Y5B0|A0A811Y5B0_NYCPR
OG0005354	sp|Q96GX5|GWL_HUMAN	tr|A0A811YNL6|A0A811YNL6_NYCPR
OG0005355	sp|Q96Q11|TRNT1_HUMAN	tr|A0A811Z4A1|A0A811Z4A1_NYCPR
OG0005356	sp|Q99633|PRP18_HUMAN	tr|A0A811YNG4|A0A811YNG4_NYCPR
OG0005357	sp|Q9BPX5|ARP5L_HUMAN	tr|A0A811XVC9|A0A811XVC9_NYCPR
OG0005358	sp|Q9BRJ6|CG050_HUMAN	tr|A0A811Z196|A0A811Z196_NYCPR
OG0005359	sp|Q9C0F1|CEP44_HUMAN	tr|A0A811ZDX1|A0A811ZDX1_NYCPR
OG0005360	sp|Q9H0D6|XRN2_HUMAN	tr|A0A811XXK3|A0A811XXK3_NYCPR
OG0005361	sp|Q9H0F5|RNF38_HUMAN	tr|A0A811ZFK3|A0A811ZFK3_NYCPR
OG0005362	sp|Q9H3M0|KCNF1_HUMAN	tr|A0A811YJZ9|A0A811YJZ9_NYCPR
OG0005363	sp|Q9H4B4|PLK3_HUMAN	tr|A0A811Z418|A0A811Z418_NYCPR
OG0005364	sp|Q9H5V8|CDCP1_HUMAN	tr|A0A811Z9A5|A0A811Z9A5_NYCPR
OG0005365	sp|Q9HC44|GPBL1_HUMAN	tr|A0A811Z3Q7|A0A811Z3Q7_NYCPR
OG0005366	sp|Q9HCK0|ZBT26_HUMAN	tr|A0A811XYS3|A0A811XYS3_NYCPR
OG0005367	sp|Q9NXG2|THUM1_HUMAN	tr|A0A811Z0P0|A0A811Z0P0_NYCPR
OG0005368	sp|Q9UGC7|RF1ML_HUMAN	tr|A0A811ZSU3|A0A811ZSU3_NYCPR
OG0005369	sp|Q9UJ83|HACL1_HUMAN	tr|A0A811YAY3|A0A811YAY3_NYCPR
OG0005370	sp|Q9Y3V2|RWDD3_HUMAN	tr|A0A811Z377|A0A811Z377_NYCPR
OG0005371	sp|Q9Y664|KPTN_HUMAN	tr|A0A811ZUY9|A0A811ZUY9_NYCPR
OG0005372	sp|Q9Y691|KCMB2_HUMAN	tr|A0A811ZQG5|A0A811ZQG5_NYCPR
OG0005373	sp|Q9Y6I4|UBP3_HUMAN	tr|A0A811Y946|A0A811Y946_NYCPR
OG0005374	sp|A6NFU8|PGPIL_HUMAN	tr|A0A811YGX1|A0A811YGX1_NYCPR
OG0005375	sp|O14519|CDKA1_HUMAN	tr|A0A811YWS2|A0A811YWS2_NYCPR
OG0005376	sp|O14558|HSPB6_HUMAN	tr|A0A811ZWF6|A0A811ZWF6_NYCPR
OG0005377	sp|O15229|KMO_HUMAN	tr|A0A811YAP0|A0A811YAP0_NYCPR
OG0005378	sp|O15315|RA51B_HUMAN	tr|A0A811ZJD8|A0A811ZJD8_NYCPR
OG0005379	sp|O43312|MTSS1_HUMAN	tr|A0A811ZZK2|A0A811ZZK2_NYCPR
OG0005380	sp|O43490|PROM1_HUMAN	tr|A0A811YEC4|A0A811YEC4_NYCPR
OG0005381	sp|O43525|KCNQ3_HUMAN	tr|A0A811ZY66|A0A811ZY66_NYCPR
OG0005382	sp|O43609|SPY1_HUMAN	tr|A0A811Y0K6|A0A811Y0K6_NYCPR
OG0005383	sp|O94868|FCSD2_HUMAN	tr|A0A811YC10|A0A811YC10_NYCPR
OG0005384	sp|O95299|NDUAA_HUMAN	tr|A0A811ZDI8|A0A811ZDI8_NYCPR
OG0005385	sp|O95715|CXL14_HUMAN	tr|A0A811ZH58|A0A811ZH58_NYCPR
OG0005386	sp|P05121|PAI1_HUMAN	tr|A0A811Z2X2|A0A811Z2X2_NYCPR
OG0005387	sp|P05165|PCCA_HUMAN	tr|A0A811YUD3|A0A811YUD3_NYCPR
OG0005388	sp|P13501|CCL5_HUMAN	tr|A0A811XXW5|A0A811XXW5_NYCPR
OG0005389	sp|P19075|TSN8_HUMAN	tr|A0A811YH69|A0A811YH69_NYCPR
OG0005390	sp|P24387|CRHBP_HUMAN	tr|A0A811Z6X3|A0A811Z6X3_NYCPR
OG0005391	sp|P36639|8ODP_HUMAN	tr|A0A811Z5B4|A0A811Z5B4_NYCPR
OG0005392	sp|P37802|TAGL2_HUMAN	tr|A0A811YQR9|A0A811YQR9_NYCPR
OG0005393	sp|P39019|RS19_HUMAN	tr|A0A811YG75|A0A811YG75_NYCPR
OG0005394	sp|P45954|ACDSB_HUMAN	tr|A0A811ZCT9|A0A811ZCT9_NYCPR
OG0005395	sp|P49765|VEGFB_HUMAN	tr|A0A811Y7A2|A0A811Y7A2_NYCPR
OG0005396	sp|P51151|RAB9A_HUMAN	tr|A0A811YYX3|A0A811YYX3_NYCPR
OG0005397	sp|P57052|RBM11_HUMAN	tr|A0A811ZZ65|A0A811ZZ65_NYCPR
OG0005398	sp|P57076|CF298_HUMAN	tr|A0A811ZYX3|A0A811ZYX3_NYCPR
OG0005399	sp|P59025|RTP1_HUMAN	tr|A0A811ZPM9|A0A811ZPM9_NYCPR
OG0005400	sp|Q07955|SRSF1_HUMAN	tr|A0A811XS55|A0A811XS55_NYCPR
OG0005401	sp|Q13133|NR1H3_HUMAN	tr|A0A811XWF3|A0A811XWF3_NYCPR
OG0005402	sp|Q15078|CD5R1_HUMAN	tr|A0A811Y1P8|A0A811Y1P8_NYCPR
OG0005403	sp|Q16854|DGUOK_HUMAN	tr|A0A811ZWH6|A0A811ZWH6_NYCPR
OG0005404	sp|Q4G0N7|F229B_HUMAN	tr|A0A811YLE9|A0A811YLE9_NYCPR
OG0005405	sp|Q5JST6|EFHC2_HUMAN	tr|A0A811YZ78|A0A811YZ78_NYCPR
OG0005406	sp|Q5VTL7|FNDC7_HUMAN	tr|A0A811Z7Q8|A0A811Z7Q8_NYCPR
OG0005407	sp|Q5VU97|CAHD1_HUMAN	tr|A0A811ZKP9|A0A811ZKP9_NYCPR
OG0005408	sp|Q6UXH9|PAMR1_HUMAN	tr|A0A811ZEW9|A0A811ZEW9_NYCPR
OG0005409	sp|Q6ZRR7|LRRC9_HUMAN	tr|A0A811ZJ31|A0A811ZJ31_NYCPR
OG0005410	sp|Q6ZWH5|NEK10_HUMAN	tr|A0A811YAT7|A0A811YAT7_NYCPR
OG0005411	sp|Q7L5N7|PCAT2_HUMAN	tr|A0A811YWB6|A0A811YWB6_NYCPR
OG0005412	sp|Q7Z6J6|FRMD5_HUMAN	tr|A0A811Y6B1|A0A811Y6B1_NYCPR
OG0005413	sp|Q7Z7N9|T179B_HUMAN	tr|A0A811Y7E2|A0A811Y7E2_NYCPR
OG0005414	sp|Q86U17|SPA11_HUMAN	tr|A0A811ZIC9|A0A811ZIC9_NYCPR
OG0005415	sp|Q86U86|PB1_HUMAN	tr|A0A811Z5Y9|A0A811Z5Y9_NYCPR
OG0005416	sp|Q86UP2|KTN1_HUMAN	tr|A0A811ZJQ3|A0A811ZJQ3_NYCPR
OG0005417	sp|Q8IUZ5|AT2L2_HUMAN	tr|A0A811ZH53|A0A811ZH53_NYCPR
OG0005418	sp|Q8N5C6|SRBD1_HUMAN	tr|A0A811YQ58|A0A811YQ58_NYCPR
OG0005419	sp|Q8N7A1|KLDC1_HUMAN	tr|A0A811ZJD6|A0A811ZJD6_NYCPR
OG0005420	sp|Q8NBI3|DRAXI_HUMAN	tr|A0A811YLJ3|A0A811YLJ3_NYCPR
OG0005421	sp|Q8NCC5|SPX3_HUMAN	tr|A0A811YSR0|A0A811YSR0_NYCPR
OG0005422	sp|Q8TCZ2|C99L2_HUMAN	tr|A0A811YYP1|A0A811YYP1_NYCPR
OG0005423	sp|Q8TF17|S3TC2_HUMAN	tr|A0A811YEE5|A0A811YEE5_NYCPR
OG0005424	sp|Q8WVS4|DC2I1_HUMAN	tr|A0A811YV34|A0A811YV34_NYCPR
OG0005425	sp|Q8WY36|BBX_HUMAN	tr|A0A811Y1C9|A0A811Y1C9_NYCPR
OG0005426	sp|Q96MC4|C295L_HUMAN	tr|A0A811XTN1|A0A811XTN1_NYCPR
OG0005427	sp|Q96MU7|YTDC1_HUMAN	tr|A0A811XUH7|A0A811XUH7_NYCPR
OG0005428	sp|Q96SU4|OSBL9_HUMAN	tr|A0A811Z6A4|A0A811Z6A4_NYCPR
OG0005429	sp|Q9H479|FN3K_HUMAN	tr|A0A811XVP5|A0A811XVP5_NYCPR
OG0005430	sp|Q9H714|PACER_HUMAN	tr|A0A811YTE8|A0A811YTE8_NYCPR
OG0005431	sp|Q9H9E1|ANRA2_HUMAN	tr|A0A811YQB0|A0A811YQB0_NYCPR
OG0005432	sp|Q9NZQ9|TMOD4_HUMAN	tr|A0A811ZWY9|A0A811ZWY9_NYCPR
OG0005433	sp|Q9P2E5|CHPF2_HUMAN	tr|A0A811YS53|A0A811YS53_NYCPR
OG0005434	sp|Q9P2W1|HOP2_HUMAN	tr|A0A811XRB6|A0A811XRB6_NYCPR
OG0005435	sp|Q9UHM6|OPN4_HUMAN	tr|A0A811YI37|A0A811YI37_NYCPR
OG0005436	sp|Q9UIF9|BAZ2A_HUMAN	tr|A0A811YNC9|A0A811YNC9_NYCPR
OG0005437	sp|Q9ULL0|K1210_HUMAN	tr|A0A811Z0W0|A0A811Z0W0_NYCPR
OG0005438	sp|Q9UPY6|WASF3_HUMAN	tr|A0A811Y2R0|A0A811Y2R0_NYCPR
OG0005439	sp|Q9Y226|S22AD_HUMAN	tr|A0A811YBZ5|A0A811YBZ5_NYCPR
OG0005440	sp|Q9Y3E0|GOT1B_HUMAN	tr|A0A811Y3A6|A0A811Y3A6_NYCPR
OG0005441	sp|Q9Y4K3|TRAF6_HUMAN	tr|A0A811ZEY9|A0A811ZEY9_NYCPR
OG0005442	sp|O60281|ZN292_HUMAN	tr|A0A811YNM6|A0A811YNM6_NYCPR
OG0005443	sp|O75362|ZN217_HUMAN	tr|A0A811XUV9|A0A811XUV9_NYCPR
OG0005444	sp|O95954|FTCD_HUMAN	tr|A0A811ZYN8|A0A811ZYN8_NYCPR
OG0005445	sp|O95965|ITGBL_HUMAN	tr|A0A811YU27|A0A811YU27_NYCPR
OG0005446	sp|P00995|ISK1_HUMAN	tr|A0A811YRJ3|A0A811YRJ3_NYCPR
OG0005447	sp|P10915|HPLN1_HUMAN	tr|A0A811Z3F4|A0A811Z3F4_NYCPR
OG0005448	sp|P16389|KCNA2_HUMAN	tr|A0A811Z6U8|A0A811Z6U8_NYCPR
OG0005449	sp|P22079|PERL_HUMAN	tr|A0A811Y1E0|A0A811Y1E0_NYCPR
OG0005450	sp|P33402|GCYA2_HUMAN	tr|A0A811ZML6|A0A811ZML6_NYCPR
OG0005451	sp|P41968|MC3R_HUMAN	tr|A0A811XUU8|A0A811XUU8_NYCPR
OG0005452	sp|P46934|NEDD4_HUMAN	tr|A0A811Y5G9|A0A811Y5G9_NYCPR
OG0005453	sp|P49585|PCY1A_HUMAN	tr|A0A811XZ94|A0A811XZ94_NYCPR
OG0005454	sp|P59533|T2R38_HUMAN	tr|A0A811YSM9|A0A811YSM9_NYCPR
OG0005455	sp|Q13015|AF1Q_HUMAN	tr|A0A811ZXB3|A0A811ZXB3_NYCPR
OG0005456	sp|Q15166|PON3_HUMAN	tr|A0A811ZP13|A0A811ZP13_NYCPR
OG0005457	sp|Q16878|CDO1_HUMAN	tr|A0A811ZH61|A0A811ZH61_NYCPR
OG0005458	sp|Q1HG44|DOXA2_HUMAN	tr|A0A811Y238|A0A811Y238_NYCPR
OG0005459	sp|Q2M3G0|ABCB5_HUMAN	tr|A0A812A0N1|A0A812A0N1_NYCPR
OG0005460	sp|Q494X3|ZN404_HUMAN	tr|A0A811ZUF1|A0A811ZUF1_NYCPR
OG0005461	sp|Q6P093|ADCL2_HUMAN	tr|A0A811Y9B0|A0A811Y9B0_NYCPR
OG0005462	sp|Q76N32|CEP68_HUMAN	tr|A0A811YJG9|A0A811YJG9_NYCPR
OG0005463	sp|Q7Z418|KCNKI_HUMAN	tr|A0A811ZCP0|A0A811ZCP0_NYCPR
OG0005464	sp|Q7Z6L0|PRRT2_HUMAN	tr|A0A811Z527|A0A811Z527_NYCPR
OG0005465	sp|Q86TI2|DPP9_HUMAN	tr|A0A811ZAP6|A0A811ZAP6_NYCPR
OG0005466	sp|Q86UN3|R4RL2_HUMAN	tr|A0A811ZFA8|A0A811ZFA8_NYCPR
OG0005467	sp|Q8IU60|DCP2_HUMAN	tr|A0A811YEH0|A0A811YEH0_NYCPR
OG0005468	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A811YV05|A0A811YV05_NYCPR
OG0005469	sp|Q8IXT1|DDIAS_HUMAN	tr|A0A811Y7Y6|A0A811Y7Y6_NYCPR
OG0005470	sp|Q8IY31|IFT20_HUMAN	tr|A0A811XY41|A0A811XY41_NYCPR
OG0005471	sp|Q8IY33|MILK2_HUMAN	tr|A0A811Z534|A0A811Z534_NYCPR
OG0005472	sp|Q8N4C6|NIN_HUMAN	tr|A0A811ZJW1|A0A811ZJW1_NYCPR
OG0005473	sp|Q8N4E4|PDCL2_HUMAN	tr|A0A811XWM1|A0A811XWM1_NYCPR
OG0005474	sp|Q92698|RAD54_HUMAN	tr|A0A811Z6F6|A0A811Z6F6_NYCPR
OG0005475	sp|Q96FE7|P3IP1_HUMAN	tr|A0A811YAX5|A0A811YAX5_NYCPR
OG0005476	sp|Q96HJ3|CCD34_HUMAN	tr|A0A811Y735|A0A811Y735_NYCPR
OG0005477	sp|Q96MC6|MF14A_HUMAN	tr|A0A811Z6M7|A0A811Z6M7_NYCPR
OG0005478	sp|Q96PQ7|KLHL5_HUMAN	tr|A0A811YN80|A0A811YN80_NYCPR
OG0005479	sp|Q96PZ2|F111A_HUMAN	tr|A0A811ZF11|A0A811ZF11_NYCPR
OG0005480	sp|Q96S42|NODAL_HUMAN	tr|A0A811YIE2|A0A811YIE2_NYCPR
OG0005481	sp|Q99941|ATF6B_HUMAN	tr|A0A811YLQ3|A0A811YLQ3_NYCPR
OG0005483	sp|Q9H1P6|CT085_HUMAN	tr|A0A811XX94|A0A811XX94_NYCPR
OG0005484	sp|Q9H270|VPS11_HUMAN	tr|A0A811ZN05|A0A811ZN05_NYCPR
OG0005485	sp|Q9H6I2|SOX17_HUMAN	tr|A0A811Y522|A0A811Y522_NYCPR
OG0005486	sp|Q9H773|DCTP1_HUMAN	tr|A0A811Z3X6|A0A811Z3X6_NYCPR
OG0005487	sp|Q9HBL6|LRTM1_HUMAN	tr|A0A811Z7P9|A0A811Z7P9_NYCPR
OG0005488	sp|Q9HC35|EMAL4_HUMAN	tr|A0A811YJA1|A0A811YJA1_NYCPR
OG0005489	sp|Q9NR33|DPOE4_HUMAN	tr|A0A811ZVB8|A0A811ZVB8_NYCPR
OG0005490	sp|Q9NSA1|FGF21_HUMAN	tr|A0A811ZTA5|A0A811ZTA5_NYCPR
OG0005491	sp|Q9NTK5|OLA1_HUMAN	tr|A0A811ZNP9|A0A811ZNP9_NYCPR
OG0005492	sp|Q9NW61|PKHJ1_HUMAN	tr|A0A811ZAX8|A0A811ZAX8_NYCPR
OG0005493	sp|Q9NWH7|SPAT6_HUMAN	tr|A0A811Z3K4|A0A811Z3K4_NYCPR
OG0005494	sp|Q9NYS0|KBRS1_HUMAN	tr|A0A811Y8V6|A0A811Y8V6_NYCPR
OG0005495	sp|Q9UBJ2|ABCD2_HUMAN	tr|A0A811Y5M9|A0A811Y5M9_NYCPR
OG0005496	sp|Q9UEW3|MARCO_HUMAN	tr|A0A811XYM0|A0A811XYM0_NYCPR
OG0005497	sp|Q9UKF6|CPSF3_HUMAN	tr|A0A811YIJ2|A0A811YIJ2_NYCPR
OG0005498	sp|Q9UL36|ZN236_HUMAN	tr|A0A811YRK5|A0A811YRK5_NYCPR
OG0005499	sp|Q9Y320|TMX2_HUMAN	tr|A0A811ZFE9|A0A811ZFE9_NYCPR
OG0005500	sp|C9J3V5|TEX22_HUMAN	tr|A0A811YSB8|A0A811YSB8_NYCPR
OG0005501	sp|O00217|NDUS8_HUMAN	tr|A0A811XWV3|A0A811XWV3_NYCPR
OG0005502	sp|O60262|GBG7_HUMAN	tr|A0A811ZAW5|A0A811ZAW5_NYCPR
OG0005503	sp|O95232|LC7L3_HUMAN	tr|A0A811XRE2|A0A811XRE2_NYCPR
OG0005504	sp|O95395|GCNT3_HUMAN	tr|A0A811Y818|A0A811Y818_NYCPR
OG0005505	sp|P12980|LYL1_HUMAN	tr|A0A811Z9Z5|A0A811Z9Z5_NYCPR
OG0005506	sp|P14902|I23O1_HUMAN	tr|A0A811YSE1|A0A811YSE1_NYCPR
OG0005507	sp|P19525|E2AK2_HUMAN	tr|A0A811YJ64|A0A811YJ64_NYCPR
OG0005508	sp|P21128|ENDOU_HUMAN	tr|A0A811Y7Q5|A0A811Y7Q5_NYCPR
OG0005509	sp|P22894|MMP8_HUMAN	tr|A0A811ZLQ5|A0A811ZLQ5_NYCPR
OG0005510	sp|P32239|GASR_HUMAN	tr|A0A811Y3I3|A0A811Y3I3_NYCPR
OG0005511	sp|P40126|TYRP2_HUMAN	tr|A0A811YWD2|A0A811YWD2_NYCPR
OG0005512	sp|P46781|RS9_HUMAN	tr|A0A811ZTH7|A0A811ZTH7_NYCPR
OG0005513	sp|P48551|INAR2_HUMAN	tr|A0A811ZYD3|A0A811ZYD3_NYCPR
OG0005514	sp|P49760|CLK2_HUMAN	tr|A0A811YCL1|A0A811YCL1_NYCPR
OG0005515	sp|P50213|IDH3A_HUMAN	tr|A0A811YEU7|A0A811YEU7_NYCPR
OG0005516	sp|P55197|AF10_HUMAN	tr|A0A811YNN9|A0A811YNN9_NYCPR
OG0005517	sp|P55884|EIF3B_HUMAN	tr|A0A811Z1B2|A0A811Z1B2_NYCPR
OG0005518	sp|P57078|RIPK4_HUMAN	tr|A0A811ZYV7|A0A811ZYV7_NYCPR
OG0005519	sp|P61812|TGFB2_HUMAN	tr|A0A811YTZ0|A0A811YTZ0_NYCPR
OG0005520	sp|P78504|JAG1_HUMAN	tr|A0A811XXD9|A0A811XXD9_NYCPR
OG0005521	sp|Q13137|CACO2_HUMAN	tr|A0A811XXF9|A0A811XXF9_NYCPR
OG0005522	sp|Q15517|CDSN_HUMAN	tr|A0A811YJP9|A0A811YJP9_NYCPR
OG0005523	sp|Q15768|EFNB3_HUMAN	tr|A0A811ZM88|A0A811ZM88_NYCPR
OG0005524	sp|Q5ST30|SYVM_HUMAN	tr|A0A811YJC9|A0A811YJC9_NYCPR
OG0005525	sp|Q69YG0|TMM42_HUMAN	tr|A0A811Z9A7|A0A811Z9A7_NYCPR
OG0005526	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A811Y7N3|A0A811Y7N3_NYCPR
