Orthogroup	Homo_sapiens	Macaca_nemestrina
OG0008499	sp|Q53GL0|PKHO1_HUMAN	tr|A0A2K6C6Q3|A0A2K6C6Q3_MACNE
OG0008500	sp|Q5H9R4|ARMX4_HUMAN	tr|A0A2K6BCC6|A0A2K6BCC6_MACNE
OG0008501	sp|Q5T4F4|ZFY27_HUMAN	tr|A0A2K6D7G6|A0A2K6D7G6_MACNE
OG0008502	sp|Q6MZT1|R7BP_HUMAN	tr|A0A2K6DU39|A0A2K6DU39_MACNE
OG0008503	sp|Q6NSI8|SANBR_HUMAN	tr|A0A2K6DP82|A0A2K6DP82_MACNE
OG0008504	sp|Q6NXR4|TTI2_HUMAN	tr|A0A2K6DMX9|A0A2K6DMX9_MACNE
OG0008505	sp|Q6NXT6|TAPT1_HUMAN	tr|A0A2K6BJV9|A0A2K6BJV9_MACNE
OG0008506	sp|Q6P4Q7|CNNM4_HUMAN	tr|A0A2K6BQG8|A0A2K6BQG8_MACNE
OG0008507	sp|Q6UW32|IGFL1_HUMAN	tr|A0A2K6DEK1|A0A2K6DEK1_MACNE
OG0008508	sp|Q6UY09|CEA20_HUMAN	tr|A0A2K6E5Q3|A0A2K6E5Q3_MACNE
OG0008509	sp|Q6ZP65|BICL1_HUMAN	tr|A0A2K6CJ57|A0A2K6CJ57_MACNE
OG0008510	sp|Q6ZWK6|TM11F_HUMAN	tr|A0A2K6APR9|A0A2K6APR9_MACNE
OG0008511	sp|Q7RTY9|PRS41_HUMAN	tr|A0A2K6DR84|A0A2K6DR84_MACNE
OG0008512	sp|Q7Z6K1|THAP5_HUMAN	tr|A0A2K6E090|A0A2K6E090_MACNE
OG0008513	sp|Q8IZ07|AN13A_HUMAN	tr|A0A2K6BXU8|A0A2K6BXU8_MACNE
OG0008514	sp|Q8N6M3|FITM2_HUMAN	tr|A0A2K6D5V9|A0A2K6D5V9_MACNE
OG0008515	sp|Q8NCC3|PAG15_HUMAN	tr|A0A2K6C2Q6|A0A2K6C2Q6_MACNE
OG0008516	sp|Q8NEQ6|SRARP_HUMAN	tr|A0A2K6DJ62|A0A2K6DJ62_MACNE
OG0008517	sp|Q8NEU8|DP13B_HUMAN	tr|A0A2K6DAL2|A0A2K6DAL2_MACNE
OG0008518	sp|Q8NI32|LPD6B_HUMAN	tr|A0A2K6CPI9|A0A2K6CPI9_MACNE
OG0008519	sp|Q8TAD4|ZNT5_HUMAN	tr|A0A2K6C734|A0A2K6C734_MACNE
OG0008520	sp|Q8TF72|SHRM3_HUMAN	tr|A0A2K6DJH7|A0A2K6DJH7_MACNE
OG0008521	sp|Q8WVP5|TP8L1_HUMAN	tr|A0A2K6AV76|A0A2K6AV76_MACNE
OG0008522	sp|Q8WVQ1|CANT1_HUMAN	tr|A0A2K6ANX4|A0A2K6ANX4_MACNE
OG0008523	sp|Q96M27|PRRC1_HUMAN	tr|A0A2K6DC00|A0A2K6DC00_MACNE
OG0008524	sp|Q96M89|CC138_HUMAN	tr|A0A2K6AQ47|A0A2K6AQ47_MACNE
OG0008525	sp|Q96M91|CFA53_HUMAN	tr|A0A2K6AWB7|A0A2K6AWB7_MACNE
OG0008526	sp|Q9BSD7|NTPCR_HUMAN	tr|A0A2K6CY25|A0A2K6CY25_MACNE
OG0008527	sp|Q9BSF8|BTBDA_HUMAN	tr|A0A2K6D918|A0A2K6D918_MACNE
OG0008528	sp|Q9H211|CDT1_HUMAN	tr|A0A2K6DJQ7|A0A2K6DJQ7_MACNE
OG0008529	sp|Q9H4Q3|PRD13_HUMAN	tr|A0A2K6BR07|A0A2K6BR07_MACNE
OG0008530	sp|Q9NQ03|SCRT2_HUMAN	tr|A0A2K6ALW5|A0A2K6ALW5_MACNE
OG0008531	sp|Q9NQT6|FSCN3_HUMAN	tr|A0A2K6DT06|A0A2K6DT06_MACNE
OG0008532	sp|Q9NUN5|LMBD1_HUMAN	tr|A0A2K6E6L4|A0A2K6E6L4_MACNE
OG0008533	sp|Q9NUQ8|ABCF3_HUMAN	tr|A0A2K6B2H4|A0A2K6B2H4_MACNE
OG0008534	sp|Q9NZD4|AHSP_HUMAN	tr|A0A2K6DQU4|A0A2K6DQU4_MACNE
OG0008535	sp|Q9P2Q2|FRM4A_HUMAN	tr|A0A2K6BB69|A0A2K6BB69_MACNE
OG0008536	sp|Q9UBU6|FA8A1_HUMAN	tr|A0A2K6BW95|A0A2K6BW95_MACNE
OG0008537	sp|Q9UK85|DKKL1_HUMAN	tr|A0A2K6DHC5|A0A2K6DHC5_MACNE
OG0008538	sp|Q9ULI4|KI26A_HUMAN	tr|A0A2K6CXD8|A0A2K6CXD8_MACNE
OG0008539	sp|Q9Y253|POLH_HUMAN	tr|A0A2K6DRQ3|A0A2K6DRQ3_MACNE
OG0008540	sp|Q9Y426|C2CD2_HUMAN	tr|A0A2K6E0J0|A0A2K6E0J0_MACNE
OG0008541	sp|Q9Y6C2|EMIL1_HUMAN	tr|A0A2K6CQP5|A0A2K6CQP5_MACNE
OG0008542	sp|A0PJX8|TMM82_HUMAN	tr|A0A2K6E3U8|A0A2K6E3U8_MACNE
OG0008543	sp|A6PVL3|KNCN_HUMAN	tr|A0A2K6B5D1|A0A2K6B5D1_MACNE
OG0008544	sp|E9PQX1|TM262_HUMAN	tr|A0A2K6CUF4|A0A2K6CUF4_MACNE
OG0008545	sp|O15394|NCAM2_HUMAN	tr|A0A2K6C8H9|A0A2K6C8H9_MACNE
OG0008546	sp|O43315|AQP9_HUMAN	tr|A0A2K6DJJ6|A0A2K6DJJ6_MACNE
OG0008547	sp|O94907|DKK1_HUMAN	tr|A0A2K6BK43|A0A2K6BK43_MACNE
OG0008548	sp|O95197|RTN3_HUMAN	tr|A0A2K6E6D5|A0A2K6E6D5_MACNE
OG0008549	sp|P02786|TFR1_HUMAN	tr|A0A2K6D8R3|A0A2K6D8R3_MACNE
OG0008550	sp|P08476|INHBA_HUMAN	tr|A0A2K6DP34|A0A2K6DP34_MACNE
OG0008551	sp|P08620|FGF4_HUMAN	tr|A0A2K6DR45|A0A2K6DR45_MACNE
OG0008552	sp|P53041|PPP5_HUMAN	tr|A0A2K6BIB0|A0A2K6BIB0_MACNE
OG0008553	sp|P53803|RPAB4_HUMAN	tr|A0A2K6DT40|A0A2K6DT40_MACNE
OG0008554	sp|P58546|MTPN_HUMAN	tr|A0A2K6EAZ3|A0A2K6EAZ3_MACNE
OG0008555	sp|P59282|TPPP2_HUMAN	tr|A0A2K6CJD7|A0A2K6CJD7_MACNE
OG0008556	sp|P61289|PSME3_HUMAN	tr|A0A2K6ANM5|A0A2K6ANM5_MACNE
OG0008557	sp|P61952|GBG11_HUMAN	tr|A0A2K6BWE0|A0A2K6BWE0_MACNE
OG0008558	sp|Q08380|LG3BP_HUMAN	tr|A0A2K6E2X9|A0A2K6E2X9_MACNE
OG0008559	sp|Q12849|GRSF1_HUMAN	tr|A0A2K6B132|A0A2K6B132_MACNE
OG0008560	sp|Q12988|HSPB3_HUMAN	tr|A0A2K6ARC4|A0A2K6ARC4_MACNE
OG0008561	sp|Q13508|NAR3_HUMAN	tr|A0A2K6BLY1|A0A2K6BLY1_MACNE
OG0008562	sp|Q13561|DCTN2_HUMAN	tr|A0A2K6DU16|A0A2K6DU16_MACNE
OG0008563	sp|Q14157|UBP2L_HUMAN	tr|A0A2K6C1Y4|A0A2K6C1Y4_MACNE
OG0008564	sp|Q14938|NFIX_HUMAN	tr|A0A2K6C314|A0A2K6C314_MACNE
OG0008565	sp|Q14993|COJA1_HUMAN	tr|A0A2K6E0G0|A0A2K6E0G0_MACNE
OG0008566	sp|Q14CM0|FRPD4_HUMAN	tr|A0A2K6CV47|A0A2K6CV47_MACNE
OG0008567	sp|Q15628|TRADD_HUMAN	tr|A0A2K6AXR7|A0A2K6AXR7_MACNE
OG0008568	sp|Q16288|NTRK3_HUMAN	tr|A0A2K6CF21|A0A2K6CF21_MACNE
OG0008569	sp|Q16653|MOG_HUMAN	tr|A0A2K6DJB1|A0A2K6DJB1_MACNE
OG0008570	sp|Q16719|KYNU_HUMAN	tr|A0A2K6B7Q9|A0A2K6B7Q9_MACNE
OG0008571	sp|Q16825|PTN21_HUMAN	tr|A0A2K6CPV9|A0A2K6CPV9_MACNE
OG0008572	sp|Q17R89|RHG44_HUMAN	tr|A0A2K6DFC1|A0A2K6DFC1_MACNE
OG0008573	sp|Q17RD7|SYT16_HUMAN	tr|A0A2K6CHR5|A0A2K6CHR5_MACNE
OG0008574	sp|Q3KNS6|ZN829_HUMAN	tr|A0A2K6DI82|A0A2K6DI82_MACNE
OG0008575	sp|Q3KRA9|ALKB6_HUMAN	tr|A0A2K6C2L0|A0A2K6C2L0_MACNE
OG0008576	sp|Q5TGI4|SAMD5_HUMAN	tr|A0A2K6EBR8|A0A2K6EBR8_MACNE
OG0008577	sp|Q5VT52|RPRD2_HUMAN	tr|A0A2K6B9C2|A0A2K6B9C2_MACNE
OG0008578	sp|Q5VYX0|RNLS_HUMAN	tr|A0A2K6C820|A0A2K6C820_MACNE
OG0008579	sp|Q6P4F1|FUT10_HUMAN	tr|A0A2K6AZH0|A0A2K6AZH0_MACNE
OG0008580	sp|Q6ZN18|AEBP2_HUMAN	tr|A0A2K6BT64|A0A2K6BT64_MACNE
OG0008581	sp|Q6ZUT6|CCD9B_HUMAN	tr|A0A2K6B1M2|A0A2K6B1M2_MACNE
OG0008582	sp|Q76G19|PDZD4_HUMAN	tr|A0A2K6DLE6|A0A2K6DLE6_MACNE
OG0008583	sp|Q86SG4|DPCA2_HUMAN	tr|A0A2K6DAB7|A0A2K6DAB7_MACNE
OG0008584	sp|Q86UX7|URP2_HUMAN	tr|A0A2K6CDA4|A0A2K6CDA4_MACNE
OG0008585	sp|Q8IYR2|SMYD4_HUMAN	tr|A0A2K6ASJ1|A0A2K6ASJ1_MACNE
OG0008586	sp|Q8N283|ANR35_HUMAN	tr|A0A2K6BVH3|A0A2K6BVH3_MACNE
OG0008587	sp|Q8N3A8|PARP8_HUMAN	tr|A0A2K6CYD6|A0A2K6CYD6_MACNE
OG0008588	sp|Q8N431|RGF1C_HUMAN	tr|A0A2K6DEC6|A0A2K6DEC6_MACNE
OG0008589	sp|Q8N912|NRAC_HUMAN	tr|A0A2K6E988|A0A2K6E988_MACNE
OG0008590	sp|Q8NFC6|BD1L1_HUMAN	tr|A0A2K6CW49|A0A2K6CW49_MACNE
OG0008591	sp|Q8TC99|FNDC8_HUMAN	tr|A0A2K6DJC6|A0A2K6DJC6_MACNE
OG0008592	sp|Q969V6|MRTFA_HUMAN	tr|A0A2K6BRN1|A0A2K6BRN1_MACNE
OG0008593	sp|Q96A99|PTX4_HUMAN	tr|A0A2K6ANT8|A0A2K6ANT8_MACNE
OG0008594	sp|Q96BR1|SGK3_HUMAN	tr|A0A2K6E607|A0A2K6E607_MACNE
OG0008595	sp|Q96DW6|S2538_HUMAN	tr|A0A2K6ECQ1|A0A2K6ECQ1_MACNE
OG0008596	sp|Q96GF1|RN185_HUMAN	tr|A0A2K6DSW8|A0A2K6DSW8_MACNE
OG0008597	sp|Q96K78|AGRG7_HUMAN	tr|A0A2K6CLZ6|A0A2K6CLZ6_MACNE
OG0008598	sp|Q96RQ3|MCCA_HUMAN	tr|A0A2K6AXB3|A0A2K6AXB3_MACNE
OG0008599	sp|Q96RS0|TGS1_HUMAN	tr|A0A2K6B1G1|A0A2K6B1G1_MACNE
OG0008600	sp|Q99698|LYST_HUMAN	tr|A0A2K6C8D0|A0A2K6C8D0_MACNE
OG0008601	sp|Q99835|SMO_HUMAN	tr|A0A2K6CAE3|A0A2K6CAE3_MACNE
OG0008602	sp|Q9BRD0|BUD13_HUMAN	tr|A0A2K6D8Q6|A0A2K6D8Q6_MACNE
OG0008603	sp|Q9BWQ8|LFG2_HUMAN	tr|A0A2K6BFJ5|A0A2K6BFJ5_MACNE
OG0008604	sp|Q9BYV7|BCDO2_HUMAN	tr|A0A2K6DUJ4|A0A2K6DUJ4_MACNE
OG0008605	sp|Q9BZS1|FOXP3_HUMAN	tr|A0A2K6CM10|A0A2K6CM10_MACNE
OG0008606	sp|Q9C019|TRI15_HUMAN	tr|A0A2K6BFU3|A0A2K6BFU3_MACNE
OG0008607	sp|Q9H2A3|NGN2_HUMAN	tr|A0A2K6AQV2|A0A2K6AQV2_MACNE
OG0008608	sp|Q9H2C0|GAN_HUMAN	tr|A0A2K6DU00|A0A2K6DU00_MACNE
OG0008609	sp|Q9H7X7|IFT22_HUMAN	tr|A0A2K6B0L5|A0A2K6B0L5_MACNE
OG0008610	sp|Q9H898|ZMAT4_HUMAN	tr|A0A2K6DQH5|A0A2K6DQH5_MACNE
OG0008611	sp|Q9HB15|KCNKC_HUMAN	tr|A0A2K6ARM0|A0A2K6ARM0_MACNE
OG0008612	sp|Q9NRJ4|TULP4_HUMAN	tr|A0A2K6CT49|A0A2K6CT49_MACNE
OG0008613	sp|Q9NUU6|OTULL_HUMAN	tr|A0A2K6CIT8|A0A2K6CIT8_MACNE
OG0008614	sp|Q9P243|ZFAT_HUMAN	tr|A0A2K6B138|A0A2K6B138_MACNE
OG0008615	sp|Q9UBU8|MO4L1_HUMAN	tr|A0A2K6CPU4|A0A2K6CPU4_MACNE
OG0008616	sp|Q9UKQ2|ADA28_HUMAN	tr|A0A2K6CMS1|A0A2K6CMS1_MACNE
OG0008617	sp|Q9UKX5|ITA11_HUMAN	tr|A0A2K6BSC0|A0A2K6BSC0_MACNE
OG0008618	sp|Q9Y228|T3JAM_HUMAN	tr|A0A2K6B5W5|A0A2K6B5W5_MACNE
OG0008619	sp|A6NKF2|ARI3C_HUMAN	tr|A0A2K6DF44|A0A2K6DF44_MACNE
OG0008620	sp|I3L3R5|CCER2_HUMAN	tr|A0A2K6DIJ2|A0A2K6DIJ2_MACNE
OG0008621	sp|O00338|ST1C2_HUMAN	tr|A0A2K6D8I9|A0A2K6D8I9_MACNE
OG0008622	sp|O14960|LECT2_HUMAN	tr|A0A2K6CWW7|A0A2K6CWW7_MACNE
OG0008623	sp|O15178|TBXT_HUMAN	tr|A0A2K6DC73|A0A2K6DC73_MACNE
OG0008624	sp|O60676|CST8_HUMAN	tr|A0A2K6CXW6|A0A2K6CXW6_MACNE
OG0008625	sp|O95150|TNF15_HUMAN	tr|A0A2K6B394|A0A2K6B394_MACNE
OG0008626	sp|P04155|TFF1_HUMAN	tr|A0A2K6DER7|A0A2K6DER7_MACNE
OG0008627	sp|P17174|AATC_HUMAN	tr|A0A2K6BMY8|A0A2K6BMY8_MACNE
OG0008628	sp|P26842|CD27_HUMAN	tr|A0A2K6ARD7|A0A2K6ARD7_MACNE
OG0008629	sp|P29536|LMOD1_HUMAN	tr|A0A2K6D6A0|A0A2K6D6A0_MACNE
OG0008630	sp|P40692|MLH1_HUMAN	tr|A0A2K6EAM3|A0A2K6EAM3_MACNE
OG0008631	sp|P41214|EIF2D_HUMAN	tr|A0A2K6BA15|A0A2K6BA15_MACNE
OG0008632	sp|P41273|TNFL9_HUMAN	tr|A0A2K6BZ16|A0A2K6BZ16_MACNE
OG0008633	sp|P42858|HD_HUMAN	tr|A0A2K6CY39|A0A2K6CY39_MACNE
OG0008634	sp|P48775|T23O_HUMAN	tr|A0A2K6CE00|A0A2K6CE00_MACNE
OG0008635	sp|P50748|KNTC1_HUMAN	tr|A0A2K6BY01|A0A2K6BY01_MACNE
OG0008636	sp|P51636|CAV2_HUMAN	tr|A0A2K6DRL4|A0A2K6DRL4_MACNE
OG0008637	sp|P59047|NALP5_HUMAN	tr|A0A2K6CQZ3|A0A2K6CQZ3_MACNE
OG0008638	sp|Q03519|TAP2_HUMAN	tr|A0A2K6DLJ8|A0A2K6DLJ8_MACNE
OG0008639	sp|Q12836|ZP4_HUMAN	tr|A0A2K6BEU0|A0A2K6BEU0_MACNE
OG0008640	sp|Q13287|NMI_HUMAN	tr|A0A2K6CP45|A0A2K6CP45_MACNE
OG0008641	sp|Q13568|IRF5_HUMAN	tr|A0A2K6BYQ2|A0A2K6BYQ2_MACNE
OG0008642	sp|Q13976|KGP1_HUMAN	tr|A0A2K6BZM7|A0A2K6BZM7_MACNE
OG0008643	sp|Q15050|RRS1_HUMAN	tr|A0A2K6ATN4|A0A2K6ATN4_MACNE
OG0008644	sp|Q15562|TEAD2_HUMAN	tr|A0A2K6BP48|A0A2K6BP48_MACNE
OG0008645	sp|Q16667|CDKN3_HUMAN	tr|A0A2K6D1W7|A0A2K6D1W7_MACNE
OG0008646	sp|Q2VPJ9|LR75B_HUMAN	tr|A0A2K6ASM3|A0A2K6ASM3_MACNE
OG0008647	sp|Q495M9|USH1G_HUMAN	tr|A0A2K6BVI9|A0A2K6BVI9_MACNE
OG0008648	sp|Q5SXM1|ZN678_HUMAN	tr|A0A2K6B5R4|A0A2K6B5R4_MACNE
OG0008649	sp|Q5TEC3|ZN697_HUMAN	tr|A0A2K6C2M3|A0A2K6C2M3_MACNE
OG0008650	sp|Q6ISU1|PTCRA_HUMAN	tr|A0A2K6C6V6|A0A2K6C6V6_MACNE
OG0008651	sp|Q6N075|MFSD5_HUMAN	tr|A0A2K6EBE3|A0A2K6EBE3_MACNE
OG0008652	sp|Q6NXP2|GAR1A_HUMAN	tr|A0A2K6BAG3|A0A2K6BAG3_MACNE
OG0008653	sp|Q6P2M8|KCC1B_HUMAN	tr|A0A2K6DFZ6|A0A2K6DFZ6_MACNE
OG0008654	sp|Q6UB99|ANR11_HUMAN	tr|A0A2K6CLH8|A0A2K6CLH8_MACNE
OG0008655	sp|Q6ZNB5|XNDC1_HUMAN	tr|A0A2K6DXP1|A0A2K6DXP1_MACNE
OG0008656	sp|Q7Z6I8|CE024_HUMAN	tr|A0A2K6DM48|A0A2K6DM48_MACNE
OG0008657	sp|Q86TY3|ARMD4_HUMAN	tr|A0A2K6E386|A0A2K6E386_MACNE
OG0008658	sp|Q86VM9|ZCH18_HUMAN	tr|A0A2K6C8U1|A0A2K6C8U1_MACNE
OG0008659	sp|Q86WI3|NLRC5_HUMAN	tr|A0A2K6CPK5|A0A2K6CPK5_MACNE
OG0008660	sp|Q8IVU1|IGDC3_HUMAN	tr|A0A2K6E1J6|A0A2K6E1J6_MACNE
OG0008661	sp|Q8N4L4|SPEM1_HUMAN	tr|A0A2K6EBN4|A0A2K6EBN4_MACNE
OG0008662	sp|Q8NBI5|S43A3_HUMAN	tr|A0A2K6AWY5|A0A2K6AWY5_MACNE
OG0008663	sp|Q8ND25|ZNRF1_HUMAN	tr|A0A2K6CZU4|A0A2K6CZU4_MACNE
OG0008664	sp|Q8NE09|RGS22_HUMAN	tr|A0A2K6DWX4|A0A2K6DWX4_MACNE
OG0008665	sp|Q8NEJ9|NGDN_HUMAN	tr|A0A2K6D1E2|A0A2K6D1E2_MACNE
OG0008666	sp|Q8NEN0|ARMC2_HUMAN	tr|A0A2K6CX17|A0A2K6CX17_MACNE
OG0008667	sp|Q8NHY0|B4GN2_HUMAN	tr|A0A2K6E558|A0A2K6E558_MACNE
OG0008668	sp|Q8TDR2|STK35_HUMAN	tr|A0A2K6D339|A0A2K6D339_MACNE
OG0008669	sp|Q8WZA0|LZIC_HUMAN	tr|A0A2K6BBZ5|A0A2K6BBZ5_MACNE
OG0008670	sp|Q92982|NINJ1_HUMAN	tr|A0A2K6B7R5|A0A2K6B7R5_MACNE
OG0008671	sp|Q93033|IGSF2_HUMAN	tr|A0A2K6D9W8|A0A2K6D9W8_MACNE
OG0008672	sp|Q96EX3|DC2I2_HUMAN	tr|A0A2K6B3D7|A0A2K6B3D7_MACNE
OG0008673	sp|Q96GY0|ZC21A_HUMAN	tr|A0A2K6CI56|A0A2K6CI56_MACNE
OG0008674	sp|Q96I76|GPTC3_HUMAN	tr|A0A2K6C8Z0|A0A2K6C8Z0_MACNE
OG0008675	sp|Q96II8|LRCH3_HUMAN	tr|A0A2K6CEZ2|A0A2K6CEZ2_MACNE
OG0008676	sp|Q96LM6|TEX37_HUMAN	tr|A0A2K6BYY4|A0A2K6BYY4_MACNE
OG0008677	sp|Q99081|HTF4_HUMAN	tr|A0A2K6CF51|A0A2K6CF51_MACNE
OG0008678	sp|Q9BSK0|MALD1_HUMAN	tr|A0A2K6AS92|A0A2K6AS92_MACNE
OG0008679	sp|Q9BXL7|CAR11_HUMAN	tr|A0A2K6AN50|A0A2K6AN50_MACNE
OG0008680	sp|Q9BYV9|BACH2_HUMAN	tr|A0A2K6D2I5|A0A2K6D2I5_MACNE
OG0008681	sp|Q9GZR5|ELOV4_HUMAN	tr|A0A2K6CXC5|A0A2K6CXC5_MACNE
OG0008682	sp|Q9H112|CST11_HUMAN	tr|A0A2K6DLE1|A0A2K6DLE1_MACNE
OG0008683	sp|Q9H9P2|CHODL_HUMAN	tr|A0A2K6C0H4|A0A2K6C0H4_MACNE
OG0008684	sp|Q9HBD1|RC3H2_HUMAN	tr|A0A2K6BUZ6|A0A2K6BUZ6_MACNE
OG0008685	sp|Q9Y478|AAKB1_HUMAN	tr|A0A2K6CPW7|A0A2K6CPW7_MACNE
OG0008686	sp|Q9Y4C5|CHST2_HUMAN	tr|A0A2K6B5P3|A0A2K6B5P3_MACNE
OG0008687	sp|A6NDY0|EPAB2_HUMAN	tr|A0A2K6E8E3|A0A2K6E8E3_MACNE
OG0008688	sp|O00519|FAAH1_HUMAN	tr|A0A2K6D409|A0A2K6D409_MACNE
OG0008689	sp|O14939|PLD2_HUMAN	tr|A0A2K6C1Y0|A0A2K6C1Y0_MACNE
OG0008690	sp|O75841|UPK1B_HUMAN	tr|A0A2K6DGS8|A0A2K6DGS8_MACNE
OG0008691	sp|O94979|SC31A_HUMAN	tr|A0A2K6EBF5|A0A2K6EBF5_MACNE
OG0008692	sp|O95155|UBE4B_HUMAN	tr|A0A2K6EC54|A0A2K6EC54_MACNE
OG0008693	sp|O95968|SG1D1_HUMAN	tr|A0A2K6BUR2|A0A2K6BUR2_MACNE
OG0008694	sp|P02545|LMNA_HUMAN	tr|A0A2K6ED46|A0A2K6ED46_MACNE
OG0008695	sp|P02585|TNNC2_HUMAN	tr|A0A2K6D3T7|A0A2K6D3T7_MACNE
OG0008696	sp|P04843|RPN1_HUMAN	tr|A0A2K6B1F7|A0A2K6B1F7_MACNE
OG0008697	sp|P07339|CATD_HUMAN	tr|A0A2K6AYJ5|A0A2K6AYJ5_MACNE
OG0008698	sp|P0C870|JMJD7_HUMAN	tr|A0A2K6BMW9|A0A2K6BMW9_MACNE
OG0008699	sp|P13284|GILT_HUMAN	tr|A0A2K6BT59|A0A2K6BT59_MACNE
OG0008700	sp|P17301|ITA2_HUMAN	tr|A0A2K6E677|A0A2K6E677_MACNE
OG0008701	sp|P23470|PTPRG_HUMAN	tr|A0A2K6BW38|A0A2K6BW38_MACNE
OG0008702	sp|P29372|3MG_HUMAN	tr|A0A2K6DY95|A0A2K6DY95_MACNE
OG0008703	sp|P52738|ZN140_HUMAN	tr|A0A2K6D1F6|A0A2K6D1F6_MACNE
OG0008704	sp|P55008|AIF1_HUMAN	tr|A0A2K6CS95|A0A2K6CS95_MACNE
OG0008705	sp|P58418|CLRN1_HUMAN	tr|A0A2K6C5D0|A0A2K6C5D0_MACNE
OG0008706	sp|P78337|PITX1_HUMAN	tr|A0A2K6BU22|A0A2K6BU22_MACNE
OG0008707	sp|P78357|CNTP1_HUMAN	tr|A0A2K6BQZ5|A0A2K6BQZ5_MACNE
OG0008708	sp|Q02094|RHAG_HUMAN	tr|A0A2K6BQ48|A0A2K6BQ48_MACNE
OG0008709	sp|Q13203|MYBPH_HUMAN	tr|A0A2K6DMY1|A0A2K6DMY1_MACNE
OG0008710	sp|Q13618|CUL3_HUMAN	tr|A0A2K6DCE1|A0A2K6DCE1_MACNE
OG0008711	sp|Q14703|MBTP1_HUMAN	tr|A0A2K6CMT2|A0A2K6CMT2_MACNE
OG0008712	sp|Q14746|COG2_HUMAN	tr|A0A2K6B829|A0A2K6B829_MACNE
OG0008713	sp|Q15070|OXA1L_HUMAN	tr|A0A2K6BS70|A0A2K6BS70_MACNE
OG0008714	sp|Q2TBC4|PRIC4_HUMAN	tr|A0A2K6CYJ2|A0A2K6CYJ2_MACNE
OG0008715	sp|Q3MIX3|ADCK5_HUMAN	tr|A0A2K6DH10|A0A2K6DH10_MACNE
OG0008716	sp|Q56NI9|ESCO2_HUMAN	tr|A0A2K6D0V4|A0A2K6D0V4_MACNE
OG0008717	sp|Q5D862|FILA2_HUMAN	tr|A0A2K6DRF8|A0A2K6DRF8_MACNE
OG0008718	sp|Q5VUJ6|LRCH2_HUMAN	tr|A0A2K6CRX0|A0A2K6CRX0_MACNE
OG0008719	sp|Q68DH5|LMBD2_HUMAN	tr|A0A2K6C081|A0A2K6C081_MACNE
OG0008720	sp|Q6GMR7|FAAH2_HUMAN	tr|A0A2K6ALN6|A0A2K6ALN6_MACNE
OG0008721	sp|Q6P1W5|CA094_HUMAN	tr|A0A2K6AW93|A0A2K6AW93_MACNE
OG0008722	sp|Q6P9A1|ZN530_HUMAN	tr|A0A2K6DAX7|A0A2K6DAX7_MACNE
OG0008723	sp|Q6ZVE7|GOT1A_HUMAN	tr|A0A2K6C9F7|A0A2K6C9F7_MACNE
OG0008724	sp|Q7Z7A1|CNTRL_HUMAN	tr|A0A2K6CJS9|A0A2K6CJS9_MACNE
OG0008725	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A2K6D7G9|A0A2K6D7G9_MACNE
OG0008726	sp|Q86V59|PNM8A_HUMAN	tr|A0A2K6B9P7|A0A2K6B9P7_MACNE
OG0008727	sp|Q8IUZ0|LRC49_HUMAN	tr|A0A2K6DR73|A0A2K6DR73_MACNE
OG0008728	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A2K6C5Q0|A0A2K6C5Q0_MACNE
OG0008729	sp|Q8N573|OXR1_HUMAN	tr|A0A2K6ATP2|A0A2K6ATP2_MACNE
OG0008730	sp|Q8N9L1|ZIC4_HUMAN	tr|A0A2K6B0S9|A0A2K6B0S9_MACNE
OG0008731	sp|Q8NFA0|UBP32_HUMAN	tr|A0A2K6DQG7|A0A2K6DQG7_MACNE
OG0008732	sp|Q8TBP6|S2540_HUMAN	tr|A0A2K6BZR1|A0A2K6BZR1_MACNE
OG0008733	sp|Q8TDD2|SP7_HUMAN	tr|A0A2K6BKK7|A0A2K6BKK7_MACNE
OG0008734	sp|Q8TDN7|ACER1_HUMAN	tr|A0A2K6BGV3|A0A2K6BGV3_MACNE
OG0008735	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A2K6CVR7|A0A2K6CVR7_MACNE
OG0008736	sp|Q8WZ69|CK040_HUMAN	tr|A0A2K6E3S9|A0A2K6E3S9_MACNE
OG0008737	sp|Q92730|RND1_HUMAN	tr|A0A2K6D2A0|A0A2K6D2A0_MACNE
OG0008738	sp|Q969J5|I22R2_HUMAN	tr|A0A2K6BYR0|A0A2K6BYR0_MACNE
OG0008739	sp|Q96CN9|GCC1_HUMAN	tr|A0A2K6DZJ5|A0A2K6DZJ5_MACNE
OG0008740	sp|Q96EF6|FBX17_HUMAN	tr|A0A2K6CP64|A0A2K6CP64_MACNE
OG0008741	sp|Q96H35|RBM18_HUMAN	tr|A0A2K6CIU0|A0A2K6CIU0_MACNE
OG0008742	sp|Q96RE9|ZN300_HUMAN	tr|A0A2K6CUY2|A0A2K6CUY2_MACNE
OG0008743	sp|Q99624|S38A3_HUMAN	tr|A0A2K6BAY4|A0A2K6BAY4_MACNE
OG0008744	sp|Q9BPZ3|PAIP2_HUMAN	tr|A0A2K6B9E2|A0A2K6B9E2_MACNE
OG0008745	sp|Q9BR01|ST4A1_HUMAN	tr|A0A2K6AZ87|A0A2K6AZ87_MACNE
