Orthogroup	Homo_sapiens	Acinonyx_jubatus
OG0006185	sp|O95427|PIGN_HUMAN	tr|A0A6I9ZZ92|A0A6I9ZZ92_ACIJB
OG0006186	sp|A8K8P3|SFI1_HUMAN	tr|A0A6J0A1A6|A0A6J0A1A6_ACIJB
OG0006187	sp|O60242|AGRB3_HUMAN	tr|A0A6J0A269|A0A6J0A269_ACIJB
OG0006188	sp|P22626|ROA2_HUMAN	tr|A0A6J0A3X9|A0A6J0A3X9_ACIJB
OG0006189	sp|O95455|TGDS_HUMAN	tr|A0A6J0A5N1|A0A6J0A5N1_ACIJB
OG0006190	sp|Q16204|CCDC6_HUMAN	tr|A0A6J0ABN0|A0A6J0ABN0_ACIJB
OG0006191	sp|Q8N271|PROM2_HUMAN	tr|A0A6J1XAG9|A0A6J1XAG9_ACIJB
OG0006192	sp|Q96FV2|SCRN2_HUMAN	tr|A0A6J1XB99|A0A6J1XB99_ACIJB
OG0006193	sp|Q86US8|EST1A_HUMAN	tr|A0A6J1XDA7|A0A6J1XDA7_ACIJB
OG0006194	sp|Q9NZN5|ARHGC_HUMAN	tr|A0A6J1XJ71|A0A6J1XJ71_ACIJB
OG0006195	sp|Q09013|DMPK_HUMAN	tr|A0A6J1XMF9|A0A6J1XMF9_ACIJB
OG0006196	sp|Q53HC5|KLH26_HUMAN	tr|A0A6J1XP60|A0A6J1XP60_ACIJB
OG0006197	sp|Q9Y6F1|PARP3_HUMAN	tr|A0A6J1XQE0|A0A6J1XQE0_ACIJB
OG0006198	sp|P28289|TMOD1_HUMAN	tr|A0A6J1XS92|A0A6J1XS92_ACIJB
OG0006199	sp|Q3SYC2|MOGT2_HUMAN	tr|A0A6J1XT62|A0A6J1XT62_ACIJB
OG0006200	sp|Q8N3R3|TCAIM_HUMAN	tr|A0A6J1XUP3|A0A6J1XUP3_ACIJB
OG0006201	sp|Q9BT67|NFIP1_HUMAN	tr|A0A6J1Y150|A0A6J1Y150_ACIJB
OG0006202	sp|Q05996|ZP2_HUMAN	tr|A0A6J1Y1U6|A0A6J1Y1U6_ACIJB
OG0006203	sp|Q9HBG6|IF122_HUMAN	tr|A0A6J1Y204|A0A6J1Y204_ACIJB
OG0006204	sp|Q96QS1|TSN32_HUMAN	tr|A0A6J1Y8G8|A0A6J1Y8G8_ACIJB
OG0006205	sp|A6NK97|S22AK_HUMAN	tr|A0A6J1Y958|A0A6J1Y958_ACIJB
OG0006206	sp|O43572|AKA10_HUMAN	tr|A0A6J1YEJ0|A0A6J1YEJ0_ACIJB
OG0006207	sp|P14136|GFAP_HUMAN	tr|A0A6J1YKR6|A0A6J1YKR6_ACIJB
OG0006208	sp|Q13351|KLF1_HUMAN	tr|A0A6J1YMJ8|A0A6J1YMJ8_ACIJB
OG0006209	sp|Q14145|KEAP1_HUMAN	tr|A0A6J1YMM4|A0A6J1YMM4_ACIJB
OG0006210	sp|Q96P67|GPR82_HUMAN	tr|A0A6J1YX10|A0A6J1YX10_ACIJB
OG0006211	sp|Q9NWL6|ASND1_HUMAN	tr|A0A6J1YZH2|A0A6J1YZH2_ACIJB
OG0006212	sp|P98066|TSG6_HUMAN	tr|A0A6J1Z2B3|A0A6J1Z2B3_ACIJB
OG0006213	sp|Q658P3|STEA3_HUMAN	tr|A0A6J1Z2P9|A0A6J1Z2P9_ACIJB
OG0006214	sp|P13612|ITA4_HUMAN	tr|A0A6J1Z310|A0A6J1Z310_ACIJB
OG0006215	sp|Q92643|GPI8_HUMAN	tr|A0A6J1ZAS3|A0A6J1ZAS3_ACIJB
OG0006216	sp|Q8IZQ1|WDFY3_HUMAN	tr|A0A6J1ZE98|A0A6J1ZE98_ACIJB
OG0006217	sp|P11166|GTR1_HUMAN	tr|A0A6J1ZEX2|A0A6J1ZEX2_ACIJB
OG0006218	sp|Q9ULM3|YETS2_HUMAN	tr|A0A6J1ZI11|A0A6J1ZI11_ACIJB
OG0006219	sp|P56975|NRG3_HUMAN	tr|A0A6J1ZMB4|A0A6J1ZMB4_ACIJB
OG0006220	sp|Q92538|GBF1_HUMAN	tr|A0A6J1ZNP0|A0A6J1ZNP0_ACIJB
OG0006221	sp|Q5VZ66|JKIP3_HUMAN	tr|A0A6J1ZPZ1|A0A6J1ZPZ1_ACIJB
OG0006222	sp|Q6PI78|TMM65_HUMAN	tr|A0A6J1ZT05|A0A6J1ZT05_ACIJB
OG0006223	sp|Q9NYT0|PLEK2_HUMAN	tr|A0A6J1ZWE8|A0A6J1ZWE8_ACIJB
OG0006224	sp|Q7L1I2|SV2B_HUMAN	tr|A0A6J2A1U0|A0A6J2A1U0_ACIJB
OG0006225	sp|Q96RK4|BBS4_HUMAN	tr|A0A6J2A251|A0A6J2A251_ACIJB
OG0006226	sp|Q9BQK8|LPIN3_HUMAN	tr|A0A6J2A7S2|A0A6J2A7S2_ACIJB
OG0006227	sp|P10244|MYBB_HUMAN	tr|A0A6J2A7V7|A0A6J2A7V7_ACIJB
OG0006228	sp|Q09327|MGAT3_HUMAN	tr|A0A6J2AAG8|A0A6J2AAG8_ACIJB
OG0006229	sp|A6NK89|RASFA_HUMAN	tr|A0A6J2AGJ3|A0A6J2AGJ3_ACIJB
OG0006230	sp|A4D1U4|DEN11_HUMAN	tr|A0A6J2AN61|A0A6J2AN61_ACIJB
OG0006231	sp|Q8WWL2|SPIR2_HUMAN	tr|A0A6J2AQJ1|A0A6J2AQJ1_ACIJB
OG0006232	sp|Q99547|MPH6_HUMAN	tr|A0A6J2AU79|A0A6J2AU79_ACIJB
OG0006233	sp|P51674|GPM6A_HUMAN	tr|A0A6J2AX49|A0A6J2AX49_ACIJB
OG0006234	sp|P02656|APOC3_HUMAN	sp|P0DSP0|APOC3_ACIJB
OG0006235	sp|Q9NWM8|FKB14_HUMAN	tr|A0A6I9ZFH5|A0A6I9ZFH5_ACIJB
OG0006236	sp|P0DMW3|SIML1_HUMAN	tr|A0A6I9ZFL3|A0A6I9ZFL3_ACIJB
OG0006237	sp|Q643R3|LPCT4_HUMAN	tr|A0A6I9ZH51|A0A6I9ZH51_ACIJB
OG0006238	sp|Q96RP9|EFGM_HUMAN	tr|A0A6I9ZI16|A0A6I9ZI16_ACIJB
OG0006239	sp|P13349|MYF5_HUMAN	tr|A0A6I9ZIC2|A0A6I9ZIC2_ACIJB
OG0006240	sp|Q96NG3|ODAD4_HUMAN	tr|A0A6I9ZL03|A0A6I9ZL03_ACIJB
OG0006241	sp|Q6YN16|HSDL2_HUMAN	tr|A0A6I9ZLG0|A0A6I9ZLG0_ACIJB
OG0006242	sp|Q8NI38|IKBD_HUMAN	tr|A0A6I9ZS69|A0A6I9ZS69_ACIJB
OG0006243	sp|Q9Y3C1|NOP16_HUMAN	tr|A0A6I9ZT99|A0A6I9ZT99_ACIJB
OG0006244	sp|Q53GQ0|DHB12_HUMAN	tr|A0A6I9ZV28|A0A6I9ZV28_ACIJB
OG0006245	sp|Q9H3R5|CENPH_HUMAN	tr|A0A6I9ZX79|A0A6I9ZX79_ACIJB
OG0006246	sp|O00237|RN103_HUMAN	tr|A0A6I9ZYI6|A0A6I9ZYI6_ACIJB
OG0006247	sp|P24855|DNAS1_HUMAN	tr|A0A6I9ZZA9|A0A6I9ZZA9_ACIJB
OG0006248	sp|P48023|TNFL6_HUMAN	tr|A0A6J0A037|A0A6J0A037_ACIJB
OG0006249	sp|P34949|MPI_HUMAN	tr|A0A6J0A0A0|A0A6J0A0A0_ACIJB
OG0006250	sp|P61221|ABCE1_HUMAN	tr|A0A6J0A1S2|A0A6J0A1S2_ACIJB
OG0006251	sp|P02768|ALBU_HUMAN	tr|A0A6J0A2J9|A0A6J0A2J9_ACIJB
OG0006252	sp|Q13868|EXOS2_HUMAN	tr|A0A6J0A3Q2|A0A6J0A3Q2_ACIJB
OG0006253	sp|Q9NUJ3|T11L1_HUMAN	tr|A0A6J0A481|A0A6J0A481_ACIJB
OG0006254	sp|Q9Y334|VWA7_HUMAN	tr|A0A6J0A4Y1|A0A6J0A4Y1_ACIJB
OG0006255	sp|P36952|SPB5_HUMAN	tr|A0A6J0A624|A0A6J0A624_ACIJB
OG0006256	sp|Q8WYR4|RSPH1_HUMAN	tr|A0A6J0A6P4|A0A6J0A6P4_ACIJB
OG0006257	sp|Q5EE01|CENPW_HUMAN	tr|A0A6J0A7E2|A0A6J0A7E2_ACIJB
OG0006258	sp|Q8IWL3|HSC20_HUMAN	tr|A0A6J0A7K1|A0A6J0A7K1_ACIJB
OG0006259	sp|Q92876|KLK6_HUMAN	tr|A0A6J0ACM2|A0A6J0ACM2_ACIJB
OG0006260	sp|Q9H6D8|FNDC4_HUMAN	tr|A0A6J1X6H5|A0A6J1X6H5_ACIJB
OG0006261	sp|Q9H330|TM245_HUMAN	tr|A0A6J1XDL9|A0A6J1XDL9_ACIJB
OG0006262	sp|Q8IZC6|CORA1_HUMAN	tr|A0A6J1XDY7|A0A6J1XDY7_ACIJB
OG0006263	sp|Q99435|NELL2_HUMAN	tr|A0A6J1XH25|A0A6J1XH25_ACIJB
OG0006264	sp|Q9BPU9|B9D2_HUMAN	tr|A0A6J1XLK3|A0A6J1XLK3_ACIJB
OG0006265	sp|Q6ZN01|MASTR_HUMAN	tr|A0A6J1XMX2|A0A6J1XMX2_ACIJB
OG0006266	sp|Q8TBG9|SYNPR_HUMAN	tr|A0A6J1XRC5|A0A6J1XRC5_ACIJB
OG0006267	sp|Q96H12|MSD3_HUMAN	tr|A0A6J1XS19|A0A6J1XS19_ACIJB
OG0006268	sp|Q8TEC5|SH3R2_HUMAN	tr|A0A6J1XZX4|A0A6J1XZX4_ACIJB
OG0006269	sp|Q9BRJ6|CG050_HUMAN	tr|A0A6J1Y023|A0A6J1Y023_ACIJB
OG0006270	sp|Q9C0A6|SETD5_HUMAN	tr|A0A6J1Y1J5|A0A6J1Y1J5_ACIJB
OG0006271	sp|Q4VC44|FWCH1_HUMAN	tr|A0A6J1Y3K1|A0A6J1Y3K1_ACIJB
OG0006272	sp|Q969G9|NKD1_HUMAN	tr|A0A6J1Y7N5|A0A6J1Y7N5_ACIJB
OG0006273	sp|P56524|HDAC4_HUMAN	tr|A0A6J1YB31|A0A6J1YB31_ACIJB
OG0006274	sp|Q5VUJ9|DRC8_HUMAN	tr|A0A6J1YD70|A0A6J1YD70_ACIJB
OG0006275	sp|O60478|G137B_HUMAN	tr|A0A6J1YDZ3|A0A6J1YDZ3_ACIJB
OG0006276	sp|Q8NDD1|CA131_HUMAN	tr|A0A6J1YEV3|A0A6J1YEV3_ACIJB
OG0006277	sp|Q99615|DNJC7_HUMAN	tr|A0A6J1YIB6|A0A6J1YIB6_ACIJB
OG0006278	sp|Q9H808|TLE6_HUMAN	tr|A0A6J1YK26|A0A6J1YK26_ACIJB
OG0006279	sp|Q9NXE4|NSMA3_HUMAN	tr|A0A6J1YLW4|A0A6J1YLW4_ACIJB
OG0006280	sp|Q12906|ILF3_HUMAN	tr|A0A6J1YNS6|A0A6J1YNS6_ACIJB
OG0006281	sp|Q9UGQ2|FLOWR_HUMAN	tr|A0A6J1YQP1|A0A6J1YQP1_ACIJB
OG0006282	sp|Q8WWX9|SELM_HUMAN	tr|A0A6J1YRE1|A0A6J1YRE1_ACIJB
OG0006283	sp|O60832|DKC1_HUMAN	tr|A0A6J1YWS2|A0A6J1YWS2_ACIJB
OG0006284	sp|Q6NVY1|HIBCH_HUMAN	tr|A0A6J1YYZ1|A0A6J1YYZ1_ACIJB
OG0006285	sp|Q8TDV5|GP119_HUMAN	tr|A0A6J1YZX0|A0A6J1YZX0_ACIJB
OG0006286	sp|Q96MM7|H6ST2_HUMAN	tr|A0A6J1YZX5|A0A6J1YZX5_ACIJB
OG0006287	sp|Q9Y2G4|ANKR6_HUMAN	tr|A0A6J1Z8F7|A0A6J1Z8F7_ACIJB
OG0006288	sp|P43220|GLP1R_HUMAN	tr|A0A6J1ZBG2|A0A6J1ZBG2_ACIJB
OG0006289	sp|O00294|TULP1_HUMAN	tr|A0A6J1ZBP0|A0A6J1ZBP0_ACIJB
OG0006290	sp|Q0ZGT2|NEXN_HUMAN	tr|A0A6J1ZE49|A0A6J1ZE49_ACIJB
OG0006291	sp|Q5TC12|ATPF1_HUMAN	tr|A0A6J1ZFH6|A0A6J1ZFH6_ACIJB
OG0006292	sp|Q5TA50|CPTP_HUMAN	tr|A0A6J1ZGE3|A0A6J1ZGE3_ACIJB
OG0006293	sp|Q9NX94|WBP1L_HUMAN	tr|A0A6J1ZMY4|A0A6J1ZMY4_ACIJB
OG0006294	sp|Q9NWR8|MCUB_HUMAN	tr|A0A6J1ZNB4|A0A6J1ZNB4_ACIJB
OG0006295	sp|O60269|GRIN2_HUMAN	tr|A0A6J1ZNS0|A0A6J1ZNS0_ACIJB
OG0006296	sp|Q13239|SLAP1_HUMAN	tr|A0A6J1ZQ63|A0A6J1ZQ63_ACIJB
OG0006297	sp|Q6NUJ5|PWP2B_HUMAN	tr|A0A6J1ZRJ0|A0A6J1ZRJ0_ACIJB
OG0006298	sp|Q9NWQ9|CN119_HUMAN	tr|A0A6J1ZVP6|A0A6J1ZVP6_ACIJB
OG0006299	sp|P16930|FAAA_HUMAN	tr|A0A6J2A2M2|A0A6J2A2M2_ACIJB
OG0006300	sp|Q93073|SBP2L_HUMAN	tr|A0A6J2A2N4|A0A6J2A2N4_ACIJB
OG0006301	sp|Q96EE3|SEH1_HUMAN	tr|A0A6J2A375|A0A6J2A375_ACIJB
OG0006302	sp|Q9Y6Q9|NCOA3_HUMAN	tr|A0A6J2A6F9|A0A6J2A6F9_ACIJB
OG0006303	sp|P05162|LEG2_HUMAN	tr|A0A6J2ADY0|A0A6J2ADY0_ACIJB
OG0006304	sp|Q5T8D3|ACBD5_HUMAN	tr|A0A6J2AJB5|A0A6J2AJB5_ACIJB
OG0006305	sp|P31268|HXA7_HUMAN	tr|A0A6J2ALW0|A0A6J2ALW0_ACIJB
OG0006306	sp|P13073|COX41_HUMAN	tr|A0A6J2AQL8|A0A6J2AQL8_ACIJB
OG0006307	sp|P0DO97|CC192_HUMAN	tr|A0A6J2ARD1|A0A6J2ARD1_ACIJB
OG0006308	sp|Q8N6M5|ALLC_HUMAN	tr|A0A6J2AWD5|A0A6J2AWD5_ACIJB
OG0006309	sp|A6NI79|CCD69_HUMAN	tr|A0A6J2AYH0|A0A6J2AYH0_ACIJB
OG0006310	sp|Q9Y6Y9|LY96_HUMAN	tr|A0A6I9ZGH0|A0A6I9ZGH0_ACIJB
OG0006311	sp|Q6P9A2|GLT18_HUMAN	tr|A0A6I9ZLI2|A0A6I9ZLI2_ACIJB
OG0006312	sp|O15540|FABP7_HUMAN	tr|A0A6I9ZMH1|A0A6I9ZMH1_ACIJB
OG0006313	sp|P0DJ93|SIM13_HUMAN	tr|A0A6I9ZND6|A0A6I9ZND6_ACIJB
OG0006314	sp|A6NNP5|CC169_HUMAN	tr|A0A6I9ZP78|A0A6I9ZP78_ACIJB
OG0006315	sp|Q8NHU2|CFA61_HUMAN	tr|A0A6I9ZPD1|A0A6I9ZPD1_ACIJB
OG0006316	sp|Q6PEY0|CXB7_HUMAN	tr|A0A6I9ZQG4|A0A6I9ZQG4_ACIJB
OG0006317	sp|Q04760|LGUL_HUMAN	tr|A0A6I9ZRQ0|A0A6I9ZRQ0_ACIJB
OG0006318	sp|Q9UL40|ZN346_HUMAN	tr|A0A6I9ZTA4|A0A6I9ZTA4_ACIJB
OG0006319	sp|Q8TAP9|MPLKI_HUMAN	tr|A0A6I9ZTQ2|A0A6I9ZTQ2_ACIJB
OG0006320	sp|P12955|PEPD_HUMAN	tr|A0A6I9ZVH7|A0A6I9ZVH7_ACIJB
OG0006321	sp|Q96DX4|RSPRY_HUMAN	tr|A0A6I9ZVQ3|A0A6I9ZVQ3_ACIJB
OG0006322	sp|O15400|STX7_HUMAN	tr|A0A6I9ZWZ3|A0A6I9ZWZ3_ACIJB
OG0006323	sp|P62277|RS13_HUMAN	tr|A0A6I9ZXP1|A0A6I9ZXP1_ACIJB
OG0006324	sp|Q5T1M5|FKB15_HUMAN	tr|A0A6I9ZYN2|A0A6I9ZYN2_ACIJB
OG0006325	sp|Q8IV31|TM139_HUMAN	tr|A0A6J0A169|A0A6J0A169_ACIJB
OG0006326	sp|Q8NC51|PAIRB_HUMAN	tr|A0A6J0A3J2|A0A6J0A3J2_ACIJB
OG0006327	sp|Q9UHY1|NRBP_HUMAN	tr|A0A6J1X6G9|A0A6J1X6G9_ACIJB
OG0006328	sp|P09067|HXB5_HUMAN	tr|A0A6J1XBD5|A0A6J1XBD5_ACIJB
OG0006329	sp|Q8IY31|IFT20_HUMAN	tr|A0A6J1XCS2|A0A6J1XCS2_ACIJB
OG0006330	sp|Q8N370|LAT4_HUMAN	tr|A0A6J1XD58|A0A6J1XD58_ACIJB
OG0006331	sp|Q9UKU9|ANGL2_HUMAN	tr|A0A6J1XEQ1|A0A6J1XEQ1_ACIJB
OG0006332	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A6J1XJG0|A0A6J1XJG0_ACIJB
OG0006333	sp|I3L273|GFY_HUMAN	tr|A0A6J1XMZ4|A0A6J1XMZ4_ACIJB
OG0006334	sp|Q8WUM4|PDC6I_HUMAN	tr|A0A6J1XUX3|A0A6J1XUX3_ACIJB
OG0006335	sp|P78412|IRX6_HUMAN	tr|A0A6J1Y6P8|A0A6J1Y6P8_ACIJB
OG0006336	sp|O15034|RIMB2_HUMAN	tr|A0A6J1Y6Y1|A0A6J1Y6Y1_ACIJB
OG0006337	sp|Q9H9H4|VP37B_HUMAN	tr|A0A6J1Y6Z6|A0A6J1Y6Z6_ACIJB
OG0006338	sp|Q1KMD3|HNRL2_HUMAN	tr|A0A6J1Y8A0|A0A6J1Y8A0_ACIJB
OG0006339	sp|Q3SY00|T10IP_HUMAN	tr|A0A6J1Y8L8|A0A6J1Y8L8_ACIJB
OG0006340	sp|Q8IZ40|RCOR2_HUMAN	tr|A0A6J1Y8Z5|A0A6J1Y8Z5_ACIJB
OG0006341	sp|A6NIK2|LR10B_HUMAN	tr|A0A6J1Y9Q6|A0A6J1Y9Q6_ACIJB
OG0006342	sp|Q6PIW4|FIGL1_HUMAN	tr|A0A6J1Y9Z4|A0A6J1Y9Z4_ACIJB
OG0006343	sp|Q8IXM2|BAP18_HUMAN	tr|A0A6J1YFZ3|A0A6J1YFZ3_ACIJB
OG0006344	sp|P03971|MIS_HUMAN	tr|A0A6J1YJ20|A0A6J1YJ20_ACIJB
OG0006345	sp|O60262|GBG7_HUMAN	tr|A0A6J1YJ93|A0A6J1YJ93_ACIJB
OG0006346	sp|Q86WG3|ATCAY_HUMAN	tr|A0A6J1YKB8|A0A6J1YKB8_ACIJB
OG0006347	sp|Q96N76|HUTU_HUMAN	tr|A0A6J1YKH2|A0A6J1YKH2_ACIJB
OG0006348	sp|O95229|ZWINT_HUMAN	tr|A0A6J1YM88|A0A6J1YM88_ACIJB
OG0006349	sp|Q9HBE1|PATZ1_HUMAN	tr|A0A6J1YPC8|A0A6J1YPC8_ACIJB
OG0006350	sp|Q9Y661|HS3S4_HUMAN	tr|A0A6J1YQK2|A0A6J1YQK2_ACIJB
OG0006351	sp|Q8N9V3|WSDU1_HUMAN	tr|A0A6J1Z202|A0A6J1Z202_ACIJB
OG0006352	sp|P56177|DLX1_HUMAN	tr|A0A6J1Z4W4|A0A6J1Z4W4_ACIJB
OG0006353	sp|Q16819|MEP1A_HUMAN	tr|A0A6J1Z845|A0A6J1Z845_ACIJB
OG0006354	sp|Q6TCH7|PAQR3_HUMAN	tr|A0A6J1ZET7|A0A6J1ZET7_ACIJB
OG0006355	sp|A0A1B0GVZ9|TM269_HUMAN	tr|A0A6J1ZEY2|A0A6J1ZEY2_ACIJB
OG0006356	sp|Q8N5G2|MACOI_HUMAN	tr|A0A6J1ZFM0|A0A6J1ZFM0_ACIJB
OG0006357	sp|Q5TGY3|AHDC1_HUMAN	tr|A0A6J1ZGD2|A0A6J1ZGD2_ACIJB
OG0006358	sp|A6NHT5|HMX3_HUMAN	tr|A0A6J1ZJZ6|A0A6J1ZJZ6_ACIJB
OG0006359	sp|Q13029|PRDM2_HUMAN	tr|A0A6J1ZK15|A0A6J1ZK15_ACIJB
OG0006360	sp|O43665|RGS10_HUMAN	tr|A0A6J1ZQY0|A0A6J1ZQY0_ACIJB
OG0006361	sp|Q9NWB6|ARGL1_HUMAN	tr|A0A6J1ZUB1|A0A6J1ZUB1_ACIJB
OG0006362	sp|Q86VI4|LAP4B_HUMAN	tr|A0A6J1ZV18|A0A6J1ZV18_ACIJB
OG0006363	sp|Q9UPU9|SMAG1_HUMAN	tr|A0A6J1ZVH1|A0A6J1ZVH1_ACIJB
OG0006364	sp|O95741|CPNE6_HUMAN	tr|A0A6J1ZVT2|A0A6J1ZVT2_ACIJB
OG0006365	sp|Q9Y252|RNF6_HUMAN	tr|A0A6J1ZW81|A0A6J1ZW81_ACIJB
OG0006366	sp|Q8WTS6|SETD7_HUMAN	tr|A0A6J2A030|A0A6J2A030_ACIJB
OG0006367	sp|Q9BWH6|RPAP1_HUMAN	tr|A0A6J2A301|A0A6J2A301_ACIJB
OG0006368	sp|Q9H7S9|ZN703_HUMAN	tr|A0A6J2A9E7|A0A6J2A9E7_ACIJB
OG0006369	sp|O95931|CBX7_HUMAN	tr|A0A6J2AAJ2|A0A6J2AAJ2_ACIJB
OG0006370	sp|Q9Y225|RNF24_HUMAN	tr|A0A6J2AAP4|A0A6J2AAP4_ACIJB
OG0006371	sp|Q86YJ5|MARH9_HUMAN	tr|A0A6J2ACG5|A0A6J2ACG5_ACIJB
OG0006372	sp|Q12913|PTPRJ_HUMAN	tr|A0A6J2AF95|A0A6J2AF95_ACIJB
OG0006373	sp|Q9NQC3|RTN4_HUMAN	tr|A0A6J2AFM6|A0A6J2AFM6_ACIJB
OG0006374	sp|Q9Y5Y5|PEX16_HUMAN	tr|A0A6J2AJ95|A0A6J2AJ95_ACIJB
OG0006375	sp|P10155|RO60_HUMAN	tr|A0A6J2AMX9|A0A6J2AMX9_ACIJB
OG0006376	sp|Q8NEB7|ACRBP_HUMAN	tr|A0A6J2AN34|A0A6J2AN34_ACIJB
OG0006377	sp|Q16656|NRF1_HUMAN	tr|A0A6J2ART1|A0A6J2ART1_ACIJB
OG0006378	sp|Q8WYQ9|ZCH14_HUMAN	tr|A0A6J2AS78|A0A6J2AS78_ACIJB
OG0006379	sp|Q6ZWL3|CP4V2_HUMAN	tr|A0A6J2AXK9|A0A6J2AXK9_ACIJB
OG0006380	sp|O14713|ITBP1_HUMAN	tr|A0A6J2AYZ2|A0A6J2AYZ2_ACIJB
OG0006381	sp|A6NNM8|TTL13_HUMAN	tr|A0A6I9ZCW4|A0A6I9ZCW4_ACIJB
OG0006382	sp|P10124|SRGN_HUMAN	tr|A0A6I9ZDA3|A0A6I9ZDA3_ACIJB
OG0006383	sp|Q96T53|MBOA4_HUMAN	tr|A0A6I9ZGU7|A0A6I9ZGU7_ACIJB
OG0006384	sp|Q8IYB4|PEX5R_HUMAN	tr|A0A6I9ZMN4|A0A6I9ZMN4_ACIJB
OG0006385	sp|Q8IW35|CEP97_HUMAN	tr|A0A6I9ZQ43|A0A6I9ZQ43_ACIJB
OG0006386	sp|Q9UF12|HYPDH_HUMAN	tr|A0A6I9ZQB2|A0A6I9ZQB2_ACIJB
OG0006387	sp|Q9HAV4|XPO5_HUMAN	tr|A0A6I9ZR76|A0A6I9ZR76_ACIJB
OG0006388	sp|O95972|BMP15_HUMAN	tr|A0A6I9ZSH6|A0A6I9ZSH6_ACIJB
OG0006389	sp|Q9H5U6|ZCHC4_HUMAN	tr|A0A6I9ZU42|A0A6I9ZU42_ACIJB
OG0006390	sp|Q8NGT2|O13J1_HUMAN	tr|A0A6I9ZYM6|A0A6I9ZYM6_ACIJB
OG0006391	sp|P05060|SCG1_HUMAN	tr|A0A6J0A0I1|A0A6J0A0I1_ACIJB
OG0006392	sp|Q9HB31|SEBOX_HUMAN	tr|A0A6J0A172|A0A6J0A172_ACIJB
OG0006393	sp|Q9Y262|EIF3L_HUMAN	tr|A0A6J0A1J3|A0A6J0A1J3_ACIJB
OG0006394	sp|Q9BTA0|F167B_HUMAN	tr|A0A6J0A435|A0A6J0A435_ACIJB
OG0006395	sp|Q8N865|CG031_HUMAN	tr|A0A6J0A439|A0A6J0A439_ACIJB
OG0006396	sp|Q92813|IOD2_HUMAN	tr|A0A6J0A4H3|A0A6J0A4H3_ACIJB
OG0006397	sp|P52655|TF2AA_HUMAN	tr|A0A6J0A4Z3|A0A6J0A4Z3_ACIJB
OG0006398	sp|Q7Z6W1|TMCO2_HUMAN	tr|A0A6J0AAB2|A0A6J0AAB2_ACIJB
OG0006399	sp|P09629|HXB7_HUMAN	tr|A0A6J1XBE2|A0A6J1XBE2_ACIJB
OG0006400	sp|Q9HA92|RSAD1_HUMAN	tr|A0A6J1XBK7|A0A6J1XBK7_ACIJB
OG0006401	sp|Q96S79|RSLAB_HUMAN	tr|A0A6J1XCG6|A0A6J1XCG6_ACIJB
OG0006402	sp|Q6UX07|DHR13_HUMAN	tr|A0A6J1XCX2|A0A6J1XCX2_ACIJB
OG0006403	sp|Q9UBE0|SAE1_HUMAN	tr|A0A6J1XMF2|A0A6J1XMF2_ACIJB
OG0006404	sp|O15318|RPC7_HUMAN	tr|A0A6J1XNQ6|A0A6J1XNQ6_ACIJB
OG0006405	sp|Q9UK96|FBX10_HUMAN	tr|A0A6J1XS51|A0A6J1XS51_ACIJB
OG0006406	sp|Q9Y267|S22AE_HUMAN	tr|A0A6J1XVK1|A0A6J1XVK1_ACIJB
OG0006407	sp|P39060|COIA1_HUMAN	tr|A0A6J1XX81|A0A6J1XX81_ACIJB
OG0006408	sp|P55884|EIF3B_HUMAN	tr|A0A6J1Y069|A0A6J1Y069_ACIJB
OG0006409	sp|Q9H000|MKRN2_HUMAN	tr|A0A6J1Y1F0|A0A6J1Y1F0_ACIJB
OG0006410	sp|P33076|C2TA_HUMAN	tr|A0A6J1Y2A2|A0A6J1Y2A2_ACIJB
OG0006411	sp|Q9ULP9|TBC24_HUMAN	tr|A0A6J1Y358|A0A6J1Y358_ACIJB
OG0006412	sp|Q96PK6|RBM14_HUMAN	tr|A0A6J1Y9U9|A0A6J1Y9U9_ACIJB
OG0006413	sp|Q9UQQ1|NALDL_HUMAN	tr|A0A6J1YA84|A0A6J1YA84_ACIJB
OG0006414	sp|O15228|GNPAT_HUMAN	tr|A0A6J1YCU9|A0A6J1YCU9_ACIJB
OG0006415	sp|Q8IWB9|TEX2_HUMAN	tr|A0A6J1YGY9|A0A6J1YGY9_ACIJB
OG0006416	sp|A0A1B0GVQ3|CC200_HUMAN	tr|A0A6J1YJJ8|A0A6J1YJJ8_ACIJB
OG0006417	sp|P54198|HIRA_HUMAN	tr|A0A6J1YK14|A0A6J1YK14_ACIJB
OG0006418	sp|E9PB15|PTG3L_HUMAN	tr|A0A6J1YK27|A0A6J1YK27_ACIJB
OG0006419	sp|Q9NRF2|SH2B1_HUMAN	tr|A0A6J1YNZ8|A0A6J1YNZ8_ACIJB
OG0006420	sp|Q8NC44|RETR2_HUMAN	tr|A0A6J1YP96|A0A6J1YP96_ACIJB
OG0006421	sp|Q9UG63|ABCF2_HUMAN	tr|A0A6J1YPN0|A0A6J1YPN0_ACIJB
OG0006422	sp|Q96AY4|TTC28_HUMAN	tr|A0A6J1YQ32|A0A6J1YQ32_ACIJB
OG0006423	sp|Q86UR1|NOXA1_HUMAN	tr|A0A6J1YQC1|A0A6J1YQC1_ACIJB
OG0006424	sp|Q13098|CSN1_HUMAN	tr|A0A6J1YS17|A0A6J1YS17_ACIJB
