Orthogroup	Homo_sapiens	Rousettus_aegyptiacus
OG0008035	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A7J8JCI2|A0A7J8JCI2_ROUAE
OG0008036	sp|Q8N573|OXR1_HUMAN	tr|A0A7J8C3J0|A0A7J8C3J0_ROUAE
OG0008037	sp|Q8NFA0|UBP32_HUMAN	tr|A0A7J8GI85|A0A7J8GI85_ROUAE
OG0008038	sp|Q8TBP6|S2540_HUMAN	tr|A0A7J8D8B7|A0A7J8D8B7_ROUAE
OG0008039	sp|Q8TDD2|SP7_HUMAN	tr|A0A7J8J9G9|A0A7J8J9G9_ROUAE
OG0008040	sp|Q8TDN7|ACER1_HUMAN	tr|A0A7J8BN99|A0A7J8BN99_ROUAE
OG0008041	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A7J8H5W2|A0A7J8H5W2_ROUAE
OG0008042	sp|Q92730|RND1_HUMAN	tr|A0A7J8JMF6|A0A7J8JMF6_ROUAE
OG0008043	sp|Q969J5|I22R2_HUMAN	tr|A0A7J8K9S4|A0A7J8K9S4_ROUAE
OG0008044	sp|Q96CN9|GCC1_HUMAN	tr|A0A7J8D644|A0A7J8D644_ROUAE
OG0008045	sp|Q96H35|RBM18_HUMAN	tr|A0A7J8IS19|A0A7J8IS19_ROUAE
OG0008046	sp|Q9BPZ3|PAIP2_HUMAN	tr|A0A7J8FKY8|A0A7J8FKY8_ROUAE
OG0008047	sp|Q9BR01|ST4A1_HUMAN	tr|A0A7J8JP23|A0A7J8JP23_ROUAE
OG0008048	sp|Q9H6B9|EPHX3_HUMAN	tr|A0A7J8BR43|A0A7J8BR43_ROUAE
OG0008049	sp|Q9H799|CPLN1_HUMAN	tr|A0A7J8EXZ5|A0A7J8EXZ5_ROUAE
OG0008050	sp|Q9HAS3|S28A3_HUMAN	tr|A0A7J8IS77|A0A7J8IS77_ROUAE
OG0008051	sp|Q9NX70|MED29_HUMAN	tr|A0A7J8CJ92|A0A7J8CJ92_ROUAE
OG0008052	sp|Q9P086|MED11_HUMAN	tr|A0A7J8GC67|A0A7J8GC67_ROUAE
OG0008053	sp|Q9P2C4|TM181_HUMAN	tr|A0A7J8KIE6|A0A7J8KIE6_ROUAE
OG0008054	sp|Q9P2K9|DISP3_HUMAN	tr|A0A7J8K757|A0A7J8K757_ROUAE
OG0008055	sp|Q9UHG0|DCDC2_HUMAN	tr|A0A7J8K6V5|A0A7J8K6V5_ROUAE
OG0008056	sp|Q9UII6|DS13B_HUMAN	tr|A0A7J8G6S5|A0A7J8G6S5_ROUAE
OG0008057	sp|Q9UJW9|SRTD3_HUMAN	tr|A0A7J8CLI9|A0A7J8CLI9_ROUAE
OG0008058	sp|Q9Y6J0|CABIN_HUMAN	tr|A0A7J8GW46|A0A7J8GW46_ROUAE
OG0008059	sp|A0AVT1|UBA6_HUMAN	tr|A0A7J8EBD3|A0A7J8EBD3_ROUAE
OG0008060	sp|A6NED2|RCCD1_HUMAN	tr|A0A7J8CKX5|A0A7J8CKX5_ROUAE
OG0008061	sp|O60704|TPST2_HUMAN	tr|A0A7J8H7Q2|A0A7J8H7Q2_ROUAE
OG0008062	sp|O75344|FKBP6_HUMAN	tr|A0A7J8EYS9|A0A7J8EYS9_ROUAE
OG0008063	sp|O75915|PRAF3_HUMAN	tr|A0A7J8HMU9|A0A7J8HMU9_ROUAE
OG0008064	sp|O76039|CDKL5_HUMAN	tr|A0A7J8EI64|A0A7J8EI64_ROUAE
OG0008065	sp|O95159|ZFPL1_HUMAN	tr|A0A7J8H8S9|A0A7J8H8S9_ROUAE
OG0008066	sp|P01374|TNFB_HUMAN	tr|A0A7J8KBU3|A0A7J8KBU3_ROUAE
OG0008067	sp|P02647|APOA1_HUMAN	tr|A0A7J8GVL5|A0A7J8GVL5_ROUAE
OG0008068	sp|P02775|CXCL7_HUMAN	tr|A0A7J8EA29|A0A7J8EA29_ROUAE
OG0008069	sp|P16444|DPEP1_HUMAN	tr|A0A7J8CFM5|A0A7J8CFM5_ROUAE
OG0008070	sp|P18405|S5A1_HUMAN	tr|A0A7J8F4C0|A0A7J8F4C0_ROUAE
OG0008071	sp|P21145|MAL_HUMAN	tr|A0A7J8FJG4|A0A7J8FJG4_ROUAE
OG0008072	sp|P30047|GFRP_HUMAN	tr|A0A7J8IK92|A0A7J8IK92_ROUAE
OG0008073	sp|P46199|IF2M_HUMAN	tr|A0A7J8FKV3|A0A7J8FKV3_ROUAE
OG0008074	sp|P50454|SERPH_HUMAN	tr|A0A7J8H664|A0A7J8H664_ROUAE
OG0008075	sp|P51580|TPMT_HUMAN	tr|A0A7J8KIM5|A0A7J8KIM5_ROUAE
OG0008076	sp|P51659|DHB4_HUMAN	tr|A0A7J8F0D4|A0A7J8F0D4_ROUAE
OG0008077	sp|P52961|NAR1_HUMAN	tr|A0A7J8GWQ2|A0A7J8GWQ2_ROUAE
OG0008078	sp|P53708|ITA8_HUMAN	tr|A0A7J8E7K7|A0A7J8E7K7_ROUAE
OG0008079	sp|P54802|ANAG_HUMAN	tr|A0A7J8GCF3|A0A7J8GCF3_ROUAE
OG0008080	sp|P57073|SOX8_HUMAN	tr|A0A7J8F3S6|A0A7J8F3S6_ROUAE
OG0008081	sp|P61353|RL27_HUMAN	tr|A0A7J8GFH9|A0A7J8GFH9_ROUAE
OG0008082	sp|P98182|ZN200_HUMAN	tr|A0A7J8F5L0|A0A7J8F5L0_ROUAE
OG0008083	sp|Q02952|AKA12_HUMAN	tr|A0A7J8K4M8|A0A7J8K4M8_ROUAE
OG0008084	sp|Q03405|UPAR_HUMAN	tr|A0A7J8CKE3|A0A7J8CKE3_ROUAE
OG0008085	sp|Q08116|RGS1_HUMAN	tr|A0A7J8B9P1|A0A7J8B9P1_ROUAE
OG0008086	sp|Q12899|TRI26_HUMAN	tr|A0A7J8KIZ8|A0A7J8KIZ8_ROUAE
OG0008087	sp|Q13625|ASPP2_HUMAN	tr|A0A7J8BAF1|A0A7J8BAF1_ROUAE
OG0008088	sp|Q13686|ALKB1_HUMAN	tr|A0A7J8IEQ6|A0A7J8IEQ6_ROUAE
OG0008089	sp|Q15047|SETB1_HUMAN	tr|A0A7J8BH05|A0A7J8BH05_ROUAE
OG0008090	sp|Q2KHR2|RFX7_HUMAN	tr|A0A7J8ISY5|A0A7J8ISY5_ROUAE
OG0008091	sp|Q5T1Q4|S35F1_HUMAN	tr|A0A7J8KGT2|A0A7J8KGT2_ROUAE
OG0008092	sp|Q63HQ2|EGFLA_HUMAN	tr|A0A7J8EYB2|A0A7J8EYB2_ROUAE
OG0008093	sp|Q6P1N0|C2D1A_HUMAN	tr|A0A7J8BP24|A0A7J8BP24_ROUAE
OG0008094	sp|Q6UW68|TM205_HUMAN	tr|A0A7J8BWP3|A0A7J8BWP3_ROUAE
OG0008095	sp|Q70Z53|F10C1_HUMAN	tr|A0A7J8G8F7|A0A7J8G8F7_ROUAE
OG0008096	sp|Q86VP3|PACS2_HUMAN	tr|A0A7J8B7G6|A0A7J8B7G6_ROUAE
OG0008097	sp|Q86WU2|LDHD_HUMAN	tr|A0A7J8CHI2|A0A7J8CHI2_ROUAE
OG0008098	sp|Q8IVW8|SPNS2_HUMAN	tr|A0A7J8G373|A0A7J8G373_ROUAE
OG0008099	sp|Q8IZJ3|CPMD8_HUMAN	tr|A0A7J8BR02|A0A7J8BR02_ROUAE
OG0008100	sp|Q8N4Z0|RAB42_HUMAN	tr|A0A7J8KFH9|A0A7J8KFH9_ROUAE
OG0008101	sp|Q8N5J4|SPIC_HUMAN	tr|A0A7J8JM59|A0A7J8JM59_ROUAE
OG0008102	sp|Q8NA56|TTC29_HUMAN	tr|A0A7J8BWD1|A0A7J8BWD1_ROUAE
OG0008103	sp|Q8NA57|CL050_HUMAN	tr|A0A7J8JBU7|A0A7J8JBU7_ROUAE
OG0008104	sp|Q8NHV5|MOSMO_HUMAN	tr|A0A7J8F1L1|A0A7J8F1L1_ROUAE
OG0008105	sp|Q8TBA6|GOGA5_HUMAN	tr|A0A7J8IJB1|A0A7J8IJB1_ROUAE
OG0008106	sp|Q8TBZ9|TEX47_HUMAN	tr|A0A7J8D8H8|A0A7J8D8H8_ROUAE
OG0008107	sp|Q96DN5|TBC31_HUMAN	tr|A0A7J8C4I3|A0A7J8C4I3_ROUAE
OG0008108	sp|Q96F24|NRBF2_HUMAN	tr|A0A7J8GCU1|A0A7J8GCU1_ROUAE
OG0008109	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A7J8EXU5|A0A7J8EXU5_ROUAE
OG0008110	sp|Q9BXS0|COPA1_HUMAN	tr|A0A7J8E6R4|A0A7J8E6R4_ROUAE
OG0008111	sp|Q9H3P2|NELFA_HUMAN	tr|A0A7J8E9C4|A0A7J8E9C4_ROUAE
OG0008112	sp|Q9H4K1|RIBC2_HUMAN	tr|A0A7J8JKS6|A0A7J8JKS6_ROUAE
OG0008113	sp|Q9H808|TLE6_HUMAN	tr|A0A7J8BW53|A0A7J8BW53_ROUAE
OG0008114	sp|Q9NPC6|MYOZ2_HUMAN	tr|A0A7J8BSI5|A0A7J8BSI5_ROUAE
OG0008115	sp|Q9NQR7|CC177_HUMAN	tr|A0A7J8IH24|A0A7J8IH24_ROUAE
OG0008116	sp|Q9NS69|TOM22_HUMAN	tr|A0A7J8JN76|A0A7J8JN76_ROUAE
OG0008117	sp|Q9NTI7|INKA2_HUMAN	tr|A0A7J8BDE1|A0A7J8BDE1_ROUAE
OG0008118	sp|Q9NXP7|GIN1_HUMAN	tr|A0A7J8EYP6|A0A7J8EYP6_ROUAE
OG0008119	sp|Q9UHP9|SMPX_HUMAN	tr|A0A7J8ELT6|A0A7J8ELT6_ROUAE
OG0008120	sp|Q9Y572|RIPK3_HUMAN	tr|A0A7J8IMX2|A0A7J8IMX2_ROUAE
OG0008121	tr|A0A1B0GV96|A0A1B0GV96_HUMAN	tr|A0A7J8CD66|A0A7J8CD66_ROUAE
OG0008122	sp|A6NJJ6|CS067_HUMAN	tr|A0A7J8BP81|A0A7J8BP81_ROUAE
OG0008123	sp|A6NMK7|CPS4L_HUMAN	tr|A0A7J8G636|A0A7J8G636_ROUAE
OG0008124	sp|O43172|PRP4_HUMAN	tr|A0A7J8IQU2|A0A7J8IQU2_ROUAE
OG0008125	sp|O43765|SGTA_HUMAN	tr|A0A7J8BV84|A0A7J8BV84_ROUAE
OG0008126	sp|O60504|VINEX_HUMAN	tr|A0A7J8BVY2|A0A7J8BVY2_ROUAE
OG0008127	sp|O60609|GFRA3_HUMAN	tr|A0A7J8FGU7|A0A7J8FGU7_ROUAE
OG0008128	sp|O75496|GEMI_HUMAN	tr|A0A7J8BD18|A0A7J8BD18_ROUAE
OG0008129	sp|O95255|MRP6_HUMAN	tr|A0A7J8EWZ5|A0A7J8EWZ5_ROUAE
OG0008130	sp|P02652|APOA2_HUMAN	tr|A0A7J8BBR1|A0A7J8BBR1_ROUAE
OG0008131	sp|P07199|CENPB_HUMAN	tr|A0A7J8DFJ9|A0A7J8DFJ9_ROUAE
OG0008132	sp|P12036|NFH_HUMAN	tr|A0A7J8H481|A0A7J8H481_ROUAE
OG0008133	sp|P12319|FCERA_HUMAN	tr|A0A7J8BDW5|A0A7J8BDW5_ROUAE
OG0008134	sp|P15104|GLNA_HUMAN	tr|A0A7J8BE15|A0A7J8BE15_ROUAE
OG0008135	sp|P18031|PTN1_HUMAN	tr|A0A7J8DK98|A0A7J8DK98_ROUAE
OG0008136	sp|P42684|ABL2_HUMAN	tr|A0A7J8BBG8|A0A7J8BBG8_ROUAE
OG0008137	sp|P52747|ZN143_HUMAN	tr|A0A7J8H8T5|A0A7J8H8T5_ROUAE
OG0008138	sp|P59052|B3AS1_HUMAN	tr|A0A7J8F094|A0A7J8F094_ROUAE
OG0008139	sp|P62070|RRAS2_HUMAN	tr|A0A7J8H643|A0A7J8H643_ROUAE
OG0008140	sp|P78423|X3CL1_HUMAN	tr|A0A7J8CF71|A0A7J8CF71_ROUAE
OG0008141	sp|Q07817|B2CL1_HUMAN	tr|A0A7J8DEW3|A0A7J8DEW3_ROUAE
OG0008142	sp|Q11206|SIA4C_HUMAN	tr|A0A7J8H6V0|A0A7J8H6V0_ROUAE
OG0008143	sp|Q14596|NBR1_HUMAN	tr|A0A7J8GCD2|A0A7J8GCD2_ROUAE
OG0008144	sp|Q15170|TCAL1_HUMAN	tr|A0A7J8EM02|A0A7J8EM02_ROUAE
OG0008145	sp|Q15542|TAF5_HUMAN	tr|A0A7J8GI27|A0A7J8GI27_ROUAE
OG0008146	sp|Q1ZYL8|IZUM4_HUMAN	tr|A0A7J8BRY5|A0A7J8BRY5_ROUAE
OG0008147	sp|Q460N3|PAR15_HUMAN	tr|A0A7J8HU15|A0A7J8HU15_ROUAE
OG0008148	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A7J8EN29|A0A7J8EN29_ROUAE
OG0008149	sp|Q5JXA9|SIRB2_HUMAN	tr|A0A7J8DL99|A0A7J8DL99_ROUAE
OG0008150	sp|Q5PT55|NTCP5_HUMAN	tr|A0A7J8C473|A0A7J8C473_ROUAE
OG0008151	sp|Q5T0J7|TEX35_HUMAN	tr|A0A7J8BIF4|A0A7J8BIF4_ROUAE
OG0008152	sp|Q5T5S1|CC183_HUMAN	tr|A0A7J8IGY2|A0A7J8IGY2_ROUAE
OG0008153	sp|Q6P4A8|PLBL1_HUMAN	tr|A0A7J8JJF9|A0A7J8JJF9_ROUAE
OG0008154	sp|Q6UX98|ZDH24_HUMAN	tr|A0A7J8H9X2|A0A7J8H9X2_ROUAE
OG0008155	sp|Q6UXV0|GFRAL_HUMAN	tr|A0A7J8K8Z1|A0A7J8K8Z1_ROUAE
OG0008156	sp|Q6ZST4|LCNL1_HUMAN	tr|A0A7J8IKR4|A0A7J8IKR4_ROUAE
OG0008157	sp|Q7LFX5|CHSTF_HUMAN	tr|A0A7J8G604|A0A7J8G604_ROUAE
OG0008158	sp|Q7Z7G2|CPLX4_HUMAN	tr|A0A7J8DG50|A0A7J8DG50_ROUAE
OG0008159	sp|Q86Y07|VRK2_HUMAN	tr|A0A7J8FNM1|A0A7J8FNM1_ROUAE
OG0008160	sp|Q8IZM9|S38A6_HUMAN	tr|A0A7J8ISY8|A0A7J8ISY8_ROUAE
OG0008161	sp|Q8N1W1|ARG28_HUMAN	tr|A0A7J8EXI2|A0A7J8EXI2_ROUAE
OG0008162	sp|Q8N4Y2|EFC4A_HUMAN	tr|A0A7J8GXG2|A0A7J8GXG2_ROUAE
OG0008163	sp|Q8N7U6|EFHB_HUMAN	tr|A0A7J8HPE9|A0A7J8HPE9_ROUAE
OG0008164	sp|Q8NCR9|CLRN3_HUMAN	tr|A0A7J8G6V4|A0A7J8G6V4_ROUAE
OG0008165	sp|Q8NDZ2|SIMC1_HUMAN	tr|A0A7J8FM05|A0A7J8FM05_ROUAE
OG0008166	sp|Q8TF71|MOT10_HUMAN	tr|A0A7J8KGM7|A0A7J8KGM7_ROUAE
OG0008167	sp|Q93073|SBP2L_HUMAN	tr|A0A7J8IRB8|A0A7J8IRB8_ROUAE
OG0008168	sp|Q96A65|EXOC4_HUMAN	tr|A0A7J8D588|A0A7J8D588_ROUAE
OG0008169	sp|Q96J84|KIRR1_HUMAN	tr|A0A7J8BEQ3|A0A7J8BEQ3_ROUAE
OG0008170	sp|Q9BRK5|CAB45_HUMAN	tr|A0A7J8KG91|A0A7J8KG91_ROUAE
OG0008171	sp|Q9BUB4|ADAT1_HUMAN	tr|A0A7J8CDH4|A0A7J8CDH4_ROUAE
OG0008172	sp|Q9H3U5|MFSD1_HUMAN	tr|A0A7J8HS61|A0A7J8HS61_ROUAE
OG0008173	sp|Q9H3W5|LRRN3_HUMAN	tr|A0A7J8D7L8|A0A7J8D7L8_ROUAE
OG0008174	sp|Q9H5J4|ELOV6_HUMAN	tr|A0A7J8E6K6|A0A7J8E6K6_ROUAE
OG0008175	sp|Q9H7E2|TDRD3_HUMAN	tr|A0A7J8DZK5|A0A7J8DZK5_ROUAE
OG0008176	sp|Q9HB29|ILRL2_HUMAN	tr|A0A7J8FH62|A0A7J8FH62_ROUAE
OG0008177	sp|Q9NTU7|CBLN4_HUMAN	tr|A0A7J8DFZ7|A0A7J8DFZ7_ROUAE
OG0008178	sp|Q9NX78|TM260_HUMAN	tr|A0A7J8ITN3|A0A7J8ITN3_ROUAE
OG0008179	sp|Q9NZ32|ARP10_HUMAN	tr|A0A7J8IE08|A0A7J8IE08_ROUAE
OG0008180	sp|Q9NZQ7|PD1L1_HUMAN	tr|A0A7J8IG79|A0A7J8IG79_ROUAE
OG0008181	sp|Q9P003|CNIH4_HUMAN	tr|A0A7J8B9F5|A0A7J8B9F5_ROUAE
OG0008182	sp|Q9UBV7|B4GT7_HUMAN	tr|A0A7J8FFN3|A0A7J8FFN3_ROUAE
OG0008183	sp|Q9UGM5|FETUB_HUMAN	tr|A0A7J8HQG3|A0A7J8HQG3_ROUAE
OG0008184	sp|Q9ULX9|MAFF_HUMAN	tr|A0A7J8JIX0|A0A7J8JIX0_ROUAE
OG0008185	sp|Q9Y238|DLEC1_HUMAN	tr|A0A7J8HNF6|A0A7J8HNF6_ROUAE
OG0008186	sp|Q9Y285|SYFA_HUMAN	tr|A0A7J8BQE0|A0A7J8BQE0_ROUAE
OG0008187	sp|Q9Y291|RT33_HUMAN	tr|A0A7J8D798|A0A7J8D798_ROUAE
OG0008188	sp|Q9Y575|ASB3_HUMAN	tr|A0A7J8FDV3|A0A7J8FDV3_ROUAE
OG0008189	sp|O00767|SCD_HUMAN	tr|A0A7J8GF33|A0A7J8GF33_ROUAE
OG0008190	sp|O43566|RGS14_HUMAN	tr|A0A7J8FMF0|A0A7J8FMF0_ROUAE
OG0008191	sp|P07358|CO8B_HUMAN	tr|A0A7J8K5P3|A0A7J8K5P3_ROUAE
OG0008192	sp|P0CW27|CC166_HUMAN	tr|A0A7J8C142|A0A7J8C142_ROUAE
OG0008193	sp|P14138|EDN3_HUMAN	tr|A0A7J8DGL4|A0A7J8DGL4_ROUAE
OG0008194	sp|P17480|UBF1_HUMAN	tr|A0A7J8GJB2|A0A7J8GJB2_ROUAE
OG0008195	sp|P25106|ACKR3_HUMAN	tr|A0A7J8JAF4|A0A7J8JAF4_ROUAE
OG0008196	sp|P28566|5HT1E_HUMAN	tr|A0A7J8K9S1|A0A7J8K9S1_ROUAE
OG0008197	sp|P43489|TNR4_HUMAN	tr|A0A7J8KIL3|A0A7J8KIL3_ROUAE
OG0008198	sp|P49711|CTCF_HUMAN	tr|A0A7J8CF75|A0A7J8CF75_ROUAE
OG0008199	sp|P51452|DUS3_HUMAN	tr|A0A7J8G6T6|A0A7J8G6T6_ROUAE
OG0008200	sp|P54132|BLM_HUMAN	tr|A0A7J8CE20|A0A7J8CE20_ROUAE
OG0008201	sp|P58505|CU058_HUMAN	tr|A0A7J8B6Y1|A0A7J8B6Y1_ROUAE
OG0008202	sp|P62241|RS8_HUMAN	tr|A0A7J8KG45|A0A7J8KG45_ROUAE
OG0008203	sp|Q01664|TFAP4_HUMAN	tr|A0A7J8F4K5|A0A7J8F4K5_ROUAE
OG0008204	sp|Q01718|ACTHR_HUMAN	tr|A0A7J8DJ48|A0A7J8DJ48_ROUAE
OG0008205	sp|Q04741|EMX1_HUMAN	tr|A0A7J8FHI3|A0A7J8FHI3_ROUAE
OG0008206	sp|Q07507|DERM_HUMAN	tr|A0A7J8BCX3|A0A7J8BCX3_ROUAE
OG0008207	sp|Q14008|CKAP5_HUMAN	tr|A0A7J8GY33|A0A7J8GY33_ROUAE
OG0008208	sp|Q14678|KANK1_HUMAN	tr|A0A7J8IK69|A0A7J8IK69_ROUAE
OG0008209	sp|Q14761|PTCA_HUMAN	tr|A0A7J8H5U2|A0A7J8H5U2_ROUAE
OG0008210	sp|Q15286|RAB35_HUMAN	tr|A0A7J8H505|A0A7J8H505_ROUAE
OG0008211	sp|Q15631|TSN_HUMAN	tr|A0A7J8JQI2|A0A7J8JQI2_ROUAE
OG0008212	sp|Q16619|CTF1_HUMAN	tr|A0A7J8EYT4|A0A7J8EYT4_ROUAE
OG0008213	sp|Q3KR37|ASTRB_HUMAN	tr|A0A7J8GZT9|A0A7J8GZT9_ROUAE
OG0008214	sp|Q3LIE5|ADPRM_HUMAN	tr|A0A7J8G3V3|A0A7J8G3V3_ROUAE
OG0008215	sp|Q5T1V6|DDX59_HUMAN	tr|A0A7J8B8I7|A0A7J8B8I7_ROUAE
OG0008216	sp|Q5T6C5|AT7L2_HUMAN	tr|A0A7J8BBY7|A0A7J8BBY7_ROUAE
OG0008217	sp|Q5T848|GP158_HUMAN	tr|A0A7J8E7Y1|A0A7J8E7Y1_ROUAE
OG0008218	sp|Q6P6B1|ERIC5_HUMAN	tr|A0A7J8C1N4|A0A7J8C1N4_ROUAE
OG0008219	sp|Q6T311|ARL9_HUMAN	tr|A0A7J8E5F8|A0A7J8E5F8_ROUAE
OG0008220	sp|Q6ZVK1|T179A_HUMAN	tr|A0A7J8IUV9|A0A7J8IUV9_ROUAE
OG0008221	sp|Q86VF7|NRAP_HUMAN	tr|A0A7J8GE43|A0A7J8GE43_ROUAE
OG0008222	sp|Q8IZA3|H18_HUMAN	tr|A0A7J8HPP9|A0A7J8HPP9_ROUAE
OG0008223	sp|Q8N2I9|STK40_HUMAN	tr|A0A7J8KHP3|A0A7J8KHP3_ROUAE
OG0008224	sp|Q8N461|FXL16_HUMAN	tr|A0A7J8EYC6|A0A7J8EYC6_ROUAE
OG0008225	sp|Q8N6F8|MET27_HUMAN	tr|A0A7J8F128|A0A7J8F128_ROUAE
OG0008226	sp|Q8NCM8|DYHC2_HUMAN	tr|A0A7J8GXU8|A0A7J8GXU8_ROUAE
OG0008227	sp|Q8NFW1|COMA1_HUMAN	tr|A0A7J8C198|A0A7J8C198_ROUAE
OG0008228	sp|Q8TDP1|RNH2C_HUMAN	tr|A0A7J8H5Z6|A0A7J8H5Z6_ROUAE
OG0008229	sp|Q8TDZ2|MICA1_HUMAN	tr|A0A7J8KCD5|A0A7J8KCD5_ROUAE
OG0008230	sp|Q92681|RSCA1_HUMAN	tr|A0A7J8KG11|A0A7J8KG11_ROUAE
OG0008231	sp|Q96BN6|F149B_HUMAN	tr|A0A7J8G8I8|A0A7J8G8I8_ROUAE
OG0008232	sp|Q96C23|GALM_HUMAN	tr|A0A7J8FHC7|A0A7J8FHC7_ROUAE
OG0008233	sp|Q9BSF4|TIM29_HUMAN	tr|A0A7J8BWC4|A0A7J8BWC4_ROUAE
OG0008234	sp|Q9BTE6|AASD1_HUMAN	tr|A0A7J8GEU2|A0A7J8GEU2_ROUAE
OG0008235	sp|Q9BVI0|PHF20_HUMAN	tr|A0A7J8DK79|A0A7J8DK79_ROUAE
OG0008236	sp|Q9H095|DRC9_HUMAN	tr|A0A7J8HQD5|A0A7J8HQD5_ROUAE
OG0008237	sp|Q9H4X1|RGCC_HUMAN	tr|A0A7J8DZA0|A0A7J8DZA0_ROUAE
OG0008238	sp|Q9H5K3|SG196_HUMAN	tr|A0A7J8DZ38|A0A7J8DZ38_ROUAE
OG0008239	sp|Q9H6W3|RIOX1_HUMAN	tr|A0A7J8IR31|A0A7J8IR31_ROUAE
OG0008240	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A7J8FMB1|A0A7J8FMB1_ROUAE
OG0008241	sp|Q9NNZ6|PRM3_HUMAN	tr|A0A7J8F2Y3|A0A7J8F2Y3_ROUAE
OG0008242	sp|Q9NVU7|SDA1_HUMAN	tr|A0A7J8EAC1|A0A7J8EAC1_ROUAE
OG0008243	sp|Q9NZH6|IL37_HUMAN	tr|A0A7J8FHD0|A0A7J8FHD0_ROUAE
OG0008244	sp|Q9UBD5|ORC3_HUMAN	tr|A0A7J8KDM4|A0A7J8KDM4_ROUAE
OG0008245	sp|Q9ULZ2|STAP1_HUMAN	tr|A0A7J8EAW4|A0A7J8EAW4_ROUAE
OG0008246	sp|Q9UNK9|ANGE1_HUMAN	tr|A0A7J8IEH8|A0A7J8IEH8_ROUAE
OG0008247	sp|Q9UPZ3|HPS5_HUMAN	tr|A0A7J8GZS1|A0A7J8GZS1_ROUAE
OG0008248	sp|Q9Y3D8|KAD6_HUMAN	tr|A0A7J8EX60|A0A7J8EX60_ROUAE
OG0008249	sp|Q9Y3Z3|SAMH1_HUMAN	tr|A0A7J8DKN7|A0A7J8DKN7_ROUAE
OG0008250	sp|Q9Y5U2|TSSC4_HUMAN	tr|A0A7J8H7Z2|A0A7J8H7Z2_ROUAE
OG0008251	sp|Q9Y6G3|RM42_HUMAN	tr|A0A7J8JII6|A0A7J8JII6_ROUAE
OG0008252	sp|Q9Y6I9|TX264_HUMAN	tr|A0A7J8HX78|A0A7J8HX78_ROUAE
OG0008253	tr|V9GZ13|V9GZ13_HUMAN	tr|A0A7J8DEV9|A0A7J8DEV9_ROUAE
OG0008254	sp|A0A1B0GVH6|CM042_HUMAN	tr|A0A7J8DVQ4|A0A7J8DVQ4_ROUAE
OG0008255	sp|A1L168|CT202_HUMAN	tr|A0A7J8DF41|A0A7J8DF41_ROUAE
OG0008256	sp|A6NK06|IRG1_HUMAN	tr|A0A7J8DW12|A0A7J8DW12_ROUAE
OG0008257	sp|A6NLE4|SIM23_HUMAN	tr|A0A7J8FMA5|A0A7J8FMA5_ROUAE
OG0008258	sp|O43364|HXA2_HUMAN	tr|A0A7J8D5K0|A0A7J8D5K0_ROUAE
OG0008259	sp|O75379|VAMP4_HUMAN	tr|A0A7J8BI24|A0A7J8BI24_ROUAE
OG0008260	sp|O75711|SCRG1_HUMAN	tr|A0A7J8BU68|A0A7J8BU68_ROUAE
OG0008261	sp|O94901|SUN1_HUMAN	tr|A0A7J8FNL6|A0A7J8FNL6_ROUAE
OG0008262	sp|P0DMS8|AA3R_HUMAN	tr|A0A7J8BC99|A0A7J8BC99_ROUAE
OG0008263	sp|P26441|CNTF_HUMAN	tr|A0A7J8GXS4|A0A7J8GXS4_ROUAE
OG0008264	sp|P28838|AMPL_HUMAN	tr|A0A7J8E853|A0A7J8E853_ROUAE
OG0008265	sp|P30556|AGTR1_HUMAN	tr|A0A7J8HM22|A0A7J8HM22_ROUAE
OG0008266	sp|P31277|HXD11_HUMAN	tr|A0A7J8JEB6|A0A7J8JEB6_ROUAE
OG0008267	sp|P61106|RAB14_HUMAN	tr|A0A7J8IRU2|A0A7J8IRU2_ROUAE
OG0008268	sp|P98175|RBM10_HUMAN	tr|A0A7J8ELR5|A0A7J8ELR5_ROUAE
OG0008269	sp|Q03014|HHEX_HUMAN	tr|A0A7J8G8V4|A0A7J8G8V4_ROUAE
OG0008270	sp|Q10589|BST2_HUMAN	tr|A0A7J8BPT1|A0A7J8BPT1_ROUAE
OG0008271	sp|Q13794|APR_HUMAN	tr|A0A7J8DJJ2|A0A7J8DJJ2_ROUAE
OG0008272	sp|Q14526|HIC1_HUMAN	tr|A0A7J8G8V3|A0A7J8G8V3_ROUAE
OG0008273	sp|Q15027|ACAP1_HUMAN	tr|A0A7J8G3Q3|A0A7J8G3Q3_ROUAE
OG0008274	sp|Q15185|TEBP_HUMAN	tr|A0A7J8JL86|A0A7J8JL86_ROUAE
OG0008275	sp|Q16181|SEPT7_HUMAN	tr|A0A7J8D8V1|A0A7J8D8V1_ROUAE
OG0008276	sp|Q16795|NDUA9_HUMAN	tr|A0A7J8JGC4|A0A7J8JGC4_ROUAE
OG0008277	sp|Q2M1P5|KIF7_HUMAN	tr|A0A7J8CH39|A0A7J8CH39_ROUAE
OG0008278	sp|Q5H9E4|S2553_HUMAN	tr|A0A7J8ELY5|A0A7J8ELY5_ROUAE
OG0008279	sp|Q5SQI0|ATAT_HUMAN	tr|A0A7J8K507|A0A7J8K507_ROUAE
