Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0005038	tr|A0A8I5KTY6|A0A8I5KTY6_HUMAN, sp|Q15776|ZKSC8_HUMAN	tr|A0A8I3P896|A0A8I3P896_CANLF
OG0005039	sp|Q9H1J1|REN3A_HUMAN	tr|A0A8P0SBV5|A0A8P0SBV5_CANLF, tr|A0A8I3PZV1|A0A8I3PZV1_CANLF
OG0005040	sp|P08100|OPSD_HUMAN	tr|A0A8I3QE57|A0A8I3QE57_CANLF, sp|P32308|OPSD_CANLF
OG0005041	sp|Q9UEW3|MARCO_HUMAN	tr|A0A8P0N7M1|A0A8P0N7M1_CANLF, tr|A0A8I3QIL7|A0A8I3QIL7_CANLF
OG0005042	sp|Q9Y584|TIM22_HUMAN	tr|A0A8P0NNM7|A0A8P0NNM7_CANLF, tr|A0A8I3S063|A0A8I3S063_CANLF
OG0005043	sp|Q8NC42|RN149_HUMAN	tr|A0A8I3NQ78|A0A8I3NQ78_CANLF, tr|A0A8P0N5A3|A0A8P0N5A3_CANLF
OG0005044	sp|Q6NWY9|PR40B_HUMAN	tr|A0A8P0PIS1|A0A8P0PIS1_CANLF, tr|A0A8I3P9J5|A0A8I3P9J5_CANLF
OG0005045	sp|O14492|SH2B2_HUMAN	tr|A0A8P0PJ59|A0A8P0PJ59_CANLF, tr|A0A8I3MTK2|A0A8I3MTK2_CANLF
OG0005046	sp|Q76N89|HECW1_HUMAN	tr|A0A8P0S946|A0A8P0S946_CANLF, tr|A0A8I3NTP5|A0A8I3NTP5_CANLF
OG0005047	sp|O95171|SCEL_HUMAN	tr|A0A8P0SAQ6|A0A8P0SAQ6_CANLF, tr|A0A8I3PV13|A0A8I3PV13_CANLF
OG0005048	sp|Q6UY18|LIGO4_HUMAN	tr|A0A8I3PXJ6|A0A8I3PXJ6_CANLF, tr|A0A8P0SHG7|A0A8P0SHG7_CANLF
OG0005049	sp|P23771|GATA3_HUMAN	tr|A0A8I3MCW5|A0A8I3MCW5_CANLF, tr|A0A8P0N7S5|A0A8P0N7S5_CANLF
OG0005050	sp|O75420|GGYF1_HUMAN	tr|A0A8P0PDK7|A0A8P0PDK7_CANLF, tr|A0A8I3MNJ6|A0A8I3MNJ6_CANLF
OG0005051	sp|Q5TC82|RC3H1_HUMAN	tr|A0A8I3N8A1|A0A8I3N8A1_CANLF, tr|A0A8P0TUU5|A0A8P0TUU5_CANLF
OG0005052	sp|P19022|CADH2_HUMAN	tr|A0A8I3NAG2|A0A8I3NAG2_CANLF, tr|A0A8P0T6R4|A0A8P0T6R4_CANLF
OG0005054	sp|Q00G26|PLIN5_HUMAN	tr|A0A8P0SMZ7|A0A8P0SMZ7_CANLF, tr|A0A8I3NTW9|A0A8I3NTW9_CANLF
OG0005055	sp|Q96FV2|SCRN2_HUMAN	tr|A0A8I3NUU3|A0A8I3NUU3_CANLF, tr|A0A8P0SL63|A0A8P0SL63_CANLF
OG0005057	sp|Q8N1N0|CLC4F_HUMAN	tr|A0A8I3Q482|A0A8I3Q482_CANLF, tr|A0A8P0S973|A0A8P0S973_CANLF
OG0005058	sp|Q86UL8|MAGI2_HUMAN	tr|A0A8I3Q5L7|A0A8I3Q5L7_CANLF, tr|A0A8P0T573|A0A8P0T573_CANLF
OG0005059	sp|Q96T55|KCNKG_HUMAN	tr|A0A8P0TRL1|A0A8P0TRL1_CANLF, tr|A0A8I3NSP8|A0A8I3NSP8_CANLF
OG0005060	sp|Q8WUA8|TSK_HUMAN	tr|A0A8I3NH51|A0A8I3NH51_CANLF, tr|A0A8P0SAS9|A0A8P0SAS9_CANLF
OG0005061	sp|Q68DD2|PA24F_HUMAN, sp|Q9UP65|PA24C_HUMAN	tr|A0A8I3P464|A0A8I3P464_CANLF
OG0005062	sp|Q9HB58|SP110_HUMAN	tr|A0A8I3PD85|A0A8I3PD85_CANLF, tr|A0A8P0P3J3|A0A8P0P3J3_CANLF
OG0005063	sp|A6NM28|ZFP92_HUMAN	tr|A0A8P0SVF0|A0A8P0SVF0_CANLF, tr|A0A8I3PLP6|A0A8I3PLP6_CANLF
OG0005064	sp|Q9NZP2|OR6C2_HUMAN	tr|A0A8I3NCJ7|A0A8I3NCJ7_CANLF, tr|A0A8I3PY47|A0A8I3PY47_CANLF
OG0005065	sp|Q00013|EM55_HUMAN	tr|A0A8I3QWQ8|A0A8I3QWQ8_CANLF, tr|A0A8P0TTK9|A0A8P0TTK9_CANLF
OG0005066	sp|Q8NG95|OR7G3_HUMAN	tr|A0A8P0PDH1|A0A8P0PDH1_CANLF, tr|A0A8I3PQ32|A0A8I3PQ32_CANLF
OG0005067	sp|Q8TC90|CCER1_HUMAN	tr|A0A8P0PFK8|A0A8P0PFK8_CANLF, tr|A0A8I3S417|A0A8I3S417_CANLF
OG0005068	sp|Q96M53|TBATA_HUMAN	tr|A0A8P0T2T1|A0A8P0T2T1_CANLF, tr|A0A8I3MWH3|A0A8I3MWH3_CANLF
OG0005069	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A8I3MYG5|A0A8I3MYG5_CANLF, tr|A0A8P0NF73|A0A8P0NF73_CANLF
OG0005070	sp|Q9NRG0|CHRC1_HUMAN	tr|A0A8I3NBL3|A0A8I3NBL3_CANLF, tr|A0A8P0SSR7|A0A8P0SSR7_CANLF
OG0005071	sp|O15078|CE290_HUMAN	tr|A0A8P0T713|A0A8P0T713_CANLF, tr|A0A8I3P268|A0A8I3P268_CANLF
OG0005072	sp|Q86UK7|ZN598_HUMAN	tr|A0A8P0NWY7|A0A8P0NWY7_CANLF, tr|A0A8I3P283|A0A8I3P283_CANLF
OG0005073	sp|Q96D59|RN183_HUMAN, sp|Q8N8N0|RN152_HUMAN	tr|A0A8I3RU57|A0A8I3RU57_CANLF
OG0005074	sp|Q4KMG0|CDON_HUMAN	tr|A0A8P0NCH2|A0A8P0NCH2_CANLF, tr|A0A8I3NBW2|A0A8I3NBW2_CANLF
OG0005075	sp|Q9UNH6|SNX7_HUMAN	tr|A0A8I3NUK5|A0A8I3NUK5_CANLF, tr|A0A8P0NL38|A0A8P0NL38_CANLF
OG0005076	sp|Q8WV15|T255B_HUMAN	tr|A0A8I3PW72|A0A8I3PW72_CANLF, tr|A0A8P0NZT7|A0A8P0NZT7_CANLF
OG0005077	sp|P18509|PACA_HUMAN	tr|A0A8P0P363|A0A8P0P363_CANLF, tr|A0A8I3MSI8|A0A8I3MSI8_CANLF
OG0005078	sp|Q969P0|IGSF8_HUMAN	tr|A0A8P0PAG0|A0A8P0PAG0_CANLF, tr|A0A8I3Q7X2|A0A8I3Q7X2_CANLF
OG0005079	sp|B4E2M5|ANR66_HUMAN	tr|A0A8I3NDR9|A0A8I3NDR9_CANLF, tr|A0A8P0PIW0|A0A8P0PIW0_CANLF
OG0005080	sp|Q9H7P9|PKHG2_HUMAN	tr|A0A8P0SSR4|A0A8P0SSR4_CANLF, tr|A0A8I3MNK5|A0A8I3MNK5_CANLF
OG0005081	sp|Q14596|NBR1_HUMAN	tr|A0A8I3N1H1|A0A8I3N1H1_CANLF, tr|A0A8P0SWN0|A0A8P0SWN0_CANLF
OG0005082	sp|P16930|FAAA_HUMAN	tr|A0A8P0TJ96|A0A8P0TJ96_CANLF, tr|A0A8I3MPP5|A0A8I3MPP5_CANLF
OG0005083	sp|Q9HBU9|POPD2_HUMAN	tr|A0A8I3P414|A0A8I3P414_CANLF, tr|A0A8P0PIS0|A0A8P0PIS0_CANLF
OG0005084	sp|Q6ZRS4|ITPI1_HUMAN	tr|A0A8I3PCK0|A0A8I3PCK0_CANLF, tr|A0A8P0N640|A0A8P0N640_CANLF
OG0005085	sp|Q04741|EMX1_HUMAN	tr|A0A8I3PF69|A0A8I3PF69_CANLF, tr|A0A8P0NSE8|A0A8P0NSE8_CANLF
OG0005086	sp|Q04912|RON_HUMAN	tr|A0A8I3PXX6|A0A8I3PXX6_CANLF, tr|A0A8P0SPB9|A0A8P0SPB9_CANLF
OG0005087	sp|Q5SQ64|LY66F_HUMAN	tr|A0A8I3NMA5|A0A8I3NMA5_CANLF, tr|A0A8P0N3W4|A0A8P0N3W4_CANLF
OG0005088	sp|Q8N1Q8|THEM5_HUMAN	tr|A0A8I3PKB2|A0A8I3PKB2_CANLF, tr|A0A8P0NEN0|A0A8P0NEN0_CANLF
OG0005089	sp|Q9UL49|TCFL5_HUMAN	tr|A0A8I3NZP2|A0A8I3NZP2_CANLF, tr|A0A8P0PL83|A0A8P0PL83_CANLF
OG0005090	sp|Q8WWF6|DNJB3_HUMAN	tr|A0A8P0SNY0|A0A8P0SNY0_CANLF, tr|A0A8I3NN88|A0A8I3NN88_CANLF
OG0005091	sp|Q9UNA3|A4GCT_HUMAN	tr|A0A8P0SRR2|A0A8P0SRR2_CANLF, tr|A0A8I3PND7|A0A8I3PND7_CANLF
OG0005092	sp|P18075|BMP7_HUMAN	tr|A0A8I3Q4D7|A0A8I3Q4D7_CANLF, tr|A0A8P0SV40|A0A8P0SV40_CANLF
OG0005093	sp|P01589|IL2RA_HUMAN	tr|A0A8I3RRY0|A0A8I3RRY0_CANLF, sp|O62802|IL2RA_CANLF
OG0005094	sp|Q07869|PPARA_HUMAN	sp|Q95N78|PPARA_CANLF, tr|A0A8P0T6F1|A0A8P0T6F1_CANLF
OG0005095	sp|O14638|ENPP3_HUMAN	tr|A0A8P0N3L3|A0A8P0N3L3_CANLF, tr|A0A8I3N0F5|A0A8I3N0F5_CANLF
OG0005096	sp|Q16831|UPP1_HUMAN, sp|O95045|UPP2_HUMAN	tr|A0A8I3N5S8|A0A8I3N5S8_CANLF
OG0005097	sp|O43677|NDUC1_HUMAN	tr|A0A8I3NCN2|A0A8I3NCN2_CANLF, tr|A0A8I3N6B7|A0A8I3N6B7_CANLF
OG0005098	sp|P0C672|TSN19_HUMAN	tr|A0A8I3NKP2|A0A8I3NKP2_CANLF, tr|A0A8P0NSV0|A0A8P0NSV0_CANLF
OG0005099	sp|Q9NQF3|SERHL_HUMAN, sp|Q9H4I8|SEHL2_HUMAN	tr|A0A8I3NRU4|A0A8I3NRU4_CANLF
OG0005100	sp|Q96DD7|SHSA4_HUMAN	tr|A0A8P0TPC8|A0A8P0TPC8_CANLF, tr|A0A8I3NVD0|A0A8I3NVD0_CANLF
OG0005101	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A8I3PC44|A0A8I3PC44_CANLF, tr|A0A8P0N731|A0A8P0N731_CANLF
OG0005102	sp|Q8WVX3|CD003_HUMAN	tr|A0A8I3SCK2|A0A8I3SCK2_CANLF, tr|A0A8I3PKR8|A0A8I3PKR8_CANLF
OG0005103	sp|O95672|ECEL1_HUMAN	tr|A0A8P0TT64|A0A8P0TT64_CANLF, tr|A0A8I3PQ33|A0A8I3PQ33_CANLF
OG0005104	sp|O75165|DJC13_HUMAN	tr|A0A8I3Q165|A0A8I3Q165_CANLF, tr|A0A8P0TFN0|A0A8P0TFN0_CANLF
OG0005105	sp|O75864|PPR37_HUMAN	tr|A0A8P0N794|A0A8P0N794_CANLF, tr|A0A8I3RUE0|A0A8I3RUE0_CANLF
OG0005106	sp|Q6P474|PDXD2_HUMAN, sp|Q6P996|PDXD1_HUMAN	tr|A0A8I3RVJ1|A0A8I3RVJ1_CANLF
OG0005107	sp|P27037|AVR2A_HUMAN, sp|Q13705|AVR2B_HUMAN	tr|A0A8P0N7Q4|A0A8P0N7Q4_CANLF
OG0005108	sp|Q8IZ07|AN13A_HUMAN	tr|A0A8P0NCV8|A0A8P0NCV8_CANLF, tr|A0A8I3P8Q8|A0A8I3P8Q8_CANLF
OG0005109	sp|Q6BDS2|URFB1_HUMAN	tr|A0A8I3PTT7|A0A8I3PTT7_CANLF, tr|A0A8P0PJE3|A0A8P0PJE3_CANLF
OG0005110	sp|Q07837|SLC31_HUMAN	tr|A0A8I3QAI5|A0A8I3QAI5_CANLF, tr|A0A8P0S8B4|A0A8P0S8B4_CANLF
OG0005111	sp|P39656|OST48_HUMAN	sp|Q05052|OST48_CANLF, tr|A0A8I3MLR7|A0A8I3MLR7_CANLF
OG0005112	sp|Q96BH3|ESPB1_HUMAN	sp|Q9GL25|ESPB1_CANLF, tr|A0A8I3RS02|A0A8I3RS02_CANLF
OG0005113	sp|Q9NRM0|GTR9_HUMAN	tr|A0A8I3MIM0|A0A8I3MIM0_CANLF, tr|A0A8P0NTE5|A0A8P0NTE5_CANLF
OG0005114	sp|Q03252|LMNB2_HUMAN	tr|A0A8P0PQV1|A0A8P0PQV1_CANLF, tr|A0A8I3NGI5|A0A8I3NGI5_CANLF
OG0005115	sp|O60906|NSMA_HUMAN	tr|A0A8P0S9H9|A0A8P0S9H9_CANLF, tr|A0A8I3NH12|A0A8I3NH12_CANLF
OG0005116	sp|Q9H0P0|5NT3A_HUMAN	tr|A0A8P0SQN3|A0A8P0SQN3_CANLF, tr|A0A8I3PWY7|A0A8I3PWY7_CANLF
OG0005117	sp|Q9BRJ9|MESP1_HUMAN	tr|A0A8I3MI31|A0A8I3MI31_CANLF, tr|A0A8P0NS27|A0A8P0NS27_CANLF
OG0005118	sp|P05111|INHA_HUMAN	tr|A0A8P0SK55|A0A8P0SK55_CANLF, tr|A0A8I3SCQ0|A0A8I3SCQ0_CANLF
OG0005119	sp|O14512|SOCS7_HUMAN	tr|A0A8I3NIY4|A0A8I3NIY4_CANLF, tr|A0A8P0SKN8|A0A8P0SKN8_CANLF
OG0005120	sp|Q13740|CD166_HUMAN	tr|A0A8I3PIH3|A0A8I3PIH3_CANLF, sp|O46634|CD166_CANLF
OG0005121	sp|Q4KMP7|TB10B_HUMAN	tr|A0A8I3NHJ6|A0A8I3NHJ6_CANLF, tr|A0A8P0SL80|A0A8P0SL80_CANLF
OG0005123	sp|P80108|PHLD_HUMAN	tr|A0A8P0PCS1|A0A8P0PCS1_CANLF, tr|A0A8I3P2N1|A0A8I3P2N1_CANLF
OG0005124	sp|Q8WZ79|DNS2B_HUMAN	tr|A0A8I3RQ66|A0A8I3RQ66_CANLF, tr|A0A8P0NLJ5|A0A8P0NLJ5_CANLF
OG0005125	sp|P0CG32|ZCC18_HUMAN, sp|Q6PEW1|ZCH12_HUMAN	tr|A0A8I3S3W5|A0A8I3S3W5_CANLF
OG0005126	sp|Q92766|RREB1_HUMAN	tr|A0A8I3NQ38|A0A8I3NQ38_CANLF, tr|A0A8P0NTI6|A0A8P0NTI6_CANLF
OG0005127	sp|Q7Z5A4|PRS42_HUMAN	tr|A0A8P0SIM0|A0A8P0SIM0_CANLF, tr|A0A8P0P8G2|A0A8P0P8G2_CANLF
OG0005128	sp|P23919|KTHY_HUMAN	tr|A0A8I3PJW7|A0A8I3PJW7_CANLF, tr|A0A8P0PRG4|A0A8P0PRG4_CANLF
OG0005129	sp|Q6ZWI9|RFPLB_HUMAN	tr|A0A8I3S4I5|A0A8I3S4I5_CANLF, tr|A0A8P0S9N2|A0A8P0S9N2_CANLF
OG0005130	sp|Q7Z628|ARHG8_HUMAN	tr|A0A8P0SAX5|A0A8P0SAX5_CANLF, tr|A0A8I3MGL4|A0A8I3MGL4_CANLF
OG0005131	sp|Q7L5Y1|ENOF1_HUMAN	tr|A0A8I3MHZ7|A0A8I3MHZ7_CANLF, tr|A0A8P0NJK4|A0A8P0NJK4_CANLF
OG0005132	sp|Q2M1K9|ZN423_HUMAN	tr|A0A8I3MKT1|A0A8I3MKT1_CANLF, tr|A0A8P0NWX0|A0A8P0NWX0_CANLF
OG0005133	sp|Q8IXY8|PPIL6_HUMAN	tr|A0A8P0S9C2|A0A8P0S9C2_CANLF, tr|A0A8I3N662|A0A8I3N662_CANLF
OG0005134	sp|P98066|TSG6_HUMAN	tr|A0A8I3N7F9|A0A8I3N7F9_CANLF, tr|A0A8P0P1B2|A0A8P0P1B2_CANLF
OG0005135	sp|Q5T5N4|CF118_HUMAN	tr|A0A8I3N8K7|A0A8I3N8K7_CANLF, tr|A0A8P0S6R2|A0A8P0S6R2_CANLF
OG0005136	sp|Q99456|K1C12_HUMAN	tr|A3RF35|A3RF35_CANLF, tr|A0A8I3NF93|A0A8I3NF93_CANLF
OG0005137	sp|O43439|MTG8R_HUMAN	tr|A0A8P0T2D4|A0A8P0T2D4_CANLF, tr|A0A8I3PNA1|A0A8I3PNA1_CANLF
OG0005138	sp|Q99836|MYD88_HUMAN	tr|A0A8P0SAH3|A0A8P0SAH3_CANLF, tr|A0A8I3Q209|A0A8I3Q209_CANLF
OG0005139	sp|Q68BL8|OLM2B_HUMAN	tr|A0A8I3Q308|A0A8I3Q308_CANLF, tr|A0A8P0SI51|A0A8P0SI51_CANLF
OG0005140	sp|Q92731|ESR2_HUMAN	tr|A0A8I3RRT3|A0A8I3RRT3_CANLF, tr|A0A8P0NH92|A0A8P0NH92_CANLF
OG0005141	sp|Q8IYT3|CC170_HUMAN	tr|A0A8I3RRV3|A0A8I3RRV3_CANLF, tr|A0A8P0T1F2|A0A8P0T1F2_CANLF
OG0005142	sp|Q96KN8|PLAT5_HUMAN	tr|A0A8I3RUY5|A0A8I3RUY5_CANLF, tr|A0A8P0NGR8|A0A8P0NGR8_CANLF
OG0005143	sp|Q9Y5Y2|NUBP2_HUMAN	tr|A0A8P0NMT9|A0A8P0NMT9_CANLF, tr|A0A8I3S0W9|A0A8I3S0W9_CANLF
OG0005144	sp|Q96A08|H2B1A_HUMAN	tr|A0A8I3PMH0|A0A8I3PMH0_CANLF, tr|A0A8I3S4J6|A0A8I3S4J6_CANLF
OG0005145	sp|Q9BVI4|NOC4L_HUMAN	tr|A0A8I3SB00|A0A8I3SB00_CANLF, tr|A0A8P0N8V7|A0A8P0N8V7_CANLF
OG0005146	sp|Q96EQ8|RN125_HUMAN	tr|A0A8P0PNM3|A0A8P0PNM3_CANLF, tr|A0A8I3N8R2|A0A8I3N8R2_CANLF
OG0005147	sp|Q6QHF9|PAOX_HUMAN	tr|A0A8I3Q0T0|A0A8I3Q0T0_CANLF, tr|A0A8P0TM10|A0A8P0TM10_CANLF
OG0005148	tr|A0A2U3TZM8|A0A2U3TZM8_HUMAN	tr|A0A8I3MIU6|A0A8I3MIU6_CANLF, tr|A0A8P0T0U7|A0A8P0T0U7_CANLF
OG0005149	sp|Q9NRD1|FBX6_HUMAN	tr|A0A8I3MLC5|A0A8I3MLC5_CANLF, tr|A0A8P0P7X1|A0A8P0P7X1_CANLF
OG0005150	sp|O75366|AVIL_HUMAN	tr|A0A8P0N3L2|A0A8P0N3L2_CANLF, tr|A0A8I3N4X3|A0A8I3N4X3_CANLF
OG0005151	sp|Q6ZUS5|CC121_HUMAN	tr|A0A8I3N681|A0A8I3N681_CANLF, tr|A0A8I3N3P9|A0A8I3N3P9_CANLF
OG0005152	sp|Q96KD3|GAR1B_HUMAN	tr|A0A8P0NZJ1|A0A8P0NZJ1_CANLF, tr|A0A8I3PKX2|A0A8I3PKX2_CANLF
OG0005153	sp|A6NFZ4|FA24A_HUMAN, sp|Q8N5W8|FA24B_HUMAN	tr|A0A8I3PLS3|A0A8I3PLS3_CANLF
OG0005154	sp|P04844|RPN2_HUMAN	sp|F1PCT7|RPN2_CANLF, tr|A0A8I3PVE6|A0A8I3PVE6_CANLF
OG0005155	sp|Q5JYT7|K1755_HUMAN	tr|A0A8I3Q078|A0A8I3Q078_CANLF, tr|A0A8P0NB05|A0A8P0NB05_CANLF
OG0005156	sp|O75443|TECTA_HUMAN	tr|A0A8P0SGU2|A0A8P0SGU2_CANLF, tr|A0A8I3RXK7|A0A8I3RXK7_CANLF
OG0005157	sp|P09917|LOX5_HUMAN	tr|A0A8P0TP16|A0A8P0TP16_CANLF, tr|A0A8I3SA30|A0A8I3SA30_CANLF
OG0005158	sp|Q9BXJ5|C1QT2_HUMAN	tr|A0A8I3MY02|A0A8I3MY02_CANLF, tr|A0A8P0NS65|A0A8P0NS65_CANLF
OG0005159	sp|Q7Z2V1|TNT_HUMAN	tr|A0A8P0NSN5|A0A8P0NSN5_CANLF, tr|A0A8I3MXB6|A0A8I3MXB6_CANLF
OG0005160	sp|Q7Z6B0|CCD91_HUMAN	tr|A0A8I3PQ89|A0A8I3PQ89_CANLF, tr|A0A8P0T343|A0A8P0T343_CANLF
OG0005161	sp|P01584|IL1B_HUMAN	sp|Q28292|IL1B_CANLF, tr|A0A8I3NVB6|A0A8I3NVB6_CANLF
OG0005162	sp|Q8IYN2|TCAL8_HUMAN	tr|A0A8I3NXP3|A0A8I3NXP3_CANLF, tr|A0A8I3PMG4|A0A8I3PMG4_CANLF
OG0005163	sp|Q6UX46|ALKL2_HUMAN	tr|A0A8P0PG31|A0A8P0PG31_CANLF, tr|A0A8I3NYE8|A0A8I3NYE8_CANLF
OG0005164	sp|Q8IVT5|KSR1_HUMAN	tr|A0A8I3P2I8|A0A8I3P2I8_CANLF, tr|A0A8P0SMP8|A0A8P0SMP8_CANLF
OG0005165	sp|Q8TDH9|BL1S5_HUMAN	tr|A0A8P0NQ24|A0A8P0NQ24_CANLF, tr|A0A8I3P585|A0A8I3P585_CANLF
OG0005166	sp|P55795|HNRH2_HUMAN, sp|P31943|HNRH1_HUMAN	tr|A0A8I3P7A3|A0A8I3P7A3_CANLF
OG0005167	tr|A0A1W2PR95|A0A1W2PR95_HUMAN, sp|P78318|IGBP1_HUMAN	tr|A0A8I3Q5V0|A0A8I3Q5V0_CANLF
OG0005168	sp|Q53S33|BOLA3_HUMAN	tr|A0A8I3RYV1|A0A8I3RYV1_CANLF, tr|A0A8I3PPD6|A0A8I3PPD6_CANLF
OG0005169	sp|Q96BD0|SO4A1_HUMAN	tr|A0A8I3NY20|A0A8I3NY20_CANLF, tr|A0A8P0NEE7|A0A8P0NEE7_CANLF
OG0005170	sp|Q99704|DOK1_HUMAN	tr|A0A8P0NTU4|A0A8P0NTU4_CANLF, tr|A0A8I3P1P0|A0A8I3P1P0_CANLF
OG0005171	sp|Q4VC44|FWCH1_HUMAN	tr|A0A8I3MV63|A0A8I3MV63_CANLF, tr|A0A8P0P4N1|A0A8P0P4N1_CANLF
OG0005172	sp|Q6UXH8|CCBE1_HUMAN	tr|A0A8P0N3C4|A0A8P0N3C4_CANLF, tr|A0A8I3MHR6|A0A8I3MHR6_CANLF
OG0005173	sp|Q96ET8|TV23C_HUMAN, sp|Q9NYZ1|TV23B_HUMAN	tr|A0A8I3MSY2|A0A8I3MSY2_CANLF
OG0005174	sp|Q8TD06|AGR3_HUMAN, sp|O95994|AGR2_HUMAN	tr|A0A8I3N0R3|A0A8I3N0R3_CANLF
OG0005176	sp|Q8NG08|HELB_HUMAN	tr|A0A8I3NCM6|A0A8I3NCM6_CANLF, tr|A0A8P0SPQ5|A0A8P0SPQ5_CANLF
OG0005177	sp|Q9P031|TAP26_HUMAN	tr|A0A8I3NCW6|A0A8I3NCW6_CANLF, tr|A0A8P0SQ22|A0A8P0SQ22_CANLF
OG0005178	sp|Q9H1M0|N62CL_HUMAN	tr|A0A8P0SMB3|A0A8P0SMB3_CANLF, tr|A0A8I3NXZ6|A0A8I3NXZ6_CANLF
OG0005179	sp|Q9NWM8|FKB14_HUMAN, sp|Q9Y680|FKBP7_HUMAN	tr|A0A8I3PGC4|A0A8I3PGC4_CANLF
OG0005180	sp|P32249|GP183_HUMAN	tr|A0A8P0SBD6|A0A8P0SBD6_CANLF, tr|A0A8I3PIK0|A0A8I3PIK0_CANLF
OG0005181	sp|P35218|CAH5A_HUMAN	tr|A0A8P0NLC4|A0A8P0NLC4_CANLF, tr|A0A8I3MVU1|A0A8I3MVU1_CANLF
OG0005182	sp|Q9NVX2|NLE1_HUMAN	tr|A0A8I3N455|A0A8I3N455_CANLF, tr|A0A8P0SR65|A0A8P0SR65_CANLF
OG0005183	sp|Q9BXL5|HEMGN_HUMAN	tr|A0A8I3N0U0|A0A8I3N0U0_CANLF, tr|A0A8P0SRF9|A0A8P0SRF9_CANLF
OG0005184	sp|Q6ZVX7|FBX50_HUMAN	tr|A0A8P0SB55|A0A8P0SB55_CANLF, tr|A0A8I3MTC5|A0A8I3MTC5_CANLF
OG0005185	sp|P52943|CRIP2_HUMAN, sp|Q6Q6R5|CRIP3_HUMAN	tr|A0A8I3N746|A0A8I3N746_CANLF
OG0005186	sp|Q9BXB1|LGR4_HUMAN	tr|A0A8P0SF16|A0A8P0SF16_CANLF, tr|A0A8I3P4X7|A0A8I3P4X7_CANLF
OG0005188	sp|P82932|RT06_HUMAN	tr|A0A8P0NQQ8|A0A8P0NQQ8_CANLF, tr|A0A8I3PY96|A0A8I3PY96_CANLF
OG0005189	sp|Q9UMX0|UBQL1_HUMAN, sp|Q9UHD9|UBQL2_HUMAN	tr|A0A8I3RUK1|A0A8I3RUK1_CANLF
OG0005190	sp|Q8NGJ5|O51L1_HUMAN, sp|Q8NGK1|O51G1_HUMAN	tr|A0A8I3S3V5|A0A8I3S3V5_CANLF
OG0005191	sp|Q9NXC2|GFOD1_HUMAN	tr|A0A8P0NBX5|A0A8P0NBX5_CANLF, tr|A0A8I3PA54|A0A8I3PA54_CANLF
OG0005192	sp|Q9NPA2|MMP25_HUMAN	tr|A0A8P0SN54|A0A8P0SN54_CANLF, tr|A0A8I3MN73|A0A8I3MN73_CANLF
OG0005193	sp|A0A087WSZ9|TVA30_HUMAN, sp|A0A0B4J273|TVA34_HUMAN	tr|A0A8I3ME37|A0A8I3ME37_CANLF
OG0005194	sp|Q14696|MESD_HUMAN	tr|A0A8P0T8Y2|A0A8P0T8Y2_CANLF, tr|A0A8I3MVE4|A0A8I3MVE4_CANLF
OG0005195	sp|Q9BQS8|FYCO1_HUMAN	tr|A0A8P0TJR4|A0A8P0TJR4_CANLF, tr|A0A8I3NBX8|A0A8I3NBX8_CANLF
OG0005196	sp|P28067|DMA_HUMAN	tr|Q5TJG8|Q5TJG8_CANLF, tr|A0A8I3PC10|A0A8I3PC10_CANLF
OG0005197	sp|Q5TH69|BIG3_HUMAN	tr|A0A8I3RTL8|A0A8I3RTL8_CANLF, tr|A0A8P0SWE7|A0A8P0SWE7_CANLF
OG0005198	sp|Q8NFP0|PXT1_HUMAN	tr|A0A8I3S643|A0A8I3S643_CANLF, tr|A0A8P0TV39|A0A8P0TV39_CANLF
OG0005199	sp|O43598|DNPH1_HUMAN	tr|A0A8I3N9K3|A0A8I3N9K3_CANLF, tr|A0A8P0N4Z6|A0A8P0N4Z6_CANLF
OG0005200	sp|P04843|RPN1_HUMAN	tr|A0A8P0N6Y1|A0A8P0N6Y1_CANLF, sp|E2RQ08|RPN1_CANLF
OG0005201	sp|Q14249|NUCG_HUMAN	tr|A0A8I3PSG8|A0A8I3PSG8_CANLF, tr|A0A8P0NKX5|A0A8P0NKX5_CANLF
OG0005202	sp|P51828|ADCY7_HUMAN	tr|A0A8P0SES9|A0A8P0SES9_CANLF, tr|A0A8I3MLY4|A0A8I3MLY4_CANLF
OG0005203	sp|Q6ZSG2|INSY2_HUMAN	tr|A0A8I3QEL3|A0A8I3QEL3_CANLF, tr|A0A8P0STV8|A0A8P0STV8_CANLF
OG0005204	sp|Q9HCE6|ARGAL_HUMAN	tr|A0A8I3MN70|A0A8I3MN70_CANLF, tr|A0A8P0T8R9|A0A8P0T8R9_CANLF
OG0005205	sp|Q9BZL4|PP12C_HUMAN	tr|A0A8P0TB11|A0A8P0TB11_CANLF, tr|A0A8I3ME99|A0A8I3ME99_CANLF
OG0005206	sp|P08240|SRPRA_HUMAN	sp|P06625|SRPRA_CANLF, tr|A0A8I3RWZ1|A0A8I3RWZ1_CANLF
OG0005207	sp|Q99527|GPER1_HUMAN	tr|A0A8P0PQ64|A0A8P0PQ64_CANLF, tr|A0A8I3N6A0|A0A8I3N6A0_CANLF
