Orthogroup	Homo_sapiens	Felis_catus
OG0005473	sp|Q8WVQ1|CANT1_HUMAN	tr|A0A2I2U679|A0A2I2U679_FELCA
OG0005474	sp|Q8NCN2|ZBT34_HUMAN	tr|A0A2I2U6I1|A0A2I2U6I1_FELCA
OG0005475	sp|Q9H813|PACC1_HUMAN	tr|A0A2I2U6I3|A0A2I2U6I3_FELCA
OG0005476	sp|Q13976|KGP1_HUMAN	tr|A0A2I2U9D6|A0A2I2U9D6_FELCA
OG0005477	sp|Q8N485|LIX1_HUMAN	tr|A0A2I2UCV9|A0A2I2UCV9_FELCA
OG0005478	sp|Q9C0C6|CIPC_HUMAN	tr|A0A2I2UGB0|A0A2I2UGB0_FELCA
OG0005479	sp|Q9BRU9|UTP23_HUMAN	tr|A0A2I2UIZ8|A0A2I2UIZ8_FELCA
OG0005480	sp|P82932|RT06_HUMAN	tr|A0A2I2UKY8|A0A2I2UKY8_FELCA
OG0005481	sp|P07741|APT_HUMAN	tr|A0A2I2UMH4|A0A2I2UMH4_FELCA
OG0005482	sp|Q5HYI8|RABL3_HUMAN	tr|A0A2I2V2B7|A0A2I2V2B7_FELCA
OG0005483	sp|Q99990|VGLL1_HUMAN	tr|A0A2I2V4K9|A0A2I2V4K9_FELCA
OG0005484	sp|Q9UI10|EI2BD_HUMAN	tr|A0A337S5G6|A0A337S5G6_FELCA
OG0005485	sp|P52798|EFNA4_HUMAN	tr|A0A337SBN3|A0A337SBN3_FELCA
OG0005486	sp|Q8N9V6|ANR53_HUMAN	tr|A0A337SCV7|A0A337SCV7_FELCA
OG0005487	sp|A6NCS6|CB072_HUMAN	tr|A0A337SG86|A0A337SG86_FELCA
OG0005488	sp|Q9UBQ0|VPS29_HUMAN	tr|A0A337SIK8|A0A337SIK8_FELCA
OG0005489	sp|Q2TAL6|VWC2_HUMAN	tr|A0A337SMU3|A0A337SMU3_FELCA
OG0005490	sp|Q8N7B6|PACRL_HUMAN	tr|A0A337SNN7|A0A337SNN7_FELCA
OG0005491	sp|P30622|CLIP1_HUMAN	tr|A0A337SVI7|A0A337SVI7_FELCA
OG0005492	sp|Q9BY89|K1671_HUMAN	tr|A0A5F5XFQ6|A0A5F5XFQ6_FELCA
OG0005493	sp|Q5W0A0|ERI6B_HUMAN	tr|A0A5F5XIE5|A0A5F5XIE5_FELCA
OG0005494	sp|Q02509|OC90_HUMAN	tr|A0A5F5XJV8|A0A5F5XJV8_FELCA
OG0005495	sp|Q4KMQ1|TPRN_HUMAN	tr|A0A5F5XL33|A0A5F5XL33_FELCA
OG0005496	sp|Q5T1H1|EYS_HUMAN	tr|A0A5F5XTD7|A0A5F5XTD7_FELCA
OG0005497	sp|Q8TCT7|SPP2B_HUMAN	tr|A0A5F5Y5S7|A0A5F5Y5S7_FELCA
OG0005498	sp|Q6ZNE9|RUFY4_HUMAN	tr|A0A5F5Y6W7|A0A5F5Y6W7_FELCA
OG0005499	sp|Q9P0G3|KLK14_HUMAN	tr|M3VU69|M3VU69_FELCA
OG0005500	sp|Q6P1J9|CDC73_HUMAN	tr|M3VUK6|M3VUK6_FELCA
OG0005501	sp|P78347|GTF2I_HUMAN	tr|M3VYU6|M3VYU6_FELCA
OG0005502	sp|O60928|KCJ13_HUMAN	tr|M3VZI7|M3VZI7_FELCA
OG0005503	sp|P35475|IDUA_HUMAN	tr|M3W2Q1|M3W2Q1_FELCA
OG0005504	sp|Q71F23|CENPU_HUMAN	tr|M3W3F1|M3W3F1_FELCA
OG0005505	sp|P54132|BLM_HUMAN	tr|M3W592|M3W592_FELCA
OG0005506	sp|Q5VWJ9|SNX30_HUMAN	tr|M3W6K4|M3W6K4_FELCA
OG0005507	sp|Q8N6M5|ALLC_HUMAN	tr|M3W7T7|M3W7T7_FELCA
OG0005508	sp|Q9UDV7|ZN282_HUMAN	tr|M3W7X0|M3W7X0_FELCA
OG0005509	sp|Q9NS87|KIF15_HUMAN	tr|M3W834|M3W834_FELCA
OG0005510	sp|Q5TID7|CC181_HUMAN	tr|M3W875|M3W875_FELCA
OG0005511	sp|Q8N398|VW5B2_HUMAN	tr|M3W8D7|M3W8D7_FELCA
OG0005512	sp|P59773|MNARL_HUMAN	tr|M3W9L2|M3W9L2_FELCA
OG0005513	sp|Q9NZQ7|PD1L1_HUMAN	tr|M3WAP8|M3WAP8_FELCA
OG0005514	sp|O43818|U3IP2_HUMAN	tr|M3WAW0|M3WAW0_FELCA
OG0005515	sp|Q7Z5W3|BN3D2_HUMAN	tr|M3WBG8|M3WBG8_FELCA
OG0005516	sp|Q99832|TCPH_HUMAN	tr|M3WJC5|M3WJC5_FELCA
OG0005517	sp|Q9H2W6|RM46_HUMAN	tr|M3WLP3|M3WLP3_FELCA
OG0005518	sp|Q92560|BAP1_HUMAN	tr|M3WN48|M3WN48_FELCA
OG0005519	sp|O95256|I18RA_HUMAN	tr|M3WNZ1|M3WNZ1_FELCA
OG0005520	sp|Q92539|LPIN2_HUMAN	tr|M3WQ22|M3WQ22_FELCA
OG0005521	sp|O14777|NDC80_HUMAN	tr|M3WR79|M3WR79_FELCA
OG0005522	sp|Q12946|FOXF1_HUMAN	tr|M3WST6|M3WST6_FELCA
OG0005523	sp|A6NEE1|PLHD1_HUMAN	tr|M3WUV3|M3WUV3_FELCA
OG0005524	sp|Q9H7C4|SYNCI_HUMAN	tr|M3WVW2|M3WVW2_FELCA
OG0005525	sp|Q8IYS0|ASTRC_HUMAN	tr|M3WWM4|M3WWM4_FELCA
OG0005526	sp|P51959|CCNG1_HUMAN	tr|M3WYN8|M3WYN8_FELCA
OG0005527	sp|Q96HY6|DDRGK_HUMAN	tr|M3X2B8|M3X2B8_FELCA
OG0005528	sp|P17405|ASM_HUMAN	tr|M3X374|M3X374_FELCA
OG0005529	sp|Q5SVZ6|ZMYM1_HUMAN	tr|M3X5F1|M3X5F1_FELCA
OG0005530	sp|Q8IZF6|AGRG4_HUMAN	tr|M3X7A4|M3X7A4_FELCA
OG0005531	sp|Q9BU64|CENPO_HUMAN	tr|M3X8I1|M3X8I1_FELCA
OG0005532	sp|Q8N4P6|LRC71_HUMAN	tr|M3XB15|M3XB15_FELCA
OG0005533	sp|Q99853|FOXB1_HUMAN	tr|M3XBW1|M3XBW1_FELCA
OG0005534	sp|Q96T37|RBM15_HUMAN	tr|M3XCA7|M3XCA7_FELCA
OG0005535	sp|P49771|FLT3L_HUMAN	tr|Q9MZU9|Q9MZU9_FELCA
OG0005536	sp|Q96JJ7|TMX3_HUMAN	tr|A0A2I2U7B8|A0A2I2U7B8_FELCA
OG0005537	sp|Q15800|MSMO1_HUMAN	tr|A0A2I2U8H9|A0A2I2U8H9_FELCA
OG0005538	sp|Q9BSN7|TM204_HUMAN	tr|A0A2I2UBR7|A0A2I2UBR7_FELCA
OG0005539	sp|Q8IUX1|T126B_HUMAN	tr|A0A2I2UF27|A0A2I2UF27_FELCA
OG0005540	sp|P01344|IGF2_HUMAN	tr|A0A2I2UMR3|A0A2I2UMR3_FELCA
OG0005541	sp|Q9Y2R9|RT07_HUMAN	tr|A0A2I2V1J0|A0A2I2V1J0_FELCA
OG0005542	sp|Q06190|P2R3A_HUMAN	tr|A0A2I2V3F1|A0A2I2V3F1_FELCA
OG0005543	sp|Q7Z6I6|RHG30_HUMAN	tr|A0A2I2V577|A0A2I2V577_FELCA
OG0005544	sp|Q96QS3|ARX_HUMAN	tr|A0A337RWL0|A0A337RWL0_FELCA
OG0005545	tr|A0A1B0GVB3|A0A1B0GVB3_HUMAN	tr|A0A337RYX4|A0A337RYX4_FELCA
OG0005546	sp|Q6UWJ8|C16L2_HUMAN	tr|A0A337S0G7|A0A337S0G7_FELCA
OG0005547	sp|P54284|CACB3_HUMAN	tr|A0A337S2W6|A0A337S2W6_FELCA
OG0005548	sp|O75360|PROP1_HUMAN	tr|A0A337S311|A0A337S311_FELCA
OG0005549	sp|O14986|PI51B_HUMAN	tr|A0A337S7U8|A0A337S7U8_FELCA
OG0005550	sp|A2RU54|HMX2_HUMAN	tr|A0A337SAK2|A0A337SAK2_FELCA
OG0005551	sp|Q86Z23|C1QL4_HUMAN	tr|A0A337SAQ2|A0A337SAQ2_FELCA
OG0005552	sp|H3BTG2|TEX46_HUMAN	tr|A0A337SDD6|A0A337SDD6_FELCA
OG0005553	sp|O75586|MED6_HUMAN	tr|A0A337SED3|A0A337SED3_FELCA
OG0005554	sp|Q5TF39|MFS4B_HUMAN	tr|A0A337SLE2|A0A337SLE2_FELCA
OG0005555	sp|Q8TE02|ELP5_HUMAN	tr|A0A337SPY4|A0A337SPY4_FELCA
OG0005556	sp|Q01449|MLRA_HUMAN	tr|A0A337SQK0|A0A337SQK0_FELCA
OG0005557	sp|A0A0K2S4Q6|CD3CH_HUMAN	tr|A0A337SR34|A0A337SR34_FELCA
OG0005558	sp|B9A014|F243A_HUMAN	tr|A0A337SR75|A0A337SR75_FELCA
OG0005559	sp|Q00LT1|PRCD_HUMAN	tr|A0A337SRC3|A0A337SRC3_FELCA
OG0005560	sp|Q9ULT0|TTC7A_HUMAN	tr|A0A337SVZ1|A0A337SVZ1_FELCA
OG0005561	sp|Q13330|MTA1_HUMAN	tr|A0A337SW87|A0A337SW87_FELCA
OG0005562	sp|E7EW31|PROB1_HUMAN	tr|A0A337SWH5|A0A337SWH5_FELCA
OG0005563	sp|O94903|PLPHP_HUMAN	tr|A0A5F5XPH2|A0A5F5XPH2_FELCA
OG0005564	sp|Q8WZ73|RFFL_HUMAN	tr|A0A5F5XX61|A0A5F5XX61_FELCA
OG0005565	sp|Q16600|ZN239_HUMAN	tr|A0A5F5XX87|A0A5F5XX87_FELCA
OG0005566	sp|Q5VT06|CE350_HUMAN	tr|A0A5F5XYF3|A0A5F5XYF3_FELCA
OG0005567	sp|Q8WXW3|PIBF1_HUMAN	tr|A0A5F5Y082|A0A5F5Y082_FELCA
OG0005568	sp|P11137|MTAP2_HUMAN	tr|A0A5F5Y135|A0A5F5Y135_FELCA
OG0005569	sp|O95273|CCDB1_HUMAN	tr|A0A5F5Y5Y0|A0A5F5Y5Y0_FELCA
OG0005570	sp|Q96F46|I17RA_HUMAN	tr|A0A5F5Y6X8|A0A5F5Y6X8_FELCA
OG0005571	sp|Q99684|GFI1_HUMAN	tr|A9CLW6|A9CLW6_FELCA
OG0005572	sp|Q5SQS7|SH24B_HUMAN	tr|M3VV99|M3VV99_FELCA
OG0005573	sp|Q9UM47|NOTC3_HUMAN	tr|M3VVM5|M3VVM5_FELCA
OG0005574	sp|Q8WUM0|NU133_HUMAN	tr|M3VVR1|M3VVR1_FELCA
OG0005575	sp|P47804|RGR_HUMAN	tr|M3VX16|M3VX16_FELCA
OG0005576	sp|Q9NSD4|ZN275_HUMAN	tr|M3W2L4|M3W2L4_FELCA
OG0005577	sp|Q502W7|CCD38_HUMAN	tr|M3W3Z9|M3W3Z9_FELCA
OG0005578	sp|Q8NE62|CHDH_HUMAN	tr|M3W4E5|M3W4E5_FELCA
OG0005579	sp|P08697|A2AP_HUMAN	tr|M3W5N0|M3W5N0_FELCA
OG0005580	sp|O60906|NSMA_HUMAN	tr|M3W5S2|M3W5S2_FELCA
OG0005581	sp|Q8TAL6|FIBIN_HUMAN	tr|M3W7G7|M3W7G7_FELCA
OG0005582	sp|Q9BV81|EMC6_HUMAN	tr|M3W8M7|M3W8M7_FELCA
OG0005583	sp|Q4G0X9|CCD40_HUMAN	tr|M3W980|M3W980_FELCA
OG0005584	sp|Q01740|FMO1_HUMAN	tr|M3W9L4|M3W9L4_FELCA
OG0005585	sp|Q96QZ7|MAGI1_HUMAN	tr|M3WB91|M3WB91_FELCA
OG0005586	sp|Q92674|CENPI_HUMAN	tr|M3WD54|M3WD54_FELCA
OG0005587	sp|Q8WTX7|CAST1_HUMAN	tr|M3WG12|M3WG12_FELCA
OG0005588	sp|A2RU30|TESP1_HUMAN	tr|M3WIK6|M3WIK6_FELCA
OG0005589	sp|Q96A11|G3ST3_HUMAN	tr|M3WIL0|M3WIL0_FELCA
OG0005590	sp|Q9UHI8|ATS1_HUMAN	tr|M3WIN4|M3WIN4_FELCA
OG0005591	sp|Q9NX18|SDHF2_HUMAN	tr|M3WJA4|M3WJA4_FELCA
OG0005592	sp|Q9UKP3|ITBP2_HUMAN	tr|M3WLD6|M3WLD6_FELCA
OG0005593	sp|Q15327|ANKR1_HUMAN	tr|M3WN63|M3WN63_FELCA
OG0005594	sp|Q9C086|IN80B_HUMAN	tr|M3WP53|M3WP53_FELCA
OG0005595	sp|Q8TDD1|DDX54_HUMAN	tr|M3WQ97|M3WQ97_FELCA
OG0005596	sp|Q96P68|OXGR1_HUMAN	tr|M3WXK9|M3WXK9_FELCA
OG0005597	sp|O00635|TRI38_HUMAN	tr|M3X1K0|M3X1K0_FELCA
OG0005598	sp|Q8IUC2|KRA81_HUMAN	tr|M3X2L2|M3X2L2_FELCA
OG0005599	sp|Q13424|SNTA1_HUMAN	tr|M3X3N6|M3X3N6_FELCA
OG0005600	sp|Q12884|SEPR_HUMAN	tr|M3X4T1|M3X4T1_FELCA
OG0005601	sp|Q9NZ09|UBAP1_HUMAN	tr|M3XAI0|M3XAI0_FELCA
OG0005602	sp|Q8NCQ7|PRCA1_HUMAN	tr|M3XFX8|M3XFX8_FELCA
OG0005603	sp|Q9ULV8|CBLC_HUMAN	tr|A0A2I2U115|A0A2I2U115_FELCA
OG0005605	sp|Q9UHC9|NPCL1_HUMAN	tr|A0A2I2U310|A0A2I2U310_FELCA
OG0005606	sp|P61952|GBG11_HUMAN	tr|A0A2I2U3C1|A0A2I2U3C1_FELCA
OG0005607	sp|Q9BY08|EBPL_HUMAN	tr|A0A2I2U9R3|A0A2I2U9R3_FELCA
OG0005608	sp|Q53H47|SETMR_HUMAN	tr|A0A2I2UEG1|A0A2I2UEG1_FELCA
OG0005609	sp|Q6UWL2|SUSD1_HUMAN	tr|A0A2I2UK90|A0A2I2UK90_FELCA
OG0005610	sp|P63167|DYL1_HUMAN	tr|A0A2I2UY49|A0A2I2UY49_FELCA
OG0005611	sp|A1A5C7|S22AN_HUMAN	tr|A0A337RX37|A0A337RX37_FELCA
OG0005612	sp|Q9ULT8|HECD1_HUMAN	tr|A0A337S0K9|A0A337S0K9_FELCA
OG0005613	sp|Q9UKQ2|ADA28_HUMAN	tr|A0A337S5J0|A0A337S5J0_FELCA
OG0005614	sp|Q9BZI1|IRX2_HUMAN	tr|A0A337S5L0|A0A337S5L0_FELCA
OG0005615	sp|Q9H7C9|AAMDC_HUMAN	tr|A0A337S7V6|A0A337S7V6_FELCA
OG0005616	sp|Q8N5V2|NGEF_HUMAN	tr|A0A337SCS8|A0A337SCS8_FELCA
OG0005617	sp|Q9UPE1|SRPK3_HUMAN	tr|A0A337SEB2|A0A337SEB2_FELCA
OG0005618	sp|P23280|CAH6_HUMAN	tr|A0A337SFR4|A0A337SFR4_FELCA
OG0005619	sp|A0A1B0GUA7|TEX51_HUMAN	tr|A0A337SRC4|A0A337SRC4_FELCA
OG0005620	sp|A6NHS7|MANS4_HUMAN	tr|A0A337STM0|A0A337STM0_FELCA
OG0005621	sp|Q15612|OR1Q1_HUMAN	tr|A0A5F5XD05|A0A5F5XD05_FELCA
OG0005622	sp|P14550|AK1A1_HUMAN	tr|A0A5F5XHI8|A0A5F5XHI8_FELCA
OG0005623	sp|Q9Y6E7|SIR4_HUMAN	tr|A0A5F5XLV4|A0A5F5XLV4_FELCA
OG0005624	sp|O43508|TNF12_HUMAN	tr|A0A5F5XMQ3|A0A5F5XMQ3_FELCA
OG0005625	sp|Q08828|ADCY1_HUMAN	tr|A0A5F5XNK3|A0A5F5XNK3_FELCA
OG0005626	sp|P20645|MPRD_HUMAN	tr|A0A5F5XP68|A0A5F5XP68_FELCA
OG0005627	sp|Q68G75|LEMD1_HUMAN	tr|A0A5F5XQE9|A0A5F5XQE9_FELCA
OG0005628	sp|P48067|SC6A9_HUMAN	tr|A0A5F5Y276|A0A5F5Y276_FELCA
OG0005629	sp|P42701|I12R1_HUMAN	tr|A0A5F5Y6J2|A0A5F5Y6J2_FELCA
OG0005630	sp|Q96LI9|CX058_HUMAN	tr|M3VTZ0|M3VTZ0_FELCA
OG0005631	sp|P10588|NR2F6_HUMAN	tr|M3VVT5|M3VVT5_FELCA
OG0005632	sp|Q6XE24|RBMS3_HUMAN	tr|M3VXY3|M3VXY3_FELCA
OG0005633	sp|Q9P209|CEP72_HUMAN	tr|M3VZE3|M3VZE3_FELCA
OG0005634	sp|Q15052|ARHG6_HUMAN	tr|M3W1P8|M3W1P8_FELCA
OG0005635	sp|Q12866|MERTK_HUMAN	tr|M3W8Y3|M3W8Y3_FELCA
OG0005636	sp|O15353|FOXN1_HUMAN	tr|M3W997|M3W997_FELCA
OG0005637	sp|Q14973|NTCP_HUMAN	tr|M3WAC0|M3WAC0_FELCA
OG0005638	sp|Q5T601|AGRF1_HUMAN	tr|M3WB70|M3WB70_FELCA
OG0005639	sp|Q9BWG4|SSBP4_HUMAN	tr|M3WC05|M3WC05_FELCA
OG0005640	sp|O75881|CP7B1_HUMAN	tr|M3WCV9|M3WCV9_FELCA
OG0005641	sp|Q9UMX2|OAZ3_HUMAN	tr|M3WEA1|M3WEA1_FELCA
OG0005642	sp|O15084|ANR28_HUMAN	tr|M3WEV6|M3WEV6_FELCA
OG0005643	sp|Q6ZVD8|PHLP2_HUMAN	tr|M3WFZ2|M3WFZ2_FELCA
OG0005644	sp|Q9UMR3|TBX20_HUMAN	tr|M3WI10|M3WI10_FELCA
OG0005645	sp|Q68CJ9|CR3L3_HUMAN	tr|M3WK50|M3WK50_FELCA
OG0005646	sp|Q71RH2|TLC3B_HUMAN	tr|M3WK74|M3WK74_FELCA
OG0005647	sp|Q6YN16|HSDL2_HUMAN	tr|M3WKK8|M3WKK8_FELCA
OG0005648	sp|Q8N302|AGGF1_HUMAN	tr|M3WNG5|M3WNG5_FELCA
OG0005649	sp|Q8IW40|CC103_HUMAN	tr|M3WPN2|M3WPN2_FELCA
OG0005650	sp|Q16821|PPR3A_HUMAN	tr|M3WQW6|M3WQW6_FELCA
OG0005651	sp|Q9H252|KCNH6_HUMAN	tr|M3WRT5|M3WRT5_FELCA
OG0005652	sp|Q5SXH7|PKHS1_HUMAN	tr|M3WY11|M3WY11_FELCA
OG0005653	sp|Q8WU58|F222B_HUMAN	tr|M3X294|M3X294_FELCA
OG0005654	sp|O00232|PSD12_HUMAN	tr|M3X366|M3X366_FELCA
OG0005655	sp|Q99678|GPR20_HUMAN	tr|M3X4M7|M3X4M7_FELCA
OG0005656	sp|Q96RF0|SNX18_HUMAN	tr|M3X4X1|M3X4X1_FELCA
OG0005657	sp|P31358|CD52_HUMAN	tr|M3X640|M3X640_FELCA
OG0005658	sp|P21246|PTN_HUMAN	tr|M3X750|M3X750_FELCA
OG0005659	sp|Q9Y5Z6|B3GT1_HUMAN	tr|M3X7S0|M3X7S0_FELCA
OG0005660	sp|Q9H2G4|TSYL2_HUMAN	tr|M3X9A8|M3X9A8_FELCA
OG0005661	sp|Q96SD1|DCR1C_HUMAN	tr|M3XCG3|M3XCG3_FELCA
OG0005662	sp|O43272|PROD_HUMAN	tr|M3XDZ0|M3XDZ0_FELCA
OG0005663	sp|Q9UJU3|ZN112_HUMAN	tr|M3XEK8|M3XEK8_FELCA
OG0005664	sp|O95405|ZFYV9_HUMAN	tr|M3XFS0|M3XFS0_FELCA
OG0005665	sp|O14815|CAN9_HUMAN	tr|A0A2I2U2B4|A0A2I2U2B4_FELCA
OG0005666	sp|Q02641|CACB1_HUMAN	tr|A0A2I2U3M6|A0A2I2U3M6_FELCA
OG0005667	sp|Q86T90|K1328_HUMAN	tr|A0A2I2U7B1|A0A2I2U7B1_FELCA
OG0005668	sp|Q9UPR3|SMG5_HUMAN	tr|A0A2I2U9F4|A0A2I2U9F4_FELCA
OG0005669	sp|Q9H633|RPP21_HUMAN	tr|A0A2I2UKH2|A0A2I2UKH2_FELCA
OG0005670	sp|Q96RK4|BBS4_HUMAN	tr|A0A2I2UKS6|A0A2I2UKS6_FELCA
OG0005671	sp|Q8IWS0|PHF6_HUMAN	tr|A0A2I2UL63|A0A2I2UL63_FELCA
OG0005672	sp|O75167|PHAR2_HUMAN	tr|A0A2I2UN81|A0A2I2UN81_FELCA
OG0005673	sp|Q6P499|NPAL3_HUMAN	tr|A0A2I2USI9|A0A2I2USI9_FELCA
OG0005674	sp|Q9HBI5|CC014_HUMAN	tr|A0A2I2USN7|A0A2I2USN7_FELCA
OG0005675	sp|Q12768|WASC5_HUMAN	tr|A0A337S1U3|A0A337S1U3_FELCA
OG0005676	sp|Q8NA77|TEX19_HUMAN	tr|A0A337S3M5|A0A337S3M5_FELCA
OG0005677	sp|Q6ZN18|AEBP2_HUMAN	tr|A0A337S4G9|A0A337S4G9_FELCA
OG0005678	sp|Q9Y225|RNF24_HUMAN	tr|A0A337S7X8|A0A337S7X8_FELCA
OG0005679	sp|Q86Y33|CD20B_HUMAN	tr|A0A337S8J6|A0A337S8J6_FELCA
OG0005680	sp|Q13094|LCP2_HUMAN	tr|A0A337SB67|A0A337SB67_FELCA
OG0005681	sp|Q96D71|REPS1_HUMAN	tr|A0A337SDF1|A0A337SDF1_FELCA
OG0005682	sp|P55083|MFAP4_HUMAN	tr|A0A337SHC5|A0A337SHC5_FELCA
OG0005683	sp|Q9HD23|MRS2_HUMAN	tr|A0A337SJX4|A0A337SJX4_FELCA
OG0005684	sp|Q53HI1|UNC50_HUMAN	tr|A0A337SQ93|A0A337SQ93_FELCA
OG0005685	sp|P19823|ITIH2_HUMAN	tr|A0A337SQW0|A0A337SQW0_FELCA
OG0005686	sp|P58294|PROK1_HUMAN	tr|A0A337STJ4|A0A337STJ4_FELCA
OG0005687	sp|Q92772|CDKL2_HUMAN	tr|A0A337SVR9|A0A337SVR9_FELCA
OG0005688	sp|Q14582|MAD4_HUMAN	tr|A0A337SXA0|A0A337SXA0_FELCA
OG0005689	sp|Q8ND56|LS14A_HUMAN	tr|A0A5F5XF62|A0A5F5XF62_FELCA
OG0005690	sp|Q96FJ0|STALP_HUMAN	tr|A0A5F5XHP4|A0A5F5XHP4_FELCA
OG0005691	sp|Q587J7|TDR12_HUMAN	tr|A0A5F5XJX0|A0A5F5XJX0_FELCA
OG0005692	sp|Q13495|MAMD1_HUMAN	tr|A0A5F5XKG4|A0A5F5XKG4_FELCA
OG0005693	sp|Q5D0E6|DALD3_HUMAN	tr|A0A5F5XL48|A0A5F5XL48_FELCA
OG0005694	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A5F5XLC1|A0A5F5XLC1_FELCA
OG0005695	sp|Q99640|PMYT1_HUMAN	tr|A0A5F5XMT9|A0A5F5XMT9_FELCA
OG0005696	sp|Q9Y2X3|NOP58_HUMAN	tr|A0A5F5XNM5|A0A5F5XNM5_FELCA
OG0005697	sp|Q9H8Y1|VRTN_HUMAN	tr|A0A5F5XSM4|A0A5F5XSM4_FELCA
OG0005698	sp|Q9NQ55|SSF1_HUMAN	tr|A0A5F5XU72|A0A5F5XU72_FELCA
OG0005699	sp|A0FGR8|ESYT2_HUMAN	tr|A0A5F5XVH8|A0A5F5XVH8_FELCA
OG0005700	sp|P17483|HXB4_HUMAN	tr|A0A5F5XZ88|A0A5F5XZ88_FELCA
OG0005701	sp|Q9C0D0|PHAR1_HUMAN	tr|A0A5F5Y005|A0A5F5Y005_FELCA
OG0005702	sp|Q9UK00|CC018_HUMAN	tr|A0A5F5Y514|A0A5F5Y514_FELCA
OG0005703	sp|O43447|PPIH_HUMAN	tr|G3XEW8|G3XEW8_FELCA
OG0005704	sp|Q92730|RND1_HUMAN	tr|M3VU25|M3VU25_FELCA
OG0005705	sp|Q5T6S3|PHF19_HUMAN	tr|M3VV55|M3VV55_FELCA
OG0005706	sp|Q9BVL2|NUP58_HUMAN	tr|M3VWW6|M3VWW6_FELCA
OG0005707	sp|Q99456|K1C12_HUMAN	tr|M3VXR2|M3VXR2_FELCA
OG0005708	sp|Q8IWV7|UBR1_HUMAN	tr|M3VYG9|M3VYG9_FELCA
OG0005709	sp|Q9Y6K1|DNM3A_HUMAN	tr|M3W0R1|M3W0R1_FELCA
OG0005710	sp|P30874|SSR2_HUMAN	tr|M3W2Q8|M3W2Q8_FELCA
OG0005711	sp|Q9UHB9|SRP68_HUMAN	tr|M3W4N6|M3W4N6_FELCA
OG0005712	sp|Q53GS7|GLE1_HUMAN	tr|M3W4T5|M3W4T5_FELCA
OG0005713	sp|Q5T4D3|TMTC4_HUMAN	tr|M3W7C8|M3W7C8_FELCA
OG0005714	sp|Q96KX2|CAZA3_HUMAN	tr|M3W7D2|M3W7D2_FELCA
OG0005715	sp|Q5JST6|EFHC2_HUMAN	tr|M3W8B4|M3W8B4_FELCA
OG0005716	sp|Q96DZ9|CKLF5_HUMAN	tr|M3WAS6|M3WAS6_FELCA
OG0005717	sp|Q9H5H4|ZN768_HUMAN	tr|M3WC53|M3WC53_FELCA
OG0005718	sp|Q9UI17|M2GD_HUMAN	tr|M3WFY0|M3WFY0_FELCA
OG0005719	sp|P52630|STAT2_HUMAN	tr|M3WG72|M3WG72_FELCA
OG0005720	sp|Q15697|ZN174_HUMAN	tr|M3WGM4|M3WGM4_FELCA
OG0005721	sp|Q8IY92|SLX4_HUMAN	tr|M3WGM8|M3WGM8_FELCA
OG0005722	sp|Q8N0S6|CENPL_HUMAN	tr|M3WI40|M3WI40_FELCA
OG0005723	sp|Q8WXI3|ASB10_HUMAN	tr|M3WIE8|M3WIE8_FELCA
OG0005724	sp|Q9UII2|ATIF1_HUMAN	tr|M3WIS8|M3WIS8_FELCA
OG0005725	sp|O60427|FADS1_HUMAN	tr|M3WJB1|M3WJB1_FELCA
OG0005726	sp|P15085|CBPA1_HUMAN	tr|M3WKB7|M3WKB7_FELCA
OG0005727	sp|Q6QNK2|AGRD1_HUMAN	tr|M3WKI7|M3WKI7_FELCA
OG0005728	sp|Q6AZY7|SCAR3_HUMAN	tr|M3WKP3|M3WKP3_FELCA
OG0005729	sp|Q9P2T0|THEG_HUMAN	tr|M3WML7|M3WML7_FELCA
OG0005730	sp|Q3MIP1|IPIL2_HUMAN	tr|M3WQ74|M3WQ74_FELCA
OG0005731	sp|P13284|GILT_HUMAN	tr|M3WSA1|M3WSA1_FELCA
OG0005732	sp|Q8IZ57|NRSN1_HUMAN	tr|M3WVZ2|M3WVZ2_FELCA
OG0005733	sp|Q8WVC0|LEO1_HUMAN	tr|M3WY97|M3WY97_FELCA
OG0005734	sp|Q96LP2|FA81B_HUMAN	tr|M3WYE4|M3WYE4_FELCA
OG0005735	sp|P05198|IF2A_HUMAN	tr|M3WYU5|M3WYU5_FELCA
OG0005736	sp|Q96PS1|FACOS_HUMAN	tr|M3WZ37|M3WZ37_FELCA
OG0005737	sp|O60519|CRBL2_HUMAN	tr|M3X0E9|M3X0E9_FELCA
OG0005738	sp|Q13426|XRCC4_HUMAN	tr|M3X1I2|M3X1I2_FELCA
OG0005739	sp|Q9Y291|RT33_HUMAN	tr|M3X647|M3X647_FELCA
OG0005740	sp|Q9Y675|SNURF_HUMAN	tr|M3XBI7|M3XBI7_FELCA
OG0005741	sp|Q68D85|NR3L1_HUMAN	tr|M3XC75|M3XC75_FELCA
OG0005742	sp|Q9NYQ8|FAT2_HUMAN	tr|M3XCA4|M3XCA4_FELCA
OG0005743	sp|Q9NXR5|ANR10_HUMAN	tr|M3XED4|M3XED4_FELCA
OG0005744	sp|P23942|PRPH2_HUMAN	sp|P35906|PRPH2_FELCA
OG0005745	sp|Q5T3F8|CSCL2_HUMAN	tr|A0A2I2UAS1|A0A2I2UAS1_FELCA
