Orthogroup	Homo_sapiens	Pongo_abelii
OG0008476	sp|Q2TAM9|TUSC1_HUMAN	tr|A0A8I5TUX5|A0A8I5TUX5_PONAB
OG0008477	sp|Q495B1|AKD1A_HUMAN	tr|H2NNH6|H2NNH6_PONAB
OG0008478	sp|Q49MG5|MAP9_HUMAN	tr|K7EV48|K7EV48_PONAB
OG0008479	sp|Q4KMZ1|IQCC_HUMAN	tr|K7EV24|K7EV24_PONAB
OG0008480	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A6D2XD31|A0A6D2XD31_PONAB
OG0008481	sp|Q5VZ89|DEN4C_HUMAN	tr|A0A8I5UQW3|A0A8I5UQW3_PONAB
OG0008482	sp|Q68DA7|FMN1_HUMAN	tr|A0A2J8RIJ3|A0A2J8RIJ3_PONAB
OG0008483	sp|Q68DK2|ZFY26_HUMAN	tr|H2NLL1|H2NLL1_PONAB
OG0008484	sp|Q68G75|LEMD1_HUMAN	tr|A0A8I5T015|A0A8I5T015_PONAB
OG0008485	sp|Q69YU5|BWNIN_HUMAN	sp|Q5RDZ8|BWNIN_PONAB
OG0008486	sp|Q6MZP7|LIN54_HUMAN	sp|Q5RBN8|LIN54_PONAB
OG0008487	sp|Q6ZMM2|ATL5_HUMAN	tr|H2NWU5|H2NWU5_PONAB
OG0008488	sp|Q7Z3Z4|PIWL4_HUMAN	tr|H2NF00|H2NF00_PONAB
OG0008489	sp|Q8N6Y2|LRC17_HUMAN	tr|H2PN38|H2PN38_PONAB
OG0008490	sp|Q8N9Z2|CC71L_HUMAN	tr|H2PN58|H2PN58_PONAB
OG0008491	sp|Q8NEX5|WFDC9_HUMAN	tr|H2P233|H2P233_PONAB
OG0008492	sp|Q8NGZ6|OR6F1_HUMAN	tr|A0A6D2XE44|A0A6D2XE44_PONAB
OG0008493	sp|Q8TBE7|S35G2_HUMAN	tr|A0A6D2Y0R4|A0A6D2Y0R4_PONAB
OG0008494	sp|Q8WYQ4|CV015_HUMAN	tr|A0A8I5UAE2|A0A8I5UAE2_PONAB
OG0008495	sp|Q96BT3|CENPT_HUMAN	tr|A0A2J8VV06|A0A2J8VV06_PONAB
OG0008496	sp|Q96P70|IPO9_HUMAN	tr|K7ETY2|K7ETY2_PONAB
OG0008497	sp|Q96T75|DSCR8_HUMAN	tr|A0A2J8UAK9|A0A2J8UAK9_PONAB
OG0008498	sp|Q9BQS7|HEPH_HUMAN	tr|A0A8I5TMD9|A0A8I5TMD9_PONAB
OG0008499	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A8I5U0H8|A0A8I5U0H8_PONAB
OG0008500	sp|Q9H1E3|NUCKS_HUMAN	tr|A0A8I5TTK4|A0A8I5TTK4_PONAB
OG0008501	sp|Q9H244|P2Y12_HUMAN	tr|H2PBS1|H2PBS1_PONAB
OG0008502	sp|Q9H267|VP33B_HUMAN	tr|H2NP83|H2NP83_PONAB
OG0008503	sp|Q9H857|NT5D2_HUMAN	tr|H2PAJ3|H2PAJ3_PONAB
OG0008504	sp|Q9HAS0|NJMU_HUMAN	tr|A0A6D2W7B1|A0A6D2W7B1_PONAB
OG0008505	sp|Q9HBU1|BARX1_HUMAN	tr|A0A8I5TF93|A0A8I5TF93_PONAB
OG0008506	sp|Q9HCE3|ZN532_HUMAN	tr|A0A2J8W375|A0A2J8W375_PONAB
OG0008507	sp|Q9NSI2|SLX9_HUMAN	tr|A0A6D2WXH3|A0A6D2WXH3_PONAB
OG0008508	sp|Q9P015|RM15_HUMAN	tr|H2PQB3|H2PQB3_PONAB
OG0008509	sp|Q9UPC5|GPR34_HUMAN	tr|A0A6D2X5C7|A0A6D2X5C7_PONAB
OG0008510	sp|Q9Y2M0|FAN1_HUMAN	tr|H2NMN3|H2NMN3_PONAB
OG0008511	sp|Q9Y543|HES2_HUMAN	tr|A0A8I5TQ79|A0A8I5TQ79_PONAB
OG0008512	sp|Q9Y5R2|MMP24_HUMAN	tr|H2P1R2|H2P1R2_PONAB
OG0008513	sp|Q9Y6D0|SELK_HUMAN	tr|H2NYM5|H2NYM5_PONAB
OG0008514	sp|A1A4V9|CF119_HUMAN	tr|A0A8I5UF70|A0A8I5UF70_PONAB
OG0008515	sp|A6NCF5|KLH33_HUMAN	tr|H2NKH5|H2NKH5_PONAB
OG0008516	sp|O00220|TR10A_HUMAN	tr|A0A8I5T1C7|A0A8I5T1C7_PONAB
OG0008517	sp|O14678|ABCD4_HUMAN	tr|H2NLS2|H2NLS2_PONAB
OG0008518	sp|O14777|NDC80_HUMAN	tr|H2NVY6|H2NVY6_PONAB
OG0008519	sp|O43353|RIPK2_HUMAN	tr|H2PQR5|H2PQR5_PONAB
OG0008520	sp|O43520|AT8B1_HUMAN	tr|H2NWF0|H2NWF0_PONAB
OG0008521	sp|O60235|TM11D_HUMAN	tr|H2PDA6|H2PDA6_PONAB
OG0008522	sp|O60870|KIN17_HUMAN	tr|H2N9Q5|H2N9Q5_PONAB
OG0008523	sp|O95214|LERL1_HUMAN	sp|Q5RDE9|LERL1_PONAB
OG0008524	sp|O95429|BAG4_HUMAN	tr|H2PQ31|H2PQ31_PONAB
OG0008525	sp|O95500|CLD14_HUMAN	tr|A0A6D2XAZ0|A0A6D2XAZ0_PONAB
OG0008526	sp|P04062|GBA1_HUMAN	sp|Q5R8E3|GBA1_PONAB
OG0008527	sp|P0C0P6|NPS_HUMAN	tr|H2NBZ2|H2NBZ2_PONAB
OG0008528	sp|P17980|PRS6A_HUMAN	tr|A0A6D2WIG6|A0A6D2WIG6_PONAB
OG0008529	sp|P23352|KALM_HUMAN	tr|H2PUV7|H2PUV7_PONAB
OG0008530	sp|P26992|CNTFR_HUMAN	tr|A0A2J8T0N7|A0A2J8T0N7_PONAB
OG0008531	sp|P33151|CADH5_HUMAN	tr|H2NR35|H2NR35_PONAB
OG0008532	sp|P33993|MCM7_HUMAN	tr|H2PLL5|H2PLL5_PONAB
OG0008533	sp|P35548|MSX2_HUMAN	tr|H2PHF0|H2PHF0_PONAB
OG0008534	sp|P48745|CCN3_HUMAN	tr|H2PR31|H2PR31_PONAB
OG0008535	sp|P50406|5HT6R_HUMAN	tr|H2N8S6|H2N8S6_PONAB
OG0008536	sp|P55017|S12A3_HUMAN	tr|H2NQZ3|H2NQZ3_PONAB
OG0008537	sp|Q05397|FAK1_HUMAN	tr|A0A2J8SB24|A0A2J8SB24_PONAB
OG0008538	sp|Q0ZLH3|PJVK_HUMAN	tr|A0A2J8VRG9|A0A2J8VRG9_PONAB
OG0008539	sp|Q12908|NTCP2_HUMAN	tr|H2NK97|H2NK97_PONAB
OG0008540	sp|Q13126|MTAP_HUMAN	tr|A0A8I5YSR4|A0A8I5YSR4_PONAB
OG0008541	sp|Q14134|TRI29_HUMAN	tr|H2NFL3|H2NFL3_PONAB
OG0008542	sp|Q15431|SYCP1_HUMAN	tr|A0A6D2Y6X2|A0A6D2Y6X2_PONAB
OG0008544	sp|Q16850|CP51A_HUMAN	sp|Q5RE72|CP51A_PONAB
OG0008545	sp|Q504Q3|PAN2_HUMAN	tr|H2NHP7|H2NHP7_PONAB
OG0008546	sp|Q52LJ0|FA98B_HUMAN	tr|H2NMT0|H2NMT0_PONAB
OG0008547	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A2J8UNC1|A0A2J8UNC1_PONAB
OG0008548	sp|Q6DKK2|TTC19_HUMAN	tr|H2NSU6|H2NSU6_PONAB
OG0008549	sp|Q6P1Q0|LTMD1_HUMAN	tr|H2NHA8|H2NHA8_PONAB
OG0008550	sp|Q6UXA7|CF015_HUMAN	tr|H2PKZ3|H2PKZ3_PONAB
OG0008551	sp|Q6X4T0|CL054_HUMAN	tr|A0A2J8WD70|A0A2J8WD70_PONAB
OG0008552	sp|Q6ZNB7|ALKMO_HUMAN	tr|H2PMS5|H2PMS5_PONAB
OG0008553	sp|Q86UV5|UBP48_HUMAN	tr|H2N8P6|H2N8P6_PONAB
OG0008554	sp|Q86WV6|STING_HUMAN	tr|H2PGR0|H2PGR0_PONAB
OG0008555	sp|Q8IW00|VSTM4_HUMAN	tr|A0A8I5TRG4|A0A8I5TRG4_PONAB
OG0008556	sp|Q8IZV2|CKLF8_HUMAN	tr|H2PB95|H2PB95_PONAB
OG0008557	sp|Q8N2C7|UNC80_HUMAN	tr|A0A8I5TNK9|A0A8I5TNK9_PONAB
OG0008558	sp|Q8N9N2|ASCC1_HUMAN	tr|A0A2J8U5X2|A0A2J8U5X2_PONAB
OG0008559	sp|Q8TD31|CCHCR_HUMAN	tr|A0A8I5TYV0|A0A8I5TYV0_PONAB
OG0008560	sp|Q8WUH1|CHUR_HUMAN	sp|Q5R6Q5|CHUR_PONAB
OG0008561	sp|Q8WWH5|TRUB1_HUMAN	tr|H2NBP6|H2NBP6_PONAB
OG0008562	sp|Q92611|EDEM1_HUMAN	tr|H2PA68|H2PA68_PONAB
OG0008563	sp|Q96AQ6|PBIP1_HUMAN	tr|A0A8I5TJJ6|A0A8I5TJJ6_PONAB
OG0008564	sp|Q96B96|LDAF1_HUMAN	tr|A0A6D2XFP4|A0A6D2XFP4_PONAB
OG0008565	sp|Q96H12|MSD3_HUMAN	tr|A0A6D2WR43|A0A6D2WR43_PONAB
OG0008566	sp|Q96K75|ZN514_HUMAN	tr|A0A8I5TU26|A0A8I5TU26_PONAB
OG0008567	sp|Q96L58|B3GT6_HUMAN	tr|A0A8I5YQ83|A0A8I5YQ83_PONAB
OG0008568	sp|Q96MF7|NSE2_HUMAN	tr|A0A6D2XTV0|A0A6D2XTV0_PONAB
OG0008569	sp|Q96PC2|IP6K3_HUMAN	tr|A0A6D2WTS8|A0A6D2WTS8_PONAB
OG0008570	sp|Q9BQ16|TICN3_HUMAN	sp|Q5RD69|TICN3_PONAB
OG0008571	sp|Q9BRQ6|MIC25_HUMAN	tr|A0A8I5TI72|A0A8I5TI72_PONAB
OG0008572	sp|Q9BT30|ALKB7_HUMAN	tr|A0A8I5T507|A0A8I5T507_PONAB
OG0008573	sp|Q9BUK0|CHCH7_HUMAN	tr|H2PQC5|H2PQC5_PONAB
OG0008574	sp|Q9BUK6|MSTO1_HUMAN	tr|H2N5G3|H2N5G3_PONAB
OG0008575	sp|Q9H1D9|RPC6_HUMAN	tr|H2P144|H2P144_PONAB
OG0008576	sp|Q9H9R9|DBND1_HUMAN	tr|A0A8I5YM35|A0A8I5YM35_PONAB
OG0008577	sp|Q9NRM2|ZN277_HUMAN	tr|H2PN85|H2PN85_PONAB
OG0008578	sp|Q9NUP1|BL1S4_HUMAN	tr|H2PCU6|H2PCU6_PONAB
OG0008579	sp|Q9NWZ3|IRAK4_HUMAN	tr|A0A2J8WCL3|A0A2J8WCL3_PONAB
OG0008580	sp|Q9UEG4|ZN629_HUMAN	tr|A0A8I5UY16|A0A8I5UY16_PONAB
OG0008581	sp|Q9UJ70|NAGK_HUMAN	tr|A0A6D2WP97|A0A6D2WP97_PONAB
OG0008582	sp|Q9UK53|ING1_HUMAN	tr|A0A8I5TDY4|A0A8I5TDY4_PONAB
OG0008583	sp|Q9UK99|FBX3_HUMAN	tr|H2NDR2|H2NDR2_PONAB
OG0008584	sp|Q9Y2G7|ZFP30_HUMAN	tr|A0A8I5SZ91|A0A8I5SZ91_PONAB
OG0008585	sp|Q9Y3C8|UFC1_HUMAN	tr|H2N520|H2N520_PONAB
OG0008586	sp|A1L3X0|ELOV7_HUMAN	tr|A0A6D2XAR5|A0A6D2XAR5_PONAB
OG0008587	sp|A6NGG3|CI092_HUMAN	tr|H2PS44|H2PS44_PONAB
OG0008588	sp|C9JSJ3|MEIOS_HUMAN	tr|A0A8I5UIG9|A0A8I5UIG9_PONAB
OG0008589	sp|O00482|NR5A2_HUMAN	tr|H2N494|H2N494_PONAB
OG0008590	sp|O14921|RGS13_HUMAN	tr|A0A6D2XM72|A0A6D2XM72_PONAB
OG0008591	sp|O15033|AREL1_HUMAN	tr|A0A2J8T407|A0A2J8T407_PONAB
OG0008592	sp|O15119|TBX3_HUMAN	tr|H2NIS5|H2NIS5_PONAB
OG0008593	sp|O75074|LRP3_HUMAN	tr|H2NYC3|H2NYC3_PONAB
OG0008594	sp|P05067|A4_HUMAN	tr|H2P2T9|H2P2T9_PONAB
OG0008595	sp|P08887|IL6RA_HUMAN	tr|H2N5L0|H2N5L0_PONAB
OG0008596	sp|P15151|PVR_HUMAN	tr|H2NZ57|H2NZ57_PONAB
OG0008597	sp|P18428|LBP_HUMAN	tr|H2P1W4|H2P1W4_PONAB
OG0008598	sp|P20718|GRAH_HUMAN	tr|H2NKX8|H2NKX8_PONAB
OG0008599	sp|P21695|GPDA_HUMAN	sp|Q5RCE0|GPDA_PONAB
OG0008600	sp|P24522|GA45A_HUMAN	tr|H2N736|H2N736_PONAB
OG0008601	sp|P37268|FDFT_HUMAN	sp|Q5R6U3|FDFT_PONAB
OG0008602	sp|P78395|PRAME_HUMAN	tr|A0A2J8RZ57|A0A2J8RZ57_PONAB
OG0008603	sp|P84090|ERH_HUMAN	tr|H2NLM5|H2NLM5_PONAB
OG0008604	sp|Q00403|TF2B_HUMAN	sp|Q5R886|TF2B_PONAB
OG0008605	sp|Q04725|TLE2_HUMAN	tr|A0A8I5YV88|A0A8I5YV88_PONAB
OG0008606	sp|Q04771|ACVR1_HUMAN	tr|A0A6D2WS17|A0A6D2WS17_PONAB
OG0008607	sp|Q12872|SFSWA_HUMAN	tr|K7ET41|K7ET41_PONAB
OG0008608	sp|Q13201|MMRN1_HUMAN	tr|A0A2J8V5F0|A0A2J8V5F0_PONAB
OG0008609	sp|Q14003|KCNC3_HUMAN	tr|H2NZR4|H2NZR4_PONAB
OG0008610	sp|Q14686|NCOA6_HUMAN	tr|A0A2J8VIZ0|A0A2J8VIZ0_PONAB
OG0008611	sp|Q495C1|RN212_HUMAN	tr|H2PCN2|H2PCN2_PONAB
OG0008612	sp|Q49AJ0|F135B_HUMAN	tr|A0A8I5TKF5|A0A8I5TKF5_PONAB
OG0008613	sp|Q4LE39|ARI4B_HUMAN	tr|A0A8I5TJJ3|A0A8I5TJJ3_PONAB
OG0008614	sp|Q6ZVH7|ESPNL_HUMAN	tr|H2P926|H2P926_PONAB
OG0008615	sp|Q6ZW49|PAXI1_HUMAN	tr|A0A6D2VWY3|A0A6D2VWY3_PONAB
OG0008616	sp|Q70EK9|UBP51_HUMAN	tr|H2PVS9|H2PVS9_PONAB
OG0008617	sp|Q7RTU7|SCX_HUMAN	tr|H2PRG3|H2PRG3_PONAB
OG0008618	sp|Q7Z4L9|PPR42_HUMAN	tr|H2PQH8|H2PQH8_PONAB
OG0008619	sp|Q8IXA5|SACA3_HUMAN	tr|A0A8I5TXV5|A0A8I5TXV5_PONAB
OG0008620	sp|Q8N3P4|VPS8_HUMAN	tr|A0A8I5TAA3|A0A8I5TAA3_PONAB
OG0008621	sp|Q8N490|PNKD_HUMAN	tr|H2P8K2|H2P8K2_PONAB
OG0008622	sp|Q8N7R1|P1L12_HUMAN	tr|H2PM40|H2PM40_PONAB
OG0008623	sp|Q8NDW8|TT21A_HUMAN	tr|H2PB47|H2PB47_PONAB
OG0008624	sp|Q8TD20|GTR12_HUMAN	tr|H2PKD7|H2PKD7_PONAB
OG0008625	sp|Q8WY91|THAP4_HUMAN	tr|H2P971|H2P971_PONAB
OG0008626	sp|Q96A56|T53I1_HUMAN	tr|A0A8I5T627|A0A8I5T627_PONAB
OG0008627	sp|Q96AN5|TM143_HUMAN	tr|A0A8I5TBG4|A0A8I5TBG4_PONAB
OG0008628	sp|Q96DX5|ASB9_HUMAN	tr|A0A6D2Y763|A0A6D2Y763_PONAB
OG0008629	sp|Q96J94|PIWL1_HUMAN	tr|A0A8I5YMS0|A0A8I5YMS0_PONAB
OG0008630	sp|Q96K19|RN170_HUMAN	tr|A0A2J8TNI0|A0A2J8TNI0_PONAB
OG0008631	sp|Q96M69|LRGUK_HUMAN	tr|A0A8I5TSS8|A0A8I5TSS8_PONAB
OG0008632	sp|Q96NB1|CEP20_HUMAN	tr|A0A8I5YMQ5|A0A8I5YMQ5_PONAB
OG0008633	sp|Q96NG3|ODAD4_HUMAN	tr|H2NU19|H2NU19_PONAB
OG0008634	sp|Q99536|VAT1_HUMAN	tr|H2NTX7|H2NTX7_PONAB
OG0008635	sp|Q9BRJ2|RM45_HUMAN	tr|H2NVF3|H2NVF3_PONAB
OG0008636	sp|Q9BZE7|EVG1_HUMAN	tr|A0A6D2VZP4|A0A6D2VZP4_PONAB
OG0008637	sp|Q9H8Y8|GORS2_HUMAN	tr|H2P7T0|H2P7T0_PONAB
OG0008638	sp|Q9HAP2|MLXIP_HUMAN	tr|H2NIY9|H2NIY9_PONAB
OG0008639	sp|Q9HBH1|DEFM_HUMAN	tr|H2NRC3|H2NRC3_PONAB
OG0008640	sp|Q9HC77|CENPJ_HUMAN	tr|A0A8I5YVB5|A0A8I5YVB5_PONAB
OG0008641	sp|Q9NRX1|PNO1_HUMAN	tr|A0A2J8XC74|A0A2J8XC74_PONAB
OG0008642	sp|Q9NV70|EXOC1_HUMAN	tr|A0A8I5TRD7|A0A8I5TRD7_PONAB
OG0008643	sp|Q9NWN3|FBX34_HUMAN	tr|A0A2J8WL07|A0A2J8WL07_PONAB
OG0008644	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A8I5T103|A0A8I5T103_PONAB
OG0008645	sp|Q9UBW8|CSN7A_HUMAN	sp|Q5R762|CSN7A_PONAB
OG0008646	sp|Q9UHV9|PFD2_HUMAN	tr|H2N523|H2N523_PONAB
OG0008647	sp|Q9UHW5|GPN3_HUMAN	tr|A0A8I5TUB0|A0A8I5TUB0_PONAB
OG0008648	sp|Q9UKP4|ATS7_HUMAN	tr|K7EVJ8|K7EVJ8_PONAB
OG0008649	sp|Q9ULH7|MRTFB_HUMAN	tr|H2NQ71|H2NQ71_PONAB
OG0008650	sp|Q9Y222|DMTF1_HUMAN	tr|A0A2J8VLQ1|A0A2J8VLQ1_PONAB
OG0008651	sp|Q9Y241|HIG1A_HUMAN	sp|Q5NVQ1|HIG1A_PONAB
OG0008652	sp|Q9Y242|TCF19_HUMAN	tr|A0A6D2VTS4|A0A6D2VTS4_PONAB
OG0008653	sp|Q9Y314|NOSIP_HUMAN	tr|A0A8I5TLP3|A0A8I5TLP3_PONAB
OG0008654	sp|Q9Y5L0|TNPO3_HUMAN	tr|A0A2J8U4I4|A0A2J8U4I4_PONAB
OG0008655	sp|Q9Y5U9|IR3IP_HUMAN	tr|A0A6D2WMS7|A0A6D2WMS7_PONAB
OG0008656	sp|A0AVF1|IFT56_HUMAN	tr|A0A8I5YJY8|A0A8I5YJY8_PONAB
OG0008657	sp|A6NH57|ARL5C_HUMAN	tr|A0A8I5YJA2|A0A8I5YJA2_PONAB
OG0008658	sp|A8MTA8|F166B_HUMAN	tr|H2PRT6|H2PRT6_PONAB
OG0008659	sp|O15047|SET1A_HUMAN	tr|H2NQQ9|H2NQQ9_PONAB
OG0008660	sp|O15403|MOT7_HUMAN	tr|A0A6D2VYB7|A0A6D2VYB7_PONAB
OG0008661	sp|O15446|RPA34_HUMAN	tr|H2NZ83|H2NZ83_PONAB
OG0008662	sp|O75712|CXB3_HUMAN	tr|A0A2J8Y6Z0|A0A2J8Y6Z0_PONAB
OG0008663	sp|P02100|HBE_HUMAN	tr|A0A6D2W595|A0A6D2W595_PONAB
OG0008664	sp|P02788|TRFL_HUMAN	tr|H2PAY1|H2PAY1_PONAB
OG0008666	sp|P13498|CY24A_HUMAN	tr|A0A8I5SZG1|A0A8I5SZG1_PONAB
OG0008667	sp|P15884|ITF2_HUMAN	tr|A0A8I5TEX2|A0A8I5TEX2_PONAB
OG0008668	sp|P20073|ANXA7_HUMAN	tr|K7EVW3|K7EVW3_PONAB
OG0008669	sp|P24385|CCND1_HUMAN	sp|Q5R6J5|CCND1_PONAB
OG0008670	sp|P26572|MGAT1_HUMAN	tr|H2PHN0|H2PHN0_PONAB
OG0008671	sp|P30043|BLVRB_HUMAN	tr|K7EV41|K7EV41_PONAB
OG0008672	sp|P31391|SSR4_HUMAN	tr|H2P166|H2P166_PONAB
OG0008673	sp|P42357|HUTH_HUMAN	tr|H2NIB5|H2NIB5_PONAB
OG0008674	sp|P48146|NPBW2_HUMAN	tr|H2P2P4|H2P2P4_PONAB
OG0008675	sp|P60880|SNP25_HUMAN	sp|Q5NVG5|SNP25_PONAB
OG0008676	sp|P78332|RBM6_HUMAN	tr|H2PAQ0|H2PAQ0_PONAB
OG0008677	sp|P80365|DHI2_HUMAN	tr|A0A8I5TZU0|A0A8I5TZU0_PONAB
OG0008678	sp|Q03188|CENPC_HUMAN	tr|H2PDB1|H2PDB1_PONAB
OG0008679	sp|Q13336|UT1_HUMAN	tr|A0A2J8XFJ2|A0A2J8XFJ2_PONAB
OG0008680	sp|Q14146|URB2_HUMAN	tr|H2N3F5|H2N3F5_PONAB
OG0008681	sp|Q14209|E2F2_HUMAN	tr|H2N8M5|H2N8M5_PONAB
OG0008682	sp|Q15800|MSMO1_HUMAN	sp|Q5R574|MSMO1_PONAB
OG0008683	sp|Q16512|PKN1_HUMAN	tr|H2NXT2|H2NXT2_PONAB
OG0008684	sp|Q16819|MEP1A_HUMAN	tr|A0A8I5YUT5|A0A8I5YUT5_PONAB
OG0008685	sp|Q49AM3|TTC31_HUMAN	tr|H2P5R3|H2P5R3_PONAB
OG0008686	sp|Q58F21|BRDT_HUMAN	tr|H2N6S7|H2N6S7_PONAB
OG0008687	sp|Q5SV97|PERM1_HUMAN	tr|A0A8I5YUD0|A0A8I5YUD0_PONAB
OG0008688	sp|Q5T5D7|ZN684_HUMAN	tr|A0A8I5TJP1|A0A8I5TJP1_PONAB
OG0008689	sp|Q5TD97|FHL5_HUMAN	tr|A0A6D2XPL8|A0A6D2XPL8_PONAB
OG0008690	sp|Q68CP4|HGNAT_HUMAN	tr|H2PQ87|H2PQ87_PONAB
OG0008691	sp|Q6E213|AWAT2_HUMAN	tr|H2PVX0|H2PVX0_PONAB
OG0008692	sp|Q6P5W5|S39A4_HUMAN	tr|A0A8I5T764|A0A8I5T764_PONAB
OG0008693	sp|Q6PGQ7|BORA_HUMAN	tr|H2NK15|H2NK15_PONAB
OG0008694	sp|Q6QNK2|AGRD1_HUMAN	tr|A0A8I5U629|A0A8I5U629_PONAB
OG0008695	sp|Q6WBX8|RAD9B_HUMAN	tr|H2NIM8|H2NIM8_PONAB
OG0008696	sp|Q6ZRI8|RHG36_HUMAN	tr|H2PWS3|H2PWS3_PONAB
OG0008697	sp|Q71RS6|NCKX5_HUMAN	tr|H2NN56|H2NN56_PONAB
OG0008698	sp|Q7KZN9|COX15_HUMAN	tr|H2NB97|H2NB97_PONAB
OG0008699	sp|Q7Z7J7|LHPL4_HUMAN	tr|A0A8I5UD89|A0A8I5UD89_PONAB
OG0008700	sp|Q86X40|LRC28_HUMAN	tr|A0A8I5T3W5|A0A8I5T3W5_PONAB
OG0008701	sp|Q8IVS2|FABD_HUMAN	tr|A0A8I5UAV5|A0A8I5UAV5_PONAB
OG0008702	sp|Q8IW36|ZN695_HUMAN	tr|A0A8I5TNT3|A0A8I5TNT3_PONAB
OG0008703	sp|Q8IZF2|AGRF5_HUMAN	tr|A0A2J8Y516|A0A2J8Y516_PONAB
OG0008704	sp|Q8N118|CP4X1_HUMAN	tr|H2N7H7|H2N7H7_PONAB
OG0008705	sp|Q8NCY6|MSD4_HUMAN	tr|H2NF53|H2NF53_PONAB
OG0008706	sp|Q8NEY8|PPHLN_HUMAN	tr|A0A8I5THP1|A0A8I5THP1_PONAB
OG0008707	sp|Q8TC29|ENKUR_HUMAN	tr|H2NC48|H2NC48_PONAB
OG0008708	sp|Q8TDC0|MYOZ3_HUMAN	tr|A0A6D2X6X0|A0A6D2X6X0_PONAB
OG0008709	sp|Q92643|GPI8_HUMAN	sp|Q5R6L8|GPI8_PONAB
OG0008710	sp|Q969R2|OSBP2_HUMAN	tr|H2P428|H2P428_PONAB
OG0008711	sp|Q96G27|WBP1_HUMAN	tr|A0A8I5U5K1|A0A8I5U5K1_PONAB
OG0008712	sp|Q96KQ7|EHMT2_HUMAN	tr|H2PIL1|H2PIL1_PONAB
OG0008713	sp|Q96MG8|PCMD1_HUMAN	sp|Q5R7E5|PCMD1_PONAB
OG0008714	sp|Q96PE7|MCEE_HUMAN	tr|H2P5W2|H2P5W2_PONAB
OG0008715	sp|Q96RP8|KCNA7_HUMAN	tr|H2NZL4|H2NZL4_PONAB
OG0008716	sp|Q96SC8|DMTA2_HUMAN	tr|A0A2J8V8H1|A0A2J8V8H1_PONAB
OG0008717	sp|Q9H0A0|NAT10_HUMAN	tr|H2NDQ9|H2NDQ9_PONAB
OG0008718	sp|Q9H116|GZF1_HUMAN	tr|A0A2J8VDK5|A0A2J8VDK5_PONAB
OG0008719	sp|Q9H227|GBA3_HUMAN	sp|Q5RF65|GBA3_PONAB
OG0008720	sp|Q9NXS2|QPCTL_HUMAN	tr|H2NZ94|H2NZ94_PONAB
OG0008721	sp|Q9NYZ3|GTSE1_HUMAN	tr|H2P4S8|H2P4S8_PONAB
OG0008722	sp|Q9NZU5|LMCD1_HUMAN	tr|K7EV16|K7EV16_PONAB
OG0008723	sp|Q9P2F8|SI1L2_HUMAN	tr|A0A2J8UE25|A0A2J8UE25_PONAB
OG0008724	sp|Q9UKN8|TF3C4_HUMAN	tr|H2PTS4|H2PTS4_PONAB
OG0008725	sp|Q9Y2Y4|ZBT32_HUMAN	tr|A0A6D2XHV5|A0A6D2XHV5_PONAB
OG0008726	sp|Q9Y315|DEOC_HUMAN	tr|H2NGQ8|H2NGQ8_PONAB
OG0008727	sp|A0A5B6|TVB28_HUMAN	tr|H2PPC0|H2PPC0_PONAB
OG0008728	sp|A6NJY4|T238L_HUMAN	tr|H2NSR8|H2NSR8_PONAB
OG0008729	sp|A6NK58|LIPT2_HUMAN	tr|H2NEM9|H2NEM9_PONAB
OG0008730	sp|H0UI37|TSTD3_HUMAN	tr|A0A8I5THD0|A0A8I5THD0_PONAB
OG0008731	sp|O14610|GBGT2_HUMAN	tr|A0A8I5TZC4|A0A8I5TZC4_PONAB
OG0008732	sp|O43823|AKAP8_HUMAN	tr|H2NXW3|H2NXW3_PONAB
OG0008733	sp|O75762|TRPA1_HUMAN	tr|H2PQJ6|H2PQJ6_PONAB
OG0008734	sp|O95402|MED26_HUMAN	tr|A0A8I5TI27|A0A8I5TI27_PONAB
OG0008735	sp|P02778|CXL10_HUMAN	tr|H2PDN5|H2PDN5_PONAB
OG0008736	sp|P03971|MIS_HUMAN	tr|A0A8I5YUV0|A0A8I5YUV0_PONAB
OG0008737	sp|P15260|INGR1_HUMAN	tr|H2PKF5|H2PKF5_PONAB
OG0008738	sp|P16949|STMN1_HUMAN	tr|A0A8I5UQF5|A0A8I5UQF5_PONAB
OG0008739	sp|P17535|JUND_HUMAN	tr|A0A8I5THD4|A0A8I5THD4_PONAB
OG0008740	sp|P19387|RPB3_HUMAN	tr|A0A8I5TCA2|A0A8I5TCA2_PONAB
OG0008741	sp|P21583|SCF_HUMAN	tr|A0A8I5U4L9|A0A8I5U4L9_PONAB
OG0008742	sp|P30519|HMOX2_HUMAN	tr|H2NQ09|H2NQ09_PONAB
OG0008743	sp|P42768|WASP_HUMAN	tr|H2PVJ2|H2PVJ2_PONAB
OG0008744	sp|P43121|MUC18_HUMAN	tr|H2NFK6|H2NFK6_PONAB
OG0008745	sp|P56915|GSC_HUMAN	tr|H2NM59|H2NM59_PONAB
OG0008746	sp|P58743|S26A5_HUMAN	tr|A0A2J8VL27|A0A2J8VL27_PONAB
OG0008747	sp|P63302|SELW_HUMAN	sp|Q5NVB2|SELW_PONAB
