Orthogroup	Homo_sapiens	Enhydra_lutris_kenyoni
OG0005929	sp|Q9H2E6|SEM6A_HUMAN	tr|A0A2Y9KT78|A0A2Y9KT78_ENHLU
OG0005930	sp|Q8WXD9|CSKI1_HUMAN	tr|A0A2Y9KU28|A0A2Y9KU28_ENHLU
OG0005931	sp|Q6P2D8|XRRA1_HUMAN	tr|A0A2Y9KUY8|A0A2Y9KUY8_ENHLU
OG0005932	sp|Q15596|NCOA2_HUMAN	tr|A0A2Y9KWL7|A0A2Y9KWL7_ENHLU
OG0005933	sp|Q13561|DCTN2_HUMAN	tr|A0A2Y9KYA9|A0A2Y9KYA9_ENHLU
OG0005934	sp|Q9UH36|SRR1L_HUMAN	tr|A0A2Y9KZB8|A0A2Y9KZB8_ENHLU
OG0005935	sp|Q14746|COG2_HUMAN	tr|A0A2Y9L1Y6|A0A2Y9L1Y6_ENHLU
OG0005936	sp|Q8IWI9|MGAP_HUMAN	tr|A0A2Y9L324|A0A2Y9L324_ENHLU
OG0005937	sp|P55318|FOXA3_HUMAN	tr|A0A2Y9L3I7|A0A2Y9L3I7_ENHLU
OG0005938	sp|Q15653|IKBB_HUMAN	tr|A0A2Y9L4A0|A0A2Y9L4A0_ENHLU
OG0005939	sp|Q8N2W9|PIAS4_HUMAN	tr|A0A2Y9L5J0|A0A2Y9L5J0_ENHLU
OG0005940	sp|Q10586|DBP_HUMAN	tr|A0A2Y9L813|A0A2Y9L813_ENHLU
OG0005941	sp|Q9BWQ6|YIPF2_HUMAN	tr|A0A2Y9L8H6|A0A2Y9L8H6_ENHLU
OG0005942	sp|P24903|CP2F1_HUMAN	tr|A0A2Y9LBL9|A0A2Y9LBL9_ENHLU
OG0005943	sp|O14745|NHRF1_HUMAN	tr|A0A2Y9LBQ9|A0A2Y9LBQ9_ENHLU
OG0005944	sp|P51693|APLP1_HUMAN	tr|A0A2Y9LGM6|A0A2Y9LGM6_ENHLU
OG0005945	sp|P46779|RL28_HUMAN	tr|A0A2Y9IG82|A0A2Y9IG82_ENHLU
OG0005946	sp|P60983|GMFB_HUMAN	tr|A0A2Y9IGJ5|A0A2Y9IGJ5_ENHLU
OG0005947	sp|Q96AB3|ISOC2_HUMAN	tr|A0A2Y9IK14|A0A2Y9IK14_ENHLU
OG0005948	sp|Q9NW82|WDR70_HUMAN	tr|A0A2Y9IL04|A0A2Y9IL04_ENHLU
OG0005949	sp|Q12981|SEC20_HUMAN	tr|A0A2Y9IMZ1|A0A2Y9IMZ1_ENHLU
OG0005950	sp|Q9NZT2|OGFR_HUMAN	tr|A0A2Y9INT6|A0A2Y9INT6_ENHLU
OG0005951	sp|Q96A61|TRI52_HUMAN	tr|A0A2Y9INU4|A0A2Y9INU4_ENHLU
OG0005952	sp|Q15025|TNIP1_HUMAN	tr|A0A2Y9IS49|A0A2Y9IS49_ENHLU
OG0005953	sp|Q8N6D5|ANR29_HUMAN	tr|A0A2Y9ISF0|A0A2Y9ISF0_ENHLU
OG0005954	sp|Q9UKI3|VPRE3_HUMAN	tr|A0A2Y9ISJ0|A0A2Y9ISJ0_ENHLU
OG0005955	sp|Q9BR09|NEUL2_HUMAN	tr|A0A2Y9ISP0|A0A2Y9ISP0_ENHLU
OG0005956	sp|Q9P2X3|IMPCT_HUMAN	tr|A0A2Y9ISS9|A0A2Y9ISS9_ENHLU
OG0005957	sp|Q96IV6|FXDC2_HUMAN	tr|A0A2Y9ITD1|A0A2Y9ITD1_ENHLU
OG0005958	sp|Q96MV1|TLCD4_HUMAN	tr|A0A2Y9IV15|A0A2Y9IV15_ENHLU
OG0005959	sp|Q14318|FKBP8_HUMAN	tr|A0A2Y9IXU3|A0A2Y9IXU3_ENHLU
OG0005960	sp|Q8WU79|SMAP2_HUMAN	tr|A0A2Y9IY71|A0A2Y9IY71_ENHLU
OG0005961	sp|Q9NY27|PP4R2_HUMAN	tr|A0A2Y9J0K2|A0A2Y9J0K2_ENHLU
OG0005962	sp|Q8NEA4|FBX36_HUMAN	tr|A0A2Y9J159|A0A2Y9J159_ENHLU
OG0005963	sp|Q7L2E3|DHX30_HUMAN	tr|A0A2Y9J2Y0|A0A2Y9J2Y0_ENHLU
OG0005964	sp|Q8IW00|VSTM4_HUMAN	tr|A0A2Y9J429|A0A2Y9J429_ENHLU
OG0005965	sp|Q96M02|CJ090_HUMAN	tr|A0A2Y9J4G7|A0A2Y9J4G7_ENHLU
OG0005966	sp|Q49B96|COX19_HUMAN	tr|A0A2Y9J6J7|A0A2Y9J6J7_ENHLU
OG0005967	sp|Q8N4H5|TOM5_HUMAN	tr|A0A2Y9J6Q2|A0A2Y9J6Q2_ENHLU
OG0005968	sp|Q8NCN2|ZBT34_HUMAN	tr|A0A2Y9J8K7|A0A2Y9J8K7_ENHLU
OG0005969	sp|Q16790|CAH9_HUMAN	tr|A0A2Y9J8S9|A0A2Y9J8S9_ENHLU
OG0005970	sp|Q86UR1|NOXA1_HUMAN	tr|A0A2Y9J961|A0A2Y9J961_ENHLU
OG0005971	sp|Q8NA23|WDR31_HUMAN	tr|A0A2Y9J9C0|A0A2Y9J9C0_ENHLU
OG0005972	sp|A1XBS5|CBAR1_HUMAN	tr|A0A2Y9JB47|A0A2Y9JB47_ENHLU
OG0005973	sp|Q9NX95|SYBU_HUMAN	tr|A0A2Y9JBJ0|A0A2Y9JBJ0_ENHLU
OG0005974	sp|Q50LG9|LRC24_HUMAN	tr|A0A2Y9JC93|A0A2Y9JC93_ENHLU
OG0005975	sp|Q7Z6K4|NRARP_HUMAN	tr|A0A2Y9JD21|A0A2Y9JD21_ENHLU
OG0005976	sp|Q86U10|LPP60_HUMAN	tr|A0A2Y9JIU6|A0A2Y9JIU6_ENHLU
OG0005977	sp|Q12849|GRSF1_HUMAN	tr|A0A2Y9JKJ4|A0A2Y9JKJ4_ENHLU
OG0005978	sp|Q9BUL8|PDC10_HUMAN	tr|A0A2Y9JKY7|A0A2Y9JKY7_ENHLU
OG0005979	sp|Q9NWM8|FKB14_HUMAN	tr|A0A2Y9JM46|A0A2Y9JM46_ENHLU
OG0005980	sp|P28838|AMPL_HUMAN	tr|A0A2Y9JPN3|A0A2Y9JPN3_ENHLU
OG0005981	sp|Q8N4C9|CQ078_HUMAN	tr|A0A2Y9JUJ5|A0A2Y9JUJ5_ENHLU
OG0005982	sp|P80098|CCL7_HUMAN	tr|A0A2Y9JWS9|A0A2Y9JWS9_ENHLU
OG0005983	sp|Q99470|SDF2_HUMAN	tr|A0A2Y9JX52|A0A2Y9JX52_ENHLU
OG0005984	sp|O15409|FOXP2_HUMAN	tr|A0A2Y9JXJ4|A0A2Y9JXJ4_ENHLU
OG0005985	sp|O43781|DYRK3_HUMAN	tr|A0A2Y9JYS1|A0A2Y9JYS1_ENHLU
OG0005986	sp|Q8IUI8|CRLF3_HUMAN	tr|A0A2Y9JYY2|A0A2Y9JYY2_ENHLU
OG0005987	sp|Q6DKJ4|NXN_HUMAN	tr|A0A2Y9K003|A0A2Y9K003_ENHLU
OG0005988	sp|Q9UBU8|MO4L1_HUMAN	tr|A0A2Y9K0Q3|A0A2Y9K0Q3_ENHLU
OG0005989	sp|Q6ZW13|CP086_HUMAN	tr|A0A2Y9K1V2|A0A2Y9K1V2_ENHLU
OG0005990	sp|Q9Y3B9|RRP15_HUMAN	tr|A0A2Y9K483|A0A2Y9K483_ENHLU
OG0005991	sp|Q13886|KLF9_HUMAN	tr|A0A2Y9K5U7|A0A2Y9K5U7_ENHLU
OG0005992	sp|Q7Z4T8|GLTL5_HUMAN	tr|A0A2Y9K7F4|A0A2Y9K7F4_ENHLU
OG0005993	sp|Q8IZL2|MAML2_HUMAN	tr|A0A2Y9KDN9|A0A2Y9KDN9_ENHLU
OG0005994	sp|O76080|ZFAN5_HUMAN	tr|A0A2Y9KFY6|A0A2Y9KFY6_ENHLU
OG0005995	sp|Q6ZN30|BNC2_HUMAN	tr|A0A2Y9KHK9|A0A2Y9KHK9_ENHLU
OG0005996	sp|P29371|NK3R_HUMAN	tr|A0A2Y9KJ14|A0A2Y9KJ14_ENHLU
OG0005997	sp|O43583|DENR_HUMAN	tr|A0A2Y9KJA6|A0A2Y9KJA6_ENHLU
OG0005998	sp|P05423|RPC4_HUMAN	tr|A0A2Y9KLM7|A0A2Y9KLM7_ENHLU
OG0005999	sp|Q9UKX7|NUP50_HUMAN	tr|A0A2Y9KMC8|A0A2Y9KMC8_ENHLU
OG0006000	sp|Q8NDX6|ZN740_HUMAN	tr|A0A2Y9KN59|A0A2Y9KN59_ENHLU
OG0006001	sp|Q9P032|NDUF4_HUMAN	tr|A0A2Y9KQC0|A0A2Y9KQC0_ENHLU
OG0006002	sp|O43683|BUB1_HUMAN	tr|A0A2Y9KRD2|A0A2Y9KRD2_ENHLU
OG0006003	sp|O60462|NRP2_HUMAN	tr|A0A2Y9KSS5|A0A2Y9KSS5_ENHLU
OG0006004	sp|O15357|SHIP2_HUMAN	tr|A0A2Y9KU54|A0A2Y9KU54_ENHLU
OG0006005	sp|Q13323|BIK_HUMAN	tr|A0A2Y9KUM1|A0A2Y9KUM1_ENHLU
OG0006006	sp|Q8N5U0|CK042_HUMAN	tr|A0A2Y9KWG6|A0A2Y9KWG6_ENHLU
OG0006007	sp|Q6TDU7|DNAI7_HUMAN	tr|A0A2Y9KXD9|A0A2Y9KXD9_ENHLU
OG0006008	sp|Q6P1R4|DUS1L_HUMAN	tr|A0A2Y9KXZ4|A0A2Y9KXZ4_ENHLU
OG0006009	sp|Q8N3H0|TAFA2_HUMAN	tr|A0A2Y9KYV7|A0A2Y9KYV7_ENHLU
OG0006010	sp|Q6IPR1|ETFR1_HUMAN	tr|A0A2Y9KZ90|A0A2Y9KZ90_ENHLU
OG0006011	sp|Q8IYF3|TEX11_HUMAN	tr|A0A2Y9L1G9|A0A2Y9L1G9_ENHLU
OG0006012	sp|Q96M96|FGD4_HUMAN	tr|A0A2Y9L419|A0A2Y9L419_ENHLU
OG0006013	sp|O95476|CNEP1_HUMAN	tr|A0A2Y9L4M0|A0A2Y9L4M0_ENHLU
OG0006014	sp|Q9P1Y5|CAMP3_HUMAN	tr|A0A2Y9L543|A0A2Y9L543_ENHLU
OG0006015	sp|P35222|CTNB1_HUMAN	tr|A0A2Y9L6J3|A0A2Y9L6J3_ENHLU
OG0006016	sp|Q69YU3|AN34A_HUMAN	tr|A0A2Y9L701|A0A2Y9L701_ENHLU
OG0006017	sp|P27695|APEX1_HUMAN	tr|A0A2Y9L8C2|A0A2Y9L8C2_ENHLU
OG0006018	sp|Q8N143|BCL6B_HUMAN	tr|A0A2Y9LA78|A0A2Y9LA78_ENHLU
OG0006019	sp|P14649|MYL6B_HUMAN	tr|A0A2Y9LBK1|A0A2Y9LBK1_ENHLU
OG0006020	sp|O60312|AT10A_HUMAN	tr|A0A2Y9LJ31|A0A2Y9LJ31_ENHLU
OG0006021	sp|Q969M1|TM40L_HUMAN	tr|A0A2Y9ID10|A0A2Y9ID10_ENHLU
OG0006022	sp|Q8NAA5|LR75A_HUMAN	tr|A0A2Y9IGI6|A0A2Y9IGI6_ENHLU
OG0006023	sp|Q9BZL4|PP12C_HUMAN	tr|A0A2Y9IHK5|A0A2Y9IHK5_ENHLU
OG0006024	sp|Q15738|NSDHL_HUMAN	tr|A0A2Y9IIQ8|A0A2Y9IIQ8_ENHLU
OG0006025	sp|P09619|PGFRB_HUMAN	tr|A0A2Y9IJC4|A0A2Y9IJC4_ENHLU
OG0006026	sp|Q14686|NCOA6_HUMAN	tr|A0A2Y9ILH9|A0A2Y9ILH9_ENHLU
OG0006027	sp|Q01538|MYT1_HUMAN	tr|A0A2Y9INH3|A0A2Y9INH3_ENHLU
OG0006028	sp|Q96IT1|ZN496_HUMAN	tr|A0A2Y9IPG9|A0A2Y9IPG9_ENHLU
OG0006029	sp|P55060|XPO2_HUMAN	tr|A0A2Y9IQF3|A0A2Y9IQF3_ENHLU
OG0006030	sp|Q8N1M1|BEST3_HUMAN	tr|A0A2Y9IR16|A0A2Y9IR16_ENHLU
OG0006031	sp|Q9H190|SDCB2_HUMAN	tr|A0A2Y9ISI2|A0A2Y9ISI2_ENHLU
OG0006032	sp|O15520|FGF10_HUMAN	tr|A0A2Y9IT68|A0A2Y9IT68_ENHLU
OG0006033	sp|P52952|NKX25_HUMAN	tr|A0A2Y9ITU2|A0A2Y9ITU2_ENHLU
OG0006034	sp|Q00987|MDM2_HUMAN	tr|A0A2Y9ITY4|A0A2Y9ITY4_ENHLU
OG0006035	sp|Q96F25|ALG14_HUMAN	tr|A0A2Y9IUH4|A0A2Y9IUH4_ENHLU
OG0006036	sp|Q8N0X2|SPG16_HUMAN	tr|A0A2Y9IW99|A0A2Y9IW99_ENHLU
OG0006037	sp|Q9Y5U4|INSI2_HUMAN	tr|A0A2Y9IWP7|A0A2Y9IWP7_ENHLU
OG0006038	sp|A8MYZ6|FOXO6_HUMAN	tr|A0A2Y9IWX5|A0A2Y9IWX5_ENHLU
OG0006039	sp|Q5QJE6|TDIF2_HUMAN	tr|A0A2Y9IX11|A0A2Y9IX11_ENHLU
OG0006040	sp|O75061|AUXI_HUMAN	tr|A0A2Y9IZ03|A0A2Y9IZ03_ENHLU
OG0006041	sp|Q9UNP9|PPIE_HUMAN	tr|A0A2Y9J057|A0A2Y9J057_ENHLU
OG0006042	sp|Q8IYJ3|SYTL1_HUMAN	tr|A0A2Y9J0F9|A0A2Y9J0F9_ENHLU
OG0006043	sp|O75528|TADA3_HUMAN	tr|A0A2Y9J0T3|A0A2Y9J0T3_ENHLU
OG0006044	sp|P30559|OXYR_HUMAN	tr|A0A2Y9J0W7|A0A2Y9J0W7_ENHLU
OG0006045	sp|Q96T53|MBOA4_HUMAN	tr|A0A2Y9J1D6|A0A2Y9J1D6_ENHLU
OG0006046	sp|Q86YB7|ECHD2_HUMAN	tr|A0A2Y9J284|A0A2Y9J284_ENHLU
OG0006047	sp|Q96QU1|PCD15_HUMAN	tr|A0A2Y9J304|A0A2Y9J304_ENHLU
OG0006048	sp|Q96LL4|CH048_HUMAN	tr|A0A2Y9J4R8|A0A2Y9J4R8_ENHLU
OG0006049	sp|Q17RB8|LONF1_HUMAN	tr|A0A2Y9J9L1|A0A2Y9J9L1_ENHLU
OG0006050	sp|Q92597|NDRG1_HUMAN	tr|A0A2Y9JC32|A0A2Y9JC32_ENHLU
OG0006051	sp|Q8N5H7|SH2D3_HUMAN	tr|A0A2Y9JCK1|A0A2Y9JCK1_ENHLU
OG0006052	sp|Q9UBI9|HDC_HUMAN	tr|A0A2Y9JEM9|A0A2Y9JEM9_ENHLU
OG0006053	sp|Q96JG6|VPS50_HUMAN	tr|A0A2Y9JER4|A0A2Y9JER4_ENHLU
OG0006054	sp|O94885|SASH1_HUMAN	tr|A0A2Y9JFD5|A0A2Y9JFD5_ENHLU
OG0006055	sp|P61160|ARP2_HUMAN	tr|A0A2Y9JHH9|A0A2Y9JHH9_ENHLU
OG0006056	sp|Q9HB58|SP110_HUMAN	tr|A0A2Y9JI78|A0A2Y9JI78_ENHLU
OG0006057	sp|Q9UNL2|SSRG_HUMAN	tr|A0A2Y9JKA7|A0A2Y9JKA7_ENHLU
OG0006058	sp|Q96JA4|M4A14_HUMAN	tr|A0A2Y9JQU9|A0A2Y9JQU9_ENHLU
OG0006059	sp|Q96NY9|MUS81_HUMAN	tr|A0A2Y9JRG5|A0A2Y9JRG5_ENHLU
OG0006060	sp|P00480|OTC_HUMAN	tr|A0A2Y9JSK2|A0A2Y9JSK2_ENHLU
OG0006061	sp|Q9H1B5|XYLT2_HUMAN	tr|A0A2Y9JVP3|A0A2Y9JVP3_ENHLU
OG0006062	sp|Q96GC9|VMP1_HUMAN	tr|A0A2Y9JX53|A0A2Y9JX53_ENHLU
OG0006063	sp|Q15678|PTN14_HUMAN	tr|A0A2Y9K2J7|A0A2Y9K2J7_ENHLU
OG0006064	sp|Q659A1|ICE2_HUMAN	tr|A0A2Y9K3L9|A0A2Y9K3L9_ENHLU
OG0006065	sp|Q13634|CAD18_HUMAN	tr|A0A2Y9K4E6|A0A2Y9K4E6_ENHLU
OG0006066	sp|P19838|NFKB1_HUMAN	tr|A0A2Y9K4H5|A0A2Y9K4H5_ENHLU
OG0006067	sp|Q5VTT2|CFA95_HUMAN	tr|A0A2Y9K5B2|A0A2Y9K5B2_ENHLU
OG0006068	sp|Q96HW7|INT4_HUMAN	tr|A0A2Y9K7W2|A0A2Y9K7W2_ENHLU
OG0006069	sp|Q86VV8|RTTN_HUMAN	tr|A0A2Y9K8N5|A0A2Y9K8N5_ENHLU
OG0006070	sp|Q9UI42|CBPA4_HUMAN	tr|A0A2Y9K946|A0A2Y9K946_ENHLU
OG0006071	sp|O75900|MMP23_HUMAN	tr|A0A2Y9K984|A0A2Y9K984_ENHLU
OG0006072	sp|Q5VZE5|NAA35_HUMAN	tr|A0A2Y9K9G2|A0A2Y9K9G2_ENHLU
OG0006073	sp|Q9BU20|CPLN2_HUMAN	tr|A0A2Y9KA26|A0A2Y9KA26_ENHLU
OG0006074	sp|Q96GR2|ACBG1_HUMAN	tr|A0A2Y9KBB7|A0A2Y9KBB7_ENHLU
OG0006075	sp|P14317|HCLS1_HUMAN	tr|A0A2Y9KBU5|A0A2Y9KBU5_ENHLU
OG0006076	sp|Q13564|ULA1_HUMAN	tr|A0A2Y9KCM7|A0A2Y9KCM7_ENHLU
OG0006077	sp|Q86UP9|LHPL3_HUMAN	tr|A0A2Y9KDD5|A0A2Y9KDD5_ENHLU
OG0006078	sp|O94811|TPPP_HUMAN	tr|A0A2Y9KFK6|A0A2Y9KFK6_ENHLU
OG0006079	sp|Q9NXC2|GFOD1_HUMAN	tr|A0A2Y9KQA6|A0A2Y9KQA6_ENHLU
OG0006080	sp|Q99489|OXDD_HUMAN	tr|A0A2Y9KQG8|A0A2Y9KQG8_ENHLU
OG0006081	sp|P0C870|JMJD7_HUMAN	tr|A0A2Y9KXU4|A0A2Y9KXU4_ENHLU
OG0006082	sp|P10253|LYAG_HUMAN	tr|A0A2Y9L031|A0A2Y9L031_ENHLU
OG0006083	sp|Q04844|ACHE_HUMAN	tr|A0A2Y9L2M1|A0A2Y9L2M1_ENHLU
OG0006084	sp|Q9BRP1|PDD2L_HUMAN	tr|A0A2Y9L3X4|A0A2Y9L3X4_ENHLU
OG0006085	sp|Q92918|M4K1_HUMAN	tr|A0A2Y9L4D1|A0A2Y9L4D1_ENHLU
OG0006086	sp|P13725|ONCM_HUMAN	tr|A0A2Y9L4E7|A0A2Y9L4E7_ENHLU
OG0006087	sp|Q10469|MGAT2_HUMAN	tr|A0A2Y9LB61|A0A2Y9LB61_ENHLU
OG0006088	sp|Q8NHS1|CLDN2_HUMAN	tr|A0A2Y9LDP1|A0A2Y9LDP1_ENHLU
OG0006089	sp|A0A087WTH1|TM265_HUMAN	tr|A0A2Y9LEP3|A0A2Y9LEP3_ENHLU
OG0006090	sp|Q9NY26|S39A1_HUMAN	tr|A0A2Y9IKP9|A0A2Y9IKP9_ENHLU
OG0006091	sp|O60293|ZC3H1_HUMAN	tr|A0A2Y9IPG8|A0A2Y9IPG8_ENHLU
OG0006092	sp|Q6ZNI0|GCNT7_HUMAN	tr|A0A2Y9IQ73|A0A2Y9IQ73_ENHLU
OG0006093	sp|P20645|MPRD_HUMAN	tr|A0A2Y9IQM0|A0A2Y9IQM0_ENHLU
OG0006094	sp|A8MTL3|R212B_HUMAN	tr|A0A2Y9IRI4|A0A2Y9IRI4_ENHLU
OG0006095	sp|O00487|PSDE_HUMAN	tr|A0A2Y9ISP2|A0A2Y9ISP2_ENHLU
OG0006096	sp|P12004|PCNA_HUMAN	tr|A0A2Y9IST7|A0A2Y9IST7_ENHLU
OG0006097	sp|Q9NYF3|FA53C_HUMAN	tr|A0A2Y9IU09|A0A2Y9IU09_ENHLU
OG0006098	sp|Q9BUV8|RCAF1_HUMAN	tr|A0A2Y9IUA6|A0A2Y9IUA6_ENHLU
OG0006099	sp|O60613|SEP15_HUMAN	tr|A0A2Y9IXE3|A0A2Y9IXE3_ENHLU
OG0006100	sp|Q6PIY5|ARMD1_HUMAN	tr|A0A2Y9IXL0|A0A2Y9IXL0_ENHLU
OG0006101	sp|Q86YW0|PLCZ1_HUMAN	tr|A0A2Y9IYM9|A0A2Y9IYM9_ENHLU
OG0006102	sp|O14910|LIN7A_HUMAN	tr|A0A2Y9IYP0|A0A2Y9IYP0_ENHLU
OG0006103	sp|Q9NY47|CA2D2_HUMAN	tr|A0A2Y9IZI0|A0A2Y9IZI0_ENHLU
OG0006104	sp|Q13356|PPIL2_HUMAN	tr|A0A2Y9J099|A0A2Y9J099_ENHLU
OG0006105	sp|Q9P2F5|STOX2_HUMAN	tr|A0A2Y9J149|A0A2Y9J149_ENHLU
OG0006106	sp|P55107|GDF10_HUMAN	tr|A0A2Y9J5Z7|A0A2Y9J5Z7_ENHLU
OG0006107	sp|Q6ZVH7|ESPNL_HUMAN	tr|A0A2Y9J6X2|A0A2Y9J6X2_ENHLU
OG0006108	sp|Q96H12|MSD3_HUMAN	tr|A0A2Y9J847|A0A2Y9J847_ENHLU
OG0006109	sp|Q2UY09|COSA1_HUMAN	tr|A0A2Y9JDB9|A0A2Y9JDB9_ENHLU
OG0006110	sp|P78369|CLD10_HUMAN	tr|A0A2Y9JDD7|A0A2Y9JDD7_ENHLU
OG0006111	sp|Q8NA61|CBY2_HUMAN	tr|A0A2Y9JDK9|A0A2Y9JDK9_ENHLU
OG0006112	sp|O14804|TAAR5_HUMAN	tr|A0A2Y9JDX0|A0A2Y9JDX0_ENHLU
OG0006113	sp|Q96SN7|ORAI2_HUMAN	tr|A0A2Y9JEN2|A0A2Y9JEN2_ENHLU
OG0006114	sp|Q8NFH3|NUP43_HUMAN	tr|A0A2Y9JIP9|A0A2Y9JIP9_ENHLU
OG0006115	sp|P49406|RM19_HUMAN	tr|A0A2Y9JL52|A0A2Y9JL52_ENHLU
OG0006116	sp|Q9H8P0|PORED_HUMAN	tr|A0A2Y9JLG4|A0A2Y9JLG4_ENHLU
OG0006117	sp|A6NIK2|LR10B_HUMAN	tr|A0A2Y9JMC0|A0A2Y9JMC0_ENHLU
OG0006118	sp|Q9BXU1|STK31_HUMAN	tr|A0A2Y9JMM1|A0A2Y9JMM1_ENHLU
OG0006119	sp|O43567|RNF13_HUMAN	tr|A0A2Y9JN45|A0A2Y9JN45_ENHLU
OG0006120	sp|P01344|IGF2_HUMAN	tr|A0A2Y9JPY2|A0A2Y9JPY2_ENHLU
OG0006121	sp|Q9BQ24|ZFY21_HUMAN	tr|A0A2Y9JT03|A0A2Y9JT03_ENHLU
OG0006122	sp|Q8TBB1|LNX1_HUMAN	tr|A0A2Y9JUP0|A0A2Y9JUP0_ENHLU
OG0006123	sp|P28324|ELK4_HUMAN	tr|A0A2Y9JV36|A0A2Y9JV36_ENHLU
OG0006124	sp|Q96QE5|TEFM_HUMAN	tr|A0A2Y9JW65|A0A2Y9JW65_ENHLU
OG0006125	sp|Q9Y584|TIM22_HUMAN	tr|A0A2Y9JX46|A0A2Y9JX46_ENHLU
OG0006126	sp|P35900|K1C20_HUMAN	tr|A0A2Y9JY03|A0A2Y9JY03_ENHLU
OG0006127	sp|Q9UKG4|S13A4_HUMAN	tr|A0A2Y9JYF8|A0A2Y9JYF8_ENHLU
OG0006128	sp|Q9UJW2|TINAG_HUMAN	tr|A0A2Y9K0B3|A0A2Y9K0B3_ENHLU
OG0006129	sp|Q9NWH9|SLTM_HUMAN	tr|A0A2Y9K2E9|A0A2Y9K2E9_ENHLU
OG0006130	sp|Q9BRR6|ADPGK_HUMAN	tr|A0A2Y9K2K0|A0A2Y9K2K0_ENHLU
OG0006131	sp|Q9NP94|S39A2_HUMAN	tr|A0A2Y9K362|A0A2Y9K362_ENHLU
OG0006132	sp|A6NFN9|ANKUB_HUMAN	tr|A0A2Y9K4K6|A0A2Y9K4K6_ENHLU
OG0006133	sp|Q9Y3Q3|TMED3_HUMAN	tr|A0A2Y9K5B8|A0A2Y9K5B8_ENHLU
OG0006134	sp|Q86UU0|BCL9L_HUMAN	tr|A0A2Y9K5I2|A0A2Y9K5I2_ENHLU
OG0006135	sp|Q6P2Q9|PRP8_HUMAN	tr|A0A2Y9K5J7|A0A2Y9K5J7_ENHLU
OG0006136	sp|O75326|SEM7A_HUMAN	tr|A0A2Y9K8L4|A0A2Y9K8L4_ENHLU
OG0006137	sp|Q6YBV0|S36A4_HUMAN	tr|A0A2Y9K8Y1|A0A2Y9K8Y1_ENHLU
OG0006138	sp|Q9P2H0|CE126_HUMAN	tr|A0A2Y9KAY4|A0A2Y9KAY4_ENHLU
OG0006139	sp|Q9BYV7|BCDO2_HUMAN	tr|A0A2Y9KB97|A0A2Y9KB97_ENHLU
OG0006140	sp|Q99102|MUC4_HUMAN	tr|A0A2Y9KC91|A0A2Y9KC91_ENHLU
OG0006141	sp|Q9H3M0|KCNF1_HUMAN	tr|A0A2Y9KCT2|A0A2Y9KCT2_ENHLU
OG0006142	sp|Q9NX01|TXN4B_HUMAN	tr|A0A2Y9KD85|A0A2Y9KD85_ENHLU
OG0006143	sp|O60291|MGRN1_HUMAN	tr|A0A2Y9KFG7|A0A2Y9KFG7_ENHLU
OG0006144	sp|P40937|RFC5_HUMAN	tr|A0A2Y9KG61|A0A2Y9KG61_ENHLU
OG0006145	sp|P30086|PEBP1_HUMAN	tr|A0A2Y9KGI9|A0A2Y9KGI9_ENHLU
OG0006146	sp|Q8N6N7|ACBD7_HUMAN	tr|A0A2Y9KJ97|A0A2Y9KJ97_ENHLU
OG0006147	sp|Q96D03|DDT4L_HUMAN	tr|A0A2Y9KJZ0|A0A2Y9KJZ0_ENHLU
OG0006148	sp|P78426|NKX61_HUMAN	tr|A0A2Y9KMV4|A0A2Y9KMV4_ENHLU
OG0006149	sp|P07305|H10_HUMAN	tr|A0A2Y9KNS9|A0A2Y9KNS9_ENHLU
OG0006150	sp|O15355|PPM1G_HUMAN	tr|A0A2Y9KPW3|A0A2Y9KPW3_ENHLU
OG0006151	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A2Y9KQ43|A0A2Y9KQ43_ENHLU
OG0006152	sp|P81133|SIM1_HUMAN	tr|A0A2Y9KQJ0|A0A2Y9KQJ0_ENHLU
OG0006153	sp|Q8N3E9|PLCD3_HUMAN	tr|A0A2Y9KRC1|A0A2Y9KRC1_ENHLU
OG0006154	sp|Q04900|MUC24_HUMAN	tr|A0A2Y9KRZ0|A0A2Y9KRZ0_ENHLU
OG0006155	sp|P17948|VGFR1_HUMAN	tr|A0A2Y9KTC6|A0A2Y9KTC6_ENHLU
OG0006156	sp|O00233|PSMD9_HUMAN	tr|A0A2Y9KUX9|A0A2Y9KUX9_ENHLU
OG0006157	sp|Q9H078|CLPB_HUMAN	tr|A0A2Y9KV63|A0A2Y9KV63_ENHLU
OG0006158	sp|Q5THK1|PR14L_HUMAN	tr|A0A2Y9KY93|A0A2Y9KY93_ENHLU
OG0006159	sp|Q13586|STIM1_HUMAN	tr|A0A2Y9L1R0|A0A2Y9L1R0_ENHLU
OG0006160	sp|Q8WUG5|S22AH_HUMAN	tr|A0A2Y9L1V7|A0A2Y9L1V7_ENHLU
OG0006161	sp|P20749|BCL3_HUMAN	tr|A0A2Y9L398|A0A2Y9L398_ENHLU
OG0006162	sp|Q9NZJ4|SACS_HUMAN	tr|A0A2Y9L3U5|A0A2Y9L3U5_ENHLU
OG0006163	sp|Q6E0U4|DMKN_HUMAN	tr|A0A2Y9L461|A0A2Y9L461_ENHLU
OG0006164	sp|O00267|SPT5H_HUMAN	tr|A0A2Y9LAY9|A0A2Y9LAY9_ENHLU
