Orthogroup	Homo_sapiens	Capra_hircus
OG0007352	sp|Q6NS38|ALKB2_HUMAN	tr|A0A452EBZ1|A0A452EBZ1_CAPHI
OG0007353	sp|Q9C073|F117A_HUMAN	tr|A0A452EE88|A0A452EE88_CAPHI
OG0007354	sp|Q96MI6|PPM1M_HUMAN	tr|A0A452EES3|A0A452EES3_CAPHI
OG0007355	sp|Q14318|FKBP8_HUMAN	tr|A0A452EGP9|A0A452EGP9_CAPHI
OG0007356	sp|Q96DD7|SHSA4_HUMAN	tr|A0A452EGR5|A0A452EGR5_CAPHI
OG0007357	sp|A6NL88|SHSA7_HUMAN	tr|A0A452EI85|A0A452EI85_CAPHI
OG0007358	sp|Q7Z6E9|RBBP6_HUMAN	tr|A0A452EIG7|A0A452EIG7_CAPHI
OG0007359	sp|O00237|RN103_HUMAN	tr|A0A452EP31|A0A452EP31_CAPHI
OG0007360	sp|Q16627|CCL14_HUMAN	tr|A0A452EQE9|A0A452EQE9_CAPHI
OG0007361	sp|Q14393|GAS6_HUMAN	tr|A0A452ERB9|A0A452ERB9_CAPHI
OG0007362	sp|Q96GW9|SYMM_HUMAN	tr|A0A452EW39|A0A452EW39_CAPHI
OG0007363	sp|O14841|OPLA_HUMAN	tr|A0A452EWT7|A0A452EWT7_CAPHI
OG0007364	sp|P40259|CD79B_HUMAN	tr|A0A452EXP3|A0A452EXP3_CAPHI
OG0007365	sp|Q9H4L5|OSBL3_HUMAN	tr|A0A452EYT2|A0A452EYT2_CAPHI
OG0007366	sp|Q8NHH9|ATLA2_HUMAN	tr|A0A452EYU8|A0A452EYU8_CAPHI
OG0007367	sp|Q8TD43|TRPM4_HUMAN	tr|A0A452EZR7|A0A452EZR7_CAPHI
OG0007368	sp|Q9Y4W2|LAS1L_HUMAN	tr|A0A452EZV0|A0A452EZV0_CAPHI
OG0007369	sp|Q13586|STIM1_HUMAN	tr|A0A452F0Z6|A0A452F0Z6_CAPHI
OG0007370	sp|Q5JUK2|SOLH1_HUMAN	tr|A0A452F5U0|A0A452F5U0_CAPHI
OG0007371	sp|P60827|C1QT8_HUMAN	tr|A0A452FA10|A0A452FA10_CAPHI
OG0007372	sp|Q9P0B6|CC167_HUMAN	tr|A0A452FFD6|A0A452FFD6_CAPHI
OG0007373	sp|P32241|VIPR1_HUMAN	tr|A0A452FIH0|A0A452FIH0_CAPHI
OG0007374	sp|Q9HB71|CYBP_HUMAN	tr|A0A452FJL5|A0A452FJL5_CAPHI
OG0007375	sp|Q9NRR3|C42S2_HUMAN	tr|A0A452FLB2|A0A452FLB2_CAPHI
OG0007376	sp|Q8N608|DPP10_HUMAN	tr|A0A452FMH7|A0A452FMH7_CAPHI
OG0007377	sp|O60906|NSMA_HUMAN	tr|A0A452FP12|A0A452FP12_CAPHI
OG0007378	sp|Q99619|SPSB2_HUMAN	tr|A0A452FQG9|A0A452FQG9_CAPHI
OG0007379	sp|Q13501|SQSTM_HUMAN	tr|A0A452FQZ0|A0A452FQZ0_CAPHI
OG0007380	sp|Q9NPH2|INO1_HUMAN	tr|A0A452FRH9|A0A452FRH9_CAPHI
OG0007381	sp|Q96N77|ZN641_HUMAN	tr|A0A452FRV7|A0A452FRV7_CAPHI
OG0007382	sp|Q96T60|PNKP_HUMAN	tr|A0A452FU49|A0A452FU49_CAPHI
OG0007383	sp|O96017|CHK2_HUMAN	tr|A0A452FUC8|A0A452FUC8_CAPHI
OG0007384	sp|Q9UNE0|EDAR_HUMAN	tr|A0A452FY40|A0A452FY40_CAPHI
OG0007385	sp|O77932|DXO_HUMAN	tr|A0A452FYL6|A0A452FYL6_CAPHI
OG0007386	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A452FZR8|A0A452FZR8_CAPHI
OG0007387	sp|Q7RTR0|NLRP9_HUMAN	tr|A0A452G0G3|A0A452G0G3_CAPHI
OG0007388	sp|Q8IYM0|F186B_HUMAN	tr|A0A452G0U7|A0A452G0U7_CAPHI
OG0007389	sp|Q9Y3Y4|PYGO1_HUMAN	tr|A0A452G0X5|A0A452G0X5_CAPHI
OG0007390	sp|Q99983|OMD_HUMAN	tr|A0A452G212|A0A452G212_CAPHI
OG0007391	sp|O60262|GBG7_HUMAN	tr|A0A452G282|A0A452G282_CAPHI
OG0007392	sp|Q8NFF5|FAD1_HUMAN	tr|A0A452G2N4|A0A452G2N4_CAPHI
OG0007393	sp|Q5T440|CAF17_HUMAN	tr|A0A452G4I4|A0A452G4I4_CAPHI
OG0007394	sp|Q99665|I12R2_HUMAN	tr|A0A452G9E4|A0A452G9E4_CAPHI
OG0007395	sp|P62269|RS18_HUMAN	sp|A5JST6|RS18_CAPHI
OG0007396	sp|P03897|NU3M_HUMAN	tr|D0VEG1|D0VEG1_CAPHI
OG0007397	sp|P55263|ADK_HUMAN	tr|A0A452DJZ5|A0A452DJZ5_CAPHI
OG0007398	sp|Q9BYP7|WNK3_HUMAN	tr|A0A452DN61|A0A452DN61_CAPHI
OG0007399	sp|A8MTZ7|CL071_HUMAN	tr|A0A452DP14|A0A452DP14_CAPHI
OG0007400	sp|O43426|SYNJ1_HUMAN	tr|A0A452DS01|A0A452DS01_CAPHI
OG0007401	sp|Q6PCB5|RSBNL_HUMAN	tr|A0A452DS50|A0A452DS50_CAPHI
OG0007402	sp|P21918|DRD5_HUMAN	tr|A0A452DWQ2|A0A452DWQ2_CAPHI
OG0007403	sp|Q99741|CDC6_HUMAN	tr|A0A452DZ93|A0A452DZ93_CAPHI
OG0007404	sp|Q75V66|ANO5_HUMAN	tr|A0A452DZX8|A0A452DZX8_CAPHI
OG0007405	sp|Q5T7P8|SYT6_HUMAN	tr|A0A452E0P1|A0A452E0P1_CAPHI
OG0007406	sp|Q9BUM1|G6PC3_HUMAN	tr|A0A452E0S9|A0A452E0S9_CAPHI
OG0007407	sp|Q06323|PSME1_HUMAN	tr|A0A452E1A4|A0A452E1A4_CAPHI
OG0007408	sp|P07225|PROS_HUMAN	tr|A0A452E444|A0A452E444_CAPHI
OG0007409	sp|Q9Y5Y3|GPR45_HUMAN	tr|A0A452E5S1|A0A452E5S1_CAPHI
OG0007410	sp|Q9BU79|TM243_HUMAN	tr|A0A452E6P0|A0A452E6P0_CAPHI
OG0007411	sp|B7ZC32|KIF28_HUMAN	tr|A0A452E7V5|A0A452E7V5_CAPHI
OG0007412	sp|Q6P0A1|F180B_HUMAN	tr|A0A452E7X3|A0A452E7X3_CAPHI
OG0007413	sp|P26718|NKG2D_HUMAN	tr|A0A452E8Z3|A0A452E8Z3_CAPHI
OG0007414	sp|Q13183|S13A2_HUMAN	tr|A0A452EE71|A0A452EE71_CAPHI
OG0007415	sp|Q9UK22|FBX2_HUMAN	tr|A0A452EH02|A0A452EH02_CAPHI
OG0007416	sp|Q5TCQ9|MAGI3_HUMAN	tr|A0A452EHE7|A0A452EHE7_CAPHI
OG0007417	sp|Q96GD0|PLPP_HUMAN	tr|A0A452EKB8|A0A452EKB8_CAPHI
OG0007418	sp|Q9UBM7|DHCR7_HUMAN	tr|A0A452EN35|A0A452EN35_CAPHI
OG0007419	sp|Q96BN2|TADA1_HUMAN	tr|A0A452EN46|A0A452EN46_CAPHI
OG0007420	sp|Q9NYV4|CDK12_HUMAN	tr|A0A452EQN2|A0A452EQN2_CAPHI
OG0007421	sp|Q99684|GFI1_HUMAN	tr|A0A452ETT6|A0A452ETT6_CAPHI
OG0007422	sp|Q8N1M1|BEST3_HUMAN	tr|A0A452EUM9|A0A452EUM9_CAPHI
OG0007423	sp|P01148|GON1_HUMAN	tr|A0A452EVB9|A0A452EVB9_CAPHI
OG0007424	sp|Q99558|M3K14_HUMAN	tr|A0A452EZ55|A0A452EZ55_CAPHI
OG0007425	sp|Q8IYJ0|PIANP_HUMAN	tr|A0A452F0D6|A0A452F0D6_CAPHI
OG0007426	sp|Q99836|MYD88_HUMAN	tr|A0A452F1M2|A0A452F1M2_CAPHI
OG0007427	sp|Q8N9I9|DTX3_HUMAN	tr|A0A452F2C1|A0A452F2C1_CAPHI
OG0007428	sp|Q9H3C7|GGNB2_HUMAN	tr|A0A452F482|A0A452F482_CAPHI
OG0007429	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A452F542|A0A452F542_CAPHI
OG0007430	sp|Q8NFX7|STXB6_HUMAN	tr|A0A452F5B5|A0A452F5B5_CAPHI
OG0007431	sp|Q96P16|RPR1A_HUMAN	tr|A0A452F842|A0A452F842_CAPHI
OG0007432	sp|P49591|SYSC_HUMAN	tr|A0A452FAB7|A0A452FAB7_CAPHI
OG0007433	sp|Q96T83|SL9A7_HUMAN	tr|A0A452FBG7|A0A452FBG7_CAPHI
OG0007434	sp|Q7KZI7|MARK2_HUMAN	tr|A0A452FBI1|A0A452FBI1_CAPHI
OG0007435	sp|P51679|CCR4_HUMAN	tr|A0A452FBZ2|A0A452FBZ2_CAPHI
OG0007436	sp|Q6NT16|S18B1_HUMAN	tr|A0A452FD32|A0A452FD32_CAPHI
OG0007437	sp|Q01658|NC2B_HUMAN	tr|A0A452FGD2|A0A452FGD2_CAPHI
OG0007438	sp|P40121|CAPG_HUMAN	tr|A0A452FGV2|A0A452FGV2_CAPHI
OG0007439	sp|Q9NWU1|OXSM_HUMAN	tr|A0A452FIJ7|A0A452FIJ7_CAPHI
OG0007440	sp|Q6VVB1|NHLC1_HUMAN	tr|A0A452FLT0|A0A452FLT0_CAPHI
OG0007441	sp|O00214|LEG8_HUMAN	tr|A0A452FNG6|A0A452FNG6_CAPHI
OG0007442	sp|P02545|LMNA_HUMAN	tr|A0A452FQ33|A0A452FQ33_CAPHI
OG0007443	sp|Q15653|IKBB_HUMAN	tr|A0A452FQG2|A0A452FQG2_CAPHI
OG0007444	sp|A6NEK1|ARRD5_HUMAN	tr|A0A452FT18|A0A452FT18_CAPHI
OG0007445	sp|Q9NPG1|FZD3_HUMAN	tr|A0A452FTY7|A0A452FTY7_CAPHI
OG0007446	sp|Q5W041|ARMC3_HUMAN	tr|A0A452FUX3|A0A452FUX3_CAPHI
OG0007447	sp|Q07092|COGA1_HUMAN	tr|A0A452FV55|A0A452FV55_CAPHI
OG0007448	sp|Q6P1X5|TAF2_HUMAN	tr|A0A452FVX3|A0A452FVX3_CAPHI
OG0007449	sp|Q6ZU65|UBN2_HUMAN	tr|A0A452FW31|A0A452FW31_CAPHI
OG0007450	sp|Q5HYC2|K2026_HUMAN	tr|A0A452FWN2|A0A452FWN2_CAPHI
OG0007451	sp|Q8IUK5|PLDX1_HUMAN	tr|A0A452FXS4|A0A452FXS4_CAPHI
OG0007452	sp|O14757|CHK1_HUMAN	tr|A0A452G2C0|A0A452G2C0_CAPHI
OG0007453	sp|Q6ZWB6|KCTD8_HUMAN	tr|A0A452G314|A0A452G314_CAPHI
OG0007454	sp|P15559|NQO1_HUMAN	tr|A0A452G4A1|A0A452G4A1_CAPHI
OG0007455	sp|Q9UKV0|HDAC9_HUMAN	tr|A0A452G4U4|A0A452G4U4_CAPHI
OG0007456	sp|Q96N23|CFA54_HUMAN	tr|A0A452G521|A0A452G521_CAPHI
OG0007457	sp|O00634|NET3_HUMAN	tr|A0A452G5Y9|A0A452G5Y9_CAPHI
OG0007458	sp|Q6DKI7|PVRIG_HUMAN	tr|A0A452G8A6|A0A452G8A6_CAPHI
OG0007459	sp|Q8NC51|PAIRB_HUMAN	tr|A0A452G8G7|A0A452G8G7_CAPHI
OG0007460	sp|Q9Y371|SHLB1_HUMAN	tr|A0A452G8R8|A0A452G8R8_CAPHI
OG0007461	sp|Q9H9V9|JMJD4_HUMAN	tr|A0A452DMZ2|A0A452DMZ2_CAPHI
OG0007462	sp|Q86XI2|CNDG2_HUMAN	tr|A0A452DPG7|A0A452DPG7_CAPHI
OG0007463	sp|Q9ULC0|MUCEN_HUMAN	tr|A0A452DR94|A0A452DR94_CAPHI
OG0007464	sp|Q86UD4|ZN329_HUMAN	tr|A0A452DRP8|A0A452DRP8_CAPHI
OG0007465	sp|Q9ULX6|AKP8L_HUMAN	tr|A0A452DS63|A0A452DS63_CAPHI
OG0007466	sp|P42658|DPP6_HUMAN	tr|A0A452DT82|A0A452DT82_CAPHI
OG0007467	sp|O94868|FCSD2_HUMAN	tr|A0A452DU34|A0A452DU34_CAPHI
OG0007469	sp|Q8NCC5|SPX3_HUMAN	tr|A0A452DYM2|A0A452DYM2_CAPHI
OG0007470	sp|P20160|CAP7_HUMAN	tr|A0A452DYS8|A0A452DYS8_CAPHI
OG0007471	sp|P84157|MXRA7_HUMAN	tr|A0A452DZF9|A0A452DZF9_CAPHI
OG0007472	sp|Q8TAV0|FA76A_HUMAN	tr|A0A452E2K4|A0A452E2K4_CAPHI
OG0007473	sp|Q96QF0|RAB3I_HUMAN	tr|A0A452E2Y1|A0A452E2Y1_CAPHI
OG0007474	sp|Q6PCB8|EMB_HUMAN	tr|A0A452EAF8|A0A452EAF8_CAPHI
OG0007475	sp|Q99467|CD180_HUMAN	tr|A0A452EAZ3|A0A452EAZ3_CAPHI
OG0007476	sp|Q8TDW5|SYTL5_HUMAN	tr|A0A452ECN9|A0A452ECN9_CAPHI
OG0007477	sp|Q9UKR3|KLK13_HUMAN	tr|A0A452EDX5|A0A452EDX5_CAPHI
OG0007478	sp|Q6UW49|SPESP_HUMAN	tr|A0A452EFP3|A0A452EFP3_CAPHI
OG0007479	sp|Q9Y279|VSIG4_HUMAN	tr|A0A452EG11|A0A452EG11_CAPHI
OG0007480	sp|Q8WWX0|ASB5_HUMAN	tr|A0A452EKH2|A0A452EKH2_CAPHI
OG0007481	sp|Q7Z419|R144B_HUMAN	tr|A0A452EN68|A0A452EN68_CAPHI
OG0007482	sp|Q9Y263|PLAP_HUMAN	tr|A0A452ENB2|A0A452ENB2_CAPHI
OG0007483	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A452ENR6|A0A452ENR6_CAPHI
OG0007484	sp|Q6PIS1|S23A3_HUMAN	tr|A0A452EP13|A0A452EP13_CAPHI
OG0007485	sp|O43395|PRPF3_HUMAN	tr|A0A452ERP9|A0A452ERP9_CAPHI
OG0007486	sp|Q9BVA6|FICD_HUMAN	tr|A0A452ESE4|A0A452ESE4_CAPHI
OG0007487	sp|Q69YN4|VIR_HUMAN	tr|A0A452ET57|A0A452ET57_CAPHI
OG0007488	sp|Q15746|MYLK_HUMAN	tr|A0A452ET89|A0A452ET89_CAPHI
OG0007489	sp|Q2KHR3|QSER1_HUMAN	tr|A0A452EV12|A0A452EV12_CAPHI
OG0007490	sp|Q9NQ38|ISK5_HUMAN	tr|A0A452EVE2|A0A452EVE2_CAPHI
OG0007491	sp|Q9UKB5|AJAP1_HUMAN	tr|A0A452EVN4|A0A452EVN4_CAPHI
OG0007492	sp|Q99733|NP1L4_HUMAN	tr|A0A452EXE5|A0A452EXE5_CAPHI
OG0007493	sp|O43504|LTOR5_HUMAN	tr|A0A452EZ49|A0A452EZ49_CAPHI
OG0007494	sp|P01040|CYTA_HUMAN	tr|A0A452EZ91|A0A452EZ91_CAPHI
OG0007495	sp|O14683|P5I11_HUMAN	tr|A0A452F2J0|A0A452F2J0_CAPHI
OG0007496	sp|O60635|TSN1_HUMAN	tr|A0A452F483|A0A452F483_CAPHI
OG0007497	sp|Q15468|STIL_HUMAN	tr|A0A452F4K5|A0A452F4K5_CAPHI
OG0007498	sp|Q7L5A3|F214B_HUMAN	tr|A0A452F591|A0A452F591_CAPHI
OG0007500	sp|Q8WYA1|BMAL2_HUMAN	tr|A0A452FA38|A0A452FA38_CAPHI
OG0007501	sp|Q6PEX7|TEX38_HUMAN	tr|A0A452FAR9|A0A452FAR9_CAPHI
OG0007502	sp|Q96T92|INSM2_HUMAN	tr|A0A452FAT9|A0A452FAT9_CAPHI
OG0007503	sp|Q5T6C5|AT7L2_HUMAN	tr|A0A452FAV4|A0A452FAV4_CAPHI
OG0007504	sp|Q5TC79|ZBT37_HUMAN	tr|A0A452FC31|A0A452FC31_CAPHI
OG0007505	sp|Q13286|CLN3_HUMAN	tr|A0A452FEW0|A0A452FEW0_CAPHI
OG0007506	sp|Q00796|DHSO_HUMAN	tr|A0A452FJB0|A0A452FJB0_CAPHI
OG0007507	sp|P57075|UBS3A_HUMAN	tr|A0A452FP00|A0A452FP00_CAPHI
OG0007508	sp|Q9P2E9|RRBP1_HUMAN	tr|A0A452FQ35|A0A452FQ35_CAPHI
OG0007509	sp|Q99624|S38A3_HUMAN	tr|A0A452FRQ1|A0A452FRQ1_CAPHI
OG0007510	sp|Q1MSJ5|CSPP1_HUMAN	tr|A0A452FU31|A0A452FU31_CAPHI
OG0007511	sp|Q13683|ITA7_HUMAN	tr|A0A452FU83|A0A452FU83_CAPHI
OG0007512	sp|Q15003|CND2_HUMAN	tr|A0A452FUJ5|A0A452FUJ5_CAPHI
OG0007513	sp|Q5JRX3|PREP_HUMAN	tr|A0A452FW95|A0A452FW95_CAPHI
OG0007514	sp|P31327|CPSM_HUMAN	tr|A0A452G0C9|A0A452G0C9_CAPHI
OG0007515	sp|Q9H3U5|MFSD1_HUMAN	tr|A0A452G180|A0A452G180_CAPHI
OG0007516	sp|Q96S90|LYSM1_HUMAN	tr|A0A452G3A9|A0A452G3A9_CAPHI
OG0007517	sp|Q1RMZ1|SAMTR_HUMAN	tr|A0A452G3E5|A0A452G3E5_CAPHI
OG0007518	sp|Q96A57|TM230_HUMAN	tr|A0A452G4C0|A0A452G4C0_CAPHI
OG0007519	sp|Q8WU79|SMAP2_HUMAN	tr|A0A452G6C8|A0A452G6C8_CAPHI
OG0007520	sp|P28068|DMB_HUMAN	tr|A0A452G7S1|A0A452G7S1_CAPHI
OG0007521	sp|Q8N3L3|TXLNB_HUMAN	tr|A0A452G9A6|A0A452G9A6_CAPHI
OG0007522	sp|Q7Z2K6|ERMP1_HUMAN	tr|A0A452G9L5|A0A452G9L5_CAPHI
OG0007523	sp|Q9BRQ8|FSP1_HUMAN	tr|A0A452DJW9|A0A452DJW9_CAPHI
OG0007524	sp|Q13636|RAB31_HUMAN	tr|A0A452DK42|A0A452DK42_CAPHI
OG0007525	sp|Q68D86|C102B_HUMAN	tr|A0A452DKY8|A0A452DKY8_CAPHI
OG0007526	sp|Q99576|T22D3_HUMAN	tr|A0A452DLN3|A0A452DLN3_CAPHI
OG0007527	sp|P49335|PO3F4_HUMAN	tr|A0A452DN23|A0A452DN23_CAPHI
OG0007528	sp|Q9NRY5|F1142_HUMAN	tr|A0A452DP21|A0A452DP21_CAPHI
OG0007529	sp|Q7Z6M1|RABEK_HUMAN	tr|A0A452DPA0|A0A452DPA0_CAPHI
OG0007530	sp|B4DJY2|TM233_HUMAN	tr|A0A452DS85|A0A452DS85_CAPHI
OG0007531	sp|Q6T4P5|PLPR3_HUMAN	tr|A0A452DXY9|A0A452DXY9_CAPHI
OG0007532	sp|Q8WU58|F222B_HUMAN	tr|A0A452DYM9|A0A452DYM9_CAPHI
OG0007533	sp|Q2M385|MPEG1_HUMAN	tr|A0A452DZ92|A0A452DZ92_CAPHI
OG0007534	sp|P02766|TTHY_HUMAN	tr|A0A452E2C8|A0A452E2C8_CAPHI
OG0007535	sp|Q9UJA5|TRM6_HUMAN	tr|A0A452E3G6|A0A452E3G6_CAPHI
OG0007536	sp|Q7L591|DOK3_HUMAN	tr|A0A452E7Y2|A0A452E7Y2_CAPHI
OG0007537	sp|Q9UN88|GBRT_HUMAN	tr|A0A452E9T0|A0A452E9T0_CAPHI
OG0007538	sp|O94819|KBTBB_HUMAN	tr|A0A452EB27|A0A452EB27_CAPHI
OG0007539	sp|Q8N6M8|IQCF1_HUMAN	tr|A0A452EB32|A0A452EB32_CAPHI
OG0007540	sp|P25398|RS12_HUMAN	tr|A0A452ED89|A0A452ED89_CAPHI
OG0007541	sp|Q5TID7|CC181_HUMAN	tr|A0A452EEL8|A0A452EEL8_CAPHI
OG0007542	sp|Q9NQW8|CNGB3_HUMAN	tr|A0A452EFB9|A0A452EFB9_CAPHI
OG0007543	sp|Q96GA3|LTV1_HUMAN	tr|A0A452EID8|A0A452EID8_CAPHI
OG0007544	sp|P31639|SC5A2_HUMAN	tr|A0A452EJM9|A0A452EJM9_CAPHI
OG0007545	sp|P19388|RPAB1_HUMAN	tr|A0A452EKI5|A0A452EKI5_CAPHI
OG0007546	sp|Q14999|CUL7_HUMAN	tr|A0A452EP61|A0A452EP61_CAPHI
OG0007547	sp|Q86SG7|LYG2_HUMAN	tr|A0A452EPZ4|A0A452EPZ4_CAPHI
OG0007548	sp|Q9Y3C5|RNF11_HUMAN	tr|A0A452ERF1|A0A452ERF1_CAPHI
OG0007549	sp|O60235|TM11D_HUMAN	tr|A0A452EUA8|A0A452EUA8_CAPHI
OG0007550	sp|Q14978|NOLC1_HUMAN	tr|A0A452EWW7|A0A452EWW7_CAPHI
OG0007551	sp|A0A0U1RRK4|LBHD2_HUMAN	tr|A0A452EX25|A0A452EX25_CAPHI
OG0007552	sp|Q9H9E3|COG4_HUMAN	tr|A0A452F1K2|A0A452F1K2_CAPHI
OG0007553	sp|Q8TAU0|NKX23_HUMAN	tr|A0A452F1N9|A0A452F1N9_CAPHI
OG0007554	sp|O75179|ANR17_HUMAN	tr|A0A452F4W6|A0A452F4W6_CAPHI
OG0007555	sp|Q9NQ92|COPRS_HUMAN	tr|A0A452F5C2|A0A452F5C2_CAPHI
OG0007556	sp|P19526|FUT1_HUMAN	tr|A0A452FBA0|A0A452FBA0_CAPHI
OG0007557	sp|Q92966|SNPC3_HUMAN	tr|A0A452FCG8|A0A452FCG8_CAPHI
OG0007558	sp|Q6ZRR5|TLCD5_HUMAN	tr|A0A452FEK8|A0A452FEK8_CAPHI
OG0007559	sp|Q8IUC6|TCAM1_HUMAN	tr|A0A452FIC1|A0A452FIC1_CAPHI
OG0007560	sp|Q5T8P6|RBM26_HUMAN	tr|A0A452FLD2|A0A452FLD2_CAPHI
OG0007561	sp|P51153|RAB13_HUMAN	tr|A0A452FMD4|A0A452FMD4_CAPHI
OG0007562	sp|Q86VD1|MORC1_HUMAN	tr|A0A452FN78|A0A452FN78_CAPHI
OG0007563	sp|Q92543|SNX19_HUMAN	tr|A0A452FR39|A0A452FR39_CAPHI
OG0007564	sp|Q9BVV6|TALD3_HUMAN	tr|A0A452FRF7|A0A452FRF7_CAPHI
OG0007565	sp|P26436|ASPX_HUMAN	tr|A0A452FSS2|A0A452FSS2_CAPHI
OG0007566	sp|P78560|CRADD_HUMAN	tr|A0A452FT98|A0A452FT98_CAPHI
OG0007567	sp|Q9BRA0|LSMD1_HUMAN	tr|A0A452FUH6|A0A452FUH6_CAPHI
OG0007568	sp|P36969|GPX4_HUMAN	tr|A0A452FUL8|A0A452FUL8_CAPHI
OG0007569	sp|Q9UPX8|SHAN2_HUMAN	tr|A0A452FVA8|A0A452FVA8_CAPHI
OG0007570	sp|Q9HCM3|K1549_HUMAN	tr|A0A452FXP7|A0A452FXP7_CAPHI
OG0007571	sp|Q8IWE5|PKHM2_HUMAN	tr|A0A452FY43|A0A452FY43_CAPHI
OG0007572	sp|P25208|NFYB_HUMAN	tr|A0A452FZ47|A0A452FZ47_CAPHI
OG0007573	sp|B1AK53|ESPN_HUMAN	tr|A0A452G127|A0A452G127_CAPHI
OG0007574	sp|Q5M9N0|CD158_HUMAN	tr|A0A452G3P5|A0A452G3P5_CAPHI
OG0007575	sp|Q14667|K0100_HUMAN	tr|A0A452G6Z7|A0A452G6Z7_CAPHI
OG0007576	sp|P52294|IMA5_HUMAN	tr|A0A452G7U7|A0A452G7U7_CAPHI
OG0007577	sp|O43688|PLPP2_HUMAN	tr|A0A452GA67|A0A452GA67_CAPHI
OG0007578	sp|Q6P5X5|CV039_HUMAN	tr|A0A452DKI1|A0A452DKI1_CAPHI
OG0007579	sp|P47211|GALR1_HUMAN	tr|A0A452DKN4|A0A452DKN4_CAPHI
OG0007580	sp|Q9NR45|SIAS_HUMAN	tr|A0A452DP52|A0A452DP52_CAPHI
OG0007581	sp|Q03014|HHEX_HUMAN	tr|A0A452DS46|A0A452DS46_CAPHI
OG0007582	sp|P00480|OTC_HUMAN	tr|A0A452DUP5|A0A452DUP5_CAPHI
OG0007583	sp|Q96PB7|NOE3_HUMAN	tr|A0A452DWI0|A0A452DWI0_CAPHI
OG0007584	sp|Q9Y3B8|ORN_HUMAN	tr|A0A452DZQ7|A0A452DZQ7_CAPHI
OG0007585	sp|P02585|TNNC2_HUMAN	tr|A0A452E4G2|A0A452E4G2_CAPHI
OG0007586	sp|Q53TQ3|IN80D_HUMAN	tr|A0A452E4Z5|A0A452E4Z5_CAPHI
OG0007587	sp|Q86Y56|DAAF5_HUMAN	tr|A0A452E538|A0A452E538_CAPHI
OG0007589	sp|Q8NDW4|ZN248_HUMAN	tr|A0A452E5U9|A0A452E5U9_CAPHI
OG0007590	sp|Q8N960|CE120_HUMAN	tr|A0A452E7G0|A0A452E7G0_CAPHI
OG0007591	sp|Q6ZNI0|GCNT7_HUMAN	tr|A0A452E9J2|A0A452E9J2_CAPHI
OG0007592	sp|Q9NQT6|FSCN3_HUMAN	tr|A0A452EAN4|A0A452EAN4_CAPHI
OG0007593	sp|O43683|BUB1_HUMAN	tr|A0A452EAT1|A0A452EAT1_CAPHI
OG0007594	sp|Q5VV52|ZN691_HUMAN	tr|A0A452ECI4|A0A452ECI4_CAPHI
OG0007595	sp|Q6ZMT1|STAC2_HUMAN	tr|A0A452EE27|A0A452EE27_CAPHI
OG0007596	sp|P40855|PEX19_HUMAN	tr|A0A452EGH5|A0A452EGH5_CAPHI
OG0007597	sp|P61073|CXCR4_HUMAN	tr|A0A452EI95|A0A452EI95_CAPHI
OG0007598	sp|Q9H8N7|ZN395_HUMAN	tr|A0A452EIN7|A0A452EIN7_CAPHI
OG0007599	sp|Q96JE7|SC16B_HUMAN	tr|A0A452EJH4|A0A452EJH4_CAPHI
OG0007600	sp|Q9Y237|PIN4_HUMAN	tr|A0A452ELE2|A0A452ELE2_CAPHI
OG0007601	sp|Q9UBB4|ATX10_HUMAN	tr|A0A452ELY9|A0A452ELY9_CAPHI
OG0007602	sp|Q6NUN0|ACSM5_HUMAN	tr|A0A452EMS4|A0A452EMS4_CAPHI
OG0007603	sp|O94923|GLCE_HUMAN	tr|A0A452EMT4|A0A452EMT4_CAPHI
OG0007604	sp|Q9BSJ5|CQ080_HUMAN	tr|A0A452EP14|A0A452EP14_CAPHI
OG0007605	sp|P49640|EVX1_HUMAN	tr|A0A452EPL2|A0A452EPL2_CAPHI
OG0007606	sp|Q8N3J5|PPM1K_HUMAN	tr|A0A452ESG0|A0A452ESG0_CAPHI
OG0007607	sp|Q9NRA1|PDGFC_HUMAN	tr|A0A452ET29|A0A452ET29_CAPHI
OG0007608	sp|Q9Y2G8|DJC16_HUMAN	tr|A0A452ETP5|A0A452ETP5_CAPHI
OG0007609	sp|P01213|PDYN_HUMAN	tr|A0A452EUL8|A0A452EUL8_CAPHI
OG0007610	sp|Q8N755|S66A3_HUMAN	tr|A0A452EV35|A0A452EV35_CAPHI
OG0007611	sp|Q9H307|PININ_HUMAN	tr|A0A452EVQ6|A0A452EVQ6_CAPHI
OG0007612	sp|P38117|ETFB_HUMAN	tr|A0A452EW92|A0A452EW92_CAPHI
OG0007613	sp|Q147U7|SMCO1_HUMAN	tr|A0A452EX86|A0A452EX86_CAPHI
OG0007614	sp|Q8WTW4|NPRL2_HUMAN	tr|A0A452EXQ6|A0A452EXQ6_CAPHI
OG0007615	sp|Q5JU67|CF157_HUMAN	tr|A0A452EYK3|A0A452EYK3_CAPHI
OG0007616	sp|P56817|BACE1_HUMAN	tr|A0A452F468|A0A452F468_CAPHI
OG0007617	sp|Q5VZ72|IZUM3_HUMAN	tr|A0A452F4U9|A0A452F4U9_CAPHI
