Orthogroup	Homo_sapiens	Jaculus_jaculus
OG0006284	sp|Q8NET6|CHSTD_HUMAN	tr|A0A8C5K6D6|A0A8C5K6D6_JACJA
OG0006285	sp|Q8WV83|S35F5_HUMAN	tr|A0A8C5L708|A0A8C5L708_JACJA
OG0006286	sp|Q8WVF1|OSCP1_HUMAN	tr|A0A8C5P5E0|A0A8C5P5E0_JACJA
OG0006287	sp|Q8WZ55|BSND_HUMAN	tr|A0A8C5L0B1|A0A8C5L0B1_JACJA
OG0006288	sp|Q96BI1|S22AI_HUMAN	tr|A0A8C5KJ63|A0A8C5KJ63_JACJA
OG0006289	sp|Q96HW7|INT4_HUMAN	tr|A0A8C5KY53|A0A8C5KY53_JACJA
OG0006290	sp|Q96PB8|LRC3B_HUMAN	tr|A0A8C5NWD9|A0A8C5NWD9_JACJA
OG0006291	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A8C5P4K1|A0A8C5P4K1_JACJA
OG0006292	sp|Q9BSQ5|CCM2_HUMAN	tr|A0A8C5P357|A0A8C5P357_JACJA
OG0006293	sp|Q9BX68|HINT2_HUMAN	tr|A0A8C5K3T9|A0A8C5K3T9_JACJA
OG0006294	sp|Q9BYH1|SE6L1_HUMAN	tr|A0A8C5P088|A0A8C5P088_JACJA
OG0006295	sp|Q9C0B2|CFA74_HUMAN	tr|A0A8C5L818|A0A8C5L818_JACJA
OG0006296	sp|Q9H0I3|CC113_HUMAN	tr|A0A8C5L1U4|A0A8C5L1U4_JACJA
OG0006297	sp|Q9H425|CA198_HUMAN	tr|A0A8C5KLX6|A0A8C5KLX6_JACJA
OG0006298	sp|Q9HAB8|PPCS_HUMAN	tr|A0A8C5K6T8|A0A8C5K6T8_JACJA
OG0006299	sp|Q9NPB6|PAR6A_HUMAN	tr|A0A8C5L570|A0A8C5L570_JACJA
OG0006300	sp|Q9NVV4|PAPD1_HUMAN	tr|A0A8C5LHR9|A0A8C5LHR9_JACJA
OG0006301	sp|Q9NXE8|CWC25_HUMAN	tr|A0A8C5K2P5|A0A8C5K2P5_JACJA
OG0006302	sp|Q9NYG5|APC11_HUMAN	tr|A0A8C5NXY0|A0A8C5NXY0_JACJA
OG0006303	sp|Q9ULL1|PKHG1_HUMAN	tr|A0A8C5P5V4|A0A8C5P5V4_JACJA
OG0006304	sp|Q9UNX9|KCJ14_HUMAN	tr|A0A8C5K3V2|A0A8C5K3V2_JACJA
OG0006305	sp|A6NDG6|PGP_HUMAN	tr|A0A8C5KZ12|A0A8C5KZ12_JACJA
OG0006306	sp|O14569|C56D2_HUMAN	tr|A0A8C5L9T0|A0A8C5L9T0_JACJA
OG0006307	sp|O94933|SLIK3_HUMAN	tr|A0A8C5KHY0|A0A8C5KHY0_JACJA
OG0006308	sp|P11117|PPAL_HUMAN	tr|A0A8C5L141|A0A8C5L141_JACJA
OG0006309	sp|P19237|TNNI1_HUMAN	tr|A0A8C5KBJ7|A0A8C5KBJ7_JACJA
OG0006310	sp|P20309|ACM3_HUMAN	tr|A0A8C5NUU9|A0A8C5NUU9_JACJA
OG0006311	sp|P21554|CNR1_HUMAN	tr|A0A8C5KD85|A0A8C5KD85_JACJA
OG0006312	sp|P26678|PPLA_HUMAN	tr|A0A8C5JZZ7|A0A8C5JZZ7_JACJA
OG0006313	sp|P27544|CERS1_HUMAN	tr|A0A8C5KNX1|A0A8C5KNX1_JACJA
OG0006314	sp|P34741|SDC2_HUMAN	tr|A0A8C5L1P0|A0A8C5L1P0_JACJA
OG0006315	sp|P57087|JAM2_HUMAN	tr|A0A8C5KQ47|A0A8C5KQ47_JACJA
OG0006316	sp|P78540|ARGI2_HUMAN	tr|A0A8C5KXY3|A0A8C5KXY3_JACJA
OG0006317	sp|P78560|CRADD_HUMAN	tr|A0A8C5L0D8|A0A8C5L0D8_JACJA
OG0006318	sp|Q13541|4EBP1_HUMAN	tr|A0A8C5KCR9|A0A8C5KCR9_JACJA
OG0006319	sp|Q16236|NF2L2_HUMAN	tr|A0A8C5L726|A0A8C5L726_JACJA
OG0006320	sp|Q4VC31|MIX23_HUMAN	tr|A0A8C5K147|A0A8C5K147_JACJA
OG0006321	sp|Q58DX5|NADL2_HUMAN	tr|A0A8C5JYL3|A0A8C5JYL3_JACJA
OG0006322	sp|Q5DID0|UROL1_HUMAN	tr|A0A8C5NXY4|A0A8C5NXY4_JACJA
OG0006323	sp|Q6IQ21|ZN770_HUMAN	tr|A0A8C5L0X0|A0A8C5L0X0_JACJA
OG0006324	sp|Q70IA8|MOB3C_HUMAN	tr|A0A8C5K592|A0A8C5K592_JACJA
OG0006325	sp|Q7Z7L9|ZSCA2_HUMAN	tr|A0A8C5LGN5|A0A8C5LGN5_JACJA
OG0006326	sp|Q8N143|BCL6B_HUMAN	tr|A0A8C5LIA1|A0A8C5LIA1_JACJA
OG0006327	sp|Q8N1A6|CD033_HUMAN	tr|A0A8C5NYQ9|A0A8C5NYQ9_JACJA
OG0006328	sp|Q8N1E6|FXL14_HUMAN	tr|A0A8C5LA42|A0A8C5LA42_JACJA
OG0006329	sp|Q8N443|RIBC1_HUMAN	tr|A0A8C5KJW1|A0A8C5KJW1_JACJA
OG0006330	sp|Q8N5S1|S2541_HUMAN	tr|A0A8C5K7Q6|A0A8C5K7Q6_JACJA
OG0006331	sp|Q8N699|MYCT1_HUMAN	tr|A0A8C5LG66|A0A8C5LG66_JACJA
OG0006332	sp|Q8NEV9|IL27A_HUMAN	tr|A0A8C5NW68|A0A8C5NW68_JACJA
OG0006333	sp|Q8TB61|S35B2_HUMAN	tr|A0A8C5L4C6|A0A8C5L4C6_JACJA
OG0006334	sp|Q8TEA7|TBCK_HUMAN	tr|A0A8C5KJH8|A0A8C5KJH8_JACJA
OG0006335	sp|Q8WVV4|POF1B_HUMAN	tr|A0A8C5K8B3|A0A8C5K8B3_JACJA
OG0006336	sp|Q8WWF5|ZNRF4_HUMAN	tr|A0A8C5KSA6|A0A8C5KSA6_JACJA
OG0006337	sp|Q8WXD5|GEMI6_HUMAN	tr|A0A8C5LBJ5|A0A8C5LBJ5_JACJA
OG0006338	sp|Q92585|MAML1_HUMAN	tr|A0A8C5P5E2|A0A8C5P5E2_JACJA
OG0006339	sp|Q92750|TAF4B_HUMAN	tr|A0A8C5LBG2|A0A8C5LBG2_JACJA
OG0006340	sp|Q969F0|FATE1_HUMAN	tr|A0A8C5KK54|A0A8C5KK54_JACJA
OG0006341	sp|Q96CD0|FBXL8_HUMAN	tr|A0A8C5L6U0|A0A8C5L6U0_JACJA
OG0006342	sp|Q96PZ0|PUS7_HUMAN	tr|A0A8C5L4J5|A0A8C5L4J5_JACJA
OG0006343	sp|Q96S38|KS6C1_HUMAN	tr|A0A8C5KK26|A0A8C5KK26_JACJA
OG0006344	sp|Q9BRP7|FDXA1_HUMAN	tr|A0A8C5KBR7|A0A8C5KBR7_JACJA
OG0006345	sp|Q9BZV3|IMPG2_HUMAN	tr|A0A8C5L662|A0A8C5L662_JACJA
OG0006346	sp|Q9H0E3|SP130_HUMAN	tr|A0A8C5KVF5|A0A8C5KVF5_JACJA
OG0006347	sp|Q9H1K0|RBNS5_HUMAN	tr|A0A8C5LNX8|A0A8C5LNX8_JACJA
OG0006348	sp|Q9H6Y5|MAGIX_HUMAN	tr|A0A8C5KEP6|A0A8C5KEP6_JACJA
OG0006349	sp|Q9HBX8|LGR6_HUMAN	tr|A0A8C5LDI5|A0A8C5LDI5_JACJA
OG0006350	sp|Q9NQX7|ITM2C_HUMAN	tr|A0A8C5NZ04|A0A8C5NZ04_JACJA
OG0006351	sp|Q9NTG7|SIR3_HUMAN	tr|A0A8C5L8Z9|A0A8C5L8Z9_JACJA
OG0006352	sp|Q9NVU0|RPC5_HUMAN	tr|A0A8C5NYR0|A0A8C5NYR0_JACJA
OG0006353	sp|Q9UHC1|MLH3_HUMAN	tr|A0A8C5KYI0|A0A8C5KYI0_JACJA
OG0006354	sp|Q9Y2W6|TDRKH_HUMAN	tr|A0A8C5NUE7|A0A8C5NUE7_JACJA
OG0006355	sp|Q9Y3P4|RHBD3_HUMAN	tr|A0A8C5L972|A0A8C5L972_JACJA
OG0006356	sp|Q9Y4C4|MFHA1_HUMAN	tr|A0A8C5KPZ8|A0A8C5KPZ8_JACJA
OG0006357	sp|A2AJT9|BCLA3_HUMAN	tr|A0A8C5K4G0|A0A8C5K4G0_JACJA
OG0006358	sp|A8MYP8|ODF3B_HUMAN	tr|A0A8C5K2I7|A0A8C5K2I7_JACJA
OG0006359	sp|O00258|GET1_HUMAN	tr|A0A8C5KMZ9|A0A8C5KMZ9_JACJA
OG0006360	sp|O14492|SH2B2_HUMAN	tr|A0A8C5KHW6|A0A8C5KHW6_JACJA
OG0006361	sp|O15440|MRP5_HUMAN	tr|A0A8C5KVZ1|A0A8C5KVZ1_JACJA
OG0006362	sp|O43497|CAC1G_HUMAN	tr|A0A8C5K6I1|A0A8C5K6I1_JACJA
OG0006363	sp|O75151|PHF2_HUMAN	tr|A0A8C5L220|A0A8C5L220_JACJA
OG0006364	sp|O75493|CAH11_HUMAN	tr|A0A8C5LC22|A0A8C5LC22_JACJA
OG0006365	sp|O95372|LYPA2_HUMAN	tr|A0A8C5K244|A0A8C5K244_JACJA
OG0006366	sp|O95907|MOT3_HUMAN	tr|A0A8C5K388|A0A8C5K388_JACJA
OG0006367	sp|P01584|IL1B_HUMAN	tr|A0A8C5K297|A0A8C5K297_JACJA
OG0006368	sp|P07108|ACBP_HUMAN	tr|A0A8C5P008|A0A8C5P008_JACJA
OG0006369	sp|P09936|UCHL1_HUMAN	tr|A0A8C5P1Y5|A0A8C5P1Y5_JACJA
OG0006370	sp|P21815|SIAL_HUMAN	tr|A0A8C5JYJ1|A0A8C5JYJ1_JACJA
OG0006371	sp|P48357|LEPR_HUMAN	tr|A0A8C5JX47|A0A8C5JX47_JACJA
OG0006372	sp|P48549|KCNJ3_HUMAN	tr|A0A8C5K0X0|A0A8C5K0X0_JACJA
OG0006373	sp|P50549|ETV1_HUMAN	tr|A0A8C5P1T3|A0A8C5P1T3_JACJA
OG0006374	sp|P82914|RT15_HUMAN	tr|A0A8C5LDU3|A0A8C5LDU3_JACJA
OG0006375	sp|Q01638|ILRL1_HUMAN	tr|A0A8C5KAV1|A0A8C5KAV1_JACJA
OG0006376	sp|Q0GE19|NTCP7_HUMAN	tr|A0A8C5LBP8|A0A8C5LBP8_JACJA
OG0006377	sp|Q15126|PMVK_HUMAN	tr|A0A8C5KKW0|A0A8C5KKW0_JACJA
OG0006378	sp|Q15645|PCH2_HUMAN	tr|A0A8C5KR21|A0A8C5KR21_JACJA
OG0006379	sp|Q16620|NTRK2_HUMAN	tr|A0A8C5LD70|A0A8C5LD70_JACJA
OG0006380	sp|Q4VC12|MSS51_HUMAN	tr|A0A8C5NY29|A0A8C5NY29_JACJA
OG0006381	sp|Q5SWA1|PR15B_HUMAN	tr|A0A8C5KGD3|A0A8C5KGD3_JACJA
OG0006382	sp|Q5T1M5|FKB15_HUMAN	tr|A0A8C5P5L9|A0A8C5P5L9_JACJA
OG0006383	sp|Q6NXE6|ARMC6_HUMAN	tr|A0A8C5KGZ5|A0A8C5KGZ5_JACJA
OG0006384	sp|Q7Z3B3|KANL1_HUMAN	tr|A0A8C5KY15|A0A8C5KY15_JACJA
OG0006385	sp|Q86TL2|STIMA_HUMAN	tr|A0A8C5KH49|A0A8C5KH49_JACJA
OG0006386	sp|Q86TS9|RM52_HUMAN	tr|A0A8C5KH96|A0A8C5KH96_JACJA
OG0006387	sp|Q86Y56|DAAF5_HUMAN	tr|A0A8C5K9W3|A0A8C5K9W3_JACJA
OG0006388	sp|Q8IUM7|NPAS4_HUMAN	tr|A0A8C5L944|A0A8C5L944_JACJA
OG0006389	sp|Q8IYX8|CE57L_HUMAN	tr|A0A8C5LBM3|A0A8C5LBM3_JACJA
OG0006390	sp|Q8IZ41|RASEF_HUMAN	tr|A0A8C5LIH1|A0A8C5LIH1_JACJA
OG0006391	sp|Q8N2M4|TM86A_HUMAN	tr|A0A8C5L6Q8|A0A8C5L6Q8_JACJA
OG0006392	sp|Q8N4Q0|PTGR3_HUMAN	tr|A0A8C5KGI1|A0A8C5KGI1_JACJA
OG0006393	sp|Q8NG66|NEK11_HUMAN	tr|A0A8C5L2U6|A0A8C5L2U6_JACJA
OG0006394	sp|Q8TCU4|ALMS1_HUMAN	tr|A0A8C5KUJ9|A0A8C5KUJ9_JACJA
OG0006395	sp|Q8TE49|OTU7A_HUMAN	tr|A0A8C5K423|A0A8C5K423_JACJA
OG0006396	sp|Q92839|HYAS1_HUMAN	tr|A0A8C5JY14|A0A8C5JY14_JACJA
OG0006397	sp|Q96AV8|E2F7_HUMAN	tr|A0A8C5K7C3|A0A8C5K7C3_JACJA
OG0006398	sp|Q96FZ2|HMCES_HUMAN	tr|A0A8C5KHK7|A0A8C5KHK7_JACJA
OG0006399	sp|Q96HH6|TMM19_HUMAN	tr|A0A8C5K7N1|A0A8C5K7N1_JACJA
OG0006400	sp|Q96JB6|LOXL4_HUMAN	tr|A0A8C5KJ33|A0A8C5KJ33_JACJA
OG0006401	sp|Q96JH8|RADIL_HUMAN	tr|A0A8C5KWF9|A0A8C5KWF9_JACJA
OG0006402	sp|Q96LR7|CB050_HUMAN	tr|A0A8C5K013|A0A8C5K013_JACJA
OG0006403	sp|Q96PN7|TREF1_HUMAN	tr|A0A8C5KXV8|A0A8C5KXV8_JACJA
OG0006404	sp|Q96SF7|TBX15_HUMAN	tr|A0A8C5KJ79|A0A8C5KJ79_JACJA
OG0006405	sp|Q9BTL4|IER2_HUMAN	tr|A0A8C5KSC6|A0A8C5KSC6_JACJA
OG0006406	sp|Q9BX40|LS14B_HUMAN	tr|A0A8C5KDS8|A0A8C5KDS8_JACJA
OG0006407	sp|Q9BXA5|SUCR1_HUMAN	tr|A0A8C5NWB5|A0A8C5NWB5_JACJA
OG0006408	sp|Q9BXT2|CCG6_HUMAN	tr|A0A8C5L6F3|A0A8C5L6F3_JACJA
OG0006409	sp|Q9H2V7|SPNS1_HUMAN	tr|A0A8C5LK40|A0A8C5LK40_JACJA
OG0006410	sp|Q9H756|LRC19_HUMAN	tr|A0A8C5P4J4|A0A8C5P4J4_JACJA
OG0006411	sp|Q9P278|FNIP2_HUMAN	tr|A0A8C5LGL8|A0A8C5LGL8_JACJA
OG0006412	sp|Q9UI10|EI2BD_HUMAN	tr|A0A8C5P0M9|A0A8C5P0M9_JACJA
OG0006413	sp|Q9UI95|MD2L2_HUMAN	tr|A0A8C5NXP5|A0A8C5NXP5_JACJA
OG0006414	sp|Q9UJX4|APC5_HUMAN	tr|A0A8C5KQU7|A0A8C5KQU7_JACJA
OG0006415	sp|A5PLL7|PDES1_HUMAN	tr|A0A8C5JZV1|A0A8C5JZV1_JACJA
OG0006416	sp|O00232|PSD12_HUMAN	tr|A0A8C5KX30|A0A8C5KX30_JACJA
OG0006417	sp|O00628|PEX7_HUMAN	tr|A0A8C5KNL9|A0A8C5KNL9_JACJA
OG0006418	sp|O14548|COX7R_HUMAN	tr|A0A8C5KQS0|A0A8C5KQS0_JACJA
OG0006419	sp|O14981|BTAF1_HUMAN	tr|A0A8C5KTY3|A0A8C5KTY3_JACJA
OG0006420	sp|O43156|TTI1_HUMAN	tr|A0A8C5KGS4|A0A8C5KGS4_JACJA
OG0006421	sp|O43439|MTG8R_HUMAN	tr|A0A8C5KFN4|A0A8C5KFN4_JACJA
OG0006422	sp|O75541|ZN821_HUMAN	tr|A0A8C5P1B3|A0A8C5P1B3_JACJA
OG0006423	sp|O75631|UPK3A_HUMAN	tr|A0A8C5L0X6|A0A8C5L0X6_JACJA
OG0006424	sp|O75665|OFD1_HUMAN	tr|A0A8C5K501|A0A8C5K501_JACJA
OG0006425	sp|O94759|TRPM2_HUMAN	tr|A0A8C5LER0|A0A8C5LER0_JACJA
OG0006426	sp|O95377|CXB5_HUMAN	tr|A0A8C5K7G5|A0A8C5K7G5_JACJA
OG0006427	sp|O95460|MATN4_HUMAN	tr|A0A8C5KF23|A0A8C5KF23_JACJA
OG0006428	sp|P05452|TETN_HUMAN	tr|A0A8C5KRF9|A0A8C5KRF9_JACJA
OG0006429	sp|P05783|K1C18_HUMAN	tr|A0A8C5K0B8|A0A8C5K0B8_JACJA
OG0006430	sp|P10646|TFPI1_HUMAN	tr|A0A8C5LLJ8|A0A8C5LLJ8_JACJA
OG0006431	sp|P26368|U2AF2_HUMAN	tr|A0A8C5L010|A0A8C5L010_JACJA
OG0006432	sp|P28358|HXD10_HUMAN	tr|A0A8C5NXF8|A0A8C5NXF8_JACJA
OG0006433	sp|P36915|GNL1_HUMAN	tr|A0A8C5KDB4|A0A8C5KDB4_JACJA
OG0006434	sp|P42166|LAP2A_HUMAN	tr|A0A8C5P1K9|A0A8C5P1K9_JACJA
OG0006435	sp|P51957|NEK4_HUMAN	tr|A0A8C5KFQ1|A0A8C5KFQ1_JACJA
OG0006436	sp|P62877|RBX1_HUMAN	tr|A0A8C5P3M8|A0A8C5P3M8_JACJA
OG0006437	sp|Q14392|LRC32_HUMAN	tr|A0A8C5JW90|A0A8C5JW90_JACJA
OG0006438	sp|Q14974|IMB1_HUMAN	tr|A0A8C5KDM7|A0A8C5KDM7_JACJA
OG0006439	sp|Q15029|U5S1_HUMAN	tr|A0A8C5KX87|A0A8C5KX87_JACJA
OG0006440	sp|Q569H4|LARGN_HUMAN	tr|A0A8C5KS31|A0A8C5KS31_JACJA
OG0006442	sp|Q5T7B8|KIF24_HUMAN	tr|A0A8C5KGH9|A0A8C5KGH9_JACJA
OG0006443	sp|Q5VTR2|BRE1A_HUMAN	tr|A0A8C5P497|A0A8C5P497_JACJA
OG0006444	sp|Q6P4R8|NFRKB_HUMAN	tr|A0A8C5L5A3|A0A8C5L5A3_JACJA
OG0006445	sp|Q7L2H7|EIF3M_HUMAN	tr|A0A8C5KCI8|A0A8C5KCI8_JACJA
OG0006446	sp|Q8IVE3|PKHH2_HUMAN	tr|A0A8C5KN83|A0A8C5KN83_JACJA
OG0006447	sp|Q8N0Y2|ZN444_HUMAN	tr|A0A8C5NVD8|A0A8C5NVD8_JACJA
OG0006448	sp|Q8N4T4|ARG39_HUMAN	tr|A0A8C5KAZ6|A0A8C5KAZ6_JACJA
OG0006449	sp|Q8NC24|RELL2_HUMAN	tr|A0A8C5JTI6|A0A8C5JTI6_JACJA
OG0006450	sp|Q8TD17|ZN398_HUMAN	tr|A0A8C5KNC8|A0A8C5KNC8_JACJA
OG0006451	sp|Q8WXF8|DEDD2_HUMAN	tr|A0A8C5LHJ8|A0A8C5LHJ8_JACJA
OG0006452	sp|Q92502|STAR8_HUMAN	tr|A0A8C5KRH3|A0A8C5KRH3_JACJA
OG0006453	sp|Q96B23|CR025_HUMAN	tr|A0A8C5KSG2|A0A8C5KSG2_JACJA
OG0006454	sp|Q96EY5|MB12A_HUMAN	tr|A0A8C5L693|A0A8C5L693_JACJA
OG0006455	sp|Q96GI7|FA89A_HUMAN	tr|A0A8C5NZY9|A0A8C5NZY9_JACJA
OG0006456	sp|Q96T60|PNKP_HUMAN	tr|A0A8C5NX94|A0A8C5NX94_JACJA
OG0006457	sp|Q99459|CDC5L_HUMAN	tr|A0A8C5KCC4|A0A8C5KCC4_JACJA
OG0006458	sp|Q99814|EPAS1_HUMAN	tr|A0A8C5LID9|A0A8C5LID9_JACJA
OG0006459	sp|Q9BZC7|ABCA2_HUMAN	tr|A0A8C5KPX8|A0A8C5KPX8_JACJA
OG0006460	sp|Q9H246|CA021_HUMAN	tr|A0A8C5KJE1|A0A8C5KJE1_JACJA
OG0006461	sp|Q9H3J6|MTRFR_HUMAN	tr|A0A8C5LFV3|A0A8C5LFV3_JACJA
OG0006462	sp|Q9NVL8|CC198_HUMAN	tr|A0A8C5K5W3|A0A8C5K5W3_JACJA
OG0006463	sp|Q9NZ20|PA2G3_HUMAN	tr|A0A8C5L6N0|A0A8C5L6N0_JACJA
OG0006464	sp|Q9P2F6|RHG20_HUMAN	tr|A0A8C5JWN0|A0A8C5JWN0_JACJA
OG0006465	sp|Q9UPQ4|TRI35_HUMAN	tr|A0A8C5KB46|A0A8C5KB46_JACJA
OG0006466	sp|Q9UPT6|JIP3_HUMAN	tr|A0A8C5NXL5|A0A8C5NXL5_JACJA
OG0006468	sp|A0A1B0GVS7|MDFI2_HUMAN	tr|A0A8C5NYG7|A0A8C5NYG7_JACJA
OG0006469	sp|A6NK59|ASB14_HUMAN	tr|A0A8C5JW22|A0A8C5JW22_JACJA
OG0006470	sp|A8MQ03|CRTP1_HUMAN	tr|A0A8C5JWH4|A0A8C5JWH4_JACJA
OG0006471	sp|C9JLR9|ZFTA_HUMAN	tr|A0A8C5L7A6|A0A8C5L7A6_JACJA
OG0006472	sp|O15063|GRRE1_HUMAN	tr|A0A8C5NUQ8|A0A8C5NUQ8_JACJA
OG0006473	sp|O43150|ASAP2_HUMAN	tr|A0A8C5JY27|A0A8C5JY27_JACJA
OG0006474	sp|O43280|TREA_HUMAN	tr|A0A8C5LBY9|A0A8C5LBY9_JACJA
OG0006475	sp|O60613|SEP15_HUMAN	tr|A0A8C5K3Y0|A0A8C5K3Y0_JACJA
OG0006476	sp|O75325|LRRN2_HUMAN	tr|A0A8C5L926|A0A8C5L926_JACJA
OG0006477	sp|O76038|SEGN_HUMAN	tr|A0A8C5NZC8|A0A8C5NZC8_JACJA
OG0006478	sp|O94782|UBP1_HUMAN	tr|A0A8C5KW70|A0A8C5KW70_JACJA
OG0006479	sp|P07202|PERT_HUMAN	tr|A0A8C5L5L7|A0A8C5L5L7_JACJA
OG0006480	sp|P12034|FGF5_HUMAN	tr|A0A8C5KPF1|A0A8C5KPF1_JACJA
OG0006481	sp|P12755|SKI_HUMAN	tr|A0A8C5L950|A0A8C5L950_JACJA
OG0006482	sp|P36508|ZNF76_HUMAN	tr|A0A8C5K3Q7|A0A8C5K3Q7_JACJA
OG0006483	sp|P49238|CX3C1_HUMAN	tr|A0A8C5JW13|A0A8C5JW13_JACJA
OG0006484	sp|P52803|EFNA5_HUMAN	tr|A0A8C5P4W0|A0A8C5P4W0_JACJA
OG0006485	sp|P55259|GP2_HUMAN	tr|A0A8C5KNK6|A0A8C5KNK6_JACJA
OG0006486	sp|Q01780|EXOSX_HUMAN	tr|A0A8C5KH61|A0A8C5KH61_JACJA
OG0006487	sp|Q13370|PDE3B_HUMAN	tr|A0A8C5K3Q5|A0A8C5K3Q5_JACJA
OG0006488	sp|Q15034|HERC3_HUMAN	tr|A0A8C5KTS3|A0A8C5KTS3_JACJA
OG0006489	sp|Q15417|CNN3_HUMAN	tr|A0A8C5KAG5|A0A8C5KAG5_JACJA
OG0006490	sp|Q15654|TRIP6_HUMAN	tr|A0A8C5LJW5|A0A8C5LJW5_JACJA
OG0006491	sp|Q2M2W7|CQ058_HUMAN	tr|A0A8C5P5F8|A0A8C5P5F8_JACJA
OG0006492	sp|Q5H9F3|BCORL_HUMAN	tr|A0A8C5KRY4|A0A8C5KRY4_JACJA
OG0006493	sp|Q5KU26|COL12_HUMAN	tr|A0A8C5NZC4|A0A8C5NZC4_JACJA
OG0006494	sp|Q5TGS1|HES3_HUMAN	tr|A0A8C5KTL7|A0A8C5KTL7_JACJA
OG0006495	sp|Q66K74|MAP1S_HUMAN	tr|A0A8C5LN84|A0A8C5LN84_JACJA
OG0006496	sp|Q6DN14|MCTP1_HUMAN	tr|A0A8C5K682|A0A8C5K682_JACJA
OG0006497	sp|Q6NUQ4|TM214_HUMAN	tr|A0A8C5KUE7|A0A8C5KUE7_JACJA
OG0006498	sp|Q6T4P5|PLPR3_HUMAN	tr|A0A8C5KJA0|A0A8C5KJA0_JACJA
OG0006499	sp|Q6UW78|UQCC3_HUMAN	tr|A0A8C5LEN3|A0A8C5LEN3_JACJA
OG0006500	sp|Q6UWP8|SBSN_HUMAN	tr|A0A8C5KX68|A0A8C5KX68_JACJA
OG0006501	sp|Q6W5P4|NPSR1_HUMAN	tr|A0A8C5P0E6|A0A8C5P0E6_JACJA
OG0006502	sp|Q6XYQ8|SYT10_HUMAN	tr|A0A8C5L2Y1|A0A8C5L2Y1_JACJA
OG0006503	sp|Q6ZQR2|CFA77_HUMAN	tr|A0A8C5KFT2|A0A8C5KFT2_JACJA
OG0006504	sp|Q86V85|GP180_HUMAN	tr|A0A8C5P314|A0A8C5P314_JACJA
OG0006505	sp|Q8IV48|ERI1_HUMAN	tr|A0A8C5KNV1|A0A8C5KNV1_JACJA
OG0006506	sp|Q8N187|CARTF_HUMAN	tr|A0A8C5KI83|A0A8C5KI83_JACJA
OG0006507	sp|Q8N4W6|DJC22_HUMAN	tr|A0A8C5P0P9|A0A8C5P0P9_JACJA
OG0006508	sp|Q8NG04|S2610_HUMAN	tr|A0A8C5JVL3|A0A8C5JVL3_JACJA
OG0006509	sp|Q8TAV3|CP2W1_HUMAN	tr|A0A8C5LFS7|A0A8C5LFS7_JACJA
OG0006510	sp|Q92783|STAM1_HUMAN	tr|A0A8C5P263|A0A8C5P263_JACJA
OG0006511	sp|Q969W1|ZDH16_HUMAN	tr|A0A8C5KBH5|A0A8C5KBH5_JACJA
OG0006512	sp|Q969Y0|NXPE3_HUMAN	tr|A0A8C5L184|A0A8C5L184_JACJA
OG0006513	sp|Q96CX2|KCD12_HUMAN	tr|A0A8C5JZH9|A0A8C5JZH9_JACJA
OG0006514	sp|Q96FV2|SCRN2_HUMAN	tr|A0A8C5LKF1|A0A8C5LKF1_JACJA
OG0006515	sp|Q96JB2|COG3_HUMAN	tr|A0A8C5P230|A0A8C5P230_JACJA
OG0006516	sp|Q96PL2|TECTB_HUMAN	tr|A0A8C5JTY0|A0A8C5JTY0_JACJA
OG0006517	sp|Q96QU1|PCD15_HUMAN	tr|A0A8C5LF44|A0A8C5LF44_JACJA
OG0006518	sp|Q96SN8|CK5P2_HUMAN	tr|A0A8C5JY39|A0A8C5JY39_JACJA
OG0006519	sp|Q99816|TS101_HUMAN	tr|A0A8C5P0P7|A0A8C5P0P7_JACJA
OG0006520	sp|Q9BQ90|KLDC3_HUMAN	tr|A0A8C5P4Y5|A0A8C5P4Y5_JACJA
OG0006521	sp|Q9BS91|S35A5_HUMAN	tr|A0A8C5KHM8|A0A8C5KHM8_JACJA
OG0006522	sp|Q9BW66|CINP_HUMAN	tr|A0A8C5L9V0|A0A8C5L9V0_JACJA
OG0006523	sp|Q9BWL3|CA043_HUMAN	tr|A0A8C5K268|A0A8C5K268_JACJA
OG0006524	sp|Q9H2G9|GO45_HUMAN	tr|A0A8C5KHR5|A0A8C5KHR5_JACJA
OG0006525	sp|Q9NNW7|TRXR2_HUMAN	tr|A0A8C5L6U3|A0A8C5L6U3_JACJA
OG0006526	sp|Q9NVA4|T184C_HUMAN	tr|A0A8C5KUH8|A0A8C5KUH8_JACJA
OG0006527	sp|Q9NYB5|SO1C1_HUMAN	tr|A0A8C5KSG9|A0A8C5KSG9_JACJA
OG0006528	sp|Q9UHJ6|SHPK_HUMAN	tr|A0A8C5KDT5|A0A8C5KDT5_JACJA
OG0006529	sp|Q9ULE0|WWC3_HUMAN	tr|A0A8C5P5J4|A0A8C5P5J4_JACJA
OG0006530	sp|Q9Y468|LMBL1_HUMAN	tr|A0A8C5P3R4|A0A8C5P3R4_JACJA
OG0006531	sp|Q9Y6M1|IF2B2_HUMAN	tr|A0A8C5KRS8|A0A8C5KRS8_JACJA
OG0006532	sp|A2RU14|TM218_HUMAN	tr|A0A8C5KXS3|A0A8C5KXS3_JACJA
OG0006533	sp|O60687|SRPX2_HUMAN	tr|A0A8C5K611|A0A8C5K611_JACJA
OG0006534	sp|P09960|LKHA4_HUMAN	tr|A0A8C5KEI4|A0A8C5KEI4_JACJA
