Orthogroup	Homo_sapiens	Otolemur_garnettii
OG0005721	sp|Q96ES6|MFSD3_HUMAN	tr|H0X867|H0X867_OTOGA
OG0005722	sp|Q96KP1|EXOC2_HUMAN	tr|H0XBI2|H0XBI2_OTOGA
OG0005723	sp|Q96MR6|CFA57_HUMAN	tr|H0Y248|H0Y248_OTOGA
OG0005724	sp|Q96RN5|MED15_HUMAN	tr|H0WX18|H0WX18_OTOGA
OG0005725	sp|Q9BRY0|S39A3_HUMAN	tr|H0XQL6|H0XQL6_OTOGA
OG0005726	sp|Q9BT40|INP5K_HUMAN	tr|H0WTM5|H0WTM5_OTOGA
OG0005727	sp|Q9BX26|SYCP2_HUMAN	tr|H0WQI5|H0WQI5_OTOGA
OG0005728	sp|Q9BXB1|LGR4_HUMAN	tr|H0X905|H0X905_OTOGA
OG0005729	sp|Q9H063|MAF1_HUMAN	tr|H0WW91|H0WW91_OTOGA
OG0005730	sp|Q9H079|KTBL1_HUMAN	tr|H0XDP9|H0XDP9_OTOGA
OG0005731	sp|Q9H4I2|ZHX3_HUMAN	tr|H0X8Y1|H0X8Y1_OTOGA
OG0005732	sp|Q9H4K7|MTG2_HUMAN	tr|H0WHI6|H0WHI6_OTOGA
OG0005733	sp|Q9H772|GREM2_HUMAN	tr|H0Y0D8|H0Y0D8_OTOGA
OG0005734	sp|Q9NPD8|UBE2T_HUMAN	tr|H0XUT4|H0XUT4_OTOGA
OG0005735	sp|Q9NSD9|SYFB_HUMAN	tr|H0X203|H0X203_OTOGA
OG0005736	sp|Q9NWS6|F118A_HUMAN	tr|H0WKH7|H0WKH7_OTOGA
OG0005737	sp|Q9NY33|DPP3_HUMAN	tr|H0X2R2|H0X2R2_OTOGA
OG0005738	sp|Q9NYY8|FAKD2_HUMAN	tr|H0XGL4|H0XGL4_OTOGA
OG0005739	sp|Q9UHR6|ZNHI2_HUMAN	tr|H0XN17|H0XN17_OTOGA
OG0005740	sp|Q9UKP6|UR2R_HUMAN	tr|H0XJ80|H0XJ80_OTOGA
OG0005741	sp|Q9UKR8|TSN16_HUMAN	tr|H0X9Z6|H0X9Z6_OTOGA
OG0005742	sp|Q9ULH0|KDIS_HUMAN	tr|H0X785|H0X785_OTOGA
OG0005743	sp|Q9UPW0|FOXJ3_HUMAN	tr|H0WY14|H0WY14_OTOGA
OG0005744	sp|Q9Y4X4|KLF12_HUMAN	tr|H0X9I8|H0X9I8_OTOGA
OG0005745	sp|W5XKT8|SACA6_HUMAN	tr|H0XK74|H0XK74_OTOGA
OG0005746	sp|A4D1B5|GSAP_HUMAN	tr|H0X2Z3|H0X2Z3_OTOGA
OG0005748	sp|O00445|SYT5_HUMAN	tr|H0WKX0|H0WKX0_OTOGA
OG0005749	sp|O15027|SC16A_HUMAN	tr|H0XE82|H0XE82_OTOGA
OG0005750	sp|O43448|KCAB3_HUMAN	tr|H0WXJ4|H0WXJ4_OTOGA
OG0005751	sp|P00167|CYB5_HUMAN	tr|H0WFM6|H0WFM6_OTOGA
OG0005752	sp|P01588|EPO_HUMAN	tr|H0Y1U0|H0Y1U0_OTOGA
OG0005753	sp|P10619|PPGB_HUMAN	tr|H0WR38|H0WR38_OTOGA
OG0005754	sp|P10767|FGF6_HUMAN	tr|H0WRK0|H0WRK0_OTOGA
OG0005755	sp|P13994|YJU2B_HUMAN	tr|H0WHV9|H0WHV9_OTOGA
OG0005756	sp|P14416|DRD2_HUMAN	tr|H0WU50|H0WU50_OTOGA
OG0005757	sp|P20393|NR1D1_HUMAN	tr|H0WSU3|H0WSU3_OTOGA
OG0005758	sp|P60673|PROF3_HUMAN	tr|H0WH43|H0WH43_OTOGA
OG0005759	sp|P61968|LMO4_HUMAN	tr|H0WKF1|H0WKF1_OTOGA
OG0005760	sp|Q02809|PLOD1_HUMAN	tr|H0WRV9|H0WRV9_OTOGA
OG0005761	sp|Q05209|PTN12_HUMAN	tr|H0XVP9|H0XVP9_OTOGA
OG0005762	sp|Q05215|EGR4_HUMAN	tr|H0XX26|H0XX26_OTOGA
OG0005763	sp|Q08397|LOXL1_HUMAN	tr|H0XTK7|H0XTK7_OTOGA
OG0005764	sp|Q15743|OGR1_HUMAN	tr|H0X9Z7|H0X9Z7_OTOGA
OG0005765	sp|Q16531|DDB1_HUMAN	tr|H0XEN8|H0XEN8_OTOGA
OG0005766	sp|Q16644|MAPK3_HUMAN	tr|H0WJN8|H0WJN8_OTOGA
OG0005767	sp|Q4G0F5|VP26B_HUMAN	tr|H0XD41|H0XD41_OTOGA
OG0005768	sp|Q5T8P6|RBM26_HUMAN	tr|H0X017|H0X017_OTOGA
OG0005769	sp|Q5VZQ5|TEX36_HUMAN	tr|H0X3M5|H0X3M5_OTOGA
OG0005770	sp|Q63HM2|PCX4_HUMAN	tr|H0XHP0|H0XHP0_OTOGA
OG0005771	sp|Q7L591|DOK3_HUMAN	tr|H0X451|H0X451_OTOGA
OG0005772	sp|Q7Z333|SETX_HUMAN	tr|H0X900|H0X900_OTOGA
OG0005773	sp|Q7Z3E1|PARPT_HUMAN	tr|H0WMT2|H0WMT2_OTOGA
OG0005774	sp|Q86YN1|DOPP1_HUMAN	tr|B5SNI9|B5SNI9_OTOGA
OG0005775	sp|Q8IVB5|LIX1L_HUMAN	tr|H0Y0Q2|H0Y0Q2_OTOGA
OG0005776	sp|Q8N0S2|SYCE1_HUMAN	tr|H0WYA9|H0WYA9_OTOGA
OG0005777	sp|Q8N8W4|PLPL1_HUMAN	tr|H0XGR5|H0XGR5_OTOGA
OG0005778	sp|Q8N9N5|BANP_HUMAN	tr|H0XSP7|H0XSP7_OTOGA
OG0005779	sp|Q8NCP5|ZBT44_HUMAN	tr|H0XDT7|H0XDT7_OTOGA
OG0005780	sp|Q8NDH2|CC168_HUMAN	tr|H0XZ81|H0XZ81_OTOGA
OG0005781	sp|Q8TAX0|OSR1_HUMAN	tr|H0WM07|H0WM07_OTOGA
OG0005782	sp|Q8TER5|ARH40_HUMAN	tr|H0WFM2|H0WFM2_OTOGA
OG0005783	sp|Q92552|RT27_HUMAN	tr|H0WYD1|H0WYD1_OTOGA
OG0005784	sp|Q969F9|HPS3_HUMAN	tr|H0WY90|H0WY90_OTOGA
OG0005785	sp|Q969H0|FBXW7_HUMAN	tr|H0X5L8|H0X5L8_OTOGA
OG0005786	sp|Q96BI3|APH1A_HUMAN	tr|H0WQS6|H0WQS6_OTOGA
OG0005787	sp|Q96BP2|CHCH1_HUMAN	tr|H0XH27|H0XH27_OTOGA
OG0005788	sp|Q96HA4|CA159_HUMAN	tr|H0XYL1|H0XYL1_OTOGA
OG0005789	sp|Q96RE7|NACC1_HUMAN	tr|H0XR18|H0XR18_OTOGA
OG0005790	sp|Q99527|GPER1_HUMAN	tr|H0X6M6|H0X6M6_OTOGA
OG0005791	sp|Q9BZJ7|GPR62_HUMAN	tr|H0XPI5|H0XPI5_OTOGA
OG0005792	sp|Q9C0K7|STRAB_HUMAN	tr|H0X3C8|H0X3C8_OTOGA
OG0005793	sp|Q9GZP1|NRSN2_HUMAN	tr|H0WGB5|H0WGB5_OTOGA
OG0005794	sp|Q9H0B3|IQCN_HUMAN	tr|H0XT54|H0XT54_OTOGA
OG0005795	sp|Q9H190|SDCB2_HUMAN	tr|H0WL53|H0WL53_OTOGA
OG0005796	sp|Q9H1Y0|ATG5_HUMAN	tr|H0WQP0|H0WQP0_OTOGA
OG0005797	sp|Q9HCI7|MSL2_HUMAN	tr|H0XXE1|H0XXE1_OTOGA
OG0005798	sp|Q9HCS7|SYF1_HUMAN	tr|H0Y2F1|H0Y2F1_OTOGA
OG0005799	sp|Q9NRR6|INP5E_HUMAN	tr|H0XE73|H0XE73_OTOGA
OG0005800	sp|Q9NUL3|STAU2_HUMAN	tr|H0WHW7|H0WHW7_OTOGA
OG0005801	sp|Q9NWA0|MED9_HUMAN	tr|H0WIB1|H0WIB1_OTOGA
OG0005802	sp|Q9NZ42|PEN2_HUMAN	tr|H0WPC1|H0WPC1_OTOGA
OG0005803	sp|Q9UJG1|MSPD1_HUMAN	tr|H0WSQ9|H0WSQ9_OTOGA
OG0005804	sp|Q9Y673|ALG5_HUMAN	tr|H0WLE1|H0WLE1_OTOGA
OG0005805	sp|Q9Y6F1|PARP3_HUMAN	tr|H0X4C1|H0X4C1_OTOGA
OG0005806	sp|A6NFX1|MFS2B_HUMAN	tr|H0WL29|H0WL29_OTOGA
OG0005807	sp|O00623|PEX12_HUMAN	tr|H0WNY5|H0WNY5_OTOGA
OG0005808	sp|O14978|ZN263_HUMAN	tr|H0XE75|H0XE75_OTOGA
OG0005809	sp|O15085|ARHGB_HUMAN	tr|H0WIU1|H0WIU1_OTOGA
OG0005810	sp|O15127|SCAM2_HUMAN	tr|H0WSF0|H0WSF0_OTOGA
OG0005811	sp|O43193|MTLR_HUMAN	tr|H0XJB1|H0XJB1_OTOGA
OG0005812	sp|O43813|LANC1_HUMAN	tr|H0WSG2|H0WSG2_OTOGA
OG0005813	sp|O75970|MPDZ_HUMAN	tr|H0WTI1|H0WTI1_OTOGA
OG0005814	sp|P07098|LIPG_HUMAN	tr|H0WU60|H0WU60_OTOGA
OG0005815	sp|P0DPB6|RPAC2_HUMAN	tr|H0XBJ5|H0XBJ5_OTOGA
OG0005816	sp|P12259|FA5_HUMAN	tr|H0X1W2|H0X1W2_OTOGA
OG0005817	sp|P12645|BMP3_HUMAN	tr|H0X4E8|H0X4E8_OTOGA
OG0005818	sp|P14317|HCLS1_HUMAN	tr|H0WSU6|H0WSU6_OTOGA
OG0005819	sp|P14780|MMP9_HUMAN	tr|H0X4Q6|H0X4Q6_OTOGA
OG0005820	sp|P43235|CATK_HUMAN	tr|H0WQ28|H0WQ28_OTOGA
OG0005821	sp|P48736|PK3CG_HUMAN	tr|H0X8C9|H0X8C9_OTOGA
OG0005822	sp|P52434|RPAB3_HUMAN	tr|H0WIY6|H0WIY6_OTOGA
OG0005823	sp|P56270|MAZ_HUMAN	tr|H0XR66|H0XR66_OTOGA
OG0005824	sp|P56750|CLD17_HUMAN	tr|H0WN64|H0WN64_OTOGA
OG0005825	sp|P59923|ZN445_HUMAN	tr|H0XIS1|H0XIS1_OTOGA
OG0005826	sp|P61011|SRP54_HUMAN	tr|H0X6D3|H0X6D3_OTOGA
OG0005827	sp|Q14432|PDE3A_HUMAN	tr|H0WHB6|H0WHB6_OTOGA
OG0005828	sp|Q15147|PLCB4_HUMAN	tr|H0WVY7|H0WVY7_OTOGA
OG0005829	sp|Q2TAC2|CCD57_HUMAN	tr|H0X168|H0X168_OTOGA
OG0005830	sp|Q4G0J3|LARP7_HUMAN	tr|H0WJ22|H0WJ22_OTOGA
OG0005831	sp|Q4G112|HSF5_HUMAN	tr|H0WQX9|H0WQX9_OTOGA
OG0005832	sp|Q5JWR5|DOP1_HUMAN	tr|H0XIZ3|H0XIZ3_OTOGA
OG0005833	sp|Q5SRE5|NU188_HUMAN	tr|H0WZR3|H0WZR3_OTOGA
OG0005834	sp|Q5SV17|TM240_HUMAN	tr|H0XLP2|H0XLP2_OTOGA
OG0005835	sp|Q5T0W9|FA83B_HUMAN	tr|H0X875|H0X875_OTOGA
OG0005836	sp|Q5TA45|INT11_HUMAN	tr|H0WGG7|H0WGG7_OTOGA
OG0005837	sp|Q5VW32|BROX_HUMAN	tr|H0XEG5|H0XEG5_OTOGA
OG0005838	sp|Q5VWK5|IL23R_HUMAN	tr|H0WUM0|H0WUM0_OTOGA
OG0005839	sp|Q69YQ0|CYTSA_HUMAN	tr|H0XF04|H0XF04_OTOGA
OG0005840	sp|Q6GTS8|P20D1_HUMAN	tr|H0X2S1|H0X2S1_OTOGA
OG0005841	sp|Q6IQ20|NAPEP_HUMAN	tr|H0XEF7|H0XEF7_OTOGA
OG0005842	sp|Q6J4K2|NCLX_HUMAN	tr|H0Y216|H0Y216_OTOGA
OG0005843	sp|Q6P1M9|ARMX5_HUMAN	tr|H0XVL8|H0XVL8_OTOGA
OG0005844	sp|Q6Y288|B3GLT_HUMAN	tr|H0X4B2|H0X4B2_OTOGA
OG0005845	sp|Q7L190|DPPA4_HUMAN	tr|H0Y0Z4|H0Y0Z4_OTOGA
OG0005846	sp|Q7Z419|R144B_HUMAN	tr|H0WWZ3|H0WWZ3_OTOGA
OG0005847	sp|Q7Z602|GP141_HUMAN	tr|H0XVY8|H0XVY8_OTOGA
OG0005848	sp|Q86XR5|PRIMA_HUMAN	tr|H0X0L2|H0X0L2_OTOGA
OG0005849	sp|Q8IZQ8|MYCD_HUMAN	tr|H0WPX4|H0WPX4_OTOGA
OG0005850	sp|Q8N3V7|SYNPO_HUMAN	tr|H0XNS9|H0XNS9_OTOGA
OG0005851	sp|Q8N4V2|SVOP_HUMAN	tr|H0XI58|H0XI58_OTOGA
OG0005852	sp|Q8TAF8|LHPL5_HUMAN	tr|H0X165|H0X165_OTOGA
OG0005853	sp|Q8TC90|CCER1_HUMAN	tr|H0XJJ5|H0XJJ5_OTOGA
OG0005854	sp|Q8WTR2|DUS19_HUMAN	tr|H0X5S7|H0X5S7_OTOGA
OG0005855	sp|Q92625|ANS1A_HUMAN	tr|H0WYN8|H0WYN8_OTOGA
OG0005856	sp|Q96GA7|SDSL_HUMAN	tr|H0XDA2|H0XDA2_OTOGA
OG0005857	sp|Q96IV0|NGLY1_HUMAN	tr|H0WKM6|H0WKM6_OTOGA
OG0005858	sp|Q96IZ7|RSRC1_HUMAN	tr|H0WY56|H0WY56_OTOGA
OG0005859	sp|Q96NT5|PCFT_HUMAN	tr|H0Y0I5|H0Y0I5_OTOGA
OG0005860	sp|Q96QS6|KPSH2_HUMAN	tr|H0XN09|H0XN09_OTOGA
OG0005861	sp|Q9BSH4|TACO1_HUMAN	tr|H0WV23|H0WV23_OTOGA
OG0005862	sp|Q9BVC6|TM109_HUMAN	tr|H0XG28|H0XG28_OTOGA
OG0005863	sp|Q9GZU1|MCLN1_HUMAN	tr|H0XER5|H0XER5_OTOGA
OG0005864	sp|Q9GZU3|TM39B_HUMAN	tr|H0XJK8|H0XJK8_OTOGA
OG0005865	sp|Q9H210|OR2D2_HUMAN	tr|H0WID5|H0WID5_OTOGA
OG0005866	sp|Q9H6K5|PRR36_HUMAN	tr|H0XL85|H0XL85_OTOGA
OG0005867	sp|Q9NY72|SCN3B_HUMAN	tr|H0XBJ7|H0XBJ7_OTOGA
OG0005868	sp|Q9NYL2|M3K20_HUMAN	tr|H0XAF1|H0XAF1_OTOGA
OG0005869	sp|Q9NZW4|DSPP_HUMAN	tr|H0Y0H5|H0Y0H5_OTOGA
OG0005870	sp|Q9P021|CRIPT_HUMAN	tr|H0WXP1|H0WXP1_OTOGA
OG0005871	sp|Q9UID3|VPS51_HUMAN	tr|H0XCC7|H0XCC7_OTOGA
OG0005872	sp|Q9UL33|TPC2L_HUMAN	tr|H0WGE7|H0WGE7_OTOGA
OG0005873	sp|Q9UPR6|ZFR2_HUMAN	tr|H0XGY7|H0XGY7_OTOGA
OG0005874	sp|Q9Y2E8|SL9A8_HUMAN	tr|H0WVT9|H0WVT9_OTOGA
OG0005875	sp|Q9Y3M2|CBY1_HUMAN	tr|H0Y132|H0Y132_OTOGA
OG0005876	sp|A3KMH1|VWA8_HUMAN	tr|H0XAH1|H0XAH1_OTOGA
OG0005877	sp|A4FU01|MTMRB_HUMAN	tr|H0WTU5|H0WTU5_OTOGA
OG0005878	sp|A5YKK6|CNOT1_HUMAN	tr|H0WGN3|H0WGN3_OTOGA
OG0005879	sp|O43683|BUB1_HUMAN	tr|H0WX62|H0WX62_OTOGA
OG0005880	sp|O60678|ANM3_HUMAN	tr|H0WY47|H0WY47_OTOGA
OG0005881	sp|O75175|CNOT3_HUMAN	tr|H0WV93|H0WV93_OTOGA
OG0005882	sp|O75531|BAF_HUMAN	tr|H0XFJ9|H0XFJ9_OTOGA
OG0005883	sp|O76093|FGF18_HUMAN	tr|H0X9G6|H0X9G6_OTOGA
OG0005884	sp|O95684|CEP43_HUMAN	tr|H0WTX7|H0WTX7_OTOGA
OG0005885	sp|P01033|TIMP1_HUMAN	tr|H0WI11|H0WI11_OTOGA
OG0005886	sp|P02746|C1QB_HUMAN	tr|H0X5V6|H0X5V6_OTOGA
OG0005887	sp|P08686|CP21A_HUMAN	tr|H0X0X9|H0X0X9_OTOGA
OG0005888	sp|P09486|SPRC_HUMAN	tr|H0WJ81|H0WJ81_OTOGA
OG0005889	sp|P18848|ATF4_HUMAN	tr|H0XLZ1|H0XLZ1_OTOGA
OG0005890	sp|P23246|SFPQ_HUMAN	tr|H0XNP6|H0XNP6_OTOGA
OG0005891	sp|P23409|MYF6_HUMAN	tr|H0WHR1|H0WHR1_OTOGA
OG0005892	sp|P37837|TALDO_HUMAN	tr|H0WSK5|H0WSK5_OTOGA
OG0005893	sp|P43246|MSH2_HUMAN	tr|H0XDE3|H0XDE3_OTOGA
OG0005894	sp|P43307|SSRA_HUMAN	tr|H0XAT7|H0XAT7_OTOGA
OG0005895	sp|P48751|B3A3_HUMAN	tr|B5SNN4|B5SNN4_OTOGA
OG0005896	sp|P51808|DYLT3_HUMAN	tr|H0XN53|H0XN53_OTOGA
OG0005897	sp|P55010|IF5_HUMAN	tr|H0Y0Y4|H0Y0Y4_OTOGA
OG0005898	sp|P56693|SOX10_HUMAN	tr|H0XRV1|H0XRV1_OTOGA
OG0005899	sp|P57071|PRD15_HUMAN	tr|H0WU93|H0WU93_OTOGA
OG0005900	sp|P98153|IDD_HUMAN	tr|H0WIE8|H0WIE8_OTOGA
OG0005901	sp|Q0VAF6|SYCN_HUMAN	tr|H0Y1Y1|H0Y1Y1_OTOGA
OG0005902	sp|Q13422|IKZF1_HUMAN	tr|H0WT06|H0WT06_OTOGA
OG0005903	sp|Q13424|SNTA1_HUMAN	tr|H0XR08|H0XR08_OTOGA
OG0005904	sp|Q15036|SNX17_HUMAN	tr|H0X6Q1|H0X6Q1_OTOGA
OG0005905	sp|Q16651|PRSS8_HUMAN	tr|H0XB89|H0XB89_OTOGA
OG0005906	sp|Q2T9J0|TYSD1_HUMAN	tr|H0XWA7|H0XWA7_OTOGA
OG0005907	sp|Q5SRH9|TT39A_HUMAN	tr|H0X5B2|H0X5B2_OTOGA
OG0005908	sp|Q5VVC0|SPO16_HUMAN	tr|H0WHN8|H0WHN8_OTOGA
OG0005909	sp|Q6XYB7|LBX2_HUMAN	tr|H0WHS9|H0WHS9_OTOGA
OG0005910	sp|Q6ZNE5|BAKOR_HUMAN	tr|H0XD72|H0XD72_OTOGA
OG0005911	sp|Q6ZU52|K0408_HUMAN	tr|H0XLB0|H0XLB0_OTOGA
OG0005912	sp|Q7LGC8|CHST3_HUMAN	tr|H0XXJ9|H0XXJ9_OTOGA
OG0005913	sp|Q86TP1|PRUN1_HUMAN	tr|H0XQW5|H0XQW5_OTOGA
OG0005914	sp|Q86VI1|EX3L1_HUMAN	tr|H0WFJ2|H0WFJ2_OTOGA
OG0005915	sp|Q86XD5|F131B_HUMAN	tr|H0Y0M0|H0Y0M0_OTOGA
OG0005916	sp|Q8IUS5|EPHX4_HUMAN	tr|H0WHN5|H0WHN5_OTOGA
OG0005917	sp|Q8N6Y1|PCD20_HUMAN	tr|H0WQX1|H0WQX1_OTOGA
OG0005918	sp|Q8NFQ6|BPIFC_HUMAN	tr|H0WIK3|H0WIK3_OTOGA
OG0005919	sp|Q8NHG8|ZNRF2_HUMAN	tr|H0XRW4|H0XRW4_OTOGA
OG0005920	sp|Q8NHU6|TDRD7_HUMAN	tr|H0X0T2|H0X0T2_OTOGA
OG0005921	sp|Q8TBN0|R3GEF_HUMAN	tr|H0XZW7|H0XZW7_OTOGA
OG0005922	sp|Q8TDM5|SACA4_HUMAN	tr|H0WN08|H0WN08_OTOGA
OG0005923	sp|Q8WTP8|AEN_HUMAN	tr|H0XLD7|H0XLD7_OTOGA
OG0005924	sp|Q8WW43|APH1B_HUMAN	tr|H0XHB9|H0XHB9_OTOGA
OG0005925	sp|Q92974|ARHG2_HUMAN	tr|H0X540|H0X540_OTOGA
OG0005926	sp|Q96AP4|ZUP1_HUMAN	tr|H0X5T4|H0X5T4_OTOGA
OG0005927	sp|Q96AQ9|F131C_HUMAN	tr|H0WVR6|H0WVR6_OTOGA
OG0005928	sp|Q96EK2|PF21B_HUMAN	tr|H0WVC5|H0WVC5_OTOGA
OG0005929	sp|Q96ME7|ZN512_HUMAN	tr|H0XAE0|H0XAE0_OTOGA
OG0005930	sp|Q96Q83|ALKB3_HUMAN	tr|H0WZW5|H0WZW5_OTOGA
OG0005931	sp|Q96T55|KCNKG_HUMAN	tr|H0WL63|H0WL63_OTOGA
OG0005932	sp|Q9BZW8|CD244_HUMAN	tr|H0WJ80|H0WJ80_OTOGA
OG0005933	sp|Q9C0B7|TNG6_HUMAN	tr|H0X002|H0X002_OTOGA
OG0005934	sp|Q9H0F6|SHRPN_HUMAN	tr|H0WW90|H0WW90_OTOGA
OG0005935	sp|Q9H0R1|AP5M1_HUMAN	tr|H0XC96|H0XC96_OTOGA
OG0005936	sp|Q9H0R3|TM222_HUMAN	tr|H0XCI4|H0XCI4_OTOGA
OG0005937	sp|Q9NVN8|GNL3L_HUMAN	tr|H0XG19|H0XG19_OTOGA
OG0005938	sp|Q9NYJ8|TAB2_HUMAN	tr|H0XT71|H0XT71_OTOGA
OG0005939	sp|Q9NZF1|PLAC8_HUMAN	tr|H0XH49|H0XH49_OTOGA
OG0005940	sp|Q9UHA7|IL36A_HUMAN	tr|H0XG32|H0XG32_OTOGA
OG0005941	sp|Q9UHV2|SRTD1_HUMAN	tr|H0WI22|H0WI22_OTOGA
OG0005942	sp|Q9Y231|FUT9_HUMAN	tr|H0WXP3|H0WXP3_OTOGA
OG0005943	sp|Q9Y2L6|FRM4B_HUMAN	tr|H0WLA9|H0WLA9_OTOGA
OG0005944	sp|Q9Y680|FKBP7_HUMAN	tr|H0WLC3|H0WLC3_OTOGA
OG0005945	sp|A0PJX4|SHSA3_HUMAN	tr|H0X7A6|H0X7A6_OTOGA
OG0005946	sp|A4D1P6|WDR91_HUMAN	tr|H0WHN0|H0WHN0_OTOGA
OG0005947	sp|O15042|SR140_HUMAN	tr|H0WPP2|H0WPP2_OTOGA
OG0005948	sp|O15258|RER1_HUMAN	tr|H0WIP1|H0WIP1_OTOGA
OG0005949	sp|O43768|ENSA_HUMAN	tr|H0WT02|H0WT02_OTOGA
OG0005950	sp|O60547|GMDS_HUMAN	tr|H0WT70|H0WT70_OTOGA
OG0005951	sp|O75817|POP7_HUMAN	tr|H0X0D0|H0X0D0_OTOGA
OG0005952	sp|O75901|RASF9_HUMAN	tr|H0XWS1|H0XWS1_OTOGA
OG0005953	sp|O76003|GLRX3_HUMAN	tr|H0XCP4|H0XCP4_OTOGA
OG0005954	sp|O96007|MOC2B_HUMAN	tr|H0X442|H0X442_OTOGA
OG0005955	sp|P01375|TNFA_HUMAN	tr|H0X297|H0X297_OTOGA
OG0005956	sp|P09871|C1S_HUMAN	tr|H0WVC2|H0WVC2_OTOGA
OG0005957	sp|P13716|HEM2_HUMAN	tr|H0XC37|H0XC37_OTOGA
OG0005958	sp|P13945|ADRB3_HUMAN	tr|H0XS05|H0XS05_OTOGA
OG0005959	sp|P15173|MYOG_HUMAN	tr|H0XSS0|H0XSS0_OTOGA
OG0005960	sp|P17213|BPI_HUMAN	tr|H0WUJ5|H0WUJ5_OTOGA
OG0005961	sp|P28223|5HT2A_HUMAN	tr|H0X1U2|H0X1U2_OTOGA
OG0005962	sp|P30989|NTR1_HUMAN	tr|H0XXR9|H0XXR9_OTOGA
OG0005963	sp|P37173|TGFR2_HUMAN	tr|H0WFS7|H0WFS7_OTOGA
OG0005964	sp|P55273|CDN2D_HUMAN	tr|H0XKT8|H0XKT8_OTOGA
OG0005965	sp|P55895|RAG2_HUMAN	tr|Q71BM6|Q71BM6_OTOGA
OG0005966	sp|P56199|ITA1_HUMAN	tr|H0XH09|H0XH09_OTOGA
OG0005967	sp|P56749|CLD12_HUMAN	tr|B4USU0|B4USU0_OTOGA
OG0005968	sp|P61964|WDR5_HUMAN	tr|H0WZL1|H0WZL1_OTOGA
OG0005969	sp|Q04844|ACHE_HUMAN	tr|H0X118|H0X118_OTOGA
OG0005970	sp|Q07973|CP24A_HUMAN	tr|H0XF79|H0XF79_OTOGA
OG0005971	sp|Q14739|LBR_HUMAN	tr|H0X9P1|H0X9P1_OTOGA
OG0005972	sp|Q14973|NTCP_HUMAN	tr|H0XCM1|H0XCM1_OTOGA
OG0005973	sp|Q15013|MD2BP_HUMAN	tr|H0XGJ3|H0XGJ3_OTOGA
OG0005974	sp|Q16769|QPCT_HUMAN	tr|H0WL14|H0WL14_OTOGA
OG0005975	sp|Q58WW2|DCAF6_HUMAN	tr|H0WM59|H0WM59_OTOGA
OG0005976	sp|Q5ZPR3|CD276_HUMAN	tr|H0XMF4|H0XMF4_OTOGA
OG0005977	sp|Q6P3W2|DJC24_HUMAN	tr|H0WX72|H0WX72_OTOGA
OG0005978	sp|Q6PI47|KCD18_HUMAN	tr|H0X6N5|H0X6N5_OTOGA
OG0005979	sp|Q6UVY6|MOXD1_HUMAN	tr|H0WME5|H0WME5_OTOGA
OG0005980	sp|Q6ZN04|MEX3B_HUMAN	tr|H0XHI4|H0XHI4_OTOGA
OG0005981	sp|Q70HW3|SAMC_HUMAN	tr|H0WKA3|H0WKA3_OTOGA
OG0005982	sp|Q86UA1|PRP39_HUMAN	tr|H0Y051|H0Y051_OTOGA
OG0005983	sp|Q86X95|CIR1_HUMAN	tr|H0XFN0|H0XFN0_OTOGA
OG0005984	sp|Q8IY49|PAQRA_HUMAN	tr|H0X483|H0X483_OTOGA
OG0005985	sp|Q8IZK6|MCLN2_HUMAN	tr|H0WWW9|H0WWW9_OTOGA
OG0005986	sp|Q8N6M8|IQCF1_HUMAN	tr|H0X6U4|H0X6U4_OTOGA
OG0005987	sp|Q8N987|NECA1_HUMAN	tr|H0WYK5|H0WYK5_OTOGA
OG0005988	sp|Q8N9T8|KRI1_HUMAN	tr|H0XU29|H0XU29_OTOGA
OG0005989	sp|Q8TAA5|GRPE2_HUMAN	tr|H0XB00|H0XB00_OTOGA
OG0005990	sp|Q8WUB8|PHF10_HUMAN	tr|H0XB49|H0XB49_OTOGA
OG0005991	sp|Q8WWN8|ARAP3_HUMAN	tr|H0XKG1|H0XKG1_OTOGA
OG0005992	sp|Q969H6|POP5_HUMAN	tr|H0WYN7|H0WYN7_OTOGA
OG0005993	sp|Q969Q1|TRI63_HUMAN	tr|H0WGQ9|H0WGQ9_OTOGA
OG0005994	sp|Q96DT0|LEG12_HUMAN	tr|H0X0I5|H0X0I5_OTOGA
OG0005995	sp|Q96EP5|DAZP1_HUMAN	tr|H0WG04|H0WG04_OTOGA
OG0005996	sp|Q96QI5|HS3S6_HUMAN	tr|H0X1W9|H0X1W9_OTOGA
OG0005997	sp|Q99704|DOK1_HUMAN	tr|H0WS06|H0WS06_OTOGA
OG0005998	sp|Q9BQN1|FA83C_HUMAN	tr|H0WJF7|H0WJF7_OTOGA
OG0005999	sp|Q9BS18|APC13_HUMAN	tr|H0XT79|H0XT79_OTOGA
OG0006000	sp|Q9BUN5|CC28B_HUMAN	tr|H0X0M5|H0X0M5_OTOGA
OG0006001	sp|Q9BY08|EBPL_HUMAN	tr|H0WRV6|H0WRV6_OTOGA
OG0006002	sp|Q9BYG3|MK67I_HUMAN	tr|H0XGI4|H0XGI4_OTOGA
OG0006003	sp|Q9BYI3|HYCCI_HUMAN	tr|H0WKS0|H0WKS0_OTOGA
OG0006004	sp|Q9C0C9|UBE2O_HUMAN	tr|H0XN78|H0XN78_OTOGA
OG0006005	sp|Q9NUL5|SHFL_HUMAN	tr|H0Y0X4|H0Y0X4_OTOGA
