Orthogroup	Homo_sapiens	Panthera_leo
OG0008478	sp|Q9Y478|AAKB1_HUMAN	tr|A0A8C8X6R8|A0A8C8X6R8_PANLE
OG0008479	sp|Q9Y4C5|CHST2_HUMAN	tr|A0A8C8XLM6|A0A8C8XLM6_PANLE
OG0008480	sp|A6NDY0|EPAB2_HUMAN	tr|A0A8C8X3F4|A0A8C8X3F4_PANLE
OG0008481	sp|O14939|PLD2_HUMAN	tr|A0A8C8XLF2|A0A8C8XLF2_PANLE
OG0008482	sp|O75841|UPK1B_HUMAN	tr|A0A8C8XVU0|A0A8C8XVU0_PANLE
OG0008483	sp|O94979|SC31A_HUMAN	tr|A0A8C8XD76|A0A8C8XD76_PANLE
OG0008484	sp|O95155|UBE4B_HUMAN	tr|A0A8C8X6F7|A0A8C8X6F7_PANLE
OG0008485	sp|O95202|LETM1_HUMAN	tr|A0A8C8WMU5|A0A8C8WMU5_PANLE
OG0008486	sp|P02545|LMNA_HUMAN	tr|A0A8C8WVX6|A0A8C8WVX6_PANLE
OG0008487	sp|P02585|TNNC2_HUMAN	tr|A0A8C8WAK0|A0A8C8WAK0_PANLE
OG0008488	sp|P04843|RPN1_HUMAN	tr|A0A8C8WM51|A0A8C8WM51_PANLE
OG0008489	sp|P07339|CATD_HUMAN	tr|A0A8C8XHK6|A0A8C8XHK6_PANLE
OG0008490	sp|P0C870|JMJD7_HUMAN	tr|A0A8C8Y4P4|A0A8C8Y4P4_PANLE
OG0008491	sp|P13284|GILT_HUMAN	tr|A0A8C8WNF4|A0A8C8WNF4_PANLE
OG0008492	sp|P17301|ITA2_HUMAN	tr|A0A8C8WDA5|A0A8C8WDA5_PANLE
OG0008493	sp|P23470|PTPRG_HUMAN	tr|A0A8C8W917|A0A8C8W917_PANLE
OG0008494	sp|P29372|3MG_HUMAN	tr|A0A8C8XD81|A0A8C8XD81_PANLE
OG0008495	sp|P55008|AIF1_HUMAN	tr|A0A8C8WZ68|A0A8C8WZ68_PANLE
OG0008496	sp|P58418|CLRN1_HUMAN	tr|A0A8C9D342|A0A8C9D342_PANLE
OG0008497	sp|P78337|PITX1_HUMAN	tr|A0A8C8WA72|A0A8C8WA72_PANLE
OG0008498	sp|P78357|CNTP1_HUMAN	tr|A0A8C8WX35|A0A8C8WX35_PANLE
OG0008499	sp|Q02094|RHAG_HUMAN	tr|A0A8C8WGA2|A0A8C8WGA2_PANLE
OG0008500	sp|Q13618|CUL3_HUMAN	tr|A0A8C8Y715|A0A8C8Y715_PANLE
OG0008501	sp|Q14703|MBTP1_HUMAN	tr|A0A8C8Y5M9|A0A8C8Y5M9_PANLE
OG0008502	sp|Q14746|COG2_HUMAN	tr|A0A8C8Y5S4|A0A8C8Y5S4_PANLE
OG0008503	sp|Q15070|OXA1L_HUMAN	tr|A0A8C9D416|A0A8C9D416_PANLE
OG0008504	sp|Q1ZZU3|SWI5_HUMAN	tr|A0A8C8XTD1|A0A8C8XTD1_PANLE
OG0008505	sp|Q2TAK8|PWP3A_HUMAN	tr|A0A8C8WM94|A0A8C8WM94_PANLE
OG0008506	sp|Q2TBC4|PRIC4_HUMAN	tr|A0A8C8WIG2|A0A8C8WIG2_PANLE
OG0008507	sp|Q3MIX3|ADCK5_HUMAN	tr|A0A8C8Y5Q3|A0A8C8Y5Q3_PANLE
OG0008508	sp|Q56NI9|ESCO2_HUMAN	tr|A0A8C8WRG1|A0A8C8WRG1_PANLE
OG0008509	sp|Q5VUJ6|LRCH2_HUMAN	tr|A0A8C8YCB9|A0A8C8YCB9_PANLE
OG0008510	sp|Q68DH5|LMBD2_HUMAN	tr|A0A8C8XYI4|A0A8C8XYI4_PANLE
OG0008511	sp|Q6P1W5|CA094_HUMAN	tr|A0A8C8WNF7|A0A8C8WNF7_PANLE
OG0008512	sp|Q6Y2X3|DJC14_HUMAN	tr|A0A8C9D2J3|A0A8C9D2J3_PANLE
OG0008513	sp|Q6ZVE7|GOT1A_HUMAN	tr|A0A8C9DBS2|A0A8C9DBS2_PANLE
OG0008514	sp|Q7Z7A1|CNTRL_HUMAN	tr|A0A8C8Y544|A0A8C8Y544_PANLE
OG0008515	sp|Q7Z7B0|FLIP1_HUMAN	tr|A0A8C9DB14|A0A8C9DB14_PANLE
OG0008516	sp|Q86V59|PNM8A_HUMAN	tr|A0A8C8WT17|A0A8C8WT17_PANLE
OG0008517	sp|Q8IUZ0|LRC49_HUMAN	tr|A0A8C8WLY5|A0A8C8WLY5_PANLE
OG0008518	sp|Q8IZ52|CHSS2_HUMAN	tr|A0A8C8XKK2|A0A8C8XKK2_PANLE
OG0008519	sp|Q8N573|OXR1_HUMAN	tr|A0A8C8WWW2|A0A8C8WWW2_PANLE
OG0008520	sp|Q8N9L1|ZIC4_HUMAN	tr|A0A8C8XY02|A0A8C8XY02_PANLE
OG0008521	sp|Q8NFA0|UBP32_HUMAN	tr|A0A8C8WVK6|A0A8C8WVK6_PANLE
OG0008522	sp|Q8TBP6|S2540_HUMAN	tr|A0A8C9D972|A0A8C9D972_PANLE
OG0008523	sp|Q8TDD2|SP7_HUMAN	tr|A0A8C8WNB5|A0A8C8WNB5_PANLE
OG0008524	sp|Q8TDN7|ACER1_HUMAN	tr|A0A8C8X1V0|A0A8C8X1V0_PANLE
OG0008525	sp|Q8WTV0|SCRB1_HUMAN	tr|A0A8C9D9K5|A0A8C9D9K5_PANLE
OG0008526	sp|Q92730|RND1_HUMAN	tr|A0A8C8X8K3|A0A8C8X8K3_PANLE
OG0008527	sp|Q969J5|I22R2_HUMAN	tr|A0A8C8XHM9|A0A8C8XHM9_PANLE
OG0008528	sp|Q96CN9|GCC1_HUMAN	tr|A0A8C8XBP7|A0A8C8XBP7_PANLE
OG0008529	sp|Q96H35|RBM18_HUMAN	tr|A0A8C8XTX8|A0A8C8XTX8_PANLE
OG0008530	sp|Q99624|S38A3_HUMAN	tr|A0A8C8YAL7|A0A8C8YAL7_PANLE
OG0008531	sp|Q9BPZ3|PAIP2_HUMAN	tr|A0A8C8WIN8|A0A8C8WIN8_PANLE
OG0008532	sp|Q9BR01|ST4A1_HUMAN	tr|A0A8C8XVM6|A0A8C8XVM6_PANLE
OG0008533	sp|Q9BXA9|SALL3_HUMAN	tr|A0A8C8Y581|A0A8C8Y581_PANLE
OG0008534	sp|Q9H6B9|EPHX3_HUMAN	tr|A0A8C8W9Y4|A0A8C8W9Y4_PANLE
OG0008535	sp|Q9H799|CPLN1_HUMAN	tr|A0A8C8Y0C7|A0A8C8Y0C7_PANLE
OG0008536	sp|Q9HAS3|S28A3_HUMAN	tr|A0A8C8XEX5|A0A8C8XEX5_PANLE
OG0008537	sp|Q9NX70|MED29_HUMAN	tr|A0A8C8X520|A0A8C8X520_PANLE
OG0008538	sp|Q9P086|MED11_HUMAN	tr|A0A8C8XM19|A0A8C8XM19_PANLE
OG0008539	sp|Q9P2C4|TM181_HUMAN	tr|A0A8C8WKF6|A0A8C8WKF6_PANLE
OG0008540	sp|Q9P2K9|DISP3_HUMAN	tr|A0A8C8WZN0|A0A8C8WZN0_PANLE
OG0008541	sp|Q9UII6|DS13B_HUMAN	tr|A0A8C8XMW4|A0A8C8XMW4_PANLE
OG0008542	sp|Q9UJW9|SRTD3_HUMAN	tr|A0A8C8WWN9|A0A8C8WWN9_PANLE
OG0008543	sp|Q9Y6J0|CABIN_HUMAN	tr|A0A8C8XYZ1|A0A8C8XYZ1_PANLE
OG0008544	sp|A0AVT1|UBA6_HUMAN	tr|A0A8C9D4F0|A0A8C9D4F0_PANLE
OG0008545	sp|A6NED2|RCCD1_HUMAN	tr|A0A8C8Y3L6|A0A8C8Y3L6_PANLE
OG0008546	sp|O60704|TPST2_HUMAN	tr|A0A8C8XJ66|A0A8C8XJ66_PANLE
OG0008547	sp|O75339|CILP1_HUMAN	tr|A0A8C9D4U0|A0A8C9D4U0_PANLE
OG0008548	sp|O75344|FKBP6_HUMAN	tr|A0A8C8YEA3|A0A8C8YEA3_PANLE
OG0008549	sp|O75915|PRAF3_HUMAN	tr|A0A8C8WFA2|A0A8C8WFA2_PANLE
OG0008550	sp|O76039|CDKL5_HUMAN	tr|A0A8C8XQ28|A0A8C8XQ28_PANLE
OG0008551	sp|O95159|ZFPL1_HUMAN	tr|A0A8C8Y1F8|A0A8C8Y1F8_PANLE
OG0008552	sp|O95897|NOE2_HUMAN	tr|A0A8C9CZC8|A0A8C9CZC8_PANLE
OG0008553	sp|P01374|TNFB_HUMAN	tr|A0A8C8X3I6|A0A8C8X3I6_PANLE
OG0008554	sp|P02647|APOA1_HUMAN	tr|A0A8C9DA58|A0A8C9DA58_PANLE
OG0008555	sp|P02775|CXCL7_HUMAN	tr|A0A8C8WHR3|A0A8C8WHR3_PANLE
OG0008556	sp|P16444|DPEP1_HUMAN	tr|A0A8C8X7B9|A0A8C8X7B9_PANLE
OG0008557	sp|P18405|S5A1_HUMAN	tr|A0A8C8WN70|A0A8C8WN70_PANLE
OG0008558	sp|P21145|MAL_HUMAN	tr|A0A8C8YCC8|A0A8C8YCC8_PANLE
OG0008559	sp|P46199|IF2M_HUMAN	tr|A0A8C8WFL0|A0A8C8WFL0_PANLE
OG0008560	sp|P50454|SERPH_HUMAN	tr|A0A8C8WRY6|A0A8C8WRY6_PANLE
OG0008561	sp|P51580|TPMT_HUMAN	sp|Q3BCR0|TPMT_PANLE
OG0008562	sp|P51659|DHB4_HUMAN	tr|A0A8C8WEM6|A0A8C8WEM6_PANLE
OG0008563	sp|P52961|NAR1_HUMAN	tr|A0A8C8XLM7|A0A8C8XLM7_PANLE
OG0008564	sp|P53708|ITA8_HUMAN	tr|A0A8C8XJ03|A0A8C8XJ03_PANLE
OG0008565	sp|P54802|ANAG_HUMAN	tr|A0A8C8WZ11|A0A8C8WZ11_PANLE
OG0008566	sp|P57073|SOX8_HUMAN	tr|A0A8C8XZG8|A0A8C8XZG8_PANLE
OG0008567	sp|P61353|RL27_HUMAN	tr|A0A8C8X4K1|A0A8C8X4K1_PANLE
OG0008568	sp|P98182|ZN200_HUMAN	tr|A0A8C8YF62|A0A8C8YF62_PANLE
OG0008569	sp|Q01826|SATB1_HUMAN	tr|A0A8C8X407|A0A8C8X407_PANLE
OG0008570	sp|Q02509|OC90_HUMAN	tr|A0A8C8WGU8|A0A8C8WGU8_PANLE
OG0008571	sp|Q02952|AKA12_HUMAN	tr|A0A8C9CUZ7|A0A8C9CUZ7_PANLE
OG0008572	sp|Q03405|UPAR_HUMAN	tr|A0A8C8X6T9|A0A8C8X6T9_PANLE
OG0008573	sp|Q08116|RGS1_HUMAN	tr|A0A8C8Y4E9|A0A8C8Y4E9_PANLE
OG0008574	sp|Q12899|TRI26_HUMAN	tr|A0A8C8XQM6|A0A8C8XQM6_PANLE
OG0008575	sp|Q13625|ASPP2_HUMAN	tr|A0A8C8Y2H7|A0A8C8Y2H7_PANLE
OG0008576	sp|Q13686|ALKB1_HUMAN	tr|A0A8C8WIW0|A0A8C8WIW0_PANLE
OG0008577	sp|Q15047|SETB1_HUMAN	tr|A0A8C8Y683|A0A8C8Y683_PANLE
OG0008578	sp|Q2KHR2|RFX7_HUMAN	tr|A0A8C8WD84|A0A8C8WD84_PANLE
OG0008579	sp|Q5T1Q4|S35F1_HUMAN	tr|A0A8C8XCW9|A0A8C8XCW9_PANLE
OG0008580	sp|Q6P1N0|C2D1A_HUMAN	tr|A0A8C8YAJ2|A0A8C8YAJ2_PANLE
OG0008581	sp|Q6UW68|TM205_HUMAN	tr|A0A8C8XDZ6|A0A8C8XDZ6_PANLE
OG0008582	sp|Q6UXZ0|TMIG1_HUMAN	tr|A0A8C8WT45|A0A8C8WT45_PANLE
OG0008583	sp|Q70Z53|F10C1_HUMAN	tr|A0A8C8XDJ5|A0A8C8XDJ5_PANLE
OG0008584	sp|Q86VP3|PACS2_HUMAN	tr|A0A8C8XQG0|A0A8C8XQG0_PANLE
OG0008585	sp|Q86WU2|LDHD_HUMAN	tr|A0A8C8XPU3|A0A8C8XPU3_PANLE
OG0008586	sp|Q8IVW8|SPNS2_HUMAN	tr|A0A8C8Y4Y8|A0A8C8Y4Y8_PANLE
OG0008587	sp|Q8IZJ3|CPMD8_HUMAN	tr|A0A8C8WFR6|A0A8C8WFR6_PANLE
OG0008588	sp|Q8N4Z0|RAB42_HUMAN	tr|A0A8C8XI20|A0A8C8XI20_PANLE
OG0008589	sp|Q8N5J4|SPIC_HUMAN	tr|A0A8C8XSZ3|A0A8C8XSZ3_PANLE
OG0008590	sp|Q8NA56|TTC29_HUMAN	tr|A0A8C8X6V6|A0A8C8X6V6_PANLE
OG0008591	sp|Q8NA57|CL050_HUMAN	tr|A0A8C8WN28|A0A8C8WN28_PANLE
OG0008592	sp|Q8NHV5|MOSMO_HUMAN	tr|A0A8C8Y7Z3|A0A8C8Y7Z3_PANLE
OG0008593	sp|Q8TBA6|GOGA5_HUMAN	tr|A0A8C8XWL9|A0A8C8XWL9_PANLE
OG0008594	sp|Q8TBZ9|TEX47_HUMAN	tr|A0A8C8Y2J0|A0A8C8Y2J0_PANLE
OG0008595	sp|Q96DN5|TBC31_HUMAN	tr|A0A8C8WPU4|A0A8C8WPU4_PANLE
OG0008596	sp|Q96F24|NRBF2_HUMAN	tr|A0A8C8Y8G0|A0A8C8Y8G0_PANLE
OG0008597	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A8C8YDL0|A0A8C8YDL0_PANLE
OG0008598	sp|Q9BXS0|COPA1_HUMAN	tr|A0A8C8WT95|A0A8C8WT95_PANLE
OG0008599	sp|Q9H3P2|NELFA_HUMAN	tr|A0A8C8WPE7|A0A8C8WPE7_PANLE
OG0008600	sp|Q9H4K1|RIBC2_HUMAN	tr|A0A8C8Y489|A0A8C8Y489_PANLE
OG0008601	sp|Q9H808|TLE6_HUMAN	tr|A0A8C8XQH5|A0A8C8XQH5_PANLE
OG0008602	sp|Q9NPC6|MYOZ2_HUMAN	tr|A0A8C8XHU2|A0A8C8XHU2_PANLE
OG0008603	sp|Q9NQR7|CC177_HUMAN	tr|A0A8C8XTH3|A0A8C8XTH3_PANLE
OG0008604	sp|Q9NTI7|INKA2_HUMAN	tr|A0A8C8WN83|A0A8C8WN83_PANLE
OG0008605	sp|Q9NXP7|GIN1_HUMAN	tr|A0A8C8WX34|A0A8C8WX34_PANLE
OG0008606	sp|Q9UHP9|SMPX_HUMAN	tr|A0A8C8XPB7|A0A8C8XPB7_PANLE
OG0008607	sp|Q9Y572|RIPK3_HUMAN	tr|A0A8C8Y7A2|A0A8C8Y7A2_PANLE
OG0008608	tr|A0A1B0GV96|A0A1B0GV96_HUMAN	tr|A0A8C8WST2|A0A8C8WST2_PANLE
OG0008609	sp|A6NJJ6|CS067_HUMAN	tr|A0A8C8YCN4|A0A8C8YCN4_PANLE
OG0008610	sp|O43172|PRP4_HUMAN	tr|A0A8C8XMI0|A0A8C8XMI0_PANLE
OG0008611	sp|O43765|SGTA_HUMAN	tr|A0A8C8WTA7|A0A8C8WTA7_PANLE
OG0008612	sp|O60504|VINEX_HUMAN	tr|A0A8C9D0J3|A0A8C9D0J3_PANLE
OG0008613	sp|O60609|GFRA3_HUMAN	tr|A0A8C8WKK3|A0A8C8WKK3_PANLE
OG0008614	sp|O75496|GEMI_HUMAN	tr|A0A8C9DCN6|A0A8C9DCN6_PANLE
OG0008615	sp|O95255|MRP6_HUMAN	tr|A0A8C8XEA2|A0A8C8XEA2_PANLE
OG0008616	sp|P02652|APOA2_HUMAN	tr|A0A8C8XJ36|A0A8C8XJ36_PANLE
OG0008617	sp|P07199|CENPB_HUMAN	tr|A0A8C8WEB9|A0A8C8WEB9_PANLE
OG0008618	sp|P0DI80|SMIM6_HUMAN	tr|A0A8C8XFT8|A0A8C8XFT8_PANLE
OG0008619	sp|P12036|NFH_HUMAN	tr|A0A8C9D549|A0A8C9D549_PANLE
OG0008620	sp|P12319|FCERA_HUMAN	tr|A0A8C8XZ51|A0A8C8XZ51_PANLE
OG0008621	sp|P15104|GLNA_HUMAN	tr|A0A8C8XHU6|A0A8C8XHU6_PANLE
OG0008622	sp|P18031|PTN1_HUMAN	tr|A0A8C8WHS9|A0A8C8WHS9_PANLE
OG0008623	sp|P25021|HRH2_HUMAN	tr|A0A8C8XN94|A0A8C8XN94_PANLE
OG0008624	sp|P42684|ABL2_HUMAN	tr|A0A8C8XY75|A0A8C8XY75_PANLE
OG0008625	sp|P52566|GDIR2_HUMAN	tr|A0A8C8WGQ7|A0A8C8WGQ7_PANLE
OG0008626	sp|P52747|ZN143_HUMAN	tr|A0A8C8X1F9|A0A8C8X1F9_PANLE
OG0008627	sp|P62070|RRAS2_HUMAN	tr|A0A8C8X628|A0A8C8X628_PANLE
OG0008628	sp|P78423|X3CL1_HUMAN	tr|A0A8C8X5I3|A0A8C8X5I3_PANLE
OG0008629	sp|Q07817|B2CL1_HUMAN	tr|A0A8C9D5N1|A0A8C9D5N1_PANLE
OG0008630	sp|Q11206|SIA4C_HUMAN	tr|A0A8C8X8H0|A0A8C8X8H0_PANLE
OG0008631	sp|Q14596|NBR1_HUMAN	tr|A0A8C8XBD2|A0A8C8XBD2_PANLE
OG0008632	sp|Q15170|TCAL1_HUMAN	tr|A0A8C8Y0L3|A0A8C8Y0L3_PANLE
OG0008633	sp|Q15542|TAF5_HUMAN	tr|A0A8C8XQX0|A0A8C8XQX0_PANLE
OG0008634	sp|Q1ZYL8|IZUM4_HUMAN	tr|A0A8C8WNZ1|A0A8C8WNZ1_PANLE
OG0008635	sp|Q5DX21|IGS11_HUMAN	tr|A0A8C8XR60|A0A8C8XR60_PANLE
OG0008636	sp|Q5HYM0|ZC12B_HUMAN	tr|A0A8C8XYM2|A0A8C8XYM2_PANLE
OG0008637	sp|Q5JXA9|SIRB2_HUMAN	tr|A0A8C9D024|A0A8C9D024_PANLE
OG0008638	sp|Q5T0J7|TEX35_HUMAN	tr|A0A8C8XTE1|A0A8C8XTE1_PANLE
OG0008639	sp|Q5T5S1|CC183_HUMAN	tr|A0A8C8XQD8|A0A8C8XQD8_PANLE
OG0008640	sp|Q6P4A8|PLBL1_HUMAN	tr|A0A8C8WFF4|A0A8C8WFF4_PANLE
OG0008641	sp|Q6UX98|ZDH24_HUMAN	tr|A0A8C8X5E4|A0A8C8X5E4_PANLE
OG0008642	sp|Q6UXV0|GFRAL_HUMAN	tr|A0A8C8WS05|A0A8C8WS05_PANLE
OG0008643	sp|Q7LFX5|CHSTF_HUMAN	tr|A0A8C8XM03|A0A8C8XM03_PANLE
OG0008644	sp|Q7Z7G2|CPLX4_HUMAN	tr|A0A8C8WY91|A0A8C8WY91_PANLE
OG0008645	sp|Q86W28|NALP8_HUMAN	tr|A0A8C8XH83|A0A8C8XH83_PANLE
OG0008646	sp|Q86Y07|VRK2_HUMAN	tr|A0A8C8WDX9|A0A8C8WDX9_PANLE
OG0008647	sp|Q86YB7|ECHD2_HUMAN	tr|A0A8C8XZ71|A0A8C8XZ71_PANLE
OG0008648	sp|Q8IZM9|S38A6_HUMAN	tr|A0A8C8WXM0|A0A8C8WXM0_PANLE
OG0008649	sp|Q8N1W1|ARG28_HUMAN	tr|A0A8C8WHY0|A0A8C8WHY0_PANLE
OG0008650	sp|Q8N4Y2|EFC4A_HUMAN	tr|A0A8C8YC07|A0A8C8YC07_PANLE
OG0008651	sp|Q8N7U6|EFHB_HUMAN	tr|A0A8C8X3U1|A0A8C8X3U1_PANLE
OG0008652	sp|Q8NCR9|CLRN3_HUMAN	tr|A0A8C9D6E3|A0A8C9D6E3_PANLE
OG0008653	sp|Q8NDZ2|SIMC1_HUMAN	tr|A0A8C9D7S0|A0A8C9D7S0_PANLE
OG0008654	sp|Q8TF71|MOT10_HUMAN	tr|A0A8C8WHJ1|A0A8C8WHJ1_PANLE
OG0008655	sp|Q93073|SBP2L_HUMAN	tr|A0A8C8WQ35|A0A8C8WQ35_PANLE
OG0008656	sp|Q96A65|EXOC4_HUMAN	tr|A0A8C8Y251|A0A8C8Y251_PANLE
OG0008657	sp|Q96J84|KIRR1_HUMAN	tr|A0A8C8XS12|A0A8C8XS12_PANLE
OG0008658	sp|Q96PU5|NED4L_HUMAN	tr|A0A8C8X718|A0A8C8X718_PANLE
OG0008659	sp|Q9BRK5|CAB45_HUMAN	tr|A0A8C8XRB1|A0A8C8XRB1_PANLE
OG0008660	sp|Q9BUB4|ADAT1_HUMAN	tr|A0A8C9D9C0|A0A8C9D9C0_PANLE
OG0008661	sp|Q9H3U5|MFSD1_HUMAN	tr|A0A8C8XLF5|A0A8C8XLF5_PANLE
OG0008662	sp|Q9H3W5|LRRN3_HUMAN	tr|A0A8C8WGN6|A0A8C8WGN6_PANLE
OG0008663	sp|Q9H5J4|ELOV6_HUMAN	tr|A0A8C8WQZ0|A0A8C8WQZ0_PANLE
OG0008664	sp|Q9H6A9|PCX3_HUMAN	tr|A0A8C8WUG5|A0A8C8WUG5_PANLE
OG0008665	sp|Q9H7E2|TDRD3_HUMAN	tr|A0A8C8X700|A0A8C8X700_PANLE
OG0008666	sp|Q9HB29|ILRL2_HUMAN	tr|A0A8C8XZF4|A0A8C8XZF4_PANLE
OG0008667	sp|Q9NTU7|CBLN4_HUMAN	tr|A0A8C8WL78|A0A8C8WL78_PANLE
OG0008668	sp|Q9NX78|TM260_HUMAN	tr|A0A8C9D0V7|A0A8C9D0V7_PANLE
OG0008669	sp|Q9NZ32|ARP10_HUMAN	tr|A0A8C8WPH0|A0A8C8WPH0_PANLE
OG0008670	sp|Q9NZQ7|PD1L1_HUMAN	tr|A0A8C8XWQ3|A0A8C8XWQ3_PANLE
OG0008671	sp|Q9P003|CNIH4_HUMAN	tr|A0A8C9DBU1|A0A8C9DBU1_PANLE
OG0008672	sp|Q9P275|UBP36_HUMAN	tr|A0A8C9DCL8|A0A8C9DCL8_PANLE
OG0008673	sp|Q9UBV7|B4GT7_HUMAN	tr|A0A8C8WAF2|A0A8C8WAF2_PANLE
OG0008674	sp|Q9UDY4|DNJB4_HUMAN	tr|A0A8C8WXS0|A0A8C8WXS0_PANLE
OG0008675	sp|Q9UGM5|FETUB_HUMAN	tr|A0A8C8WNN3|A0A8C8WNN3_PANLE
OG0008676	sp|Q9ULX9|MAFF_HUMAN	tr|A0A8C8WN93|A0A8C8WN93_PANLE
OG0008677	sp|Q9Y238|DLEC1_HUMAN	tr|A0A8C8X3N8|A0A8C8X3N8_PANLE
OG0008678	sp|Q9Y285|SYFA_HUMAN	tr|A0A8C8XS04|A0A8C8XS04_PANLE
OG0008679	sp|Q9Y291|RT33_HUMAN	tr|A0A8C8WWL9|A0A8C8WWL9_PANLE
OG0008680	sp|Q9Y575|ASB3_HUMAN	tr|A0A8C9CZ61|A0A8C9CZ61_PANLE
OG0008681	tr|A0A1W2PRE2|A0A1W2PRE2_HUMAN	tr|A0A8C8XNG3|A0A8C8XNG3_PANLE
OG0008682	sp|O00767|SCD_HUMAN	tr|A0A8C8WSB5|A0A8C8WSB5_PANLE
OG0008683	sp|O14879|IFIT3_HUMAN	tr|A0A8C9DAK9|A0A8C9DAK9_PANLE
OG0008684	sp|O43566|RGS14_HUMAN	tr|A0A8C8XUY4|A0A8C8XUY4_PANLE
OG0008685	sp|P07358|CO8B_HUMAN	tr|A0A8C8XIT4|A0A8C8XIT4_PANLE
OG0008686	sp|P0CW27|CC166_HUMAN	tr|A0A8C8W924|A0A8C8W924_PANLE
OG0008687	sp|P14138|EDN3_HUMAN	tr|A0A8C8XHB7|A0A8C8XHB7_PANLE
OG0008688	sp|P17480|UBF1_HUMAN	tr|A0A8C8XBV2|A0A8C8XBV2_PANLE
OG0008689	sp|P25106|ACKR3_HUMAN	tr|A0A8C8YCQ7|A0A8C8YCQ7_PANLE
OG0008690	sp|P28566|5HT1E_HUMAN	tr|A0A8C8XKE4|A0A8C8XKE4_PANLE
OG0008691	sp|P43489|TNR4_HUMAN	tr|A0A8C8XTB5|A0A8C8XTB5_PANLE
OG0008692	sp|P49711|CTCF_HUMAN	tr|A0A8C8XYU2|A0A8C8XYU2_PANLE
OG0008693	sp|P51452|DUS3_HUMAN	tr|A0A8C8X6N3|A0A8C8X6N3_PANLE
OG0008694	sp|P54132|BLM_HUMAN	tr|A0A8C9D9Z6|A0A8C9D9Z6_PANLE
OG0008695	sp|P62241|RS8_HUMAN	tr|A0A8C8X8I3|A0A8C8X8I3_PANLE
OG0008696	sp|Q01664|TFAP4_HUMAN	tr|A0A8C9D271|A0A8C9D271_PANLE
OG0008697	sp|Q01718|ACTHR_HUMAN	tr|A0A8C8X4D6|A0A8C8X4D6_PANLE
OG0008698	sp|Q04741|EMX1_HUMAN	tr|A0A8C8X5W8|A0A8C8X5W8_PANLE
OG0008699	sp|Q07507|DERM_HUMAN	tr|A0A8C8XM89|A0A8C8XM89_PANLE
OG0008700	sp|Q13705|AVR2B_HUMAN	tr|A0A8C8X634|A0A8C8X634_PANLE
OG0008701	sp|Q14008|CKAP5_HUMAN	tr|A0A8C8WT70|A0A8C8WT70_PANLE
OG0008702	sp|Q14678|KANK1_HUMAN	tr|A0A8C8XS61|A0A8C8XS61_PANLE
OG0008703	sp|Q14761|PTCA_HUMAN	tr|A0A8C8XDE4|A0A8C8XDE4_PANLE
OG0008704	sp|Q15286|RAB35_HUMAN	tr|A0A8C9D4K8|A0A8C9D4K8_PANLE
OG0008706	sp|Q16254|E2F4_HUMAN	tr|A0A8C8XQ21|A0A8C8XQ21_PANLE
OG0008707	sp|Q16619|CTF1_HUMAN	tr|A0A8C8XNU4|A0A8C8XNU4_PANLE
OG0008708	sp|Q3KR37|ASTRB_HUMAN	tr|A0A8C8X3B1|A0A8C8X3B1_PANLE
OG0008709	sp|Q3LIE5|ADPRM_HUMAN	tr|A0A8C8XCB7|A0A8C8XCB7_PANLE
OG0008710	sp|Q5T1V6|DDX59_HUMAN	tr|A0A8C8XPX7|A0A8C8XPX7_PANLE
OG0008711	sp|Q5T6C5|AT7L2_HUMAN	tr|A0A8C8WW60|A0A8C8WW60_PANLE
OG0008712	sp|Q5T848|GP158_HUMAN	tr|A0A8C8YDD3|A0A8C8YDD3_PANLE
OG0008713	sp|Q6P6B1|ERIC5_HUMAN	tr|A0A8C9CUD4|A0A8C9CUD4_PANLE
OG0008714	sp|Q6T311|ARL9_HUMAN	tr|A0A8C8WNS6|A0A8C8WNS6_PANLE
OG0008715	sp|Q6ZVK1|T179A_HUMAN	tr|A0A8C8WWI7|A0A8C8WWI7_PANLE
OG0008716	sp|Q86VF7|NRAP_HUMAN	tr|A0A8C8WZ00|A0A8C8WZ00_PANLE
OG0008717	sp|Q8IZA3|H18_HUMAN	tr|A0A8C8WFZ3|A0A8C8WFZ3_PANLE
OG0008718	sp|Q8N2I9|STK40_HUMAN	tr|A0A8C8Y2I7|A0A8C8Y2I7_PANLE
OG0008719	sp|Q8N461|FXL16_HUMAN	tr|A0A8C8XXN6|A0A8C8XXN6_PANLE
OG0008720	sp|Q8N6F8|MET27_HUMAN	tr|A0A8C8YA23|A0A8C8YA23_PANLE
OG0008721	sp|Q8NCM8|DYHC2_HUMAN	tr|A0A8C8Y188|A0A8C8Y188_PANLE
OG0008722	sp|Q8NFW1|COMA1_HUMAN	tr|A0A8C8WEE7|A0A8C8WEE7_PANLE
OG0008723	sp|Q8TDP1|RNH2C_HUMAN	tr|A0A8C8WTP7|A0A8C8WTP7_PANLE
OG0008724	sp|Q8TDZ2|MICA1_HUMAN	tr|A0A8C9CYG4|A0A8C9CYG4_PANLE
OG0008725	sp|Q96BN6|F149B_HUMAN	tr|A0A8C8XUM7|A0A8C8XUM7_PANLE
OG0008726	sp|Q96C23|GALM_HUMAN	tr|A0A8C8Y344|A0A8C8Y344_PANLE
