Orthogroup	Homo_sapiens	Balaenoptera_physalus
OG0006122	sp|Q9H9Y6|RPA2_HUMAN	tr|A0A643CEY2|A0A643CEY2_BALPH
OG0006123	sp|Q8TCU3|S7A13_HUMAN	tr|A0A643CF17|A0A643CF17_BALPH
OG0006124	sp|O00429|DNM1L_HUMAN	tr|A0A643CFS8|A0A643CFS8_BALPH
OG0006125	sp|P08133|ANXA6_HUMAN	tr|A0A643CG92|A0A643CG92_BALPH
OG0006126	sp|P04628|WNT1_HUMAN	tr|A0A643CGV8|A0A643CGV8_BALPH
OG0006127	sp|Q9NUY8|TBC23_HUMAN	tr|A0A643CHV2|A0A643CHV2_BALPH
OG0006128	sp|P12956|XRCC6_HUMAN	tr|A0A643CI75|A0A643CI75_BALPH
OG0006129	sp|Q86XE5|HOGA1_HUMAN	tr|A0A643CII1|A0A643CII1_BALPH
OG0006130	sp|Q6NUQ4|TM214_HUMAN	tr|A0A643CIT9|A0A643CIT9_BALPH
OG0006131	sp|O15204|ADEC1_HUMAN	tr|A0A643CJG6|A0A643CJG6_BALPH
OG0006132	sp|P46952|3HAO_HUMAN	tr|A0A6A1Q0H2|A0A6A1Q0H2_BALPH
OG0006133	sp|O75881|CP7B1_HUMAN	tr|A0A6A1Q0Z5|A0A6A1Q0Z5_BALPH
OG0006134	sp|Q8N1P7|CRBG2_HUMAN	tr|A0A6A1Q310|A0A6A1Q310_BALPH
OG0006135	sp|O15169|AXIN1_HUMAN	tr|A0A6A1Q640|A0A6A1Q640_BALPH
OG0006136	sp|Q5TEU4|NDUF5_HUMAN	tr|A0A6A1Q664|A0A6A1Q664_BALPH
OG0006137	sp|Q86W42|THOC6_HUMAN	tr|A0A6A1Q7G0|A0A6A1Q7G0_BALPH
OG0006138	sp|Q8WWB3|DYDC1_HUMAN	tr|A0A6A1Q7V3|A0A6A1Q7V3_BALPH
OG0006139	sp|Q8WUH1|CHUR_HUMAN	tr|A0A6A1Q8F3|A0A6A1Q8F3_BALPH
OG0006140	sp|Q9H6R3|ACSS3_HUMAN	tr|A0A6A1QB04|A0A6A1QB04_BALPH
OG0006141	sp|O15217|GSTA4_HUMAN	tr|A0A6A1QEI7|A0A6A1QEI7_BALPH
OG0006142	sp|P49863|GRAK_HUMAN	tr|A0A6A1QJP3|A0A6A1QJP3_BALPH
OG0006143	sp|O95070|YIF1A_HUMAN	tr|A0A643ATI6|A0A643ATI6_BALPH
OG0006144	sp|P17643|TYRP1_HUMAN	tr|A0A643BP73|A0A643BP73_BALPH
OG0006145	sp|Q6UY18|LIGO4_HUMAN	tr|A0A643BPD7|A0A643BPD7_BALPH
OG0006146	sp|Q9BXT8|RNF17_HUMAN	tr|A0A643BSC8|A0A643BSC8_BALPH
OG0006147	sp|Q9HAI6|TASL_HUMAN	tr|A0A643BSI7|A0A643BSI7_BALPH
OG0006148	sp|Q9UHF5|IL17B_HUMAN	tr|A0A643BUK3|A0A643BUK3_BALPH
OG0006149	sp|Q9P2R6|RERE_HUMAN	tr|A0A643BV28|A0A643BV28_BALPH
OG0006150	sp|Q6FI81|CPIN1_HUMAN	tr|A0A643BZ12|A0A643BZ12_BALPH
OG0006151	sp|Q9BUV8|RCAF1_HUMAN	tr|A0A643BZ34|A0A643BZ34_BALPH
OG0006152	sp|Q9BUP3|HTAI2_HUMAN	tr|A0A643C0R1|A0A643C0R1_BALPH
OG0006153	sp|Q9UJX2|CDC23_HUMAN	tr|A0A643C0W3|A0A643C0W3_BALPH
OG0006154	sp|Q6UE05|TM270_HUMAN	tr|A0A643C237|A0A643C237_BALPH
OG0006155	sp|P80365|DHI2_HUMAN	tr|A0A643C2I0|A0A643C2I0_BALPH
OG0006156	sp|Q8N8Z6|DCBD1_HUMAN	tr|A0A643C2N7|A0A643C2N7_BALPH
OG0006157	sp|Q12846|STX4_HUMAN	tr|A0A643C465|A0A643C465_BALPH
OG0006158	sp|Q93038|TNR25_HUMAN	tr|A0A643C4F6|A0A643C4F6_BALPH
OG0006159	sp|Q6UWD8|CP054_HUMAN	tr|A0A643C520|A0A643C520_BALPH
OG0006160	sp|Q6MZT1|R7BP_HUMAN	tr|A0A643C6I5|A0A643C6I5_BALPH
OG0006161	sp|Q8TAT6|NPL4_HUMAN	tr|A0A643C7E2|A0A643C7E2_BALPH
OG0006163	sp|O75631|UPK3A_HUMAN	tr|A0A643C927|A0A643C927_BALPH
OG0006164	sp|P40763|STAT3_HUMAN	tr|A0A643CBW4|A0A643CBW4_BALPH
OG0006165	sp|P60604|UB2G2_HUMAN	tr|A0A643CD35|A0A643CD35_BALPH
OG0006166	sp|Q13492|PICAL_HUMAN	tr|A0A643CE07|A0A643CE07_BALPH
OG0006167	sp|Q7Z6L1|TCPR1_HUMAN	tr|A0A643CEV4|A0A643CEV4_BALPH
OG0006168	sp|O95760|IL33_HUMAN	tr|A0A643CFC9|A0A643CFC9_BALPH
OG0006169	sp|Q96KB5|TOPK_HUMAN	tr|A0A643CG66|A0A643CG66_BALPH
OG0006170	sp|Q9UJX5|APC4_HUMAN	tr|A0A643CHS3|A0A643CHS3_BALPH
OG0006171	sp|Q8N387|MUC15_HUMAN	tr|A0A643CI67|A0A643CI67_BALPH
OG0006172	sp|Q15393|SF3B3_HUMAN	tr|A0A643CIP5|A0A643CIP5_BALPH
OG0006173	sp|P42898|MTHR_HUMAN	tr|A0A643CIR3|A0A643CIR3_BALPH
OG0006174	sp|Q86VX2|COMD7_HUMAN	tr|A0A6A1Q0U2|A0A6A1Q0U2_BALPH
OG0006175	sp|Q9NZQ0|DJC27_HUMAN	tr|A0A6A1Q0X4|A0A6A1Q0X4_BALPH
OG0006176	sp|O43167|ZBT24_HUMAN	tr|A0A6A1Q115|A0A6A1Q115_BALPH
OG0006177	sp|Q5T1R4|ZEP3_HUMAN	tr|A0A6A1Q159|A0A6A1Q159_BALPH
OG0006178	sp|Q96NZ8|WFKN1_HUMAN	tr|A0A6A1Q2C2|A0A6A1Q2C2_BALPH
OG0006179	sp|Q92826|HXB13_HUMAN	tr|A0A6A1Q3C6|A0A6A1Q3C6_BALPH
OG0006180	sp|P40121|CAPG_HUMAN	tr|A0A6A1Q4G5|A0A6A1Q4G5_BALPH
OG0006181	sp|Q9GZX9|TWSG1_HUMAN	tr|A0A6A1Q4S6|A0A6A1Q4S6_BALPH
OG0006182	sp|A6NEY8|PRXD1_HUMAN	tr|A0A6A1Q5W1|A0A6A1Q5W1_BALPH
OG0006183	sp|Q5VIR6|VPS53_HUMAN	tr|A0A6A1Q734|A0A6A1Q734_BALPH
OG0006184	sp|Q9Y4X4|KLF12_HUMAN	tr|A0A6A1Q7P9|A0A6A1Q7P9_BALPH
OG0006185	sp|Q96EK7|F120B_HUMAN	tr|A0A6A1Q829|A0A6A1Q829_BALPH
OG0006186	sp|C9J302|CD051_HUMAN	tr|A0A6A1QBQ2|A0A6A1QBQ2_BALPH
OG0006187	sp|Q8NEM0|MCPH1_HUMAN	tr|A0A6A1QCJ1|A0A6A1QCJ1_BALPH
OG0006188	sp|Q15459|SF3A1_HUMAN	tr|A0A6A1QE47|A0A6A1QE47_BALPH
OG0006189	sp|P12980|LYL1_HUMAN	tr|A0A6A1QER4|A0A6A1QER4_BALPH
OG0006190	sp|Q7Z614|SNX20_HUMAN	tr|A0A6A1QGK4|A0A6A1QGK4_BALPH
OG0006191	sp|Q9Y366|IFT52_HUMAN	tr|A0A6A1QIQ8|A0A6A1QIQ8_BALPH
OG0006192	sp|Q96FS4|SIPA1_HUMAN	tr|A0A6A1QIZ5|A0A6A1QIZ5_BALPH
OG0006193	sp|Q92834|RPGR_HUMAN	tr|A0A6A1QKG0|A0A6A1QKG0_BALPH
OG0006194	sp|Q5JSZ5|PRC2B_HUMAN	tr|A0A6A1QMB2|A0A6A1QMB2_BALPH
OG0006195	sp|Q92833|JARD2_HUMAN	tr|A0A6A1QP29|A0A6A1QP29_BALPH
OG0006196	sp|Q01831|XPC_HUMAN	tr|A0A643BLS4|A0A643BLS4_BALPH
OG0006197	sp|Q9H0H0|INT2_HUMAN	tr|A0A643BML9|A0A643BML9_BALPH
OG0006198	sp|Q9HCL2|GPAT1_HUMAN	tr|A0A643BN15|A0A643BN15_BALPH
OG0006199	sp|Q7RTY3|PRS45_HUMAN	tr|A0A643BP14|A0A643BP14_BALPH
OG0006200	sp|Q8NCM8|DYHC2_HUMAN	tr|A0A643BPG4|A0A643BPG4_BALPH
OG0006201	sp|P09496|CLCA_HUMAN	tr|A0A643BPP6|A0A643BPP6_BALPH
OG0006203	sp|Q7Z5V6|PPR32_HUMAN	tr|A0A643BQN3|A0A643BQN3_BALPH
OG0006204	sp|Q9UMS6|SYNP2_HUMAN	tr|A0A643BR25|A0A643BR25_BALPH
OG0006205	sp|Q99638|RAD9A_HUMAN	tr|A0A643BR54|A0A643BR54_BALPH
OG0006206	sp|Q9HAW0|BRF2_HUMAN	tr|A0A643BSI8|A0A643BSI8_BALPH
OG0006207	sp|Q8IZM8|ZN654_HUMAN	tr|A0A643BV63|A0A643BV63_BALPH
OG0006208	sp|O60832|DKC1_HUMAN	tr|A0A643BVP5|A0A643BVP5_BALPH
OG0006209	sp|P10515|ODP2_HUMAN	tr|A0A643BVY0|A0A643BVY0_BALPH
OG0006210	sp|Q9ULX3|NOB1_HUMAN	tr|A0A643BXL3|A0A643BXL3_BALPH
OG0006211	sp|Q86UE6|LRRT1_HUMAN	tr|A0A643BYH5|A0A643BYH5_BALPH
OG0006212	sp|P83731|RL24_HUMAN	tr|A0A643C0J8|A0A643C0J8_BALPH
OG0006213	sp|Q8WYL5|SSH1_HUMAN	tr|A0A643C2I7|A0A643C2I7_BALPH
OG0006214	sp|Q3MIT2|PUS10_HUMAN	tr|A0A643C5R4|A0A643C5R4_BALPH
OG0006215	sp|Q9BR10|SPT25_HUMAN	tr|A0A643C615|A0A643C615_BALPH
OG0006216	sp|P26012|ITB8_HUMAN	tr|A0A643C7J5|A0A643C7J5_BALPH
OG0006217	sp|Q7RTX9|MOT14_HUMAN	tr|A0A643C9N3|A0A643C9N3_BALPH
OG0006218	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A643CAD5|A0A643CAD5_BALPH
OG0006219	sp|P82664|RT10_HUMAN	tr|A0A643CBG2|A0A643CBG2_BALPH
OG0006220	sp|O95848|NUD14_HUMAN	tr|A0A643CF49|A0A643CF49_BALPH
OG0006221	sp|Q9UL36|ZN236_HUMAN	tr|A0A643CFJ4|A0A643CFJ4_BALPH
OG0006222	sp|Q9BYV7|BCDO2_HUMAN	tr|A0A643CGG0|A0A643CGG0_BALPH
OG0006223	sp|Q16585|SGCB_HUMAN	tr|A0A6A1Q064|A0A6A1Q064_BALPH
OG0006224	sp|O95294|RASL1_HUMAN	tr|A0A6A1Q3Z2|A0A6A1Q3Z2_BALPH
OG0006225	sp|Q7RTR2|NLRC3_HUMAN	tr|A0A6A1Q4Z8|A0A6A1Q4Z8_BALPH
OG0006226	sp|P21145|MAL_HUMAN	tr|A0A6A1Q5E5|A0A6A1Q5E5_BALPH
OG0006227	sp|Q6P1L5|F117B_HUMAN	tr|A0A6A1Q7H3|A0A6A1Q7H3_BALPH
OG0006228	sp|Q8N0X7|SPART_HUMAN	tr|A0A6A1Q9Z0|A0A6A1Q9Z0_BALPH
OG0006229	sp|Q3B7I2|CNPY1_HUMAN	tr|A0A6A1QAK8|A0A6A1QAK8_BALPH
OG0006230	sp|A4D1S5|RAB19_HUMAN	tr|A0A6A1QBU3|A0A6A1QBU3_BALPH
OG0006231	sp|Q6PGQ7|BORA_HUMAN	tr|A0A6A1QCX4|A0A6A1QCX4_BALPH
OG0006232	sp|Q8WWA1|TMM40_HUMAN	tr|A0A6A1QDU8|A0A6A1QDU8_BALPH
OG0006233	sp|Q7Z3H4|SAMD7_HUMAN	tr|A0A6A1QHL2|A0A6A1QHL2_BALPH
OG0006234	sp|P56645|PER3_HUMAN	tr|A0A6A1QI91|A0A6A1QI91_BALPH
OG0006235	sp|P02671|FIBA_HUMAN	tr|A0A643BLG5|A0A643BLG5_BALPH
OG0006236	sp|Q96FV2|SCRN2_HUMAN	tr|A0A643BM77|A0A643BM77_BALPH
OG0006237	sp|Q03154|ACY1_HUMAN	tr|A0A643BMT6|A0A643BMT6_BALPH
OG0006238	sp|Q9Y4D2|DGLA_HUMAN	tr|A0A643BPB4|A0A643BPB4_BALPH
OG0006239	sp|I3L3R5|CCER2_HUMAN	tr|A0A643BTF8|A0A643BTF8_BALPH
OG0006240	sp|Q5FWF7|FBX48_HUMAN	tr|A0A643BUQ2|A0A643BUQ2_BALPH
OG0006241	sp|Q7Z570|Z804A_HUMAN	tr|A0A643BWW2|A0A643BWW2_BALPH
OG0006242	sp|Q8TD08|MK15_HUMAN	tr|A0A643BYE9|A0A643BYE9_BALPH
OG0006243	sp|Q6V1P9|PCD23_HUMAN	tr|A0A643BYK3|A0A643BYK3_BALPH
OG0006244	sp|Q9BXW4|MLP3C_HUMAN	tr|A0A643BZ80|A0A643BZ80_BALPH
OG0006245	sp|Q96NW7|LRRC7_HUMAN	tr|A0A643C2R7|A0A643C2R7_BALPH
OG0006246	sp|Q15669|RHOH_HUMAN	tr|A0A643C526|A0A643C526_BALPH
OG0006247	sp|P29459|IL12A_HUMAN	tr|A0A643C7R0|A0A643C7R0_BALPH
OG0006248	sp|Q96GY0|ZC21A_HUMAN	tr|A0A643C818|A0A643C818_BALPH
OG0006249	sp|Q96M91|CFA53_HUMAN	tr|A0A643CAE1|A0A643CAE1_BALPH
OG0006250	sp|Q9UN19|DAPP1_HUMAN	tr|A0A643CAX5|A0A643CAX5_BALPH
OG0006251	sp|P48551|INAR2_HUMAN	tr|A0A643CB56|A0A643CB56_BALPH
OG0006252	sp|Q9BT49|THAP7_HUMAN	tr|A0A643CBZ5|A0A643CBZ5_BALPH
OG0006253	sp|Q6ZVT0|TTL10_HUMAN	tr|A0A643CGY0|A0A643CGY0_BALPH
OG0006254	sp|Q9NQT6|FSCN3_HUMAN	tr|A0A643CHL9|A0A643CHL9_BALPH
OG0006255	sp|Q8NHE4|VA0E2_HUMAN	tr|A0A643CIY9|A0A643CIY9_BALPH
OG0006256	sp|Q8NDC4|MORN4_HUMAN	tr|A0A643CJP6|A0A643CJP6_BALPH
OG0006257	sp|Q9NR28|DBLOH_HUMAN	tr|A0A643CK42|A0A643CK42_BALPH
OG0006258	sp|O95816|BAG2_HUMAN	tr|A0A6A1PY57|A0A6A1PY57_BALPH
OG0006259	sp|P33241|LSP1_HUMAN	tr|A0A6A1Q0Y0|A0A6A1Q0Y0_BALPH
OG0006260	sp|Q14162|SREC_HUMAN	tr|A0A6A1Q2T9|A0A6A1Q2T9_BALPH
OG0006261	sp|Q9Y4C8|RBM19_HUMAN	tr|A0A6A1Q2Z8|A0A6A1Q2Z8_BALPH
OG0006262	sp|Q9NPU4|CN132_HUMAN	tr|A0A6A1Q4N3|A0A6A1Q4N3_BALPH
OG0006263	sp|Q12788|TBL3_HUMAN	tr|A0A6A1Q5Q3|A0A6A1Q5Q3_BALPH
OG0006264	sp|P55081|MFAP1_HUMAN	tr|A0A6A1Q666|A0A6A1Q666_BALPH
OG0006265	sp|Q5JRX3|PREP_HUMAN	tr|A0A6A1Q742|A0A6A1Q742_BALPH
OG0006266	sp|Q96F63|CCD97_HUMAN	tr|A0A6A1Q9Y9|A0A6A1Q9Y9_BALPH
OG0006267	sp|P80108|PHLD_HUMAN	tr|A0A6A1QA18|A0A6A1QA18_BALPH
OG0006268	sp|Q9Y5Z0|BACE2_HUMAN	tr|A0A6A1QB63|A0A6A1QB63_BALPH
OG0006269	sp|Q9Y4K1|CRBG1_HUMAN	tr|A0A6A1QCN6|A0A6A1QCN6_BALPH
OG0006270	sp|H3BNL8|ARMD2_HUMAN	tr|A0A6A1QCZ6|A0A6A1QCZ6_BALPH
OG0006271	sp|Q9HCQ7|NPVF_HUMAN	tr|A0A6A1QE55|A0A6A1QE55_BALPH
OG0006272	sp|Q7L1V2|MON1B_HUMAN	tr|A0A6A1QEN0|A0A6A1QEN0_BALPH
OG0006273	sp|Q9BR61|ACBD6_HUMAN	tr|A0A6A1QFC6|A0A6A1QFC6_BALPH
OG0006274	sp|Q9P2F5|STOX2_HUMAN	tr|A0A6A1QFP4|A0A6A1QFP4_BALPH
OG0006275	sp|Q6NTF9|RHBD2_HUMAN	tr|A0A6A1QH86|A0A6A1QH86_BALPH
OG0006276	sp|Q5JXM2|MET24_HUMAN	tr|A0A6A1QIU6|A0A6A1QIU6_BALPH
OG0006277	sp|Q9NVG8|TBC13_HUMAN	tr|A0A6A1QNT5|A0A6A1QNT5_BALPH
OG0006278	sp|Q6UY09|CEA20_HUMAN	tr|A0A643AS65|A0A643AS65_BALPH
OG0006279	sp|O95163|ELP1_HUMAN	tr|A0A643BL07|A0A643BL07_BALPH
OG0006280	sp|Q494V2|CP100_HUMAN	tr|A0A643BLM2|A0A643BLM2_BALPH
OG0006281	sp|P35247|SFTPD_HUMAN	tr|A0A643BP74|A0A643BP74_BALPH
OG0006282	sp|Q8N158|GPC2_HUMAN	tr|A0A643BQC3|A0A643BQC3_BALPH
OG0006283	sp|Q9NVV0|TM38B_HUMAN	tr|A0A643BRM4|A0A643BRM4_BALPH
OG0006284	sp|O43709|BUD23_HUMAN	tr|A0A643BWG8|A0A643BWG8_BALPH
OG0006285	sp|Q9Y5I7|CLD16_HUMAN	tr|A0A643BWU9|A0A643BWU9_BALPH
OG0006286	sp|O43933|PEX1_HUMAN	tr|A0A643BX22|A0A643BX22_BALPH
OG0006287	sp|Q8N0W5|IQCK_HUMAN	tr|A0A643BXZ4|A0A643BXZ4_BALPH
OG0006288	sp|Q9UHV9|PFD2_HUMAN	tr|A0A643BZN5|A0A643BZN5_BALPH
OG0006289	sp|Q12912|IRAG2_HUMAN	tr|A0A643C2F3|A0A643C2F3_BALPH
OG0006290	sp|O95073|FSBP_HUMAN	tr|A0A643C4N3|A0A643C4N3_BALPH
OG0006291	sp|Q99705|MCHR1_HUMAN	tr|A0A643C521|A0A643C521_BALPH
OG0006292	sp|Q5VZ18|SHE_HUMAN	tr|A0A643C7T8|A0A643C7T8_BALPH
OG0006293	sp|Q6NXR4|TTI2_HUMAN	tr|A0A643C843|A0A643C843_BALPH
OG0006294	sp|Q9H347|UBQL3_HUMAN	tr|A0A643CA06|A0A643CA06_BALPH
OG0006295	sp|O95238|SPDEF_HUMAN	tr|A0A643CAY9|A0A643CAY9_BALPH
OG0006296	sp|P14061|DHB1_HUMAN	tr|A0A643CCM4|A0A643CCM4_BALPH
OG0006297	sp|P57768|SNX16_HUMAN	tr|A0A643CCY6|A0A643CCY6_BALPH
OG0006298	sp|Q5JXA9|SIRB2_HUMAN	tr|A0A643CD49|A0A643CD49_BALPH
OG0006299	sp|A0AVI4|TM129_HUMAN	tr|A0A643CDN7|A0A643CDN7_BALPH
OG0006300	sp|Q7L5Y6|DET1_HUMAN	tr|A0A643CEL2|A0A643CEL2_BALPH
OG0006301	sp|Q86X29|LSR_HUMAN	tr|A0A643CH50|A0A643CH50_BALPH
OG0006302	sp|O43175|SERA_HUMAN	tr|A0A643CHK7|A0A643CHK7_BALPH
OG0006303	sp|Q9BXC1|GP174_HUMAN	tr|A0A643CIB5|A0A643CIB5_BALPH
OG0006304	sp|Q8WXE0|CSKI2_HUMAN	tr|A0A6A1Q0F9|A0A6A1Q0F9_BALPH
OG0006305	sp|Q8TDZ2|MICA1_HUMAN	tr|A0A6A1Q286|A0A6A1Q286_BALPH
OG0006306	sp|Q9Y5R4|HEMK1_HUMAN	tr|A0A6A1Q299|A0A6A1Q299_BALPH
OG0006307	sp|Q9H910|JUPI2_HUMAN	tr|A0A6A1Q2F7|A0A6A1Q2F7_BALPH
OG0006308	sp|A8MZF0|PRR33_HUMAN	tr|A0A6A1Q498|A0A6A1Q498_BALPH
OG0006309	sp|Q8N0U2|TMM61_HUMAN	tr|A0A6A1Q4P4|A0A6A1Q4P4_BALPH
OG0006310	sp|Q96NT5|PCFT_HUMAN	tr|A0A6A1Q5E1|A0A6A1Q5E1_BALPH
OG0006311	sp|Q5U623|MCAF2_HUMAN	tr|A0A6A1Q625|A0A6A1Q625_BALPH
OG0006312	sp|P46199|IF2M_HUMAN	tr|A0A6A1Q632|A0A6A1Q632_BALPH
OG0006313	sp|Q5QJ74|TBCEL_HUMAN	tr|A0A6A1Q8K2|A0A6A1Q8K2_BALPH
OG0006314	sp|O14924|RGS12_HUMAN	tr|A0A6A1Q996|A0A6A1Q996_BALPH
OG0006315	sp|Q8N4C7|STX19_HUMAN	tr|A0A6A1QB13|A0A6A1QB13_BALPH
OG0006316	sp|P37173|TGFR2_HUMAN	tr|A0A6A1QCV4|A0A6A1QCV4_BALPH
OG0006317	sp|A6NGR9|MROH6_HUMAN	tr|A0A6A1QE04|A0A6A1QE04_BALPH
OG0006318	sp|Q8TF71|MOT10_HUMAN	tr|A0A6A1QF94|A0A6A1QF94_BALPH
OG0006319	sp|Q9H270|VPS11_HUMAN	tr|A0A6A1QFH0|A0A6A1QFH0_BALPH
OG0006320	sp|P04040|CATA_HUMAN	tr|A0A6A1QG74|A0A6A1QG74_BALPH
OG0006321	sp|Q8TB96|TIP_HUMAN	tr|A0A6A1QGR8|A0A6A1QGR8_BALPH
OG0006322	sp|Q8IZ02|LRC34_HUMAN	tr|A0A6A1QH73|A0A6A1QH73_BALPH
OG0006323	sp|Q86YS7|C2CD5_HUMAN	tr|A0A6A1QIR5|A0A6A1QIR5_BALPH
OG0006324	sp|Q6Q788|APOA5_HUMAN	tr|A0A6A1QJQ0|A0A6A1QJQ0_BALPH
OG0006325	sp|P53634|CATC_HUMAN	tr|A0A6A1QM33|A0A6A1QM33_BALPH
OG0006326	sp|Q7L3V2|BOP_HUMAN	tr|A0A6A1QML8|A0A6A1QML8_BALPH
OG0006327	sp|O14944|EREG_HUMAN	tr|A0A643BL49|A0A643BL49_BALPH
OG0006328	sp|Q70EL1|UBP54_HUMAN	tr|A0A643BLI5|A0A643BLI5_BALPH
OG0006329	sp|Q8IZQ5|SELH_HUMAN	tr|A0A643BQF2|A0A643BQF2_BALPH
OG0006330	sp|C9JJ37|BTBDJ_HUMAN	tr|A0A643BWJ8|A0A643BWJ8_BALPH
OG0006331	sp|Q96NB2|SFXN2_HUMAN	tr|A0A643BXW9|A0A643BXW9_BALPH
OG0006332	sp|Q99807|COQ7_HUMAN	tr|A0A643BY09|A0A643BY09_BALPH
OG0006333	sp|Q4ADV7|RIC1_HUMAN	tr|A0A643BYJ8|A0A643BYJ8_BALPH
OG0006334	sp|P16452|EPB42_HUMAN	tr|A0A643BZ58|A0A643BZ58_BALPH
OG0006335	sp|Q9BTE1|DCTN5_HUMAN	tr|A0A643BZT1|A0A643BZT1_BALPH
OG0006336	sp|Q2QL34|MP17L_HUMAN	tr|A0A643C110|A0A643C110_BALPH
OG0006337	sp|Q9H1E3|NUCKS_HUMAN	tr|A0A643C1U1|A0A643C1U1_BALPH
OG0006338	sp|P28066|PSA5_HUMAN	tr|A0A643C230|A0A643C230_BALPH
OG0006339	sp|Q9P0M9|RM27_HUMAN	tr|A0A643C2V4|A0A643C2V4_BALPH
OG0006340	sp|Q2M3C7|SPKAP_HUMAN	tr|A0A643C329|A0A643C329_BALPH
OG0006341	sp|Q96C55|ZN524_HUMAN	tr|A0A643C5J9|A0A643C5J9_BALPH
OG0006342	sp|Q96MZ0|GD1L1_HUMAN	tr|A0A643C5K7|A0A643C5K7_BALPH
OG0006343	sp|Q96LW7|CAR19_HUMAN	tr|A0A643C5Z6|A0A643C5Z6_BALPH
OG0006344	sp|Q86VH5|LRRT3_HUMAN	tr|A0A643C7Q7|A0A643C7Q7_BALPH
OG0006345	sp|Q8N4T0|CBPA6_HUMAN	tr|A0A643C7W3|A0A643C7W3_BALPH
OG0006346	sp|P45452|MMP13_HUMAN	tr|A0A643C8Q9|A0A643C8Q9_BALPH
OG0006347	sp|P11161|EGR2_HUMAN	tr|A0A643CAB4|A0A643CAB4_BALPH
OG0006348	sp|O43819|SCO2_HUMAN	tr|A0A643CAC9|A0A643CAC9_BALPH
OG0006349	sp|Q92636|FAN_HUMAN	tr|A0A643CC44|A0A643CC44_BALPH
OG0006350	sp|P52739|ZN131_HUMAN	tr|A0A643CDY8|A0A643CDY8_BALPH
OG0006351	sp|Q9NRG1|PRDC1_HUMAN	tr|A0A643CEP7|A0A643CEP7_BALPH
OG0006352	sp|Q00839|HNRPU_HUMAN	tr|A0A643CFM2|A0A643CFM2_BALPH
OG0006353	sp|Q9H078|CLPB_HUMAN	tr|A0A643CG79|A0A643CG79_BALPH
OG0006354	sp|Q9UI12|VATH_HUMAN	tr|A0A643CJ08|A0A643CJ08_BALPH
OG0006355	sp|Q9NQR1|KMT5A_HUMAN	tr|A0A643CJA2|A0A643CJA2_BALPH
OG0006356	sp|Q9Y534|CSDC2_HUMAN	tr|A0A643CJF4|A0A643CJF4_BALPH
OG0006357	sp|O43613|OX1R_HUMAN	tr|A0A643CJR7|A0A643CJR7_BALPH
OG0006358	sp|Q9P021|CRIPT_HUMAN	tr|A0A6A1PZ48|A0A6A1PZ48_BALPH
OG0006359	sp|Q9UGU5|HMGX4_HUMAN	tr|A0A6A1PZE1|A0A6A1PZE1_BALPH
OG0006360	sp|P0CW18|PRS56_HUMAN	tr|A0A6A1PZL0|A0A6A1PZL0_BALPH
OG0006361	sp|Q9H6K5|PRR36_HUMAN	tr|A0A6A1PZR7|A0A6A1PZR7_BALPH
OG0006362	sp|Q3SXZ7|TTLL9_HUMAN	tr|A0A6A1Q0N9|A0A6A1Q0N9_BALPH
OG0006363	sp|P35408|PE2R4_HUMAN	tr|A0A6A1Q2X0|A0A6A1Q2X0_BALPH
OG0006364	sp|P49447|CY561_HUMAN	tr|A0A6A1Q376|A0A6A1Q376_BALPH
OG0006365	sp|P01222|TSHB_HUMAN	tr|A0A6A1Q6C0|A0A6A1Q6C0_BALPH
OG0006366	sp|Q9C0B1|FTO_HUMAN	tr|A0A6A1Q8C1|A0A6A1Q8C1_BALPH
OG0006367	sp|Q9H6S0|YTDC2_HUMAN	tr|A0A6A1Q977|A0A6A1Q977_BALPH
OG0006368	sp|Q0ZGT2|NEXN_HUMAN	tr|A0A6A1Q997|A0A6A1Q997_BALPH
OG0006369	sp|Q9HCH0|NCK5L_HUMAN	tr|A0A6A1QA09|A0A6A1QA09_BALPH
OG0006370	sp|O95772|STR3N_HUMAN	tr|A0A6A1QAR5|A0A6A1QAR5_BALPH
OG0006371	sp|Q9NQ87|HEYL_HUMAN	tr|A0A6A1QB69|A0A6A1QB69_BALPH
OG0006372	sp|Q9HCM1|RESF1_HUMAN	tr|A0A6A1QC46|A0A6A1QC46_BALPH
OG0006373	sp|P19075|TSN8_HUMAN	tr|A0A6A1QCK6|A0A6A1QCK6_BALPH
OG0006374	sp|Q96DT0|LEG12_HUMAN	tr|A0A6A1QCU1|A0A6A1QCU1_BALPH
OG0006375	sp|Q96JN0|LCOR_HUMAN	tr|A0A6A1QEQ7|A0A6A1QEQ7_BALPH
OG0006376	sp|Q8WV28|BLNK_HUMAN	tr|A0A6A1QFL4|A0A6A1QFL4_BALPH
OG0006377	sp|Q86YD5|LRAD3_HUMAN	tr|A0A6A1QFM9|A0A6A1QFM9_BALPH
OG0006378	sp|Q6ZVL6|K154L_HUMAN	tr|A0A6A1QHB9|A0A6A1QHB9_BALPH
OG0006379	sp|O75356|ENTP5_HUMAN	tr|A0A6A1QHP7|A0A6A1QHP7_BALPH
OG0006380	sp|Q5T280|CI114_HUMAN	tr|A0A6A1QM46|A0A6A1QM46_BALPH
OG0006381	sp|Q9BY14|TX101_HUMAN	tr|A0A6A1QQ22|A0A6A1QQ22_BALPH
