Orthogroup	Homo_sapiens	Carlito_syrichta
OG0006672	sp|Q8NBE8|KLH23_HUMAN	tr|A0A1U7T9A2|A0A1U7T9A2_CARSF
OG0006673	sp|A6NM36|LRC30_HUMAN	tr|A0A1U7TAR2|A0A1U7TAR2_CARSF
OG0006674	sp|O95473|SNG4_HUMAN	tr|A0A1U7TB20|A0A1U7TB20_CARSF
OG0006675	sp|Q6ZTZ1|MSD1_HUMAN	tr|A0A1U7TC53|A0A1U7TC53_CARSF
OG0006676	sp|Q969R8|ITFG2_HUMAN	tr|A0A1U7TC66|A0A1U7TC66_CARSF
OG0006677	sp|Q99757|THIOM_HUMAN	tr|A0A1U7TDJ0|A0A1U7TDJ0_CARSF
OG0006678	sp|Q00325|MPCP_HUMAN	tr|A0A1U7TFD3|A0A1U7TFD3_CARSF
OG0006679	sp|O75607|NPM3_HUMAN	tr|A0A1U7THC7|A0A1U7THC7_CARSF
OG0006680	sp|Q6UY11|DLK2_HUMAN	tr|A0A1U7TI13|A0A1U7TI13_CARSF
OG0006681	sp|Q9H0A9|SPC1L_HUMAN	tr|A0A1U7TJ07|A0A1U7TJ07_CARSF
OG0006682	sp|Q9H7Z6|KAT8_HUMAN	tr|A0A1U7TJM3|A0A1U7TJM3_CARSF
OG0006683	sp|Q86YW5|TRML1_HUMAN	tr|A0A1U7TJU4|A0A1U7TJU4_CARSF
OG0006684	sp|Q9NU02|ANKE1_HUMAN	tr|A0A1U7TN13|A0A1U7TN13_CARSF
OG0006685	sp|Q6P988|NOTUM_HUMAN	tr|A0A1U7TQB2|A0A1U7TQB2_CARSF
OG0006686	sp|O75071|EFC14_HUMAN	tr|A0A1U7TQX8|A0A1U7TQX8_CARSF
OG0006687	sp|Q86X67|NUD13_HUMAN	tr|A0A1U7TR84|A0A1U7TR84_CARSF
OG0006688	sp|Q9Y2R2|PTN22_HUMAN	tr|A0A1U7TU09|A0A1U7TU09_CARSF
OG0006689	sp|O43298|ZBT43_HUMAN	tr|A0A1U7TUR3|A0A1U7TUR3_CARSF
OG0006690	sp|Q8TE85|GRHL3_HUMAN	tr|A0A1U7TV99|A0A1U7TV99_CARSF
OG0006691	sp|Q86UB2|BIVM_HUMAN	tr|A0A1U7TZD8|A0A1U7TZD8_CARSF
OG0006692	sp|Q9H000|MKRN2_HUMAN	tr|A0A1U7U136|A0A1U7U136_CARSF
OG0006693	sp|O15155|BET1_HUMAN	tr|A0A1U7U469|A0A1U7U469_CARSF
OG0006694	sp|Q92802|N42L2_HUMAN	tr|A0A1U7U660|A0A1U7U660_CARSF
OG0006695	sp|Q9NQY0|BIN3_HUMAN	tr|A0A1U7U773|A0A1U7U773_CARSF
OG0006696	sp|P39905|GDNF_HUMAN	tr|A0A1U7U7U8|A0A1U7U7U8_CARSF
OG0006697	sp|Q08629|TICN1_HUMAN	tr|A0A1U7U8X3|A0A1U7U8X3_CARSF
OG0006698	sp|Q9NYL4|FKB11_HUMAN	tr|A0A1U7U9Y1|A0A1U7U9Y1_CARSF
OG0006699	sp|Q6ZW31|SYDE1_HUMAN	tr|A0A1U7UCI4|A0A1U7UCI4_CARSF
OG0006700	sp|Q8N5N7|RM50_HUMAN	tr|A0A1U7UCM5|A0A1U7UCM5_CARSF
OG0006701	sp|Q9GZP7|VN1R1_HUMAN	tr|A0A1U7UD87|A0A1U7UD87_CARSF
OG0006702	sp|Q8IV50|LYSM2_HUMAN	tr|A0A1U7UES9|A0A1U7UES9_CARSF
OG0006703	sp|O95838|GLP2R_HUMAN	tr|A0A1U7UKG8|A0A1U7UKG8_CARSF
OG0006704	sp|Q9BTK6|PAGR1_HUMAN	tr|A0A1U7UMC4|A0A1U7UMC4_CARSF
OG0006705	sp|Q14330|GPR18_HUMAN	tr|A0A1U7UNW2|A0A1U7UNW2_CARSF
OG0006706	sp|Q9UL41|PNMA3_HUMAN	tr|A0A1U7UP91|A0A1U7UP91_CARSF
OG0006707	sp|Q9BQG2|NUD12_HUMAN	tr|A0A1U7UPC6|A0A1U7UPC6_CARSF
OG0006708	sp|Q9NU23|LYRM2_HUMAN	tr|A0A1U7UQ28|A0A1U7UQ28_CARSF
OG0006709	sp|Q96L33|RHOV_HUMAN	tr|A0A1U7UQA2|A0A1U7UQA2_CARSF
OG0006710	sp|A0A1B0GVK7|F240A_HUMAN	tr|A0A1U7UU72|A0A1U7UU72_CARSF
OG0006711	sp|O43155|FLRT2_HUMAN	tr|A0A1U7UWG9|A0A1U7UWG9_CARSF
OG0006712	sp|Q9UH92|MLX_HUMAN	tr|A0A3Q0DKU6|A0A3Q0DKU6_CARSF
OG0006713	sp|P06127|CD5_HUMAN	tr|A0A3Q0DMA0|A0A3Q0DMA0_CARSF
OG0006714	sp|Q9Y6C2|EMIL1_HUMAN	tr|A0A3Q0DMW3|A0A3Q0DMW3_CARSF
OG0006715	sp|Q9Y2F5|ICE1_HUMAN	tr|A0A3Q0DUS5|A0A3Q0DUS5_CARSF
OG0006716	sp|P16383|GCFC2_HUMAN	tr|A0A3Q0DUU0|A0A3Q0DUU0_CARSF
OG0006718	sp|Q8IVU9|CBCO1_HUMAN	tr|A0A3Q0DWE0|A0A3Q0DWE0_CARSF
OG0006719	sp|Q5CZC0|FSIP2_HUMAN	tr|A0A3Q0E3B0|A0A3Q0E3B0_CARSF
OG0006720	sp|Q8N307|MUC20_HUMAN	tr|A0A3Q0E7R3|A0A3Q0E7R3_CARSF
OG0006721	sp|P43897|EFTS_HUMAN	tr|A0A3Q0E7S5|A0A3Q0E7S5_CARSF
OG0006722	sp|Q6IQ23|PKHA7_HUMAN	tr|A0A3Q0E9U4|A0A3Q0E9U4_CARSF
OG0006723	sp|Q70EL1|UBP54_HUMAN	tr|A0A3Q0EAI7|A0A3Q0EAI7_CARSF
OG0006724	sp|Q8TDD1|DDX54_HUMAN	tr|A0A3Q0ECA0|A0A3Q0ECA0_CARSF
OG0006725	sp|Q6UX34|SNORC_HUMAN	tr|A0A3Q0ECI0|A0A3Q0ECI0_CARSF
OG0006726	sp|Q8NEQ5|CA162_HUMAN	tr|A0A3Q0EHE5|A0A3Q0EHE5_CARSF
OG0006727	sp|O75394|RM33_HUMAN	tr|A0A3Q0EKP0|A0A3Q0EKP0_CARSF
OG0006728	sp|O43681|GET3_HUMAN	tr|A0A1U7SH83|A0A1U7SH83_CARSF
OG0006729	sp|Q9NZJ0|DTL_HUMAN	tr|A0A1U7SHJ2|A0A1U7SHJ2_CARSF
OG0006730	sp|P04070|PROC_HUMAN	tr|A0A1U7SL76|A0A1U7SL76_CARSF
OG0006731	sp|Q7Z7B1|PIGW_HUMAN	tr|A0A1U7SP06|A0A1U7SP06_CARSF
OG0006732	sp|P33151|CADH5_HUMAN	tr|A0A1U7STJ7|A0A1U7STJ7_CARSF
OG0006733	sp|O43677|NDUC1_HUMAN	tr|A0A1U7SUG1|A0A1U7SUG1_CARSF
OG0006734	sp|P01210|PENK_HUMAN	tr|A0A1U7SV39|A0A1U7SV39_CARSF
OG0006735	sp|Q8TBF2|PXL2B_HUMAN	tr|A0A1U7SVH3|A0A1U7SVH3_CARSF
OG0006736	sp|P62266|RS23_HUMAN	tr|A0A1U7SZU0|A0A1U7SZU0_CARSF
OG0006737	sp|Q9Y2Y4|ZBT32_HUMAN	tr|A0A1U7T0L6|A0A1U7T0L6_CARSF
OG0006738	sp|Q8IXI2|MIRO1_HUMAN	tr|A0A1U7T3A2|A0A1U7T3A2_CARSF
OG0006739	sp|Q5VXI9|LIPN_HUMAN	tr|A0A1U7T8K2|A0A1U7T8K2_CARSF
OG0006740	sp|Q13635|PTC1_HUMAN	tr|A0A1U7T8L3|A0A1U7T8L3_CARSF
OG0006741	sp|Q9NWH2|TM242_HUMAN	tr|A0A1U7TBT3|A0A1U7TBT3_CARSF
OG0006742	sp|P29375|KDM5A_HUMAN	tr|A0A1U7TEC2|A0A1U7TEC2_CARSF
OG0006743	sp|P45973|CBX5_HUMAN	tr|A0A1U7TLR6|A0A1U7TLR6_CARSF
OG0006744	sp|P28221|5HT1D_HUMAN	tr|A0A1U7TMX9|A0A1U7TMX9_CARSF
OG0006745	sp|Q5T4T6|SYC2L_HUMAN	tr|A0A1U7TN02|A0A1U7TN02_CARSF
OG0006746	sp|Q9UPZ9|CILK1_HUMAN	tr|A0A1U7TS32|A0A1U7TS32_CARSF
OG0006747	sp|Q5T3U5|MRP7_HUMAN	tr|A0A1U7TTE8|A0A1U7TTE8_CARSF
OG0006748	sp|Q9BZW5|TM6S1_HUMAN	tr|A0A1U7TV38|A0A1U7TV38_CARSF
OG0006749	sp|Q92914|FGF11_HUMAN	tr|A0A1U7TVR3|A0A1U7TVR3_CARSF
OG0006750	sp|Q96T66|NMNA3_HUMAN	tr|A0A1U7TXB6|A0A1U7TXB6_CARSF
OG0006751	sp|Q16445|GBRA6_HUMAN	tr|A0A1U7TXD9|A0A1U7TXD9_CARSF
OG0006752	sp|Q9BXS6|NUSAP_HUMAN	tr|A0A1U7TY39|A0A1U7TY39_CARSF
OG0006753	sp|Q9NV31|IMP3_HUMAN	tr|A0A1U7TYY8|A0A1U7TYY8_CARSF
OG0006754	sp|Q9HC44|GPBL1_HUMAN	tr|A0A1U7U0Y3|A0A1U7U0Y3_CARSF
OG0006755	sp|Q96GC5|RM48_HUMAN	tr|A0A1U7U297|A0A1U7U297_CARSF
OG0006756	sp|Q5GAN4|RNS12_HUMAN	tr|A0A1U7U2U5|A0A1U7U2U5_CARSF
OG0006757	sp|Q9UN79|SOX13_HUMAN	tr|A0A1U7UCR3|A0A1U7UCR3_CARSF
OG0006758	sp|P13671|CO6_HUMAN	tr|A0A1U7UDB0|A0A1U7UDB0_CARSF
OG0006759	sp|Q9BYI3|HYCCI_HUMAN	tr|A0A1U7UGG3|A0A1U7UGG3_CARSF
OG0006760	sp|Q6UWK7|GP15L_HUMAN	tr|A0A1U7UH62|A0A1U7UH62_CARSF
OG0006761	sp|P48595|SPB10_HUMAN	tr|A0A1U7UHX0|A0A1U7UHX0_CARSF
OG0006762	sp|Q9NPD7|NRN1_HUMAN	tr|A0A1U7UID3|A0A1U7UID3_CARSF
OG0006763	sp|Q9H300|PARL_HUMAN	tr|A0A1U7UJK0|A0A1U7UJK0_CARSF
OG0006764	sp|P01215|GLHA_HUMAN	tr|A0A1U7UJN0|A0A1U7UJN0_CARSF
OG0006765	sp|Q86Y37|CACL1_HUMAN	tr|A0A1U7UMN1|A0A1U7UMN1_CARSF
OG0006766	sp|Q96NT3|GUCD1_HUMAN	tr|A0A1U7UPP3|A0A1U7UPP3_CARSF
OG0006767	sp|Q13237|KGP2_HUMAN	tr|A0A1U7UT58|A0A1U7UT58_CARSF
OG0006768	sp|O94768|ST17B_HUMAN	tr|A0A1U7UTE3|A0A1U7UTE3_CARSF
OG0006769	sp|Q9NS86|LANC2_HUMAN	tr|A0A1U7UTH5|A0A1U7UTH5_CARSF
OG0006770	sp|Q8IWL3|HSC20_HUMAN	tr|A0A1U7UTL2|A0A1U7UTL2_CARSF
OG0006771	sp|Q9Y265|RUVB1_HUMAN	tr|A0A3Q0DH55|A0A3Q0DH55_CARSF
OG0006772	sp|Q9Y6Q6|TNR11_HUMAN	tr|A0A3Q0DI02|A0A3Q0DI02_CARSF
OG0006773	sp|Q8N697|S15A4_HUMAN	tr|A0A3Q0DJ07|A0A3Q0DJ07_CARSF
OG0006774	sp|Q8WXI2|CNKR2_HUMAN	tr|A0A3Q0DNA0|A0A3Q0DNA0_CARSF
OG0006775	sp|Q8TE82|S3TC1_HUMAN	tr|A0A3Q0DP42|A0A3Q0DP42_CARSF
OG0006776	sp|Q7Z7M1|AGRD2_HUMAN	tr|A0A3Q0DQM2|A0A3Q0DQM2_CARSF
OG0006777	sp|O60869|EDF1_HUMAN	tr|A0A3Q0DSH3|A0A3Q0DSH3_CARSF
OG0006778	sp|Q2M1Z3|RHG31_HUMAN	tr|A0A3Q0DSJ0|A0A3Q0DSJ0_CARSF
OG0006779	sp|Q8TC20|CAGE1_HUMAN	tr|A0A3Q0DT17|A0A3Q0DT17_CARSF
OG0006780	sp|Q96JG8|MAGD4_HUMAN	tr|A0A3Q0DTL5|A0A3Q0DTL5_CARSF
OG0006781	sp|P32004|L1CAM_HUMAN	tr|A0A3Q0DV88|A0A3Q0DV88_CARSF
OG0006782	sp|C9J3V5|TEX22_HUMAN	tr|A0A3Q0DVT6|A0A3Q0DVT6_CARSF
OG0006783	sp|O95059|RPP14_HUMAN	tr|A0A3Q0DWT5|A0A3Q0DWT5_CARSF
OG0006784	sp|P49773|HINT1_HUMAN	tr|A0A3Q0DZI0|A0A3Q0DZI0_CARSF
OG0006785	sp|Q9BY15|AGRE3_HUMAN	tr|A0A3Q0DZW3|A0A3Q0DZW3_CARSF
OG0006786	sp|Q7Z4H3|HDDC2_HUMAN	tr|A0A3Q0E863|A0A3Q0E863_CARSF
OG0006787	sp|Q9Y2S7|PDIP2_HUMAN	tr|A0A3Q0EAI8|A0A3Q0EAI8_CARSF
OG0006788	sp|Q9BZG1|RAB34_HUMAN	tr|A0A3Q0ECE5|A0A3Q0ECE5_CARSF
OG0006789	sp|Q9UMZ2|SYNRG_HUMAN	tr|A0A3Q0EEM4|A0A3Q0EEM4_CARSF
OG0006790	sp|Q58DX5|NADL2_HUMAN	tr|A0A3Q0EER5|A0A3Q0EER5_CARSF
OG0006791	sp|Q86XR2|NIBA3_HUMAN	tr|A0A1U7SFD3|A0A1U7SFD3_CARSF
OG0006792	sp|Q7RTS9|DYM_HUMAN	tr|A0A1U7SFZ1|A0A1U7SFZ1_CARSF
OG0006793	sp|O43555|GON2_HUMAN	tr|A0A1U7SKY2|A0A1U7SKY2_CARSF
OG0006794	sp|Q5T197|DCST1_HUMAN	tr|A0A1U7SMM5|A0A1U7SMM5_CARSF
OG0006795	sp|P56937|DHB7_HUMAN	tr|A0A1U7SP40|A0A1U7SP40_CARSF
OG0006796	sp|Q96T21|SEBP2_HUMAN	tr|A0A1U7STL1|A0A1U7STL1_CARSF
OG0006797	sp|Q9P035|HACD3_HUMAN	tr|A0A1U7STW5|A0A1U7STW5_CARSF
OG0006798	sp|Q14677|EPN4_HUMAN	tr|A0A1U7T0N0|A0A1U7T0N0_CARSF
OG0006799	sp|Q99969|RARR2_HUMAN	tr|A0A1U7T3S9|A0A1U7T3S9_CARSF
OG0006800	sp|Q13516|OLIG2_HUMAN	tr|A0A1U7T5V2|A0A1U7T5V2_CARSF
OG0006801	sp|Q8IV16|HDBP1_HUMAN	tr|A0A1U7T6S4|A0A1U7T6S4_CARSF
OG0006802	sp|Q8WUM0|NU133_HUMAN	tr|A0A1U7T8N5|A0A1U7T8N5_CARSF
OG0006803	sp|P57789|KCNKA_HUMAN	tr|A0A1U7TAC2|A0A1U7TAC2_CARSF
OG0006804	sp|P60880|SNP25_HUMAN	tr|A0A1U7TCJ4|A0A1U7TCJ4_CARSF
OG0006805	sp|Q15800|MSMO1_HUMAN	tr|A0A1U7TF79|A0A1U7TF79_CARSF
OG0006806	sp|P55145|MANF_HUMAN	tr|A0A1U7TKD4|A0A1U7TKD4_CARSF
OG0006807	sp|Q9UPR3|SMG5_HUMAN	tr|A0A1U7TLP9|A0A1U7TLP9_CARSF
OG0006808	sp|A6NJI9|LRC72_HUMAN	tr|A0A1U7TM26|A0A1U7TM26_CARSF
OG0006809	sp|Q9Y4Y9|LSM5_HUMAN	tr|A0A1U7TN26|A0A1U7TN26_CARSF
OG0006810	sp|Q9H095|DRC9_HUMAN	tr|A0A1U7TPF7|A0A1U7TPF7_CARSF
OG0006811	sp|Q9P2R7|SUCB1_HUMAN	tr|A0A1U7TQ21|A0A1U7TQ21_CARSF
OG0006812	sp|P57077|M3KCL_HUMAN	tr|A0A1U7TRP6|A0A1U7TRP6_CARSF
OG0006813	sp|A8K855|EFCB7_HUMAN	tr|A0A1U7TYH8|A0A1U7TYH8_CARSF
OG0006814	sp|O60269|GRIN2_HUMAN	tr|A0A1U7TZ12|A0A1U7TZ12_CARSF
OG0006815	sp|Q4FZB7|KMT5B_HUMAN	tr|A0A1U7TZP7|A0A1U7TZP7_CARSF
OG0006816	sp|P18850|ATF6A_HUMAN	tr|A0A1U7U0Z9|A0A1U7U0Z9_CARSF
OG0006817	sp|Q9UMX2|OAZ3_HUMAN	tr|A0A1U7U150|A0A1U7U150_CARSF
OG0006818	sp|O14830|PPE2_HUMAN	tr|A0A1U7U4S3|A0A1U7U4S3_CARSF
OG0006819	sp|Q86UB9|TM135_HUMAN	tr|A0A1U7U5Q7|A0A1U7U5Q7_CARSF
OG0006820	sp|Q96KC9|CABS1_HUMAN	tr|A0A1U7U673|A0A1U7U673_CARSF
OG0006821	sp|O75570|RF1M_HUMAN	tr|A0A1U7U759|A0A1U7U759_CARSF
OG0006822	sp|Q9NXR8|ING3_HUMAN	tr|A0A1U7U838|A0A1U7U838_CARSF
OG0006823	sp|Q52LJ0|FA98B_HUMAN	tr|A0A1U7U9P5|A0A1U7U9P5_CARSF
OG0006824	sp|P55345|ANM2_HUMAN	tr|A0A1U7UA32|A0A1U7UA32_CARSF
OG0006825	sp|Q9P0Z9|SOX_HUMAN	tr|A0A1U7UAT9|A0A1U7UAT9_CARSF
OG0006826	sp|Q5SRR4|LY65C_HUMAN	tr|A0A1U7UAX8|A0A1U7UAX8_CARSF
OG0006827	sp|Q9UI26|IPO11_HUMAN	tr|A0A1U7UD61|A0A1U7UD61_CARSF
OG0006828	sp|Q5VZL5|ZMYM4_HUMAN	tr|A0A1U7UFA9|A0A1U7UFA9_CARSF
OG0006829	sp|Q8N6U8|GP161_HUMAN	tr|A0A1U7UIV0|A0A1U7UIV0_CARSF
OG0006830	sp|O15195|VILL_HUMAN	tr|A0A1U7UL00|A0A1U7UL00_CARSF
OG0006831	sp|Q8IWF9|CCD83_HUMAN	tr|A0A1U7UL56|A0A1U7UL56_CARSF
OG0006832	sp|Q96EM0|T3HPD_HUMAN	tr|A0A1U7ULR7|A0A1U7ULR7_CARSF
OG0006833	sp|Q7RTS5|OTOP3_HUMAN	tr|A0A1U7UMX1|A0A1U7UMX1_CARSF
OG0006834	sp|Q8N9U0|TAC2N_HUMAN	tr|A0A1U7UQX5|A0A1U7UQX5_CARSF
OG0006835	sp|O76080|ZFAN5_HUMAN	tr|A0A1U7URZ1|A0A1U7URZ1_CARSF
OG0006836	sp|Q8N1L9|BATF2_HUMAN	tr|A0A1U7V0K7|A0A1U7V0K7_CARSF
OG0006837	sp|A7KAX9|RHG32_HUMAN	tr|A0A1U7V2H0|A0A1U7V2H0_CARSF
OG0006838	sp|P11717|MPRI_HUMAN	tr|A0A1U7V4E1|A0A1U7V4E1_CARSF
OG0006839	sp|O15056|SYNJ2_HUMAN	tr|A0A3Q0DGJ7|A0A3Q0DGJ7_CARSF
OG0006840	sp|Q8IYV9|IZUM1_HUMAN	tr|A0A3Q0DGU8|A0A3Q0DGU8_CARSF
OG0006841	sp|Q5IJ48|CRUM2_HUMAN	tr|A0A3Q0DJU9|A0A3Q0DJU9_CARSF
OG0006842	sp|O15027|SC16A_HUMAN	tr|A0A3Q0DLG6|A0A3Q0DLG6_CARSF
OG0006843	sp|Q8TD16|BICD2_HUMAN	tr|A0A3Q0DPP9|A0A3Q0DPP9_CARSF
OG0006844	sp|Q99742|NPAS1_HUMAN	tr|A0A3Q0DQL4|A0A3Q0DQL4_CARSF
OG0006846	sp|Q674X7|KAZRN_HUMAN	tr|A0A3Q0DV39|A0A3Q0DV39_CARSF
OG0006847	sp|M0R2J8|DCDC1_HUMAN	tr|A0A3Q0DV79|A0A3Q0DV79_CARSF
OG0006848	sp|Q8WWL7|CCNB3_HUMAN	tr|A0A3Q0DXE9|A0A3Q0DXE9_CARSF
OG0006849	sp|O75460|ERN1_HUMAN	tr|A0A3Q0E301|A0A3Q0E301_CARSF
OG0006850	sp|Q9NR09|BIRC6_HUMAN	tr|A0A3Q0E552|A0A3Q0E552_CARSF
OG0006851	sp|O15054|KDM6B_HUMAN	tr|A0A3Q0E8G4|A0A3Q0E8G4_CARSF
OG0006852	sp|Q6ZVK8|NUD18_HUMAN	tr|A0A3Q0EA80|A0A3Q0EA80_CARSF
OG0006853	sp|Q96NW7|LRRC7_HUMAN	tr|A0A3Q0EAB7|A0A3Q0EAB7_CARSF
OG0006854	sp|Q8IV13|CCNJL_HUMAN	tr|A0A3Q0EB92|A0A3Q0EB92_CARSF
OG0006855	sp|P55036|PSMD4_HUMAN	tr|A0A3Q0EGG5|A0A3Q0EGG5_CARSF
OG0006856	sp|Q13164|MK07_HUMAN	tr|A0A3Q0EJM8|A0A3Q0EJM8_CARSF
OG0006857	sp|Q02930|CREB5_HUMAN	tr|A0A3Q0EKL5|A0A3Q0EKL5_CARSF
OG0006858	sp|Q8NG11|TSN14_HUMAN	tr|A0A1U7SRD6|A0A1U7SRD6_CARSF
OG0006859	sp|Q17R98|ZN827_HUMAN	tr|A0A1U7SSE1|A0A1U7SSE1_CARSF
OG0006860	sp|Q9NY26|S39A1_HUMAN	tr|A0A1U7STT6|A0A1U7STT6_CARSF
OG0006861	sp|Q96PV7|F193B_HUMAN	tr|A0A1U7SW20|A0A1U7SW20_CARSF
OG0006862	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A1U7SZQ5|A0A1U7SZQ5_CARSF
OG0006863	sp|Q13115|DUS4_HUMAN	tr|A0A1U7T109|A0A1U7T109_CARSF
OG0006864	sp|Q14061|COX17_HUMAN	tr|A0A1U7T8V4|A0A1U7T8V4_CARSF
OG0006865	sp|Q2WEN9|CEA16_HUMAN	tr|A0A1U7TCU8|A0A1U7TCU8_CARSF
OG0006866	sp|Q8N112|LSME2_HUMAN	tr|A0A1U7TCX2|A0A1U7TCX2_CARSF
OG0006867	sp|A6NF34|ANTRL_HUMAN	tr|A0A1U7THL2|A0A1U7THL2_CARSF
OG0006868	sp|P56597|NDK5_HUMAN	tr|A0A1U7TI02|A0A1U7TI02_CARSF
OG0006869	sp|Q96MP8|KCTD7_HUMAN	tr|A0A1U7TSV1|A0A1U7TSV1_CARSF
OG0006870	sp|Q9NSI8|SAMN1_HUMAN	tr|A0A1U7TUX7|A0A1U7TUX7_CARSF
OG0006871	sp|P17152|TMM11_HUMAN	tr|A0A1U7TVJ4|A0A1U7TVJ4_CARSF
OG0006872	sp|P05408|7B2_HUMAN	tr|A0A1U7TVQ0|A0A1U7TVQ0_CARSF
OG0006873	sp|Q7Z7M0|MEGF8_HUMAN	tr|A0A1U7TW26|A0A1U7TW26_CARSF
OG0006874	sp|P55769|NH2L1_HUMAN	tr|A0A1U7U4J6|A0A1U7U4J6_CARSF
OG0006875	sp|Q9NVZ3|NECP2_HUMAN	tr|A0A1U7U9H9|A0A1U7U9H9_CARSF
OG0006876	sp|Q9UL12|SARDH_HUMAN	tr|A0A1U7U9P6|A0A1U7U9P6_CARSF
OG0006877	sp|Q9UKI2|BORG2_HUMAN	tr|A0A1U7UBV6|A0A1U7UBV6_CARSF
OG0006878	sp|Q9C0C2|TB182_HUMAN	tr|A0A1U7UCV6|A0A1U7UCV6_CARSF
OG0006879	sp|Q9NZJ6|COQ3_HUMAN	tr|A0A1U7UDZ8|A0A1U7UDZ8_CARSF
OG0006880	sp|Q6VAB6|KSR2_HUMAN	tr|A0A1U7UI07|A0A1U7UI07_CARSF
OG0006881	sp|Q96PC2|IP6K3_HUMAN	tr|A0A1U7UIA9|A0A1U7UIA9_CARSF
OG0006882	sp|Q8NF64|ZMIZ2_HUMAN	tr|A0A1U7UIE2|A0A1U7UIE2_CARSF
OG0006883	sp|Q8IYT2|CMTR2_HUMAN	tr|A0A1U7UJF1|A0A1U7UJF1_CARSF
OG0006884	sp|Q8IW35|CEP97_HUMAN	tr|A0A1U7UK77|A0A1U7UK77_CARSF
OG0006885	sp|O15539|RGS5_HUMAN	tr|A0A1U7ULK2|A0A1U7ULK2_CARSF
OG0006886	sp|O95178|NDUB2_HUMAN	tr|A0A1U7ULU2|A0A1U7ULU2_CARSF
OG0006887	sp|P57075|UBS3A_HUMAN	tr|A0A1U7USQ1|A0A1U7USQ1_CARSF
OG0006888	sp|Q9H175|CSRN2_HUMAN	tr|A0A1U7UU67|A0A1U7UU67_CARSF
OG0006889	sp|Q7Z602|GP141_HUMAN	tr|A0A1U7UUF1|A0A1U7UUF1_CARSF
OG0006890	sp|Q9P0M2|AKA7G_HUMAN	tr|A0A1U7UW25|A0A1U7UW25_CARSF
OG0006891	sp|Q96RN5|MED15_HUMAN	tr|A0A1U7UX49|A0A1U7UX49_CARSF
OG0006892	sp|Q5T124|UBX11_HUMAN	tr|A0A3Q0DHA4|A0A3Q0DHA4_CARSF
OG0006893	sp|O75052|CAPON_HUMAN	tr|A0A3Q0DIM5|A0A3Q0DIM5_CARSF
OG0006894	sp|Q86UW9|DTX2_HUMAN	tr|A0A3Q0DJR7|A0A3Q0DJR7_CARSF
OG0006895	sp|P56159|GFRA1_HUMAN	tr|A0A3Q0DMH1|A0A3Q0DMH1_CARSF
OG0006896	sp|P42701|I12R1_HUMAN	tr|A0A3Q0DPG4|A0A3Q0DPG4_CARSF
OG0006897	sp|Q6ZUJ8|BCAP_HUMAN	tr|A0A3Q0DQ73|A0A3Q0DQ73_CARSF
OG0006898	sp|Q9BQ51|PD1L2_HUMAN	tr|A0A3Q0DUQ4|A0A3Q0DUQ4_CARSF
OG0006899	sp|Q5SQQ9|VAX1_HUMAN	tr|A0A3Q0DVE0|A0A3Q0DVE0_CARSF
OG0006900	sp|Q96EN8|MOCOS_HUMAN	tr|A0A3Q0DW41|A0A3Q0DW41_CARSF
OG0006901	sp|Q8N945|PRLD2_HUMAN	tr|A0A3Q0E1Y0|A0A3Q0E1Y0_CARSF
OG0006902	sp|P86397|HTD2_HUMAN	tr|A0A3Q0E2L5|A0A3Q0E2L5_CARSF
OG0006903	sp|Q16763|UBE2S_HUMAN	tr|A0A3Q0E717|A0A3Q0E717_CARSF
OG0006904	sp|Q96SU4|OSBL9_HUMAN	tr|A0A3Q0E726|A0A3Q0E726_CARSF
OG0006905	sp|Q5T1C6|THEM4_HUMAN	tr|A0A3Q0E735|A0A3Q0E735_CARSF
OG0006906	sp|Q12849|GRSF1_HUMAN	tr|A0A3Q0E913|A0A3Q0E913_CARSF
OG0006907	sp|Q9H7B7|CG069_HUMAN	tr|A0A3Q0E9D9|A0A3Q0E9D9_CARSF
OG0006908	sp|Q8TBZ3|WDR20_HUMAN	tr|A0A3Q0EB31|A0A3Q0EB31_CARSF
OG0006909	sp|Q8WX93|PALLD_HUMAN	tr|A0A3Q0ECV4|A0A3Q0ECV4_CARSF
OG0006910	sp|P51114|FXR1_HUMAN	tr|A0A3Q0EE90|A0A3Q0EE90_CARSF
OG0006911	sp|Q6FIF0|ZFAN6_HUMAN	tr|A0A3Q0EEY9|A0A3Q0EEY9_CARSF
OG0006912	sp|Q92966|SNPC3_HUMAN	tr|A0A1U7SER3|A0A1U7SER3_CARSF
OG0006913	sp|O60733|PLPL9_HUMAN	tr|A0A1U7SHL8|A0A1U7SHL8_CARSF
OG0006914	sp|Q7Z5V6|PPR32_HUMAN	tr|A0A1U7SL51|A0A1U7SL51_CARSF
OG0006915	sp|Q9NXL2|ARH38_HUMAN	tr|A0A1U7SP75|A0A1U7SP75_CARSF
OG0006916	sp|P22792|CPN2_HUMAN	tr|A0A1U7SRR3|A0A1U7SRR3_CARSF
OG0006917	sp|P19113|DCHS_HUMAN	tr|A0A1U7SWF5|A0A1U7SWF5_CARSF
OG0006918	sp|Q9BRY0|S39A3_HUMAN	tr|A0A1U7SY62|A0A1U7SY62_CARSF
OG0006919	sp|P43119|PI2R_HUMAN	tr|A0A1U7T092|A0A1U7T092_CARSF
