Orthogroup	Homo_sapiens	Sciurus_vulgaris
OG0009252	sp|Q9HAJ7|SP30L_HUMAN	tr|A0A8D2JKR4|A0A8D2JKR4_SCIVU
OG0009253	sp|Q9NNZ6|PRM3_HUMAN	tr|A0A8D2DYR0|A0A8D2DYR0_SCIVU
OG0009254	sp|Q9NVU7|SDA1_HUMAN	tr|A0A8D2CUH2|A0A8D2CUH2_SCIVU
OG0009255	sp|Q9NZH6|IL37_HUMAN	tr|A0A8D2CN20|A0A8D2CN20_SCIVU
OG0009256	sp|Q9UBD5|ORC3_HUMAN	tr|A0A8D2JL53|A0A8D2JL53_SCIVU
OG0009257	sp|Q9ULZ2|STAP1_HUMAN	tr|A0A8D2CSP8|A0A8D2CSP8_SCIVU
OG0009258	sp|Q9UNK9|ANGE1_HUMAN	tr|A0A8D2DQY7|A0A8D2DQY7_SCIVU
OG0009259	sp|Q9UPZ3|HPS5_HUMAN	tr|A0A8D2CM88|A0A8D2CM88_SCIVU
OG0009260	sp|Q9Y3Z3|SAMH1_HUMAN	tr|A0A8D2DEZ3|A0A8D2DEZ3_SCIVU
OG0009261	sp|Q9Y5U2|TSSC4_HUMAN	tr|A0A8D2DE71|A0A8D2DE71_SCIVU
OG0009262	sp|Q9Y6I9|TX264_HUMAN	tr|A0A8D2B3K7|A0A8D2B3K7_SCIVU
OG0009263	sp|A0A1B0GVH6|CM042_HUMAN	tr|A0A8D2ALZ2|A0A8D2ALZ2_SCIVU
OG0009264	sp|A0A5F9ZH02|SIM42_HUMAN	tr|A0A8D2AUB8|A0A8D2AUB8_SCIVU
OG0009265	sp|A1L168|CT202_HUMAN	tr|A0A8D2AK26|A0A8D2AK26_SCIVU
OG0009266	sp|A6NJ46|NKX63_HUMAN	tr|A0A8D2JQ01|A0A8D2JQ01_SCIVU
OG0009267	sp|O75379|VAMP4_HUMAN	tr|A0A8D2DS45|A0A8D2DS45_SCIVU
OG0009268	sp|O75711|SCRG1_HUMAN	tr|A0A8D2AJM7|A0A8D2AJM7_SCIVU
OG0009269	sp|O94901|SUN1_HUMAN	tr|A0A8D2DQC1|A0A8D2DQC1_SCIVU
OG0009270	sp|P0CG01|GKN3_HUMAN	tr|A0A8D2JR46|A0A8D2JR46_SCIVU
OG0009271	sp|P11309|PIM1_HUMAN	tr|A0A8D2B0Y5|A0A8D2B0Y5_SCIVU
OG0009272	sp|P17787|ACHB2_HUMAN	tr|A0A8D2D292|A0A8D2D292_SCIVU
OG0009273	sp|P26441|CNTF_HUMAN	tr|A0A8D2CZ28|A0A8D2CZ28_SCIVU
OG0009274	sp|P28838|AMPL_HUMAN	tr|A0A8D2DD04|A0A8D2DD04_SCIVU
OG0009275	sp|P30556|AGTR1_HUMAN	tr|A0A8D2CXH4|A0A8D2CXH4_SCIVU
OG0009276	sp|P31277|HXD11_HUMAN	tr|A0A8D2AQA4|A0A8D2AQA4_SCIVU
OG0009277	sp|P51786|ZN157_HUMAN	tr|A0A8D2CT08|A0A8D2CT08_SCIVU
OG0009278	sp|P55347|PKNX1_HUMAN	tr|A0A8D2DZB7|A0A8D2DZB7_SCIVU
OG0009279	sp|P61106|RAB14_HUMAN	tr|A0A8D2D8G1|A0A8D2D8G1_SCIVU
OG0009280	sp|P98175|RBM10_HUMAN	tr|A0A8D2JJI1|A0A8D2JJI1_SCIVU
OG0009281	sp|Q03014|HHEX_HUMAN	tr|A0A8D2AQM2|A0A8D2AQM2_SCIVU
OG0009282	sp|Q13794|APR_HUMAN	tr|A0A8D2E351|A0A8D2E351_SCIVU
OG0009283	sp|Q14526|HIC1_HUMAN	tr|A0A8D2DUH2|A0A8D2DUH2_SCIVU
OG0009284	sp|Q14964|RB39A_HUMAN	tr|A0A8D2JQG3|A0A8D2JQG3_SCIVU
OG0009285	sp|Q15027|ACAP1_HUMAN	tr|A0A8D2B8G0|A0A8D2B8G0_SCIVU
OG0009286	sp|Q15185|TEBP_HUMAN	tr|A0A8D2B5Q9|A0A8D2B5Q9_SCIVU
OG0009287	sp|Q16558|KCMB1_HUMAN	tr|A0A8D2D5M6|A0A8D2D5M6_SCIVU
OG0009288	sp|Q16795|NDUA9_HUMAN	tr|A0A8D2CS94|A0A8D2CS94_SCIVU
OG0009289	sp|Q2M1P5|KIF7_HUMAN	tr|A0A8D2CMB5|A0A8D2CMB5_SCIVU
OG0009290	sp|Q5H9E4|S2553_HUMAN	tr|A0A8D2DPA1|A0A8D2DPA1_SCIVU
OG0009291	sp|Q5VZP5|STYL2_HUMAN	tr|A0A8D2AZW7|A0A8D2AZW7_SCIVU
OG0009292	sp|Q6P499|NPAL3_HUMAN	tr|A0A8D2AKE7|A0A8D2AKE7_SCIVU
OG0009293	sp|Q6PI26|SHQ1_HUMAN	tr|A0A8D2B9X3|A0A8D2B9X3_SCIVU
OG0009294	sp|Q8NC01|CLC1A_HUMAN	tr|A0A8D2CL17|A0A8D2CL17_SCIVU
OG0009295	sp|Q8WTR8|NET5_HUMAN	tr|A0A8D2DI52|A0A8D2DI52_SCIVU
OG0009296	sp|Q92902|HPS1_HUMAN	tr|A0A8D2D446|A0A8D2D446_SCIVU
OG0009297	sp|Q96G46|DUS3L_HUMAN	tr|A0A8D2DQI9|A0A8D2DQI9_SCIVU
OG0009298	sp|Q96HH9|GRM2B_HUMAN	tr|A0A8D2CM18|A0A8D2CM18_SCIVU
OG0009299	sp|Q96SE0|ABHD1_HUMAN	tr|A0A8D2JM28|A0A8D2JM28_SCIVU
OG0009300	sp|Q9C0F3|ZN436_HUMAN	tr|A0A8D2B4T6|A0A8D2B4T6_SCIVU
OG0009301	sp|Q9H1Y3|OPN3_HUMAN	tr|A0A8D2DP61|A0A8D2DP61_SCIVU
OG0009302	sp|Q9H777|RNZ1_HUMAN	tr|A0A8D2JS27|A0A8D2JS27_SCIVU
OG0009303	sp|Q9NWZ8|GEMI8_HUMAN	tr|A0A8D2JPY8|A0A8D2JPY8_SCIVU
OG0009304	sp|Q9NXD2|MTMRA_HUMAN	tr|A0A8D2AIW1|A0A8D2AIW1_SCIVU
OG0009305	sp|Q9NYH9|UTP6_HUMAN	tr|A0A8D2D5X7|A0A8D2D5X7_SCIVU
OG0009306	sp|Q9UHL0|DDX25_HUMAN	tr|A0A8D2JP08|A0A8D2JP08_SCIVU
OG0009307	sp|Q9UI08|EVL_HUMAN	tr|A0A8D2AES0|A0A8D2AES0_SCIVU
OG0009308	sp|Q9UJT2|TSKS_HUMAN	tr|A0A8D2DNT5|A0A8D2DNT5_SCIVU
OG0009309	sp|Q9UPP1|PHF8_HUMAN	tr|A0A8D2CXD0|A0A8D2CXD0_SCIVU
OG0009310	sp|Q9UQ35|SRRM2_HUMAN	tr|A0A8D2E291|A0A8D2E291_SCIVU
OG0009311	sp|Q9Y2G9|SBNO2_HUMAN	tr|A0A8D2E244|A0A8D2E244_SCIVU
OG0009312	sp|Q9Y2R2|PTN22_HUMAN	tr|A0A8D2DNZ7|A0A8D2DNZ7_SCIVU
OG0009313	sp|Q9Y375|CIA30_HUMAN	tr|A0A8D2AFD1|A0A8D2AFD1_SCIVU
OG0009314	sp|Q9Y3F4|STRAP_HUMAN	tr|A0A8D2DCQ5|A0A8D2DCQ5_SCIVU
OG0009315	sp|Q9Y5S8|NOX1_HUMAN	tr|A0A8D2DJV4|A0A8D2DJV4_SCIVU
OG0009316	tr|A0A1W2PPE3|A0A1W2PPE3_HUMAN	tr|A0A8D2DT83|A0A8D2DT83_SCIVU
OG0009317	sp|A6NE01|F186A_HUMAN	tr|A0A8D2DB86|A0A8D2DB86_SCIVU
OG0009318	sp|F5H4A9|CC080_HUMAN	tr|A0A8D2JIZ5|A0A8D2JIZ5_SCIVU
OG0009319	sp|O15522|NKX28_HUMAN	tr|A0A8D2AHF7|A0A8D2AHF7_SCIVU
OG0009320	sp|O43914|TYOBP_HUMAN	tr|A0A8D2JIS4|A0A8D2JIS4_SCIVU
OG0009321	sp|O60240|PLIN1_HUMAN	tr|A0A8D2AR41|A0A8D2AR41_SCIVU
OG0009322	sp|O75410|TACC1_HUMAN	tr|A0A8D2CTH8|A0A8D2CTH8_SCIVU
OG0009323	sp|O75663|TIPRL_HUMAN	tr|A0A8D2B2Z1|A0A8D2B2Z1_SCIVU
OG0009324	sp|O95163|ELP1_HUMAN	tr|A0A8D2CZR4|A0A8D2CZR4_SCIVU
OG0009325	sp|O95447|LCA5L_HUMAN	tr|A0A8D2DF79|A0A8D2DF79_SCIVU
OG0009326	sp|P05107|ITB2_HUMAN	tr|A0A8D2DQK4|A0A8D2DQK4_SCIVU
OG0009327	sp|P09619|PGFRB_HUMAN	tr|A0A8D2B0Z2|A0A8D2B0Z2_SCIVU
OG0009328	sp|P17735|ATTY_HUMAN	tr|A0A8D2DU42|A0A8D2DU42_SCIVU
OG0009329	sp|P22680|CP7A1_HUMAN	tr|A0A8D2JDV7|A0A8D2JDV7_SCIVU
OG0009330	sp|P28476|GBRR2_HUMAN	tr|A0A8D2D0J7|A0A8D2D0J7_SCIVU
OG0009331	sp|P32780|TF2H1_HUMAN	tr|A0A8D2D708|A0A8D2D708_SCIVU
OG0009332	sp|P42766|RL35_HUMAN	tr|A0A8D2JQW3|A0A8D2JQW3_SCIVU
OG0009333	sp|P48230|T4S4_HUMAN	tr|A0A8D2D2P2|A0A8D2D2P2_SCIVU
OG0009334	sp|P55157|MTP_HUMAN	tr|A0A8D2BAL6|A0A8D2BAL6_SCIVU
OG0009335	sp|P56880|CLD20_HUMAN	tr|A0A8D2DHH4|A0A8D2DHH4_SCIVU
OG0009336	sp|P57772|SELB_HUMAN	tr|A0A8D2CY99|A0A8D2CY99_SCIVU
OG0009337	sp|P57773|CXA9_HUMAN	tr|A0A8D2AMG4|A0A8D2AMG4_SCIVU
OG0009338	sp|P57775|FBXW4_HUMAN	tr|A0A8D2AUA2|A0A8D2AUA2_SCIVU
OG0009339	sp|P57789|KCNKA_HUMAN	tr|A0A8D2D7P3|A0A8D2D7P3_SCIVU
OG0009340	sp|P58166|INHBE_HUMAN	tr|A0A8D2CT24|A0A8D2CT24_SCIVU
OG0009341	sp|P62341|SELT_HUMAN	tr|A0A8D2BBY6|A0A8D2BBY6_SCIVU
OG0009342	sp|Q05996|ZP2_HUMAN	tr|A0A8D2E385|A0A8D2E385_SCIVU
OG0009343	sp|Q0D2K3|RIPP1_HUMAN	tr|A0A8D2DJY3|A0A8D2DJY3_SCIVU
OG0009344	sp|Q13200|PSMD2_HUMAN	tr|A0A8D2JJ36|A0A8D2JJ36_SCIVU
OG0009345	sp|Q13469|NFAC2_HUMAN	tr|A0A8D2CK39|A0A8D2CK39_SCIVU
OG0009346	sp|Q15546|PAQRB_HUMAN	tr|A0A8D2B2I7|A0A8D2B2I7_SCIVU
OG0009347	sp|Q15750|TAB1_HUMAN	tr|A0A8D2D5B2|A0A8D2D5B2_SCIVU
OG0009348	sp|Q4G1C9|GRPL2_HUMAN	tr|A0A8D2DUT9|A0A8D2DUT9_SCIVU
OG0009349	sp|Q5T1B0|AXDN1_HUMAN	tr|A0A8D2DFP1|A0A8D2DFP1_SCIVU
OG0009350	sp|Q5T601|AGRF1_HUMAN	tr|A0A8D2CWH8|A0A8D2CWH8_SCIVU
OG0009351	sp|Q5TD94|RSH4A_HUMAN	tr|A0A8D2CQ59|A0A8D2CQ59_SCIVU
OG0009352	sp|Q5U5R9|HECD2_HUMAN	tr|A0A8D2AQB3|A0A8D2AQB3_SCIVU
OG0009353	sp|Q5VW36|FOCAD_HUMAN	tr|A0A8D2DTS3|A0A8D2DTS3_SCIVU
OG0009354	sp|Q6NT04|TIGD7_HUMAN	tr|A0A8D2E1C6|A0A8D2E1C6_SCIVU
OG0009355	sp|Q6RW13|ATRAP_HUMAN	tr|A0A8D2CNE6|A0A8D2CNE6_SCIVU
OG0009356	sp|Q6UXS0|CL19A_HUMAN	tr|A0A8D2DQG8|A0A8D2DQG8_SCIVU
OG0009357	sp|Q6ZNW5|GDPP1_HUMAN	tr|A0A8D2AXN9|A0A8D2AXN9_SCIVU
OG0009358	sp|Q7Z392|TPC11_HUMAN	tr|A0A8D2AUY9|A0A8D2AUY9_SCIVU
OG0009359	sp|Q86TZ1|TTC6_HUMAN	tr|A0A8D2AM31|A0A8D2AM31_SCIVU
OG0009360	sp|Q86X24|HORM1_HUMAN	tr|A0A8D2AME4|A0A8D2AME4_SCIVU
OG0009361	sp|Q86X52|CHSS1_HUMAN	tr|A0A8D2AH37|A0A8D2AH37_SCIVU
OG0009362	sp|Q8IUC6|TCAM1_HUMAN	tr|A0A8D2DFR0|A0A8D2DFR0_SCIVU
OG0009363	sp|Q8IUH3|RBM45_HUMAN	tr|A0A8D2AQB9|A0A8D2AQB9_SCIVU
OG0009364	sp|Q8N3L3|TXLNB_HUMAN	tr|A0A8D2JP93|A0A8D2JP93_SCIVU
OG0009365	sp|Q8N3Y1|FBXW8_HUMAN	tr|A0A8D2CTY8|A0A8D2CTY8_SCIVU
OG0009366	sp|Q8NBR0|P5I13_HUMAN	tr|A0A8D2D9H6|A0A8D2D9H6_SCIVU
OG0009367	sp|Q8NCA9|ZN784_HUMAN	tr|A0A8D2DVZ7|A0A8D2DVZ7_SCIVU
OG0009368	sp|Q8TDD1|DDX54_HUMAN	tr|A0A8D2D0K2|A0A8D2D0K2_SCIVU
OG0009369	sp|Q92696|PGTA_HUMAN	tr|A0A8D2CJZ5|A0A8D2CJZ5_SCIVU
OG0009370	sp|Q92847|GHSR_HUMAN	tr|A0A8D2B5V1|A0A8D2B5V1_SCIVU
OG0009371	sp|Q93097|WNT2B_HUMAN	tr|A0A8D2DDR8|A0A8D2DDR8_SCIVU
OG0009372	sp|Q96IW7|SC22A_HUMAN	tr|A0A8D2B5V0|A0A8D2B5V0_SCIVU
OG0009373	sp|Q96SQ9|CP2S1_HUMAN	tr|A0A8D2DSL2|A0A8D2DSL2_SCIVU
OG0009374	sp|Q99966|CITE1_HUMAN	tr|A0A8D2JMP5|A0A8D2JMP5_SCIVU
OG0009375	sp|Q9BQI9|NRIP2_HUMAN	tr|A0A8D2B677|A0A8D2B677_SCIVU
OG0009376	sp|Q9H6R0|DHX33_HUMAN	tr|A0A8D2CSG4|A0A8D2CSG4_SCIVU
OG0009377	sp|Q9HBL7|PLRKT_HUMAN	tr|A0A8D2DYQ3|A0A8D2DYQ3_SCIVU
OG0009378	sp|Q9NTX7|RN146_HUMAN	tr|A0A8D2DJI2|A0A8D2DJI2_SCIVU
OG0009379	sp|Q9UBR4|LHX3_HUMAN	tr|A0A8D2DZC3|A0A8D2DZC3_SCIVU
OG0009380	sp|Q9UHD2|TBK1_HUMAN	tr|A0A8D2CRS5|A0A8D2CRS5_SCIVU
OG0009381	sp|Q9UK76|JUPI1_HUMAN	tr|A0A8D2AZ53|A0A8D2AZ53_SCIVU
OG0009382	sp|Q9UMN6|KMT2B_HUMAN	tr|A0A8D2BAI6|A0A8D2BAI6_SCIVU
OG0009383	sp|Q9UN19|DAPP1_HUMAN	tr|A0A8D2B5H0|A0A8D2B5H0_SCIVU
OG0009384	sp|Q9UPV0|CE164_HUMAN	tr|A0A8D2DU65|A0A8D2DU65_SCIVU
OG0009385	sp|Q9Y334|VWA7_HUMAN	tr|A0A8D2JN78|A0A8D2JN78_SCIVU
OG0009386	sp|Q9Y5X9|LIPE_HUMAN	tr|A0A8D2DK36|A0A8D2DK36_SCIVU
OG0009387	sp|A0A075B6U4|TVA7_HUMAN	tr|A0A8D2AQI2|A0A8D2AQI2_SCIVU
OG0009388	sp|A6NGS2|ERIC4_HUMAN	tr|A0A8D2DUR5|A0A8D2DUR5_SCIVU
OG0009389	sp|A8MTZ0|BBIP1_HUMAN	tr|A0A8D2ALH1|A0A8D2ALH1_SCIVU
OG0009390	sp|A8MUP2|CSKMT_HUMAN	tr|A0A8D2B0K3|A0A8D2B0K3_SCIVU
OG0009391	sp|A8MV81|HIG1C_HUMAN	tr|A0A8D2CWV7|A0A8D2CWV7_SCIVU
OG0009392	sp|O00308|WWP2_HUMAN	tr|A0A8D2DYE4|A0A8D2DYE4_SCIVU
OG0009393	sp|O00522|KRIT1_HUMAN	tr|A0A8D2JES0|A0A8D2JES0_SCIVU
OG0009394	sp|O15297|PPM1D_HUMAN	tr|A0A8D2B4M6|A0A8D2B4M6_SCIVU
OG0009395	sp|O43708|MAAI_HUMAN	tr|A0A8D2DPP4|A0A8D2DPP4_SCIVU
OG0009396	sp|O60583|CCNT2_HUMAN	tr|A0A8D2ALT5|A0A8D2ALT5_SCIVU
OG0009397	sp|O60671|RAD1_HUMAN	tr|A0A8D2BD15|A0A8D2BD15_SCIVU
OG0009398	sp|P05981|HEPS_HUMAN	tr|A0A8D2DRR6|A0A8D2DRR6_SCIVU
OG0009399	sp|P06746|DPOLB_HUMAN	tr|A0A8D2DAI5|A0A8D2DAI5_SCIVU
OG0009400	sp|P10828|THB_HUMAN	tr|A0A8D2DV87|A0A8D2DV87_SCIVU
OG0009401	sp|P22792|CPN2_HUMAN	tr|A0A8D2AVY9|A0A8D2AVY9_SCIVU
OG0009402	sp|P43155|CACP_HUMAN	tr|A0A8D2E007|A0A8D2E007_SCIVU
OG0009403	sp|P52294|IMA5_HUMAN	tr|A0A8D2CND8|A0A8D2CND8_SCIVU
OG0009404	sp|P54710|ATNG_HUMAN	tr|A0A8D2DX67|A0A8D2DX67_SCIVU
OG0009405	sp|P55345|ANM2_HUMAN	tr|A0A8D2D2N5|A0A8D2D2N5_SCIVU
OG0009406	sp|P60985|KTDAP_HUMAN	tr|A0A8D2E0J1|A0A8D2E0J1_SCIVU
OG0009407	sp|P63211|GBG1_HUMAN	tr|A0A8D2BBN3|A0A8D2BBN3_SCIVU
OG0009408	sp|Q00688|FKBP3_HUMAN	tr|A0A8D2BD53|A0A8D2BD53_SCIVU
OG0009409	sp|Q02083|NAAA_HUMAN	tr|A0A8D2CUX8|A0A8D2CUX8_SCIVU
OG0009410	sp|Q14191|WRN_HUMAN	tr|A0A8D2JNI4|A0A8D2JNI4_SCIVU
OG0009411	sp|Q14204|DYHC1_HUMAN	tr|A0A8D2D457|A0A8D2D457_SCIVU
OG0009412	sp|Q14444|CAPR1_HUMAN	tr|A0A8D2CMD8|A0A8D2CMD8_SCIVU
OG0009413	sp|Q16543|CDC37_HUMAN	tr|A0A8D2DLJ8|A0A8D2DLJ8_SCIVU
OG0009414	sp|Q16566|KCC4_HUMAN	tr|A0A8D2D8F3|A0A8D2D8F3_SCIVU
OG0009415	sp|Q5T653|RM02_HUMAN	tr|A0A8D2CP41|A0A8D2CP41_SCIVU
OG0009416	sp|Q68D86|C102B_HUMAN	tr|A0A8D2B720|A0A8D2B720_SCIVU
OG0009417	sp|Q6UXH8|CCBE1_HUMAN	tr|A0A8D2E185|A0A8D2E185_SCIVU
OG0009418	sp|Q6ZNL6|FGD5_HUMAN	tr|A0A8D2DCE9|A0A8D2DCE9_SCIVU
OG0009419	sp|Q7Z5J4|RAI1_HUMAN	tr|A0A8D2AWM3|A0A8D2AWM3_SCIVU
OG0009420	sp|Q86VH2|KIF27_HUMAN	tr|A0A8D2JSR0|A0A8D2JSR0_SCIVU
OG0009421	sp|Q86VR2|RETR3_HUMAN	tr|A0A8D2AWM6|A0A8D2AWM6_SCIVU
OG0009422	sp|Q86VY4|TSYL5_HUMAN	tr|A0A8D2AIM5|A0A8D2AIM5_SCIVU
OG0009423	sp|Q8IW70|T151B_HUMAN	tr|A0A8D2CML9|A0A8D2CML9_SCIVU
OG0009424	sp|Q8N112|LSME2_HUMAN	tr|A0A8D2CMX5|A0A8D2CMX5_SCIVU
OG0009425	sp|Q8NDV1|SIA7C_HUMAN	tr|A0A8D2DMR8|A0A8D2DMR8_SCIVU
OG0009426	sp|Q8NFW8|NEUA_HUMAN	tr|A0A8D2CR39|A0A8D2CR39_SCIVU
OG0009427	sp|Q8WUX9|CHMP7_HUMAN	tr|A0A8D2APP8|A0A8D2APP8_SCIVU
OG0009428	sp|Q8WWQ8|STAB2_HUMAN	tr|A0A8D2BCH8|A0A8D2BCH8_SCIVU
OG0009429	sp|Q8WZ82|OVCA2_HUMAN	tr|A0A8D2DU85|A0A8D2DU85_SCIVU
OG0009430	sp|Q96F10|SAT2_HUMAN	tr|A0A8D2D753|A0A8D2D753_SCIVU
OG0009431	sp|Q96JM2|ZN462_HUMAN	tr|A0A8D2CZ04|A0A8D2CZ04_SCIVU
OG0009432	sp|Q96L42|KCNH8_HUMAN	tr|A0A8D2JS48|A0A8D2JS48_SCIVU
OG0009433	sp|Q96LW2|KS6R_HUMAN	tr|A0A8D2JR58|A0A8D2JR58_SCIVU
OG0009434	sp|Q96MI6|PPM1M_HUMAN	tr|A0A8D2B8B8|A0A8D2B8B8_SCIVU
OG0009435	sp|Q96NY9|MUS81_HUMAN	tr|A0A8D2BE63|A0A8D2BE63_SCIVU
OG0009436	sp|Q99742|NPAS1_HUMAN	tr|A0A8D2CTC4|A0A8D2CTC4_SCIVU
OG0009437	sp|Q9BYJ1|LOXE3_HUMAN	tr|A0A8D2CV36|A0A8D2CV36_SCIVU
OG0009438	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A8D2DHC6|A0A8D2DHC6_SCIVU
OG0009439	sp|Q9H1H1|GTSFL_HUMAN	tr|A0A8D2ANC8|A0A8D2ANC8_SCIVU
OG0009440	sp|Q9HBJ8|CLTRN_HUMAN	tr|A0A8D2DCS9|A0A8D2DCS9_SCIVU
OG0009441	sp|Q9HBW1|LRRC4_HUMAN	tr|A0A8D2B4T0|A0A8D2B4T0_SCIVU
OG0009442	sp|Q9HCK8|CHD8_HUMAN	tr|A0A8D2CK96|A0A8D2CK96_SCIVU
OG0009443	sp|Q9NPG4|PCD12_HUMAN	tr|A0A8D2D311|A0A8D2D311_SCIVU
OG0009444	sp|Q9NRR5|UBQL4_HUMAN	tr|A0A8D2AEM6|A0A8D2AEM6_SCIVU
OG0009445	sp|Q9NZU7|CABP1_HUMAN	tr|A0A8D2B131|A0A8D2B131_SCIVU
OG0009446	sp|Q9P2M4|TBC14_HUMAN	tr|A0A8D2B6V2|A0A8D2B6V2_SCIVU
OG0009447	sp|Q9UHR4|BI2L1_HUMAN	tr|A0A8D2DLI9|A0A8D2DLI9_SCIVU
OG0009448	sp|Q9UL49|TCFL5_HUMAN	tr|A0A8D2AVF4|A0A8D2AVF4_SCIVU
OG0009449	sp|Q9UM22|EPDR1_HUMAN	tr|A0A8D2JRE7|A0A8D2JRE7_SCIVU
OG0009450	sp|Q9UMX9|S45A2_HUMAN	tr|A0A8D2CQ71|A0A8D2CQ71_SCIVU
OG0009451	sp|Q9UNN8|EPCR_HUMAN	tr|A0A8D2CU03|A0A8D2CU03_SCIVU
OG0009452	sp|Q9UPZ9|CILK1_HUMAN	tr|A0A8D2CPR8|A0A8D2CPR8_SCIVU
OG0009453	sp|A1L167|U2QL1_HUMAN	tr|A0A8D2AWY8|A0A8D2AWY8_SCIVU
OG0009454	sp|A2RU49|HYKK_HUMAN	tr|A0A8D2AY33|A0A8D2AY33_SCIVU
OG0009455	sp|O00151|PDLI1_HUMAN	tr|A0A8D2DZ99|A0A8D2DZ99_SCIVU
OG0009456	sp|O00429|DNM1L_HUMAN	tr|A0A8D2DNE6|A0A8D2DNE6_SCIVU
OG0009457	sp|O15013|ARHGA_HUMAN	tr|A0A8D2CLP5|A0A8D2CLP5_SCIVU
OG0009458	sp|O15374|MOT5_HUMAN	tr|A0A8D2D6U3|A0A8D2D6U3_SCIVU
OG0009459	sp|O94986|CE152_HUMAN	tr|A0A8D2ANL0|A0A8D2ANL0_SCIVU
OG0009460	sp|O94993|SOX30_HUMAN	tr|A0A8D2DSP5|A0A8D2DSP5_SCIVU
OG0009461	sp|O95707|RPP29_HUMAN	tr|A0A8D2DKE6|A0A8D2DKE6_SCIVU
OG0009462	sp|P05413|FABPH_HUMAN	tr|A0A8D2DB73|A0A8D2DB73_SCIVU
OG0009463	sp|P0C221|CC175_HUMAN	tr|A0A8D2AR01|A0A8D2AR01_SCIVU
OG0009464	sp|P25686|DNJB2_HUMAN	tr|A0A8D2D6H7|A0A8D2D6H7_SCIVU
OG0009465	sp|P28222|5HT1B_HUMAN	tr|A0A8D2B4X6|A0A8D2B4X6_SCIVU
OG0009466	sp|P35080|PROF2_HUMAN	tr|A0A8D2B943|A0A8D2B943_SCIVU
OG0009467	sp|P35858|ALS_HUMAN	tr|A0A8D2DCS6|A0A8D2DCS6_SCIVU
OG0009468	sp|P46091|CML2_HUMAN	tr|A0A8D2AQD9|A0A8D2AQD9_SCIVU
OG0009469	sp|P48645|NMU_HUMAN	tr|A0A8D2JQP1|A0A8D2JQP1_SCIVU
OG0009470	sp|P51948|MAT1_HUMAN	tr|A0A8D2AQN8|A0A8D2AQN8_SCIVU
OG0009471	sp|P53365|ARFP2_HUMAN	tr|A0A8D2AYA1|A0A8D2AYA1_SCIVU
OG0009472	sp|P78396|CCNA1_HUMAN	tr|A0A8D2B4W3|A0A8D2B4W3_SCIVU
OG0009473	sp|Q02045|MYL5_HUMAN	tr|A0A8D2CZ22|A0A8D2CZ22_SCIVU
OG0009474	sp|Q09666|AHNK_HUMAN	tr|A0A8D2B1Q6|A0A8D2B1Q6_SCIVU
OG0009475	sp|Q13029|PRDM2_HUMAN	tr|A0A8D2CPS6|A0A8D2CPS6_SCIVU
OG0009476	sp|Q13639|5HT4R_HUMAN	tr|A0A8D2BC10|A0A8D2BC10_SCIVU
OG0009477	sp|Q14896|MYPC3_HUMAN	tr|A0A8D2CT72|A0A8D2CT72_SCIVU
OG0009478	sp|Q14C86|GAPD1_HUMAN	tr|A0A8D2JRN7|A0A8D2JRN7_SCIVU
OG0009479	sp|Q562F6|SGO2_HUMAN	tr|A0A8D2ANW0|A0A8D2ANW0_SCIVU
OG0009480	sp|Q5T215|TPC3L_HUMAN	tr|A0A8D2BDE4|A0A8D2BDE4_SCIVU
OG0009481	sp|Q5VX71|SUSD4_HUMAN	tr|A0A8D2D9B2|A0A8D2D9B2_SCIVU
OG0009482	sp|Q5XKK7|F219B_HUMAN	tr|A0A8D2DE52|A0A8D2DE52_SCIVU
OG0009483	sp|Q69YN4|VIR_HUMAN	tr|A0A8D2AHD7|A0A8D2AHD7_SCIVU
OG0009484	sp|Q6UWL2|SUSD1_HUMAN	tr|A0A8D2JP10|A0A8D2JP10_SCIVU
OG0009485	sp|Q6UWT2|ENHO_HUMAN	tr|A0A8D2DJF2|A0A8D2DJF2_SCIVU
OG0009486	sp|Q7L8W6|DPH6_HUMAN	tr|A0A8D2B350|A0A8D2B350_SCIVU
OG0009487	sp|Q7RTY8|TMPS7_HUMAN	tr|A0A8D2B4F9|A0A8D2B4F9_SCIVU
OG0009488	sp|Q7Z5L9|I2BP2_HUMAN	tr|A0A8D2CX60|A0A8D2CX60_SCIVU
OG0009489	sp|Q86UC2|RSPH3_HUMAN	tr|A0A8D2D737|A0A8D2D737_SCIVU
OG0009490	sp|Q86UD0|SAPC2_HUMAN	tr|A0A8D2DGS9|A0A8D2DGS9_SCIVU
OG0009491	sp|Q86UN6|AKA28_HUMAN	tr|A0A8D2D2Q7|A0A8D2D2Q7_SCIVU
OG0009492	sp|Q86XN7|PRSR1_HUMAN	tr|A0A8D2B6T1|A0A8D2B6T1_SCIVU
OG0009493	sp|Q8IVH2|FOXP4_HUMAN	tr|A0A8D2CTF4|A0A8D2CTF4_SCIVU
OG0009494	sp|Q8IWR0|Z3H7A_HUMAN	tr|A0A8D2JSN1|A0A8D2JSN1_SCIVU
OG0009495	sp|Q8N3Z0|PRS35_HUMAN	tr|A0A8D2AU77|A0A8D2AU77_SCIVU
OG0009496	sp|Q8N436|CPXM2_HUMAN	tr|A0A8D2CK71|A0A8D2CK71_SCIVU
