Orthogroup	Homo_sapiens	Lipotes_vexillifer
OG0006277	sp|P35232|PHB1_HUMAN	tr|A0A340Y1F7|A0A340Y1F7_LIPVE
OG0006278	sp|P36915|GNL1_HUMAN	tr|A0A340WNQ3|A0A340WNQ3_LIPVE
OG0006279	sp|P42166|LAP2A_HUMAN	tr|A0A340Y668|A0A340Y668_LIPVE
OG0006280	sp|P51957|NEK4_HUMAN	tr|A0A340WYL8|A0A340WYL8_LIPVE
OG0006281	sp|P62877|RBX1_HUMAN	tr|A0A340WXT8|A0A340WXT8_LIPVE
OG0006282	sp|Q14392|LRC32_HUMAN	tr|A0A340XRV1|A0A340XRV1_LIPVE
OG0006283	sp|Q14974|IMB1_HUMAN	tr|A0A340XV15|A0A340XV15_LIPVE
OG0006284	sp|Q15029|U5S1_HUMAN	tr|A0A340X1K4|A0A340X1K4_LIPVE
OG0006285	sp|Q569H4|LARGN_HUMAN	tr|A0A340Y2D8|A0A340Y2D8_LIPVE
OG0006286	sp|Q5R3F8|PPR29_HUMAN	tr|A0A340X2F1|A0A340X2F1_LIPVE
OG0006287	sp|Q5T7B8|KIF24_HUMAN	tr|A0A340YHD6|A0A340YHD6_LIPVE
OG0006288	sp|Q5VTR2|BRE1A_HUMAN	tr|A0A340X4G8|A0A340X4G8_LIPVE
OG0006289	sp|Q5W5W9|RES18_HUMAN	tr|A0A340WFS1|A0A340WFS1_LIPVE
OG0006290	sp|Q63HK3|ZKSC2_HUMAN	tr|A0A340WMY3|A0A340WMY3_LIPVE
OG0006291	sp|Q68DV7|RNF43_HUMAN	tr|A0A340WPX7|A0A340WPX7_LIPVE
OG0006292	sp|Q6AHZ1|Z518A_HUMAN	tr|A0A340X8A0|A0A340X8A0_LIPVE
OG0006293	sp|Q6P4R8|NFRKB_HUMAN	tr|A0A340X5Q9|A0A340X5Q9_LIPVE
OG0006294	sp|Q6UW01|CBLN3_HUMAN	tr|A0A340WK45|A0A340WK45_LIPVE
OG0006295	sp|Q6YP21|KAT3_HUMAN	tr|A0A340Y9R0|A0A340Y9R0_LIPVE
OG0006296	sp|Q7L2H7|EIF3M_HUMAN	tr|A0A340XLG3|A0A340XLG3_LIPVE
OG0006297	sp|Q7L3T8|SYPM_HUMAN	tr|A0A340YBY3|A0A340YBY3_LIPVE
OG0006298	sp|Q8IVE3|PKHH2_HUMAN	tr|A0A340XEW1|A0A340XEW1_LIPVE
OG0006299	sp|Q8N0Y2|ZN444_HUMAN	tr|A0A340XER7|A0A340XER7_LIPVE
OG0006300	sp|Q8N4T4|ARG39_HUMAN	tr|A0A340X393|A0A340X393_LIPVE
OG0006301	sp|Q8NC24|RELL2_HUMAN	tr|A0A340Y2T0|A0A340Y2T0_LIPVE
OG0006302	sp|Q8ND94|LRN4L_HUMAN	tr|A0A340XSZ6|A0A340XSZ6_LIPVE
OG0006303	sp|Q8TAY7|F110D_HUMAN	tr|A0A340XIS9|A0A340XIS9_LIPVE
OG0006304	sp|Q8TD17|ZN398_HUMAN	tr|A0A340YD86|A0A340YD86_LIPVE
OG0006305	sp|Q8WXF8|DEDD2_HUMAN	tr|A0A340XEX6|A0A340XEX6_LIPVE
OG0006306	sp|Q92502|STAR8_HUMAN	tr|A0A340Y959|A0A340Y959_LIPVE
OG0006307	sp|Q96B23|CR025_HUMAN	tr|A0A340XWW9|A0A340XWW9_LIPVE
OG0006308	sp|Q96EY5|MB12A_HUMAN	tr|A0A340XP40|A0A340XP40_LIPVE
OG0006309	sp|Q96GI7|FA89A_HUMAN	tr|A0A340Y069|A0A340Y069_LIPVE
OG0006310	sp|Q96T60|PNKP_HUMAN	tr|A0A340XPZ4|A0A340XPZ4_LIPVE
OG0006311	sp|Q99459|CDC5L_HUMAN	tr|A0A340XE24|A0A340XE24_LIPVE
OG0006312	sp|Q99814|EPAS1_HUMAN	tr|A0A340XF14|A0A340XF14_LIPVE
OG0006313	sp|Q9BZC7|ABCA2_HUMAN	tr|A0A340XJ75|A0A340XJ75_LIPVE
OG0006314	sp|Q9H246|CA021_HUMAN	tr|A0A340WEW4|A0A340WEW4_LIPVE
OG0006315	sp|Q9NVL8|CC198_HUMAN	tr|A0A340WK90|A0A340WK90_LIPVE
OG0006316	sp|Q9NZ20|PA2G3_HUMAN	tr|A0A340WW49|A0A340WW49_LIPVE
OG0006317	sp|Q9P2F6|RHG20_HUMAN	tr|A0A340WGG8|A0A340WGG8_LIPVE
OG0006318	sp|Q9UPQ4|TRI35_HUMAN	tr|A0A340XYP2|A0A340XYP2_LIPVE
OG0006319	sp|Q9UPT6|JIP3_HUMAN	tr|A0A340X3A5|A0A340X3A5_LIPVE
OG0006320	sp|A6NK59|ASB14_HUMAN	tr|A0A340WQP6|A0A340WQP6_LIPVE
OG0006321	sp|C9JLR9|ZFTA_HUMAN	tr|A0A340XL79|A0A340XL79_LIPVE
OG0006322	sp|O15063|GRRE1_HUMAN	tr|A0A340YBE1|A0A340YBE1_LIPVE
OG0006323	sp|O60613|SEP15_HUMAN	tr|A0A340XW20|A0A340XW20_LIPVE
OG0006324	sp|O75325|LRRN2_HUMAN	tr|A0A340YFC8|A0A340YFC8_LIPVE
OG0006325	sp|O76038|SEGN_HUMAN	tr|A0A340YC78|A0A340YC78_LIPVE
OG0006326	sp|O94782|UBP1_HUMAN	tr|A0A340XYU2|A0A340XYU2_LIPVE
OG0006327	sp|P03915|NU5M_HUMAN	tr|Q2YG56|Q2YG56_LIPVE
OG0006328	sp|P07202|PERT_HUMAN	tr|A0A340Y816|A0A340Y816_LIPVE
OG0006329	sp|P12034|FGF5_HUMAN	tr|M1PRC9|M1PRC9_LIPVE
OG0006330	sp|P12755|SKI_HUMAN	tr|A0A340WH99|A0A340WH99_LIPVE
OG0006331	sp|P18825|ADA2C_HUMAN	tr|A0A340XA57|A0A340XA57_LIPVE
OG0006332	sp|P36508|ZNF76_HUMAN	tr|A0A340Y6F6|A0A340Y6F6_LIPVE
OG0006333	sp|P49238|CX3C1_HUMAN	tr|A0A340Y3E5|A0A340Y3E5_LIPVE
OG0006334	sp|P52803|EFNA5_HUMAN	tr|A0A340X0I3|A0A340X0I3_LIPVE
OG0006335	sp|P55259|GP2_HUMAN	tr|A0A340Y3I7|A0A340Y3I7_LIPVE
OG0006336	sp|P59942|MCCD1_HUMAN	tr|A0A340XDY4|A0A340XDY4_LIPVE
OG0006337	sp|P62256|UBE2H_HUMAN	tr|A0A340YEC4|A0A340YEC4_LIPVE
OG0006338	sp|Q01780|EXOSX_HUMAN	tr|A0A340XSP4|A0A340XSP4_LIPVE
OG0006339	sp|Q13370|PDE3B_HUMAN	tr|A0A340XMN7|A0A340XMN7_LIPVE
OG0006340	sp|Q15034|HERC3_HUMAN	tr|A0A340WPN9|A0A340WPN9_LIPVE
OG0006341	sp|Q15417|CNN3_HUMAN	tr|A0A340Y8Q4|A0A340Y8Q4_LIPVE
OG0006342	sp|Q15654|TRIP6_HUMAN	tr|A0A340Y6N2|A0A340Y6N2_LIPVE
OG0006343	sp|Q2M2W7|CQ058_HUMAN	tr|A0A340X6A6|A0A340X6A6_LIPVE
OG0006344	sp|Q5H9F3|BCORL_HUMAN	tr|A0A340WLW6|A0A340WLW6_LIPVE
OG0006345	sp|Q5KU26|COL12_HUMAN	tr|A0A340WNM7|A0A340WNM7_LIPVE
OG0006346	sp|Q5TGS1|HES3_HUMAN	tr|A0A340X0B9|A0A340X0B9_LIPVE
OG0006347	sp|Q66K74|MAP1S_HUMAN	tr|A0A340XQ03|A0A340XQ03_LIPVE
OG0006348	sp|Q68CR7|LRC66_HUMAN	tr|A0A340X801|A0A340X801_LIPVE
OG0006349	sp|Q6DN14|MCTP1_HUMAN	tr|A0A340YEG6|A0A340YEG6_LIPVE
OG0006350	sp|Q6NUQ4|TM214_HUMAN	tr|A0A340YHH6|A0A340YHH6_LIPVE
OG0006351	sp|Q6T4P5|PLPR3_HUMAN	tr|A0A340XN71|A0A340XN71_LIPVE
OG0006352	sp|Q6UW78|UQCC3_HUMAN	tr|A0A340XS86|A0A340XS86_LIPVE
OG0006353	sp|Q6UWP8|SBSN_HUMAN	tr|A0A340YDT7|A0A340YDT7_LIPVE
OG0006354	sp|Q6W5P4|NPSR1_HUMAN	tr|A0A340WGA5|A0A340WGA5_LIPVE
OG0006355	sp|Q6YBV0|S36A4_HUMAN	tr|A0A340WLY2|A0A340WLY2_LIPVE
OG0006356	sp|Q6ZQR2|CFA77_HUMAN	tr|A0A340WVX0|A0A340WVX0_LIPVE
OG0006357	sp|Q86V85|GP180_HUMAN	tr|A0A340X534|A0A340X534_LIPVE
OG0006358	sp|Q8N187|CARTF_HUMAN	tr|A0A340YCR3|A0A340YCR3_LIPVE
OG0006359	sp|Q8N393|ZN786_HUMAN	tr|A0A340YA41|A0A340YA41_LIPVE
OG0006360	sp|Q8N4W6|DJC22_HUMAN	tr|A0A340WXN4|A0A340WXN4_LIPVE
OG0006361	sp|Q8NG04|S2610_HUMAN	tr|A0A340Y882|A0A340Y882_LIPVE
OG0006362	sp|Q92783|STAM1_HUMAN	tr|A0A340XHP5|A0A340XHP5_LIPVE
OG0006363	sp|Q969S2|NEIL2_HUMAN	tr|A0A340YDW6|A0A340YDW6_LIPVE
OG0006364	sp|Q969W1|ZDH16_HUMAN	tr|A0A340X3Z2|A0A340X3Z2_LIPVE
OG0006365	sp|Q969Y0|NXPE3_HUMAN	tr|A0A340WEL1|A0A340WEL1_LIPVE
OG0006366	sp|Q96CX2|KCD12_HUMAN	tr|A0A340Y0L0|A0A340Y0L0_LIPVE
OG0006367	sp|Q96FV2|SCRN2_HUMAN	tr|A0A340Y0T1|A0A340Y0T1_LIPVE
OG0006368	sp|Q96JB2|COG3_HUMAN	tr|A0A340XZH9|A0A340XZH9_LIPVE
OG0006369	sp|Q96PL2|TECTB_HUMAN	tr|A0A340YE37|A0A340YE37_LIPVE
OG0006370	sp|Q96QU1|PCD15_HUMAN	tr|A0A340YD59|A0A340YD59_LIPVE
OG0006371	sp|Q96SN8|CK5P2_HUMAN	tr|A0A340WVB9|A0A340WVB9_LIPVE
OG0006372	sp|Q99816|TS101_HUMAN	tr|A0A340XWU1|A0A340XWU1_LIPVE
OG0006373	sp|Q9BQ90|KLDC3_HUMAN	tr|A0A340XDW2|A0A340XDW2_LIPVE
OG0006374	sp|Q9BS91|S35A5_HUMAN	tr|A0A340X9Y1|A0A340X9Y1_LIPVE
OG0006375	sp|Q9BW66|CINP_HUMAN	tr|A0A340X8Y9|A0A340X8Y9_LIPVE
OG0006376	sp|Q9BWL3|CA043_HUMAN	tr|A0A340X906|A0A340X906_LIPVE
OG0006377	sp|Q9H2G9|GO45_HUMAN	tr|A0A340X9T6|A0A340X9T6_LIPVE
OG0006378	sp|Q9NNW7|TRXR2_HUMAN	tr|A0A340XF77|A0A340XF77_LIPVE
OG0006379	sp|Q9NVA4|T184C_HUMAN	tr|A0A340YGM8|A0A340YGM8_LIPVE
OG0006380	sp|Q9NYB5|SO1C1_HUMAN	tr|A0A340X5S6|A0A340X5S6_LIPVE
OG0006381	sp|Q9UHJ6|SHPK_HUMAN	tr|A0A340X587|A0A340X587_LIPVE
OG0006382	sp|Q9UJM8|HAOX1_HUMAN	tr|A0A340XSE1|A0A340XSE1_LIPVE
OG0006383	sp|Q9ULE0|WWC3_HUMAN	tr|A0A340XPI7|A0A340XPI7_LIPVE
OG0006384	sp|Q9Y2C4|EXOG_HUMAN	tr|A0A340XMZ5|A0A340XMZ5_LIPVE
OG0006385	sp|Q9Y468|LMBL1_HUMAN	tr|A0A340XTW6|A0A340XTW6_LIPVE
OG0006386	sp|A2RU14|TM218_HUMAN	tr|A0A340XWU2|A0A340XWU2_LIPVE
OG0006387	sp|O60687|SRPX2_HUMAN	tr|A0A340Y979|A0A340Y979_LIPVE
OG0006388	sp|O75182|SIN3B_HUMAN	tr|A0A340XP22|A0A340XP22_LIPVE
OG0006389	sp|O95881|TXD12_HUMAN	tr|A0A340XE01|A0A340XE01_LIPVE
OG0006390	sp|P09960|LKHA4_HUMAN	tr|A0A340WWJ1|A0A340WWJ1_LIPVE
OG0006391	sp|P13682|ZNF35_HUMAN	tr|A0A340W8H2|A0A340W8H2_LIPVE
OG0006392	sp|P13765|DOB_HUMAN	tr|A0A340XPA6|A0A340XPA6_LIPVE
OG0006393	sp|P14543|NID1_HUMAN	tr|A0A340X108|A0A340X108_LIPVE
OG0006394	sp|P20674|COX5A_HUMAN	tr|A0A340WIB6|A0A340WIB6_LIPVE
OG0006395	sp|P23458|JAK1_HUMAN	tr|A0A340XM97|A0A340XM97_LIPVE
OG0006396	sp|P32242|OTX1_HUMAN	tr|A0A340XYD1|A0A340XYD1_LIPVE
OG0006397	sp|P47804|RGR_HUMAN	tr|A0A340WDL6|A0A340WDL6_LIPVE
OG0006398	sp|P49146|NPY2R_HUMAN	tr|A0A340WPS7|A0A340WPS7_LIPVE
OG0006399	sp|P49761|CLK3_HUMAN	tr|A0A340WDS1|A0A340WDS1_LIPVE
OG0006400	sp|P52943|CRIP2_HUMAN	tr|A0A340WR75|A0A340WR75_LIPVE
OG0006401	sp|P57054|PIGP_HUMAN	tr|A0A340YBW4|A0A340YBW4_LIPVE
OG0006402	sp|P57086|SCND1_HUMAN	tr|A0A340WGS1|A0A340WGS1_LIPVE
OG0006403	sp|P59768|GBG2_HUMAN	tr|A0A340WG55|A0A340WG55_LIPVE
OG0006404	sp|P60866|RS20_HUMAN	tr|A0A340XY03|A0A340XY03_LIPVE
OG0006405	sp|Q13098|CSN1_HUMAN	tr|A0A340XLT4|A0A340XLT4_LIPVE
OG0006406	sp|Q13643|FHL3_HUMAN	tr|A0A340WXS4|A0A340WXS4_LIPVE
OG0006407	sp|Q15477|SKIV2_HUMAN	tr|A0A340XK15|A0A340XK15_LIPVE
OG0006408	sp|Q504Y3|ZCPW2_HUMAN	tr|A0A340XML0|A0A340XML0_LIPVE
OG0006409	sp|Q5THJ4|VP13D_HUMAN	tr|A0A340XPK9|A0A340XPK9_LIPVE
OG0006410	sp|Q5U649|CL060_HUMAN	tr|A0A340YIP7|A0A340YIP7_LIPVE
OG0006411	sp|Q5UAW9|GP157_HUMAN	tr|A0A340X0F8|A0A340X0F8_LIPVE
OG0006412	sp|Q6UXG3|CLM9_HUMAN	tr|A0A340X589|A0A340X589_LIPVE
OG0006413	sp|Q7Z403|TMC6_HUMAN	tr|A0A340XSY5|A0A340XSY5_LIPVE
OG0006414	sp|Q7Z5A7|TAFA5_HUMAN	tr|A0A340WY19|A0A340WY19_LIPVE
OG0006415	sp|Q8IX21|SLF2_HUMAN	tr|A0A340YBG5|A0A340YBG5_LIPVE
OG0006416	sp|Q8N1D5|CF107_HUMAN	tr|A0A340XPB9|A0A340XPB9_LIPVE
OG0006417	sp|Q8N371|KDM8_HUMAN	tr|A0A340WTQ1|A0A340WTQ1_LIPVE
OG0006418	sp|Q8N6T7|SIR6_HUMAN	tr|A0A340XNH7|A0A340XNH7_LIPVE
OG0006419	sp|Q8NBE8|KLH23_HUMAN	tr|A0A340WT59|A0A340WT59_LIPVE
OG0006420	sp|Q8NEZ3|WDR19_HUMAN	tr|A0A340WPA0|A0A340WPA0_LIPVE
OG0006421	sp|Q8TBK6|ZCH10_HUMAN	tr|A0A340XJ17|A0A340XJ17_LIPVE
OG0006422	sp|Q8TCT6|SPPL3_HUMAN	tr|A0A340WF94|A0A340WF94_LIPVE
OG0006423	sp|Q8WW52|F151A_HUMAN	tr|A0A340YIE8|A0A340YIE8_LIPVE
OG0006424	sp|Q8WX92|NELFB_HUMAN	tr|A0A340XI81|A0A340XI81_LIPVE
OG0006425	sp|Q969T9|WBP2_HUMAN	tr|A0A340X515|A0A340X515_LIPVE
OG0006426	sp|Q96AA3|RFT1_HUMAN	tr|A0A340WID7|A0A340WID7_LIPVE
OG0006427	sp|Q96CS4|ZN689_HUMAN	tr|A0A340X112|A0A340X112_LIPVE
OG0006428	sp|Q96EL3|RM53_HUMAN	tr|A0A340XKA1|A0A340XKA1_LIPVE
OG0006429	sp|Q96FB5|MT25B_HUMAN	tr|A0A340XFD2|A0A340XFD2_LIPVE
OG0006430	sp|Q96MT8|CEP63_HUMAN	tr|A0A340XEG8|A0A340XEG8_LIPVE
OG0006431	sp|Q96PK6|RBM14_HUMAN	tr|A0A340XKQ6|A0A340XKQ6_LIPVE
OG0006432	sp|Q96SW2|CRBN_HUMAN	tr|A0A340WSR9|A0A340WSR9_LIPVE
OG0006433	sp|Q99075|HBEGF_HUMAN	tr|A0A340XJA1|A0A340XJA1_LIPVE
OG0006434	sp|Q9BRC7|PLCD4_HUMAN	tr|A0A340WEB0|A0A340WEB0_LIPVE
OG0006435	sp|Q9BRK0|REEP2_HUMAN	tr|A0A340XQ48|A0A340XQ48_LIPVE
OG0006436	sp|Q9BYX2|TBD2A_HUMAN	tr|A0A340XJZ4|A0A340XJZ4_LIPVE
OG0006437	sp|Q9BZE0|GLIS2_HUMAN	tr|A0A340X2N0|A0A340X2N0_LIPVE
OG0006438	sp|Q9BZE9|ASPC1_HUMAN	tr|A0A340XSX5|A0A340XSX5_LIPVE
OG0006439	sp|Q9H4B0|OSGL1_HUMAN	tr|A0A340XUV5|A0A340XUV5_LIPVE
OG0006440	sp|Q9NX05|F120C_HUMAN	tr|A0A340WHN1|A0A340WHN1_LIPVE
OG0006441	sp|Q9UH65|SWP70_HUMAN	tr|A0A340YG95|A0A340YG95_LIPVE
OG0006442	sp|Q9UHF4|I20RA_HUMAN	tr|A0A340WWT1|A0A340WWT1_LIPVE
OG0006443	sp|Q9UJ41|RABX5_HUMAN	tr|A0A340WYJ3|A0A340WYJ3_LIPVE
OG0006444	sp|Q9UPQ9|TNR6B_HUMAN	tr|A0A340WYA2|A0A340WYA2_LIPVE
OG0006445	sp|Q9Y337|KLK5_HUMAN	tr|A0A340XVZ0|A0A340XVZ0_LIPVE
OG0006446	sp|Q9Y3E7|CHMP3_HUMAN	tr|A0A340Y5M9|A0A340Y5M9_LIPVE
OG0006447	sp|Q9Y4X3|CCL27_HUMAN	tr|A0A340YJ90|A0A340YJ90_LIPVE
OG0006448	sp|Q9Y5R5|DMRT2_HUMAN	tr|A0A340Y553|A0A340Y553_LIPVE
OG0006449	sp|Q9Y5Y7|LYVE1_HUMAN	tr|A0A340YJ45|A0A340YJ45_LIPVE
OG0006450	sp|Q9Y6R0|NUMBL_HUMAN	tr|A0A340XHF3|A0A340XHF3_LIPVE
OG0006451	sp|A1IGU5|ARH37_HUMAN	tr|A0A340WDB2|A0A340WDB2_LIPVE
OG0006452	sp|A6NJ69|IGIP_HUMAN	tr|A0A340XR42|A0A340XR42_LIPVE
OG0006453	sp|A8K0R7|ZN839_HUMAN	tr|A0A340X2E0|A0A340X2E0_LIPVE
OG0006454	sp|O43293|DAPK3_HUMAN	tr|A0A340XGL8|A0A340XGL8_LIPVE
OG0006455	sp|O60925|PFD1_HUMAN	tr|A0A340XJB9|A0A340XJB9_LIPVE
OG0006456	sp|O75830|SPI2_HUMAN	tr|A0A340WD33|A0A340WD33_LIPVE
OG0006457	sp|O95433|AHSA1_HUMAN	tr|A0A340XKP7|A0A340XKP7_LIPVE
OG0006458	sp|O95754|SEM4F_HUMAN	tr|A0A340XHC4|A0A340XHC4_LIPVE
OG0006459	sp|O95755|RAB36_HUMAN	tr|A0A340WU33|A0A340WU33_LIPVE
OG0006460	sp|O95838|GLP2R_HUMAN	tr|A0A340XFA2|A0A340XFA2_LIPVE
OG0006461	sp|P12955|PEPD_HUMAN	tr|A0A340YEY3|A0A340YEY3_LIPVE
OG0006462	sp|P18509|PACA_HUMAN	tr|A0A340XCF8|A0A340XCF8_LIPVE
OG0006463	sp|P26440|IVD_HUMAN	tr|A0A340XFJ4|A0A340XFJ4_LIPVE
OG0006464	sp|P40222|TXLNA_HUMAN	tr|A0A340Y500|A0A340Y500_LIPVE
OG0006465	sp|P48436|SOX9_HUMAN	tr|A0A340WYL2|A0A340WYL2_LIPVE
OG0006466	sp|P51449|RORG_HUMAN	tr|A0A340XFV9|A0A340XFV9_LIPVE
OG0006467	sp|P52756|RBM5_HUMAN	tr|A0A340XYT3|A0A340XYT3_LIPVE
OG0006468	sp|P54198|HIRA_HUMAN	tr|A0A340XF68|A0A340XF68_LIPVE
OG0006469	sp|P54284|CACB3_HUMAN	tr|A0A340WS22|A0A340WS22_LIPVE
OG0006470	sp|P59044|NLRP6_HUMAN	tr|A0A340XXG5|A0A340XXG5_LIPVE
OG0006471	sp|P81133|SIM1_HUMAN	tr|A0A340YDB6|A0A340YDB6_LIPVE
OG0006472	sp|P98161|PKD1_HUMAN	tr|A0A340X358|A0A340X358_LIPVE
OG0006473	sp|Q12789|TF3C1_HUMAN	tr|A0A340WYY3|A0A340WYY3_LIPVE
OG0006474	sp|Q13123|RED_HUMAN	tr|A0A340XR62|A0A340XR62_LIPVE
OG0006475	sp|Q13148|TADBP_HUMAN	tr|A0A340XVP8|A0A340XVP8_LIPVE
OG0006476	sp|Q13206|DDX10_HUMAN	tr|A0A340WSQ3|A0A340WSQ3_LIPVE
OG0006477	sp|Q13751|LAMB3_HUMAN	tr|A0A340WVI0|A0A340WVI0_LIPVE
OG0006478	sp|Q14108|SCRB2_HUMAN	tr|A0A340X1M0|A0A340X1M0_LIPVE
OG0006479	sp|Q15054|DPOD3_HUMAN	tr|A0A340WMB8|A0A340WMB8_LIPVE
OG0006480	sp|Q16890|TPD53_HUMAN	tr|A0A340WEN5|A0A340WEN5_LIPVE
OG0006481	sp|Q5JYT7|K1755_HUMAN	tr|A0A340WE62|A0A340WE62_LIPVE
OG0006482	sp|Q5TCZ1|SPD2A_HUMAN	tr|A0A340YDJ0|A0A340YDJ0_LIPVE
OG0006483	sp|Q6NS38|ALKB2_HUMAN	tr|A0A340WMP8|A0A340WMP8_LIPVE
OG0006484	sp|Q6P1A2|MBOA5_HUMAN	tr|A0A340Y715|A0A340Y715_LIPVE
OG0006485	sp|Q6UW02|CP20A_HUMAN	tr|A0A340X0V1|A0A340X0V1_LIPVE
OG0006486	sp|Q6UW10|SFTA2_HUMAN	tr|A0A340WNL2|A0A340WNL2_LIPVE
OG0006487	sp|Q7Z5J1|DHI1L_HUMAN	tr|A0A340XKH1|A0A340XKH1_LIPVE
OG0006488	sp|Q7Z6V5|ADAT2_HUMAN	tr|A0A340WRW1|A0A340WRW1_LIPVE
OG0006489	sp|Q8IUL8|CILP2_HUMAN	tr|A0A340XM02|A0A340XM02_LIPVE
OG0006490	sp|Q8IXW0|LMTD2_HUMAN	tr|A0A340XY30|A0A340XY30_LIPVE
OG0006491	sp|Q8N7P1|PLD5_HUMAN	tr|A0A340XTM7|A0A340XTM7_LIPVE
OG0006492	sp|Q8TBF5|PIGX_HUMAN	tr|A0A340XXR8|A0A340XXR8_LIPVE
OG0006493	sp|Q96NB3|ZN830_HUMAN	tr|A0A340WHY9|A0A340WHY9_LIPVE
OG0006494	sp|Q96NJ5|KLH32_HUMAN	tr|A0A340Y4F9|A0A340Y4F9_LIPVE
OG0006495	sp|Q9BQB4|SOST_HUMAN	tr|A0A340X586|A0A340X586_LIPVE
OG0006496	sp|Q9BRN9|TM2D3_HUMAN	tr|A0A340WLC2|A0A340WLC2_LIPVE
OG0006497	sp|Q9NRN7|ADPPT_HUMAN	tr|A0A340XAA1|A0A340XAA1_LIPVE
OG0006498	sp|Q9NSB8|HOME2_HUMAN	tr|A0A340YDS3|A0A340YDS3_LIPVE
OG0006499	sp|Q9NVK5|FGOP2_HUMAN	tr|A0A340WA67|A0A340WA67_LIPVE
OG0006500	sp|Q9NXG6|P4HTM_HUMAN	tr|A0A340WGT4|A0A340WGT4_LIPVE
OG0006501	sp|Q9UHL9|GT2D1_HUMAN	tr|A0A340Y552|A0A340Y552_LIPVE
OG0006502	sp|Q9Y534|CSDC2_HUMAN	tr|A0A340WY86|A0A340WY86_LIPVE
OG0006503	sp|Q9Y566|SHAN1_HUMAN	tr|A0A340XTI3|A0A340XTI3_LIPVE
OG0006505	sp|A6NKX4|S22AV_HUMAN	tr|A0A340Y4B0|A0A340Y4B0_LIPVE
OG0006506	sp|A9QM74|IMA8_HUMAN	tr|A0A340WH20|A0A340WH20_LIPVE
OG0006507	sp|O14948|TFEC_HUMAN	tr|A0A340X334|A0A340X334_LIPVE
OG0006508	sp|O43633|CHM2A_HUMAN	tr|A0A340XEB4|A0A340XEB4_LIPVE
OG0006509	sp|O95169|NDUB8_HUMAN	tr|A0A340YEH7|A0A340YEH7_LIPVE
OG0006510	sp|O95630|STABP_HUMAN	tr|A0A340XH83|A0A340XH83_LIPVE
OG0006511	sp|P0C2W1|FBSP1_HUMAN	tr|A0A340Y2Q5|A0A340Y2Q5_LIPVE
OG0006512	sp|P34910|EVI2B_HUMAN	tr|A0A340WU22|A0A340WU22_LIPVE
OG0006513	sp|P35523|CLCN1_HUMAN	tr|A0A340Y2N2|A0A340Y2N2_LIPVE
OG0006514	sp|P48681|NEST_HUMAN	tr|A0A340XCW9|A0A340XCW9_LIPVE
OG0006515	sp|P49321|NASP_HUMAN	tr|A0A340WS20|A0A340WS20_LIPVE
OG0006516	sp|P49683|PRLHR_HUMAN	tr|A0A340Y7L2|A0A340Y7L2_LIPVE
OG0006517	sp|P50616|TOB1_HUMAN	tr|A0A340XXV4|A0A340XXV4_LIPVE
OG0006518	sp|P51946|CCNH_HUMAN	tr|A0A340WM89|A0A340WM89_LIPVE
OG0006519	sp|P55064|AQP5_HUMAN	tr|A0A340WTS6|A0A340WTS6_LIPVE
OG0006520	sp|Q02223|TNR17_HUMAN	tr|A0A340XN80|A0A340XN80_LIPVE
OG0006521	sp|Q05586|NMDZ1_HUMAN	tr|A0A340XI92|A0A340XI92_LIPVE
OG0006522	sp|Q16570|ACKR1_HUMAN	tr|A0A340WEP6|A0A340WEP6_LIPVE
OG0006523	sp|Q16674|MIA_HUMAN	tr|A0A340XAU2|A0A340XAU2_LIPVE
OG0006524	sp|Q2KHT4|GSG1_HUMAN	tr|A0A340WZA5|A0A340WZA5_LIPVE
OG0006525	sp|Q2TAY7|SMU1_HUMAN	tr|A0A340Y0A3|A0A340Y0A3_LIPVE
OG0006526	sp|Q5GH76|XKR4_HUMAN	tr|A0A340XXQ9|A0A340XXQ9_LIPVE
OG0006527	sp|Q5T013|HYI_HUMAN	tr|A0A340Y4Y2|A0A340Y4Y2_LIPVE
OG0006528	sp|Q5T6S3|PHF19_HUMAN	tr|A0A340WVB0|A0A340WVB0_LIPVE
OG0006529	sp|Q6WCQ1|MPRIP_HUMAN	tr|A0A340WFV5|A0A340WFV5_LIPVE
OG0006530	sp|Q6ZRH7|CTSRG_HUMAN	tr|A0A340YBV0|A0A340YBV0_LIPVE
OG0006531	sp|Q765I0|UTS2B_HUMAN	tr|A0A340Y8S4|A0A340Y8S4_LIPVE
OG0006532	sp|Q7L3V2|BOP_HUMAN	tr|A0A340XJ09|A0A340XJ09_LIPVE
OG0006533	sp|Q7Z442|PK1L2_HUMAN	tr|A0A340WY87|A0A340WY87_LIPVE
OG0006534	sp|Q86UN2|R4RL1_HUMAN	tr|A0A340WY95|A0A340WY95_LIPVE
OG0006535	sp|Q86V21|AACS_HUMAN	tr|A0A340WGI3|A0A340WGI3_LIPVE
OG0006536	sp|Q86VW1|S22AG_HUMAN	tr|A0A340WSY4|A0A340WSY4_LIPVE
OG0006537	sp|Q86VW2|ARHGP_HUMAN	tr|A0A340Y7K0|A0A340Y7K0_LIPVE
OG0006538	sp|Q8IVA1|PCP2_HUMAN	tr|A0A340XKM7|A0A340XKM7_LIPVE
OG0006539	sp|Q8IZM8|ZN654_HUMAN	tr|A0A340WUF9|A0A340WUF9_LIPVE
