Orthogroup	Homo_sapiens	Prolemur_simus
OG0006935	sp|Q9Y448|SKAP_HUMAN	tr|A0A8C8YMK2|A0A8C8YMK2_PROSS
OG0006936	tr|A0A1B0GVB3|A0A1B0GVB3_HUMAN	tr|A0A8C9DPV8|A0A8C9DPV8_PROSS
OG0006937	sp|A6NEL2|SWAHB_HUMAN	tr|A0A8C9DIX8|A0A8C9DIX8_PROSS
OG0006938	sp|O00499|BIN1_HUMAN	tr|A0A8C8YMU5|A0A8C8YMU5_PROSS
OG0006939	sp|O60512|B4GT3_HUMAN	tr|A0A8C9A9C9|A0A8C9A9C9_PROSS
OG0006940	sp|O60725|ICMT_HUMAN	tr|A0A8C9AN35|A0A8C9AN35_PROSS
OG0006941	sp|O75494|SRS10_HUMAN	tr|A0A8C8ZV39|A0A8C8ZV39_PROSS
OG0006942	sp|O75940|SPF30_HUMAN	tr|A0A8C9A8Q1|A0A8C9A8Q1_PROSS
OG0006943	sp|O95096|NKX22_HUMAN	tr|A0A8C8Z9H0|A0A8C8Z9H0_PROSS
OG0006944	sp|P15056|BRAF_HUMAN	tr|A0A8C9DGQ0|A0A8C9DGQ0_PROSS
OG0006945	sp|P21854|CD72_HUMAN	tr|A0A8C8YRR1|A0A8C8YRR1_PROSS
OG0006946	sp|P28290|ITPI2_HUMAN	tr|A0A8C8ZHK2|A0A8C8ZHK2_PROSS
OG0006947	sp|P32019|I5P2_HUMAN	tr|A0A8C8ZK89|A0A8C8ZK89_PROSS
OG0006948	sp|P32321|DCTD_HUMAN	tr|A0A8C9AM17|A0A8C9AM17_PROSS
OG0006949	sp|P42336|PK3CA_HUMAN	tr|A0A8C8YVN1|A0A8C8YVN1_PROSS
OG0006950	sp|P43487|RANG_HUMAN	tr|A0A8C9DEF5|A0A8C9DEF5_PROSS
OG0006951	sp|P54136|SYRC_HUMAN	tr|A0A8C8YAZ5|A0A8C8YAZ5_PROSS
OG0006952	sp|P58004|SESN2_HUMAN	tr|A0A8C8ZBJ7|A0A8C8ZBJ7_PROSS
OG0006953	sp|P60568|IL2_HUMAN	tr|A0A8C8ZDK1|A0A8C8ZDK1_PROSS
OG0006954	sp|P78364|PHC1_HUMAN	tr|A0A8C8YNZ3|A0A8C8YNZ3_PROSS
OG0006955	sp|Q06265|EXOS9_HUMAN	tr|A0A8C8ZDL1|A0A8C8ZDL1_PROSS
OG0006956	sp|Q08345|DDR1_HUMAN	tr|A0A8C8YSY6|A0A8C8YSY6_PROSS
OG0006957	sp|Q12962|TAF10_HUMAN	tr|A0A8C9DTY1|A0A8C9DTY1_PROSS
OG0006958	sp|Q14699|RFTN1_HUMAN	tr|A0A8C8Z2W9|A0A8C8Z2W9_PROSS
OG0006959	sp|Q5EB52|MEST_HUMAN	tr|A0A8C8ZNE2|A0A8C8ZNE2_PROSS
OG0006960	sp|Q5JS37|NHLC3_HUMAN	tr|A0A8C8ZWH3|A0A8C8ZWH3_PROSS
OG0006961	sp|Q5T089|MORN1_HUMAN	tr|A0A8C8ZVX5|A0A8C8ZVX5_PROSS
OG0006962	sp|Q5T7W7|TSTD2_HUMAN	tr|A0A8C9AZS2|A0A8C9AZS2_PROSS
OG0006963	sp|Q5TC63|GRTP1_HUMAN	tr|A0A8C8ZUU9|A0A8C8ZUU9_PROSS
OG0006964	sp|Q5VYS4|MEDAG_HUMAN	tr|A0A8C9DQ34|A0A8C9DQ34_PROSS
OG0006965	sp|Q6NYC8|PPR18_HUMAN	tr|A0A8C8YH27|A0A8C8YH27_PROSS
OG0006966	sp|Q6P161|RM54_HUMAN	tr|A0A8C9AAC5|A0A8C9AAC5_PROSS
OG0006967	sp|Q6UWP7|LCLT1_HUMAN	tr|A0A8C9DFG0|A0A8C9DFG0_PROSS
OG0006968	sp|Q6ZTZ1|MSD1_HUMAN	tr|A0A8C9DSK7|A0A8C9DSK7_PROSS
OG0006969	sp|Q70EL1|UBP54_HUMAN	tr|A0A8C9DMT5|A0A8C9DMT5_PROSS
OG0006970	sp|Q86SU0|ILDR1_HUMAN	tr|A0A8C8Z2I0|A0A8C8Z2I0_PROSS
OG0006971	sp|Q8NF91|SYNE1_HUMAN	tr|A0A8C9AA00|A0A8C9AA00_PROSS
OG0006972	sp|Q8NI37|PPTC7_HUMAN	tr|A0A8C8YFE9|A0A8C8YFE9_PROSS
OG0006973	sp|Q8TAD8|SNIP1_HUMAN	tr|A0A8C9DMS9|A0A8C9DMS9_PROSS
OG0006974	sp|Q8TDY8|IGDC4_HUMAN	tr|A0A8C8Z1E5|A0A8C8Z1E5_PROSS
OG0006975	sp|Q8TF47|ZFP90_HUMAN	tr|A0A8C9DM55|A0A8C9DM55_PROSS
OG0006976	sp|Q8WZ60|KLHL6_HUMAN	tr|A0A8C9AKA5|A0A8C9AKA5_PROSS
OG0006977	sp|Q92804|RBP56_HUMAN	tr|A0A8C9A5D3|A0A8C9A5D3_PROSS
OG0006978	sp|Q969S6|TM203_HUMAN	tr|A0A8C8Z1T4|A0A8C8Z1T4_PROSS
OG0006979	sp|Q96BD8|SKA1_HUMAN	tr|A0A8C9A510|A0A8C9A510_PROSS
OG0006980	sp|Q9BQD3|KXDL1_HUMAN	tr|A0A8C8YDQ3|A0A8C8YDQ3_PROSS
OG0006981	sp|Q9BTV7|CABL2_HUMAN	tr|A0A8C9A7S2|A0A8C9A7S2_PROSS
OG0006982	sp|Q9BW60|ELOV1_HUMAN	tr|A0A8C9DGN0|A0A8C9DGN0_PROSS
OG0006983	sp|Q9NUD9|PIGV_HUMAN	tr|A0A8C8YYN5|A0A8C8YYN5_PROSS
OG0006984	sp|Q9NUS5|AP5S1_HUMAN	tr|A0A8C8ZMM7|A0A8C8ZMM7_PROSS
OG0006985	sp|Q9NW82|WDR70_HUMAN	tr|A0A8C8YPG9|A0A8C8YPG9_PROSS
OG0006986	sp|Q9NXB0|MKS1_HUMAN	tr|A0A8C8YVB4|A0A8C8YVB4_PROSS
OG0006987	sp|Q9NYY1|IL20_HUMAN	tr|A0A8C9DI05|A0A8C9DI05_PROSS
OG0006988	sp|Q9NZK7|PA2GE_HUMAN	tr|A0A8C8YR41|A0A8C8YR41_PROSS
OG0006989	sp|Q9P0L0|VAPA_HUMAN	tr|A0A8C9DTR4|A0A8C9DTR4_PROSS
OG0006990	sp|Q9P2Y5|UVRAG_HUMAN	tr|A0A8C9ACJ6|A0A8C9ACJ6_PROSS
OG0006991	sp|Q9UKS7|IKZF2_HUMAN	tr|A0A8C8YNS7|A0A8C8YNS7_PROSS
OG0006992	sp|Q9UKZ1|CNO11_HUMAN	tr|A0A8C9A6U0|A0A8C9A6U0_PROSS
OG0006993	sp|Q9UL12|SARDH_HUMAN	tr|A0A8C9DQU9|A0A8C9DQU9_PROSS
OG0006994	sp|Q9ULE3|DEN2A_HUMAN	tr|A0A8C9DGV0|A0A8C9DGV0_PROSS
OG0006995	sp|Q9ULR3|PPM1H_HUMAN	tr|A0A8C9A7F8|A0A8C9A7F8_PROSS
OG0006996	sp|Q9UM13|APC10_HUMAN	tr|A0A8C9A012|A0A8C9A012_PROSS
OG0006997	sp|Q9UMD9|COHA1_HUMAN	tr|A0A8C8ZMH4|A0A8C8ZMH4_PROSS
OG0006998	sp|Q9UPQ8|DOLK_HUMAN	tr|A0A8C9A687|A0A8C9A687_PROSS
OG0006999	sp|A0A1B0GTK4|F237A_HUMAN	tr|A0A8C8YXA5|A0A8C8YXA5_PROSS
OG0007000	sp|A2VCK2|DCD2B_HUMAN	tr|A0A8C9DRX0|A0A8C9DRX0_PROSS
OG0007001	sp|B7Z1M9|C2D4D_HUMAN	tr|A0A8C8YPY7|A0A8C8YPY7_PROSS
OG0007002	sp|O14669|TMG2_HUMAN	tr|A0A8C9ALE2|A0A8C9ALE2_PROSS
OG0007003	sp|O15392|BIRC5_HUMAN	tr|A0A8C8YWG0|A0A8C8YWG0_PROSS
OG0007004	sp|O15520|FGF10_HUMAN	tr|A0A8C8ZBZ7|A0A8C8ZBZ7_PROSS
OG0007005	sp|O43557|TNF14_HUMAN	tr|A0A8C9DJM3|A0A8C9DJM3_PROSS
OG0007007	sp|O95801|TTC4_HUMAN	tr|A0A8C9DCY0|A0A8C9DCY0_PROSS
OG0007008	sp|P04053|TDT_HUMAN	tr|A0A8C8YVN4|A0A8C8YVN4_PROSS
OG0007009	sp|P05198|IF2A_HUMAN	tr|A0A8C8ZQ79|A0A8C8ZQ79_PROSS
OG0007010	sp|P10745|RET3_HUMAN	tr|A0A8C9AU38|A0A8C9AU38_PROSS
OG0007011	sp|P13584|CP4B1_HUMAN	tr|A0A8C8ZQ92|A0A8C8ZQ92_PROSS
OG0007012	sp|P16435|NCPR_HUMAN	tr|A0A8C8ZQ22|A0A8C8ZQ22_PROSS
OG0007013	sp|P17658|KCNA6_HUMAN	tr|A0A8C8ZCE8|A0A8C8ZCE8_PROSS
OG0007014	sp|P27707|DCK_HUMAN	tr|A0A8C8ZTV9|A0A8C8ZTV9_PROSS
OG0007015	sp|P30874|SSR2_HUMAN	tr|A0A8C9ARI4|A0A8C9ARI4_PROSS
OG0007016	sp|P37287|PIGA_HUMAN	tr|A0A8C8YNX7|A0A8C8YNX7_PROSS
OG0007017	sp|P48023|TNFL6_HUMAN	tr|A0A8C8Z7Y7|A0A8C8Z7Y7_PROSS
OG0007018	sp|P48431|SOX2_HUMAN	tr|A0A8C9DKH6|A0A8C9DKH6_PROSS
OG0007019	sp|P53611|PGTB2_HUMAN	tr|A0A8C8ZZM7|A0A8C8ZZM7_PROSS
OG0007020	sp|P62072|TIM10_HUMAN	tr|A0A8C8Z1W6|A0A8C8Z1W6_PROSS
OG0007021	sp|P78545|ELF3_HUMAN	tr|A0A8C8YH32|A0A8C8YH32_PROSS
OG0007022	sp|Q04637|IF4G1_HUMAN	tr|A0A8C9ABD1|A0A8C9ABD1_PROSS
OG0007023	sp|Q13432|U119A_HUMAN	tr|A0A8C9B2X6|A0A8C9B2X6_PROSS
OG0007024	sp|Q13433|S39A6_HUMAN	tr|A0A8C8YJM9|A0A8C8YJM9_PROSS
OG0007025	sp|Q16613|SNAT_HUMAN	tr|A0A8C9AVC7|A0A8C9AVC7_PROSS
OG0007026	sp|Q16891|MIC60_HUMAN	tr|A0A8C9AQ65|A0A8C9AQ65_PROSS
OG0007027	sp|Q3LI83|KR241_HUMAN	tr|A0A8C8Z7F2|A0A8C8Z7F2_PROSS
OG0007028	sp|Q5JSP0|FGD3_HUMAN	tr|A0A8C8ZC08|A0A8C8ZC08_PROSS
OG0007029	sp|Q5JZY3|EPHAA_HUMAN	tr|A0A8C8ZPI7|A0A8C8ZPI7_PROSS
OG0007030	sp|Q5T655|CFA58_HUMAN	tr|A0A8C9DLC4|A0A8C9DLC4_PROSS
OG0007031	sp|Q5TGJ6|HDGL1_HUMAN	tr|A0A8C8ZAB3|A0A8C8ZAB3_PROSS
OG0007032	sp|Q5VYK3|ECM29_HUMAN	tr|A0A8C8Z603|A0A8C8Z603_PROSS
OG0007033	sp|Q6NVV7|CDPF1_HUMAN	tr|A0A8C9DKT5|A0A8C9DKT5_PROSS
OG0007034	sp|Q6PJW8|CNST_HUMAN	tr|A0A8C9AK88|A0A8C9AK88_PROSS
OG0007035	sp|Q6UXD5|SE6L2_HUMAN	tr|A0A8C9A6D8|A0A8C9A6D8_PROSS
OG0007036	sp|Q7RTW8|OTOAN_HUMAN	tr|A0A8C9A8L0|A0A8C9A8L0_PROSS
OG0007037	sp|Q7Z7A4|PXK_HUMAN	tr|A0A8C9AF23|A0A8C9AF23_PROSS
OG0007038	sp|Q8N300|SVBP_HUMAN	tr|A0A8C9AHT0|A0A8C9AHT0_PROSS
OG0007039	sp|Q8TF39|ZN483_HUMAN	tr|A0A8C9DIX5|A0A8C9DIX5_PROSS
OG0007040	sp|Q8WXI3|ASB10_HUMAN	tr|A0A8C8Z6J2|A0A8C8Z6J2_PROSS
OG0007041	sp|Q92887|MRP2_HUMAN	tr|A0A8C8ZK20|A0A8C8ZK20_PROSS
OG0007042	sp|Q92949|FOXJ1_HUMAN	tr|A0A8C8Z0N0|A0A8C8Z0N0_PROSS
OG0007043	sp|Q969X0|RIPL2_HUMAN	tr|A0A8C9A521|A0A8C9A521_PROSS
OG0007044	sp|Q96A57|TM230_HUMAN	tr|A0A8C9B4Z5|A0A8C9B4Z5_PROSS
OG0007045	sp|Q96EK4|THA11_HUMAN	tr|A0A8C8ZAD9|A0A8C8ZAD9_PROSS
OG0007046	sp|Q96JG8|MAGD4_HUMAN	tr|A0A8C8ZBF5|A0A8C8ZBF5_PROSS
OG0007047	sp|Q96MV1|TLCD4_HUMAN	tr|A0A8C8ZCF6|A0A8C8ZCF6_PROSS
OG0007048	sp|Q96N66|MBOA7_HUMAN	tr|A0A8C9AY24|A0A8C9AY24_PROSS
OG0007049	sp|Q96T76|MMS19_HUMAN	tr|A0A8C8Z8K5|A0A8C8Z8K5_PROSS
OG0007050	sp|Q99750|MDFI_HUMAN	tr|A0A8C9A2L7|A0A8C9A2L7_PROSS
OG0007051	sp|Q99836|MYD88_HUMAN	tr|A0A8C8ZQC5|A0A8C8ZQC5_PROSS
OG0007052	sp|Q9BQI3|E2AK1_HUMAN	tr|A0A8C9DEK1|A0A8C9DEK1_PROSS
OG0007053	sp|Q9BQI5|SGIP1_HUMAN	tr|A0A8C8YSD2|A0A8C8YSD2_PROSS
OG0007054	sp|Q9BV20|MTNA_HUMAN	tr|A0A8C9DDG4|A0A8C9DDG4_PROSS
OG0007055	sp|Q9BXW7|HDHD5_HUMAN	tr|A0A8C9DNA8|A0A8C9DNA8_PROSS
OG0007056	sp|Q9H156|SLIK2_HUMAN	tr|A0A8C8YXD7|A0A8C8YXD7_PROSS
OG0007057	sp|Q9H3T3|SEM6B_HUMAN	tr|A0A8C9DRV4|A0A8C9DRV4_PROSS
OG0007058	sp|Q9H9Q2|CSN7B_HUMAN	tr|A0A8C8YJQ2|A0A8C8YJQ2_PROSS
OG0007059	sp|Q9H9T3|ELP3_HUMAN	tr|A0A8C8ZDJ5|A0A8C8ZDJ5_PROSS
OG0007060	sp|Q9NST1|PLPL3_HUMAN	tr|A0A8C8YSI2|A0A8C8YSI2_PROSS
OG0007061	sp|Q9NYP3|DONS_HUMAN	tr|A0A8C9DLN6|A0A8C9DLN6_PROSS
OG0007062	sp|Q9P2G1|AKIB1_HUMAN	tr|A0A8C9DK92|A0A8C9DK92_PROSS
OG0007063	sp|Q9UBU2|DKK2_HUMAN	tr|A0A8C8ZAE1|A0A8C8ZAE1_PROSS
OG0007064	sp|Q9UFE4|CCD39_HUMAN	tr|A0A8C8ZQ70|A0A8C8ZQ70_PROSS
OG0007065	sp|Q9UJW0|DCTN4_HUMAN	tr|A0A8C9AI64|A0A8C9AI64_PROSS
OG0007066	sp|Q9UKQ9|KLK9_HUMAN	tr|A0A8C9A8Y2|A0A8C9A8Y2_PROSS
OG0007067	sp|Q9Y240|CLC11_HUMAN	tr|A0A8C9A0V0|A0A8C9A0V0_PROSS
OG0007068	sp|H3BU77|CC179_HUMAN	tr|A0A8C9AEL8|A0A8C9AEL8_PROSS
OG0007069	sp|O00442|RTCA_HUMAN	tr|A0A8C8YWC9|A0A8C8YWC9_PROSS
OG0007070	sp|O15049|N4BP3_HUMAN	tr|A0A8C8ZMK1|A0A8C8ZMK1_PROSS
OG0007071	sp|O15123|ANGP2_HUMAN	tr|A0A8C8ZXQ1|A0A8C8ZXQ1_PROSS
OG0007072	sp|O43837|IDH3B_HUMAN	tr|A0A8C8ZZ71|A0A8C8ZZ71_PROSS
OG0007073	sp|O60479|DLX3_HUMAN	tr|A0A8C9ATM8|A0A8C9ATM8_PROSS
OG0007074	sp|O60503|ADCY9_HUMAN	tr|A0A8C8YPT0|A0A8C8YPT0_PROSS
OG0007075	sp|O60683|PEX10_HUMAN	tr|A0A8C8ZRT6|A0A8C8ZRT6_PROSS
OG0007076	sp|O94763|RMP_HUMAN	tr|A0A8C9A3E4|A0A8C9A3E4_PROSS
OG0007077	sp|O95398|RPGF3_HUMAN	tr|A0A8C8Z2Z1|A0A8C8Z2Z1_PROSS
OG0007078	sp|O96006|ZBED1_HUMAN	tr|A0A8C8Z3D4|A0A8C8Z3D4_PROSS
OG0007079	sp|P0CG47|UBB_HUMAN	tr|A0A8C9ATR6|A0A8C9ATR6_PROSS
OG0007080	sp|P0CW23|AKAI1_HUMAN	tr|A0A8C9A0A9|A0A8C9A0A9_PROSS
OG0007081	sp|P11310|ACADM_HUMAN	tr|A0A8C9DNJ5|A0A8C9DNJ5_PROSS
OG0007082	sp|P35346|SSR5_HUMAN	tr|A0A8C9A8X7|A0A8C9A8X7_PROSS
OG0007083	sp|P35408|PE2R4_HUMAN	tr|A0A8C9DHZ5|A0A8C9DHZ5_PROSS
OG0007084	sp|P40818|UBP8_HUMAN	tr|A0A8C9A8W8|A0A8C9A8W8_PROSS
OG0007085	sp|P62952|BLCAP_HUMAN	tr|A0A8C9B4C5|A0A8C9B4C5_PROSS
OG0007086	sp|Q06828|FMOD_HUMAN	tr|A0A8C8YKM1|A0A8C8YKM1_PROSS
OG0007087	sp|Q12830|BPTF_HUMAN	tr|A0A8C8ZRZ9|A0A8C8ZRZ9_PROSS
OG0007088	sp|Q14032|BAAT_HUMAN	tr|A0A8C8ZQV8|A0A8C8ZQV8_PROSS
OG0007089	sp|Q3KR16|PKHG6_HUMAN	tr|A0A8C9A7Q6|A0A8C9A7Q6_PROSS
OG0007090	sp|Q53F19|NCBP3_HUMAN	tr|A0A8C9A2N6|A0A8C9A2N6_PROSS
OG0007091	sp|Q6NZI2|CAVN1_HUMAN	tr|A0A8C9DFC1|A0A8C9DFC1_PROSS
OG0007092	sp|Q6ZN01|MASTR_HUMAN	tr|A0A8C8YD78|A0A8C8YD78_PROSS
OG0007093	sp|Q6ZT89|S2548_HUMAN	tr|A0A8C8YCF6|A0A8C8YCF6_PROSS
OG0007094	sp|Q8IV13|CCNJL_HUMAN	tr|A0A8C8YW05|A0A8C8YW05_PROSS
OG0007095	sp|Q8IV32|CCD71_HUMAN	tr|A0A8C9ARH9|A0A8C9ARH9_PROSS
OG0007096	sp|Q8IWV8|UBR2_HUMAN	tr|A0A8C9DNF8|A0A8C9DNF8_PROSS
OG0007097	sp|Q8IZA0|K319L_HUMAN	tr|A0A8C9AJ81|A0A8C9AJ81_PROSS
OG0007098	sp|Q8N0X7|SPART_HUMAN	tr|A0A8C9AMI4|A0A8C9AMI4_PROSS
OG0007099	sp|Q8N680|ZBTB2_HUMAN	tr|A0A8C9AB08|A0A8C9AB08_PROSS
OG0007100	sp|Q8TDV5|GP119_HUMAN	tr|A0A8C9A487|A0A8C9A487_PROSS
OG0007101	sp|Q8WXE0|CSKI2_HUMAN	tr|A0A8C8Y9V3|A0A8C8Y9V3_PROSS
OG0007102	sp|Q96G21|IMP4_HUMAN	tr|A0A8C9AXF9|A0A8C9AXF9_PROSS
OG0007103	sp|Q96IQ7|VSIG2_HUMAN	tr|A0A8C8YHN8|A0A8C8YHN8_PROSS
OG0007104	sp|Q96KN1|LRAT2_HUMAN	tr|A0A8C9DS57|A0A8C9DS57_PROSS
OG0007105	sp|Q96LA8|ANM6_HUMAN	tr|A0A8C9DF71|A0A8C9DF71_PROSS
OG0007106	sp|Q96MN5|TEAN2_HUMAN	tr|A0A8C8YDE5|A0A8C8YDE5_PROSS
OG0007107	sp|Q9BT88|SYT11_HUMAN	tr|A0A8C9DIS9|A0A8C9DIS9_PROSS
OG0007108	sp|Q9BUB7|TMM70_HUMAN	tr|A0A8C8ZKY6|A0A8C8ZKY6_PROSS
OG0007109	sp|Q9BUE6|ISCA1_HUMAN	tr|A0A8C9DIQ2|A0A8C9DIQ2_PROSS
OG0007110	sp|Q9BWT1|CDCA7_HUMAN	tr|A0A8C9AJW1|A0A8C9AJW1_PROSS
OG0007111	sp|Q9BWW8|APOL6_HUMAN	tr|A0A8C9A9T5|A0A8C9A9T5_PROSS
OG0007112	sp|Q9BXG8|SPZ1_HUMAN	tr|A0A8C9AG58|A0A8C9AG58_PROSS
OG0007113	sp|Q9C0E2|XPO4_HUMAN	tr|A0A8C8YZN2|A0A8C8YZN2_PROSS
OG0007114	sp|Q9GZN2|TGIF2_HUMAN	tr|A0A8C9DR01|A0A8C9DR01_PROSS
OG0007115	sp|Q9GZS0|DNAI2_HUMAN	tr|A0A8C9ARQ7|A0A8C9ARQ7_PROSS
OG0007116	sp|Q9GZX6|IL22_HUMAN	tr|A0A8C8YE40|A0A8C8YE40_PROSS
OG0007117	sp|Q9HBV1|POPD3_HUMAN	tr|A0A8C8YJ40|A0A8C8YJ40_PROSS
OG0007118	sp|Q9HCM4|E41L5_HUMAN	tr|A0A8C8ZGH0|A0A8C8ZGH0_PROSS
OG0007119	sp|Q9NQ84|GPC5C_HUMAN	tr|A0A8C9ARS6|A0A8C9ARS6_PROSS
OG0007120	sp|Q9NQW6|ANLN_HUMAN	tr|A0A8C8ZGK6|A0A8C8ZGK6_PROSS
OG0007121	sp|Q9NXH3|PP14D_HUMAN	tr|A0A8C9AH62|A0A8C9AH62_PROSS
OG0007122	sp|Q9NYT0|PLEK2_HUMAN	tr|A0A8C8ZLD2|A0A8C8ZLD2_PROSS
OG0007123	sp|Q9NZD1|GPC5D_HUMAN	tr|A0A8C8Z0D4|A0A8C8Z0D4_PROSS
OG0007124	sp|Q9UG56|PISD_HUMAN	tr|A0A8C9DQE1|A0A8C9DQE1_PROSS
OG0007125	sp|Q9UMX2|OAZ3_HUMAN	tr|A0A8C8YMT9|A0A8C8YMT9_PROSS
OG0007126	sp|Q9UNY5|ZN232_HUMAN	tr|A0A8C9DQI3|A0A8C9DQI3_PROSS
OG0007127	sp|Q9Y3C6|PPIL1_HUMAN	tr|A0A8C9DKG7|A0A8C9DKG7_PROSS
OG0007128	sp|A6NNW6|ENO4_HUMAN	tr|A0A8C9A9A3|A0A8C9A9A3_PROSS
OG0007129	sp|C9JBD0|KRBX1_HUMAN	tr|A0A8C8Z8L6|A0A8C8Z8L6_PROSS
OG0007130	sp|O43903|GAS2_HUMAN	tr|A0A8C9AC30|A0A8C9AC30_PROSS
OG0007131	sp|O95076|ALX3_HUMAN	tr|A0A8C8ZM69|A0A8C8ZM69_PROSS
OG0007132	sp|O95260|ATE1_HUMAN	tr|A0A8C8Z9E5|A0A8C8Z9E5_PROSS
OG0007133	sp|O95391|SLU7_HUMAN	tr|A0A8C8YRX9|A0A8C8YRX9_PROSS
OG0007134	sp|P02745|C1QA_HUMAN	tr|A0A8C8YXJ4|A0A8C8YXJ4_PROSS
OG0007135	sp|P10636|TAU_HUMAN	tr|A0A8C9DIA7|A0A8C9DIA7_PROSS
OG0007136	sp|P11474|ERR1_HUMAN	tr|A0A8C8YN29|A0A8C8YN29_PROSS
OG0007137	sp|P17098|ZNF8_HUMAN	tr|A0A8C8ZE11|A0A8C8ZE11_PROSS
OG0007138	sp|P30518|V2R_HUMAN	tr|A0A8C9AGT4|A0A8C9AGT4_PROSS
OG0007139	sp|P31275|HXC12_HUMAN	tr|A0A8C8ZXU4|A0A8C8ZXU4_PROSS
OG0007140	sp|P35247|SFTPD_HUMAN	tr|A0A8C9A100|A0A8C9A100_PROSS
OG0007141	sp|Q13387|JIP2_HUMAN	tr|A0A8C8YZA6|A0A8C8YZA6_PROSS
OG0007142	sp|Q14159|SPIDR_HUMAN	tr|A0A8C9APG2|A0A8C9APG2_PROSS
OG0007143	sp|Q14296|FASTK_HUMAN	tr|A0A8C8ZBA5|A0A8C8ZBA5_PROSS
OG0007144	sp|Q2MV58|TECT1_HUMAN	tr|A0A8C8YCE9|A0A8C8YCE9_PROSS
OG0007145	sp|Q49SQ1|GPR33_HUMAN	tr|A0A8C8Z120|A0A8C8Z120_PROSS
OG0007146	sp|Q5T0F9|C2D1B_HUMAN	tr|A0A8C9DP72|A0A8C9DP72_PROSS
OG0007147	sp|Q5T2D3|OTUD3_HUMAN	tr|A0A8C8YLW6|A0A8C8YLW6_PROSS
OG0007148	sp|Q5TC12|ATPF1_HUMAN	tr|A0A8C8ZPN9|A0A8C8ZPN9_PROSS
OG0007149	sp|Q5VWT5|FYB2_HUMAN	tr|A0A8C9AMS1|A0A8C9AMS1_PROSS
OG0007150	sp|Q68CZ1|FTM_HUMAN	tr|A0A8C8Z3K4|A0A8C8Z3K4_PROSS
OG0007151	sp|Q6UWS5|PT117_HUMAN	tr|A0A8C9A2Z5|A0A8C9A2Z5_PROSS
OG0007152	sp|Q6ZN30|BNC2_HUMAN	tr|A0A8C8YMR1|A0A8C8YMR1_PROSS
OG0007153	sp|Q6ZSB9|ZBT49_HUMAN	tr|A0A8C9DPW0|A0A8C9DPW0_PROSS
OG0007154	sp|Q6ZW05|PTHD4_HUMAN	tr|A0A8C9A889|A0A8C9A889_PROSS
OG0007155	sp|Q7Z2Y5|NRK_HUMAN	tr|A0A8C8ZJ29|A0A8C8ZJ29_PROSS
OG0007156	sp|Q86UT8|CATAC_HUMAN	tr|A0A8C8YGD8|A0A8C8YGD8_PROSS
OG0007157	sp|Q8IV04|TB10C_HUMAN	tr|A0A8C9DPU1|A0A8C9DPU1_PROSS
OG0007158	sp|Q8IWZ8|SUGP1_HUMAN	tr|A0A8C8YEZ0|A0A8C8YEZ0_PROSS
OG0007159	sp|Q8IXP5|OCAT1_HUMAN	tr|A0A8C9ACR6|A0A8C9ACR6_PROSS
OG0007160	sp|Q8IZS6|DYLT2_HUMAN	tr|A0A8C9DLM8|A0A8C9DLM8_PROSS
OG0007161	sp|Q8N370|LAT4_HUMAN	tr|A0A8C9AD34|A0A8C9AD34_PROSS
OG0007162	sp|Q8N3J9|ZN664_HUMAN	tr|A0A8C8ZUK7|A0A8C8ZUK7_PROSS
OG0007163	sp|Q8NA03|FSIP1_HUMAN	tr|A0A8C8ZBF8|A0A8C8ZBF8_PROSS
OG0007164	sp|Q8NDX6|ZN740_HUMAN	tr|A0A8C9A8V2|A0A8C9A8V2_PROSS
OG0007165	sp|Q96B45|BORC7_HUMAN	tr|A0A8C8ZM71|A0A8C8ZM71_PROSS
OG0007166	sp|Q96JE7|SC16B_HUMAN	tr|A0A8C8Z1H5|A0A8C8Z1H5_PROSS
OG0007167	sp|Q96NT3|GUCD1_HUMAN	tr|A0A8C8Z9X7|A0A8C8Z9X7_PROSS
OG0007168	sp|Q96P53|WDFY2_HUMAN	tr|A0A8C8ZQI7|A0A8C8ZQI7_PROSS
OG0007169	sp|Q9BZE1|RM37_HUMAN	tr|A0A8C8Y9D5|A0A8C8Y9D5_PROSS
OG0007170	sp|Q9C0H9|SRCN1_HUMAN	tr|A0A8C8Z2E6|A0A8C8Z2E6_PROSS
OG0007171	sp|Q9H4A5|GLP3L_HUMAN	tr|A0A8C9AF08|A0A8C9AF08_PROSS
OG0007172	sp|Q9NP61|ARFG3_HUMAN	tr|A0A8C8ZLQ1|A0A8C8ZLQ1_PROSS
OG0007173	sp|Q9NPG1|FZD3_HUMAN	tr|A0A8C8ZJ91|A0A8C8ZJ91_PROSS
OG0007174	sp|Q9NQ79|CRAC1_HUMAN	tr|A0A8C8Z8B4|A0A8C8Z8B4_PROSS
OG0007175	sp|Q9NR81|ARHG3_HUMAN	tr|A0A8C9AS83|A0A8C9AS83_PROSS
OG0007176	sp|Q9NRM6|I17RB_HUMAN	tr|A0A8C8YP61|A0A8C8YP61_PROSS
OG0007177	sp|Q9NV88|INT9_HUMAN	tr|A0A8C8ZHN3|A0A8C8ZHN3_PROSS
OG0007178	sp|Q9NWW7|CB042_HUMAN	tr|A0A8C9A760|A0A8C9A760_PROSS
OG0007179	sp|Q9P0V3|SH3B4_HUMAN	tr|A0A8C8ZTS9|A0A8C8ZTS9_PROSS
