Orthogroup	Homo_sapiens	Cavia_porcellus
OG0006681	sp|Q16595|FRDA_HUMAN	tr|H0V2U0|H0V2U0_CAVPO
OG0006682	sp|Q9UNI1|CELA1_HUMAN	tr|H0V392|H0V392_CAVPO
OG0006683	sp|Q14973|NTCP_HUMAN	tr|H0V6P6|H0V6P6_CAVPO
OG0006684	sp|Q9UBB4|ATX10_HUMAN	tr|H0V6Y2|H0V6Y2_CAVPO
OG0006685	sp|Q9C040|TRIM2_HUMAN	tr|H0V715|H0V715_CAVPO
OG0006686	sp|Q9Y6X9|MORC2_HUMAN	tr|H0V7T1|H0V7T1_CAVPO
OG0006687	sp|P52948|NUP98_HUMAN	tr|H0V7X8|H0V7X8_CAVPO
OG0006688	sp|O43175|SERA_HUMAN	tr|H0V8G4|H0V8G4_CAVPO
OG0006689	sp|Q9BZZ2|SN_HUMAN	tr|H0V9J9|H0V9J9_CAVPO
OG0006690	sp|Q6FIF0|ZFAN6_HUMAN	tr|H0V9L3|H0V9L3_CAVPO
OG0006691	sp|Q8WVV9|HNRLL_HUMAN	tr|H0VAG4|H0VAG4_CAVPO
OG0006692	sp|P50747|BPL1_HUMAN	tr|H0VB91|H0VB91_CAVPO
OG0006693	sp|O75496|GEMI_HUMAN	tr|H0VBC1|H0VBC1_CAVPO
OG0006694	sp|Q9H2H8|PPIL3_HUMAN	tr|H0VCM9|H0VCM9_CAVPO
OG0006695	sp|Q9NUU6|OTULL_HUMAN	tr|H0VCN3|H0VCN3_CAVPO
OG0006696	sp|Q4J6C6|PPCEL_HUMAN	tr|H0VES8|H0VES8_CAVPO
OG0006697	sp|Q9HBR0|S38AA_HUMAN	tr|H0VEU1|H0VEU1_CAVPO
OG0006698	sp|Q9GZU1|MCLN1_HUMAN	tr|H0VF94|H0VF94_CAVPO
OG0006699	sp|Q8IZ02|LRC34_HUMAN	tr|H0VJN2|H0VJN2_CAVPO
OG0006700	sp|Q9HC07|TM165_HUMAN	tr|H0VK12|H0VK12_CAVPO
OG0006701	sp|O94903|PLPHP_HUMAN	tr|H0VLY8|H0VLY8_CAVPO
OG0006702	sp|Q13561|DCTN2_HUMAN	tr|H0VMG4|H0VMG4_CAVPO
OG0006703	sp|Q96PX8|SLIK1_HUMAN	tr|H0VQG1|H0VQG1_CAVPO
OG0006704	sp|Q0P641|CB080_HUMAN	tr|H0VSG4|H0VSG4_CAVPO
OG0006705	sp|Q9Y6Q6|TNR11_HUMAN	tr|H0VSX1|H0VSX1_CAVPO
OG0006706	sp|Q5SQI0|ATAT_HUMAN	tr|H0VTA3|H0VTA3_CAVPO
OG0006707	sp|A1L453|PRS38_HUMAN	tr|H0VW13|H0VW13_CAVPO
OG0006708	sp|A6NNE9|MARHB_HUMAN	tr|H0VXB7|H0VXB7_CAVPO
OG0006709	sp|Q9HA77|SYCM_HUMAN	tr|H0VXL6|H0VXL6_CAVPO
OG0006710	sp|Q9BYN0|SRXN1_HUMAN	tr|H0W304|H0W304_CAVPO
OG0006711	sp|Q9BTN0|LRFN3_HUMAN	tr|H0W3L3|H0W3L3_CAVPO
OG0006712	sp|P26440|IVD_HUMAN	tr|H0W673|H0W673_CAVPO
OG0006713	sp|Q9H400|LIME1_HUMAN	tr|H0W6Y0|H0W6Y0_CAVPO
OG0006714	sp|O43281|EFS_HUMAN	tr|H0WAV5|H0WAV5_CAVPO
OG0006715	sp|P46782|RS5_HUMAN	tr|H0WBB4|H0WBB4_CAVPO
OG0006716	sp|Q6UWH6|TX261_HUMAN	tr|A0A286X940|A0A286X940_CAVPO
OG0006717	sp|Q9BSY4|CHCH5_HUMAN	tr|A0A286XAG1|A0A286XAG1_CAVPO
OG0006718	sp|Q5RI15|COX20_HUMAN	tr|A0A286XAY5|A0A286XAY5_CAVPO
OG0006719	sp|Q6ZRI8|RHG36_HUMAN	tr|A0A286XB39|A0A286XB39_CAVPO
OG0006720	sp|Q92997|DVL3_HUMAN	tr|A0A286XBJ1|A0A286XBJ1_CAVPO
OG0006721	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A286XC01|A0A286XC01_CAVPO
OG0006722	sp|O60883|G37L1_HUMAN	tr|A0A286XC93|A0A286XC93_CAVPO
OG0006723	sp|Q9NPZ5|B3GA2_HUMAN	tr|A0A286XCE9|A0A286XCE9_CAVPO
OG0006724	sp|Q9HD34|LYRM4_HUMAN	tr|A0A286XEV2|A0A286XEV2_CAVPO
OG0006725	sp|P49754|VPS41_HUMAN	tr|A0A286XF18|A0A286XF18_CAVPO
OG0006726	sp|O60271|JIP4_HUMAN	tr|A0A286XHU5|A0A286XHU5_CAVPO
OG0006727	sp|O60831|PRAF2_HUMAN	tr|A0A286XIG0|A0A286XIG0_CAVPO
OG0006728	sp|B4E2M5|ANR66_HUMAN	tr|A0A286XIY0|A0A286XIY0_CAVPO
OG0006729	sp|Q15777|MPPD2_HUMAN	tr|A0A286XIZ3|A0A286XIZ3_CAVPO
OG0006730	sp|Q9H765|ASB8_HUMAN	tr|A0A286XJE6|A0A286XJE6_CAVPO
OG0006731	sp|Q08AG7|MZT1_HUMAN	tr|A0A286XK81|A0A286XK81_CAVPO
OG0006732	sp|Q9BY31|ZN717_HUMAN	tr|A0A286XKU9|A0A286XKU9_CAVPO
OG0006734	sp|Q96M29|TEKT5_HUMAN	tr|A0A286XNV9|A0A286XNV9_CAVPO
OG0006735	sp|Q08117|TLE5_HUMAN	tr|A0A286XR02|A0A286XR02_CAVPO
OG0006736	sp|Q9BX74|TM2D1_HUMAN	tr|A0A286XR30|A0A286XR30_CAVPO
OG0006737	tr|B7Z3J9|B7Z3J9_HUMAN	tr|A0A286XRR5|A0A286XRR5_CAVPO
OG0006738	sp|Q9UHA4|LTOR3_HUMAN	tr|A0A286XS69|A0A286XS69_CAVPO
OG0006739	sp|Q9UET6|TRM7_HUMAN	tr|A0A286XTD4|A0A286XTD4_CAVPO
OG0006740	sp|Q96BD5|PF21A_HUMAN	tr|A0A286XVM8|A0A286XVM8_CAVPO
OG0006741	sp|Q06546|GABPA_HUMAN	tr|A0A286XW33|A0A286XW33_CAVPO
OG0006742	sp|Q15077|P2RY6_HUMAN	tr|A0A286XXJ0|A0A286XXJ0_CAVPO
OG0006743	sp|Q9UL45|BL1S6_HUMAN	tr|A0A286XXR5|A0A286XXR5_CAVPO
OG0006744	sp|Q9UI10|EI2BD_HUMAN	tr|A0A286XXU4|A0A286XXU4_CAVPO
OG0006745	sp|Q13114|TRAF3_HUMAN	tr|A0A286XYW6|A0A286XYW6_CAVPO
OG0006746	sp|Q9NQR7|CC177_HUMAN	tr|A0A286Y0I2|A0A286Y0I2_CAVPO
OG0006748	sp|O60294|TYW4_HUMAN	tr|H0UT32|H0UT32_CAVPO
OG0006749	sp|P51957|NEK4_HUMAN	tr|H0UTK7|H0UTK7_CAVPO
OG0006750	sp|P58340|MLF1_HUMAN	tr|H0UTX1|H0UTX1_CAVPO
OG0006751	sp|Q86VP1|TAXB1_HUMAN	tr|H0UUT6|H0UUT6_CAVPO
OG0006752	sp|Q12908|NTCP2_HUMAN	tr|H0UVP5|H0UVP5_CAVPO
OG0006753	sp|A6NHS7|MANS4_HUMAN	tr|H0V022|H0V022_CAVPO
OG0006754	sp|Q99967|CITE2_HUMAN	tr|H0V0R6|H0V0R6_CAVPO
OG0006755	sp|Q9UF47|DNJ5B_HUMAN	tr|H0V0T2|H0V0T2_CAVPO
OG0006756	sp|P23381|SYWC_HUMAN	tr|H0V2R8|H0V2R8_CAVPO
OG0006757	sp|Q8TE59|ATS19_HUMAN	tr|H0V3X1|H0V3X1_CAVPO
OG0006758	sp|O95972|BMP15_HUMAN	tr|H0V5N3|H0V5N3_CAVPO
OG0006759	sp|Q86WR6|CQ064_HUMAN	tr|H0V5N8|H0V5N8_CAVPO
OG0006760	sp|Q6ICI0|LHPL7_HUMAN	tr|H0VA18|H0VA18_CAVPO
OG0006761	sp|Q9Y3D0|CIA2B_HUMAN	tr|H0VA36|H0VA36_CAVPO
OG0006762	sp|Q9H347|UBQL3_HUMAN	tr|H0VAZ6|H0VAZ6_CAVPO
OG0006763	sp|Q9Y3Z3|SAMH1_HUMAN	tr|H0VBB6|H0VBB6_CAVPO
OG0006764	sp|Q96LL3|FIMP_HUMAN	tr|H0VGV1|H0VGV1_CAVPO
OG0006765	sp|Q9P2E3|ZNFX1_HUMAN	tr|H0VI23|H0VI23_CAVPO
OG0006766	sp|Q02108|GCYA1_HUMAN	tr|H0VIA6|H0VIA6_CAVPO
OG0006767	sp|P35249|RFC4_HUMAN	tr|H0VIM1|H0VIM1_CAVPO
OG0006768	sp|Q86YS3|RFIP4_HUMAN	tr|H0VJM5|H0VJM5_CAVPO
OG0006769	sp|P16234|PGFRA_HUMAN	tr|H0VJZ3|H0VJZ3_CAVPO
OG0006770	sp|Q9UBU6|FA8A1_HUMAN	tr|H0VK80|H0VK80_CAVPO
OG0006771	sp|Q15046|SYK_HUMAN	tr|H0VKJ2|H0VKJ2_CAVPO
OG0006772	sp|Q13469|NFAC2_HUMAN	tr|H0VM48|H0VM48_CAVPO
OG0006773	sp|Q9NXH3|PP14D_HUMAN	tr|H0VQA4|H0VQA4_CAVPO
OG0006774	sp|Q96NB2|SFXN2_HUMAN	tr|H0VR45|H0VR45_CAVPO
OG0006775	sp|P40879|S26A3_HUMAN	tr|H0VRC0|H0VRC0_CAVPO
OG0006776	sp|P48357|LEPR_HUMAN	tr|H0VSE7|H0VSE7_CAVPO
OG0006777	sp|O43300|LRRT2_HUMAN	tr|H0VSF0|H0VSF0_CAVPO
OG0006778	sp|O00206|TLR4_HUMAN	tr|H0VSQ0|H0VSQ0_CAVPO
OG0006779	sp|Q8N7C0|LRC52_HUMAN	tr|H0VT49|H0VT49_CAVPO
OG0006780	sp|O15047|SET1A_HUMAN	tr|H0VU90|H0VU90_CAVPO
OG0006781	sp|Q9NZQ3|SPN90_HUMAN	tr|H0VUD3|H0VUD3_CAVPO
OG0006782	sp|Q96MT8|CEP63_HUMAN	tr|H0VXG0|H0VXG0_CAVPO
OG0006783	sp|Q8TCT7|SPP2B_HUMAN	tr|H0W281|H0W281_CAVPO
OG0006784	sp|Q9P2D0|IBTK_HUMAN	tr|H0WAX0|H0WAX0_CAVPO
OG0006785	sp|Q8N398|VW5B2_HUMAN	tr|H0WC32|H0WC32_CAVPO
OG0006786	sp|Q8NFJ9|BBS1_HUMAN	tr|H0WCG0|H0WCG0_CAVPO
OG0006787	sp|P30542|AA1R_HUMAN	sp|P47745|AA1R_CAVPO
OG0006788	sp|Q9UBH6|XPR1_HUMAN	tr|A0A286XHD5|A0A286XHD5_CAVPO
OG0006789	sp|O75072|FKTN_HUMAN	tr|A0A286XHE9|A0A286XHE9_CAVPO
OG0006790	sp|Q7Z412|PEX26_HUMAN	tr|A0A286XIU6|A0A286XIU6_CAVPO
OG0006791	sp|Q6UW10|SFTA2_HUMAN	tr|A0A286XJW8|A0A286XJW8_CAVPO
OG0006792	sp|Q9BV19|CA050_HUMAN	tr|A0A286XM62|A0A286XM62_CAVPO
OG0006793	sp|Q9NQV5|PRD11_HUMAN	tr|A0A286XMV8|A0A286XMV8_CAVPO
OG0006794	sp|Q86TL2|STIMA_HUMAN	tr|A0A286XNH6|A0A286XNH6_CAVPO
OG0006795	sp|Q9HAF1|EAF6_HUMAN	tr|A0A286XQG3|A0A286XQG3_CAVPO
OG0006796	sp|Q96NB3|ZN830_HUMAN	tr|A0A286XQT3|A0A286XQT3_CAVPO
OG0006797	sp|Q9Y543|HES2_HUMAN	tr|A0A286XVL2|A0A286XVL2_CAVPO
OG0006798	sp|P61599|NAA20_HUMAN	tr|A0A286XXE3|A0A286XXE3_CAVPO
OG0006799	sp|O75293|GA45B_HUMAN	tr|A0A286XXE4|A0A286XXE4_CAVPO
OG0006800	sp|Q9UHB9|SRP68_HUMAN	tr|A0A286XYX2|A0A286XYX2_CAVPO
OG0006801	sp|Q8N699|MYCT1_HUMAN	tr|A0A286Y1Z6|A0A286Y1Z6_CAVPO
OG0006802	sp|Q00597|FANCC_HUMAN	tr|A0A286Y2U6|A0A286Y2U6_CAVPO
OG0006803	sp|P52757|CHIO_HUMAN	tr|A0A286Y4E1|A0A286Y4E1_CAVPO
OG0006804	sp|Q5T089|MORN1_HUMAN	tr|H0UTQ7|H0UTQ7_CAVPO
OG0006805	sp|P05060|SCG1_HUMAN	tr|H0UTY9|H0UTY9_CAVPO
OG0006806	sp|Q96MI9|CBPC4_HUMAN	tr|H0UWK9|H0UWK9_CAVPO
OG0006807	sp|Q8WUR7|CO040_HUMAN	tr|H0UWU4|H0UWU4_CAVPO
OG0006808	sp|Q15772|SPEG_HUMAN	tr|H0UYM3|H0UYM3_CAVPO
OG0006809	sp|Q8TAI7|REBL1_HUMAN	tr|H0UZU7|H0UZU7_CAVPO
OG0006810	sp|Q8WVD3|RN138_HUMAN	tr|H0V0X6|H0V0X6_CAVPO
OG0006811	sp|Q9BXT4|TDRD1_HUMAN	tr|H0V2K8|H0V2K8_CAVPO
OG0006812	sp|P04035|HMDH_HUMAN	tr|H0V2S7|H0V2S7_CAVPO
OG0006813	sp|Q6IN84|MRM1_HUMAN	tr|H0V2T2|H0V2T2_CAVPO
OG0006814	sp|Q6P3S6|FBX42_HUMAN	tr|H0V387|H0V387_CAVPO
OG0006815	sp|Q00653|NFKB2_HUMAN	tr|H0V433|H0V433_CAVPO
OG0006816	sp|O00189|AP4M1_HUMAN	tr|H0V4P7|H0V4P7_CAVPO
OG0006817	sp|Q5T0N5|FBP1L_HUMAN	tr|H0V4T2|H0V4T2_CAVPO
OG0006818	sp|Q7Z4T8|GLTL5_HUMAN	tr|H0V4U4|H0V4U4_CAVPO
OG0006819	sp|Q70EL3|UBP50_HUMAN	tr|H0V5D2|H0V5D2_CAVPO
OG0006820	sp|Q5T700|LRAD1_HUMAN	tr|H0V5K1|H0V5K1_CAVPO
OG0006821	sp|Q9Y5R6|DMRT1_HUMAN	tr|H0V6K9|H0V6K9_CAVPO
OG0006822	sp|O75140|DEPD5_HUMAN	tr|H0V6S6|H0V6S6_CAVPO
OG0006823	sp|Q16854|DGUOK_HUMAN	tr|H0V8R2|H0V8R2_CAVPO
OG0006824	sp|Q6P444|MTFR2_HUMAN	tr|H0VBI7|H0VBI7_CAVPO
OG0006825	sp|Q96L96|ALPK3_HUMAN	tr|H0VCN5|H0VCN5_CAVPO
OG0006826	sp|Q8WWX8|SC5AB_HUMAN	tr|H0VEE2|H0VEE2_CAVPO
OG0006827	sp|Q9UBM4|OPT_HUMAN	tr|H0VF44|H0VF44_CAVPO
OG0006828	sp|P22670|RFX1_HUMAN	tr|H0VG39|H0VG39_CAVPO
OG0006829	sp|Q5FWF4|ZRAB3_HUMAN	tr|H0VGS2|H0VGS2_CAVPO
OG0006830	sp|Q16610|ECM1_HUMAN	tr|H0VH95|H0VH95_CAVPO
OG0006831	sp|Q86TW2|ADCK1_HUMAN	tr|H0VHD6|H0VHD6_CAVPO
OG0006832	sp|A0MZ66|SHOT1_HUMAN	tr|H0VI63|H0VI63_CAVPO
OG0006833	sp|Q92643|GPI8_HUMAN	tr|H0VK70|H0VK70_CAVPO
OG0006834	sp|Q9ULE0|WWC3_HUMAN	tr|H0VKU0|H0VKU0_CAVPO
OG0006835	sp|Q8N954|GPT11_HUMAN	tr|H0VKW3|H0VKW3_CAVPO
OG0006836	sp|O60353|FZD6_HUMAN	tr|H0VL28|H0VL28_CAVPO
OG0006837	sp|Q9UBQ7|GRHPR_HUMAN	tr|H0VLZ2|H0VLZ2_CAVPO
OG0006838	sp|Q96MP5|ZSWM3_HUMAN	tr|H0VMA3|H0VMA3_CAVPO
OG0006839	sp|Q53ET0|CRTC2_HUMAN	tr|H0VMG9|H0VMG9_CAVPO
OG0006840	sp|P41002|CCNF_HUMAN	tr|H0VS87|H0VS87_CAVPO
OG0006841	sp|Q9P0N8|MARH2_HUMAN	tr|H0VSR7|H0VSR7_CAVPO
OG0006842	sp|Q9Y316|MEMO1_HUMAN	tr|H0VUJ9|H0VUJ9_CAVPO
OG0006843	sp|P17275|JUNB_HUMAN	tr|H0VUV8|H0VUV8_CAVPO
OG0006844	sp|Q9P2X0|DPM3_HUMAN	tr|H0VZA3|H0VZA3_CAVPO
OG0006845	sp|P50222|MEOX2_HUMAN	tr|H0W094|H0W094_CAVPO
OG0006846	sp|P82663|RT25_HUMAN	tr|H0W1B6|H0W1B6_CAVPO
OG0006847	sp|Q9BPU9|B9D2_HUMAN	tr|H0W4M6|H0W4M6_CAVPO
OG0006848	sp|O43914|TYOBP_HUMAN	tr|H0W5J0|H0W5J0_CAVPO
OG0006849	sp|Q9NZG7|NINJ2_HUMAN	tr|H0W5T7|H0W5T7_CAVPO
OG0006850	sp|Q8N966|ZDH22_HUMAN	tr|H0W7M0|H0W7M0_CAVPO
OG0006851	sp|Q66K74|MAP1S_HUMAN	tr|H0W7W7|H0W7W7_CAVPO
OG0006852	sp|Q96J01|THOC3_HUMAN	tr|H0WBQ1|H0WBQ1_CAVPO
OG0006853	sp|Q14197|ICT1_HUMAN	tr|A0A286X7J4|A0A286X7J4_CAVPO
OG0006854	sp|Q9HBT7|ZN287_HUMAN	tr|A0A286X8A7|A0A286X8A7_CAVPO
OG0006855	sp|Q8N9F7|GDPD1_HUMAN	tr|A0A286XBI4|A0A286XBI4_CAVPO
OG0006856	sp|Q5BVD1|TTMP_HUMAN	tr|A0A286XFZ2|A0A286XFZ2_CAVPO
OG0006857	sp|P31946|1433B_HUMAN	tr|A0A286XGL1|A0A286XGL1_CAVPO
OG0006858	sp|Q9P2F9|ZN319_HUMAN	tr|A0A286XH53|A0A286XH53_CAVPO
OG0006859	sp|Q96GM8|TOE1_HUMAN	tr|A0A286XI74|A0A286XI74_CAVPO
OG0006860	sp|O14548|COX7R_HUMAN	tr|A0A286XKC3|A0A286XKC3_CAVPO
OG0006861	sp|O14807|RASM_HUMAN	tr|A0A286XL05|A0A286XL05_CAVPO
OG0006862	sp|Q9P0G3|KLK14_HUMAN	tr|A0A286XL95|A0A286XL95_CAVPO
OG0006863	sp|Q8N5D0|WDTC1_HUMAN	tr|A0A286XMU0|A0A286XMU0_CAVPO
OG0006864	sp|Q9UKB3|DJC12_HUMAN	tr|A0A286XQ76|A0A286XQ76_CAVPO
OG0006865	sp|Q9P0V8|SLAF8_HUMAN	tr|A0A286XQI3|A0A286XQI3_CAVPO
OG0006866	sp|O95394|AGM1_HUMAN	tr|A0A286XR47|A0A286XR47_CAVPO
OG0006867	sp|Q14789|GOGB1_HUMAN	tr|A0A286XRQ8|A0A286XRQ8_CAVPO
OG0006868	sp|Q9UBP9|GULP1_HUMAN	tr|A0A286XRU4|A0A286XRU4_CAVPO
OG0006869	sp|Q9NWN3|FBX34_HUMAN	tr|A0A286XWB3|A0A286XWB3_CAVPO
OG0006870	sp|P84157|MXRA7_HUMAN	tr|A0A286XZ90|A0A286XZ90_CAVPO
OG0006871	sp|P61026|RAB10_HUMAN	tr|A0A286Y0B2|A0A286Y0B2_CAVPO
OG0006872	sp|Q96A09|TET5B_HUMAN	tr|A0A286Y0H1|A0A286Y0H1_CAVPO
OG0006873	sp|Q96DT0|LEG12_HUMAN	tr|A0A286Y162|A0A286Y162_CAVPO
OG0006874	sp|P81408|EREP3_HUMAN	tr|A0A286Y3H5|A0A286Y3H5_CAVPO
OG0006875	sp|Q8N8N7|PTGR2_HUMAN	tr|A0A286Y3M2|A0A286Y3M2_CAVPO
OG0006876	sp|Q9UMX5|NENF_HUMAN	tr|A0A286Y5N0|A0A286Y5N0_CAVPO
OG0006877	sp|Q8NCL8|TM116_HUMAN	tr|A0A286Y5S2|A0A286Y5S2_CAVPO
OG0006878	sp|P32245|MC4R_HUMAN	tr|A8QXQ6|A8QXQ6_CAVPO
OG0006879	sp|P07738|PMGE_HUMAN	tr|H0UTW8|H0UTW8_CAVPO
OG0006880	sp|P28289|TMOD1_HUMAN	tr|H0UU21|H0UU21_CAVPO
OG0006881	sp|B7Z8K6|TRDC_HUMAN	tr|H0UUV2|H0UUV2_CAVPO
OG0006882	sp|P13686|PPA5_HUMAN	tr|H0UV80|H0UV80_CAVPO
OG0006883	sp|Q8IY67|RAVR1_HUMAN	tr|H0UV82|H0UV82_CAVPO
OG0006884	sp|Q9ULV8|CBLC_HUMAN	tr|H0UVE9|H0UVE9_CAVPO
OG0006885	sp|Q7Z6J4|FGD2_HUMAN	tr|H0UVQ3|H0UVQ3_CAVPO
OG0006886	sp|Q6UWM7|LCTL_HUMAN	tr|H0UVS4|H0UVS4_CAVPO
OG0006887	sp|P50748|KNTC1_HUMAN	tr|H0UW65|H0UW65_CAVPO
OG0006888	sp|Q96PV7|F193B_HUMAN	tr|H0UYD5|H0UYD5_CAVPO
OG0006889	sp|Q9Y2Z0|SGT1_HUMAN	tr|H0V0Q6|H0V0Q6_CAVPO
OG0006890	sp|Q6P531|GGT6_HUMAN	tr|H0V0T5|H0V0T5_CAVPO
OG0006891	sp|Q9NQX0|PRDM6_HUMAN	tr|H0V2R5|H0V2R5_CAVPO
OG0006892	sp|Q96E40|SACA9_HUMAN	tr|H0V339|H0V339_CAVPO
OG0006893	sp|Q07001|ACHD_HUMAN	tr|H0V604|H0V604_CAVPO
OG0006894	sp|Q96H15|TIMD4_HUMAN	tr|H0V6J5|H0V6J5_CAVPO
OG0006895	sp|O60260|PRKN_HUMAN	tr|H0V739|H0V739_CAVPO
OG0006896	sp|Q5VVJ2|MYSM1_HUMAN	tr|H0V821|H0V821_CAVPO
OG0006897	sp|Q9Y5Q9|TF3C3_HUMAN	tr|H0V892|H0V892_CAVPO
OG0006898	sp|Q9Y450|HBS1L_HUMAN	tr|H0V949|H0V949_CAVPO
OG0006899	sp|Q16787|LAMA3_HUMAN	tr|H0VAI3|H0VAI3_CAVPO
OG0006900	sp|O00584|RNT2_HUMAN	tr|H0VB46|H0VB46_CAVPO
OG0006901	sp|Q8N350|CBARP_HUMAN	tr|H0VDK7|H0VDK7_CAVPO
OG0006902	sp|Q5K4L6|S27A3_HUMAN	tr|H0VEP3|H0VEP3_CAVPO
OG0006903	sp|Q9Y2J8|PADI2_HUMAN	tr|H0VEQ3|H0VEQ3_CAVPO
OG0006904	sp|Q86U70|LDB1_HUMAN	tr|H0VGL5|H0VGL5_CAVPO
OG0006905	sp|O14920|IKKB_HUMAN	tr|H0VH57|H0VH57_CAVPO
OG0006906	sp|Q9P2K5|MYEF2_HUMAN	tr|H0VH80|H0VH80_CAVPO
OG0006907	sp|Q2VPB7|AP5B1_HUMAN	tr|H0VIN0|H0VIN0_CAVPO
OG0006908	sp|Q02246|CNTN2_HUMAN	tr|H0VJW9|H0VJW9_CAVPO
OG0006909	sp|Q9Y2D8|ADIP_HUMAN	tr|H0VKJ9|H0VKJ9_CAVPO
OG0006910	sp|P58499|FAM3B_HUMAN	tr|H0VMZ3|H0VMZ3_CAVPO
OG0006911	sp|Q9Y6F1|PARP3_HUMAN	tr|H0VPR1|H0VPR1_CAVPO
OG0006912	sp|P81133|SIM1_HUMAN	tr|H0VQ06|H0VQ06_CAVPO
OG0006913	sp|P11474|ERR1_HUMAN	tr|H0VTA7|H0VTA7_CAVPO
OG0006914	sp|P07510|ACHG_HUMAN	tr|H0VX32|H0VX32_CAVPO
OG0006915	sp|Q32NC0|CR021_HUMAN	tr|H0VYN4|H0VYN4_CAVPO
OG0006916	sp|Q6ZMV7|LEKR1_HUMAN	tr|H0W1H2|H0W1H2_CAVPO
OG0006917	sp|Q8IX90|SKA3_HUMAN	tr|H0W224|H0W224_CAVPO
OG0006918	sp|P04180|LCAT_HUMAN	tr|H0W594|H0W594_CAVPO
OG0006919	sp|A0A1B0GVZ9|TM269_HUMAN	tr|H0W857|H0W857_CAVPO
OG0006920	sp|Q7Z3C6|ATG9A_HUMAN	tr|H0W8I5|H0W8I5_CAVPO
OG0006921	sp|Q53H47|SETMR_HUMAN	tr|H0WDT5|H0WDT5_CAVPO
OG0006922	sp|P10997|IAPP_HUMAN	sp|P12966|IAPP_CAVPO
OG0006923	sp|Q629K1|TRIQK_HUMAN	tr|A0A286X7K7|A0A286X7K7_CAVPO
OG0006924	sp|Q96LR7|CB050_HUMAN	tr|A0A286XAA9|A0A286XAA9_CAVPO
OG0006925	sp|Q8IVD9|NUDC3_HUMAN	tr|A0A286XBP7|A0A286XBP7_CAVPO
OG0006926	sp|Q96FC7|PHIPL_HUMAN	tr|A0A286XFD0|A0A286XFD0_CAVPO
OG0006927	sp|Q9BX40|LS14B_HUMAN	tr|A0A286XMX3|A0A286XMX3_CAVPO
OG0006928	sp|P51797|CLCN6_HUMAN	tr|A0A286XNN3|A0A286XNN3_CAVPO
OG0006929	sp|Q86UF4|CC190_HUMAN	tr|A0A286XQJ0|A0A286XQJ0_CAVPO
OG0006930	sp|Q96G27|WBP1_HUMAN	tr|A0A286XQM4|A0A286XQM4_CAVPO
OG0006931	sp|Q86XH1|DRC11_HUMAN	tr|A0A286XR78|A0A286XR78_CAVPO
OG0006932	sp|O15350|P73_HUMAN	tr|A0A286XSJ9|A0A286XSJ9_CAVPO
OG0006933	sp|O95825|QORL1_HUMAN	tr|A0A286XW94|A0A286XW94_CAVPO
OG0006934	sp|Q9Y3B1|PLD3B_HUMAN	tr|A0A286XWC4|A0A286XWC4_CAVPO
OG0006935	sp|Q9H2A7|CXL16_HUMAN	tr|A0A286XY48|A0A286XY48_CAVPO
OG0006936	sp|Q96KQ4|ASPP1_HUMAN	tr|A0A286XYS5|A0A286XYS5_CAVPO
OG0006937	sp|O43709|BUD23_HUMAN	tr|A0A286XZB4|A0A286XZB4_CAVPO
OG0006938	sp|O00483|NDUA4_HUMAN	tr|A0A286Y030|A0A286Y030_CAVPO
OG0006939	sp|O15442|MPPD1_HUMAN	tr|A0A286Y1E3|A0A286Y1E3_CAVPO
OG0006940	sp|Q92552|RT27_HUMAN	tr|A0A286Y1Q9|A0A286Y1Q9_CAVPO
OG0006941	sp|O43325|LYRM1_HUMAN	tr|A0A286Y3K1|A0A286Y3K1_CAVPO
OG0006942	sp|Q9H582|ZN644_HUMAN	tr|A0A286Y3Z0|A0A286Y3Z0_CAVPO
OG0006943	sp|Q9BZE0|GLIS2_HUMAN	tr|A0A286Y4G6|A0A286Y4G6_CAVPO
OG0006944	sp|Q86Y22|CONA1_HUMAN	tr|A0A286Y4T9|A0A286Y4T9_CAVPO
OG0006945	sp|Q5SV97|PERM1_HUMAN	tr|H0UVH8|H0UVH8_CAVPO
OG0006946	sp|P34903|GBRA3_HUMAN	tr|H0UVN7|H0UVN7_CAVPO
OG0006947	sp|Q9NWK9|BCD1_HUMAN	tr|H0UVT6|H0UVT6_CAVPO
OG0006948	sp|Q7Z2T5|TRM1L_HUMAN	tr|H0UWI2|H0UWI2_CAVPO
OG0006949	sp|O95865|DDAH2_HUMAN	tr|H0UX52|H0UX52_CAVPO
OG0006950	sp|Q9P1Y6|PHRF1_HUMAN	tr|H0UXS9|H0UXS9_CAVPO
OG0006951	sp|Q92890|UFD1_HUMAN	tr|H0UY57|H0UY57_CAVPO
OG0006952	sp|Q9ULJ6|ZMIZ1_HUMAN	tr|H0UY58|H0UY58_CAVPO
OG0006953	sp|Q9H6L5|RETR1_HUMAN	tr|H0UY68|H0UY68_CAVPO
OG0006954	sp|Q6BCY4|NB5R2_HUMAN	tr|H0UYI3|H0UYI3_CAVPO
OG0006955	sp|P35222|CTNB1_HUMAN	tr|H0UZN6|H0UZN6_CAVPO
OG0006956	sp|Q9H488|OFUT1_HUMAN	tr|H0V0G2|H0V0G2_CAVPO
OG0006957	sp|Q2TAL6|VWC2_HUMAN	tr|H0V137|H0V137_CAVPO
