Orthogroup	Homo_sapiens	Mesocricetus_auratus
OG0006370	sp|P53667|LIMK1_HUMAN	tr|A0A3Q0D335|A0A3Q0D335_MESAU
OG0006371	sp|P53814|SMTN_HUMAN	tr|A0A3Q0CQ95|A0A3Q0CQ95_MESAU
OG0006372	sp|P54578|UBP14_HUMAN	tr|A0A1U8CR18|A0A1U8CR18_MESAU
OG0006373	sp|P61604|CH10_HUMAN	tr|A0A1U8BSF0|A0A1U8BSF0_MESAU
OG0006374	sp|P68543|UBX2A_HUMAN	tr|A0A1U7QR60|A0A1U7QR60_MESAU
OG0006375	sp|P85037|FOXK1_HUMAN	tr|A0A3Q0D7Q5|A0A3Q0D7Q5_MESAU
OG0006376	sp|Q12846|STX4_HUMAN	tr|A0A1U8BVA1|A0A1U8BVA1_MESAU
OG0006377	sp|Q15022|SUZ12_HUMAN	tr|A0A3Q0D2U9|A0A3Q0D2U9_MESAU
OG0006378	sp|Q15233|NONO_HUMAN	tr|A0A1U7R7S2|A0A1U7R7S2_MESAU
OG0006379	sp|Q15814|TBCC_HUMAN	tr|A0A1U7Q826|A0A1U7Q826_MESAU
OG0006380	sp|Q30KQ5|DB115_HUMAN	tr|A0A1U8CME4|A0A1U8CME4_MESAU
OG0006381	sp|Q3KNV8|PCGF3_HUMAN	tr|A0A1U8CES7|A0A1U8CES7_MESAU
OG0006382	sp|Q4VC44|FWCH1_HUMAN	tr|A0A1U8CP36|A0A1U8CP36_MESAU
OG0006383	sp|Q53EV4|LRC23_HUMAN	tr|A0A1U8BE37|A0A1U8BE37_MESAU
OG0006384	sp|Q53TN4|CYBR1_HUMAN	tr|A0A1U7Q329|A0A1U7Q329_MESAU
OG0006385	sp|Q5FBB7|SGO1_HUMAN	tr|A0A1U7QT24|A0A1U7QT24_MESAU
OG0006386	sp|Q5JS54|PSMG4_HUMAN	tr|A0A1U7Q3R2|A0A1U7Q3R2_MESAU
OG0006387	sp|Q5T5U3|RHG21_HUMAN	tr|A0A1U8CRC3|A0A1U8CRC3_MESAU
OG0006388	sp|Q5VVM6|CCD30_HUMAN	tr|A0A3Q0DDB5|A0A3Q0DDB5_MESAU
OG0006389	sp|Q68DQ2|CRBG3_HUMAN	tr|A0A3Q0D2B7|A0A3Q0D2B7_MESAU
OG0006390	sp|Q6DN12|MCTP2_HUMAN	tr|A0A1U7QRL0|A0A1U7QRL0_MESAU
OG0006391	sp|Q7Z2Z1|TICRR_HUMAN	tr|A0A3Q0D3L6|A0A3Q0D3L6_MESAU
OG0006392	sp|Q7Z422|SZRD1_HUMAN	tr|A0A1U7QUE2|A0A1U7QUE2_MESAU
OG0006393	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A3Q0CSH1|A0A3Q0CSH1_MESAU
OG0006394	sp|Q86V88|MGDP1_HUMAN	tr|A0A1U7R4E3|A0A1U7R4E3_MESAU
OG0006395	sp|Q86VP1|TAXB1_HUMAN	tr|A0A3Q0CD44|A0A3Q0CD44_MESAU
OG0006396	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A3Q0DA03|A0A3Q0DA03_MESAU
OG0006397	sp|Q8N2R0|OSR2_HUMAN	tr|A0A1U7QTF9|A0A1U7QTF9_MESAU
OG0006398	sp|Q8N755|S66A3_HUMAN	tr|A0A1U7RDP3|A0A1U7RDP3_MESAU
OG0006399	sp|Q8N999|CL029_HUMAN	tr|A0A3Q0CGG8|A0A3Q0CGG8_MESAU
OG0006400	sp|Q8NFH3|NUP43_HUMAN	tr|A0A1U7QH30|A0A1U7QH30_MESAU
OG0006401	sp|Q8NHU3|SMS2_HUMAN	tr|A0A1U8CF67|A0A1U8CF67_MESAU
OG0006402	sp|Q8TB37|NUBPL_HUMAN	tr|A0A3Q0D0M4|A0A3Q0D0M4_MESAU
OG0006403	sp|Q8TDB4|HUMMR_HUMAN	tr|A0A1U8C6W2|A0A1U8C6W2_MESAU
OG0006404	sp|Q8TEZ7|PAQR8_HUMAN	tr|A0A1U8C489|A0A1U8C489_MESAU
OG0006405	sp|Q8TF61|FBX41_HUMAN	tr|A0A1U7QN80|A0A1U7QN80_MESAU
OG0006406	sp|Q8WVX9|FACR1_HUMAN	tr|A0A1U7QVQ3|A0A1U7QVQ3_MESAU
OG0006407	sp|Q96BD5|PF21A_HUMAN	tr|A0A3Q0D3V1|A0A3Q0D3V1_MESAU
OG0006408	sp|Q96N28|PLD3A_HUMAN	tr|A0A1U7QIJ8|A0A1U7QIJ8_MESAU
OG0006409	sp|Q96Q04|LMTK3_HUMAN	tr|A0A1U7QRU6|A0A1U7QRU6_MESAU
OG0006410	sp|Q96QR1|SG3A1_HUMAN	tr|A0A1U7QPK2|A0A1U7QPK2_MESAU
OG0006411	sp|Q99714|HCD2_HUMAN	tr|A0A1U7RF68|A0A1U7RF68_MESAU
OG0006412	sp|Q9BRI3|ZNT2_HUMAN	tr|A0A1U8C809|A0A1U8C809_MESAU
OG0006413	sp|Q9H3H5|GPT_HUMAN	tr|A0A1U7QKI2|A0A1U7QKI2_MESAU
OG0006414	sp|Q9HAY6|BCDO1_HUMAN	tr|A0A1U7QRN6|A0A1U7QRN6_MESAU
OG0006415	sp|Q9NV92|NFIP2_HUMAN	tr|A0A1U7QBJ2|A0A1U7QBJ2_MESAU
OG0006416	sp|Q9NW64|RBM22_HUMAN	tr|A0A1U7QIN5|A0A1U7QIN5_MESAU
OG0006417	sp|Q9UK23|NAGPA_HUMAN	tr|A0A1U7QYD1|A0A1U7QYD1_MESAU
OG0006418	sp|Q9UKL4|CXD2_HUMAN	tr|A0A1U7QXH5|A0A1U7QXH5_MESAU
OG0006419	sp|Q9UNE7|CHIP_HUMAN	tr|A0A1U7R5V1|A0A1U7R5V1_MESAU
OG0006420	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A1U7RDD8|A0A1U7RDD8_MESAU
OG0006421	sp|Q9Y2Z9|COQ6_HUMAN	tr|A0A1U7QUQ5|A0A1U7QUQ5_MESAU
OG0006422	sp|Q9Y3B2|EXOS1_HUMAN	tr|A0A3Q0CDW2|A0A3Q0CDW2_MESAU
OG0006423	sp|Q9Y466|NR2E1_HUMAN	tr|A0A1U7Q8Y0|A0A1U7Q8Y0_MESAU
OG0006424	sp|A0A1B0GTR0|EDD13_HUMAN	tr|A0A1U8CPB9|A0A1U8CPB9_MESAU
OG0006426	sp|A6NI15|MSGN1_HUMAN	tr|A0A1U7R1I0|A0A1U7R1I0_MESAU
OG0006427	sp|O15060|ZBT39_HUMAN	tr|A0A1U7QSA2|A0A1U7QSA2_MESAU
OG0006428	sp|O15354|GPR37_HUMAN	tr|A0A1U7QFU6|A0A1U7QFU6_MESAU
OG0006429	sp|O43826|G6PT1_HUMAN	tr|A0A1U8BMN7|A0A1U8BMN7_MESAU
OG0006430	sp|O95149|SPN1_HUMAN	tr|A0A1U8BLH0|A0A1U8BLH0_MESAU
OG0006431	sp|O95999|BCL10_HUMAN	tr|A0A1U7R8R5|A0A1U7R8R5_MESAU
OG0006432	sp|P01031|CO5_HUMAN	tr|A0A3Q0DAY1|A0A3Q0DAY1_MESAU
OG0006433	sp|P05114|HMGN1_HUMAN	tr|A0A1U7QJZ4|A0A1U7QJZ4_MESAU
OG0006434	sp|P14652|HXB2_HUMAN	tr|A0A1U7QW42|A0A1U7QW42_MESAU
OG0006435	sp|P16109|LYAM3_HUMAN	tr|A0A3Q0CU15|A0A3Q0CU15_MESAU
OG0006436	sp|P21580|TNAP3_HUMAN	tr|A0A1U7QH00|A0A1U7QH00_MESAU
OG0006437	sp|P23588|IF4B_HUMAN	tr|A0A3Q0CFL5|A0A3Q0CFL5_MESAU
OG0006438	sp|P25800|RBTN1_HUMAN	tr|A0A1U7QN81|A0A1U7QN81_MESAU
OG0006439	sp|P30550|GRPR_HUMAN	tr|A0A1U7QVZ5|A0A1U7QVZ5_MESAU
OG0006440	sp|P43005|EAA3_HUMAN	tr|A0A3Q0CYI1|A0A3Q0CYI1_MESAU
OG0006441	sp|P46087|NOP2_HUMAN	tr|A0A3Q0CIN3|A0A3Q0CIN3_MESAU
OG0006442	sp|P49736|MCM2_HUMAN	tr|A0A1U7QCY9|A0A1U7QCY9_MESAU
OG0006443	sp|P62487|RPB7_HUMAN	tr|A0A1U7QYK8|A0A1U7QYK8_MESAU
OG0006444	sp|P63215|GBG3_HUMAN	tr|A0A1U7QDI2|A0A1U7QDI2_MESAU
OG0006445	sp|Q03060|CREM_HUMAN	tr|A0A1U7R0X6|A0A1U7R0X6_MESAU
OG0006446	sp|Q10471|GALT2_HUMAN	tr|A0A1U7Q331|A0A1U7Q331_MESAU
OG0006447	sp|Q15020|SART3_HUMAN	tr|A0A3Q0D5Y7|A0A3Q0D5Y7_MESAU
OG0006448	sp|Q16617|NKG7_HUMAN	tr|A0A1U7R0B4|A0A1U7R0B4_MESAU
OG0006449	sp|Q4KMQ2|ANO6_HUMAN	tr|A0A3Q0CMD0|A0A3Q0CMD0_MESAU
OG0006450	sp|Q5JRV8|T255A_HUMAN	tr|A0A1U7R0I5|A0A1U7R0I5_MESAU
OG0006451	sp|Q5T280|CI114_HUMAN	tr|A0A1U7RBY4|A0A1U7RBY4_MESAU
OG0006452	sp|Q68EM7|RHG17_HUMAN	tr|A0A3Q0CQI7|A0A3Q0CQI7_MESAU
OG0006453	sp|Q6IS24|GLT17_HUMAN	tr|A0A1U7QJZ5|A0A1U7QJZ5_MESAU
OG0006454	sp|Q6J272|F166A_HUMAN	tr|A0A1U7RBL5|A0A1U7RBL5_MESAU
OG0006455	sp|Q6NUK4|REEP3_HUMAN	tr|A0A1U8BQE3|A0A1U8BQE3_MESAU
OG0006456	sp|Q86Y39|NDUAB_HUMAN	tr|A0A1U7QLE0|A0A1U7QLE0_MESAU
OG0006457	sp|Q8N511|TM199_HUMAN	tr|A0A1U7QMJ0|A0A1U7QMJ0_MESAU
OG0006458	sp|Q8ND83|SLAI1_HUMAN	tr|A0A3Q0CQP8|A0A3Q0CQP8_MESAU
OG0006459	sp|Q8NE00|TM104_HUMAN	tr|A0A1U7QLA1|A0A1U7QLA1_MESAU
OG0006460	sp|Q8NET6|CHSTD_HUMAN	tr|A0A1U7QR51|A0A1U7QR51_MESAU
OG0006461	sp|Q8TF76|HASP_HUMAN	tr|A0A3Q0CKU5|A0A3Q0CKU5_MESAU
OG0006462	sp|Q8WV83|S35F5_HUMAN	tr|A0A3Q0D708|A0A3Q0D708_MESAU
OG0006463	sp|Q8WZ55|BSND_HUMAN	tr|A0A1U7QH93|A0A1U7QH93_MESAU
OG0006464	sp|Q96BI1|S22AI_HUMAN	tr|A0A1U8BXH2|A0A1U8BXH2_MESAU
OG0006465	sp|Q96EL1|INKA1_HUMAN	tr|A0A1U7QJ13|A0A1U7QJ13_MESAU
OG0006466	sp|Q96HW7|INT4_HUMAN	tr|A0A3Q0CWT7|A0A3Q0CWT7_MESAU
OG0006467	sp|Q96PB8|LRC3B_HUMAN	tr|A0A1U8C4Q7|A0A1U8C4Q7_MESAU
OG0006468	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A1U7Q8C0|A0A1U7Q8C0_MESAU
OG0006469	sp|Q9BSQ5|CCM2_HUMAN	tr|A0A1U8CNV4|A0A1U8CNV4_MESAU
OG0006470	sp|Q9BTT0|AN32E_HUMAN	tr|A0A1U7QR30|A0A1U7QR30_MESAU
OG0006471	sp|Q9BWH6|RPAP1_HUMAN	tr|A0A1U8CPR7|A0A1U8CPR7_MESAU
OG0006472	sp|Q9BX68|HINT2_HUMAN	tr|A0A1U7R136|A0A1U7R136_MESAU
OG0006473	sp|Q9BYH1|SE6L1_HUMAN	tr|A0A1U8C706|A0A1U8C706_MESAU
OG0006474	sp|Q9C0B2|CFA74_HUMAN	tr|A0A3Q0D4M7|A0A3Q0D4M7_MESAU
OG0006475	sp|Q9H0I3|CC113_HUMAN	tr|A0A1U7R0U4|A0A1U7R0U4_MESAU
OG0006476	sp|Q9H425|CA198_HUMAN	tr|A0A1U7Q713|A0A1U7Q713_MESAU
OG0006477	sp|Q9HAB8|PPCS_HUMAN	tr|A0A1U7RH39|A0A1U7RH39_MESAU
OG0006478	sp|Q9NPB6|PAR6A_HUMAN	tr|A0A1U7QWR9|A0A1U7QWR9_MESAU
OG0006479	sp|Q9NVV4|PAPD1_HUMAN	tr|A0A1U7RBD3|A0A1U7RBD3_MESAU
OG0006480	sp|Q9NXE8|CWC25_HUMAN	tr|A0A3Q0CZE1|A0A3Q0CZE1_MESAU
OG0006481	sp|Q9NYG5|APC11_HUMAN	tr|A0A3Q0CPP7|A0A3Q0CPP7_MESAU
OG0006482	sp|Q9UKA2|FBXL4_HUMAN	tr|A0A3Q0CIL9|A0A3Q0CIL9_MESAU
OG0006483	sp|Q9UNX9|KCJ14_HUMAN	tr|A0A3Q0DG71|A0A3Q0DG71_MESAU
OG0006484	sp|Q9Y225|RNF24_HUMAN	tr|A0A1U7Q9H5|A0A1U7Q9H5_MESAU
OG0006485	sp|Q9Y5X3|SNX5_HUMAN	tr|A0A3Q0CPZ2|A0A3Q0CPZ2_MESAU
OG0006486	sp|A0A1B0GVX0|LITAD_HUMAN	tr|A0A3Q0DFT4|A0A3Q0DFT4_MESAU
OG0006487	sp|A6NDG6|PGP_HUMAN	tr|A0A1U7R615|A0A1U7R615_MESAU
OG0006488	sp|O14569|C56D2_HUMAN	tr|A0A1U7QX49|A0A1U7QX49_MESAU
OG0006489	sp|O14593|RFXK_HUMAN	tr|A0A1U8CMW5|A0A1U8CMW5_MESAU
OG0006490	sp|O75438|NDUB1_HUMAN	tr|A0A3Q0CH57|A0A3Q0CH57_MESAU
OG0006491	sp|O94933|SLIK3_HUMAN	tr|A0A1U7QCJ0|A0A1U7QCJ0_MESAU
OG0006492	sp|P00751|CFAB_HUMAN	tr|A0A1U7RGK9|A0A1U7RGK9_MESAU
OG0006493	sp|P19237|TNNI1_HUMAN	tr|A0A3Q0CVW1|A0A3Q0CVW1_MESAU
OG0006494	sp|P20309|ACM3_HUMAN	tr|A0A1U8BVL9|A0A1U8BVL9_MESAU
OG0006495	sp|P21246|PTN_HUMAN	tr|A0A1U7R9G9|A0A1U7R9G9_MESAU
OG0006496	sp|P21554|CNR1_HUMAN	tr|A0A1U7QKI3|A0A1U7QKI3_MESAU
OG0006497	sp|P26678|PPLA_HUMAN	tr|A0A1U8BV97|A0A1U8BV97_MESAU
OG0006498	sp|P27544|CERS1_HUMAN	tr|A0A1U7R2L6|A0A1U7R2L6_MESAU
OG0006499	sp|P34741|SDC2_HUMAN	tr|A0A1U7QTG9|A0A1U7QTG9_MESAU
OG0006500	sp|P52954|LBX1_HUMAN	tr|A0A3Q0CRT5|A0A3Q0CRT5_MESAU
OG0006501	sp|P57087|JAM2_HUMAN	tr|A0A1U8BWP6|A0A1U8BWP6_MESAU
OG0006502	sp|P78540|ARGI2_HUMAN	tr|A0A1U7Q8F9|A0A1U7Q8F9_MESAU
OG0006503	sp|P78560|CRADD_HUMAN	tr|A0A1U8BJP9|A0A1U8BJP9_MESAU
OG0006504	sp|Q13541|4EBP1_HUMAN	tr|A0A1U7QFP7|A0A1U7QFP7_MESAU
OG0006505	sp|Q16236|NF2L2_HUMAN	tr|A0A1U7QFW3|A0A1U7QFW3_MESAU
OG0006506	sp|Q16773|KAT1_HUMAN	tr|A0A1U8CY46|A0A1U8CY46_MESAU
OG0006507	sp|Q3C1V1|CK091_HUMAN	tr|A0A1U7Q359|A0A1U7Q359_MESAU
OG0006508	sp|Q4VC31|MIX23_HUMAN	tr|A0A3Q0CSJ2|A0A3Q0CSJ2_MESAU
OG0006509	sp|Q58DX5|NADL2_HUMAN	tr|A0A1U8D2S9|A0A1U8D2S9_MESAU
OG0006510	sp|Q5TIE3|VW5B1_HUMAN	tr|A0A3Q0D7U8|A0A3Q0D7U8_MESAU
OG0006511	sp|Q5VUE5|CA053_HUMAN	tr|A0A1U7QUT1|A0A1U7QUT1_MESAU
OG0006512	sp|Q6IQ21|ZN770_HUMAN	tr|A0A1U7QCJ2|A0A1U7QCJ2_MESAU
OG0006513	sp|Q6UY01|LRC31_HUMAN	tr|A0A3Q0CPD6|A0A3Q0CPD6_MESAU
OG0006514	sp|Q70IA8|MOB3C_HUMAN	tr|A0A3Q0CN69|A0A3Q0CN69_MESAU
OG0006515	sp|Q7Z7L9|ZSCA2_HUMAN	tr|A0A1U7QZD7|A0A1U7QZD7_MESAU
OG0006516	sp|Q8IXK2|GLT12_HUMAN	tr|A0A1U7R3P0|A0A1U7R3P0_MESAU
OG0006517	sp|Q8N143|BCL6B_HUMAN	tr|A0A1U7Q452|A0A1U7Q452_MESAU
OG0006518	sp|Q8N1A6|CD033_HUMAN	tr|A0A1U8BY84|A0A1U8BY84_MESAU
OG0006519	sp|Q8N1E6|FXL14_HUMAN	tr|A0A1U8CR82|A0A1U8CR82_MESAU
OG0006520	sp|Q8N443|RIBC1_HUMAN	tr|A0A1U7RCM0|A0A1U7RCM0_MESAU
OG0006521	sp|Q8N699|MYCT1_HUMAN	tr|A0A1U7Q6Q3|A0A1U7Q6Q3_MESAU
OG0006522	sp|Q8NEV9|IL27A_HUMAN	tr|A0A1U7RJW1|A0A1U7RJW1_MESAU
OG0006523	sp|Q8NHX4|SPTA3_HUMAN	tr|A0A1U7QWN0|A0A1U7QWN0_MESAU
OG0006524	sp|Q8TB61|S35B2_HUMAN	tr|A0A1U7QSW1|A0A1U7QSW1_MESAU
OG0006525	sp|Q8TEA7|TBCK_HUMAN	tr|A0A3Q0D936|A0A3Q0D936_MESAU
OG0006526	sp|Q8WVV4|POF1B_HUMAN	tr|A0A1U8CFI8|A0A1U8CFI8_MESAU
OG0006527	sp|Q8WWF5|ZNRF4_HUMAN	tr|A0A1U7QUY1|A0A1U7QUY1_MESAU
OG0006528	sp|Q92585|MAML1_HUMAN	tr|A0A1U7Q7K0|A0A1U7Q7K0_MESAU
OG0006529	sp|Q92750|TAF4B_HUMAN	tr|A0A3Q0DCP9|A0A3Q0DCP9_MESAU
OG0006530	sp|Q969G2|LHX4_HUMAN	tr|A0A1U8C1S6|A0A1U8C1S6_MESAU
OG0006531	sp|Q96CD0|FBXL8_HUMAN	tr|A0A1U8CBS5|A0A1U8CBS5_MESAU
OG0006532	sp|Q96PZ0|PUS7_HUMAN	tr|A0A1U7R752|A0A1U7R752_MESAU
OG0006533	sp|Q96S38|KS6C1_HUMAN	tr|A0A1U7QNU0|A0A1U7QNU0_MESAU
OG0006534	sp|Q9BRP7|FDXA1_HUMAN	tr|A0A1U7Q599|A0A1U7Q599_MESAU
OG0006535	sp|Q9BZV3|IMPG2_HUMAN	tr|A0A1U7QIV8|A0A1U7QIV8_MESAU
OG0006536	sp|Q9H0E3|SP130_HUMAN	tr|A0A1U8CWP2|A0A1U8CWP2_MESAU
OG0006537	sp|Q9H1K0|RBNS5_HUMAN	tr|A0A1U7QCW0|A0A1U7QCW0_MESAU
OG0006538	sp|Q9H6Y5|MAGIX_HUMAN	tr|A0A1U7RDV6|A0A1U7RDV6_MESAU
OG0006539	sp|Q9HBX8|LGR6_HUMAN	tr|A0A1U7QGH1|A0A1U7QGH1_MESAU
OG0006540	sp|Q9NQX7|ITM2C_HUMAN	tr|A0A1U8CPX2|A0A1U8CPX2_MESAU
OG0006541	sp|Q9NTG7|SIR3_HUMAN	tr|A0A1U7Q6K7|A0A1U7Q6K7_MESAU
OG0006542	sp|Q9NVU0|RPC5_HUMAN	tr|A0A1U7QEL9|A0A1U7QEL9_MESAU
OG0006543	sp|Q9P299|COPZ2_HUMAN	tr|A0A3Q0CV19|A0A3Q0CV19_MESAU
OG0006544	sp|Q9UBC0|HNF6_HUMAN	tr|A0A1U8BZK9|A0A1U8BZK9_MESAU
OG0006545	sp|Q9UHC1|MLH3_HUMAN	tr|A0A3Q0CFF4|A0A3Q0CFF4_MESAU
OG0006546	sp|Q9Y223|GLCNE_HUMAN	tr|A0A1U7QTI2|A0A1U7QTI2_MESAU
OG0006547	sp|Q9Y3P4|RHBD3_HUMAN	tr|A0A1U8BWM4|A0A1U8BWM4_MESAU
OG0006548	sp|Q9Y4C4|MFHA1_HUMAN	tr|A0A1U7RJA4|A0A1U7RJA4_MESAU
OG0006549	sp|Q9Y5K1|SPO11_HUMAN	tr|A0A1U7QWD8|A0A1U7QWD8_MESAU
OG0006550	sp|A8MYP8|ODF3B_HUMAN	tr|A0A1U8BGF5|A0A1U8BGF5_MESAU
OG0006551	sp|O00258|GET1_HUMAN	tr|A0A1U7QVC6|A0A1U7QVC6_MESAU
OG0006552	sp|O14492|SH2B2_HUMAN	tr|A0A1U7QJV5|A0A1U7QJV5_MESAU
OG0006553	sp|O15440|MRP5_HUMAN	tr|A0A1U7QRW3|A0A1U7QRW3_MESAU
OG0006554	sp|O43402|EMC8_HUMAN	tr|A0A1U7QRI7|A0A1U7QRI7_MESAU
OG0006555	sp|O43497|CAC1G_HUMAN	tr|A0A3Q0CUX6|A0A3Q0CUX6_MESAU
OG0006556	sp|O43586|PPIP1_HUMAN	tr|A0A3Q0CP96|A0A3Q0CP96_MESAU
OG0006557	sp|O75151|PHF2_HUMAN	tr|A0A1U8BFL8|A0A1U8BFL8_MESAU
OG0006558	sp|O75493|CAH11_HUMAN	tr|A0A1U8CV21|A0A1U8CV21_MESAU
OG0006559	sp|O95372|LYPA2_HUMAN	tr|A0A1U7R588|A0A1U7R588_MESAU
OG0006560	sp|P01584|IL1B_HUMAN	tr|A0A1U7Q9G0|A0A1U7Q9G0_MESAU
OG0006561	sp|P07108|ACBP_HUMAN	tr|A0A1U7QBI0|A0A1U7QBI0_MESAU
OG0006562	sp|P09936|UCHL1_HUMAN	tr|A0A1U7QI27|A0A1U7QI27_MESAU
OG0006563	sp|P21815|SIAL_HUMAN	tr|P70113|P70113_MESAU
OG0006564	sp|P31944|CASPE_HUMAN	tr|A0A1U7R8Q1|A0A1U7R8Q1_MESAU
OG0006565	sp|P48357|LEPR_HUMAN	tr|A0A1U7R3E9|A0A1U7R3E9_MESAU
OG0006566	sp|P49327|FAS_HUMAN	tr|A0A1U7QAS8|A0A1U7QAS8_MESAU
OG0006567	sp|P50549|ETV1_HUMAN	tr|A0A3Q0CVF4|A0A3Q0CVF4_MESAU
OG0006568	sp|P50607|TUB_HUMAN	tr|A0A1U7QBW1|A0A1U7QBW1_MESAU
OG0006569	sp|P59827|BPIB4_HUMAN	tr|A0A1U7RCX5|A0A1U7RCX5_MESAU
OG0006570	sp|P82914|RT15_HUMAN	tr|A0A1U7QRB0|A0A1U7QRB0_MESAU
OG0006571	sp|Q01638|ILRL1_HUMAN	tr|A0A1U8CAG5|A0A1U8CAG5_MESAU
OG0006572	sp|Q0GE19|NTCP7_HUMAN	tr|A0A1U7QF95|A0A1U7QF95_MESAU
OG0006573	sp|Q15126|PMVK_HUMAN	tr|A0A3Q0D7Z1|A0A3Q0D7Z1_MESAU
OG0006574	sp|Q15645|PCH2_HUMAN	tr|A0A1U8CUT3|A0A1U8CUT3_MESAU
OG0006575	sp|Q15746|MYLK_HUMAN	tr|A0A1U7QRM9|A0A1U7QRM9_MESAU
OG0006576	sp|Q16445|GBRA6_HUMAN	tr|A0A1U7QPP4|A0A1U7QPP4_MESAU
OG0006577	sp|Q16620|NTRK2_HUMAN	tr|A0A1U7R335|A0A1U7R335_MESAU
OG0006578	sp|Q4VC12|MSS51_HUMAN	tr|A0A1U7R8V5|A0A1U7R8V5_MESAU
OG0006579	sp|Q5SWA1|PR15B_HUMAN	tr|A0A1U8C6G8|A0A1U8C6G8_MESAU
OG0006580	sp|Q5T1M5|FKB15_HUMAN	tr|A0A1U7QM86|A0A1U7QM86_MESAU
OG0006581	sp|Q6NXE6|ARMC6_HUMAN	tr|A0A1U8CMW1|A0A1U8CMW1_MESAU
OG0006582	sp|Q7Z3B3|KANL1_HUMAN	tr|A0A3Q0CRZ1|A0A3Q0CRZ1_MESAU
OG0006583	sp|Q86TL2|STIMA_HUMAN	tr|A0A1U8CKU4|A0A1U8CKU4_MESAU
OG0006584	sp|Q86TS9|RM52_HUMAN	tr|A0A1U8CY85|A0A1U8CY85_MESAU
OG0006585	sp|Q86Y56|DAAF5_HUMAN	tr|A0A1U7QJ67|A0A1U7QJ67_MESAU
OG0006586	sp|Q8IUM7|NPAS4_HUMAN	tr|A0A1U7Q2V3|A0A1U7Q2V3_MESAU
OG0006587	sp|Q8IUX7|AEBP1_HUMAN	tr|A0A3Q0CF57|A0A3Q0CF57_MESAU
OG0006588	sp|Q8IYX8|CE57L_HUMAN	tr|A0A1U7QUF3|A0A1U7QUF3_MESAU
OG0006589	sp|Q8IZ41|RASEF_HUMAN	tr|A0A3Q0CYI5|A0A3Q0CYI5_MESAU
OG0006590	sp|Q8N2M4|TM86A_HUMAN	tr|A0A1U7QX63|A0A1U7QX63_MESAU
OG0006591	sp|Q8N4Q0|PTGR3_HUMAN	tr|A0A1U7QG90|A0A1U7QG90_MESAU
OG0006592	sp|Q8NG66|NEK11_HUMAN	tr|A0A3Q0CZH5|A0A3Q0CZH5_MESAU
OG0006593	sp|Q8TCU4|ALMS1_HUMAN	tr|A0A3Q0CRR1|A0A3Q0CRR1_MESAU
OG0006594	sp|Q8TE49|OTU7A_HUMAN	tr|A0A3Q0DEI4|A0A3Q0DEI4_MESAU
OG0006595	sp|Q8TEH3|DEN1A_HUMAN	tr|A0A3Q0DAX5|A0A3Q0DAX5_MESAU
OG0006596	sp|Q92839|HYAS1_HUMAN	tr|A0A3Q0CDU9|A0A3Q0CDU9_MESAU
OG0006597	sp|Q93075|TATD2_HUMAN	tr|A0A1U8BEN9|A0A1U8BEN9_MESAU
OG0006598	sp|Q96AV8|E2F7_HUMAN	tr|A0A1U7Q8W3|A0A1U7Q8W3_MESAU
OG0006599	sp|Q96FZ2|HMCES_HUMAN	tr|A0A1U7QCU1|A0A1U7QCU1_MESAU
OG0006600	sp|Q96HH6|TMM19_HUMAN	tr|A0A3Q0D8F3|A0A3Q0D8F3_MESAU
OG0006601	sp|Q96JB6|LOXL4_HUMAN	tr|A0A1U7Q2P4|A0A1U7Q2P4_MESAU
OG0006602	sp|Q96LR7|CB050_HUMAN	tr|A0A1U7RDP0|A0A1U7RDP0_MESAU
OG0006603	sp|Q96PN7|TREF1_HUMAN	tr|A0A1U8C4Q8|A0A1U8C4Q8_MESAU
OG0006604	sp|Q96SF7|TBX15_HUMAN	tr|A0A1U7R7P0|A0A1U7R7P0_MESAU
OG0006605	sp|Q9BTL4|IER2_HUMAN	tr|A0A1U8CT20|A0A1U8CT20_MESAU
OG0006606	sp|Q9BX40|LS14B_HUMAN	tr|A0A3Q0CXG4|A0A3Q0CXG4_MESAU
OG0006607	sp|Q9BXA5|SUCR1_HUMAN	tr|A0A1U8C4Q9|A0A1U8C4Q9_MESAU
OG0006608	sp|Q9BXT2|CCG6_HUMAN	tr|A0A1U7R290|A0A1U7R290_MESAU
OG0006609	sp|Q9H2V7|SPNS1_HUMAN	tr|A0A1U7Q589|A0A1U7Q589_MESAU
OG0006610	sp|Q9H756|LRC19_HUMAN	tr|A0A3Q0CS71|A0A3Q0CS71_MESAU
OG0006611	sp|Q9HA65|TBC17_HUMAN	tr|A0A3Q0DGH4|A0A3Q0DGH4_MESAU
OG0006612	sp|Q9P278|FNIP2_HUMAN	tr|A0A1U8C491|A0A1U8C491_MESAU
OG0006613	sp|Q9UFF9|CNOT8_HUMAN	tr|A0A3Q0CNC3|A0A3Q0CNC3_MESAU
OG0006614	sp|Q9UI10|EI2BD_HUMAN	tr|A0A1U8C780|A0A1U8C780_MESAU
OG0006615	sp|Q9UI95|MD2L2_HUMAN	tr|A0A3Q0D5X8|A0A3Q0D5X8_MESAU
