Orthogroup	Homo_sapiens	Erinaceus_europaeus
OG0009005	sp|Q9Y5N5|N6MT1_HUMAN	tr|A0A1S3A360|A0A1S3A360_ERIEU
OG0009006	sp|Q9Y2D2|S35A3_HUMAN	tr|A0A1S3A389|A0A1S3A389_ERIEU
OG0009007	sp|Q9UBR2|CATZ_HUMAN	tr|A0A1S3A4R8|A0A1S3A4R8_ERIEU
OG0009008	sp|Q9NUJ3|T11L1_HUMAN	tr|A0A1S3A6M6|A0A1S3A6M6_ERIEU
OG0009009	sp|Q6E213|AWAT2_HUMAN	tr|A0A1S3A802|A0A1S3A802_ERIEU
OG0009010	sp|P0C7P0|CISD3_HUMAN	tr|A0A1S3A8G7|A0A1S3A8G7_ERIEU
OG0009011	sp|Q8N144|CXD3_HUMAN	tr|A0A1S3A8N2|A0A1S3A8N2_ERIEU
OG0009012	sp|Q8N3L3|TXLNB_HUMAN	tr|A0A1S3A9L1|A0A1S3A9L1_ERIEU
OG0009013	sp|O60725|ICMT_HUMAN	tr|A0A1S3AC95|A0A1S3AC95_ERIEU
OG0009014	sp|Q9NY12|GAR1_HUMAN	tr|A0A1S3AGA6|A0A1S3AGA6_ERIEU
OG0009015	sp|Q86SG2|ANR23_HUMAN	tr|A0A1S3AIW1|A0A1S3AIW1_ERIEU
OG0009016	sp|Q9UIF8|BAZ2B_HUMAN	tr|A0A1S3AK55|A0A1S3AK55_ERIEU
OG0009017	sp|Q9UL46|PSME2_HUMAN	tr|A0A1S3AKI7|A0A1S3AKI7_ERIEU
OG0009018	sp|Q96S82|UBL7_HUMAN	tr|A0A1S3ALJ6|A0A1S3ALJ6_ERIEU
OG0009019	sp|Q8N441|FGRL1_HUMAN	tr|A0A1S3AMX4|A0A1S3AMX4_ERIEU
OG0009020	sp|Q9NP50|SHCAF_HUMAN	tr|A0A1S3AN91|A0A1S3AN91_ERIEU
OG0009021	sp|Q14872|MTF1_HUMAN	tr|A0A1S3ANT4|A0A1S3ANT4_ERIEU
OG0009022	sp|O95789|ZMYM6_HUMAN	tr|A0A1S3AQU1|A0A1S3AQU1_ERIEU
OG0009023	sp|Q9HAP2|MLXIP_HUMAN	tr|A0A1S3ASU5|A0A1S3ASU5_ERIEU
OG0009024	sp|A2RU67|F234B_HUMAN	tr|A0A1S3W2L8|A0A1S3W2L8_ERIEU
OG0009025	sp|Q13443|ADAM9_HUMAN	tr|A0A1S3W316|A0A1S3W316_ERIEU
OG0009026	sp|Q8IZN3|ZDH14_HUMAN	tr|A0A1S3W3I7|A0A1S3W3I7_ERIEU
OG0009027	sp|Q9BU64|CENPO_HUMAN	tr|A0A1S3W4L4|A0A1S3W4L4_ERIEU
OG0009028	sp|P16442|BGAT_HUMAN	tr|A0A1S3W8S2|A0A1S3W8S2_ERIEU
OG0009029	sp|O00515|LAD1_HUMAN	tr|A0A1S3WA26|A0A1S3WA26_ERIEU
OG0009030	sp|Q8N6W0|CELF5_HUMAN	tr|A0A1S3WDL9|A0A1S3WDL9_ERIEU
OG0009031	sp|Q6UWY2|PRS57_HUMAN	tr|A0A1S3WE31|A0A1S3WE31_ERIEU
OG0009032	sp|Q6PJT7|ZC3HE_HUMAN	tr|A0A1S3WGB8|A0A1S3WGB8_ERIEU
OG0009033	sp|P13598|ICAM2_HUMAN	tr|A0A1S3WHF7|A0A1S3WHF7_ERIEU
OG0009034	sp|Q8N841|TTLL6_HUMAN	tr|A0A1S3WK46|A0A1S3WK46_ERIEU
OG0009035	sp|Q2KHR3|QSER1_HUMAN	tr|A0A1S3WK81|A0A1S3WK81_ERIEU
OG0009036	sp|Q6EMB2|TTLL5_HUMAN	tr|A0A1S3WK87|A0A1S3WK87_ERIEU
OG0009037	sp|O95169|NDUB8_HUMAN	tr|A0A1S3WKH0|A0A1S3WKH0_ERIEU
OG0009038	sp|Q93063|EXT2_HUMAN	tr|A0A1S3WM32|A0A1S3WM32_ERIEU
OG0009039	sp|Q09019|DMWD_HUMAN	tr|A0A1S3WMR3|A0A1S3WMR3_ERIEU
OG0009040	sp|Q5VWI1|TCRGL_HUMAN	tr|A0A1S3WPH1|A0A1S3WPH1_ERIEU
OG0009041	sp|Q15120|PDK3_HUMAN	tr|A0A1S3WQ71|A0A1S3WQ71_ERIEU
OG0009042	sp|Q96T52|IMP2L_HUMAN	tr|A0A1S2ZA20|A0A1S2ZA20_ERIEU
OG0009043	sp|Q02297|NRG1_HUMAN	tr|A0A1S2ZAD7|A0A1S2ZAD7_ERIEU
OG0009044	sp|P04233|HG2A_HUMAN	tr|A0A1S2ZAR4|A0A1S2ZAR4_ERIEU
OG0009045	sp|Q9NVU0|RPC5_HUMAN	tr|A0A1S2ZB22|A0A1S2ZB22_ERIEU
OG0009046	sp|O60934|NBN_HUMAN	tr|A0A1S2ZCU0|A0A1S2ZCU0_ERIEU
OG0009047	sp|A6NML5|TM212_HUMAN	tr|A0A1S2ZF66|A0A1S2ZF66_ERIEU
OG0009048	sp|P52943|CRIP2_HUMAN	tr|A0A1S2ZF67|A0A1S2ZF67_ERIEU
OG0009049	sp|Q14919|NC2A_HUMAN	tr|A0A1S2ZFR2|A0A1S2ZFR2_ERIEU
OG0009050	sp|Q8IY34|S15A3_HUMAN	tr|A0A1S2ZI46|A0A1S2ZI46_ERIEU
OG0009051	sp|Q03701|CEBPZ_HUMAN	tr|A0A1S2ZL43|A0A1S2ZL43_ERIEU
OG0009052	sp|O95166|GBRAP_HUMAN	tr|A0A1S2ZMY5|A0A1S2ZMY5_ERIEU
OG0009053	sp|O43933|PEX1_HUMAN	tr|A0A1S2ZPH4|A0A1S2ZPH4_ERIEU
OG0009054	sp|P09758|TACD2_HUMAN	tr|A0A1S2ZQ03|A0A1S2ZQ03_ERIEU
OG0009055	sp|Q9H788|SH24A_HUMAN	tr|A0A1S2ZQ27|A0A1S2ZQ27_ERIEU
OG0009056	sp|O75312|ZPR1_HUMAN	tr|A0A1S2ZQP2|A0A1S2ZQP2_ERIEU
OG0009057	sp|Q502W7|CCD38_HUMAN	tr|A0A1S2ZR41|A0A1S2ZR41_ERIEU
OG0009058	sp|O95886|DLGP3_HUMAN	tr|A0A1S2ZR77|A0A1S2ZR77_ERIEU
OG0009059	sp|B8ZZ34|SHSA8_HUMAN	tr|A0A1S2ZRQ0|A0A1S2ZRQ0_ERIEU
OG0009060	sp|Q9NR63|CP26B_HUMAN	tr|A0A1S2ZS73|A0A1S2ZS73_ERIEU
OG0009061	sp|Q9P258|RCC2_HUMAN	tr|A0A1S2ZSC6|A0A1S2ZSC6_ERIEU
OG0009062	sp|P26998|CRBB3_HUMAN	tr|A0A1S2ZVM4|A0A1S2ZVM4_ERIEU
OG0009063	sp|P01583|IL1A_HUMAN	tr|A0A1S2ZW61|A0A1S2ZW61_ERIEU
OG0009064	sp|P05161|ISG15_HUMAN	tr|A0A1S2ZWT3|A0A1S2ZWT3_ERIEU
OG0009065	sp|Q92783|STAM1_HUMAN	tr|A0A1S2ZXW0|A0A1S2ZXW0_ERIEU
OG0009066	sp|Q8TC29|ENKUR_HUMAN	tr|A0A1S2ZYH7|A0A1S2ZYH7_ERIEU
OG0009067	sp|Q13586|STIM1_HUMAN	tr|A0A1S3A0S6|A0A1S3A0S6_ERIEU
OG0009068	sp|Q15459|SF3A1_HUMAN	tr|A0A1S3A4R2|A0A1S3A4R2_ERIEU
OG0009069	sp|P02679|FIBG_HUMAN	tr|A0A1S3A567|A0A1S3A567_ERIEU
OG0009070	sp|Q15493|RGN_HUMAN	tr|A0A1S3A5F4|A0A1S3A5F4_ERIEU
OG0009071	sp|P24666|PPAC_HUMAN	tr|A0A1S3A5Z2|A0A1S3A5Z2_ERIEU
OG0009072	sp|Q5PSV4|BRM1L_HUMAN	tr|A0A1S3A6U5|A0A1S3A6U5_ERIEU
OG0009073	sp|Q13308|PTK7_HUMAN	tr|A0A1S3A7B1|A0A1S3A7B1_ERIEU
OG0009074	sp|P40855|PEX19_HUMAN	tr|A0A1S3A7J0|A0A1S3A7J0_ERIEU
OG0009075	sp|Q99489|OXDD_HUMAN	tr|A0A1S3A920|A0A1S3A920_ERIEU
OG0009076	sp|Q9NZW4|DSPP_HUMAN	tr|A0A1S3A992|A0A1S3A992_ERIEU
OG0009077	sp|Q9Y2B5|VP9D1_HUMAN	tr|A0A1S3AA62|A0A1S3AA62_ERIEU
OG0009078	sp|Q96NL0|RUN3B_HUMAN	tr|A0A1S3AAG4|A0A1S3AAG4_ERIEU
OG0009079	sp|P49773|HINT1_HUMAN	tr|A0A1S3ABU6|A0A1S3ABU6_ERIEU
OG0009080	sp|P20366|TKN1_HUMAN	tr|A0A1S3AC47|A0A1S3AC47_ERIEU
OG0009081	sp|Q8WXF0|SRS12_HUMAN	tr|A0A1S3AE60|A0A1S3AE60_ERIEU
OG0009082	sp|Q5BKX6|S45A4_HUMAN	tr|A0A1S3AHK0|A0A1S3AHK0_ERIEU
OG0009083	sp|Q8N661|TM86B_HUMAN	tr|A0A1S3AHK6|A0A1S3AHK6_ERIEU
OG0009084	sp|Q99437|VATO_HUMAN	tr|A0A1S3AI80|A0A1S3AI80_ERIEU
OG0009085	sp|Q9H0X9|OSBL5_HUMAN	tr|A0A1S3AJ56|A0A1S3AJ56_ERIEU
OG0009086	sp|Q01780|EXOSX_HUMAN	tr|A0A1S3AJK1|A0A1S3AJK1_ERIEU
OG0009087	sp|Q9BVT8|TMUB1_HUMAN	tr|A0A1S3AL66|A0A1S3AL66_ERIEU
OG0009088	sp|P59942|MCCD1_HUMAN	tr|A0A1S3ALM0|A0A1S3ALM0_ERIEU
OG0009089	sp|P58546|MTPN_HUMAN	tr|A0A1S3ALX4|A0A1S3ALX4_ERIEU
OG0009090	sp|Q8TAE8|G45IP_HUMAN	tr|A0A1S3AR25|A0A1S3AR25_ERIEU
OG0009091	sp|Q9BZZ2|SN_HUMAN	tr|A0A1S3ARS6|A0A1S3ARS6_ERIEU
OG0009092	sp|A6NE52|WDR97_HUMAN	tr|A0A1S3W2C9|A0A1S3W2C9_ERIEU
OG0009093	sp|Q8TE58|ATS15_HUMAN	tr|A0A1S3W3K0|A0A1S3W3K0_ERIEU
OG0009094	sp|Q96M60|F227B_HUMAN	tr|A0A1S3W446|A0A1S3W446_ERIEU
OG0009095	sp|Q8N1G2|CMTR1_HUMAN	tr|A0A1S3W4D8|A0A1S3W4D8_ERIEU
OG0009096	sp|Q96BT3|CENPT_HUMAN	tr|A0A1S3W4L5|A0A1S3W4L5_ERIEU
OG0009097	sp|P15502|ELN_HUMAN	tr|A0A1S3W547|A0A1S3W547_ERIEU
OG0009098	sp|O75387|LAT3_HUMAN	tr|A0A1S3W6Y1|A0A1S3W6Y1_ERIEU
OG0009099	sp|Q99504|EYA3_HUMAN	tr|A0A1S3WB65|A0A1S3WB65_ERIEU
OG0009100	sp|Q4U2R8|S22A6_HUMAN	tr|A0A1S3WFH4|A0A1S3WFH4_ERIEU
OG0009101	sp|Q5S007|LRRK2_HUMAN	tr|A0A1S3WM38|A0A1S3WM38_ERIEU
OG0009102	sp|P42701|I12R1_HUMAN	tr|A0A1S3WP75|A0A1S3WP75_ERIEU
OG0009103	sp|Q6ZRH7|CTSRG_HUMAN	tr|A0A1S3WQH0|A0A1S3WQH0_ERIEU
OG0009104	sp|Q9UBQ5|EIF3K_HUMAN	tr|A0A1S3WQN1|A0A1S3WQN1_ERIEU
OG0009105	sp|Q8WZA0|LZIC_HUMAN	tr|A0A1S3WSB8|A0A1S3WSB8_ERIEU
OG0009106	sp|Q9NUB1|ACS2L_HUMAN	tr|A0A1S3WSJ0|A0A1S3WSJ0_ERIEU
OG0009107	sp|Q9NZP8|C1RL_HUMAN	tr|A0A1S3WSV4|A0A1S3WSV4_ERIEU
OG0009108	sp|Q9H0C8|ILKAP_HUMAN	tr|A0A1S3WTM1|A0A1S3WTM1_ERIEU
OG0009109	sp|A6NGA9|TM202_HUMAN	tr|A0A1S3WUK9|A0A1S3WUK9_ERIEU
OG0009110	sp|Q9NYG5|APC11_HUMAN	tr|A0A1S3WVE0|A0A1S3WVE0_ERIEU
OG0009111	sp|Q63HN8|RN213_HUMAN	tr|A0A1S3WVW2|A0A1S3WVW2_ERIEU
OG0009112	sp|Q8N1W2|ZN710_HUMAN	tr|A0A1S2Z9W5|A0A1S2Z9W5_ERIEU
OG0009113	sp|Q13393|PLD1_HUMAN	tr|A0A1S2ZE28|A0A1S2ZE28_ERIEU
OG0009114	sp|P31274|HXC9_HUMAN	tr|A0A1S2ZEN7|A0A1S2ZEN7_ERIEU
OG0009115	sp|P56202|CATW_HUMAN	tr|A0A1S2ZG17|A0A1S2ZG17_ERIEU
OG0009116	sp|Q9NY99|SNTG2_HUMAN	tr|A0A1S2ZGH1|A0A1S2ZGH1_ERIEU
OG0009117	sp|P51948|MAT1_HUMAN	tr|A0A1S2ZH83|A0A1S2ZH83_ERIEU
OG0009118	sp|P45452|MMP13_HUMAN	tr|A0A1S2ZKB2|A0A1S2ZKB2_ERIEU
OG0009119	sp|Q96DN5|TBC31_HUMAN	tr|A0A1S2ZKR5|A0A1S2ZKR5_ERIEU
OG0009120	sp|Q8WXD5|GEMI6_HUMAN	tr|A0A1S2ZL65|A0A1S2ZL65_ERIEU
OG0009121	sp|Q8N5S9|KKCC1_HUMAN	tr|A0A1S2ZL94|A0A1S2ZL94_ERIEU
OG0009122	sp|P42331|RHG25_HUMAN	tr|A0A1S2ZLR6|A0A1S2ZLR6_ERIEU
OG0009123	sp|Q14774|HLX_HUMAN	tr|A0A1S2ZLX0|A0A1S2ZLX0_ERIEU
OG0009124	sp|P32238|CCKAR_HUMAN	tr|A0A1S2ZM26|A0A1S2ZM26_ERIEU
OG0009125	sp|Q8WYR1|PI3R5_HUMAN	tr|A0A1S2ZPN0|A0A1S2ZPN0_ERIEU
OG0009126	sp|Q96E52|OMA1_HUMAN	tr|A0A1S2ZQ06|A0A1S2ZQ06_ERIEU
OG0009127	sp|Q9H093|NUAK2_HUMAN	tr|A0A1S2ZR03|A0A1S2ZR03_ERIEU
OG0009128	sp|Q9H227|GBA3_HUMAN	tr|A0A1S2ZSM7|A0A1S2ZSM7_ERIEU
OG0009129	sp|Q96FL9|GLT14_HUMAN	tr|A0A1S2ZSN6|A0A1S2ZSN6_ERIEU
OG0009130	sp|Q8IXQ5|KLHL7_HUMAN	tr|A0A1S2ZSS7|A0A1S2ZSS7_ERIEU
OG0009131	sp|P51884|LUM_HUMAN	tr|A0A1S2ZTG8|A0A1S2ZTG8_ERIEU
OG0009132	sp|Q9H3Q1|BORG4_HUMAN	tr|A0A1S2ZU62|A0A1S2ZU62_ERIEU
OG0009133	sp|Q5VT97|SYDE2_HUMAN	tr|A0A1S2ZUM8|A0A1S2ZUM8_ERIEU
OG0009134	sp|Q494U1|PKHN1_HUMAN	tr|A0A1S2ZWT8|A0A1S2ZWT8_ERIEU
OG0009135	sp|Q499Z3|SLNL1_HUMAN	tr|A0A1S2ZXQ0|A0A1S2ZXQ0_ERIEU
OG0009136	sp|P13798|ACPH_HUMAN	tr|A0A1S3A064|A0A1S3A064_ERIEU
OG0009137	sp|Q12894|IFRD2_HUMAN	tr|A0A1S3A090|A0A1S3A090_ERIEU
OG0009138	sp|P08686|CP21A_HUMAN	tr|A0A1S3A0N0|A0A1S3A0N0_ERIEU
OG0009139	sp|P25101|EDNRA_HUMAN	tr|A0A1S3A296|A0A1S3A296_ERIEU
OG0009140	sp|Q8WVY7|UBCP1_HUMAN	tr|A0A1S3A3G6|A0A1S3A3G6_ERIEU
OG0009141	sp|Q99593|TBX5_HUMAN	tr|A0A1S3A3U6|A0A1S3A3U6_ERIEU
OG0009142	sp|Q96GA7|SDSL_HUMAN	tr|A0A1S3A4Z7|A0A1S3A4Z7_ERIEU
OG0009143	sp|O95567|CV031_HUMAN	tr|A0A1S3A5K4|A0A1S3A5K4_ERIEU
OG0009144	sp|Q9NYL5|CP39A_HUMAN	tr|A0A1S3A5Q5|A0A1S3A5Q5_ERIEU
OG0009145	sp|Q4J6C6|PPCEL_HUMAN	tr|A0A1S3A644|A0A1S3A644_ERIEU
OG0009146	sp|O15522|NKX28_HUMAN	tr|A0A1S3A6U3|A0A1S3A6U3_ERIEU
OG0009147	sp|A6NDY0|EPAB2_HUMAN	tr|A0A1S3AAD9|A0A1S3AAD9_ERIEU
OG0009148	sp|Q5SQH8|CF136_HUMAN	tr|A0A1S3ABD3|A0A1S3ABD3_ERIEU
OG0009149	sp|Q00839|HNRPU_HUMAN	tr|A0A1S3AGS6|A0A1S3AGS6_ERIEU
OG0009150	sp|P50747|BPL1_HUMAN	tr|A0A1S3AJW3|A0A1S3AJW3_ERIEU
OG0009151	sp|Q9Y6K9|NEMO_HUMAN	tr|A0A1S3AP33|A0A1S3AP33_ERIEU
OG0009152	sp|Q9H3R5|CENPH_HUMAN	tr|A0A1S3AP42|A0A1S3AP42_ERIEU
OG0009153	sp|Q9Y3C5|RNF11_HUMAN	tr|A0A1S3APA4|A0A1S3APA4_ERIEU
OG0009154	sp|P05546|HEP2_HUMAN	tr|A0A1S3APS2|A0A1S3APS2_ERIEU
OG0009155	sp|Q5T4T1|T170B_HUMAN	tr|A0A1S3AQN2|A0A1S3AQN2_ERIEU
OG0009156	sp|Q6P9F0|CCD62_HUMAN	tr|A0A1S3ASC6|A0A1S3ASC6_ERIEU
OG0009157	sp|Q8NC01|CLC1A_HUMAN	tr|A0A1S3W2B9|A0A1S3W2B9_ERIEU
OG0009158	sp|Q9H329|E41LB_HUMAN	tr|A0A1S3W2J7|A0A1S3W2J7_ERIEU
OG0009159	sp|Q9UFB7|ZBT47_HUMAN	tr|A0A1S3W3R5|A0A1S3W3R5_ERIEU
OG0009160	sp|Q2T9K0|TMM44_HUMAN	tr|A0A1S3W4A7|A0A1S3W4A7_ERIEU
OG0009161	sp|O75167|PHAR2_HUMAN	tr|A0A1S3W4U3|A0A1S3W4U3_ERIEU
OG0009162	sp|P06127|CD5_HUMAN	tr|A0A1S3W6V5|A0A1S3W6V5_ERIEU
OG0009163	sp|Q9BQT8|ODC_HUMAN	tr|A0A1S3W984|A0A1S3W984_ERIEU
OG0009164	sp|Q8IXH6|T53I2_HUMAN	tr|A0A1S3WAS9|A0A1S3WAS9_ERIEU
OG0009165	sp|P59998|ARPC4_HUMAN	tr|A0A1S3WB19|A0A1S3WB19_ERIEU
OG0009166	sp|O15079|SNPH_HUMAN	tr|A0A1S3WB52|A0A1S3WB52_ERIEU
OG0009167	sp|A6NDV4|TMM8B_HUMAN	tr|A0A1S3WBN4|A0A1S3WBN4_ERIEU
OG0009168	sp|Q9P260|RELCH_HUMAN	tr|A0A1S3WCX0|A0A1S3WCX0_ERIEU
OG0009169	sp|Q4KMQ2|ANO6_HUMAN	tr|A0A1S3WDG7|A0A1S3WDG7_ERIEU
OG0009170	sp|O15533|TPSN_HUMAN	tr|A0A1S3WH72|A0A1S3WH72_ERIEU
OG0009171	sp|P31431|SDC4_HUMAN	tr|A0A1S3WL58|A0A1S3WL58_ERIEU
OG0009172	sp|Q687X5|STEA4_HUMAN	tr|A0A1S3WMF6|A0A1S3WMF6_ERIEU
OG0009173	sp|P62318|SMD3_HUMAN	tr|A0A1S3WPL4|A0A1S3WPL4_ERIEU
OG0009174	sp|Q2V2M9|FHOD3_HUMAN	tr|A0A1S3WRT2|A0A1S3WRT2_ERIEU
OG0009175	sp|P48681|NEST_HUMAN	tr|A0A1S3WS33|A0A1S3WS33_ERIEU
OG0009176	sp|Q9Y5Z9|UBIA1_HUMAN	tr|A0A1S3WSM9|A0A1S3WSM9_ERIEU
OG0009177	sp|Q9H900|ZWILC_HUMAN	tr|A0A1S3WUP2|A0A1S3WUP2_ERIEU
OG0009178	sp|Q8N9F0|NAT8L_HUMAN	tr|A0A1S3WV53|A0A1S3WV53_ERIEU
OG0009179	sp|Q9Y3D0|CIA2B_HUMAN	tr|A0A1S2ZDQ3|A0A1S2ZDQ3_ERIEU
OG0009180	sp|Q04760|LGUL_HUMAN	tr|A0A1S2ZDU9|A0A1S2ZDU9_ERIEU
OG0009181	sp|Q9H8V3|ECT2_HUMAN	tr|A0A1S2ZE82|A0A1S2ZE82_ERIEU
OG0009182	sp|P52179|MYOM1_HUMAN	tr|A0A1S2ZIN1|A0A1S2ZIN1_ERIEU
OG0009183	sp|Q96DT7|ZBT10_HUMAN	tr|A0A1S2ZJB6|A0A1S2ZJB6_ERIEU
OG0009184	sp|P25786|PSA1_HUMAN	tr|A0A1S2ZLH8|A0A1S2ZLH8_ERIEU
OG0009185	sp|Q9Y3C7|MED31_HUMAN	tr|A0A1S2ZLK3|A0A1S2ZLK3_ERIEU
OG0009186	sp|P52735|VAV2_HUMAN	tr|A0A1S2ZM51|A0A1S2ZM51_ERIEU
OG0009187	sp|P51684|CCR6_HUMAN	tr|A0A1S2ZMI9|A0A1S2ZMI9_ERIEU
OG0009188	sp|Q99551|MTEF1_HUMAN	tr|A0A1S2ZPJ3|A0A1S2ZPJ3_ERIEU
OG0009189	sp|Q5SW96|ARH_HUMAN	tr|A0A1S2ZPP1|A0A1S2ZPP1_ERIEU
OG0009190	sp|O75712|CXB3_HUMAN	tr|A0A1S2ZR66|A0A1S2ZR66_ERIEU
OG0009191	sp|Q9NSY2|STAR5_HUMAN	tr|A0A1S2ZR71|A0A1S2ZR71_ERIEU
OG0009192	sp|P58215|LOXL3_HUMAN	tr|A0A1S2ZRH4|A0A1S2ZRH4_ERIEU
OG0009193	sp|Q14106|TOB2_HUMAN	tr|A0A1S2ZRL3|A0A1S2ZRL3_ERIEU
OG0009194	sp|Q9UK96|FBX10_HUMAN	tr|A0A1S2ZT53|A0A1S2ZT53_ERIEU
OG0009195	sp|O94916|NFAT5_HUMAN	tr|A0A1S2ZU86|A0A1S2ZU86_ERIEU
OG0009196	sp|Q9BSJ5|CQ080_HUMAN	tr|A0A1S2ZV85|A0A1S2ZV85_ERIEU
OG0009197	sp|A4D1S0|KLRG2_HUMAN	tr|A0A1S2ZVH4|A0A1S2ZVH4_ERIEU
OG0009198	sp|P23409|MYF6_HUMAN	tr|A0A1S2ZWJ1|A0A1S2ZWJ1_ERIEU
OG0009199	sp|Q8N3Z0|PRS35_HUMAN	tr|A0A1S2ZXN1|A0A1S2ZXN1_ERIEU
OG0009200	sp|Q8TB45|DPTOR_HUMAN	tr|A0A1S2ZXW4|A0A1S2ZXW4_ERIEU
OG0009201	sp|P10767|FGF6_HUMAN	tr|A0A1S2ZXZ6|A0A1S2ZXZ6_ERIEU
OG0009202	sp|Q13601|KRR1_HUMAN	tr|A0A1S2ZYI2|A0A1S2ZYI2_ERIEU
OG0009203	sp|Q8NDT2|RB15B_HUMAN	tr|A0A1S3A0A6|A0A1S3A0A6_ERIEU
OG0009204	sp|Q86VH2|KIF27_HUMAN	tr|A0A1S3A2T7|A0A1S3A2T7_ERIEU
OG0009205	sp|Q5VVW2|GARL3_HUMAN	tr|A0A1S3A3T4|A0A1S3A3T4_ERIEU
OG0009206	sp|Q96HB5|CC120_HUMAN	tr|A0A1S3A533|A0A1S3A533_ERIEU
OG0009207	sp|Q6DJT9|PLAG1_HUMAN	tr|A0A1S3A9U0|A0A1S3A9U0_ERIEU
OG0009208	sp|Q70EL3|UBP50_HUMAN	tr|A0A1S3AAG5|A0A1S3AAG5_ERIEU
OG0009209	sp|Q15758|AAAT_HUMAN	tr|A0A1S3AB42|A0A1S3AB42_ERIEU
OG0009210	sp|Q9GZU1|MCLN1_HUMAN	tr|A0A1S3ACS2|A0A1S3ACS2_ERIEU
OG0009211	sp|Q96RJ6|FER3L_HUMAN	tr|A0A1S3AE85|A0A1S3AE85_ERIEU
OG0009212	sp|Q9NX04|CA109_HUMAN	tr|A0A1S3AHZ2|A0A1S3AHZ2_ERIEU
OG0009213	sp|Q96SC8|DMTA2_HUMAN	tr|A0A1S3AKP4|A0A1S3AKP4_ERIEU
OG0009214	sp|Q02779|M3K10_HUMAN	tr|A0A1S3AKZ3|A0A1S3AKZ3_ERIEU
OG0009215	sp|Q93091|RNAS6_HUMAN	tr|A0A1S3ALF2|A0A1S3ALF2_ERIEU
OG0009216	sp|Q03403|TFF2_HUMAN	tr|A0A1S3AP91|A0A1S3AP91_ERIEU
OG0009217	sp|P43686|PRS6B_HUMAN	tr|A0A1S3API0|A0A1S3API0_ERIEU
OG0009218	sp|P14550|AK1A1_HUMAN	tr|A0A1S3APY0|A0A1S3APY0_ERIEU
OG0009219	sp|Q9UL25|RAB21_HUMAN	tr|A0A1S3AQ06|A0A1S3AQ06_ERIEU
OG0009220	sp|Q6ZMG9|CERS6_HUMAN	tr|A0A1S3AR55|A0A1S3AR55_ERIEU
OG0009221	sp|Q16560|U1SBP_HUMAN	tr|A0A1S3ASD0|A0A1S3ASD0_ERIEU
OG0009222	sp|P62244|RS15A_HUMAN	tr|A0A1S3AST5|A0A1S3AST5_ERIEU
OG0009223	sp|Q9BX69|CARD6_HUMAN	tr|A0A1S3W4L9|A0A1S3W4L9_ERIEU
OG0009224	sp|Q6TDU7|DNAI7_HUMAN	tr|A0A1S3W512|A0A1S3W512_ERIEU
OG0009225	sp|P09630|HXC6_HUMAN	tr|A0A1S3W571|A0A1S3W571_ERIEU
OG0009226	sp|Q9NNZ3|DNJC4_HUMAN	tr|A0A1S3W5K6|A0A1S3W5K6_ERIEU
OG0009227	sp|Q96JE9|MAP6_HUMAN	tr|A0A1S3W7V2|A0A1S3W7V2_ERIEU
OG0009228	sp|Q9C0G0|ZN407_HUMAN	tr|A0A1S3W845|A0A1S3W845_ERIEU
OG0009229	sp|Q96BH1|RNF25_HUMAN	tr|A0A1S3W862|A0A1S3W862_ERIEU
OG0009230	sp|Q8NBJ9|SIDT2_HUMAN	tr|A0A1S3WB83|A0A1S3WB83_ERIEU
OG0009231	sp|A6NFA0|F205C_HUMAN	tr|A0A1S3WBL9|A0A1S3WBL9_ERIEU
OG0009232	sp|Q8IWT1|SCN4B_HUMAN	tr|A0A1S3WBX4|A0A1S3WBX4_ERIEU
OG0009233	sp|Q63ZY3|KANK2_HUMAN	tr|A0A1S3WFB0|A0A1S3WFB0_ERIEU
OG0009234	sp|P61960|UFM1_HUMAN	tr|A0A1S3WFP6|A0A1S3WFP6_ERIEU
OG0009235	sp|Q2M243|CCD27_HUMAN	tr|A0A1S3WGM6|A0A1S3WGM6_ERIEU
OG0009236	sp|B4DJY2|TM233_HUMAN	tr|A0A1S3WI18|A0A1S3WI18_ERIEU
OG0009237	sp|Q5VTH9|DNAI4_HUMAN	tr|A0A1S3WI56|A0A1S3WI56_ERIEU
OG0009238	sp|Q8NAV2|CH058_HUMAN	tr|A0A1S3WIU2|A0A1S3WIU2_ERIEU
OG0009239	sp|Q9NZ08|ERAP1_HUMAN	tr|A0A1S3WJY9|A0A1S3WJY9_ERIEU
OG0009240	sp|Q96FV2|SCRN2_HUMAN	tr|A0A1S3WK30|A0A1S3WK30_ERIEU
OG0009241	sp|Q13950|RUNX2_HUMAN	tr|A0A1S3WKZ4|A0A1S3WKZ4_ERIEU
OG0009242	sp|P50552|VASP_HUMAN	tr|A0A1S3WMY3|A0A1S3WMY3_ERIEU
OG0009243	sp|Q9H665|IGFR1_HUMAN	tr|A0A1S3WTU0|A0A1S3WTU0_ERIEU
OG0009244	sp|O43823|AKAP8_HUMAN	tr|A0A1S3WUG0|A0A1S3WUG0_ERIEU
OG0009245	sp|Q6X4W1|NSMF_HUMAN	tr|A0A1S3WVG5|A0A1S3WVG5_ERIEU
OG0009246	sp|P49917|DNLI4_HUMAN	tr|A0A1S3WWB0|A0A1S3WWB0_ERIEU
OG0009247	sp|Q9UMY1|NOL7_HUMAN	tr|A0A1S3WWI3|A0A1S3WWI3_ERIEU
