Orthogroup	Homo_sapiens	Ursus_maritimus
OG0005943	sp|P30988|CALCR_HUMAN	tr|A0A384BQC4|A0A384BQC4_URSMA
OG0005944	sp|P32119|PRDX2_HUMAN	tr|A0A384DSI6|A0A384DSI6_URSMA
OG0005945	sp|P35270|SPRE_HUMAN	tr|A0A8M1FBK3|A0A8M1FBK3_URSMA
OG0005946	sp|P35348|ADA1A_HUMAN	tr|A0A384D0I6|A0A384D0I6_URSMA
OG0005947	sp|P43119|PI2R_HUMAN	tr|A0A384BJX2|A0A384BJX2_URSMA
OG0005948	sp|P50219|MNX1_HUMAN	tr|A0A8M1GXJ5|A0A8M1GXJ5_URSMA
OG0005949	sp|P53794|SC5A3_HUMAN	tr|A0A384D004|A0A384D004_URSMA
OG0005950	sp|P57735|RAB25_HUMAN	tr|A0A384CJY2|A0A384CJY2_URSMA
OG0005951	sp|P58340|MLF1_HUMAN	tr|A0A384DD51|A0A384DD51_URSMA
OG0005952	sp|P78333|GPC5_HUMAN	tr|A0A8M1F348|A0A8M1F348_URSMA
OG0005953	sp|Q01892|SPIB_HUMAN	tr|A0A8M1GE79|A0A8M1GE79_URSMA
OG0005954	sp|Q13423|NNTM_HUMAN	tr|A0A384C7G2|A0A384C7G2_URSMA
OG0005955	sp|Q13573|SNW1_HUMAN	tr|A0A384CRL5|A0A384CRL5_URSMA
OG0005956	sp|Q13585|MTR1L_HUMAN	tr|A0A384C0W2|A0A384C0W2_URSMA
OG0005957	sp|Q13796|SHRM2_HUMAN	tr|A0A8M1GF05|A0A8M1GF05_URSMA
OG0005958	sp|Q14442|PIGH_HUMAN	tr|A0A8M1GRF6|A0A8M1GRF6_URSMA
OG0005959	sp|Q2M329|CCD96_HUMAN	tr|A0A8M1FCY2|A0A8M1FCY2_URSMA
OG0005960	sp|Q2TAL5|SMTL2_HUMAN	tr|A0A8M1FTK4|A0A8M1FTK4_URSMA
OG0005962	sp|Q53QW1|TEX44_HUMAN	tr|A0A384C2X8|A0A384C2X8_URSMA
OG0005963	sp|Q5EE01|CENPW_HUMAN	tr|A0A384C3E2|A0A384C3E2_URSMA
OG0005964	sp|Q5GAN4|RNS12_HUMAN	tr|A0A384BIC0|A0A384BIC0_URSMA
OG0005965	sp|Q5JSH3|WDR44_HUMAN	tr|A0A384DEF0|A0A384DEF0_URSMA
OG0005966	sp|Q5TGL8|PXDC1_HUMAN	tr|A0A8M1H1G9|A0A8M1H1G9_URSMA
OG0005967	sp|Q5U5Z8|CBPC2_HUMAN	tr|A0A384CXH4|A0A384CXH4_URSMA
OG0005968	sp|Q5VV43|K0319_HUMAN	tr|A0A8M1H056|A0A8M1H056_URSMA
OG0005969	sp|Q5W0N0|CI057_HUMAN	tr|A0A8M1EYN3|A0A8M1EYN3_URSMA
OG0005970	sp|Q6JQN1|ACD10_HUMAN	tr|A0A384BWZ0|A0A384BWZ0_URSMA
OG0005971	sp|Q6PIY7|GLD2_HUMAN	tr|A0A384DR45|A0A384DR45_URSMA
OG0005972	sp|Q709F0|ACD11_HUMAN	tr|A0A8M1GAR3|A0A8M1GAR3_URSMA
OG0005973	sp|Q86XJ1|GA2L3_HUMAN	tr|A0A384DAC4|A0A384DAC4_URSMA
OG0005974	sp|Q8IZQ5|SELH_HUMAN	tr|A0A384CDK3|A0A384CDK3_URSMA
OG0005975	sp|Q8N3F8|MILK1_HUMAN	tr|A0A8M1GFE1|A0A8M1GFE1_URSMA
OG0005976	sp|Q8N690|DB119_HUMAN	tr|A0A384D401|A0A384D401_URSMA
OG0005977	sp|Q8N7Z5|ANR31_HUMAN	tr|A0A8M1F458|A0A8M1F458_URSMA
OG0005978	sp|Q8N998|CCD89_HUMAN	tr|A0A384D754|A0A384D754_URSMA
OG0005979	sp|Q8NCU8|MTLN_HUMAN	tr|A0A8M1FB66|A0A8M1FB66_URSMA
OG0005980	sp|Q8WTV1|THAP3_HUMAN	tr|A0A8M1H5D3|A0A8M1H5D3_URSMA
OG0005981	sp|Q8WXG6|MADD_HUMAN	tr|A0A8M1GU07|A0A8M1GU07_URSMA
OG0005982	sp|Q92993|KAT5_HUMAN	tr|A0A8M1GIX6|A0A8M1GIX6_URSMA
OG0005983	sp|Q969S8|HDA10_HUMAN	tr|A0A8M1GG33|A0A8M1GG33_URSMA
OG0005984	sp|Q96JM4|LRIQ1_HUMAN	tr|A0A384BUG8|A0A384BUG8_URSMA
OG0005985	sp|Q96RV3|PCX1_HUMAN	tr|A0A8M1GPK1|A0A8M1GPK1_URSMA
OG0005986	sp|Q96SA4|SERC2_HUMAN	tr|A0A8M1EZE0|A0A8M1EZE0_URSMA
OG0005987	sp|Q99581|FEV_HUMAN	tr|A0A8M1GE68|A0A8M1GE68_URSMA
OG0005988	sp|Q9BXC1|GP174_HUMAN	tr|A0A384CVM9|A0A384CVM9_URSMA
OG0005989	sp|Q9H1X3|DJC25_HUMAN	tr|A0A384DHJ0|A0A384DHJ0_URSMA
OG0005990	sp|Q9HCE6|ARGAL_HUMAN	tr|A0A8M1H2G8|A0A8M1H2G8_URSMA
OG0005991	sp|Q9NRM0|GTR9_HUMAN	tr|A0A384BN31|A0A384BN31_URSMA
OG0005992	sp|Q9NX36|DJC28_HUMAN	tr|A0A384CZY3|A0A384CZY3_URSMA
OG0005993	sp|Q9NYW5|TA2R4_HUMAN	tr|A0A384CL44|A0A384CL44_URSMA
OG0005994	sp|Q9NZK5|ADA2_HUMAN	tr|A0A384D7K6|A0A384D7K6_URSMA
OG0005995	sp|Q9UDV7|ZN282_HUMAN	tr|A0A8M1GXK1|A0A8M1GXK1_URSMA
OG0005996	sp|Q9UHJ9|PGAP2_HUMAN	tr|A0A384DEQ5|A0A384DEQ5_URSMA
OG0005997	sp|Q9Y3D6|FIS1_HUMAN	tr|A0A384CQI8|A0A384CQI8_URSMA
OG0005998	sp|A0AVK6|E2F8_HUMAN	tr|A0A384BRB1|A0A384BRB1_URSMA
OG0005999	sp|O43556|SGCE_HUMAN	tr|A0A384BPH6|A0A384BPH6_URSMA
OG0006000	sp|O43829|ZBT14_HUMAN	tr|A0A384C0W3|A0A384C0W3_URSMA
OG0006001	sp|O43909|EXTL3_HUMAN	tr|A0A384D8N2|A0A384D8N2_URSMA
OG0006002	sp|O60830|TI17B_HUMAN	tr|A0A8M1FZL1|A0A8M1FZL1_URSMA
OG0006003	sp|O75150|BRE1B_HUMAN	tr|A0A384BN29|A0A384BN29_URSMA
OG0006004	sp|P01583|IL1A_HUMAN	tr|A0A8M1FBQ1|A0A8M1FBQ1_URSMA
OG0006005	sp|P05026|AT1B1_HUMAN	tr|A0A8M1G904|A0A8M1G904_URSMA
OG0006006	sp|P21730|C5AR1_HUMAN	tr|A0A384BJD8|A0A384BJD8_URSMA
OG0006007	sp|P28074|PSB5_HUMAN	tr|A0A384DNY5|A0A384DNY5_URSMA
OG0006008	sp|P36888|FLT3_HUMAN	tr|A0A8M1F2N4|A0A8M1F2N4_URSMA
OG0006009	sp|P41134|ID1_HUMAN	tr|A0A384D4E8|A0A384D4E8_URSMA
OG0006010	sp|P43681|ACHA4_HUMAN	tr|A0A8M1GGF4|A0A8M1GGF4_URSMA
OG0006011	sp|P49643|PRI2_HUMAN	tr|A0A384C510|A0A384C510_URSMA
OG0006012	sp|P50461|CSRP3_HUMAN	tr|A0A384BSI8|A0A384BSI8_URSMA
OG0006013	sp|P53674|CRBB1_HUMAN	tr|A0A8M1F188|A0A8M1F188_URSMA
OG0006014	sp|P55073|IOD3_HUMAN	tr|A0A384BIN9|A0A384BIN9_URSMA
OG0006015	sp|P61587|RND3_HUMAN	tr|A0A384BRH6|A0A384BRH6_URSMA
OG0006016	sp|Q13227|GPS2_HUMAN	tr|A0A8M1FUQ5|A0A8M1FUQ5_URSMA
OG0006017	sp|Q13237|KGP2_HUMAN	tr|A0A384CAL3|A0A384CAL3_URSMA
OG0006018	sp|Q14667|K0100_HUMAN	tr|A0A8M1GPJ9|A0A8M1GPJ9_URSMA
OG0006019	sp|Q15053|K0040_HUMAN	tr|A0A384CK55|A0A384CK55_URSMA
OG0006020	sp|Q16563|SYPL1_HUMAN	tr|A0A8M1GX49|A0A8M1GX49_URSMA
OG0006021	sp|Q17RB8|LONF1_HUMAN	tr|A0A8M1GWR5|A0A8M1GWR5_URSMA
OG0006022	sp|Q2M3C6|TM266_HUMAN	tr|A0A8M1GVN6|A0A8M1GVN6_URSMA
OG0006023	sp|Q2NL67|PARP6_HUMAN	tr|A0A8M1GTB3|A0A8M1GTB3_URSMA
OG0006024	sp|Q3KNT9|TMM95_HUMAN	tr|A0A8M1FR70|A0A8M1FR70_URSMA
OG0006025	sp|Q3T906|GNPTA_HUMAN	tr|A0A8M1GNT1|A0A8M1GNT1_URSMA
OG0006026	sp|Q5SYC1|CLVS2_HUMAN	tr|A0A384C3E1|A0A384C3E1_URSMA
OG0006027	sp|Q5T4S7|UBR4_HUMAN	tr|A0A384CEK6|A0A384CEK6_URSMA
OG0006028	sp|Q5T4T1|T170B_HUMAN	tr|A0A8M1GZ08|A0A8M1GZ08_URSMA
OG0006029	sp|Q6NUJ5|PWP2B_HUMAN	tr|A0A8M1FA51|A0A8M1FA51_URSMA
OG0006030	sp|Q70YC5|ZN365_HUMAN	tr|A0A384CI52|A0A384CI52_URSMA
OG0006031	sp|Q75V66|ANO5_HUMAN	tr|A0A384BSG5|A0A384BSG5_URSMA
OG0006032	sp|Q7L211|ABHDD_HUMAN	tr|A0A452VCC1|A0A452VCC1_URSMA
OG0006033	sp|Q86YT6|MIB1_HUMAN	tr|A0A8M1G246|A0A8M1G246_URSMA
OG0006034	sp|Q8N111|CEND_HUMAN	tr|A0A8M1GW60|A0A8M1GW60_URSMA
OG0006035	sp|Q8N365|CIART_HUMAN	tr|A0A384CHQ8|A0A384CHQ8_URSMA
OG0006036	sp|Q8N3T1|GLT15_HUMAN	tr|A0A8M1GD11|A0A8M1GD11_URSMA
OG0006037	sp|Q8NDI1|EHBP1_HUMAN	tr|A0A8M1FAX8|A0A8M1FAX8_URSMA
OG0006038	sp|Q8NDY6|BHE23_HUMAN	tr|A0A8M1GDR3|A0A8M1GDR3_URSMA
OG0006039	sp|Q8NEK8|TET5D_HUMAN	tr|A0A8M1F2I2|A0A8M1F2I2_URSMA
OG0006040	sp|Q8NFG4|FLCN_HUMAN	tr|A0A384BNL7|A0A384BNL7_URSMA
OG0006041	sp|Q8NGA1|OR1M1_HUMAN	tr|A0A384DA65|A0A384DA65_URSMA
OG0006042	sp|Q8TAP9|MPLKI_HUMAN	tr|A0A384D4L4|A0A384D4L4_URSMA
OG0006043	sp|Q8TBY9|CF251_HUMAN	tr|A0A8M1F1G8|A0A8M1F1G8_URSMA
OG0006044	sp|Q8TC59|PIWL2_HUMAN	tr|A0A384CZT3|A0A384CZT3_URSMA
OG0006045	sp|Q8TEV9|SMCR8_HUMAN	tr|A0A8M1FUD7|A0A8M1FUD7_URSMA
OG0006046	sp|Q8WWI5|CTL1_HUMAN	tr|A0A8M1G5W5|A0A8M1G5W5_URSMA
OG0006047	sp|Q8WXI8|CLC4D_HUMAN	tr|A0A384BGM0|A0A384BGM0_URSMA
OG0006048	sp|Q96AY2|EME1_HUMAN	tr|A0A384BUJ8|A0A384BUJ8_URSMA
OG0006049	sp|Q96C86|DCPS_HUMAN	tr|A0A384BV99|A0A384BV99_URSMA
OG0006050	sp|Q96DF8|ESS2_HUMAN	tr|A0A384CLT3|A0A384CLT3_URSMA
OG0006051	sp|Q96E22|NGBR_HUMAN	tr|A0A384C3P9|A0A384C3P9_URSMA
OG0006052	sp|Q96MY1|NOL4L_HUMAN	tr|A0A8M1GH63|A0A8M1GH63_URSMA
OG0006053	sp|Q96Q91|B3A4_HUMAN	tr|A0A8M1F5M1|A0A8M1F5M1_URSMA
OG0006054	sp|Q96T92|INSM2_HUMAN	tr|A0A384CD46|A0A384CD46_URSMA
OG0006055	sp|Q99469|STAC_HUMAN	tr|A0A384DPD1|A0A384DPD1_URSMA
OG0006056	sp|Q9BUL5|PHF23_HUMAN	tr|A0A8M1FR56|A0A8M1FR56_URSMA
OG0006057	sp|Q9BXF9|TEKT3_HUMAN	tr|A0A384BUJ0|A0A384BUJ0_URSMA
OG0006058	sp|Q9H2D6|TARA_HUMAN	tr|A0A8M1GCP9|A0A8M1GCP9_URSMA
OG0006059	sp|Q9NS64|RPRM_HUMAN	tr|A0A8M1GFL4|A0A8M1GFL4_URSMA
OG0006060	sp|Q9NUK0|MBNL3_HUMAN	tr|A0A8M1FJ15|A0A8M1FJ15_URSMA
OG0006061	sp|Q9NUL7|DDX28_HUMAN	tr|A0A384D140|A0A384D140_URSMA
OG0006062	sp|Q9ULD8|KCNH3_HUMAN	tr|A0A8M1GU76|A0A8M1GU76_URSMA
OG0006063	sp|Q9Y3D5|RT18C_HUMAN	tr|A0A384C9H6|A0A384C9H6_URSMA
OG0006064	sp|Q9Y5K8|VATD_HUMAN	tr|A0A384CWJ1|A0A384CWJ1_URSMA
OG0006065	sp|Q9Y6Y8|S23IP_HUMAN	tr|A0A8M1FA55|A0A8M1FA55_URSMA
OG0006066	sp|A8K830|OCAT2_HUMAN	tr|A0A384C1M4|A0A384C1M4_URSMA
OG0006067	sp|H3BV60|TGR3L_HUMAN	tr|A0A8M1FLG1|A0A8M1FLG1_URSMA
OG0006068	sp|O00501|CLD5_HUMAN	tr|A0A8M1F115|A0A8M1F115_URSMA
OG0006069	sp|O15484|CAN5_HUMAN	tr|A0A8M1FTY2|A0A8M1FTY2_URSMA
OG0006070	sp|O15496|PA2GX_HUMAN	tr|A0A8M1GH80|A0A8M1GH80_URSMA
OG0006071	sp|O60346|PHLP1_HUMAN	tr|A0A8M1G1J6|A0A8M1G1J6_URSMA
OG0006072	sp|O60478|G137B_HUMAN	tr|A0A384C0G1|A0A384C0G1_URSMA
OG0006073	sp|P07949|RET_HUMAN	tr|A0A384CID3|A0A384CID3_URSMA
OG0006074	sp|P35754|GLRX1_HUMAN	tr|A0A384CX83|A0A384CX83_URSMA
OG0006075	sp|P52594|AGFG1_HUMAN	tr|A0A8M1GKG3|A0A8M1GKG3_URSMA
OG0006076	sp|P53667|LIMK1_HUMAN	tr|A0A8M1G7T7|A0A8M1G7T7_URSMA
OG0006077	sp|P53814|SMTN_HUMAN	tr|A0A8M1F421|A0A8M1F421_URSMA
OG0006078	sp|P54578|UBP14_HUMAN	tr|A0A8M1G1G3|A0A8M1G1G3_URSMA
OG0006079	sp|P55198|AF17_HUMAN	tr|A0A8M1GPH5|A0A8M1GPH5_URSMA
OG0006080	sp|P61604|CH10_HUMAN	tr|A0A8M1FLK8|A0A8M1FLK8_URSMA
OG0006081	sp|P62913|RL11_HUMAN	tr|A0A8M1EYW3|A0A8M1EYW3_URSMA
OG0006082	sp|P68543|UBX2A_HUMAN	tr|A0A8M1F613|A0A8M1F613_URSMA
OG0006083	sp|P85037|FOXK1_HUMAN	tr|A0A8M1G4V9|A0A8M1G4V9_URSMA
OG0006084	sp|Q12846|STX4_HUMAN	tr|A0A384BMN4|A0A384BMN4_URSMA
OG0006085	sp|Q15022|SUZ12_HUMAN	tr|A0A8M1GMM2|A0A8M1GMM2_URSMA
OG0006086	sp|Q15119|PDK2_HUMAN	tr|A0A8M1GM14|A0A8M1GM14_URSMA
OG0006087	sp|Q15233|NONO_HUMAN	tr|A0A384DTU3|A0A384DTU3_URSMA
OG0006088	sp|Q15814|TBCC_HUMAN	tr|A0A384C6P5|A0A384C6P5_URSMA
OG0006090	sp|Q3KNV8|PCGF3_HUMAN	tr|A0A384D9V3|A0A384D9V3_URSMA
OG0006091	sp|Q4VC44|FWCH1_HUMAN	tr|A0A8M1G6Z6|A0A8M1G6Z6_URSMA
OG0006092	sp|Q53EV4|LRC23_HUMAN	tr|A0A384BGQ0|A0A384BGQ0_URSMA
OG0006093	sp|Q53TN4|CYBR1_HUMAN	tr|A0A8M1GYI5|A0A8M1GYI5_URSMA
OG0006094	sp|Q5FBB7|SGO1_HUMAN	tr|A0A384DKU4|A0A384DKU4_URSMA
OG0006095	sp|Q5JS54|PSMG4_HUMAN	tr|A0A8M1H1G6|A0A8M1H1G6_URSMA
OG0006096	sp|Q5T5U3|RHG21_HUMAN	tr|A0A8M1GZS9|A0A8M1GZS9_URSMA
OG0006097	sp|Q5VVM6|CCD30_HUMAN	tr|A0A384CSY2|A0A384CSY2_URSMA
OG0006098	sp|Q68DQ2|CRBG3_HUMAN	tr|A0A8M1F8D4|A0A8M1F8D4_URSMA
OG0006099	sp|Q6DN12|MCTP2_HUMAN	tr|A0A384BTD5|A0A384BTD5_URSMA
OG0006100	sp|Q6ZVW7|I17EL_HUMAN	tr|A0A8M1GDG0|A0A8M1GDG0_URSMA
OG0006101	sp|Q7Z2Z1|TICRR_HUMAN	tr|A0A8M1GUB8|A0A8M1GUB8_URSMA
OG0006102	sp|Q7Z422|SZRD1_HUMAN	tr|A0A8M1H2F5|A0A8M1H2F5_URSMA
OG0006103	sp|Q7Z4T9|CFA91_HUMAN	tr|A0A384DHA4|A0A384DHA4_URSMA
OG0006104	sp|Q86V40|TIKI1_HUMAN	tr|A0A8M1FEN9|A0A8M1FEN9_URSMA
OG0006105	sp|Q86V88|MGDP1_HUMAN	tr|A0A8M1F4E2|A0A8M1F4E2_URSMA
OG0006106	sp|Q8IWG1|DNAI3_HUMAN	tr|A0A384C398|A0A384C398_URSMA
OG0006107	sp|Q8N2R0|OSR2_HUMAN	tr|A0A384BYW8|A0A384BYW8_URSMA
OG0006108	sp|Q8N755|S66A3_HUMAN	tr|A0A8M1F958|A0A8M1F958_URSMA
OG0006109	sp|Q8N999|CL029_HUMAN	tr|A0A384BTH6|A0A384BTH6_URSMA
OG0006110	sp|Q8NE01|CNNM3_HUMAN	tr|A0A8M1FFJ8|A0A8M1FFJ8_URSMA
OG0006111	sp|Q8NFH3|NUP43_HUMAN	tr|A0A384CEE0|A0A384CEE0_URSMA
OG0006112	sp|Q8NHU3|SMS2_HUMAN	tr|A0A384BYH0|A0A384BYH0_URSMA
OG0006113	sp|Q8TB37|NUBPL_HUMAN	tr|A0A384DPC5|A0A384DPC5_URSMA
OG0006114	sp|Q8TDB4|HUMMR_HUMAN	tr|A0A384BMH1|A0A384BMH1_URSMA
OG0006115	sp|Q8TEZ7|PAQR8_HUMAN	tr|A0A384C598|A0A384C598_URSMA
OG0006116	sp|Q8TF61|FBX41_HUMAN	tr|A0A8M1F5R7|A0A8M1F5R7_URSMA
OG0006117	sp|Q8TF64|GIPC3_HUMAN	tr|A0A8M1FSX3|A0A8M1FSX3_URSMA
OG0006118	sp|Q8WVX9|FACR1_HUMAN	tr|A0A8M1GTB0|A0A8M1GTB0_URSMA
OG0006119	sp|Q96BD5|PF21A_HUMAN	tr|A0A384CWV0|A0A384CWV0_URSMA
OG0006120	sp|Q96DR5|BPIA2_HUMAN	tr|A0A384D4D1|A0A384D4D1_URSMA
OG0006121	sp|Q96N28|PLD3A_HUMAN	tr|A0A8M1EX77|A0A8M1EX77_URSMA
OG0006122	sp|Q96NJ6|ZFP3_HUMAN	tr|A0A8M1FQY7|A0A8M1FQY7_URSMA
OG0006123	sp|Q96Q04|LMTK3_HUMAN	tr|A0A8M1GEG0|A0A8M1GEG0_URSMA
OG0006124	sp|Q99714|HCD2_HUMAN	tr|A0A8M1G4T6|A0A8M1G4T6_URSMA
OG0006125	sp|Q9BRI3|ZNT2_HUMAN	tr|A0A8M1H2P7|A0A8M1H2P7_URSMA
OG0006126	sp|Q9H3H5|GPT_HUMAN	tr|A0A384C190|A0A384C190_URSMA
OG0006127	sp|Q9HAY6|BCDO1_HUMAN	tr|A0A8M1G1S7|A0A8M1G1S7_URSMA
OG0006128	sp|Q9HBM6|TAF9B_HUMAN	tr|A0A384D7X3|A0A384D7X3_URSMA
OG0006129	sp|Q9NV92|NFIP2_HUMAN	tr|A0A384BQL9|A0A384BQL9_URSMA
OG0006130	sp|Q9NW64|RBM22_HUMAN	tr|A0A384C7D3|A0A384C7D3_URSMA
OG0006131	sp|Q9NWQ4|GPT2L_HUMAN	tr|A0A8M1GPB0|A0A8M1GPB0_URSMA
OG0006132	sp|Q9UK23|NAGPA_HUMAN	tr|A0A8M1GHD7|A0A8M1GHD7_URSMA
OG0006133	sp|Q9UKL4|CXD2_HUMAN	tr|A0A384D163|A0A384D163_URSMA
OG0006134	sp|Q9UNE7|CHIP_HUMAN	tr|A0A8M1GI72|A0A8M1GI72_URSMA
OG0006135	sp|Q9UPI3|FLVC2_HUMAN	tr|A0A384CSE9|A0A384CSE9_URSMA
OG0006136	sp|Q9Y2Z9|COQ6_HUMAN	tr|A0A384CTD5|A0A384CTD5_URSMA
OG0006137	sp|Q9Y3B2|EXOS1_HUMAN	tr|A0A384D0R8|A0A384D0R8_URSMA
OG0006138	sp|Q9Y466|NR2E1_HUMAN	tr|A0A8M1FNU5|A0A8M1FNU5_URSMA
OG0006139	sp|A0A1B0GWG4|SRTM2_HUMAN	tr|A0A8M1GWN5|A0A8M1GWN5_URSMA
OG0006140	sp|A6NI15|MSGN1_HUMAN	tr|A0A384CUZ9|A0A384CUZ9_URSMA
OG0006141	sp|O15060|ZBT39_HUMAN	tr|A0A384BIN8|A0A384BIN8_URSMA
OG0006142	sp|O15354|GPR37_HUMAN	tr|A0A384DBA7|A0A384DBA7_URSMA
OG0006143	sp|O43399|TPD54_HUMAN	tr|A0A8M1GHZ5|A0A8M1GHZ5_URSMA
OG0006144	sp|O43826|G6PT1_HUMAN	tr|A0A384C1A0|A0A384C1A0_URSMA
OG0006145	sp|O95149|SPN1_HUMAN	tr|A0A384DI61|A0A384DI61_URSMA
OG0006146	sp|O95567|CV031_HUMAN	tr|A0A384BS34|A0A384BS34_URSMA
OG0006147	sp|O95999|BCL10_HUMAN	tr|A0A384C206|A0A384C206_URSMA
OG0006148	sp|P01031|CO5_HUMAN	tr|A0A384CQD9|A0A384CQD9_URSMA
OG0006149	sp|P01148|GON1_HUMAN	tr|A0A384D0K1|A0A384D0K1_URSMA
OG0006150	sp|P05114|HMGN1_HUMAN	tr|A0A8M1F7I9|A0A8M1F7I9_URSMA
OG0006151	sp|P14652|HXB2_HUMAN	tr|A0A8M1GNR7|A0A8M1GNR7_URSMA
OG0006152	sp|P16070|CD44_HUMAN	tr|A0A384BR12|A0A384BR12_URSMA
OG0006153	sp|P21580|TNAP3_HUMAN	tr|A0A8M1FN54|A0A8M1FN54_URSMA
OG0006154	sp|P23588|IF4B_HUMAN	tr|A0A384D6Z2|A0A384D6Z2_URSMA
OG0006155	sp|P25800|RBTN1_HUMAN	tr|A0A8M1FW44|A0A8M1FW44_URSMA
OG0006156	sp|P30550|GRPR_HUMAN	tr|A0A384CII6|A0A384CII6_URSMA
OG0006157	sp|P43005|EAA3_HUMAN	tr|A0A8M1EYQ6|A0A8M1EYQ6_URSMA
OG0006158	sp|P46087|NOP2_HUMAN	tr|A0A384BHP5|A0A384BHP5_URSMA
OG0006159	sp|P49736|MCM2_HUMAN	tr|A0A384CMJ2|A0A384CMJ2_URSMA
OG0006160	sp|P62487|RPB7_HUMAN	tr|A0A8M1GUL3|A0A8M1GUL3_URSMA
OG0006161	sp|P63215|GBG3_HUMAN	tr|A0A384DFF3|A0A384DFF3_URSMA
OG0006162	sp|Q03060|CREM_HUMAN	tr|A0A384BHW1|A0A384BHW1_URSMA
OG0006163	sp|Q10471|GALT2_HUMAN	tr|A0A8M1FHC6|A0A8M1FHC6_URSMA
OG0006164	sp|Q15020|SART3_HUMAN	tr|A0A8M1F134|A0A8M1F134_URSMA
OG0006165	sp|Q16617|NKG7_HUMAN	tr|A0A384BK65|A0A384BK65_URSMA
OG0006166	sp|Q4KMQ2|ANO6_HUMAN	tr|A0A8M1GRE6|A0A8M1GRE6_URSMA
OG0006167	sp|Q5JRV8|T255A_HUMAN	tr|A0A8M1FVU4|A0A8M1FVU4_URSMA
OG0006168	sp|Q5T280|CI114_HUMAN	tr|A0A384CR28|A0A384CR28_URSMA
OG0006169	sp|Q68EM7|RHG17_HUMAN	tr|A0A8M1G683|A0A8M1G683_URSMA
OG0006170	sp|Q6J272|F166A_HUMAN	tr|A0A384D674|A0A384D674_URSMA
OG0006171	sp|Q6NUK4|REEP3_HUMAN	tr|A0A8M1FDT4|A0A8M1FDT4_URSMA
OG0006172	sp|Q7L622|G2E3_HUMAN	tr|A0A384DNL1|A0A384DNL1_URSMA
OG0006173	sp|Q86Y39|NDUAB_HUMAN	tr|A0A384DQZ9|A0A384DQZ9_URSMA
OG0006174	sp|Q8IZY5|BLID_HUMAN	tr|A0A8M1FT90|A0A8M1FT90_URSMA
OG0006175	sp|Q8N4J0|CARME_HUMAN	tr|A0A8M1EYB3|A0A8M1EYB3_URSMA
OG0006176	sp|Q8N511|TM199_HUMAN	tr|A0A384CGH0|A0A384CGH0_URSMA
OG0006177	sp|Q8ND83|SLAI1_HUMAN	tr|A0A384BRL0|A0A384BRL0_URSMA
OG0006178	sp|Q8NE00|TM104_HUMAN	tr|A0A384CAS7|A0A384CAS7_URSMA
OG0006179	sp|Q8NET6|CHSTD_HUMAN	tr|A0A8M1FVG7|A0A8M1FVG7_URSMA
OG0006180	sp|Q8TF76|HASP_HUMAN	tr|A0A8M1GQR9|A0A8M1GQR9_URSMA
OG0006181	sp|Q8WV83|S35F5_HUMAN	tr|A0A384CGY3|A0A384CGY3_URSMA
OG0006182	sp|Q8WVF1|OSCP1_HUMAN	tr|A0A384CCS2|A0A384CCS2_URSMA
OG0006183	sp|Q8WZ55|BSND_HUMAN	tr|A0A384CRF0|A0A384CRF0_URSMA
OG0006184	sp|Q96A19|C102A_HUMAN	tr|A0A8M1G415|A0A8M1G415_URSMA
OG0006185	sp|Q96BI1|S22AI_HUMAN	tr|A0A8M1GGA0|A0A8M1GGA0_URSMA
OG0006186	sp|Q96EL1|INKA1_HUMAN	tr|A0A8M1FQS4|A0A8M1FQS4_URSMA
OG0006187	sp|Q96HW7|INT4_HUMAN	tr|A0A8M1FTZ9|A0A8M1FTZ9_URSMA
OG0006188	sp|Q96PB8|LRC3B_HUMAN	tr|A0A384DLD1|A0A384DLD1_URSMA
OG0006189	sp|Q9BSJ6|PIMRE_HUMAN	tr|A0A384BV71|A0A384BV71_URSMA
OG0006190	sp|Q9BSQ5|CCM2_HUMAN	tr|A0A8M1GXE9|A0A8M1GXE9_URSMA
OG0006191	sp|Q9BTT0|AN32E_HUMAN	tr|A0A384CHK8|A0A384CHK8_URSMA
OG0006192	sp|Q9BWH6|RPAP1_HUMAN	tr|A0A8M1F6D8|A0A8M1F6D8_URSMA
OG0006193	sp|Q9BX68|HINT2_HUMAN	tr|A0A8M1FVY5|A0A8M1FVY5_URSMA
OG0006194	sp|Q9BYH1|SE6L1_HUMAN	tr|A0A384BS25|A0A384BS25_URSMA
OG0006195	sp|Q9C0B2|CFA74_HUMAN	tr|A0A8M1H2N1|A0A8M1H2N1_URSMA
OG0006196	sp|Q9H0I3|CC113_HUMAN	tr|A0A384D1B3|A0A384D1B3_URSMA
OG0006197	sp|Q9H425|CA198_HUMAN	tr|A0A8M1FHE8|A0A8M1FHE8_URSMA
OG0006198	sp|Q9HAB8|PPCS_HUMAN	tr|A0A384CRZ2|A0A384CRZ2_URSMA
OG0006199	sp|Q9NPB6|PAR6A_HUMAN	tr|A0A384D0Y1|A0A384D0Y1_URSMA
OG0006200	sp|Q9NVV4|PAPD1_HUMAN	tr|A0A384BIM7|A0A384BIM7_URSMA
OG0006201	sp|Q9NXE8|CWC25_HUMAN	tr|A0A384BX81|A0A384BX81_URSMA
OG0006202	sp|Q9NYG5|APC11_HUMAN	tr|A0A384CCE6|A0A384CCE6_URSMA
