Orthogroup	Homo_sapiens	Cebus_imitator
OG0005514	sp|P28222|5HT1B_HUMAN	tr|A0A2K5PHF0|A0A2K5PHF0_CEBIM
OG0005515	sp|Q9NRR6|INP5E_HUMAN	tr|A0A2K5PHS4|A0A2K5PHS4_CEBIM
OG0005516	sp|Q6IPT2|GAR5A_HUMAN	tr|A0A2K5PJU0|A0A2K5PJU0_CEBIM
OG0005517	sp|Q96S99|PKHF1_HUMAN	tr|A0A2K5PK00|A0A2K5PK00_CEBIM
OG0005518	sp|Q03426|KIME_HUMAN	tr|A0A2K5PKA8|A0A2K5PKA8_CEBIM
OG0005519	sp|Q9UKY1|ZHX1_HUMAN	tr|A0A2K5PLM0|A0A2K5PLM0_CEBIM
OG0005520	sp|Q6P6B7|ANR16_HUMAN	tr|A0A2K5PMK1|A0A2K5PMK1_CEBIM
OG0005521	sp|Q96F10|SAT2_HUMAN	tr|A0A2K5PP31|A0A2K5PP31_CEBIM
OG0005522	sp|O00273|DFFA_HUMAN	tr|A0A2K5PS49|A0A2K5PS49_CEBIM
OG0005523	sp|Q6P4Q7|CNNM4_HUMAN	tr|A0A2K5PSD1|A0A2K5PSD1_CEBIM
OG0005524	sp|Q629K1|TRIQK_HUMAN	tr|A0A2K5PUC4|A0A2K5PUC4_CEBIM
OG0005525	sp|Q8TD08|MK15_HUMAN	tr|A0A2K5PZL1|A0A2K5PZL1_CEBIM
OG0005526	sp|P78406|RAE1L_HUMAN	tr|A0A2K5Q2Y1|A0A2K5Q2Y1_CEBIM
OG0005527	sp|Q9UPG8|PLAL2_HUMAN	tr|A0A2K5Q3U5|A0A2K5Q3U5_CEBIM
OG0005528	sp|Q68BL7|OLM2A_HUMAN	tr|A0A2K5Q421|A0A2K5Q421_CEBIM
OG0005529	sp|Q6ZP65|BICL1_HUMAN	tr|A0A2K5Q494|A0A2K5Q494_CEBIM
OG0005530	sp|Q9UKT9|IKZF3_HUMAN	tr|A0A2K5Q4K0|A0A2K5Q4K0_CEBIM
OG0005531	sp|O95171|SCEL_HUMAN	tr|A0A2K5Q7D7|A0A2K5Q7D7_CEBIM
OG0005532	sp|E9PAV3|NACAM_HUMAN	tr|A0A2K5Q884|A0A2K5Q884_CEBIM
OG0005533	sp|Q13585|MTR1L_HUMAN	tr|A0A2K5Q947|A0A2K5Q947_CEBIM
OG0005534	sp|Q86UD0|SAPC2_HUMAN	tr|A0A2K5QCN1|A0A2K5QCN1_CEBIM
OG0005535	sp|Q96KX0|LYZL4_HUMAN	tr|A0A2K5QE13|A0A2K5QE13_CEBIM
OG0005536	sp|P23511|NFYA_HUMAN	tr|A0A2K5QEM4|A0A2K5QEM4_CEBIM
OG0005537	sp|Q96JN8|NEUL4_HUMAN	tr|A0A2K5QEX9|A0A2K5QEX9_CEBIM
OG0005538	sp|Q9Y257|KCNK6_HUMAN	tr|A0A2K5QHM5|A0A2K5QHM5_CEBIM
OG0005539	sp|Q8N201|INT1_HUMAN	tr|A0A2K5QHQ9|A0A2K5QHQ9_CEBIM
OG0005540	sp|Q86W74|ANR46_HUMAN	tr|A0A2K5QI78|A0A2K5QI78_CEBIM
OG0005541	sp|Q6UX68|XKR5_HUMAN	tr|A0A2K5QLZ1|A0A2K5QLZ1_CEBIM
OG0005542	sp|Q9H1N7|S35B3_HUMAN	tr|A0A2K5QME2|A0A2K5QME2_CEBIM
OG0005543	sp|Q9BU64|CENPO_HUMAN	tr|A0A2K5QQ11|A0A2K5QQ11_CEBIM
OG0005544	sp|Q92542|NICA_HUMAN	tr|A0A2K5QQD9|A0A2K5QQD9_CEBIM
OG0005545	sp|Q496M5|PLK5_HUMAN	tr|A0A2K5QW65|A0A2K5QW65_CEBIM
OG0005546	sp|P43354|NR4A2_HUMAN	tr|A0A2K5R1V9|A0A2K5R1V9_CEBIM
OG0005547	sp|P27105|STOM_HUMAN	tr|A0A2K5R3P7|A0A2K5R3P7_CEBIM
OG0005548	sp|Q8N6N2|TTC9B_HUMAN	tr|A0A2K5R3U8|A0A2K5R3U8_CEBIM
OG0005549	sp|Q16222|UAP1_HUMAN	tr|A0A2K5R427|A0A2K5R427_CEBIM
OG0005550	sp|P42785|PCP_HUMAN	tr|A0A2K5R4U0|A0A2K5R4U0_CEBIM
OG0005551	sp|P05109|S10A8_HUMAN	tr|A0A2K5R5R0|A0A2K5R5R0_CEBIM
OG0005552	sp|P09001|RM03_HUMAN	tr|A0A2K5R8J7|A0A2K5R8J7_CEBIM
OG0005553	sp|P04216|THY1_HUMAN	tr|A0A2K5R9E8|A0A2K5R9E8_CEBIM
OG0005554	sp|Q5T655|CFA58_HUMAN	tr|A0A2K5RC18|A0A2K5RC18_CEBIM
OG0005555	sp|Q9NRR1|CYTL1_HUMAN	tr|A0A2K5RD23|A0A2K5RD23_CEBIM
OG0005556	sp|Q2KJY2|KI26B_HUMAN	tr|A0A2K5RE99|A0A2K5RE99_CEBIM
OG0005557	sp|Q9C093|SPEF2_HUMAN	tr|A0A2K5RFX8|A0A2K5RFX8_CEBIM
OG0005558	sp|Q6UXU4|GSG1L_HUMAN	tr|A0A2K5RHT7|A0A2K5RHT7_CEBIM
OG0005559	sp|Q9Y6Y9|LY96_HUMAN	tr|A0A2K5RK92|A0A2K5RK92_CEBIM
OG0005560	sp|Q9NNX1|TUFT1_HUMAN	tr|A0A2K5RL17|A0A2K5RL17_CEBIM
OG0005561	sp|Q14563|SEM3A_HUMAN	tr|A0A2K5RM84|A0A2K5RM84_CEBIM
OG0005562	sp|P16671|CD36_HUMAN	tr|A0A2K5RN53|A0A2K5RN53_CEBIM
OG0005563	sp|Q5T5X7|BEND3_HUMAN	tr|A0A2K5RNV3|A0A2K5RNV3_CEBIM
OG0005564	sp|P18065|IBP2_HUMAN	tr|A0A2K5RNZ0|A0A2K5RNZ0_CEBIM
OG0005565	sp|Q9BTD8|RBM42_HUMAN	tr|A0A2K5RY03|A0A2K5RY03_CEBIM
OG0005566	sp|P48788|TNNI2_HUMAN	tr|A0A2K5RZ51|A0A2K5RZ51_CEBIM
OG0005567	sp|O15117|FYB1_HUMAN	tr|A0A2K5S3K0|A0A2K5S3K0_CEBIM
OG0005568	sp|P02652|APOA2_HUMAN	tr|A0A2K5SAD3|A0A2K5SAD3_CEBIM
OG0005569	sp|Q15654|TRIP6_HUMAN	tr|A0A2K5SCL4|A0A2K5SCL4_CEBIM
OG0005570	sp|O14796|SH21B_HUMAN	tr|A0A2K5SIA8|A0A2K5SIA8_CEBIM
OG0005571	sp|Q8NEZ3|WDR19_HUMAN	tr|A0A2K5SJW6|A0A2K5SJW6_CEBIM
OG0005572	sp|Q9Y5Q3|MAFB_HUMAN	tr|A0A2K5P9D7|A0A2K5P9D7_CEBIM
OG0005573	sp|Q9H706|GARE1_HUMAN	tr|A0A2K5PCI8|A0A2K5PCI8_CEBIM
OG0005574	sp|O95954|FTCD_HUMAN	tr|A0A2K5PCX7|A0A2K5PCX7_CEBIM
OG0005575	sp|Q5JSH3|WDR44_HUMAN	tr|A0A2K5PEX3|A0A2K5PEX3_CEBIM
OG0005576	sp|A0A1B0GTU2|CTXD1_HUMAN	tr|A0A2K5PK52|A0A2K5PK52_CEBIM
OG0005577	sp|Q6VY07|PACS1_HUMAN	tr|A0A2K5PK78|A0A2K5PK78_CEBIM
OG0005578	sp|P41226|UBA7_HUMAN	tr|A0A2K5PL61|A0A2K5PL61_CEBIM
OG0005579	sp|O00268|TAF4_HUMAN	tr|A0A2K5PNL4|A0A2K5PNL4_CEBIM
OG0005580	sp|P46782|RS5_HUMAN	tr|A0A2K5PQW9|A0A2K5PQW9_CEBIM
OG0005581	sp|Q8WXB4|ZN606_HUMAN	tr|A0A2K5PXJ1|A0A2K5PXJ1_CEBIM
OG0005582	sp|Q96A04|TSACC_HUMAN	tr|A0A2K5PYU6|A0A2K5PYU6_CEBIM
OG0005583	sp|O75771|RA51D_HUMAN	tr|A0A2K5PZE1|A0A2K5PZE1_CEBIM
OG0005584	sp|Q7Z6E9|RBBP6_HUMAN	tr|A0A2K5Q5T2|A0A2K5Q5T2_CEBIM
OG0005585	sp|Q5T6F0|DCA12_HUMAN	tr|A0A2K5Q7J5|A0A2K5Q7J5_CEBIM
OG0005586	sp|Q5TB80|CE162_HUMAN	tr|A0A2K5Q7L7|A0A2K5Q7L7_CEBIM
OG0005587	sp|A1L390|PKHG3_HUMAN	tr|A0A2K5Q7M5|A0A2K5Q7M5_CEBIM
OG0005588	sp|Q6PI77|BHLH9_HUMAN	tr|A0A2K5Q958|A0A2K5Q958_CEBIM
OG0005589	sp|Q9NSB2|KRT84_HUMAN	tr|A0A2K5QAV5|A0A2K5QAV5_CEBIM
OG0005590	sp|Q9NVM9|INT13_HUMAN	tr|A0A2K5QBQ4|A0A2K5QBQ4_CEBIM
OG0005591	sp|Q53QV2|LBH_HUMAN	tr|A0A2K5QE77|A0A2K5QE77_CEBIM
OG0005592	sp|Q9P1Y6|PHRF1_HUMAN	tr|A0A2K5QFX2|A0A2K5QFX2_CEBIM
OG0005593	sp|P15863|PAX1_HUMAN	tr|A0A2K5QI38|A0A2K5QI38_CEBIM
OG0005594	sp|Q8IWU4|ZNT8_HUMAN	tr|A0A2K5QKC0|A0A2K5QKC0_CEBIM
OG0005595	sp|P20827|EFNA1_HUMAN	tr|A0A2K5QLP1|A0A2K5QLP1_CEBIM
OG0005596	sp|P84550|SKOR1_HUMAN	tr|A0A2K5QLR8|A0A2K5QLR8_CEBIM
OG0005597	sp|Q9BXU3|TX13A_HUMAN	tr|A0A2K5QS03|A0A2K5QS03_CEBIM
OG0005598	sp|Q9NY74|ETAA1_HUMAN	tr|A0A2K5QS04|A0A2K5QS04_CEBIM
OG0005599	sp|Q9BWG4|SSBP4_HUMAN	tr|A0A2K5QWU8|A0A2K5QWU8_CEBIM
OG0005600	sp|Q9H426|RIMS4_HUMAN	tr|A0A2K5QYR6|A0A2K5QYR6_CEBIM
OG0005601	sp|P51671|CCL11_HUMAN	tr|A0A2K5QZZ3|A0A2K5QZZ3_CEBIM
OG0005602	sp|Q8IYU4|UBQLN_HUMAN	tr|A0A2K5R0Z6|A0A2K5R0Z6_CEBIM
OG0005603	sp|Q08AM6|VAC14_HUMAN	tr|A0A2K5R1D8|A0A2K5R1D8_CEBIM
OG0005604	sp|Q9NY99|SNTG2_HUMAN	tr|A0A2K5R1K6|A0A2K5R1K6_CEBIM
OG0005605	sp|Q16831|UPP1_HUMAN	tr|A0A2K5R3G4|A0A2K5R3G4_CEBIM
OG0005606	sp|Q6ZRK6|CCD73_HUMAN	tr|A0A2K5R9E4|A0A2K5R9E4_CEBIM
OG0005607	sp|Q9P2L0|WDR35_HUMAN	tr|A0A2K5RB88|A0A2K5RB88_CEBIM
OG0005608	sp|Q8IZD6|S22AF_HUMAN	tr|A0A2K5RDD2|A0A2K5RDD2_CEBIM
OG0005609	sp|Q8IV08|PLD3_HUMAN	tr|A0A2K5RDJ8|A0A2K5RDJ8_CEBIM
OG0005610	sp|Q6JVE9|LCN8_HUMAN	tr|A0A2K5RDR3|A0A2K5RDR3_CEBIM
OG0005611	sp|Q5VTR2|BRE1A_HUMAN	tr|A0A2K5RF38|A0A2K5RF38_CEBIM
OG0005612	sp|Q8IY67|RAVR1_HUMAN	tr|A0A2K5RI01|A0A2K5RI01_CEBIM
OG0005613	sp|O60645|EXOC3_HUMAN	tr|A0A2K5RKX0|A0A2K5RKX0_CEBIM
OG0005614	sp|Q6B0K9|HBM_HUMAN	tr|A0A2K5RL96|A0A2K5RL96_CEBIM
OG0005615	sp|Q7RTY0|MOT13_HUMAN	tr|A0A2K5RNY2|A0A2K5RNY2_CEBIM
OG0005616	sp|Q9NRG9|AAAS_HUMAN	tr|A0A2K5RP15|A0A2K5RP15_CEBIM
OG0005617	sp|P40238|TPOR_HUMAN	tr|A0A2K5RP57|A0A2K5RP57_CEBIM
OG0005618	sp|A0A0U1RRA0|ZNOS_HUMAN	tr|A0A2K5RP60|A0A2K5RP60_CEBIM
OG0005619	sp|Q12947|FOXF2_HUMAN	tr|A0A2K5RQ47|A0A2K5RQ47_CEBIM
OG0005620	sp|O60934|NBN_HUMAN	tr|A0A2K5RTC6|A0A2K5RTC6_CEBIM
OG0005621	sp|Q9NRI5|DISC1_HUMAN	tr|A0A2K5RW08|A0A2K5RW08_CEBIM
OG0005622	sp|Q9BW92|SYTM_HUMAN	tr|A0A2K5RWT1|A0A2K5RWT1_CEBIM
OG0005623	sp|P05166|PCCB_HUMAN	tr|A0A2K5RYQ0|A0A2K5RYQ0_CEBIM
OG0005624	sp|Q9NQW7|XPP1_HUMAN	tr|A0A2K5RYT4|A0A2K5RYT4_CEBIM
OG0005625	sp|P43034|LIS1_HUMAN	tr|A0A2K5S3T9|A0A2K5S3T9_CEBIM
OG0005626	sp|Q9H116|GZF1_HUMAN	tr|A0A2K5S4N9|A0A2K5S4N9_CEBIM
OG0005627	sp|Q9H0F6|SHRPN_HUMAN	tr|A0A2K5S818|A0A2K5S818_CEBIM
OG0005628	sp|Q14623|IHH_HUMAN	tr|A0A2K5S9L3|A0A2K5S9L3_CEBIM
OG0005629	sp|P15248|IL9_HUMAN	tr|A0A2K5S9Z0|A0A2K5S9Z0_CEBIM
OG0005630	sp|Q13895|BYST_HUMAN	tr|A0A2K5SAN3|A0A2K5SAN3_CEBIM
OG0005631	sp|X6R8D5|GUCNB_HUMAN	tr|A0A2K5SD17|A0A2K5SD17_CEBIM
OG0005632	sp|Q9UNH5|CC14A_HUMAN	tr|A0A2K5SFF2|A0A2K5SFF2_CEBIM
OG0005633	sp|O14524|NEMP1_HUMAN	tr|A0A2K5SFS6|A0A2K5SFS6_CEBIM
OG0005634	sp|Q5JVX7|CA141_HUMAN	tr|A0A2K5SHE2|A0A2K5SHE2_CEBIM
OG0005635	sp|Q6P1Q0|LTMD1_HUMAN	tr|A0A2K5P9J5|A0A2K5P9J5_CEBIM
OG0005636	sp|Q9BZG8|DPH1_HUMAN	tr|A0A2K5PFU1|A0A2K5PFU1_CEBIM
OG0005637	sp|Q96JM2|ZN462_HUMAN	tr|A0A2K5PG12|A0A2K5PG12_CEBIM
OG0005638	sp|A0AVT1|UBA6_HUMAN	tr|A0A2K5PH35|A0A2K5PH35_CEBIM
OG0005639	sp|Q9NRD5|PICK1_HUMAN	tr|A0A2K5PHY2|A0A2K5PHY2_CEBIM
OG0005640	sp|Q7L4I2|RSRC2_HUMAN	tr|A0A2K5PKQ2|A0A2K5PKQ2_CEBIM
OG0005641	sp|Q9NV29|TM100_HUMAN	tr|A0A2K5PKY2|A0A2K5PKY2_CEBIM
OG0005642	sp|Q9BVG4|PBDC1_HUMAN	tr|A0A2K5PM83|A0A2K5PM83_CEBIM
OG0005643	sp|Q7L5A3|F214B_HUMAN	tr|A0A2K5PN12|A0A2K5PN12_CEBIM
OG0005644	sp|Q96NJ5|KLH32_HUMAN	tr|A0A2K5PP48|A0A2K5PP48_CEBIM
OG0005645	sp|Q5TEU4|NDUF5_HUMAN	tr|A0A2K5PPI4|A0A2K5PPI4_CEBIM
OG0005646	sp|Q16143|SYUB_HUMAN	tr|A0A2K5PSA7|A0A2K5PSA7_CEBIM
OG0005647	sp|Q15386|UBE3C_HUMAN	tr|A0A2K5PSI9|A0A2K5PSI9_CEBIM
OG0005648	sp|O60287|NPA1P_HUMAN	tr|A0A2K5PUF0|A0A2K5PUF0_CEBIM
OG0005649	sp|Q6P2M8|KCC1B_HUMAN	tr|A0A2K5PUR1|A0A2K5PUR1_CEBIM
OG0005650	sp|Q8NCL9|APCDL_HUMAN	tr|A0A2K5PYX9|A0A2K5PYX9_CEBIM
OG0005651	sp|Q9ULC8|ZDHC8_HUMAN	tr|A0A2K5PZX5|A0A2K5PZX5_CEBIM
OG0005652	sp|Q9BRY0|S39A3_HUMAN	tr|A0A2K5Q030|A0A2K5Q030_CEBIM
OG0005653	sp|Q96RT7|GCP6_HUMAN	tr|A0A2K5Q5M5|A0A2K5Q5M5_CEBIM
OG0005654	sp|Q9ULX3|NOB1_HUMAN	tr|A0A2K5Q7W5|A0A2K5Q7W5_CEBIM
OG0005655	sp|Q96RP7|G3ST4_HUMAN	tr|A0A2K5QCY7|A0A2K5QCY7_CEBIM
OG0005656	sp|Q96E29|MTEF3_HUMAN	tr|A0A2K5QIH5|A0A2K5QIH5_CEBIM
OG0005657	sp|Q86TN4|TRPT1_HUMAN	tr|A0A2K5QIU6|A0A2K5QIU6_CEBIM
OG0005658	sp|Q9C0J1|B3GN4_HUMAN	tr|A0A2K5QJT9|A0A2K5QJT9_CEBIM
OG0005659	sp|Q92545|TM131_HUMAN	tr|A0A2K5QJU5|A0A2K5QJU5_CEBIM
OG0005660	sp|O95163|ELP1_HUMAN	tr|A0A2K5QMF3|A0A2K5QMF3_CEBIM
OG0005661	sp|Q14318|FKBP8_HUMAN	tr|A0A2K5QQI4|A0A2K5QQI4_CEBIM
OG0005662	sp|Q9H9T3|ELP3_HUMAN	tr|A0A2K5QQV1|A0A2K5QQV1_CEBIM
OG0005663	sp|P00480|OTC_HUMAN	tr|A0A2K5QSM9|A0A2K5QSM9_CEBIM
OG0005664	sp|Q5TF39|MFS4B_HUMAN	tr|A0A2K5QUB2|A0A2K5QUB2_CEBIM
OG0005665	sp|Q5T013|HYI_HUMAN	tr|A0A2K5QUE1|A0A2K5QUE1_CEBIM
OG0005666	sp|O94823|AT10B_HUMAN	tr|A0A2K5QYH1|A0A2K5QYH1_CEBIM
OG0005667	sp|Q15061|WDR43_HUMAN	tr|A0A2K5QZT8|A0A2K5QZT8_CEBIM
OG0005668	sp|Q68CR1|SE1L3_HUMAN	tr|A0A2K5R2T2|A0A2K5R2T2_CEBIM
OG0005669	sp|Q8N2M8|CLASR_HUMAN	tr|A0A2K5R548|A0A2K5R548_CEBIM
OG0005670	sp|Q96NU7|HUTI_HUMAN	tr|A0A2K5R5M8|A0A2K5R5M8_CEBIM
OG0005671	sp|Q969K4|ABTB1_HUMAN	tr|A0A2K5R6H6|A0A2K5R6H6_CEBIM
OG0005672	sp|Q495M9|USH1G_HUMAN	tr|A0A2K5R8F8|A0A2K5R8F8_CEBIM
OG0005673	sp|P61647|SIA8F_HUMAN	tr|A0A2K5RA58|A0A2K5RA58_CEBIM
OG0005674	sp|A6NHR9|SMHD1_HUMAN	tr|A0A2K5RCF6|A0A2K5RCF6_CEBIM
OG0005675	sp|Q8WZ79|DNS2B_HUMAN	tr|A0A2K5REG5|A0A2K5REG5_CEBIM
OG0005676	sp|P51172|SCNND_HUMAN	tr|A0A2K5RGP1|A0A2K5RGP1_CEBIM
OG0005677	sp|Q86Y26|NUTM1_HUMAN	tr|A0A2K5RII6|A0A2K5RII6_CEBIM
OG0005678	sp|Q9NRB3|CHSTC_HUMAN	tr|A0A2K5RIQ2|A0A2K5RIQ2_CEBIM
OG0005679	sp|Q9HBF4|ZFYV1_HUMAN	tr|A0A2K5RJ36|A0A2K5RJ36_CEBIM
OG0005680	sp|Q8NDD1|CA131_HUMAN	tr|A0A2K5RJB4|A0A2K5RJB4_CEBIM
OG0005681	sp|Q14093|CYLC2_HUMAN	tr|A0A2K5RJL2|A0A2K5RJL2_CEBIM
OG0005682	sp|Q96KF7|SMIM8_HUMAN	tr|A0A2K5RKE0|A0A2K5RKE0_CEBIM
OG0005683	sp|Q13415|ORC1_HUMAN	tr|A0A2K5RMC6|A0A2K5RMC6_CEBIM
OG0005684	sp|O15484|CAN5_HUMAN	tr|A0A2K5RNK9|A0A2K5RNK9_CEBIM
OG0005685	sp|Q6GMV2|SMYD5_HUMAN	tr|A0A2K5RNW9|A0A2K5RNW9_CEBIM
OG0005686	sp|Q96JS3|PGBD1_HUMAN	tr|A0A2K5RP88|A0A2K5RP88_CEBIM
OG0005687	sp|Q8N6M8|IQCF1_HUMAN	tr|A0A2K5RQH7|A0A2K5RQH7_CEBIM
OG0005688	sp|Q96NX5|KCC1G_HUMAN	tr|A0A2K5RSI9|A0A2K5RSI9_CEBIM
OG0005689	sp|A6NM28|ZFP92_HUMAN	tr|A0A2K5RVQ8|A0A2K5RVQ8_CEBIM
OG0005690	sp|Q9NRF9|DPOE3_HUMAN	tr|A0A2K5RX40|A0A2K5RX40_CEBIM
OG0005691	sp|O60427|FADS1_HUMAN	tr|A0A2K5RZ92|A0A2K5RZ92_CEBIM
OG0005692	sp|Q9BUB7|TMM70_HUMAN	tr|A0A2K5S7B2|A0A2K5S7B2_CEBIM
OG0005693	sp|Q86UT6|NLRX1_HUMAN	tr|A0A2K5S9X4|A0A2K5S9X4_CEBIM
OG0005694	sp|Q9NXJ5|PGPI_HUMAN	tr|A0A2K5SJH8|A0A2K5SJH8_CEBIM
OG0005695	sp|O15084|ANR28_HUMAN	tr|A0A2K5P994|A0A2K5P994_CEBIM
OG0005696	sp|Q8N812|CL076_HUMAN	tr|A0A2K5PBV9|A0A2K5PBV9_CEBIM
OG0005697	sp|Q96HH9|GRM2B_HUMAN	tr|A0A2K5PDD0|A0A2K5PDD0_CEBIM
OG0005698	sp|O00522|KRIT1_HUMAN	tr|A0A2K5PDW0|A0A2K5PDW0_CEBIM
OG0005699	sp|Q9NQS1|AVEN_HUMAN	tr|A0A2K5PFT6|A0A2K5PFT6_CEBIM
OG0005700	sp|Q9H4G4|GAPR1_HUMAN	tr|A0A2K5PIP1|A0A2K5PIP1_CEBIM
OG0005701	sp|P07992|ERCC1_HUMAN	tr|A0A2K5PL76|A0A2K5PL76_CEBIM
OG0005702	sp|Q8N6T0|TO6BL_HUMAN	tr|A0A2K5PQF4|A0A2K5PQF4_CEBIM
OG0005703	sp|Q8NCU1|CC197_HUMAN	tr|A0A2K5PQP2|A0A2K5PQP2_CEBIM
OG0005704	sp|A1L167|U2QL1_HUMAN	tr|A0A2K5PU74|A0A2K5PU74_CEBIM
OG0005705	sp|O43598|DNPH1_HUMAN	tr|A0A2K5PUN7|A0A2K5PUN7_CEBIM
OG0005706	sp|Q9NRX4|PHP14_HUMAN	tr|A0A2K5PV07|A0A2K5PV07_CEBIM
OG0005707	sp|Q8N7A1|KLDC1_HUMAN	tr|A0A2K5PVD3|A0A2K5PVD3_CEBIM
OG0005708	sp|Q9UPE1|SRPK3_HUMAN	tr|A0A2K5PWI0|A0A2K5PWI0_CEBIM
OG0005709	sp|Q86XE3|MICU3_HUMAN	tr|A0A2K5PZX0|A0A2K5PZX0_CEBIM
OG0005710	sp|A0PK05|TMM72_HUMAN	tr|A0A2K5Q1U5|A0A2K5Q1U5_CEBIM
OG0005711	sp|P55056|APOC4_HUMAN	tr|A0A2K5Q3R7|A0A2K5Q3R7_CEBIM
OG0005712	sp|Q07507|DERM_HUMAN	tr|A0A2K5Q749|A0A2K5Q749_CEBIM
OG0005713	sp|Q8IYW2|CFA46_HUMAN	tr|A0A2K5Q8E7|A0A2K5Q8E7_CEBIM
OG0005714	sp|Q9NR09|BIRC6_HUMAN	tr|A0A2K5Q907|A0A2K5Q907_CEBIM
OG0005715	sp|O14519|CDKA1_HUMAN	tr|A0A2K5Q923|A0A2K5Q923_CEBIM
OG0005716	sp|P05814|CASB_HUMAN	tr|A0A2K5QCM2|A0A2K5QCM2_CEBIM
OG0005717	sp|Q9HCU5|PREB_HUMAN	tr|A0A2K5QDC3|A0A2K5QDC3_CEBIM
OG0005718	sp|Q9Y230|RUVB2_HUMAN	tr|A0A2K5QG85|A0A2K5QG85_CEBIM
OG0005719	sp|Q8N2C7|UNC80_HUMAN	tr|A0A2K5QIY7|A0A2K5QIY7_CEBIM
OG0005720	sp|Q9H2B2|SYT4_HUMAN	tr|A0A2K5QKM2|A0A2K5QKM2_CEBIM
OG0005721	sp|Q86VN1|VPS36_HUMAN	tr|A0A2K5QLT7|A0A2K5QLT7_CEBIM
OG0005722	sp|Q8N9N8|EIF1A_HUMAN	tr|A0A2K5QM88|A0A2K5QM88_CEBIM
OG0005723	sp|Q96LM9|CT173_HUMAN	tr|A0A2K5QNC0|A0A2K5QNC0_CEBIM
OG0005724	sp|Q5HYA8|MKS3_HUMAN	tr|A0A2K5QQ76|A0A2K5QQ76_CEBIM
OG0005725	sp|Q7Z6V5|ADAT2_HUMAN	tr|A0A2K5QRN5|A0A2K5QRN5_CEBIM
OG0005726	sp|Q86YC3|LRC33_HUMAN	tr|A0A2K5QRV4|A0A2K5QRV4_CEBIM
OG0005727	sp|P54136|SYRC_HUMAN	tr|A0A2K5QSK6|A0A2K5QSK6_CEBIM
OG0005728	sp|Q8N465|D2HDH_HUMAN	tr|A0A2K5QU67|A0A2K5QU67_CEBIM
OG0005729	sp|Q9NQI0|DDX4_HUMAN	tr|A0A2K5R1N0|A0A2K5R1N0_CEBIM
OG0005730	sp|P15407|FOSL1_HUMAN	tr|A0A2K5R253|A0A2K5R253_CEBIM
OG0005731	sp|Q8N5Z0|AADAT_HUMAN	tr|A0A2K5R432|A0A2K5R432_CEBIM
OG0005732	sp|Q9UIF8|BAZ2B_HUMAN	tr|A0A2K5R4I2|A0A2K5R4I2_CEBIM
OG0005733	sp|Q9Y2E8|SL9A8_HUMAN	tr|A0A2K5RAA3|A0A2K5RAA3_CEBIM
OG0005734	sp|Q99932|SPAG8_HUMAN	tr|A0A2K5RC76|A0A2K5RC76_CEBIM
OG0005735	sp|Q38SD2|LRRK1_HUMAN	tr|A0A2K5RCH1|A0A2K5RCH1_CEBIM
OG0005736	sp|Q8NHS3|MFSD8_HUMAN	tr|A0A2K5RFC4|A0A2K5RFC4_CEBIM
OG0005737	sp|Q8WUA4|TF3C2_HUMAN	tr|A0A2K5RFP6|A0A2K5RFP6_CEBIM
OG0005738	sp|O43566|RGS14_HUMAN	tr|A0A2K5RIY7|A0A2K5RIY7_CEBIM
OG0005739	sp|Q14994|NR1I3_HUMAN	tr|A0A2K5RJE9|A0A2K5RJE9_CEBIM
OG0005740	sp|Q9NUI1|DECR2_HUMAN	tr|A0A2K5RKL9|A0A2K5RKL9_CEBIM
OG0005741	sp|Q02386|ZNF45_HUMAN	tr|A0A2K5RL34|A0A2K5RL34_CEBIM
OG0005742	sp|Q9BSY9|DESI2_HUMAN	tr|A0A2K5RMI8|A0A2K5RMI8_CEBIM
OG0005743	sp|Q9NS18|GLRX2_HUMAN	tr|A0A2K5RMP4|A0A2K5RMP4_CEBIM
OG0005744	sp|P26045|PTN3_HUMAN	tr|A0A2K5RNW3|A0A2K5RNW3_CEBIM
OG0005745	sp|Q86UD5|SL9B2_HUMAN	tr|A0A2K5RPQ4|A0A2K5RPQ4_CEBIM
OG0005746	sp|P78414|IRX1_HUMAN	tr|A0A2K5RQ74|A0A2K5RQ74_CEBIM
OG0005747	sp|Q9NWW5|CLN6_HUMAN	tr|A0A2K5RRW7|A0A2K5RRW7_CEBIM
OG0005748	sp|Q53QZ3|RHG15_HUMAN	tr|A0A2K5RX79|A0A2K5RX79_CEBIM
OG0005749	sp|Q9NP59|S40A1_HUMAN	tr|A0A2K5RXA4|A0A2K5RXA4_CEBIM
OG0005750	sp|Q8TBB1|LNX1_HUMAN	tr|A0A2K5RYF8|A0A2K5RYF8_CEBIM
OG0005751	sp|Q92914|FGF11_HUMAN	tr|A0A2K5S040|A0A2K5S040_CEBIM
OG0005752	sp|Q14011|CIRBP_HUMAN	tr|A0A2K5S0S1|A0A2K5S0S1_CEBIM
OG0005753	tr|A0A2R8Y2Y2|A0A2R8Y2Y2_HUMAN	tr|A0A2K5S207|A0A2K5S207_CEBIM
OG0005754	sp|P14222|PERF_HUMAN	tr|A0A2K5S4C2|A0A2K5S4C2_CEBIM
OG0005755	sp|P84090|ERH_HUMAN	tr|A0A2K5S5U8|A0A2K5S5U8_CEBIM
OG0005756	sp|K7EJ46|SIM22_HUMAN	tr|A0A2K5SAS7|A0A2K5SAS7_CEBIM
